🔴 Chociaż krowie dasz kakao, nie wydoisz czekolady | LIVE #3
🔗 https://www.youtube.com/watch?v=TTa-380ajUY

2:  Witajcie serdecznie.
7382:  Oczywiście zachęcony, przeczytałem i była lektura przyjemna.
7385:  Tak, bo Ernst Theodor Amadeus Hoffman w sumie pisał takie fantazy.
7388:  Na przykład Piaskun Hoffmana jest w jakimś sensie, no dzisiaj gdyby został wydany jako opowiadanie, to to by przeszło jako opowiadanie urban fantasy, bez żadnych problemów.
7397:  Czy na polskim powinno być omawiane więcej literatury światowej?
7399:  Tak.
7400:  Dobra, jeszcze jedna rzecz, bo często o to pytacie.
7402:  Moja wizja lekcji języka polskiego jest następująca.
7406:  Kultura, różne media, to znaczy to jest przedmiot, który nie bez powodu nazywa się język polski, a nie historia literatury polskiej.
7414:  I kiedyś w międzywojniu, na wypadek gdyby ktoś powiedział, o Krzysztof to jest utopista, on tylko myśli, nie, nie jest utopista, było to sprawdzone, były osobno dwa przedmioty.
7423:  Historia literatury i język polski, bo w języku polskim chodzi o to, żeby nas nauczyć mówić i czytać, dokładnie tak jak na angielskim.
7428:  I podaliście przed chwilą przykład na czatach, że na angielskim oglądamy serial i uczymy się tego wtedy.
7436:  Nie jest tak samo z językiem polskim.
7438:  Oczywiście, że jest tak samo, więc dobierajmy takie książki współczesne, seriale, filmy, no może nie filmy, bo filmy polskie są dramatyczne, ale gry komputerowe już na przykład są o wiele lepsze, czy komiksy, które będą zachęcać ludzi do tego, żeby posługiwać się wprawnie mową polską i władać polszczyzną na stosownym poziomie, bo to gwarantuje, że się akurat przyda nam wszystkim.
7459:  Zwłaszcza, że umiejętność komunikatywnego, zwięzłego wyrażania się jest kluczowa na przykład wtedy, gdy dostajecie 5 minut na zrobienie pitcha w korporacji i trzeba złożyć te słowa w miarę szybko i jeszcze przekonywająco.
7472:  W marketingu się to przydaje, w bardzo wielu pracach.
7475:  Więc krzywdzeni jesteśmy przez system szkolny, który uczy nas polszczyzny archaicznej i daje nam klucze do otwierania zamków, które są zardzewiałe i w drzwiach, które prowadzą donikąd w naszym świecie.
7487:  Na historii literatury wszelako.
7490:  Pełna swoboda.
7491:  Proszę bardzo, jest jakiś kiep, który uważa, że jest tylko jedna interpretacja dziadów?
7496:  Proszę uprzejmie, wyłóż tę interpretację, podaj, jaka jest poprawna.
7501:  Ludzie i tak się tego nauczą na pamięć i wszyscy będą zadowoleni.
7505:  Na maturze możemy z tego odpytać, jeżeli ktoś naprawdę tego potrzebuje.
7509:  Ale czytanie tego...
7512:  W dziewięćdziesięciu procentach przypadków zniechęci do literatury, a w tych dziesięciu procentach, które się komuś spodobają, zauważcie, że to nic nie zmienia, bo te dziesięć procent i tak się sięgnie po coś takiego, żeby zrobić sobie jakiś challenge.
7526:  Witamy Warsi w gronie trybutariuszy.
7527:  Nawodnienie.
7528:  Dziękuję, Agnieszka, absolutnie.
7530:  Czy czytałem fabula Raza?
7531:  Fabula Raza, rozumiem.
7533:  Stachur, nie, nie czytałem.
7534:  Inne gry Arkane planuje, czy planuje zagrać?
7537:  Nie, Arkane Studios to była jedyna rzecz, absolutnie.
7542:  Co sądzę o grach, które wymagają wielu powtórzeń?
7544:  Nie znoszę tego.
7545:  Nie znoszę repetytywności w grach, wielu powtórzeń, nie znoszę kompetytywności, czyli rywalizacji i bardzo wielu rzeczy, które się pojawiają w różnych grach wideo, niestety.
7555:  Chciałbym się polszczyznę uczyć z Wiedźmina, ale to jest znakomita gra, do uczenia się polszczyzny jest erudycyjna, to są jedne z najlepszych dialogów napisanych w historii w ogóle elektronicznej rozgrywki.
7566:  I to wszyscy mówią, absolutnie.
7568:  W Legacy of Cain nie grałem niestety, zwięzłego powiedziałem.
7572:  Tak, tak, ja wiem, ja zwięźle nie mówię, absolutnie.
7574:  Nie czytałem żadnej książki Remigiusza Mroza, ale lubię przypominać o tym, że Remigiusz Mroz zaczynał od, znaczy zaczynał, jedna z jego pierwszych książek to był Chór Zapomnianych Głosów, wydany przez Genius Creations.
7588:  Pięć i trzy czwarte, Jan Gibas przypomina nam, że taki jest rozmiar rękawiczki tej Wiedźmy Łęckiej, o której musimy czytać niestety w tej lędznej ramotce.
7600:  Czy czytam jakiś webfiction?
7601:  Nie jestem w stanie, za dużo, nie lubię czytać z ekranu, wiecie, ja muszę mieć mojego Kindle'ka do tego.
7609:  Co zrobić, jeżeli się natrafią na blokadę w trakcie pisania opowieści lub tekstu, wypalenie z pomysłów?
7613:  Moja strategia jest taka, nie myślę o pisaniu synchronicznie, chronologicznie, tylko na przykład piszę sobie coś z późniejszego etapu, u mnie zwykle to jest tekst naukowy, bo ja nie piszę beletystyki, ale piszę sobie coś, o czym chciałbym napisać.
7627:  co jest na przykład w zakończeniu.
7629:  I potem bardzo często się okazuje, że tak się zapalę tym, co akurat chciałem napisać, że wypełniam to, co wcześniej sprawiało mi problem i dawało blokadę.
7639:  Mama się do dzisiaj ze mnie śmieje, pisze, kaczmar, że jestem nienormalny, bo podobały mi się dzienne.
7642:  Ale ci się podobały, to spoko, to nie miałeś ciężkiego życia, krótko mówiąc.
7648:  Czy lubię książki Szczepana Twardocha?
7649:  Nie jestem w stanie ich czytać.
7651:  Za duży próg wejścia dla mnie.
7652:  Tak samo jak Dragon Age, o którego dopytujecie.
7654:  Żeby nie było, że się obrywa tylko w współczesnej literaturze polskiej.
7658:  Dragon Age miał takie sterowanie i takie nastawienie na wiele postaci, między którymi trzeba się przełączać, że ja nie byłem w stanie do tego przejść.
7664:  Albo mam izometryka z wieloma postaciami typu Baldur, Icewindle, Neverwinter.
7668:  Okej, przeżyję.
7670:  Albo mam pełnoprawnego RPGa typu Skyrim Wiedźmin, gdzie mam jedną postać, na której się koncentruję.
7675:  Dragon Age proponuje coś pomiędzy i u mnie to kompletnie nie zadziałało.
7679:  Czy zrobię film prezentujący swoją bibliotekę książek lub jakąś polecanekę książek?
7683:  Może kiedyś zrobię.
7684:  Nie lubię tego robić z tego względu, że natychmiast bym musiał zrobić
7687:  film prezentujący moją bibliotekę na Steamie, jako kontrę do tego, wiecie, bo nie chcę wpisywać się w tę kulturę celebrującą literaturę, tylko i wyłącznie dlatego, że to jest ponomedium doskonałe, bo medium doskonałe to to nie jest.
7699:  Jedno z najbardziej przeze mnie lubianych, ale na pewno nie będące wyłącznym gospodarzem podium.
7706:  Jak się czuję jako wykładowca ze świadomością, że ogląda mnie ponad 1000 osób?
7710:  Miałem kiedyś też takie sytuacje, że mówiłem do dużej liczby osób i powiem wam, że doświadczenie jest jedno.
7717:  To znaczy tak samo, wierzcie mi, tak samo i to nie jest bullshit, który wam w tej chwili wciskam, mówi się albo powinno się mówić, jak macie na sali jedną osobę, jak macie 10, 100 i 1000.
7728:  Miałem kiedyś na początku, pierwszy mój stream, słuchajcie, to było z GameDecka w demo, oglądało mnie 10 osób i naprawdę uważam, że moje doświadczenie jest zbliżone, to znaczy wkładam w to tyle samo serca i energii, więc myślę, że każdy, kto mówi czy przemawia publicznie, powinien na to w ten sposób spojrzeć, to znaczy liczby to liczby po prostu, to jest miłe, straszne, że zgromadziliście się tak tłumnie,
7754:  Ale ja traktuję to zawsze jako właśnie asumpt do takiej anegdoty konkretnie, że tak, ale jak jest ta jedna czy dziesięć osób, to też powinno się o tym mówić.
7764:  I to nie jest tak, że ja to mówię jako wykładowca, bo jak zobaczycie film Harissa Hellera na kanale Alpha Gaming, to on mówi dokładnie to samo.
7772:  How to stream on Twitch to ten viewers, tak?
7776:  Trzeba na początku, zwłaszcza, że na Twitchu się wolniej zdecydowanie rośnie, niż na YouTubie i to jest powód, ale to jest jeden z nielicznych wielu powodów, dla których nie lubię Twitcha.
7784:  Nier Automata ma dość specyficzną repetytywność, która pokazuje wydarzenia z punktu widzenia wielu różnych postaci, pisze Weirdman i dobrze, że to o tym wspomina, bo ja lubię taki tekst zazwyczaj na zajęciach, uczymy się projektowania fabuły w grach wideo.
7796:  O tym, że Nier Automata jako jedna z nielicznych gier nie realizuje zachodniego modelu opowiadania narracji, tylko model, który jest wzorowany na twórczości oralnej, afrykańskiej i na mitach, które się opowiada w Afryce, które mają zupełnie inną, właśnie taką repetytywną strukturę.
7813:  Wracają koliście do jednego wydarzenia i dopiero potem kulminują.
7817:  zupełnie inaczej, niż jest w wypadku literatury, która ma, znowu będziecie mieli z teorii narracji ustęp, jest budowana na zasadzie trójkąta Pernauza, nie trójkąta Pernauza, zawsze się mylę, trójkąt Pernauza jest w matematyce, piramidy Freitaga.
7830:  I piramida Freitaga polega właśnie na tym, że macie cały czas wzrost, wzrost, wzrost napięcia, wzrost napięcia, wzrost napięcia, tu jest punkt kulminacyjny i potem spada napięcie, tak?
7839:  I ten punkt kulminacyjny to jest to, do czego dąży cała literatura,
7843:  zachodnia i bardzo często też wedle tego schematu są robione filmy hollywoodzkie i seriale, dlatego macie ten słynny siódmy odcinek, w którym dzieją się rzeczy na 10 odcinków.
7853:  I to jest ten właśnie moment, kiedy jest ta kulminacja i dzieją się rzeczy i potem ma to napięcie opaść.
7860:  Błędnie czasem w szkole się mówi, że ten schemat to jest ten, jak to było?
7864:  Jakiś model noweli, jakiegoś sokoła czy coś takiego.
7870:  To są pierdoły.
7871:  To jest piramida Freitaga.
7874:  Trybut mamy od Zdzicha.
7876:  Kanał był polecany na live z kosmosu, który właśnie się skończył.
7879:  Julian twierdził, że chętnie zrobiłby skrosa na YouTubie.
7881:  Ja też z Julianem, jeżeli Julian mnie słucha, to pozdro wielkie, bo pamiętamy się i znamy z fantastycznej inicjatywy, którą studenci z Uniwersytetu Wrocławskiego robili kiedyś, czyli Trickster koło badaczy literatury i kultury popularnej, gdzie Julian też działał.
7896:  Ja bywałem tam na konferencjach i wiecie co, te konferencje to było takie jasne światełko, jedno z niewielu, które miałem, jak usiłowałem uciekać z polonistyki krakowskiej.
7906:  Drugim takim jasnym światełkiem był Uniwersytet Śląski w Katowicach, gdzie pojechałem na konferencję Fantastyczne Kreacje Światów, gdzie spotkałem swoją drogą swojego najlepszego dzisiaj przyjaciela i gdzie po raz pierwszy nikt się ze mnie nie śmiał, jak mówiłem o fantastyce, to było niesamowite, ale dygresje, dygresje, ale chyba tu jesteście dla dygresji, nie?
7926:  Polecam komiks z uniwersum Team Fortress 2 od Bavila Gravlaksa, mamy dużo polecajek fantastycznych.
7932:  Zobaczcie, jak się nam tworzy taki ładny oddolny kanon, nie potrzebujemy mieć żadnych narzucanych list.
7938:  Dodanie tokarczyk do listy lektur w liceum ogólnokształcącym nie jest możliwe, nie jest niemożliwe niestety.
7945:  A, ojej, o nie, o nie.
7949:  Sprotum kumulacyjny jest w odcinku 7, to piramida Freitaga jest trochę krzywa.
7953:  Tak, jest.
7954:  To prawda.
7955:  Dokładnie, ona jest taka mniej więcej.
7956:  Nie wiem, czy to się wam pokazuje ładnie, ale staram się.
7960:  Nie, to się wam źle pokazuje.
7961:  O, tak ją przechylę troszeczkę.
7963:  Dobra.
7964:  I ten odcinek właśnie od 7 odcinka do 10, tej piramidy naszej, to jest właśnie ten moment spadku napięcia.
7971:  Zresztą zobaczcie, cały powrót do Szajer we Władcy Pierścieni, to jest właśnie ten moment, a z punktem kulminacyjnym oczywiście wrzucenie Pierścienia Władzy do Magmy w Górze Przeznaczenia.
7985:  Czy oglądają mnie moi studenci, czy tematy live są poruszane na zajęcia?
7990:  Nie, na zajęciach mamy tematykę, która jest poruszana bardzo często na tym kanale, ponieważ to są moje zajęcia, więc trudno, żebym nie poruszał tej tematyki, ale wiem, że studenci wpadają na YouTube i to jest bardzo miłe, ale to są jakby dwa różne światy, nie?
8002:  Tu jest świat, w którym jestem bardzo prywatnie, a na studiach jestem bardzo zawodowo.
8007:  Czy wiemy, że cykl demoniczny miał właśnie kolejny tom dodany?
8010:  To jest fantastyczna wiadomość, muszę przeczytać.
8013:  Napastliwe pytania i dygresyjne odpowiedzi.
8015:  Tak, tak, trochę tak jest.
8019:  Jakiś kolaps, uwaga, naukowy bełkot, zobaczymy.
8021:  Ja zawsze mówię, że jestem otwarty na wszelkie zaproszenia.
8023:  Jaka jest najlepsza herbata?
8024:  Oczywiście, że zielona z czekoladą.
8026:  Jak możecie zadawać takie truistyczne pytania?
8028:  To jest najwspanialsza herbata na świecie.
8030:  Połączenie dwóch najwspanialszych rzeczy, czyli herbaty i czekolady.
8036:  Dla potwierdzenia tej tezy popiłem.
8041:  Tokarczu w lekturach obowiązkowy?
8042:  Nadobowiązkowy.
8043:  Obowiązkowy, ma się świetnie wręcz.
8044:  Ojej, ojej, niedobrze.
8046:  Niedobrze.
8047:  Jak odnoszę się do kwestii oddzielania autora oddziała?
8049:  Pyta Edyta.
8049:  Chodzi mi o to, że mówiąc o książkach autora problematycznego, haha, wspieramy go finansowo i promujemy, a jego krzywdzące wypowiedzi w internecie docierają do większej liczby osób.
8058:  Nie uważam, żeby to, że kupujemy książki sprawiały, że jego wypowiedzi docierają do większej liczby osób, ale jest to prawda i dlatego uważam, że jeżeli chcemy sami dla siebie...
8068:  Powziąć taki etyczny wybór, przepraszam, że nie będziemy czytać jakiegoś autora, to możemy.
8074:  Ja na przykład postanowiłem pewnego dnia, że nie będę czytał tych pisarzy, którzy są promowani przez środowisko polskiej krytyki literackiej, ponieważ uważam, że polskie środowisko krytyków literackich w większości przypadków jest przeżarte snobizmem i nie zamierzam go wspierać.
8087:  To był mój wybór etyczny, przez co się muszę zmagać z pytaniami, na przykład, co sądzisz o najnowszym laureacie na Grodynikę.
8095:  No tak już jest, prawda?
8096:  Więc jeżeli ktoś ma taką decyzję etyczną do podjęcia, uważam, że to jest w 100% uzasadnione.
8102:  Natomiast pamiętajmy, że czasem prowadzi to do niepotrzebnych eskalacji.
8107:  Na przykład uważam, że usunięcie H.P.
8109:  Lovecrafta z nagrody World Fantasy Award było pewnym błędem.
8114:  Ja osobiście, gdybym podejmował taką decyzję, powiedziałbym inaczej.
8118:  Od tego roku, co roku inny pisarz będzie patronował World Fantasy Award.
8124:  Z jednej strony bym wtedy pozbył się Lovecrafta, który jednak był rasistą i od tego nie uciekniemy, i to hardkorowym, ale z drugiej strony nie zrobimy tego, to znaczy będziemy mówili, że będziemy promować za każdym razem innego pisarza na statuetce, takiego, który się zasłużył dla rozwoju fantastyki, kto wie, może kiedyś wrócimy i do Lovecrafta.
8143:  W ten sposób delikatne, moim zdaniem, powinno się rozwiązywać te sprawy, bo i w przeciwnym wypadku osiągamy wyłącznie to, że fani Lovecrafta, którzy mają poglądy bardzo kontrowersyjne, będą mieli właśnie paliwo do tego, żeby te poglądy dalej głosić.
8157:  I będą mieli także dowód na to, że mają rację, mówiąc o tym, wiecie, spisku iluminatów, który dąży do tego, żeby zdławić mężczyzn, którzy mają poglądy prawicowe i są heteroseksualni.
8168:  Bo taki spisek, oczywiście, bez żadnej wątpliwości,
8174:  Jest.
8176:  Czy mam hype na Awatara od Netflixa i od Nickelodeon?
8180:  Lubię bardzo Awatara, legendę Anga, ale chyba, że mowa o wersji aktorskiej, o której nie wiem, ale zarówno Awatara, legendę Anga, jak i legendę Kory bardzo, bardzo lubię.
8192:  Grany będzie w przyszłym tygodniu.
8195:  Dziś live.
8196:  W którym dziele fantastyki znajdziemy najlepiej poprowadzony wątek miłosny?
8199:  W którym dziele fantastyki?
8202:  Bardzo trudne pytanie i mam na nie odpowiedź, tylko że to nie będzie odpowiedź, która kogokolwiek usatysfakcjonuje, bo to jest smutny i dramatyczny wątek miłosny, ale on jest w trylogii Rubieży Jeffrey'a Forda pod tytułem...
8220:  Dobrze skonstruowane miasto?
8221:  Coś takiego?
8221:  To jest chyba świat.
8222:  Świat się nazywa dobrze skonstruowane miasto, ale trylogia rubieży.
8225:  Tam.
8226:  Czy visual novel można zaliczyć do literatury?
8227:  Tak.
8228:  Nazywa się novel, a novel po angielsku to jest powieść, więc jak najbardziej, absolutnie.
8231:  Dziękuję Igorze za trybut.
8233:  Czy oglądam filmy Pokemon?
8235:  Kiedyś się oglądało, oczywiście.
8237:  Horizon Zero Dawn niestety nie grałem.
8241:  Jest plan, ale jak wyjdzie druga część, jak będę też mieć kartę graficzną, która sprawi, że będę mógł uciągnąć to na full detalach i jeszcze monitor 4K by się przydał.
8250:  Disco Elysium było grane do pewnego momentu, tak jak zawsze powtarzam, do momentu, w którym się wyłączyły voice-overy, więc muszę do tego wrócić.
8257:  Czy mógłbym ciut więcej niż zwykle pogrillować grafomaństwo Mickiewicza i innych z tego zbioru?
8264:  Przepiękny tryb mi się wtedy włącza, bo wiecie, ja byłem bardzo zrażony do tego osobnika i et consortes i przysiągłem sobie, że jak pójdę na studia na Wydział Polonistyki,
8275:  UJ, to wtedy nie przeczytam żadnego z tych rzeczy i udało się, mogę śmiało mieć taki order, że nie doczytałem do końca tych wszystkich dzieł i ukończyłem studia, jakoś się dało.
8287:  Nie jestem w stanie przez to przebrnąć, przepraszam, no to jest tak bardzo niezgodne z tym, co ja uważam na temat naszej rzeczywistości,
8294:  I jeszcze do tego wszystkiego kontrybuuje moim zdaniem ta literatura bardzo do naszego krajobrazu politycznego, który teraz mamy.
8301:  Bo powiedzcie mi, przepraszam najmocniej, czego my się dowiadujemy tak realnie z polskiego romantyzmu?
8306:  Polska!
8308:  Mesjaszem narodów!
8312:  Albo przedmurze chrześcijaństwa i tego typu rzeczy.
8315:  Jak to się ma do naszej polityki?
8318:  Zastanówmy się przez moment, jaki to może mieć związek jedno z drugim.
8325:  Że w Polsce nigdy nie będzie sensownej lewicy.
8328:  Nie wiem, nie mam pojęcia.
8329:  Być może dlatego, że wszyscy od szóstej klasy szkoły podstawowej w górę słyszymy, że jest tylko jeden naród polski, cała reszta i narracja polonocentryczna jest nam wbijana.
8339:  Studia międzyobszarowe, pyta Palitka, na czym dokładnie polegają.
8342:  Dobierasz sobie przedmioty, to jest strasznie dużo roboty, strasznie dużo chodzenia itd.,
8347:  Ale generalnie rzecz biorąc polega to na tym, że łączysz sobie przedmioty z różnych dziedzin.
8351:  Takim przykładem studiów międzyobszarowych jest Collegium Artes Liberales, czyli dosłownie sztuk wyzwolonych na Uniwersytecie Warszawskim, gdzie możesz sobie konstruować sama właśnie w ten sposób całe przedmioty.
8362:  Dziękuję za trybut od Bajo Jajo, naszej moderatorki.
8368:  Serwer płonie.
8369:  To straszne.
8371:  To straszne, ale cieszę się, że będzie, że wpadać na Discorda.
8374:  To dobrze.
8375:  To dobrze.
8376:  Wiadomo, tylko Słowacki.
8377:  Wiecie co?
8378:  Słowackiego faktycznie, jak przeczytałem te jego mikropowieści poetyckie, one były sensowne.
8386:  No o to mi się podobało.
8387:  Bo wierszy nie.
8388:  Ja poezji nie lubię generalnie rzecz biorąc.
8391:  Co sądzę o technikach softbuildingu?
8393:  Czy mógłbym polecić jakąś grę stosującą tego typu techniki?
8395:  Dishonored!
8397:  od Arkane Studios, to jest klasyka software buildingu, moim zdaniem, dla tych, którzy są niezorientowani, chodzi o takie subtelne światotwórstwo, powiedzielibyśmy po polsku.
8406:  Znaczy, nie konstruowanie świata odgórnie, tylko raczej oddolnie, przy okazji dialogów, dyskretnie, o, dyskretne światotwórstwo też byłoby ładne określenie.
8417:  Bóg, honor, ojczyzna, romantyzm w Polsce, romantyzm za granicą, miłość boli.
8422:  Dokładnie tak, dlatego zawsze wolił romantyzm zagraniczny.
8425:  Haha!
8427:  Przez całe liceum, pisze Jan, przeczytałem od początku do końca jedną lekturę, lalkę.
8432:  A to stąd ta rękawiczka.
8433:  Nie tylko przeżyłem Polski, ale napisałem jeszcze maturę na 70%.
8436:  No i widzicie.
8439:  No i widzicie, z polskiego romantyzmu dowiadujemy się, że car zły, a to swoją drogą.
8445:  Czy znam Miecz Prawdy Tyriego Gutkeinda?
8448:  Mam cały czas w planach przeczytanie go.
8450:  Jest parę takich serii wielkich jeszcze, które jest przede mną.
8453:  Tak samo jest z Kołem Czasu.
8458:  które planuję przeczytać zanim będzie serial, ale także planowałem zrobić tak z powtórzeniem fundacji, czego finalnie nie zrobiłem.
8467:  Polska winkerlitem narodu, tak zapomniałem to idiotyczne określenie.
8471:  Co sądzę o grach point and click?
8473:  Czasem lubię, przypominam sobie z takiej klasyki point and click The Longest Journey.
8477:  Och, jakie to było piękne, wspaniała rzecz.
8482:  Cykl Komornika?
8483:  Nie, nie jest mi znany.
8485:  Jaka gra, z którą miałem kontakt, ma najlepszy worldbuilding?
8492:  Bardzo, bardzo trudne pytanie i zwykle odpowiadam na to Star Citizen, ale Star Citizen nie jest grą, ale jest to interesujący projekt, bo zauważcie, że od kilkunastu lat wyciągane są niesamowite pieniądze od fanów na to, żeby budować świat, w zasadzie tylko i wyłącznie i konstruować go i rozbudowywać.
8510:  Więc od strony technicznej to jest może najlepszy worldbuilding, natomiast od strony lore musiałbym się nad tym bliżej zastanowić, ale wydaje mi się, że Skyrim jest dobrym kandydatem do tego, w momencie jak zagłębimy się w tę grę i np.
8522:  odkryjemy, że wszystkie ściany ze słowami mocy są pokryte nie przypadkowymi znakami Pisma Smoczego, tylko poematami napisanymi w tym języku i za każdym razem ten poemat, ten wiersz odnosi się metaforycznie do danego słowa mocy, które pozyskujemy,
8540:  Moi drodzy, wtedy widać właśnie, że to jest porządna robota światotwórcza.
8547:  Więc czasem to jest bardzo właśnie dyskretne, a czasem niesamowicie spektakularne, jak w World of Warcraft, ale nie ma dwóch najlepszych, takich samych i porównywalnych typów światotwórstwa, moim zdaniem.
8563:  Czy to prawda, ze studia zaoczne nie zwracają się uczelni?
8565:  Nie.
8566:  Nie, to nie jest prawda.
8570:  Podyplomowe również nie.
8571:  Czy lubię swoją pracę po tylu latach?
8573:  Z każdym rokiem coraz bardziej ją kocham.
8577:  Jak się zaczyna rok akademicki, to zawsze mój poziom hormonów szczęścia idzie absolutnie w górę.
8584:  Ta muzyka w tle podobna do którejś z Nowigradu.
8585:  To jest The Spirit of Fire, więc musi dobrze brzmieć.
8589:  Dla mnie był osobiście najgorszy Norwid z całego polskiego romantyzmu.
8592:  O, nie dziwię się.
8593:  Absolutnie się nie dziwię.
8595:  W Dishonored 2, w rozdziale chyba szóstym, trzecim był bardzo fajny styl jego przeprowadzenia.
8599:  To znaczy, raczej podarowane zostało chronometr czy coś takiego, żeby poruszać się w przestrzeni budynku, gdzie trzeba było się przemieszczać w czasie.
8604:  Tak, mielibyśmy efektywnie dwa level designy, dwa poziomy zaprojektowane, które tworzyły jeden świat w dwóch przestrzeniach czasowych.
8613:  Coś podobnego zrobiło Vimillium.
8616:  Bluebeard Team w grze The Medium.
8619:  Uwielbiam ten poziom w Dishonored 2, jest znakomity.
8623:  Souls'y nie były jeszcze ogrywane, ale kiedyś będą.
8626:  Red Dead Redemption 2 jest w planach do ogrywania na streamach po Wiedźminie.
8632:  Penguin, Polartariat Penguin pisze, zawsze mam problem z tym pierwszym, dzięki twojej radzie ubiegam się o tutoring i dostałem się, super, bardzo się cieszę, tutoring to jest rzecz, którą też bardzo wam polecam, będziemy mówić więcej o tutoringu w rozmowie Marcela, ja i Filip bez schematu, więc teraz mogę wam tylko szybko powiedzieć, że tutoring polega na rodzaju kontraktu między uczniem a nauczycielem, uczeń się zobowiązuje, nauczyciel sobie zobowiązuje i realizuje wspólnie jakiś projekt, nie musi to być projekt naukowy, bo są też tutoringi rozwojowe,
8660:  Czy grałem w The Wolf Among Us, mój przyjaciel z Niemiec mi nieustannie, który pracuje w THQ Nordic, nieustannie poleca The Wolf Among Us i mam w planach, bardzo mam w planach jak wszystko.
8673:  Czy znam książkę All Tomorrow?
8675:  Nie.
8676:  A czyja jest i dlaczego polecasz?
8678:  Bond był oglądany, Krzysztof, on i of.
8681:  Tak, był, był, ale mam na ten temat bardzo złe zdanie.
8684:  To znaczy inaczej, jeżeli... Jeszcze dopowiem o Bondzie.
8687:  Jeżeli byśmy oceniali najnowszego Bonda jako film, jako dzieło kinematograficzne, super.
8693:  Jeżeli oceniamy to jako część franczyzy o Agencie 007, Jamesie Bondzie, nie Jessice Bond, nie Jessamine Bond, tylko Jamesie Bondzie, to...
8704:  I to powiedział swoją drogą Daniel Craig w którymś momencie, stwórzmy nową postać, jeżeli chcemy opowiedzieć nową historię, która będzie bardziej dostosowana do dzisiejszych czasów, które patrzą koso i słusznie na szowinistyczną, maczystowską kulturę samochodów, zegargów i klepania w tyłek.
8721:  to stwórzmy po prostu nową postać od zera, okej?
8723:  I super, będę oglądał.
8725:  Naprawdę, przysięgam, kupię cztery razy bilety na taki film.
8728:  Ale nie chcę oglądać Agenta 007, który przestaje być Agentem 007 i zaraz wam wytłumaczę dlaczego.
8733:  Dlatego, że jak mamy postać fikcyjną, to zwykle wygląd tej postaci, to jest jej przyzwyczajenie, charakterologia, nie wiem, światopogląd, to jest moja jedyna kotwica poznawcza w tym fikcyjnym świecie.
8745:  Jak zmienicie mi tę kotwicę poznawczą, to ja nie mam się jak tam zakorzenić.
8749:  Potrzebuje nowy świat.
8750:  Są takie światy, krótko mówiąc, fachowo się to nazywa character-centered i world-centered.
8755:  Światy, które są fikcyjne, skoncentrowane na kreacji świata, typu Avatar, Camerona albo Władca Pierścieni Tolkiena.
8762:  Władca Pierścieni nie jest skoncentrowany na tworzeniu unikatowych postaci, bynajmniej.
8767:  I są takie narracje, które się nie obędą bez świata, bez postaci.
8770:  Wyobraźcie sobie, czy są postaciocentryczne.
8773:  Wyobraźcie sobie, że z Marvela wyjmujecie postaci, wokół których są...
8778:  orbitują całe filmy.
8779:  Znaczy, nie ma świata Ironmana bez Ironmana.
8782:  Nie ma Gotham bez Batmana i Jokera.
8785:  Więc tak samo nie ma świata Jamesa Bonda bez Jamesa Bonda.
8789:  Trzeba zwożyć inny świat.
8792:  Wielu uznaje Skyrim za mierną grę, bo bugi i nieciekawa fabuła, a tymczasem właśnie w Skyrimie chodzi o świat i jego eksplorację.
8799:  Bo fabuła w Skyrimie, no dajcie spokój, jest tak przyczynkarska, jak się tylko da.
8803:  Musimy pokonać Alduina, pożeracza światów.
8805:  Ojej!
8807:  Czy czytałem Marka Fischera i co sądzę jego spostrzeżenia o kulturze i polityce?
8811:  Mogłem się zetknąć z nimi, ale nie na tyle świeżo, żeby móc się wypowiedzieć na ten temat.
8818:  Pokażę kiedyś Kasprze półki z książkami, pokażę.
8821:  Jak będziesz to pokazywać, bo na razie to, co mam tutaj, to jest skromny ułomek mojej biblioteki.
8825:  Ile procentowo czytam książek po angielsku, ile po polsku?
8829:  Myślę, że 50-50.
8830:  Ulubiona gra strategiczna poza Warhammerem Total War 2?
8834:  Pretorians.
8836:  Potem twierdza, potem zawsze muszę się zastanowić, ponieważ to nie jest Total Commander, tylko Supreme Commander i oczywiście nieśmiertelna trylogia Tiberium z czasów świetności dawnej EA, to znaczy Tiberium Wars i Kane's Wrath, znakomity dodatek zresztą.
8855:  Czwarta część, nie do grania od Command & Conquer, absolutnie.
8859:  Czy oglądałem Squid Game?
8860:  Tak, nawet robiłem recenzję na ten temat i co więcej, przed całym hype'em pochwalił się Krzysztof.
8868:  Moja nauczycielka potępia audiobooki z całego serca, twierdząc, że to jest wypaczenie literatury.
8872:  W takim razie ona jest wypaczeniem istoty pedagogiki, nauczania, bo nauczanie nie polega na wartościowaniu, nauka nie polega na wartościowaniu.
8880:  Wartościowanie to jest domena krytyki literackiej albo takiej krytyki, którą ja uprawiam, dlatego zawsze zaznaczam, że to nie są sądy naukowe to, co ja tutaj robię.
8888:  Audiobook jest po prostu, znów fachowo mówiąc, to jest remediacja, czyli przeniesienie treści komunikatu z jednego medium do drugiego.
8896:  Coś podobnego jak adaptacja, tylko że nie adaptuje się treści na język innego medium, tylko zmienia się strukturę komunikatu, czy przekazu.
8904:  W tym przypadku zmieniamy przekaźnik, to znaczy tym przekaźnikiem jest dźwięk.
8908:  Tyle.
