🔴 Na początku było Słowo, a na końcu Frazes | LIVE #5
🔗 https://www.youtube.com/watch?v=-gwsCcfNMCs

3:  Witajcie serdecznie.
7825:  Bardzo zniuansowaną, zróżnicowaną, ale kontaktującą się ze sobą nawzajem, czyli nie postrzegającą siebie w pierwszej kolejności jako wrogów.
7833:  Inaczej niż społeczność hobbitów, która widzi orków i widzi potwory, widzi ludzi i widzi obcych, widzi elfy i widzi coś magicznego, prawda?
7842:  Tam nie ma takiej koegzystencji, nie ma takiego tygla kulturowego, który jest w urban fantasy, urban fantasy.
7850:  Magic the Gathering znany i w formie cyfrowej, w formie karcianej, ale not my cup of tea niestety.
7857:  Poszukuję pozycji do pracy licencjackiej na temat młodopolskiego modernistycznego podziału na literaturę wysoką i niską.
7862:  Czy znam coś godnego polecenia?
7864:  Pisze na ten temat np.
7866:  Antoine Compagnon.
7868:  Compagnon się go pisze w Demonie Teorii.
7877:  Jeżeli miałbym określić swoje największe wady, ciekawe pytanie od Klapautiusza, to jakie by one były?
7883:  U mnie na przykład naiwność, brak jakiejkolwiek zdradności, nic nie potrafię planować.
7889:  Ja chyba zdecydowanie bym wymienił przerost ambicji, bo to mnie zjadało przez całe życie, ale mam wrażenie, że jest trochę za mną.
7901:  No chyba tak, chyba przerost ambicji najbardziej.
7906:  Zawahałem się, bo czasem też bym się podpiął pod tę naiwność.
7911:  Ja raczej o tym myślę nie jako o naiwności, tylko pewnym idealistycznym czy utopijnym podejściu do rzeczywistości.
7918:  Ono bardzo pomaga czasem, a czasem potrafi bardzo rozczarować i do ludzi, i do zjawisk.
7923:  I z tym rozczarowaniem bardzo trudno sobie później poradzić i wymaga to terapii, wymaga to rozmów, wymaga to przepracowywania tego.
7932:  Więc nie wiem, czy to są wady.
7934:  Ja zawsze lubię myśleć o wadach, zaletach charakteru i raczej o rzeczach, które możemy naprawić i rzeczach, na które już nie mamy wpływu.
7944:  W ten sposób.
7946:  Kto jest moim ulubionym twórcą muzycznym?
7949:  Nils Fram.
7952:  Nils Fram i utwór Ses, którego niestety nie mogę wam puścić, chociażbym bardzo, bardzo chciał.
7961:  Czy podoba mi się kierunek?
7962:  Pyta Szymon, który obrał Ubisoft przy ostatnich Assassin's Creedach.
7965:  Tak, podoba mi się.
7965:  Uważam, że to jest wzorcowy przykład tego, w jaki sposób można zrobić restart serii bez robienia restartu światotwórczego.
7972:  Jest to dobre.
7973:  Co zrobić z wykładowcą?
7974:  Pyta Ice Cream, którego podczas częstych nieobecności z jego winy zamiast wykładu robi fora obowiązkowe.
7979:  Nie wiem, co to są fora obowiązkowe, a później nie odpisuje nam z poprawnymi odpowiedziami na te pytania.
7983:  Zgłosić do dziekana do spraw nauki, do spraw studenckich, udokumentować to wszystko.
7987:  Zawsze.
7988:  Jakie mam zdania na temat cyklu inkwizytorskiego Piekary?
7991:  Bardzo cenię światotwórczo, kompletnie nie cenię fabularnie.
7997:  Co sądzę o systemie diabelskich owoców w One Piece lub alchemii w Fullmetal Alchemist?
8001:  Zdecydowanie mi się bardziej podoba alchemia w Fullmetal Alchemist, ale być może dlatego, że wciąż nie widziałem tasiemcowego One Piece.
8007:  Co sądzę o pytaniach rekrutacyjnych typu, gdzie widzisz się za 5 lat?
8010:  O mój Boże, Mike One, to zadałeś albo zadałaś pytanie.
8018:  Nie znoszę takich pytań.
8020:  Zwykle odpowiadałem na nie, ale nie piszcie ze mnie przykładu, bo ja trollowałem rozmowy rekrutacyjne.
8025:  Odpowiadałem na nie w ten sposób, widzę się jako twój przełożony.
8029:  No nie, bo to jest idiotyczne pytanie, tak?
8031:  A jeżeli to pytanie dotyczy umiejętności, to nie mam zielonego pojęcia, jakie będę mieć umiejętności.
8036:  Czy ja pięć lat temu przewidziałbym, że będę z wami rozmawiał na live?
8040:  Nie, nie przewidziałbym tego, a wierzcie mi, ja jestem akurat typem człowieka, który bardzo dużo w swojej karierze przewidział.
8045:  Tego nie przewidziałem, z czego wniosek, że absolutnie nigdy i pod żadnym pozorem nie da się tego zrobić.
8051:  Dlaczego państwo płaci uniwersytetem za studentów?
8053:  Ja nie mogę mieć jednego darmowego podejścia na rok.
8056:  Ta odpłatność, jeżeli chodzi o dotację per capita dla studentów, została zlikwidowana w ostatniej ustawie, więc trochę to nie jest już adekwatne, ale na pewno jest problematyczne to, że studentów obciąża się płatnościami za podchodzenie jeszcze raz do danego przedmiotu.
8072:  Uważam, że generuje to bardzo dużo problemów etycznych.
8078:  Czy memy Tygodnika nie zaliczają się do Urban Fantasy?
8081:  Tak, do Urban Fantasy, nie do Urban Fantasy.
8085:  Zdecydowanie.
8086:  Swoją drogą, Tygodnik nie ma najlepszej fanpage w polskim internecie.
8089:  To jest jeden z nicznych powodów, dla których chcę zostać na Facebooku.
8092:  Czy słyszałem i co sądzę o konflikcie Lema i Filipa Diga?
8095:  No nie dało się nie słyszeć, będąc mną i zajmując się tak fantastyką w tym sensie.
8100:  Natomiast mam wrażenie, że ten...
8103:  Wiedza Amerykanów na temat fantastyki w Polsce od tamtego czasu nieznacznie tylko wzrosła.
8108:  Smutne to, bo pokazuje naszą winę, było by nie było.
8112:  Wtedy nie mieliśmy na to za bardzo wpływu z uwagi na żelazną kurtynę, ale to, że dzisiaj jak mało mówi się o polskiej fantastyce na zachodzie, to już jest nasza wina w pewnym sensie.
8124:  Cassandra Clare, reprezentatywny przykład urban fantasy od Lorda Kelvina.
8128:  Absolutnie.
8129:  Czy polecam studia historyczne na UJ od Jałowca?
8132:  Nie studiowałem historii na UJ, ale ci, którzy studiowali, mają mieszane opinie.
8137:  Jedni mówią, że jest bardzo dobrze, drudzy mówią, że jest bardzo źle.
8139:  Musisz się rozpytać o najnowszych roczników zawsze w takich kwestiach.
8144:  Co z tym do digital art?
8146:  Spotykam się z ludźmi, którzy uważają, że rysunek wykonany w programie nie jest sztuką.
8157:  Zawsze się zastanawiamy nad motywacjami takiego tekstu i polecam zastanowienie się nad tym w wolnej chwili.
8164:  Co zyskuje realnie człowiek, który powie Wam, że coś nie jest sztuką?
8170:  Głaszcze sobie ego?
8172:  Dostaje za to pieniądze?
8175:  Nie wiem, lepiej mu się śpi?
8177:  Jaki jest realny powód tego?
8179:  Nie ma powodu dyskredytowania digital artu, jest to absurdalne.
8184:  Wydawałoby się, ale tak naprawdę oczywiście, że powód jest i ten powód jest zewnętrzny, jest instytucjonalny.
8189:  Co macie w muzeach?
8190:  Czy w muzeach macie wystawy digital artu?
8192:  Czy macie w muzeach wystawy concept artu?
8194:  Nie, w muzeach macie wystawy tradycyjnej sztuki, nawet sztuka, która się mieni awangardową.
8200:  To znaczy, że mamy, tak jak było kiedyś w Muzeum Narodowym, to była wystawa o wojnie i to była chyba rzeźba otyłej kobiety owiniętej drutem kolczastym.
8212:  No więc to jest sztuka najwyraźniej.
8215:  I ja nie uważam, że sztuka jest od tego, żeby poruszać i wywoływać kontrowersje.
8220:  Ja uważam, że sztuka jest od tego, żeby dawać nam wyktnienie, odpoczynek, zapewniać refleksję nad rzeczywistością, ale bez rezygnacji z różnych jakości artystycznych, które się podobają ludziom.
8232:  Awangarda musi pozostawać awangardą, iść naprzedzie, zgodnie z etymologią tego terminu.
8237:  Ale dzisiaj awangarda w muzeach to jest 80% tego, co widzicie w muzeach, a cała reszta to jest klasyka.
8243:  Nie ma tego elementu pośredniego, czyli nie ma jak zawsze kultury popularnej.
8249:  Są oczywiście wystawy incydentalne i zaraz wiem, że ktoś na czatach powie mi, że w Białej Podlaskiej w marcu 7 lat temu była jedna wystawa, na której był Tolkien.
8257:  I wiem, zdaję sobie z tego sprawę.
8259:  Ale równocześnie w Oxfordzie w Bodleian Library byłem na wystawie From Middle Ages to Middle Earth.
8265:  To była wystawa stała, była kilkuletnia i była tam i o fantastyce, i o wiekach średnich.
8270:  Da się?
8271:  Da się!
8272:  W Oksfordzie, który zjada na śniadanie większość prestiżowych polskich instytucji kulturalnych i wszystkie polskie uniwersytety.
8280:  Więc niestety klasizm wikła nas w pułapkę pewną.
8284:  I niedocenianie digital artu jest dużym problemem.
8287:  Ja osobiście mam w ogóle konto na Instagramie po to, żeby śledzić digital art z zakresu fantastyki.
8294:  I przysięgam, gdyby była wystawa tego rodzaju prac w muzeum i byłaby ona cyklicznie, gdyby wystawy fantastyki w muzeach były proporcjonalnie do udziału filmów superbohaterskich w kinach,
8308:  byłbym tak samo częstym gościem muzeów, jak jestem gościem kin.
8312:  Ale tak nie jest i dlatego do muzeów nie chodzę.
8315:  Z premedytacją.
8317:  Bojkotuję wszystkie wystawy, póki wreszcie to się nie zmieni.
8321:  Robię to świadomie i celowo.
8323:  Więc tak, to jest główny powód, dla którego tak się mówi o digital arcie.
8327:  Czysto instytucjonalny.
8329:  I teraz przez to, że się nagadałem, będę musiał nadrabiać pytania.
8334:  Mój ty Boże...
8337:  Piękna segregacja sztuki na właściwą i urujoną, prawda?
8341:  Nie narzędzie czyni sztuka, a myśl za nią stojąca.
8344:  Jak mi się podoba.
8345:  Bardzo ładne.
8348:  Taniec.
8349:  Taniec to nie jest my cup of tea.
8351:  Magowie tańcząc potykają się o swoją szatę.
8356:  Poważne pytanie miało być dziś, zapowiada Marek Krauzel, ja już drżę, a więc jeżeli chleb z nutellą, z dżemem, to czy masło jeszcze do tego?
8365:  Nigdy nie daje się masła do nutelli, nie należy tak.
8369:  Co to tam podświetlone obok świeczuszki?
8371:  A podświetlona jest roślina, nigdy nie pamiętam jak ona się nazywa, to jest roślina powietrzna, to znaczy nie wymaga...
8378:  ziemi, ale wymaga niestety podlewania.
8381:  I mimo, że te rośliny są z pustyni, dosłownie, to znaczy na pustyniach rosną, to ja i tak zdołałem je zasuszyć, ponieważ nie umiem podlewać roślin.
8390:  Więc tak, to jest słój, w którym jest taka roślina.
8397:  Co uważam o tak zwanych książkach na licencji, na bazie gier?
8400:  Diablo Wojna Grze...
8404:  To są książki na licencji i to, że mówisz książka na licencji, już dużo o nich mówi.
8409:  Chciałbym takie książki, o których nie trzeba mówić, że są na licencji, a są dobre.
8413:  I sobie uświadamiamy, o rany, to było na podstawie gry, super, może zagram w tę grę.
8418:  Są ludzie, którzy powiedzmy piszą tego rodzaju rzeczy, które by się tak kwalifikowały jako coś takiego, ale na przykład Sarah J. Maas robi właśnie tak manufakturowo te książki na licencjach gier.
8431:  Można czytać, spoko się to czyta, jeżeli się jest fanem uniwersum i traktuje się to czysto instrumentalnie, to znaczy chce się dowiedzieć więcej nad Mad Lore.
8439:  Ale czytanie tego dla na przykład porywającej fabuły i oczekiwanie tego, że nam ją sprzedadzą, to jest myślę ślepa uliczka.
8451:  Co zrobić?
8453:  Pyta JCBVV.
8456:  Gdy szło się do liceum i teraz na studia na kierunki jak najbardziej ogólne z myślą, jeszcze się wymyśli praca, a tu kończy licencja dzisiaj i dalej nic.
8463:  Tylko pomysły niepowiązane z pracą.
8466:  Miałem tak do pierwszego roku studiów magisterskich.
8469:  Nie wiem, czy to jest uspokajające, czy nie.
8471:  Ale nie ma nic złego w przedłużaniu sobie doświadczenia edukacyjnego do czasu, kiedy się znajdzie właściwe sobie miejsce.
8478:  Fajnie jest jednak w trakcie tego doświadczenia edukacyjnego złapać się gdzieś na stażyk, bo to też otwiera horyzonty.
8486:  Nie ma nic złego w byciu ogólnie uzdolnionym czy nie profilowaniu siebie wczesnego.
8494:  Ja przez całe swoje życie praktycznie w ten sposób postępowałem, ale równocześnie konsekwentnie rozwijałem swoje zainteresowania.
8501:  I gdzie finalnie jestem?
8503:  W miejscu, w którym dalej rozwijam swoje zainteresowania i rozmawiam z nimi o studentach i rozmawiam z nimi o nich z wami, prawda?
8512:  To ma sens w moim przypadku, czyli postawienie na zainteresowania i na kształtowanie ich albo postawienie na samorozwój niezależnie od edukacji uważam za rozsądne w tym wymiarze, że daje Ci jeszcze kolejny element do tego równania i może właśnie on przesądzi o tym, że zostanie w Twoim życiu na stałe.
8533:  Tak, tak, pamiętam, że Filip Dick twierdził, że Lem to spisek komunistów, ale on tak twierdził dlatego, że Lem był bardzo utalentowany, jeżeli chodzi o tworzenie w różnych stylach.
8544:  Poza tym Filip Dick miał obsesję na punkcie komunizmu, jak wielu Amerykanów tamtego okresu i nic dziwnego, że tego rodzaju narrację sprzedawał.
8555:  Ale pamiętajmy, że Filip Dick przez większość czasu swojego życia był naszprycowany ciężkimi prochami.
8562:  żeby pisać tak dużo, jak pisał, więc to też trzeba brać ze szczyptą soli, jak mawiają Anglosasi.
8572:  Czy istnieją dzieła kultury, pyta Sramowento, w których demony albo nieumarni mają wysoko rozwiniętą cywilizację, ale nie są jakimiś stworzeniami chaosu?
8582:  Wydaje mi się, że Filip Pullman w jednym ze światów, które odwiedzają bohaterowie His Dark Materials, czyli
8591:  Nie mam pojęcia, jak to zostało finalnie przetłumaczone.
8593:  Mroczne Materie, tak.
8595:  Myślę, że tam to było.
8596:  Myślę, że też w jednym ze światów, który jest przedstawiony u Louisa w późnych kronikach Narnii, ale generalnie to nie jest częsty motyw.
8605:  Chyba w największym stopniu jest to eksploatowane w serii Dark Souls, którą teraz odkrywam i
8610:  brzmię mędrkowato, a gram w Solsy może od kilkunastu godzin, natomiast naoglądałem się już dostatecznie dużo lore videos, żeby myśleć sobie o tym, że w sumie, jeżeli byśmy spojrzeli na ten świat, który jest tam teraz, po upadku bogów, to tak, w zasadzie jest to jakaś cywilizacja.
8631:  Jak myślę, dlaczego?
8632:  Pyta Weronika Sonday.
8633:  Na przykład maturzyści obawiają się tego, że nie dostaną się w tym roku na studia, co szkodzi poduczyć się rok i przystąpić jeszcze raz.
8640:  Skąd może wynikać obawa?
8642:  Z tego samego, z czego lęk przed prokrastynacją, gap year.
8645:  Ludzie się boją bardzo, że przerwa w edukacji sprawi, że
8649:  Już się nie dostaną, nie nadrobią tego wszystkiego, bo zauważcie, że cała edukacja jest skoncentrowana na tym, żeby nam powiedzieć, że jeżeli się nie będziesz uczyć systematycznie każdego dnia i za każdym razem, to wtedy niechybnie będziesz mieć spaprane całe życie.
8665:  Nie.
8665:  Można mieć gapie, to nie jest żaden problem.
8667:  Ja miałem po studiach doktoranckich i przed pracą.
8671:  Żyję.
8676:  Pytanie odnoszące się do fanowskiego uniwersum od Joanny Kubis.
8679:  Co według mnie smog ceni bardziej, swoje skarby czy swoje stado, rodzinę?
8686:  Skarby, bo dzięki nim może wyżywić rodzinę.
8688:  Wydaje mi się, że ten smog tolkienowski zdecydowanie będzie szedł w kierunku skarbów, natomiast jeżeli pójdziemy w alternatywne genezy smoczego istnienia, to raczej w tym drugim kierunku będziemy zmierzać, czyli ochrony potomstwa.
8702:  No na przykład, jeżeli smok jest ostatnim przedstawicielem swojego gatunku, czyli myślę tutaj na przykład o tej sytuacji, która była w Eragonie i wierzę, że to jajo to jest jedyne, co może ochronić, to jest też kazus smoków w grze o tron, no to wtedy automatycznie skarby nie będą istotne.
8719:  Czy to nie jest tak, że większość osób się uczy niesystematycznie?
8721:  Ja się całe życie uczy niesystematycznie.
8724:  Czytam teksty naukowe niesystematycznie, wszystko robię niesystematycznie.
8730:  Najlepsze smoki według mnie Ursula Le Guin była dobra w opisywaniu smoków.
8736:  Bardzo lubiłem smoki Ursul i Le Guin, ale u Martina są bardziej takimi pierwotnymi gadami i podoba mi się to, jak zostały opisane, a z trzeciej strony jeszcze podoba mi się pomysł mimo wszystko Krzysztofa Pauliniego, czy Krzysztofela Pauliniego na utworzenie tej więzi między smokiem a smoczym jeźdźcem.
8756:  To było dobre.
8759:  Pytam tak może niegrzecznie.
8760:  Nie ma niegrzecznych pytań, Szymonie.
8761:  Czy nie uważam, że AGH, przedmioty humanistyczne i kierunki są takie oddzielone lub wyśmiewane?
8766:  No tak, oczywiście, ale to z bardzo prostego powodu.
8769:  Myślicie, że ja nie wyśmiewam humanistyki?
8771:  Tubalnie i donośnie śmieję się i szydzę z humanistyki, która jest trwożliwie zamknięta w XIX wieku i wszyscy przedstawiciele nauk ścisłych mają 100% racji, że tak robią.
8782:  Problem polega na tym, że obrywa się w ten sposób humanistom, którzy na przykład chcą robić humanistykę cyfrową i te dziedziny humanistyki, które są właśnie przedmiotem naszych zainteresowań.
8793:  O czym my innym rozmawiamy przez większość naszego czasu?
8796:  O czym rozmawiamy na streamach z gier?
8798:  W jakie gry wideo gramy?
8800:  Jest przestrzeń na taką rozmowę.
8802:  Wątki na reddicie dotyczące Wiedźmina są o wiele bardziej popularne niż inne wątki dotyczące nawet gwałtownych i gorących politycznych tematów.
8811:  Potrzebujemy przestrzeni na dyskusję, a humanistyka specjalizuje się w dostarczaniu nam narzędzi do pogłębiania naszej refleksji na temat rzeczywistości i sztuki.
8821:  Więc jeżeli humanistyka będzie to robić dobrze...
8825:  to wtedy absolutnie wymaga to tego, żeby była obecna nawet na uczelni technicznej.
8832:  Jeżeli robi to wszelako źle, to ja będę pierwszą osobą, która się podpisze pod tym, żeby taki przedmiot wyrzucić, żeby takiego humanistę ustawić do pionu.
8841:  I zresztą robię to w swoim działalności zawodowej, narażając się mnóstwo ludzi niejednokrotnie i tłumacząc, że przepraszam, no ja uważam, że na przykład historyków sztuki zajmujących się okresem, no nie wiem...
8853:  wczesnego renesansu w Polsce, no może potrzebujemy pięciu.
8858:  Może, bo nie wiem, czy nie trzech.
8861:  A mamy trzy tysiące, załóżmy, nie?
8865:  No i to są te problemy i one są bardzo niemiłe do przełknięcia dla wielu osób, ponieważ utworzyła się taka kultura celebry tego, co dawne i zamknięcia humanistyki na to wszystko, co się dzieje tu i teraz.
8877:  Ja czasem wpadam w taką panikę, a to może jest moja zła cecha, o której mógłbym powiedzieć, jestem panikarzem, wpadam w panikę, że ja nie będę w stanie za całego swojego życia nadrobić tych wszystkich rzeczy,
8888:  które się przydarzyły złego, złe w obrębie właśnie humanistyki.
8892:  To znaczy nie nadrobimy już tego, że od 50 lat nie mamy badań nad anime, grami wideo są badania może od 20 lat, najwyżej w Polsce od 10-15 prowadzone.
8902:  Nie mamy żadnych badań nad seriali.
8904:  Ludzie, którzy chcą pisać u mnie prace dyplomowe nad anime i mają taką możliwość, bo im ją stwarzam, nie mają źródeł żadnych.
8910:  Nigdy nie było badań na ten temat.
8912:  I to nie jest tak, że Krzysztof przesadza.
8915:  Nie, nigdy nie było badań na ten temat.
8917:  Są dwie książki na Krzysz, z czego żadnej nie mogę polecić, bo one są o zjawiskach ogólnych.
8921:  I to jest problem prawdziwy, nie?
8923:  Więc tak, ja się podpisuję pod zdaniem wielu przedstawicieli nauk technicznych.
8928:  Macie rację, z humanistyką jest bardzo źle, z trzema czwartymi humanistyki jest bardzo źle, ale to nie znaczy, że trzeba potępić w czambu.
8937:  Shaman King był oglądany bardzo, bardzo, bardzo dawno temu.
8942:  Bardzo dawno temu.
8945:  Jakie wrażenia po obejrzeniu Lowilius, Dark Souls, Vatividia?
8950:  Coś wspaniałego.
8950:  Słuchajcie, jak jesteście zainteresowani uniwersum Dark Souls, obejrzyjcie te materiały, są niesamowite.
8957:  Jeszcze narracja tego człowieka, mówiącego głębokim głosem, och, o tym uniwersum, wspaniałe, cudowne.
8963:  Czy czytałem baśni Phoebe Pullmana?
8964:  Nie, ale Behemocie nie obrażę się o linczek na Discordzie, żebym nie zapomniał.
8975:  Czy ja jeżeli miałbym wyemigrować do jakiegoś kraju, to do jakiego?
8977:  Jak najdalej.
8978:  To jest mój jedyny priorytet, czyli pewnie okolice Nowej Zelandii.
8986:  Patrzę dalej.
8987:  Z tym gapiem jest taki problem, że rodzice naciskają, żeby iść na studia od razu, ale to rodzice zawsze będą naciskać i pamiętajcie, że to dlatego, że zawsze będą wybierać rzecz, która jest najbezpieczniejsza.
8998:  Wszyscy jednak mówią, wszyscy, którzy...
9002:  podjęli takie ryzyko i osiągnęli sukces, że trzeba zaryzykować.
9006:  Ja wam mówię co innego.
9008:  Trzeba być sprytnym i chytrym.
9010:  To znaczy mieć plan B, ale równocześnie realizować plan A. Więc jeżeli robimy ten gapier, to nie... Spoko, nie ma studiów!
9021:  Posiedzę, nie!
9023:  Oczywiście odpoczywajcie, pewnie, będzie od czego, po tylu latach szkoły, ale idźcie sobie na jakiś kurs, zróbcie coś, na co nigdy nie było czasu w szkole, rozwińcie się w jakiś sposób i pokażcie rodzicom, że to robicie, nie?
9036:  Zaręczam, że rodzic, który rzeczywiście się przejmuje i tak dalej, jak zobaczy pierwszy pieniądz, który spływa na przykład z takiej działalności, to natychmiast się wycofa, bo niestety takie jest przekonanie, że idziemy na studia po to, żeby zarabiać więcej pieniędzy.
9049:  Tak jak mówię, system kapitalistyczny i edukacyjny są ze sobą nierozerwalnie związane i wywołują dużo różnych problemów.
9060:  Czy cenię sobie drobek naukowy profesora Ryszardynicza?
9066:  Powiem tak.
9069:  Cenię sobie bardzo sytuację kiedyś, miałem taką, jak do profesora poszedłem, chciałem u niego pisać doktorat.
9076:  On posłuchał tego, co chciałem powiedzieć, po czym powiedział mi, ja tego nie będę w stanie poprowadzić.
9083:  I z perspektywy czasu się z nim zgodziłem.
9088:  Czy miałem okazję zapoznać się ze światem Battletecha?
9090:  Chciałem, Łukaszu, bardzo.
9094:  Czy widziałem, czytałem Boku no Hero Akademia?
9098:  Polecane mi było wiele razy, ale chyba widziałem, a nie czytałem.
9103:  Tak mi się wydaje w każdym razie.
9104:  Czy warto się uczyć pewnych obszarów nauki codziennie, czy prawie codziennie, a innych rzeczy jeden, dwa razy na tydzień?
9111:  Ja mam inny tryb funkcjonowania, to znaczy ja się zabieram za to, co mnie aktualnie interesuje, nie umiałbym sobie tego tak rozplanować, ale jeżeli Ci to pomoże, to możesz tak robić.
9120:  Wszelako, podkreślam raz jeszcze, że ten moment, kiedy czujesz, że chcesz się czymś zająć, ja nie uwierzę, że tak nie masz, jeżeli myślisz w ogóle o nauce w tym trybie.
9131:  To jest coś, co należy pielęgnować i właśnie wtedy chwytać okazję i w coś się zagłębić.
9137:  Pamiętacie ten moment na pewno, jak czytacie Wikię fanowską albo oglądacie film na YouTubie i macie ten tryb, jeszcze jeden, jeszcze jeden film, jeszcze jeden artykuł.
9146:  To jest dokładnie takie samo zjawisko, jakie można mieć przy uczeniu się.
9150:  Ja to parę razy w życiu miałem.
9152:  Dziękuję serdecznie za trybut.
9154:  Belkach.
9155:  Co myślę o grach typu Visual Novel, Wesołych Świąt, Wesołych Również.
9161:  Nie gram w nie, ale mój serdeczny przyjaciel uwielbia Visual Novelki.
9164:  Namawiam go intensywnie, żeby wreszcie zaczął robić materiały jakieś na ten temat.
9168:  Pokazywał mi wiele razy i ma to swój urok.
9171:  Chociaż nie są to rzeczy, w które ja bym osobiście grał, bo są za bardzo wbrew pozorom fabularne jak dla mnie.
9178:  Hefestion, demyt, właśnie mandarynka mnie opryskała.
9182:  Mówiłem, ostrzegałem, niebezpieczny typ pożywienia to jest.
9187:  Niebezpieczny.
9189:  Temat pracy doktorskiej... Z tematem pracy doktorskiej wiąże się pewna anegdotka zabawna.
9197:  To znaczy, jak miałem gotowy konspekt, to się okazało, że pewna osoba, przypadkowo na tym seminarium doktoranckim, co ja, napisała konspekt pracy doktorskiej bardzo inspirowany tym, o czym mówiłem przez wcześniejsze pół roku na seminarium i dostałem taką informację w dniu, w którym trzeba było oddawać konspekty.
9216:  Więc uśmiechnąłem się serdecznie, powiedziałem, dobrze, wrócę za dwie godziny.
9220:  Poszedłem do kawiarni na Gołębiej, nawet pamiętam, że to była nie botanika, tylko prowincja.
9226:  Zamówiłem sobie gorącą czekoladę, zamówiłem sobie lemoniadę cytrynową i zamówiłem sobie wódkę, po czym napisałem w dwie godziny konspekt doktoratu pod tytułem HABITATY FIKCJI NERWOTOLOGIA TRANSMEDIALNA W BADANIACH NAD ŚWIATOTWÓRSTWEM.
9244:  Wcześniej miało to dotyczyć fantastyki, światotworzenia, wiecie, takie dla ludzi fajne.
9249:  Po czym dałem ten konspekt i powiedziałem, domyślam się, że o splagiatowanie tego już będzie trochę ciężej.
9256:  Była satysfakcja.
9257:  Taki był temat doktoratu.
9259:  No i potem redaktor biedny, właśnie dlatego mówię, że redaktor zawsze współautorem miał kupę roboty nad tym, żeby doprowadzić ten tekst do czytalnej formy, a i tak się to nie do końca udało, bo właśnie, jak jesteście w takim miejscu, gdzie nie pozwalają wam pisać o swoich własnych zainteresowaniach, musicie zacząć krakać jak te idiomatyczne kruki, prawda?
9279:  I wrony.
9279:  No, co zrobić?
9281:  Kiedy wejdziesz między drony, musisz klakać, jak i one, mawiamy, nie?
9284:  Więc nauczyłem się tego języka i napisałem w tym języku o fantastyce i światotworzeniu, żeby sprzedać ten koncept wśród ludzi, którzy byli na niego obojętni.
9292:  Nie do końca się udało.
9294:  Częściowo tak, częściowo nie.
9295:  Trzeba mieć jakieś rady, jak poradzić sobie z odkładaniem rzeczy na ostatnie chwile.
9298:  Zaakceptować tam jej kasy.
9300:  Znam mnóstwo ludzi, którzy tak funkcjonują i funkcjonują dobrze.
9303:  A dobrym sposobem, jeżeli naprawdę chcesz z tym walczyć i akurat to ci przeszkadza, a nie jest częścią twojej osobowości,
9310:  Pierwszego dnia, kiedy dostajesz zlecenie, zrób coś.
9313:  Nawet małą część.
9317:  Coś o tym wiem, ponieważ jestem typem człowieka odkładającego na ostatnią chwilę.
9320:  I jak zrobisz tę część, to w twoim mózgu już nie będzie takiej informacji drążącej i wiercącej cię i denerwującej, że zostałem na ostatnią chwilę, zostałem na ostatnią chwilę.
9328:  Nie, bo już zaczęta praca.
9332:  Dziękuję za przypomnienie o nawodnieniu.
9337:  Czy powiedziałeś, że podobał mi się kierunek, pisze Szymon Lenart, w którym idą Assassin's Creed, czy graliście również te starsze wszystkie?
9343:  Czy mógłbym tak wprost powiedzieć, które wolisz i dlaczego?
9345:  Trilogia Ecja, pierwszy Assassin to czysto sentymentalnie i Assassin's Creed Liberation.
9353:  Liberation?
9354:  To był Liberation?
9355:  Nie, nie pamiętam.
9356:  Ten steampunkowy w Londynie.
9360:  Nie pamiętam, jak on się nazywał.
9362:  W każdym razie to lubię z uwagi na to, że jest Londyn i jest fajna mechanika przełączania się między rodzeństwem.
9368:  Trylogię Ezja lubię ze względu na mistrzowską fabułę, nie oszukujmy się.
9372:  I Syndicate to był.
9373:  Dziękuję wam.
9374:  Wiedziałem, że czaty będą pamiętać.
9376:  Liberation to było zdaje się na handheldy.
9382:  I chyba tyle, jeżeli chodzi o Assassiny.
9384:  Tak, te mi najbardziej się podobały.
9387:  Nie biorę udziału w Digital Dragons.
9389:  Przesłuchałem właśnie Time z dodatkiem gitary elektrycznej.
9391:  Coś niesamowitego, dziękuję za polecenie.
9393:  Cieszę się, że Veritasterm się podoba.
9395:  Bardzo się cieszę.
9397:  Fantazy, który zaczyna się od świetnego, protagonistym arcymaga lub maga wojownika, mega wojownika, to chyba polecałem raz na czatach, mag bitewny, ale myślę, że w większym stopniu... Widział Krzysztof sprawdzając swoją ściągę.
9419:  Moja ściąga mi nic nie dała, więc najwyraźniej muszę pomyśleć dłużej.
9424:  Cieszę się, że się podoba Ambiencik.
9426:  Będę starał się poszerzać tę naszą plejkę, żebyśmy mieli, bo jest zapętlona.
9430:  Mamy zbyt długie streamy.
9432:  Znaczy, nie wiem, zbyt długie.
9433:  Ja się dobrze bawię.
9436:  Tu jest jakiś wątek, który mi bardzo intensywnie umyka.
9439:  Czy orientuję się, że jeżeli ktoś na AGH-u bierze drugi kierunek po drugim roku, to czy są jakieś konsekwencje po oblaniu tego drugiego kierunku?
9445:  Nie wydaje mi się, ale to bym sprawdził w świątyni zbierającej tego typu informacje, jaką jest dziekanat.
9452:  Jak wygląda mój dorobek naukowy?
9454:  Często wspominam o swojej pracy jak artykuł, a wszystko jest w sieci.
