🔴 Okno na świat można zasłonić gazetą | LIVE #29
🔗 https://www.youtube.com/watch?v=x8IefhhaVxk

82:  Dzięki za uwagę!
7018:  I to jest w zasadzie koniec mojego roleplayu i wszyscy są zadowoleni.
7022:  Bo w ramach mojego amplua są wszystkie te cechy, które ja mam.
7025:  Ja jestem człowiekiem, który jest w stanie się potknąć o własne sznurowadła.
7028:  I mój niedomag, którym gram, nie bez powodu się nazywa niedomagiem, ponieważ też jest w stanie się potknąć o własne sznurowadła.
7033:  I to mi w zupełności wystarcza.
7035:  Natomiast jeżeli miałbym zupełnie serio grać w grę wyobraźni, problem jest taki, że ja bardzo źle pamiętam dane na bieżąco, jestem zbyt chaotyczny i mistrz gry ma ze mną dużo utrapienia, wiem, bo już dwóch próbowało i obydwaj byli przerażeni.
7050:  Aldona pyta, czy zgadza się z nią, że w szkołach podstawowych powinna być prowadzona edukacja medialna raz w tygodniu obowiązkowo.
7056:  Dzieci są już bardzo aktywne w social mediach.
7060:  Powiem tak, to znaczy wydaje mi się, że wprowadzanie nowego przedmiotu, bo jest nowy problem, to jest część rozwiązania, a raczej bym myślał o tym, żeby w ramach istniejącej już siatki przedmiotowej siąść i powiedzieć sobie uczciwie, okej, czy naprawdę fraszki Kochanowskiego są potrzebne w XXI wieku?
7077:  Czy może jednak nie?
7079:  I wiem, że wielu osobom się to nie spodoba, ale edukacja nie jest od tego, żeby się podobać ludziom, tylko od tego, żeby być skuteczna.
7085:  I ja mogę w tym momencie arbitralnie, autorytatywnie powiedzieć, tak, wiedza o tym, w jaki sposób obsługiwać współczesne media jest ważniejsza od znajomości fraszki Kochanowskiego, tej czy innej.
7097:  A jeżeli już czytacie fraszki Kochanowskiego, to może przeczytajcie na przykład fraszkę na matematyka, bo jest dużo zabawniejsza, aniżeli jakąkolwiek z innych, bardziej cenzuralnych, bo to też jest udawanie wtedy, że o, wybitne rzeczy będziemy czytać, a tak naprawdę po prostu cenzurujemy, bo nie czytamy tych, które są wulgarne.
7112:  Haha.
7115:  Nadrabiam live'y z CyberPanga, pisze Lajmos i tak mi się spodobały szczególnie wątki z Somi, że aż kupiłem książkę Rafała Kosika.
7119:  Oj, bardzo polecam, moi drodzy.
7121:  To jest właśnie przykład takiej dobrej, solidnej science fiction, która powstaje dzisiaj.
7125:  A a propos dobrej, solidnej science fiction, to jeszcze mogę Wam polecić, bo chyba tego nie robiłem, a już wiem, dlaczego tego nie robiłem fizycznie, ponieważ nie mam tej książki na półce, głębia Marcina Podlewskiego.
7134:  Marcin Podlewski napisał jedną z fajniejszych space oper, która absolutnie jest do polecenia wszystkim, którzy np.
7140:  lubią ślepowidzenie Petera Wattsa, ślepowidzenie powinienem mieć,
7148:  Ale nie wiem, gdzie zginęło ślepowidzenie.
7153:  Jest.
7154:  Proszę bardzo, to jest stara edycja ślepowidzenia.
7158:  Jest też taka piękna, jest też drugi tom, Echoprakcja nawiasem mówiąc.
7162:  To jest w ogóle science fiction traktujące na poważnie zjawisko wampiryzmu.
7166:  Przeciekawa sprawa.
7168:  I jeżeli chodzi o głębi Marcina Podlewskiego, on z podobnym talentem kreśli różne...
7172:  alternatywne kierunki rozwoju ludzkiego gatunku.
7176:  Jedna strona ludzkiego gatunku idzie w kierunku augmentacji cybernetycznych i ulepszania ciała i staje się stripsami, które w bardzo zabawny sposób mówią.
7185:  Na przykład potwierdzenie jest konieczne zamiast tak.
7187:  Dlatego ja bardzo często lubię mówić potwierdzenie jest konieczne zamiast tak.
7191:  A druga gałąź, nie pamiętam, bardziej idzie w psjonikę i genetykę.
7196:  już w zasadzie po wielu, wielu latach mutacji genetycznych nie przypomina człowieka i tworzy taki hive mind, czyli zbiorową umysłowość połączonych ze sobą ludzi, którzy są w zasadzie takimi małymi dronami, ale dopiero po tym połączeniu zyskują pełną świadomość.
7214:  No, przeciekawa sprawa, naprawdę dobrze napisana rzecz, więc polecam bardzo, jeżeli ktoś lubi, a rzadko science fiction polecam na tych naszych live'ach, więc trzeba, trzeba
7226:  Moja żona dostała info, pisze Diablosek, że jak chce iść na doktora, to lepiej, żeby znalazła bogatego męża.
7230:  To jest obrzydliwe, klasistowskie, szowinistyczne i mam nadzieję, że przestanie wreszcie kobiety słyszeć takie rzeczy na uczelniach.
7239:  Nie znoszę i uważam, że się powinno to zgłaszać.
7243:  Ja w każdym razie płonę żywym ogniem, jak słyszę tego rodzaju przypadki, bo one...
7248:  są zbyt często.
7249:  Problem jest zupełnie inny.
7251:  Nikt nie powinien musieć mieć pieniądze, żeby iść na doktorat.
7256:  To jest problem wyjściowy.
7258:  To znaczy uczelnia powinna zapewniać najlepszym ludziom, którzy mają najlepsze kwalifikacje,
7263:  takie uposażenie, które pozwala na utrzymaniu się w tym miejscu, w którym będą studiować, uczyć się i prowadzić zajęcia dla studentów, czyli powinni mieć jakieś mieszkanie w obrębie kampusu uniwersyteckiego, powinni mieć normalne uposażenie, takie jak mają wykładowcy, mogą mieć uposażenie niższe od adiunktu, no bo adiunkt wykonuje wyższą pracę, w związku z powyższym, jeżeli na przykład adiunkt zarabia średnią krajową, to trzeba podwyższyć pieniądze dla adiunkta.
7285:  Prosta sprawa, więc...
7287:  Tak rozwiązuje się ten problem, a nie tego rodzaju uwagami.
7290:  Obrzydliwe, że to pada w 2023 roku.
7292:  Coś strasznego.
7293:  Ze mną się jeszcze dodaje, że jeżeli ktoś pracuje na pełen etat i idzie na doktora, to jest osobą szaloną.
7298:  A czy myślisz, że ludzie, którzy studiowali wcześniej trzy kierunki, nie pracowali więcej?
7303:  Ten trening jest od wczesnych lat.
7305:  Najpierw nie kwestionujesz tego, że wracasz po 12 godzinach szkoły i masz 4 godziny zadań domowych.
7310:  Potem nie kwestionujesz tego, że masz na studiach 14 egzaminów,
7314:  i nie wyrabiasz na zakręcie i jeszcze idziesz na drugie i trzecie studia, ponieważ rodzice ci każą, a potem nie kwestionujesz tego, że masz równolegle pracę i doktorat, a potem nie kwestionujesz tego, że każą ci pracować za punkciki, a nie za pieniądze.
7329:  W ten sposób przyzwyczajamy ludzi do zniewolenia i trenujemy w nich taką świadomość umysłu zniewolonego i jest to przesmutne i nie mam zielonego pojęcia, jak z tym walczyć inaczej niż na drodze edukacji, o którą nie bez powodu tak walczę ostatecznie.
7345:  Jeden pisze, że na komparatystyce pisała esej porównawczy i zgrzytała zębami, a ostatecznie okazało się, że poznała dzięki temu super książkę.
7351:  Florentyna od kwiatów i prowadząca doceniła tekst.
7353:  Widzicie, nie jest zawsze źle.
7354:  Wszystko zależy od tego, czy natrafimy na dobrego człowieka.
7357:  Dlaczego egzaminy nawet stacjonarne mają tak absurdalne limity czasowe, jak 30 sekund na pytanie?
7361:  No, miałem na ten temat cały film, moi drodzy, to mogę tylko odesłać do mojego komentarza, bo rzadko mi się zdarza, żeby coś aż tak idealnie odpowiadało na pytanie, bo ja jestem, no, alergicznie wręcz nastawiony na tego rodzaju przypadki i kiedyś wypowiadałem się mówiąc, że nauka nie jest na czas i dlaczego testy na czas są zawsze głupie i w dużym skrócie, dla tych, którzy nie mają czasu, żeby obejrzeć 46 minut argumentacji, rozumiem to,
7389:  lub 23, jeżeli ktoś ogląda na prędkości razy 2.
7394:  Jeżeli dajecie limit czasowy, to sprawdzacie wyłącznie odporność na stres, sprawdzacie szybkość reakcji, sprawdzacie również umiejętność biernego i bezrefleksyjnego przywoływania informacji z pamięci.
7410:  Czyli trzy rzeczy,
7412:  których nie powinniście chcieć sprawdzać, jeżeli chcecie się dowiedzieć, czy ktoś coś wie.
7416:  Jeżeli lekarz będzie mnie operował, zależy mi, żeby wcześniej się zastanowił nad tym, co zamierza zrobić, a nie stwierdzić, a, okej, okej, okej, paragraf 13b, to zaczynamy, nie?
7426:  Bo sobie przypomniał zdanie z podręcznika.
7428:  I nawiasem mówiąc, jak oglądałem sobie egzaminy zawodowe, nie wiem, czy macie też coś takiego, że macie potrzebę obejrzenia sobie egzaminu zawodowego, ja sobie zobaczyłem egzamin zawodowy technika dentystycznego mianowicie i tam były takie pytania.
7441:  A, B, C, D.
7443:  Jak się nazywają cążki do usuwania korzenia?
7445:  I to tam było A, B, C i D. Oczywiście nie jest tak, że dostajecie tacę, na przykład, na takim egzaminie zawodowym i dostajecie model cyfrowy, na przykład, albo fizyczny, wszystko jedno, szczęki pacjenta, gdzie utknął korzeń, tak, w dziąśle.
7461:  Jakich cążków z tej tacy użyjesz, żeby go jak najszybciej usunąć?
7466:  To jest egzamin praktyczny.
7467:  Tamto wcześniejsze to był egzamin robiony przez debili, którzy stwierdzili, że można egzaminować za pośrednictwem testów ABCD.
7475:  Na tym polega ta różnica.
7476:  Więc pytanie na czas jeszcze, jeżeli do tego dołożymy, to jest to dokładanie jednego kretynizmu na drugi kretynizm.
7483:  Więc będzie to tylko podwójnie kretyńskie.
7486:  Czy jestem teraz szczęśliwy w życiu?
7488:  Bardzo.
7489:  Bardzo, Lucyferze.
7492:  Na to się składa bardzo wiele oczywiście różnych czynników.
7494:  Spełnienie zawodowe, kreatywne i życiowe.
7498:  Alex O'Connell pisze, Rainy Fox nagrał ostatnio materiał o etyce w grach.
7502:  Czy miałbyś coś przeciwko, żeby w najnowszym GTA można było za pomocą kliknięcia dokonywać różnego rodzaju przestępstw?
7510:  Problematyczne, wiesz, Rainy Fox.
7512:  Wydaje mi się, że są pewne granice, jeżeli chodzi o przedstawianie różnego rodzaju przestępstw w grach.
7517:  Przypominam sobie dyskusję wokół gry Hatred.
7521:  Ale gra Hatred nie była ultrarealistyczną reprezentacją świata, jaką jest GTA, więc wydaje mi się, że pewne granice ustanowić powinni sami gracze i to zrobili.
7533:  Rockstar już został raz złapany za rękę.
7536:  Pamiętacie może sytuację, gdy była scena Torture, niepomijalna w GTA V i gracze powiedzieli, dlaczego to jest niepomijalne.
7544:  To powinien być wybór moralny.
7546:  I jeżeli chcemy przedstawiać najcięższy sprzestęp gwałtu, morderstwa w grach wideo, przedstawiajmy je, ale ze świadomością tego, co przedstawiamy.
7554:  Jeżeli to nie jest gra na zasadzie takiej, że po prostu jest to cyfrowy symulator przemocy i elo, no to wtedy wiadomo, że ludzie będą też to traktować z przymrużeniem oka, videpostal.
7563:  Natomiast jeżeli to jest GTA, który jednak stara się być
7567:  grą nazwijmy to poważną, ponieważ jest wydawane przez Rockstar, a Rockstar to Red Dead Redemption 2 i tak dalej, w ogóle najlepsi z najlepszych, no to jak wiadomo, z wielką mocą wiąże się wielka odpowiedzialność.
7577:  Dajcie ludziom wybór.
7578:  Pokażcie konsekwencje takiej decyzji.
7580:  Pokażcie upadek człowieka, chociażby postępujący.
7583:  To może być niesamowicie potężne.
7585:  Jest zresztą, swoją drogą, taki film bardzo stary, możecie go nie znać, po prostu upadek z Michaelem Douglasem.
7591:  Ja bardzo lubię Michaela Douglasa, więc swego czasu obejrzałem wszystko, co było do obejrzenia z Michaelem Douglasem, tylko muszę wejść na IMDB, ponieważ chętno żyć film web i jego reklamy, które się wyświetlają w pop-upach i nie jest w stanie człowiek w żaden sposób ich pominąć, więc to jest, moi drodzy, film upadek, już wam pokazuję.
7608:  Dobrze mówię, że to jest... Nie, to nie jest ten film.
7611:  Wymazać to nie był ten film.
7613:  To był inny film.
7614:  Falling Down, nie Downfall.
7617:  Byłem niedaleko, okej?
7619:  Upadek Michael Douglas, tak jest.
7621:  Pewnego zwykłego dnia, pewien zwykły człowiek rozpoczął walkę z całym światem.
7625:  Kiedyś, moi drodzy, kiedyś, moi drodzy, blurby zachęcające nas do oglądania filmów były bardzo epickie.
7630:  Boże, polecam wam film z 1993 roku, ale naprawdę jest niesamowite studium psychologiczne.
7637:  Bardzo taki ciężki psychicznie film do obejrzenia.
7641:  Wojtek W. pisze, że pracował na stażu dla informatyka miesiąc za darmo, na drugim powiedzieli mi, muszę zapracować na swoją wypłatę, tymczasem ja piszący kod w Pythonie.
7648:  Nie powinno dochodzić do takiej sytuacji.
7650:  Protestujcie, proszę was, w miarę możliwości.
7652:  Podkreślam zawsze, w miarę możliwości, bo wiem, że są sytuacje życiowe, o których nie jesteśmy w stanie uciec w żaden sposób.
7659:  Bad3L, wspierający od dwóch miesięcy, za co dziękuję.
7662:  Dobry wieczór wszystkim pyta, czy dużo mnie ominęło.
7666:  jakieś dwie godziny, ale poza tym nic więcej.
7669:  Spokojnie, będzie zapis jak zawsze.
7671:  I jeszcze nadrabiam wspierania.
7673:  Bardzo złośliwy człowiek, dziękuję ci za wsparcie od 26 miesięcy, już to bardzo dużo.
7677:  Gdy styczeń się kończy, to wiedz, że sesja blisko, mówi sentencjonalnie bardzo złośliwy człowiek.
7682:  A Jakub Gryka jeszcze dodawał pytanie też o doktoratowe, czy warto iść na doktorat, jeżeli nie chce się wykładać.
7688:  Dzięki za wsparcie 9 miesięcy masz dwie ścieżki.
7690:  Możesz mieć doktorat wdrożeniowy tak zwany i możesz też mieć ścieżkę czysto naukową na uczelni, gdzie nie zmuszczam do wykładu.
7696:  Chociaż ja uważam, że najlepsi naukowcy powinni mieć przynajmniej jakiś jeden wykład mistrzowski, żeby dzielić się swoją wiedzą na bieżąco.
7703:  Ale wiecie, to jest moja opinia.
7706:  Wracając natomiast do pytań bieżących.
7709:  Pytałem wcześniej o pytania przy obronie, ale chodziło mi o takie pytania z toku studiów, a nie bezpośrednio z pracy.
7714:  Co z nimi?
7715:  No to te pytania powinny być znane od samego początku, bo one są zwykle ogłaszane na stronach internetowych.
7719:  Jeżeli nie są, to... Czy grałem w Vampire The Masquerade Bloodlines?
7721:  Grałem, grałem, to jest bardzo, bardzo dobra gra.
7725:  Zgodzę się w Not A Cylon.
7726:  Swoją drogą, Not A Cylon nawiązania do Battlestar Galactica.
7730:  Zgodzę się, to jest jedna z najlepszych fabuł w grach RPG.
7734:  Stresowanie mi bardziej podeszło z tego względu, że to jednak nie był taki, wiecie, Tome'end chociażby, który jest z tego rzutu, którego ja bardzo nie lubię, izometrycznego z góry.
7743:  Miałem problem, tak samo jak miałem problem z pierwszymi Falloutami, wiem, zabijcie mnie, no przepraszam, no ale nie jestem w stanie.
7748:  Usiłowałem do mojego ukochanego Neverwintera, który też ma taką już bardzo podstarzałą grafikę wrócić, no nie byłem w stanie.
7754:  Jest gdzieś jednak ta granica starości technologicznej, której mój mózg nie jest w stanie przeprocesować w żaden sposób.
7760:  I to swoją drogą też jest ciekawe, bo pokazuje jaki mamy problem, jeżeli chcemy mówić w ogóle o historii gier komputerowych,
7766:  jak bardzo to jest trudne poznawczo, technologicznie i trudniejsze od badania innych mediów.
7771:  Miej te wszystkie konsole na przykład do odpalenia danej gry, zastanów się ty nad miliardem patchy.
7777:  Miałem ostatnio taką sytuację, że po prostu przestało mi działać Hogwarts Legacy i przestało mi działać Detroit Become Human.
7783:  Ja mam zielonego pojęcia, dlaczego buferują się shader, wywala grę, nikt nie wie dlaczego, support nie wie dlaczego, dowiaduje się, że no tak, karty 4090, czyli najlepsze na rynku oraz Windows 11, no mają taki problem, że nie odpalają akurat tych dwóch gier.
7796:  Aha, dziękuję uprzejmie w takim razie za pokaranie mnie za sprzęt, który myślałem, że jest referencyjny, super, czyli co mam zrobić na zajęciach?
7803:  No nie mogę pokazać tych dwóch gier, szczęście, że zrobiłem jakiekolwiek nagrania, więc wiecie, błogosławić streamy i ich zapisy, tak nawiasem mówiąc, mi się to bardzo przydaje też.
7811:  No i też miałem jakieś swoje nagranie, bo pamiętam, potrzebowałem pokoju życzeń i pokazać ludziom, jak można to dobrze zrobić, bo akurat pokój życzeń w Hogwarts Legacy to jest
7819:  O Boże, jedna z najlepszych rzeczy, która się pojawiła w tej grze i przypominam sobie wszystkie wtedy inne możliwe huby, które mogliśmy jakoś ładnie ustroić od Imbryczka w Gęślinie, poczynając przez statek w Warframe'ie, a kończąc na Corvobianco i nigdy sobie nie przypominam czegoś, co byłoby tak fantastycznie rzeczywiście związane ze strukturą świata.
7838:  Wszędzie to widać było, że to jest jakiś dodatek, uzupełnienie, rozszerzenie, fajne, spoko, ale na przykład o ileż potężniejsze byłoby, zawsze to przywołuje, gdyby w Wiedźminie Trzecim
7847:  to Kermoren można byłoby od samego początku utrzymywać, wprowadzać jakieś renowacje, uzupełnienia i jeżeli mi nie wierzycie, to zobaczcie jak jest zrobiona bitwa o Kermoren, że tam pewnego rodzaju decyzje strategiczne podejmujemy, że tu łatamy dziurę w murze, tam dajemy Yennefer na blanki i tak dalej i tak dalej, bo wiadomo Yennefer trzeba eksponować, więc na blankach najlepiej.
7865:  A tymczasem pomyślcie, że robicie sobie to przez całą grę, że wracacie jako Geralt ze szlaku, albo jako Ciri i ze szlaku wróciwszy przynosicie trzosiwo ze sobą, grosiwo i proszę bardzo, remontujemy część Kaer Morhen.
7877:  Od razu byście czuli wtedy więcej adrenaliny w momencie ataku na Kaer Morhen, a tak...
7882:  Tak jest to korwobianko, które poznajecie dopiero w trzecim akcie gry w zasadzie, no jeżeli traktujemy każde rozszerzenie jako akt.
7888:  Trochę słabsze w moim przekonaniu jako rozwiązanie, ale też rozumiem, no bo to było robione w kolejności chronologicznej, studia miały wtedy zupełnie inne priorytety prawdopodobnie.
7898:  Uff, a się rozgadałem w tym.
7899:  Przestań szkalować izometryczne RPGi.
7903:  Ja tylko, moi drodzy, mówię o swoich własnych ograniczeniach poznawczych.
7907:  Nie da rady.
7908:  Medycacja w szkołach dla mniej gadatywych uczniów, pisze Izabela.
7913:  Tak.
7917:  Zawsze powtarzam, że jest coś takiego jak godzina wychowawcza.
7919:  Nikt nie wie, jak ją zagospodarować.
7920:  A można byłoby tam bardzo różne rzeczy robić, pomijając administrację szkolną.
7925:  Od jakiegoś czasu chciałem zapytać, pisze Nightflesh, czy jesteś w stanie polecić jakąś książkę fantasy cyberpunk z kobiecą główną postacią?
7931:  Fantasy to akurat bardzo dużo masz przykładów, ponieważ wystarczy praktycznie każdą fantasy od Andre Norton w górę wziąć, że od lat 90. w górę najczęściej kobiece pisarski wybierają...
7943:  właśnie kobiece postaci.
7945:  Trudy Canavan tutaj lśni bardzo, jeżeli chodzi o dobre postaci kobiece.
7949:  Natomiast polecam również Skoloma znajomi Nowik.
7952:  Świetnie napisana postać kobieca.
7953:  Rewelacyjna rzecz, absolutnie.
7955:  Z cyberpunkiem byłoby mi trochę ciężej, ponieważ słabiej znam gatunek, wiesz?
7960:  Więc ja nie bez powodu rzadziej się wypowiadam na temat science fiction.
7963:  Uderzałbym do Filipa bez schematu z tym pytaniem, bo on ma cyberpunka jako gatunek cały w małym palcu.
7968:  Ja czytałem tylko najbardziej podstawowe rzeczy i też jeżeli chodzi o postaci
7973:  To ja zawsze słabiej kojarzę postaci niż światy.
7977:  Cykutnik pyta o bojkot AI przez artystów, głównie graficznych.
7980:  Rozumiem, że nikt nie chce karmić AI swoją pracą za darmo, tak, ale ich argumenty zupełnie od tego biegają i bolą w mózg.
7986:  Bardzo bolą, ponieważ znowu to jest nieunikniony postęp technologiczny.
7991:  Osobiście uważam, że tak długo jak długo akceptujemy remix,
7995:  w kulturze i w sztuce i nie tylko w muzyce, ale także właśnie w malarstwie, w literaturze, to nie powinniśmy mieć problemu z tym, że nasz utwór jest remiksowany.
8003:  Myślę, że artyści nie mieliby takiego problemu, gdyby nie fakt, że czują się niedoszacowani płacowo w momencie, w którym dostawialiby jakąś drobną opłatę,
8013:  Dokładnie tak samo jak było w przypadku Spotify'a, to myślę, że tumult by się uspokoił.
8018:  Spotify też bardzo oburzał wydawców płytowych dawnych, że o to teraz będą ludzie wszyscy słuchać i nie będą kupować płyt, bo wszystko będzie w streamingach, no i Spotify rozwiązał to w ten sposób, że odpala...
8032:  jakieś tantie małe autorom, małe, bo małe, ale odpala, ale w którymś momencie okazało się, że ta rozpoznawalność przekłada się na koncerty, przekłada się na kontrakty i jednak są z tego jakieś pożytki.
8042:  W związku z powyższym wystarczyłoby, żeby w momencie, w którym AI korzysta z jakichś prac artysty, po prostu wymienić je, prawda, w tym bloku, skąd został wzięty ten styl i o ile wiem, to rozwiązanie zostało wprowadzone przez Adobe Firefly,
8056:  Mianowicie Adobe podobno nie mógł zrobić tak, żeby w jej koedytorze AI-owym pojawiały się prace właśnie okopyrajtowane, no bo to jest jednak duża firma.
8065:  I podobno jest tak, że w metadanych tych obrazów, ja się do tego nie dogrzebałem, więc mogę tylko referować to, co sam Adobe twierdzi, są gdzieś w metadanych dane na temat tego, jaki to był obraz.
8076:  konkretnie blok danych, z czego to zostało zaczerpnięte itd., itd., ale prześledzenie tego... Wiecie, jeżeli da się prześledzić własność w przypadku chociażby Bitcoina i krypto, to wyobrażam sobie, że można byłoby podobne łańcuchy stworzyć w odniesieniu do wykorzystania jakichś pomysłów artystów i w ciekawy sposób to zaimplementować.
8094:  Jak?
8095:  Nie mam zielonego pojęcia.
8096:  Natomiast...
8097:  Zjawisko istniało na długo wcześniej, a waloryzowanie tego, że to jest, wiecie, człowiek i to tylko człowiek może tworzyć sztukę, mnie kompletnie to nie przekonuje.
8107:  Przypadki zwierząt malujących obrazy zdarzały się już wiele razy, więc nie możemy powiedzieć, że tylko człowiek tworzy sztukę, zwłaszcza, że niektóre obrazy namalowane przez pewną słonicę były o wiele lepsze, o wiele, wiele, wiele bardziej lepsze od tego, co widziałem w Tate Gallery of Modern Art.
8123:  Więc jeżeli Słonica jest w stanie malować piękniej niż artysta, który sprzedaje za 160 milionów swój obraz, to obawiam się, że niestety ten pociąg daleko odjechał i peron za nim odjechał, ten mianowicie, na którym jeszcze się łudziliśmy, że sztuka to jest tylko domena ludzi.
8140:  No nie, domeną ludzi jest raczej to, że my rozpoznajemy pewne rzeczy jako przejawy działalności artystycznej.
8146:  a artyści, moim zdaniem, powinni po prostu wykorzystywać w większym stopniu sztuczną inteligencję i sprawić, że ich warsztat będzie się cały czas rozwijał i będzie coraz bardziej kompetytywny.
8155:  Na pewno rozwiązuje to bardzo dużo problemów w obszarze, znów moim zdaniem, tych takich zaleceń, które i tak urągały grafikom, bo nie oszukujmy się, jest dużo ludzi, którzy potrzebowali byle jakiej grafiki, żeby coś zilustrować i najczęściej piracili je w internecie.
8170:  A teraz przynajmniej tworzy się coś kreatywnego w wyniku tego, bo wpiją sobie prompt do AI-owy.
8175:  Artysta nie zarabiał wtedy też, tak samo jak teraz nie zarabia.
8178:  To jest rynek, który jest wysycony.
8180:  Ja też mógłbym w tym momencie każdą swoją miniaturę dla każdego coś przykrego robić AI-owo.
8184:  Nie robię tego, bo cały czas jest gigantyczna liczba obrazów i grafik Honorego Domie, którego stwierdziłem, że będę promował tak długo, jak długo mi starczy sił, ponieważ wybitnym karykaturzystą jest i uwielbiam absolutnie jego styl.
8197:  Na pewno w którymś momencie AI by się nauczyło, jak robić w jego stylu miniatury, czy w jego stylu te rysunki.
8203:  Jasna sprawa, ale wciąż tego nie robię i wciąż, jeżeli mam do zlecenia coś do zrobienia porządnego, to proszę o to grafika, bo wiem, że taką decyzję warto podjąć, bo wtedy dostanie się coś, co będzie miało w sobie jednak ten pierwiastek jakiś właśnie twórczy, a nie będzie jakoś rozpoznawalny jako grafika AI-owa.
8220:  Myślę, że to też jest też ważne teraz, że AI poszło w bardzo konkretnym kierunku.
8225:  Fotorealizm
8227:  Fotorealizm nigdy nie był szanowany jako nurt artystyczny przez historyków sztuki ani artystów samych, więc tu nie ma problemu.
8234:  Fantastykę, która nigdy nie była reprezentowana w muzeach, widzieliście w muzeum, jak poszliście do Tate Gallery of Modern Art, to widzieliście, tak?
8242:  Tutaj Sauron, tu Kapitan Ameryka, tak?
8244:  Tak?
8244:  Bo ja nie.
8246:  Więc artyści sami poszli w innym kierunku.
8249:  Więc AI zagospodarowało to, co ludzie chcą oglądać.
8252:  Więc jeżeli artyści przez lata całe nie rozpoznali rynku i nie stwierdzili, że o, ludzie są jakoś zainteresowani tym Tolkienem, to może zacznę machać krajobrazy z Silmarillionu, bo są ładne i ludzie, i zrobię wystawę wokół tego i zarobię na tym pieniądze.
8266:  No to teraz mamy od tego sztuczną inteligencję.
8268:  Zauważcie, że sztuczna inteligencja bardzo dominuje właśnie w tych nurtach, które się po prostu dobrze sprzedają.
8273:  A zatem narzędzie znowu, a nie coś, co powinno być traktowane jako zagrożenie.
8278:  Czy blok pedagogiczny przyda się do czego innego, jeżeli nie chcę być nauczycielem?
8281:  Pytane red nie.
8282:  Moim zdaniem w tym kształcie, w którym jest w Polsce nie.
8286:  Miałem blok pedagogiczny, nie ma tam niczego, czego byś się nie nauczył na sensownym kursie z tutoringu czy z coachingu i to bym raczej bardziej polecał.
8293:  Kiedyś na egzamin elektryka, pisze Krzysztof, czyli po polszkole zawodowej był to egzamin praktyczny.
8297:  Dostawało się schemat, narzędzia i urządzenia do wykonania układu elektrycznego.
8301:  No to polecam Ci zajrzenie teraz na stronę Komisji Egzaminacyjnej robiącej egzaminy praktyczne i porównania tego z tym dla siebie samego, bo ja jak zobaczyłem te egzaminy, to byłem absolutnie przerażony.
8311:  Czy czytałem prace bez sensu Graebera?
8312:  Fakt no, ja to już zacytowałem teraz, to jest to o bullshit jobs właśnie.
8316:  Tylko oczywiście wiecie, jesteśmy w Polsce, więc nie można zatytułować książki Gówniana praca, bo... blitkie słowo, przecież naukowiec nie użyłby słowa gówno w tytule, no absolutnie nie, więc praca bez sensu.
8329:  Nawiasem mówiąc, jak myślicie, że naukowiec by nie użył słowa gówno w tytule, to bardzo polecam wam niezmiennie
8335:  Mój ulubiony artykuł naukowy, który ukazał się kiedyś na łamach praktyki teoretycznej i będę go promował tak długo, jak będę promował właściwy tytuł pracy Grabera, czyli Bullshit Jobs, a mianowicie artykuł pod tytułem Jebać neoliberalizm, który ma znakomity abstrakt, do dzisiaj go lubię.
8351:  Tak, jebać go, neoliberalizm jest do bani, nie potrzebujemy go.
8355:  I tutaj jeszcze były słowa kluczowe bardzo ważne.
8357:  Jebać neoliberalizm, jebać go i do diabła.
8361:  To jest bardzo adekwatne swe odrogo tłumaczenie, ponieważ w oryginale ten tekst nosi tytuł Fuck neoliberalism.
8366:  Jako człowiek, który miał okazję zobaczyć, do czego doprowadziła neoliberalna reforma edukacji rządu Jerzego Buska i wspaniałego Mirosława Handkego jako ministra edukacji, chciałbym zgodzić się niniejszym z tezł tego artykułu.
8380:  Nie tak, widzę, Ewa już była, na którymś z live'ów, gdzie polecałem ten artykuł, ja wiem.
8387:  Jorwet czy Roż?
8388:  Zawsze wybierałem ścieżkę Jorweta, ponieważ dostawaliśmy wtedy możliwość zwiedzenia pięknego miasta Krasnoludów, a Vernon Roż, jakkolwiek wywiad temerski zawsze będzie w serduchu, doprowadził nas wyłącznie do burdelu z marketankami przy obozie żołnierskim.
8405:  Ja wiem, że tam jest też piękna scena z Odrinem, ale mimo wszystko miasto Krasnoludów zawsze było lepsze.
8411:  Swoją drogą Artur Ganszyniec, który jest autorem, czy współautorem, powinniśmy rzec, fabuły Wiedźmina II, zawsze stała na stanowisku, że właśnie to jest dobre rozwiązanie, że mamy dwie ścieżki fabularne, które prowadzą w różne miejsca, bo to jest znacznie bardziej realistyczne i też zachęca graczy do tego, żeby zagrać w Wiedźmina II jeszcze raz i przekonać się o drugim rozwiązaniu fabularnym.
8431:  Ciekawe.
8433:  Czy czytałem kiedyś z Nowego Świata, japońska nowelka, nie czytałem Soliana, piękne fantazy postapokaliptyczne z motywami psycho i socjologicznymi, proszę bardzo, jak nie znam, moi drodzy, to ostatnio staram się wpisać, ponieważ w ten sposób jestem w stanie od razu zapamiętać to, tylko nie mam jeszcze autora, to jest smutne, japońska, zobaczymy, czy to się uda znaleźć.
8455:  Nie udało mi się tego znaleźć.
8457:  Mam tylko z Aniołem do Nowego Świata i to nie brzmi jak to, o czym mówisz.
8462:  Moim zdaniem zaczyna się od tego,
