🔴 Kij bez kierunku nie będzie drogowskazem | LIVE #27
🔗 https://www.youtube.com/watch?v=N8q4yU142oY

81:  Dzięki za uwagę!
6573:  Bardzo ci serdecznie współczuję i mam nadzieję, że odpuszczą ci, bo doktorat to jest przede wszystkim praca indywidualna, gdzie ty musisz po prostu przemyśleć sobie różne rzeczy, a nie tylko mieć narzucane jakieś zadania, to brzmi strasznie źle.
6587:  W jednym odcinku serii dla każdego, co przyszedł, o go pisze Mr. Birchman.
6591:  Wspomniałeś o archiwum burzowego świata Brandona Sandersona i stąd moje pytanie, czytałeś serię w języku polskim czy angielskim?
6596:  W języku polskim.
6597:  Więc nie wiem, czy jest dobrze przetłumaczona, ale czytało mi się bardzo dobrze.
6601:  Wzrost problemów psychicznych, pisze polski raport, jest związany z nadużywaniem internetu.
6604:  Kiedyś szkoła była trudniejsza, takich problemów było mniej.
6606:  A wytłumacz mi w takim razie, dlaczego w Holandii nie ma tego problemu?
6609:  Wiesz, popełniasz ten sam błąd argumentacyjny, co ludzie mówiący, że tak, że smartfony są tego przyczynką, przyczyną wszystkie.
6618:  Aha, czyli rozumiem, że w Holandii, w Skandynawii nie ma smartfonów.
6621:  Aha, bo myślałem, że to są bogate społeczeństwa, gdzie ludzie dostają wcześniej do rąk technologię, o której myśmy mogli jeszcze czas jakiś temu pomarzyć, bo przypominam ci, że raporty ukazują się nie na temat ludzi, którzy żyją teraz,
6633:  w obecnych realiach, tylko na temat ludzi, którzy żyli w nich 10 lat temu, bo tak się długo zbiera dane.
6638:  Czyli mówimy o sytuacji 10 lat temu, kiedy zakup telefonu nie był tak prosty jak dzisiaj.
6645:  Więc jak porównujemy ze sobą różne kraje, powinniśmy pamiętać, że trzeba uwzględniać także realia i w tym momencie jedno realium jest dla nas wszystkich wspólne.
6655:  Wszyscy mamy smartfony, wszyscy mamy problemy z nadużywaniem różnego rodzaju aplikacji, wszyscy stykamy się z mechanikami wykorzystywanymi w projektach tych aplikacji, które mają nas uzależniać od strzałów dopaminowych, a jednak w niektórych społeczeństwach dziwnym trafem indeks szczęścia, który nie jest brany pod uwagę, nawiasem mówiąc, w rankikach edukacyjnych w Europie i w Szanghaju, ciekawe dlaczego, jest wyższy niż w Polsce.
6681:  I jakimś dziwnym cudem w niektórych krajach społeczne i takie, wiecie, społecznościowe także, w sensie jakiś komun, które sobie budujemy, communities, zdolności uczniów są wyższe niż w Polsce.
6694:  Fascynujące dlaczego?
6695:  Nie wiem, czym może być to spowodowane.
6697:  Chyba mają inne rodzaje tych smartfonów po prostu w Holandii, wiecie, takie specjalne.
6701:  Bo u nas te smartfony, one miały po prostu wstrzyknięte przez fundacje jakieś takie, wiecie, masońskie fundacje, tam były wstrzyknięte specjalne algorytmy, które mają nas, białych Słowian, ogłupić.
6715:  Wykrzywiam, ale wiecie, mam nadzieję, w jakim celu.
6718:  To znaczy, pamiętajmy, że porównywanie danych z innymi krajami wymaga nie lada kompetencji, to raz.
6724:  Dwa, nie ma czegoś takiego, jak technologia, która wpływa tylko na jeden, nie wiem, kraj, a na inny nie wpływa.
6731:  Jeżeli technologia gdzieś zafunkcjonowała, to wpływa na nas wszystkich jednakowo.
6734:  Jeżeli byśmy chcieli społeczeństwo atechnologiczne, pozbawione wpływu smartfonów, Korea Północna.
6742:  stosująca do mnie również bardzo tradycyjne techniki przekazywania wiedzy, dogmatyczne, bez jakiegokolwiek otwarcia na sceptycyzm, naukę światową, więc podejrzewam, że tam jest idealnie, nie?
6754:  Pewnie wykres szczęścia i wskaźniki edukacyjne są najwyższe, nie?
6760:  Tylko, że nie.
6761:  Ja jestem pewien, że Korea Południowa nie jest lepsza.
6764:  Czy fantasy w settingu ala XIX wiek nie sprzedaje się w takim razie?
6767:  Sprzedaje się, myślę, tylko że w ogóle fantasy to nie jest tak popularna rzecz, jak na przykład ja bym chciał, tak?
6773:  Przecież najbardziej popularne na świecie są romanse, kryminały i tak dalej, i tak dalej, więc ja nie wątpię, żeby jakiekolwiek wydawnictwo, zwłaszcza w Polsce, interesowało się, ojej, wykresami sprzedażowymi.
6783:  Jeżeli jakiś segment literatury dzisiaj trenduje, to jest to literatura młodzieżowa.
6788:  I wiecie co?
6788:  Mam od razu tekst na ten temat.
6791:  To znaczy, oczywiście, że tak było, że krytycy literatcy za każdym razem, jak pojawiało się temat literatury młodzieżowej, no to oczywiście, co robili?
6800:  No mówili, że po!
6802:  To nie jest literatura.
6803:  Do tego stopnia zdenerwowali Paulinę Małochleb, która napisała artykuł dla Wyborczej.
6807:  WON!
6808:  Subskrybuję cię do jasnej cholery, więc spierniczaj mi ze swoim chędożonym pop-upem, tak?
6814:  I reklamą również.
6816:  Dziękuję.
6818:  Nie polecam prenumeraty Wyborczej.
6819:  Prenumeruję, bo wam pokazuję tu artykuły, tak?
6823:  Przestańmy hejtować literaturę Young Adult, dzięki niej nastolatki czytają więcej książek niż my.
6828:  No i tutaj był artykuł o targach książki Krakowie, które faktycznie były też fenomenem pod tym względem.
6833:  Tak samo były przywołane badania Biblioteki Narodowej, nawet do nich się to dotarło.
6836:  Swoją drogą tutaj miałbym już dwie reklamy, gdyby nie mój adblock, mimo że, przepraszam, trzy reklamy, mimo że subskrybuję.
6842:  I ten artykuł generalnie właśnie podejmuje ten sam problem, który ja bez przerwy podejmuję na kanale, to znaczy to, że krytycy literaccy z jakiegoś powodu muszą mieć tego chłopca do bicia i mówić, że o, że nikt nic nie czyta, bo jeżeli będziemy mieli tego wroga, to będziemy mogli żądać więcej pieniędzy na rezydencje literackie dla poetów, którzy sprzedają cztery tomiki poetyckie rocznie.
6865:  A nie dlatego, że są popularni i na przykład ludzie ich czytają.
6871:  Więcej czytają, bo mają lektury?
6872:  Nie wątpię, Cugowski, to chodzi o sprzedaż w tym momencie, ale doceniam dowcip tak czy siak.
6877:  Rzeczywiście, mam wrażenie, że jak ludzie przestają czytać lektury, to dopiero wtedy się zaczynają emancypować jakoś kulturalnie i czytać to, co chcą absolutnie.
6886:  Oczywiście, że na nie internet ma negatywny wpływ, wszystko ma negatywny wpływ.
6889:  Natomiast nie mamy żadnych w tym momencie doświadczeń dotyczących tego, jak wpłynął na nas internet, ponieważ nie da się tego przebadać sensownie.
6897:  Żeby coś przebadać sensownie, musicie mieć lata badań, najczęściej to na bardzo dużych próbach.
6901:  W tym momencie natomiast, jak patrzymy na to, w jaki sposób wzrastają pokolenia, które się wychowały na internecie,
6907:  no to śmiem twierdzić, że na razie nie ma przypodstaw, żeby stwierdzić, że jest coś źle.
6912:  Wręcz przeciwnie, ludzie są bardziej ogarnięci, dbają o siebie, dbają o zdrowie psychiczne, udzięszczają na terapię, nie udają, że ten problem nie istnieje, dowiadują się sześć razy szybciej rzeczy, nad którymi inni ślęczeli całymi latami i jeszcze do tego wszystkiego potrafią migiem przełączać się z jednego zadania na drugie.
6929:  Oczywiście, że są pewne wady, tak?
6931:  Deficyt koncentracji, tylko ja nie wiem wcale, czy koncentracja na jednym zadaniu to jest coś, co jest przydatnym skillem dzisiaj.
6937:  Wcale mi się tak nie wydaje.
6939:  Wydaje mi się, że koncentracja na jednym zadaniu była przydatnym skinem wtedy, kiedy tempo życia było 6 razy wolniejsze i byliście takim Flobertem, który sobie zaczynał dzień od tego, że 4 godziny odpisywał na listy.
6950:  Dzisiaj Flobert 4 godziny siedziałby na fejsie i odpisywał na listy.
6953:  albo na Insta i odpisywał na listy, no bo listy teraz po prostu wyglądają inaczej.
6957:  I udawanie, że coś się jakiegoś diametralnie zmieniło w naszym społeczeństwie, bo ludzie przełączyli się z pisania w listów, tekstowanie w mediach społecznościowych, jest przejawem raczej nieznajomości historii.
6968:  wydaje mi się, niż faktycznych przemian, które się dzieją w społeczeństwie.
6972:  Jest po prostu za mało czasu, żeby nasza ewolucja się do tego dostosowała.
6976:  My dalej mamy niefunkcjonalne elementy w naszej ewolucji, jak na przykład ostatnio dentystka mi mówiła, że moje zęby, które niewłaściwie nazywamy zębami mądrości, bo to najgłupsze zęby, jakie mamy, gdyż nas bolą, są wycofywane przez ewolucję.
6989:  Ileż one są wycofywane już przez ewolucję?
6991:  No bardzo dużo rzeczy takich się zmienia, tylko że to trwa.
6994:  A my już od dłuższego czasu nie potrzebujemy tych ząbków, bo już nie ganiamy na sawannach za zwierzyną łowną.
7001:  A zatem oznacza to, że rzeczywiście, jeżeli pojawią się jakieś nasze zmiany poważne w mózgach, to musimy mieć na to jeszcze dużo czasu, a przede wszystkim musimy stwierdzić, czy te zmiany, które się będą pojawiać w mózgu, faktycznie będą wpływać źle na nasze życie.
7015:  Bo jeśli się okaże, że będą wpływać pozytywnie, albo na przykład, że aktywują się jakieś inne obszary, no to wtedy co?
7023:  Zawsze podaję ten argument zwolennikom tezy, że książki są zawsze lepsze od gier.
7027:  Jeżeli bazujemy wyłącznie na pomiarach aktywności mózgu, to nie jesteśmy w stanie udowodnić tej tezy, ponieważ mózg się świeci bardziej jak gra w grę, niż jak czyta książkę.
7038:  Oczywiście, jeżeli natomiast wczytamy się głębiej, to się okaże, że ośrodki odpowiedzialne za wyobrażanie i tak dalej, pamięć, aktywują się w większym stopniu w momencie, jak czytamy książkę, niż jak gramy w Fortnite'a, ale równocześnie będą się aktywować w takim stopniu, jak będziemy grali w grę RPG, która wymaga roleplayu, która wymaga koncentracji na, no nie wiem, tekście, tak samo jak w książce.
7061:  No więc za każdym razem, jeżeli mówimy o takich makrokategoriach jak internet, gry i tak dalej, to na tym etapie rozwoju tych mediów musimy już zacząć mówić o zjawiskach szczegółowych, wydaje mi się.
7071:  Ja na przykład byłbym absolutnie skłonny podpisać się pod tezą, że oglądanie na YouTubku jak jeden drugiego okłada pięściami, jak Wardęga to komentuje, no nieprzesadnie może wpłynąć na nasz rozwój, ale może sprawić, że ktoś się, nie wiem, rozerwie, w sensie, że wypocznie,
7089:  Nie rozumiem, ale równocześnie ja oglądam, jak małe ludziki napieprzają siebie w StarCraftie i oglądam do tego komentarz low-co.
7097:  Więc nie mnie oceniać, tak?
7099:  Równocześnie znaję sobie z tego sprawę, że obejrzenie low-co komentującego mecz StarCrafta rozwija mnie intelektualnie o wiele mniej, niż obejrzenie filmu o weganizmie Everyday Hero, albo obejrzenie najnowszego filmu Dawida Myśliwca o hejcie, albo obejrzenie filmu Johnego Harrisa na temat granic państw.
7116:  Wiem to i myślę, że po prostu trzeba być tego świadomym i dokonywać świadomych wyborów.
7121:  Trochę się będę podpisywał pod tym, co mówi Filip na bez schematu.
7124:  Chcesz konsumować wartościową kulturę?
7126:  Oglądaj recenzje, czytaj recenzentów, wyrabiaj sobie opinie, zbierz sobie recenzentów, którzy piszą rzeczy dla ciebie inspirujące albo osobowości internetowe, instagramerów, tiktokerów, youtuberów, wszystko jedno i na bazie ich decyzji, ich preferencji buduj też własne.
7142:  Jeżeli zgadzasz się w opiniach na temat jakiegoś serialu w 9 przypadkach na 10 z jakimś youtuberem, to może zaoszczędzisz czasu przy kolejnych swoich wyborach.
7149:  To samo dotyczy innych mediów.
7157:  Bardzo lubię podróżować, ale moje podróże są bardzo takie światotwórcze i świadome.
7161:  To znaczy, jak jadę do jakiegoś miejsca, to jest to bardzo starannie wybrane miejsce.
7165:  No i mam podstawową zasadę, która...
7167:  minimalizuję liczbę moich podróży, to znaczy lubię jechać do standardu wyższego niż ten, w którym mieszkam, a że miałem to szczęście, że mogłem projektować mieszkanie sam i zaprojektowałem je bardzo pod swoje potrzeby wygodnickie, to strasznie ciężko mi jest znaleźć miejsce, które będzie przyjemne, a ja nie należę do osób, które stwierdzą, że wow, że chcę strasznie jechać do, nie wiem, Turkmenistanu załóżmy i ja będę po prostu jechał na wielbłądzie i spadł, spał pod gołym niebem i tyle mi wystarczy i chcę żyć świat... nie.
7196:  Ja jestem trochę jak Herkules Poirot w tym, to znaczy jadę do miasta, muszę mieć bruk, a jeżeli się wybieram w góry czy w jakieś inne miejsce, to odpowiednio przygotowany i bezwzględnie wybieram się z jakiegoś hotelu lub schroniska i absolutnie nie będę spał pod gołą chmurką, bo to by skończyło się satyrycznie.
7212:  Jestem człowiekiem, kto jest w stanie zrobić sobie krzywdę we własnym mieszkaniu.
7216:  Więc jeżeli bym zdał się na okoliczności przyrody pod tytułem Niedźwiedź może szturmować mój namiot, to bym nie wrócił z takiej podróży.
7223:  Więc wybywam rzadko, ale podróżować bardzo lubię i przyznam wam się szczerze, że moment życia, który wspominam dobrze właśnie przez wzgląd na to, to był paradoksalnie doktorat, kiedy miałem najgorzej i miałem największą deprechę, ponieważ wtedy przynajmniej pojeździłem.
7240:  Wprawdzie jeździłem głównie na zasadzie takiej, o poznam nowe centrum konferencyjne, ale przynajmniej ono było w Toronto, a nie w Poznaniu.
7247:  Nie, żebym miał coś do Poznania, ale zróbcie coś z tym dworcem.
7251:  W każdym razie, w każdym z tych miejsc jednak poznawałem nowych ludzi, poznawałem troszeczkę nowej kultury, albo widziałem czym się różni Starbucks w Kanadzie od Starbucksa w Polsce.
7262:  I do dzisiaj w zasadzie korzystam z tych doświadczeń, które wtedy nabrałem i z takiego dystansu do rzeczywistości, bo podróże go dają i uświadamiają wam różne rzeczy, na przykład rozmawiacie z takim profesorem i narzekacie, wiecie, jak to Polak, bo to uwielbiamy robić, lubimy to robić, nie dajcie sobie wmówić, że narzekanie jest złe, to jest sztuka i trzeba umieć ją celebrować.
7281:  I narzekam sobie w rozmowie, że panie, to nie da się wytrzymać na tej polonistyce, nie pozwalają mi fantastyki czytać, a on mówi,
7288:  Gdzie wy żyjecie?
7290:  Gdzie wy żyjecie?
7291:  Normalnie mamy seminarium z ludźmi, czytamy science fiction, a potem za przecinkiem czytamy Margaret Atwood.
7297:  Co wy w ogóle, jakim cudem wy jesteście w stanie feminizm robić bez Margaret Atwood i bez fantastyki?
7302:  Ja mówię...
7304:  No tak, ja się zgadzam, ale bardzo miło to usłyszeć od kogoś, kto jest profesorem w Stanach i kto ma 80 lat, a nie, nie wiem, 20 lub 30.
7314:  Więc w tym sensie też to było otwierające doświadczenie, że pokazywało, że można i da się inaczej.
7319:  Więc podróże wieloparametrowe lubię.
7321:  Chciałbym mieć kiedyś czas właśnie taki, żeby sobie zwiedzać już w taki bardziej świadomy sposób.
7326:  Mówiąc bardziej świadomy, mam na myśli na przykład też to, że jak jadę gdzieś, to zwykle staram się, a nawet zawsze, odłożyć telefon, wyłączyć wszystkie powiadomienia, nie brać laptopa i na przykład nie robić machinalnie zdjęć, tak, że o, jestem w jakimś miejscu, to cykwocia, tylko staram się chłonąć to doświadczeniowo.
7342:  Jestem gdzieś, to oddycham tym innym powietrzem, zwłaszcza, że jestem z Krakowa, więc wiecie, powietrze jest ważne wtedy.
7349:  Patryk pisze, że właśnie składa się maturalnej, stoi przed wyborem pójścia na studia i dążeniem do marzeń jako praca nauczyciela, żeby polepszyć jej byt i teraz pytanie, czy warto się tam męczyć.
7356:  Tak.
7359:  Pod jednym warunkiem, że nie dasz sobie zabić tego marzenia i że zaakceptujesz trudną prawdę, że nikt na studiach nie nauczy cię być dobrym nauczycielem.
7366:  Nikt.
7367:  Ośmielę się stwierdzić, że gdyby były inne studia nauczycielskie w Polsce, to mielibyśmy innych nauczycieli.
7373:  Nieprzypadkowo oni tacy są, jacy są.
7375:  In gremio.
7376:  I nieprzypadkowo możecie mi powiedzieć, że no tak, ale ja miałem, i tutaj zwykle jest jednego, dwójkę, trzech nauczycieli, którzy byli naprawdę rewelacyjni,
7387:  Reszta była albo dobra, albo przeciętna, albo mówiliśmy, że byli spoko, bo przynajmniej nas nie dręczyli.
7392:  Więc to też jest problematyczne, że na przykład o innowacjach pedagogicznych ja na studia nauczycielskie uczyłem się nie metodą warsztatową, tylko metodą wykładową.
7403:  No umówmy się, to jest trochę śmieszne.
7405:  Więc kształciłbym wtedy te inne kompetencje, inspirując się na przykład, nie wiem, takimi ludźmi jak Anna Szulc czy Mikołaj Marcela, czytał ich i zastanawiał się, ojej, jak to jest możliwe, że można funkcjonować w systemie, który niby każe mi wystawiać oceny cyfrowe, a jednak tego nie robić i nie być wyrzuconym przez dyrektora.
7423:  Dyrektor też człowiek, interesują go wyniki.
7427:  Jak dowodzisz wyniki, to nikt nie jest w stanie cię ruszyć.
7430:  Więc jest to trudne.
7431:  Żeby być dobrym nauczycielem w Polsce, trzeba być świetnym wedle metryk starego systemu, ale jeszcze lepszym wedle metryk systemu, który się jeszcze nie narodził.
7441:  A zatem trzeba się stale uczyć i stale dokształcać, a ta praca w Polsce nie popłaca w sensie finansowym też, więc doradzałbym mieć sobie jakiś...
7450:  Side job, który ci da dobry dochód, bo inaczej po prostu sięgnie cię ta sama frustracja, która sięgnie na wielu polskich nauczycieli.
7458:  A dużo dobrych nauczycieli ma jakąś swoją działalność na boku i nie mówię o trzech etatach w szkołach, ponieważ trzy etaty w szkołach to jest wyrobnictwo, tylko mówię o faktycznie innej pracy, która cię rozwija.
7469:  Podeprę to jeszcze przeświadczeniem, że dobry nauczyciel to taki, który też jest w stanie zafunkcjonować na rynku pracy poza budżetówką i jest w stanie coś zrobić i coś innego rozwijać, bo to też daje niesamowity, wiesz, oddech, dystans.
7483:  Najlepsi wykładowcy, jakich znam, też na mojej uczelni mają swoje firmy i w ten sposób troszeczkę inaczej podchodzą do problemów studentów, rozumieją też to, co to znaczy dzisiaj być na rynku pracy i wychodzą z tego zaklętego kręgu.
7498:  bo samo dobrzy nauczyciele, bardzo często mi się zdarzało zdumieć na przykład, że jakiś nauczyciel, którego mega ceniłem, nie wiem, był trębaczem w orkiestrze Polskiego Radia, miałem taką jedną sytuację, bo zdumiałem się zupełnie, ale wiecie, to coś daje, tak, znaczy taka jedna rzecz, którą robicie na boku, nie musi dawać jakiegoś niesamowitego dochodu, ale przynajmniej daje odskocznię, bo praca ta zżera was, wasz najcenniejszy zasób poza czasem, którym jest kreatywność.
7525:  Więc jeśli się wypaliliście, a to jest udział chyba nas wszystkich, jako uczniowie czy jako studenci, po ilu latach?
7532:  10 latach, 12 latach, 5 latach różnie?
7536:  Wyobraźcie sobie, co po 20 latach lub po 30 latach.
7539:  Wyłącznego fokusowania się na tym, bez żadnych odskoczni.
7544:  Żeby kwestionować naukę, trzeba mieć, pisze Just Whitely, argumenty na tym samym poziomie, co sugerują naukowcy.
7549:  Jeśli ktoś ma naukowe dowody na pandemię lub czipy, to niech je ukaże światu.
7553:  Oczywiście to samo dotyczy zwolenników każdej teorii spiskowej jak najbardziej.
7557:  Nuclear annihilation, cóż za miano, dziękuję ci za trybut.
7560:  Krzysztof, czy wiesz może, czy są jakieś miejsca, gdzie można wrzucić ankiety do pracy magisterskiej?
7565:  Szczerze powiedziawszy, najczęściej to widzę na różnych grupach na fejsie tematycznych, pod jakiś typu temat, ktoś zajmuje się społecznością graczy Warhammera, wchodzi na grupki warhammerowskie.
7576:  Na tej zasadzie to widzę bardzo często i wtedy wbrew pozorom możesz trafić na całkiem sensowny odsetek dobrych i zaangażowanych odpowiedzi,
7583:  ale nie ograniczałbym się, bo nikt ci tego nie nakazuje, do kontekstu polskiego.
7587:  Siłą rzeczy wtedy zbierzesz więcej danych.
7589:  Jeżeli otworzysz się na rynki zagraniczne, nazwijmy to, i po prostu zrób tę ankietę w dwóch językach, jedną po polsku, drugą po angielsku.
7596:  Jeżeli zwłaszcza to dotyczy, bo teraz doczytałem, tabletop RPG, no to masz sytuację jeszcze prostszą.
7603:  Myślę, że gdybyś wrzucił na jakąś RPG-ową grupkę na fejsie
7606:  albo, nie wiem, na taką grupkę jak Książki Fantasy nawet, czy Polska Fantastyka i tak dalej, i tak dalej.
7611:  Tego typu grupki około fandomowe, możesz dostać bardzo dużo odpowiedzi.
7616:  Dobrze byłoby też się przejść na jakiś konwent, pogadać z ludźmi.
7620:  Może tam nawet rozdać taką ankietę, nawet w wersji papierowej.
7623:  Zdziwisz się, jak dużo ludzi ci to wypełni.
7626:  Jeszcze lepszy pomysł, skoro piszesz, jesteś studentem, piszesz, zrób prelkę na konwencie o Tabletop RPG i na początku prelki rozdaj ludziom te kartki.
7636:  wypełnią ci, będą się nudzić, bo każdy się nudzi na prelce, nawet jeżeli jest interesująca i trzeba być tego świadomym i być na to odpornym i fajnie, niech się czymś zajmą.
7643:  I zaręczam ci, że dostaniesz najbardziej merytoryczne odpowiedzi, jakie sobie można wyobrazić, bo po prostu jedziesz do ludzi, którzy się tym fizycznie zajmują.
7652:  Radek Kotarski, Włam się do mózgu, czy podczytywałem Krzysztofie?
7655:  Natomiast jeżeli chodzi o metody uczenia się, ja nie korzystam z poradników metodycznych jakichkolwiek tego rodzaju.
7662:  Stosuję tę technikę, która mnie najbardziej pasuje, to znaczy nauczanie przez doświadczenie, za pomocą map, myśli, skojarzeń i tak dalej, bo one też bardzo wpływają na mnie, na to w jaki sposób ja myślę, potrzebuję tego graficznego impulsu zwykle, więc nie korzystałem z technik, które się sprawdzają dla innych ludzi.
7680:  Jak zgłaszać nadużycia kadry na uczelni, żeby z jednej strony być wiarygodnym, z drugiej nie ryzykować zemsty?
7684:  Na piśmie trzeba się podpisać, ustne skargi nic nie zmieniają.
7687:  No oczywiście, że musisz się podpisać, co gorsza, jeżeli jest się wzywanym do komisji dyscyplinarnej, to się zeznaje imiennie, natomiast komisja dyscyplinarna co do zasady nie ujawnia.
7697:  Ale co do zasady, problem polega na tym, że trzeba zapewnić sobie wcześniej jakieś wsparcie i zwykle polecam odwołanie się do sieci rzeczników praw studenta.
7708:  Nie wiem, czy jest już strona ich, ale ostatnio słyszałem od rzeczniki praw studenta, która jest na AG, że jest coś takiego.
7716:  studia.gov.pl, Rzecznik Praw Studenta, no to jest przy parlamencie studentów, no to jest jedna rzecz, ale oprócz tego są przy każdej uczelni, czy powinny być przy każdej większej uczelni takie stanowiska jak Rzecznik Praw Studenta i wtedy po prostu on powinien pośredniczyć w tej skardze.
7731:  No nigdy nie wystawiajcie się na atak w pierwszej linii frontu.
7735:  Wpierw zróbcie tak, corpus adeptus mecanicus, nie wysyłamy najcenniejszych
7742:  magów, znaczy magos oni się nazywają, prawda, z adeptus mecanicus na linię frontu.
7748:  Wpierw puszczamy skitarich, wpierw puszczamy, no brutalnie powiem, mięso armatnie zaprawione w bojach, a nasze najcenniejsze zasoby zostawiamy na tyłach.
7757:  Więc jeżeli ktoś jest zaprawionym w bojach rzecznikiem, zna prawo
7761:  Jest nie do ruszenia na większości uczelni, jest w jakiejś sieci prawników, zwykle to są też prawnicy niezależni, no to jego puszczasz na linię frontu, żeby przyjął pierwsze ciosy i żeby też ciebie chronił jako źródło, bo jeżeli sami się będziemy w to angażować, no to będziemy też sami na polu boju i nikt nam nie pomoże.
7779:  Przepraszam, przepraszam, na dworze boju.
7786:  Musiałem.
7787:  No więc poważnie już mówiąc, Rzecznik Praw Studenta i druga rzecz, jeżeli zgłaszasz coś do jakiejś osoby jednej na uczelni, to dotyczy też nie uczelni, tylko szkół.
7796:  Zamiast zgłosić do dyrektora, zgłaszacie do dyrektora i to samo pismo do wiadomości kurator.
7801:  I jest taka magiczna formuła, że jak piszecie podanie, to w nadawcy wpisujecie dwa nazwiska.
7807:  Żeby wiedzieli oni...
7809:  że ich poinformowaliście równocześnie i to oni będą siebie szachować następnie, nie wy, nie wy, bo będą wiedzieli, dobra, jak ja nie zareaguję, a on o tym wie, że do mnie to też dotarło, to ja będę mieć problemy, bo nie zareagowałem.
7823:  Jeżeli z tego będzie jakaś śmierdząca sprawa, to wtedy kurator będzie wiedział, że ja nie zareagowałem, pomyśli dyrektor.
7829:  I to samo pomyśli profesor, który równocześnie został poinformowany o czymś razem z dziekanem, prodziekanem, prorektorem i rzecznikiem praw studenta, na przykład.
7839:  Więc korzystajmy z potęgi, moi drodzy, tej blank carbon copy w mailach albo wielu nadawców w podaniu.
7845:  Podanie nie musi mieć jednego nadawcy.
7848:  Cieszę się, Jaguar, że się przyjemnie słucha.
7850:  Staram się maksymalnie, żeby mój głos nie był przesadnie piskliwy i nie sprzęgał i tak dalej, dlatego...
7858:  Czynione są różnego rodzaju inwestycje nagłośnieniowe.
7861:  Mam nadzieję w przyszłym roku ogarnąć końcówkę adaptacji akustycznej tego pokoju, żeby wyeliminować ostatnie ślady pogłosu.
7870:  Plan jest też taki, żeby poeksperymentować z nowymi mikrofonami.
7872:  Zobaczymy, czy się to uda.
7876:  A propos wypalania się młodzieży, Gancu jeszcze pisze, że u mnie zawsze było powtarzane, że muszę się uczyć i planować życie, bo jak będę żył?
7883:  Przez to nie miałem dzieciństwa, a bez dzieciństwa nie poznam dorosłości.
7886:  Bardzo mądre zdanie swoją drogą, ale pamiętajcie, że utracone dzieciństwo jesteśmy w stanie pielęgnować w dorosłości, po prostu jak odkryjemy swoje wewnętrzne dziecko.
7895:  To jest druga rzecz w naszym wnętrzu, którą możemy mieć.
7897:  Tak sobie to wyobrażam.
7899:  Mamy wewnętrznego strażnika, który nam mówi...
7902:  To masz robić, tym masz być, tyle masz zarabiać, masz być lepszy od innych, masz rywalizować, masz zbierać majestony, zbierać punkciki, całą rewizję, to wszystko, tak?
7913:  Ale równocześnie możecie mieć sobie wewnętrzne dziecko, które mówi, że to jest właśnie ten moment dzisiaj, kiedy rzucam absolutnie wszystko i robię najdurniejszy projekt życia.
7925:  Na przykład taki, jak oglądałem dzisiaj dosłownie na kanale Nerdforge,
7932:  Mianowicie, no czemu by na przykład nie odpalić sobie projektu w postaci zrobienia jak Martina z kanału Netforge, gigantycznej wersji całego koła czasu Roberta Jordana, ale w jednej oprawce.
7947:  No oczywiście, że to jest idiotyczny projekt, ale jaki cudowny!
7950:  No przecież jak ja na to patrzę i jeszcze patrzę później na efekt końcowy, trochę wam zaspoiluję film, ale jest po prostu rewelacyjny, bo tak to wyszło na samym końcu, no to nic się tylko tym zachwycić, a zgodzicie się pewnie, że nie jest to rzecz, która brzmi racjonalnie, tak?
7965:  O, a co by było, gdybyśmy zrobili jedną książkę w oprawce, ale tak naprawdę to będzie 12 tomów.
7971:  Ani to jest przydatne, ani to nie jest sensowne, więc wiecie.
7976:  Wywnętrzne dziecko, jak dla mnie najlepsze rzeczy wtedy wychodzą.
7981:  Krzysztof jest przylagowany.
7982:  Oczywiście, że Krzysztof jest przylagowany, dlatego że wstał o godzinie 9.
7984:  Cieszę się, że ja w ogóle jestem w stanie mówić.
7988:  Równocześnie Lejmonajt pisze, że Krzysztof jest podejrzanie spokojny.
7992:  Więc widzicie, jeden rabin powie tak, drugi rabin powie tak.
7995:  Rawek pisze, że dzięki opowieści o rzeczniku praw studenta udało się nakłonić osobę, aby tam napisała kwestię odpluskwienia pokoju w akademiku. ...
8008:  Dlaczego?
8009:  Dlaczego takie rzeczy istnieją?
8011:  Dlaczego w ogóle trzeba było interweniować?
8013:  No rany boskie.
8014:  Akademik odmawiał i zadziałali.
8019:  Odpluskwienie.
8020:  Ale mam nadzieję, że to chodziło o pluskwy... Boże, czy ja naprawdę chcę powiedzieć to zdanie?
8024:  Mam nadzieję, że to chodziło o pluskwy w sensie żyjątka, a nie o pluskwy podrzucone przez ruski wywiad.
8029:  Bo nie wiem, co gorsze.
8034:  Dramat.
8036:  Tak właśnie pisze Alex B., miałem takie lata nastoletnie, że dziś w wieku 27 cały czas mówię, że nie mogę się doczekać, aż będę nastolatką, bym chciała jeszcze trochę pobujać się tak, nastolatki bujają.
8045:  I zawsze można, naprawdę.
8047:  Tylko trzeba po prostu zamknąć czasem oczy i uszy na różnego rodzaju uwagi i spojrzenia ludzi, którzy mają już tylko swojego wewnętrznego strażnika, a nie mają wewnętrznego dziecka.
8057:  Yukisane pisze, że Martina użyła prawdziwych liści złotych.
8061:  Luźno tłumaczone i to daje cudowny efekt.
8063:  Tak, to chodzi o to.
