🔴 Ćwiczę pamięć, by umieć zapominać | LIVE #6
🔗 https://www.youtube.com/watch?v=SivTj36l0BQ

8:  Dziękuje za uwagę.
8011:  Ponieważ możecie tego nie wiedzieć, ale w holistycznej twórczości mamy również muzykę.
8018:  I teraz pozwolicie, że zamilknę.
8093:  Dzięki za oglądanie!
8131:  Zdjęcia i montaż
8169:  No, moi kochani, tak to wygląda u nas.
8172:  Gratki serdeczne dla bardzo złośliwego człowieka.
8176:  Widziałem wszystko, co pisaliście, skojarzenia przepiękne.
8179:  Zawsze jak słyszę te aranżacje, dowiedziałem się, że to jest Lira Korbowa.
8184:  to widzę siebie właśnie w karczmie tuż przed wyruszeniem na piękną przygodę, taką jak na przykład w ostatniej recenzji mojej, której nikt chyba nie zobaczył, najgorzej klikający się film na YouTubie, ale cieszę się z niego ogromnie, że go zrobiłem, ponieważ Vox Machina, The Legend of Vox Machina jest jedna z najlepszych animacji, jaką widziałem absolutnie.
8205:  Mega mi się ona podoba i cieszę się strasznie, że została mi polecona na to tak absolutnie.
8210:  Przefantastyczna sprawa, moi drodzy.
8213:  Troszeczkę nieuczciwie jest, bo dłużej słuchaliśmy Hermaneliga niż oglądaliśmy grafiki, ale widzicie, to są te różnice w medium, prawda?
8224:  Tutaj musielibyśmy przejść na Art Station, więc tego nie będę robił, bo nie mogę tego powiększyć.
8230:  Przepraszam strasznie, ale doceniam bardzo, bo Serpentaurus, przeciekawy pomysł, przeciekawy pomysł absolutnie na Monstrum.
8239:  Pewnie, że zdolni widzowi Livio.
8240:  No właśnie o to chodzi.
8241:  Pomyślałem, że wreszcie trzeba zacząć o tym mówić, bo tylko cały czas wspominam, że link do kolistycznej agencji eskapistycznej w opisie jest fajnie.
8249:  Nie!
8249:  Jest tak fajnie!
8250:  To znaczy, to jest jedna z najbardziej fantastycznych, wspierających się społeczności, jaką widziałem w całym swoim życiu.
8256:  I pewnie, że budowa miasta w grze Cities Skylines to również sztuka, zwłaszcza, że połowa filmów, które się pojawiają na YouTubie, to jest budowanie jakiejś utopii, prawda?
8264:  Żeby ona była symetryczna, architektonicznie złożona i właśnie spełniała wytyczne idealnego miasta.
8271:  Więc pewnie, tylko w formie jakiegoś screenshotu.
8272:  Mamy zresztą specjalną sekcję akurat na to, to znaczy są screenshoty z gier wideo, też można tam to zamieścić, żeby
8278:  nie myliło się z twórczością, która jest, że tak powiem, oddolna w pełni.
8288:  Wróciła epicka muzyka swoją drogą.
8290:  Lecimy dalej, moi drodzy.
8291:  Art Walk przedstawiający... Czy ja dobrze rozpoznaję, że to jest... Nie, to nie jest... To jest Bennett?
8296:  To nie jest Bennett.
8297:  Nie, to jest Kazucha.
8299:  Kazuchara Kazucha to jest.
8301:  Tak, absolutnie.
8303:  Cieszy się Sukofit, że się powoła społeczność.
8305:  Nie no, no społeczność jest niesamowita, absolutnie.
8307:  Co sądzę o muzyce w Nier Automata, jest przepiękna.
8310:  Z tej strony poznałem tę grę samą.
8313:  Absolutnie.
8316:  To jest Arataki Itto?
8318:  To nie... Krzysztof nie jest na bieżąco w gęsi.
8322:  Nie wygląda jak Kazucha!
8328:  Wygląda jak kazucha zupełnie, nie krzyczcie na mnie.
8330:  Wielkie nieba.
8332:  Follow the White Rabbit.
8333:  I teraz, teraz... Haha!
8335:  Haha!
8336:  Tylko, że nie The White Rabbit.
8337:  Widzicie, co mi to od razu przypomina?
8340:  Nie, nie, to mi nic nie przypomina, to jest po prostu świetne.
8342:  To, to mogła być spokojna okładka płyty, ja nie żartuję w tym momencie.
8349:  Czućcie, że mu się dogadają?
8350:  Boże, jak czaty się strasznie oburzyły na pomylenie Arara takiego z kazuchą.
8356:  Ty, żeś kazuchę widział.
8358:  Wielkie nieba.
8360:  I tutaj wjeżdża Dominika Klimczak na białym rumaku.
8365:  Dominika, czyli autorka Emoji.
8367:  Poproszę trybutariuszy na czatach o stosowne zajamniczenie autoportretem Dominiki, ponieważ zwyczaj nasz...
8379:  Więc należy.
8383:  Twórczość chlebowa mile widziana.
8385:  Twórczość to twórczość, moi drodzy.
8386:  O, proszę.
8387:  Proszę bardzo.
8388:  Tak właśnie.
8389:  To jest więc tak.
8390:  Dominika miała w którymś momencie taki pomysł, żeby nagrać też swoją aranżację tej pieśni Priscilla i to była okładka do niej.
8400:  Lecimy dalej.
8401:  Jeden ze starszych artów.
8402:  Postać dla znajomego z uniwersum Witch.
8405:  O, oglądałem.
8406:  Proszę, proszę.
8407:  I lecimy.
8410:  I nawet pamiętam tę postać.
8412:  Nie mam zielonego pojęcia, jak miała na imię, ale pamiętam.
8420:  Wielkie nieba i Alpharem jeszcze przed premierą drugiego sezonu na usprawiedliwienie.
8426:  Jeżeli to jest kredkami zrobione, a z tego, co widzę, to tak, to propsy za skill.
8433:  Swoją drogą, przeciekawe, zobaczcie, że to samo zdjęcie było ewidentnie inspiracją, a zupełnie inne wykonanie.
8441:  Przepiękna sprawa.
8445:  A właśnie, jak chcecie posłuchać tego krótkiego wykonania Wilczej Zamieci w wykonaniu Dominiki, to ma ona na swoim kanale na YouTubie je właśnie w formie shortu.
8459:  Jamnik!
8462:  Jamnik!
8466:  Jamnik!
8470:  Wspaniale!
8474:  To jest ewidentny jamnik.
8476:  No i teraz, moi drodzy, przygotujcie się, znaczy nie odpalam z Art Station, ale...
8481:  Savigo, zaraz zobaczymy, zaraz zobaczymy to, bo to, co się tutaj podziało, jest absolutnie niesamowite, ale musiałbym zmienić ustawienia obieca, żeby wam to pokazać, nie wiem jak, więc na razie wizualizacja, wow, to mi przypomina klimatem, wiecie co, The Good Place serial, a w drugiej kolejności przypomina mi klimatem, cóż, Utopię, też był taki serial Utopię, jeśli mnie pamięć nie myli i to był dobry serial, to był dobry serial.
8512:  Niesamowite jest zróżnicowanie tych technik, które wykorzystujecie.
8515:  Ja jestem absolutnie tym faktem zachwycony.
8517:  Doceniam, bo to jest twarz z płomieniem.
8519:  Bardzo doceniam twarz z płomieniem.
8522:  I nawet to już zrobiłem.
8524:  I tutaj, słuchajcie, od Sue Caulfield.
8527:  Hello, miałem pojawić się pierwszym skończonym projektem na zlecenie, ale z tym poczekam, dopóki nie będzie wydrukowany, bo to grafika na samochód.
8534:  Więc zamiast tego pochwalaj się swoimi projektami.
8536:  Zrobiłem po prostu tak dla siebie.
8540:  Nie mam zielonego pojęcia, jaka to jest technika, ale jestem w szoku.
8548:  Co to jest za technika?
8550:  Mamy su na czatach?
8553:  Good place, niby skąd to skojarzenie?
8556:  O, i gdy zapanował jogurt, racja.
8558:  Czysto kolorystyczne.
8561:  Ale to jest nieprawdopodobna technika, absolutnie.
8564:  Strasznie chętnie o tym posłucham, jak to jest zrobione.
8567:  Możecie dodawać, swoją drogą, jeżeli macie jakieś bardzo oryginalne rzeczy do zapostowania w Holistycznej, to możecie dodawać, jaką to jest techniką zrobione.
8575:  My jedziemy od najnowszych postów, absolutnie.
8578:  Dobra.
8580:  Tutaj mamy, o proszę, skromne podsumowanie streamu z Red Dead Redemption 2, więc jest i fanart.
8586:  To jest, moi drodzy, abyście nie wiedzieli, biedna malaria, czyli prześladowany przeze mnie koń, który został nazwany malarią z tego względu, że ma malaryczne usposobienie.
8595:  A to jest plan kolejnej animacji o Spidermanie, która uwzględni też postać kapitana Ameryki.
8602:  Dzieje się rzeczy niesamowite, moi drodzy.
8604:  Absolutnie.
8606:  A to mi przypomina opowiadanie Grabińskiego pod tym Szalona Zagroda.
8609:  Tak, było takie.
8610:  Było takie, absolutnie było.
8614:  Jest i sowa.
8616:  Magda M1 zresztą bardzo często publikuje różne rzeczy, ale ja, ponieważ już widzę w tle coś, nie jestem w stanie się skupić na sowie, ponieważ widzę jamnika.
8624:  To jest następny jamnik, który jest na piedestale.
8627:  Jest wspaniały, absolutnie.
8633:  Malaria ma malaryczne usposobienie i umaszczenie równocześnie.
8636:  Tak jest.
8642:  I to jest następny fanart do malarii.
8643:  Z jakiegoś powodu Discord cenzurował chrapy końskie.
8646:  Nie wiem, z jakiego powodu, ale możemy się teraz przekonać, czy YouTube zrobi to samo.
8649:  Więc tak, to jest malaria, zdecydowanie, nie wiem, czy to jest malaria, ponieważ tutaj nie rozpoznaję w tym siebie i to może dobrze, ale jest fajny content, naprawdę, podoba mi się.
8665:  Nie klikam w różne linki, bo wiecie, jest problem z powiększeniem wtedy.
8669:  To jest wow.
8672:  I to publikuje Marta, która pracuje razem z tym Jackiem, pojawiającymi się zresztą często na streamach growowych, nad grow.
8679:  I to jest faktyczny concept art do gry wideo, w którą będziecie mogli zagrać w którymś momencie.
8684:  Więc... No ja się nie mogę doczekać, słuchajcie.
8687:  Gwarantuję, że zrobimy... No może być nawet krótki, jako feature stream, ale jeżeli będą w naszej twórczości...
8694:  w obrębie naszej społeczności powstawać gry wideo, w które ja będę chciał zagrać, to jest ten jeden warunek, więc to nie może być na przykład zręcznościówka, to chętnie, naprawdę chętnie.
8705:  Nie działa link do Discorda z opisu?
8707:  Powinien działać, jeśli nie Hexagon, to spróbuj z innego streamu, ale wydaje mi się, że powinno być okej, bo on był generowany świeżo.
8720:  Zastanawiam się, jak daleko... O!
8721:  I moi drodzy, na tym sobie dzisiaj prawdopodobnie już 20 minut to robimy, ale to muszę wam też pokazać.
8728:  I do tego jeszcze raz ściszę muzykę, bo przygotujcie się na coś epickiego.
8734:  To jest od Savigo.
8742:  To jest konsept.
8746:  Render.
8747:  Niesamowity.
8765:  Brama Isztar, tak jest.
8773:  Ja mogę tylko wyrażać swój nieustanny zachwyt tym, co tu się dzieje.
8778:  Zwłaszcza, że w Babilonie to ja bym bardzo chętnie się pojawił.
8782:  Miałem nadzieję na to w Eternalsach, ale wiecie jak to jest.
8790:  Jeszcze reżysersko jest fajne, bo się kończy wyjściem na zewnątrz.
8796:  Więc wspaniałość absolutna.
8799:  Holistyczna Agencja Eskapistyczna.
8801:  Polecam, polecam zdecydowanie.
8804:  Holistyczną twórczość.
8805:  Możecie znaleźć nam nawet karty z opisami
8810:  postaci rodem z Bestialiusza, to jest, nawiasem mówiąc, coś, co też robię na warsztatach światotwórczych ze studentami często, coś absolutnie niesamowitego.
8818:  Więc, moi drodzy, będziemy sobie, tak, będziemy sobie prawdopodobnie wracać do tego segmentu, tak sobie myślę.
8825:  Dajcie mi tę grę, prawda?
8826:  Ja też bym ją chciał, bo widzę, że się Wam podoba i tutaj z kolei jest grafika liniowa, czyli coś, co ja bardzo lubiłem zawsze robić, bo ja nie znosiłem, jak ktoś mi mówił, o, to też rzecz, która możecie pamiętać ze wszystkich lekcji plastyki i podobnych,
8840:  Mianowicie, o, o, o, o, a, gdzie, dlaczego nie ma tu, a, tu wypełni, tu musi być zarysowane, cały rysuneczek musi być zarysowany.
8850:  Dostawałem szału, bo ja właśnie chciałem zrobić sylwetkę postaci Elo do następnej, nie?
8854:  Bez sensu kompletnie.
8856:  Są nowsze posty jeszcze, wielkie nieba.
8858:  No dobra, ale musi coś być na następny raz, moi drodzy, więc wiecie.
8862:  Może sobie na sam koniec, na pięć minut my zjedziemy rzeczywiście na dół.
8866:  To jest, to jest wow po prostu.
8868:  Przefantastyczna sprawa.
8871:  Widzę, że też dodajecie bardzo słusznie swoje hasztagi na Insta.
8874:  Róbcie tak.
8877:  Tu jest coś, co mi się już kojarzy stylistycznie z tym, co widzieliśmy wcześniej, więc prawdopodobnie to jest ta sama osoba, więc wow, tu mamy kolejne studium.
8889:  Wesemir?
8892:  Ale to jest orczy Wesemir.
8895:  Tak, to jest Orczy Wesemir.
8898:  I Wielkie Nieba, drobiazg oczywiście.
8900:  Czyli widzicie, litota jest silna w społeczeństwie, to nie wygląda na drobiazg, to wygląda na bardzo dopracowaną rzecz od Luny Rabbit.
8908:  Propsy znowu za kolorystykę, bo to jest coś wspaniałego absolutnie.
8914:  Basiu, wpadasz w dobrym momencie, w ogóle ktokolwiek wpada w tym momencie, to wpada w fantastycznym momencie, bo oglądamy grafiki z holistycznej twórczości w holistycznej agencji eskapistycznej.
8923:  Pytujecie, dlaczego jest weryfikacja przez numer telefonu?
8926:  Z bardzo prostego powodu, mianowicie w ten sposób jesteśmy w stanie uniknąć botów, natomiast nikt nie przechowuje z nas tych numerów, nie jesteśmy w stanie tego zrobić nawet, gdybyśmy chcieli, zresztą nawet po co.
8935:  Więc ta weryfikacja jest tylko po to, żeby uniemożliwić spamerom dołączanie, bo spam był pewnym problemem na samym początku na YouTubie.
8942:  Tu mamy dinożaury.
8944:  Każda sekcja artystyczna, gdziekolwiek, bez dinożaurów, to jest sekcja stracona.
8949:  Muszą być dinożaury.
8953:  Tak, zawsze myślałem, że podlew ten rysunek, plastyczka kazała mi wypełnić tło, które chciałem zostawić białe, prawda?
8958:  No właśnie.
8959:  Czasem jest tak, że tło jest istotne, tutaj na przykład tło jest istotne i ono ma zostać, a czasem nie.
8966:  I to jest aż tak proste, prawda?
8970:  O, to jest...
8973:  Nie musicie nawet mówić, że to jest to miejsce na to, że usuniecie, jeżeli się nie będzie podobało.
8980:  Nie chodzi o to.
8981:  Zawsze sztuka jest po to, żeby wywołać emocje.
8983:  I to jest przepiękne.
8984:  O, i tutaj mamy jeszcze tę animację poklatkową, która się miała pojawić.
8988:  To jest przycisze, bo nie wiem, jak to jest z copyrightami.
8992:  Wiecie, jaki to jest problem zawsze.
8994:  Gdzie smoki?
8994:  No właśnie!
8995:  Gdzie smoki?
8997:  Powinny być smoki.
8998:  Przepiękna animacja.
8999:  Dlaczego ja wam jej nie powiększam?
9000:  Jestem beznadziejnym człowiekiem.
9002:  Powinienem bym to powiększyć.
9010:  Anekdotka z plastyki w podstawówce.
9011:  Prowadzący zawsze miał pretensje, że wszystko robię zbyt dosłownie, to pewnego dnia jak zaczęliśmy narysować smoka, to narysowałem jajo, smok się ładuje.
9018:  Cudowne!
9019:  To mi przypomina, jak moja ciotka narysowała w ten sposób konia.
9021:  To znaczy narysowała kitę końską i powiedziała, że koń sobie już poszedł.
9025:  To jest przepiękne.
9028:  Cytując Shailivesti, what about dragons?
9030:  Albo hiksund dracones, tu żyją smoki.
9037:  przepiękne rzeczy.
9038:  Dobrze, moi drodzy, teraz tak, czaty, na 3 lutym zatrzymaliśmy się, 3 lutego, przepraszam, więc następnym razem będziemy musieli nadrobić w dół, ale mówicie, że się pojawiają rzeczy też na samiuteńkim dole, co mnie wcale nie dziwi, więc zjedziemy, sobie przełączę mysz na szybszą wersję.
9058:  Dużo, dużo obejrzeliśmy.
9060:  Wielkie nieba, miecz zrobiony w blenderze.
9063:  Mieliście rację, żeby tutaj zjechać.
9065:  Pojawiło się, pojawiło się w trakcie tego, jak tutaj jesteśmy, nawet bardzo dużo rzeczy się pojawiło.
9070:  Co mnie, co mnie cieszy, co mnie cieszy, że się pojawiło, bo społeczność chce.
9074:  Ale pokoloruj całość, nie wyjeżdżaj za linię, prawda?
9078:  Tutaj jest, tu jest ten miecz w blenderze.
9079:  Nie, no to jest, wiecie co, taki miecz, to jest coś, co ja mógłbym mieć.
9084:  To jest coś, co ja mógłbym mieć absolutnie.
9087:  No, to jest coś, co ja mógłbym mieć.
9090:  Pod warunkiem, że z tej świetlistej kuli wystrzeliwałby jakiś ognisty albo laserowy chociaż pocisk.
9098:  Jestem w stanie to przeżyć.
9101:  A Just Stop Motion YouTube to było twoje?
9103:  No to ja się cieszę, że tu zamieściłeś.
9107:  Przefajna rzecz.
9108:  Restauracja by moja zdolna siostra.
9110:  Ja tylko minimalnie pomagałem, patrzcie jaka zdolna.
9114:  Wow!
9115:  Konserwacja zabytków i sztuki to jest coś absolutnie niesamowitego.
9120:  Widziałem kiedyś na Voxie chyba, to jest kanał, którego nie przestanę Wam polecać, długi film na temat tego, jak bardzo to jest trudne.
9128:  To jest bardzo trudne.
9135:  Okej, teraz mój Star Warsowski nerdgasm jest, zawsze chciałem mieć coś takiego, więc idziemy dalej.
9147:  O, Gundamy zawitały, no wiedziałem, że zawitają Gundamy, musiały zawitać Gundamy.
9153:  Marcinowi się przypomniały warsztaty ze Światu Ursus?
9155:  Cieszę się, że się przypomniały.
9157:  Marcinie, który to był świat, pamiętasz?
9159:  Pamiętasz, który to był świat, który robiliśmy?
9161:  Kiedyś wam pokażę światy, które robimy na zajęciach.
9165:  Ooo!
9167:  Znowu inny styl.
9169:  Bardzo mój duch animkowy w tej chwili się obudził.
9175:  Bardzo się obudził.
9176:  Jest smok!
9178:  Jest smok!
9179:  Wreszcie!
9179:  Tak, bardzo dobrze!
9181:  Znaczy nie, drugi smok, bo Magda M1 już miała smoka jednego.
9184:  Bardzo dobrze.
9186:  Bardzo mnie to cieszy.
9224:  Są rzeczy zabawne.
9227:  Są rzeczy niezabawne.
9232:  Jest też w odróżnieniu od tego, co widzieliśmy wcześniej, jest też sztuka.
9236:  Istnieje też sztuka, prawda?
9239:  Trolling level master, czapki z głów.
9241:  Tak, to prawda, tu muszę to przyznać.
9244:  Przepiękna sprawa.
9245:  Material art tak zwany.
9249:  Nie wiem, kto śmiał, ale nie wiem.
9253:  Rozmówimy się później.
9255:  Nie, żart oczywiście.
9256:  Nie, tak naprawdę to nie.
9258:  Nie, żart.
9259:  Tak naprawdę to nie.
9261:  Jamnik!
9262:  Jest dużo jamników.
9263:  To zobaczę później, bo mam pewne podejrzenia co do możliwej użytej muzyki.
9268:  Na szybkości pochwalę się pancerzem, postapo, który właśnie zrobię, Lisu Workshop na Instagramie.
9273:  Zaglądacie na Lisu Workshop.
9275:  Niesamowita sprawa, absolutnie.
9277:  Robicie rzeczy, które są niezwykłe.
9281:  I jest następna seria smoków.
9284:  Kiedyś umiałbym je nazwać, dziś już nie umiem.
9286:  Wydaje mi się, że to jest ten Archeopteryx, ale mogę się mylić.
9290:  A czym jest ten drugi dinożaru?
9292:  Nie mam zielonego pojęcia.
9294:  I jeszcze Digital Art dla Was.
9296:  O, wywołaliśmy Hatifnaty i mamy groźną wersję, upgrade'owaną Hatifnatu.
9301:  Wiecie, to jest tak jak w Heroesach 3.
9303:  To znaczy, przeklęci troglodyci od troglodydów różnili się tylko upierzeniem.
9310:  Muzyka z filmie z live'a wczorajszego.
9311:  Tak, tak, tak.
9313:  To jest muzyka z playlisty The Epic Dachshund.
9318:  Nie mam pojęcia, czy to kiedyś publikowałem, taki szybki projekt.
9319:  Studio Muzyka w blenderze zrobione.
9321:  Ooo!
9323:  Przepiękne sprawy.
9325:  W ogóle ja... O, to jest coś, co ja bym strasznie chciał się nauczyć, to znaczy digital artu.
9329:  Bardzo bym się chciał nauczyć.
9330:  Pozdrowienia dla Krzysztofa od Kamui Cosplay.
9332:  Proszę bardzo.
9336:  Dzięki za pozdrowienia i pozdrawiam również serdecznie.
9339:  I właśnie, cosplay to jest kolejna rzecz, która jest nie uwzględniana jako sztuka, co doprowadza mnie do absolutnego szału.
9346:  To jest Heroes 3!
9352:  To jest Heroes 3, wywołałem Heroes 3, to jest Bastion!
9358:  To jest Bastion!
9361:  Poznam wszędzie ten... O, i proszę bardzo, i gif pixelartowy jeszcze.
9368:  Dobra, moi drodzy.
9370:  Pół godziny minęło.
9372:  Dużo jest już tego wszystkiego.
9374:  Wracamy, moi drodzy, do Q&A.
9379:  Więc mam nadzieję, że zachęciłem was do tego, ażeby, wrócę do naszego ambientu, zaglądać na holistyczną agencję skapistyczną.
9388:  Ba!
9389:  Mam nadzieję, że zachęciłem was do tego, żeby być w Holistycznej Agencji Eskapistycznej, udzielać się w Holistycznej Agencji Eskapistycznej i robić fajne rzeczy, które robimy.
9396:  Przerzucę wasz czat na główny ekran.
9400:  Krzysztof pamięta.
9400:  Nie wiem, co Krzysztof pamiętał, ale... A, Bastion.
9404:  Nie no, Bastion.
9405:  Oczywiście, że Bastion pamiętam.
9406:  Jak mogę nie pamiętać Bastionu?
9407:  Przecież Heroes 3 to jest gra legenda absolutna.
9412:  No, więc będziemy... Spodobało się wam z tego, co widzę, więc to dobrze, będziemy sobie powtarzać ten nasz segment i tak, a teraz coś dla was będę miał za niebawem, ale to musicie jeszcze trochę wytrzymać.
9427:  Zaadresujemy sobie jeszcze troszeczkę pytań i potem przejdziemy sobie do ostatniej rzeczy, którą na was dzisiaj przygotowałem, żeby nie było tak monotonnie i nużąco, że tylko sobie gadamy i gawędzimy, ale to bardzo lubię.
9444:  Czy parodiami z papieżem się można pochwalić?
9448:  Pytacie człowieka, którego społeczność regularnie świętuje 21.37, to już za godzinę, wysyłaniem jamniczych emoji papajowych i zwiększaniem Jan Pawlanu Kremówczanu na czatach.
9465:  Na moich renderach skończyłeś.
9466:  No proszę, Gnajfi, dzięki za trybut.
9468:  Gratulacje serdeczne.
9469:  W ogóle gratulacje dla wszystkich, których prace widzieliśmy.
9473:  I robię to też po to, żebyście pamiętali, że sztuka nie jest od oceniania.
9478:  Nasze prace nie są od oceniania, ale to nie znaczy, że nieważny jest feedback.
9482:  Jeżeli na przykład macie jakieś rady dla osób, które dopiero zaczynają prace plastyczne, a jesteście bardziej doświadczeni,
9488:  Poradźcie, ale wtedy, kiedy jesteście proszeni np.
9491:  o opinię.
9492:  I to jest najlepsza rzecz, jaką można zrobić, a nie ocenianie, że o, teraz zrobimy topkę, które było najlepsze.
9498:  Najgorsza rzecz, jaką można zrobić w świecie absolutnie.
9501:  Krystian pisze, bardzo podobała mi się Twoja debata z kanałem Pająki, czy można liczyć na podobne inicjatywy z przyszłości?
9506:  Tak, zawsze, jak tylko ktoś mnie zaprosi.
9508:  Ja mam taki przykry zwyczaj przyjmowania tych zaproszeń i potem mówienia tego, co myślę.
9512:  Ehm.
9517:  Krzysztof zobaczył mojego fanarta z Red Deada, mogę umierać.
9519:  Krzysztof wszystkie rzeczy widzi w holistycznej twórczości, tylko Krzysztof nie zawsze reaguje.
9525:  Spokojnie Marcinie, będą następne rzeczy potem.
9527:  Dzisiaj Discord agencji przeżywa oblężenie.
9529:  I bardzo dobrze, tak ma być, tak ma być.
9533:  Czy znam sytuację na PPUZ?
9535:  Błagam rozwijajcie akronimy, mam alergię na nie.
9538:  psik, z czym zmagały się studenci w Nowym Targu.
9541:  Myślę, że potrzebny jest rozgłos o tym w mediach społecznościowych.
9543:  Jeżeli jest coś, to potrzebuję materiały na ten temat i najlepiej właśnie na Discordzie w kanale Edukacja, tam zwykle wysyłacie mi takie rzeczy.
9549:  Dziś się dowiedziałem z tego kanału, czy wczoraj na temat tych problemów w Toruniu na uniwersytecie, więc absolutnie.
9557:  Krzysztof musi pamiętać, żeby wrócić do 3 lutego.
9559:  Jaki był kod do sejwu?
9561:  451.
9561:  Teraz będzie tak z rozmiarem rękawiczki.
9564:  Też byłem tormentowany na czatach pytaniem o rozmiar rękawiczki łęckiej i nawet go pamiętałem przez jakiś czas.
9569:  Na szczęście już mi ta bezużyteczna wiedza z głowy wyleciała całkowicie.
9574:  Pytanie inne, jak sobie radzić z rozstaniami?
9576:  Nie jest to dla mnie sytuacja nowa, chciałbym posłuchać opinii kogoś, kogo zdanie cenie.
9582:  To jest długi proces i rozmawiasz akurat z człowiekiem, który miał takich parę sytuacji w życiu i najdłuższa z nich była przetrawiana przeze mnie przez rok.
9598:  I należy być przede wszystkim spokojnym, myśleć wtedy bardzo dużo o sobie i starać się maksymalnie nie rozpamiętywać.
9605:  To są trzy najlepsze rzeczy, które można zrobić.
9607:  Na pewno nie ma co się rzucać wtedy od razu w nowe przygody, bo wtedy można skrzywdzić drugiego człowieka.
9613:  Ale tak, zdecydowanie trzeba myśleć wtedy o sobie.
9617:  Zdecydowanie.
9620:  Jak się nazywa słabość do elokwentnych ludzi?
9624:  snobizm?
9625:  Nie, żartuję.
9626:  To nie jest ta kwestia, żeby patrzeć na to, że ktoś jest elokwentny albo jest rudytą i mieć do tego słabość w takim znaczeniu, żeby jakoś sobie wyrzucać to.
9638:  Jeżeli ta słabość jest natury takiej, że chcemy to posłuchać i jest nam miło, to jest fajnie, póki nie jest to, wiecie, sztuka dla sztuki, dlatego powiedziałem, użyłem słowa snobizm, bo najgorsza jest sytuacja, w której jesteśmy na wykładzie na przykład i ktoś mówi mądre rzeczy, ja tak kiedyś miałem i sobie pomyślałem, Boże, bycia
9653:  tak mówić, używać takich trudnych słów.
9656:  To nie chodzi o to.
9657:  To chodzi o to, co chcemy przekazać.
9658:  Ja mam tak szczerze powiedziawszy, że jeżeli używam jakichkolwiek słów, jakie są trudne, dlatego staram się zawsze robić przecinek i wyjaśnić, to dlatego, że nie znajduję w moim mózgu szybko ekwiwalentu, czyli odpowiednika danego takiego słowa, nie?
9673:  Sapiofilia, mówicie, Matt Peterson.
9675:  Nie znałem czegoś takiego.
9676:  Jak mi się podobała rozmowa z Szymonem, Szymon mówi.
9678:  Bardzo mi się podobała, ale wiecie, no trudno, że mi się bardzo nie spodobała, bo głównie mówiłem ja.
9683:  Lubię takie sytuacje, kiedy głównie mówię ja.
9686:  Ale Szymon jest dobrym słuchaczem i bardzo mnie to zaskoczyło, nie?
9689:  Że ktoś, kto ma w kanale Szymon mówi, jest też Szymonem, który słucha.
9695:  I tutaj moje duże propsy, bo
9697:  To jest zawsze najbardziej komfortowa osoba, najbardziej komfortowa sytuacja dla osoby zaproszonej, jak zapraszający
9706:  oddaje przestrzeń swoją.
9708:  To jest bardzo cenna umiejętność i to jest w najlepszych kanałach, które specjalizują się w wywiadach widoczne.
9714:  Na przykład w 7 metrach pod ziemią też.
9716:  Ja do dzisiaj nie wiem, jak wciąż ma na imię prowadzący 7 metrów pod ziemią.
9720:  Mimo, że go mega cenię, uważam, że jest jednym z lepszych dziennikarzy w Polsce.
9723:  Więc tak, to jest ideał rozmowy, jeżeli chcemy sobie wyobrazić, że dajemy takie...
9729:  Czasem polemika, czasem pytanie, ale zostawiamy dużo przestrzeni.
9732:  Czy czytałem serię o Lichotku autorstwa Jana Ogliwiego?
9735:  Ogliwiego znam, ale Lichotka nie kojarzę, ale Ogliwiego na 1000% znam.
9742:  Czy korzystam z jakiejś aplikacji do organizacji pracy?
9744:  Asana, Trello, Slack, Google Keep.
9752:  Evernote, no jest tego dużo, w zależności od tego, czego potrzebuję.
9756:  Korzystam z mrowia aplikacji do organizacji pracy, oczywiście też kalendarze Google i tego typu rzeczy, dlatego bardzo wysoko sobie cenię możliwości łączenia tych aplikacji w jedną.
9768:  Jak bardzo obrazoburcze mogą być?
9770:  Wiecie, sztuka może być obrazoburcza oczywiście, tylko pamiętajcie, że Discord ma akurat wewnętrzne mechanizmy cenzorskie, które nie zależą od nas.
9779:  Jaki jest problem na UMK?
9780:  Google nie pomaga.
9781:  Umówiliśmy o tym Livio na samym początku.
9782:  To jest raczej rzecz, która na Facebooku wypłynęła.
9785:  Ja to dzisiaj linkowałem w publicznym poście, więc możecie zobaczyć.
9790:  Ja Facebook używam głównie do tego, żeby tam share'ować rzeczy, które ktoś mi przyśle, albo po to, żeby informować o nagraniach.
9797:  To nie jest moje medium wyboru.
9799:  Moim medium wyboru jest w tym momencie Discord i do holistycznej agencji wchodzę bez przerwy, a w drugiej kolejności się pojawiają często na Twitterze.
9810:  Prowadzący 7 metrów pod ziemią to Rafał Gębura.
9812:  Wiedziałem, że ktoś mi to przypomni.
9813:  Bardzo dobrze.
9816:  Krzysztof, powiedz to Stanowskiemu.
9819:  Wycofywanie się i nigdzie zdorzenie.
9821:  Wiecie, to zależy, co się sprzedaje.
9823:  Na przykład Piotr Kraśko ma tego rodzaju styl prowadzenia wywiadów, czy Tomasz Lis, że nie wiecie, kto został zaproszony, ale wiecie, że rozmawiają Piotr Kraśko i Tomasz Lis.
9831:  To jest cecha dziennikarzy w Polsce, a Michał Stanowski ma też wykształcenie dziennikarskie i takie doświadczenie i to po prostu czuć.
9842:  Polscy dziennikarze, a amerykańscy dziennikarze to jest zupełnie co innego.
9845:  Jest powód, dla którego polskich dziennikarzy nazywam codziennikarzami za Terrym Pratchettem.
