🔴 Czemu w bezklasowym społeczeństwie robi się klasyfikację? | LIVE #22
🔗 https://www.youtube.com/watch?v=y8mS87EXGeg

1:  Cześć.
7616:  Zawsze złościłem ludzi tym, że jako prymus krytykowałem bycie prymusem.
7620:  No i na takiej samej zasadzie teraz, tak?
7622:  Jeżeli krytykuję bycie ideologiem, który głosi kazanie, to nie mogę tego zrobić w formie kazania.
7630:  Najciekawszy koncept zaświatów.
7635:  Jedno to będzie opowiadanie, które wam czytałem i to jest najbardziej przerażające dla mnie opowiadanie o piekle, czyli Neil Gaiman to inni.
7642:  Jeżeli chodzi natomiast o koncept zaświatów, który był w drugą stronę, to znaczy bardzo urokliwy, wściekle mi się podobało to, co było u Tada Williamsa w Szczęśliwej godzinie w piekle.
7657:  Ale pierwszy tom to brudne ulice nieba.
7661:  Główny bohater jest aniołem Bobby Dollark, który rozwiązuje zagadki kryminalne i okazuje się, że nagle odpływają dusze i nie wiadomo gdzie.
7667:  Bardzo ciekawe założenie światotwórcze i przyjemny koncept zaświatów.
7671:  A ambitny koncept zaświatów macie u Filipa Pullmana.
7675:  Tu nie muszę pokazywać książki, bo pewnie wszyscy znacie z serialu, albo kojarzycie, mianowicie Zorza Północna, Northern Lights, innymi słowy His Dark Materials, Mroczne Materie.
7685:  Tam jest najbardziej oryginalny koncept zaświatów, z jakim się spotkałem.
7690:  I ostatni, który też często przywołuję, ale już od takiej strony nekromantycznej, będzie u Garfa Nixa w całym cyklu Abhorsen.
7698:  Parę razy wam opowiadałem już o tym, to jest eufemizm, bo pewnie na każdym live'ie, ale kocham tę książkę absolutnie.
7704:  Zaczyna się chyba od Sabriel?
7709:  Nie, zaczyna się od Lirael.
7711:  I idea jest taka, to jest ta książka, Garfnix wydało to wydawnictwo literackie, wyobraźcie sobie, pewnie przez przypadek.
7717:  W każdym razie, tak nie lubię wyboru wydawnictwa literackiego, jeżeli chodzi o literaturę, którą wydają, ale zaraz wam opowiem dlaczego, jeżeli nie zapomnę.
7726:  Idea jest taka, że nekromanta za pośrednictwem dzwonków, które są w stanie wydawać określone tony, pęta duchy, ale równocześnie ma zdolność wejścia do czegoś w rodzaju zaświatów takich starogreckich i przechodzenia przez kolejne katarakty na rzece umarłych.
7742:  Im dalej się zapędzi, tym większe i potężniejsze duchy tam znajduje, na przykład duchy skazańców czy morderców.
7750:  Ależ to jest dobrze zrobione.
7752:  I teraz, czy ja sobie przypomnę to?
7754:  Oczywiście, że sobie nie przypomnę tego, co sobie miałem przypomnieć, wiedziałem, że tak będzie.
7760:  Miasto i miasto, China mi villa.
7762:  Tego nie czytałem, Xenophanes, ja czytałem tylko z baslagu, ze świata baslagu czytałem Dworzec Perdido, Perdido Street Station i Toro Morze.
7771:  ze światu Lovecrafta?
7773:  Ciężkie pytanie, Destiny.
7774:  Wydaje mi się, że to u Lovecrafta jest zbyt, wszystko zbyt przenika.
7778:  Czy znam kanał The Chalker?
7779:  To jest oczywiście, te piosenki w tematyce gier i memów, absolutnie tak, polecam również, obawiam się, że nie mogę wam tego pokazać na live z uwagi na copyrighty, ale, ale tak, bardzo polecam kanał.
7790:  Od razu wam pokażę, w czym rzecz jest i w szczególności, w szczególności polecam, taki cudowny, a po prostu możecie zobaczyć, że śledzę na bieżąco,
7802:  mianowicie It Just Works z Toddem Howardem, tak.
7806:  Jeżeli ktoś śledzi Bethesdę i śmieje się z tego, co Bethesda robi i śmieje się z Todda Howarda, to generalnie dwie polecajki.
7813:  Luke Stevens, to jest kanał gamingowy, Luke Stevens jest na tyle złośliwy, że ma taki wycięty profil Todda Howarda, którym macha we wszystkie strony.
7823:  No i zresztą nie muszę mówić, od razu pierwszy film
7826:  Todd shares some disappointing Starfield News, to o czym dyskutowaliśmy dzisiaj.
7831:  I told you so much, tutaj Tola Howarda.
7834:  Luke Stevens to jest naprawdę jeden z fajniejszych w tej chwili krytyków gamingowych.
7838:  Bardzo, bardzo cenię sobie jego opinię, nawet jeżeli się z nią nie zgadzam, a może właśnie dlatego, że się z nią często nie zgadzam, a czasami się bardzo zgadzam.
7849:  Absurd Uczelni Wyższych, Aleksandra Krzyżanowska pisze, władze Wydziału Chemii UAM zabraniają włączenia urządzeń chłodzących, jeśli temperatura w pomieszczeniu nie przekroczy 27 stopni.
7858:  Mam nadzieję, że mierzą to za pośrednictwem stosownej aparatury, że wynik ten jest następnie przechowywany w kajecie, kajet jest zamykany w sejfie, następnie absolutnie nie jest digitalizowany.
7870:  Może chłodzić tylko do 27 stopni, nie niżej.
7872:  Praca w labie chemicznym przy takich temperaturach, gdy odnikie parują, to sama przyjemność.
7876:  Nie mówiąc już o tym, że to może być, no po prostu niezdrowe.
7882:  Potrzeba filmu odnośnie studiów doktoranckich.
7884:  To chyba będzie jeden z pierwszych, których zrobię, bo jeszcze póki mam na świeżo to wszystko i póki się mogę wystarczająco zdenerwować, a dobrze wiecie, że jest to konieczne, więc jeżeli chodzi o studia doktoranckie, to będzie raczej dla każdego coś przykrego.
7895:  Szykuję się też z filmem o tym, żeby nie studiować.
7900:  Ale będzie ryk.
7902:  Dla samej perspektywy tego, jaki będzie ryk, chętnie to zrobię.
7906:  Mroczne fantazy z gęstym klimatem.
7908:  Ostatnio polecałem Tima LeBona z mroki.
7910:  Chyba się to nie zmieni, bo niewiele więcej rzeczy od tamtego czasu poznałem.
7915:  Krzysztof, zrób jakieś fotki regału, nabawiasz się kontuzji ręki od ciągłego sięgania.
7919:  Sięganie jest fajne, a jeżeli chodzi o fotki regału, to tak, planuję to wkrótce zrobić na Insta, wrzucić, ale ja nie znoszę robić zdjęć.
7926:  Robienie zdjęć jest bez sensu.
7928:  W Afryce ludzie wierzą...
7930:  że jak robicie zdjęcia, to wydzieracie duszę.
7933:  Przyjmijmy, że wierzę właśnie w to, że ja nie chcę nikomu odbierać duszy, nie zamierzam do tego doprowadzić, więc ja dlatego nie robię zdjęć.
7941:  Wcale nie chodzi o to, że po prostu nie znoszę tego procesu.
7944:  Zresztą to jest zabawne, mam kamerę za jakieś ciężkie pieniądze, kupione za wszystko, co mi dajecie w ramach wspierania.
7950:  Jeszcze raz dziękuję.
7952:  I ona jest na statywie tutaj, tak?
7954:  Znaczy każdy fotografik, który by zobaczył, o Jezu, Sony FX30, dlaczego ty tego nie używasz, nie wyjdziesz z tym w miarę?
7960:  Nie chcę!
7961:  Nie będę patrzył na świat przez obiektyw, to obiektyw ma patrzeć na mnie!
7967:  Taka jest hierarchia wartości, taki jest porządek dziobania.
7970:  Nie będę ja sługą jakiejś maszyny!
7973:  Julia N. Dzięki za wsparcie od 12 miesięcy.
7975:  Pozdrowienia z Ntwknawch.
7979:  Nowe technologie w kryminalistyce.
7980:  Pozdrowienia Julio również.
7982:  Ojej, rozwinąłem skrót.
7984:  I dzięki ci za wsparcie jeszcze raz.
7986:  Krzysztof, youtuberzy nie mają duszy.
7988:  To dlatego, że zrobi im się często zdjęcia.
7994:  Flash is weak.
7995:  Absolutnie zgadzam się.
7996:  Jak tylko będzie możliwość zrobienia jakiejś cyberpunkowej augmentacji, to chętnie.
8002:  Oklepany schematy fantasy, jaki lubię najbardziej.
8004:  Magus ognia, który spopiela.
8006:  Chcę więcej magów ognia, którzy spopielają.
8009:  Andrzej Sapkowski w rękopisie znalezionym w Smoczej Jaskini.
8013:  To jest ta rzecz, która jest wciąż najlepszą książką na temat fantasy, jaka istnieje.
8017:  Powiedział słusznie dla wielu twórców, że no niedobrze jest mieć takiego bohatera, który wymachuje po prostu mocą i jest potężny.
8026:  Dajcie mi więcej powieści, w których bohater wymachuje mocą, jest potężny.
8030:  Ja tego bardzo potrzebuję.
8033:  Filipie, dzięki za trybut.
8034:  Czy masz jakąś radę na skupienie się podczas czytania książek z fabuły po polskim?
8037:  Nie czytałem książek przez wiele lat i tak jest tego efekt.
8039:  Spróbuj cichą muzykę ambientową.
8041:  Jeżeli nie muzykę, to udźwiękowienie.
8044:  Niektórych ludzi uspokaja okrągle deszczu, innych ludzi, nie wiem, jakiś szum wiatru.
8049:  Miej dźwięk, bo jesteśmy przebodźcowani, potrzebujemy wielu strumieni,
8054:  komunikacyjnych wokół nas.
8056:  A zatem, jeżeli czytasz, to jest nienaturalna sytuacja dla mózgu.
8059:  Siedzisz nad białą kartką, gdzie są żuczki, od czego Johann Sebastian Bach, nawiasem mówiąc, stracił wzrok.
8066:  Haha.
8066:  A więc, moi drodzy, oficjalnie książki wywołują ślepotę.
8071:  Ja czekam na stanowisko WHO w tej sprawie, ponieważ Johann Sebastian Bach oślepł.
8075:  To nie jest wcale tak, że oślepł dlatego, że czytał przy wątłym lichtarzu.
8080:  No nieważne.
8081:  A zatem powinniśmy zadbać o to, żeby ten akt czytania był fajny.
8086:  Ja zwykle sobie jeszcze da jakiś pledzik.
8089:  kakałko albo herbatuszka, jakiś talerzyk z żarełkiem dobrym.
8098:  I wiecie, wokół tego się robi taki rytuał, proces miły, przyjemnie to oddziaływa na naszą psychikę.
8107:  A jeszcze jak do tego sobie włączysz udźwiękowienie, to już jest prawie tak, abyś grał w grę.
8112:  Ja tak do tego zawsze podchodziłem, mnie to bardzo pomagało, do tego stopnia, że do dzisiaj tak sobie uświadamiam, jak dawno to już robię.
8118:  Jak przywołam sobie w pamięci moje wycieczki do babci, do domu, w którym była Margit Sandemo, saga o Czarnoksiężniku, to ja pamiętam sagę o Czarnoksiężniku przez to, że słuchałem zapętlonej muzyki Johna Williamsa, Chamber of Secrets, z filmu Harry Potter i Komnata Tajemnic.
8137:  i do dzisiaj mi się to kojarzy z Margit Sandemo.
8140:  Tak samo Archiwum Burzowego Świata przesłuchałem przy utworze Jeremy'ego Solaniol w całości, bo ja bardzo lubię zapętlone utwory, więc na mnie to działa mocno.
8151:  Jak to jest być Bethesdą dobrze?
8152:  Todd Howard powie, że na pewno dobrze, it just works.
8156:  Największa wada eskapizmu jako metody radzenia sobie z rzeczywistością?
8160:  Możesz przesadzić casualification, tak, i odciąć się od ludzi.
8163:  Ale dlatego polecam otaczanie się ludźmi, którzy robią dokładnie to samo, co ty, to znaczy też lubią eskapizm i w ten sposób nie masz tego problemu.
8170:  Naprawdę.
8172:  Cover, dzięki za wsparcie od 9 miesięcy.
8174:  Dzięki za polecenie Teatru Węży Agnieszki Hałas.
8177:  A ja ci dziękuję za wspomnienie o Teatrze Węży, ponieważ to jest dark fantasy i mogę go polecić śmiało.
8182:  Nawet mi nie mów, kapiąca woda to najbardziej denerwujący dźwięk świata.
8185:  Dla mnie też księżyc.
8186:  Ja nie znoszę dźwięku deszczu.
8188:  Nie rozumiem ludzi, którzy go lubią.
8189:  Dla mnie deszcz jest okropny, ponieważ mam parapety metalowe, więc to wiecie, taki siąpiący, skapujący deszczyk, plum, plum.
8196:  To w moim wydaniu jest coś takiego.
8200:  No ja się od razu uspokajam, jak tego posłucham, ja chcę więcej!
8204:  Więcej deszczu!
8206:  Aaa, ten spokój, który okrywa moją znękaną duszę!
8212:  Wspaniałe, wspaniałe uczucie, cudowne.
8215:  Ech, więc może rozumiem, jeżeli ktoś mieszka w Bieszczadach, wychodzi sobie na zroszoną trawę i ściąpi mu deszczyk, to pewnie jest to uspokajające.
8225:  Nie, nie dla mnie.
8227:  Mnie nawet deszczometal uspokaja, nie wiem jak to robić.
8231:  Moja opinia za koniec drzewa pomarańczy.
8232:  Odpadłem od tego szczerze ci powiem, niks niks, ale zacząłem czytać, jest fajne, światotwórcze, ale do tego trzeba mieć więcej czasu, podejrzewam.
8238:  Muszę to wchłonąć na raz i wtedy wrócę do tego tematu.
8243:  Mam okno dachowe przy B. W zależności od stopnia padającego deszczu jestem lekko poddenerwowany lub ostro wkurwiony.
8248:  Ja właśnie też pracowałem przez całe życie na poddaszu.
8251:  Może to jest ta kwestia, moi drodzy.
8254:  Uczyliście gramatyki z międzywojennego podręcznika.
8256:  Gdzie taki znaleźć?
8257:  W bibliotece.
8258:  Klemensiewicz nijaki.
8260:  Znaczy, Klemensiewicz pisał w latach 60., ale on się opierał na tym międzywojennym podręczniku, więc ja tak do tego dotarłem.
8267:  I polecam.
8267:  Klemensiewicz jest spoko.
8269:  Tylko to już jest, wiesz, no, trąci myszką, bo trzeba o tym pamiętać.
8272:  Ja jednak miałem w tym pewne wsparcie na studiach.
8277:  Działa podobna do Ever People Gaimana.
8279:  Ciężko mi powiedzieć cokolwiek na ten temat, z tego względu, że to jest bardzo unikatowe dla mnie opowiadanie.
8286:  Ni w życiu nie przeczytałem czegoś równie dobrego.
8289:  Ale wiesz co, mogę ci polecić prozę J. Gay Ballada.
8292:  Mam go dalej, więc nie miałem jak pokazać, ale pokażę wam w necie.
8299:  J. G. Ballard, który bym znalazł.
8302:  J. G. Ballard, co ja mówię?
8305:  J. G. Ballard, gdzie on jest?
8310:  Czy jest jakieś polskie wydanie, które bym znalazł?
8314:  Nie ma.
8315:  Może w grafice znajdziemy jakieś sensowne.
8319:  To był chyba coś z chmurami.
8321:  O, mam, mam, mam, mam, mam, mam, mam, mam, mam.
8323:  To jest to, moi drodzy.
8325:  Rzeźbiarze chmur.
8326:  Rzeźbiarze chmur.
8327:  Balarda.
8328:  To jest prawdopodobnie James Graham, ale nie dam głowy.
8332:  Imperium Słońca też jest.
8333:  Wieżowiec to swoją drogą jest rzecz, na podstawie której był film High Rise.
8339:  Polecam swoją drogą i film, i książkę.
8343:  Ale super!
8343:  Tymczasem.
8344:  Ile książek czytam na rok?
8345:  Nie liczę.
8363:  Być może to jest sekret czytania szybkiego.
8366:  Nie zajmować się buchalterią i zliczaniem tego robieniem statystyk.
8370:  Ale tak średnio ci mogę powiedzieć, że czytam 100 stron na godzinę mniej więcej.
8374:  Czasem 150.
8376:  W zależności od tego, jakie jest tempo, ile opuszczam, bo mnie nudzi, ile jest rzeczy, które są powtarzalne, czy jest napisane potoczyście, czy nie.
8385:  Jeżeli jest proza trudna, to wtedy się automatycznie czyta wolniej.
8388:  Przy okazji Sebulbie dziękuję serdecznie za bycie Jamnikołajem i podarowanie pięciu szczęśliwcom i szczęśliwczyniom i szczęśliwcum wsparcie, czyli zdolności wysłania jamników na czatach.
8401:  Wspaniałość.
8403:  Nie wszyscy.
8403:  Już nie.
8404:  To już nie jest prawda.
8404:  W latach 90., tak, po drugie, to naprawdę nie jest dobre, że wszyscy mają studia wyższe, nie uważam, żeby to było dobre, uważam, że to jest szkodliwe na dłuższą metę.
8423:  Wszyscy ludzie, z którymi rozmawiałem z zagranicy, i to już naprawdę jest duży kwantyfikator, bo nieważne, czy rozmawiałem o tym z Holenderami, czy z Francuzami, czy z Amerykanami, wszystko jedno.
8434:  Każdy się dziwił, dlaczego w Polsce jest tak, że ponad 50% ludzi uważa, że ma mieć wyższe wykształcenie, że to, nie wiem, 20%, 15% to ma sens.
8442:  Inaczej po co nazywać to wyższym, nazwijmy to ogólnym.
8447:  Albo jeszcze lepiej, moi drodzy.
8449:  Obywatelskie wykształcenie.
8452:  Matura daje wam obywatelskie wykształcenie, zrobicie maturę z matematyki, dostajecie automatycznie stanowisko w dowolnej korporacji, gdzie jest wymagana obecność matematyka.
8462:  Pisaliście polski?
8463:  Proszę bardzo, zostajecie z automatu pisarzem.
8466:  Albo redaktorką.
8468:  Proszę bardzo, od razu.
8469:  Po co rozmowy kwalifikacyjne w pracy?
8471:  Przecież one są niepotrzebne.
8472:  Skoro nie mamy egzaminów wstępnych na studia, to po co rozmowy kwalifikacyjne i jakieś CV śmieszne?
8478:  Matura to jest przecież bardzo poważny egzamin.
8480:  Wszyscy zdają sobie sprawę z tego, że to jest świadectwo niebywałej profesji i...
8487:  mistrzostwa, więc czemu by, od razu ja myślę na stanowisko głównego menadżera, albo menadżera projektu, dyrektora korporacji, jeżeli o, na przykład ktoś pisał maturę z przedsiębiorczości, proszę bardzo, rozwiązany problem z managementem wyższego i średniego szczebla w Google'u.
8503:  Możemy od razu ludzi wziąć jeden do jednej, wystarczy tam, zrobią sobie kurs internetowy wcześniej, będzie git.
8509:  A jeżeli nie, to w takim razie wróćmy do egzaminów wstępnych na studia.
8514:  Ile punkcików trzeba, żeby dostać się na studia doktoranckie?
8518:  Zależnie, cytrus, od tego, gdzie aplikujesz.
8521:  W tej chwili akurat nie ma czegoś takiego jak studia doktoranckie, jest szkoła doktorska i miejsc w szkole doktorskiej jest mniej i chwała Bogom, że jest ich mniej, bo studia doktoranckie były straszną patologią dla wszystkich i właśnie o tym bym pewnie powiedział w filmie.
8534:  Więc moje stanowisko jest takie, że trzeba po prostu sprawdzać, jakie są wymagania w poszczególnych szkołach doktorskich na różnych uczelniach, bo różnie z tym bywa, więc moja rada jest jedna, nie ciułać punkcików, tylko robić tyle, ile jesteś w stanie.
8548:  Ja robiłem tyle, ile jestem w stanie, nie ciułałem, znaczy inaczej, ciułałem na stypendia, ale nie po to, żeby mieć dorobek.
8557:  Dorobek sobie kształtowałem sam i założyłem sobie, że jeżeli chcę mieć dorobek w dziedzinie, to muszę mieć artykuły we wszystkich najważniejszych czasopismach w tej dziedzinie.
8566:  I pod koniec studiów doktoranckich miałem.
8569:  Takie było moje założenie.
8571:  A przed pójściem na studia miałem w dwóch czasopismach, które są uznawane za absolutnie kluczowe dla rozwoju dyscypliny, dwa teksty.
8578:  No czyli w sumie dwa teksty w tych dwóch czasopismach.
8580:  I to wystarczyło w zupełności.
8582:  Więc absolutnie bym się nie kierował punktami, bo cholerne punkty i tak dalej, to jest dokładnie to samo, co za cenami.
8587:  Zamiana celu na środek do jego osiągnięcia.
8591:  Czy Geiman pisze lepsze opowiadania, czy powieści?
8593:  Moim zdaniem opowiadania o Kruczycieniu.
8594:  Dokładnie tak samo jak Sapkowski.
8596:  Sapkowski pisze przepiękne opowiadania, natomiast jeżeli chodzi o powieści, no to jedynie Trylogia Husycka zrobiła dla mnie duże wrażenie.
8603:  Przy okazji nadają trybuty.
8606:  Nka, dzięki za wsparcie od 5 miesięcy.
8607:  Jakie najbliższe plany na agrowe streamy?
8609:  Kończymy Diablo 4, fabułę, potem sobie robimy jakąś jedną rundkę po dungeonach z Rysławem i Filipem z Bez Schematu i z Bez Życia.
8617:  Filip teraz już jest z dwóch miejsc, będę musiał go tytułować podwójnie.
8621:  Następnie
8622:  Idziemy w kierunku Warhammera pewnie, bo będzie coś nowego.
8627:  W sierpniu jest planowany, nie Divinity, tylko Baldur's Gate 3, ale tak naprawdę to będzie Divinity Baldur's Sin, ponieważ robi to Larian Studios.
8635:  We wrześniu wychodzi bardzo dużo rzeczy i zobaczymy co pierwsze.
8639:  Prawdopodobnie wrzesień będzie mocno cyberpunkowy.
8642:  bo będziemy Phantom Liberty ogrywać, równocześnie wychodzi Starfield, zobaczymy, może sobie ogramy na jednym streamie, ale tak jak mówię, ja jestem artystycznie niepodniecony tą grą, kompletnie.
8653:  Ja nie jestem w stanie się wcielić w jakiegoś komandosa, który sobie lata stateczkami i spotyka ludzi, ojej, ojej, jakie to jest ekscytujące!
8664:  Chcę spotkać więcej ludzi, bo na planecie Ziemia jest ich za mało!
8669:  Dajcie mi jakieś science fiction, gdzie nie będę mieć jakichś głupich obcych, ksenomorfów, dajcie mi więcej ludzi, okej?
8677:  Nie chcę żadnych Jedi'ów i Sithów, dajcie mi więcej łowców na gród!
8682:  Więc ja nie znoszę tej tendencji współczesnej, dlatego Starfield nie wywołuje we mnie żadnych emocji.
8688:  Halo, co innego, nie?
8689:  Bo tam jest przynajmniej w uniwersum się dzieje.
8691:  Starcraft to samo, też są obcy w uniwersum.
8694:  Mass Effect to samo, więc nieprzypadkowo mi się podoba.
8697:  Ale jeżeli jest science fiction, które nawet nie umie sobie zainteresować, tylko po prostu, no, eksploracja kosmosu, no to ja mam takie mech.
8705:  No i potem będzie Space Marine 2 i to jest na 1000% na kanale też ogrywane.
8711:  To tyle, jeśli chodzi o plany growe.
8713:  Nie snuję bardziej szczegółowych.
8715:  A, jeszcze w 4.0 Genshin'a będzie w międzyczasie.
8721:  W rozmowie można idealnie wyczuć, pisze Randy Fox, że rozmawia się z człowiekiem kompetentem na taki temat, co w takim razie sądzi, że egzaminie ustnym.
8727:  Jestem wielkim zwolennikiem egzaminów ustnych, sam tak egzaminuję na drugi stopień, na studia drugiego stopnia, czyli studia magisterskie na Wydziale Humanistycznym i pochlebiam sobie, że przyszli do nas bardzo fajni ludzie.
8740:  którzy swoją drogą nie mieli wcale wysokich wyników z matur.
8744:  Jakżeż to jest wymowne.
8745:  Sawa Skaje z Jamnikołajką dziękuję serdecznie za podarowanie jamniczego wsparcia Sawa.
8751:  Bardzo dziękuję za wsparcie kanału i społeczności.
8756:  Wojtek Pszczoła chciałby się pochwalić, bo Pasieka w tym roku prowadzi się świetnie, idzie nam coraz lepiej, właśnie kręcimy z narzeczoną Miodek Spadziowy.
8762:  To wiesz co, Wojtku, polecam ci tematyczne opowiadanie Nila Geimana.
8767:  I teraz, żebym zapamiętał, jaki jest tytuł.
8772:  To było coś właśnie o pszczołach, tylko... Ach, ach!
8778:  Śmierć i miód.
8779:  Śmierć i miód Nila Geimana.
8781:  To jest... Powiedzmy, że to jest o pszczołach, ale jest też o Sherlocku Holmesie.
8787:  Moim zdaniem to wspaniale, pisze księżyc, że ludzie chcą się rozwijać w jakimś kierunku, który ich interesuje, więc nie hejtuje studiów.
8792:  Ja też nie, absolutnie.
8793:  Tylko to jest kwestia tego, że na studia po prostu nie powinno się zmuszać ludzi, żeby szli.
8798:  Studia to jest decyzja, tak samo jak decyzją jest pójście na szkolenie, albo decyzją jest pójście do pracy, albo decyzją jest zrobienie sobie jakiegoś kursu.
8807:  To są wszystko decyzje, które podejmujemy, bo chcemy się sami rozwijać.
8811:  Natomiast pójście na studia, bo trzeba iść na studia, to jest postawa zła.
8816:  Potrzeba dobrego serialu, jeszcze taki z dzichu, którego odcinek trwa po 20 minut, żeby nagradzać za czas spędzony na naukę do sesji.
8823:  A nie animca, dobrze?
8825:  Poleciłbym ci Bastarda, ale nie wiem, czy nie jest za bardzo jurny.
8829:  Chociaż z drugiej strony, jurność między nauką do egzaminów?
8833:  Polecam.
8834:  Czy z tytułu Orhamela będzie w końcu czytany traktat o szale magicznym?
8837:  Bądźmy profeministyczni.
8838:  Czemu by nie?
8840:  Trzeba byłoby kiedyś.
8841:  Jak rozpoznać, czy po rozmowie o pracy przepuszczą mnie dalej?
8843:  Czekanie na odpowiedź po rozmowie jest okropne.
8845:  No, rozumiem cię.
8847:  Wiesz, to ciężko powiedzieć, bo rekruterzy są szkoleni, żeby nie pokazywać po sobie zbyt wielu rzeczy, więc trzeba mistrzowsko odczytać różnego rodzaju sygnały, a ja ci przyznam, że mimo, że dość dobrze czytam ludzi, to i tak nie byłem w stanie za bardzo rozpoznać, co ludzie myśleli na mój temat właśnie w takiej sytuacji egzaminacyjnej czy rekrutacyjnej,
8864:  bo autentycznie na to nakłada się dużo czynników, po pierwsze właśnie to doświadczenie rekrutowania, rozmawiania z ludźmi i tak dalej, a po drugie to, że jednak sporo osób no ma inne rzeczy na uwadze.
8877:  Ja na przykład miałem kiedyś taki egzamin, to było straszne, w Pałacu Staszica w Warszawie, nie pozdrawiam, gdzie był ostatni etap Olimpiady Literatury i Języka Polskiego,
8887:  No i wiecie, ja jak to ja, a wizard is never late, w związku z powyższym Krzysztof się pojawił tam o godzinie siódmej czy ósmej, tak, bo nie byłem w stanie oczywiście wyzbyć się jeszcze tych nawyków szkolnych, a to było przecież w czasach licealnych, więc dla mnie takie wstawanie było naturalne i oczywiście równie naturalne było pójście natychmiast do toalety i wyrzyganie się z tego tytułu, a następnie biegunka smacznego wszystkim, którzy jedzą.
8911:  Więc potem, jak już wszystkie czynności fizjologiczne były za mną, to moje następne 10 godzin w Pałacu Staszica wyglądało tak.
8926:  Non-stop.
8927:  Jak chodziłem jak tygrys w klatce i czekałem na swoją kolej.
8930:  Więc od razu to była głupota, teraz to wiem, trzeba było sobie iść na spacer albo gdzieś, ale wiecie, to jest trochę tak jak na dworcu, kiedy dostajecie informację, że przepraszamy naj... O, nie, nie, nie, przepraszam.
8941:  Najmocniej przepraszam, pociąg do Cmentarnic Rozmokłych jest opóźniony o 160 minut.
8948:  Prosimy zwracać uwagę na informację i nie skakać z peronów.
8954:  No i co?
8954:  No i pójdziecie sobie do kawiarni, tak?
8957:  No nie pójdziecie, ponieważ oczywiście, że jeżeli ten pociąg przyjedzie, to rzeczony pociąg będzie wtedy odjeżdżał momentalnie, nie?
8965:  To znaczy on się zjawi na tej stacji, trzy minuty i jedzie.
8969:  Więc nikt, kto się oddalił, żeby sobie kupić hot-doga albo napić się czegoś, nie będzie tego, więc ludzie sterczą na tym peronie, prawda?
8976:  Więc ja dokładnie tak samo miałem w tym cholernym pałacu Staszica, sterczałem tam i czekałem na swoją kolej i w końcu byłem już tak zmęczony, że mnie wpuścili do sali, to ja powiedziałem, co wiedziałem, a było tego akurat niewiele na dany temat, a potem zobaczyłem, że komisja jest znudzona, przerywają mi i widziałem bardzo wyraźnie w ich twarzy, że chcą iść na kawę.
8999:  No więc oczywiście dostałem zero punktów.
9002:  Punkcików, bo trzeba było kogoś udupić.
9007:  No i co, to było sprawiedliwe ocenianie?
9009:  Oczywiście, że to było niesprawiedliwe ocenianie i po jednej i po drugiej stronie był dyskomfort i ten dyskomfort został nierozpoznany, ponieważ sytuacja została wytworzona sztucznie, dlatego trudno jest wyczuć rekruterów czy egzaminatorów.
9021:  Michale, dzięki Ci za wsparcie i trybut.
9023:  Witam Krzysztofie, pozdrowienia z ostatnich dni na WUM-ie.
9027:  Pewnie jakiś uniwersytet medyczny, ale jaki, nie mam pojęcia.
9030:  Co sądzisz o pomyśle rozwiązania przez czat GPT lekarskiego egzaminu końcowego?
9034:  No wiesz co, nawet sam robiłem na ten temat materiał, wtedy kiedy czat GPT 3,5 jeszcze rozwiązywał egzaminy medyczne w Stanach Zjednoczonych, więc jeżeli robimy w ten sposób egzaminy, że maszyna jest w stanie je zdać, a człowiek nie, to być może powinniśmy się przestać ścigać, bo w wyścigu zawsze maszyna wygra.
9052:  To była teza mojego filmu.
9054:  Na ile ona się przyjmie, nie mam zielonego pojęcia.
9057:  Na razie widzę dwie tendencje, to znaczy z jednej strony jest brechtanie z AI i robienie sobie żartów i traktowanie tego jak zabawki, a z drugiej strony widzę ludzi, którzy mówią, zakazać, zakazać, nie wolno!
9069:  Jedno i drugie jest głupotą.
9071:  Jedyne, co należy zrobić, to uwzględnić, jaką zmianę wytwarza to w naszej rzeczywistości.
9076:  Artur Kurasiński, który swoją drogą jest jednym z polskich startupowców, swoją drogą też miałem z nim fajną rozmowę, która będzie niemałem na kanale Bunkier Nauki właśnie o sztucznej inteligencji, powiedział mi w tej rozmowie cudowną rzecz, że był taki zawód, wiecie na czym polegał ten zawód, to nie był zawód miłosny, ale to był zawód człowieka, który miał taki kamyczek i on przechodził ulicą i robił tak,
9100:  Do okna, nie?
9102:  Do okna rzucam zakładką, ale wszystko będzie z nią w porządku.
9105:  Wiecie dlaczego?
9106:  Bo trzeba było budzić ludzi.
9108:  Potem była elektryczność.
9110:  I wiecie, co z tym zawodem się stało?
9112:  Człowieka, który rzucał swoim kamyczkiem, no stracił ten zawód.
9115:  Ale dzisiaj miałby związek zawodowy ludzi rzucających kamyczkami, miałby oko presji, krytykę polityczną, którzy by napisali na ten temat łzawe i żewne reportaże.
9126:  Następnie Piotr Pokraśko przyszedłby...
9129:  Z wiadomości TVP albo TVNu nie ma żadnej różnicy, bo i tam, i tam ludzie akcentują wszystkie komunikaty medialne na pierwszą sylabę i nie da się tego słuchać.
9143:  I potem jakby on przyszedł, to by uczulił nas na dole tego nieszczęsnego człowieka pracy, który przez obrzydliwą technologię ją stracił.
9152:  No...
9153:  To się już działo i teraz się dzieje ponownie.
