Brat Jeremiasz ogniomiot — Warhammer 40 000: Mechanicus Livestream #4
🔗 https://www.youtube.com/watch?v=wJxeLpUO9hA

2:  Witam wszystkich na streamie.
9077:  To jest komedia omyłek.
9081:  5 na 7.
9086:  5 na 7.
9087:  Tu nie wiadomo, tu nie wiadomo.
9093:  No wreszcie.
9099:  Gdzie by tu się schować?
9100:  Kto teraz atakuje?
9101:  Ten atakuje.
9105:  Spróbujemy się tu schować.
9111:  O Boże.
9113:  Koniec, zginęliśmy.
9124:  No i gdzie ta zdolność, która miała nas... Ta zdolność miała nas ożywić.
9129:  Czemu nas nic nie ożywia?
9134:  Bracie Jeremiaszu, błagam, powiedz, że masz... O Boże, on nie może.
9140:  Dobrze.
9141:  Ulecz kogokolwiek.
9143:  Tak, będzie ożywiony nasz brat.
9146:  Świetnie, uch, cudownie.
9156:  Okej, brat Jeremiasz ma najwięcej punktów.
9161:  Co tu się podziało?
9165:  Zastanawiam się co zrobić teraz.
9167:  Bo teraz będzie po prostu seria niefortunnych wydarzeń za moment.
9172:  Nie mamy refraktora, niestety również.
9176:  Dobra, wiem co zrobimy.
9178:  Kogoś trzeba wykończyć, po prostu nie ma wyboru.
9182:  Machine Spirit, świetnie, proszę o kryta.
9184:  Oczywiście, że nie dostałem kryta.
9192:  Ech... Dobra, Harad!
9200:  Boa, zła decyzja.
9206:  No bo może dobra, bo dostaniemy przynajmniej dwa cognition points.
9213:  Mmm...
9218:  O Boże, to była zła decyzja, żeby mu dać jednak ten Miotacz Ognia, bo on go nie może używać.
9226:  Tak, teraz na 1000% ktoś zginie.
9229:  To ja już wolę pobrać nim... Czy ja mogę pobrać nim Cognition Points?
9238:  Dobra, zobaczymy.
9246:  Szkoda, że nie można zobaczyć jak, jak, jak jest z ich zasięgiem.
9250:  Aaa.
9250:  Aaa.
9255:  To może rozwiązać nasz problem.
9265:  Okej.
9272:  Znaczy płoną, ale nie wiadomo co się stało.
9277:  Brat Jeremiasz robi co może.
9289:  Oh... O proszę, brat Jeremiasz zwabił do siebie... ...nekronów.
9294:  To nie jest zła informacja.
9296:  Brat Barbossa zaraz się wskrzesi.
9303:  Boże, dlaczego nie... O nie...
9314:  Uwzięli się na bracie Jeremiaszu.
9316:  Co teraz?
9317:  Jeszcze jeden z martwych wstał.
9319:  Umknęło mi to kompletnie.
9321:  O, papa!
9331:  No, mam złą informację.
9338:  Zła informacja brzmi, że musimy zrobić loada.
9348:  No niestety.
9351:  Oficjalnie jestem oburzony na estymację poziomu trudności w tej grze.
9356:  Która to była misja?
9357:  To była ta misja.
9358:  Absolutnie jej nie wybieramy.
9360:  E nie, to była ta misja, to był normalny poziom.
9364:  Tak, tak, tak.
9366:  Cudownie.
9369:  Może mamy same normalne.
9375:  Co tu się dzieje?
9376:  Troop cost reduced.
9377:  Nie, tego na pewno nie zrobimy.
9381:  Easy!
9381:  To jest ta misja właśnie ksenarycka, o którą pytaliście przed chwilą.
9386:  Ach, tu też mamy easy niby.
9390:  Żadnej nadziei, po prostu jest... sytuacja jest trudna.
9395:  No ten rytuał jest absolutnie poza naszą opcją.
9398:  Bierzemy misję Magosa z Kevoli, jak do tej pory sprzyjały nam bardziej.
9405:  Mam wrażenie, że brat Cogitus po prostu jest liability i nie będziemy go wykorzystywać w ogóle na razie.
9415:  Jest po prostu za słaby.
9420:  Jest za słaby, bierzemy sobie kantyczkę, która... Kantyczkę, która daje nam cognition points.
9428:  No jest trudno.
9432:  Gdybyśmy jednak nie grali na permadeath, to byłoby wszystko okej, ale permadeath dużo zmienia.
9442:  Trzeba pograndować na łatwiejszych misjach, ale myśmy właśnie grindowali na łatwiejszych misjach, tuż nie ma łatwiejszych misji żadnych!
9448:  Na tym polega problem.
9450:  Tak, World War I am determined, dobrze.
9454:  Skupiamy się na pozyskaniu maksymalnej ilości Blackstone do tego, żeby wylewelować naszego Magosa.
9464:  Dobrze.
9468:  Ciężka, ciężka sprawa.
9471:  Nie powinniśmy byli dopuścić do tego, żeby skitari nam umarli w poprzedniej misji.
9476:  Overview zrobimy.
9476:  Z Kevola Rubyak robimy overview.
9495:  Proszę bardzo.
9497:  To rozumiem.
9501:  Wpierw się będziemy ścierać z nimi, bo Anusz potem będzie leczenie albo coś w tym stylu.
9512:  Wielkie nieba.
9515:  O tak, ten layout jest mi znany.
9521:  Bierzemy sobie...
9525:  Magos Jeremiasz tutaj, Leonardo tutaj, Barbossa tutaj.
9530:  I... Skitarii od razu jeden też.
9533:  Może tutaj.
9535:  Start battle.
9538:  Przynajmniej mamy inicjatywę.
9541:  Ach, on jest niegroźny.
9550:  No nic nie chcę mówić, ale zaliczyliśmy drugą bardzo poważną porażkę tego streamu, tego cyklu streamów.
9560:  Kto nam zagraża najbardziej?
9562:  Myślę, że on.
9568:  I myślę, że od razu będziemy używali osłony.
9572:  Potrzebujemy więcej osłon tak swoją drogą.
9574:  Na pewno trzeba temu słabemu Magosowi dać odsłonę, żeby on się skupiał na razie nad przetrwaniu i pomagał innym.
9581:  Tak myślę, że to może być dobre rozwiązanie.
9588:  Ale z drugiej strony muszę powiedzieć, że do tego permadefu ta zdolność Ksenarycka, którą widzieliśmy ostatnio, że nasz Magos może wstać, jest dobrym rozwiązaniem.
9604:  Świetnie, brat Jeremiasz może użyć za obniżoną wartość Miotacza Ognia.
9614:  Czy brat Jeremiasz będzie mieć zasięg?
9615:  Brat Jeremiasz będzie mieć zasięg.
9617:  Tak!
9621:  Oj, płoń się!
9623:  Za tę zniewagę na honorze, za tę plamę na honorze!
9628:  Za ten despekt!
9631:  Na nic innego nie zasługuje Xenos, tylko na wytępienie.
9635:  Bezwzględne.
9642:  Nie zadane zostaną nam żadne obrażenia tym razem.
9647:  You may try.
9650:  Burn.
9653:  Burn, baby, burn.
9657:  Dobrze, im więcej cognition, tym lepiej.
9667:  No, nie jest jakoś lekko z tymi cognition points naszymi, ale damy radę.
9676:  Oj, będzie trzeba bezwzględnie sięgnąć po wsparcie w postaci agrestu w czekoladzie.
9687:  Nie ma nic pyszniejszego niż agrest w czekoladzie.
9694:  Wiadomo mniej więcej, kiedy będzie odcinek o cancel culture.
9698:  Chcę go porządnie zrobić.
9701:  Sądzę, że w czerwcu.
9704:  Tak myślę, że koło czerwca, no.
9706:  No to jest coś, co wymaga też znalezienia jakichś sensownych źródeł.
9713:  Do podrzucenia.
9719:  Ooo, ktoś płonie.
9728:  Przypuszczalnie czerwiec, tak.
9731:  Leonardo Di Campio musi sobie znaleźć jakiś stosowny... O, właśnie.
9738:  Teraz tak.
9739:  O nie, nie mamy nigdzie zasięgu.
9743:  O, tu mamy zasięg.
9745:  O!
9749:  Okej.
9750:  Dobra.
9753:  To bierzemy.
9758:  Fenomenalnie.
9761:  A powinniśmy... nie powinniśmy byli dostać Cognition Point za to?
9764:  To ciekawe, swoją drogą.
9766:  Eee... Okej.
9771:  Dostaniemy Cognition Point.
9774:  Council Culture fajnie wyjaśnia to Nathalie z Counter Points.
9778:  Z Contra Points, a ona jest, że tak powiem, za czy przeciw.
9781:  O ile można to być w tym przypadku za czy przeciw, to inna rzecz.
9785:  To jest złożona sprawa.
9791:  Ja mam bardzo ambiwalentny stosunek do sprawy.
9797:  Machine Spirit, świetnie.
9800:  Duch w maszynie jest w bracie Jeremiaszu.
9808:  No teraz to na pewno nie będę używał kantyczek.
9817:  Co za złośliwa wredota.
9819:  Jeszcze atakuje specjalnie naszego snajpera.
9824:  Niewyobrażalna bezczelność.
9827:  Przy tamtych obrażeniach, które nam zadawano, te już mnie śmieszą.
9842:  Dobrze, przynajmniej widzimy na co on jest wrażliwy.
9846:  Ona ogólnie to objaśnia w wersji filozofia dla bystrzaków, jest eksdoktorem filozofii... Można być eksdoktorem filozofii?
9851:  Jego samą chcieli kancelować, jak zrobiła Jedenoczniak ironicznie sterfką, zdaje się.
9855:  No proszę.
9857:  W ogóle... Mnie, mnie strasznie denerwuje samo to określenie już.
9872:  Co my tu musimy w ogóle zrobić?
9874:  Zeskanować, jak znam życie, tak.
9878:  Tak, zeskanować.
9879:  Scan... Find the key, okej.
9883:  Cancer Culture mnie denerwuje, określenie.
9887:  Akronimy to mnie swoją drogą denerwują.
9890:  JoJo's Bizarre Adventure muszę wreszcie obejrzeć, bo moi seminarzyści polecają mi JoJo's Bizarre Adventure z dużą częstotliwością i koniecznie muszę się tym zresztą zająć.
9902:  Mam nawet już na Netflixie na liście do obejrzenia, a to już jest dobry krok.
9918:  Czy my możemy w kogoś pieprznąć?
9921:  Tak.
9923:  Ignores Armor, dobrze.
9928:  Bardzo dobrze.
9932:  Pretorianin potem jest jeszcze.
9934:  Strasznie dużo tych Pretorian teraz mamy przeciwko nam.
9940:  Mamy kontropinię na temat JoJo, że zsie.
9943:  Czemu zsie?
9948:  Na czacie nie ma tak łatwo, trzeba argumentować.
9951:  Strzelamy dalej.
9953:  Na którym kanale podesłać link z źródłem do Cancel Culture?
9956:  Myślę, że na tym, na popkulturze ogólnie.
9960:  Albo na ogólnych dyskusjach, jak wolisz.
9974:  Dla mnie w ogóle sama...
9977:  Sama czynność cancelowania jest trochę wbrew, a nawet nie trochę, tylko bardzo wbrew duchowi lewicowemu, więc to mnie też z tego względu denerwuje.
9990:  No ci nasi skitarii vanguards mają ważną funkcję.
10001:  Nigdy nie oglądałem anime z bardziej niewiarygodnymi, ale zarazem niewiarygodnymi postaciami.
10005:  Coś pięknego.
10006:  No właśnie, czyli zdania mamy podzielone.
10011:  Reperujemy biednego... Biednego Magosa.
10017:  Magosa Snajperosa.
10020:  Magosie, chodź tutaj.
10022:  Zostaniesz uleczony przez brata Jeremiasza, który teraz się tak wkurwił, że odpala jednak kantyczkę.
10038:  Burn!
10048:  Na początku bohater miał widoczne wartości, się ich trzymał, miał cel i kobiet, dla której się staraj, no a później jest coraz mniej takich rzeczy, a okej, rozumiem.
10062:  Kto nas znowu chce atakować?
10063:  O, proszę!
10064:  Teraz się na biednego magosa Jeremiasza, brata Jeremiasza, uwzięli.
10074:  Mam wrażenie, że ta zdolność Burn... O Boże.
10080:  Movement reduced, świetnie.
10082:  Zadaje więcej obrażeń niż my sami.
10090:  All Cognition Points, świetnie, to się przyda stąd.
10103:  Dobrze.
10105:  Zaraz sobie to znowu... O, bardzo dobrze.
10110:  I Harad!
10115:  Czemu Harad nie zadał takich obrażeń, jakie bym chciał?
10119:  O Boże, najgorzej wydane dwa punkty.
10132:  Tak.
10136:  Oj, oj, oj, oj.
10137:  Dobrze, przejdziemy sobie tu.
10138:  Mhm.
10140:  Możesz haratać dowoli, albowiem nic nam to nie zrobi.
10144:  Świetnie.
10148:  I teraz strzelamy.
10150:  O nie, nie możemy tego zrobić.
10154:  Może tak się uda.
10158:  Nie.
10162:  Dobre i to.
10166:  Świetnie.
10169:  I uleczymy się troszeczkę.
10175:  Pam, pam, pam, pam, pam.
10183:  Tak, muzyka zdecydowanie ratuje mnie przed legendarnym szałem.
10189:  Na to wszystko, co tutaj się odje nie pawliło.
10193:  Mam pytanie ekologiczne a propos picia wody.
10196:  Może by jakiś dzbanek filtrujący, a nie żywiec zdrój z butli?
10200:  Ja wiem, ja wiem, ja wiem.
10206:  Problem polega na tym, że ja mam dzbanek filtrujący, tylko że na moje nerki nawet dzbanek filtrujący to jest za mało.
10213:  Więc muszę pić nisko zmineralizowaną wodę.
10217:  Są tylko dwie takie, to znaczy jedna to jest żywie, a druga to jest Dobrowianka, której się nie da nigdzie dostać.
10222:  Welcome to my life.
10227:  Więc dzbanek filtrujący to ja standardowo absolutnie do picia herbaty, bo zaparzenie normalne, tak, herbaty z wykorzystaniem tego czegoś, co się nazywa wodą w Krakowie, skończyłoby się tragicznie.
10245:  Okej.
10247:  I teraz zrobimy jedną rzecz.
10252:  Na Łęczowianka niestety nie.
10254:  Za bardzo jest zmineralizowana.
10257:  To jest przejebana sprawa z nerkami.
10262:  Tak, ja, znaczy, koneserem jestem, z... przymuszonym koneserem żywca, ale drobiewianka jest w sumie najlepsza, bo ona ma najniższy poziom mineralizacji, więc jeżeli ktoś ma problemy tego autoramentu, to... to tak.
10279:  Kto zginął?
10280:  Necron zginął.
10282:  No właśnie, jeżeli bym pił bez filtra herbatkę, to właśnie byłaby z gruzem.
10289:  To byłoby straszne.
10293:  Dobra, tym razem leczymy nawet Skitarii.
10297:  Już są dwa linki do zmiany patrona Hugo, to znaczy Johna W. Cumbela i Council Culture, o Boże.
10306:  O Boże, za niego też się wzięli?
10309:  A co zrobił Campbell takiego, bo nie jestem w temacie co mógł zrobić Campbell.
10320:  W ogóle, co my tu mamy zrobić?
10321:  Aha, musimy iść bezwzględnie do... Dobrze, dobrze, już wiem co mamy zrobić, przypomniałem sobie.
10334:  Campbell był rasistą.
10337:  Zawsze będę powtarzał to samo.
10338:  To znaczy, jeżeli ktoś był rasistą, jeżeli ktoś ma problem, a można z tym mieć problem, bez żadnego głupotu można z tym mieć problem, to po prostu trzeba mieć alternatywną wersję statuetki i tyle.
10349:  Natomiast patrona nagrody bym nie zmieniał.
10353:  Z tego względu, że nie o to chodzi w nagrodzie.
10361:  By nagroda na przykład była za...
10365:  osiągnięcia na polu dialogu międzykulturowego, no to, to tak, to byłoby dość absurdalne, nie?
10371:  Ale w momencie, w którym nagroda jest za cośkolwiek innego, to dla mnie jest ten sam kazus, co w wypadku, eee, Age Pillowcrafta i World Fantasy Award.
10381:  I w ogóle najprostsza sprawa, no, rozwiązuje się tego typu problemy w ten sposób, że projektuje się neutralną statuetkę, a cyklicznie każda nowa nagroda
10394:  jest po prostu innego imienia innego twórcy.
10397:  I w tym sposób mamy rozwiązany problem.
10399:  Mamy 2021 rok, będzie, nie wiem, nagroda imienia Lovecrafta, ale w 2022 będzie nagroda imienia Tolkiena, w 2023 imienia N.K.
10409:  Jemisin i tak dalej, i tak dalej.
10411:  Rozwiązujemy problem ten.
10415:  Ja zawsze jestem zwolennikiem tego, że problem uciąć w zarodku,
10420:  a nie doprowadzać do tego, żeby w jakoś przesadny sposób było to eskalowane.
10430:  O Boże, obydwie mi się wydają złe.
10434:  No, wiedziałem.
10438:  Lovecraft został usunięty jako patron nagrody World Fantasy Award.
10443:  I to tak ostatecznie.
10445:  Scevola lubi jak dokumentujemy.
10470:  I... Boże, i... Mamy bardzo niedobre te glify.
10479:  Za co?
10481:  Też za rasizm.
10485:  Curiosity intensifies decipher... Skwola.
10495:  Xenolinguistic protocols accessed.
10499:  O proszę.
10500:  O proszę, to lubię.
10502:  Uhu.
10502:  Couldn't agree more.
10517:  Bardzo, no wreszcie.
10519:  Wszystko powinno prowadzić do tego, żebyśmy mieli więcej Blackstone'a.
10522:  Nie, nie, nie takie rzeczy, że mało Blackstone'a.
10525:  Smutne.
10526:  Walczymy.
10528:  Amerykanie mają specyficzne podejście, aczkolwiek Campbell miał na przykład tendencję do blokowania publikacji tekstów czarnych autorów albo z czarnymi bohaterami.
10535:  Jak?
10536:  No to jest ohyda.
10540:  Zauważcie, że to jest akurat coś,
10545:  Co faktycznie jest rdzennie amerykańskie.
10547:  O Jezus Maria, co to było?
10559:  This is a formu wish we had uncovered.
10561:  Do not underestimate.
10562:  Lords are masters of strategy.
10566:  Revert to defensive stance.
10567:  Świetnie.
10570:  Not peak of Necron hierarchy.
10571:  Have instinct for more deadly forms.
10573:  This form is a threat still, ok?
10576:  O nie.
10580:  O nie.
10582:  O nie.
10585:  Czy wy widzicie, co tu się dzieje?
10586:  To jest chyba największa misja, jaką widziałem kiedykolwiek tutaj.
10593:  To oznacza... Necron Immortal jako jeden z pierwszych będzie atakował, potem Necron Warrior, to się nie boimy, Necron Praetorian, dobra, to wystawiamy.
10607:  Wystawiamy dwóch aż od razu.
10612:  O, co tu się dzieje?
10618:  Dziwne jest, że w większości nic nie robią, jak jest sporny rasizm, czarno-słonek w stosunku do białego.
10622:  No teraz, teraz... Właśnie to jest zawsze problem ten, że w momencie, w którym zaczęło to się odwracać, to wciąż jest ar... wciąż działa argument, że nie ma symetryzmu, bo przez całe lata sytuacja była inna.
10635:  No i to jest dlatego sytuacja jest patowa.
10648:  Delaniemu przyblokował nowe, bo stwierdził, że czytelnika nie będzie obchodzić historia z czarnym bohaterem.
10652:  No to masakra absolutna.
10656:  Ale z drugiej strony denerwuje mnie to, że Amerykanie narzucają całemu światu ich rdzenny problem.
10662:  To znaczy problem z tym, że faktycznie w Ameryce tak jest, że... że w dalszym ciągu jest rasizm strukturalny, nie?
10669:  I geograficzny.
10670:  Pod wieloma, wieloma względami.
10683:  Campbell to nie, to nie ten od Cossia chyba.
10686:  Campbell był po prostu redaktorem.
10688:  Może ja się mylę.
10692:  Cóż to jest?
10695:  To jest nieśmiertelny?
10697:  Tak, to jest nieśmiertelny.
10698:  To jest, okej.
10706:  Od Cossia, dobra.
10715:  Okej.
10719:  Jesteśmy w stanie jeszcze w kogoś pieprząć stąd, czy nie bardzo?
10728:  Tak, jesteśmy.
10729:  Tak długo będziemy wspominać to, co kiedyś się zdarzało, tak długo nie wyjdziemy z tego cyklu politycznego.
10734:  Tak, zgadzam się.
10736:  Bez problemu.
10748:  I biegniesz od razu tutaj, dobrze.
10752:  Ale to była dobra decyzja, żeby przyzwać strzelców.
10756:  Zdecydowanie.
10762:  Eee, brat Jeremiasz.
10763:  One cognition point.
10765:  No to zaszalejemy.
10776:  Eee...
10790:  Ale to jest piękna muzyka przy tej bitwie.
10793:  Od razu mam boss vibes.
10805:  Co tu się dzieje?
10806:  Co, co, co tu się dzieje?
10809:  Co to jest?
10810:  Co to jest za fala?
10812:  Co to jest za fala?
10819:  Ooo...
10829:  Dobrze.
10830:  All cognition points, świetnie, potrzebujemy tego.
10836:  Ale na moje wykłady zawsze można wpaść.
10839:  One są w stu procentach otwarte, nie trzeba iść na drugi kierunek.
10844:  Zapraszam.
10846:  Chcę się uleczyć.
10851:  Jeszcze WBPO coś prowadzę, z tego co pamiętam.
10854:  Prywata AG-owska, wybaczcie.
10860:  Ale zawsze miło, jak ktoś wpadnie na stream z uczelni.
10865:  Dobra.
10867:  Co zrobimy teraz?
10875:  Walimy.
10879:  Podrzucę linka, nie ma problemu.
10881:  Jest WPPO, też jakiś przedmiot.
10886:  A może sobie zbierzemy tutaj Cognition Point.
10889:  Nie zaszkodzi.
10890:  Nie zaszkodzi wyssać sobie z niego.
10893:  O, proszę bardzo.
10898:  Świetnie.
10901:  Zginie?
10902:  Powiedzcie, że zginie.
10904:  Nie!
10905:  Koszmar.
10910:  Nie da się wyjść poza wspominanie przeszłości, w momencie jak życie czarne w USA do tej pory kształtuje prawo segregacyjne z początku XX wieku, tak absolutnie.
10919:  To jest prawda, zwłaszcza że... Wiecie, to jest czasami w jakiś zupełnie absurdalnych kwestiach, takich oczywistych, żeby przedstawić to komuś i powiedzieć, że jest takie prawo, to w głowie się nie mieści, że tak jest.
10930:  Mnie na przykład bardzo zdziwiło,
10933:  jak bardzo apartheid w RPA wpłynął na to, jaka jest konstrukcja miasta.
10937:  To znaczy, że ta dyskryminacja jest dalej, bo na przykład osoby czarnoskóre w RPA wciąż nie mogą dostać się do pewnych dzielnic, bo nie ma tam komunikacji miejskiej, a nie ma tam komunikacji miejskiej dlatego, że nie była potrzebna białym wtedy, kiedy projektowano miasto.
10951:  Wiecie, tego rodzaju rzeczy.
10952:  I one wypływają z pewnego stanu prawnego właśnie, który kiedyś funkcjonował, no ale ten stan prawny już dawno nie powinien funkcjonować.
10969:  Proszę bardzo.
10972:  Nie, nie, nie ma na wykładach, na wykładach w ogóle nie ma ćwiczeń generalnie.
10979:  Dobrze.
10984:  Jak mówiłem, trzeba piętnować poglądy Lovecrafta czy Campbella, to nie oznacza, że to jest przyzwolenie na cancel culture, no.
10989:  Tak.
10992:  Czasem oczywiście, o czym też trzeba pamiętać, nie mamy takiego luksusu, żeby być w pełni neutralni, no i to też jest problem.
11000:  Brat Jeremiasz, czy brat Jeremiasz może?
11001:  O, brat Jeremiasz tutaj może.
11004:  Zaraz, zaraz, zaraz, czego ja nie rozumiem?
11009:  Brat Jeremiasz może spróbować wypalić żywym ogniem Necrona.
11015:  I tak uczyni.
11016:  Bracie Jeremiaszu, wypalaj.
11021:  Ha, ha, ha!
11023:  Dobrze.
11026:  Brat Jeremiasz teraz tutaj podejdzie.
11040:  Jeszcze jest jeden argument, to znaczy zobaczcie, jak dużo jest w amerykańskiej popkulturze teraz właśnie tych tematów.
11047:  Na przykład w którymś momencie... On uzdrawia!
11051:  W którymś momencie było tak, że chyba w Watchmenach zaczęło się... Cały serial zaczął od sceny pogromu właśnie czarnych.
11061:  Więc ewidentnie to rezonuje wciąż i jest zapotrzebowanie na to rynkowe.
11067:  Myślę, że Watchmeni akurat byli bardzo wysoko ocenieni.
11069:  I słusznie, to dobry serial.
11073:  Mówię o tych nowych Watchmenach oczywiście, nie?
11085:  Dobra, eee... Walimy w niego.
11088:  20 to niewiele.
11109:  Tutaj nam to coś da?
11110:  Absolutnie nic.
11113:  Walimy w niego.
11129:  Tak samo w Batwoman od CW... DC?
11136:  CW?
11136:  Nie, akronim.
11138:  Mój wróg, jak zwykle.
11139:  Główny temat to właśnie problemy czarnoskórych.
11148:  Ale mnie kusi ta kantyczka, kurczę.
11151:  Ile mamy wrogów w ogóle?
11153:  Dobra, nie jest tak... Nie, nie, nie będę tego robił.
11155:  Potem będę tylko żałował.
11166:  Boże, ile tych nekronów jest tutaj!
11169:  Wielkie nieba!
11175:  No nie... My stąd nigdy nie wyjdziemy.
11185:  CW to jest stacja, a okej.
11189:  Płoń.
11191:  Boże, następny teleportujący się kretyn.
11197:  Nie, nie, nie, nie, nie, nie, nie, nie.
11201:  Krytyczny, świetnie, świetnie.
11205:  Strasznie denerwuje mnie to, że ja w zasadzie nie mam, nie mam czym robić, nie?
11208:  To znaczy ten główny problem to jest brak cognition points.
11211:  To jest naprawdę główny problem nasz w tym momencie.
11218:  Znaczy ja nawet nie jestem w stanie działać.
11222:  Gdzie mam wyjścia?
11224:  Nie mam, no naprawdę nie mam wyjścia, muszę, po prostu muszę tego używać i potem jest problem.
11235:  No i potem jest problem.
11238:  Dobra, eee... Kolokolwiek bym chciał zniszczyć.
11246:  No wreszcie jakiś kryt.
11253:  Teraz tak, spróbujemy zrobić tak, żeby tutaj przejść.
11260:  Okej.
11267:  Dobrze.
11268:  Skanujemy.
11271:  Skanujemy.
11277:  Dobrze.
11285:  Jeśli chodzi o nagrody, to mam jednak problem, to znaczy prywatnie, nawet jako osoba, dla której to było zasadniczo obojętne, wolałbym nie być wyróżnionym nagrodą imienia osoby, która gloryfikowała niewolnictwo.
11294:  Dokładnie.
11295:  Jedyny sposób, moim zdaniem, zlikwidować idiotyczną tradycję nagrody imienia czyjejś, bo zawsze to będzie problem.
11303:  Zawsze.
11304:  Nie umiem sobie wyobrazić sytuacji, w której to nie byłby problem.
11311:  Bo wybierzemy sobie, nie wiem, zrobimy nagrodę imienia Anity Sarkazjan i połowa graczy powie, weźcie, weźcie mi tą Anity Sarkazjan, nie chce mieć z nią nic wspólnego, tak?
11323:  Mimo że, no, Anita Sarkazjan nie robiła niczego złego obiektywnie, poza tym, że jest niezbyt inteligentna w swoich niektórych analizach.
11340:  Dobrze, czy ktoś wymaga leczenia?
11342:  Tak, brat Barbossa wymaga pilnego leczenia.
11354:  Więc główny problem polega na tym, że absolutnie musi on zginąć, ponieważ zostanie teraz uleczony.
11361:  Mam nadzieję, że brat Jeremiasz ma to w sobie, żeby go zgładzić.
11368:  Drodzy Jeremiaszu!
11370:  No come on!
11376:  No i on teraz ich wszystkich uzdrowi.
11377:  Koszmar absolutny.
11381:  Ja myślałem, że było trudno.
11386:  Ja myślałem, że było trudno.
11388:  Teraz jest trudno.
11391:  Mamy niby dużo tych cognition points, ale mało okazji do tego, żeby cokolwiek z tym zrobić, oczywiście.
11412:  All cognition points, świetnie.
11419:  Jak to, jak to cofnęli streama?
11423:  Jakim prawem?
11425:  Dobrze, kogoś trzeba zniszczyć, tylko nie wiem już kogo.
11437:  Ten Necron Immortal mnie trochę denerwuje.
11442:  Musimy kogokolwiek zgładzić.
11447:  Okej, out of range.
11451:  Dobra.
11454:  Przewinęła dwie godziny do tyłu, o Boże, straszne.
11467:  Świetnie, krytyczny, przynajmniej tyle.
11470:  Bałem się, że musimy się uleczyć.
11483:  Skitarii Vanguard, dobrze.
11486:  Skitarii Vanguard może strzelać w wielu.
11495:  Wystawimy go tutaj.
11496:  Kto ja teraz?
11497:  Necron, okej.
11500:  Ojojojojoj.
11503:  Przynajmniej ten zginął.
11504:  Chociaż jak znam życie, zostanie wskrzeszony teraz.
11509:  O nie.
11511:  O!
11512:  O!
11514:  Pierwszy raz się tak złożyło, że byśmy to my mieli damage upshot.
11518:  Oczywiście, że jest kolejny Necron.
11524:  Co tu się dzieje?
11527:  Dobrze.
11529:  O, Skitarii Vanguard, tak.
11532:  Trudno, potrzebujemy go.
11536:  Pierwsze co zrobił, to dostał obrażenia.
11540:  Cudownie.
11541:  Burn, burn, bardzo dobrze.
11545:  Odczepcie się od naszego biednego Leonarda.
11550:  Już on się teraz stąd nie wydostanie.
11556:  O nie, o nie, o nie.
11561:  Będzie trzeba wyleczyć wszystkich skitarich tym razem.
11572:  No, możemy się tutaj wyłącznie wyleczyć, nic więcej.
11586:  Tyle.
11589:  Tak, to... W punkt, że te misje normalne są ewidentnie... Just... Just another day in the Empire.
11599:  O Boże.
11603:  Dobrze.
11603:  Ktoś musi wreszcie zginąć.
11609:  Cztery do sześć, dobra.
11610:  Biorę to, cokolwiek.
11613:  Oj, oj, oj, oj.
11618:  Proszę, niech chociaż raz... Nie.
11621:  Widzę, że to jest niemożliwe.
11623:  Dobra, wycofujemy się teraz szybko.
11627:  Okej.
11628:  Wskrzeszaj się, wskrzeszaj.
11631:  Brat Jeremiasz.
11631:  Teraz się musimy poważnie zastanowić, co brat Jeremiasz powinien zrobić.
11635:  Znaczy, ja uważam... Znaczy, brat Jeremiasz nie może zrobić absolutnie nic.
11643:  Tak, mówiłem.
11645:  Gra mnie zmusza do używania kantyczek, których później...
11649:  Ja by... No nie ma innego wyboru.
11652:  Zero.
11660:  Ale ja nie wiem, jak ulepszyć skitarii na level drugi, w tym mam na to mega problem.
11665:  Ja wiem, że oni mają... To nie jest tak, że ja mogę ich ulepszyć, to chyba jest tak, że ja ich muszę spotkać po prostu w którejś misji i wtedy to się dzieje.
11672:  Ja ich jeszcze nie spotkałem.
11676:  Okej, all troops.
11678:  Restore HP.
11683:  No wiem, wiem, wiem, tylko że... Właśnie, to też jest drugi problem, że nie wiadomo, jaką misję należy zrobić w tym celu.
11692:  Kurde.
11695:  No nic, przynajmniej dostaniemy jeden cognition point.
11700:  Teraz zaatakuje nas ten wszechpotężny nekron.
11705:  Nie mam pojęcia, jak sobie z tym poradzimy.
11710:  Dobrze, żeśmy go zniszczyli, bo został zreanimowany w tej chwili.
11715:  I teraz 250.
11716:  O nie, na szczęście nic strasznego.
11727:  O, Boże, Boże, nie widzę tego.
11731:  Totalnie tego nie widzę.
11733:  Najzabawniejsze w tym wszystkim jest to, że przez te teleportacje myśmy nawet nie mieli szansy tutaj specjalnie cokolwiek zrobić.
11745:  Dobrze, dobrze, dobrze ci tak.
11747:  Oblewaj się kwasem.
11749:  45 punktów tylko.
11749:  Ech, luzik.
11761:  który to jest.
11762:  Mam wrażenie, że to jest ten ciupikę nadwątlony.
11769:  No.
11770:  Wreszcie.
11773:  Wreszcie coś się dzieje.
11778:  4 do 6.
11779:  No błagam, chociaż raz.
11781:  Chociaż zastanawiam się, w sumie lepiej będzie tam tego wykończyć.
11785:  No nie, nie, nie.
11788:  Błagam.
11791:  Ale powinien zginąć, bo ma 20 punktów obrażeń, przynajmniej tyle.
