Błędne ognie w Ringed City — DARK SOULS 3 livestream #7
🔗 https://www.youtube.com/watch?v=E-h4kmG4OcA

4:  Wracamy.
15330:  Dokładnie to.
15331:  W dziedzinie ścisłej jest troszeczkę ciężej, ale też można kombinować, zwłaszcza jeżeli ktoś umie szybko liczyć, wyprowadzać wzory i tak dalej, da się to zrobić.
15341:  Kacper Pitala wciąż przede mną.
15342:  Właśnie Altenberg wydaje dobre książki popularnonaukowe.
15345:  Tak, to powinienem powiedzieć.
15347:  Altenberg chyba jest jednym z takich topowych wydawnictw, które dobrze robią popularnonaukowe książki.
15351:  I fajnie się to czyta.
15352:  Ja czytałem z Altenberga, oprócz Dawida Myśliwca, z siedmiu metrów pod ziemią ten zbiór wywiadów.
15358:  I to było dobre.
15359:  Tu połknąłem obydwie w jeden wieczór.
15367:  Ale Kacper Pitala jeszcze przede mną.
15370:  Nie lubię twardecha samego w sobie, to jest dokładnie ten sam problem, co z Olgą Arczuk, to znaczy jedne i drugie książki bym był w stanie czytać, gdyby nie fakt, że jej autor robi też publicystykę, która jest nieprawdopodobnie pretensjonalna.
15384:  O, Nilda Grass-Tyson, to jest świetny popularystyka nauki.
15387:  Michio Kaku to samo, Michio się go pisze.
15392:  75 tysięcy dusz, dobrze.
15394:  To jest wciąż mało, ale, ale, ale, ale... Ale, ale, ale, ale... Ale, ale, ale, ale... Trzeba pójść do naszej czaszuni i rozpocząć transpozycję duszy demona.
15410:  Wzmocnienie magii!
15414:  Oczywiście, że bierzemy bliznę demona.
15419:  Oczywiście, że bierzemy bliznę demona.
15422:  Ile nam potrzeba do tego, żeby mieć bliznę demona?
15430:  16.
15430:  Ile my mamy?
15434:  Nie wiem, ile my mamy.
15439:  Ten skrawek chaosu!
15441:  Ostatni płomień ułuty przez księcia demonów posiada kształt blizn po szpanach demona.
15445:  Jest zarówno bronią ognistym ostrza, jak i piramidzkim płomieniem.
15454:  Swoją drogą, brzmi mega nielogicznie odpowiadanie na pytanie swoim własnym wykładem.
15457:  W sensie omijasz system analogiki i nie odpowiedziałeś na to pytanie.
15460:  Tak, ale to jest istota pytań naukowych i radzenia sobie z nimi.
15463:  W ten sposób też pokazujecie, że jesteście lepiej przygotowani niż student i profesorowie mają wtedy skłonność, żeby proponować wam różne rzeczy typu, nie wiem, albo o, zróbcie doktorat, nie, i tego typu rzeczy.
15475:  Znaczy, takie wygadanie jest charakterystyczną cechą ludzi, którzy są zajawieni jakimś tematem, nie.
15480:  Natomiast w takiej samej zasadzie
15482:  Pytacie mnie o coś, a ja skręcam w swój temat i robię to trochę intuicyjnie.
15485:  To jest dobre, bo na egzaminach na uczelni nie chodzi o to, żeby was odpytać, przynajmniej u mądrych profesorów.
15492:  Nie chodzi o to, żeby was odpytać, tylko o to, żeby się zorientować, czy radzicie sobie właśnie w tych meandrach wszystkich.
15498:  Nie levelowałem siły, żeby mieć ten mocniejszy płomień piramidy?
15502:  Nie.
15503:  To się chyba nie skaluje na sile.
15505:  Jest taki inny płomień, który się skaluje na sile, z tego co wiem.
15508:  Ale mogę coś brzdurzyć.
15510:  Dobra, ile my potrzebujemy na nowy level?
15525:  30 tysięcy, Jezus Maria.
15528:  Wielkie nieba.
15531:  Wielkie nieba.
15533:  Wiecie co?
15535:  Ashen one.
15536:  Aten Adhaust.
15537:  Bardzo dobrze zrobione.
15566:  Z jakich powodów takie postaci jak Twardow zrezygnowały z nurtów science fiction i fantazy na beletrystykę?
15571:  Bo tam są pieniądze.
15576:  Bez wahania odpowiadam.
15578:  Bo tak jest niestety.
15579:  Jak rozmawiacie z pisarzami fantasy science fiction, to są najczęściej ludzie, którzy mają osobne jakąś pracę, nie?
15584:  I piszą hobbystycznie.
15586:  Ale wiecie co?
15587:  To czuć.
15588:  Bo jak się pisze coś, robi coś hobbystycznie, to jest w tym pasja.
15591:  Dlatego nie lubię czytać książki napisane nie z musła, z pasji.
15606:  O, Renard pisze, święte słowa Krzysztofie, ja też studentów pytam tak, żeby sprawdzić, czy rozumieją, czy fakty, bo jak czegoś nie wiedzą, to nie problem wykazać.
15612:  No, no, ja dlatego bardzo lubię dawać możliwość korzystania z notatek, nie, bo to...
15618:  Można, wiecie, jeżeli ktoś się nie nauczy i przyjdzie na egzamin z notatkami, w 5 sekund się zorientujecie, że się nie nauczył.
15625:  On nawet nie będzie wiedział, gdzie co jest w tych notatkach.
15628:  A jeżeli się uczył, czytał je, to wtedy będzie szybko łączył fakty właśnie i kombinował.
15634:  I żeby nie było, ja wiem, że się wypowiadam z perspektywy humanistyki, ale moja rodzina pracowała na uczelniach w dziedzinie technicznej wyłącznie.
15642:  I to samo mówią, że najważniejsze jest to, żeby ktoś rozumiał problem.
15647:  W sumie jak to jest w takim razie, pyta zły czarownik, sens oceny umiejętności poruszenia się w temacie, jak i tak brak odpowiedzi na zadane pytanie oznacza niezaliczenie przedmiotu.
15654:  No właśnie nie powinno być tak, że brak odpowiedzi na pytanie bezpośrednio oznacza niezaliczenie przedmiotu.
15660:  Powinno się zaliczyć przedmiot w momencie, w którym człowiek jest w stanie poruszać się właśnie swobodnie w różnych zagadnieniach, które w ten czy inny sposób się łączą z tym przedmiotem.
15669:  Nie muszą, ale mogą.
15676:  Czytam listy od astrofizyka Tysona, tak.
15678:  To oczywiście to powiedzmy Neil deGrasse Tyson, nie Mike Tyson.
15681:  Mike Tyson nie byłby w stanie napisać listów od astrofizyka.
15685:  Moonfield pisze, że jak tak kombinował, to babka mu powiedziała, że powinien iść na humanistykę, a nie uczyć się tego, czego się uczy.
15690:  Słabe, bo pamiętajcie, że ten podział jest sztuczny.
15694:  Naprawdę sztuczny.
15696:  Ja to zrozumiałem, jak zobaczyłem fizyków AGH-ów akcji, którzy rozpalali się właśnie, mówili o rzeczach i mówili, że to nie jest tak, że to jest wszystko takie jasne i oczywiste, tylko tak naprawdę jest bardzo skomplikowane.
15711:  I nawet teraz, jak na zaproszenie Dawida Myśliwca czytałem tekst narstowizyczny, który był bardzo powyżej mojej pokrywki i starałem się go zrozumieć, to tam było bardzo dużo właśnie tych niewiadomych.
15721:  Fizycy wprost mówili, że muszą sobie pewne rzeczy dopowiedzieć, oni jeszcze nie wiedzą tego na 100%, ale bazują na pewnych faktach, tylko ekstrapolują je w przyszłość.
15732:  Marczyński ma jeden problem, ma kilka tematów, o których wie dużo, ale w tym przypadku się jąka i mówi dość wolno.
15737:  Boje się, że w przypadku takich sztuczek zostałby cofnięty.
15739:  To jest niestety prawda, że dużo wykładowców, jak ktoś ma wadę wymowy, rozpoznaje w tym nie wadę wymowy albo jakiś problem herbalny, który możemy mieć, tylko rozpoznaje w tym brak nauczenia się.
15752:  Więc ja bym zgłosił coś takiego wcześniej, wiesz, prost i powiedział przed egzaminem, długo przed egzaminem, żeby to nie było poczytane za takie tanie usprawiedliwienie i liczyć na empatię.
15764:  Czy uwaliłem kiedykolwiek jakiegoś studenta?
15766:  Nigdy na egzaminie.
15769:  Raz mi się zdarzyło na obronie licencjackiej napisać negatywną recenzję jako promotor, ale dla swojego usprawiedliwienia powiem, że to była osoba, która nie była ani razu na moim seminarium.
15781:  Napisałem dwustronicowe na dwie strony, a cztery wyjaśnienie, dlaczego tak się stało.
15785:  Zaprosiłem na seminarium w przyszłym roku i poprawiłem pracę tak, że gdyby zaakceptować wszystkie poprawki,
15792:  To byłaby ona na bardzo dobrze.
15794:  No ale niestety student nie skorzystał.
15795:  Czasem się tak zdarza.
15804:  Dobra, moi kochani.
15805:  Wracamy do Ringed City.
15808:  Bo niestety nie stać nas jeszcze na to, żeby mieć pełny level.
15815:  Nad czym bardzo upolewam.
15819:  Ale... Trudno.
15824:  Większość odpowiedzi na tych ścisłych to zależy.
15826:  I to są dobre odpowiedzi!
15832:  Wolf mówi, że Mike Tyson też mógłby pisać listę astrofizyka, ponieważ zobaczył w swoim życiu wiele gwiazd.
15837:  Ten suchar zasługuje na jamniki, moi drodzy.
15840:  Te jamniki, które piją.
15846:  Patrzcie, jak tu jest pięknie.
15847:  Są kwiaty.
15872:  A!
15876:  Proponuję następującą taktykę.
15878:  Okej.
15888:  Jaki to ma cooldown!
15892:  To jest dwie sekundy!
15895:  Cóż za ciepłe powitanie.
15899:  Okej, tutaj się nie da zaskoczyć.
15906:  O boi.
15910:  Czy tu się da zaskoczyć?
15912:  Nie.
15916:  Czemu ty jesteś papieżem?
15918:  Aaa!
15918:  Aaa!
15929:  O Boże, już któryś raz widzę na to miejsce reakcję, o jak to pięknie, po czym okazuje się, że ja tam nie do końca piszę akwarel.
15934:  Dajcie spokój!
15938:  Tu jest, o nie, tu jest następny!
15945:  Come on!
15951:  Wzroda, ale ten dźwięk przywoływania łuczników jest straszny.
15957:  Ach, to jest ten olbrzymi, który...
15960:  Okej, czy my tam możemy zeskoczyć?
15964:  Czy my tam możemy zeskoczyć?
15965:  Myślcie, bo tutaj nie przejdziemy, nie ma szans.
15968:  Skacz na prawo, czaty mówią, no właśnie.
15970:  Tylko, aha, skacz, hehehe, skacz, hehehe.
15974:  Krzysztof versus grawitacja.
15977:  Dobra, teraz po tym, po tym.
15988:  Co?
15989:  Co?
15991:  Co?
16003:  Jakim prawem?
16006:  Jakim prawem?
16009:  Chamstwo!
16019:  Zamach.
16020:  Postrzelili papaja.
16022:  Trzeba szybko niżej.
16024:  Powiedział... No dobra rada, dobra, dobra, dobra.
16026:  Teraz jeszcze trzeba duszyczki, duszyczki, duszyczki, duszyczki, duszyczki, duszyczki.
16039:  O nie!
16042:  Co jest? !
16072:  No było niżej.
16078:  Na prawo od schodów do ogniska jest przedmiot.
16080:  Tak, tak, przedmioty sobie zrobimy jak zniszczymy łuczników, bo tu jest ich bardzo dużo.
16087:  Za pierwszym było lepiej, to prawda.
16090:  I trzeba skoczyć, a potem szybko się cofnąć, chyba tak.
16099:  Pomyślałem, że ta zasadzka z tych szkieletów jest złością.
16102:  Czy on spadł?
16142:  Wow!
16142:  Krzysztof skoczył!
16144:  Boska opatrzność!
16146:  Nie boska.
16149:  Żuczku!
16151:  Żuczku!
16153:  Po co ja go ścigam w ogóle?
16154:  I tak on... I tak nic nie da.
16161:  Dobrze, żuczek tłuczek jest.
16166:  Czekajcie, czekajcie, tutaj sprawdzę na wszelki wypadek.
16175:  Coś mi się tak wydawało, że coś za nami człapie.
16184:  Gra po raz pierwszy po stronie Krzysztofa, nie da się ukryć.
16187:  To byłoby bardzo zabawne, gdybym teraz spadł, prawda?
16192:  No jest tutaj ładnie, no nie da się ukryć.
16195:  Papaj tylko zasłania cały pierwszy plan.
16201:  Tup, tup, tup, tup.
16202:  Tup od papajowych stóp.
16208:  To jest, to jest typowe swoją drogą, ładne sprzężenie poznawcze, nie?
16212:  Człowiek wyciąga głowę, bo chce zobaczyć, co jest nad.
16215:  Okej.
16225:  O boi.
16228:  Oni tu też są.
16233:  Oni tu też są.
16256:  Okej, to jest problem.
16262:  To jest problem.
16264:  Ponieważ tam są jeszcze... tam też są pucznicy.
16267:  I my nie mamy się przed nimi jak.
16271:  Dlaczego strzały nie przebijają mobów?
16277:  Może ktoś ma dobre wyjaśnienie tego.
16307:  CO?!
16308:  CO TO BYŁO?!
16313:  CO TO BY...
16314:  GDZIE?!
16314:  I...
16315:  CO?!
16326:  Oh, boi... To może potrwać.
16336:  Trzeba stanąć za nim, no.
16338:  A, on przyzywa też rycerza z młotem, jak się z blisko.
16341:  Czaję.
16348:  Pospiszyłem się.
16351:  Pospiszyłem się.
16353:  Pierścień!
16354:  Pierścień!
16354:  Racja!
16355:  Przecież mamy zły pier... Wszystko mamy złe!
16360:  Mamy z... O Boże, mamy wszystko złe.
16363:  Trzeba zakląć z powrotem broń lepiej.
16366:  Wiecie, co zrobimy?
16367:  W tak zwanym międzyczasie weźmiemy sobie broń, która... Gdzie ja mam ten mój toporek?
16373:  Gdzieś miałem taki toporek, który przez całą grę nosiłem.
16383:  A!
16383:  Ten!
16384:  Bo on jest do chaosu, więc tylko po to go bierzemy.
16388:  I pierścień, oczywiście, że jest przyponiasty pierścień ognia.
16394:  Dobra, poza tym jest wszystko okej.
16404:  Zawitałem, pisze Krzysztof Kaczkielno.
16406:  Spojrzałem na licznie, 283.
16408:  Myślę sobie, no grubo, nie minęła sekunda, tu skok, szczęścia, przepaść.
16411:  Tak, tak było.
16414:  Czy czytam dla przyjemności coś z moją aktualną lekturą?
16418:  Przyznam, że ostatnio bardzo mi się niewiele zdarza czytać.
16421:  Nie mam na to humoru.
16426:  Muszę mieć bardzo dużo czasu, żeby chcieć poczytać.
16429:  Tu ru ru ru.
16440:  Do każdego coś przykro na Spotify'u, będzie.
16442:  Będzie, będzie, będzie.
16443:  Musi być, musi być.
16455:  Co się stało?
16460:  Co się stało?
16473:  Nikt nie powiedział, że będzie prosto.
16483:  Po prostu te... te...
16485:  Tutaj są luki w tych osłonach.
16487:  Kto to widział luki w osłonach?
16490:  Osłony nie powinny mieć luk.
16504:  No tu jesteśmy bezpieczni wstępnie.
16523:  Nie jestem w stanie powtórzyć tego.
16530:  Jak sobie radzić z ludźmi uczulonymi na krytykę, szczególnie podczas dyskusji na żywo?
16534:  Nie krzyczeć nigdy, pod żadnym pozorem.
16537:  zawsze mówić spokojnie, powtarzać to, co powiedzieli, tylko swoimi słowy, upewniać się, czy się dobrze zrozumiało.
16544:  Istnieje szansa wtedy, że użyje się własnych słów i argumentów tego człowieka przeciwko niemu.
16549:  Są generalnie dwie metody sokratejskie w takiej sytuacji.
16551:  Jedna się nazywa elenektyczna, a druga się nazywa majeutyczna.
16555:  Metoda majeutyczna, czyli innymi słowy położnicza, polega trochę na tym, jak incepcja u Nolana.
16560:  To znaczy zaszczepiamy ideę, która jest obca w mózgu człowieka,
16566:  I staramy się go przekonać do tego, że to jest jego własny pomysł.
16582:  Nie no, do przodu nie pójdę w życiu.
16584:  Nie da się iść do przodu.
16589:  Nieee.
16595:  Tak, przez przypadek mi wyszło, niestety.
16603:  Skok, ja wiem, trzeba wykonać skok, ale co potem?
16606:  Co z tym drugim skokiem?
16610:  Kiedy mamy do czynienia z krzykaczami, co zrobić?
16614:  Nie można dać na siebie krzyczeć w dyskusji.
16616:  Jeżeli ktokolwiek krzyczy w dyskusji, to przegrywa automatycznie, więc najlepiej dać im się wykrzyczeć i w momencie, w którym już się wykrzyczą, ośmieszyć.
16627:  Jeszcze lepszą metodą, jak ktoś na was krzyczy w takiej dyskusji, zacząć się ciko śmiać.
16633:  Gwarantuję, że to detonuje.
16636:  Teraz pytanie, dlaczego jest czasem tak, że tutaj nas trafiają?
16640:  To jest konfrontujące.
16643:  Skakanie w tej grze to jest koszmar, potwierdzam.
16646:  To jest ten moment, że nasza postać robi się tak totalnie bezwładna.
16648:  No właśnie.
16656:  No właśnie.
16667:  Wtedy ta osoba zaczyna krzyczeć, że ktoś nie chce, to się go nie przekona.
16669:  Taka prawda, że ktoś mądrzejszy to pomyśli, ale tak się o nich dogada nigdy.
16673:  Bo wszystko co inne uważają za głupie.
16677:  Wypróbowałbym to ryknięcie śmiechem.
16680:  Mnie to zawsze pomagało.
16681:  Przynajmniej ja byłem w stanie pokazać swoją wyższość, bo to jest sposób na... Tylko nie, to nie jest... Nie chodzi o wyśmiewanie się, nie?
16688:  Tylko to chodzi o zaśmianie się z tego, że ktoś się tak zapala.
16692:  Skacz pod kątem.
16693:  Aha.
16698:  Bardzo jest ciężko skoczyć na coś, czego nie widzicie.
16720:  I to jest sposób.
16720:  Dobra.
16727:  Teraz tak.
16734:  Nie mamy jednego czaru, który by się tutaj przydał.
16737:  Chyba, że ten.
16738:  Bo ten staggeruje.
16739:  Tak.
16741:  Tak zrobimy.
16743:  I wiem, co teraz zrobimy.
16744:  To znaczy pobiegniemy do niego.
16746:  Właśnie.
16746:  Dokładnie.
16747:  Nie będziemy czekać, aż on się zorientuje.
16761:  Fuck!
16763:  Fuck!
16768:  Co?!
16773:  Jezu, ile te strzały zadają!
16774:  Co? !
16793:  Nie zabijaj, nie warto.
16796:  Musisz się schować za kamieniem pojedynczym.
16805:  Jeżeli mówicie o krzyczeniu, jeżeli chodzi o ranty, no to to jest konwencja, tak?
16810:  Ja na nikogo nie krzyczę w dyskusji.
16813:  Nigdy mi się to nie zdarzyło.
16816:  Potrzebujemy tutaj jednej rzeczy.
16819:  To znaczy potrzebujemy...
16823:  tego na atak zbliży.
16828:  Albo lepiej, potrzebujemy wielkiego zapłonu.
16835:  Można go pominąć?
16837:  To jest podobnie, że atak o największym łącznym damage'u w grze.
16839:  Tak, zauważyłem.
16841:  Z pewnym smutkiem.
16853:  Nie możemy przyszerzyć i wskoczyć za tego olbrzyma, niestety, bo on jest przy... Ja też poznałem dopiero, co jest za nim, nie?
16861:  Na zacieszczybionym przekonaniu posłuszności swojej pańki też podział, czy jest w ogóle sens dyskutować z kimś takim?
16865:  No, sens dyskutować jest tylko wtedy, jeżeli macie gwarancję, że kogoś przekonacie.
16870:  Jeżeli do kogoś nie trafiają argumenty, to moje stanowisko jest takie, że to jest trochę poniżej pewnego poziomu.
16877:  Znaczy, nie ma co się zniżać do poziomu kogoś, kto nie chce z nami dyskutować, prawda?
16881:  Bo to jest też główny problem.
16883:  Jeżeli ktoś nie chce dyskutować, no to jest trochę stracony.
16888:  Zawsze jest tak, to kiedyś Waldenfels ładnie powiedział, że dialog to nie jest monolog rozpisany na role.
16897:  Obok giganta po prawej będą schodze.
16898:  Polecam tam pobiec zamiast go tłuc.
16904:  O, jest pomysł.
16909:  Samuit pisze, że walczy cały czas z ludźmi, do których żadne argumenty nie trafiają.
16912:  Same toroi spiskowe i podążanie za szanatami.
16914:  Ale walczy.
16914:  I dobrze.
16915:  Trzeba taki... Jedyny sposób znowu to jest zmęczyć kogoś takiego, nie?
16921:  Dobra.
16924:  Jeżeli tam są schody, to biegniemy na te schody od razu.
16936:  Mam pewien pomysł w związku z tym.
16942:  Oh boi.
16944:  Pomysł jest następujący.
16948:  Wiecie jaki to jest pomysł?
16952:  Nie, teraz nie zdążymy.
16953:  Raz, dwa, trzy, cztery.
16961:  Aczkolwiek.
16964:  A, już widzę, już widzę to zabezpieczenie.
16968:  Dobrze.
16969:  Właśnie, myślałem o trebuszu, nie?
16981:  Wielu z nas zostało zniszczonych przez ogień.
16983:  Mówię o swoim i twoim kraju.
16989:  Zobaczcie tę miasteczkę.
16992:  My jesteśmy dzieciakami, jak dwie oczy, które spojrzą na drugą.
16998:  Nie martw się o mroczność, mój przyjacielu.
17002:  I zacznijmy świątę.
17012:  Jeżeli ktoś się z Was kiedykolwiek wyśmiewa, to jedyny sposób polega na tym, żeby się ostro skonfrontować.
17019:  To jest mój sposób.
17021:  Ja uważam, że ignorowanie nie działa.
17023:  Uważam, że nauczenie się ostrego ripostowania w granicach, to jest to, co też powiedziałem w tym odcinku powiedzieć, w granicach oczywiście dobrego smaku i kultury jest dobre.
17034:  A jeżeli ktoś nie chce tego robić, to może zawsze ostentacyjnie wyjść i
17039:  Pokazać swoją wyższość trochę w inny sposób, to znaczy najgorsze jest ignorowanie, bo wtedy pokazujecie, że jesteście podatni na atak, bo pokazujecie plecy.
17047:  No i jeszcze druga rzecz, wiadomo, ludzie mówią nadstaw pierwszy policzek, nadstaw drugi policzek, a prawda jest taka, że no niestety najczęściej chodzi o to, żebyśmy nadstawili jeszcze dupę, a prawda jest taka, że trzeba poprzestać na tym pierwszym policzku.
17066:  Istnieją jakieś protipy dla ludzi, którzy zbyt się przejmują ocenami.
17071:  Wie, że nic nie dają, ale się boi nie zaliczyć i przez to nie są w stanie wypocząć.
17075:  Nie ma.
17075:  Póki się nie uświadomisz, że ocena jest... że nic ci nie dała w życiu, retrospektywnie, to w 100% nigdy nie będziesz przekonany o tym.
17086:  Ja nie byłem.
17086:  Do samego końca.
17088:  Nie wymyśliłem jeszcze sposobu na to, żeby poradzić sobie akurat z taką blokadą psychiczną, jaka jest.
17098:  Tak w ogóle to od kiedy zgramy w Jędraszewsku?
17100:  Nie ma wygranych w dyskusji przecież, a więc próba wygrania jej nie ma sensu, w momencie, kiedy ktoś krzyczy, to używa przemocy.
17105:  Tak!
17106:  Więc problem jest głębiej w psychice, tak sobie od tego trzeba zacząć.
17108:  To prawda.
17110:  Fomka przyszła przy obejrzeniu shorta, jest przerażona.
17112:  No, ja też się przeraziłem.
17113:  Jeszcze podziękowania dla Pomurnika, jeśli to będzie oglądał z naszej holistycznej agencji eskapistycznej, bo on mi na to zwrócił uwagę, pokazał mi ten regulamin szkolny i no, przeraziłem się też.
17123:  Przeraziłem się.
17125:  Jak podejść do tematu skutecznej retoryki,
17128:  No, mówiłem Wam o tych dwóch metodach, tak?
17130:  No więc jedna metoda polega na tym, majeutyczna, że ma Wasza idea powstawać w umyśle oponenta, a druga idea polega na pokazywaniu sprzeczności w sąsiadujących sobie wypowiedziach.
17141:  Ale problem polega na tym, że jeżeli osoba, z którą rozmawiacie ma wyjebane na pokazywanie sprzeczności, no to znowu dochodzimy do ściany, nie?
17148:  Za każdym razem jest ten sam problem.
17149:  Jeżeli ktoś jest nieotwarty na dialog,
17151:  To jest tragedia, dlatego dużo nurtów filozoficznych, które mówią, że dialog jest absolutną podstawą, ma rację, ale z drugiej strony bardziej radykalne nurty lewicowe, które pseudonimują zgadzanie się z pewną normą, mianem dialogu,
17168:  sprawiają, że nie do końca rozumiemy, o co w dialogu chodzi.
17171:  W otwarciu na dialog chodzi o to, że tak, jesteście przekonani o swojej racji, ale zawsze jest ten 1 do 10% otwartości na dyskusję.
17180:  Bo to jest zdrowe być przekonanym o swojej racji.
17182:  Ja mogę sobie narzekać na przykład na Solsy, ale eksperymentuję z różnymi nieinteresującymi mnie potencjalnie taktykami.
17190:  Ale będę wam cały czas na to narzekał.
17194:  I to wygląda na to, że Krzysztof jest głupi, uparty, ale nie, jestem po prostu przywiązany do swojego zdania.
17199:  Będę go bronić jak ksiądz kordecki Częstochowy.
17203:  Ale to nie oznacza, że nie rozmawiamy, nie?
17207:  Więc tak, jeżeli nie ma otwarcia na dialog, to wtedy jest zajebiście duży problem.
17217:  A Mucho NPC dalej wygląda zza winkla, to prawda.
17220:  Dlaczego mówicie, że tutaj jest Smok Midir?
17248:  Czemu mnie straszycie?
17250:  Nie straszcie mnie, że jest Midir gdzieś.
17252:  Wielu z nas jest przez ogień zniszczonych.
17255:  Mówię o swoim i twoim kraju.
17259:  Zobaczcie tę miasteczkę.
17262:  Jesteśmy przyjaciółmi, jak dwie oczy, które spojrzą na drugą.
17266:  Nie martwcie się o mroczność, mój przyjacielu.
17269:  I zacznijmy świątę.
17276:  To jest Czarny Rycerz, to bardzo niedobrze.
17278:  Więc mówicie, że Midir jest za wieżą.
17284:  Tu jest wieża.
17289:  Yyyyyy!
17301:  On tam dalej jest!
17302:  Ooooooo!
17306:  Nie!
17307:  Nie!
17309:  Nie!
17310:  Uciekać!
17313:  Straszne!
17329:  Eee...
17334:  Wiem.
17336:  Wiem, co zrobimy.
17342:  A, masz!
17347:  Ciasto z łajna.
17349:  Dobrze, że nie sprzedałeś lornetki na początku gry, to prawda.
17356:  Wszyscy się na nas gapią tutaj.
17359:  Dobrze, że nie jesteśmy w Red Dead Redemption 2, bo w Red Dead Redemption...
17367:  W Road to the Dimension jest tak, że co 5 sekund ktoś na nas wyskakiwał i mówił, co gapisz się, gapisz się?
17375:  7 gwiazdek u szeryfa.
17376:  Kulka w łeb.
17403:  Zaczynam rozumieć, o co chodzi mi jazakiemu.
17405:  Powolutku.
17410:  Jaros pyta, co jeśli mamy do czynienia z kimś, kto chce dyskutować, a jeśli pozwoli.
17413:  Niby słuchał przed chwilę, tylko póki nie obali się jego tezy, bo inaczej... Co ty wiesz, spójrz na kosmos.
17421:  No to to jest, wiecie, zmiana tematu albo pokazanie jakichś ogólno... ogólnych praw.
17428:  I trzeba wtedy wekslować z powrotem.
17432:  I próbować naprowadzić na ten temat, który nas interesuje.
17435:  Zasada słonia i robaka.
17438:  Jeżeli oponent zmienia temat, wy też to możecie zrobić.
17441:  Tylko pod siebie.
17443:  Widzicie, już po co jest mi tarcza?
17444:  Jest bardzo potrzebna.
17448:  Czy ja tutaj widzę kolejne bagno?
17451:  Miyazaki be like... Panowie, panie, jest problem.
17459:  Musimy...
17461:  Wymyślić jakąś lokację.
17463:  Ja... no, no... Słuchajcie, jest problem.
17466:  Nie wiem, nie wiem.
17467:  Przytykałem się z pomysłów.
17470:  Bagna!
17472:  Przepraszam.
17473:  Ja, ja, ja, ja, ja!
17475:  No, dobrze, proszę, proszę.
17478:  Bagna!
17480:  Następna ba... O, ja, ja, ja, ja!
17482:  Bagna!
17484:  Co jest z tymi bagnami w tej grze?
17503:  Klejnot błyskawic.
17506:  Boże, ja naprawdę nie chcę drugi raz przechodzić przez ten koszmar.
17523:  To jest ten moment tego solsowego strachu.
17526:  Klasyczny strach solsowy.
17529:  Który mija jak jest ognisko!
17540:  Tak!
17543:  Podpalony Krataku, dzięki za wspieranie od pięciu miesięcy już!
17548:  Jesteś na dobrej drodze do...
17550:  kolejnej rangi.
17554:  Czytanie Derrida pokazuje, jak można polemizować, pisze Matt Peterson.
17557:  Tak, Derrida miał... Wiecie co, to jest bardzo dobra uwaga, tylko trudny język, więc czytajcie po angielsku, ale on zawsze brał cytat i pokazywał pewne pęknięcia w argumentacji.
17573:  Tylko to jest trudne, żeby pokazać pęknięcia w argumentacji.
17576:  Ale w mowie...
17579:  W mowie jest to epicko trudne, bo musicie to robić na żywo.
17583:  Nie każdy potrafi.
17586:  Witamy, Krzysztof.
17587:  Witamy.
17587:  Oczywiście, że nie można otworzyć z tej strony.
17589:  Ja byłbym rozczarowany, gdyby można było.
17591:  Nie, słuchajcie, nie jest źle.
17593:  Ile?
17597:  19, 21, 32... 5 godzin streamu i jesteśmy w Ring City, w Pierścienicach Wielkich.
17604:  Czy to jest Rycerz Cebula?
17606:  Czy to jest Rycerz Cebula?
17608:  Nie, ponieważ rycerz Cebula nie żyje.
17611:  Alice in Poland zasługuje na wyróżnienie, ponieważ ma rozwiązanie zagadki, dlaczego From Software zawsze
17635:  projektuję bagna w lokacjach.
17637:  Mianowicie chcę, żeby gra była wciągająca.
17643:  Szacun.
17646:  Nie zrobiłbym tego lepiej.
17650:  Japończycy widzą gotyckie fantazy jako bagna, wioski, zamki, katedry, rozlochy.
17658:  Całe życie to bagno.
17659:  Coś w tym jest, moi drodzy, coś w tym jest.
17666:  Na moje poszukiwanie... i na twoje obowiązki.
17668:  I na szczęście, które jest przed nami.
17670:  W porządku, to... do góry!
17670:  Teraz... biorę się na poszukiwanie Monumentu Przeciwu.
17671:  Kiedy go znajdę... wszystko wróci do mnie.
17676:  Kto byłem.
17676:  Dla czego żyłem.
17697:  Dziwne rzeczy dzieją się w tej grze.
17712:  Dawid pyta, czy miałem kiedyś dół w twórczo... O, panie, many a time!
17715:  Powiedzmy, że chcesz dokończyć publikację, nie możesz się za to zabrać, co wówczas robisz?
17719:  Przerywam!
17721:  rzucam w całą tę robotę, zabieram się za inny, w ogóle zupełnie coś innego.
17726:  Mam taką pracę, że mogę to zrobić, to znaczy jest zawsze coś do zrobienia i zawsze coś innego.
17730:  Albo odpoczywam, to też jest coś innego do zrobienia.
17733:  I wracam do tego po tygodniu, ze świeżym umysłem, czytam to, co napisałem i zaczyna funkcjonować moja wspaniała cecha w tej konkretnej sytuacji, to znaczy nie pamięć, to znaczy ja ten tekst czytam jako zupełnie nowy, nie pamiętam nic z tego, co napisałem i myślę sobie, o, autor tego tekstu jest idiotą, tutaj trzeba to zmienić, albo, o, autor tego tekstu jest genialny, fajnie, zainspirowało mnie to i piszę dalej.
17757:  Tak to działa z grubsza, ale przerywam, rzucam w pizdu.
17762:  Okej.
17765:  Koncept awatarów gwiazd serialu Andromeda.
