🔴 Strategiczna środa — THE ALTERS oraz MECHABELLUM Livestream
🔗 https://www.youtube.com/watch?v=R_tSku77Wq8

201:  Dzięki.
9133:  Faktycznie!
9136:  Jest na widelcu, ale on już go nie chce.
9140:  Ten go chce.
9141:  Co tu się dzieje?
9142:  Dziwne rzeczy.
9143:  No, w związku z powyższym, moi drodzy, odpalimy sobie teraz grę Mechabellum.
9148:  Teraz będzie straszny chaos, ponieważ wszyscy, którzy będą dołączać na Steam, będą mówić, Krzysztof, ja tu nie przyszedłem dla jakiegoś Mechabellum, ja tutaj przyszedłem dla Altes.
9158:  Tak, tak będzie, zobaczycie.
9160:  Gdzie jest Altes w takim razie?
9169:  Mamy alters w domu.
9193:  No i koniec, nie?
9196:  Arti Niezłomny, witam w gronie wspierających.
9199:  Raz jeszcze dziękuję Ci serdecznie.
9200:  Gdzie jest moje mechabellum?
9204:  Dobrze, do skrótów wlezę.
9206:  Mechabellum.
9209:  Teraz tak, zrobimy sobie tak, żeby to było udostępnione.
9212:  To byłoby fajne, gdyby to było udostępnione.
9219:  Zmień tytuł na Demo Alters i Mechabellum.
9222:  To nie, ale Mechabellum to nie jest demo.
9225:  Zakomplikowane.
9226:  Przechwytywanie gry.
9228:  Mechabellum!
9230:  Dobrze.
9231:  Będzie działało.
9236:  Proszę bardzo, moi drodzy.
9239:  Mamy to.
9243:  Strategia to, moi drodzy.
9247:  Zastanawiam się nad tym, co zrobić, to znaczy myślę, że sensowne będzie, nie wiem, przejście przez Akademię Dowódcy troszeczkę nie ma sensu, wydaje mi się, że jestem w stanie Wam opowiedzieć mniej więcej o co chodzi w grze przy tak zwanej okazji, więc sobie po prostu odpalimy tryb przetrwania na trzech...
9265:  Dobrze, na czterech poziomach trudności, z czego ostatni będę strasznie lamił.
9270:  Zaczniemy od bardzo łatwego i w ten sposób będziemy mogli sobie ładnie przejść przez wszystkie opcje, myślę, że to jest najsensowniejsze.
9278:  Czy gry mam w horrory?
9278:  Nie, Korinek.
9279:  Czy miałem okazję widzieć UI z serii Persona, szczególnie piątki czy trójki, jedynie z ładniejszych jakie widziałem?
9283:  Nie, Młotko.
9284:  A jak masz jakiegoś linka, to może rzuć na komentarze do streamu, chętnie zajrzę.
9288:  Holistyczna agencja jest kapistyczna, to link w opisie, moi drodzy.
9291:  A, o co chodzi Mechabellum?
9292:  Prosta sprawa w tym momencie, jest gra, jest w serii alfa i macie, tak to w każdych strategiach, tryby przetrwania, macie...
9299:  Tutorial, wyzwania społeczności, tereny ćwiczebne, które też sobie ogarniemy.
9304:  W sumie fajniej byłoby od terenu ćwiczebnego.
9306:  Tak, zacznijmy sobie od terenów ćwiczebnych.
9308:  Weźmy sobie HP na 10 tysięcy, będzie troszeczkę dłużej.
9312:  Miasto kolejowe, jakaś mapka, proszę bardzo.
9315:  Zaczynamy od łatwego i będziemy szli coraz wyżej.
9319:  Prosta, darmowa gierka, tak?
9322:  Zaczynamy od tego, że można wybrać sobie dowódcę, który będzie nam dawał rzeczy.
9328:  Yyy...
9330:  Zwiększa prędkość ruchu wszystkich jednostek.
9332:  Myślę, że na początek to będzie fajne, bo zobaczycie też podstawowe rzeczy.
9336:  Proszę bardzo.
9337:  Strategiczna środa się zaczyna.
9339:  Pokaz jednostek.
9340:  A, bardzo fajne jest tutaj to, że mamy swobodę kamery, zresztą zobaczycie to za moment.
9345:  To jest podstawowa jednostka, czyli gąsienicowy.
9348:  Jednostki awansują w ramach kolejnych tur.
9351:  I teraz najlepsze.
9352:  W tej grze jedyne co robicie, to ustawiacie tryb taktyczny.
9356:  Czyli decydujecie, gdzie będzie dana jednostka.
9359:  To są wieżyczki, których wbrew pozorom nie mamy bronić.
9361:  Tu jest centrum badawcze, a tutaj jest powiedzmy centrum dowodzenia, gdzie możecie na przykład wziąć sobie więcej zaopatrzenia.
9369:  kosztem tego, że się pojawią w następnej rundzie mniej i możecie zwiększyć sobie zasięg, tudzież zwiększyć szybkość, my zwiększymy szybkość.
9376:  To, co musimy zrobić, to wyeliminować wszystkie jednostki wroga i teraz, jak zauważycie, pojawia się taka strzałęcja i ta strzałęcja oznacza, że nasze jednostki będą iść w tym kierunku i my później nie możemy nimi sterować.
9388:  I to jest ciekawe, wbrew pozorom.
9390:  Nigdy się nie spotkałem jeszcze z taką strategią, gdzie, poza oczywiście tower defense'ami, ale proszę bardzo, tutaj to mamy.
9396:  Niestety przeciwnik ma storm callery, które są w stanie nas bardzo szybko zlikwidować, dlatego my skorzystamy z podziemnego blitzu.
9404:  Podziemny blitz sprawia, że zwiększona jest prędkość ruchu o 3 i tunelują podziemią nasze jednostki, czyli te gąsienicowe.
9410:  Z kolei stalowa kula służy do anihilacji dużych botów, dużych jednostek.
9416:  Ma taki skoncentrowany promień energii i bardzo OP zdolności, mianowicie np.
9420:  można je połączyć ze sobą, tak żeby się dzielić obrażeniami.
9424:  Tak, to jest autobattler, jasna sprawa.
9426:  I truturowy.
9428:  Przesympatyczna sprawa, moi drodzy.
9430:  Bawię się tym od dłuższego czasu.
9431:  Jest naprawdę miło.
9433:  Bardzo fajnie zrobione.
9434:  Niestety tylko muzyka nie dowozi.
9436:  No to jest jeden, jedyny minus.
9438:  Mechabellum, pepeuszko to jest.
9440:  Bardzo sympatyczna sprawa.
9442:  Możemy jeszcze dodać sobie pociski strażnicze.
9444:  One wysyłają taką minę detonującą.
9446:  Na wszelki wypadek ją tutaj zamieszczę, gdybyśmy mieli przegrać, a pewnie się to stanie.
9451:  I tyle.
9452:  Tak.
9453:  To jest w zasadzie bardzo dobra rzecz, jeżeli chodzi o research.
9456:  Niestety musicie za każdym razem, przy każdej bitwie to robić.
9458:  Natomiast sam awans jest automatyczny.
9461:  Czy będzie Shotgun King na live?
9463:  Nie sądzę.
9463:  Na razie przynajmniej nic nie wiem.
9465:  Senke, dzięki za wsparcie od 5 miesięcy.
9467:  Lecimy!
9468:  A, i teraz dobra rzecz.
9470:  Automatyczna kamera.
9472:  Filmowa.
9473:  Uwielbiam!
9474:  No uwielbiam!
9478:  Wspaniałe!
9479:  Widzisz skoncentrowane promienie anihilujące!
9482:  Zabić wszystkich!
9483:  Dobrze!
9484:  Wspaniale!
9485:  Teraz w momencie, w którym zniszczy się którakolwiek z wież dżyczek, nasz przeciwnik dostaje od razu minus do obrony, do prędkości ruchu i do ataku.
9495:  I w ten sposób nasza jedna luna jest gotowa.
9497:  Wszystko jest darmowe z Saimev, tak mi się przynajmniej wydaje.
9500:  Znaczy nie no, w sensie, że wiesz, nie ma żadnego Battle Passa i innych tego typu rzeczy.
9506:  Taka kamera jest też w Empire at War.
9508:  Żartuję, szefie Woffen, nie pamiętałem tego.
9527:  Kosztuje sześćdyk teraz, bo mi się wydaje, że ja ją miałem za darmo, ale to było jakoś dawno temu.
9534:  Tu są opcje i dylematy, które będziemy mieli za każdą turą i teraz to jest ciekawe pod tym względem, że jest to totalnie zrandomizowane, w związku z powyższym czasem się zdarza tak, że dostaniecie coś mega OP.
9543:  Czy jest in-game shop?
9546:  Bo na jednym ze stron widziałem.
9547:  Pokażę Wam za moment.
9548:  Nie jest za walutę, z tego co pamiętam, tylko za walutę wewnętrzną.
9554:  Ale Jerex nie była za sześć dych, wiesz, od samego początku.
9559:  Zmniejsza koszty rekrutacji Steel Ball.
9561:  Steel Ball to jest stalowa kulka.
9565:  Witam czatę po raz pierwszy.
9565:  Pisze na czacie.
9566:  Stimu Arioso, witamy serdecznie.
9568:  Isana wydała limitowaną edycję soli do kąpieli.
9570:  Opakowanie posiada grafikę dwóch jamników tarzających się na łąkę.
9572:  Pozdrawiam.
9573:  Rozumiem już, dlaczego to napisałeś.
9575:  O, i teraz macie aktualizację.
9576:  Aktualizacja to jest inaczej update i efektywnie to sprawia, że jednostka jest dokładnie dwa razy potężniejsza.
9584:  Więc tak i tak.
9587:  I jeszcze możemy tutaj zwiększyć HP-ki, to jest stałe.
9590:  A właśnie, w centrum badawczym zwiększa cię na stałe parametry, natomiast tutaj w centrum dowodzenia tylko na jedną turę.
9598:  Spolszczenie skrzypi po kondach, bo spolszczenie jest zrobione przez automat.
9601:  Aha.
9604:  Jakie tryby gry tutaj są?
9605:  To jest jeden tryb ćwiczebny.
9607:  Oprócz tego masz online'owych, też zagrany w online'owe.
9610:  Będzie multik na streamie dzisiaj, ja nie żartuję nawet.
9615:  i oprócz tego jest tryb przetrwania.
9622:  Jest opcja kupowania skinów tutaj za kasę, można je zdobywać ingame.
9625:  Dlatego pochwalam.
9630:  Nowa strategia SRB, jak najbardziej.
9633:  Ten beton wygląda z bliska jak wykładzina.
9636:  Powiedział Jacek Majchrowski zawsze.
9638:  Ooo!
9640:  Now we're talking!
9642:  To jest też ciekawe podziemne zagrożenie.
9644:  Możemy na dowolnym miejscu mapy... Pokażę to wam, bo to jest ciekawe.
9648:  sprawić, że będą wyłazić nasze jednostki.
9651:  I w ten sposób mogą zaatakować na przykład wyrzutnie rakiet.
9655:  Atakowanie wyrzutni rakiet?
9657:  Dobre.
9660:  Okej, miejmy więcej tych crawlerów może.
9664:  Albo lepsze, mechaniczna wściekłość.
9667:  Ja jestem zawsze po stronie update'ów, wolę update'y.
9677:  Aaaa!
9678:  Hahaha!
9679:  Ktoś nie ma artylerii?
9682:  O, jak mi przykro!
9684:  Łobąziu!
9686:  Taka szkoda!
9688:  Jakim podmiotem fantazy jest Baldur's Gate 3?
9690:  Baldur's Gate 3 dla mnie to jest high fantasy, najprostsza sprawa.
9696:  Dzisiaj... A, Piotr napierdala, znaczy napierała za takiego kiszaka, że gry są złe, zniszczą cię.
9702:  To jest człowiek, który ma szkodliwą obsesję i moim skromnym zdaniem ktoś, kto go zatrudnia, powinien się mu przyjrzeć z uwagą, co robi w internecie.
9712:  Teraz jest fajna opcja, bo możemy zadecydować o tym, jakie dostaniemy jednostki, praktycznie, jak widzicie, czasem za darmo, a czasem tak kinda za darmo, ale tu jest chociażby jednostka na piątym poziomie awansowania i to jest taki dylemat.
9724:  Co lepsze, nie mamy, myślę, żadnej floty, więc wybranie Feniksów nie jest złym pomysłem.
9729:  Feniks się odradza!
9731:  Boże, myśliwiec, który się odradza, to jest wspaniałe.
9733:  Jest oprócz tego Skorpion, który działa na zgrupowanie jednostek.
9737:  Ten czołg jest w zasadzie przeciwko wszystkiemu, natomiast Widmo to ciężki samolot, który strzela zarówno do jednostek powietrznych, jak i naziemnych.
9747:  A weźmiemy Feniksa.
9749:  Feniks piękny.
9751:  Faktycznie to jest wykładzina.
9753:  To jest dziwne tylko klikanie po tym, bo trzeba kliknąć jednostkę i potem się ją przenosi.
9757:  Można też krzesiotkowym przyciskiem myszy zmniejszać
9760:  Zrobimy to tak sprytnie.
9765:  Chodź Feniksie, chodź dobry Feniks.
9767:  I zwiększymy mu zasięg, żeby Feniks był potężny.
9771:  Co jeszcze zrobimy?
9772:  Zwiększymy jeszcze bardziej zasięg tylko na tę turę.
9776:  Wysoka mobilność się by przydała, ale lepsza będzie aktualizacja naszych crawlerów.
9780:  Oj tak.
9782:  I chyba nas będzie stać wciąż na wysoką mobilność.
9786:  Good.
9788:  Tutaj jednak na wszelki wypadek sobie postawimy tę radosną latarenkę z pociskiem strażniczym.
9794:  Natomiast, to jak zauważyliście, nawet jeżeli nasze jednostki zostaną zniszczone, to one i tak wracają w każdej kolejnej turze.
9800:  Dlatego to jest przesympatyczna gra, bo nie penalizuje za bardzo.
9807:  Te karty to fajny roguelike'owy element.
9808:  Tak, absolutnie.
9811:  Bardzo dynamizuje i randomizuje rozgrywkę zarazem.
9815:  Uuuu.
9818:  Widzicie, brak zagrożenia podziemnego z zewnątrz sprawił, że prawie wszyscy zostali wyeliminowani z naszych wojsk, ale nie wszyscy.
9828:  Czy wróci jeszcze Horizon?
9829:  Zobaczymy, Szymonie.
9830:  Na razie nic na to nie wskazuje.
9833:  Runda następna.
9833:  Czy dostaniemy jakieś ładne rzeczy?
9835:  O, celownik laserowy.
9837:  Zasięg jednostek jest zwiększony o 35 metrów.
9839:  Wiecie, to możemy to zrobić i dać celowniki laserowe dla naszych samolotów.
9846:  Bardzo relaksująca gierka, jak widzicie.
9848:  Można sobie gawędzić.
9850:  Ja, szczerze powiedziawszy, wszystkie licencjaty tak robiłem, że odpalałem sobie kawałek licencjatu, potem robiłem jedną turę tutaj i leciałem dalej.
9859:  DLC do Eldenka będzie grane i jest już zaplanowane.
9862:  Dominika jemnikotwórczyni Klimczak pracuje nad grafiką.
9866:  Młotko pisze, że odnośnie UI odznaczał na HE.
9869:  Dziękuję serdecznie.
9870:  Gramy Arturze w Mechabellum.
9875:  Dobra.
9876:  Teraz jeszcze jedna rzecz, której wam nie pokazałem.
9879:  A mianowicie... My tu możemy flankować.
9885:  Flanki są bardzo wredne.
9888:  Teraz z tego skorzystamy.
9891:  Okej.
9893:  Jeszcze zrobimy jedną rzecz, nie stać nas na to, ale możemy rekrutację masową uczynić, w ten sposób będziemy mogli jeszcze jedną jednostkę dokupić dodatkowo i będą to samoloty, czemu by nie.
9907:  Tych awansujemy radośnie, damy absorpcję energii, zwiększa obrażenia, znaczy HP, zdrówko 40% konwertuje zadawane obrażenia na HP, to jest dobre, ale to chyba w następnej turze już.
9920:  50?
9922:  Wysoka mobilność, pięknie.
9926:  Znaczy, myśmy, Szymonie, trochę pograli w Horizon'a, w Forbidden West, i względem Zero Dawn miałem zastrzeżenia.
9936:  Dominika Mielconek pisze, że od chłopaka dostała imię wiatru, z mojego powiedzenia.
9939:  Oj, mam nadzieję, że Ci się spodoba.
9940:  Daj znać na strumyka, jak będziesz, czy Ci się podoba.
9944:  Jak po tych wszystkich swoich zaliczeniach przeczytasz.
9947:  Czy mogę prosić o jajniki wsparcia?
9948:  Zawsze, Wiktor Windel.
9949:  Mam dużo prac pisemnych do zrobienia i nie wiem, w co włożyć ręce najpierw.
9952:  Na spokojnie, jeden problem naraz.
9954:  Zaczynasz od tej, która cię najbardziej jara i potem wynagrodzisz sam siebie.
9960:  Ale dobre opcje, temperatura topnie, ja nie wiem, co wam pokazać w pierwszej kolejności.
9970:  Tajfun.
9971:  Tajfun jest piękny, to jest robot chodzący.
9976:  Robot chodzący, który ma... tarczę!
9983:  Jak ja kocham tarczę!
9986:  Nie ma nic piękniejszego niż tarcza, która chroni obrażeni przed obrażeniami naszej jednostki.
9993:  Najpiękniejsza rzecz w świecie, to jest taka tarcza.
9998:  Ja kocham tarcze.
10001:  Potrzebuję ich.
10002:  Zrobimy sobie konwersję HP, absorpcję energii tutaj.
10006:  Przywołamy sobie... Proszę bardzo.
10009:  Awansujemy.
10011:  I co jeszcze możemy zrobić?
10012:  Stówkę mamy, więc...
10015:  Raz i dwa.
10017:  Jak nasze flanki się sprawdzają?
10019:  Jakiś kretyn tutaj przesunął sobie artylerię, żebyśmy mogli go prędzej zniszczyć.
10027:  Flankowanie?
10028:  AI Warhammera mentioned.
10029:  Absolutnie.
10031:  Teraz my możemy flankować.
10034:  Planuję po sesji zacząć.
10035:  Dobrze, Dominiko, bardzo dobrze.
10039:  Trzeba odpocząć.
10042:  Mówiłem, że są śliczne?
10044:  Jak strzelają!
10048:  Ojej, jak ja kocham takie gry.
10051:  To jest... To jest piękna strategia.
10057:  Muszę powiedzieć, że fakt, że to się dzieje automatycznie bardzo mnie cieszy po Warhammerze Total War, gdzie muszę za wszystko odpowiadać.
10064:  I denerwować się, że przeciwnicy nie słuchają mnie.
10066:  Dramat absolutny.
10067:  Nie dostaliśmy ani jednego hita.
10068:  Proszę bardzo.
10070:  Myśleliście, że tylko Kiszak potrafi przechodzić gry Hitless.
10075:  Moduł ulepszeń.
10076:  ATK wzrasta 20%, HP wzrasta 20%.
10078:  Promocja nie zużywa już zapasów.
10081:  Wiemy, komu to damy.
10084:  Aktualizacja zero.
10086:  To lubię.
10088:  Okej.
10091:  Czyniłem je coraz potężniejszymi.
10092:  O Boże, replikacja wykorzystuje zniszczonych wrogów, żeby stworzyć więcej crawlerów.
10098:  To jest bardzo złośliwa, bardzo złośliwa rzecz.
10104:  Ulepszenie ataku, a zróbmy to.
10107:  Chyba kupię tę grę, boję się, że wpadnę tak jak w Teamfighter Actions.
10109:  Ja wpadłem, ja wpadłem bardzo.
10125:  Na razie jest prosto, a potem się zaczynają wyzwania.
10136:  Jedyne co jest minusem to to, że nie można przyspieszyć prędkości poruszania się naszych jednostek wtedy, kiedy już jesteśmy pewni, że wygramy.
10145:  Czy wspomniałem, że są atomówki?
10147:  Są atomówki.
10148:  Zwiększa zakres wszystkich jednostek.
10150:  Tu powinno być zasięg, a nie zakres.
10155:  Okej.
10157:  No!
10158:  Tutaj.
10159:  Czy raz zamknę Space Engineers?
10161:  Nie kojarzę.
10165:  Chciałbym, żeby Krzysztof zrobił live Steam Fight Tactics.
10169:  Krzysztof zna tę grę?
10170:  Krzysztof nie wie.
10173:  Aktualizacja.
10174:  Też mnie to strasznie denerwuje, że nie macie pojęcia nawet, co sporadzić.
10178:  Naładowany strzał, ponowny montaż kwantowy, nawet nie będzie nam potrzebny.
10181:  Ponowny montaż kwantowy to jest właśnie ta opcja, która pozwala na wskrzeszanie Feniksów.
10186:  Aaa!
10186:  Ulepszymy maksymalnie nasze krolery!
10188:  Co może pójść nie tak?
10193:  Ooo, tarczkę sobie zrobił spryciarz.
10196:  Jaki chytry przeciwnik.
10198:  Widziałem nie tylko Trailer Dragon Save 4 Szymonia, ale widziałem także gameplay i powiem wam, że gameplay jest jeszcze gorszy.
10205:  Bo gameplay jest generyczny.
10207:  Trailer przynajmniej był żałosny.
10210:  Już kupiona, żegnaj w wolnym czasie, pisze Bear.
10212:  Się spodobało, proszę bardzo.
10214:  Team Fight Tactics od Riot, też oto Battler.
10217:  Proszę, ja w ogóle nie znałem tego gatunku wcześniej.
10219:  No nie, no nie mógł zginąć od razu, bo atomówka, atomówka!
10228:  To jest mobilna fabryka jednostek.
10230:  Wytwarza Feniksy.
10232:  Wytwarza kulki stalowe.
10236:  Co chcecie, to wytwarza.
10240:  Wspaniałości.
10243:  Aktualizacja, to znaczy, sam już mówię, bez sensu, to znaczy awans.
10249:  Tutaj nic.
10251:  O, tutaj, proszę bardzo.
10254:  To jeszcze przyzwiemy.
10256:  Jeszcze przyzwiemy trochę tych wspaniałych krollerów tutaj.
10259:  O, bardzo dobrze.
10261:  Mnóstwo krollerów!
10263:  Czy chcesz krollery, czy awansowane krollery?
10266:  Tak.
10268:  Astroje się chwali, że udało się dowieźć na pierwszy termin licencjat z projektem 40-stronnicowego przewodnika po Allotopii.
10274:  Ale fajny w ogóle licencjat.
10275:  Czy ty wrzucisz to na ResearchGate'a?
10277:  Błagam.
10278:  Moi drodzy, swoją drogą, gratulacyjne jamniki dla moich studentów, bo udało się czterem dyplomatkom dowieźć licencjatę z sześciu.
10286:  Już.
10286:  Więc jest dobrze.
10289:  Jak odogra... Mechabellu!
10290:  Wiecie co, ja muszę zaktualizować opis rzeczywiście.
10296:  Albo... Tak, zaktualizuję opis.
10302:  Powodzenia w nauce, Dominiko.
10307:  Daj nam znać potem, Popyrkonie, jak poszło.
10312:  Strunek będzie pewnie w poniedziałek, moi drodzy, z... Goats of Tsushima.
10320:  Ale przerżno.
10322:  Żałosny przeciwnik.
10324:  Żałosny.
10327:  Już Inkwizycja miała lepsze gameplay, przedło Feny, proszę bardzo.
10330:  No, więc tu macie pierwszą opcję.
10332:  Ona jest bardzo dobra do ćwiczenia.
10334:  Możecie sobie zobaczyć, w jaki sposób działają wszystkie te jednostki.
10337:  Zaraz sobie odpalimy tryb szalony, swoją drogą.
10339:  Ale pierdwej, żeby było interesująco, odpalimy sobie pierwszy raz na kanale tryb wieloosobowy.
10350:  Ja wiem.
10351:  Ja rozumiem.
10352:  Ja absolutnie rozumiem.
10356:  Bójka dla czterech graczy.
10359:  Matchmaking.
10360:  Jezus Maria, tylko nie to.
10363:  Dramat i horror.
10365:  A ja teraz w tak zwanym międzyczasie zaktualizuję opis.
10369:  Edytuj.
10372:  The Alters oraz Mechabellum.
10379:  To jest historyczne wydarzenie.
10380:  Pierwszy raz, pierwszy raz jest tak na kanale, że jest odpalany tryb wieloosobowy.
10386:  Jak widzicie, to jest jeden z powodów, dla których tak lubię tryby wieloosobowe, to znaczy na nie się czeka.
10391:  Nope.
10391:  Musiałem usiąść.
10392:  Krzysztof powiedziała, że szalał.
10393:  Dziękuję za wsparcie 14 miesięcy.
10395:  Zobaczcie, jaki to jest tryb wieloosobowy.
10397:  Będziecie zachwyceni.
10398:  Przerżniemy tak, że się w głowie nie mieści, bo tutaj walczycie nie tylko z AI-em, ale wszyscy z wszystkimi.
10407:  I to nie jest rywalizacja.
10409:  To właśnie nie jest rywalizacja.
10411:  To jest, moi drodzy, anihilacja.
10413:  Poważne sprawy.
10414:  Uzyskaj 50 dodatkowych zapasów co rundę.
10416:  Okej.
10417:  Gigantyczne specjalista, gigantyczne jednostki nie zużywają długo zapasów.
10421:  Okej.
10422:  Natychmiastowe jednostki poziomu drugiego możemy rekrutować i startujemy z tymi.
10428:  Dobra, spróbujemy.
10433:  No więc tak.
10434:  Tutaj są punkty zapasów, które możecie zdobywać, a tutaj są wszyscy nasi wrogowie.
10438:  Jeden wróg, drugi wróg, trzeci wróg.
10441:  A tu jest AI.
10442:  A my jesteśmy jako czwarty wróg.
10445:  Już widzę, że mamy... Już widzę, że będzie ciężko.
10448:  Już widzę, że będzie ciężko.
10450:  Dlatego też odblokujemy sobie natychmiast strzelców.
10453:  To są snajperzy, moi drodzy.
10454:  Snajperzy są wspaniali.
10456:  Snajperów sobie tutaj ustawimy, żeby strzelali od razu do...
10463:  Tak jest.
10464:  Do paskudnych Feniksów, bo już poznaliście potęgę Feniksów.
10468:  Musi być równo, musi być równo, musi być równo, musi być równo, dobrze.
10473:  Tak.
10478:  Tak.
10481:  Ha!
10482:  Tak chytrze zrobimy.
10483:  I teraz jeszcze jedną rzecz.
10484:  Tutaj możemy wezwać nosorożca.
10487:  Nosorożec jest wspaniały!
10490:  Zobaczcie dlaczego.
10492:  I co możemy jeszcze zrobić?
10493:  Bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb
10502:  Zakończ wdrożenie!
10504:  Powiedział każdy na giechu.
10506:  Czemu ci snajperzy wyglądają jak Space Marines?
10508:  Bo ich kocham, to dlatego.
10510:  A to w ogóle wszystko są roboty, dlatego wiecie, Mecha Bellum.
10514:  Czy to tak naprawdę twój klon, który podjął inną edycję i lubi multiplayera?
10517:  Zaraz zobaczycie, dlaczego ten multiplayer jest wspaniały.
10520:  Będzie straszne nerwy.
10522:  Dlaczego nie na środkowy pylon?
10525:  Tutaj sobie wyłączymy to, ręczną kamerę sobie zrobimy.
10529:  Dlatego, że wtedy bardzo często nasz przeciwnik robi dokładnie to samo, jak jakiś ostatni kretyn.
10536:  Przestań mi niszczyć mojego nosorożca!
10539:  Nosorożc ma codzienną funkcję, mianowicie może odnawiać swoje HP, jak go ulepszymy.
10549:  No i przestań atakować AI, atakuj pylon!
10554:  Jest jedna szczuczka, która sprawia, że można wykorzystać wydawanie poleceń.
10559:  Też Wam to pokażę za moment.
10560:  O nie, o nie, o nie.
10562:  On ma mnóstwo Fenixów.
10564:  Nie mamy z nim żadnych szans.
10567:  Dołącz do prognozy.
10568:  Proste.
10569:  Wygram.
10572:  Nie wiem, o co w tym chodzi, ale można powiedzieć, że się wygra.
10577:  Stanowski byłby zachwycony, bo to wygląda na obstawianie i bukmacherkę.
10582:  Gdzie mogę to kupić?
10584:  No, sorry, że jest to pancerny jam, nikt nie inaczej.
10587:  No niestety, nie mamy już żadnej obrony.
10590:  W związku z powyższym obawiam się, że Mortimer, Slapdash, Pew oraz Ordinary Harry wygrają w tej rundzie, albo któryś z nich w każdym razie.
10597:  Nasz... O, widzicie?
10598:  Widzicie?
10598:  Uuu!
10601:  Zwycięstwo w multiplayerze!
10604:  Przynajmniej w pierwszej rundzie.
10607:  Mmm... Władca.
10611:  Dobry statek.
10613:  Ale zabawniejszy jest Haker.
10615:  No i teraz dylemat, co wam pokazać?
10618:  Muszę iść w to, co jest zabawniejsze, przykro mi.
10620:  Haker przejmuje jednostki.
10626:  Tak... Haker, dobra rzecz.
10630:  Bardzo dobra rzecz.
10633:  Haker.
10635:  Czy możemy zwiększyć zasięg hakera?
10638:  Zrobimy to.
10641:  Zrobimy to.
10643:  Niestety to jest wszystko, co możemy już zrobić.
10646:  Możemy jeszcze bardziej zwiększyć zasięg, ale jest jeszcze opcja taktyczna.
10649:  Opcja taktyczna jest taka, żeby tutaj zamieścić dwie rakietki, które zanihilują kiepskich przeciwników i pozwolą nam przejmować dobrych.
10657:  Haker w ogóle jest super, wygląda jak ci obcy z nowego początku.
10662:  Mechabellum i Berbelucha, czyli Mezalians, mechanika i uzdrowicieli.
10664:  Jak lubisz tego typu gierki, to sprawdzisz także Battlestar Galactica Deadlock.
10668:  O, ja w ogóle lubię uniwersum Battlestar Galactica.
10673:  Nie poznałem cię Krzysztof, skąd taki humor?
10675:  Strategia!
10676:  Ja uwielbiam strategię.
10680:  Multiplayer i zwycięstwo jest kombinacją, której nie spodziewałem się na tym kanale.
10684:  O!
10684:  Moje!
10685:  Nie!
10686:  Nie niszcz jednostek, które przejmuję, kretyn!
10689:  O!
10690:  Dobrze, dobrze!
10691:  Przejmij go!
10691:  Tak!
10692:  Moje!
10693:  Moje, moje!
10696:  Moje!
10698:  Moje!
10701:  Przejęte!
10702:  Wspaniale!
10703:  To jest taka opcja, że jednostki pod kontrolą hakera odzyskują maksymalne HP.
10710:  Oj, oj, oj.
10712:  Widzę, że jesteś fanem szachów.
10713:  Oj, bardzo.
10717:  Moje!
10718:  Hi, hi, hi!
10720:  Same moje!
10721:  Przejmij go!
10722:  Przejmij!
10723:  Przejmij!
10724:  Dobrze!
10726:  Mnóstwo moich jednostek.
10728:  Wysypaniale.
10730:  Ale będzie pieniędzy?
10731:  Będzie pieniędzy?!
10734:  Nie, nie, nie, nie!
10735:  Nie!
10736:  Tylko nie mój haker!
10750:  No i teraz niestety zwykle jest tak w tej grze, że gdy za dobrze nam idzie, to wtedy AI na nas idzie.
10764:  Przerąbamy.
10768:  A dobra, wiecie co, zainwestuję w tego hakera przejmującego full HP.
10772:  Co tam, niech stracę.
10778:  Mnóstwo, mnóstwo rzeczy.
10783:  Aktualizacja hakera.
10787:  I co tam?
10788:  Aktualizacja botów.
10791:  Można jeszcze sprzedawać, tak nawiasem mówiąc, jednostki, ale to się średnio opłaca.
10798:  Dajmy Krzysztofowi strategię, ucieszy się jak dziecko na cukierka.
10800:  Wiecie, co byłoby wspaniałe?
10801:  Połączenie strategii z RPG-iem.
10803:  Jezus, może LOL następny?
10804:  Może nie.
10806:  O!
10809:  Teoretycznie jeszcze mam pieniądz.
10811:  Mam pieniądz, mam pieniądz, mam pieniądz.
10813:  O, już wiem, co zrobię.
10814:  Zwiększę HP wszystkich jednostek na stałe.
10816:  Good.
10821:  Przejmij, przejmij, przejmij.
10822:  Moje, moje, moje, moje potężna jednostka.
10826:  Szybko, szybciej go przejmuj.
10828:  Dobrze, bardzo dobrze.
10832:  Widzicie, mają full HP w tej chwili.
