Krowi poziom — BEASTMEN livestream (The Silence & The Fury DLC)
🔗 https://www.youtube.com/watch?v=hjdWJ1H_3BU

2:  Witam wszystkich na streamie.
4121:  Aaa, my tutaj nie możemy rydwanu.
4124:  Mmm, niedobrze.
4126:  Gdzie są rydwany?
4129:  O, nie!
4130:  O, nie!
4131:  Szaman!
4132:  Chcemy szamana!
4136:  No właśnie, bez kawy, bez alkoholu!
4139:  Właśnie tak wygląda ta dieta, jest przerażająca, wierzcie mi.
4145:  Dobrze, weźmiemy tych tarczowników w takim razie.
4150:  I... lepsza... Jedna jednostka niż zero.
4158:  Dobrze.
4159:  Nasz Byczek.
4161:  Byczku, uszkodź tę armię, bardzo cię proszę.
4164:  Dziękuję.
4172:  Legend of Total War zrobił kiedyś filmik o Doomstacku Beastmenów, który polegał na tym, że full armia bohaterów nakładała ogromne debuffy do morale przeciwnika.
4179:  Tak, chodzi o tak zwany stinky Doomstack.
4183:  Wymaga to uzyskania bardzo specyficznego... Saigor do przyzwania będzie teraz.
4190:  Wymaga to uzyskania bardzo specyficznej cechy jednego z bohaterów.
4194:  Może być to szaman albo jakikolwiek inny bohater Beastmenów, która właśnie obniża morale przeciwnika.
4199:  To zostało odrobinę znerfione, ale nie aż tak.
4204:  Żebyśmy szczególnie cierpieli z tego tytułu.
4210:  Lubelski, jaki byłby region w Imperium?
4212:  Sylwania, tak, tak.
4216:  A tego się nie spodziewałem.
4222:  No nie wygramy, to nie ma szans.
4225:  Ciekawe.
4226:  Ciekawe, ciekawe.
4229:  Ale...
4232:  To nic, bo w momencie, w którym tracimy kamień stada, to on jest nam zwracany, więc nie jest to szczególny problem, po prostu sobie zrobimy naszą bazę wypadową tutaj.
4245:  Nic prostszego.
4251:  Niszczyciele Drakfalandu, dobrze.
4253:  Dzika furia osiągnięta.
4257:  Dostajemy nagrodę.
4258:  Świetnie.
4263:  Nasza horda rośnie.
4267:  Czy możemy zabić tego bohatera?
4270:  Możemy spróbować, ale nie możemy zabić.
4273:  U nas raz w szkole zrobiono czytanie książek Tokarczuk z Inicjatywy Pani od Polskiego i była też wykładowcą na UJ.
4278:  Dlaczego mnie to nie dziwi?
4286:  Jak szanujący się Tech Priest ma działać bez Warhammera 40K?
4291:  Absolutnie się zgadzam.
4292:  A, bez WD-40.
4294:  Ładne.
4296:  Zdecydowanie ładniejsze.
4299:  WD-40 to jest najważniejszy napój Tech Priestów.
4308:  Herbatki z czekoladą dzisiaj nie ma, bo czekolada, nie?
4314:  Jest za to herbata z porzeczkami, ponieważ herbata z suszonymi porzeczkami działa pozytywnie.
4322:  Dobrze, teraz... teraz musimy się już zemścić, nie ma innej możliwości.
4331:  Nie ma żadnej szlachetnej porażki.
4334:  Co to nam da?
4335:  Premia do szarży przyda się, premia do dyscypliny się przyda, bo nam bez przerwy ucieka nasz bohater, a tego nie chcemy.
4344:  Potrzebujemy natomiast pilnie naszego byczka.
4347:  Gdzie jesteś byczku?
4349:  Byczek plus jeden ląduje tutaj.
4352:  Nazwijmy go właściwie.
4360:  Dobrze.
4362:  Walczymy.
4366:  Tak, tak, Kamień Stada został już stworzony.
4373:  Hmm... Będziemy mieć Saigora do przyzwania, to jest dobra wiadomość.
4382:  Ale wciąż nie będzie łatwo.
4388:  Byczek jamniczek.
4389:  Haha, piękne!
4393:  Zrobimy wszystkie fetysze naraz, będzie Corner Camping.
4401:  I zrobimy sobie ładną szachownicę.
4408:  Dobra.
4412:  Beznadziejna piechota tutaj.
4416:  Rydwany... Rydwany wykorzystamy od razu, żeby kąsały naszych wrogów.
4422:  Mak tu, Taurox tu.
4424:  Kto jeszcze jest?
4425:  Byczek.
4427:  Rozpoczynamy.
4430:  Okej.
4433:  Bogowie sera przybywają, absolutnie tak.
4435:  I żeby nie być gołosłownym... Przypominamy, że jesteśmy z Hochlandu.
4457:  Kto jest łucznikami, a kto jest rydwanem? !
4461:  Krzysztof Marydwan!
4462:  Tak!
4469:  Dobrze.
4472:  Uznaję to za udaną szarżę.
4477:  Dobrze.
4488:  Myślę sobie, że jak się zgrupują tutaj radośnie te nasze jednostki, to znowu użyjemy tego naszego wspaniałego zaklęcia.
4501:  Aaa, kto nie zauważył Rydwanów?
4504:  Dzień dobry!
4509:  Czemu Rydwany są wolne?
4511:  To jest antyteza tego, czym powinien być Rydwan.
4531:  AI ewidentnie nie wie, co teraz zrobić.
4532:  To jest dobra informacja.
4536:  Żadne sery nie mają miejsca, póki się nie wygrywa przemyślaną strategią.
4540:  To jest prawda.
4542:  Strategia najważniejsza.
4545:  Okej.
4550:  Zanim dotrą do naszych wojsk, to minie wiele czasu i upłynie wiele krwi w rzekach.
4561:  Tak, tak!
4563:  Nie ruszcie się, błagam!
4565:  Prymitywne elfy!
4567:  Dobrze.
4570:  Bardzo dobrze, bardzo dobrze.
4573:  Teraz ta grupka niech przybędzie do nas.
4575:  O, zwapmy ją.
4577:  Zwapmy tę grupkę.
4578:  Się tak ładnie oddzieliła od reszty.
4583:  Może jeszcze ponękamy tę flankę.
4587:  Fast!
4588:  Tak, za moment będziemy mieć dość wszyscy tego.
4598:  Alternatywne...
4600:  Alternatywne określenie, które się tutaj pojawia często, to jakiś nieokrzesany ryk.
4613:  O tak.
4614:  Czyżby tutaj był jakiś oddział maruderów łuczników?
4616:  Zniszczyć ten oddział.
4620:  Piękny chaos.
4628:  Pierwszy przypadek Fistori, w której szarża Rydvanów na tyły oddziałów łuczników nie wycięła całego oddziału w pień.
4637:  Czy jutro jest stream?
4638:  Tak, jest stream i jest to stream z frakcji Krasnoludziej, to znaczy Torek Ironbro.
4644:  Będziemy wreszcie kompletować sensowne Doomstaki, atakować Stary Świat.
4648:  Będziemy po zupełnie innej stronie mapy i w zasadzie też na innej kampanii, to znaczy Mortal Empires.
4661:  Czy rydwany zwierzoludzi ciągną zwierzoludzie?
4664:  Ciągną... taskgory, to są tego rodzaju śmieszne, dzikopodobne stwory.
4674:  Lore Beastmenów nie jest zbyt emocjonujące, ale jest intrygujące, o tak to nazwijmy.
4683:  Dobrze.
4686:  Zdecydowanie te rydwany to jest coś, co mi się najbardziej podoba jak na razie.
4694:  Wrogowie już mają zadane konkretne straty sobie i swym oddziałom, natomiast nawet nie zdążyli do nas dotrzeć.
4700:  Dobrze.
4706:  Arcymagos również wita.
4707:  Solaris Lema był grany, proszę bardzo.
4710:  I jak wrażenia z Solarisu?
4714:  Bo powieść to łatwa nie jest.
4719:  Nasz dzielny, mały Rydvan sobie naprawdę dzielnie poczyna.
4726:  Jak się nazywa Beastman Obibok Ugor?
4728:  Tak, nie da się ukryć!
4731:  Szkoda, że nie mamy więcej tego cudownego zaklęcia.
4734:  O, ale mamy więcej łuczników do rozjeżdżania naszymi świniobijami.
4739:  O, to będą świniobije.
4745:  Ale niech sobie zasłużą wpierw na zmianę nazwy.
4754:  Dobrze, niestety obrywamy od tych łuczników, ale... Tak, obrywamy za mocno.
4762:  Musimy się wycofać.
4767:  Nasz Rydvan sam się wycofuje.
4769:  Dobrze, Taurox, teraz twoja kolej.
4778:  Saigory, dobrze, że przypominacie.
4784:  Przywołamy go tutaj, żeby ciskał głazem.
4788:  Drugiego Saigora przywołamy w momencie, w którym będzie trzeba... O, tak, zdecydowanie.
4793:  Bardzo dziękuję za przypomnienie.
4801:  Rip Rydwany chyba powinien przetrwać.
4804:  Jeżeli została chociaż jedna jednostka Rydwanu, powinna przetrwać.
4809:  Do kogo leci kamyczek?
4811:  Biękny kamyczek, dobrze.
4816:  To są korsarze?
4817:  To oni powinni walczyć wręcz.
4819:  Hmm, ciekawe.
4821:  Dobra.
4825:  Świetnie.
4825:  Będziemy musieli dać Tauroxowi jakąś zbroję, która chroni go przed ostrzałem, bo na razie ostrzał jest największym problemem.
4833:  Pozdrawiamy z kolegą z czekania na pizzę i mrożony sok ze słodu jęczmiennego.
4838:  Miłego mordowania prymitywnych istot.
4840:  Dziękuję!
4841:  Te istoty są szczególnie prymitywne, ponieważ są to mroczne elfy.
4845:  Uciekamy naszym Tauroxem, bo widzę, że jego zwaliste cielsko nie jest odporne na ostrzał.
4854:  Czy przywołane jednostki tracą życie po określonym czasie?
4856:  Tak.
4858:  Więc ten Saigor też straci.
4868:  Potrzebujemy zaklęcia.
4871:  O tak.
4880:  Tu jest taka, o, taka piękna, soczysta grupka żołnierzy.
4885:  Pięknie, Saigorze, ciśnij tam swój głaz.
4889:  Saigor się opierdziela, jest gnuśny.
4901:  Dobrze!
4903:  Dobrze!
4904:  O to chodzi.
4906:  No, Saigor już zniknął, więc to jest dość krótkie.
4910:  Zapytam jeszcze raz, bo nie trafiłem na ten temat tutaj, co sądzę o Tau'u.
4914:  Nie sądzę nic, nie wiem dużo na temat Tau'u.
4918:  Nie dopchałem się jeszcze do tego w lore.
4922:  Ja głównie, jeżeli chodzi o lore Warhammera 40, poznaję go z różnorodnych kanałów na YouTubie, osobliwie najbardziej Lutina.
4933:  więc temat jeszcze nie był grany.
4935:  Dobrze, możemy przywołać kolejnego Saigora i chyba to teraz zrobimy.
4939:  Niech on powalczy trochę wręcz.
4946:  Dobrze, o, o, o, o, o. I teraz... Tak!
4952:  Teraz rzucamy zaklęcie.
4958:  Okej.
4959:  To już bardziej przypomina to, do czego jestem przyzwyczajony.
4967:  Rycerze Salilostry po buffach nie znikają, to jest prawda, ale tylko i wyłącznie jak ulepszymy ich do maksymalnego poziomu.
4977:  Tak samo jest zresztą z bohaterem przywoływanym przez Heinricha Kemmlera.
4983:  Nie mylić z Himmler.
4985:  Czasem są zbyt oczywiste te odniesienia.
4987:  ... ... ...
4999:  Byczku, niszcz posępnych szermierzy, ja cię proszę.
5007:  Minotaury wyślemy tutaj na flankę, myślę.
5010:  Saigor sobie radzi.
5013:  Dobrze.
5014:  Gdzie jest nasz podstawowy bohater?
5017:  Dobrze, radzi sobie, świetna wiadomość.
5026:  Dziękuję za, za przepiękne pozdrowienie.
5030:  Mam nadzieję, że Talos będzie mnie prowadzić.
5035:  Wszystko wskazuje na to, że jest teraz lepiej.
5047:  Tak, Kislev jest połączeniem Polski i Rosji, to prawda, ma nawet jednostkę, która jako żywo przypomina Husarię.
5057:  Taurox trochę oberwał.
5059:  Za bardzo, musimy go wycofać.
5067:  To jest tania umiejętność, jak na to, ile zadaje obrażeń.
5075:  No, jest okej, jest okej.
5078:  Ciekawy jestem, jaka będzie w momencie, w którym uda nam się w całości ulepszyć.
5084:  Jak widać, jeżeli chodzi o Dark Elfy, to ich jedyną i największą bronią są łucznicy.
5089:  Jak mi się podobał Problem Trzech Ciał, podoba mi się cały czas, bo wciąż nie przeczytałem całości, ale bardzo polecam.
5095:  To jest bardzo ambitna science fiction.
5099:  Absolutnie nie żałuję, że się tym zainteresowałem.
5102:  Myślę, że do pokonania Alyssy będzie konieczny nasz Minotaur.
5109:  Wygrywamy.
5110:  Dobra wiadomość.
5129:  Taurox, dojedź tutaj tę bohaterkę, bo nie zdzierżę.
5133:  Dobrze!
5139:  Kislev to są ukraińscy i rosyjscy cosplayerzy, nie Polacy.
5143:  Dobrze!
5149:  Jeżeli chodzi o Problem Trzech Ciał, to nie jest to prosta powieść na pewno, nie oszukujmy się, jest ambitnie napisana i jeżeli podoba wam się pomysł, który tam jest, ale nie do końca nadążacie za tym stylistycznie i nie ma imersji, to mogę polecić Diasporę Grega Egana.
5167:  To jest coś podobnego, ale zdecydowanie potoczyści napisane.
5174:  Wygraliśmy spektakularnie.
5184:  Z rozkoszą zniszczyłem tę osadę.
5188:  Proszę, pojawiły się ogry.
5190:  Obozowiska ogrów.
5192:  Obozowiska ogrów to jest coś, co zostało wprowadzone w dodatku.
5196:  Możemy zwerbować mianowicie ogrzysz najemników w tym miejscu.
5200:  Kto wie, czy z tego nie skorzystamy.
5206:  Ale przemieszczamy się.
5210:  Znanym nam już sposobem.
5212:  Tutaj, żeby zniszczyć krąg zniszczenia.
5215:  I call it poetic justice!
5220:  Mmm... Potrzebujemy, żeby Taurox był troszeczkę lepszy.
5224:  Czy będzie grany Total War Warhammer głupimi człowiekami?
5227:  Będzie i oczywiście będziemy wtedy grać magiem.
5230:  Wiadomo jakim, prawda?
5231:  Nie muszę mówić.
5233:  Balthazar Geld!
5235:  Co możemy zrobić?
5238:  Ulepszenie kościanego kamienia stada.
5241:  Dobra wiadomość.
5243:  Lordowie i bohaterowie 1200.
5244:  Wiecie co, ja myślę, że lepiej poczekać, aż będziemy mogli zdobyć... Mówiliście, kazrak będzie nadrywanie, więc kazraka.
5252:  Na niego oszczędzamy.
5261:  Proszę diaspory nie spoilować.
5263:  Nie będziemy spoilować diaspory.
5264:  Ja i tak nie pamiętam fabuły.
5266:  Czy podzieliłbym się z moją opinią o Solaris?
5270:  Powiem tak, ja z powieści filozoficznych Lema chyba ją ocenię najwyżej, natomiast wolę zdecydowanie jego powieści, które są opisane bardziej w takim stylu
5281:  klasycznego science fiction, bez tego twistu filozoficznego.
5284:  On mnie trochę drażni.
5286:  Myślę, że wbrew pozorom lepiej to robił Dukaj.
5288:  To jest to dobra powieść, natomiast moim zdaniem na przykład lepszy jest Niezwyciężony, o. Wolę tego rodzaju prozę.
5295:  I też lubię prozę satyryczną Lema.
5302:  Mówiłem, że nasz Rydvan przetrwał.
5308:  Tak, tyle wystarczy, myślę.
5310:  Bohaterów naprzód dajemy.
5312:  Wpierw proszę wykończyć głuczników, to jest kluczowe.
5318:  Nie będziemy grać absolutnie żadnym magiem wody, co za herezja!
5323:  Malagor jest najmocniejszy teraz.
5324:  No tak, tylko że... Znaczy, na pewno weźmiemy Malagora, absolutnie, przy czym Malagor będzie tym naszym magiem, prawda, w którymś momencie.
5332:  Malagor bardzo wspiera szamanów, ale mnie bardzo zależy w tym momencie na tym, żeby zrobić Doomstack z Rydwanów, więc stąd Khazrak na pierwszy ogień pójdzie.
5345:  Zobaczymy, jak sobie poradzi mano a mano, a raczej kopyto a mano, nasz byczek.
5353:  Czy ja się dałem oflankować jeźdźcom?
5357:  Tak.
5358:  Jedyny manewr, który zna AI.
5362:  Co sądzę o Władcach Wszechświata od Netflixa?
5365:  Czy będzie recenzja na kanale?
5366:  Nie będzie, ponieważ nie wyszło to jeszcze w całości.
5369:  A to się skończyło takim cliffhangerem, że ja odmawiam wypowiadania się na temat tego serialu, bo uważam, że każdy, kto idzie teraz po hype'ie i mówi oczywistą rzecz, to znaczy, aaa, w He-Manie nie ma He-Mana, może wpadać w pułapkę, to znaczy mam takie przeczucie,
5386:  że jest to zabieg celowy po to właśnie, żeby bardzo dużo mówić o tym serialu i po prostu w drugiej części He-Man powróci.
5394:  No byłoby bezsprzecznym kretynizmem, gdyby nie było Himena w serialu o Himenie, chociaż przypominam, że to nie jest serial o Himenie, ponieważ on się bardzo precyzyjnie nazywa Władcy Wszechświata, a nie Himen.
5404:  Więc w zasadzie to jest to, co mówiłbym w trakcie tej recenzji, to, co powiedziałem wam przez te 30 sekund, bo ja nie mam nic więcej do powiedzenia na temat tego serialu, jest on po prostu niedokończony.
5414:  Więc bardzo ciężko się na jego temat wypowiedzieć kompetentnie.
5418:  Najwspanialszą powieścią Lema jest fiasko.
5419:  O, fiasko jest genialne, absolutnie.
5433:  Powrót z gwiazd lubię Lema, ale powrót z gwiazd jest dystopią, ja lubię wszystkie dystopie.
5440:  Dobrze, mniej herbatki, więcej wody, Krzysztof.
5443:  Pomijam sam siebie.
5446:  Zdecydowane zwycięstwo.
5448:  Cieszę się.
5451:  Niszczymy i uzupełniamy jednostki i czy możemy jeszcze wykorzystać ten nasz wspaniały ruch?
5459:  Gdzie jest wojsko?
5461:  Obecność wojska, nie.
5464:  Obecność wojska 7.
5464:  Dobra, zobaczymy, czy uda nam się, bo mamy tych odnowień jeszcze... Dobra, trochę mamy.
5474:  Ale coś możemy stąd wziąć?
5475:  Nie, nie możemy.
5477:  Wszystkie nagrody już mamy.
5479:  Dobrze.
5485:  Zrobimy tak, żeby móc pójść w dwie st... Tak, coś czułem.
5492:  Nie, źle czułem.
5494:  Szlak.
5498:  A nie, te jednostki są nadwątlone.
5501:  Damy radę.
5503:  Magiczne posiłki się przydadzą.
5505:  Byczka musimy jeszcze bardziej zboostować.
5511:  Czy mamy jakieś jednostki?
5512:  Tak, mamy jakieś jednostki.
5514:  Bardzo dobrze.
5524:  Nie, nie będę się zastanawiał.
5534:  Nie będę się absolutnie zastanawiał.
5536:  Od razu rekrutujemy sobie jednostkę, żeby uzupełnić.
5539:  Czy jesteśmy w stanie?
5540:  Tak, jesteśmy w stanie rekrutować sobie troszeczkę więcej, więc wypełnimy to na razie łucznikami.
5549:  Już nadrabiam czaty.
5551:  Przychylność tronu czaszek możemy mieć, albo bycze męstwo, orgia rzezi, herold krwi dla jednostek minotaurów, obrona.
5560:  Obrona jest zawsze ważniejsza w tej grze, wbrew pozorom.
5566:  Czy grałem w Outer Wilds?
5567:  Nie, niestety nie.
5570:  Jaka dystopia najbardziej mi przypadła do gustu i przeraziła łatwością w realizacji?
5574:  Bardzo ciekawe pytanie.
5576:  Wbrew wszelkim pozorom podobały mi się te Young Adult Dystopias, jeżeli chodzi o łatwość realizacji, bo one są bardzo bliskie naszym czasom i wtedy zarówno w wypadku, nie wiem, Maze Runnera, czy no, Igrzysk Śmierci może nie, ale Divergent na przykład, albo Dawcy Pamięci, Loyal Ory, to są takie scenariusze, które widzę.
5601:  Chcemy rozwój Hordy.
5602:  Natomiast jeżeli chodzi o dystopię najbardziej przerażającą, no to zdecydowanie The Wanting Seed Oldosa Huxleya, czyli Rozpustne Nasienie.
5611:  Oj tak, to jest powieść, która jest przerażająca.
5619:  Przemieścimy się tutaj.
5624:  Ojoj, nie możemy nic rekrutować.
5626:  Niedobra wiadomość.
5627:  Tu możemy rekrutować.
5634:  Ale od czego jest nasza nowo pozyskana zdolność?
5639:  Sprawdzimy sobie szybciutko, czy tutaj się trzają jakieś jednostki.
5642:  Aaa!
5645:  Aaa!
5646:  Muuu!
5652:  Bardzo dobrze.
5657:  Za co się płaci walutą w kampanii Beastmenów?
5659:  Widzę, że się zbiera pieniądze, ale jednostki chyba nie mają upkeepu.
5661:  Tak jest.
5662:  Jednostki nie mają upkeepu w odróżnieniu od frakcji chaosu w ogóle.
5666:  Natomiast łaski to jest to, co zbieramy po łupieniu osad lub plądrowaniu.
5672:  Ale druga waluta to jest, owasz, groza czy przerażenie.
5676:  Nie pamiętam, jak to zostało przetłumaczone na język polski.
5678:  Groza.
5680:  I dzięki grozie na przykład w tym momencie możemy pozyskać kazraka jednookiego, co oczywiście uczynimy.
5687:  I sprawia to, że możemy w tym momencie mieć już drugą hordę.
5693:  Chyba.
5693:  A nie, musimy jeszcze wykupić drugą hordę.
5696:  Szlag.
5698:  Druga horda będzie w ulepszeniach prawdopodobnie.
5702:  Limit armii plus jeden.
5703:  Potrzebujemy na to 1500 grozy, czyli tej drugiej waluty naszej.
5709:  Okej.
5713:  Nie możemy już odnowić zasięgu furii.
5715:  Dobrze.
5717:  Znaczy, niedobrze akurat, ale cóż poradzić.
5722:  Uziemienie.
5727:  Okej.
5727:  Doomstack 19 bohaterów, zrobimy to.
5729:  Zresztą to nie jest takie trudne akurat w wypadku Zwierzoludzi, mam wrażenie, że to jest prostsze niż w wypadku innych frakcji, bo w wypadku innych frakcji to zależy nie od skuteczności naszych bitew i niszczenia kolejnych osad, tylko zależy to wyłącznie od tego, że ile mamy osad i ile wzniesiemy do poziomu piątego, co zwykle zajmuje bardzo dużo czasu, chyba że gramy z kawenami.
5755:  Jakie uniwersum jest bardziej przynajmiające, Warhammer 40K czy Dark Souls?
5761:  Zależy dla kogo, nie?
5762:  Bo jeżeli mówimy dla gracza, to myślę, że Dark Souls, a jeżeli mówimy o obywatelach na przykład, no to Warhammer 40K.
5775:  I proszę.
5777:  Ogry z podwójną bronią.
5781:  Ludożercy z ogrzymi pistoletami.
5786:  Bez zastanowienia.
5790:  Ludożercy z ogrzymi pistoletami.
5793:  Czy ja dobrze widzę?
5796:  Natychmiast ich chcemy.
5800:  To będzie o wiele lepsza jednostka.
5802:  Zasięg 140, czyli większy niż mają łupieżcu Ungorów.
5805:  Oczywiście, że ich chcemy.
5808:  Fantastyczna sprawa.
5810:  Dobrze, jakich jeszcze potrzebujemy mieć... Okej, Clarkorond jest w zasadzie ufortyfikowane, czyli możemy ruszać na... na kogo ruszać?
5819:  Musimy sobie jeszcze ruszyć na te Dark Elfy, na dół.
5825:  Trzeba mieć siódmy poziom zniszczenia, żeby wykupywać zwiększenie limitu armii.
5832:  Aha, to jest poziom zniszczenia.
5833:  To jeszcze troszeczkę nas niestety czeka, by to osiągnąć.
5837:  Nic to, poradzimy sobie.
5844:  Czy to jest najlepsza z części Total War?
5847:  Tak, wydaje mi się, że na pewno.
5848:  Nie polecałbym grania w Warhammera 1, z tego względu, że po prostu jest to pod względem mechanik dostępnych i skali świata zdecydowanie uboższa gra.
5859:  Natomiast no niestety, żeby cieszyć się w pełni, no właśnie, Warhammerem Total War 2, trzeba mieć Warhammera Total War 1.
5867:  Taki minus.
5869:  Wypowiadamy wojnę obrzydliwym elfom.
5871:  Oczywiście, że to robimy.
5875:  A czemu straciliśmy nagle cały ruch?
5879:  Nie możemy go odnowić jeszcze.
5881:  Fatalnie.
5886:  Dochód minusowy.
5887:  Tak, tak, tak.
5888:  Nie jesteśmy w stanie uzyskać dochodu plusowego, z tego co wiem.
5892:  No chyba, że pod pewnymi warunkami, których mogę jeszcze nie znać, bo gram pierwszy raz w życiu z jaszczurą ludźmi.
5897:  Niemniej jednak, co jesteśmy w stanie zrobić faktycznie, to łupić częściej.
5905:  Właśnie to teraz zrobimy.
5913:  Właśnie w ten sposób.
5914:  Złupi zniszcz, daje to nam 4000.
5916:  I dobrze.
5922:  Czy możemy jeszcze pozyskać ogrów?
5924:  Nie, nie możemy pozyskać ogrów.
5925:  Niedobrze.
5927:  Zatem...
5929:  A zatem, a zatem... Tylko i wyłącznie magiczny przewodnik to jest coś, czego potrzebujemy dla naszego maga i... Nienaturalne promienie będzie lepsze.
5941:  Doom z tak samych bohaterów na modzie, który zwiększa liczbę jednostek... Ja nie lubię grać na modach, właśnie dlatego, że jest za prosto w którymś momencie wtedy.
5951:  O tak.
5952:  Kakofoniczny atak.
5953:  Podczas ataku na pewien czas nakłada kary do dyscypliny i obrony w zwarciu woga na początku bitwy.
5961:  Brzmi cudownie.
5964:  Czy zamierzam walczyć z Morathi i Cult of Pleasure?
5966:  Czy jest szansa na dyplomację?
5968:  Zobaczymy, czy jest szansa na dyplomację, to jest dobry pomysł.
5971:  Możemy to natychmiast sprawdzić zresztą.
5974:  Czy Morathi będzie chciała się z nami układać?
5978:  Morathi nie ma nic przeciwko nam, ale to oznacza, że musimy zaatakować i tak szczury.
5985:  Szczury!
5986:  Skaveni!
5988:  Dlaczego Skaveni nas atakują?
5989:  Jesteśmy naturalnym sojusznikiem Skavenów.
5995:  Thretch ewidentnie szykuje się na Klar Korond.
6000:  Niedobrze.
6002:  Niedobrze.
6007:  Zasięg ruchu na mapie kampanii przyda się.
6015:  Dogód na plus tylko splądrowania, w sensie trybu przemieszczania się.
6018:  No właśnie, tak sądziłem, że jest jakiś problem z tym związany, więc... Tak, przyda się.
6030:  Musimy gdzieś się udać na pewno, tutaj jest za dużo...
6034:  Hmm... Ulfłan jest jednym z chyba najsensowniejszych miejsc, no bo jeżeli chcemy uniknąć konfrontacji z Nagarodem, a jest to dobry pomysł, to Ulfłan zdecydowanie.
6046:  Nie pogniewacie się, jeżeli użyję starego, dobrego triku naszych przyjacieli z klanu Scryer.
6060:  Biorąc pod uwagę, że literalnie supermocą Tauroxa jest przemieszczanie się, jest to wyjątkowo ohydne i obrzydliwe z mojej strony, ale wyjątkowo ohydne i obrzydliwe jest również Tretch Craventail.
6076:  Czy ja dobrze widzę?
6078:  Czy ten eksploit został naprawiony?
6082:  Ten eksploit został naprawiony!
6083:  Co za nieszczęście!
6086:  O nie!
6087:  Albo po prostu nie działa przy zwierzoludziach.
6100:  Jak wyglądają o grze pistolety, to sam szczerze powiedziawszy nie wiem.
6104:  Przekonamy się co do tego.
6107:  Ale irytujące.
6109:  Eee... Irytujące, że nie jesteśmy w stanie doścignąć Trecha Craventaila.
6116:  Nawet z wykorzystaniem...
6120:  Coś mi nie gra.
6121:  Może ja coś źle robię?
6123:  Ale to jest ewidentnie o jeden punkt.
6126:  Zobaczmy, jest 41%.
6127:  A nie.
6127:  Powinno działać.
6146:  Dobra, działa.
6147:  Ale to jest problem modelu postaci Tauroxa, jest tak masywna, że ciężko jest zauważyć to poruszanie się o jeden piksel do przodu.
6159:  Musimy się pozbyć Stretcha, bo inaczej będziemy mieli dochód minusowy, a on będzie tutaj w nieskończonościu ukrywać.
6179:  Pa pa!
6185:  Dobrze.
6186:  O to chodziło.
6189:  Tretch Craventail ma prawdopodobnie jeden z najgorszych możliwych traitów, bo pobicie każdego lorda legendarnego sprawia, że mamy... O!
6204:  Chcemy regenerację.
6205:  Że mamy specjalny trait, czyli cechę.
6208:  Ona się tutaj pojawia.
6209:  No i niestety w tym wypadku to nam daje tylko 12% szybkości.
6211:  Niewiele.
6215:  Eksploity, moi drodzy!
6218:  To właśnie, zgadzam się z Corn Blood God, to jest Intended Feature, a motto jest ułatwienie.
6222:  Zgadzam się!
6223:  Tak, absolutnie tak.
6228:  Rydvan.
6229:  O tak, chcemy Rydvan.
6232:  Nasz Mac się będzie mógł przemieszczać szybciej, świetnie.
6235:  Dobrze, mój plan jest taki, myślę, że dojedziemy elfy po to, żeby układać się z Morathi.
6247:  Nie możemy!
6253:  A, to zmienia postać rzeczy.
6258:  To zmienia postać rzeczy, to w takim razie po prostu będziemy wszystkich atakować, jeden po drugim.
6267:  Cześć Urżulo, witamy.
6269:  Właśnie przyszedł mi do głowy pomysł postaci Arcymaga Ognia, tak zakochanego w swej mocy, że zapomina, że organizm do funkcjonowania potrzebuje czegoś tak żałosnego jak woda.
6276:  To prawda, to by się zgadzało.
6283:  Hmm... Zastanawiam się tak, Morathi jest cierniem w naszym oku, ale z drugiej strony ona jest związana walką z elfami.
6293:  W związku z powyższym chyba sensowniej będzie.
6295:  Tak myślę.
6298:  Jak z naszym odnowieniem.
6300:  Surową furię potrzebujemy.
6306:  To na razie sobie poplądrujemy.
6308:  Małe, radosne plądrowanko.
6315:  Wygraj pięć bitew, które zaczęły się od zasadzki.
6319:  Damy radę.
6321:  W tak zwanym międzyczasie opuszczę was na moment.
6411:  Wiadomość dobra jest taka, że nerki działają.
6414:  Nadrabiam czat.
6416:  Witam.
6416:  Oglądam, ale szczerze nie rozumiem mechaniki tej gry.
6418:  Dużo tutaj się dzieje, ale może kiedyś załapię.
6420:  Jesteśmy w tym momencie na mapie kampanii.
6422:  To jest podstawowa mapa, która tutaj funkcjonuje.
6424:  Jest też mapa bitwy.
6427:  Akurat prawda jest taka, że Warhammer Total War tłumaczy się za każdym razem inaczej, w zależności od tego, jaką gramy frakcję.
6433:  Akurat ta frakcja, którą gramy, reprezentuje siły chaosu, więc jest nastawiona na soczystą destrukcję tylko i wyłącznie.
6439:  Czyli na przykład wypowiadanie wojny Malekitowi, co jest prawdopodobnie najgorszym pomysłem, na jaki można wpaść.
6449:  I zdobywanie nieprawdopodobnych, nieprawdopodobnych powiadam, zasobów gotówkowych z tego tytułu.
6457:  A może tak sobie myślę, lepsze byłoby dla nas ogry zamiast tej piechoty, którą my mamy.
6465:  Przecież ta piechota jest beznadziejna.
6468:  Miejmy ogry.
6470:  Aaa, ale ogry zwiększają nasz upkeep i to tak znacząco.
6474:  Już rozumiem, ma to pewien sens.
6477:  Dobrze, to nie będziemy przesadzać specjalnie z tym.
6483:  Tak, nie będziemy przesadzać.
