Zamek Drakenhof w drugiej turze — ISABELLA & VLAD VON CARSTEIN Livestream
🔗 https://www.youtube.com/watch?v=kDWWzVNoauY

2:  Witam czaty!
8077:  I tak dochodzi do dziwactw różnego autoramentu.
8080:  No więc nie potrzebujemy czasem magii, bo mamy wampiry.
8085:  Naprawdę nie mogę się podkreślać, jak bardzo ta strategia rekrutowania jak największej liczby wampirów popłaca.
8093:  To są autentycznie najpotężniejsze jednostki w roosterze.
8097:  Czy jak walczyć z pisarskim blokiem, muszę pisać magisterkę, jak nie idzie do pisania książki, też chciałbym wrócić.
8101:  Hannibal, jest prosta zasada, akurat jeżeli chodzi o pisanie magisterki, to ci bardziej mogę pomóc, bo jest prościej.
8106:  Rób sobie moodboard, tak jak artyści, którzy chcą złapać inspirację, robią sobie moodboard.
8112:  Moodboard w przypadku prac dyplomowych robi się w prosty sposób, to znaczy potrzebujesz...
8117:  No cóż, cytatów z różnych prac.
8120:  Zbierasz sobie te cytaty i zaczynasz je próbować łączyć w bardzo prosty sposób.
8124:  Piszesz sobie wprowadzenie do cytatu i potem komentarz do takiego cytatu i to ci już robi jedną stronę.
8130:  I tak to leci.
8135:  Oczywiście to nie sprawi, że magicznie zniknie blokada, ale jest to coś, z czego ja korzystam, pisząc teksty naukowe, a ja wiecznie nie mam weny.
8148:  Dobra, milicję na pewno musimy wyeliminować i to szybko.
8154:  Jak już widzicie, bardzo istotne jest w przypadku wampirów to, żebyśmy mieli jak najwięcej tej cechy wiedza.
8164:  Czy wiem, jak się uczyć matematyki?
8165:  Nie, tego nigdy nie... tej umiejętności nigdy nie zgłębiłem niestety.
8169:  Bardzo chciałem kiedyś, ale nie udało mi się.
8173:  Zraziłem się potwornie w szkole i nigdy nie zdołałem odzyskać tego zapału, który w sobie miałem.
8180:  Bo ja na początku bardzo lubiłem matematykę, żeby było śmieszniej.
8183:  Bo traktowałem to trochę jak zagadki, nie?
8185:  Tak jak się powinno w sumie traktować matematykę.
8188:  No ale wiecie, potem przyszła szkoła i się skończyło.
8192:  O ci stranie.
8198:  Czy w Warhammerze 2 jest to jakakolwiek armia, która zamiast na magię opiera się na zwyczajnym wojsku?
8203:  Istnieje szansa, że przy Chaosytach w trzeciej części, zwłaszcza armii Korna, tak będzie.
8210:  Ale na przykład w dużej mierze z zielonoskórzy na tym zyskują.
8213:  Częściowo też Skaveni.
8215:  Skaveni bardzo rzadko używają magii, chyba że przy oblężeniach.
8220:  Ale generalnie to jest świat fantasy, więc...
8224:  Założenie było takie, że zmieniamy te mechaniki, które były oparte chociażby na formacjach.
8228:  Tutaj zobaczcie, nie ma formacji żadnych, nie?
8231:  Nie ma.
8231:  To jest jakieś residuum totalne w postaci wyboru formacji, nigdy nie użyłem tej opcji.
8236:  I to jest residuum poprzednich Total Warów.
8238:  I w zamian za to była wprowadzona magia.
8240:  Więc trochę takie było założenie.
8243:  Kiedyś wspominałem, że zrobimy sobie cybernetyczny implant.
8245:  Nie no, to jest nawet podjęta decyzja już.
8248:  TheFotEmporium miał film o normowym szczepieniu sobie magnesów palec przed leczeniem, co ty o tym myślisz?
8252:  Ja myślałem tak realnie o czymś, co może mi faktycznie przydać, to znaczy o NFC.
8256:  Implant NFC to jest coś, co bym sobie momentalnie założył, bo to nie jest jakiś straszny problem, tego nie widać, nikt nie wie, że macie implant NFC, póki nie będzie to standard, więc nie ma tak, że ludzie będą ucinać sobie ręce.
8267:  jak pojawia się taki głupi argument czasem, więc to jest coś, co bym sobie na pewno zrobił, bo dla mnie to jest bardzo wygodne.
8272:  Uwielbiam płatności bezgotówkowe, w ogóle nie noszę przy sobie gotówki od lat już, więc to jest coś, co bym zrobił, ale tylko to, musiałoby być to rzeczywiście bardzo praktyczne.
8280:  Na pewno też bym kombinował coś ze wszczepami, które by pomogły w wyostrzeniu wzroku, żebym nie trzebał okularów nosić na przykład, takich spraw.
8289:  Czy nie szkoda szkieletów?
8291:  Nie.
8292:  Jesteśmy nekromantami, jesteśmy wampirami.
8302:  A, jest dopowiedzenie do uczenia matematyki.
8304:  Prostopochodne.
8305:  Pochodna imprezy to ilość flaszek kupionych za oddane do skupu szkło.
8308:  Udana impreza jest wtedy, gdy pochodna jest dodatnia.
8310:  Naprawdę udana jest, gdy druga pochodnia jest dodatnia.
8313:  Przepiękne, to mi się podoba.
8315:  Kacper pisze, że dzięki filmowi o molestowaniu zebrał się do domu, musi nakłonić kilka osób z mojej szkoły do złożenia skargi na jednego z nauczycieli kripów.
8321:  Dzięki ci za to.
8322:  Czaty, brawa dla Kacpra.
8324:  Proszę, trybutariusze, spuśćcie ze smyczy jamniki, bo naprawdę to jest duma wielka, bo jest trudne to do przezwyciężenia i żeby tak zareagować, no, jestem dumny.
8335:  Cieszę się mega, naprawdę się cieszę.
8340:  Implanty do rozszerzonej rzeczywistości?
8342:  Nie bardzo.
8343:  No, tutaj macie dowód czarno na białym, jak to jest z piechotą w Warhammerze, a jak jest z bohaterami, jakby liczba zabitych mówi sama za siebie.
8358:  Dobrze, dobrze, bardzo dobrze, świetnie wręcz.
8363:  I... Tak?
8376:  Lilia pisze, super, to pokazuje, że zasiewanie idei może się przełożyć na działania.
8379:  Tak, tak, i mnie o nic innego nie chodzi.
8382:  Ja zbyt późno się zorientowałem, że trzeba reagować.
8386:  Zbyt, zbyt późno.
8388:  Bardzo żałuję, że w paru momentach swojego życia nie zareagowałem, kiedy trzeba było na przykład na właśnie Creepa, który odzywał się do studentek na studiach u mnie, moich.
8400:  Obrzydliwy człowiek, uczył łaciny i miał takie teksty, że to się po prostu w głowie nie mieści.
8405:  I wszyscy się baliśmy, nikt nie zareagował.
8408:  No i żałuję, nie?
8410:  Więc teraz, jak mogę powiedzieć, że nie jest w tym nic złego, jeżeli się coś takiego zrobi, wręcz przeciwnie, jest to dobre, to jest szansa właśnie, że ktoś się nie natnie w ten sposób jak ja, nie popełni tego błędu, co ja.
8423:  Dobrze, tutaj mamy następnego nekromantę, świetnie.
8425:  Czy możemy jeszcze jakiegoś?
8427:  Jeszcze nie.
8428:  Ale za to możemy szyb kopalni mieć większy.
8432:  Piękność.
8436:  I co jest?
8440:  Aaa, czwarty poziom potrzebujemy.
8443:  Czwarty poziom jest ważny, bo od tego poziomu zaczynają się dopiero ciekawe budowle wampiryczne.
8449:  A, i w ogóle, dlaczego von Karnsteinami warto zdobyć Drakenhof?
8452:  Bo to jest unikatowa budowla zamku Drakenhof, że możemy na pierwszym poziomie mieć wampiry.
8457:  Normalnie, normalnie wampiry moglibyśmy mieć od poziomu czwartego, czyli od wampirzy krypt, co w tym momencie widzicie, że jest tura 31 przy rushowaniu, więc nie jest to łatwe, tak.
8471:  Zdecydowanie nie jest to łatwe.
8472:  Dobrze, tutaj będzie za moment rewolta.
8475:  Więc tam idzie von Karsztajn.
8478:  Dobrze.
8479:  Co do Izabeli... Nie, to nie jest Izabela, to jest Yennefer.
8484:  Yennefer się zaczai w zasadce.
8485:  Dobrze.
8488:  Bohaterowie, którzy się nie poruszyli, nie potrzebujemy tej notyfikacji.
8494:  Mateusz pisze, że na języku niemieckim, gdy wchodzi na lekcje, kolega pisze wejściówkę, czasem dwie, zdarzyło się cztery, gdy się spóźnią, robią pompki za karę.
8502:  Kolega ma nadwagę, więc oprócz tego, że nie zrobi tej pompki, dodatkowo będzie pośmiewiskiem.
8505:  Okropne.
8506:  To jest dręczenie ludzi.
8509:  To jest dręczenie ludzi.
8510:  To jest obrzydliwe.
8512:  Już pomijam, że w ogóle instytucja wejściówki to było coś, co było totalnie nieznane dla mnie, ale to tak totalnie.
8519:  Szkielety są przydatne, są doskonałym źródłem kostek dla jamników.
8524:  Zgonu ma rację, absolutnie.
8526:  Czy oglądałem odcinek Kasi Babi z Oja Nieniowickim, tutaj Amiennikowy Piechór?
8530:  Tak i bardzo się cieszę, że Kasia rozbudowuje ten cykl, który zaczął się od Dziadów Polskiej Fantastyki.
8537:  Nie ukrywam, że sądziłem, że się tak stanie, ponieważ jeżeli chodzi o Dziadów Polskiej Fantastyki, to trochę by ich nie starczyło na cały cykl, więc cieszę się, że to się rozszerza.
8558:  Okej.
8560:  Tak, wampiry też można za darmo.
8562:  Znaczy, to co się dzieje z wampirami tutaj i w ogóle z możliwością czizowania tej frakcji jest niewiarygodne.
8568:  Co tu się dzieje, że tutaj wciąż nie ma rebelii?
8570:  Very well.
8570:  It is done.
8576:  Ooo.
8580:  Uuu.
8581:  Jak kusi.
8582:  Jak kusi.
8584:  Uuu.
8585:  Bardzo kusi.
8587:  Ale...
8592:  Bardzo dobrze, potrzebujemy... Czy nasz nekromanta zginął?
8597:  Nasz nekromanta zginął, co za ohyda.
8602:  Co za ohyda.
8604:  Stworzymy sobie nekromantę specjalnie do zabijania.
8610:  Tak.
8629:  Krzysztof zalicza fail.
8632:  Dziękuję.
8634:  Specjalnie do zabijania będzie służył właśnie wyłącznie do tego.
8639:  Dobrze i tymczasem zrobimy coś, co wyda się bardzo ryzykowne, ale prędzej czy później Karazekarak wypowie nam wojnę.
8646:  Nie ma innej możliwości.
8649:  A zatem dla nas to oznacza darmowe doświadczenie.
8653:  A darmowe doświadczenie jest bardzo ważne.
8654:  Tak, mój król śmierci.
8655:  Podążaj za mną!
8664:  Dobrze, dobrze, dobrze... O co chodzi w wyjściówce?
8670:  Z tego co wiem, to jest... chyba kartkówka na wejście, tak mi się wydaje?
8677:  Ale może się mylę.
8680:  Kartkówka na studia, no właśnie.
8682:  Idiotyzm kompletny.
8683:  Idiotyzm.
8684:  Ale w ogóle szokuje mnie, że na studia mogą się dziać takie rzeczy, jakieś pompki.
8688:  Co to w ogóle jest?
8688:  To jest jakiś absurd.
8690:  Wspomniałem parę razy, że Bogurodzica to nieprzydatna ramotka.
8693:  Wczoraj radna z najsłuszniejszej partii na świecie w Starym Sączu bojkotowała na Radzie odwoływanie uchwały anty-LGBT, śpiewając głośno Bogurodzice.
8701:  No właśnie.
8702:  No właśnie.
8709:  No właśnie.
8710:  To jest dokładnie to, co mówiłem przy okazji prokurator.
8713:  Nie prokurator, tylko kurator Małopolskiej.
8715:  Oćmiaty.
8719:  To nie jest przypadek, że wychowujemy tych ludzi tą literaturą i na tej literaturze.
8724:  Nie jest przypadek.
8724:  Żaden.
8725:  All shall know me and tremble.
8735:  Teraz tak, myślę, że tu możemy się ustawić, bo jeżeli jesteśmy w takiej odległości od bohaterów, to obawiam się, że mogą nas wykryć, mogą wykryć naszą zasadzkę, a tego byśmy bardzo nie chcieli.
8752:  Biohackingu nie czytałem, nie czytałem.
8756:  Czy jakieś postaci tutaj potrzebują czegoś pilnienia?
8759:  Nie potrzebują.
8760:  U Vlada jaką mamy sytuację?
8763:  Mistrz domeny wampirów.
8765:  O tak!
8766:  Bardzo to jest przydatne.
8767:  Minus dwa punkty dla ulepszonego powiewu śmierci.
8770:  A on nam zżerał sporo punktów magii.
8774:  Dobrze.
8774:  Osłona grobu się przyda.
8776:  Odchłańcień też.
8778:  Czy tutaj mamy możliwość wreszcie dotarcia?
8781:  Nie, jeszcze nie.
8782:  Dwa punkty.
8784:  Co to jest za cecha?
8785:  Dyscyplina.
8785:  Okej, to jest cenna cecha.
8787:  Zostawimy ją sobie.
8789:  I teraz kontynuujemy tu.
8791:  Dobrze.
8796:  A, Mateusz pisze, że to było w szkole ponadpodstawowej, branżowej.
8798:  No ale i tak, no dajcie spokój, no to jest przerażające absolutnie, żeby kazać pompki robić w szkole ponadpod... Litości w ogóle, kto na coś takiego, jakim trzeba być kretynem?
8811:  Tylko dowodzi po raz kolejny, że naprawdę mówić, że selekcja negatywna była do tej branży edukacyjnej, to jest nic nie powiedzieć.
8820:  Dobra.
8822:  I teraz tak, czy tutaj mamy jakichś jeszcze nekromantów, którzy nas interesują?
8827:  Nie.
8830:  Piękne, piękne, piękny śmiech.
8833:  Uwielbiam absolutnie, uwielbiam.
8836:  Tutaj coś się dzieje?
8837:  Nie, dobra.
8845:  Literaturę trzeba umawiać, ale robi się to źle, bo propaguje się błędne przeszłości i glorifikuje ją, zamiast pokazać ohydę i to, jakie to były czasy.
8851:  Tak, tak.
8852:  Dzięki, Mike Smith, za trybut.
8854:  Dobranoc, dobranoc.
8855:  Eee... Uuuu... Nie, będziemy się chyba... A wiecie co?
8864:  Poznęcamy się.
8865:  Mieliście tak mało bitew dzisiaj, poznęcamy się nad nimi.
8869:  Czy lubię zieloną maczę?
8870:  Lubię.
8871:  Lubię Antoni, lubię.
8876:  Czy werbuję bohaterów do momentu, aż zdobędą bonusy do większej liczby wiatru magii frakcyjnej?
8881:  Te bonusy do większej liczby wiatru magii frakcyjnej niestety są tylko wtedy, kiedy przypadnie nam taka cecha.
8887:  Więc bohaterów werbuję po to, żeby po prostu mieć najpotężniejszą armię wampirów, jaka jest możliwa.
8894:  Bardzo mam małostkowe motywacje.
8897:  Okej, i raz, i dwa, i trzy.
8904:  Jeszcze żeby było śmiesznie, jak się gra wladem, to wszystkie truposze mają tę piękną zdolność.
8911:  To znaczy mogą wystawić się w przedpolu.
8916:  Łukasz pisze, że na studiach zaocznych miał wyjściówkę z jednego przedmiotu.
8918:  Dajcie spokój.
8920:  Tragedia.
8920:  Mikołaj ma dylemat.
8921:  Czy oglądać Steam, czy pooglądać Warhammera w Neverwintera na serwerze, albo poczytać książkę.
8925:  Neverack i Steam mogą iść razem.
8926:  Książkę będzie ciężko upchnąć.
8928:  To prawda.
8929:  To prawda.
8930:  Nie pomogę ci w twoim dylemacie.
8932:  Daw pyta, co myślisz o syzyfowych pracach i czy lubię herbatę z hibiskusa.
8936:  Zdecydowanie bardziej od syzyfowych prac.
8938:  Syzyfowe prace to jest wczesno socjalistyczna propagandówka,
8945:  która w ogóle nie ma żadnego miejsca w naszej rzeczywistości.
8954:  Wyjściówka ma sens, znam studia przy laboratoriach ze sprzętem przy jagu, żeby sprawdzić, czy znasz podstawę teoretyczną, żeby samemu zrobić zadanie.
8961:  Można równocześnie spytać o to.
8962:  Nie trzeba wszystkiego robić w formie hardkuwak, goddammit.
8965:  Ojojojo, jak ja strasznie współczuję krasnoludom.
8987:  Tyle w temacie.
8988:  Skumbrje w tomacie, skumbrje w tomacie Pstrąg.
8991:  Dobry wieczór, Oskar Drauz.
8993:  W jakim momencie pięknym przyszedłeś?
8998:  Kasia pisze, że ją przed wejściówkami uratowała pandemia.
9000:  Wiecie, jak ja często, za często słyszę sformułowanie, że kogoś uratowała pandemia przed czymś w szkole albo na uczelni.
9007:  Autentycznie mnie to przeraża.
9009:  Nie zgrywam się, przeraża mnie to.
9011:  Trzeba pieprzonej pandemii, żeby odniknąć pewne kwestie.
9015:  A wiecie, co jest najgorsze?
9017:  Że wszystkie te dobrodziejstwa nauki zdalnej, odkrywanie programów i tak dalej, wszystko to teraz będzie kojarzone z pandemią.
9024:  To znaczy, będzie trzeba katastrofy żywiołowej, żeby ludzie wprowadzili elementy nauki zdalnej.
9030:  Będą tłumaczyć, ale przecież nie masz pandemii.
9036:  Mike Biedny był pół godziny w tył za streamem, o nie najgorzej.
9039:  Czy nie sądzę, że powinno się omawiać o literaturę w odwrotnej kolejności od najnowszej?
9043:  Jedyny sens w przypadku historycznego odmawiania literatury jest, jeżeli mamy historię literatury.
9048:  Nie ma innego przypadku, w którym jest sens omawiać literaturę ekonomicznie.
9055:  Jaki ser!
9056:  To było piękne zaklęcie!
9060:  Co to za szatańskie fantazy?
9062:  A Chopin!
9063:  Właśnie!
9064:  Właśnie!
9068:  Chopin!
9069:  Chopin jest ważny!
9072:  Zobaczcie, jaką ma cierpiącą minę!
9074:  Aaa!
9076:  Aaa!
9079:  Grać albo nie krać?
9081:  O, to jest pytanie.
9090:  Zawsze się boję, że wymachując tym... bo to jest ciężkie w cholerę, tym posążkiem, rozbiję ekran.
9096:  To byłoby bardzo nieprzyjemne.
9098:  Co, co, co ja w pokoju trzymam?
9100:  No właśnie, dobre pytanie.
9102:  Zresztą jest to ironicznie.
9104:  Eee... Wiecie co?
9108:  Eee... Eee... Eee... Eee... Eee... Eee...
9123:  Do not shame your ancestors!
9126:  Do not shame them!
9129:  Co za radość!
9130:  Ojej, jakie to jest wspaniałe!
9135:  Najlepszym pomysłem na naprawę polskiego świata byłoby wypowiedzenie wojny Finlandii pod Danii się.
9141:  Ojej!
9142:  Seromanta!
9144:  Jak mi się to podoba!
9146:  Seromanta jest prawie tak piękna... Nie no, jest przepiękna absolutnie!
9150:  Zły Seromanta!
9153:  Żółwik wita.
9154:  Mam dokładnie to samo, w 100% Cię rozumiem.
9155:  Wiele osób mnie zachęca, Krzyżtof, Krzyżtof, zagramy, będzie fajnie, a potem wszystko się sprowadza do turnieju porównywania, kto ma większe organella reprodukcyjne.
9163:  Ja nie, nie.
9179:  Sorry, nie, ja nie umiem w listy rankingowe, nie umiem w tabele, nie umiem w kompetytywność, nie chcę tego, jest tego za dużo w rzeczywistości.
9187:  Czy zdajecie sobie z tego sprawę, że dzisiaj na przykład ministerstwo ogłosiło kolejny ranking czasopism z cholernymi punkcikami i wszyscy do mnie piszą, Krzysztof, Krzysztof, Krzysztof, Krzysztof, Krzysztof, Krzysztof, Krzysztof, nowe punkciki, mam 10 punktów więcej za artykuł, o, ja mam 20 więcej punkcików, o, sprawdź ile ty masz punkcików więcej, Krzysztof, Krzysztof, Krzysztof, Krzysztof, Krzysztof, Krzysztof, Krzysz...
9210:  Dla mnie na przykład sukcesem jest to, jak zacytuję mój tekst, nie wiem, profesor, którego ja cytowałem wcześniej przez 20 lat i był moim autorytetem, albo jak napiszę do kogoś i fajnie sobie pogadamy i potem się umówimy na piwo i wychodzi z tego wspólny projekt naukowy.
9225:  Dla mnie to jest sukces, a nie, że mam 5 punktów więcej, ojej, ojej, więcej w rankingu, jak super!
9237:  Jak to jest rzucać krasnalami niekonsensualnie?
9240:  Wampiry... Wampiry nie potrzebują konsensualności ze strony krasnoludów.
9244:  Wampiry po prostu zabijają.
9246:  Wiecie, jest... był taki film kiedyś.
9249:  Maczeta zabija.
9251:  To jest to, co robią wampiry.
9255:  Ajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaj
9284:  Na jakim etapie nadabiania JoJo jestem?
9286:  Pierwszy.
9286:  Pierwszy są dalej czasy.
9289:  Cały czas.
9290:  Niestety.
9290:  Gdzie można kupić posążek Chopina?
9292:  Nie wiem, czy można.
9293:  Ja dostaję różne odlewy od mamy, która się tym zajmuje, znaczy zajmuje naukowo, ale ma kontakty z odlewniami.
9301:  Dlatego też dostałem przecież mnóstwo, mrowie całe, odlewanych jamników, które parę razy pokazywałem na czatach.
9306:  Tu jest jeden jamnik na przykład odlany.
9308:  Tu jest drugi jamnik odlany.
9310:  Mam dużo jamników.
9312:  Niestety to są tylko odlewy, a chciałbym, żeby one były prawdziwe.
9317:  Zabrzmiało smutno.
9324:  Tak, wycofajmy się troszeczkę, myślę, bo mamy zły kąt.
9330:  Jak gracie w Ampirami, to nie czekacie, aż przeciwnik się ustawi w formację, nie.
9335:  Ustawiacie się w taką formację, żeby przeciwnik ustawił się w łatwiejszy sposób dla nas do zabijania.
9343:  Tak należy czynić.
9350:  Palitko, czemu się smucisz?
9353:  Czy sądzę, że punkty za pracę naukową powinny być zamienione na punkty dla pigacji żabka?
9357:  Tak, ja tak czasem mówię.
9359:  Pytam się kolegów i koleżanki, to co, ile macie euro gąbek?
9364:  Jeszcze takie naszoklasowa aluzja.
9380:  Lilia pisze, że chciałaby mieć kota, ale nie wie, co wybrać.
9383:  Kot albo mój partner się utusi z powodu alergii.
9386:  Nie rzekł kot, no.
9388:  Nie, żartuję.
9392:  Czekamy na więcej punktów.
9396:  Pluszowy jamnik?
9397:  Ma!
9398:  Są liczne pluszowe jamniki palitką.
9404:  Roberci, witaj serdecznie.
9405:  Stream po robocie jak balsem.
9406:  Serwus, serwus.
9407:  Cześć.
9409:  To są odlewy austeniczno-ferrystyczne, czy może perlityczne.
9413:  Wbrew pozorom znam wszystkie te terminy, ale nie mam zielonego pojęcia, co one oznaczają.
9422:  Właśnie widzę Erban ankietę.
9424:  600 głosów za zdalnymi, 400 za zdalnymi, 200 za hybrydowymi, pisze Pampi.
9428:  No proszę.
9430:  To i tak mało za zdalnymi.
9433:  To nie jest ta sama bitwa, wypraszam sobie, to jest nowa bitwa.
9437:  To jest nowa bitwa, w której zabijamy krasnoludy.
9454:  Martwy, martwy, martwy, martwy, martwy, martwy, martwy, martwy, bardzo dużo martwych krasnoludów.
9461:  Maślana, czy tak wyglądają krasnali?
9475:  Jeśli zrekrutujemy maga, który ma atrybut wiedza i potem go zwolnimy, to ten bonus cały czas zostaje?
9481:  Tak, bo jak jest zwolniony, to nie jest zabity, ale po co go zwalniać?
9486:  To jest najlepszy atrybut, jaki można mieć.
9494:  Czy zdołamy zabić tego uprzykliwego lorda, czy nie?
9499:  Zobaczymy.
9505:  Czy te drobne jamniki na biurku to parajamnikalia?
9508:  Szanuję, szanuję za słowotwórstwo.
9512:  Nie są takie drobne.
9513:  Jeden ma jakieś, ja wiem, jakieś 7 centymetrów.
9516:  That's what she said.
9519:  Psyklopatologia w szkole przez Sir Trouble.
9522:  Jeżeli ja, ktoś z mojej klasy spóźni się na angielski, musi w oryginale cytować dialog z Hamleta.
9529:  No tak, bo pamiętajmy, że nauka na pamięć jest bardzo ważna, jak się uczymy na pamięć, to wtedy, to wtedy to jest takie lepsze, lepsze, no, jak się nauczymy na pamięć, to widzicie, starożytnych cytatów też można się uczyć na pamięć, o, tak, tak.
9545:  A, Szymon pisze, że odpalił sobie runy jako orkowie i ten atrybut ma mag-goblin, a one dla mnie mają useless czary.
9552:  No to tak, to faktycznie można wtedy zwolnić, ale ja to sprawdziłbym, nie wiem, czy to nie zostało spatchowane.
9557:  Na 1000% działa to w przypadku lordów, to na pewno.
9564:  Uuu, Lija pisze, że to alergia poważna, że puchnie pół ręki przy kocie.
9568:  Oj, to straszne.
9571:  No to to jest problem.
9579:  O, polonistyka na UJ.
9582:  Niezmienne pozdrowienia.
9583:  Powiedziała, że było tylko kilku chorych wykładowców i kilkanaście chorych studentów, więc zdalne by tylko zaburzyło tok, więc będziemy chodzić, póki nie zdekniemy.
9591:  Do ostatniego guzika i do ostatniego studenta, tak?
9595:  Jak się historia lubi powtarzać?
9601:  Myślicie, że te szkielety zginęły?
9604:  Nie.
9605:  Szkielety są nieumarłe.
9615:  Pluszowy jamniczek przykrywany kołderką do snu?
9617:  Nie mam piękniejszego widoku, zgadzam się palitku, absolutnie.
9622:  Eshen.
9622:  Eshen potrzebujemy wznieść wyżej.
9626:  Dobrze.
9628:  Dwór von Karsztajnów.
9630:  Uch, uch, to będzie piękny moment.
9634:  Dobrze, nasz wąpierz, który jest najsłabszy, zaczyna być coraz silniejszy, to jest znakomita wiadomość.
9641:  Tu sobie darujemy na razie.
9646:  Dobrze.
9648:  Nekromanta, wytrwały... ja, idiotostwo.
9654:  Dobrze.
9655:  Izabela von Karsztajn, myślę zaś, że... Jakim cudem tu jest plus cztery nagle?
9662:  Co tu się dzieje się?
9667:  Yennefer musi mieć level tak czy siak, żebyśmy mogli ją wymienić na następną.
9677:  Dobrze.
9679:  Łupimy.
9681:  Świetnie.
9684:  I w takim razie przejdziemy sobie Izabelą tutaj i na wszelki wypadek będzie jej towarzyszyć
9691:  O właśnie.
9692:  Będzie jej towarzyszyć Yennefer.
9694:  Tak właśnie będzie, nie zmyślam.
9696:  A tymczasem Vlad zaczai się tutaj.
9700:  Zasadzi się w zasadzce, jak zasadźca.
9702:  Okej.
9706:  O tak, nekromanta też ma powiew śmierci.
9710:  Vlad ma wszystko, czego od niego chcemy, poza tym...
9714:  Na śmierć, Ascendent!
9715:  Wyciecz!
9732:  Ciężko jest z zranieniem bohatera.
9735:  Zgniły podarunek, chcemy.
9736:  Czy nie mogę mieć u siebie jamnika?
9737:  Niestety.
9738:  Przy moim trybie pracy na uczelni i tak dalej, ja jestem bardzo płynnie, jeżeli chodzi o harmonogram, a psy nie, więc musi to być bardziej odpowiedzialny moment.
9749:  Przy całej miłości do jamników nie chcę pełnić nieodpowiedzialnego wyboru.
9754:  Co do sobotniego streamu z Wiedźmina i Pomnika Henriety, z rozkoszą się kruszy posągi Tyrrena, lecz pustych cokołów natura nie znosi, a wszystkich posągów materia ta sama.
9762:  Każdy z nas ją w sobie nosi.
9763:  Piękne.
9765:  Czy w sieci Warhammera są nagi?
9767:  Chyba będą przy wprowadzeniu Katajów w trzeciej części.
9772:  Co to za frakcja?
9773:  Kradzieje?
9773:  Kradzieje to jest frakcja goblinów.
9776:  Ulubiony Total War?
9777:  Ten.
9784:  Ja słyszałem legendę, że AGH przejdzie na zdalne, jak statuły przed głównym budynkiem, wstaną i pójdą na piwo.
9790:  Poszedłbym z nimi, jak słowo daję.
9792:  Dobranoc, Miesiesiąko, dobranoc.
9794:  Idealnie pisze Damian D., którego witamy serdecznie.
9797:  Można posłuchać streamu przy malowaniu Boromira.
9798:  Uuu, a zobaczymy efekty twojej pracy, mam nadzieję, na holistycznej twórczości.
9808:  O, królik!
9810:  Królik to jest przepiękna, przepiękne zwierzę, absolutnie.
9816:  Specjalnie do zabijania osiągnął level.
9819:  Znakomicie.
9820:  Olgia von Dracarczuk jest całkowicie bezpieczna.
9824:  Przynajmniej na razie.
9830:  Dobrze, tutaj cały czas będziemy czekać na naszego przyjaciela znakomitego.
9839:  Teraz tak.
9840:  Tutaj chcemy wywołać rebelię, absolutnie.
9843:  A zatem...
9846:  A zatem... O właśnie.
9851:  Trzy tury do rebelii, dobrze.
9854:  Chcemy, żeby tutaj zwiększało się absolutnie spaczenie wampiryczne, bo cały czas chcemy wskrzesić frakcję, która niestety nam upadła.
9861:  Myślę, że to jest też ten moment, kiedy możemy... O tak.
9872:  O tak.
9873:  O tak.
9874:  Okej, co potrzebujemy?
9875:  Tempo badań, szansa na powiedzenie zasadzki.
9883:  Uuu... Uuu... Kusi bardziej.
9885:  Dwanaście!
9887:  Mmm... To potrzebujemy.
9891:  Potrzebujemy szans na powiedzenie zasadzki na pewno.
9893:  Dobra, narabiam czaty.
9895:  Lepiej na początku Warhammer Total War 1 czy 2?
9897:  Nie, nie, w ogóle nie graj w jedynkę.
9899:  Jedynka jest po to, żeby odblokować ci tę mapę, czyli Mortal Empires.
9902:  Natomiast to jest gra, która się zestarzała, nie ma co w nią kompletnie inwestować.
9906:  Znaczy, poza czasu.
9908:  Bo niestety trzeba ją w nią zainwestować, żeby mieć Mortal Empires i moim zdaniem to się opłaca.
9912:  Ale...
9914:  Grać grałbym od razu w Warhammera 2, w kampanię Okowiru na początek.
9919:  Jak masz samego Warhammera 2, to możesz sobie sprawdzić Okowiru, czy ci pasuje.
9923:  Jeżeli ci pasuje, to możesz dokupić jedynkę i wtedy mieć Mortal Empires.
9931:  Świeczka zapachowa mi się wypaliła.
9933:  Czy to znak, że pora już kończyć?
9936:  Co też mówisz, Kamilu?
9937:  Co też mówisz?
9937:  Mówiłem wam, że tutaj Waldenhof do nas, że nie ma sensu fortyfikować Waldenhofu.
9942:  Absolutnie.
9943:  Karak Kadrin uwielbia atakować Waldenhof.
9949:  Zostawaj z nami, z nami, Kamilu.
9950:  Absolutnie, absolutnie.
9951:  Zostań, zostań.
9954:  NukDeddy pisze, jakkolwiek to nie zabrzmi, spróbuję z tobą zasnąć.
9957:  Nie krzycz za mocno.
9959:  Spytać, powiedzieć mi, że nie krzyczę za mocno.
