SKAVENI WRACAJĄ — IKIT CLAW livestream #8
🔗 https://www.youtube.com/watch?v=f5uBVyRilCY

246:  Dziękuje.
9956:  Najbardziej szerząca spośród wszystkich frakcji.
9965:  Raz o sobie nawet nieźle.
9968:  21 sekund do kolejnego przypływu magii.
9976:  Coś daje to nasze bombardowanie.
9978:  Więcej niż nic.
9982:  Coś tutaj jest?
9983:  O, tutaj jest nasz... Wiesz co to jest?
9985:  To jest cel.
9986:  To jest nasz cel!
9992:  Bless with filth!
9993:  Błogosławiony brudem
9997:  Nie ma jak brrrrud!
10007:  Dobra.
10010:  Tutaj się ustawimy do ostrzeliwania czołgów.
10018:  Teraz tak, zachowamy sobie katapulty, głównie z uwagi na to, że gra wylicza
10026:  szansę przeciwnika na bazie tego, jakie mamy zasoby jeszcze do dyspozycji.
10032:  Więc liczą się zarówno wiatry magii, jak i amunicja.
10036:  Jaka jest sytuacja?
10037:  Ciężkie oblężenie, ale powoli wygrywamy.
10042:  Generalnie dzisiaj się toczą walki z Imperium, z bretończykami i ze śmiesznymi czołgami parowymi nieodpornymi na spacerusznice.
10055:  Oj, oj, oj.
10056:  Tak, to są stare mury polane kwasem, żeby wyglądały na bardziej prestiżowe.
10062:  Imperium w pigułce.
10069:  Kogoś tu jeszcze mamy?
10071:  O, tak.
10073:  Wielu śmiesznych przeciwników.
10075:  O nie!
10076:  Duma Imperatora okazała się dupą Imperatora.
10080:  Jak mi przykro.
10083:  Dobrze, jeszcze James Kneader, ze świetnym niemieckim nazwiskiem, przegrywa.
10092:  Protect me!
10096:  Nawalanie zielonym smrodem to wiatr magii.
10098:  Wiatry magii są tutaj.
10101:  Zielony smród to jest nasze najlepsze zaklęcie, jakie istnieje w grzecznych zarazach.
10111:  Skadając, jak ma najgorsza i najmniej klimatyczna racja w samym Warhammerze, pisze Don Krzyku.
10116:  Szczury, które mają system kastowy, biją się patykami z włócznią na najlepszą technologię w całym uniwersum.
10120:  To je czyni wspaniałymi!
10123:  Chyba, że wiesz, mówisz o Fantasy Roleplay.
10127:  Sytuacja może być inna.
10135:  Szczury nieklimatyczne.
10138:  Zszkalowanie skawenów.
10140:  Na tym kanale!
10141:  Teraz się będziesz śmiało strzałkował, jak wrócimy do Balthasar'a Gelsa, sam będziesz chciał mieć ich 20, oczywiście!
10147:  Spacz różnica, pisze, o nagroż to jest coś, co chciałbym mieć na ścianie.
10150:  Ja też!
10151:  Byłoby do kompletu z mapą.
10153:  Dzięki za wsparcie od 9 miesięcy!
10157:  Ooo... Tak, tak... Dobrze, wycofują się, świetnie.
10164:  Eee, wiecie co?
10166:  Pieprznijmy w rycerzy pół gryfa.
10169:  To jest dobry pomysł.
10173:  Więc obrężenia w Warhammerze 3 teoretycznie są bardziej zdynamizowane, ale prawda jest taka, że są zdecydowanie mniej zabawne i rozrywkowe.
10184:  I przyjemne, no oczywiście.
10189:  Oczywiście.
10192:  Jak zawsze.
10193:  No dobrze, ale krycerze Pugryfa się nie ruszają, to nie będziemy mieli przyjemności.
10206:  Zobaczymy czy damy radę sięgnąć stąd czołg.
10210:  Mam nadzieję, że tak.
10214:  Rozdzwaniają się skawenie dzwony.
10216:  Świetnie.
10221:  Proszę nie szkanować Lorda Warhammera.
10223:  Czyli jednak mam sojuszników, jeżeli chodzi o skawenów.
10229:  Bardzo dobrze.
10233:  Cieszy mnie to bardzo.
10237:  Prawdopodobnie, jeżeli bym grał właśnie w jakiegoś RPG-a, to ze wsparciem figurkowym mam z tym Warhammerowskim.
10247:  Skaveny lore'owo nie mają sensu, bo są potężniejsze od chaosu?
10249:  Bardzo dobrze, że są potężniejsze od chaosu.
10255:  Ale nie, rozumiem o czym mówisz.
10256:  Znaczy, ja akurat lubię fantasy, w którym się eksperymentuje z tego rodzaju overpowered frakcjami.
10264:  A już najbardziej lubię, jeżeli Yanni mi komenderuje.
10270:  Wtedy jest to stanowczo najlepsze.
10272:  Kto tak ginie?
10273:  Czemu raf z Pachensa jest żenujący?
10278:  Świetnie, czołg parowy jest pod ostrzałem.
10283:  Co to za uciekanie przed strzałami?
10294:  Teraz spróbujemy ich zwabić, bo widzę, że jest tutaj jakiś problem psychologiczny.
10300:  O tak, straż rzeczna.
10303:  To jest straż niedorzeczna raczej.
10306:  Dowód.
10308:  Jedna salwa katapult nie ma straży niedorzecznej.
10311:  Magnus pisze, że skaweń mają jak najbardziej sens.
10313:  Jedyne co ich powstrzymuje to chciwość i walka o hierarchię.
10316:  Czyli jest balans.
10318:  A ja zawsze będę powtarzał, ja jestem po stronie fanu, a nie po stronie balansu.
10323:  Zawsze.
10328:  Ooo, nie żyje.
10332:  Dobra, ale Volkmara teraz napierniczamy i przy okazji podprowadzamy kolejne spatch różnice, świetnie.
10338:  Tak się oblega z cavernami.
10345:  Nowe znaczenie dla Attrition War, czyli wojny na... jak to się tłumaczy?
10351:  Wojny na przetrwanie, coś takiego.
10356:  Skaveni nie potrzebują złota, wydobywają i pozyskują je tylko po to, żeby denerwować i przeszkadzać innym ludziom.
10361:  To bardzo skavenio brzmi.
10365:  Nawalnijmy kamień Wolfmara.
10370:  Wolfmar jest dość potężny z naszych wrogów.
10374:  Czy my mamy możliwość?
10376:  26 sekund, okej.
10379:  Dobrze.
10383:  Wojna na przeczekanie, to jest Attrition War?
10385:  Albo na wyniszczenie, okej.
10387:  Albo na wycieńczenie.
10388:  Czyli trzy tłumaczenia funkcjonują, okej.
10390:  Chyba na wyniszczenie mi się najbardziej... Albo na wyniszczenie slash przeczekanie.
10397:  Na wyniszczenie wydaje mi się najbardziej adekwatne.
10399:  Boże, co te, co te sparszusznice robią?
10401:  Ustawcie się, ustawcie się tutaj.
10406:  What, what orders?
10410:  Świetnie.
10411:  Co tu się dzieje?
10411:  Łucznicy czują się szczęśliwi.
10415:  Zaraz zepsujemy to szczęście.
10421:  Volkmar potężny kiedy, gdzie?
10422:  Volkmar jest silny, znaczy jeżeli ma regenerację, to jest silny.
10427:  Ma dość dobre... Ja w ogóle lubię Volkmara, lubię nim grać.
10431:  Ma dość dużo... jak to się nazywa?
10436:  Ojej, ojej, ojej.
10439:  Magicznej ochrony.
10441:  Nigdy nie pamiętam, jak to się po polsku nazywa.
10446:  O, łucznicy idą na bramę, świetnie.
10449:  Mamy tutaj na nich niespodziankę.
10454:  Must eat Warpstone!
10469:  Spaczrusznicy napierdzielają i nikt im nie zagraża.
10473:  O to chodzi.
10484:  No i teraz tak, mówię, że Volkmar jest niebezpieczny z tego względu, że on będzie po pierwsze się regenerował, a po drugie nas napierdszał.
10494:  To jest problem z Volkmarem.
10499:  ale powinniśmy go różnicami zdjąć.
10507:  POV.
10508:  Masz wielki ołtarz Sigmara, który ciągnął potężne rumaki.
10514:  Masz kostur.
10516:  Masz książkę, z której czytasz rzeczy.
10518:  I tak cię niszczą szczury.
10522:  Bardzo dobrze.
10524:  Lubię, jak niszczą szczury.
10528:  Heroiczne zwycięstwo!
10529:  O to chodzi!
10530:  Wreszcie!
10531:  After all these years!
10539:  Pan Taczka kupił dodatek z Ikitem i Tomb Kings, najlepszy zakup tego roku.
10543:  Incydentalnie też dwa najlepsze dodatki, to znaczy The Prophet and the Warlock and The Rise of Tomb Kings.
10549:  Nie ma lepszych dodatków, mój kameradwój.
10566:  Dobrze.
10568:  Bardzo dobrze.
10571:  Sigmar?
10571:  Czy ktoś wspomniał Imperatora Ludzkości 40?
10573:  Aha!
10577:  Aśku powinna zrobić sobie self-bonk.
10581:  Wojna na przeczekanie brzmi jak cała połowa Total War Warhammer 3.
10585:  A nie, Total War Free Kingdom, schowanie się po kątach.
10589:  Wygrać gra przez jednej przegranej, zostawiając miasta bez obrony.
10592:  O, proszę, ciekawe.
10593:  Nie pamiętam już tak Free Kingdom.
10596:  Zgrałem przez moment, ale potem jakoś zainteresowałem się Warhammerem tym.
10602:  No już poszło.
10603:  Znaczy Total War'em to mi poszło.
10606:  Mmm... Szczurze Wspalin.
10609:  Czy Szczurze Wspalin może uczynić swoją armię potężniejszą?
10611:  Aha.
10613:  Aha.
10615:  Przynajmniej zrekrutujemy sobie ze dwieka atapulty.
10618:  To już nam coś da.
10619:  Eee... Dobra.
10626:  Mmm... Mhm.
10635:  Nie jest dobrze z finansami.
10639:  Mam wrażenie, że mówię to za rzadko.
10644:  Okej, tutaj jest jeszcze jakaś niewybudowana, bardzo z... Uuu, jedzonko.
10649:  Generator jedzonka jest świetny.
10652:  Mówimy więcej generatorów jedzonka.
10658:  Od razu się pojawił pomysł do nowego jamnika do kolekcji.
10660:  Jamnik z pałką.
10662:  Faktycznie, nie mamy jamnika bąkującego.
10665:  Nie mamy jamnika bąkującego, Janu.
10667:  Cześć, Dorka, witaj serdecznie.
10668:  Czy mgła wojny dodałaby sensu walkom?
10670:  Bo skąd gracz wie, co się dzieje za murami obręganego miasta?
10674:  Tak, tylko wyjąwszy oczywiście te problemy zbalansowania dla tych wszystkich frakcji, które mają jednostki latające, które są nie do zestrzelenia czasem przez obrońców.
10686:  Czy jest jakiś most fabularny między klasycznym Wojnomłotkiem a czterdziestką?
10689:  Kiedyś był, ale został zdekanonizowany.
10691:  Ja wciąż jednak lubię te relacje, podobieństwa, które się da zauważyć między jednym a drugim.
10698:  Bardzo mi się to podoba.
10699:  Myślę, że to jest dobre, żeby pozostawić właśnie to w przestrzeni fanowskich spekulacji.
10706:  Mistrz Śmierci Snykcz nic nie może zrobić.
10710:  Ma zresztą kiepską armię.
10712:  Quick czeka.
10714:  Chyba wszyscy się ruszyli.
10717:  Dobrze, to jeszcze potrzebujemy łapówkę dla klanu Volk'n wrzucić.
10720:  I lecimy dalej.
10725:  Jakie mam sposoby na zarządzanie czasem?
10727:  Pyta Margot, czy polecę jakąś publikację autora?
10729:  Nie czytałem nic nigdy na temat zarządzania czasem, ale wyjąwszy książkę o odpoczynku, którą Wam raz polecałem, to co staram się robić zawsze, to wykorzystywać rozpoznane u siebie atuty, a moim rozpoznanym u mnie atutem jest to,
10746:  że jestem w stanie bardzo szybko w jednostce czasu zrobić dużo rzeczy i perfidnie to wykorzystuję.
10753:  Dzięki czemu mogę sobie pozwolić na to, że odpoczywam generalnie w ciągu dnia o wiele więcej niż pracuję.
10759:  I to, co mogę polecić, żeby uregulować rytm dnia, bo to się do tego sprowadza, to na przykład pilnować regularnych posiłków.
10767:  Nikt nie mówi, że mają być pięć, albo trzy, albo dwa, ale żeby były regularne.
10771:  Pilnować regularnych godzin zasypiania i wstawania
10774:  Oczywiście pamiętając o tym, że jeżeli regularną godziną naszą wstawania jest godzina 11, a zasypiania godzina czwarta nad ranem, to tak trzeba zasypiać, byleby to było regularne.
10784:  I tak dalej, i tak dalej.
10785:  Ważne jest to, żeby jednak odnaleźć w sobie jakiś wewnętrzny rytm.
10788:  Nie rytm dobowy, który ci narzucają z zewnątrz, ale twój własny rytm.
10796:  To wywołuje takie wrażenie pokoju ducha, które się w sobie ma i ono jest bardzo cenne.
10800:  Ja pierwszy raz jak to poczułem, to odetchnąłem pełniejszą piersią.
10805:  A to było dosłownie w momencie, w którym wreszcie doprowadziłem w swoim życiu do chwili, kiedy ludzie przestali mnie kontrolować.
10812:  I mówić mi, co mam robić, żeby się czuć lepiej.
10816:  Zawodzowi podjudzacze.
10818:  Bardzo dobrze pasuje to do tego, o czym mówimy.
10823:  Tak.
10829:  O, to ciekawe.
10834:  Nie podoba mi się to, co tu się stało.
10841:  Nie podoba mi się to, co tu się stało.
10848:  Z drugiej strony to jest łatwa bitwa do wygrania teraz.
10852:  A my gramy tutaj w sumie w trybie This is Total War, więc czemu by nie?
10858:  Mój wewnętrzny rytm wstaje, kiedy dziki gon wyje, a zasypiam w godzinie wilka.
10862:  O, jakie ładne.
10863:  Ładne, ładne, podoba mi się.
10865:  Dobrze, Serosław Spaczyński, czas na ciebie.
10875:  Ooo... Ooo... Ooo... Ooo... Ooo... Ooo... Ooo... Ooo...
10894:  Ooo... Wielka przykrość.
10900:  Czy można powiedzieć, fantastyka nie jest dla mnie, czy raczej to, że natrafię na coś, co nie jest dobre dla mnie?
10904:  Tak, dokładnie to, co powiedziałaś, Julko.
10906:  Natrafisz na coś, co nie jest dobre dla ciebie, szukać dalej.
10909:  Generalnie odrzucanie czegoś po całym gatunku, jeżeli się go nie zna wzdłuż i wszerz, jest trochę bez sensu.
10916:  Ja na przykład mogę sobie, tak myślę przynajmniej, spojrzeć w lustro i powiedzieć wprost, nie musisz czytać klasyki, reportażu i literatury realizmu, ponieważ przeczytałem tego w życiu dużo.
10930:  I mean bardzo dużo.
10932:  I w związku z powyższym już wiem, i to jest moje ulubione powiedzenie, że jeżeli 40 lat posmakuje się smaku jakiejś potrawy i np.
10940:  wie się, że to jest kurczak, że on ma takie białe mięso i że pachnie jak kurczak, a czasem ma panierkę jak z KFC, to nie jest tak, że np.
10949:  ktoś wam powie jak... No nie lubicie tego kurczaka, tak?
10953:  I ktoś wam poda takiego parującego kurczaka.
10955:  No ale nie próbowałeś!
10960:  No to skąd wiesz, czy nie lubisz?
10963:  No to spróbuj!
10963:  Ale ja już jadłem kurczaka i ani ten z KFC mi nie pasuje, ani na parze, ani kurczak po tajsku, ani... Ale nie próbowałeś tego!
10970:  No to skąd wiesz, czy ci smakuje, czy nie?
10973:  Ja się tak czuję, jak ludzie mi mówią, że nie czytałem empuzjonu, to co się wypowiada na temat Olgi Tokar... No właśnie dlatego, tak?
10984:  Że jadłem już kurczaka w swoim życiu wiele razy.
10986:  Nawiasem już lubię akurat kurczaka.
10991:  Co za niespodzianka, stream w środku tygodnia.
10993:  To była niespodzianka nawet dla mnie, hrabino.
11004:  Womik by bardzo chciał założyć miasto, ale nie może.
11010:  Czytanie romansu, by dowiedzieć się, że się ich nie znosi, to czysty masochizm.
11016:  Tak, ale znasz romans.
11017:  Wiesz, na czym polega romans, tak?
11019:  Wiesz, na czym polega ta konwencja.
11020:  Bo widzieliśmy to w filmie, bo widzieliśmy to w teatrze, bo znamy to z klasyki właśnie i z lektur.
11025:  Więc właśnie nie musimy...
11034:  Red Angel utyskuje, że nie może jeść w KFC, bo jest w panierce.
11037:  Uwielbiam jeść w KFC, bo jest w panierce.
11040:  Mówi mi jeść samą panierkę.
11046:  O, tak.
11047:  Dobra!
11053:  Tak, jakby Kuron już z nami nie walczyło.
11059:  Nikt nie zginie?
11062:  Ej, ej, ej, ej, ej.
11073:  Dobrze.
11074:  Więcej pożywienia, więcej radości.
11078:  Czy Quick może już... oooo... A to będzie ciekawa walka.
11085:  Chudz i Rin for a treat.
11093:  Nazwa tej książki odpoczynku, pytam Margo Wybicz, nie pamiętam.
11096:  Jest podlinkowana pod vlogiem o odpoczynku, w opisie filmu.
11103:  To jestem właśnie ja, czytam coś i później nie pamiętam tytułu, po to mam właśnie to wszystko na półkach, żeby pamiętać.
11117:  Dobra.
11117:  Co tutaj zrobimy?
11121:  Wiem, co tutaj zrobimy.
11122:  Tutaj będziemy krążyć wokół tej studni.
11139:  Zawsze uważałem, że to jest najbardziej ambitny, wybitny tekst, jaki kiedykolwiek usłyszałem.
11147:  Koło drzewa przy rzece jest dziura w ziemi.
11154:  Panie, powiedz, kto jest twoim tekściarzem.
11157:  Błagam!
11160:  Wow!
11166:  Powinniśmy złożyć propozycję KFC, bo już sprzedawali panierkę w Pamierce.
11169:  Tak.
11171:  To są zabudowle w ziemi czy szyby kopalniane?
11173:  To jest Arka!
11176:  To jest jebitne miasto mrocznych elfów, wykorzystywane w tym celu, żeby zbierać niewolników z całego Starego Świata i Nowego Świata, ale przede wszystkim kolonii w Nowym Świecie i przywozić ich następnie do Nagaroth, żeby pracowali tam na rzecz Malekita i całej reszty.
11195:  I to, co widzicie tutaj, to jest właśnie stąd te żagle, to jest mroczna arka, którą podróżują.
11201:  I prawdopodobnie tutaj są jakieś elementy tej mrocznej arki.
11204:  Właśnie się zagubiłem.
11206:  Właśnie się zagubiłem.
11207:  O, tutaj.
11209:  Więc tak, to jest jakiś szyb.
11211:  Do czego on służy?
11212:  Nie mam zielonego pojęcia.
11214:  Okej.
11223:  Jedyne co, to musimy wyeliminować konnicę, a zresztą sobie poradzimy.
11229:  Dobra.
11230:  Raz.
11233:  Dwa.
11235:  I... tłów od woda.
11247:  Dobrze.
11250:  Co to jest?
11251:  Obrona w zwarciu, dobrze.
11253:  Aha, nie możemy tego zrobić.
11254:  Okej, Snitch ma, widzę jeszcze, kulę ognia, dobrze.
11271:  To jest, to jest, to jest silna armia Bred Poznań.
11273:  No nie wygląda na silną, ale jest silna.
11276:  Klasyka Skavenia.
11278:  Coś nie wygląda na silne, ale jest silne.
11296:  Bardzo, bardzo słuszna uwaga od Wojciecha.
11298:  Ten szyb służy do szydzenia z wszystkich, którzy są na dole.
11301:  To byłoby bardzo w stylu Mrocznych Elfów.
11305:  Dobra, Hydra jest niebezpieczna.
11308:  Musi zginąć.
11309:  Zresztą wszystko musi zginąć.
11317:  Tak!
11318:  Tak!
11321:  Tak!
11323:  Tak!
11323:  Tak!
11324:  Tak!
11328:  Tak!
11328:  Tak!
11328:  Tak!
11344:  Zniszczyć mi te hydry.
11347:  Niestety, jak się walczy taką armią, która stosuje taktykę partyzancką, to trzeba być wszędzie absolutnie.
11353:  Dobra, tych wycofamy.
11355:  Tych też.
11361:  Yes, Master Lord!
11366:  To było dziwnie adekwatne do Dark Elfów, które mają tendencje sadomasochistyczne.
11373:  Delikatnie rzymując.
11387:  Ach, już wiem czemu mamy tak mało armii.
11389:  To dlatego, że przecież kolonizowaliśmy osady.
11403:  Bądź gotowy!
11403:  Zrób to!
11403:  Zrób to!
11404:  Zrób to!
11404:  Zrób to!
11404:  Zrób to!
11405:  Zrób to!
11433:  Musimy się wycofać Deathmaster'em Snikczem.
11442:  Oj, wiej, wej.
11448:  Co tu się dzieje?
11460:  Okej.
11463:  Wycofajcie się.
11466:  Bardzo po Skaweńsku gramy tutaj.
11469:  No to jest taka... To jest właśnie zgodna z lore taktyka Skavenia.
11472:  Pomijając to.
11473:  To jest po prostu czysty kretynizm.
11481:  Co tu się dzieje?
11489:  A czas iść!
11492:  Uciekaj!
11493:  Uciekaj!
11493:  Uciekaj!
11493:  Uciekaj!
11494:  Uciekaj!
11499:  Uciekaj!
11499:  Uciekaj!
11516:  Okej.
11518:  Co on tu robi?!
11520:  Tak daleko!
11525:  Dobrze, tych możemy na pewno wycofać, bo jest za mało.
11528:  Jeżeli liczba jednostek spadnie poniżej czterech, to wtedy mamy przerąbane.
11539:  Dobrze, co tutaj się dzieje?
11541:  Tu jest tak średnio, średnio okej.
11543:  Co jest?
11544:  Czemu oni cały czas atakują wręcz hydrę?
11547:  To jest absurdalne.
11552:  Jak tam Snigdj?
11553:  Dobrze, Snigdj się trzyma.
11555:  Pieprznij mi tutaj kulą ognia, bardzo cię proszę.
11558:  Dobra.
11569:  Tak, trzeba strasznie, strasznie troszczyć się o te jednostki, żeby się nie pozabijały w swojej głupocie.
11582:  Dobra.
11584:  Jak tam sytuacja?
11586:  Średnio.
11586:  O Jezus Maria, Cię jeść w tym roku.
11588:  Zapewne jest to, że gdybyśmy mieli tę armię, którą mają Mroczne Elfy, to byśmy dostali strasznego łupnia.
11598:  Będzie możliwe, że... ...przeceniliśmy... ...się, ale tu jeszcze jest sporo.
11607:  Dobra.
11612:  Największym problemem jest Hydra w tej chwili.
11617:  Gdzie jest Snikcz?
11618:  A, świetnie, Snikcz ucieka.
11620:  Dobra, przynajmniej się można skoncentrować na jednej części armii.
11629:  Jak Hydra padnie, to będzie już okej.
11632:  Dobra, Hydra pada.
11636:  Ja bym nie mógł grać w taką armię, bo potrzebuję magów i strzelców.
11638:  Ja też!
11639:  To jest jedna taka armia czysto lore'owa.
11641:  Żeby było ładnie i radośnie.
11645:  Żeby chaty nie miały pretekstu do tego, żeby mówić, ooo, corner camping!
11650:  Jak śmiesz używać skutecznych strategii!
11659:  O nie.
11660:  I to jest to, co mówię ze s... Aaa!
11662:  Dyscyplina!
11663:  Siada nam dyscyplina, skandal!
11667:  Tchórze!
11671:  Tchórze.
11678:  Tchórze.
11679:  Przebrzydłe tchórze.
11680:  Boże, drogie, ja widzę te liczby po prostu.
11684:  Jezus, 156.
11685:  Po stronie gracza mielibyśmy może trzech zabitych szczurów.
11690:  Nie wierzę.
11692:  Co?!
11699:  To jest... to jest dyskpina.
11703:  Jeszcze zostaliśmy okradzeni.
11704:  Nieee!
11709:  Dramat.
11711:  To nie było zwycięstwo.
11715:  Eee... Chieftains.
11716:  Gdzie oni są?
11717:  Aaa, aa, aa, aa, aa, aa, aa, aa, aa.
11720:  Aaa!
11723:  Ja już wiem, po co oni są potrzebni w armii Sneakcha.
11728:  O, tak.
11729:  Dobrze.
11730:  Potrzebujemy ich więcej.
11735:  Krzysztof, prawdziwy dowódca krzyczy już na wojsko.
11737:  Bo jest głupie!
11740:  To było do wygrania, bez żadnego problemu.
11746:  Armia Quicka?
11747:  A nie, mam pewien pomysł.
11751:  Ale zanim zrealizujemy ten pomysł... Mała kolonizacja.
11759:  Tak, bo to jest złoto, którego bardzo potrzebujemy.
11762:  Dobrze, i tak.
11764:  Świetnie.
11766:  Co tu się dzieje?
11767:  Spacz van der Linde!
11768:  Co robi Spacz van der Linde?
11771:  Może coś skolonizować?
11779:  Może?
11780:  Dobra.
11785:  Niech kolonizuje.
11795:  Witamy Pustynnika Niekrzemności.
11801:  Olerne szczury, ja w takim wieku rozywałem takie małe elfy na śniadanie, a na wojnie nie ma śniadań, niestety.
11807:  To jest minus wojny.
11809:  Dobrze, potrzebuję jakiegoś spektakularnego zwycięstwa, znaczy potrzebujemy złupić... Czarodziejka Pfej!
11820:  Nieznaczne zwycięstwo, my ass!
11825:  Witamy agenta Mufinkę!
11831:  Nietolerancja laktozy się uspokoiła po tej bitwie wszelakło, pisze Gentleman Toad.
11835:  Widzicie, czyli nawet przegrana jest lepsza, jeżeli nie jest przyserzona.
11841:  Na wojnie nie ma śniadania, teraz już na pewno nie pójdę.
11843:  Właśnie.
11844:  Ja zadbałem o to wcześniej.
11847:  Mam kategorię wojskową D jak dupa.
11850:  Tak śmieszniej chodzić do wojska.
11854:  To brzmi absurdalnie, ale obroniam sobie wiele osób, które by tak powiedziało.
11862:  Strasznie kusi, żeby zrobić jedną paskudną rzecz, ale nie wiem, czy mi wybaczycie.
11872:  Nie wybaczycie mi tego.
11873:  Eee... Eee...
11882:  O tak.
11884:  O tak.
11887:  Komitet powitalny.
11890:  O tak.
11891:  O tak.
11896:  Dobra, świetnie.
11897:  A i jeszcze... Tak, okej.
11901:  Ikid?
11901:  Ktoś jeszcze został tutaj?
11902:  Nie.
11903:  Sam Ikid.
11904:  Dobrze.
11904:  Dobrze.
11906:  Czy przeczytam arczuk?
11907:  Tak, arczuk.
11909:  Przeczytałem.
11912:  Ponownie przychodzę z zapytaniem, co znaczy przycisk zaryzykuj.
11915:  To są wiatry magii, czyli nasza mana.
11918:  Jeżeli ryzykujemy, to istnieje szansa, że ten pojemnik się na początku bardziej napełni, to znaczy przywieje więcej wiatrów i Ranal będzie nam sprzyjał.
11927:  Ranal to jest bóg lokalny, który odpowiada za to.
11930:  Ale oczywiście będzie inaczej.
11933:  Jak zawsze.
11934:  To znaczy straciliśmy wiatry magii.
11936:  Czysty hazard.
11937:  Gdyby jeszcze dodać do tego kryształki, to mielibyśmy już Diablo Immortal.
11965:  O, czarodziejka Pfei stwierdziła, że wysforuje się.
11972:  Świetnie.
11975:  Zjadamy takie czarodziejki pfej na śniadanie.
11977:  Ile maksimum wiatrów można mieć?
11978:  Nieograniczona liczba jest w przypadku Warhammera Total War 2.
11982:  Niestety w Warhammerze Total War 3 scapowali to i jest na poziomie 100.
11986:  I jest to katastrofa absolutna.
11989:  W Warhammerze możemy w nieskończoność natomiast zwiększać to, co jest w rezerwie mocy.
11992:  Mamy 311.
11994:  Rezerwa mocy zwiększa się na przykład cechą dowódcy, która brzmi chociażby plus 2 wiatry magii dla wszystkich armii.
12003:  Czy oglądają filmy Sharpie?
12004:  Sharpie's Honor, Sharpie's Regiment?
12006:  Wydaje mi się, że tak, ale bardzo dawno temu, z rodzicami.
12011:  Czego mnie irytują ciotki lat pięćdziesiąt, które mówią, że poczynając obowiązka służyła wojskowa dla mężczyzn?
12016:  Jednocześnie, jak tam nie były w wojsku, jak rozumiem, to nie tylko ciotki tak twierdzą, ale bardzo dużo ludzi tak twierdzi i jest to dokładnie ten sam argument, przypominam, co będziesz się postresujesz, się postresujesz, to się uodpornisz, tak, na stres, albo pójdziesz do woja, to nie będziesz takim wypiertkiem i snowflake'iem, tylko się nauczysz, co to jest, nie?
12041:  Naprawdę jest taka, że służba wojskowa to jest misja, która jest poważna i nie ma co ludzi do tego zmuszać, bo do tego trzeba przede wszystkim mieć odpowiednie przygotowanie psychologiczne.
12051:  I to jest zawód, tak?
12053:  A nie żadna służba dla każdego.
12056:  To jest idiotyczny koncept.
12059:  Chyba co tu się dzieje?
12060:  Ona ma jakąś idiotyczną odporność.
12063:  Na ostrzał.
12064:  Piętnaście... A, nie.
12068:  Nie no, bez przesadu.
12071:  Coś muszą jakieś strzały nie trafiać.
12075:  Aaa, już widzę na czym polega problem.
12076:  Dobra.
12080:  Podprowadzimy ją po prostu tam, gdzie są rattling guns i zginie w 5 sekund.
12088:  Co to było?
12091:  No!
12092:  Poszło.
12098:  Gin.
12098:  Gin, gin, gin, gin, gin.
12100:  Co to za uciekanie?
12102:  Co to za uciekanie?
12103:  Męż nie gin!
12108:  Dobrze.
12117:  Bardzo dobrze.
12119:  Bardzo... świetnie.
12124:  Borówka jest głupio, to pisze Natalia, ale nie wiem, czy można wierzyć w jej skuteczność po tym, jak w topę zaliczyła poporowa armia rosyjska.
12131:  Właśnie.
12134:  Właśnie.
12135:  Ale ludzie nigdy nie byli dobrzy w wyciąganie wniosków z case study.
12140:  Tu ze studiów przypadku.
12151:  O, słuszny argument.
12152:  Ooo, to było piękne zaklęcie.
12153:  Ikid, jak zawsze, jest w stanie zadbać o dobrą atmosferę.
12181:  Ja mam takie specjalne zaklęcie na latające potwórwajki.
12184:  Oj, tak, tak.
12187:  Dobre potwórwajki i dobre zaklęcia.
12190:  Good spell, good.
12193:  No chodźcie, potwórwajki.
12194:  Chodźcie, chodźcie, chodźcie, chodźcie, chodźcie, chodźcie.
12198:  Chodź.
12198:  No chodź.
12199:  No chodź.
12200:  Aaaa!
12200:  Hahaha!
12203:  Aaaa, nieruchome!
12205:  Hahaha!
12207:  Gin!
12213:  Nie dałam się.
12240:  Bardzo dobrze.
12242:  Ikid sobie radzi, wszyscy są zadowoleni.
12244:  Wyjąwszy wstrętnych bretończyków.
12249:  Kto jest wstrętnym?
12250:  Kto jest odrażającym bretończykiem?
12259:  Żeby nie było, jestem absolutnie przeciwnikiem wszystkich tych, którzy z kolei idą w drugą skrajność i gardzą wojskowymi.
12267:  To jest głupota kompletna.
12269:  Wręcz przeciwnie, trzeba iść w stronę nowoczesnej armii, a już najlepiej jeszcze, jeżeli byłaby odpowiednio zrobotyzowana, to już w ogóle super.
12279:  Bo wiadomo, im większa robotyzacja, tym mniej będzie ginąć istnień ludzkich.
12284:  Czyli dobrze.
12285:  Dla każdego państwa.
12287:  Kasper pisze, że teraz też pogrywa z kawenami.
12291:  Zawsze będę powtarzał, najlepszą rzecz jaką można zrobić w swoim życiu, to pograć trochę z kawenami.
12299:  Mówmy się, czy jest coś piękniejszego od napierdzielających spacz rusznic i... ...rattling gunów.
12305:  Ustaliliśmy już, nie ma nic piękniejszego.
12307:  Ustaliliśmy to wiele razy.
12309:  Ustaliliśmy to empirycznie.
12313:  I kit rusza dalej.
12315:  Z cavernami się nie pogrywa, to z caverni pogrywa.
12317:  Czy Imperium już płonie?
12318:  Jesteśmy pod Altdorfem, więc tak, zdecydowanie tak.
