Na wieki wieków Spaczeń 🧀 — IKIT CLAW livestream #7
🔗 https://www.youtube.com/watch?v=QrxKMNCBoWE

6:  Kevin!
10391:  Okej, Hydra.
10393:  Hydra jest problemem.
10396:  Czy tam coś jeszcze się kryje?
10397:  Nie, nic.
10398:  To w takim razie bierzemy... O tak, o tak, tak, tak, tak.
10403:  Bardzo dobrze.
10404:  Malekithowi się wydaje, że może walczyć.
10408:  Świetnie.
10410:  A zatem dajmy mu jakiegoś przeciwnika.
10412:  Tylko nie godnego oczywiście.
10420:  Najlepsze studia do narrative designera.
10424:  Filologia, ale na takim wydziale, który da ci wgląd w popkulturę dobry.
10431:  Więc... Myślę, że filologia angielska nie jest głupim pomysłem.
10435:  Zresztą gry wideo pisze się wyłącznie po angielsku w tej chwili już.
10438:  Do rzadkości należy pisanie gier w pierwszej kolejności po polsku.
10445:  Dobra.
10446:  Malekit powoli, powoli jest...
10449:  ogarniany przez nas.
10451:  Teraz ta kluczowa kwestia, zniszczyć hydrę.
10455:  Tu jest druga hydra.
10458:  Zniszczmy ją również.
10476:  Kocham ten temat, jest wspaniały.
10482:  Jacy Skaveni są niegodni!
10484:  Skaveni są bardzo godnym przeciwnikiem!
10489:  Walimy piorunem Malekita jeszcze, żeby tego było mało.
10494:  Spektakularnie chybiliśmy.
10497:  O, dobrze, dobrze, dobrze, dobrze.
10499:  Dobrze, bardzo dobrze, bardzo dobrze, bardzo dobrze, bardzo dobrze.
10514:  Czy wiem, że jedną z pierwszych gier beat'em'nych była ta stworzona przez znacznym udziałem Marka Twain'a?
10517:  Naprawdę?
10518:  A jaka to była gra?
10522:  Czy będę grał kiedyś w jakiś film interaktywny lub coś w tym rodzaju?
10525:  A Red Dead Redemption 2 nie spełnia tej roli, w dobrym tego słowa znaczeniu.
10529:  Chyba, że mówimy złośliwie o filmach interaktywnych, jak na przykład o, ja wiem, dziełach Davida Cage'a, tak?
10536:  To wtedy co innego.
10538:  Ale to wtedy mniej chętnie.
10541:  Ale jeżeli taki Red Dead, to tak, to ja nieprędko przestanę grać w Red Deada.
10546:  Tylko tak niespiesznie go smakuję.
10551:  Assassin's Creed Valhalla?
10553:  Jak?!
10555:  Czekam jeszcze cały czas, jak załatają błędy.
10557:  Może kiedyś się Ubisoftowi uda.
10560:  Może kiedyś.
10566:  To ciekawe, ciekawe.
10568:  Malekit się wycofał.
10570:  Jakie to jest miłe, jak się widzi potężnego Lich Kinga, który ucieka przed małymi szczurami.
10578:  No, David Cage, to jest pełnoprawny film.
10581:  Ja uważam, że optymalny sposób poznawania gier Davida Cage'a to YouTube.
10587:  No przecież litości, umówmy się, jeżeli gra polega na tym, że ja muszę kliknąć przycisk, żeby ktoś podniósł tę szklankę do ust,
10596:  Wasze zdrowie to jest raczej tragedia.
10601:  Poproszę... Colorful Me prosi o jamniki wsparcia.
10604:  Trzecia dawka weszła tak, że leżę i wstać nie mogę.
10607:  Najwyższe wyrazy współczucia i... Wiesz co, Colorful Me, dostaniesz ode mnie jamniki także.
10616:  Pewnie słyszeliście frenetyczne klikanie myszy.
10621:  No, Malekitowi się uda uciec, ale to tylko jemu.
10628:  Wyczyszczone!
10629:  Wyczyszczone elfy.
10630:  Jeszcze... O nie, jeszcze ta Hydra.
10632:  Ona musi zginąć, bo się zregeneruje.
10639:  No ja trzecią dawkę mam dopiero w styczniu, chyba.
10653:  Okej.
10654:  Okej.
10659:  Biedna Hydra nie może się zdecydować, gdzie zginąć.
10670:  Kinia Bonnie pisze, że w CAGE dużo ciekawiej się gra.
10673:  W CAGE?
10673:  Nie kojarzę.
10684:  O, The Rhine z kolei ma wisior, który jest znakiem chaosu.
10687:  To jest w ogóle przepiękne, jak ta symbolika, która się pojawia w światach fantasy może ewoluować.
10693:  Wydawało się, jak mówimy o symbolice, że tacy z Kaveli na przykład, a, kto by się tam przejmował tym, co tutaj jest nasmarowane na tych wszystkich sztandarach.
10704:  To ma znaczenie i to duże znaczenie.
10706:  Każdy glif, którym się posługują Skaveni reprezentuje konkretny klan i tak dalej, i tak dalej.
10713:  I ktoś to robi, tak?
10716:  Ktoś to musi zaprojektować, innymi słowy.
10721:  Nieznaczna porażka.
10724:  Mamy maga, oni mają głównie piechociarzy,
10729:  Ta kawaleria normalnie byłaby problemem, gdybyśmy my grali, nie o to... Wóz bojowy jest problemem.
10742:  Ale mamy atomówkę.
10744:  Mamy jeden pomysł na tę bitwę.
10747:  Gdybyśmy przyjmowali to z kabinami, przecież oni nie istnieją.
10751:  A, nie Mark Twain robił tego Tabletop'a pierwszego, a Herbert George Wells opublikował książkę Little Wars 1913.
10756:  A to na pewno była pierwsza taka gra wyobraźni w tym stylu?
10767:  Czy moja książka o Lotwej będzie przydatna przy kreowaniu autorskim uniwersum fantasy?
10772:  Nie.
10773:  To jest książka przydatna przy uderzaniu młotem erudycji w ludzi, którzy wam mówią, że fantastyka jest dla debili.
10781:  To tak.
10783:  Bo ona została po to napisana.
10785:  Natomiast taka rzecz popularna, którą bym chciał napisać o stworzeniu światu, to się pisze.
10791:  I jeszcze nie wiem, czy mi się napisze dobrze.
10794:  Bo... no niestety.
10796:  Trudna to sztuka.
10797:  Bardzo trudna sztuka pisać w taki sposób, żeby to było merytoryczne, a z drugiej... dla kolegów naukowców, a z drugiej strony czytalne dla ludzi.
10805:  Bardzo trudna sztuka.
10808:  Zazdroszczę wszystkim, którzy ją posiedli.
10812:  Tam jest wsparcie.
10816:  Ale tak prawdę rzekłszy, to będziemy potrzebowali ich bardziej tutaj.
10820:  To jest na razie jednostka, która się nam najbardziej sprawdza.
10827:  Dobra.
10833:  Okej.
10834:  Zostawmy tu.
10839:  Tak, ostatnio.
10843:  posiłki, które wejdą natychmiast na bramę.
10847:  Oprócz tego, co możemy zrobić?
10849:  Jeden oddział, może ten najbardziej nadwątlony, niech zajmie tę wieżę.
10855:  I magus, tutaj magus.
10858:  Co myślę, innej filologii, jakiejś angielska?
10860:  Nie no, spoko, jak najbardziej.
10861:  Po prostu pod game dev się najbardziej przydaje angielska, z uwagi na to, że będziecie dużo pisać po angielsku.
10866:  Na filologii angielskiej się tego można nauczyć.
10872:  Ciekawostka z UG na polonistyce od Bartosza.
10875:  Ogłaszają zdalne przed świętami, studenci kupują bilety do domu, odwołują zdalne, studenci chcą wrócić do domu, bo kupili bilety, uczelnia znowu ogłaszają zdalne.
10883:  Już powijam, że to ogłaszanie zdalnych na okres przerwy świątecznej jest naprawdę chore, bo wtedy jest i tak przerwa.
10890:  Jaki to ma sens?
10893:  Pierwsze gry bitewne to Armia Pruska w XIX wieku, myśli, ale gracz nie przesuwał jednostek, tylko przesuwał, przekazywał rozkazy pisemne i rzutki kostki miał odwzorować losowość gry, pisze Berling Mocher.
10902:  O proszę.
10904:  O proszę.
10905:  Przeciekawe.
10910:  W historii jest taki problem.
10911:  Tradycja naukowa z Niemiec tworzy bardzo trudne w odbiorze książki, a także i Polska również, tu się zgadzam, a Brytyjczycy piszą z kolei o wiele lżejszym piórem.
10921:  No na najlżejszym piszą Amerykanie oczywiście.
10924:  Dobra, mój sposób teraz, drugi, rozpaczliwy, jeżeli chcemy się pozbyć.
10928:  Czasem działa.
10931:  Czasem to działa, ale nie zawsze.
10934:  Trzeba bardzo dobrze wymierzyć błyskawice.
10943:  No, powiedzmy.
10948:  Myślę, że nasze chusteczki do nosa powinny się pozbyć przynajmniej jednej z wież.
10961:  Okej, spróbujemy tego.
10965:  Dobrze, jedna wieża zniszczona.
10971:  Wieża numer dwa teraz.
10978:  Oh boy.
10982:  Może się nie udać.
10983:  Ooo.
10989:  No niestety, świeżo zdobyty zamek nie broni się zbyt dobrze.
11010:  Asking for a friend, jaki jest lore Skavenów?
11014:  Ciężki temat i bardzo złożony.
11018:  Co mogę polecić, to na pewno kanał Loremaster of Sotek świetnie opisuje te skomplikowane i złożone tematy.
11029:  Robimy wszystko, żeby wygrać, ale może być to skomplikowane.
11033:  Tutaj widzę taki ładny blob jednostek i bardzo bym chciał, żeby on się zwiększył, wtedy pieprzniemy atomówką.
11041:  Chociaż w sumie nie wiem, czy warto marnować atomówkę.
11048:  Chyba nie warto.
11051:  Fantazy na temat magii wciągające?
11053:  Pytanie od na trzy.
11053:  Trudykanawan.
11055:  Gildia magów, myślę.
11056:  Easy.
11059:  Ewentualnie innate logię.
11065:  Do zobaczenia, Krzysztofie.
11066:  Dzięki również, że wpadłeś.
11071:  Jak ci jarażnik o źle chodzi Warhammer, to bardzo możliwe, że jest to kwestia nawet nie grafiki, tylko procesora.
11077:  Warhammer generalnie bardzo jest zasobożerny właśnie w obszarze procesora.
11085:  Dobra, wejdźmy tutaj na mury, bo i tak obrywamy od artylerii to srodze.
11090:  Więc skoro obrywamy srodze od artylerii, być może dobrym pomysłem będzie...
11097:  Żeby artyleria strzelała do swoich.
11099:  O tak.
11100:  To będzie bardzo skawenie.
11101:  Natomiast smutne jest to, że te jednostki piechoty się w ogóle nie... do niczego nie przydają.
11111:  To jest bardzo smutne.
11112:  Sądzę o wprowadzeniu narratora w takie gra jak Divinity Original Sin 2 czy Hades.
11115:  Hades jeszcze nie grałem, ale w Divinity Original Sin 2 bardzo się dobrze to sprawdza.
11119:  Podobało mi się.
11121:  Narrator jest odważnym zabiegiem w grach wideo oczywiście, no bo gry wideo są, no nie tolerują dobrze narratora jako, jako figury, która nam snuje opowieść.
11133:  W grach wideo opowieść snujemy my sami.
11137:  Ale tak czy siak myślę, że, że w Divinity na pewno to było udane.
11139:  Larian Studio jest zresztą znakomite absolutnie.
11142:  Czy ja dobrze widzę, że przeciwnik rzucił na siebie samego zaklęcie?
11145:  Tak, to są takie piękne momenty.
11149:  W temacie studiów gamedevu na Polibudzie w Łodzi jest specjalizacja w informatyce, zgłębia temat.
11153:  Tak, tak, widziałem tam paru ludzi.
11155:  Z tego co wiem, czy nie Rafał Schreiber czasem?
11158:  Bo jego kojarzę.
11161:  Ale kusi, ale kusi!
11166:  Nie no, nie oszukujmy się, my tego nie jesteśmy w stanie.
11168:  Jest jeszcze jeden tip, mianowicie teoretycznie nie da się zniszczyć wieży.
11173:  Tak, ale jeżeli wycelujecie w halawartników, to wieża dostanie obrażenia.
11180:  61% całe.
11189:  Okej, będziemy próbowali wykorzystać procarzy.
11194:  Czekam bardzo Lothrana na pełną wersję Baldura, nie mogę się doczekać wręcz.
11198:  Niestety nasz wróg zaczął myśleć i atakuje te jednostki, które mają faktycznie jakąś wartość.
11208:  Co tu się dzieje?
11208:  Niedobre rzeczy się dzieją.
11212:  Ciężka sprawa.
11218:  W Wojnie Krzyś był dobry narrator?
11219:  Był.
11220:  Był.
11226:  Co myślę o Loop Hero?
11228:  Nie grałem.
11229:  Zraz od siebie mogę, pisze on, jak poleci kanał The Great Book of Grudges.
11232:  Tak, znakomity jest, absolutnie znakomity.
11236:  Bardzo lubię.
11243:  Baldur III w ogóle to jest gra, na którą czekam jeszcze bardziej z tego względu, że no nie znam żadnej gry... No dobra, sorry, przepraszam, nie było żadnej bomby dzisiaj.
11256:  Na Sigmara.
11258:  Co się z nami stało?
11261:  Nie ma!
11263:  Nie ma!
11267:  Jest satysfakcjonujący za każdym razem.
11271:  To jest powód, dla którego nigdy nie mam bomb dostępnych, bo zbyt często je uwielbiam używać.
11277:  Uuu, nasz biedny... O nie!
11281:  Uciekaj, uciekaj!
11282:  Jesteś, jesteś czarownikiem!
11286:  Nie masz, nie masz walczyć!
11288:  Nie wolno ci walczyć!
11292:  Ten utwór, który nam przygrywa, jest przepiękny absolutnie.
11294:  W pełni się zgadzam.
11295:  Got to, rany!
11295:  Yeah, good, master!
11304:  Ok... No cóż, yyy... Jesteśmy, jak powiedzieliby Anglosasi, ROYALLY FUCKED!
11312:  Jedyne co widzę, to przynajmniej jednego bohatera ustrzelić, ale i tak Boris Todtbringer nas dojedzie.
11319:  Fuck off the ground!
11335:  Tak, gra byłaby prawie idealna, gdyby nie właśnie tego rodzaju rzeczy, że nie można na przykład, to jest coś, co sprawnił w pierwszej kolejności, że nie można dozbroić garnizonów.
11346:  To byłoby szansę, mamy zasoby, które nam zostają, dozbrojenie garnizonów, super sprawa.
11351:  Ja bardzo lubię obronę, ale są tacy ludzie, którzy właśnie mówią, nie, nie, nie garnizony, idziemy naprzód i atakujemy.
11357:  Ciężko jest to zbalansować.
11361:  Poprzednie dwa Baldury były kiedyś ogrywane?
11363:  Oczywiście były, były.
11364:  Ale to wiecie, dawno temu i nieprawda.
11366:  Muszę sobie zmienić z powrotem na czat na żywo.
11371:  Spacz grzmot.
11373:  Jakie ładne tłumaczenie swoją drogą.
11375:  Bardzo mi się podoba.
11376:  Spacz grzmot.
11378:  Dobra, mamy znowu strzelców.
11380:  To dobra wiadomość.
11384:  Szkoda, że nie ma spatchbomby.
11386:  To zostało, swego drogu, zmienione, bo czas jakiś temu było tak, że spatchbombów było więcej.
11393:  Witamy w Arena Hero!
11404:  Adrian kontynuuje wątek Politechniki Łódzkiej, że dr Schreiber bierze czynny udział w przedsięwzięciu i jednak nie jest jedyny.
11410:  Politechnika Łódzka od lat organizuje nawet swój konkurs tworzenia gier wśród studentów, na którym pojawiają się znani wydawcy.
11414:  Uuu, tego nie wiedziałem.
11416:  Bardzo mi się to podoba.
11417:  Bardzo.
11419:  Super sprawa.
11424:  Czy my zdołamy przynajmniej jakąś jednostkę ubić?
11427:  Rycerze Imperium.
11429:  To jest taki bullshit, że się w głowie nie mieści.
11432:  Jednostka najszybciej ginąca na polu bitwy, jeżeli gramy imperialnymi.
11436:  Najszybciej.
11438:  Ale mamy na nią pewien sposób i nazywa się Błyskawica.
11443:  Nasz biedny, mały szczur zadał najwięcej obrażeń całej armii Imperium.
11452:  Jak osiągnąć status Jamniczej Ełtymii?
11456:  Ładne.
11458:  Ełtymia i Ełesto u Demokryta z Abdery to były dwa typy szczęśliwości dla tych z was, którzy nie wiecie.
11466:  Więc ja myślę, że otaczanie się tymi wspaniałymi stworzeniami w każdej ilości znacznie może pomóc.
11475:  Skrymrikapokrek!
11476:  Nie mam zielonego pojęcia, co to znaczy, ale jest bardzo zabawne.
11483:  Nie no, teraz granie Baldur's Gate jest... Znowu, mam ten sam problem, co ostatnio miałem też dyskusję na ten temat z Swipem z Bez Schematów, który mnie bez przerwy namawia do zagrania w Planescape Torment.
11494:  Tak, ale problem polega na tym, że ta gra już ma swoje ma.
11499:  Ja wiem, że jest światotwórczo świetna, ale ja już nie mam w niej imersji.
11502:  Ja muszę mieć imersję w grze wideo, żeby się nie ucieszyć.
11505:  No nie ma innej możliwości.
11514:  Teraz jesteśmy w trybie zadać jak najwięcej obrażeń, żeby wyjść z tej walki ze szczurzym, ale jednak honorem.
11525:  Jako uczelnia jest najbardziej profesjonalna w Polsce, nie licząc AGH.
11528:  Bardzo dobre dopowiedzenie.
11531:  Zależy w jakiej dziedzinie, zawsze będę tak odpowiadał.
11535:  Zwykle się obrywa tutaj UJ-owi, więc powiem na przykład Collegium Medicum UJ ma sławę na całym świecie.
11543:  W odróżnieniu od samego UJ-u, który jest znany jako uniwersytet z Krakowa.
11547:  Ale Collegium Medicum nie.
11548:  Collegium Medicum jest kojarzone i myślę, że trzeba tym tropem iść.
11556:  Różne dyscypliny na różnych uniwersytetach są w różny sposób realizowane.
11561:  Niektóre dobrze, inne nie.
11563:  Na przykład... Na wielu uczelniach jest sztuka pisania, jest creative writing, tak?
11571:  Ale na większości z tych uczelni creative writingu uczą ludzie, którzy dostają nagrodę Nikkei.
11578:  Lub podobne.
11580:  Jest to dobry pomysł.
11582:  lepiej zdecydowanie, żeby kreatywnego pisania uczyli ludzie, którzy sprzedają swoje książki, a nie tacy, którzy dostają nagrody i potem sprzedają swoje książki.
11594:  Ponieważ nie każdy dostanie nagrodę, nawet pomijając to, że jestem teraz złośliwy.
11600:  Nawet jeśli założymy, że jest to słuszne, tak?
11603:  No nie każdy jest w stanie być
11606:  takim pisarzem, żeby się wpasować w schemat pewien i dostać nagrodę.
11611:  No nie każdy, więc nie ma sensu tego uczyć wtedy.
11617:  Spacz honor, zabić najwięcej przeciwników rzeczy.
11620:  Tak!
11622:  Szlachetna porażka, o to chodziło.
11624:  Jak naprawić Warhammera?
11625:  Krok jeden, usunąć oblężeń.
11627:  Trochę tak jest.
11628:  Ale trójka nie usunie oblężeń.
11630:  Powiększa bitwę, co oznacza niestety duży problem z procesorem i z kartą graficzną, jak znam życie.
11635:  Przede wszystkim profesorem.
11641:  Stwierdzenie biedny mały szczur sugeruje, że jest coś takiego jak duży, bogaty szczur.
11645:  Oczywiście jest to trot nieczysty.
11648:  Trot the unclean!
11650:  Szef klanu Mulder.
11654:  Patrzę na te liczby wybitych po stronie imperialnych.
11657:  To są wartości, których piechota w rękach gracza nie osiąga nigdy.
11663:  No, zresztą to jest jednostka tego... A!
11666:  Szczur mą szczur z halabardami to jest jednostka...
11669:  Wysokiego tiru to jest jednostka najwyższego tiru.
11672:  To jest pierwszy tir dla Imperium.
11675:  To pokazuje, jak bardzo jest niezbalansowana piechota na poziomie legendarnym.
11679:  Nie róbcie sobie tego, grajcie na poziomie zwykłym.
11686:  Historia na UMK?
11687:  UMK ma fajną, z tego co wiem, humanistykę.
11690:  Dużo tam sympatycznych ludzi stamtąd znam.
11693:  UŚ też polecam, absolutnie.
11694:  No na UŚ-iu miałem zawsze najlepsze wspomnienia, z tego względu, że to było to miejsce, do którego uciekałem z Wydziału Nistyki na Uniwersytecie Jagiellońskim.
11704:  Tak, i tam na konferencjach naukowych się czułem zawsze bardzo dobrze, było też, tam poznałem też swojego recenzenta, niestety już nieżyjącego, profesora Krzysztofa Uniłowskiego, taki człowiek, wzdechę.
11715:  Typowy przykład kogoś, kogo mega szanowałem jako polonista.
11719:  On był takim polonistą z powołania, ale z drugiej strony człowiekiem, który napisał esej na temat tego, dlaczego lanisterowie odbierają swoje długi, dlaczego lanisterowie spłacają swoje długi zawsze.
11733:  Taki był esej.
11733:  I to był esej o ekonomii, ale posługujący się grą o tron.
11736:  W tej samej książce był inny esej o powieściopisarstwie Joanny Chmielewskiej.
11742:  Rozstrzał pełen.
11743:  I to człowiek niesamowitego talentu i przede wszystkim bardzo ciepły.
11747:  No i właśnie, jeszcze działacz fandomowy na Śląsku, bo na Śląsku się też fandom fajnie rozwijał zawsze.
11753:  Pewnie przez Śląkwę i całą resztę nagród, które tam były.
11758:  Czy my wreszcie...
11762:  Czy my wreszcie dotrzemy do Affelloren?
11766:  Rozwiń pod imperium!
11768:  Dobrze, teraz musimy dołożyć starań, żeby to się udało.
11773:  Ciekawe fantazy o zmiennokształtnych, pyta Lofran.
11776:  O zmiennokształtnych.
11779:  Pewne motywy zmiennokształtności się pojawiają u Bena Aaronowicza w Rzekach Londynu, ale myślę, że, nie wiem, Pomórnik tak klasycznie pojedźmy z trylogii Husyckiej-Sapkowskiego.
11793:  Bardzo mi się nie podoba to, co tutaj widzę.
11796:  A, już widzę, dlaczego, dlaczego... Oj, współczuję.
11804:  Tak, szlachetna porażka, jasne!
11807:  Nie wiem, czy mi się chce po raz kolejny ten sam zamek zdobywać, więc zobaczymy, czy podprowadzenie tej armii coś da.
11831:  Nie.
11834:  Czy stąd mamy coś, co będziemy w stanie wykorzystać?
11836:  Nie, więc nie dowodzimy dużą armią.
11844:  Nic to nie zmienia.
11849:  Okej, a to zmienia.
11850:  To bardzo ciekawe.
11853:  Bardzo ciekawe.
11858:  Dobra, wyeliminowany.
11868:  Ciężkie jest życie Skavena.
11871:  Dlatego ważne są te mury i ich wznoszenie.
11875:  Bardzo ważne.
11877:  Dwa, trzy i tym razem zadbajmy o tę rzecz i o tę rzecz.
11883:  Jesteśmy bezpieczni.
11885:  W Total Warze te wyższe poziomy to jakaś kpina.
11887:  Absolutnie się zgadzam.
11890:  Jako człowiek wychowany w drobnych złościwościach ze względu na moje alma mater.
11894:  Jakub, na pewno nie Uniwersytet Kazimierza Wielkiego.
11902:  Czy można gdzieś przeczytać ten eseł Ekonomii z Lannisterami?
11904:  Tak, jest na Akademii Edu, wydaje mi się, powinien być tam dostępny.
11909:  Na pewno jest też w repozytorium Uniwersytetu Śląskiego, czyli RepUŚ, tak to się nazywa.
11916:  Więc znajdziecie to wpisując prawdopodobnie Krzysztof Uniłowski.
11923:  Potem jaki był tytuł tego?
11928:  Nie realizm i fantastyka.
11931:  Zróbmy inaczej.
11932:  Wywołajcie mnie i wypingajcie na Discordzie, to spróbuję do Was to znaleźć.
11936:  To w każdym razie jest jego ostatnia książka, przedostatnia książka krytyczno-literacka.
11940:  I jest w słowie fantastyka na pewno.
11944:  Więc o ile dobrze pamiętam, powinno to być w tym serwisie Akademia Edu, ale mogę się mylić, wiecie jak to ze mną jest.
11951:  Okej, tutaj się nic nie dzieje interesującego, więc podprowadzimy naszego małego szczura.
11960:  Czy na AGH też są anonimowe ankiety po każdym semestrze?
11963:  Wszędzie są anonimowe ankiety po każdym semestrze.
11966:  Na wszystkich polskich uczelniach, co wcale nie oznacza, że to coś działa, nie?
11971:  Myślę, że nie ma co ścigać tego szczura małego.
11976:  Jeżeli kogoś jest sens ścigać, to na pewno czających się tutaj wszędzie
11983:  Tak, tak, zdecydowanie.
11984:  Czające się Dark Elfy.
11986:  Rozpocznijmy może od zniszczenia Malusa.
11993:  Absolutnie tak zrobimy.
11996:  Iiii... nie mamy w ogóle pieniążków.
11999:  Znaczy, pożywienia.
12005:  Straszne.
12008:  Straszne to, co się tutaj dzieje.
12011:  Tak, tak i... Tak.
12019:  Jak wojarze z kawenami idą?
12021:  Cały czas niestety gasimy pożary w całej prowincji, to jest wada bardzo rozprzestrzenionego imperium.
12029:  Trudna sytuacja jest na północy, gdzie z kolei na inne imperium nas bez przerwy atakuje.
12034:  Tutaj widzę, że się pojawiła Fae Enchantress.
12037:  Ciekawe.
12040:  Ciekawe.
12043:  Czy Bibali jest ufortyfikowane?
12044:  Oczywiście, że nie.
12048:  To nic.
12049:  Tak czy jak wpierw musimy się pozbyć rebeliantów tutaj.
12052:  Potrzebujemy jedzonka.
12057:  Im więcej jedzonka, tym lepiej, bo bardzo w tej turze ucierpieliśmy.
12075:  Dobra.
12079:  Seroman Żółty dołącza do armii.
12081:  Będziemy mieli wreszcie kolejną armię.
12083:  Serozar Gowderin również.
12086:  Gowderin.
12087:  I brat...
12088:  Brat Szczurzemiasz, to jest aluzja do brata Jeremiasza ze Steamów z Warhammera Mechanicus jeszcze, wielkie nieba.
12100:  Dlaczego na Discordzie zaczęli nam mówić Arcepharmos zamiast Arcemagos?
12104:  To dlatego, że Darksosowi elityści stwierdzili, że nie, nie wolno, nie wolno farmić dusz, nie wolno, bo dlaczego, z jakiegoś powodu zostało to w grze zrobione przez programistów, że można
12120:  Na pewno nie można tego wykorzystywać, prawda?
12124:  Oczywiście, że można.
12125:  I serdecznie Wam to polecam, jeżeli chcecie mieć święty spokój w pierwszych przynajmniej walkach.
12133:  póki się nie nauczymy gry.
12135:  Bo mam takie wrażenie, już zupełnie serio mówiąc, że problemem Soulsów jest to, że sporo ludzi może od tej gry odpaść.
12142:  A szkoda, bo jest naprawdę świetna.
12145:  I myślę, że wybór między odpadnę czy też będę mieć dobrą zabawę powinien zawsze być dla was oczywisty.
12157:  Przynajmniej dla mnie zawsze jest oczywisty.
12162:  Dobrze, tu już nic nie potrzebujemy, grzbiet pasterza... Dlaczego Ikid ma Exosuit?
12170:  To jest zagadkowe.
12173:  A tam nie wolno.
12174:  Jeżeliby nie wolno było, to nie odradzaliby się przeciwnicy.
12177:  Proste.
12178:  Jeżeliby nie wolno było, to by nie było filmów na YouTubie pod tym, jakie są najlepsze farm spoty.
12183:  Ba!
12184:  Nie byłoby takich filmów, nie byłoby takich wpisów w oficjalnej Wikipedii Soulsowej.
12189:  Więc oczywiście, że wolno.
12194:  Dobrze, możemy wreszcie tu chyba opodatkować, tak mi się wydaje.
12198:  Plus jeden, okej.
12201:  Strasznie jest zła ta stabilność prowincji.
12206:  Jaka jest różnica między czarnoksiężnikiem a czarodziejem?
12207:  Czarnoksiężnik zwykle fascynuje się mroczniejszą stroną magii, natomiast czarodziej koncentruje się na wiedzy.
12215:  Trochę tak między jasną stroną mocy, a ciemną stroną mocy.
12221:  Czy lubię grind gra?
12224:  Nie.
12224:  Grind definiuje zawsze jako coś, co jest wymuszone, więc jeżeli sami decydujemy sobie, że ja teraz pofarmię, to by spoko, ale w momencie, w którym jest to wymuszone przez programistów, bo stwierdzają, że tak, że teraz, żeby sztucznie wydłużyć doświadczenie rozgrywki, będziemy graszna zmuszać do tego, żeby 200 godzin robił to samo, no to to jest chore.
12244:  I tego bardzo nie lubię.
12245:  Generalnie w grach wszystko się rozbija o naszą decyzję i o to, ile tej swobody nam jest pozostawione.
12256:  Historia, fantastyka, nowoczesność.
12257:  Tak jest, Robercie.
12258:  Dziękuję Ci za przypomnienie.
12260:  Krzysztof Uniłowski, Historia, fantastyka, nowoczesność.
12262:  Jest dostępne w Open Accessie.
12264:  W całości, w PDF-ie możecie czytać.
12266:  I fajnie się to czyta.
12272:  Ja w ogóle nie jestem zdziwiony, że cokolwiek jest zdelegalizowane w sytuacji, gdy inne używki nie są zdelegalizowane.
12279:  Ja zawsze jestem albo w jedną, albo w drugą, tak?
12283:  Więc nie rozumiem tego zakazu.
12287:  Zresztą, że są kraje, w których on nie funkcjonuje.
12302:  W Dark Souls przeciwnicy dwa się odradzały do sześciu razy.
12305:  Tak, tak też słyszałem.
12306:  Co tu się dzieje?
12307:  Ach, to jest Bibali.
12309:  Tutaj nawet nie mamy co próbować.
12312:  Czy grywałem w klasyczny niekomputerowy RPG?
12314:  Nie.
12316:  Co uważam o Sekiro?
12317:  Przy nim Dark Souls'y są łatwe.
12318:  Nie denerwuj mnie nawet.
12319:  A w Sekiro nie można grać magiem.
12321:  To jest poważny problem, bo ja uwielbiam świat samurajów.
12324:  Uwielbiam, lol.
12325:  Ostatni Samurai to jest w ogóle jeden z moich ulubionych filmów.
12328:  jakby w ogóle ulubionych filmów, bo potrafię go oglądać w nieskończoność.
12334:  Ale z jakiegoś powodu brak magii mnie strasznie odstręcza.
12338:  Zresztą widzicie, że gram w Total War'a jednego jedynego, który jest magiczny, więc to... to ma znaczenie.
12346:  Dobrze, ciekawy jestem.
12350:  Okej, czyli tutaj była rebelia i krad Tommen zostało przejęte.
12354:  Dobra, czaję już.
12355:  Zastanawiałem się, skąd się biorodzi Przewniciwnicy.
12358:  Druga rzecz to niestety Mistrz Śmierci Snitch jest najgorszy do borykania się z Dark Elfami, ale z drugiej strony jest jedyny.
12371:  Więc ruszamy.
12372:  Ruszamy co sił w małych, szczurzych pęcinach.
12378:  Shadow Tactics było ogrywane, ale bez DLC-ka jeszcze.
12382:  Wciąż nie wiem, czy warto.
12384:  Bo bardzo takie są, nazwijmy to, podzielone opinie.
12389:  Pierwszy stream ze Skavenów był 20 czerwca, naprawdę?
12393:  No tak to jest, jak gramy w mnóstwo różnych gier.
12398:  A i tak ludzie co chwilę pytają, czy zagramy jeszcze w jakąś nową.
12403:  O, i teraz zobaczcie, gdzie on ucieknie.
12407:  Ale Krzysztof Grak nie można oszukiwaaać, dlaczego?
12413:  Dlatego właśnie.
12418:  Całe AI jest zbudowane w taki sposób, żeby robić rzeczy, które są nieprawdopodobnie irytujące, tzn.
12425:  ten przeciwnik, nawet czizując nie jestem w stanie do niego dotrzeć.
12428:  Czy to nie jest absurdalne?
12433:  To jest absurdalne, znaczy, wróg, który ma dwie jednostki, który będzie zagrożeniem dla dowolnego garnizonu, ja nie jestem w stanie go pokonać, to jest kompletny absurd.
12445:  Myślę, że tak, tutaj Clan Eshin się przyda, jak u Skrólka.
12449:  Fae Enchantress ma bardzo dobrą cechę do tego, żeby ją pokonać.
12457:  I ważną dla Skavenu, zaraz zobaczycie jaką.
