Ród Smoka odc. 1 | Mamy nową Grę o Tron? | Recenzja i analiza
🔗 https://www.youtube.com/watch?v=JY1Umq4D26w
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
GW (Grzegorz Wątroba, Okiem Deva)

1:  BFP - To nie zmienia faktu, że możemy rozmawiać.
3262:  KMM - Proszę o prognozie, nie pamiętam twarzy moich znajomych, a wy oczekujecie, że zapamiętam postać, którą widziałem przez 5 sekund.
3271:  KMM - Nie, ale naprawdę muszę powiedzieć, że miałem godzinę fantastycznej filmowej, serialowej przygody, za którą bardzo tęskniłem.
3280:  KMM - Już miałem dość tego, że co obejrzę coś z fantastyki, to później muszę na to narzekać, być sarkastyczny i cyniczny i denerwować się na politykę.
3289:  KMM - genderowo-rasowo-polityczną, która się pojawia i która doprowadza do tokenizacji ważnych dla mnie też idei, ważnych wartości.
3299:  KMM - I tutaj wreszcie tego nie ma.
3300:  KMM - Cieszę się bardzo.
3301:  KMM - Kibicuję, żeby to się w ten sposób rozwijało i
3304:  KMM - Troszeczkę mnie w tym kontekście niepokoi akwizycja HBO przez Discovery.
3309:  KMM - Nie wiem, do czego to doprowadzi.
3311:  KMM - Mam nadzieję, że nie doprowadzi to do zwinięcia projektu, bo przecież House of the Dragon jest jednym z projektów, które są osadzone w Westeros i podejrzewam, że jest języczkiem uwagi ze strony producentów, którzy będą pilnie patrzeć, czy ratingi oglądalności są dobre i na tej podstawie zadecydować, czy brnąć dalej w Westeros, czy w ogóle porzucić to IP.
3334:  BFP - Ja jednak mówiąc może bardziej obiektywnie, a potem przechodząc do takich subiektywnych całkowicie odczuć, wydaje mi się, że możemy mieć teraz odświeżenie...
3350:  BFP - Nie chcę powiedzieć świra czy całkowitej gorączki na punkcie Gry o Tron, bo to pewnie chwilę zajmie, biorąc pod uwagę, że Gra o Tron nie zyskała tego statusu na dzień dobry, mając swoje książkowe pierwowzory mocniejsze niż Fire and Blood.
3363:  BFP - Ale ten serial ma pierwowzór w postaci Gry o Tron serialowej, więc szybciej może uzyskać ten status, który ma obecnie sukcesja, gdzie ludzie naprawdę czekają na kolejne odcinki, gdzie ludzie naprawdę komentują filmy,
3375:  BFP - czy to na fejsie, czy na Instagramie, w relacjach, co się właśnie wydarzyło i jak wielkie na nich to wrażenie zrobiło, tylko ten serial ma właśnie tę subtelność, większą kameralność, mniej trochę takiej, nie chcę powiedzieć skali, ale może nawet pewnego rozmachu w zakresie fantazy.
3393:  GW - Też mi się tak wydaje, wiesz, bo pierwszy... To wcześniej niż byśmy pewnie chcieli, ale... Tak może być, że jeszcze w pierwszym sezonie.
3400:  GW - Wciąż jakby już tak,
3404:  GW - Mam wrażenie, że ludzie odpowiedzialni za to całe uniwersum stwierdzili dobra, teraz już można i poszli z pierwszym spin-offem, dlatego no bo ludzie mieli bardzo długi czas uraz do gry o tron i podejrzewam, że po tych dwóch ostatnich sezonach jakby zaraz, nie wiem, rok później czy dwa lata później, tak jak chyba wstępnie planowano, wypuścili ten serial, to by default byłby skreślony.
3429:  GW - Teraz już troszeczkę w ludziach
3432:  GW - opadły niektóre emocje i stąd też jest szansa, że uniwersum znowu zostanie przywrócone jakiś blask, zwłaszcza, że będzie lepiej dopilnowane, to jest jedno.
3446:  GW - Drugie zaczyna się też z wyższego pułapu.
3448:  GW - Już wiadomo,
3450:  GW - tak mi się wydaje, co działa, co nie działa, w sensie ludzie wiedzą, którzy są odpowiedzialni za produkcję, co działa, co nie działa u publiki, na ile sobie mogą pozwolić, więc myślę, że to będzie właśnie Greatron 2.0, że przynajmniej jako produkt ma szansę to być znacznie bardziej dopracowane.
3470:  GW - Także to widać zresztą od pierwszego odcinka.
3472:  GW - No ale zobaczymy jeszcze, nie ma co wyrokować.
3476:  GW - Mi daje to nadzieję na co najmniej dobry serial fantasy.
3480:  GW - Co z tego ostatecznie wyjdzie, no to czas pokaże.
3482:  GW - Niektórzy, którzy już widzieli recenzenci pierwsze sześć odcinków, mówią, że i tak cały sezon to jest ekspozycja, więc zobaczymy, ile twórcy nam w takim razie pokażą.
3496:  KMM - Bardzo się ucieszyłem tym, co Szymon Rogowski napisał, że prezes Warner Brothers Discovery wysłał maila do pracowników z HBO, gdzie zachwycał się House of the Dragon, więc raczej nie będzie chciał tego kasować.
3507:  KMM - Bardzo mnie to uspokoiło i bardzo mnie to cieszy, bo też czytałem recenzję tych szczęśliwców, którzy dostali wcześniejszy dostęp,
3515:  KMM - gdzie jest nasz wcześniejszy dostęp HBO do Chaos of the Dragon?
3520:  KMM - Mianowicie mówili, że obejrzeli sześć odcinków i było super.
3525:  BFP - Właśnie, gdzie jest nasz wcześniejszy dostęp?
3530:  BFP - Warnerze, HBO, zaklinam cię, gdzie jest nasz wcześniejszy dostęp?
3533:  BFP - Muszę puścić maila w parę miejsc.
3536:  KMM - Lepiej, żebyś to zrobił ty niż na przykład ja.
3538:  KMM - Za mało wyświetlnych poparci, za mało wyświetlnych.
3542:  BFP - Nie wiem, dopiero co robiliśmy materiał z Warnerem, ale zobaczymy, może się uda.
3547:  BFP - Ja myślę też o tym, że może inaczej, zastanawiam się jaka będzie presja, bądź właśnie brak presji wynikający z relacji tego, co robią scenarzyści względem materiału źródłowego.
3561:  BFP - bo dobrze wiemy, jaki był rezultat tej presji, która narastała z sezonu na sezon w Grze o Tron, gdzie w końcu, ups, skończyły nam się książki.
3570:  BFP - Nieźle wyszło w sezonie trzecim, czwartym, potem jeszcze częściowo piątym, gdy udało się połączyć wątki z...
3578:  BFP - tak naprawdę czterech tomów, ale dwóch książek, czyli Storm of Swords, a potem Feast for Crows.
3584:  BFP - Feast for Crows było krytykowane przez wielu, Uczta dla Woron była krytykowana przez wielu fanów, ponieważ tam nagle zniknął Tyrion, zniknęło wiele postaci, które bardzo lubili fani, no ale za to pojawili się Greyjoyowie, tak?
3596:  BFP - A tutaj udało się tego uniknąć, udało się stworzyć sytuację, w której mieliśmy jednocześnie wątki z dwóch różnych książek.
3604:  BFP - I...
3606:  BFP - Tak czy owak po tych sezonach zaczęło brakować materiału, twórcy nie bardzo wiedzieli jak się z nim właściwie obchodzić, a w końcu wiadomo, wyszło tak jak wyszło.
3616:  BFP - I zastanawiam się jak tutaj to zostanie rozegrane.
3618:  BFP - To znaczy na ile oni będą wierni materiałowi źródłowemu, na ile miłość do Pieśni, Lodu i Ognia versus miłość do Fire and Blood, która jest znacznie mniejsza, to jest znacznie mniej znana seria pomimo, że umieszczona w tym samym uniwersum,
3631:  BFP - będzie budowała jakąś presję na nich, czy może wręcz przeciwnie?
3634:  BFP - Macie tu jakieś swoje spostrzeżenia?
3639:  KMM - Ja myślę, że tutaj różnica jest taka, że materiał, tak jak się rzekło, nie jest materiałem stricte fabularnym, to jest kronika, dialogi są wymyślane, więc od samego początku scenarzyści mają swobodę.
3653:  KMM - W Grze o Tron natomiast na początku po prostu przenosili najlepsze, ich zdaniem, kwestie bohaterów, najlepsze fragmenty powieści
3661:  KMM - srebrny ekran, a potem się okazało, że nie mają czego przenosić, musieli wymyślać własne i się okazało, że mamy do czynienia z ludźmi, którzy są po prostu indolentami i nie nadają się kompletnie do swojej pracy.
3671:  KMM - Zresztą przypominam, że George R. R. Martin z HBO naciskali na to, żeby sezonów było więcej.
3678:  KMM - Natomiast panowie D. B. Wise i David Benioff, których imion i nazwisk powoli już się nie pamięta, ponieważ tak bardzo wylecieli z show biznesu,
3687:  KMM - połakomili się na Gwiezdne Wojny.
3690:  KMM - Na szczęście ich nie zdołali zepsuć, wyręczył ich w tym Ruin Johnson i Ruinowi Johnsonowi została przekazana trylogia, którą oni się mieli zajmować.
3698:  BFP - Nie, nie, nie, Ruin Johnson zrobił The Last Jedi zanim była mowa o tym, że oni mieliby robić The Last Jedi.
3703:  BFP - Oni mieliby być z zupełnie innej trylogii.
3705:  KMM - Nie, mówię, że Ruin Johnson jest wyznaczony do robienia trylogii nowej, tak, tak, w przeszłości Gwiezdnowojennej, przynajmniej na tyle, na ile ja wtedy śledziłem.
3714:  KMM - a DB Wise i David Benioff zostali wykopani z tego projektu wtedy, więc to jest typowy przykład ludzi, którzy postawili na złego konia w wyścigu i stracili absolutnie wszystko.
3724:  KMM - I to przez nich teraz HBO ma problem taki ewidentny i myślę, że to jest też powód, dla którego postawili akurat na ten
3732:  KMM - spin-off, ponieważ miał być też przecież The Long Night i on miał być wcześniej, przed House of the Dragon, ale The Long Night by bazował właśnie na wiedzy z Świata Lodu i Ognia, czyli tego lorebooka westerosowskiego, a postawiono jednak na dwie książki, które tworzą kompletną historię, zostały napisane przez Martina i nie ma już tego ryzyka, że tam zabraknie materiału.
3754:  BFP - To nie wiem, czy wiecie, ja właśnie to sprawdzam, czy jest jakaś informacja o tym.
3761:  BFP - The Long Night miało nakręcony pilot i tam grała, o rany, zapomniałem jak się nazywa, australijska aktorka, która grała między innymi w King Kongu, grała w Twin Peaks.
3772:  BFP - Grzegorz, może ty mnie poratujesz?
3774:  KMM - To na pewno nie ja.
3776:  BFP - Na pewno nie ty.
3779:  BFP - Nie, nie przypomnę sobie.
3780:  KMM - Za mało danych.
3781:  KMM - Cezary pisze, że Naomi Watts?
3783:  BFP - Naomi Watts, oczywiście, tak.
3785:  BFP - HBO dwa lata temu
3790:  BFP - nakręciło pilot spinoffa, jakim miała być Długa Noc i Naomi Watts tam zagrała i być może nigdy nie zobaczymy już tego pilota.
3798:  BFP - Seria został skancelowany po pilocie.
3800:  BFP - Pomimo, że Naomi Watts utrzymuje, że walory produkcyjne były bardzo wysokie i że naprawdę wyglądało to na solidną serię.
3808:  BFP - Nie wiem, fajnie byłoby jakby to odkopali teraz na fali greenlightowania wszystkich dobrych pomysłów, które im wpadły na zasadzie Jon Snow?
3815:  BFP - Dawać go!
3816:  BFP - Robimy!
3817:  BFP - braniec, połamaniec, dawaj, zrobimy sequel.
3820:  KMM - Ale właśnie chyba z Jonem Snowem ma coś być, z tego co czytałem.
3823:  BFP - Ale to mówię, no właśnie greenlightują, tak, dokładnie.
3825:  BFP - To nie jest dobry pomysł.
3827:  BFP - A, myślę, że może być dobry.
3829:  BFP - Myślę, że, ale wiecie, ludzie tuż po zakończeniu Grotron, kiedy dowiedzieli się, że będzie Fire and Blood, czy House of the Dragon, też mówili, ja nie wiem, czy to jest dobry pomysł.
3839:  BFP - Może już nic nie ma do powiedzenia w tym świecie.
3841:  BFP - Obejrzeliśmy pierwszy odcinek, jesteśmy uraczeni.
3844:  BFP - Więc ja jestem, może jestem po prostu bardziej optymistycznym człowiekiem z natury niż ty, Krzysztof.
3850:  BFP - Ale tylko odrobinę.
3852:  GW - Na pewno jesteś bardziej optymistyczny niż ja, ale w każdym razie... No to prawda, to prawda.
3858:  GW - W każdym razie liczę na to, że tak mnie nie zepsują i jest na to potencjał, że to nie zostanie spierdzielone jak ostatnie dwa sezony Gry o Tron.
3867:  BFP - To wykorzystajmy, drodzy, jeszcze zanim zrobimy ogłoszenia parafialne, takie ostatnie pięć minut na komentarz do tego, od czego w zasadzie zaczęliśmy, mimochodem.
3880:  BFP - George R. R. Martin, what the fuck?
3884:  BFP - Człowieku, czytałem ostatnio artykuł bardzo fajny, gdzie gościu dziennikarz powiedział, George R. R. Martin denerwuje się za każdym razem, kiedy ktoś zwraca mu uwagę, że wciąż nie ukazało się Winds of Winter.
3898:  BFP - I wymienia wszystkie razy, kiedy sam składał deklarację, że o nie, teraz już raczej na pewno, on lubi mówić manuskrypt.
3905:  BFP - Ja już mam tam trzy czwarte manuskryptu i tak mówi w okolicach 2012, 2013, robi jakiś tam public reading w 2014, prezentuje trzy rozdziały, potem mówi, nie wiem, trochę to zmieniłem i to trwa 12 lat.
3918:  BFP - Jakbyście spojrzeli chociażby na Wikipedii, można z tego zrobić w ogóle fajny wykres, może się pokuszę.
3924:  BFP - Jak zwiększa się odległość między poszczególnymi książkami coraz bardziej.
3929:  BFP - Gdzie on produkował naprawdę grube książki w bardzo krótkim okresie czasu.
3933:  BFP - Jak zaczynały się lata dwutysięczne, to wtedy wychodziło Fistful Kraus.
3937:  BFP - Podwójny, dwutomowy, potężny manuskrypt dwutomowy.
3942:  BFP - Chwilę wcześniej Storm of Swords i on po prostu pół, pół, pół, pół wystrzeliwiwał to wszystko.
3947:  GW - Ale teraz nabrał rozpędu w innych mediach i mu się opłaca zrobić właśnie.
3952:  GW - A ja uważam, że problem leży gdzie indziej.
3955:  GW - Pomajtać się z adaptacją serialową, więc wiesz, raz, że pieniądz go troszeczkę rozbestwił, podejrzewam, z jedno, drugie, po prostu się znudził własnym dziełem trochę.
3968:  BFP - A ja myślę, że on może przechodzić prawdziwie poważny writer's block i walczyć z prokrastynacją.
3973:  BFP - Naprawdę.
3974:  KMM - Ja dlatego milczę, ponieważ ja bardzo dobrze rozumiem George'a Martina.
3979:  BFP - Nie każdy ma kaliopę w piwnicy, jeżeli oglądaliście jedenasty odcinek Sandmana.
3984:  KMM - Tak.
3985:  KMM - Ja myślę, że żeby pokonać writer's block George'a Martina, trzeba byłoby dwóch Calliope, bo jeszcze przypomnę, że on znalazł czas, żeby w tak zwanym międzyczasie pomóc Miazakiemu w napisaniu czegoś, co będzie przypominało fabułę do Elden Ringa.
4000:  KMM - Niestety ten projekt też się nie powiódł, bo nie do końca to przypomina fabułę.
4003:  KMM - Bo nie do końca zrozumiałeś, o co chodzi, podobnie jak ja.
4007:  KMM - zrozumiałem, znaczy dopiero Wattividia przedstawił mi historię, która była z grubsza zrozumiała, ale dalej była na poziomie Fight Clubu albo Ulyssesa Jamesa Joyce'a.
4016:  KMM - Niemniej, jeżeli chodzi o Martina i mówiąc już zupełnie poważnie, to ja myślę, że jest ten sam problem, co z...
4023:  KMM - Patrickiem Rothfusem i mogę powiedzieć You Sweet Summer Children.
4027:  KMM - Fandom czeka znacznie dłużej na Doors of Stone i Doors of Stone już raz w postaci manuskryptu były i Patrick Rothfus po prostu to spalił w całości.
4036:  KMM - I to samo robił Dukaj kiedyś ze swoją książką.
4039:  KMM - Tutaj nie był zadowolony.
4040:  KMM - To jest problem perfekcjonistów.
4041:  KMM - Martin jest perfekcjonistą.
4043:  KMM - On albo robi właśnie takie side jobs, co do których nie ma żadnego stosunku emocjonalnego,
4048:  KMM - Ale on wie, że jeżeli wyjdzie książka podpisana George R. R. Martin i będzie ona osadzona w Western, to musi to być dobre.
4055:  KMM - I jeszcze to będzie książka taka klasyczna, a nie kronika historyczna.
4059:  KMM - I niech to zrobi.
4061:  BFP - I niech to zrobi, bo naprawdę nie chcemy, żeby ludzie w swojej masowej świadomości i pamięci zachowali takie zakończenie gry o tron, jakie mamy, które jest, chciałbym powiedzieć, niekanoniczne.
4072:  BFP - I on ma szansę to zmienić.
4073:  BFP - On mówi o tym, że
4074:  BFP - Chcę to zmienić, ale chciałem przeczytać kilka komentarzy, które są wyborne.
4078:  BFP - Pierwszy, karmaznowy mściciel napisał, ale w tym roku, w odróżnieniu od poprzednich, naprawdę zachwala ilość swojej pracy.
4085:  BFP - I w przeciągu kilku miesięcy poinformował nas o napisaniu wielu arków.
4089:  BFP - Uff, to dobrze, bo ja pamiętam, że powiedział to samo w 2013.
4092:  BFP - To było 9 lat temu.
4095:  BFP - Michał Kaczor.
4096:  BFP - Ciekawostka.
4096:  S02 - Michał Kaczor rozwalił system.
4098:  S02 - Ciekawostka.
4099:  S02 - Cała seria Expanse ukazała się w przerwie między usztą dla kruków o wiatrami zimy.
4106:  S02 - Właśnie, może Martin tam siedział jako jeden z tych anonimów pod pseudonimem i to pomagał.
4111:  KMM - Martin pisał dobrą science fiction, nawiasem mówiąc, przed fantasy.
4115:  S02 - Co będzie prędzej?
4116:  S02 - Half-Life 3 czy ostatnia księga Game of Thrones?
4118:  S02 - Pyta Jolo Swag.
4120:  KMM - Ostatnia nie wyjdzie, Martin wcześniej umrze.
4122:  GW - I dokończy to Brandon Sanderson.
4124:  GW - To się Alex nazywa.
4126:  BFP - No taki to jest spin-off, to jest taki fire and blood, jakbyśmy mieli porównywać, no to zostałeś fire and blood, a ja chcę wood of winter.
4132:  GW - Ale to nie jest kronika, także też, wiesz, nie porównuj tutaj pomarańczy do jabłek.
4137:  GW - No, no ale wiesz, no nie posuną... No dobrze, budyń do kaszanki, wszystko jedno.
4141:  BFP - No i teraz mówisz jak Grzegorz, no teraz mówisz jak Grzegorz, no teraz ja rozumiem co masz na myśli.
4145:  BFP - No dobrze, kochani, dziękując Wam za dzisiejsze towarzystwo.
4152:  BFP - Jeżeli te wiatry się utrzymają i będziemy mieli szczęście, to chyba będziemy próbowali robić w poniedziałki, może niekoniecznie o 18, może o 20, żeby dać Wam trochę więcej czasu na to, żeby obejrzeć kolejny odcinek.
4163:  BFP - Ale spróbujemy robić takie live'y co poniedziałek, żeby nieść wieści z frontu w Westeros, co może się całkiem nieźle sprawdzić.
4172:  BFP - Dzisiaj zapraszam Was tak, że wielka przyjemność, zostałem zaproszony do napisów końcowych i nagrałem odcinek z Oskarem i z...
4180:  BFP - Radkiem Pisulą, w którym rozmawiamy o Sandmanie, a sporo osób prosiło i pytało o to, czy będzie recenzja jednego dodatkowego, bonusowego odcinka do Sandmana.
4188:  BFP - Nie dałem rady go zrobić, ale to będzie taka wersja enhanced razem z DLC, więc bardzo Was gorąco zapraszam na napisy końcowe o godzinie 20.
4198:  BFP - Ja tam też będę na czatach.
4200:  BFP - A w przyszłym tygodniu dokładnie ta trójeczka, którą tutaj widzicie, te...
4204:  BFP - Słuszne prawe mordki, a może też lewe trochę, będą w czwartek 1 września dowoziły wam najciekawsze premiery września.
4215:  BFP - Będziemy podobnie jak ostatnim razem mówili o tym, na co najbardziej czekamy.
4219:  BFP - Wy będziecie mogli również podzielić się swoimi typami w każdym medium, w każdej formie popkulturowej, a także kulturowej, bo nie ma żadnego problemu z tym, żeby powiedzieć o jakiejś premierze książki.
4230:  BFP - Czy nawet opery, chociaż rzadko nam się to zdarza.
4234:  BFP - I tyle.
4234:  BFP - Dziękujemy Wam bardzo za dzisiejsze towarzystwo.
4236:  BFP - Nie chcemy za bardzo wydoić tej krowy.
4239:  BFP - Będzie jeszcze czas na rozmawianie zarówno o House of the Dragon, jak i samej prokrastynacji Georgia R. R. Martina.
4246:  BFP - Panowie, bardzo Wam dziękuję.
4248:  BFP - I czaty Wam również.
4250:  KMM - Sama przyjemność.
4252:  KMM - Do zobaczenia na najbliższej operze.
4253:  KMM - Do zobaczenia.
