#229 Jak Nie Pozwolić Swojemu Wku*wowi Pójść Na Marne? Wiedźmin, Gra o Tron - dr Krzysztof M. Maj
🔗 https://www.youtube.com/watch?v=q4AycNpVEQg
PG (Przemysław Górczyk)
KMM (Krzysztof M. Maj)

0:  PG - Jak wybuchła wojna w Ukrainie, to ja nie mogłem oglądać filmów wojennych.
4908:  KMM - Filmowcy tym bardzo często grają.
4910:  KMM - No Villeneuve jest na przykład mistrzem tego w Dune'ie.
4913:  KMM - On to robi praktycznie bez przerwy i to czuć po prostu.
4915:  KMM - Ty wiesz, że się przenosisz na planetę Sardaukarów.
4918:  KMM - Nikt ci nie musi tam napisać, że to jest inna planeta, bo to po prostu widzisz.
4921:  PG - Diona jest niesamowita, jeśli chodzi o aspekty wizualne.
4924:  PG - Ale to samo jest zrobione w grze o Tron.
4926:  PG - Też są miejsca piaskowe, miejsca zielone, miejsca zimowe.
4930:  PG - To samo jest w Diablo 2.
4931:  PG - Każdy przechodzi już na kolejny akt, kolejny akt i one się totalnie różnią.
4935:  PG - I pogodą, i jakby właśnie piasek, jakieś... Alcatraz to nie było?
4942:  PG - Alcatraz, dobrze mówię.
4942:  PG - To w trzecim akcie ten taki zielony akt.
4944:  PG - Więc też przenosi się do kompletnego
4946:  KMM - Diablo 2 to już daleko odległe ode mnie, już nie pamiętam.
4949:  PG - To jest jedyna gra, którą ja pamiętam, bo to jest jedyna gra, w którą grałem, jakoś mam bardziej ambicje.
4953:  KMM - A to wiesz, to jak grałeś w Diablo 2, to wysokie C akurat zaliczyłeś, bo to przepięknie zaprojektowany tytuł.
4959:  KMM - Ja już pamiętam lepiej trójkę niestety, bo w Diablo 2 grałem bardzo dawno temu.
4963:  KMM - Ale wiesz, przypomina mi się od razu, jeżeli chodzi właśnie o takie kodowanie kolorystyczne, to też to, że będziesz to miał na takim najbardziej podstawowym poziomie również osadzenia w naszej rzeczywistości, bo my też podstrzegamy nasz świat w ten sposób.
4976:  KMM - Potrzebujemy zmienić przestrzeń, w której się znajdujemy, dlatego jedziemy nad morze, albo dlatego jedziemy w góry i nie chcemy jechać co roku w to samo miejsce.
4985:  KMM - I znowu, ktoś tego nie rozumie, bo czci świętego spokoja, to znaczy ludzie, którzy projektują biura.
4991:  KMM - No najprostsza rzecz, jaką można zrobić zamiast mówić, że pracownicy mają wrócić ze zdalnego do pracy stacjonarnej, bo śrubujemy efektywność, a zrób może zaprojektuj to biuro tak, żeby ludzie chcieli tam sami wrócić, nie?
5004:  KMM - I to nie trzeba wiele, wystarczy przeprojektować przestrzeń jaka jest, wrzucić trzy pufy sako za 100 złotych każda i zrobić jakiś kącik, gdzie ludzie będą sobie mogli odpocząć.
5013:  PG - Widziałeś jakieś takie biuro, gdzie ludzie będą chcieli wracać z pracy zdalnej?
5018:  PG - Są takie projekty.
5020:  KMM - Trudne pytania.
5021:  KMM - Wiesz co, ale podam ci przykład, który będzie bardzo taki high-techowy, to znaczy siedziba Apple'a w Cappertino.
5028:  KMM - Oni mieli tam jeden problem ciekawy bardzo, to znaczy problem transferu technologii i wiedzy, który jest problemem czysto naukowym, charakterystycznym dla zespołu B plus R, badania i rozwój.
5037:  KMM - Masz zespół, który świetnie ze sobą współpracuje, ale masz drugi zespół, który też ze sobą świetnie współpracuje.
5042:  KMM - Gdzie jest haczyk?
5043:  KMM - One nie rozmawiają ze sobą.
5045:  KMM - Co robisz, żeby zespoły rozmawiały ze sobą?
5046:  KMM - No, my
5047:  PG - Budujesz korytarze, tak żeby się mijali.
5049:  KMM - Na przykład.
5050:  KMM - A menadżer polski oczywiście wyśle cyrkularz mailem, powie macie się kontaktować ze sobą.
5055:  KMM - Apple raz, że zrobiło te korytarze oszklone i tak dalej, że wszyscy się je widzą i mogą sobie kuknąć nad czym ktoś pracuje.
5062:  KMM - Ale też zrobili gigantyczną stołówkę na kilka tysięcy osób.
5065:  KMM - I wszystkim tam Apple Watchem mówią, że teraz jest czas na obiad.
5069:  KMM - Ludzie tam idą.
5070:  KMM - No i co robisz, jak jesz obiad?
5072:  KMM - No zaczynasz gadać, tak?
5073:  KMM - Siłą rzeczy.
5073:  PG - A co wy tam robicie u siebie?
5076:  PG - U nas podobne rzeczy robimy, może byśmy się pogadali, może byśmy się spotkali po pracy jeszcze.
5081:  KMM - I magia.
5082:  KMM - I wiesz, to samo zresztą jest u sedna uniwersytetów, które były budowane na takiej zasadzie, żeby tam były także dormitoria, miejsca, gdzie
5092:  KMM - Studenci i pracownicy razem żyją, jedzą, odpoczywają, bawią się.
5098:  KMM - To było właśnie po to, żeby zaczęli ze sobą rozmawiać i też żeby zredukować bariery, które są.
5102:  KMM - Masz bariery między menadżerami a pracownikami bardzo często w polskich firmach.
5106:  KMM - Takie same bariery masz w polskich uczelniach między profesorami a studentami, które są jeszcze multiplikowane tym, że masz tą świętą katedrę, do której jest ogonek studentów, którzy czekają aż łaskawie profesor przyjdzie, później całują jego pierścień feudalny.
5119:  KMM - Na szczęście są tacy ludzie, jak profesor Andrzej Dragan, którzy z tym zrywają.
5123:  PG - Ale są hejtowani medialnie, że przyszli w dresach na jakieś wydarzenie.
5127:  KMM - Skandal, prawda?
5129:  PG - Absolutnie niewybaczalne.
5131:  PG - Powinienem przejść takim łańcuchem, jak oni tam wszyscy mieli.
5135:  KMM - Wiesz, no w Polsce mamy 400 uczelni wyższych głównie dlatego, że każda szkoła wyższa chciała w którymś momencie, żeby rektorzy mieli te ładne grono staje i łańcuchy, więc stwierdzili, że oni nie chcą być taką szkołą wyższą, tylko chcą być uniwersytetem.
5149:  PG - Nosiłeś kiedyś coś takiego?
5150:  PG - Nie, nie, nie, nigdy.
5152:  PG - Ale wiesz, raz mnie ubrali... Przyjeżdżaj mnie następnym razem w taką radę.
5154:  KMM - Ale wiesz, to jest zabawne, jak robisz doktorat, to zyskujesz prawo wedle tradycji akademickiej do noszenia togi doktorskiej.
5161:  KMM - Nie żartuję, możesz sobie uszyć i ją nosić.
5164:  KMM - Na szczęście ludzie tego nie robią.
5165:  PG - A kiedy się dostaje wielki łańcuch?
5167:  KMM - Tylko jak jesteś dziekanem, wiesz, to prodziekan, dziekan wtedy, nie, dziekan dostaje łańcuch i rektor dostaje łańcuch i prorektorzy, tak, więc to wiesz, musisz, musisz sobie zasłużyć w tej hierarchii akademickiej.
5177:  KMM - Ale doktorzy mają szaty nekromantów porządne, czarne, z tym biretem, więc wiesz, jest dobrze.
5183:  KMM - Możesz sobie zrobić łańcuch z taką czaszunią i wtedy już jest pełen.
5186:  KMM - Wiesz, dokładnie tak, jak moja ulubiona postać z serialu, o którym nikt nie pamięta, to znaczy Mroczny Rycerz.
5193:  KMM - który był napisany w latach dziewięćdziesiątych.
5195:  KMM - Na podstawie tak Ivanhoe Waltera Scotta to było zrobione tak, że tam po prostu była postać Ivanhoe i tyle.
5202:  KMM - To się kończyło, jeżeli chodzi o inspirację.
5204:  KMM - Ale to był serial tak leniwie napisany, że główny antagonista nazywał się Mordor.
5209:  KMM - I on właśnie miał taką czaszunię, czy coś innego na swoich czarnych szatach, więc można szybko zrobić cosplay czarnoksiężnika Mordora, jak się jest doktorem w Polsce.
5217:  KMM - No ale wiesz, ten ceremoniał, on się nie ogranicza do akademii absolutnie różnych i uniwersytetów.
5222:  KMM - On też jest w korporacjach.
5225:  KMM - I w kościele.
5225:  KMM - I w kościele.
5226:  KMM - I on bardzo psuje tą kulturę pracy, którą byśmy chcieli zrobić jakąś poziomą.
5230:  KMM - No i wiesz, jak wywołujesz kościół, kolejna społeczność zamknięta, gdzie łatwo jest zasypywać różne rzeczy pod dywan, zamiatać pod dywan, gdzie łatwo jest ukrywać, gdzie łatwo jest wywierać taką presję hierarchiczną.
5241:  KMM - gdzie też funkcjonuje prawo o meryty, że no, że tam ktoś coś zrobił, ale cisza, nic nie mówimy.
5247:  KMM - To jest problem środowisk zamkniętych, więc im bardziej, wiesz, będziemy je rozszczelniać i im bardziej będziemy te hierarchie wypłaszczać, tym lepiej, chociaż ludzie bardzo się boją wypłaszczenia hierarchii.
5257:  PG - Bo to prowadzi do bardzo wielu problemów, na przykład do tego, kto ma podejmować konkretne decyzje, bo teraz masz wypłaszczoną hierarchię, ale i tak najważniejsza osoba podejmuje najważniejszą decyzję, więc jest niby wypłaszczona i możemy sobie gadać jak znajomi, ale jednak tamta osoba podejmuje tę decyzję, więc i tak jest ta hierarchia, nie da się tego uniknąć.
5272:  KMM - To prawda, ale możesz mieć hierarchię zachowaną na takiej zasadzie, że jest ktoś, kogo szanujesz dlatego, że ma od ciebie lepsze doświadczenie na przykład, albo wyższe kompetencje i nie masz sformatowanego mózgu także, a niestety nas edukacja tak formatuje, że jeżeli ktoś ma wyższe kompetencje, na przykład nie dajcie Bogowi jeszcze ci to powie, to on się wywyższa.
5292:  KMM - Ja zawsze wtedy przywołuję taką analogię, rozumiem, że jeżeli masz fliziarza i on do ciebie, po krakowsku flizy, jeżeli on przyjdzie do ciebie robić płytki, tak?
5301:  KMM - no to nie przyjdziesz do niego i nie powiesz, panie, bo ja ostatnio takiego TikToka oglądałem, gdzie fugi są przy płytkach.
5307:  PG - Jest wiele Polaków, którzy tak zrobią.
5310:  KMM - Przerażasz mnie.
5310:  KMM - W każdym razie u mnie jest takie zawsze poczucie i zawsze było szacunków wobec kompetencji, jakiekolwiek by one nie były.
5317:  KMM - Jeżeli to jest trener, to ja szanuję jego kompetencje, on mi powie, w jaki sposób miałam ćwiczyć.
5321:  KMM - Jeżeli to jest fliziarz, ja szanuję jego ekspertyzę, on będzie wiedział, w jaki sposób położyć płytkę.
5326:  KMM - Mogę powiedzieć mu, co bym chciał,
5328:  KMM - i mogę go feedbackować, dawać mu informacje zwrotne i powiedzieć na przykład tak, jak dyskutowałem z moim fliziarzem, nie, ja chcę mieć duże kafle w łazience, panie, ale to w małej przestrzeni się nie robi, chcę mieć duże.
5338:  KMM - No i wiesz, no i w ten sposób się dogadujemy i ja go jakoś feedbackuję, mówię mu, że nie chcę czegoś innego, ale wiesz, ale dalej jest ten szacunek wobec kompetencji, który możesz zachować i mnie się to przypomina taka anegdota,
5349:  KMM - z turkusowego zarządzania, że nie powinieneś mieć menadżera, który z nachają i biczekiem cały czas cię chłoszcze i mówi, masz wyjść na tę górę i toczyć ten głaz, tylko przesuń się, ja ci pomogę i pokażę ci, jak to zrobić.
5365:  KMM - To samo jest w pedagogice, mówisz.
5366:  KMM - Nie sage on the stage, nie mędrzyc na scenie, tylko guide on the side.
5371:  KMM - Przewodnik, który... Ramię w ramię.
5373:  KMM - Wiesz, i jeżeli byśmy... To jest wbrew pozorom bardzo łatwe do osiągnięcia.
5378:  KMM - Tylko trzeba to zrobić umiejętnie.
5379:  KMM - Niektórzy ludzie myślą, że wystarczy przejść na ty i już jest fajnie.
5382:  KMM - Nie, to też może być sztuczne.
5384:  KMM - Trzeba wyczuć sytuację, wyczuć rozmówcę.
5387:  KMM - Trzeba, zwłaszcza jeżeli wiesz, masz w grupie kilkanaście osób i powiesz i wszystkim na przykład, no dobra, to jestem Maciek, przychodzimy na ty i wszystko jest fajnie.
5395:  KMM - Są ludzie, którzy na to na przykład źle zareagują i musisz to wiedzieć, musisz porozmawiać z nimi, dać im swobodę, przestrzeń.
5400:  PG - Wiesz, jak ludzie się obrażają na mnie, jak rozmawiam z starszym?
5402:  PG - Strasznie?
5402:  PG - Strasznie się obrażają.
5404:  PG - A ja się bardzo starałem, żeby mówić do ludzi na ty, bo to było dla mnie trudne, bo do ludzi starszych zawsze pan i tak dalej.
5410:  PG - I pierwszy raz, jak mi się udało z takim naprawdę starszym profesorem, to była jazda w komentarzach.
5415:  PG - Jak możliwe, że cię tak... Brak szacunku do autorytetu.
5418:  PG - Starszy jeszcze profesor, jak można tak mówić?
5421:  PG - Boże, nie wiem...
5423:  KMM - Ale wiesz, ja to miałem wiele razy, jak mówiłem wprost ludziom, słuchajcie, nie mówcie do mnie per doktor i zawsze dawałem taką anegdotę, że nieprzypadkowo większość doktorów to są czarne charaktery, tak, szwarc charaktery, nie wiem, poczynając od doktora Drakena w kimkolwiek, a skończywszy na...
5440:  KMM - Nie wiem, miałem powiedzieć doktorze Manhattanie, ale to jest zły pomysł, ale w sumie też.
5445:  KMM - W każdym razie za każdym razem, jeżeli będziemy mieli jakiś przesadny szacunek do hierarchii, dla mnie to jest taka sama sytuacja jak z przesadnym przywiązaniem do ocen i metryk.
5456:  KMM - To znaczy zamieniasz środek do osiągnięcia celu na cel.
5460:  KMM - Ocena ma być feedbackiem przede wszystkim, ma ci pomóc w osiągnięciu celu, nie ma być celem samym w sobie.
5465:  KMM - Tytuł ma być pomocą, to znaczy powiedzieć Ci, okej, ten człowiek ma doktorat, czyli nie muszę go pytać o podstawy, czyli pewnie zwrócę się do niego w jego zakresie kompetencji, żeby uzyskać wsparcie.
5477:  KMM - Ale równocześnie ten człowiek jest doktorem biotechnologii, załóżmy, to on nie będzie ekspertem z zakresu używania języka polskiego.
5484:  KMM - Więc jeżeli na przykład zacznie polemizować z polonistą i mówić, bo panie, bo się mówi tak, a tak, no to można go tak samo wyśmiać jak kogoś, kto się wymądrzał w jego dziedzinie.
5493:  KMM - bo po prostu robi to nie na miejsce.
5494:  KMM - A jednak mamy takie poczucie w Polsce, że jeżeli ktoś jest wyżej w hierarchii, niezależnie, czy to jest pleban na wsi, czy to jest właśnie profesor, to jednak on jest autorytetem we wszystkich dziedzinach.
5504:  PG - I mi się wydaje, że ci ludzie w ogóle nie chcą być tak traktowani.
5508:  PG - Jak pytam się ludzi przed podcastem, czy oni chcą przejść na ty czy na pan, tylko jedna osoba mi powiedziała, że woli zostać na pan.
5514:  PG - Bo oni sami chcą, żebym ja mówił do nich na ty.
5516:  PG - Po czym ludzie się do mnie obrażają, że do mnie tak mówią.
5519:  PG - Ale to jest coś takiego, że przez to, że na przykład taki profesor jest na uniwersytecie, wszyscy go tak traktują, bo jaki wielki profesor, teraz będę do niego tak mówił, bo się trochę boję, to oni mają tego dosyć po prostu i chcą być traktowani jak normalni ludzie.
5532:  KMM - Bardzo możliwe, że to jest to.
5533:  KMM - Ale wiesz, ja z kolei miałem takie doświadczenia, że bywały takie grupy, w których nie wszyscy ludzie chcieli, żebym ja do nich mówił perty.
5540:  KMM - Nie mieliby nawet problemu z tym, żeby do mnie jakoś mówić inaczej, ale woleliby zostać per pan, co jest bardzo ciekawym zjawiskiem.
5547:  KMM - Ja zawsze zastałem swobodę dlatego i mówię, że ja nie potrzebuję tytułów, mam swoje własne osiągnięcia, z których jestem dumny i to nie jest jedno z nich.
5556:  KMM - W związku z powyższym nie odczuwam erotycznej przyjemności, jak ktoś się do mnie zwraca per doktorze.
5561:  KMM - Chociaż są tacy, których niestety znam, ale osobliwie głównie z UJ-u, którzy to lubią.
5566:  KMM - Natomiast jeżeli chodzi o studentów, to jest po prostu różnie.
5570:  KMM - Niektórzy czują się dyskomfortowo, czują, że to jest jakaś granica, której się nie powinno przełamywać.
5574:  KMM - I ja zostawiam pełną swobodę.
5576:  KMM - Można się do siebie zwracać tak, jak ludzie chcą i zauważyłem, że to jest takie najlepsze rozwiązanie.
5581:  KMM - Ale to jest też ciekawa obserwacja.
5582:  PG - Z czego myślisz, że to wynika?
5584:  KMM - Ja uważam, że to jest dlatego, że ludzie się cieszą, że na uczelni dopiero jest to pierwsze miejsce, w którym ktoś ich szanuje.
5591:  KMM - i czują, że ten per pan w odróżnieniu od licealnego zachwiania hierarchii wobec faktu, że ty mówisz per panie profesorze do magistra, a magister do ciebie mówi per ty, że ludzie czują, że dobra, to teraz ja sobie odbiję za te wszystkie lata i przynajmniej wreszcie ktoś będzie mnie szanował, przynajmniej, wiesz, tak, nominalnie.
5608:  KMM - Może to jest z tym spowodowane, może dlatego, że też, wiesz, no są różne przypadki nadużyć, że ludzie się też boją, że jeżeli będziesz na jakichś
5617:  KMM - przyjacielskich stosunkach, to ktoś będzie usiłował na tobie wywrzeć szantaż emocjonalny.
5620:  KMM - Trudno powiedzieć.
5622:  PG - Bo to też się zdarza.
5623:  KMM - To się zdarza, oczywiście.
5624:  PG - Tu właściciele firm, jak rozmawiałem, mi opowiadali, że nie wchodzą już na perty z pracownikami, dlatego, bo później wchodzi taka lekka więź emocjonalna i jest dużo gorzej przy zwalnianiu, przy podwyżkach, przy obcinkach wypłaty itd., itd.
5637:  KMM - No wiesz, no i na inną masz rozmowę, jeżeli możesz powiedzieć, no nie no, no Maciek, przecież wiesz, że Basia ma dzieci, ma problemy, no weź te nadgodziny za nią, no nie zrobisz tego.
5647:  KMM - Ale jest takim samym mobbingiem jak każdy inny, tylko że bardzo ładnym i ładnie wyglądającym.
5651:  KMM - Białych rękawiczek.
5654:  KMM - Ciężko jest strasznie na to odpowiedzieć, trzeba być mega asertywnym i jeszcze dobrze umieć to rozegrać retorycznie i charyzmatycznie, żeby nie zepsuć sobie relacji w środowisku pracy.
5665:  KMM - A wiemy, że ostatnia rzecz, jakiej chcemy, to to, żeby sobie popsuć kontakty z współpracownikami, a już na pewno z managementem.
5675:  PG - To nad czym się zastanawiam, jak mi o tym wszystkim opowiadasz, nie do końca rozumiem, jak u ciebie wyglądała tranzycja po grafice, po studiach, do tego, żeby zajmować się tym, czym się zajmujesz.
5683:  KMM - To nie to jest dla mnie... Tak, no to było dość ciekawe, to znaczy moja historia się zaczyna od tej nieszczęsnej olimpiady, na którą poszedłem.
5693:  KMM - I w związku z powyższym mój wybór studiów nie był wyborem świadomym w pełni.
5697:  KMM - To znaczy, to nie jest tak, że ja marzyłem o tym, że pójdę na polonistykę.
5700:  KMM - Ja chciałem iść na coś, czego nie było, czyli filologię ogólną.
5703:  KMM - To znaczy, mnie interesowały różne narracje w różnych światy, różne literatury, różnych kultur, w ogóle różne media.
5711:  KMM - Nie było takiego kierunku.
5711:  PG - Ale skierowany, że byłeś w kierunku grudnostwa, czy wtedy jeszcze nie wiedziałeś?
5715:  KMM - Wtedy nawet jeszcze nie było takiej dyscypliny w sumie naukowej.
5718:  PG - Dalej z tego co wiem, że nie.
5720:  KMM - Nominalnie nie ma, chociaż wiesz, to praktycznie jest w tym sensie, że ty możesz zdecydować, że się tym zajmujesz naukowo, ale tak w sumie najwcześniejsze prace groznawcze są od 50 lat publikowane, więc powiedzmy, że już było, ale ja nie byłem tego świadom, o tak to powinienem był powiedzieć.
5735:  KMM - Więc wtedy jeszcze nie wiedziałem, czym się zajmę i zapawne jest to, bo ja poszedłem na te polonistykę i naprawdę z niesamowitym zaangażowaniem przez pięć lat czytałem, poznawałem wszystko i jarało mnie to niesamowicie.
5745:  KMM - Mój beef z Uniwersytetem Jagiellońskim zaczął się od doktoratu, to jest przypadek bardzo wielu ludzi zresztą, gdzie po prostu się spotkałem z mobbingiem i to był bardzo nieprzyjemny etap w życiu, kiedy też bardzo przesadziłem z pracoholizmem.
5758:  KMM - I mi się zdarzało pracować 14-16 godzin dziennie.
5763:  PG - Ale przy uwadze, że grałeś albo czytałeś tyle czasu, czy co robisz?
5768:  KMM - Nie, to było wiesz, cały czas teksty naukowe, pisanie tekstów, bo ubrydałem sobie, że skoro jestem na polonistyce, to muszę zostać na uczelni, no bo po tym nie za bardzo jest praca, więc robiłem niezależnie zlecenia graficzne, żeby się utrzymać, nie czerpać włącznie z rodziców.
5783:  KMM - Jednocześnie stwierdziłem, że dobrze, żeby się usamodzielnić, to potrzebuję jakieś konkretne źródło finansowania, więc najprostsza rzecz, jaka padła, to stypendia.
5791:  KMM - Ale do stypendiów naukowych w tym czasie, w którym ja je pozyskiwałem, trzeba było mieć jakieś gigantyczne ilości tekstów napisanych.
5797:  KMM - Ja napisałem więcej tekstów naukowych na doktoracie niż teraz w pracy zawodowej, gdzie to muszę robić.
5802:  KMM - A to jest dokładnie ten sam czas, bo pracuję zawodowo w tej chwili 5 lat, a studia doktoranckie też miałem 5 lat.
5807:  KMM - I jak ja sobie to porównuję, to jestem przerażony absolutnie, co ja ze sobą wtedy zrobiłem.
5811:  KMM - Ja nie miałem po prostu żadnego życia, miałem tylko te prace.
5813:  KMM - Jeździłem na konferencje, jakieś, wiesz, dziesiątki rzeczy.
5816:  KMM - Ile to trwało?
5818:  KMM - To w sumie, w sumie byłem na UJ-cie przez 10 lat.
5822:  PG - Ale ile trwał ten okres takiego?
5823:  KMM - Okres takiej bardzo silnej pracy, u mnie to było 6 do 7 lat.
5828:  KMM - Takiej bardzo intensywnej, pracoholicznej.
5831:  KMM - Nie wypaliło cię to?
5833:  KMM - Oczywiście, że mnie to wypaliło.
5834:  KMM - Wypaliło mnie to, miałem depresję potężną, wychodziłem z tego bardzo długo, uratowała mnie fucha, której się nie dostaje, no bo ten finał mój na UJ-cie skończył się tym, że oczywiście tego etatu nie dostałem, jak wielu doktorantów, standard, mimo że był on przeobiecany, no więc zostałem z niczym praktycznie i byłem przerażony i wtedy okazało się... Zostałeś z ogromną ilością pracy wykonanej.
5856:  KMM - Tak, słuchaj, no i masz 10 lat wdupiony w nic praktycznie, prawda?
5860:  KMM - I nagle się okazuje, że nie masz żadnego doświadczenia zawodowego, no bo co, miałem jakieś tam zlecenia graficzne małe, współprowadziłem fundację, to powiedzmy, że się czegoś tam nauczyłem o zarządzaniu, ale to nie była żadna taka poważna praca, po której cię zatrudniał, a równocześnie masz doktorat, który na rynku pracy jest raczej postrzegany jako przeszkoda niż zaleta, co zobaczyłem na paru rozmowach kwalifikacyjnych autentycznie,
5883:  KMM - no mają pewne obostrzenia, jeżeli chodzi o zatrudnienie, no bo jeżeli ma doktorat, to znaczy, że trzeba płacić więcej, oczywiście, że tak.
5890:  KMM - I jeszcze do tego wszystkiego dochodzi ten stereotyp, że to będzie człowiek, który ma egomanię i tak dalej.
5897:  KMM - No oczywiście, więc w zespole nie będzie też dobrze współpracował.
5901:  KMM - To jest bardzo problematyczne.
5902:  KMM - Ja też rozumiem pracodawców, żeby nie było, bo realia są, jakie są.
5906:  KMM - I udało mi się niesamowicie, bo dostałem propozycję od firmy IT, zresztą tutaj w Warszawie,
5912:  KMM - Potrzebowali kogoś, kto się zna na fikcyjnych światach.
5916:  KMM - What are the odds?
5917:  KMM - Szansa na to była jak 1 do miliona.
5919:  KMM - A jak cię znaleźli?
5921:  KMM - No widzisz, tutaj sprocentowały moje wszystkie aktywności poboczne, bo przez to, że organizowałem konferencje, kiedyś poznałem zresztą fantastycznego wykładowcę z Uniwersytetu Warszawskiego, Piotra Kubińskiego, który się też okazało interesował podobnymi rzeczami jak ja.
5936:  KMM - No i on w którymś momencie realizował projekt badawczo-rozwojowy w firmie tutaj IT i powiedział, no Krzysztof, to może zrobimy coś razem, będziesz miał pracę w takim razie.
5944:  KMM - No i uratował mnie absolutnie, więc jestem Piotrowi do dzisiaj wdzięczny niesamowicie, bo na tym bezrobociu wtedy tam miałem rzeczywiście dwa razy dobrze płatną pracę.
5954:  KMM - Nauczyłem się też dużo o zarządzaniu, nauczyłem się dużo o tym, jak funkcjonuje gamedev od kuchni.
5960:  KMM - I wtedy też rozkwitło to moje zainteresowanie grami bardziej, bo na studiach koncentrowałem się bardziej na literaturze i fikcyjnych światach, zresztą też doktora zrobiłem z literaturoznawstwa.
5970:  KMM - A ta prawda jest taka fucha, dała mi wstęp na Akademię Górniczo-Hutniczą, gdzie bardzo uważnie patrzą na to, czy masz doświadczenie także praktyczne i czy masz jakieś granty.
5983:  KMM - No, trzeba mieć konkretny dorobek, żeby się dostać, więc to mi bardzo pomogło i wiesz, i też pomogło mi to, że kojarzyli mnie już na AGQ, bo też robiłem tam konferencje, więc to też jest taka moja rada dla doktorantów, żeby tak, ja wiem, że jest strasznie ciężko, ale im więcej się zrobi rzeczy ekstra, nawet takich randomowych, nie, że coś zaprojektujesz, gdzieś interesujesz się czymś, jeździsz na konferencje, robisz sobie networking, poznajesz różnych ludzi, to możemy megaprocentować.
6006:  PG - Właśnie dlatego nie spodobało mi się, jak powiedziałaś, że władowałeś 10 lat w nic, bo to nie było nic, to jest ogromne doświadczenie.
6011:  KMM - Bardzo miło z twojej strony, ale wiesz, ja tak myślałem wtedy, to znaczy masz takie poczucie i masz czarne myśli, że inwestujesz bardzo dużo i nagle, wiesz, jedna decyzja jednego człowieka sprawia, że zostajesz na lodzie i nie wiesz, co zrobić.
6025:  KMM - I ja byłem strasznie zagubiony, mimo że też jestem z rodziny, w której są tradycje akademickie, więc ja to wszystko wiedziałem, byłem na to psychicznie przygotowany, wiele osób nie jest.
6034:  KMM - I ja jeszcze studiowałem na doktoracie w takim momencie, kiedy niestety w wyniku reform Barbary Kudryckiej to były studia.
6041:  KMM - To nie było doktorat jako taki, więc tam przyjmowano absurdalne ilości ludzi.
6046:  KMM - U mnie na studiach doktorackich było kilkadziesiąt osób, jakieś trzydzieści, czterdzieści, nie pamiętam dokładnie.
6053:  KMM - Wyobraź sobie na wydziale jednym polonistyki, gdzie masz w Polsce 400 uczelni, masz kształconych 40 doktorów, czyli tyle, ile potrzebujesz w skali całego kraju w ogóle.
6065:  KMM - A to jest tylko jedna uczelnia, więc wyobraź sobie, ile osób w tym czasie mniej więcej zostało właśnie z doktoratem i z niczym i musiało sobie znaleźć pracę gdzieś indziej.
6073:  PG - Czyli pokazujesz jakby, jak ogromnym fartem było to, że dostałeś tę pracę w IT odnośnie tych fikcyjnych światów.
6079:  KMM - nie to, to ja nie wiem, co by się stało autentycznie.
6081:  KMM - Musiałbym się po prostu przebranżowić, bo nie wiem, czy bym miał w sobie tyle motywacji już wtedy, bo byłem też w czarnym miejscu w życiu.
6088:  KMM - Wtedy nie masz takiego poczucia, że o, to spróbuję w tej uczelni, w tej uczelni.
6091:  KMM - Zresztą przegrałem parę konkursów na uczelnianych i mówiono mi, że mam za mały dorobek, a tymczasem okazało się, że po prostu był etat dla kogoś.
6100:  KMM - Niestety się bardzo często na uczelniach zdarza, że są konkursy ustawiane.
6104:  KMM - Na AG nie był ustawiony, bo
6106:  PG - A to nie jest tak, że z takim doświadczeniem jest dużo pracy w IT właśnie?
6110:  KMM - Wiesz co, tak, no dużo ludzie w IT znajdują zastosowań dla swojej wiedzy, czy teraz groznawczej, czy filologicznej.
6120:  KMM - No taki przykład, który zawsze przywołuję, to jeden z lead narrative designerów CD Projekture jest po polonistyce.
6126:  KMM - To są studia, które mogą ci dać dużo kompetencji, tylko musisz mieć też w sobie dużo samozaparcia i dodatkowych zainteresowań, żeby faktycznie rozpoznać w sobie tę żyłkę i wiedzieć, a tak, to jest dla mnie.
6137:  KMM - To nie jest zawód, o którym ci powiedzą na studiach.
6140:  KMM - Powiedzą ci na studiach polonistycznych o tym, że możesz być edytorem, redaktorem, korektorem, nauczycielem języka polskiego.
6145:  KMM - Ja kończyłem też specjalność nauczycielską, co mi się swojego drogu przydało na YouTubie.
6149:  KMM - To jest zabawne, bo dzięki temu wiedziałem, w jaki sposób się uczy na przykład nauczycieli, gdzie są problemy, zwłaszcza nauczycieli języka polskiego.
6155:  KMM - Więc tak, jak mówisz, wszystko się przydaje absolutnie, tylko jest taki moment, że mogą ci podciąć skrzydła.
6161:  KMM - Ja byłem bardzo, bardzo blisko tego, dlatego jestem strasznie wrażliwy na punkcie empatii w edukacji, na punkcie tego, żeby nie traktować ludzi systemowo jako numerek tylko, bo w którymś momencie musisz już absolutnie wejść w tę rolę przewodnika i pomagać.
6176:  KMM - Na przykład fakt, że nie ma takich konsultacji zawodowych szerokich na poziomie licealnym.
6181:  KMM - Podstawowe doświadczenie każdego licealisty, nie wiem, co chce robić w życiu, no i
6185:  KMM - dobrze, nie masz wiedzieć, co możesz robić w życiu.
6187:  KMM - Ty się dowiesz potem, tak?
6188:  KMM - Ale trzeba tych ludzi jakoś uspokoić, poprowadzić, naprowadzić na to, że może studia nie są ci w ogóle potrzebne, tak?
