Żegnamy SUKCESJĘ | Zakończenie na jakie czekaliśmy?
🔗 https://www.youtube.com/watch?v=L3wb8Qgr4Tc
MG (Marcin Giełzak, Dwie Lewe Ręce)
GW (Grzegorz Wątroba, Okiem Deva)
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

9:  BFP - To już jest koniec.
5227:  GW - To jest subwersja od oczekiwań zrobiona dobrze.
5231:  GW - Prawdziwa, tak.
5232:  BFP - To jest zabawne, że byli też tacy, którzy i pozdrawiamy naszego kolegę Michała Hudolińskiego, który komentował jeden z moich postów i przekonywał, że będzie subwersja subwersji, a mianowicie, że tak naprawdę Logan nie umarł.
5244:  BFP - Tylko on, jak mówiliśmy, ale to nie jest taki serial.
5248:  BFP - To nie jest Breaking Bad.
5250:  BFP - On naprawdę odszedł.
5252:  BFP - On nie wyskoczy z trumny.
5253:  GW - Chociaż Roman chciał.
5255:  BFP - I zaznaczę, od więcej niż jednej osoby to słyszałem.
5258:  BFP - To było, tak, to poczekajmy do finału.
5260:  BFP - No kurwa, poczekaliśmy do finału i jakoś nie ożył.
5262:  BFP - Także nie, nie było nekromanty w pobliżu.
5265:  MG - Chciałbym przejść... Chociaż kiedy Roman wygłaszał jego elegię, to można było odnieść wrażenie, że zaraz otworzy tą trumnę i wypadnie tam, żeby go udusić.
5273:  GW - Tak, bo on był tak wystraszony w ogóle.
5275:  GW - To jest kolejny efekt właśnie tego mechanizmu kontroli tresowanego dziecka przez całe życie.
5280:  GW - On bał się cokolwiek negatywnego powiedzieć, bo wręcz tak wydawało się, że on bał się, że Logan wstanie z tej trumny i go za chwilę zbeszta.
5290:  MG - Tak, on pytał, czy on tam jest.
5292:  KMM - Ten serial świetnie też potrafi transferować emocje i przekazywać je.
5297:  KMM - Ja umierałem z cringe'u w momencie, w którym Roman się jąkał na tej ambonie.
5304:  KMM - Czułem fizyczny ból i bardzo dobrze bym rozumiał Logana, który by wyskoczył wtedy z trumny i zaczął go pestać z góry na dół.
5310:  KMM - I zestrzelił go w twarz, tak.
5311:  BFP - Znaczy ja umknąłem związek frazologiczny od tamtej pory, to jest zesrać się jak Roman na pogrzebie.
5318:  GW - Ale właśnie ja w ogóle jak widziałem Romana od momentu, kiedy powiedział już po śmierci Logana, że on już miał wstępną żałobę, to mi się wyłączają tylko takie werble w głowie, kiedy to pierdolnie po prostu, kiedy?
5333:  GW - kiedy puszczą to wszystko.
5335:  MG - To jak świetna jest ekspozycja z Romanem, który ma przećwiczoną mowę, który ma każde słowo wyryte na pamięć, który patrzy w lustro i mówi you're the man, you're the man.
5347:  MG - Po czym kiedy staje tam przed tymi ludźmi i ma żałosny meltdown, ale taki typowy dla rodzeństwa rojów, to znaczy jak można, bo to jest niesamowite, gdybyście porwali człowieka z ulicy,
5362:  MG - i dalibyście jemu możliwości, które oni mają, posłalibyście go na Harvard, dalibyście mu te pieniądze, dalibyście mu te staże, które oni odbywali, że jedziesz do Los Angeles i zostajesz szefem departamentu i tak dalej, to czegokolwiek by się nauczył.
5378:  MG - Oni są odporni na wiedzę, jak nie wiem, sowiecki bokser był odporny na ciosy.
5384:  MG - Nic nie jest w stanie sprawić, że oni się nauczą czegokolwiek na własnych błędach.
5391:  GW - Tak, jeszcze w tym odcinku w sumie to było bardzo ciekawie pokazane w jakim punkcie startował Roman, w jakim punkcie startował Kendall i jak te roli się odwróciły do końca tego odcinka.
5402:  GW - Bo właśnie Kendall uratował jakby tą sytuację powiedzmy ostatecznie.
5407:  MG - Z jednym zastrzeżeniem, że Kendall ratuje sytuację tylko dlatego, że żyjemy w tak smutnym świecie.
5413:  MG - Bo co on robi, ilekroć dorwie się do mikrofonu?
5416:  MG - Jest właśnie tą laleczką Ken.
5417:  MG - Wygłasza kliszę za kliszą i banał za banałem.
5421:  MG - To wszystko, co on mówi, to jest zasłyszana mowa.
5425:  MG - To są jakieś cytaty z korporacyjnych...
5428:  BFP - taki żałosny pomieszek, ale one jakkolwiek brzmią.
5433:  BFP - Przypomnę, że już pomijając to, co pisze Iga, czyli jego wspaniały rap, czyli L2DOG, L2DOG, and he playin', and he playin'.
5443:  BFP - Wtedy też umierałem z cream.
5445:  BFP - To ja tylko przypomnę, że siódmy odcinek, ten, który podobał mi się najmniej z tego całego ostatniego sezonu, kiedy to
5454:  BFP - Hiperbolizowane są wszystkie złe cechy Royów.
5457:  BFP - Kiedy oni pokazani są, że oni utknęli w nieskończonym cyklu powtarzania swoich błędów, swojej głupoty.
5463:  BFP - Ale Kendall, który wychodzi na scenę i robi prezentację tego absurdalnego projektu Living Plus,
5469:  BFP - Po prostu domów opieki spokojnej starości z darmowymi wieczorami z seansami HBO Max.
5478:  BFP - To, że on nie spierdolił tego wystąpienia jest sukcesem i sprawia, że rynki reagują dobrze, bo przepraszam, że znowu wracam do tego sformułowania, ale nie zesrał się jak jego brat na pogrzebie.
5489:  BFP - I tak nisko zawieszona jest poprzeczka względem nich,
5492:  BFP - że rynki mówią nie, ten gościu może dać radę, w sensie on jakoś z tego wybrnął, chociaż się jąkał na początku, mówiąc big shoes, big shoes, big shoes, big shoes, big shoes, big shoes, hello dad, to mniej więcej był początek jego całego wystąpienia.
5505:  GW - Ale już w ogóle ten miks z jego wypowiedziami, ooo.
5509:  BFP - To jest cesarz cringe'u, ale nie chciałbym przechodząc do dzieci.
5514:  BFP - Bóg imperator cringe'u.
5517:  BFP - Bóg imperator.
5518:  BFP - Basileus cringe'okrator.
5520:  BFP - Przechodząc do dzieci Logana, bo teraz przejdziemy sobie jeszcze przez każdą z postaci.
5526:  BFP - Nie zacznijmy od Kendala.
5527:  BFP - To jest najbardziej oczywiste.
5528:  BFP - Od niego zaczyna się ten serial, na nim kończy się ten serial.
5531:  BFP - Chciałbym zacząć od Romana.
5533:  BFP - Najbardziej popękanego syna, najbardziej popękanego dziecka Logana.
5539:  BFP - To jest ważny moment, kiedy pomożecie mi zrozumieć być może jedną z najbardziej enigmatycznych scen, jakie widziałem w tym serialu.
5546:  MG - Czemu Roman jest impotentem?
5547:  BFP - To jest scena, w której w tym ostatnim odcinku on dostaje ataku paniki, kiedy widzi Jerry.
5554:  BFP - Tak jakby wciąż przechodzi pewnego rodzaju serii ataków paniki od poprzedniego odcinka, kiedy z samej góry spadł na sam dół.
5562:  BFP - Łączy się to z jakąś formą jego masochizmu, potrzeby zadawania sobie bólu, karania się, o czym mówili już kilkukrotnie bohaterowie w tym serialu.
5570:  BFP - Kendal przypominał, że on chciał być zamykany w klatce.
5573:  BFP - Podkreślał, że lubił, kiedy ojciec używał wobec niego przemocy, czy czuł, że zna wtedy swoje miejsce.
5579:  BFP - Zobaczcie, on patrzy w odbicie swoje, mówi coś o swojej ranie.
5583:  BFP - Łamię się.
5584:  BFP - Jego brat przyciska go tak mocno, że otwiera jego ranę.
5588:  BFP - I on nie opiera się tak bardzo.
5590:  BFP - Wyraża niechęć, ale to w jakiś sposób pomaga mu się poskładać, żeby był w stanie pojawić się tam sam.
5596:  GW - Ja nie rozumiem tej sceny.
5597:  GW - On wpada w płacz, ale to jest tak, że on został tak już wytresowany, że on nie rozumie innego języka.
5604:  GW - To jest dlatego właśnie nie był w stanie kochać się ze swoją narzeczoną dziewczyną, tylko w momencie, kiedy był poniżany przez starszą panią, mógł, że tak powiem, dojść w toalecie, tak?
5620:  GW - I tak samo tutaj, w momencie, kiedy był
5625:  GW - pomiatane albo był wręcz przyciśnięty siłą, bo nie rozumiał innego języka jak siły, to wtedy dopiero był się w stanie uspokoić, bo to jest środowisko jakie zna.
5635:  GW - Zauważcie jeszcze jak w momencie, kiedy poszli na tą górkę tam z masonem, kiedy ten się tam obnażył, pokazał, że tak powiem, klatę, mason, tak, pokazał siłę,
5650:  GW - to wtedy ci dwaj bracia, którzy byli tak bojowo nastawieni, jakby skurczyli się po prostu jak penisy na mrozie.
5656:  GW - W sensie oni w momencie, kiedy widzą samca alfa, widzą właśnie pokaz siły, widzą tą fizyczną czasami reprezentację siły, to dopiero są w takim środowisku, w którym mogą...
5671:  GW - Kendall potrafi się postawić jeszcze, ale Roman... Tak, ale Roman absolutnie nie.
5676:  GW - I to jest to, że to jest małe dziecko, które potrzebowało zawsze czułości, nigdy jej nie dostawało, tylko dostawało w pierdol zamiast tego.
5683:  GW - I widać to, jak bardzo był z tym związany, jak bardzo był związany z ojcem, bo zauważcie, w pierwszym sezonie, jak Logan był w szpitalu, to kazał Gregowi iść po sweter, a po śmierci Logana on nosił ten sweter.
5700:  GW - On nosił sweter po swoim ojcu, żeby czuć jego zapach.
5703:  BFP - To pomóżcie mi zrozumieć tę scenę.
5705:  BFP - Właśnie tę scenę, w której on Kendall przytula brata, ale tak, żeby otworzyć jego ranę.
5710:  BFP - Próbuję zrozumieć, co jest... Ja wiem, że to są... No bo siła go uspokajała, tak?
5715:  KMM - Oczywiście, no ciężko też zrozumieć psychopatię, no bo gdyby Roman dostał jakąkolwiek władzę, ten człowiek jest całkowicie pozbawiony jakiejkolwiek empatii.
5725:  KMM - Kompletnie.
5725:  MG - Czy tak było?
5726:  MG - Dostał kawałek władzy, za co wszystkich zwalniać z pracy?
5729:  KMM - I przypomnijmy też sytuację z rakietą.
5731:  KMM - To znaczy, jedyna jego reakcja na to, że... Najwybitniejsza scena w całym seriale.
5735:  KMM - Tak, w wyniku tego, że on chciał, żeby faliczny obiekt wystartował w niebiosa na ślubie jego siostry i żeby było ładniej, żeby były fajerwerki, bo to jest wszystko, co on wtedy myślał, no to niestety wybuchła rakieta, zginęli ludzie.
5750:  KMM - On nie przejmując się, o Boże drogi, zginęli ludzie, on nawet nie pomyślał tego, co Kendall, wtedy, kiedy Kendall miał meltdown, że zabił człowieka.
5757:  KMM - Nie, nie pomyślał tego.
5759:  BFP - Znaczy nie, jego reakcja jest złota, bo on się boi reperkusji.
5763:  KMM - Ale Kieran Culkin też genialnie gra mową ciała, wiecie, takiego człowieka, który jest trochę kimś na kształt Jokera, ale uwięzionego w ciele trzylatka.
5773:  KMM - Więc przecież jak on w którymś momencie zgłasza się na tym słynnym spotkaniu zarządu, kiedy jest plan, żeby Logan został wyeliminowany, a Logan bezczelnie zostaje na wiasę, mówiąc wbrew jakiemukolwiek prawu, to przecież
5787:  KMM - On tak się zgłasza i na to Logan mówi, mam nadzieję, że wąchasz się pod pacho, a nie zgłaszasz.
5793:  KMM - No i wtedy on automatycznie się kurczy w sobie, jak rzeczony penis na mrozie.
5797:  KMM - Więc gra Kieran'a Kalkina myślę, że tutaj bardzo dużo pomaga nam w rozumieniu tego, kim jest ta postać, jak bardzo jest zopresjonowana.
5809:  KMM - No i myślę, że tutaj też odpowiedź na to pytanie, które zadaje Filip, kryje się w czymś, co ja akurat niezbyt lubię w amerykańskiej kinematografii, to znaczy Amerykanie mają hopla na punkcie psychoanalizy, w związku z powyższym te kody psychoanalityczne w stylu matka, która wycofała się i ojciec, który jest silny, w związku z powyższym oczywiście fiksacje się pojawiają, już to fiksacje analne, już to fiksacje względem starszych pań i tak dalej, znaczy to jest nudne dla każdego, kto się naczytał Freuda,
5837:  KMM - Ale Amerykanie to uwielbiają, w związku z powyższym to jest taka trochę samosprawdzająca się przepowiednia, że gdyby dowolne z pism freudowskich zastosować do Romana Roya, to by było, o, faktycznie, o, rzeczywiście działa.
5849:  KMM - Zobaczcie, jak podobnie w tym sensie przedstawia się postać z Psychozy.
5855:  KMM - Hitchcocka, która zresztą została bardzo ładnie rozwinięta w serialu Bates Motel.
5859:  KMM - Znaczy praktycznie jeden do jeden i jeżeli chodzi o to dziwne upodobanie do samookaleczenia, karania się, przemocy, jak również to bardzo problematyczna relacja z matką, bo też zauważcie, że przy całej tej sile Logana Roya, przed którą ustępują
5874:  KMM - zarówno Roman, jak i Kendall, to Caroline Collingwood również nad nimi góruje, tylko że intelektualnie.
5879:  KMM - I po prostu pomiata poziemia, a Logan Roy góruje nad nimi fizycznie i też ich pomiata, tylko że w inny sposób.
5885:  MG - Bardzo mnie bawi to.
5886:  MG - Tylko eksplorując te bezdroża psychoanalityczne, to ja bym zwrócił uwagę na taką rzecz.
5892:  MG - U Romana kluczowa jest dynamika związana z upokorzeniem.
5896:  MG - Jego życie jest upokorzeniem, jest pasmem upokorzeń, upokarza go ojciec, upokarza go matka, upokarzało go starsze rodzeństwo, które mogło to robić, bo było od niego większe, silniejsze, miało nad nim władzę.
5908:  MG - I co się często dzieje u człowieka, który jest, zwłaszcza w dzieciństwie, bezustannie upokarzany?
5914:  MG - Następuje próba doprowadzenia do sytuacji, ona jest oczywiście nieświadoma, w której to upokorzenie zostanie w jakiś sposób oswojone
5922:  MG - i przestanie być kojarzone wyłącznie z cierpieniem, ale zacznie być kojarzone również z przyjemnością.
5928:  MG - I tak czasami rodzą się odruchy masochistyczne, to znaczy osoba, kiedy jest upokarzana, czuje, jak gdyby wróciła do bezpiecznego dzieciństwa, ponieważ znajduje się z upokarzającym w takiej dwuznacznej relacji lęku, ale i podziwu.
5949:  MG - swego rodzaju niechęci, ale i przywiązania, tak?
5952:  MG - Więc on, kiedy jest upokarzany przez Jerry, wraca do bezpiecznego dzieciństwa, kiedy wszystko było jasne, bo mama i był tata, i mama i tata mnie upokarzają, co prawda, no ale mam przynajmniej rodziców, wiem, kim jestem i wiem, że jestem na swoim miejscu.
5966:  MG - I jeszcze jedna rzecz, taki dzieciak, który nie ma żadnych granic i nigdy nie miał żadnych granic, może zrobić absolutnie wszystko, co Roman pokazuje wielokrotnie, masturbując się w swoim biurze,
5978:  MG - czy zaczepiając w pierwszym odcinku dziecko i mówiąc, jeżeli zrobisz home run, jeżeli zrobisz dobrą zagrywkę w tym odcinku, dam ci milion dolarów.
5989:  MG - Jemu nikt nie stawia żadnych granic i taki człowiek potrzebuje, żeby ktoś mu postawił granicę, upokorzenie z formą postawienia granic.
5998:  GW - Wiesz, to jeszcze pół biedy, że postawił przed nim ten czek, tylko podarł przed nim czek później.
6003:  GW - A ten milion by jemu nic nie zrobił tak naprawdę.
6005:  KMM - Piękne jest zdanie od Machako na czacie, że Roman prawie nigdy nie siedzi normalnie na krześle.
6010:  KMM - Często przybiera dziwne pozy, siada na oparciach, pokłada się, czasem nawet do góry nogami siada.
6014:  KMM - Aktor mówił gdzieś tam o tym, że w ten sposób pokazywał jego nieprzewidywalność.
6019:  KMM - Wracamy do tej mowy ciała genialnej absolutnie Kalkina.
6021:  KMM - Zresztą to jest jedna z lepszych kreacji aktorskich w tym seriale.
6024:  BFP - To akurat ja słyszałem trochę odmienne zdanie wypowiedziane właśnie przez Kierana Kalkina, który powiedział, że reżyser zawsze zostawia im swobodę, jak chcą...
6034:  BFP - są bardzo precyzyjni jeżeli chodzi o dialogi, ale zostawiają im swobodę tak zwanego scene blocking, czyli jak oni się będą poruszali w scenie i tak dalej i on zawsze siada w różnych pozycjach, to bardziej jest jakiś odruch Kiarana Kalkina, który lubi się bawić tą postacią niż to jak faktycznie została napisana ta postać, natomiast
6051:  BFP - Roman, czy możesz się śmiać na poziomie głośności wszystkich innych ludzi?
6055:  BFP - Nie wzięliśmy cię z hodowli hien.
6056:  BFP - To jest jeden z najlepszych tekstów, jakie słyszałem, obok galonu mleka.
6059:  BFP - Ile kosztuje galon mleka?
6061:  BFP - Na co Kieran, czy Roman odpowiada, mleko, mleko, kawa, kto pije mleko?
6066:  BFP - Chyba tylko kociaki i perwersy.
6068:  BFP - Ja muszę tutaj złożyć jeszcze ręce do braw dla samego aktora, wspomnianego Kierana Kalkina, który dał najlepszą kreację aktorską w tym sezonie, moim zdaniem.
6078:  BFP - Miał dużo dobrego materiału, ale był wybitny.
6081:  BFP - On był przyćmiony przez chociażby takiego wspomnianego już przez Krzysztofa Jeremiego Stronga, metodycznego aktora, no i wielu innych fantastycznych jak Brian Cox, ale tutaj...
6094:  BFP - Szczególnie, kiedy zniknął Logan przed połową sezonu.
6096:  GW - Dostał tą przestrzeń na wykazanie emocji i to faktycznie pięknie zeksplorował, to jest fakt.
6104:  MG - Ja powiem, dlaczego najbardziej podziwiam Keerana Culkin'a, bo tą rolę najłatwiej położyć.
6109:  MG - Najłatwiej położyć rolę błazna, po prostu przerysujesz go, zagrasz go z przesadną enfazą.
6114:  MG - A on gra błazna w taki sposób, że my rozumiemy, że ta błazenata czemuś służy.
6120:  MG - Ta błazenata służy temu powiedzeniu, tak ja mam maskę, ja jestem klaunem, bo gdybyście zobaczyli prawdziwego mnie, to byście będą gardzili.
6127:  MG - Widać, że to jest na dnie.
6129:  KMM - On jest nieprawdopodobnie też labilny w tym, co robi.
6133:  KMM - Nikt nie jest w stanie nigdy uzyskać od niego poważnej wypowiedzi na jakikolwiek temat, co staje się problematyczne wtedy, kiedy dostaje właśnie co jakiś czas władzę i się okazuje, że on w ten sposób też chce komunikować komunikaty marketingowe albo narracje do pracowników, skutkiem czego przecież pamiętajmy, że zostaje wysłane na to komiczne szkolenie z zakresu zarządzania.
6154:  MG - Co znowu jest upokorzeniem.
6155:  KMM - Co znowu jest pokorzeniem, tak.
6157:  KMM - Ale ono jest przerażające, bo zauważcie, że tam w którymś momencie on nie jest w stanie fizycznie udzielać się i od razu znajduje sobie jakieś proxy, które za niego będą robić rzeczy na tym szkoleniu.
6170:  KMM - On nie jest w stanie absolutnie.
6172:  KMM - zyskać takiej integracji w ramach struktury osobowościowej.
6176:  KMM - W związku z powyższym cały czas przybiera, ja bym powiedział nawet, że on przybiera różne maski, bo on też w stosunku do rodzeństwa przybiera taką maskę nie tyle błazna, co właśnie takiego mikroopresora i złośliwca, który jest w stanie
6190:  KMM - wyciągnąć najgorsze rzeczy, no przecież to jest człowiek, który jest w stanie wyprowadzić Kendala z równowagi tak, że on od zera do setki idzie w ciągu dziesięciu sekund, jak w tej scenie, kiedy wiedział w co uderzyć, to znaczy uderzyć w jego dzieci, bo to jest ten jeden słaby punkt, który Kendall ma, prócz oczywiście życia w cieniu swojego ojca, ale to jest akurat ta druga rzecz, która łączy wszystkich w rodzeństwie, no więc Roman jest wściekle inteligentny w tym zakresie, że on doskonale wie, co zrobić, co komu powiedzieć,
6220:  KMM - żeby dopiec.
6221:  KMM - No tylko, że problem polega na tym, że nie... to jest nieprzewidywalne kompletnie.
6225:  KMM - To znaczy, on nie zyska władzy wskutek tego, że komuś dopiecze, ale coś zyska.
6230:  KMM - I to jest za każdym razem hazard.
6232:  MG - Mam jedną prośbę... Dlatego powiem, że udało mu się też od zera do setki rozpędzić szlif, kiedy go uderzyła.
6237:  MG - Aaa.
6237:  MG - On jej oddał, wywiązuje się między nimi szarpanina i Tom otwiera drzwi.
6242:  S03 - Ale wie, że musiałby zainterweniować i zrobić coś jednemu z rojów, więc zostawia swoją żonę.
6248:  S03 - Tak.
6250:  S03 - Mam jedną napastę brata.
6251:  KMM - Dlatego ja mówię, że naprawdę Tom nie kocha Shiv, on kocha tylko jej pieniądze i on to zresztą mówi wprost w którymś momencie, jak z nią rozmawia.
6260:  KMM - Jeden jedyny poryw szczerości, który mają w swoim apartamencie, po ich zresztą swoją drogą spektakularnej kłótni, którą mieli.
6268:  KMM - On mówi wprost, że on zawsze kochał pieniądze i on to uwielbia.
6272:  KMM - I to jest ten moment, w którym on mówi szczerze o uczucia.
6275:  KMM - Jasne, że tam wchodzi właśnie w tę rolę dobrego męża, tak samo jak on potrafi świetnie wejść w rolę świetnego pracownika, który będzie znakomicie sobie radził, ale we wszystkich rozmowach kuluarowych wychodzi z niego, że jest katastrofalnym zarządcą, katastrofalnym menadżerem, beznadziejnym pracownikiem, nie jest w stanie sobie poradzić.
6294:  KMM - Ale jest tu Jan.
6295:  KMM - z jakąkolwiek sytuacją, ale właśnie jest lojalny.
6297:  MG - Ale był gotów iść do więzienia za Logana.
6300:  MG - Notabene, Logan nie miał problemu pierwotnie z tym, żeby jeden z jego synów poszedł za niego do więzienia.
6305:  MG - A propos tego, jakim jest mężczyzną i jakim jest ojcem.
6308:  BFP - Mam jedną prośbę techniczną do ciebie, Marcinie.
6310:  BFP - I powiem ci coś, czego Roman nigdy nie usłyszał.
6312:  BFP - Żebyś wchodził z trochę mniejszym impetem,
6315:  BFP - z każdą swoją frazą, albo troszeczkę dalej od siebie trzymał mikrofon, bo sprzęga momentalnie.
6320:  MG - A, bo przebitki.
6322:  MG - A, to mogę go odsunąć.
6323:  MG - Przypominasz mi to, co powiedział kiedyś mi mój trener szermierki, kiedy powiedział... Wchodź z mniejszym impetem, Marcin.
6328:  MG - Marcin, to bardzo dobrze, że ostro wchodzisz, natomiast masz problemy z kończeniem.
6333:  BFP - No właśnie.
6336:  BFP - Drugi z braci Royów, Kendall, który jest w moim odczuciu największym przegranym tej serii, być może zasłużenie.
6346:  BFP - Powiedziałem już, że uważam go za najbardziej żałosną postać, żenującą bez wątpienia, ale jedną z najbardziej żenujących postaci.
6356:  BFP - Jego ojcostwo czasem okazuje się gorsze niż ojcostwo Logana względem niego samego.
6363:  BFP - Jego rozumienie miłości jest straszne, jego próby wytłumaczenia tego, co robi w biznesie, perspektywą tego, co robi dla dzieci są straszne, a jego niedecyzyjność, paraliż, w który wpada, nie różni się zbytnio od tego, w jaki paraliż wpada Roman.
6378:  BFP - Roman przynajmniej potrafi to przed sobą przyznać, a Kendall się po prostu wtedy jąka albo wycofuje.
6384:  BFP - Ciekawie było zobaczyć Kendala tak przegranego na koniec.
6388:  BFP - Zauważcie oczywiście, że Logan był sadystą.
6391:  BFP - Jeżeli posadził siedmioletniego syna i powiedział mu, to wychodzi w tym odcinku, że ty będziesz moim następcą, powiedział to wszystkim.
6397:  BFP - Tak jak powiedział Roman, a mnie powiedział ostatniemu.
6399:  GW - Tak.
6399:  GW - Tak, ale to było piękne targowanie, bo znowu wychodzą z nich takie tak naprawdę nie wewnętrzne dziecko, tylko takie rozwydrzone gówniarze.
6407:  GW - I właśnie w tych wszystkich chwilach konfliktowych nie wychodzą z nich dzieci, takie rezolutne dzieci, które domagają się czasami swojego, tylko po prostu rozwydrzone gówniarze.
6421:  GW - I to jest największy problem z tego wszystkiego.
6424:  GW - Kendall zresztą
6425:  GW - jako jedyny ma faktycznie merytoryczne podstawy do tego, żeby prowadzić jakiś biznes, ale ojciec nie przekazał mu tej praktycznej wiedzy, która pozwoliłaby mu przeżyć w korporacyjnym biznesie.
6437:  GW - Jednocześnie cały czas zabiegał o jego uwagę i
6443:  GW - On sam czuł się właśnie wyjątkowy, namaszczony, przez co starał się z jednej strony względem ojca jakoś mu zaimponować i myślał, że małpując go, nie znając całej taktyki, nie znając tego, z czego wynikają określone zachowania, próbował po prostu przenosić jakieś bonmoty właśnie chociażby z hip-hopu czy jakieś uliczne odzywki względem poważnych ludzi biznesu, bo jak wyglądały jego pierwsze negocjacje,
6473:  MG - To jest jedna z moich ukochanych scen, kiedy jego rozmówca mówi, że przepraszam, ale nie popieram tego rodzaju języka.
6483:  GW - A to to już z bankiem, ale to chodziło mi jeszcze o frienda tego gościa, który jest... Tak, tak, ale to właśnie z tym właścicielem tego... Woltera.
6494:  GW - Tak, Volterra to jest jedno, ale właśnie później z tym bankiem to to była jedna wielka tragedia.
6501:  GW - Przecież jak można mówić do ileś lat starszego gościa po prostu... Bro, dude, I mean, bro, for real?
6507:  KMM - But not fuck you, you ready to fuck?
6509:  KMM - Ale zwróćcie uwagę, że właśnie te frazy, które oni mają są też czymś, co ich łączy, bo Filip wspomniał o jąkaniu się.
6516:  KMM - Oni się wszyscy jąkają.
6518:  KMM - Roman się jąka, Siv się jąka, Kendall się jąka.
6519:  KMM - Jakie jest najczęściej powtarzające się słowo w sukcesji?
6522:  KMM - i oho, fuck, nie, oho, okej, bo drugie w kolejności to będzie fuck, bo oni wszyscy zachowują się tak, aby mieli zaawansowanego Tourette'a, ale to dlatego, że no cóż, w jakiś sposób starają się właśnie tą siłą emanować, co ciężko jest w momencie, w którym człowiek nie jest w stanie złożyć składnej wypowiedzi.
6541:  KMM - Zauważcie, że jak porównamy na przykład Shiv, która z nich wszystkich jest najlepszą mówczynią, z Caroline, to Caroline jest mistrzynią one-linerów, ona
6549:  KMM - powie siedem słów i człowiek zostaje z tą dziwną miną, jak to Tom kiedyś pięknie ujął, że właśnie twoja matka wyraziła we mnie sztylet, ale nie wiem, czy tak naprawdę się to stało.
6561:  KMM - Na to Szliff odpowiada, no mniej więcej wykrwawisz się za godzinę.
6564:  KMM - To tak działa.
6565:  KMM - Ona nie jest w stanie zrobić czegoś podobnego, w związku z powyższym stara się jakoś substytuować te braki retoryczne właśnie wstawkami takimi siłowymi, ale to jest przerażające właśnie z tego względu i zrozumiałem, że to jest intencjonalne, jak w pierwszym sezonie, którego robiłem rewatch, Logan Roy w którymś momencie zaczyna przedrzeźniać Kendala.
6584:  KMM - No i co chcesz powiedzieć?
6585:  KMM - To jest, moi drodzy, właśnie ta przerażająca sytuacja, w której widzimy, że zgnojony człowiek, któremu nigdy nie dano się wypowiedzieć, którego nigdy nie słuchano, nigdy nie traktowano poważnie, nawet jeżeli usiłuje to zrobić, nawet jeżeli ma wszystkie asy w rękawie, to nie może, bo zostanie w najbardziej prymitywny sposób przygwoźdzony przez oponenta.
6603:  KMM - To pokazuje, jak mogły wyglądać rozmowy w tym domu, czego swoją drogą przebitkę dostaliśmy w czwartym sezonie, gdy pokazano nam nagranie takie z kamery, bo skąd inąd by indziej, pochodzące, pokazując jakieś dziwne konkursy oratorskie, retoryczne, że w którymś momencie Connor, któremu rzadko się coś udawało, wygłosił jakąś Filipikę na wzór Logana Roya, ktoś inny zaczął śmierć,
6630:  KMM - Oni się wszyscy zachowywali tak, byli w teatrze i Logan się świetnie przy tym bawił, z czego można przypuszczam domniemywać, że pozostała część rodzeństwa albo grała w tę grę, albo właśnie w nią przegrywała i tym bardziej pogłębiały się te ich niedostatki.
6645:  GW - A jeszcze wracając do Kendala, bo jego zachowanie względem ojca, no to właśnie to zabieganie, powiedzmy, o aprobatę jak u wszystkich, właśnie objawiało się takim wychodzeniem z pozycji władzy, a jednocześnie wszelkie problemy on topił w używkach.
6662:  GW - W pracoholizmie, bo nie miał czasu dla swoich dzieci, tym samym stając się powoli swoim ojcem.
6668:  GW - W narkotykach, w seksie, w alkoholu, przez co lądował na odwyku i miał różne przygody, które też właśnie przez to, jakie generował sobie poczucie pustki po rozwodzie z żoną,
6687:  GW - Wystarczy zobaczyć, jak bardzo szedł, tak na 1000%, ta amplituda po prostu niesamowicie skakała w momencie, kiedy poznał się z tą aktorką ze spektaklu Willie.
6703:  GW - Wziął ją od razu na imprezę rodzinną.
6706:  GW - miał jakieś wybuchane plany, które po prostu nie miały szansy zaistnieć, a potem wystarczyło tylko skrzywiona mina ojca, dezaprobaty względem jego nowej partnerki i nagle znowu zmiegli się z nią ze mną.
6720:  BFP - Wysłał ją do domu, wysłał ją do helikoptera.
6722:  MG - Tak czysto biznesowo, Kendall po części uosabia to, o czym śpiewał Kurt Cobain, kiedy śpiewał I'm worst at what I do best.
6732:  MG - Jestem najgorszy w tym, co robię najlepiej.
6734:  MG - To znaczy, całym jego życiem jest biznes, ale ilekroć go widzimy przy robocie, to jest katastrofa.
6740:  MG - Widzimy, jak pitchuje.
6741:  MG - Jest tragiczny.
6743:  MG - Nie umie zrobić pitchdecka, mimo, że władował w przygotowanie go 200 milionów dolarów i naprawdę ekipę ekspertów.
6751:  MG - Nie umie negocjować.
6752:  MG - To jest aż śmieszne, jak on negocjuje.
6754:  MG - On zawsze popełnia ten sam błąd.
6756:  MG - Mianowicie, on fałszywie wierzy w to, że z faktu, że ktoś go o czymś zapewnił, to tak będzie.
6762:  MG - On fałszywie wierzy w to, że ludzie są po jego stronie.
6766:  MG - nie umie dopiąć najprostszej sprawy.
6768:  MG - Za każdym razem się okazuje, że czegoś zabrakło na ostatniej prostej.
