🔴 Uruchamiamy wsparcie Bez/Schematu! || Q&A Bez/Schematu #2
🔗 https://www.youtube.com/watch?v=tdBwISPwGLU
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)

0:  KMM - Bikłeś, jestem już w telewizji.
6982:  BFP - Ja byłem tym zachwycony, więc czy widzicie, co sądzicie?
6988:  BFP - Ja mówię, to jest potrzebne.
6989:  KMM - Zresztą The Rogue One nawiązywał do czasu apokalipsy, do poważnego kina wojennego, naprawdę mainstreamowego nazwijmy to i zrobił dla świata Gwiezdnych Wojen wiele, szczerze mówiąc, wiele więcej niż dobry kinematograficznie film Rianna Johnsona z The Last Jedi, który wszelako był oczywiście najgorszym krapem, jeżeli chodzi o film Gwiezdno-wojenny i świadectwem kompletnego niezrozumienia człowieka, który robi inne filmy dla narracji fantastycznych, absolutnie.
7020:  KMM - Moi drodzy, lecimy dalej.
7022:  KMM - Zatem.
7023:  KMM - Lecimy.
7024:  KMM - Tak jest.
7024:  KMM - Wszystko wskazuje, pisze urojony na to, że Rings of Power, aaa, wróciliśmy, Amazonu, pójdzie tą samą drogą amerykanizowania fantastyki wzorowanej na europejskim średnim mieczu jak wiedźmi.
7035:  KMM - Już zdążyła się przypiąć łatka, że każdy, kto ośmieli się krytykować ten tren, musi być prawakiem i konserwatystą, a ważne, żeby krytyka tego wychodziła przede wszystkim ze środowiska lewicowego, bo jest to jakaś pomyłka w realizowaniu tej idei lub po prostu jej chwalenia.
7047:  KMM - Ja powiem ze swojej strony to, co zawsze mówię, to znaczy uważam, że sprowadzanie tego właśnie do polityki jest straszną szkodą, ponieważ umyka nam krytyka.
7057:  KMM - Ja jestem w stanie krytykować i jak mam nadzieję nawet w tym shortzie pokazałem The Rings of Power nawet bez zająknienia się o kolorze skóry jakiejś postaci, tylko po okazywania, że jeżeli chcemy rzeczywiście...
7068:  KMM - szukać czarnoskórych postaci, to są w świecie Tolkiena i nie musiałem do tego powiedzieć, i dlaczego ta grasznoludka ma czarny kolor skóry, i w ten sposób nikt nie jest w stanie polemizować, tak?
7078:  KMM - Więc jak chcemy krytykować serial, to po prostu nie wystawiajmy się na łatwe batorzenie ze strony ludzi, co do których wiemy, jakiego użyją argumentu, nie?
7087:  KMM - bo my doskonale wiemy, jakie będą reakcje na to.
7090:  KMM - Co więcej, podejrzewam, że to jest całkowicie umiejętnie i celowo sterowane przez korporacje, które produkują te seriale.
7096:  KMM - Oni wiedzą, że będzie skambal, wiedzą, że będą nagłówki mówiące, że to jest niezgodne z legendarium Tolkiena, bo nie są idiotami.
7102:  KMM - Aż tak, ba, aż tak, aż tak.
7104:  KMM - Oni wiedzą, że robią coś, co jest niezgodne z oczekiwaniami widzów i na tym grają.
7108:  KMM - To się nazywa subverting expectations, prawda?
7111:  KMM - I na tym zresztą połowę praktycznie podcastów robi NerdRotic,
7115:  KMM - razem z Critical Drinkerem, Molerem i całą resztą, którzy też są troszeczkę po takiej powiedzmy centroprawicowej stronie YouTube'a, ale bardzo słusznie pokazują, że to są strategie celowe, totalnie celowe.
7129:  BFP - To dwie rzeczy.
7130:  BFP - Pierwsza...
7132:  BFP - Zibril napisał, a macie plany powrotu do Cyberpunk'a 2077 z okazji wersji 1.5?
7138:  BFP - Krzysztof, nie odpowiadaj.
7140:  BFP - To ja powiem, ludzie, my pięć godzin się przygotowujemy dla takiego live'a.
7145:  BFP - Dla was.
7146:  BFP - Pięć godzin, naprawdę.
7148:  BFP - Jak wy nas bombardujecie w trakcie newsami, które spłynęły, nie wiem, godzinę przed live'em, że o, Cyberpunk wchodzi teraz na Next Geny, o, Bioshock będzie okręcony przez Netflixa, to my nie wiemy w ogóle, my chcemy kuwa...
7161:  BFP - przerzucić się na jakąś zakładkę obok i czytać, co tam się dzieje.
7164:  KMM - Godzinę temu ja uczyłem Filipa, jak używać nowego mikrofonu.
7168:  KMM - Czuł.
7170:  BFP - Tak.
7171:  BFP - Krzysztof w ogóle przycinał scenę, żeby nie było widać koca mojego obok tutaj, który wytłumia mi lepiej, wiecie, dźwięk, żeby to nie brzmiał.
7178:  KMM - Tak, jest taki mainstreamowy koc, jest.
7179:  BFP - Więc wiecie, nie oczekujcie od nas zbyt dużo.
7183:  BFP - Szczególnie, jeżeli coś wydarzyło się w przeciągu pięciu ostatnich godzin, bo jesteśmy perfekcjonistami, którzy dla was, drodzy
7191:  BFP - Drodzy schematosceptycy, musiałem sprawdzić.
7196:  BFP - Cóż dla was, drodzy schematosceptycy, przygotowują najwyższej próby posiłek.
7200:  BFP - Niepamięć udziela?
7205:  BFP - Jeszcze będą z ciebie Krzysztofy.
7206:  BFP - Nie, nie.
7207:  BFP - Moja niepamięć to jest niepamięć, a twoja niepamięć to jest memento, a twoja niepamięć to jest oblivion.
7212:  BFP - To jest...
7218:  KMM - To jest pocisk on point.
7219:  KMM - To był pocisk ziemia-powietrze-ziemia z głupicą atomową wielostopniowy, który dotarł do mojego biednego bunkra i go rozpierdzielił na oko ziemską.
7231:  BFP - To był pocisk ziemia-powietrze-Krzysztof.
7233:  KMM - Tak, ziemia-powietrze-Krzysztof.
7236:  BFP - Tak było.
7238:  BFP - Krzysztonow.
7239:  BFP - Ark fantazy wzoruje się na renesansie.
7241:  BFP - Nie wiem o czym mówisz, ale chciałem polecić moje ulubione fantazy growe, jeżeli chodzi o RPGi, czyli Pillars of Eternity 1 i 2, które jest wzorowane na renesansie właśnie, a nie średniowieczu.
7254:  KMM - Ja muszę sprostować, to znaczy jest, słuchajcie, z fantazji jest trochę tak.
7258:  KMM - Pierwsza fantazja się odwoływała do takiej lotopii czy innego świata kreowanej w średniowieczu, no bo to był Tolkien, tak?
7264:  KMM - Jemu to było potrzebne.
7266:  KMM - Potem, w miarę upływu lat, no szczerze,
7270:  KMM - Bliskie są wam ideały Paladyna albo rycerza, który składa przysięgę rycerską, czy może losu fabrykanta, który jest, nie wiem, w XIX wieku i czytamy o nim praktycznie wszędzie i są filmy na ten temat, jest Dickens i tak dalej.
7284:  KMM - To już dla nas jest historia, taka trochę prehistoria i to się tak, ta granica się coraz bardziej zaczyna przesuwać, więc jest fantazy, która się wzoruje na Średniowieczu, Renesansie, ale także teraz najczęściej, jak zobaczymy sobie przegląd
7295:  KMM - seriali typu, nie wiem, Cieni Kość albo podobne, zwane fantastyką miejską Urban Fantasy, to one nawiązują raczej do XIX wieku, nie?
7304:  KMM - Nie wiem, ale się dowiem, też piszę, że praca streamera jest cięższa niż wydaje, to nie tylko gadanie do mikrofonu, to jest prawda, to jest prawda.
7309:  KMM - Tak samo, zresztą, jeżeli chodzi o umiejętnie przygotowywane szkolenia czy wykłady.
7314:  KMM - Są szkoleniowcy, którzy po prostu wbijają na Janka na białym rumaku i mówią, o, popatrzcie, jestem zajebisty i będę mieć prezentację sprzed czternych lat, a w przypadku wykładowców sprzed czterdziestu czterech,
7324:  KMM - i są też tacy ludzie, którzy aktualizują to, co mówią na bieżąco albo w oparciu o uwagi ludzi.
7332:  KMM - Lecimy dalej z naszymi pytaniami, bo jest ich dużo, moi kochani, dużo.
7335:  KMM - Boston1737.
7338:  KMM - Boston, niewiele brakowało.
7341:  KMM - Niewiele brakowało.
7343:  KMM - Z jakim przedmiotem szkolnym mieliście lub nie mieliście problemu?
7347:  KMM - To teraz, żeby było bez schematu, to zacznie Filip.
7351:  BFP - Przedmiot szkolny, z jakim nie miałem problemu, to oczywiście WF.
7360:  BFP - Ta ręka zapijana i sam się boję.
7365:  BFP - Były takie udane WFy, gdzie trzeba było biegać na przykład, to zawsze sobie radziłem świetnie.
7370:  BFP - Ale zawsze lubiłem język angielski i chyba nigdy nie miałem z nim dużego problemu.
7377:  BFP - Lubiłem polski, lubiłem historię.
7379:  BFP - Mój ojciec jest historykiem.
7380:  BFP - Mało tego, w podstawówce miałem zajęcia z moim tatą, a z kolei lekcję angielskiego z mamą mojego przyjaciela.
7387:  BFP - Także trzeba było się bardziej wykazać, a nie mniej.
7391:  BFP - Tak mały tip dla wszystkich, którzy mają rodziców, na przykład nauczycieli lądują z nimi w jednej szkole.
7397:  BFP - A takie przedmioty, które zawsze sprawiają mi problem, to na pewno fizyka, w sensie ja na przykład pokochałem astrofizykę i w takim sensie, że nie wszystko rozumiem, ale absolutnie fascynuje mnie astrofizyka, lubię czytać książki popularyzujące, jak na przykład, dobrze pamiętam, Brian Cox?
7412:  KMM - Tak, Brian Cox jest fizykiem popularyzatorem.
7414:  BFP - Właśnie, chociażby Brian Cox czy Mishio Kaku na przykład.
7419:  BFP - No to absolutnie uwielbiam tych astrofizyków, którzy szerzą tę wiedzę, bo to jest coś, co naprawdę buduje pokorę w człowieku.
7426:  KMM - I Neil deGrasse Tyson.
7427:  KMM - No, Neil deGrasse Tyson, oczywiście.
7429:  KMM - Nie mylmy go z Neilem Patrickiem Hallisem, bo to zupełnie ktoś inny.
7434:  KMM - Jeżeli chodzi o przedmioty szkolne u mnie, to w moim przypadku będzie to historia, którą zawsze bardzo lubiłem, ale miałem nieprawdopodobne szczęście do historyków.
7444:  KMM - Na tym kanale mogę nie narzekać, na szkołę śmiało, więc mogę to zrobić.
7450:  KMM - Żartuję trochę.
7452:  KMM - Akurat o tym wspominam często, że historycy to byli ci nauczyciele, którzy naprawdę zdawali egzamin.
7458:  KMM - W liceum miałem historyka, który uwielbiał Gwiezdne Wojny, więc on już kupił mnie od razu, nie?
7463:  KMM - Poza tym był, to był też doktor, świeżo doktoryzowany, chciało mu się bardzo.
7469:  KMM - Wcześniej miałem historyka, który nauczył mnie robienia notatek i z tym wiąże się pewna anegdotka, mianowicie byłem na studiach na Wydziale Polonistyki, to
7477:  KMM - Pani, która prowadziła zajęcia z metodyki, pani profesor, powiedziała, Krzysztof, to jest niemożliwe, żebyście się, niemożliwe, żeby nauczyli was notować w czwartej klasie szkoły podstawowej, ponieważ babania, które mam sprzed 60 lat, mówią, że umysł dziecka nie jest zdolny do nauczenia się notowania wtedy.
7496:  KMM - Więc ja powiedziałem, no to tak, no to absolutnie, skoro pani profesor tak mówi, to ja zapominam swoje doświadczenia.
7501:  KMM - To się nie przydarzyło, absolutnie nigdy tak nie było.
7504:  KMM - Nie, nie.
7505:  KMM - No więc mój historyk po zdawuce nauczył mnie notować, zajebisty człowiek, pozdrowienia dla niego bym przekazał, gdybym pamiętał jak się nazywał, przepraszam, ale nie pamiętam.
7514:  KMM - I jeszcze w gimnazjum miałem dobrego historyka, więc naprawdę miałem szczęście do historyków, historię zawsze lubiłem, bo to było przedmiot robione w formie pogadanek, ludzi, którzy olewali podręczniki, nawet historyk w liceum, dr Marcin Spurna, tego akurat pamiętam, serdeczne pozdrowienia dla Marcina, jeżeli tego słucha.
7531:  KMM - robił z nami taki mały konkurs, żebyśmy robili poprawki w podręczniku do nowej ery.
7534:  KMM - Przynosił podręczniki akademickie i pokazywał, gdzie są błędy.
7537:  KMM - Jak dobiliśmy do ponad stu, to mieliśmy ochotę się poddać.
7543:  KMM - Skończyłem moją bardzo długą... Tak, jakie było pytanie o przedmiot szkolny.
7548:  KMM - Krzysztof jak zwykle się rozpędził.
7552:  BFP - Albo Prometo mnie bardzo rozbawił.
7554:  BFP - Faktycznie złapał mnie na tym, na czym my się nawet czasami nie łapiemy.
7558:  BFP - Poczekaj, ja muszę to znaleźć.
7560:  BFP - bo to było bardzo dobre Krzysztof to jest kanał bez schematu powiedz coś dobrego no właśnie a okej bo tam był cytat ze mnie czy ja dobrze pamiętam było dopisane o Filip jeszcze dużo nauki przed tobą ale poczekaj bo mieliśmy na super czacie przepraszam bardzo czy to był super czat tak był super czat był steampunk magia rts czyli rise of legends że to wszystko w jednym rozumiem tak chyba tak
7584:  KMM - A to ja nawet nie znam Rise of Legends.
7585:  KMM - Ja znam tylko jeden Legends i to jest League of Legends.
7587:  BFP - Rise of Legends brzmi jak naprawdę wpychana mi na siłę w reklamach Facebooka gra mobilna, ale mam nadzieję, że się mylę.
7596:  KMM - Albo jeden z lepszych czwartków Slanesza.
7599:  KMM - Więc muszę ci zrobić ten kurs przyspieszony z Warhammer.
7604:  KMM - Dziękujemy Jakubie za super czat i witamy przy okazji Grzegorza Gierczyka w naszym gronie, które nazwiemy.
7611:  KMM - Które nazwiemy, na pewno.
7613:  KMM - Dorka pisze, że mój historica był wspaniałą osobą, ale żałuję, że nie poszłam z nim na fajkę na przerwę.
7617:  KMM - O, prawda?
7618:  KMM - Sermowento pyta, czy chcielibyście, by powstawało więcej dzieł powiązanych z innymi kulturami, afrykańską, indyjsko-bałkańską i żeby więcej twórców z takich kultur wychodziło do szerszej świadomości odbiorców?
7630:  KMM - Ja mam zacząć?
7631:  KMM - Znaczy ja mogę zacząć od Nnedi Okorafor, czyli afrykańskiej pisarki science fiction, bardzo niedocenianej, ale wydanej w uczcie wyobraźni.
7642:  KMM - Lagunę bodajże napisała, jeśli mnie pamięć nie myli.
7645:  KMM - I mega polecam.
7646:  KMM - W ogóle uczta wyobraźni to jest seria wzorowo prowadzona przez wydawnictwo MAC, bo właśnie stara się wychodzić poza ten amerykańsko-centryczny nurt fantastyki i pokazywać fantastykę różnych kultur.
7657:  KMM - I o ile pamiętam, też by pojawiły się tam
7659:  KMM - Znaczy tu nie są powieści, które są napisane przez indyjskiego pisarza, ale still osadzone w settingu indyjskim, mianowicie Rzeka Bogów McDonalda.
7667:  KMM - Ale też moja serdeczna przyjaciółka i znajoma, pani profesor z Uniwersytetu w Tel Awiwie teraz robi książkę International Fantasy Reader, bo właśnie rozpoznano problem taki, że przynajmniej w przypadku fantastyki, no mamy ten rdzeń amerykańsko-centryczny, a nie wiemy w sumie, jaką fantastykę pisze się...
7684:  KMM - w Japonii, tak?
7686:  KMM - Czy fantasy jest gatunkiem silnym w Japonii, czy nie?
7689:  KMM - Wiemy, że w mandze, tak?
7690:  KMM - Ale jak z literaturą?
7691:  KMM - To samo, jeżeli chodzi o afrykańską, brazylijską, hiszpańską i tak dalej, i tak dalej.
7695:  KMM - Więc tak, absolutnie propustuję to pytanie.
7700:  BFP - Ja szukam... Okej, World Fantasy Award.
7706:  BFP - Jest coś takiego jak World Fantasy Award, które miało...
7713:  BFP - formy statuetki Lovecrafta, H.P.
7716:  BFP - Lovecrafta.
7717:  KMM - Tak.
7718:  BFP - I bodajże rok temu, nie wiem czy to nie jest ta sama autorka, o której mówisz, czarnoskóra pisarka zdobyła nagrodę World Fantasy Award i był cały ten problem związany z tym, czy to się godzi, żeby dostawała statuetkę Lovecrafta, który otwarcie był rasistą.
7738:  BFP - w swoich dziełach.
7740:  BFP - Jeszcze raz ja biorę pewien kontekst też historyczny na Lovecrafta, ale można go śmiało nazwać rasistą.
7747:  BFP - I ja nie wiem, czy nie mówimy o tej samej pisarce,
7752:  KMM - Być może, musiałbym to sprawdzić, ale szybko dopowiem jedną rzecz, to znaczy ten problem związany z usunięciem podobiecenia Lovecrafta jest o tyle słaby, że można to było rozwiązać lepiej, bez schematu, mianowicie na przykład uczynić patrona statuetki, nie, co roku kto inny, co roku inny wybitny pisarz, pisarka fantastyki, taki rzeczywiście, który już nie żyje, jest uznany itd., lub uznana itd., itd.,
7776:  KMM - Na przykład uważam, że Ursula Le Guin absolutnie się powinna znaleźć na Satueckę.
7781:  BFP - Czekaj, powiedz Ursula... Ursula Le Guin.
7784:  KMM - Nie, nie, ale to na pewno.
7785:  KMM - To Ursula Le Guin jako autorka Zimnia Morza i całej reszty, nie?
7789:  KMM - Więc absolutnie ona się powinna pojawić w przyszłości może Margaret Atwood, ale nie chcę biednej Margaret Atwood uśmiercać.
7796:  KMM - Natomiast myślę sobie, że właśnie zamiast mówić o, usuńmy podobiznę Lovecrafta, bo był rasistą, trzeba raczej powiedzieć, okej, przejdźmy do innych twórców i ich upamiętajmy w ten sposób.
7805:  KMM - Tak sobie myślę.
7806:  KMM - Colorful Me pisze, że Marlon James też jest chyba afrykański, Czarny Lampard, Czerwony Wilk nie znałem i że w Japonii średnio, jeżeli chodzi o fantastykę, z tego co widziałem w księgarniach, raczej obyczajówki.
7815:  KMM - No proszę.
7816:  KMM - No więc, ale nie wierzę, że nie ma jakichś pisarzy, którzy są mało znani albo pisarki, a chcieliby debiutować, prawda?
7823:  KMM - I...
7825:  KMM - Z tym można byłoby jakoś walczyć.
7826:  KMM - Natomiast to jest ten sam problem, który jest w Polsce.
7828:  KMM - To znaczy fantastyka wydawana w Polsce ma bardzo małą szansę na przebicie się.
7833:  KMM - Dużo ludzi mnie pytało wiele razy, gdzie debiutować, jeżeli chodzi o fantastykę.
7838:  KMM - No i jest z tym problem, bo jest parę wydawnictw, które by to wzięły, ale większość wydawców niestety wybiera utwory fantastyczne, które są zagraniczne.
7847:  BFP - Mam to, przepraszam was.
7848:  BFP - Mam chyba, chyba, zaraz tylko potwierdzę,
7853:  BFP - i ja nie chciałbym przekręcić jej nazwisk.
7858:  BFP - Nowelist Nnedi
7862:  BFP - Okorafor, to jest nigeryjsko-amerykańska... Nigeryjsko-amerykańska... No to tak, tak, tak.
7869:  KMM - To jest ta sama, o której mówimy.
7871:  KMM - Czyli rzeczywiście... O niej właśnie mówisz, tak?
7872:  BFP - Tak, tak, tak.
7873:  KMM - Nnedi Okorafor.
7874:  KMM - Tak, tak, tak.
7874:  KMM - Dokładnie ta.
7875:  KMM - Dokładnie ta.
7876:  KMM - Nawet nie pamiętałem, że dostał World Fantasy Award.
7877:  KMM - Zasłużenie w każdym razie.
7879:  KMM - Druga z takich czarnoskórych pisarek, ale ona jest pochodzenia afrykańskiego i rodzina namiacana jest Amerykanką.
7885:  KMM - To jest N.K.
7885:  KMM - Jemisin.
7886:  KMM - Nora K. Jemisin.
7887:  KMM - Trylogia piąta pora roku.
7888:  KMM - Jak nie widzieliście tego...
7890:  KMM - Czytaliście?
7890:  KMM - To absolutnie warto.
7891:  KMM - Niesamowita proza.
7893:  KMM - Niesamowita.
7895:  KMM - Dziękujemy ser momentu za pytanie i lecimy dalej.
7898:  KMM - Michał Szkopiński, po raz drugi już wybrany przez nas, pyta, czy macie lub jesteście w stanie wybrać taką jedną książkę?
7904:  KMM - Jedną, Krzysztof!
7905:  KMM - Nie dziesięć, postaraj się, do której chcielibyście wrócić, gdybyście potrzebowali mocnego bodźca do zrewidowania swoich poglądów na temat rzeczywistości.
7912:  KMM - Chodzi mi o ten taki mentalny game changer.
7914:  KMM - U mnie to pewnie jedna z książek Harariego, Mindwell, Nisbeta albo Czarny Łabędź.
7917:  KMM - Dobra, sam nie jestem w stanie wymienić jednej.
7920:  KMM - Doceniam tę autokorektę.
7923:  KMM - Ja mam problem z wymienianiem zawsze jednej książki, więc dam szansę Filipowi na początek.
7929:  BFP - Ja nie...
7933:  BFP - W ogóle ja się chyba z Michałem znam z Facebooka i Michał tutaj wymienił w zasadzie te książki, które ja też polecam.
7943:  BFP - Właśnie Harariego, Mindware, Nisbeta, która jest jedną z najważniejszych książek, że tak powiem, budowania swojego umysłu.
7949:  BFP - Wybitna książka.
7951:  BFP - I Czarny Łabędź, oczywiście Nassima Taleb'a.
7955:  BFP - Natomiast ja pójdę tutaj w literaturę piękną, a jednocześnie science fiction.
7960:  BFP - To tak takim
7963:  BFP - książką, która przeprogramowała mój mózg, na pewno jest Blindside, czyli Ślepowidzenie Petera Wattsa, o której wielokrotnie rozmawiałem z Krzysztofem.
7972:  BFP - To jedna, ale coś, co przebiło to nawet, to jest właśnie trylogia wspomnień o przeszłości Ziemi Liu Cixina, czyli Problem Trzech Ciał, Ciemny Las i Koniec Śmierci.
7984:  BFP - Ja zostałem zabrany do świata pięciu wymiarów, jak ja to czytałem.
7988:  BFP - Po prostu...
7989:  BFP - O, jeżeli chodzi o astrofizykę, o której mówiliśmy, jeżeli chodzi o, nie wiem, Briana Coxa, jeżeli chodzi o Richarda Feynmana, jeżeli chodzi o Carla Sagana, nikt, żaden z nich nie zrobił dla mnie tyle, ile Liu Cixin swoimi wizjami, które są hard science fiction.
8005:  BFP - To jest coś niesamowitego.
8008:  KMM - No to będzie bez schematu, bo Filip wymienił fantastykę, ja nie wymienię fantastyki, to znaczy wymienię książkę Lines Brief History, czyli krótka historia Linii Tima Ingolda.
8016:  KMM - Ona nie została nigdy opublikowana.
8017:  KMM - Dla mnie to jest wzorzec tego, jak się powinno opublikować naukowo, to znaczy to jest książka napisana dla naukowców, ale jest napisana takim językiem, że każdy może ją przeczytać.
8026:  KMM - I niestety to jest styl pisania, którego się nie akceptuje w Europie i nie akceptuje się w Polsce i ludzie, którzy chcą tak pisać są...
8032:  KMM - Sekowani ze środowiska akademickiego, o czym wiem zmuszony od kilkunastu lat do pisania językiem cudacznym, przez który się nie da przebić.
8040:  KMM - Bardzo ubolewam.
8041:  KMM - O czym jest krótka historia linii?
8042:  KMM - O tym, że liniowość w naszej kulturze nie jest taka zła.
8045:  KMM - Mówimy dzisiaj liniowy na grę wideo, która jest liniowa, czyli ma...
8052:  KMM - Wydarzenia, które następują po sobie w takiej rurze z punktu A do punktu B i nie ma żadnych rozgałęzień.
8057:  KMM - A przecież najlepsze są ogrody o rozwijających się ścieżkach, rozwijających się ścieżkach jak u Borgesa.
8062:  KMM - Liniowość zła.
8063:  KMM - A Ingolt pokazuje, że wręcz przeciwnie, wystarczy jak linie potoczymy i pokazuje taki piękny przykład tego, w jaki sposób możemy nawigować po świecie, że możemy nawigować albo z punktu A do punktu B właśnie, ale są też inne linie, linie, które okrążają punkt A,
8076:  KMM - i przechodzą płynnie do punktu B i odwzorowują to nasze dynamiczne interesowanie się rzeczami, które są w świecie.
8083:  KMM - On to nazywa przejściem od trail following do wayfaring, czyli takiego błądzenia, szukania drogi w trakcie jak zwiedzamy to.
8090:  KMM - I jednym z takich przykładów, który przywołał było
8093:  KMM - Podążanie właśnie za szlakiem wytyczonym, bo ktoś nam powiedział, o wyjedziesz do jakiegoś kraju, to musisz zwiedzić to, to, to, to i to.
8100:  KMM - Ale jest też druga strategia, idź w miasto, poznaj ludzi, porozmawiaj z nimi, może się czymś zainteresujesz.
8105:  KMM - I to był dla mnie niesamowite odkrycie, do tego stopnia, że jak pojechałem kiedyś do Stambułu z mamą,
8110:  KMM - to powiedziałem im, daj spokój, schowaj ten smartfon, schowajmy to wszystko, nieważne, co tam polecają, po prostu idźmy, zobaczmy, gdzie nas nogi poniosą.
8117:  KMM - To jest totalnie obcy świat, nikt nie mówi językiem, którym mówimy i dobrze, zobaczymy, gdzie nas to zaprowadzi.
8123:  KMM - To była jedna z najfajniejszych wycieczek, jakie miałem w życiu.
8126:  BFP - Poczekaj, bo zacząłem pisać, już napiszę, ale zaraz też powiem.
8132:  KMM - To ja w tak zwanym międzyczasie czytam od Aleksandry B pytanie.
8135:  KMM - Panowie, czy widzieliście zdjęcia z planu LOTR Amazona, tak patrząc właśnie, jak będą wyglądać postacie?
8141:  KMM - Zastanawiam się, czy współczesne produkcje tak bardzo będą mieć już, że wszędzie obecna będzie poprawność polityczna i bycie na siłę multi-culti.
8149:  BFP - Przepraszam, ktoś, kto cię słuchał, ja się zgubiłem, ale kiwam głową.
8155:  BFP - Nie, nie, bo to jest ten moment, kiedy właśnie brain is the new sexy.
8159:  BFP - Pytacie, czemu patrzysz na Krzysztofa, jakbyś go naprawdę uważnie słuchał?
8162:  BFP - Bo są te fajne momenty.
8164:  BFP - On je oczywiście psuje, kiedy zaczyna używać swoich różnych głosów na zasadzie, no i wtedy przyszła do mnie pani i powiedziała, albo na przykład mówi, o, on są głupi.
8172:  BFP - I wtedy to odpada, tak?
8175:  BFP - Ale tak, jak trzyma ten float, jest po prostu taki, kurwa, ten gościu ma coś ciekawego do powiedzenia.
8181:  BFP - No.
8183:  KMM - A masz coś ciekawego do powiedzenia na temat pytania?
8187:  KMM - Aleksandry na przykład dotyczącej multikulti?
8190:  KMM - Czy mam też nawiązać do tego Filip?
8192:  KMM - Co robimy?
8194:  BFP - Ja tylko powiem, że życzyłbym sobie, żeby było więcej literatury właśnie opierającej się chociażby na przykład na animizmie afrykańskim.
8202:  BFP - na rdzennej kulturze afrykańskiej, bo też, co znaczy afrykańskie, no Afryka to jest kontynent, tak, i tam jest Afryka subsaharyjska, jest Afryka bardziej muzułmańska, czyli północ, bardziej białe RPA, znaczy bardziej białe RPA, kulturowo w takim sensie, że gdzieś tam kilka wieków formowania się tej burskiej społeczności, która prowadziła potem apartheid, więc tam jest masa rzeczy do wykorzystania i wystarczy, że tylko powiem, nawet nie mówiąc o książkach, dystrykt dziewiąty,
8233:  BFP - District 9, albo nawet Elysium, które jest także Nila Blokampa i także jest oparte na stylistyce i pewnym kontekście kulturowym wziętym z RPA i apartheidu.
8245:  BFP - Jemu szybko zaczęło się kończyć paliwo.
8247:  BFP - Swoją drogą District 10 został niedawno zapowiedziany, ale District 9 jest takim doskonałym przykładem tego, jak można stworzyć science fiction, który jest komentarzem wprost odnoszącym się do apartheidów RPA.
8259:  BFP - i tamtejszej struktury społecznej.
8260:  BFP - Więc wydaje mi się, że z tym naprawdę bardzo wiele można zrobić.
8263:  BFP - Zresztą literaturę to tak.
8265:  BFP - A jeżeli chodzi o jeszcze bałkańską, nawet moja wybraźnia tam nie sięga.
8270:  BFP - Bez schematu zawsze opierało się też, poza tym, co powiedziałem, że zawsze to ma być dla nas fun, to, że zawsze ma być to też dla nas wyzwanie intelektualne.
8278:  BFP - I to, co mnie kręci w bez schematu, to, że dzisiaj na przykład Krzysztono wrzucił dwie książki Ludwika Sztommy, których ja nie czytałem i chciałbym je przeczytać.
8287:  BFP - Same tytuły mnie zaintrygowały i tak samo, sorry, powiedz Krzysztof.
8291:  KMM - Nie, nie, ja nic nie mówię, nic nie mówię.
8293:  KMM - Kontynuuj, bo będziesz, że znowu ci przerwałem.
8296:  KMM - A nie chciałem.
8297:  KMM - Nie, bo ten rys, który zarysowałeś jest o tyle fajny, że możemy to teraz przeszczepić w odniesieniu do tego, o co faktycznie pyta Aleksandra, na Tolkiena, tak?
8307:  KMM - To znaczy wyobraźmy sobie narrację, myśląc bez schematu, która zaczyna się nie w miejscu, które kojarzymy, tak?
8312:  KMM - To znaczy nie w Gondorze,
8314:  KMM - Nie w Rohanie, nie w Walinorze, nie w Rivendell, nie.
8318:  KMM - Wyobraźmy sobie narrację, która rozpoczyna się w Rune.
8320:  KMM - Spytacie mnie, a co to jest Rune?
8323:  KMM - Aha, kto wie, co to jest Rune, tylko ten, kto się zagłębił w najdalsze zakątki Tolkiena.
8331:  KMM - I cały problem polega na tym, że
8333:  KMM - Właśnie w tym miejscu, gdzie jest to miejsce puste narracji, może wkroczyć show na runner i pokazać swoją alternatywną wersję historii.
8343:  KMM - Bo ma tam tak mało danych, że faktycznie można byłoby się przekonać, czy ten show runner ma talent.
8348:  KMM - Ale wiecie, na czym polega problem.
8350:  KMM - Oczywiście, problem polega na tym, że ten show runner nie ma talentu.
8353:  KMM - I boją się grać w Wabang, tylko wybierają bezpieczne rozwiązanie.
8357:  KMM - Wybierzemy sobie Galadrielę i Elronda.
8359:  KMM - Ale żeby wkurzyć fanów, pokażemy ich inaczej, niż wyglądają w zasadzie.
8363:  KMM - I faktycznie.
8364:  KMM - A gdyby przenieść narrację właśnie w takie rejony świata Śródziemia, które są podobnie niedoreprezentowane jak w naszej kulturze Afryka czy inne tego typu rejony świata, to wtedy byłaby szansa na pokazanie tej innej fantastyki i innych rzeczy.
8379:  KMM - Mnie na przykład rozwaliło głowę kompletnie, jak się dowiedziałem, że Romestamo i Morimetar,
8383:  KMM - dwóch z pięciu Istarii, którzy podróżowali w zupełnie właśnie inne rejony świata na wschód, organizowało regularną rebelię przeciwko Sauronowi wśród Isterlingów.
8393:  KMM - I dzięki temu te zastępy Haradrimów, które się pojawiły na polach Pelennoru, były uszczuplone.
8400:  KMM - I to działa w ten sposób.
8402:  KMM - A gdyby...
