Krzysztof M. Maj vs. Dwie Lewe Ręce: Czy polską szkołę da się naprawić? (I uniwersytet też)
🔗 https://www.youtube.com/watch?v=UuqZSq7wIaw
JD (Jakub Dymek, Dwie Lewe Ręce)
KMM (Krzysztof M. Maj)
MG (Marcin Giełzak, Dwie Lewe Ręce)

5:  MG - Dzień dobry, przy mikrofonie Jakub Dymek i Marcin Giełzak, a to jest podcast Dwie Lewe Ręce.
2924:  KMM - Szybki skrót dla tych, którzy nie wiedzą o co chodzi, 2,5 tysiąca dolarów koszt publikacji artykułu, z czego to ten koszt płaci naukowcy.
2931:  KMM - Polski podatnik albo naukowiec z własnej kieszeni, a tych pieniędzy nie dostaje recenzent, czyli ten, który ustanawia naukowy walor tego tekstu i go weryfikuje.
2942:  KMM - Nie dostaje go również czasopismo.
2944:  KMM - Bardzo często dostaje go wyłącznie wydawca, którym jest w tym wypadku chociażby właśnie Elsevier, bo to są ich kwoty.
2951:  KMM - I w tej deklaracji Dora powiedziano, że te wyznaczniki, które zostały sporządzone, na przykład Impact Factor chociażby, czyli tak zwany wskaźnik wpływu prestiżu naukowego czasopisma, zostały opracowane i teraz jest etap, kiedy możemy się wszyscy pośmiać,
2968:  KMM - dla bibliotekarzy, żeby wiedzieli, które czasopisma kupować do bibliotek akademickich.
2973:  KMM - To jest w pierwszym akapicie deklaracji Dora powiedziane.
2976:  KMM - Więc każdy, kto kiedykolwiek wykorzystał ten wskaźnik do jakiegokolwiek ewaluowania naukowców, robił to wbrew intencji korporacji, która to nawet powołała, ale oczywiście...
2987:  KMM - Dobrze wiemy, że działał na korzyść tej korporacji, bo w tym momencie dochodzi do absurdalnej sytuacji, że to jest jedyny sektor biznesu, powiedziałbym, w którym ktoś płaci dwa razy za ten sam produkt, a potem jak go ma otrzymać, płaci jeszcze trzeci raz.
3001:  KMM - No bo raz płacimy w podatkach, drugi raz płacimy jako państwo prywatnemu biznesowi, a trzeci raz płacimy jako dziennikarz, który chce przeczytać wyniki polskich badań naukowych opublikowane w zagranicznej bazie naukowej.
3013:  KMM - I na to wszystko nałożone są polskie punkty,
3016:  KMM - które są czymś zupełnie innym, ale ja bardzo często słyszę argument, Krzysztof jesteś przeciwko punktom, ale proszę bardzo jest impact factor, więc skoro już ten argument mamy obalony, bo impact factor został powołany do czego innego i nawiasem mówiąc też są artykuły też przywoływane w deklaracji Dora, które mówią, że te dane są niejawne, nie wiadomo jak działa ten algorytm, nie wiadomo jak jest obliczany i tak dalej, i tak dalej, to możemy przejść do drugiej części, mianowicie tego, że w krajach postsowieckich, wszystkich praktycznie,
3042:  KMM - i w Rosji, i w Polsce, i w Czechach i tak dalej, funkcjonują te listy czasopism punktowanych, na podstawie których wykazuje się, że naukowcy, którzy publikują arbitralnie swoją drogą ocenione przez Ministerstwa czasopisma na ileś punktów, są lepsi od innych.
3057:  KMM - To jest już podwójnym absurdem i z bardzo prostego powodu.
3060:  KMM - Każdemu zwolennikowi tego systemu, bo on wiadomo jest prosty, to co prostackie to jest najlepsze, to cała Polska oświata niestety i nauka dobrze to pokazuje,
3070:  KMM - Mianowicie jesteśmy w stanie, jak minister Czarnek, z dnia na dzień sprawić, że czasopismo, które będzie się nazywało Mój Brązowy Świerszczyk, nagle będzie literem w badań z zakresu biologii molekularnej, ponieważ zależy to wyłącznie od tego, że ktoś przypisze punkciki.
3088:  KMM - Najprostsze rozwiązanie tej sytuacji jest następujące.
3091:  KMM - Czasopisma ocenia gremium dziesięciu naukowców, bierze ostatnie...
3095:  KMM - nie wiem, próbę artykułów z ostatnich 20 lat albo 50 lat dla czasopism prestiżowych, bo czasopismy prestiżowe prestiż swój budują latami, a nie w ciągu nocy i ocenia teksty, robi peer review, to co zawsze było w nauce i to co funkcjonuje dalej w nauce, mimo że ją zarządza korporacja, to dalej korzysta z peer review, nieopłacalnego, niewolniczego, ale peer review.
3115:  KMM - I w ten sposób żaden minister nie będzie w stanie z dnia na dzień sprawić, że cement, wapno, beton będzie mieć 200 punktów.
3122:  KMM - Więc jeżeli ktoś mówi, o, czarny zrobił, o, czarny, cement, wapno, beton 200 punktów, a nie zauważa tego problemu, jest profesorem,
3132:  KMM - To ja wracam do swojej tezy wcześniejszej, to znaczy zastanówmy się, komu dajemy habilitację.
3136:  KMM - Nawiasem mówiąc, Przemysław Czarnek też dostał od kogoś habilitację.
3139:  KMM - To nie jest ktoś, kto się pojawił jak pąk na wiosnę nagle, na łączce i och, nie wiemy skąd on się pojawił.
3147:  KMM - Było przynajmniej kilka osób, które napisało mu recenzję, bo na tym polega procedura habilitacyjna.
3152:  KMM - Zabrała się komisja habilitacyjna, która to zweryfikowała, a wcześniej jeszcze doktorat, magisterium, habilitacje przecież jeszcze głosowały w tamtych czasach rady wydziału całe.
3162:  KMM - Więc to nie jest tak, że takie przypadki się pojawiają znikąd.
3166:  KMM - Najprostsze rozwiązanie jak zawsze jest najtrudniejsze w tym przypadku.
3169:  KMM - Więc zbiera się środowisko naukowe i się ocenia.
3173:  KMM - I to samo swoją drogą dotyczy ocen szkolnych, tak?
3176:  KMM - Trudniej jest napisać ocenę opisową, ale zamiast wystawiać 56 ocen z kartkówek w ciągu roku, możesz feedbackować ucznia raz na miesiąc, tak?
3187:  KMM - Jednego ucznia raz na miesiąc, tak, to wciąż jest bardzo dużo czasu, ale to można zrobić i nauczyciele są tacy, którzy to robią.
3193:  KMM - Anna Schulz jest taką propagatorką zmiany zaczynającej się od tablicy i ona tak uczy matematyki.
3199:  KMM - To nie jest, żeby ktoś mi nie powiedział, że tak, to polskiego sobie tak możesz uczyć.
3202:  KMM - Nie, tam na przykład klasówka polega na tym, że ludzie rozwiązują zadania, a potem nawzajem siebie oceniają i feedbackują.
3208:  KMM - Nawzajem.
3209:  KMM - Więc też muszą mieć do tego określone kompetencje.
3211:  KMM - I potem nauczyciel wchodzi jako moderator i pomaga w tym.
3214:  KMM - To jest rzecz absolutnie idealna, jeżeli chodzi o taką ocenę, ale znowu ona wymaga tego, żeby siąść i zastanowić się nad tym, a nie przyjąć najprostszego rozwiązania.
3223:  KMM - I teraz powiem ostatnią rzecz niepopularną.
3225:  KMM - Pamiętamy ministra Gowina i czasy jego rządów.
3228:  KMM - Być może wspominacie również, jak były organizowane konferencje.
3232:  KMM - We wszystkich praktycznie miastach wojewódzkich były duże konferencje z udziałem akademików organizowane, na których to konferencja akademicy, zwłaszcza ci, którzy są dzisiaj bardzo głośni, nie stawiali się, nie dyskutowali.
3243:  KMM - Po prostu zakładali, że o, jest konferencja jakaś, poszli tam ludzie z samorządów, poszły władze dziekańskie, ponarzekały, popatrzyły na ministra, minister zrobił swoje decyzje.
3253:  KMM - I nie zostało to wykorzystane, ten oddolny ruch, który mógł być, w ogóle nie został w żaden sposób wykorzystany, ponieważ myślę, że zarówno środowisko akademickie, jak i nauczycielskie w Polsce cechuje kinizm, czyli jak to pięknie powiedział Mikołaj Marcela, taka predylekcja do tego, żeby...
3268:  KMM - narzekać w naszym gronie, że jest źle, a potem wracamy do swojego.
3272:  KMM - Ale ponarzekać jest oczywiście dobrze.
3274:  KMM - Ja sam narzekam i sam to lubię robić, ale równocześnie nie sprawia to, że mam problem z wdrażaniem trudnych, czasochłonnych i szczerze bardzo męczących rozwiązań w ramach mojej własnej pracy dydaktycznej.
3287:  JD - Wiesz, ja kiedyś czytałem artykuły naukowe doktora habilitowanego Czarnka.
3291:  JD - Zdziwi was to może, pod jakiś tekst tego potrzebowałem.
3295:  JD - I doszedłem do ciekawych wniosków.
3297:  JD - Otóż okazuje się, że minister Czarnek był naukowym specjalistą w jednej wybranej przez siebie dość wąskiej dziedzinie.
3303:  JD - To było, o ile nie pamiętam, historia ruchu antykomunistycznego na Lubelszczyźnie w dwudziestoleciu, czy tam zbrodnie NKWD w powiecie chełmskim.
3310:  JD - I to była jego specjalizacja, on tam sobie publikował różne artykuły.
3314:  JD - które rozumiem w tej swojej wąskiej dziedzinie były doceniane.
3316:  JD - Problem pojawił się i to jest ciekawe, dlaczego uczelnia właściwie na to pozwala i skąd się bierze ten mechanizm.
3321:  JD - Problem pojawił się wtedy, kiedy doktor wówczas, jak sądzę, tudzież doktor habilitowany Czarnek, postanowił nie być już tylko specjalistą od zbrodni NKWD na Chełmszczyźnie, tylko specjalistą od wszystkiego, od islamu w Europie, historii globalnej, lewicy, marca 68, ale nie żartuję, bo potem te jego teksty, w tych jego tekstach niby akademickich,
3340:  JD - nagle zaczynają się pojawiać na prawach cytatów, wiesz, artykuły publicystyczne albo takie pop-książki w rodzaju tam, wiesz, Benjamina Barbera, starcie, dżihad kontra mak, świat starcie cywilizacji i one, książki publicystyczne tam funkcjonują jako przypis naukowy, bo oto nasz naukowiec Skulu postanowił przestać być historykiem tam ruchu antykomunistycznego, tylko zostać historykiem cywilizacji wręcz i napisać o wielkich procesach.
3365:  KMM - Mhm.
3366:  JD - Ale ja nie wiem ani się nie porywam na diagnozę tego, czy to jest coś, czego można tym naukowcom jakoś, wiesz, zniechęcić albo postawić instytucjonalne bariery, żeby nie działo się coś, co się w Polsce rzeczywiście dzieje, że nagle, wiesz, profesor prawa jest w mediach ekspertem od organizacji ruchu drogowego w Warszawie, tak?
3383:  JD - Albo dendrolog od historii traktatów europejskich, ale to może jest problem mediów także.
3389:  JD - bo pani jest profesorem.
3390:  KMM - Tak, myślę, że to jest jeden problem.
3392:  KMM - Dwa, bardzo się zdziwiłem, bo ja znałem właśnie dorobek naukowy naszego ministra, ten późniejszy, właśnie publicystyczny, a wiecie, Waldemar Łysiak, to znaczy sadzimy sążne tezy o cywilizacji bez żadnego przypisu na wszelki wypadek, żeby nikt nie mógł zweryfikować.
3406:  KMM - Ale brak przypisów, brak odniesienia do biografii umiejętności weryfikowania źródeł naukowych to jest plaga, która jest w tym momencie bardzo rozpowszechniona, no bo wystarczy właśnie, że przywołamy jeden artykuł jednego człowieka i mamy rozwiązaną dyskusję w internecie, a tymczasem artykuł powinien być raczej początkiem tej dyskusji niż jej końcem.
3423:  KMM - Dlatego ja mogę jedynie ubolewać nad tym, że środowisko naukowe nie ma, odpowiadając na to pytanie, absolutnie żadnych procedur interwencyjnych w takich sytuacjach.
3431:  KMM - Jedyna procedura odebrania doktoratu jest realizowana wtedy, kiedy jest wykryty plagiat,
3436:  KMM - Natomiast problem polega na tym, że wykrywanie plagiatu, chociaż banalnie proste w naszej rzeczywistości, jest procedurą bardzo czasochłonną i wszystkie procedury, które znam trwają latami raczej.
3449:  JD - Ja tylko zaznaczę, że nie było moim postulatem, żeby komukolwiek na podstawie bzdurnych test, doktorat odbierać.
3454:  JD - Chodziło mi raczej o to, że widzę problem, nie wiem jak go rozwiązać, natomiast jest on realny, prawda?
3459:  JD - Bo nikt nie zabroni naukowcowi, który na czymś się znał dość dobrze, mocnego, silnego postanowienia, że zostanie ekspertem od wszystkiego.
3467:  JD - Wiesz, cytując jednego z polskich polityków, jak się bardzo chce, to wszystko można.
3471:  JD - Okazuje się, że nie tylko w tej partii się nie udało, mimo że bardzo chciała.
3476:  JD - Ale być może nie brakuje w Polsce naukowców, które te motto postanowili przekuć w rzeczywistość i zostać ekspertami od wszystkiego.
3482:  JD - Wrzucam to jako problem.
3484:  JD - Nie wiem, czy go w takim programie, nawet długim, jak nasz, uda się rozwiązać.
3488:  JD - Ale zjawisko jest realne, prawda?
3490:  JD - Zjawisko jest realne.
3491:  JD - Wydaje mi się, że ono w mniejszym stopniu istnieje w Stanach Zjednoczonych, gdzie jest dużo większa specjalizacja.
3496:  JD - I tam owszem, jasne, że są profesorowie, którzy się wymądrzają i wymądrzają się bardzo.
3500:  JD - ale jednak zazwyczaj w swoich dziedzinach, nie?
3502:  JD - Prawnicy wymądrzają się na temat prawa, geografowie na temat geografii, a literaturoznawczyni na temat literatury.
3509:  JD - Zazwyczaj tak to się dzieje.
3512:  JD - Noam Chomsky może być wyjątkiem, ale w Polsce to jest plaga, nie?
3515:  JD - W Polsce to jest plaga, bo w Polsce z kolei regułą wręcz jest, że właściwie nie ma żadnych przeszkód właśnie, żeby w mediach publicznych, nie wiem, no biolog komentował politykę zagraniczną Republiki Federalnej Niemiec, a glacjolog powołanie nowego rządu w Szkocji, tak?
3529:  JD - I
3530:  JD - Nie było żadnych przeszkód.
3531:  JD - Ale słuchajcie, obiecałem, że się odwołam do tych Stanów Zjednoczonych.
3534:  JD - To wbrew pozorom się wszystko łączy.
3538:  JD - W Polsce mamy olbrzymi kult Ameryki i ten kult się oczywiście rozciąga również na edukację.
3543:  JD - Myślę, że wyobrażenie przeciętnego polskiego publicysty o amerykańskim systemie edukacji jest takie, jakie wyciągną z seriali.
3550:  JD - To znaczy, że każda szkoła należy do Ivy League.
3552:  JD - Wszyscy uczą się w tych obluszczonych, pięknych szkołach.
3556:  JD - neogotyckich gmachach, gdzieś położonych na romantycznych wzgórzach Nowej Anglii, że ta szkoła jest... Mają te swetry zawiązane, wiesz, w ten sposób.
3566:  JD - Tak, tak.
3567:  JD - I wszyscy do tych szkół chodzą.
3569:  JD - Nikt za nie nie płaci, no bo w tych filmach nigdy nie ma momentu, kiedy trzeba zadzwonić do mamy tam po pieniądze na opłacenie uczelni.
3576:  JD - Wszyscy się są wypoczęci, kończą te szkoły, dostają świetne prace i tak dalej.
3579:  JD - I ta rzeczywistość oczywiście w Polsce, amerykańskiej edukacji jest niezwykle...
3584:  JD - wyidealizowana.
3585:  JD - Nigdy nie ma takich rzeczy, które ja widziałem na własne oczy, w rodzaju studentów i kadry tak zapracowanej, że naprawdę przysypiającej na zajęciach.
3596:  JD - Ludzi przychodzących na zajęcia w poplamionych kwartuchach ze Starbucksa, bo po prostu zapieprzają tak, że nie mają czasu się przebrać.
3602:  JD - I po prostu naprawdę przybiegają literalnie na zajęcia ubabrani kawą, żeby się nie spóźnić i nie stracić jakiegoś tam cennego np.
3610:  JD - stypendium czy refundacji, no to są rzeczy, których mimo wszystko w Polsce nie widziałem.
3615:  JD - Uczniów oszczędzających, studentów przepraszam, oszczędzających na opiece zdrowotnej, bo ich na nią nie stać, nie?
3619:  JD - I chodzących na zajęcia chorych, chorzy po prostu, tak?
3622:  JD - Bo nie mogą zapłacić za receptę w akademickiej klinice, która i tak niby powinna być częściowo chociażby refundowana.
3629:  JD - Tego mrocznego obszaru nigdy w Polsce właściwie nie ma, kiedy mówimy o tym.
3632:  MG - Ja tylko powiem, ale miałeś piękną historię swojego kolegi z uczelni, który w jeden miesiąc opłacał ubezpieczenie zdrowotne, w drugi miesiąc opłacał ubezpieczenie na samochód, ponieważ i zdrowie i samochód były mu niezbędne, żeby pracować i się uczyć, no ale nie mógł opłacać ich obydwu jednocześnie, więc to był po prostu rzut monetą, no orzeł albo reszka, w tym miesiącu wypadnie albo nie wypadnie.
3653:  JD - Tak, to znaczy nie był kolega z uczelni, ale akurat kolega ze Stanów, ale tak rzeczywiście robił to na zakładkę, to znaczy liczył, że w jednym miesiącu nie spotka go wypadek samochodowy, gdy jest kierowcą, a w drugim musiał liczyć, że nie spotka go wypadek samochodowy, gdy jest pieszym, bo miał tylko jedno ubezpieczenie na stałe.
3667:  JD - Ale przy tych wszystkich koszmarnych rzeczach, które można o amerykańskim systemie edukacji pod względem jakby jego całej społecznej roli powiedzieć, to jest jedna rzecz, która mi niezwykle zaimponowała.
3677:  JD - i którą bardzo bym, prawdę mówiąc, chciał, żeby przeszczepiono do Polski, mianowicie edukacja czy prowadzenie zajęć od podstaw.
3684:  JD - Gdy w Stanach Zjednoczonych jakiś przedmiot ma w nazwie 101, czyli że dotyczy podstaw, to można założyć, że tam się naprawdę ludzi będzie uczyło od podstaw.
3692:  JD - To znaczy przyjmie się założenie, że student czy studentka nie wie niczego.
3697:  JD - I na Geography 101 będzie tłumaczyło mu się, czym jest kula, że Ziemia jest kulą, potem, że ta kula się kręci, a wokół czego się kręci?
3705:  JD - Wokół Słońca.
3705:  JD - Czym jest Słońce?
3706:  JD - Słońce jest gwiazdą.
3707:  JD - I to może budzić u nas w Polsce uśmiechy, ale w gruncie rzeczy, jak ja sam się przekonałem, na uczelni publicznej, a nie prywatnej, jest systemem dalece bardziej efektywnym, ponieważ nie ma tego fałszywego założenia, że student musi już przyjść z pewną wiedzą.
3720:  JD - Tymczasem na polskiej uczelni, pozdrawiam Instytut Kulturoznawstwa we Wrocławiu, miałem na szewskiej takiego jednego profesora, który oczekiwał, że będzie z dziewiętnastolatkami rozmawiał o Heideggerze.
3731:  JD - I był śmiertelnie obrażony...
3735:  MG - To jest, proszę państwa, uniwersytet.
3737:  JD - Tak, ale wyobraźcie sobie to, panowie, znaczy on był, koledzy, on był śmiertelnie obrażony, że przychodzi do niego grupa, wiesz, dzieciaków, dziewiętnasto, dwudziestoletnich, czasami też niewyspanych, kamante zajęcia były czasami o siódmej, czasem ósmej trzydzieści rano, ciemno jeszcze zimą.
3750:  JD - Siódma i o Heideggerze, o kokaj.
3751:  JD - Tak, tak.
3752:  JD - I ten profesor był, wiesz, śmiertelnie zdziwiony, że...
3756:  JD - Nie znajduję sobie wartościowych rozmówców w grupie kilkunastu, wiesz, dziewiętnastolatków, którzy byliby w stanie podjąć polemikę o konceptach.
3762:  JD - Na temat design.
3762:  JD - Na temat design, dokładnie, tak.
3765:  JD - I to potem, jak poleciałem na studia do Stanów, jednak zostało ze mną i zawsze już ze mną zostanie, że jednak uczymy ludzi od pewnych, naprawdę od zera, z założeniem, że po tych trzech czy sześciu miesiącach
3776:  JD - ktoś, komu na zajęciach numer jeden trzeba było tłumaczyć, czym jest kula i czym jest ziemia i dlaczego się kręci, po tych sześciu miesiącach z kolei będzie miał już jakąś ugruntowaną wiedzę i będzie w stanie z mniejszą lub większą kompetencją jakieś podstawy zagadnienia dotyczącego geografii, fizyki, biologii, czy na przykład w moim przypadku metodologii badań politycznych, posiąść.
3795:  JD - Przepraszam za bardzo długi występ, ale pytanie moje do ciebie brzmi, czy ty zauważasz również ten w Polsce problem, czyli oczekiwania od w gruncie rzeczy bardzo młodych i nieuformowanych ludzi wielkich kompetencji?
3807:  JD - I czy myślisz, że taki pomysł kseromodernizacji, czyli przeniesienia tego schematu uczenia podstaw od podstaw, a nie wymagania od ludzi, że będą akademikami, gdy dopiero tego bycia akademikami się uczą, jest sensowny?
3821:  KMM - To co mówisz to jest taki bardzo ładny egalitaryzm szans edukacyjnych i elitaryzm profesji.
3827:  KMM - Znaczy, że kształcimy elitę kraju, która ma być profesjonalna, ma być fachowcami w swoich dziedzinach, natomiast dajemy wszystkim szansę i na to mamy dużą szansę w Polsce z uwagi na to, że edukacja jest przeważnie publiczna, zwłaszcza ta wyższa.
3842:  KMM - I uczelnie byłyby w stanie to udźwignąć bez żadnego problemu, myślę.
3846:  KMM - Zawsze biorąc pod uwagę fakt, że naukowcy już są zaangażowani w komitetach olimpijskich, które są taką ostatnią nadzieją dla mnie, jeżeli chodzi o alternatywne metody kształcenia względem sterowanej pełnej politycznie i z prymitywiałej matury.
3861:  KMM - dzięki reformom profesora Huntkego w górę.
3864:  KMM - Zachwyceni jesteśmy testami od tamtego czasu, podczas gdy Stany już wtedy odchodziły zasadniczo od takiego maniakalnego testowania.
3874:  KMM - Ta testoza chyba też najbardziej była widoczna w... Pamiętacie być może ten szał na certyfikaty IQ, tak?
3882:  KMM - I teraz wszyscy wiemy, że w zasadzie różne są metodologie i nikt tego jakoś specjalnie nie fetyszyzuje poza Dorotą Rabczewską.
3890:  KMM - Natomiast wydaje mi się, że w przypadku uczelni dalej mamy taką fetyszyzację właśnie kandydatów, którzy będą posiadali wiedzę bezużyteczną wyłącznie i my zweryfikujemy jaki procent tej wiedzy bezużytecznej jest, tylko że znowu ta sytuacja ugryzła nas trochę.
3906:  KMM - Już, bo mamy matury, które są projektowane rządowo w taki sposób, żeby za każdym razem były jak najlepiej 100% zdających, więc wspaniale, dzięki czemu na uczelnie możemy mieć satysfakcjonujące wskaźniki rekrutacji.
3917:  KMM - To jest właśnie pułapka myślenia cyframi, wykresami, wskaźnikami, że bardzo łatwo możemy przesterować je tak,
3924:  KMM - Żeby wszystko było ładnie, uspokoiło nas, że och, myśleliśmy, że jest źle z edukacją, ale na szczęście wyszedł ranking PISA, w którym to rankingu Polska jest przed Skandynawami.
3934:  KMM - Niestety ranking PISA nie baba satysfakcji z edukacji, taka jedna mała rzecz, ani poziomu kreatywności, ale to nieważne, jesteśmy w rankingu wyżej.
3944:  KMM - I to niewolnicze przywiązanie do rankingów różnego autoramentu wydaje mi się, że sprawia właśnie, że uczelnie w Polsce...
3953:  KMM - nie będą gotowe na to, żeby przyjąć gremialnie taki projekt, o którym mówisz, chociaż ja osobiście byłbym bardzo dużym tego zwolennikiem, wystarczyłoby właśnie zrobić różnego rodzaju kursy.
3962:  KMM - No ba, w zasadzie ja też to proponuję, mówiąc cały czas swoim kolegom i koleżankom, słuchajcie, musimy zrobić kurs pisania.
3971:  KMM - dla wszystkich, obowiązkowy na pierwszym roku.
3974:  KMM - Ale co ty Krzysztof mówisz, przecież oni zdali maturę.
3976:  KMM - Nieważne, matura nie uczy pisać.
3979:  KMM - Musimy zrobić taki kurs, będą problemy na wszystkich kursach, będą problemy na seminariach dyplomowych.
3984:  KMM - No i skutek tego jest taki, że ja jak w piąty już rok pracuję, teraz będzie szósty, cały czas uczę ludzi na całym moim seminarium dyplomowym pisania.
3992:  KMM - Nie uczę nic innego, nie ma w ogóle czasu na dyskusje merytoryczne, cały czas mamy warsztat.
3997:  KMM - To jest skutek.
4000:  KMM - rozpoznanie przyczyny problemu jest jeszcze przed nami.
4003:  KMM - Wydaje mi się, że pokładamy zbyt dużą ufność w tych wszystkich mechanizmach, które zostały wysterowane w taki sposób, żebyśmy wszyscy się czuli ze sobą dobrze.
4011:  KMM - Trochę tutaj gram do bramki, do której grają wszyscy ci, którzy mówią, że za moment będziemy mieli zadanie z matematyki pod tytułem, że farmer miał 16 kur i 4 krowy, pokoloruj wszystkie ładnie.
4024:  KMM - Trochę tak, tak postrzegam testy.
4027:  KMM - I uważam, że testowanie, zwłaszcza testowanie zamknięte, sprzyjało od lat w Polsce wytworzeniu umiejętności rozwiązywania testów.
4038:  KMM - I drugiej umiejętności rozwiązywania ich na czas.
4041:  KMM - Natomiast wiedza, która zostaje z tego, nie jest w żadnym wypadku takim doświadczeniem przeżycia jakiegoś testu.
4048:  KMM - jakiejś edukacji, jakiejś wiedzy, które zostaje z nami na lata.
4051:  KMM - I ludzie to zapominają po prostu, ale nauczyli się rozwiązywać testy.
4054:  KMM - Ja na przykład nigdy się nie nauczyłem rozwiązywać testów i miałem problemy.
4057:  KMM - I zawsze rozpoznaję ten sam problem u studentów.
4060:  KMM - Jeżeli ktoś nie umie rozwiązywać testów, to ja już mam taką lampkę w głowie, że być może myśli poza pudełkiem i warto w niego zainwestować.
4067:  KMM - No i ostatnia kwestia.
4069:  KMM - Myślę, że w Polsce właśnie wspomniane przeze mnie olimpiady są takim wentylem bezpieczeństwa trochę.
4073:  KMM - To znaczy olimpiada zakłada właśnie to, co mówisz,
4076:  KMM - że robimy wszystko od zera, odrzucamy to, co jest w podręcznikach szkolnych, tutaj masz listę wytycznych, zagadnień, nie obchodzi nas to, co umiesz, nie obchodzi nas to, co było w podręczniku, tutaj jest lepiej.
4088:  KMM - No i musisz się nauczyć do olimpiady i bardzo często ludzie, którzy sobie paradoksalnie nie radzili w szkole albo radzili sobie bardzo dobrze i trollowali na zajęciach, mają dobre wyniki w olimpiadach, bo tam jeszcze uczy się według tego starego trybu, są poluzowane trochę te wytyczne.
4102:  KMM - Oczywiście nie wszędzie i nie zawsze, ale na pewno dla mnie chociażby jako uczestnik Olimpiady z Polskiego było znaczące to, że na wypowiedź pisemną na próbnej maturze miałem 45 minut, a na Olimpiadzie 4 godziny.
4113:  KMM - I nagle się okazało, że bez tej presji czasowej, ja nagle pisałem dobre teksty, a wcześniej słyszałem, że ich nie umiem pisać.
4122:  MG - No jeżeli chodzi o te one on one, to mi się przypomina taka historia, jak na jednej konferencji debatowałem z kimś na temat francuskiej polityki i on bardzo podkreślił w pewnym momencie, że on ma tytuł naukowy, a ja jestem magistrem, no więc ja nie powinienem zabierać głosu.
4137:  MG - I ja wtedy zapytałem, czy byłoby łaska wymienić trzy największe miasta we Francji.
4142:  MG - Ja za niego wymienię pierwsze, Paryż.
4144:  MG - Jakie są dwa kolejne?
4146:  MG - Wymienił miasto jako drugie, które jest dziesiąte.
4150:  MG - Znaczy nawet podejrzewam, że to znalezienie Francji na mapy świata, które wie ile robią na polityce francuskiej 101, najpierw pokazują tu jest Europa, a tu leży Francja, to jednak ma pewien sens, no bo jeśli człowiek, który był absolutnie ekspertem, miał stopień i się wypowiadał, naprawdę nie był w stanie wymienić trzech największych miast w kraju, gdzie niby jest ekspertem, no bo w sumie
4175:  MG - od razu przechodził na poziom jakichś kwestii bardzo szczegółowych, a tych podstaw nigdy nie ogarnął.
4181:  MG - Natomiast pozwól, że skręcę w trochę inną stronę i zadam ci pytanie prowokacyjne.
4186:  MG - Zapewne nie ominęła cię dyskusja, którą zdetonował esej profesora Piotra Nowaka o hodowaniu troglodytów.
4194:  MG - Dla tych, którzy nie znają, streszczę tezę zasadniczą lekkim publicystycznym skrótem.
4201:  MG - Uniwersytet jest skończony.
4202:  MG - Nie naprawimy go, nie poprawimy go.
4205:  MG - Jedyne co możemy zrobić to zabrać uniwersytet z murów uczelni do prywatnych mieszkań, do prywatnych fundacji, na seminaria, które sami sobie zrobimy.
4217:  MG - I kiedy niedawno rozmawiałem z jednym z profesorów, to powiedział mi, co ja o tym myślę, to już się dzieje.
4225:  MG - My już tak robimy, że jak chcemy sobie porozmawiać o jakiejś książce, która właśnie wyszła w Stanach i jest dużym przebojem akademickim, to nawet sobie nie zawracamy głowy robieniem tego na uczelni.
4234:  MG - Pan profesor zaprasza do siebie do domu, siedzimy przy kawie, dyskutujemy, czasami dyskutujemy do drugiej w nocy.
4242:  MG - I jeżeli...
4243:  MG - chcemy zrobić sobie naprawdę jakościową konferencję naukową, wynajmujemy sobie salę, robimy to pod egidą fundacji i mamy lepszą konferencję niż jakakolwiek, na której byłem w zeszłym roku w ramach swoich obowiązków zawodowych, więc na uczelni musimy odfajkować swoje, a prawdziwy uniwersytet to już robimy między sobą.
4262:  MG - Jak ty byś się zmierzył z taką propozycją?
4265:  KMM - A i dużo mam wątków, bo po pierwsze sam doszedłem do takiego wniosku na uczelni.
4270:  KMM - Razem z moim przyjacielem wtedy założyliśmy fundację i robiliśmy konferencje naukowe i wydawaliśmy książki w open accessie.
4276:  KMM - Do dzisiaj są jeszcze dostępne, redagowane przez naukowców, profesorów z podwójną recenzją ślepą.
4283:  KMM - Wszystkich artykułów dostawaliśmy bardzo po głowie jako studenci, którzy odrzucali teksty profesorskie z książki, ale odrzucali je dlatego, że recenzja profesorskiego kolegi katedralnego była negatywna.
4294:  KMM - o czym uświadamialiśmy z radością na UJ-cie.
4297:  KMM - Natomiast nie uważam oczywiście, że w odniesieniu do akurat profesora Piotra Nowaka i jego książki jest to fortunne zagranie z tego prostego względu, że rzeczoną książkę wydał on właśnie w Fundacji Kronos, to po pierwsze, więc nie dziwię się, że sprzyja Fundacjom Naukowym, a po drugie tam się pojawiają takie profesorszczyzny, które w Polsce są bardzo charakterystyczne
4320:  KMM - a mianowicie poszukiwanie także źródła wszelkiego zła u studentów.
4324:  KMM - I to jest coś, czego ja bardzo nie lubię, ponieważ żaden bokser na ringu, który będzie okładał jakieś chucherko, nie będzie okrzyknięty przez nas czempionem.
4333:  KMM - Więc jeżeli profesor potrzebuje udowadniać swoją wyższość poprzez mówienie o studentach, że o, czego to oni nie umieją, no to ja odpowiadam, znajdź pan sobie sparing partnera w swojej kategorii wagowej.
