Kulturalny roast RINGS OF POWER | Co nie wyszło i dlaczego?
🔗 https://www.youtube.com/watch?v=mik_Its55To
DS (Dominika Skoczeń, Czerw Fantastyczny)
KMM (Krzysztof M. Maj)
WB (Wojciech Bryk, RuBryka Popkulturalna)
MK (Marcin Kończewski, Koń Movie)
ML (Michał Lipiński, Ponarzekajmy o Filmach)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

0:  Dziękuję.
4872:  WB - Te dialogi po prostu to jest momentami koszmar.
4875:  WB - To dźgnij, przekręć, wyciągnij, czy co tam takiego jeszcze.
4880:  MK - Był taki jeden cudowny z Galadrielą, kiedy jest pytanie do niej, to dlaczego ty cały czas dążysz, a ona, bo nie mogę przestać.
4892:  KMM - W zasadzie ona w tym momencie zapomniała, że ona straciła brata.
4896:  WB - Tak.
4896:  KMM - Znaczy ja już widzę te ogłoszenia w Gońcu Rochańskim, gdzie Morgoth płakał jak sprzedawał o palandirach.
4904:  KMM - Ja to widzę już oczyma wyobraźni.
4906:  KMM - I wiecie co, najlepiej to świadczy o tym, że faktycznie można byłoby z tego zrobić coś na wzór Terry'ego Pratchetta, tylko że w Śródziemiu i zrobić z tego totalną bekę i naprawdę by się to oglądało lepiej, bo przynajmniej wszyscy mielibyśmy fajny polew z tego.
4920:  KMM - Innego rodzaju.
4921:  BFP - Liczę na takie montaże na YouTubie, które będą miały najlepsze kawałki.
4924:  BFP - Szczególnie teraz, jak już się zakończył serial.
4926:  BFP - Wojtek w ogóle wymiatasz, ponieważ jest generalny konsensus na czatach.
4931:  BFP - Dziękujemy za Wojtka.
4933:  BFP - Także... Ale kurde, tych rzeczy było rzeczywiście tak dużo, że jakbyś nam tutaj wymyślił teraz jeszcze jedną, to prawdopodobnie byśmy się nie zorientowali.
4942:  BFP - To prawdopodobnie byśmy to kupili.
4944:  WB - Na tym etapie jakby mamy dwa duże
4948:  WB - duże seriale, które adaptują, inspirują się dwoma dużymi tytułami fantasy.
4957:  WB - I ja w tym momencie nie wiem, która główna bohaterka, z którego serialu jako pierwsza będzie strzelała laserami z oczu.
4964:  WB - A ja się spodziewam tego w tym momencie w każdym z tych seriali.
4966:  WB - Zarówno w Wiedźminie, jak i w Piersieniach Mocy.
4969:  BFP - Jezu, myślałem, że to będzie Bród Smoka.
4971:  WB - Ja już szukałem wideł pod ręką.
4972:  WB - Nie, jakby...
4978:  WB - Root Smoka jest poza tą kategorią.
4979:  WB - Tu jesteśmy na półeczce dziwne fanfiki, czy chociaż nie, nie fanfiki, bo nie ma tej miłości.
4987:  WB - Taki Twin Peaks.
4989:  WB - Ja jestem wokół uwierzyć we wszystko.
4990:  WB - Jakby mi ktoś powiedział dwa lata temu, że oni zamienią Eskela w Enta, to bym nie uwierzył.
4997:  WB - A teraz ja jestem w stanie kupić wszystko i uwierzę we wszystko, bo to, co robią scenarzyści w tych dwóch serialach, to jest po prostu... Sam bym tego nie wymyślił.
5006:  MK - Ale cudownie można też połączyć ten ród smoka z pierścieniami władzy, bo czekajcie, stopy Harfutów, Larry Strong, rozumiecie to?
5015:  BFP - Ci, którzy oglądają to rozumieją i trauma wraca, a ci, którzy nie, no to... Ale Michał, ja chciałbym, żebyś podjął wątek tego scenariusza, bo dla mnie w ogóle wszystkie odcinki były jakieś 30-40 minut za długie.
5029:  BFP - To naprawdę jest powód, dla którego
5032:  BFP - Artyści muzyczni mają beside'y.
5034:  BFP - Znaczy coś odrzucają z albumu, bo wiedzą, że krótszy album jest lepszy niż dłuższy.
5037:  BFP - Red Hot, czyli Peppers, niestety o tym nie słyszałeś, stworzyło nowy, podwójny album, który jest absolutnie tragiczny.
5043:  BFP - I w przypadku każdego odcinka Rings of Power, który obejrzałem, miałem poczucie, że jest...
5048:  BFP - Zazwyczaj 15-20 minut za długi, często jakieś 10 minut.
5051:  BFP - One trwają po 65-70, czasem 72 minuty.
5057:  BFP - I naprawdę mam takie wrażenie, że jakby wyciąć część z tych wątków, albo je skrócić, napisać je na nowo, umieścić w innym miejscu w strukturze scenariusza, to nie chcę powiedzieć, że ten serial by się bronił, ale przynajmniej może częściej zasługiwałby na naszą uwagę.
5075:  ML - Ja bym powiedział, że ten serial trzeba całkowicie wymazać, jeśli chodzi o scenariusz.
5079:  ML - To nie ma sensu.
5081:  ML - Oni popełniają błąd już na starcie, chcąc... To, że to nie jest żadna adaptacja i nie ma nic wspólnego z lorem, to jest jedno, ale nawet jak sobie wyobrazimy fikcyjny świat, jakieś generyczne fantasy obok Tolkiena,
5098:  ML - I mamy właśnie historię, która ma 3 tysiące lat, a oni stwierdzili, no dobra, musimy wszystko wrzucić w jeden sezon.
5103:  ML - I było dużo ciekawych teorii w ogóle w necie, czy może to się dzieje w różnym czasie, a może tam w każdym wątku jest Sauron jakąś inną postacią, jakieś takie ludzie już kombinowali, żeby to urozmaicić rozkwinami na wszystkie sposoby.
5115:  ML - Tymczasem no nie, to się wszystko mniej więcej dzieje naraz, bo po prostu ci scenarzyści chcieli zrobić serial, który się dzieje naraz, a nie, że tam jakoś...
5123:  ML - Bo jak to inaczej zrobić?
5124:  ML - To też swoją drogą to nie jest w ogóle łatwa sprawa taki serial napisać, nie?
5128:  ML - Bo tu wiecie, też tak macie historię typu tam trzy tysiące lat czy ileś, no i to nie jest takie hop-siup.
5132:  ML - Ludzie są przyzwyczajeni do scenariusza typu, wiecie, no zbieramy się, żeby zanieść pierścień do Mordoru, no i ta przygoda będzie tam dwa miesiące trwała czy ileś, nie?
5142:  ML - A tutaj skoczyli z motyką na słońce, tylko że ci, co skoczyli, no to właśnie są bardzo słabi scenarzyści już tutaj, żeby przebierać w słowach.
5152:  ML - To, co mówiłeś wcześniej Filip o tym, a propos tego patosu i tego, że te sceny właśnie tak bardzo by chciały być, że ta taka dramatyczna, to taka... Są sztucznie podkręcane, ich dramatyzm jest sztucznie podkręcony.
5162:  ML - To znaczy, ja bym powiedział tak, bo ci scenarzyści...
5164:  ML - Tu nie wiem, czy to zabrzmi jak pochwała, ale rozumieją konwencję Władcy Pierścieni, czyli takiego epic high fantasy, które czasami musi być troszkę zabawne, takie humorystyczne, bo tam hobbit, bo coś, bo trochę przyjaźń, bo ten.
5176:  ML - Czasami epickie, wielkie, jakaś tam scena i wiecie, i muzyka, i balrok, i nie wiem, szarża i coś.
5182:  ML - Czasami dramatyczne, bo jeden z bohaterów się poświęca, tylko...
5184:  ML - Problem jest taki, że jak nie masz scenariusza, który wcześniej zbudował świat, podbudował daną bitwę, podbudował daną przyjaźń dwóch bohaterów i jego poświęcenie, jak nie masz takich fundamentów historii, dzięki którym człowiek się angażuje w tą historię, komuś tam kibicuje itd.,
5200:  ML - No to potem ta scena jest taka, że masz mieć ten dramatyczny moment śmierci, a ty patrzysz na tego Harfuta, który wcześniej, wiesz, jakby masz go, jakby postać jest z dupy, w zasadzie kibicujesz, żeby umarł szybciej, w zasadzie kibicujesz, żeby jeszcze przy okazji się na coś nadział, bo to byłoby śmiesznie, jakby trochę tam... Nie no dobra, trochę psychopata z nami wychodzi, ale nie no, wiecie, w sensie... Jak z Kalazem każdy... Każdy jechał na Harfutę.
5220:  ML - Byłoby ciekawsze, byłoby ciekawsze, no nie?
5224:  ML - Nie, ten, a propos w ogóle tego, co Krzysztof powiedział, że ten, żeby się fajnie oglądało, jakby to była komedia, tu tak niewiele potrzeba, żeby z tego zrobić po prostu taki full żarty, wiecie, takie scenki, ja sobie wyobrażam taki Monty Python nawet, nie, że Harfuty... No tak, albo Leslie Nielsen, albo właśnie Monty Python, czy ten, komedia absurdu po prostu, tak, gdzie te Harfuty takie, jesteśmy społecznością, która zawsze się wspiera, nie ma nic...
5250:  ML - Skręciłeś kostkę?
5255:  ML - Na niego!
5255:  BFP - Jakiś taki głupoty, nie?
5258:  BFP - Dominika, a propos jeszcze scenariusza, nad którymi postaciami, które wykreowali twórcy najbardziej by się poznęcała i dlaczego?
5268:  DS - Ja bym się poznęcała nad postaciami kobiecymi, ale ogólnie chodzi mi o to, że ja mam wrażenie, że mamy do czynienia z szablonem postaci, który jest użyty trzy razy, ale każda z tych kobiet, w przypadku mężczyzn też tak jest, ale u kobiet to widać najbardziej moim zdaniem, każda z nich ma inne atrybuty i jakąś tam jedną cechę, która ma je odróżniać od innych.
5291:  DS - Mamy niby Galadriele, która jest wariorem i lata z mieczem.
5295:  DS - Mamy Bronwyn, która przewodzi wieśniakom i mamy królową Numenoru, która przewodzi Numenorowi, a Galadriela w sumie przewodzi całemu światu.
5303:  DS - Czyli mamy trzy dziewczyny.
5305:  MK - Musiałem się zastanowić co to Bronwyn.
5309:  MK - Tak.
5310:  DS - No dokładnie, to jest ten problem, bo każda z nich jest w zasadzie taka sama, każda z nich jest silna, każda z nich dowodzi całą resztą, każda z nich nie ma żadnych słabości, każda jej super idzie i różnią się tylko wyglądem tak naprawdę i tak jak mówisz, właśnie ciężko w ogóle zapamiętać ich imiona.
5328:  DS - Nieszczególnie spotykają jakieś przeciwności.
5330:  DS - Galadriele najmniej, inne trochę więcej, ale i tak w ogóle nie czujemy, że mamy... Czekaj, czekaj, czekaj, przepraszam.
5338:  ML - Nie spotyka Galadriela przeciwności?
5339:  ML - Płynęłaś kurwa kiedyś przez ocean?
5342:  MK - Ej, ale ona sama sobie wyskoczyła do tego oceanu, to była jej własna decyzja.
5348:  DS - Ale Galadriela ma pustą głowę, w związku z tym nie mogła utonąć, bo ta głowa i tak dryfowałaby po powierzchni oceanu.
5359:  BFP - Czyli brat jej sprzedał dobry hint, jak sobie poradzić.
5362:  DS - Patrzy w górę i nie tonie.
5365:  DS - No w każdym razie nie ma w nich nic ciekawego.
5368:  DS - Nie mają różnych jakichś aspiracji.
5370:  ML - Przepraszam, mogę przemyć jeszcze raz?
5372:  ML - Przepraszam, przepraszam, ale nie wiem, czy ktoś doszedł do tego suchara, ale to dlatego ona skoczyła do tego oceanu.
5377:  ML - Tak wiecie, źle zrozumiała tą metaforę tego brata i on tak jakby te patrzyła do góry, to nie... I ten brat w zaświatach taki nie, nie, nie, nie, o chuj.
5391:  ML - Miałem na myśli metaforycznie dobro i zło.
5394:  ML - I piłosy, a chuj.
5395:  ML - Nigdy nie była zbyt bezprzestrzenna.
5399:  ML - Przepraszam.
5400:  BFP - To ja już wiem, jak koniec z Numenoru też dopłynęł.
5403:  BFP - Dobra, już nie, nic nie kontynuuję.
5405:  MK - Kopać się koniki do góry.
5406:  MK - Dominiko.
5410:  DS - No więc wysiłek włożony w skonstruowanie tych postaci moim zdaniem jest praktycznie zerowy.
5416:  DS - Ja nie mam wrażenia, że ci bohaterowie żyją, dlatego nie mam ochoty się z nimi przyjaźnić, bo po co mam się przyjaźnić z jakąś taką wydmuszką, która jak nie ta, to będzie inna.
5427:  DS - Poza tym też to z Krzysztofem sobie ostatnio o tym rozmawialiśmy, że ci bohaterowie sobie tak pływają w pustce.
5436:  DS - Chodzi mi o to, że oni nie mają normalnych relacji z innymi ludźmi.
5440:  DS - Na przykład jest Bronwyn, która jest wieśniaczką.
5443:  DS - która spędziła całe swoje życie w tej jednej, jedynej wsi.
5447:  DS - No co najwyżej pojechała raz do tej drugiej wsi, tą, którą spalili w pierwszym odcinku i było jej smutno, że jacyś tam jej kuzyni umarli.
5453:  DS - Więc zna się od dziecka z tymi wszystkimi wieśniakami, którzy są w tej wiosce.
5457:  DS - Ale mimo to nigdy
5459:  DS - poza chyba pierwszym odcinkiem, jak tam jeszcze jest w Kaczmie i coś tam, ale nie mamy żadnej rozmowy jej z jakimiś innymi wieśniakami, takiej prywatnej, takiej osobistej, żeby przyszła jej, nie wiem, kuzynka drugiego stopnia i żeby, nie wiem, się pozałamywały razem nad tym, że siedzą sobie w tej strażnicy elfów i nie mają jedzenia i cokolwiek, nie?
5477:  DS - A przy okazji...
5479:  ML - Przepraszam, tylko żeby rozwinąć to.
5481:  ML - Chodzi tutaj o bardziej średnią mikro skali scenariusza, bo ten cały wątek ma dużo problemów, ale a propos tego, co powiedziałaś przy kreowaniu świata i tego, że ci bohaterowie, a ona jest w jakiejś próżni tam, notabene jedna ładna dziewczyna zawsze w dobrym makijażu, a wszyscy ci wieśniacy to tacy klasyczni, nie wiem, takie obdartusy.
5501:  DS - Nie wiedziałam, że Aaron Dyr ją wyrwał.
5503:  DS - Kogo miał innego wyrwać w tej wiosce?
5504:  ML - No tak, tak.
5505:  ML - Ten karczmasz to też taki niczego sobie.
5510:  ML - Ale tam dosłownie wszyscy w tej wiosce to tak jakby tam nie było normalnych ludzi, takich zwykłych chłopców.
5518:  ML - No ale wiesz, taki chłop typu tam mam 35 lat.
5519:  ML - Obcy numer jeden.
5521:  ML - Obliżam się do końca.
5523:  ML - Praktycznie takich nie ma, tylko są wszyscy jacyś starsi, wszyscy są pobrudzeni.
5530:  ML - W ogóle nie ma nie tylko relacji głównych bohaterów, ale w ogóle nie ma sensu relacje tych społeczności.
5537:  BFP - Niezwykle odważne było ze strony scenarzystów, żeby uczynić, jakby nie patrzeć z protagonistki, jednak centralnej postaci w serialu, tak antypatyczną postać.
5546:  BFP - Stunning and brave.
5548:  BFP - Odważne w sensie, może to miał być żeński Walter White również, tylko Walter White jednak potrafił czasem wzbudzać sympatię poza antypatią i to jak ona się zachowuje w Numenorze, to jak ona się zachowuje wobec wszystkich innych
5563:  BFP - I jeszcze jestem w stanie zrozumieć konwencję tego, że ona jest za zasłoną jakiegoś takiego poczucia obowiązku, nie okazuje żadnych emocji.
5574:  BFP - I w momencie, w którym dowiaduje się, że Halbrand to jest Sauron, jej pierwszą reakcją są maślane oczy.
5580:  BFP - na zasadzie, ale przecież on jest taki ładny.
5583:  BFP - I to jest, już pomijając to, co powiedziała Dominika, że te kobiece postaci są cięte tak naprawdę z jednej formy i mają bardzo podobne cechy.
5594:  BFP - I niestety, szczególnie jeżeli chodzi o królową regentkę i jeżeli chodzi o Galadriele,
5601:  BFP - Nie mówiąc już o żonie Turino, bo ona jednak się wyrywa z tego schematu, chociaż jest całkowicie zbędna z perspektywy scenariusza, to jest to, że są antypatyczne dość mocno.
5610:  BFP - Właśnie są takie wyniosłe, egocentryczne, megalomańskie.
5616:  BFP - Oczywiście ustępują w jakimś stopniu, ale głównie sobie ustępują.
5619:  BFP - Więc to tak jakby muszą trafić na równie mocną siłę, która będzie równie narcystyczna i równie władcza wobec innych, żeby sobie nawzajem ustąpić.
5628:  BFP - I no nie wiem, spośród wielu różnych średnio napisanych postaci wielka szkoda, że te dwie tak istotne postaci kobiece w tym serialu są tak... kanibalizują się, jakkolwiek brzydko by to nie zabrzmiało, z perspektywy charakterologicznej.
5642:  KMM - Ja chciałem podbić jeszcze ad vocem to, co Dominika powiedziała.
5645:  KMM - Zauważcie, że Galadriela nie jest zbyt bystra i niestety możemy to powiedzieć o większości postaci kobiecych w tym serialu, wyjąwszy księżniczkę Dizę, która jako jedyna ma w którymś momencie głowę na karku i mówi Durinowi, co powinien zrobić, żeby
5659:  KMM - zyskać władzę.
5660:  KMM - Dobrze, good shit, tak?
5661:  KMM - Natomiast większość tych kobiet nie jest bystra i to jest prosta konsekwencja pójścia w taki łopatologiczny, durny schemat, że jeżeli chcemy pokazać silną protagonistkę, to musimy jej dać do ręki półtoraka, ponieważ na pewno nie możemy, nie jesteśmy w stanie pokazać silnej czarodziejki lub, nie wiem, łuczniczki, kogokolwiek innego.
5679:  KMM - co prowadzi mnie do bardzo prostej konkluzji, to znaczy przypominam sobie grę Get Medieval, w której z jednej strony były postaci, które cechowały się różnymi przymiotami i był barbarzyńca.
5691:  KMM - I wiecie, co robił barbarzyńca?
5692:  KMM - Barbarzyńca mówił, weszłem masło, albo barbarzyńca mówił, dlaczego mój topór...
5698:  KMM - rockujesz swoim ciałem.
5700:  KMM - Więc gratulacje dla wszystkich twórców, którzy chcą podążać śladami krytyki feministycznej, robią to nieumiejętnie, bo jeżeli zrobicie z kobiet pierwszoplanowych postaci tępę barbarzynki, to nie ma szans.
5710:  BFP - Zabrzmiało się tak, jak ja brzmię, kiedy gram z tą Starcrafta 2 w kołopie.
5714:  KMM - Żeby kiedykolwiek coś z tego było dobrego.
5717:  KMM - Jest wiele innych przemiotów, przymiotów, o których możemy mówić i jednym z nich winny być przymioty intelektu, którymi swoją drogą Galadriela jako postać się odznaczała.
5726:  BFP - A pytanie od Tomka Maleńczyka i być może Ty Dominiko, bądź Ty Krzysztofie będziecie znali odpowiedź.
5732:  BFP - Dziękuję za wsparcie.
5733:  BFP - Czy wizerunki potworów Weta Workshop z jacksonowskiego Lord of the Rings nie są zastrzeżone jako trademark?
5740:  BFP - Barlog z Rings of Power jest podobny do tego z drużyny?
5745:  BFP - Znaczy mi się wydawał bardzo podobny.
5747:  MK - To jest praktycznie identyczne.
5749:  MK - A to jest właśnie najsmutniejsze, słuchajcie.
5751:  BFP - Ale poczekaj, poczekaj, bo chciałem, żeby jeszcze odpowiedź była albo od Dominika, albo od Krzysztofa, jeżeli znacie odpowiedź na to pytanie.
5758:  DS - Ja nie wiem, ty wiesz Krzysztofie?
5761:  KMM - Wizerunki postaci, zwłaszcza jeżeli chodzi o potworów i całe reszty, o ile wiem, chodzą takie ploty, są zastrzeżone przez Warner Brothers oraz przez Legendary, ponieważ mają oni prawa do merchandisingu.
5773:  KMM - Nie mam zielonego pojęcia, czy akurat przy okazji postaci Balroga się dogadali.
5777:  KMM - To może kupili go na 7 sekund.
5778:  KMM - Natomiast akurat wizerunek postaci Balroga nie jest wymyślony, jak wiele innych rzeczy nie jest wymyślone przez Warnera, ponieważ to są wyobrażenia Alana Lee, to są wyobrażenia Tedana Smitha i innych ilustratorów Tolkiena, o których od samego początku wałkowałem.
5794:  KMM - że tylko część z nich została zaprzęgnięta do pracy przy tym serialu i to nie od samego początku, więc to jest na prawach adaptacji tego materiału zarówno powstaje merchandising, jak i powstały Władca Pierścieni, jak i teoretycznie mógł powstać Rings of Power, dlatego wszyscy ci, którzy mówią w kontrze do mnie, że to jest nieprawda, że Galadriela powinna wyglądać jak Galadriela i tak dalej i tak dalej, no nie wiedzą tego, ponieważ Władca Pierścieni też modelował swoje wyobrażenia na podstawie czegoś.
5821:  BFP - Marcin, kontynuuj proszę myśl swoją.
5825:  MK - Ja uważam, że tutaj jest ewidentny znów brak konsekwencji w budowaniu pewnego rodzaju elementów konstrukcyjnych świata przedstawionego.
5833:  MK - To znaczy mamy pewne ewidentne tropy, wręcz bezczelnie zaprzęgnięte czy to właśnie z malarstwa Alana Moore'a, czy też z dorobku Petera Jacksona.
5846:  MK - To są tylko i wyłącznie jednak mrugnięcia okiem dla tego widza, który to rozpozna i ma właśnie przyklasnąć,
5853:  MK - a inne wątki są poprowadzone tak jakby, nie wiem, celowo, w alternatywie, żebyśmy mogli pokazać, że to jest jednak nasza historia, że to my to tworzymy, my budujemy coś, co ma was po części zaskoczyć, ale na dobrą sprawę bądźcie też troszeczkę zadowoleni, bądźcie też troszeczkę ukontentowani tym, że wam trochę mrugniemy oczkiem i pokażemy na przykład tego balroga, który będzie dokładnie 1 do 1,
5881:  MK - albo sypniemy cytatem przepisanym bezpośrednio z poprzedniego filmu czy z literatury na tej zasadzie, ale historia sama w sobie jest przez to absolutnie znowu niespójna moim zdaniem i to mi się mocno tutaj gryzie i kłóci.
5901:  BFP - A tak a propos, bo teraz możemy sobie pozwolić jeszcze na wymienianie wszelkiego rodzaju głupot, które są w tym serialu.
5910:  BFP - Mniejsze bądź większe tych mniejszych pewnie jest więcej, ale te większe bolą najbardziej.
5915:  BFP - Właśnie sobie przypomniałem,
5917:  BFP - Bo jeszcze w trybie przyspieszonym oglądałem kilka odcinków, żeby gdzieś tam wynotować sobie parę rzeczy i uderzyło mnie, że ten, jak on się nazywał, ten elf Arondir?
5928:  BFP - Tak, Arondir.
5932:  BFP - Mamy ten cały odcinek Udun i jest ta bardzo nieepicka bitwa, która potem zostaje zmieniona w trochę bardziej epicką bitwę i erupcję wulkanu.
5941:  BFP - Czy wy pamiętacie, że w trakcie tego odcinka, przecież wszystko się rozchodzi o ten klucz, którego nie można było oddać i on trochę działa tak jak pierścień, ten miecz, ten klucz na ludzi, a w szczególności na tego młodego Theo.
5955:  BFP - I siedzi obok niego Arondir i daje mu taką zwitkę i mówi...
5959:  BFP - I oni wylali za to krew.
5961:  BFP - Prawie jego matka zapłaciła za to życiem.
5963:  BFP - I już ma sygnały tego, że Teo nie jest do końca stabilnym chłopcem z takim charakterystycznym pizzwąsikiem.
5968:  BFP - Już nam nieważne, że on go uczy szyć z łuka, on i tak w końcu nie wystrzeliwuje strzały.
5972:  BFP - Ale daje mu, mówi, no ja chcę, żeby nie było problemu, to idź to chłopie, wyrzuć do morza.
5977:  BFP - I daje temu dzieciakowi, to jest mniej więcej tak, jakby ktoś...
5982:  BFP - w drużynie pierścienia, już po dwóch miesiącach bycia razem, już jak przeszli te cholerne góry, jak Hannibal ze swoimi słoniami i podchodzi ktoś do... Podchodzi na przykład Frodo do Boromira i mówi, wiesz co?
5994:  BFP - Wydaje mi się, że ty jesteś najwłaściwszą osobą.
5995:  BFP - Masz, masz ten pierścień.
5996:  BFP - I to jest mniej więcej coś takiego.
5999:  BFP - To była chyba najgłupsza rzecz, jaką widziałem w serialu.
6003:  BFP - Wojtek, Michał, proszę.
6005:  ML - Chciałem tylko powiedzieć, bo to jest ten taki niewidzialny charakter Ark tego dzieciaka, który przez cały serial jest taki w sumie irytujący.
6014:  BFP - Jego charakter Ark to czeka, aż mu wreszcie wyrosną normalne wąsy i to jest jedyne, o co chodzi w tym serialu z nim.
6020:  ML - Tak, tak.
6020:  ML - Nie no, ale w sensie, bo domyślam się, że ci scenarzyści gdzieś tam w ich głowach pewnie widzieli historię jakiejś przemiany, wiecie, że on był zły, że go ciągnęło na złą stronę mocy, po czym wybrał Jedi, nie?
6031:  ML - I to był ten taki moment, że ten to wie i my powinniśmy to wiedzieć, ale de facto oni nie zbudowali nic, więc jest po prostu pustka i debilna decyzja bohatera, nie?
6039:  ML - Który powinien być stuletnim elfem, który...
6042:  DS - Ja jestem strasznie rozczarowana, że w ogóle nie wyeksploatowali tego motywu, że ten miecz wysysa krew i mu się dobudowuje to ostrze.
6051:  DS - Ja byłam, no może niepewna, bo już w tym momencie wiedziałam, w jaką stronę idzie ten serial, ale tak strasznie liczyłam, że z tego wyniknie coś, co jest strasznie cool.
6059:  DS - Ale nie, użyli tego tylko do tego, żeby on się raz obronił przed orkami i no i potem klucz, ale to nie musiała się z tego pojawiać ta rękoja i się mogła tam po prostu być cały czas.
6069:  ML - Ja to w ogóle nie wiem, jak to działa do tej rasy.
6075:  ML - Jak on to brał na początku, się zastanawiałem, czy to kwestia, że on jest jakimś np.
6078:  ML - przodkiem, znaczy ma przodka związanego z Murgotem czy coś, że jakaś magia.
6083:  BFP - To działa tak, że wyciągasz coś, co robimy.
6085:  KMM - To jest jedyna funkcja tego.
6088:  KMM - Niesamowite jest to, że potrzebowali klucza do tego, żeby uwolnić wodę z tamy
6094:  KMM - trzymając się tego, co Wojtek powiedział o drewnie, które podchodzi pod mury, rzeczone myślące drewno w bitwie o Isengard pieprznęło innym drewnem w tamę i tama zrobiła bum-bum i woda spłynęła i zalała Isengard.
6111:  KMM - Rzekłbym, że plan Adara był zgoła tożsamy, natomiast
6115:  KMM - To, co doprowadziło do tego, w odróżnieniu od sytuacji z Władcy Pierścieni, to był McGuffin, czyli metoda scenariopisarska.
6123:  KMM - Niestety w większości produkcji, w której palce ma Jar Jar Abrams zanurzone, to znaczy albo są magiczne pudełka, albo są McGuffiny, które prowadzą się.
6134:  KMM - To jest dokładnie to samo, co ten nonsens z tym sztyletem z ostatniej części Gwiezdnych Wojen, który wyglądał dokładnie tak samo jak Giełda,
6141:  KMM - gwiazda śmierci, która pieprznęła o ziemię.
6144:  KMM - Czyli nie wiem, ktoś, konstruktor tego sztyletu wymyślił, jaki zarys będzie mieć gwiazda śmierci, jak pieprznie o ziemię.
6151:  ML - Krzysztof, przestań.
6151:  ML - Nie warto, nie wracajmy do tego.
6154:  KMM - To jest to samo.
6155:  ML - Dwa lata terapii były, Krzysztof, przestań.
6156:  KMM - Ja wiem, ja wiem.
6157:  KMM - Ja je przeżyłem.
6160:  KMM - Tutaj macie to samo z tym cieniem, tak?
6162:  KMM - To znaczy konstruktor zamka przewidział, jaki cień przybierze ten sztylet, żeby zadziałał jak klucz.
6169:  ML - Nie, nie, nie, nie.
6170:  ML - Ale powiedzcie mi przy okazji, bo ja nie wiem, a propos takich rzeczy, których nie znam odpowiedzi.
6175:  ML - Czy to, że Jakarondir ma tą swoją scenę taką bandasową, że tam trochę w stylu Legolasa i Gimliego tam sam zwabia ich do tego, wiecie, tej wieży i niszczy tą wieżę i on przestrzeliwuje z włóku tą jedną linkę, nie?
6189:  ML - I to się zapada.
6190:  ML - To jest...
6192:  ML - Czy to jest gwiazda śmierci?
6193:  ML - Czy to było we Władcy Pierścieni?
6195:  KMM - Brzmi pytanie.
6199:  WB - Czy to tak miało być?
6202:  WB - To była metafora scenariusza trzymającego się na filmach.
6208:  ML - Chyba tak.
6209:  ML - Nie wiem, w sensie nie wiedziałem, czy oni tak specjalnie to zbudowali, że jakiś wieśniak mógłby do tego podejść w nocy i strzelić z łuku i by się pierdolęł, aby cała ich wieża?
6218:  KMM - Zauważcie, że tam nie było żadnego build-upu, bo na przykład to był taki jeden moment, kiedy ja sobie pomyślałem, już zaczadzony tym serialem, że w sumie słusznie zrobili, bo tam zasypali tych orków, a później sobie uświadomiłem, nie, przecież ta scena powinna wyglądać tak, że wpierw szturmują ten zamek, rośnie napięcie.
6233:  KMM - Oni sobie myślą, Jezus Maria, przegramy teraz wszystko, dobra, co zrobimy?
6238:  KMM - i ktoś je wpada na tępy pomysł, słuchaj, to zawalmy może te wieże.
6241:  KMM - Nie no, to ocipiałeś, przecież mamy tam chaty z drewna, gdzie my się będziemy bronić?
6246:  KMM - No ale gościu, nie mamy innego wyjścia.
6247:  KMM - I w tym momencie ja piętnuję i stopniuję napięcie, którego tam nie było.
6252:  KMM - To znaczy ten serial zaczął się, ten odcinek konkretnie od tego, że oni, że tam podchodziły właśnie te zastępy orków, bo wiecie, pokazali nam to w trailerze odcinka, tak?
6261:  KMM - Więc tu był build-up i później w serialu jest
6263:  KMM - A, subverting expectations, myśleliście, że będzie bitwa?
6268:  KMM - Nie, nie będzie, będzie gdzie indziej.
6270:  KMM - I to było po to zrobione.
6271:  BFP - Już daję głos Wojtkowi, bo chciałbym, żeby Wojtek wygrzebał tam trochę tych swoich memów, które odłożył i przytoczył nam jeszcze parę głupot z tego serialu.
6279:  BFP - Ale ważną rzecz powiedziałeś Krzysztof, bo to też jest dla mnie jeden z największych zarzutów wobec tej produkcji, a też Guardian jak już wytoczył działa, to postawił to na pierwszym miejscu.
6289:  BFP - Powiedziałeś o tej subwersji oczekiwań i teraz nawet Disbelief przed chwilą napisało na czatach, no nie wiem, ja tego chłopca Theo, czyli ten z pizzońsikiem, to ja myślę, że on nawet Sauronem może się okazać.
6299:  BFP - I zobaczcie, ile twórcy robią, żeby zrobić ten idiotyczny setup, który polega na tym, że pojawia się Adar, tam stoją orki, że tam, a, daś, a, daś, on wchodzi i tam ktoś mówi, a, ty musisz być Sauronem, to ja klęknę przed tobą, może stanę się jakimś twoim, jakimś twoją prawą ręką stanę się, uruchaj, nie wiem, zobaczymy.
6315:  BFP - No i on tam się trochę denerwuje, denerwuje, ale nie mówi, nie jestem Sauronem.
6318:  BFP - Nie, on po prostu się tylko trochę denerwuje, więc myślimy, okej, to może być jeszcze Sauron.
6322:  BFP - No może być Sauron, ale już nie chce być Sauronem.
6324:  BFP - Mamy Gandalfa, który też tam mówił, o Sauron.
6327:  BFP - Mamy Halbranda, który mówimy, no pojawił się tak tutaj obok Galadriel i cholera wie, może być Sauronem.
