THE EXPANSE – żegnamy najlepszy serial sci-fi tej generacji
🔗 https://www.youtube.com/watch?v=JrodmJ-knro
BFP (Bartosz Filip Malinowski, Bez/Schematu)
AK (Artur Kurasiński)
KMM (Krzysztof M. Maj)

0:  BFP - Belta Lauda, panowie.
3032:  BFP - racjonalnie oceniać sytuację, czy ty na pewno powinieneś być kapitanem?
3036:  BFP - I oni są, pamiętam, na powierzchni statku bodajże, coś tam robią.
3042:  BFP - On mówi, tak, tak zrobiłem i się z tego nie wycofam i tyle.
3047:  BFP - No to jest bardzo naiwne, tak?
3049:  BFP - Że odpuścili mu to, że wszyscy się dowiedzieli, że on rozbroił tę torpedę, że kosztowało to życie bardzo wiele istnień.
3057:  BFP - Coś tu było nie tak.
3058:  BFP - Jak jeszcze się to połączy z tym, że no w końcu jednak zniszczyli.
3062:  BFP - Piękna była zresztą reakcja Naomi, gdzie naprawdę przekonujące było jej załamanie, mimo że też mi się bardzo podobała jej postawa.
3067:  BFP - Powiedziała, masz nie zwracać na to uwagi.
3068:  BFP - To jest mój problem.
3069:  BFP - To jest mój problem.
3070:  BFP - Ja już popełniłem błąd, że wcześniej tego nie zrobiłam.
3073:  BFP - A mimo to tu odlatuje sobie stateczkiem Filip gdzieś tam prrrr
3077:  BFP - No nie, no nie.
3078:  BFP - To faktycznie trochę odebrało grawitas i powagi temu zakończeniu.
3084:  BFP - Zgadzam się.
3084:  AK - A jakie jeszcze inne postacie wam się podobały?
3087:  BFP - No Ava Sarala zdecydowanie.
3089:  BFP - Bobby zdecydowanie.
3090:  AK - Bobby, prawda?
3092:  BFP - Tak.
3092:  BFP - Mówiłeś o dobrych postaciach kobiecych.
3094:  BFP - Właśnie.
3095:  BFP - Dobre postaci kobiece.
3096:  BFP - Było ich naprawdę co niemiara.
3099:  BFP - Była Kamina Dramer, która bardzo mi się podoba jako postać.
3102:  BFP - A też zaznaczę, trzech znakomitych aktorów grało, trzech znakomitych belterów.
3106:  BFP - Był Ashford, grany przez Strandherna.
3110:  BFP - To jest wybitny aktor.
3111:  BFP - Ja tylko przypominam, on dostał kiedyś Oscara za Good Night and Good Luck, George'a Clooney'a.
3115:  BFP - On występuje teraz w takich serialach, tu się uśmiecham do ciebie Krzysztof, jak Billions.
3120:  BFP - On gra w Billions, Strat Hairy.
3123:  BFP - Tak, i tutaj zagrał Ashforda, który miał piękne pożegnanie.
3126:  BFP - Nie wiem, czy pamiętacie, Inaros go wystrzeliwuje w przestrzeń, a on śpiewa jakąś, tak, on chyba śpiewa jakąś piosenkę Belterów.
3134:  BFP - Kolejna postać,
3136:  BFP - Fred Johnson, grany przez fantastycznego czarnoskórego aktora, którego teraz zapomniałem.
3141:  BFP - I jeszcze kolejna postać, kurde, Dawson.
3147:  BFP - Jeszcze jest Dawson, którego grał, zapomniałem, ten aktor, który grał w Czernobylu, ten aktor, który grał w Foundation.
3156:  S02 - Wiesz, wiem o kim mówisz, on grał też Moriartego w Holmesie.
3163:  KMM - Powiedziałeś o Fredzie Johnsonie i teraz tak, gdyby James Holden, cały czas się upieram przy tym jednym, w tej scenie, bo jest kluczowa, gdyby James Holden złożył swój urząd dla Freda Johnsona, miałby mój głos momentalnie.
3177:  KMM - Fred Johnson był właśnie taką postacią charyzmatyczną, on faktycznie zjednoczył Belterów i co więcej, on zdawał sobie sprawę z tego, jak tam jest bardzo dużo tych konfliktujących się frakcji i spornych i jest jedną z moich ulubionych postaci absolutnie.
3192:  KMM - Swoją drogą mamy bardzo podobne typy, bo też bym wymienił Bobby.
3195:  KMM - Bobby jest postacią, z którą wiele osób się może identyfikować
3201:  KMM - Znaczące jest to, że ja to mówię, ponieważ ja oglądam seriale nie identyfikując się z żadnymi postaciami nigdy.
3206:  KMM - To nie jest mój tryb oglądania.
3208:  KMM - A Bobby była jedną z tych postaci za pośrednictwem... Musisz być bardzo męczący na bajkach Pixara.
3213:  KMM - Bardzo.
3215:  KMM - Za jej pośrednictwem chętniej poznawało mi się ten świat niż za pośrednictwem Jamesa Holdena niejednokrotnie.
3220:  KMM - Właśnie z uwagi na mój problem z tą postacią, która jest...
3224:  KMM - a tak dobra, że aż sztuczna miejscami i ma też takie momenty, w których jest antypatyczna, to znaczy jego załoga na to swoją drogą reaguje i na tym polega piękna ekspans, że jeżeli postaci popełniają błędy, to nie dochodzi do takiej sytuacji narracyjnej, w której reaguje na to tylko widz i mówi, ten serial jest źle napisany, bo ta postać zachowuje się irracjonalnie.
3245:  KMM - Nie, w ekspans jest tak, że to bohaterowie, współbohaterowie narzekają sami na siebie i reagują, komentują,
3252:  KMM - poczynania innych postaci.
3253:  KMM - Tak było w przypadku tej sceny, którą przywołałeś w kantynie, kiedy Amos krytykował Jamesa Holdena, ale tak też było w postaci autokrytyki Awaserali, która powiedziała sama wprost, tak, ja rozumiem, że nie chcecie ze mną współpracować, to mówi w ostatnim sezonie, do wszystkich frakcji, ja też bym nie chciała ze sobą współpracować, jak pamiętam siebie sprzed, nie powiedziała, sześciu sezonów, tylko z czasu tego
3274:  KMM - jej politycznych manipulacji littlefingerowych właśnie na Ziemi, kiedy ona nie miała żadnego problemu z tym, żeby wziąć Marsjanina, powiesić go do góry nogami, torturować.
3284:  KMM - To tortura grawitacyjna tak zwana, zakazana wtedy absolutnie.
3287:  KMM - Nie miała żadnego z tym problemu, ale potem już by tego nie zrobiła.
3291:  KMM - A może to był Belter, masz rację, tak, tak, tak.
3294:  KMM - Więc Avaserala sama sobie zdaje sprawę z tego, że przeszła długą drogę i piękne jest to, że serial daje nam to sobie uświadomić, nie tylko właśnie na zasadzie takiej, że krytykujemy, że coś zostało zrobione realistycznie lub wręcz przeciwnie, znaczy nierealistycznie lub zachwalamy, że zostało zrobione realistycznie, ale ten świat żyje na tyle, że postaci same mogą wyciągnąć te wnioski, to jest piękne.
3316:  BFP - Rzeczywiście tak nam się złożyło, że wymieniliśmy tych trzech, szkoda, że żaden z nich nie dotrwał do końca, ale trzech cholernie charyzmatycznych belterów, którzy mogli być innymi wizjonerami niż Marco Inaros.
3328:  BFP - Absolutnie.
3329:  BFP - Anderson Doss, bodajże.
3331:  BFP - Anderson Doss to był właśnie ten grany przez Jareda Harrisa.
3334:  BFP - Przecież on zarządzał jedną ze stacji, z tego co pamiętam.
3338:  BFP - Właściwie był przywódcą belterów.
3340:  BFP - Drugi, Fred Johnson.
3342:  BFP - I trzeci to był Ashford, który, Klaus Ashford, który nie miał takich ambicji, żeby zarządzać całą społecznością, ale miał ten swój charakterystyczny statek, był legendą.
3351:  BFP - To był taki czarnobrody, jeżeli chodzi o piratów.
3353:  BFP - I to były niesamowicie charyzmatyczne postaci, które mogły być wizjonerami, jeżeli chodzi o Belterów, ale jednymi też z najciekawszych postaci w całym serialu.
3362:  BFP - A jeżeli chodzi o kobiety, no to absolutnie Kamina Drummer, która była od samego początku, moim zdaniem fascynująca postać i także
3369:  BFP - ten jej kibuc i ten poliamoryzm, który oni mają w swojej społeczności, to dla mnie zdecydowanie Naomi Nagata, która podobała mi się od samego początku do samego końca, również ewolucja tej postaci, ukazanie jej jako matki było świetne, a to jest doskonała aktorka.
3384:  BFP - Ja wam tylko przypomnę, jest taka scena, kiedy ona jest na jednej ze stacji na pasie asteroid u Belterów, schodzi, bo ona ma taki krystaliczny
3393:  BFP - lekki brytyjski akcent.
3395:  BFP - Ona schodzi do kantyny i włącza jej się ten charakterystyczny akcent belterów.
3401:  BFP - Dokładnie, bo rozmawia ze swoimi.
3403:  BFP - Znakomitą postacią była Bobby, o której już mówiliśmy, a Varsala to jest oczywiście inna liga, to jest prawdopodobnie najfajniejsza, nie tylko postać kobieca, ale najfajniejsza postać w tym serialu w ogóle, obok Amosa.
3414:  BFP - I w ogóle wszystkie
3416:  BFP - Wszystkie relacje między Avarsalom a Amosem, kiedy on mówi do niej Chrissy.
3423:  BFP - Ona mówi, nie będziesz do mnie mówił jak do stripteaserki.
3427:  BFP - I Clarissa, Clarissa Mao.
3429:  BFP - To nie była Gao, tylko Mao.
3431:  BFP - I Clarissa Mao to jest ta postać, która jest tą siostrą zmarłej dziewczyny.
3436:  BFP - którą miał znaleźć Miller, czyli detektyw.
3439:  BFP - Znakomita postać również.
3440:  BFP - I moim zdaniem ona świetnie wyrezonowała i zajęła miejsce po Alexie w tym ostatnim sezonie.
3446:  BFP - To znaczy nie była antagonistyczna, nie była bojowa, była taka mocno wycofana, chciała zespolić ten zespół, chciała zawalczyć o swoje miejsce w tym zespole Rocinante.
3456:  BFP - Także wymieniałem te cztery kobiety, Varsala, Kamina Dżamer, Bobby,
3463:  BFP - I Clarissa, tak, bardzo fajnie napisane postaci kobiece.
3469:  KMM - Zadajmy sobie pytanie światotwórcze i geopolityczne.
3473:  KMM - To znaczy, która z tych frakcji faktycznie i realnie ma szansę dominować?
3478:  KMM - Która ma największy potencjał?
3480:  KMM - Bo ja mam wątpliwości, czy belterzy jako frakcja właśnie byliby w stanie uciągnąć kolonizację.
3487:  BFP - Na twoje nieszczęście ja znam odpowiedź.
3491:  BFP - W ciągu 30 lat belterzy będą najsilniejszą frakcją w naszym systemie.
3497:  BFP - Sorry, że zepsułem wam zabawę, ale tam kiedy powstanie, o Krzyś, nie widzę cię teraz, ale na pewno płaczesz, tam po drugiej stronie tego pierścienia powstaje Imperium Lakońskie, a w wyniku, i tu mieliście dobrą intuicję, w wyniku decyzji, którą podjął Holden, Belterzy stają się najsilniejszą frakcją w naszym systemie.
3519:  AK - Okej.
3519:  AK - Znaczy ja bym powiedział, że Mars z uwagi na to, że hołduje tym swoim właśnie kryptofaszystowskim zasadom, to oni szybko się wzmocnią i posiadając dostęp do, czy tworząc tą technologię, która chętnie skupowana przez wszystkie strony, będą mieli bardzo silną kartę rozgrywającą, natomiast...
3538:  AK - To właśnie jest pytanie, czy w tym wszechświecie bycie tym, kto posiada najwięcej fregat statków bardzo dobrze uzbrojonych, to jest największa zaleta, bo tak jak pokazana jest końcówka ostatniego sezonu, gdzie ten człowiek, który potem będzie bardzo ważną postacią z tego, co już wiemy, czyli ten
3560:  AK - Chyba on był szefem jakiejś ochrony, która przyszła do tych naukowców, których dziecko, jedno z dzieci zostało zamienione w zombiego niczym w Pet Sematary.
3573:  AK - Spoiler alert, może nigdy nie widzieliście albo nie czytaliście książki Stephena Kinga, zachęcam.
3579:  AK - Smentarz dla zwierzaków również posiada taki fajny twist.
3582:  AK - Natomiast on tam mówi na końcu o tym, że nie udzieli pomocy Marco Inerosowi.
3587:  AK - Dlatego, że oni już mają nowego boga.
3589:  AK - Jeżeli nie przekręciłem nic.
3591:  BFP - Zgadza, on zbuduje imperium lakońskie.
3593:  AK - Tak.
3593:  AK - I jest taki what the fuck na twarzy Marco Ineroso, bo zdaje się, że to był taki ukryty as w rękawie, który miałby zostać właśnie użyty.
3601:  AK - I nagle się okazuje, że Lakonia pokazuje mu środkowy palec.
3604:  AK - Więc myślę, że akurat w tym wypadku, w tym uniwersum, pod kątem dalszego rozwoju, to przewagę mają ci właśnie, którzy mają dostęp do tych boskich atrybutów, czyli właśnie protomolekuł.
3616:  AK - Więc nie Mars, ale też bym postawił na tych, którzy mogą bardzo jasno i dobitnie zmienić właściwie wszystko.
3624:  AK - Bo tak jak powiedziałeś Filipie, nikt nie wie, czym jest protomolekuła, my tylko ją widzimy z takich bardzo dziwnych i niszczących względów.
3632:  AK - W pewnym momencie też wręcz przeciwnie, bo ona też widzimy, że wskrzesza.
3636:  AK - Na początku, w pierwszych sezonach ona niszczyła.
3638:  AK - Wszyscy jej się bali, uciekali, bo ona była czymś, co powodowało raczej złe skutki.
3644:  AK - Także ja się bardzo cieszę, że wiemy coś więcej z książek, dlatego chętnie będę do nich zaglądał.
3650:  AK - Jestem bardzo pozytywnie zbudowany, że pomimo tego, że w dzisiejszym świecie jednak szukamy tych odsłon, klików, że udało się społeczności, bo to też należy powiedzieć, żeby dobrze wybrzmiało, że to potworny ryk fanów i ludzi, którzy chcieli, aby była kontynuowana przygoda,
3668:  AK - The Expanse na ekranie, spowodowała to, że sci-fi, jak już ustaliliśmy, przekazał prawa do Netflixa, a potem Netflix to przekazał do Amazona.
3677:  AK - I zdaje się, że Amazon miał taką największą tej rolę, bo faktycznie pociągnął to do samego końca z takim dobrym werblem, a przy okazji też nie spieprzył tego, jak właśnie już tutaj wielokrotnie wspomniani twórcy gry o tron.
3690:  AK - Więc ja mam nadzieję, że tak samo głos społeczności, tym bardziej, że
3694:  AK - Końcówka szóstego sezonu jest naprawdę bardzo dobra.
3696:  AK - Można było ją na wiele sposobów spieprzyć.
3699:  AK - Moim zdaniem to jest świetna klamra, tam się te tropy schodzą, wszystko zostało uchwycone.
3704:  AK - Lose ends, te niezbędne zostały gdzieś tam właśnie zawiązane i zakończone, natomiast wiele rzeczy jest otwartych.
3711:  AK - Więc ja z bardzo dużą ciekawością będę śledził losy.
3714:  AK - Wydaje mi się, że kolejne sezony powstaną.
3717:  BFP - Tak, Ty Frank, czyli jeden z tandemu pisarzy, którzy podają się za Jamesa S.A.
3722:  BFP - Carey'a, ich pseudonim artystyczny, literacki, powiedział, że oni raczej wciskają przycisk pauzy, niż stawiają kropkę i daje się to odczuć szczególnie w zakończeniu.
3734:  BFP - Natomiast bardzo fajną rzecz poruszyłeś i też chętnie usłyszę głos Krzysztofa w tym temacie, powiedzieć, kto wygrywa w tym uniwersum.
3742:  BFP - Być może wcale nie ci, którzy mają największą flotę,
3746:  BFP - Ani nie ci, którzy są najbardziej rozwinięci technologicznie.
3749:  BFP - Powiedziałeś o protomolekuli.
3753:  BFP - Protomolekule.
3754:  BFP - A, jeszcze lepszy jesteś językoznawca ode mnie.
3759:  BFP - Ja bym powiedział, i to jest fajna analogia do naszego świata rzeczywistego.
3764:  BFP - Ci, którzy są bez skrupułów i wystarczająco sprytni.
3766:  BFP - I Marko Inaros jest tego doskonałym przykładem, który swoim zachowaniem przypomina Rosję, która nie boi się korzystać z wszelkiego rodzaju presji, nie tylko dyplomatycznych, jest w stanie wywoływać prowokacje, jest w stanie atakować cybernetycznie, jest w stanie wysłać zielonych ludzików i...
3781:  BFP - stosować broń hybrydową, tak?
3783:  BFP - I tak samo Marco Inaros był w stanie zmienić asteroidy w kilkadziesiąt głowic nuklearnych i tak samo był w stanie zniszczyć sporą porcję floty marcyńskiej i ich najnowocześniejszych statków, bo ukrył Railguny.
3797:  BFP - I gdyby tylko miał tego asa w rękawie w postaci wsparcia z Lakoni, to nie wiem, jak to by się potoczyło.
3803:  BFP - Po prostu nie miał potężnej floty.
3805:  BFP - Miał potężną, potężną determinację, spryt i brak oporów przede wszystkim, bo wszyscy belterzy, wszyscy tamci wymienieni przez nas przywódcy belterów, jak Anderson Dawes, jak Klaus Ashford, jak Fred Johnson, mówili, nie, my musimy grać w ramach układanki dyplomatycznej, w ramach tych stosunków
3825:  BFP - międzyplanetarnych, które mamy.
3827:  BFP - I nagle wchodzi taki Marko i naraz mówi, nie, zagramy jak terroryści.
3831:  BFP - Trzeba stosować nowe taktyki.
3833:  BFP - Więc to jest dość ciekawe i daje do myślenia.
3837:  BFP - Krzysztof?
3839:  KMM - Ja się wytłumaczę z mojego wątku geopolitycznego, bo pamiętajmy, że po pierwsze ta saga jest cały czas kontynuowana, więc jeszcze nie wiemy do końca, jak to będzie rozwinięte właśnie i ten obszar spekulacji moim zdaniem nawet przy wiedzy na temat imperium mamy wciąż i zaraz powiem dlaczego, to znaczy przynajmniej są...
3855:  KMM - Jest kilka przykładów z naszej historii i jeden doniosły przykład z science fiction, że imperia oparte na tradycjach kultur nomadycznych upadają, to znaczy osiągają punkt krytyczny w którymś momencie rozwoju, nie są w stanie w dalszym, nie są w stanie zbudować żadnej stabilnej struktury administracyjnej, politycznej.
3872:  KMM - Mongołowie.
3873:  KMM - Mongołowie, dokładnie.
3874:  KMM - Genghis Khan.
3874:  KMM - Genghis Khan, ale w kronikach Duny jest to oczywiście imperium Fremenów, które się pojawia i w którymś momencie dochodzi do jego kolapsu i
3882:  KMM - I zastanawia mnie to, czy właśnie to postawienie na tę siłę Belterów, która jest siłą ludzi, którzy potrafią się organizować w każdych okolicznościach, ale równocześnie nie tworzą stabilnych struktur, nie są w stanie stworzyć stabilnych struktur, nie będzie czymś podobnym.
3899:  BFP - Przeczytaj książeczkę, Krzysiu, to się dowiesz.
3902:  BFP - Powiedział Filip, który nie czytał.
3904:  KMM - Ale tak jak mówię, ona jest i tak niedokończona, więc nie mamy odpowiedzi na ten temat w dalszym ciągu.
3910:  BFP - No nie, z tego co wiem, właśnie pierwsza książka to była albo Leviathan Falls, albo Leviathan Rising i ostatnia to jest właśnie, jak się nazywa?
3918:  KMM - Przebudzenie Leviathana.
3919:  BFP - Okej, ah, Awakes, to było Leviathan Awakes, to Leviathan Falls bodajże to jest ostatnia, więc nie, jest ostatni tom z tego co wiem i chyba nie będzie na razie kontynuowana, bo to właśnie zamyka się taką klamrą, więc pewnie odpowiedź tam jest, mam nadzieję, że nie zepsułem Ci tak bardzo zabawy i humoru Krzysztof.
3938:  KMM - Ja nie wiem, czy tam jest odpowiedź, będę musiał to sprawdzić wszystko, ale wiem, że na pewno planują trylogię sequeli, bo o tym mówili.
3945:  KMM - Więc jeżeli jest planowana, znaczy nie wiem, czy trylogia, ale jakaś seria jest planowana, może zobaczymy właśnie.
3951:  KMM - Tak czy siak ja obstaję przy stanowisku, że ja nie widzę tutaj takiej stabilnej struktury geopolitycznej.
3957:  KMM - Moim zdaniem serial, bo cały czas, jeżeli będziemy oceniać sam serial oczywiście,
3963:  KMM - zadaje tego rodzaju pytania.
3964:  KMM - To znaczy, jedyna osoba, której się udało stworzyć stabilną strukturę, to był Fred Jones.
3969:  KMM - I pamiętajmy, że to było w obrębie tylko tej superstacji, którą on sam przygotował.
3973:  BFP - To był gościu, który przejął protomolekułę, tylko po to, żeby mieć broń jako lewar w jakichkolwiek negocjacjach politycznych, co było fantastyczne.
3983:  BFP - Ja zostawiam jeszcze głos wam, ale ja bym zadał jeszcze dwa ostatnie ciosy, bo teraz ja wchodzę trochę w tryb rantera.
3992:  BFP - Chciałbym zadać dwa ciosy Wiedźminowi i Game of Thrones, bo ten serial pokazał, po pierwsze, i o tym już mówiłem, w jaki sposób można zachować
4001:  BFP - interesującą spójność wewnętrzną świata.
4005:  BFP - Jeżeli chodzi o fikcję, oczywiście cały czas nawiązuje do Wiedźmina.
4010:  BFP - Ja nie mówię o materiale źródłowym, który jak najbardziej jest dostępny, tak jak w przypadku Ekspens jest dostępny, ale mówię o tym, że
4018:  BFP - Są jacyś ludzie, którzy wchodzą do projektu, tacy jak Tomasz Bagiński czy Loren Hissrich, którzy mają dopilnować jak będzie wyglądała scenografia, jak będzie wyglądał production design, jakimi dialektami, jakimi językami czy akcentami będą się posługiwali aktorzy.
4037:  BFP - I oglądamy to i mamy takie wrażenie, że to, kurczę, mamy już jakiś obraz mentalny tego w innym medium niż książki.
4045:  BFP - No bo, kurde, graliśmy w grę, tak?
4048:  BFP - I myślimy, ktoś tu coś lepiej zrobił wcześniej.
4051:  BFP - Czemu to tak się rozjeżdża?
4053:  BFP - Czemu to jest takie generyczne?
4055:  BFP - Expanse pokazał, że można zachować bardzo wysoki poziom nie tylko spójności tego świata, ale też pewnej
4062:  BFP - No sam nie wiem, kreatywności, elokwencji, którą można wnieść do tego, jak go zaprojektować, przenosząc z jednego medium do drugiego medium, żeby zachować tę specyficzność.
4071:  BFP - I druga rzecz, to jeżeli chodzi o grę o tron.
4074:  BFP - Ten serial pokazał, że dobrze jest pracować na materiale, który jest w materiale źródłowym.
4081:  BFP - Jakby poczekać, czerpać z niego i dzięki temu uda się utrzymać poziom.
4088:  BFP - Można mówić o trochę gorszym czwartym sezonie, ten który dział się na planecie Ilos, chociaż on jest bardzo wysoko oceniany i zebrał świetne recenzje, ale póki jeszcze trzymamy materiału źródłowego i seria jest popularna i zbiera naprawdę dobre recenzje,
4103:  BFP - I nie mamy takiego wrażenia, może wprowadźmy więcej boom, może dorzućmy jakichś kosmitów, którzy nie mają sensu, może wprowadźmy jeszcze jedną nową frakcję, może wprowadźmy trzy smoki i zabijmy dwa.
4116:  BFP - to udaje się utrzymać ten poziom.
4117:  BFP - I naprawdę szósty sezon mnie bardzo pozytywnie zaskoczył.
4121:  BFP - Ja się bałem tego, że on będzie kompaktowy, tak?
4124:  BFP - Tak samo jak Game of Thrones było kompaktowe ostatni sezon.
4126:  BFP - Ale tam się nic głupio nie trzymało.
4128:  BFP - Każdy kolejny odcinek w tym sezonie był coraz gorszy.
4130:  BFP - A tutaj mam wrażenie, że jest jakieś crescendo, chociaż zaczęło się z wysokiego C, że mają bardzo niewiele czasu, a i tak na sam koniec mają takie poczucie, pomimo całej tej skali, pomimo tych wszystkich wątków politycznych,
4142:  BFP - wciąż nawet wybrzmiewa ten wątek rodziny.
4145:  BFP - Jedna z ostatnich scen na Rosinante, jak oni siedzą i razem... W kantynie!
4150:  AK - To było piękne, to jest takie właśnie delikatne pokazanie, puszczenie oka do nas, do wszystkich, którzy oglądali przez sześć sezonów, że ta scena, kiedy oni Bobby, bo ona miała ten problem chyba z jedzeniem, przynajmniej w jednym odcinku pamiętam, że było coś za bardzo słone chyba i ona
4168:  AK - I tam chyba Holden ją pyta, czy Amos, że co, to jest dobre, już okej, musisz sobie dosolić?
4172:  AK - Nie, jest długa taka scena, ona musi wybrzmieć.
4175:  AK - Jak gdyby wszyscy wiemy, po co ona jest, po co ta scena jest, dlaczego my się delektujemy nią.
4181:  AK - I to nie musi być strzelanina w kosmosie, to nie musi być jakaś dziwna sekwencja zdarzeń, żeby zobaczyć, to są ludzie, którzy sobie przeżyli bardzo długi okres różnych przygód.
4194:  AK - są ze sobą, mają różne cele, mają różne też agendy, które są im narzucone.
4202:  AK - Pamiętajmy, że w tym sezonie to Rocinante jest de facto takim gończym statkiem do misji specjalnych, który jest wysyłany na najbardziej niebezpieczne strony tego uniwersum po to, żeby dokonywać jakichś właściwie takich trochę
4213:  AK - quasi-komandowskich akcji, gdzie statek jest marsjański, załoga jest beltersko-ziemsko-marsjańska, bo Bobby jest przysłany jako też taki specjalny członek, wiadomo, raczej taki klasyczny treb kosmiczny.
4229:  AK - Ale to wszystko się trzyma kupy i ci ludzie wiedzą, po co tam są, co mają zrobić.
4233:  AK - Nie ma problemów między nimi, żeby strzelać do wroga, a potem się kłócić o pryncypia właśnie wtedy, kiedy już opadnie kurz.
4240:  AK - Więc strasznie fajnie było to oglądać, ale to właśnie to, co powiedziałeś.
4245:  AK - Po prostu chyba nikt nie...
4247:  AK - postawił sobie zadanie, wziąć literaturę, materiał ten już, który jest stworzony i nie wiem, dla swojej próżności do posmarowania ego, stworzyć coś, co ma być lepsze, bo to jest moje.
4264:  AK - Widocznie ktoś się oparł temu przy produkcji The Expanse, szczególnie szóstego odcinku.
4269:  AK - I oni stwierdzili, robimy to tak, jak to jest napisane.
4272:  AK - Może zróbmy trochę kreatywności, weźmy z różnych książek.
4275:  AK - Do tej pory jechaliśmy chronologicznie, teraz weźmy coś z przyszłości.
4277:  BFP - Żeby fani nie byli zawiedzeni.
4279:  BFP - Pokażmy, że ta liniowa uniwersum ma przyszłość.
4281:  AK - Tak, ale nie róbmy czegoś takiego, że właśnie wprowadźmy kolejną frakcję, dajmy jakiegoś złego bohatera, którego nie było w książkach, bo przecież my tylko tutaj damy taki element i on na pewno będzie pasował.
4291:  AK - Kurde, to widocznie jest kwestia tego... Niech Holden straci moc.
4296:  AK - Tak, niech Holden straci moc albo oślepnie, tak?
4300:  AK - Ja jestem bardzo zbudowany tym właśnie po takich katastrofach, jakim był ostatni odcinek Gry o Tron, jaką katastrofą jest drugi sezon Wiedźmina, jakimi katastrofami są niektóre adaptacje filmowe, które naprawdę nie trzeba bardzo dużo rzeczy robić, żeby je zrobić poprawnymi, ale ktoś się upiera, reżyser, scenarzysta, że może to być naprawdę coś super fajnego, kiedy usiądziemy i napiszemy tę historię od początku.
4325:  AK - Dlatego wielkie ostrzeżenie.
4328:  AK - Nie bądźcie bardziej kreatywni niż pisarze, autorzy książek, na których bazujecie, drodzy reżyserzy, showrunnerzy, bo kurde, my kochamy te książki nie dlatego, że one są fajne, bo mają fajne okładki, tylko dlatego, że tam jest coś przemyślanego.
4344:  AK - i ktoś to już przeżył i wrzucił na te karty, a wy tylko powinniście wziąć i odpowiednio tego nie spieprzyć.
4350:  AK - I tylko tyle, aż tyle, żebyście to pamiętali, bo wtedy widocznie ten ekspans, czyli film o kosmosie, o latających ludziach i zamkniętych puszkach, co w ogóle nie ma sensu, bo przecież wiadomo, że to jeszcze nie istnieje.
4361:  AK - My to czujemy, to jest empatia, to jest imersja i każdy z nas chętnie sięgnie po kolejny odcinek The Expanse, a chyba będziemy mieli coraz mniejszą ochotę babrać się na przykład w Wiedźminie.
4372:  AK - Plus 100.
4374:  AK - Plus 100.
4374:  KMM - Jeszcze dodajmy, że Ekspans umiejętnie trzyma cały czas taką formę narracyjną, jaką przyjął na samym początku.
4381:  KMM - To znaczy jest to opowieść pikarejska z elementami kryminału i to działa cały czas.
4388:  KMM - To znaczy zawsze jest jakaś zagadka do rozwiązania, zawsze jest jakiś problem, do którego trzeba zaprosić naszych fikserów.
4394:  KMM - Naszą załogę fikserów, nadżemników, którzy mają rozwiązać kłopoty,
