Czy serialowy SANDMAN dorównał komiksowi? | Dyskusja
🔗 https://www.youtube.com/watch?v=wl8JYeE5JbY
KMM (Krzysztof M. Maj)
RC (Ryszard Chojnowski, Rysław)
GW (Grzegorz Wątroba, Okiem Deva)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

0:  GW - Pożyłem kawałek jądra tego Maca, co ty mi pierdolisz tutaj?
3231:  BFP - Powiedziałem nawet, co się stanie z Lucyferem.
3232:  BFP - Natomiast
3234:  BFP - Miałem wielką przyjemność oglądać Sandman'a razem z Krzysztofem i autentycznie widziałem po Krzysztofie te reakcje, kiedy cały czas pojawia się jakiś nowy element wprowadzony do tego świata, który wcale niekoniecznie pasuje do reszty, to znaczy nie dało się ekstrapolować na podstawie tego, co widzisz, że nagle pojawi się coś takiego.
3251:  BFP - I takich rzeczy będzie jeszcze bardzo dużo w tej serii, większości z nich nie mogę się doczekać, ale tak jak mówimy i lubimy to mówić, suspension of disbelief, zawieszenie niewiary, w tym serialu naprawdę trzeba to zrobić i otworzyć się na to, co jest bardziej w sferze mitów, symboli, rzeczy niedookreślonych i nie zapominajmy tego, co lubi podkreślać Gaiman, także tajemnicy, rzeczy, których nigdy nie poznamy do końca, nie zrozumiemy.
3275:  BFP - Słuchajcie, tak żeby zdynamizować teraz trochę naszą dyskusję, bo już zaczęliśmy o tym de facto mówić, przejdźmy sobie trochę przez postaci.
3283:  BFP - I oczywiście, że chciałbym zacząć od Sandmana i Morpheusza, ale ja widzę co się dzieje na czatach i ja już chciałbym wrzucić granat do szamba i powiedzieć Johna Constantine.
3293:  BFP - Abominacja, abominacja.
3297:  KMM - Tyle powiem.
3300:  BFP - Zacznijmy najpierw od głosu równoważącego może, czyli Grzegorz, a potem Rysławie Radykał.
3308:  GW - To powiem tak.
3309:  GW - Mi byłoby wszystko jedno, gdyby...
3314:  GW - bardziej się zachowywała, w sensie... Jak John.
3319:  GW - Tak, bo troszeczkę była ta dynamika inna postaci w komiksie, więc jeżeli by po prostu inaczej się odnosiła do śnienia i była, nie wiem...
3336:  BFP - szacunek do starszych.
3337:  GW - Właśnie, tak, tak, troszeczkę po prostu zachowywała się tak kompletnie bez szacunku miejscami, no to gdyby ta dynamika, powiedzmy, między postaciami była, to by mi było absolutnie wszystko jedno, tak, to troszeczkę mi zgrzytała, ale w sumie jej długo nie było, a sama płeć znowu mi nie przeszkadzała, dlatego, bo nawet sam Orfeusz mówił, że
3359:  GW - zna cały ród Konstantinów.
3360:  GW - Czyli charakter.
3361:  GW - To jest tak, że to jest po prostu jedna z rodu, więc jeden grzyb, tak?
3367:  GW - Ale charakter mi nie pasował.
3368:  GW - Sposób zachowania nawet konkretny.
3371:  RC - Rysław, the floor is yours.
3373:  RC - Powiem tak, najpierw zgrzytałem bardzo zębami na to, że zmieniono płeć i się zastanawiałem, czemu to zrobiono i myślę, że to nie ma w ogóle sensu i pomyślałem, że wiesz, nawet pisałem o tym na Twitterze, że kurczę, może to były sprawy prawne i rzeczywiście okazało się, że nie mogli użyć postaci Johna Konstantina, chociaż sam Neil Gaiman preferuje, jak pisał wymowy Konstantin, bo się rymuje z wine,
3401:  RC - Więc w przeciwieństwie do filmu czy też serialu, gdzie jest Constantine.
3405:  RC - Ale wracając do rzeczy.
3408:  RC - Została zmieniona płeć z tego powodu, że nie mieli prawa do Johna Constantina stworzonego przez Alnamura m.in.
3415:  RC - i ponoć prawa do postaci Johna Constantina ma nasz ulubieniec Jar Jar Abrams obecnie.
3424:  RC - Niestety.
3425:  RC - Więc Neil Gaiman wykorzystał postać stworzoną przez siebie, czyli Johanna Constantine, która pojawia się zresztą później też w odcinku szóstym, najlepszym odcinku, moim zdaniem.
3438:  RC - Mam wrażenie, że to jest taka dosyć jednomyślna opinia, że odcinek szósty chyba był...
3446:  RC - najwyżej się wznosił.
3447:  RC - W każdym razie postać Johanny pojawiła się na kartach komiksu i została wykorzystana ponownie.
3453:  RC - Teraz mamy jej jakąś tam dziedziczkę rodu.
3459:  RC - Ja mam problem z nią taki, że to jest najbardziej buraczana, chamska, nieprzyjemna, antypatyczna, protekcjonalna i zadufana, przemądrzała postać, jaką
3470:  RC - postać kobieca, jaką ja widziałem od dawna, jest tak antypatyczna, tak wredna, tak chamska, bucowata, zołzowata.
3477:  KMM - General Holdo z... Gorsza jest.
3482:  RC - Gorsza jest.
3483:  RC - O, bo to jest ten poziom, to jest ten poziom, to jest ten poziom.
3486:  RC - To jest... Od pierwszej minuty na ekranie zachowuje się jakby...
3493:  RC - zjadła wszelkie rozumy, jest poucza Morfeusza.
3497:  RC - Konstantin, kiedy poznajemy go w tym odcinku, w komiksie, on jest w szoku, jest przestraszony, on nie wie, co robić.
3505:  RC - Sandman jest istotą, z którą nigdy nie miał do czynienia i on
3511:  RC - Nie ma wobec niego żadnych żądań.
3513:  RC - Chce, żeby tylko on jak najszybciej odszedł z jego życia, żeby on mógł wrócić do swojego dawnego bytowania.
3520:  RC - A tutaj mamy panienkę, która zachowuje się
3524:  RC - No po prostu okropnie, jest nieprzyjemna, jest antypatyczna do n tej potęgi.
3532:  BFP - Aż dwie osoby podniosły to na czacie i chciałem, żebyś się do tego odniósł.
3536:  RC - Przepraszam, nie czytam czatu, bo patrzę.
3538:  BFP - Spoko, to ja jestem od tego.
3539:  BFP - Czy czasem komiksowy Konstantin też taki nie był?
3542:  RC - On nie był taki w tym odcinku zdecydowanie.
3544:  RC - Zresztą nie był takim burakiem.
3547:  RC - Powiedzmy sobie szczerze.
3548:  RC - Johanna Konstantyna jest buraczana.
3550:  RC - Jest karyną taką.
3551:  RC - Jest najgorszym rodzajem karyny, jaki można spotkać.
3556:  GW - Inaczej, Konstantin w swojej własnej serii komiksowej był bardzo pewny siebie, ale to był taki czaruś trochę i jednocześnie... Samotnik też taki.
3565:  GW - Ale tak, ale był ten taki smutek gdzieś tam pod spodem, bo ten przeżył ten dramat, zresztą właśnie później, o ile dobrze pamiętam, tylko poprawcie mnie, czy to nie było tak właśnie w... Hellblazerze?
3577:  GW - Znaczy nie, nie, to chodzi mi tutaj, jeżeli chodzi o kontakt z Morfeuszem, że on go prosił, żeby pozbył się tego koszmaru.
3585:  GW - Tak, tak.
3586:  GW - A tutaj Morfeusz stwierdził, a widzę, że się z tym męczysz, to cię go usuwam.
3591:  RC - Znaczy nie, nie, to było w komiksie jest tak, że w ogóle Constantine o tym nie wspomina.
3596:  RC - W serialu jest tak, że ona żąda wręcz tego chyba.
3602:  BFP - Ona żąda od niego, żeby on dał spokój Rachel.
3605:  BFP - I tak samo jest w komiksie.
3606:  BFP - Natomiast w komiksie John Constantine, tudzież Constantine, robi coś, co cieszy się, że nie trafiło do serii.
3613:  BFP - I to nie ma znaczenia, czy to by zagrał mężczyzna, czy zagrały kobieta.
3615:  BFP - Czy to Johanna, czy John.
3617:  BFP - Otóż John, tuż po tym, jak Rachel, jego była ukochana, czy też przelotna miłość...
3622:  BFP - Zostaje uśpiona, no w przypadku Johna to przelotne wszystko jest.
3626:  BFP - Robi mniej więcej coś, ale wiem, bo 10 minut przed naszą rozmową czytałem ten fragment.
3631:  BFP - John robi coś takiego.
3633:  BFP - Morphe, wiesz, życie to życie, nie?
3637:  BFP - Wszyscy kiedyś trafimy do piekła i odchodzi śpiewając piosenkę.
3640:  BFP - Tuż po śmierci jego byłej ukochanej.
3643:  BFP - Autentycznie.
3644:  BFP - A tutaj przynajmniej nie schodzi tak bardzo.
3646:  RC - To ukochaną to bym nie przesadził.
3648:  BFP - Dobra, no ale jednak skoro zależy mu na jej losie i prosi Morfeusza, nie, też żąda, tak jak powiedział Grzegorz, żąda, żeby dał jej wieczny spoczynek.
3661:  BFP - No tak, to przepraszam.
3663:  BFP - i to jakby cieszę się, że przynajmniej to naprawili, tak, że trochę trąciło to wtedy myszką, jak John właśnie z takim... Ale tutaj trajdownie jest już tak pozytywny, stary, jak w przypadku innych zmian.
3677:  BFP - Nie, ale ja nie bronię Johny Constantine z jednego prostego powodu.
3681:  BFP - Troszkę powtarzam te zarzuty, które ma Rysław, aczkolwiek dla mnie to przyćmiło tragedię, którą przeżyła, a przede wszystkim postać Rachel, która była bardzo poruszająca cała ta scena, była doskonale zrealizowana i dla mnie na szczęście przykryło to trochę postać Joanny, ale jest jedna rzecz, której nie mogę wybaczyć temu serialowi.
3698:  BFP - Mianowicie to, że Joanna w przeszłości pojawia się jako dokładnie ta sama aktorka.
3702:  BFP - Jeżeli oni nie przedstawią mi sensownego wyjaśnienia, że ktoś sklonował Joannę Konstantyn, albo że to ona przeżyła te 400 lat i ktoś jej wymazał pamięć, to uważam, że to jest po pierwsze nie tylko leniwe scenario pisarsko, co gorsza to jest konfundujące wszystkich nowych ludzi w tym świecie.
3720:  GW - Inaczej, Konstantinowie to byli magowie i oni chyba byli długowieczni.
3726:  BFP - Byli długowieczni, więc mam nadzieję, że może jakkolwiek zostanie to rozegrane, ale jeżeli nie, to ten sezon tracił u mnie punkty wtedy, bo to... Ale Filipie, czy nie widziałyś zdjęć Keanu Reevesa z XIX wieku?
3740:  BFP - On był w tej karczmie, to on podawał piwo, to był Keanu.
3743:  KMM - Filip podskoczył, jak wtedy oglądaliśmy, mówił, ale w zasadzie co się dzieje i dlaczego.
3748:  KMM - Ja powiem tak, tu będę nadspodziewanie neutralny, to znaczy dla mnie jest to postać totalnie bez wyrazu i ambiwalentna, przez co rozumiem, dlaczego może się nie podobać, ponieważ wszystkie te postaci w serialu są bardzo wyraziste.
3764:  KMM - Każdą z nich zapamiętałem i to jest niesamowite, bo ja nigdy nie zapamiętuję postaci.
3769:  KMM - Green Fiddler, tak się nazywa, grany przez Stephena Frya.
3774:  KMM - To jest Johanna w komiksie.
3779:  KMM - Nie poznałbym.
3780:  KMM - W każdym razie każda z postaci, nawet dalekoplanowych, jakoś mi się zapisała w pamięci.
3787:  KMM - Joanna Constantine w tej wersji ma mniej więcej taką właściwość, jaką mnie kiedyś przypisał mój dobry znajomy ze Stanów.
3794:  KMM - Dobry znajomy było w dużym cudzysłowie i sarkastycznie, ponieważ kiedyś jak byliśmy na pizzy w Warszawie, spojrzał tak na mnie i zupełnie niesprowokowany przez nikogo, powiedział, you know, Chris,
3805:  KMM - You have a forgettable face.
3808:  KMM - I to była oficjalnie najbardziej wredna rzecz, jaką usłyszałem kiedykolwiek w życiu.
3816:  KMM - I know.
3817:  KMM - I odszedłem słuchając muzyki.
3819:  KMM - No więc dokładnie to samo mówię o Joanna Constantine.
3821:  KMM - Jest forgettable.
3822:  KMM - Mogłem o niej zapomnieć, ale nie w tym znaczeniu, w którym ja zawsze zapominam.
3827:  KMM - Ona jest po prostu forgettable.
3828:  KMM - Nic nie wniosła ponad taką generyczną
3832:  KMM - silną kobiecość, która jest zła i dlaczego zaraz wytłumaczę.
3835:  KMM - Mianowicie z tego samego powodu, dla którego Geoffrey Baratheon jest wyśmiewany przez Tywina Lannistera, który mówi ja jestem królem i na to Tywin mu słusznie mówi any man.
3846:  KMM - I to jest dokładnie to.
3852:  KMM - Ja chcę widzieć silną kobiecość na ekranie, a nie słyszeć w kwestiach dialogowych.
3857:  KMM - Tak jak w przypadku Garena Holdo w The Last Jedi, która zachowuje się jak psychopatka, miotając po podłodze jednym z bardziej zasłużonych generałów, jak i miejscami te złośliwe różne odzywki względem Morfeusza Johny Constantine były trochę
3873:  KMM - To jest trochę dziwne, nie na miejscu.
3875:  KMM - Nie rozumiałem jej w każdym razie jako widz.
3877:  KMM - I też rozumiem, że ktoś mógłby przypisywać jej tej tendencji do pokazywania prymitywnego postaci kobiecej.
3884:  KMM - Więc to jest antypatyczny feminizm drugiej generacji walczącej, którego już dawno nie ma.
3891:  KMM - 80 lat temu był taki feminizm.
3895:  KMM - Współczesny feminizm mówi raczej o tym, że powinniśmy mówić o równouprawnieniu dlatego, żeby mężczyznom również żyło się dobrze.
3902:  KMM - i mówi o, dlatego się rozwijał men's studies w obrębie czwartej fazy feminizmu, dlatego się trochę śmieje zawsze, jak ludzie mówią krytycznie dziś o feminizmie w kontekście tego, co się dzieje na ekranie.
3912:  KMM - Hollywood po prostu jest 80 lat do tyłu, jeżeli chodzi o tego rodzaju przedstawienia kobiece, robi to nieumiejętnie i mam nadzieję, że będziemy mieli więcej fajnie napisanych postaci kobiecych, jak chociażby w Prey, który też, nawiasem mówiąc, oglądaliśmy z Filipem tuż po Sandmenie i mieliśmy ładny kontrast względem Joanny Constance.
3928:  RC - Czy Hollywood nie radziło sobie doskonale na przykład przy Obcym, przy Terminatorze, gdzie mieliśmy świetne postacie kobiece, prawda?
3934:  RC - Mieliśmy Ripley i mieliśmy... Boże, jak się nazywało?
3939:  RC - Sarah Connor.
3940:  RC - Sarah Connor, no.
3941:  RC - Fantastyczne.
3943:  RC - Trochę maczystowskie były.
3944:  BFP - Bardzo maczystowskie, znaczy takie, które muszą być tak silne mężczyźni.
3947:  S01 - Sarah Connor w pierwszym Terminatorze?
3949:  S01 - Okej.
3950:  BFP - O nie, nie, zgadzam się z tobą.
3951:  BFP - I tak samo Ellen Ripley też w pierwszym Alienie.
3953:  BFP - Ale co się dzieje w drugim?
3955:  BFP - Które obydwa były Jamesa Camerona.
3957:  BFP - Sara Connor jest dokładnie taka sama jak Ellen Ripley.
3960:  GW - Ale Sara Connor bronił swojego dziecka.
3964:  BFP - Ja tylko chciałem zaznaczyć, że to co mówił Krzysztof, to co mówił Krzysztof, czyli ja jestem królem, ja jestem królem, to tak oficjalnie Krzysztof zaczyna każde zajęcie na GieHu, ale to tylko tajemnica poliszynela.
3978:  KMM - Tak.
3979:  KMM - Żeby było na to tyle czasu, to bym chętnie tak robił, ale niestety muszę nadrabiać jakieś 120 lat zaszłości polskiego literaturoznawstwa i kulturoznawstwa.
3988:  BFP - Drodzy, Morfeusz i Tom Sterich, jak oceniacie jego jako Morfeusza Grzegorz?
3996:  GW - Cacy.
3996:  GW - Dziękuję.
3997:  GW - Tyle.
3999:  GW - Cacy.
3999:  GW - Znaczy nie, naprawdę.
4000:  GW - Nie, nie, nie.
4002:  GW - No...
4003:  GW - Gra świetnie, bardzo emocjonalnie wycofaną postać, taką bardzo stonowaną, gdzieś tam z niego wychodzi jakieś te wewnętrzne napięcie gdzieś tam po drodze.
4015:  GW - Jeżeli się uśmiecha, to tak tylko na pół gwizdka.
4018:  GW - Dwa razy w całym serialu.
4020:  BFP - W ten raz, kiedy dzieciak udaje, że jest Sandmanem.
4022:  GW - Tak, tak.
4023:  GW - Tak, zastanawiam się tylko czy po prostu tego chłopa trzymali specjalnie przez wakacje w piwnicy, czy po prostu go czymś pomalowali, czy dało nałożyć jakiś efekt w każdym razie.
4032:  BFP - Człowiek ma zerowy tłuszcz i też niewiele tkanki mięśniowej, tak.
4037:  GW - Tak, tak, ale chodzi mi generalnie o wygląd jego skóry, bo w komiksie on jest właśnie taki blady, kompletnie blady, taki perłowy i tutaj też być może to jest kwestia makijażu jeszcze dodatkowego jakiegoś albo po prostu to jest, bo to jest Brytyjczyk, więc w sumie tutaj ciężko wyznać, natomiast no pasuje idealnie wydaje mi się wizualnie, zachowuje się świetnie w stosunku do oryginału, także tutaj
4067:  GW - Nie wiem, ja nie widzę, nie widzę jakichś uchybień.
4070:  GW - Mi naprawdę się bardzo podobało to, w jaki sposób zagrał, także... No ja też zaznaczę, dla mnie to jest... Superlatywy tutaj.
4077:  BFP - Przyznaję, że ja marzyłem, żeby Sandmana, Morpheusza, Oneiromantę, Władcę Snów, zagrał nie kto inny... Pattinson?
4086:  BFP - Tak, Pattinson, który jest... Uwaga, uwaga, uwaga, uwaga, uwaga, uwaga, uwaga, uwaga.
4092:  GW - Zepsułeś Krzysztofa, coś narobił, no.
4095:  BFP - Regularnie psuje Krzysztofa.
4097:  BFP - Wystarczy kilka słów właściwych.
4100:  BFP - Otóż Robert Pattinson jest najbliższym przyjacielem Toma Sturridge'a.
4104:  BFP - Chłopaki się przyjaźnią.
4107:  BFP - I nawet... Nawet był na premierze Sandmana.
4112:  BFP - Natomiast Tom Sturridge jest dla mnie...
4114:  BFP - Tym, kogo widziałem w swojej głowie, kiedy patrzyłem na obrazy zawarte w panelach na kartach komiksu.
4121:  BFP - I chodzi mi przede wszystkim o wyrażenie jego osobowości.
4124:  BFP - To jest ciekawe, bo ja kilka razy natrafiłem już na taki komentarz, a także na głosy krytyków, którzy śledzą serial, ale być może nie mieli styczności z oryginałem, że to jest postać bez charyzmy, to jest postać nudna.
4135:  BFP - Tak jest Morfeusz.
4137:  BFP - Zimny, oschły, pryncypialny, kategoryczny, zapatrzony w swoje obowiązki i królestwo, zaborczy, ale jednocześnie cholernie małostkowy.
4148:  BFP - To nie bez przyczyny Nada, którą przez moment widzieliście w serialu, która siedzi w piekle.
4153:  BFP - Siedzi tam od kilku tysięcy lat.
4157:  BFP - A Morfeusz na nią patrzył, nie wybaczyłem ci jeszcze i idzie sobie dalej.
4161:  BFP - I on wiele ma takich, włącznie ze swoim synem, którym jeszcze nie wybaczył.
4166:  BFP - Oj, to będzie straszne.
4167:  RC - To będzie straszne.
4168:  RC - Nie wiem jak oni to nakręcą, ale to będzie strasznie smutne.
4169:  BFP - Ja też nie wiem jak oni to nakręcą, ale jednocześnie widać, że pojawiają się pęknięcia w tym monolicie.
4175:  BFP - I fajnie on to wyraża, to znaczy, że ta niewola go zmienia, że ten moment, kiedy on naprawdę cierpi na kryzys egzystencjalny i widzi się ze swoją siostrą, mówi, ja nie wiem, ja nie wiem, co zrobić.
4185:  BFP - I nagle ta siostra wstaje, śmierć, i rzuca w niego kanapką czy tam bagietką i mówi...
4190:  BFP - Ty gówniarzu, ty egotyku cholerny, infantylny egotyku, który płacze, bo chciał się zemścić na ludziach, zemścił się i mówi, ja teraz nie wiem, co on zrobi, ja już nie wiem.
4202:  BFP - I ona tak pięknie wygarnie mu wszystko, co powinni czuć widzowie do tej pory.
4206:  BFP - że mogę wam powiedzieć wielokrotnie też, że będziecie czuli, ale warto zostać do samego końca.
4210:  BFP - I cieszę się, że steryż dokładnie to, znaczy bierze pewną rolę, która sprawi, że nie każdy go będzie lubił, oglądając go w tej roli.
4217:  BFP - Ale to nie ma znaczenia, bo udaje mu się ucieleśnić Morfeusza.
4222:  BFP - Rysław?
4223:  RC - Ja chciałem powiedzieć, że Cacy razy dwa jest fenomenalny.
4226:  RC - Ma przepiękny głos.
4227:  RC - Boże mój, jaki ten człowiek ma głos.
4229:  RC - Jak on pięknie mówi.
4231:  RC - Głęboki, męski, taki przenikliwy głos, który pozostawia niezatarte wrażenie, który pamiętam do tej pory.
4239:  RC - Wygląda doskonale.
4240:  RC - Zresztą
4242:  RC - Ja mam wrażenie, że on i pan Robert Pattinson są trochę podobni do siebie.
4246:  RC - Wydaje mi się, że gdyby panu Pattisonowi dać... Nawzajem sobie układają włosy.
4251:  RC - Włosy, to wygląda dość podobnie.
4253:  RC - Natomiast ja jestem pod wielkim wrażeniem... W pierwszym odcinku było widać go, jak siedzi prawie nagi.
4261:  RC - Boże, ten człowiek ma chyba jakieś 5% tkanki tłuszczowej.
4264:  RC - Tak, dokładnie.
4266:  BFP - Nie, bo podobno oni go naprawdę tam zamknęli na 70 lat, żeby się przygotować do roli.
4270:  RC - Ale był tak wysuszony, to wymaga nieprawdopodobnej siły woli dojść do takiego stanu.
4278:  RC - Nieprawdopodobnie, bo tam było jeszcze widać mięśnie.
4280:  RC - To nie był stan... Boże, jak się nazywa ten superaktor, który grał Batman?
4286:  RC - Christian Bale.
4287:  RC - Mechaniku, tak.
4289:  RC - Który był po prostu tylko skóra i kości.
4293:  RC - A tutaj widać było jednak, że tych mięśni trochę jest.
4297:  RC - i no za to podziw, no i ogólnie fantastycznie zagrany, fantastycznie, jestem doskonały na równi, znaczy chyba lepszy nawet niż Korynczyk, który był fenomenalny, więc jestem... Przepraszam, Martyna powiedziała jedną śmieszną rzecz, ale muszę to wrzucić, bo właśnie to powiedziałeś, Neil Gaiman, Martyna Łobuszyńska, Neil Gaiman musiał krzyczeć na story, bo ten na początku grał naśladując głos Batmana, to jest prawda...
4322:  BFP - On odbierał Morpheusza jadąc swoim przyjacielem Robertem Pattinsonem.
4327:  BFP - Przepraszam, dokończ.
4329:  RC - Jeszcze chciałem tylko zwrócić uwagę, że w ogóle postać Morpheusza, ja mam wrażenie, kiedy czytałem na początku Messenmana, że tak naprawdę to Neil Gaiman do mnie mówi.
4338:  RC - Bo Neil Gaiman ma też taką posturę.
4340:  RC - Jest wysokim, czarnowłosym, bladym.
4343:  RC - Krócze włosy.
4344:  RC - Tak, który miał swego czasu w latach 90. taką fryzurę bardziej nastroszoną.
4351:  RC - I kurczę, skubany do tej pory świetnie wygląda, ma już mocno po 60.
4358:  BFP - No dżentelmen.
4358:  BFP - Krzysztof, jak ty odebrałeś Morfeusza nie mając w głowie tego pierwowzoru komiksowego?
4365:  KMM - Magnetyczny.
4366:  KMM - To jest ten przymiotnik, którego użyłem, jak oglądaliśmy z Filipem.
4371:  KMM - A w zasadzie binge'owaliśmy, to było na jednym posiedzeniu, dosłownie.
4375:  KMM - I to jest jedna z takich postaci, która musi być zagrana w sposób nieludzki, ale arcyludzki zarazem.
4381:  KMM - I to jest fantastyczne.
4384:  KMM - Nie może być zbyt
4388:  KMM - sympatyczny i przyjazny, tak jakby to wypadało w odniesieniu do jakichś postaci, których sobie upodobał Hollywood, ale równocześnie musi być troszeczkę likable, bo ludzie lubią się utożsamiać z postaciami wiodącymi i znalezienie punktu wspólnego między tymi dwiema przeciwstawnymi strategiami wymaga naprawdę świetnego warsztatu aktorskiego i dlatego bardzo się z tego cieszę, że zagrało to Sturridge, a nie Pattinson.
4413:  BFP - To przejdźmy do innej postaci, która wydaje mi się warta chwili omówienia, zupełnie zmieniając bieg, bo nie powiem teraz siostra Sandmana, nie powiem Desire, czyli druga siostro-brat Sandmana, niedoprecyzowany, bezniebinarna, także w komiksach.
4430:  BFP - John Dee, grany przez fenomenalnego Davida Toulisa.
4435:  BFP - W ogóle musicie to wiedzieć, czaty.
4437:  BFP - Musicie to usłyszeć.
4439:  BFP - Ja nie byłem w stanie wymówić jego nazwiska.
4441:  BFP - Krzysztof miał po prostu jakiś przebłysk wynikającego z czerwonego Rubinu Sandmana, że przypomniał sobie jego imię i nazwisko.
4448:  KMM - No bo to Lupin.
4449:  BFP - A, okej, Lupin, tak.
4451:  KMM - No przecież jeżeli jest jakiś aktor, który grał w cyklu Potterowskim, to ja na pewno będę znał.
4455:  BFP - No tak, to prawda, to prawda.
4457:  BFP - Wiecie co, ja nie tylko jestem zachwycony tym, co zrobił David Thewlis, ale to jest dla mnie przykład tego, jak udało się zremasterować Sandmana.
4465:  BFP - Ponieważ on rzeczywiście jako doktor Destiny pojawia się w pierwszym tomie, paskudny, obleśny, no jest takim rozkładającym się w zasadzie ciałem chodzącym, wygląda jak zombie, ale jest bardzo antypatyczną postacią.
4477:  BFP - On jest naukowcem i o ile w serialu John Dee ma konkretną motywację, z którą jesteśmy w stanie jakkolwiek empatyzować.
4486:  BFP - On jest trochę dzieckiem w zamkniętym ciele mężczyzny, który uważa, że nie miał dzieciństwa, który czuje, że jego matka zbudowała jego życie z kłamstw i chciałby pozbawić świat kłamstw i stworzyć jakąś swoją, my wiemy, żołbiorną, ale jednak utopię.
4502:  BFP - W komiksie John Dee chce władzy.
4506:  BFP - W komiksie John Dee ze swoich kompleksów widzi siebie jako Cezara, jako władcę świata, chce być ubóstwiany, chce być uwielbiany.
4514:  BFP - To nie wszystko.
4515:  BFP - Ta scena, która również jest w komiksie, ale zajmuje, nie wiem, pięć paneli, a tutaj zajmuje dobre dziesięć minut, bardzo pełne napięcia, w której kobieta wiezie Johna Dee, w komiksie zostaje brutalnie przez niego zabita.
4528:  BFP - Ona mówi, czy ja mogę odjechać, on wyciąga pistolet, strzela jej w głowę.
4531:  BFP - A tutaj ten John Dee wraca do niej i wydaje nam się, to jest piękna zabawa, tego bym chciał więcej w tym Sandmanie, tych remiksów.
4539:  BFP - Wszyscy fani wiedzą, że on zaraz wyciągnie pistolet i strzeli w jej głowę.
4543:  BFP - A on wyciąga ten amulet protekcji, czy amulet ochrony i oddaje jej.
4548:  BFP - I to jak pięknie David Thouless zagrał tę postać.
4551:  BFP - To jak do samego końca można było chcieć z nim sympatyzować.
4554:  BFP - Nawet jak wychodziła ta dwulicowość ludzi, z którą on nie potrafi się pogodzić.
4558:  BFP - On odizolowany od lat, zamknięty, żyjący w swoim własnym świecie.
4563:  BFP - Dla mnie to był majstersztyk.
4564:  BFP - To jest znacznie lepiej, Grzegorz, to jest właśnie to, co miałem na myśli, kiedy mówiłem o tym, że są pewne rzeczy, które ten serial robi lepiej i postać Johna Dee jest jedną z tych rzeczy.
4574:  BFP - Chciałbym usłyszeć twoją opinię na ten temat.
4578:  GW - On akurat został pogłębiony przez to, że inaczej poprowadzono niektóre sceny.
4586:  GW - Też wydaje mi się, że ta motywacja stworzenia świata po prostu na innych zasadach
4593:  GW - Tutaj jest taki fundamentalizm i takie jednotorowe podejście do tego, jaką on ma wizję świata i chce ją narzucić wszystkim innym i przez to, że świat jest zbyt złożony, żeby po prostu iść jednym takim torem i jedną sztywną ramą moralną, gdzie on sobie tutaj przyjął za mówienie stricte i wyłącznie prawdy, łącznie z prawdą względem siebie i swoich wszystkich tam
4621:  GW - mrocznych stron i tak dalej i tak dalej trochę się Kierkegaard kłania swoją drogą właśnie gdzie ta autodestrukcja się włączyła u ludzi ten genialny makabryczny piąty odcinek pięknie to pokazał no to hmm
4636:  GW - Tutaj faktycznie wydaje mi się, że to też było na swój sposób lepiej zrobione i oczywiście uzupełniano po prostu braki po tym, że nie mogliśmy bardziej zapoznać się z tą postacią ze strony tego vilana w DC.
4651:  GW - To dano nam po prostu głębszy profil psychologiczny.
4656:  GW - skondensowane w ramach tego jednego, dwóch odcinków i tutaj jak najbardziej założenia były bardzo dobrze rozpisane, no a wykonane też genialnie, no bo David Tullis gra zawsze
4671:  GW - takie dziwne postacie, miejscami ambiwalentne, no to już pomijając Lupina w Harrym Potterze, ale... Landscapers, tak się chyba nazywał, nie?
4680:  GW - Tak, Landscapers, to było niesamowite.
4682:  GW - Ty mi poleciłeś ten film.
4683:  GW - Tak, tak, znaczy to jest serial na HBO, polecam.
4688:  GW - Natomiast jeszcze miał przecież przedstawiciela firmy Fargo w tym...
4697:  GW - Tak, w trzecim sezonie.
4698:  GW - Scena z kubkiem do dzisiaj mi siedzi w głowie.
4701:  GW - Niesamowite.
4703:  BFP - Zawsze w jego rolach ma dziwne, zepsute uzębienie.
4706:  BFP - I nie inaczej było tym razem.
4708:  BFP - To jest Brytyjczyk, więc... Zobacz sobie jego Instagrama.
4711:  BFP - Piękne zęby, świetne poczucie humoru.
4712:  GW - W ogóle jedna z użytkowniczek... Ja nie mówię, że on naprawdę ma, tylko że on zawsze... On po prostu spełnia te założenia tego...
4723:  GW - jak sobie ludzie wyobrażają takiego starego, zgnośniałego, zepsutego brytola.
4728:  BFP - Ja w ogóle z Krzysztofem siedzimy i mówimy, on wszedł do tego, bo wspaniały, piąty odcinek był po prostu wspaniały.
4735:  BFP - Jak on wszedł do tego diner i on tam sobie siedzi i tam gada z tą kelnerką i tak siedzimy z Krzysztofem i mówimy, kurwa, ludzie przystą siedzieć tam w piżamie, czemu nikt nie zwrócił uwagi na to, że on tam siedzi w piżamie?
4746:  BFP - Normalnie go obsługują, myśmy chęć do niego, a tu goście z czerwonym rubinem w piżamie.
4752:  BFP - Rysław.
4753:  BFP - Twoje przemyślenie odnośnie tego, jak sportretowano Johna Dee.
4757:  RC - Doskonale, doskonale, tylko że to jest właśnie jedna z tych zmian, które wyszły moim zdaniem na lepsze w porównaniu do komiksu, bo w komiksie, jeśli pamiętacie, ci, którzy czytali,
