DARK SOULS 2 to...? 🤔
🔗 https://www.youtube.com/watch?v=ygoqdolsYao
KMM (Krzysztof M. Maj)
RN (Rafał Nawrocki, Demonidias)
MD (Mateusz Drozd, Kiszak)
AS (Adam Szymański, Balmora House)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

17:  BFP - Czym jest do prawdy Dark Souls 2?
4831:  MD - Podniesienie jakichś konsekwencji.
4833:  MD - To jest genialne i jak teraz zobaczymy w jaki sposób gry się rozwijają i czego my jako gracze teoretycznie od gier oczekujemy, to my stawiamy jak najwięcej elementów na dodanie do nich ponownych konsekwencji.
4845:  MD - Baldur's Gate 3 i system, jak on się nazywa, Honor's Mode, prawda?
4850:  MD - Ludzie, my dochodzimy do momentu, gdzie my przychodzimy gry na hardkorze.
4854:  MD - Ile ludzi robi no-deffy albo hitlessy w Soulslike'i?
4858:  MD - Ludzie robią hardcore challenge'e w Skyrima.
4861:  MD - Gra, którą przechodzi się kilkadziesiąt godzin i ludzie w momencie, w którym umierają, usuwają postać, tworzą to od nowa.
4868:  MD - I jak my to teraz całkowicie ekstrapolujemy na inne gry?
4872:  MD - Do czego my dochodzimy?
4873:  MD - Ludzie zaczynają grać w MMO'sy na Hardmormode'zie.
4876:  MD - Ludzie grają w World of Warcraft, gdzie wyeksploitowanie postaci na maksymalny poziom zajmuje 200 godzin.
4881:  MD - I jak przegrają, to usuwają postać.
4883:  MD - I to jest przepiękne.
4884:  MD - My cały czas przesuwamy tą granicę, ale dając ludziom możliwość używania czegoś zawsze, sprawimy, że to całkowicie straci swoją wartość.
4893:  MD - Jeżeli ty mógłbyś zawsze użyć konfetti w Sekiro, to ty byś nigdy nie poczuł elementu użycia konfetti w Sekiro.
4899:  RN - Tak, tutaj nawet mogłoby tego, przepraszam, tego konfetti mogłoby nawet w ogóle nie być wówczas, jeżeli byłoby ono de facto nielimitowane, bo wtedy wystarczyłoby obniżyć poziom HP bossów czy przeciwników, nie?
4909:  KMM - To prawda, to mnie przekonało i ja widzę od razu rozwiązanie następujące, to znaczy, żeby można było decydować o tym, jeżeli jesteśmy przy ognisku lub przy posążku rzeźbiarza lub gdziekolwiek indziej, jaki consumable decydujemy się zregenerować.
4924:  KMM - I na przykład mówisz sobie, że może to być jeden lub dwa, wszystko jedno, to już zależy od balansowania rozgrywki, ale wtedy wciąż zachowujesz to, co mówisz, że nie możesz sobie zrobić 17 buffów tak jak w Eldenie, bo nie to samego.
4935:  KMM - to bawi, że człowiek nakłada na siebie kolejne oleje.
4938:  MD - Możesz użyć jakiegoś consumable'a, ale kosztem estusów.
4941:  MD - Na przykład zużyj dwa estusy, żeby zespałnić konfetti.
4944:  KMM - Ale absolutnie, to jest 100%.
4945:  MD - Kiedy gracz sam podejmuje decyzję, chce być bardziej ofensywny, mniej defensywny.
4950:  MD - Tak, i to jest kwestia zaprogramowania dodatkowego systemu w taki sposób.
4953:  KMM - To jest idealne rozwiązanie kompromisowe i mnie też eliminuje ten mój zarzut o grind, to znaczy ja strasznie nie znoszę grindu w grach wideo, doprowadza mnie on do szału, wkurzył mnie on w Horizonie do tego stopnia, że przestałem w którymś momencie grać, bo ja nie jestem w stanie tego wytrzymać.
4966:  BFP - Powiedział Krzysztof, który wybijał przeciwników 15 razy na każdym poziomie.
4970:  KMM - Bo widzisz, a to jest co innego.
4971:  KMM - Nie rozumiesz, Filip, nie rozumiesz.
4974:  KMM - Ja czyściłem świat z zarazy.
4976:  KMM - To jest moja narracja.
4977:  KMM - Ja tego każdego cholernika wypalałem i wywalałem na orbitę.
4983:  KMM - Ja mogłem ich w ogóle nie lutować.
4984:  KMM - I mam dowód swoją drogą, ponieważ najczęstszą uwagą, jaką mam na czacie, na streamach, jest Krzysztof, nie zlutowałeś tego przeciwnika.
4992:  KMM - To jest...
4992:  KMM - To jest norma u mnie.
4993:  KMM - Ja nie znoszę lutu.
4995:  KMM - Mnie doprowadza do szału, jak mi zepsuli cyberpunka tym, że mi te cifierki wyskakiwały z głowy przeciwnika i jeszcze wyskakiwały kolorowe jakieś tam, nie wiem, plecaczki, co innego, co się zbiera.
5005:  KMM - Doprowadza mnie do absolutnego szału.
5007:  KMM - No oczywiście, nie ma się nijak do tego grindu, który może być w Dark Souls, ale zauważcie, że jednak takie farmienie dusz i inne tego typu rzeczy, to są takie...
5018:  KMM - Działania graczy, które oczywiście możemy robić, ale generalnie to jest frowned upon, to znaczy ludzie patrzą na to, a to chcesz sobie ułatwić życie.
5024:  KMM - Trochę tak jest.
5025:  KMM - Więc myślę, że rzeczywiście, jeżeli pójdą w Shadow of the Atrium w jakiś inny system, który nie będzie kazał się ludziom oleić jak 80-latkowi przed pójściem do łoża, przed każdą walką, to ja jestem też za tym.
5038:  BFP - A co sądzicie o tym systemie, który rzeczywiście był wyjątkowy dla dwójki, wybijania przeciwników te 12 czy 15 razy w taki sposób, że oni się już nie spawnują czy nie respawnują na poziomie?
5057:  BFP - Mateusz fajnie użył tego argumentu jako kontrargumentu dla mojego, że oni mają takie potężne agro, tak?
5062:  BFP - Że ciężko jest w zasadzie przebiec obok przeciwników i liczyć na to, że oni przestaną za mną biec.
5068:  BFP - No to masz alternatywy, no to możesz ich po prostu powybijać, tak?
5071:  BFP - 12 czy 15 razy.
5073:  BFP - Co wy o tym myślicie?
5074:  BFP - Co wy myślicie o tym rozwiązaniu?
5075:  BFP - Bo ja osobiście...
5080:  BFP - No tak jak mają takie agro, no to tak, to potrzebują, ale ja osobiście zdecydowanie wolę tak, jak jest w jedynce i trójce, czyli trochę niższe agro, ale jesteś w stanie przebiec między nich, jeżeli decydujesz się grajnować.
5093:  BFP - Jak się uprzesz, to jesteś.
5094:  BFP - Znaczy ja to udowodniłem parę razy na streamach, bo ja już... Da się, da się.
5099:  KMM - Ale pamiętajmy, że mówi to Kiszak, który umie to zrobić na mapie do tańczenia.
5104:  KMM - Da się, ale za stryskiem.
5107:  BFP - No to jak?
5107:  BFP - Jak jest wasza opinia na temat tej mechaniki?
5110:  MD - Ja bym jeszcze jedną rzecz dodał do tego.
5113:  MD - Pamiętajmy, że ten system jest połączony z drugim systemem, czyli żarem ascezy.
5117:  MD - Ten system istnieje tylko dlatego, że istnieje możliwość otwierania New Game Plusa na konkretny poziom i te systemy są nieodłączne.
5124:  MD - To prawda.
5125:  BFP - To prawda.
5128:  BFP - Mówiło się, że ta gra utrudnia grindowanie czy farmowanie poprzez usuwanie tych przeciwników, a jednocześnie daje szara scesy, która pozwala podbić im level, żeby mocniej farmować.
5142:  BFP - Także moim zdaniem to się równoważy akurat.
5144:  KMM - To jest rzadki przedmiot.
5146:  KMM - Nie zdobędziesz tego szybko, w związku z powyższym nie trywializuje to rozgrywki na samym początku.
5151:  KMM - Żara z Sezy?
5152:  BFP - Nie, dość szybko się zdobywa.
5154:  KMM - Możesz wybrać poszary postaci, nie?
5156:  MD - Jest giftem startowym.
5158:  MD - Znaczy, Żara z Sezy, no to mi się wydaje, że jest chyba 4 dostępne w pierwsze pół godziny gry, tak naprawdę.
5163:  MD - Zaraz przy Majuli są chyba 4.
5165:  RN - Mega szybko możesz wbić ten milion Solmemory nawet, nie?
5168:  RN - A za milion to możesz tak wyekspić postać, jakbyś na to poświęcił.
5171:  KMM - No przynajmniej adaptability.
5174:  RN - Właśnie z tą adaptacją to chyba tam nawet do 25 wystarczy dobić, nie?
5177:  AS - Już później nawet nie ma jakiegoś sensu.
5182:  RN - Wiecie co, ja powiem wam, że w ogóle mówiąc o tym farmieniu, no to w Dark Souls 2 jeszcze dużym problemem jest też to, że nawet nie trzeba farmić, bo macie klejnoty i możecie sobie kupić te klejnoty zwyczajne i jest ich 99, które możecie nosić przy sobie w danym momencie, potem macie
5198:  RN - bardziej rozjażone te klejnoty, to kolejne 99 przedmiotów do leczenia i potem jeszcze kolejne klejnoty, też kolejnych 99.
5203:  MD - To jest bardzo dobry temat, co w ogóle podniosłeś właśnie z klejnotami i systemem estusów, bo ja uważam, że on całkowicie wypacza system leczenia w tej grze.
5212:  MD - To jest jeden z największych bullshitów.
5215:  RN - Dokładnie, ja się bardzo często łapałem na tym, że hej, korzystam z mechaniki, która jest w grze, więc kupuję klejnoty, a że klejnot stopniowo ci regeneruje życie, to możesz sobie je na przykład zneutralizować.
5224:  RN - Masakrować ich.
5225:  RN - Tak, tak, i możesz sobie zdemontralizować leczenie.
5228:  MD - No trzy klejnoty narzucasz na siebie i możesz się zacząć tradować z bossem.
5233:  BFP - Ale to ciekawe, bo to stoi trochę w opozycji do tego, co mówiłeś, Mateusz, a propos tych consumables i tego, ile ich możesz faktycznie użyć, gdzie moim zdaniem to jest właśnie luka w systemie trochę z tymi... No bo generalnie piękno Estusów polega na tym, że to jest w zasadzie mój jedyny przedmiot leczenia.
5248:  BFP - Dobra, mogę tam jakiś...
5250:  BFP - Jeszcze użyć pojedynczych przedmiotów, żarastezji jest w trójce, który całkowicie przywraca mi pasek życia, ale tylko raz podczas rozgrywki go mogę użyć, zanim umrę.
5260:  BFP - No i tak naprawdę bardzo często podczas walki muszę zdecydować, co zrobię w swoim okienku.
5265:  BFP - Czy wykonam atak, czy zbuduję dystans, wykorzystam moment na to, żeby się uleczyć, a moim zdaniem całkowicie to burzy wprowadzenie tych gemstonów.
5278:  MD - Wiesz co, ja bym powiedział, że problem z gemstone'ami jest taki, on został rozwiązany w Bloodborne'ie, ich koszt na przestrzeni gry powinien się po prostu zmieniać.
5286:  MD - Problem jest taki, że gemstone kosztuje 300 dusz chyba, więc kupienie ich 100 w tej grze, gdzie mamy absurdalną ilość dusz, to jest żaden koszt, nawet na samym początku gry, nawet w pierwszej części to latamy naprawdę z maksymalną ilością.
5305:  MD - Ja bym po pierwsze próbował naprawić gemstone'y w taki sposób, żebym stopniowo zwiększał im koszt, tak jak jest to w Bloodborne'ie, czyli im dalej progresujesz w grze, tym twoje heal'e kosztują więcej.
5317:  MD - A druga sprawa jest taka, że mówimy tutaj, że gemstone'y w ogóle ci wypaczają rozgrywkę przez to, że pozwalają ci tankować bossów, dosłownie jak grzybek z DS'ów 1, prawda?
5327:  MD - Używasz to, używasz trzech gemstone'ów i możesz wejść w bossa i zacząć się z nim po prostu tradować.
5334:  MD - I piękno w Dark Soulsie nie polega na tym, gdzie w momencie, gdy ty atakujesz przeciwnika, on atakuje ciebie i nikt z was nie wyrzuca siebie z równowagi.
5343:  MD - Tylko piękno w Dark Souls i Souls Like'ów polega na tym, jak ty zaczynasz tańczyć z przeciwnikiem, idealnie wchodząc w jego openery, tak jak ma to na przykład przy Ludwigu, albo Lady Marie, albo Malenie.
5357:  MD - Tak to przy nich wygląda.
5359:  MD - I ja mam jeden system, który chciałbym zobaczyć w dodatku do Elden Ringa i który bym chciał zobaczyć w każdym przyszłym Sonslike'u.
5365:  MD - Jeżeli ja bym robił Sonslike'a, to bym go wprowadził i on by sprawił, że ludzie by się popłakali.
5370:  MD - Ja uważam, że każdy boss powinien posiadać mechanikę lifesteala.
5374:  MD - I to byłaby mechanika, która uczyłaby ciebie jako gracza, że
5379:  MD - Ty nie chcesz tankować przeciwnika, że twoim głównym celem jest unikanie jego ataków, a nie mierzenie się z nim.
5387:  MD - To by całkowicie podniosło poziom trudności, albo nawet dać bosą mechanikę Rayleigh's,
5394:  MD - Bloodborne'a, czyli jeżeli boss otrzyma atak, ale uderzyć jest powrotem, no to część tego życia odzyska i to jest coś, co ja bym faktycznie chciał zobaczyć w przyszłych odsłonach Southlight'ów.
5404:  MD - Biorąc pod uwagę, jak te najnowsze gry wyglądają i fakt, że one cały czas są trudniejsze, to myślę, że niedługo będziemy to już uświadczać.
5416:  BFP - Nie wiem co dodać poza tym, że zrobiło mi się smutno, kiedy pomyślałem o swojej walce z Bezimiennym Królem, gdzie faktycznie to nie było mierzenie się, tylko jeden strzał i to może być koniec zabawy.
5427:  KMM - Bezimienny Król powinien za karę, każda następna minuta rozgrywki powinna zmniejszać jego hitbox.
5438:  KMM - Każda następna minuta rozgrywki to wtedy byłaby sprawiedliwa walka.
5443:  KMM - Nie, ale to co Kiszak mówi, mam wrażenie mówiąc serio zupełnie, że trochę się tak czułem w Sekiro, że tam unikaj ciosów, a jeśli już to paruj, ale pilnuj, żeby zbijać przeciwnikowi gardę cały czas, żeby nabić te punkty i nie patrz na jego pasek zdrowia efektywnie.
5459:  KMM - No i trochę było to w Lies of... Znaczy nawet nie trochę, na tym się zasadzało w Lies of Pi cały czas, na tym balansie zdrowia.
5465:  KMM - które mogliśmy odzyskać w razie czego, więc tutaj rozumiem, że to byłaby odwrotna sytuacja, że to boss by miał tę mechanikę lifesteala i to jest ciekawe.
5473:  KMM - Chociaż ja bym oczywiście nie chciał tego wszędzie, aczkolwiek to by bardzo pasowało do mojego stylu gry, który zawsze się zasadzał na tym, że ja nie tankuję, znaczy mak tankujący to jest mak ginący od dwóch ciosów, więc tutaj nie ma co tankować.
5486:  BFP - A to a propos...
5488:  BFP - Bez imенного króla.
5490:  BFP - Porozmawiajmy o waszych ulubionych bossach i najmniej ulubionych bossach w dwójce.
5495:  BFP - Byli jacyś bossowie?
5497:  BFP - Nie no, jak grasz magiem, to nie.
5499:  BFP - Nie no, słabych trochę było, nie?
5504:  BFP - Ja może powiedzieć, pozwolę sobie zacząć, że Persuara, ja uwielbiam Persuara.
5509:  BFP - Znaczy ja wiem, że on wielokrotnie wraca i raz się mierzymy z nim jako bossem, a potem tak naprawdę wraca jako zwykły przeciwnik, ale ja uwielbiam Persuara.
5517:  BFP - Znaczy on...
5519:  BFP - To jest dla mnie doskonały przykład przeciwnika, którego jeżeli nauczysz się movesetu, to możesz walczyć z nim hitless.
5526:  BFP - Naprawdę jesteś w stanie go już w pewnym momencie... Tak jest z każdym.
5529:  BFP - No to prawda, ale ja to poczułem najbardziej na Persuerze, bo on mi łoił dupę potwornie na początku.
5535:  BFP - A potem po prostu wyczułem ten moment, gdzie dosłownie nawet nie musisz się specjalnie turlać, po prostu tańczysz wokół niego, bo już wyczuwasz ile klatek mu zajmuje przygotowanie do ataku i wyprowadzenie ataku.
5547:  BFP - Jaki będzie zasięg jego ataku, mniej więcej jaki jest jego hitbox i jego broni i tak dalej, i tak dalej.
5553:  BFP - Więc Pursuer dla mnie jest fantastycznym przeciwnikiem, nie tylko bossem, ale też przeciwnikiem, no bo on z lubością wielokrotnie powraca.
5563:  BFP - Mogę się narazić niektórym, ale powiedziałbym, że Ruin Sentinel potrójny jest dla mnie fantastycznym bossem, bo to jest dla mnie jakoś tak właściwie zrobiony
5574:  BFP - Boss potrójny, który do tego, i to trochę nawiązuje do tego, co powiedział Mateusz o tym, jak można fajnie podbijać stawkę i podnosić ciśnienie graczowi i jeszcze wymagać od niego lepszego skilla w przyszłości, kiedy np.
5587:  BFP - boss będzie mógł się leczyć moim kosztem, to tutaj musisz grać bardzo agresywnie.
5592:  BFP - Znaczy masz jakieś okienko czasowe, kiedy faktycznie możesz wykończyć pierwszego Sentinela, zanim na arenie znajdziesz się ze wszystkimi trzema.
5599:  BFP - Ja pamiętam, że podczas mojego drugiego przejścia solsowego spadłem przez przypadek z tej półki, na której jest pierwszy sentinel i ze wszystkimi trzema naraz walczyłem.
5608:  BFP - Nikt nie dawał mi szans, ja nie pamiętam kiedy ostatnio tak wielką przyjemność dało mi pokonanie bossa za pierwszym razem jak tych trzech sentinelów, bo naprawdę czułem, że stawka została podbita.
5619:  BFP - I to w taki ciekawy sposób, że ta walka ma swoją rytmikę, ma swój sposób i oni mają jednak dość zbliżone movesety, ale inne, mimo że wyglądają podobnie.
5629:  BFP - No uwielbiam tego bossa, Ruin Sentinel.
5632:  BFP - Propsowałbym też Rytvan, bo jest naprawdę oryginalny.
5637:  BFP - Jakby to oryginalne, jasne, no oryginalny jest też Bed of Chaos, tak?
5641:  BFP - Ale to jest mniej bullshitowe i gdzieś tam wyczucie na przykład momentu... I też lubię jak gra ci daje...
5648:  BFP - Podczas walki z bossem przynajmniej dwie możliwości, albo dwie strategie.
5651:  BFP - I w tej pierwszej fazie z Rydwanem możesz kryć się zarówno we wnękach, jak i, co ja osobiście preferuję, rolować we właściwym momencie, tak?
5660:  BFP - Żeby unikać ostrzy Rydwanu.
5662:  BFP - No i pojawia się ten element paniki, że już rozwaliłeś ten Rydwan,
5665:  BFP - No ale temat się nie skończył.
5668:  BFP - Akira podpowiada lustrzany rycerz, który uważam jest jednym z najfajniejszych bossów całej gry.
5673:  BFP - Znaczy jego design, jego sposób walki, jego moveset jest znakomity, arena jest znakomita, pioruny, które się pojawiają.
5681:  BFP - Ancient Dragon jeszcze muszę dorzucić, który mnie zachwyca.
5684:  BFP - Co prawda jedną łapkę mu tam można napieprzać, ale też wielką przyjemność mnie to dało, że... I to potem wraca w ogóle w walce z bezimiennym królem w trójce.
5694:  BFP - że jest moment, w którym przeciwnik się podrywa, jest aerial, unosi się w powietrzu i ma atak obszarowy w dół.
5701:  BFP - I teraz masz dosłownie milisekundy, żeby rozpoznać ten ruch
5706:  BFP - i wykonać bieg na tyle, żeby zbudować dystans do tego ataku obszarowego, który się pojawi.
5711:  BFP - Nie masz innego wyjścia, bo cię posadzi za jednym razem i będziesz musiał wszystko robić od nowa.
5716:  BFP - I na tyle uczysz się tego, że już rozpoznajesz ryk smoka albo ryk wiwerny, na której siedzi bezimienny król, bo to jest bardzo podobny atak, który podpowiada ci, że oho, teraz się wznosi w górę, teraz muszę uciec we właściwą stronę, zbudować dystans i przeżyć.
5729:  BFP - Więc to też była naprawdę magiczna dla mnie walka.
5733:  BFP - I jeszcze jednego bossa bym wrzucił, to jest Velstadt.
5736:  BFP - Nie wiem, jest coś w Velstadzie.
5738:  BFP - Velstad to jest... Velstad to jest czad.
5741:  BFP - Velstad naprawdę, jego ataki, jego agresywność jest... No kurczę, muszę to powiedzieć, Dark Souls 2, nie licząc tych, moim zdaniem, gangowych bossów, ma niektórych naprawdę fajnych, przemyślanych, ciekawych bossów.
5756:  BFP - Ja też, szczerze powiem, to wiedzą osoby, które oglądały mnie na streamach, bossowie byli powodem, dla którego byłem zmotywowany, żeby grać dalej w Souls 2.
5765:  BFP - bo wtedy w zasadzie nie czułem bullshit.
5767:  BFP - Nawet Ser Alon, który gdzieś tam różnie z tymi hitboxami bywa, przepraszam, właśnie nie wiem, czemu nie powiedziałem, Ser Alon jest jednym z moich ulubionych, tak jak Ivory King, który ma podobny moveset.
5776:  BFP - Sorry, kurwa, wyczułem wam wszystkich bossów.
5778:  BFP - Adam, oddaję ci głos, ale możecie powtarzać tych samych, których ja wymieniłem i dorzucać coś od siebie.
5783:  AS - Jasne, to ja to właśnie pociągnę, bo też chciałem Velstada wymienić, którego uwielbiam, ale myślę, że wszyscy bossowie, którzy noszą w tej grze zbroję, wszyscy rycerze są naprawdę zarąbistymi bossami.
5796:  AS - Velstad, ta trójka strażników, o których wspomniałeś, jeszcze tak patrzę, bo ta gra ma od cholery bossów, musiałem sobie odpalić listę, by ich sobie trochę przypomnieć.
5806:  AS - Jest zabójca smoków, opiekun i strażnik tronu, chyba tak się oni nazywali.
5813:  AS - Ser Alon przez ciebie wspomniany, fantastyczna walka.
5817:  AS - No, wszyscy generalnie rycerze są tutaj absolutnie fantastyczni.
5822:  AS - Walka z nimi to naprawdę bardzo, bardzo, bardzo dobre doświadczenie.
5827:  AS - I też uwielbiam, to co prawda nie jest rycerz, ale bardzo lubię walkę z Grzesznicą, gdzie też wpływ na walkę ma na to, czy odpowiednio wcześniej przed walką dostosujemy sobie arenę, zapalając tam pochodnie, czy też nie.
5845:  AS - I walka z Grzesznicą ma dla mnie w ogóle taki bardzo fajny, taki horrorowy vibe i bardzo mi się to podobało.
5853:  BFP - Krzysztofie, możesz powiedzieć o bossach, których lubisz, ale na pewno musisz powiedzieć o Film Night, bo lubisz go najbardziej.
5859:  KMM - Oczywiście, znaczy ja chciałem powiedzieć złośliwie, że Filip docenia wysoko Persuara, tylko dlatego, że on ma tak samą mechanikę, którą powinien mieć każdy boss w Dark Souls 2, to znaczy pojawia się wiele razy, żebyśmy mogli go zapamiętać.
5871:  KMM - Bo mój problem właśnie z Dark Souls 2 jest taki, że ja po prostu nie pamiętam tych bossów, bo te walki albo się kończyły szybko, that's what she said, albo były nieimponujące, tak jak ta walka z tą... Właśnie nawet nie potrafię jej nazwać, jakaś w kwasie dziwna, wężowa...
5888:  KMM - serpentoidalna, królowa księżniczka, whatever.
5892:  KMM - Ta walka się skończyła zanim się zaczęła, nie była interesująca.
5895:  KMM - Ser Alone, pomijając jeden atak, który doprowadzał mnie do szewskiej pasji.
5900:  KMM - Wiem jaki.
5901:  KMM - Wszyscy wiemy, który.
5903:  KMM - Atak, który przesuwał moją postać na takie miejsce, żeby biedna gra mogła zadać mi obrażenia.
5909:  KMM - Biedna gra.
5910:  KMM - No więc dawałem tej grze fory, żeby mogła przesunąć tę moją postać i zadać jej obrażenia, bo w innych okolicznościach bym nie zadała.
5917:  KMM - Nie rolując.
5918:  KMM - Oczywiście, tak.
5918:  KMM - No więc musiałem się nauczyć, żeby rolloować przed czymś, czego nie ma.
5921:  MD - Ale to jest coś, co mnie na przykład najbardziej dziwi.
5924:  MD - Bardzo dużo graczy podaje Sir Rolona jako jednego z najlepszych bossów, a to jest jeden z najbardziej zepsutych bossów.
5929:  KMM - No tak, on przez ten atak jest zepsuty, ale wiesz, klimat tam jest niesamowity, ta wypolerowana posadzka.
5934:  KMM - No ale katankę ma, no ładnie wygląda, fajny ciuch.
5938:  KMM - To też sprawia, że ja zawsze podchodzę do oceny bossów nie tylko mechanicznie, tylko też narracyjnie, światotwórczo.
5944:  KMM - Czy oni opowiadają jakąś historię?
5946:  KMM - I najlepiej środowiskowo opowiedziana historia to jest walka z Burnt Ivory Kingiem.
5951:  KMM - Co do tego nie mam najmniejszych wątpliwości.
5955:  KMM - Tam jest historia.
5956:  KMM - Fakt, że my zbieramy tych rycerzy, oni przychodzą.
5958:  KMM - Jeżeli ja doceniam
5959:  KMM - to, co robią rycerze na arenie z bossami.
5961:  KMM - To znaczy, że musiało coś być na rzeczy.
5963:  KMM - I nawet nie byłem w stanie jakoś wytrzymać to, że tam tych przeciwników jest jak mrówków i potem dopiero się pojawia właściwie boss.
5968:  KMM - Jest to potwornie męczące, ale przynajmniej jest za tym jakiś sens, jakaś logika, jak przede wszystkim jakaś naturalna narracja.
5976:  KMM - Natomiast Fume Night to jest katastrofa.
5978:  KMM - Znaczy ja pamiętam, jak ja odpaliłem w którymś momencie wściekły analizę hitboxów Fume Nighta, która dosłownie wyglądała tak, że przed gościem był wielki walec, nie?
5987:  KMM - I znalazły się te trzy osoby na czacie,
5989:  KMM - że powiedziałem, tak ma być, tak ma być, to zostało idealnie zaprojektowane, tak ma być.
5995:  KMM - No to ja czekam, aż wszyscy zainspirują się tym wybitnym projektem i będzie tak wszędzie.
5999:  KMM - Aczkolwiek muszę powiedzieć, że od strony klimatu, no to właśnie też muszę powiedzieć, że to jest walka, którą się zapamiętuje.
6005:  KMM - Tak, człowiek jest wściekły, no tam się dzieją dziwne rzeczy,
6008:  KMM - Ale emocje i adrenalinę w żyłach ja czułem przy tych trzech walkach.
6012:  KMM - To znaczy przy Sererom, przy Fiume Night'cie i przy Burnt Ivory King.
6016:  KMM - To były trzy walki, gdzie czułem emocje.
6018:  KMM - Pomijam walkę z tą obrzydliwą pajęczycą, ja mam ciężki przypadek arachnofobii, więc dla mnie to była męka, żeby to cholerstwo wyplenić i wyeliminować.
6027:  BFP - Jesteś magiem, przynajmniej mogłeś nadyjść.
6029:  KMM - Tak, potem odkryłem, że ta walka jest do trywializowania niestety.
6034:  KMM - Dla mnie szczerze powiedziawszy, nam gorsze było dotarcie do tej pajęczycy, bo trzeba było walczyć z wielką liczbą innych pająków, więc to było problematyczne.
6041:  KMM - Ale myślę, że Dark Souls 2 chyba najbardziej cierpi na inflację bossów.
6044:  KMM - Dużo ludzi zarzucało to Elden Ringowi, a ja przez to, że design Elden Ringa tych bossów był
6050:  KMM - ładniejszy, tak, czysto od strony estetycznej.
6052:  KMM - Ja tego aż tak nie zauważałem i traktowałem to jako trening, że okej, powtarza się mu wtedy bossa, widzę to nawet ja, ale to jest dla mnie jakiś trening.
6058:  KMM - Natomiast w Dark Souls 2 naprawdę to był jedyny Soulstrike, gdzie czułem, że okej, ta postać mogła być jakimś totalnym, randomowym przeciwnikiem, a zrobiono z tego boss fight.
6068:  KMM - Klasyczny przykład, ta walka, która jest w którymś momencie w kościele,
6071:  KMM - i natrafiamy na jakąś randomową mniszkę, jakieś trzy psy czy wydry przy niej siedzą i pokonuje się to w ciągu czterech sekund.
6078:  KMM - Wielki boss, tak?
6079:  KMM - Ja już rozumiem, dlaczego tam jest victory achieved, a nie great enemy vanquished czy coś w tym stylu.
6084:  KMM - Nie chciałeś nic dodać a propos filmu Knight'a?
6086:  MD - Ja muszę zapytać o jedną rzecz.
6088:  MD - Odnośnie arachnofobii.
6089:  MD - Bo to jest coś, co ja kiedyś zauważyłem i zapomniałem w ogóle przytoczyć.
6092:  MD - Ja kiedyś wysunąłem taki wniosek, że Dark Souls 2 mają jeden z najładniejszych artystycznych projektów pająków faktycznie w grach komputerowych.
6100:  MD - I...
6101:  MD - Ja rachnofobię też mam, ale nie mam jakiejś takiej bardzo mocno skrajnej i to się przejawia tym, że ja w ogóle bardzo lubię zabijać pająki w grach komputerowych i daje mi to ogromną satysfakcję i za każdym razem jak schodzę do tej frei w Dark Soulsie 2, to po prostu uwielbiam tą lokację.
6121:  MD - Pierwsze ludzie zrobieni z pająków, którzy po prostu przechodzą z góry i też jest przepiękna scena w ogóle w Bloodborne, ale jeżeli kiedykolwiek Bloodborne zostanie zekranizowany, to ta scena znajdzie się gdzieś w jakimś openerze, gdzie wchodzisz do kaplicy i nagle spełzają z góry, spuszczają się pająki po niciach i to wygląda niesamowicie, naprawdę.
6143:  MD - No i w Death 2 też mamy faktycznie coś takiego.
6146:  MD - Wchodzisz w pewnym momencie do jednej sali, gdzie schodzą te pająki z góry.
6149:  MD - Dochodzisz do...
6151:  MD - tak jakby wieży takiej, do takiego luftu, gdzie chodzimy po tych usłanych niciach i wiesz już co na ciebie czeka.
6159:  MD - Ty widzisz multum pająków, ty widzisz ogromne nicie, ty wiesz, że ten boss będzie pająkiem.
6165:  MD - Zadajesz sobie to klasyczne pytanie, dlaczego to kurwa nie mogą być motyle, no nie?
6173:  KMM - Kiszak jest zwolennikiem sytuacji, w której robimy dla pająków obóz zagłady.
6178:  KMM - I niszczymy je jak najszybciej.
6181:  KMM - To jest taka najwyższa postać fobii, jaką możemy sobie wyobrazić.
6185:  KMM - No to muszę przyznać, że jest rzeczywiście satysfakcja tutaj, jak się zdejmowało ogniem, ale ja bym miał z tym cholerstwem walczyć wręcz tylko z łuku albo kulą ognia zdjąć.
6196:  KMM - Natomiast ta walka z tym pajęczycą była tak spaprana tym, że ona
6200:  MD - Nie, ona jest mechaniczna, jest źle zrobiona po prostu.
6203:  KMM - No przecież to naprawdę, no okrążasz ją, ona robi atak 20 metrów od ciebie, cały czas przewidywalny.
6209:  KMM - Jasne, to się zgadzam.
6211:  MD - A masz jakieś inne gry, które tak wpływają na ciebie pod względem arachnofobii?
6215:  MD - Bo ja jako dziecko, pamiętam, kupiłem sobie kiedyś Dark Messiah, zaraz jak wyszło na premierę.
6219:  MD - Ja miałem wtedy, nie wiem, nastolatkiem byłem, miałem wtedy 12-13 lat.
6223:  MD - Kupiłem to w Dark Mythach i tam jest jedna misja w pajączej świątyni, gdzie idzie się faktycznie bardzo wąską wieżą, spoglądasz do góry, bo twój cel jest na samej górze i z góry zaczynają powoli spełzać po ścianie na tobie pająki.
6240:  MD - I to była gra, która mnie wtedy jako nastolatka przytłoczyła tak bardzo, że ją wyłączyłem.
