THE LAST OF US odc. 9 FINAŁ | Omówienie i Analiza
🔗 https://www.youtube.com/watch?v=InCexO5WMJ8
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
GW (Grzegorz Wątroba, Okiem Deva)

7:  BFP - Ja zwykłem te nasze poniedziałkowe spotkania zaczynać od słów
2985:  KMM - No to nic innego ją nie spotka w życiu, znaczy jaką ma alternatywę.
2990:  KMM - Dlatego mówię, że nie rozumiem motywacji jej, prawda?
2993:  KMM - W zasadzie to jest 50-50.
2995:  KMM - Czy ona będzie szła naprzód, czy będzie szła do tyłu?
2999:  BFP - Ale zobacz, bo ty cały czas patrzysz geograficznie i lokacjami.
3002:  BFP - To jest beside the point.
3004:  BFP - Ma dwie możliwości.
3005:  BFP - Albo dotrze do świetlików, albo zostanie z Joelem.
3007:  BFP - Tu lokacja nie ma znaczenia.
3009:  BFP - Ale może zostać z Joelem i ze świetlikami, nie?
3014:  KMM - Ja się o tym mówię, że przecież były sceny tam w tym mieścinie, gdzie był Tommy, prawda?
3019:  KMM - Ona nie była mile tam widziana i nie była mile traktowana przez ludzi.
3024:  KMM - Ona się w zasadzie czuła wyłącznie dobrze przy Joelu, więc fakt, że Joel o tym wie, nie ociąga za sobą wszędzie.
3031:  BFP - Chodźmy gdziekolwiek, tylko bądźmy razem.
3033:  BFP - To jest to, co Joel, nawet puszczę fragment tego dialogu, to on chyba nawet nie mówi o Jackson.
3037:  BFP - Mówi, zostawmy to wszystko i po prostu bądźmy sobie razem.
3040:  BFP - Żeby było tak, jak nie musisz tego robić, tak?
3043:  BFP - Chcę tylko, żebyś wiedziała,
3045:  BFP - Co innego nam zostało?
3047:  BFP - Możemy wrócić do Tomiego.
3048:  BFP - Okej, mówi o Jackson, jak najbardziej.
3050:  BFP - Biorąc pod uwagę wszystkie lokacje, które odwiedzili Jackson, było stosunkowo przyjazne, biorąc pod uwagę wszystkie pozostałe alternatywy.
3056:  BFP - Ale ponownie, miejsce nie ma znaczenia.
3059:  BFP - Tu chodzi o to, czy chcesz, żebyśmy dotarli gdzieś, gdzie nie wiadomo, co ci zrobią?
3065:  BFP - Czy może nie chodziło o cel, chodziło o drogę.
3068:  BFP - Droga ma samo znaczenie.
3070:  BFP - To, że my zmieniliśmy się jako ludzie.
3073:  BFP - Ty nauczyłaś się wiele ode mnie, a ja dzięki tobie odzyskałem chęć życia.
3079:  BFP - I wtedy ona mówi, nie, cel ma znaczenie.
3082:  KMM - Znaczy, całkowicie rozumiem, gdyby się to działo w 2023 roku w Polsce, nie?
3087:  KMM - Ale biorąc pod uwagę to, w jakich realiach się to dzieje, to ja jednak to wliczam do równania.
3091:  KMM - Znaczy, to nie jest kwestia tego, że słuchaj, to może do Warszawy pojedziemy?
3094:  KMM - Nie no, w sumie w Poznaniu było nam fajnie.
3096:  KMM - No...
3097:  KMM - No tak, jasne, tylko że problem polega na tym, że w hędożonym Poznaniu jest np.
3100:  KMM - armia zombiaków.
3102:  KMM - To troszeczkę zmienia, troszeczkę zmienia układ wtedy.
3106:  KMM - I ja wiem, że wliczy się droga, a nie cel, ale jeżeli na tej drodze np.
3112:  KMM - jest miliard zarażonych, a u celu nie, no to wtedy się zmierza do tego celu.
3117:  KMM - Moja argumentacja ma na celu pokazanie jednego, to znaczy, że doprowadzamy się do absurdu, jak widzom mówimy za mało.
3124:  KMM - I wtedy te motywacje postaci to jest coś, czego musimy się domyślić i zgadywać.
3130:  BFP - I może wtedy powstają seriale, które są lepsze niż inna część seriali, które mówią rzeczy wprost, a wręcz rzucają nam w twarz rzeczami oczywistymi.
3141:  GW - Ja bym tu rozdzielił domyślanie się a zgadywanie, bo domyślanie się to jak dostaniemy kropki, które możemy sobie razem połączyć i wtedy mamy zagadkę i mamy większe zaangażowanie widza, a zgadywanie jest wtedy, kiedy brakuje nam danych
3158:  GW - I wtedy musimy wykazać się znacznie lepszą wolą do tego, żeby zinterpretować to, co się dzieje na ekranie.
3165:  GW - I tutaj wydaje mi się, że jak w pewnych momentach faktycznie mamy to, że dostajemy miejsce na interpretację i domysł, to miejscami niestety dostajemy tak mało danych, że musimy zgadywać.
3179:  BFP - Ja powiem szczerze, że póki nie miałem napisów,
3184:  BFP - to nie zrozumiałem tego, co mówi tutaj Joel.
3186:  BFP - Joel tu mówi jedną z najważniejszych rzeczy, jeżeli chodzi o swoją przeszłość.
3191:  BFP - Że próbował sobie odebrać życie.
3192:  BFP - Tak, że ta historia z tym gościem, który strzelił, ale nie trafił, on był tym gościem.
3198:  BFP - On próbował popełnić samobójstwo drugiego dnia po tym, jak stracił Sarę, bo nie miał...
3204:  BFP - Nie było sensu w życiu.
3205:  GW - To nie miał celu w życiu już.
3229:  BFP - On nie musi powiedzieć, kocham cię, to ty mnie zmieniłaś.
3231:  BFP - On mówi, to nie był czas.
3232:  BFP - A ona nie mówi, a ja kocham ciebie, tylko mówi i cieszę się, że ci się nie udało, cieszę się, że spudłowałeś.
3239:  BFP - Absolutnie.
3241:  GW - Ale to jest miejsce na domysł, bo masz pokazane dane i bardzo łatwo je powiązać, a to nie jest miejsce na zagadki.
3250:  KMM - Miałem właśnie powiedzieć, że tak, to jeżeli są dialogi, to one lśnią.
3253:  KMM - Problem polega na tym, że jak nie ma dialogów, to nie ma co lśnić.
3256:  KMM - Mogło co najwyżej psu jajca lśnić, ale nie dialogi.
3259:  KMM - Więc chciałbym, żeby takich dialogów było po prostu więcej, bo z tego odcinka dla mnie są dwa mocne momenty.
3264:  KMM - Ten i drugi.
3265:  KMM - drugi lustrzany wobec niego, kiedy to samo mówi Ellie Joelowi, niejako odwzajemniając uczucia w tym momencie, prawda?
3275:  KMM - Też zdradza swój sekret.
3277:  KMM - No i potem jest ta mocna scena, do której jeszcze przejdziemy.
3279:  KMM - To jest trzeci, trzeci dobry dialog.
3281:  BFP - Tak, ale tylko podkreślę, że bardzo mi brakuje, żeby do tego punktu brakowało jakichś 10-15 minut odcinka, w którym
3290:  BFP - Mieli to jeszcze jeden strzał dla Vivatu od serialu, gdzie po prostu trafili na tunel, tak jak było oryginalnie w grze, gdzie były dwa bloatery, gdzie była masa zakażonych, po prostu...
3304:  BFP - Muszą się skradać po cichutku i nie wiem, jednemu z nich spada plecak i muszą uciekać przerażeni i zawala się ten tunel i cudem uchodzą z życiem, cokolwiek.
3315:  GW - Brakuje ci elementu ryzyka na koniec podróży, tak?
3319:  GW - Tak.
3320:  GW - Standardowego, growego zabiegu.
3321:  GW - Ja bym się właśnie...
3324:  GW - Ja bym się tu pokocił, że nie w tym miejscu, tylko właśnie na początku, żeby mieć scenę właśnie najpierw trochę taką łagodzącą sytuację, gdzie oni mają czas, żeby się troszeczkę wyleczyć jakby wewnętrznie, potem dostajemy właśnie chociażby niech będzie ten tunel zarażonych, a potem jak uciekają i właśnie wychodzą gdzieś na wyższą kondygnację, to widzą te żerafy.
3347:  GW - Tam mi brakowało tego rozbudowania, nie tutaj.
3351:  BFP - Jakub Piotrkowski zapytał, czy to jest brak kasy, czy ich wymysły?
3353:  BFP - To są ich wymysły.
3354:  BFP - Jak słuchałem podcastu, to powiedzieli, że jakby wprawiali się w to, czy są w stanie odtworzyć zainfekowanych i klikery dokładnie tak jak w grze.
3363:  BFP - Tak, udało im się, fenomenalnie.
3365:  BFP - Tylko do jasnej kurwy, skoro zrobili to w drugim odcinku tak fenomenalnie i w piątym odcinku tak fenomenalnie, to czym od połowy sezonu już tego nie ma?
3375:  BFP - Przepraszam, już krzyżtofuję trochę, ale będę o tym mówił więcej.
3379:  KMM - To jest bullshit levelu Loren Fistech.
3384:  KMM - Zrobili to raz i bardzo precyzyjnie posłali do mediów informację, jak dużo kosztował ten strój rzeczonego bloatera.
3392:  KMM - W związku z powyższym to nie jest prawda, że to nie było ze względów budżetowych.
3396:  KMM - Oczywiście, że to było ze względów budżetowych.
3399:  KMM - i mogli to po prostu lepiej rozplanować.
3401:  KMM - Nie musieliśmy mieć na poziomie tamtego odcinka tak długiej z kolei sekwencji walki.
3405:  KMM - Można było to jakoś rozdzielić.
3407:  BFP - To są czyste ich decyzje.
3409:  BFP - Mam pełne przekonanie.
3410:  BFP - Oni nie mieli ograniczeń budżetowych.
3413:  BFP - To są ich czyste decyzje scenariuszowe.
3415:  BFP - Czyste decyzje na linii Craig Mazin i Neil Druckmann, gdzie Craig Mazin i Neil Druckmann zgadzają się ze sobą, że ich akcje to są dialogi.
3423:  BFP - Unwa nie.
3424:  BFP - Dialogi to dialogi.
3425:  BFP - Akcja to akcja.
3426:  BFP - I to jest drugi punkt, który będzie jutro podniesiony w mojej krytyce.
3430:  BFP - Więc naprawdę mieli środki do tego, żeby zrobić i więcej odcinków, mieli środki do tego, żeby ten odcinek trwał 50-60 minut.
3438:  GW - Ale zauważ, że oni odlecieli miejscami za bardzo artystycznie.
3442:  GW - Ale tak, zgadzam się.
3443:  GW - Producenci musieli im dawać po paluchach, że na przykład pierwsze dwa odcinki właśnie połączyli, bo oni sobie tak wymyślili, że tak będzie fajnie, a się okazuje, że to w ogóle nie łapało na testach grup docelowych.
3457:  GW - I tutaj też wydaje mi się, że brakło tego producenta, który powie, ale to ma być bardziej popowe.
3463:  GW - Szczelanie czy cokolwiek.
3466:  GW - Ale z drugiej strony, dobra, tylko to będzie kosztowało dodatkowy milion dolarów.
3473:  BFP - To skontruję to odcinkiem siódmym, gdzie stwierdzili, że
3478:  BFP - Wiemy ile to będzie kosztowało, ile to będzie pracy dla specjalistów, specjalistów, fachowców od efektów specjalnych, żebyśmy mieli drugie piętro w tej galerii.
3488:  BFP - Jeżeli ich było stać na takie rzeczy, to wiem, że było stać ich na więcej zainfekowanych, więcej akcji.
3493:  BFP - To świadoma decyzja, żeby tego nie zrobić i mam szczerą nadzieję, że jest to krytyka, którą wezmą sobie do serca i będzie inaczej w drugim sezonie.
3501:  BFP - Zresztą już teraz nawet mówią o tym, że będzie więcej zainfekowanych w drugim.
3505:  BFP - Żałuję, że nie było ich więcej w pierwszym.
3507:  KMM - Ludzie pytali, jaki jest budżet.
3509:  KMM - 10 do 15 milionów dolarów na odcinek.
3511:  KMM - Taki był budżet The Last of Us.
3513:  GW - Tak, ponad 100 milionów na całość.
3515:  BFP - Z czego połowa poszła na transport żyrafy do Blue Screena.
3520:  KMM - Żyraf, albo żyraf.
3523:  KMM - Sądzę, że tamte już dorobili.
3524:  GW - Tam to już było w CGI-u, to wystarczy sobie tak dobrze przyjrzeć, jak macie jakiś telewizor 4K, czy coś odpalicie w wyższej rozdzielczości, to tam widać, że to oświetlenie się różni od tego, jak zobaczyć tę żyrafę z bliska.
3536:  BFP - I ja potwierdzę to, co powiedział Grzegorz.
3538:  BFP - To znaczy, widząc screenery, gdzie widziałem prawdziwą żyrafę w niebieskim pomieszczeniu, co wyglądało... Znaczy, odebrało całą przyjemność z tej sceny dla mnie, no bo wywołało we mnie śmiech, jakbym nie grał w grę.
3552:  BFP - I dlatego też, Krzysztof, odradzałem jakiekolwiek screenery, to naprawdę odebrałbym to co najmniej szyderom, ale później pojawiają się faktycznie tam, gdzie oni patrzą już na te kilka żyraf, to tam to już jest czyste CGI.
3566:  BFP - Tam widziałem modele, które były wstępne i takie prewki, jeżeli chodzi o żyrafy, co też wyglądało absolutnie żenująco i przezabawnie.
3575:  GW - A szczęście jaki musiałby być ciekawy motyw, bo generalnie te interakcje często robi się na propach, że mamy albo jakiegoś gościa, który po prostu jest na szczudłach i żre tą trawę i liże tą baleranzę po ręce, albo mamy takiego
3594:  GW - takiego animatronika, po prostu białego takiego kunia jak z tego, jak z misia Barei i po prostu tylko tak wystają takim językiem po prostu, żeby tam tam tam majtał i później to dorabiali.
3606:  BFP - Jakby tak było, to wtedy może ten serial miałby u mnie 10 na 10, a tak, no to jednak jest trochę krytyki.
3611:  BFP - No jakby był gościu na szodła, który liże Joela i Eli, to
3615:  KMM - Znaczy, u mnie byłoby 10 na 10 wtedy, gdyby tym gościem był Harvey Weinstein.
3620:  KMM - Co?
3620:  KMM - O nie!
3621:  KMM - O nie!
3622:  KMM - Co się stało?
3623:  KMM - Krzysztof, co ty dzisiaj robisz?
3625:  KMM - Perfekcyjna szydera i jeszcze mógłby zagrać blonetera przy okazji.
3630:  KMM - W sensie idealnie.
3631:  BFP - Do wyjrzenia, ej!
3633:  BFP - Znaczy, kiedy ja myślę, że ja już cię znam, Krzysztof, i wiem, że powiesz jamnik... Co za mrok, jakie szyderki.
3638:  BFP - ...i chcę bić brawo, to ty nagle mówisz Harvey Weinstein i ja po prostu nie wiem, co się dzieje.
3645:  BFP - Ale tutaj jest jedna z najlepiej zrealizowanych scen akcji i montaży w całym serialu.
3651:  BFP - Uwielbiam tę scenę.
3653:  BFP - I uwielbiam ją dlatego, że Joel jest tak stłumiony, jest w takim transie, jest w takim skupieniu.
3660:  BFP - I bardzo mi się podobało to, co powiedzieli twórcy w podcaście i cieszę się, że tego wysłuchałem, bo ja nie byłbym w stanie tego tak ładnie ująć.
3667:  BFP - Oni mówią, Joel wybija ich wszystkich.
3670:  BFP - Nie dlatego, że jest najsprawniejszy z nich.
3673:  BFP - Dlatego, że jest najspokojniejszy.
3675:  BFP - Dlatego, że on po prostu idzie i wie, kiedy pociągnąć ze spust.
3679:  GW - To się nazywa desocjacja, czyli oddzielenie, postrzeganie rzeczywistości od jakiegokolwiek stanu emocjonalnego.
3687:  GW - Ludzie po bardzo głębokich traumach często mają ten stan, gdzie są właśnie takimi chodzącymi maszynami troszkę.
3694:  GW - I tutaj właśnie mamy taki idealny obraz tego, dodatkowo pięknie podbity wersją intra na wiolonczelach, który sprawia, że to intro jak wcześniej ma trochę liryczności i takiego smutku, to tutaj mamy smutek i straszny mrok w tym wszystkim.
3710:  GW - Także jest świetny montaż faktycznie.
3715:  KMM - Ktoś mógłby powiedzieć, że w ten sposób się właśnie pokazuje człowieka, który jest straumatyzowany.
3722:  BFP - A ja bym powiedział człowieka, który absolutnie nie ma nic do stracenia.
3727:  KMM - Też absolutnie, ale tę traumę po nim było widać po prostu.
3730:  KMM - Nie wiem, czy to jest kwestia doświadczenia aktorskiego, czy po prostu... Myślę, że jednak czegoś innego, bo Bela Ramsey robi świetną robotę, ale...
3741:  KMM - Postać Joela, grana przez... Jezus Maria, czy ja naprawdę zapomniałem nazwiska tego aktora?
3745:  KMM - Dziękuję.
3745:  KMM - Pedro Pascala.
3746:  KMM - Pedro Pascala ma jedną przewagę nad Ellie i ja się spodziewałem od samego początku, i mówiłem wam to w pierwszym odcinku, że dostał więcej czasu ekranowego.
3755:  KMM - W związku z powyższym, z jego uczuciami będzie mi się łatwiej, przynajmniej mówię w swoim imieniu, więc jeżeli ktoś ma podobne gusty jak ja, może się utożsamiać.
3763:  KMM - Z jego motywacjami będzie mi się łatwiej utożsamiać, łatwiej go zrozumiemy.
3767:  KMM - Ja go rozumiem w tej scenie.
3769:  KMM - To jest właśnie to, czego mi bardzo konsekwentnie brakuje przy budowaniu retrospekcji postaci życiorysu Eli.
3778:  KMM - Właśnie dla takich chwil, dla takich momentów, żebym mógł łączyć te kropki, o których powiedział Grzegorz.
3784:  BFP - Ja mam takie wrażenie, że
3787:  BFP - W pierwszym odcinku widzieliśmy Joella, który traci córkę i trzyma ją umierającą w swoich ramionach, ponieważ człowiek, który pociągnął za spust, wierzył, że robi coś dobrego.
3802:  BFP - Tutaj jesteśmy w szpitalu, gdzie przywódczyni świetlików bardzo głęboko wierzy w to, że robi coś dobrego.
3810:  BFP - A on wie, że straci drugą córkę.
3813:  BFP - I on już raz zawiódł.
3815:  BFP - Zawiódł potem kolejny raz, jeżeli chodzi o tezę.
3817:  BFP - Wiele razy przez te 20 lat mógł zawieść, my o tym nie wiemy.
3821:  BFP - Ale ten jego największy zawód to było to, że Sara, jego córka zginęła w jego rękach.
3828:  BFP - Tutaj wydaje mi się, że to nie jest trauma.
3831:  BFP - Wydaje mi się, że to jest tak desperacki lęk przed przeżywaniem traumy po raz kolejny, że on by wyszedł z tego szpitala i zabijał wszystkich, jeżeli chcieliby złapać Eli.
3843:  GW - Znaczy tu jest znowu rezonowanie względem tego listu Billa z trzeciego odcinka, że to jest, Ellie jest teraz jego jakby celem życia, tak, jego kotwicą w rzeczywistości i no tam było takie zdanie, że we'll kill every motherfucker who stands our way i to jest właśnie odbicie dokładnie tego, także jeżeli ktoś
3871:  GW - poddawałby wątpliwość zasadność trzeciego odcinka, to to właśnie jest ten moment, kiedy to się właśnie nam odbija tutaj w zachowaniu Joella, że to jest jego kotwica i on nie może jej stracić, bo wie, że straci sens życia.
3889:  BFP - Łukasz napisał, że Joel chce kogoś kochać.
3891:  BFP - Nie, Joel kocha Tomiego.
3893:  BFP - Joel może kochał Tess.
3894:  BFP - Nie, Joel chce się czuć kompletny.
3897:  BFP - On ma w sobie dziurę, którą 20 lat temu pozostawiła w nim śmierć córki.
3903:  BFP - To nie jest ta sama miłość.
3905:  BFP - I to, że on się po raz pierwszy od 20 lat uśmiecha, że chce kogoś czegoś nauczyć, że chce dla kogoś zaśpiewać, on tego nie miał.
3912:  BFP - Ktoś mu to odebrał.
3914:  BFP - Więc widzę tutaj zasadniczą różnicę i zbliżamy się do najcięższych rzeczy, ale Krzyszek już ubiegł nas, dziękuję za wsparcie, napisał, jako ojciec też miałbym włączony tryb zimnego i wyrachowanego skurwiela, jeżeli chcieliby odebrać mi mojego syna dla, w cudzysłowie, domniemanego ratunku dla ludzkości, bo mój syn jest dla mnie wszystkim.
3933:  BFP - I myślę, że jest wielu rodziców, którzy powiedzą dokładnie to samo.
3937:  BFP - Dokładnie to samo.
3939:  GW - To ja bym powiedział w ogóle tak, że jeszcze parę, paręnaście lat temu miałbym w głowie coś takiego, że no nie, no Joel jest po prostu strasznie, jest skurwilem krajnym, nie jest samolubem po prostu, jak nie chce uratować ludzkości, jak może coś takiego zrobić, ale
3963:  GW - Na podstawie pewnych doświadczeń, gdzie widziałem swego czasu, jak dziecko umiera na rękach rodziców i jaki to sprawia ból i cierpienie i w oczach matki widziałem dziecka, które właśnie umierało, widziałem to, że ona spaliłaby cały świat dookoła, żeby tylko jej dziecko żyło.
3985:  GW - to teraz jestem w stanie, nie jestem ojcem, ale jestem w stanie sympatyzować z jakimkolwiek rodzicem, który zrobiłby wszystko, żeby ochronić swoje dziecko.
4000:  KMM - Ja powiem ze swojej strony, człowieka, który nie grał w grę, że gdybym kiedykolwiek chciał zagrać, to już mało chcę z bardzo prostego powodu.
4009:  KMM - To znaczy dla mnie ta gra byłaby idealna, gdyby w tym momencie można było dokonać wyboru.
4013:  KMM - Natomiast nie możemy dokonać wyboru, ponieważ musimy się zachwycić geniuszem scenarzysty, który stwierdził, że właśnie coś takiego nam zapoda.
4019:  KMM - A dla mnie mocna scena to byłoby rzeczywiście postawienie mnie i skonfrontowanie z taką sytuacją, że albo ratujesz cywilizację, albo ratujesz córkę i wtedy rzeczywiście można poczuć takie uczucia, a tak tylko można się z tym nie zgodzić albo zgodzić, ale nie poczuć.
4031:  KMM - I ten sam problem mam w tym serialu.
4033:  KMM - To znaczy ja to rozumiem abstrakcyjnie, kompletnie, tak, absolutnie rozumiem argumenty, ale jest to kompletnie irracjonalne w tym kontekście, ponieważ gdyby to jeszcze była jego córka faktycznie, to rozumiem.
4045:  KMM - I chyba o tym zapominamy, o tym małym szczególe, że pamiętacie cały czas, mam wrażenie, o tej relacji, której nam nigdy nie pokazano jako widzom serialu.
4055:  KMM - Ponieważ jeżeli mam oceniać rozwój tej relacji na podstawie tych danych, które dostałem, to ja nie jestem w 100% przekonany co do tego, że Joel by tak zareagował.
4065:  BFP - Not my Joel, że tak powiem.
4068:  BFP - Przepraszam, bo nie chcę tego tak oceniać, ale powiedziałeś, jakby to była jego prawdziwa córka, to rozumiem.
4074:  BFP - ale że nie jest prawdziwa, to nie rozumiem.
4076:  GW - Nie, nie, to inaczej.
4078:  GW - Ja tutaj się wykażę trochę większą dobrą wolą i tutaj bym powiedział tak, jeżeli by lepiej zarysowano relację pomiędzy Joellen i Ellie i byłaby to więź mocniejsza albo pokazana na większej przestrzeni czasu, to wtedy rozumiem, że miała być większą wyrozumiałość do tego Krzysztofie, że on faktycznie ją traktuje jako córkę.
4099:  GW - No tutaj
4101:  GW - Znowu, jako osoba, która zagrała, związała się trochę z tymi postaciami, sytuacjami, ja nie mam problemu z tym, żeby bardziej się domyślić tej relacji i ją przyjąć.
4113:  GW - I znowu w momencie, kiedy chciałbym przyjąć pozycję osoby, która
4119:  GW - nie ma tak dużo dobrej woli do tego, żeby zaakceptować taki, a nie inny stan rzeczy prezentowanych w serialu, to mogę się zgodzić, że brakuje tutaj znów danych, faktycznie bardziej niektórych scen do tego, żeby wykazać lepszą relację pomiędzy Joelem i Ari.
4131:  KMM - Złośliwi powiedzieliby, że jak na serialu o relacjach, trochę mało jest o tych relacjach, ponieważ może ukrywać by należało w odcinkach, których nie pokazujemy, albo w dialogach, których nie ma,
4140:  KMM - to, co jest podobno tłem, to znaczy zarażonych.
4143:  KMM - Może cała ta historia, która była w czwartym odcinku, to powinna być po prostu historia, którą opowiada Ellie Joelowi, a zamiast tego niech pokażą, jak się rodzą w niej uczucia względem Joela, a w Joelu uczucia względem niej, a na razie to jest coś, czego się musimy domyślić, jest to w dodatku relacja niesymetryczna.
4159:  KMM - Bo ja jestem w stanie w 100% uwierzyć w to, że rzeczywiście w Joelu zaczyna coś takiego kiełkować, ale dopiero teraz zaczynam to po scenie w szpitalu, tak naprawdę po, nie przed,
4170:  KMM - A jeżeli chodzi o Eli, ostatni odcinek może, może, ale nie w 100%.
4176:  KMM - Więc tak jak mówię, mamy za mało danych do tego, żeby uwierzyć w te relacje, już na pewno do tego stopnia posuniętą, żeby ktoś był w stanie powiedzieć, okej,
4185:  KMM - Okej, nie będziemy próbować zrobić leku, na zamiast tam mówiąc nie ma gwarancji, że ona mogłaby nie przeżyć, mogła przeżyć, nie wiem, dziwna rzecz się dzieje w medycynie, versus, nie wiem, trzy, cztery, dwa miliardy ludzkości, które zostały.
4197:  KMM - To jest decyzja, która jest bardzo ciężka, bardzo irracjonalna i ciężko do niej podejść na tak krótkim przedziale czasowym, jak jest w tym odcinku.
4209:  BFP - Poczekaj Grzegorz, bo słyszymy jak klikasz i to bardzo zbiera mikrofon.
4214:  BFP - Jeżeli w tym serialu czegoś było dużo, to było w tym serialu dużo relacji i to raczej mi zarzuci, że okej, no to zaraz się pospieramy.
4224:  BFP - Natomiast to się bardzo różnimy, bo ty mówisz, ja potrzebuję jeszcze, nie wiem, 10, 15, 16 minut dialogów, żeby coś wybrzmiało, a ja mówię, a mi nie wystarczy gra aktorska.
4236:  BFP - Mnie wystarczy spojrzenie Pedro Pascala jako Joela na Eli, kiedy patrzą na żyrafy, albo kiedy on patrzy, jak ona karmi żyrafy i ja wiem, że on ją kocha.
4248:  BFP - Wystarczy mi trzy linijki dialogowe, kiedy on mówi, to nie czas mnie uleczył, a ona mówi, no i cieszę się w takim razie, że spudłowałeś.
4257:  BFP - I to mi wystarczy.
4259:  BFP - To wystarczy za, nie wiem, dziesięć minut kolejnego mielenia i ekspozycji na zasadzie
4265:  BFP - Wiesz, moja córka była taka, taka, ale ty jesteś taka i chyba też cię kocham.
4269:  KMM - A to nie jest tak, że jest różnica między przyjacielską relacją a relacją ojcostwa?
4275:  KMM - Jeszcze raz.
4275:  KMM - Bo wiesz, ja w relację przyjacielską jestem w stanie w tym serialu uwierzyć bez problemu, nie w relację ojca i córki.
4280:  KMM - Sorry.
4282:  BFP - Relacja między 55-letnim facenem a 14-letnią dziewczynką, spoko.
4286:  BFP - Ja jestem w stanie tu wierzyć, biorąc pod uwagę, że pewnie w jakiś sposób zaprzyjaźnili się Pedro Pascal i Bella Ramsey.
4292:  BFP - Natomiast raz jeszcze, po to miałeś ojca, który traci córkę na początku serialu.
4298:  BFP - I po to miałeś zarysowaną tą traumę, żeby zobaczyć dziurę, którą sobie ma, którą zapełnia właśnie relacja z tą dziewczyną, która jest jak jego córka.
4307:  BFP - W bardzo wielu aspektach, włącznie z tym samym wiekiem.
4310:  KMM - Jakbyś nie miał całego tego wstępu.
4312:  KMM - Ale jasne jak najbardziej, tylko problem polega na tym, że to nie jest jeszcze ten moment.
4316:  KMM - To nie jest coś, co się klaruje na poziomie, nie wiem, kilku scen, kilku wydarzeń.
4322:  KMM - Za dużo musi w sumie to powiedzieć.
4324:  KMM - Dziewięć odcinków masz tych historii.
4325:  KMM - A ile było w nich wydarzeń, które miały charakter liminalny albo graniczny?
4330:  BFP - Prawie śmierć Joella.
4332:  BFP - Tak.
4332:  BFP - David, historia sama i Henry'ego, śmierć Tess, śmierć Byla i Lis, który zostaje pozostawiony.
4339:  BFP - No.
4340:  BFP - Zmieć samej Henry'ego.
4341:  BFP - No właśnie to powiedziałem.
4342:  BFP - Co jeszcze?
4342:  BFP - Tak, tak, tak.
4343:  BFP - Ile jeszcze, znaczy inaczej, ile jeszcze byś potrzebował wydarzeń, żeby poczuć to, co poczuliśmy my?
4348:  KMM - Nie wiem, to jest subiektywne pytanie.
4350:  KMM - Masz jedną perspektywę dwóch ludzi, którzy grali w grę i mają pełen obraz relacji dwóch postaci.
4355:  KMM - Nie, nie, bo, nie, poczekaj, bo to, tu muszę oponować.
4357:  KMM - A jak i perspektywę człowieka, który dostał mniej danych.
4360:  BFP - Tu muszę oponować, nie, tu muszę oponować, bo ja już parę razy widziałem, Wróżka Zębuszka też pisała, ale Filip, bo ty masz perspektywę osoby, która grała w grę.
4367:  BFP - Nie, tutaj relacji jest więcej niż w grze.
4369:  BFP - W serialu jest więcej relacji między bohaterami niż w grze.
4373:  GW - Zgodzę się, jest pokazywane więcej relacji, a tak naprawdę przez gameplay i rozmowy w trakcie gameplayu troszeczkę mamy to inaczej budowane, bo mamy większą imersję.
4383:  GW - Natomiast wciąż trzeba tutaj zrozumieć Filipie, że...
4388:  GW - Nawet jeżeli mamy więcej relacji, więcej pokazanych właśnie więzi pomiędzy postaciami, lepiej pokazany background i tak dalej, to wciąż może być za mało, bo ja tutaj widzę właśnie pewne dziury w tym, że można by było pewne rzeczy zrobić lepiej.
4403:  GW - Dlatego też rozumiem, jeżeli ktoś powie, że on tego nie czuje, bo właśnie to jest bardzo subiektywne.
4408:  GW - Ja też to absolutnie.
4410:  GW - I tym samym właśnie brakuje tutaj tam, gdzie mamy te długie odcinki, te odcinki... Billy Frank był pokazany świetnie.
4420:  GW - Dlaczego nie mamy tak zarysowanych relacji w przypadku innych postaci?
4426:  GW - Ja tutaj właśnie widzę to też w perspektywie naszych dziewięciu rozmów, że...
4432:  GW - Na przykład Krzysztof nie widzi tutaj tej stawki w momencie, kiedy Tez ginie.
4439:  GW - No właśnie, bo mieliśmy za mało czasu w pokazaniu relacji Tez i Joella.
4444:  GW - Gdyby było jej więcej, to może byśmy coś więcej poczuli.
4447:  GW - I tak dalej, i tak dalej, no.
4450:  GW - Dobrze, tak, tak, tak, ale jasne, mamy tutaj tą całą przestrzeń i mamy to, że nawet jeżeli pokazujemy relacje innych osób, to one jakoś rezonują i uczą czegoś główne postacie.
4461:  GW - I to jest w ogóle super, bo to jest to, czego brakowało w grze.
4464:  GW - A dodatkowo jeszcze to, że czasami
4468:  GW - operuj się mniej dosłownym dialogiem niż w grze, bo wystarczy zauważyć scenę, kiedy rozmawiają ze sobą właśnie Marlene z Joelem i w grze tam jest, że ona mówi wprost, this isn't about you or me.
4484:  GW - Tego nie ma w serialu.
4486:  GW - Tu w serialu jest, że tutaj zamiast odnosić się do jakiegoś wyższego celu, Marlene pokazuje swoją personalną perspektywę.
4494:  GW - I tutaj znowu ten dialog pokazuje, jak czasami niektóre rzeczy są lepiej rozpisane niż w oryginalnym dziele.
