Jak wygląda dojenie znanych marek - gościnnie Krzysztof M. Maj i Bez/SchematuBez/Schematu
🔗 https://www.youtube.com/watch?v=z2luWI23esY
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
RP (Radosław Pisula, Full Frontal Pisula, Napisy Końcowe)
OR (Oskar Rogowski, Napisy Końcowe)

0:  OR - Hej, witajcie na Napisach Końcowych.
2823:  RP - No i to tak działa, ale wiesz co?
2824:  RP - Tutaj jeszcze odbiję troszkę w bok, jak wcześniej mówiliśmy o tych rzeczach i o tych fanach, którzy boją się, żeby nie być poza obiegiem i chcą wiedzieć wszystko, co jest nowe, to mamy też problem fanów,
2836:  RP - którzy zainwestowali już kupę czasu w jakieś uniwersum, w jakiś świat, lata i nie mogą sobie pozwolić, żeby teraz od tego odpaść, nie interesować się tym, bo co my zrobiliśmy z tym czasem, który zainwestowaliśmy w to?
2849:  RP - On był ważny, to był nasz czas.
2850:  RP - Mieliśmy przyjemność i pamiętamy, mamy wspomnienie przyjemności,
2854:  RP - którą nam dawało to uniwersum.
2856:  RP - Teraz już może tego nie być.
2856:  RP - Oglądamy to i chodzimy do tego kina, żeby tylko iść i tylko... Bo inaczej zmarnowałem czas.
2862:  RP - Tak, inaczej zmarnowałem czas.
2863:  RP - To działa jeszcze mocniej w grach, nie?
2866:  RP - Gdy gramy w jakąś grę przez lata, zdobywamy tam itemy różne, poziomy, żyjemy tym i nie możemy z tego uciec już, nie?
2873:  RP - Bo to jest nasz świat, w którym zainwestowaliśmy czas.
2875:  RP - Tak jak w życiu inwestujemy czas, nie?
2877:  RP - W stosunki jakieś rodzinne, w kontakty z bliskimi, nie?
2881:  RP - Z partnerami, nie?
2883:  RP - To jest wszystko czas, który...
2884:  RP - On tutaj nas oczywiście buduje, nie?
2885:  RP - I tamten też nas powinien budować, ale ten wirtualny szybciej robi się toksyczny, nie?
2890:  RP - I tak działają te seriale, szczególnie, że wtedy już twórcy wiedzą, że mają tą bazę, na której mogą pracować i mają ludzi, którzy nie uciekną nigdy od tego, nie?
2898:  RP - Zawsze tutaj będą i poza pewien poziom nie spadniemy.
2901:  RP - I wiemy, że w tym momencie wszyscy ci musznowładcy, którzy rządzą MCU i Disneyem,
2906:  RP - Oni wiedzą, że poniżej jakiegoś poziomu nie spadną, nawet jak wypuszczą jakąś produkcję, która jest nieoglądalna, to i tak znajdą się ludzie, którzy powiedzą, ej, to jest fajne, bo przecież to jest część tej rzeczy, którą kocham, tego uniwersum, nie?
2917:  RP - I wiedzą, że ta baza fanów nie spadnie poniżej pewnego poziomu i dalej będą mogli na niej pracować, nie?
2923:  RP - Oni w tym momencie nie muszą się za bardzo starać i my to widzimy, nie?
2925:  RP - Jeśli się tym interesujemy troszkę w inny sposób i bardziej analitycznie do tego podchodzimy, nie?
2929:  RP - To widzimy, ej, to się przecież...
2931:  RP - rozrywa w szwach, nie?
2932:  RP - To już nie działa, nie?
2934:  RP - Ale mamy tych ludzi, którzy powiedzą nie, ej, to Szichal dała mi radość jakąś, nie?
2938:  RP - Coś tam się działo w tym serialu i była bohaterka, która jest super bohaterką i robi rzeczy, nie?
2945:  RP - A tam niestety, no wiemy jaki był poziom tego
2949:  BFP - Ale zauważcie, w jaki sposób wy tak za sprawą siły grawitacji takich molochów jak Disney, jak Marvel, jak DC, Warner Bros.
2959:  BFP - ciążycie ciągle w tę stronę właśnie takich adaptacji komiksowych czy superbohaterskich.
2965:  BFP - A spójrzcie na przykład na to, ile sequeli miał taki Jason albo Halloween.
2969:  BFP - Ile sequeli miała Piła.
2972:  BFP - To też jest sequeloza, ale wcale nie mamy tam żadnego multiwersum.
2976:  OR - Ale to ma znacznie mniejszą bazę fanów.
2977:  OR - To jest bardzo dedykowana baza fanów, ale jednak znacznie mniejsza baza fanów.
2982:  BFP - Ale czy to nie jest sequeloza?
2984:  OR - Ja na to patrzę trochę inaczej, dlatego, że większość tych filmów jest... Piła jednak doszła do tego punktu, gdzie przeskoczyli rekina 10 razy i potem zaczęli robić ten spiral i tak dalej, ale jeśli chodzi o na przykład, wiesz, Jasona, czy tego typu rzeczy, zwróć uwagę, że bardzo wielu twórców, ponieważ za tym idą mniejsze budżety, to często jednak wiesz, że tam pójdzie większa swoboda.
3006:  OR - To albo może być kompletny, wiesz, over the top, kompletny slasher z takim przerysowaniem, albo ktoś ma na przykład kompletnie
3014:  OR - ciekawy pomysł na nowe Martwe Złocze, coś w tym rodzaju, który kompletnie odbiega.
3018:  OR - Ja na to trochę patrzę inaczej, właśnie dlatego, że idą za tym znacznie mniejsze pieniądze.
3022:  KMM - Plus nie są to światy, myślę.
3025:  KMM - Rzeczywiście możemy powiedzieć, że to jest IP jakaś, że to jest marka, może nawet franczyza, ale nie jest to jednak taki świat w sensie pojemnik na asety, pojemnik na postaci, na znane obiekty, inne znane światy.
3037:  BFP - Chyba, że połączysz Jasona z Mikem Mayersem, tak?
3040:  BFP - i zrobisz crossover.
3041:  OR - Ale jednak ciężko tak jak Krzysztof mówi, to spin-offować by już było, nie?
3044:  OR - Już nie bardzo jesteś w stanie odciągnąć patrząc na to, że Jason zwykle zabija wszystkich poza Final Girl na przykład.
3050:  BFP - Zgadza się, że to nie jest portfel Marek.
3053:  RP - Tak, tak, tak.
3053:  RP - I tam też było łatwiej na przykład, że mieliśmy, nie wiem, trzecią część Halloween, gdzie w ogóle nie było Michaela Myersa, nie?
3059:  RP - To było prostą
3060:  RP - Halloween była część, albo mieliśmy czwartą część piątku 13, gdzie nie było Jasona, bo się pojawił ktoś, kto udaje Jasona, nie?
3067:  RP - Tam cały czas były jakieś zmiany, cały czas były próby rebootowania tego, nie?
3070:  RP - I pokazania czegoś nowego, poprzez fascynacje, które były w tym czasie kulturowe, nie?
3074:  RP - Na przykład mieliśmy Jason zdobywa Manhattan, nie?
3076:  RP - Bo nagle, ej, mamy tego Jasona, tutaj nie ma żadnej fabuły, wrzućmy go do Nowego Jorku, niech chodzi po ulicach i tam morduje tych karateków na dachach, nie?
3083:  OR - Trochę jak Simplay, no, mniejszy budżet i mniejsze inne opcje.
3086:  KMM - To nie jest też tak, że to się zaczęło wszystko na taką skalę przynajmniej, jeżeli chodzi o oczekiwania fanowskie, w momencie, gdy wszyscy praktycznie jednym głosem mówili, o Boże, żeby Marvel wreszcie dogadał się z Sony, żebyśmy mieli swojego Spider-Mana w MCU.
3098:  KMM - Przecież to była narracja, którą się wszyscy podpisywali praktycznie.
3101:  KMM - Nikt nie mówił, o nie, słuchajcie, może nie, może to jest zły pomysł.
3105:  KMM - Wszyscy tego chcieli i nagle odwróciło się wszystko o 180 stopni.
3109:  KMM - Zrozumieliśmy, że nie, że to może nie jest najwłaściwsza droga.
3113:  KMM - ale równocześnie studia tego nie zrozumiały jeszcze.
3116:  KMM - Bo studia zawsze będą te, nie wiem, kilkanaście lat za fanami i za konsumentami.
3122:  KMM - Podejrzewam też dlatego, że autentyczni nie są ludzie, którzy by konsumowali ten kontakt w sposób stały.
3126:  KMM - I to bardzo wychodzi.
3127:  KMM - Kathleen Kennedy odpowiedzialna za rozwój Uniwersum Gwiezdnych Wojen jest tak odklejona od fandomu, że...
3134:  KMM - Tak mówią i mówią, ale to jest niesamowite.
3136:  OR - Już były konkretne wycieki o dużych severance package, o których mówił wcześniej Krzysztof.
3141:  OR - Tylko Filip, o których mówił wcześniej, że na odchodne dostaje bardzo konkretny pakiecik i dziękuję, do widzenia.
3147:  KMM - Już nie będzie.
3150:  KMM - Myślę, że to nie jest jeden taki przypadek, że ludzie po prostu nie konsumują treści.
3154:  KMM - Wiesz, że też te przecieki, które szły z planu Wiedźmina dotyczące tego, że scenarze tam się nie podobały.
3159:  KMM - Nieważne, czy to jest prawda, czy nie.
3161:  KMM - Ważne jest, jak fani to szybko kupili.
3163:  KMM - To znaczy, że wszyscy byli przekonani na tyle, że producenci i ludzie kreatywni odpowiedzialni za rozwój tych marek, no kompletnie w dupie to.
3171:  KMM - Co doprowadziło do tego, że fani się tymi markami w pierwszej kolejności zainteresowali i np.
3176:  KMM - że robili fanowskie tłumaczenia Wiedźmina na język angielski, zanim to w ogóle zostało przejęte przez Golancz, czyli jedną z większych wydawnictw, po tym jak Wiedźmin zdobył taką furorę na całym świecie growy, bo taka była kolejność, o czym się zapomina.
3189:  KMM - To fani bardzo często odpowiadali za to, że w ogóle te uniwersa komiksowe żyły, prawda?
3194:  KMM - No i też trudno się dziwić fanom, że denerwują się, jak widzą w takim korporosie czy białym kołnierzyku, to źle, teraz powinienem się zasłonić, że widzą człowieka, który właśnie jest takim fałszywym fanem trochę, że on tylko mówi, że zna to uniwersum, a tak naprawdę nie ma żadnych kompetencji, żeby zarządzać tą marką i wtedy wjeżdża nam chociażby taki, o Jezus, teraz mi wyszły z głowy te nazwiska osób odpowiedzialnych za mandolinę z Star Warsów.
3219:  KMM - John Favreau?
3220:  KMM - Dziękuję.
3221:  KMM - I Dave Filoni, tak.
3222:  KMM - Że wjeżdżają na białych koniach i to są fani.
3225:  KMM - A z drugiej strony właśnie i Jon Favreau i Dave Filoni ulegają temu trochę.
3229:  KMM - I robią ten szczęśliwy fanservice, prawda?
3233:  KMM - I nie ma w ten sposób dobrego rozwiązania.
3236:  OR - Tak, to właśnie ja z kolei jak patrzę na właśnie Mandalorian sezon drugi i widzę, że wszystkie odcinki napisał Jon Favreau i... Trzeci, przepraszam.
3245:  OR - Favreau i... A niektóre razem z Dave'em Filonim i nikt więcej.
3250:  OR - to ja mam takie... Wiem, że to Andor nie będzie, o tak powiem kolejny, nie?
3256:  OR - Ale Radek jeszcze zahaczył się o jedną rzecz i w sumie mogę o to ciebie Krzysztof zapytać, bo wiem, że masz na pewno masę historii o tym, jak ktoś mówi o uzależnieniu od gier komputerowych i...
3269:  OR - I powiedziałeś właśnie o tych grach, nie?
3271:  OR - Ja na przykład mam znajomego jednego, grałem lata w World of Warcraft i był moment, kiedy Blizzard spadł z rowerka, mówiąc lekko, nie?
3279:  OR - Wszystkie oskarżenia, omolestowanie i tak dalej, ale sam World of Warcraft również był w fatalnym miejscu.
3284:  OR - Ta gra...
3285:  OR - ostatnio tak Shadowlands wytracił im 90% widowni właśnie dlatego że cała gra polegała na tym że jak to niektórzy mówili wracałem z pracy i ciągle czułem się że znowu idę do pracy jak grałeś w Shadowlands ale jednocześnie 10%
3305:  OR - Z tego co było, to dalej kolosalna baza graczy, która pozostała.
3312:  OR - I mam znajomego, który mi powiedział wprost, że on lubi World of Warcraft, bo to co tam zdobył już tam ma.
3317:  OR - To jest dokładnie takie podejście, w którym było...
3321:  OR - Jak jak Radek powiedziałeś, zainwestowało się tyle czasu w te wszystkie rzeczy, achievementy i inne rzeczy, że ciężko od tego odejść.
3329:  OR - I właśnie zastanawiam się, na ile przy grach, przy których... Zresztą wcześniej Filip mówiłeś o Activision, Blizzard i wszystkich ich rzeczach i tych wałkach wszystkich, Call of Duty.
3339:  OR - I moje pytanie jest właśnie, skoro wszyscy jakoś tam mniej lub bardziej przy grach też siedzimy, dużo mniej,
3347:  OR - to na ile widzicie te mechanizmy, bo one wydaje mi się też się przekładają wbrew pozorom na... w mniejszym stopniu, w grach jest większe zaangażowanie, ale wydaje mi się, że to zawsze będzie się sprowadzało do tego,
3360:  OR - Po pierwsze, czy kwestia jest uzależnieniem od gry czy od gier, bo wydaje mi się, że od gier to jest bardzo abstrakcyjne pojęcie, od gry mniej abstrakcyjne pojęcie, a w kolejnym stopniu jak twórca tej gry, czy w tym wypadku marek filmowych, zdaje sobie z tego sprawę i dokręca śrubę, żeby tą bazę swoją jak najbardziej jeszcze zatrzymać, żeby oni tylko nie odeszli.
3383:  KMM - Mogę ci dać konkretny przykład teraz, bo zobowiązałem się społeczności, że zagram w te gry, które wybiorą na streamie wośpowym, to będzie pod koniec stycznia, no i wśród gier, które zwyciężyły był Genshin Impact, którego sobie pogrywam od dłuższego czasu, żeby sobie wyrobić opinię na temat tego, co właśnie uzależnia.
3403:  KMM - Bo na pewno nie uzależnia gra, od razu mówię, bo to nie jest prawda, psychologowie robią...
3408:  KMM - Dobrą robotę, a z drugiej strony krecią robotę, ponieważ powinni wpierw pójść do książek, douczyć się, na czego się składa gra, jak działa, i że są mechaniki.
3416:  KMM - Gęśnik jest świetnym tego przykładem.
3418:  KMM - To jest gra open-worldowa, w której można, nie wydawszy jednej złotówki, cieszyć się, no i oczywiście popracować sobie, bo to też jest gra zrobiona według takiego mechanizmu.
3426:  KMM - Swoją drogą winne temu są Chiny, ponieważ tam są narzucone limity na czas gry, więc można też określoną tylko liczbę rzeczy zrobić w ciągu jednego dnia, ale zapłacisz, to można więcej.
3435:  KMM - Na przykład...
3436:  KMM - Ale równocześnie ten moduł, gdzie płacisz i dostajesz atrakcyjne waifu, za które wiszujesz i płacisz, jest zupełnie osobno.
3445:  KMM - Tylko że ten moduł, który jest zupełnie osobny, jest częścią gry, ale równocześnie wygląda dokładnie tak samo, jak dowolna slot maszyn w kasynie.
3451:  KMM - I to jest ten precyzyjny problem.
3454:  KMM - To samo robi lootboxy.
3457:  KMM - To jest osobny moduł, osobna mechanika, która jest zintegrowana z rozgrywką, ale nie musi być jej integralną częścią w żadnym wypadku.
3465:  KMM - I mechanizmy uzależniające zaczynają się właśnie tutaj.
3469:  KMM - I to są mechanizmy, które podsycają nasze FOMO itd., sprawiają, że chcemy jeszcze, chcemy więcej.
3475:  KMM - A nie dlatego, że fabuła nas zainteresowała, albo że tak dużo ludzi miało w starych wersjach WoWa.
3480:  KMM - Były takie badania robione z Cliva Hawkinga kiedyś.
3483:  KMM - Gość zebrał graczy WoWa i spytał, czemu w to gracie?
3486:  KMM - najprostsze pytanie.
3487:  KMM - I powiedzieli, lubię wracać do tego świata.
3490:  KMM - To była jedna z najczęściej powtarzających się odpowiedzi.
3492:  KMM - Zupełnie inaczej niż to, co typowo przywołałeś, tak?
3495:  KMM - Że nie no, ja tutaj mam, już zainwestowałem wystarczająco, to muszę teraz.
3500:  KMM - I to samo jest teraz w gęślinie.
3502:  KMM - Ja to poczułem, że ja wydałem też fizycznie pieniędzy, w tej grze tyle i zainwestowałem mojego czasu tyle i kognitywnie się zainwestowałem tak bardzo, że szkoda mi przestać grać.
3513:  KMM - I szkoda mi będzie nawet wtedy, kiedy wyczerpię content.
3516:  KMM - A ja jednak przez to, że lubię content narracyjny, to mam tak, że jak wyczerpię go, to po prostu przestaję grać w Genshin'a, ale dużo ludzi nie przestaje.
3523:  KMM - I tu jest ten kłopot właśnie.
3524:  KMM - I myślę, że to zaangażowanie fanowskie, bo do tego zmierzałeś z tym uzależnieniem, to trochę o to chodzi.
3529:  KMM - To znaczy ktoś już ma takie poczucie, że jak już jest tak daleko w tej spirali, to po co się ma z tego wyplątywać, bo teraz będzie musiał, nie wiem, poznawać chociażby nowe uniwersum od podstaw.
3541:  KMM - i teraz ja muszę całą tę kubkę wstydu, ludzie bardzo często o niej mówią, kubka wstydu, ja mówię, to nie jest kubka wstydu, ciesz się, przed tobą wiele rzeczy, ale ludzie traktują to jako obowiązek, że nie, ja teraz muszę zapoznać się z tym uniwersum po kolei i jeszcze przeczytać cały lore i jeszcze obejrzeć wideo na YouTubie, na to schodzi czas, a ja wracam z roboty i chcę mieć te 4 godziny, nagle nie mam tych 4 godzin i muszę iść spać i co zrobić.
3565:  BFP - To jest ciekawe, co powiedziałeś, bardzo pozwolę sobie tutaj dorzucić swoje trzy grosze, bo ja też jestem zdania, że gry same z siebie nie uzależniają, ale są gatunki gier, które są projektowane tak, żeby uzależniać.
3580:  BFP - Diablo Immortal został wymieniony, Genshin Impact został wymieniony, ale powiem wam, jest coś gorszego.
3585:  BFP - Ostatnio o tym rozmawiałem w podcaście mojego kolegi M2 Podcast, rozmawialiśmy o God of War i o...
3591:  BFP - Mówiłem o mojej absolutnej miłości, o tym, że ja i Radek od pięciu lat się zabieramy za zrobienie materiału o Red Dead Redemption 2 i o tym właśnie, jak sobie sunie ta gra spokojnie, że nagrodą dla ciebie nie są punkty doświadczenia, tylko fajny dialog, fajna scenka.
3606:  BFP - Po drugiej stronie, nie mamy gier nasyconych tak zwanym contentem, jak na przykład Assassin's Creed, tylko mamy system achievementów.
3614:  BFP - Mamy całą fanbazę ludzi, którzy zakładają drugie konto na PlayStation, bo nie chcą grać w tę grę, wiedząc, że nie zrobią platyny.
3625:  BFP - To jest straszne, więc są niestety mechanizmy.
3628:  BFP - O tym nie słyszałem.
3629:  BFP - Tak.
3629:  BFP - Tak, to są akcje rodzaju tych, które kiedyś czytałem na wykopie i na reddicie, że są ludzie, którzy grają w Championship Managera i kupują sobie cały autokar, którym potem jeżdżą podczas mistrzostw i otwierają sobie szampanę i rozlewają na samego siebie, albo w garniturze się dają do mistrzostw, czyli mistrzów, bo...
3648:  BFP - Tak to przeżywają i są pewne mechanizmy niestety, które konstruuje się, ale ponownie, jakkolwiek banalnie by to nie brzmiało, to właśnie największe corpo, czyli platform holderzy, wszyscy ci, którzy mają całe te systemy jak PlayStation czy Microsoft, tworzą takie systemy achievementów, do których dostosowują się, bo to nie jest w grze, to jest nakładka na grę, która jest gdzieś obowiązującym systemem, więc dużo jest moim zdaniem takich brudnych zagrań, ale gdzieś tam właśnie na koniec stoi to wielkie corpo.
3677:  OR - Czytałem wypowiedzi ludzi, którzy do niektórych grech mówią, dołączę jak w kolejnym patchu dodadzą achievementy.
3684:  BFP - Ale tak, to jest bardzo ważne.
3686:  BFP - To jest dokładnie tak, jakbyś powiedział, pójdę do kina, ale jak będzie cameo Ant-Mena.
3691:  OR - Tak, ale widzisz, ale właśnie nie.
3693:  OR - Ale znowu, jak bardzo siedziałem z MCU, to dla mnie tym jest trochę scena po napisach.
3698:  OR - Dla mnie scena po napisach to jest właśnie ten motyw, który... One zaczęły być od takiego fajnego...
3706:  OR - easter egga dla widza, nie?
3709:  OR - Na początku było takie testowe na zasadzie, no tu młot Thora leży na końcu tam Ironmana dwójki czy coś takiego i o Thor się pojawi, nie?
3716:  OR - Ale to dopiero budujemy.
3719:  OR - Ale skoro cały czas łączymy to z tematem gier, wspomniałeś o wydawaniu pieniędzy na Genshin Impact, ja swego czasu wydałem więcej pieniędzy niż chciałbym się przyznać na Magic the Gathering Arena.
3729:  OR - Ja wychowałem się na Magic the Gathering garciance i wyszła jej online'owa wersja i zacząłem w nią grać.
3736:  OR - Zwróćcie uwagę, że wszystkie tego typu gry, free-to-play, szczególnie te, które mają boosterki, mają bardzo często starter pack.
3742:  OR - early pack i coś takiego, które są zawsze super opłacalne.
3746:  OR - To jest coś takiego, że wiesz, kupujesz, normalnie dostajesz te frajer dolary, czy jak nazwał, jak zwał walutę w grze, która, czy frajer diamenty na przykład, bo tak się nazywa ta waluta, wiesz, która normalnie kosztuje tam ileś tam złotych, ale w tym starter packu 10 razy taniej za, wiesz, za super pack.
3767:  OR - No to od razu dlaczego?
3769:  OR - Bo badania wykazały, że jak już raz wydałeś pieniądze,
3771:  OR - to dużo łatwiej wydasz, podłączyłeś kartę, podłączyłeś piechala.
3774:  OR - Podłączyłeś kartę, to już potem jesteś jedno kliknięcie od tego.
3777:  OR - To jest model Gillette.
3779:  OR - Trochę widzę te sceny po napisach.
3781:  OR - Na początku to było takie...
3784:  OR - No, chcę wiedzieć, co dalej, ale to fajne, bo to się łączy.
3787:  OR - To już w pewnym momencie zaczęło być takie, gdzie w kolejnym filmie są moje achievementy, gdzie są te moje cameo, easter eggi, nawiązania do tego, co dalej.
3795:  OR - Czy jest jedna cena, czy są dwie?
3797:  OR - Powinny być dwie.
3798:  OR - Ile jest w tych scenariuszach?
3799:  OR - Co one mi dają dalej?
3801:  OR - I to ważne jest.
3803:  OR - Mamy bardzo często pytania po filmach MCU.
3805:  OR - Czy ten film jest ważny dla reszty uniwersum?
3808:  OR - Czy są w nim achievementy, ergo, czy są w nim te rzeczy, które ja muszę mieć, żeby skompletować mój, wiesz, obraz.
3813:  OR - Pewnie i tak, ale muszę to mieć.
3815:  KMM - No i pewnie też widzieliście artykuły, które się pojawiają w różnych portalach, napisane wokół jednego, znaczy, kopii, tak?
3823:  KMM - To znaczy, chodzi o to, że czy jest scena po napisach.
3827:  KMM - Jest cały artykuł o tym, gdzieś tam w 17 akapicie jest powiedziane, tak, jest scena po napisach, ale o czym innym jest artykuł, jest tam 500 reklam.
3834:  KMM - Idealne.
3834:  KMM - Tak,
3835:  KMM - Cały ekosystem wokół tego funkcjonuje.
3837:  OR - Mało tego, ilu youtuberów, co Radek pięknie sparodiował na swoim kanale, robi materiały, które tłumaczą scenę po napisach.
3843:  OR - Pojawia się scena po napisach i jest... Masz Black Panther 2 jakby... Pamiętam ten materiał.
3852:  OR - Ja muszę tylko wytłumaczyć, żeby ktoś mi wytłumaczył, kto na to wpadł i kto mi to zrobił, a nie na czym to polega.
3857:  OR - Ale jest masa materiałów, które tłumaczą.
3859:  OR - Jest cały ekosystem, który się buduje wokół tego, który mówi ci...
3865:  OR - Znowu, do gier to mi się wraca do jak zdobyć wszystkie aczi, czy coś takiego.
3869:  KMM - Ale słuchaj, to jest casus, bardzo chętnie o tym powiem, to jest casus Elden Ringa, tak?
3874:  KMM - To znaczy, ludzie mi mówią, nie no, to jest, słuchaj, to gra, bo lekarz jest tak w susach, że chodzisz, tak, musisz odkrywać ten świat, aha!
3882:  KMM - Wiecie, jaki jest najczęściej zdobywany achievement w Elden Ringu?
3885:  KMM - Za najrzadsze zakończenie.
3887:  KMM - Żeby je zdobyć, to trzeba losowo ruchem konika szachowego po świecie latać.
3891:  KMM - Tu jest dialog 17A w postaci B+, na półwyspie C, ale musisz później... Dosłownie jest taka instrukcja na kilkanaście stron A4, bo zadałem sobie trud sprawdzenia, i to jest najpopularniejsze zakończenie graczy.
3907:  KMM - Na pewno przypadkiem na to wpadają.
3908:  KMM - Na pewno przypadkiem.
3909:  KMM - Wcale nie jest tak, że ludzie mają sobie na telefonie precyzyjny guide, żeby wiedzieć, w jaki sposób mają to zrealizować i potem draw łacha z człowieka, który na przykład stara się iść na żywioł i mu to zakończenie na przykład nie wyjdzie, bo przecież to jedyne poprawne mu nie wyszło.
3925:  KMM - Przecież to jest dramat i to jest też pokazanie tego, w jaki sposób...
3929:  KMM - Sam FromSoft się o siebie oszukuje, że nigdy w życiu nie wprowadzło tego dziennika zadań, nie umrą na tym wzgórzu, gdy tymczasem dosłownie to jest w sieci dziennik zadań, który jest w postaci playthrough precyzyjnie pokazującego co zrobić i cały znowu ekosystem.
3946:  KMM - Kanały na YouTubie, które tłumaczą co zrobić, żeby mieć achievement, żeby mieć...
3951:  KMM - świetne zakończenie, żeby... A i w ogóle, jak zaczynasz grać magiem w Elden Ring, to pamiętaj, ten pierścień tam, w tą stronę tu musisz przejść, tam musisz to zrobić.
3961:  KMM - I z gry, w której masz błądzić, w której masz odkrywać, robi się nagle Google Maps z twoimi przystankami.
3969:  BFP - To tak, jak powiedział Grzegorz, robimy dwugodzinną analizę godzinnego odcinka serialu.
3975:  BFP - Chociaż powinieneś go obejrzeć i analizować.
3977:  BFP - Dla mnie za końcowych totalny standard.
3979:  BFP - Sorry, że... Tak, tak, więc jakby pierwszy niech rzuci kamień, czy jak dzisiaj powiedziałeś a propos dorosłych, pierwszy niech rzuci grzybnię, tak, dokładnie tak.
3986:  OR - Ale, i to mało płynnie, bo szukałem momentu, jak przejść do Rodowodu Krwi i tak myślę, że okej, to jest jedna z naszych omówień, które są krótsze, bo o Rodowodzie Krwi gadamy tylko godzinę, na cztery godziny materiału, więc to nam się udało.
4002:  KMM - To i tak długo.
4006:  OR - No cóż, mieliśmy trochę radości.
4009:  RP - To ja ci powiem, my nagrywaliśmy coś, co już jest pewnie na kanale, albo jeszcze nie ma, bo nie wiem, co wrzucimy pierwsze.
4016:  RP - Nagrywaliśmy omówienie, które nam się bardzo spóźniało, bo mamy tam...
4020:  RP - Wspominamy sobie po latach MCU.
4021:  OR - A my serio po latach oglądamy stare filmy MCU i mówimy jak się zestarzały.
4025:  RP - Tak, to jest bardzo ciekawe doświadczenie, nie?
4026:  RP - Jak czegoś nie oglądałeś już kilka dobrych lat i nagle, wiesz... Niektóre się naprawdę zestarzały.
4031:  RP - Wróciliśmy do drugiego Thora, którego nie oglądałem od premiery.
4034:  RP - W tym roku mamy dziesięciolecie tego filmu, nie?
4037:  RP - Nie umieliśmy go... Obejrzeliśmy go w grudniu.
4039:  RP - Nie...
4040:  RP - I chcieliśmy go zobaczyć jeszcze chyba w październiku, w listopadzie.
4042:  RP - Obejrzeliśmy go drugi raz w grudniu.
4044:  RP - Teraz go nagraliśmy.
4045:  RP - O tym filmie nie mam nic do powiedzenia, nie?
4048:  RP - I to jest niesamowite, jak działa, wiesz, nostalgia i te wspomnieniówka, nie?
4051:  RP - Że ja go lepiej pamiętam.
4052:  RP - Ja wiedziałem, że to jest zły film.
4053:  RP - I on był u mnie zawsze na samym dole listy, nie?
4056:  RP - Wiedziałem, że on mi nie dał szczególnie dużo przyjemności.
4058:  RP - Ale wtedy, jak jeszcze żyłem w tym świecie Marvela, to było tak, wow, to jest część tego świata.
4062:  RP - Bo to jest kolejna rzecz, tak?
4063:  RP - I tam Ether, Kamień Nieskończoności.
4065:  RP - Tam był fajny Loki, tam był fajny Thor, nie?
4067:  RP - Tam był Odyn, nie?
4068:  RP - I w ogóle...
4069:  RP - Ja go teraz obejrzałem i to była taka rzeźnia, jak po gruzie, to jest ciemno, brudno, nic się nie dzieje przez cały film, śmierć zupełna.
4077:  OR - I tutaj znowu cały czas próbując wrócić, doceniam to w Rodowodzie Krwi, że mogliśmy przynajmniej toczyć bekę ze wszystkiego, co tu było, bo Thor to będzie najsmutniejsze nasze omówienie.
4090:  OR - My tak siedzimy i tak po prostu próbujemy...
4092:  OR - Ale tu nie ma o czym mówić, no jest ten Thor i on nie ma wątku w tym filmie i no idzie.
4097:  RP - Jak zawsze mówię, gówno musi być zrobione dobrze, żeby smakowało.
4102:  OR - Kiedy w Rodowodzie Krwili mogę na przykład mieć kolejny mój ukochany motyw, czyli to, że w tym serialu nikt nie pilnował upływu czasu i nikogo nie obchodziło to, że koncept czasu istnieje.
4114:  OR - I tutaj przypomnę mój świetny motyw, kiedy w pierwszym odcinku bohaterowie są proszeni o to, żeby pojechać na pewne spotkanie, zebranie.
4125:  OR - Ludzie, którzy ich zapraszają, zostają zamordowani, ale bohaterowie idą skorzystać ze statku, który po nich przypłynął.
4131:  OR - Bohaterowie wyruszają na to spotkanie, ale trafiają na sztorm, co powoduje, że są opóźnieni.
4136:  OR - Myśl sobie, no z dwa dni nawet na takim morzu, to ten sztorm by ich pewnie opóźnił, prawda?
4140:  OR - Więc w sensie dochodzi do tego spotkania, którym jest zamach i rzeczy się zmieniają.
4145:  OR - Po czym bohaterowie dopływają, a tam już kurwa całe imperium stoi, nie?
4150:  OR - Jakby wszędzie gdzie się dało.
4152:  OR - I myślisz sobie, ile oni płynęli?
4154:  OR - Czy ten sztorm trwał dwa lata po prostu?
4157:  OR - No dobra, może nie dwa lata, ale przynajmniej kilka dobrych miesięcy, bo tam już
4160:  OR - Oni do jakiejś wypizdowie przyjeżdżają, a wiecie, a tam już flagi tego imperium wiszą, już ludzie w karcie mówią, o, kiedyś to było, nie?
4168:  OR - Już wiesz, że to miało miejsce.
4170:  OR - Po czym bohaterowie z tego miejsca uznają, musimy pójść do naszej towarzyszki, idą do niej, i to jest Michelle Yeoh.
4178:  OR - Michelle Yeoh mówi, ty, wyjdź z namiotu.
4179:  OR - Dobra, wychodzę.
4180:  OR - Wychodzi z namiotu, podchodzi do ogniska, przypala sztylet, podwija koszulę, po czym przypala sobie ranę, którą dostał na wyspie, zanim wypłynęli.
4189:  OR - Ona jeszcze świeża i on ją sobie przypala.
