Czy szkoła niszczy dzieci? | Krzysztof Maj
🔗 https://www.youtube.com/watch?v=amsrszmRhQY
KMM (Krzysztof M. Maj)
SP (Szymon Pękala, Szymon Mówi, Wojna Idei)

0:  SP - Hej!
2965:  KMM - Dobrze, mamy to za sobą, przejdźmy dalej.
2967:  KMM - Tak samo jak nie czytamy treści manifestu Kościuszki, ale wiemy, że był manifest Kościuszki,
2972:  KMM - Tak samo jak nie czytamy dokładnie Paktu Unii Lubelskiej, ale wiemy, że ona była zawarta i wiemy, w którym roku, z grubsza, w zależności od tego, kto jak pamięta daty, i wiemy, do czego to doprowadziło.
2983:  KMM - Dokładnie to samo jest regulowany, zauważ, przez rynek.
2986:  KMM - To znaczy powstały opracowania lektur, które dają nam zestaw w pigułce tych informacji, które są wymagane.
2993:  KMM - Więc znowu, jeżeli nie możesz z czymś walczyć, włącz to do programu i
2997:  KMM - I wprowadźmy osobny przedmiot faktycznie, w obrębie którego będzie można mówić o tym, co dotyka nas współcześnie.
3005:  KMM - I rzeczywiście będzie można porozmawiać o tym, jaki jest wspólny chociażby zespół wartości dla naszego społeczeństwa.
3010:  KMM - Bo jest pewnym problemem fakt, że wszystkich nas, mnie, ciebie, młodych ludzi także, kształtuje kultura amerykańska i kultura globalna.
3018:  KMM - Natomiast jeżeli ktoś nas pyta o to, co się dzieje, nie wiem,
3022:  KMM - Nawet jak ja dostaję pytanie, mimo że się znam o polską fantastykę, to się trochę zastanawiam, ponieważ czytam zwykle zagraniczną.
3029:  KMM - I to jest pewien problem, o którym warto porozmawiać.
3031:  KMM - Dlaczego na przykład u nas w kinematografii jest dominujący trend pokazywania...
3037:  KMM - biedym lasgroci patologii, ewentualnie komedii romantycznych z drugiej strony i nic więcej, skoro jest ewidentnie zapotrzebowanie rynkowe i społeczne na filmy pokroju Marvela, superbohaterskie, popkulture, Gwiezdne Wojny itd.
3052:  KMM - Nie wierzę, że nie powstają takie rzeczy tylko i wyłącznie z braku pieniędzy, bo mamy najnowocześniejsze, jedno z najnowocześniejszych studiów w Europie, Alvernia Studios, do realizacji wizual-efektów, więc nie wierzę, że nie ma takich funduszy, bo są.
3064:  KMM - Problem jest taki, że właśnie jest takie przekonanie w nas, tkwi cały czas i moim zdaniem jest kształtowane przez szkołę, że to jest coś, co nie jest związane z polską kulturą.
3074:  KMM - To jest też problem, który mieli polscy fantaści, którzy Dukaj na przykład bazował, Lem, oni bazowali na literaturze zagranicznej, bo nie mieli się w Polsce do czego odwołać.
3082:  KMM - Więc zgadzam się z tobą, że jest ten zespół wartości, który trzeba kształtować, ale nie zgadzam się w tym sensie, że myślę, że nie jest w tej chwili kształtowany.
3090:  SP - Okej, ja nie mówię, że on w tym... Okej, w sensie spoko.
3092:  SP - Tylko zaznaczam, że właśnie, że wszelkie tego typu zmiany warto robić z uwzględnieniem tego, o, coś takiego.
3100:  SP - I wiesz, to, co mówisz, to jest, że o pojawieniu się jakichś kolejnych przedmiotów, prawda, które mogłyby uczyć o tym.
3105:  SP - Wiesz, bo to, co powiedziałeś, że historia jest jedynym przedmiotem, który w tym momencie o tym powinien opowiadać, a nie robi tego.
3112:  SP - Ja mam wrażenie, że język polski też
3115:  SP - Czasem bywało miejsce na tego typu rzeczy, ale może to akurat u mnie w szkole było po prostu.
3120:  SP - To zależy bardzo.
3121:  SP - Może nie wszędzie tak jest.
3122:  SP - Natomiast jasne, w sensie ponownie ja się tutaj zgadzam, że też mi się wydaje, że można byłoby... Ale tu chyba ma być jakiś nowy przedmiot, historia najnowsza, nie?
3130:  SP - Nie miało być czegoś takiego?
3131:  KMM - Ma być historia najnowsza wprowadzona, tak.
3133:  KMM - Nie wiem jeszcze, jak to będzie realizowane, ale ma być wprowadzone.
3135:  KMM - Ja akurat uważam, że tego brakowało i niewątpliwie jest to jakaś luka, która występuje w systemie.
3141:  SP - Pomysł brzmi bardzo fajnie, chociaż jak to wyjdzie w praktyce, to nie wiem, ale się domyślam.
3145:  SP - Właśnie.
3146:  SP - Ale no dobra, może uda nam się zachować jakiś minimum optymizmu, natomiast też bardzo fajną rzecz zwróciłeś uwagę właśnie na to, że w Polsce, w polskiej kulturze to jest albo właśnie syfi bez nadzieja, albo komedie romantyczne.
3157:  SP - I będzie o tym odcinek właśnie, jak długo dokładnie na ten temat.
3163:  SP - Więc myślę, że tutaj masz całkowitą rację.
3165:  SP - I zostawia to nam taki niezbyt, że tak się wyrażę, pozytywny obraz.
3170:  SP - Ale ja mam nadzieję, że nauczyciele nas oglądają i zachęcam do tego też, żeby zwracać uwagę na te wszystkie rzeczy, o których mówiliśmy i
3184:  SP - Jeśli tylko macie chęci i odwagę, ja wiem, że to jest bardzo trudny zawód, naprawdę, to warto próbować walczyć z tymi wszystkimi rzeczami, które sprawiają, że dzieci ostatecznie wychodzą do świata, kompletnie go nie znając tak naprawdę, ponieważ w dużej mierze system wymaga od nich pewnych rzeczy, które kompletnie się im do niczego już dzisiaj absolutnie nie przydadzą.
3211:  KMM - Warto, bo taki nauczyciel się pamięta po tym latach.
3214:  KMM - Pamięta się takiego bohatera, który walczył z systemem i miał sztamę z uczniami.
3219:  KMM - Nie sztamę na zasadzie takiej, że sztucznie udawał dzieciaka, tylko sztamę w tym sensie, że rozumiał problemy i starał się na nie reagować i w ramach tego, co mógł robić, rozszczelniać jakoś ten system i go dehermetyzować.
3233:  KMM - Dokładnie tak.
3235:  SP - No dobrze, ja też tak myślę, że to jest tak naprawdę dobry moment na zakończenie, także Krzysztofie bardzo Ci dziękuję i przypominam, że link do Twojego kanału jest oczywiście na samym dole.
3244:  SP - Zapraszam też do komentowania, co uważacie na temat tych wszystkich pomysłów, które tutaj i krytyk, które tutaj padły i oddaję jeszcze głos na koniec.
3252:  KMM - Ja dzięki serdeczne za zaproszenie.
3253:  KMM - Bardzo mi było miło porozmawiać, popolemizować.
3257:  KMM - Zawsze mówię, że w ogniu polemiki hartują się poglądy, więc to jest wspaniałe.
3261:  KMM - I myślę sobie, że taka debata, która się rozpoczyna teraz, fajnie byłoby, żeby ona ogarnęła środowiska szkolne.
3268:  KMM - To znaczy, żeby na przykład ktoś kiedyś, tak jak w trzecim odcinku Sex Education, jest problem, uczniowie się organizują, robią debatę, zapraszają do niej nauczycieli, czyli robią odwrotnie, nie czekają aż nauczyciele
3280:  KMM - zrobią debatę, bo nigdy jej nie zrobią, tylko robią sami.
3284:  KMM - I jeżeli jest sensowna szkoła, to powinna zgodzić się na coś takiego.
3287:  KMM - Można się też do niej rodziców zaprosić i zacząć dyskutować, bo to jest klucz do absolutnie wszystkiego.
3292:  KMM - Więc dziękuję za możliwość jeszcze raz.
3295:  SP - Także raz jeszcze wielkie dzięki.
3296:  SP - No i to tyle.
3297:  SP - Do usłyszenia.
3298:  SP - Hej.
3299:  SP - Dzięki wielkie.
3300:  SP - Dzięki za uwagę, a jeżeli jesteście zainteresowani dodatkowym fragmentem, w którym Krzysztof odpowiada na pytanie od patronów o to, czy od upolitycznioną, czy tam odgórnie narzuconą listą lektur większym problemem w zniechęcaniu ludzi do czytelnictwa nie jest ogólnie brak kultury czytania czy obcowania z kulturą w polskich domach, to zapraszam na specjalną grupę wyłącznie dla patronów, gdzie poza dodatkowymi fragmentami rozmów znajdziecie także streamy wyłącznie dla patronów, przedpremierowe informacje o nowych odcinkach, a także możliwość zadawania pytań
3328:  SP - które będą pojawiać się w dyskusjach na kanale.
3331:  SP - Do usłyszenia.
3331:  SP - Hej.
3334:  SP - Jeśli chcesz być informowany o kolejnych odcinkach, to kliknij dzwoneczek powiadomienia, żeby żadnego nie przegapić.
3340:  SP - A jeśli chciałbyś pomóc w tworzeniu takich filmów, to zapraszam do wsparcia nas na Patronite.
3345:  SP - Do usłyszenia.
