Pojedynek wielu światów, czyli co wyszło i nie wyszło w nowym "Doctor Strange"?
🔗 https://www.youtube.com/watch?v=hB7-BTWbsg0
GW (Grzegorz Wątroba, Okiem Deva)
MK (Marcin Kończewski, Koń Movie)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)

0:  BFP - Witamy w wojnie wielu światów.
3072:  GW - Tak, kiedy chwila ma sens, kiedy ten cały chaos na chwilę zmienia się w jakiś porządek.
3078:  GW - I tu jest właśnie to poczucie akceptacji córki przez matkę jest przyrównywane do powstania nowego wszechświata, do wybuchu supernowej.
3087:  GW - I to jest...
3089:  GW - Wydaje mi się, że jest taki cukier w cukrze z tego filmu.
3092:  BFP - Ja chcę tylko powiedzieć, że jak już dorosnę, to chcę być taki jak Grzegorz.
3095:  BFP - Znaczy, he protect, he attack, but most of all zna się na astrofizyce i na nurtach w historii sztuki.
3103:  BFP - Ale muszę naprawdę podbić to, co powiedziałeś.
3106:  BFP - To znaczy...
3107:  BFP - Zauważcie, że w przypadku Wszystko wszędzie naraz, gdybyście położyli ten film jeszcze raz na stole montażowym i wycięli z niego wszystkie elementy supernaturalne, wszystkie elementy, które są kosmiczne, superbohaterskie, to wyjdzie wam wciąż dramat rodzinny, który ma sens, ma początek, ma koniec, ma rozwinięcie i konkluzję, apogeum i de facto moglibyśmy uznać, że jest interpretacja tego dzieła, w której wszystko to działo się w duszach i w głowach bohaterów.
3136:  BFP - To nie działo się tak naprawdę.
3138:  MK - Ja też tak to rozpatrywałem po części, bo ten finał... I to wiele mówi o głębi tego filmu.
3144:  MK - Tak, od skali mikro do skali makro jest tutaj bardzo krótka droga w tym filmie i to jest bardzo dobrze, raz, rozpisane, a dwa,
3153:  MK - zaplanowane w ogóle, bo od tej skali takiej, wiecie, wielkiej hiperboli, bombastycznych rozwiązań i fantazjowania ze wszystkimi światami, jakie one są coraz bardziej dziwaczne, absurdalne i tak dalej, to w tym specjalizuje się właśnie Marvel i mi się wydaje, że to było troszeczkę nawet takie przytyknięcie w nos
3175:  MK - tym wielkim korporacjom, które mają to na celu.
3182:  MK - A my teraz wam pokażemy, że będziemy maluchami, bo to są szaraczki.
3188:  MK - Tam widać, tak jak powiedział Krzysztof na początku, że widać te okrojone budżety, widać scenografię i tak dalej, że to wszystko jest w granicach pewnego rodzaju rozsądku, ale to, jak to jest wykorzystane, jak to jest zagrane, ta pomysłowość, to jest esencja czegoś.
3208:  GW - Mam wrażenie, że w ogóle autorzy w pewnym momencie po prostu się nachlali, ućpali i stwierdzili tak, Daniel, co Daniel, my robimy kung fu komedię, film science fiction czy dramat rodzinny?
3220:  GW - Tak.
3220:  GW - Tak.
3222:  GW - Więc jest koniec po prostu.
3223:  MK - Ale z tego wywiadu, z tego listu, że jaki, powiem wam, że po części to wynika.
3227:  MK - nawet, że oni konfrontowali tym, znaczy spisywali po prostu wydarzenia, które się działy w ciągu tego czasu powstawania tego scenariusza i dodawali poszczególne segmenty.
3240:  MK - Tak jakby bazując na doświadczeniach swoich ludzi, którzy byli zaangażowani w ten projekt, na końcu dopiero zaangażowali aktorów i z nich jeszcze wyciągnęli pewne rzeczy, bo popatrzcie, ile tu jest meta nawiązanych do samych aktorów.
3254:  MK - Michel Yeo, tak jakby to jest ukłon
3257:  MK - temu, co ona zrobiła.
3258:  MK - Mamy Jonathana Kequana, który wraca po Indiana Jonesie w ogóle.
3262:  MK - I to też jest wielki ukłon dla kina Nowej Przygody, bo to jest ten segment, w którym on pokazuje te swoje umiejętności.
3268:  MK - Jak wymówiło się jego nazwisko?
3270:  BFP - Jak short round.
3270:  MK - Jonathan Kequan?
3271:  MK - Jakoś tak to się czyta?
3273:  MK - Chyba tak.
3273:  BFP - O jezu, jakoś źle bardzo wymawiałem jego nazwisko wcześniej, używając brzydkiego słowa polskiego.
3280:  BFP - Kechuan?
3281:  BFP - No nie, Kechuj, czy jakoś tak.
3284:  MK - Aha, ja to chyba czytam tak bardzo intuicyjnie, ale tak mi się wydaje, że ja to kiedyś słyszałem w wywiadach, jak masę programów o Spielbergu oglądałem i o tym, jak powstawał Temple of the Doom.
3298:  S04 - Zmierzając, proszę.
3301:  GW - Jeszcze jedna rzecz właśnie mi przebiła bardzo jak pomysłowo właśnie to mi pierwsze co odpaliło, że później rozwinęliśmy się w rozmowieniu o tych wszystkich wersjach uniwersum, ale właśnie tam była ta scena, kiedy mąż Evelyn chciał się z nią rozwieść i komunikował jej ten pozew.
3323:  GW - a jednocześnie walczyła z tą wersją Jamie Lee Curtis i wtedy to było tak pięknie pokazane, gdzie tak Moji coś mówił, że I'm not trying to pull you under i w tym momencie w trakcie tego dialogu była pokazana ręka z tego innego wymiaru i właśnie została tam przyciągana i to jest tak, że jak bardzo słowo z czynem przenikały się,
3351:  GW - I podejrzewam, że ja ten film przynajmniej jeszcze ze dwa, trzy razy obejrzę, bo tam działo się tyle rzeczy naraz, że umysł nie był w stanie percepcyjnie ogarnąć, ile tam jest takich drobnych detali.
3363:  GW - To jest niesamowite właśnie, że to jest film, który
3366:  GW - Jak generalnie staram się być bardzo analitycznym i spostrzegawczym widzem, to ja wiem, że mi tam ileś rzeczy takich umknęło, takich drobnych właśnie nawiązań pomiędzy słowem, a czynem, pomiędzy jakimś wydarzeniem w tle, a jakimiś nawiązaniami do innych filmów.
3381:  GW - I bankowo po prostu jak to obejrzę jeszcze z raz, to zauważę ze dwa, trzy razy więcej rzeczy, a kolejny raz, żeby sobie to wszystko uzupełnić.
3388:  GW - bo jest niesamowicie pomysłowo zrobione właśnie zwykłymi zabiegami montażowymi to, jak w dwóch różnych światach postać może być w tym samym stanie, tylko że jednym bardziej mentalnie, a drugim fizycznie.
3401:  BFP - To jest... Chciałem na koniec jeszcze oddać głos Krzysztofowi, bo tak skakaliśmy po multiwersach, a właściwie wielu multiwersach i...
3412:  BFP - Przebiło się kilka takich niezwykle przyziemnych wątków i na nim chciałbym zakończyć, oddając głos Krzysztofowi, bo zapadło mi bardzo w pamięć to, co Krzysztof powiedział.
3424:  BFP - Hejt czy rant Krzysztofa na doktora Strange'a jest taki...
3429:  BFP - emocjonalny, ale powiedziałeś, Krzysztof, w przypadku Wszystko wszędzie naraz, że on ci się podoba i nie podoba ten film.
3437:  BFP - I miałem takie wrażenie, popraw mnie, jeżeli się mylę, że ty widzisz, że Doctor Strange został zrobiony po prostu przez korporację, został wykalkulowany, a Wszystko wszędzie naraz może ci się nie podobać w każdym aspekcie stylistycznie, ale przemawia do ciebie jako dzieło, bo jest zrobione przez ludzi, którzy kochają to, co robią.
3458:  KMM - Właśnie dlatego jest to takie smutne, ponieważ Marvel przez jakieś przyzmgnienie, mam naprawdę wrażenie, że to było wtedy, kiedy współpraca z Disneyem jeszcze nie była tak ukonstytuowana, stawiał właśnie na wyrazistość artystyczną danego reżysera.
3473:  KMM - ale równocześnie dbał z żelazną konsekwencją o spójność świata i o to, żeby to było narracyjnie uzasadnione i to naprawdę działało, póki były kamienie nieskończoności rozsypane jako kruszki chleba, potem zebrane w jedno i stworzony został Avengers i to działało dlatego, że był to sekret, była to tajemnica.
3493:  KMM - Teraz multiwersum zostało podane na srebrnej tacy
3496:  KMM - przy pierwszej możliwej okazji i teraz dowiadujemy się, aha, dobra, teraz będą różne wersje multiwersów.
3502:  KMM - To jest dokładnie tak, jakbyśmy w pierwszym Iron Manie dostali, nie wiem, po głowie rękawicą Thanosa i było powiedziane, a, te różne rzeczy, które teraz będziecie mieli przez następne filmy, to będą kamienie nieskończoności, które będą w rękawicy, no, tylko uważajcie, patrzcie uważnie na te kamienie, zobaczymy, kto z was pierwszy,
3518:  KMM - To z was pierwszy znajdzie kamień, ha, ha, ha, ha.
3521:  KMM - Będzie takie zadanie.
3522:  KMM - I teraz my mamy takie zadanie, żeby rozpatrywać sobie, jakie to będą teraz konsekwencje multiwersum, bo zostało to nam podane wcześniej.
3529:  KMM - I skutek tego jest taki, że okazja na przykład do wprowadzenia nowych wątków, nowych postaci jest marnowana.
3535:  KMM - Nie powiedzieliśmy o jednej rzeczy, to znaczy o tym, jak to zostali potraktowani iluminaci.
3538:  KMM - To była komedia po prostu.
3539:  KMM - Znaczy...
3540:  MK - Tak się nie robi.
3541:  KMM - Marcin wspomniał, że to jest strzał w pysk.
3545:  KMM - Nie robi się takich rzeczy.
3547:  KMM - To jest fanservice typowy.
3549:  MK - Bardzo okropnie poprowadzony, bo oni nic nie wnieśli, tylko zostali po prostu zmasakrowani, aby po to, tylko żeby
3557:  MK - No tak, jasne, super, ale oni zostali tylko po to stworzeni, aby jeszcze bardziej irracjonalne motywacje Wandy, tak jakby ukonstytuować, że ona ma tą potężną moc, że potrafi każdego naprawdę najpotężniejszego nawet X-mana na przykład pobić w wielkiej jego sztuce władania umysłami innych, tak?
3579:  MK - Na tej zasadzie...
3581:  MK - Nie przekonujemy to po prostu.
3583:  KMM - Trudno się dziwić, że tak jest, ponieważ wcześniej Kevin Feige miał pomysł.
3586:  KMM - Ten pomysł to były właśnie te okruszki chleba, kamienie nieskończoności, konstrukcja.
3590:  KMM - A Kevin Feige w wywiadach dotyczących czwartej fazy Marvel Cinematic Universe powiedział wprost to.
3595:  KMM - Będziemy mieli więcej różnorodnych rasowo bohaterów i więcej kobiet.
3599:  KMM - To jest jego pomysł na rozwój uniwersum.
3602:  KMM - Więc jeżeli się zaczyna od czegoś takiego, to jest to niestety przepis na porażkę.
3606:  KMM - To znaczy, nie wolno w ten sposób budować postaci.
3609:  KMM - Nie wolno w ten sposób też budować świata, bo to nie ma żadnego sensu.
3611:  BFP - To już zależy od reżysera i scenarzysty, jak zostanie to zbudowane.
3614:  BFP - Natomiast śmieję się, bo powiedziałem, o Krzysztof, powiedz coś o korporacjach, a Krzysztof...
3618:  KMM - Illuminaci!
3619:  BFP - W sumie najwygodniejszy na korporację.
3623:  BFP - Ale wiecie co?
3623:  KMM - Idealny Doctor Strange byłby pomiędzy tymi filmami, tak?
3626:  KMM - Z budżetem Doctora Strange'a, ale z talentem artystycznym, scenariopisarskim przede wszystkim, który był zaprzęgnięty przy wszystko wszędzie naraz, bo mogę się zgodzić absolutnie, że reżyser Sami Raimi jest wyrazisty bardzo, Doctora Strange'a, ma wyrazisty styl.
3642:  MK - Do czego zmierzam?
3643:  MK - Jeszcze kodę taką chciałem wprowadzić.
3646:  BFP - Chciałem zauważyć, że artystce oddano możliwość zrobienia Eternals i wyszło z tego gówno.
3654:  MK - Ja się nie do końca zgodzę, uważam, że w Eternals są elementy, które mi się bardzo podobały, ale jeżeli chodzi o samą historię, to znowu jest to zaprzepaszczona po prostu historia.
3665:  BFP - Ale to nie korporacja zniszczyła dzieło, to artystka poległa z materiałem, który miała, niestety.
3672:  MK - Dlatego się zastanawiam, czy tacy twórcy jak Duet Daniels by sobie poradzili.
3676:  MK - Dokładnie.
3677:  BFP - I uważam, że wybrali... To będzie piękne zakończenie.
3680:  BFP - W alternatywnej rzeczywistości bracia Daniels zrobili film Marvela, zrobili Doktora Strange'a i polegli.
3686:  BFP - Dokładnie.
3687:  BFP - Ale w tej naszej rzeczywistości zrobili to po swojemu i zwyciężyli.
3691:  MK - Mogę tylko jedną rzecz dodać.
3693:  MK - Ja uważam, że sam Raimi otrzymując scenariusz doktora Strange'a doskonale wiedział z jakimś czymś ma do czynienia i po prostu postanowił, no dobra, zrobię to po swojemu.
3706:  BFP - Ja myślę, że to się zmieniło, że on dostał całkiem niezły materiał wcześniej,
3709:  MK - Może, nie wiem, nie chce mi się po prostu nad tym dumać, bo po prostu jestem z tym mocno podirytowany, ale jedyną rzeczą, którą uważam, która jest plusem, to jest to, że właśnie sam Raimi mógł nam troszeczkę pobawić się swoimi znanymi sobie kluckami, tylko że znowu nie jest to żadne nowum, tak?
3725:  MK - To jest coś, co doskonale znaliśmy u niego wcześniej.
3728:  MK - a we wszystko, wszędzie, naraz mamy nową, kompletnie coś, co przełamuje jakiekolwiek systemy narracji.
3735:  MK - A tutaj, okej, super, ja się bardzo cieszę, bo nie było takiego czegoś w MCU, super, niech sobie nowe pokolenie dzieciaków, młodzieży, które kocha to uniwersum, zobaczę, że można zrobić coś z tymi jumpscare'ami, nawet w takim wielkim uniwersum, super, bardzo się cieszę, stempel autorski, cholera, dajcie mi historię.
3753:  BFP - Czekamy na Wasze komentarze, czekamy też na ciekawą dyskusję na Discordzie, bo tam najczęściej rozwijają się wątki filmowe i rzadko się ludzie ze sobą zgadzają.
3764:  BFP - I zapraszamy Was na czwartkowego live'a, który będziemy robili o 18, co popkulturalnie polecamy.
