Wszystko tylko nie pierścienie władzy - Krzysztof Maj w pojedynku na dygresje! | ZMIANA PERSPEKTYWY
🔗 https://www.youtube.com/watch?v=WEY_lkZy7RM
KMM (Krzysztof M. Maj)
DS (Dominika Skoczeń, Czerw Fantastyczny)

0:  DS - Ale dlaczego gry komputerowe sobie radzą, a film sobie nie radzi?
2676:  KMM - Tam można potraktować swój własny macierzysty język jako właśnie tę obcą mowę do zaklęć w świecie, do którego trafiamy.
2686:  KMM - No bo w tym świecie, do którego trafiliśmy, tam jest używany oczywiście jakiś ich natywny język, no ale ten język nie służy do tego, żeby wymawiać w nim zaklęcie.
2694:  KMM - W związku z powyższym służy naszej bohaterce, jej własna ojczysta mowa do tego.
2698:  KMM - To jest piękne, bo to pokazuje właśnie taki związek z...
2702:  KMM - macierzystym lądem jako czymś, czy w ogóle związek z ziemią jako coś, co jest istotne do tego, żeby kanalizować magię.
2709:  DS - To jest taki odwrócony koncept, bo faktycznie zawsze oni mówią w naszym języku, a czarują jakimś innym, nie?
2714:  KMM - Tak, tak, tak.
2715:  KMM - Więc mi się to bardzo podobało.
2717:  KMM - Ten odwrócony koncept moim zdaniem idzie od Leguin, konkretnie od Tehanu, którego nie wiem, dlaczego nikt nie lubi, gdzie...
2724:  KMM - Dobrze, że jest lubiane też w każdym razie, czy z niektórych przynajmniej.
2729:  KMM - I ja lubiłem tam bardzo to, co się pojawiło jako wątek właśnie przeciwstawny do tej magii, nazwijmy to akademickiej, kodeksowej, która jest nauczana.
2739:  KMM - Ten podział między magią kodeksową, a naturalną jest świetnie widoczny u Gartha Nixa w trylogii Starego Królestwa.
2745:  KMM - to jest trylogia, nie, tetralogia, przepraszam, gdzie kodeks to jest coś, co wymyślili mężczyźni po to, żeby okiełznać siły natury i ta magia jest słabsza.
2754:  KMM - Ale jak się pojawia wiedźma, czarownica czy ktoś, kto umie kanalizować magię prosto z natury, tak jak to się dzieje w Tehanu właśnie, to nagle się okazuje, że to jest sześć razy potężniejsze.
2766:  KMM - I to jest ta magia dzika właśnie, ta powiedzmy niemęska.
2770:  KMM - Teraz mógłbym zrobić bardzo długą dyktację filozoficzną, ale tego nie zrobię.
2773:  KMM - W każdym razie zmierzam do tego, że jest to fenomenalne rozwiązanie, jeżeli mamy jakiś pomysł na to, jak podzielić magię na różne...
2782:  KMM - No to trochę u Pratchetta też tak było, że miałeś niewidoczne... Magowie z niewidocznego uniwersytetu.
2789:  DS - Ale mi się bardzo podobało, że tam do ostatniego, jakby nigdy nie byłeś do końca pewien, ile z tej magii babci Niani Oki i babci Weatherwax, ile to jest magia, a ile to są po prostu sztuczki psychologiczne, bo to trzeba tak pokazane, jakby część rzeczy robiły tak, a część rzeczy robiły tak.
2806:  KMM - Ale babcia Weverwax na pewno wiemy, że była potężną zmienną kształtną, no bo pamiętamy tę karteczkę, którą zostawiała, nie jestem martwa, bo ona sobie podróżowała po różnych... Nie, zdecydowanie posiadały czary, ale część rzeczy była tak na granicy.
2823:  DS - Ale to też pasowało właśnie do takiej kobiecej magii, nie?
2827:  KMM - A co myślisz o Pratchecie w tym kontekście właśnie, że to jest z jednej strony fantazy humorystyczna, która nie traktuje się serio, ale z drugiej strony jest ten świat, który jest... Pratchett nie jest śmieszny, Pratchett jest smutny.
2842:  DS - Bo w Pratchecie jest zamknięta cała prawda o świecie.
2847:  DS - Przecież masz ten ikoniczny fragment na przykład o tym kapitanie straży, który chodzi w zużytych butach, bo nie stać go na nowe.
2855:  KMM - Oj, to jest piękny fragment, absolutnie.
2856:  DS - I dla mnie to...
2858:  DS - Co chwilę się pojawiają jakieś takie kawałki i o ludziach, o tym jak ludzie myślą, jak działa świat, jakie absurdy czasem są, albo to na przykład ukazanie tego jak działają usługi ubezpieczeniowe, jak przychodzi ten gościu z tego drugiego kontynentu, ja przepraszam, ja nigdy nie pamiętam tych właściwych nazw.
2874:  DS - I przyjeżdża do Angmorpork bodajże i próbuje to wszystko ludziom sprzedać i opisuje innymi słowami jak działają koncepty z naszego świata i to wtedy brzmi przecież absurdalnie.
2886:  DS - I pokazuje jak bardzo nasz świat jest konstruktem społecznym.
2890:  KMM - Z tej perspektywy trudno mi się nie zgodzić, absolutnie.
2893:  KMM - Co nie zmienia faktu, że można to traktować jako satyrę społeczną, bo satyra wcale nie musi być śmieszna, ale Pratchettowi się udaje być śmiesznym przy okazji, ponieważ Pratchett umie pisać, w odróżnieniu od niektórych i dlatego się to tak dobrze czyta, ale wciąż uważam, że nawet jeżeli weźmiemy pod uwagę wszystkie absurdy świata, to wciąż jest on opisywany realistycznie, to znaczy Ankh-Morpork nie jest dziwną hybrydą, która nie działa,
2915:  KMM - w sensie światotwórczym, tym jak wygląda architektura, prawda?
2918:  DS - Nie, to jest jak najbardziej spójne wszystko.
2919:  KMM - Tu jest urban fantasy też w gruncie rzeczy.
2923:  KMM - Śmieszą tam ludzie sytuację, a nie świat.
2925:  KMM - Świat nie jest śmieszny jako taki.
2927:  KMM - Gdyby natomiast zrobić na przykład, nie wiem, polsko-fantazy i zatrudnić do tego fantastycznych polskich aktorów, którzy absolutnie wszystko mówią na jednej nucie nosowej.
2938:  KMM - O, wezmę teraz ten kubek i napiję się
2943:  KMM - z tego kubka.
2945:  KMM - Nie, nie jestem w stanie tego słuchać.
2947:  KMM - Uważam, że gdyby polscy aktorzy mówili w suachini albo po chińsku, to dalej bym rozpoznawał, że to jest polska szkoła.
2952:  DS - Ale ja nie rozumiem, dlaczego tak jest, bo jest parę dobrych polskich filmów, zwłaszcza słabszych.
2956:  DS - Ja nie wiem, może jestem w mniej... Słabszym.
2958:  S02 - To jest piękne, że tak, że dobre polskie filmy to są te, które są słabsze.
2965:  DS - które są słabiej popularne wśród polskiej młodzieży.
2968:  DS - O proszę, nadaliśmy temu zdaniu teraz sens.
2971:  DS - No to jest czerw fantastyczny, no ja już nic na to nie poradzę.
2974:  KMM - Musimy zdefiniować, czym jest młodzież i zaczynamy wbrnąć w bardzo niebezpieczne rewiry.
2978:  DS - Wróćmy...
2980:  DS - Do poprzedniego zdania.
2981:  DS - Zwłaszcza filmy, które są starsze.
2983:  DS - Na przykład ja mogę być w mniejszości, ale ja na przykład uwielbiam Potop, zwłaszcza jak zrobili tą nowszą, skróconą wersję.
2990:  DS - Ona teraz ma chyba ze dwie godziny i moim zdaniem aktorstwo, pomijając może Oleńkę i jej zdanie na końcu Jędruś, ja coś tam, coś tam, to na przykład Kmicic rewelacyjnie gra w tym filmie.
3001:  DS - Znaczy...
3002:  KMM - Olbrychski oczywiście.
3004:  KMM - Nie widziałeś nigdy?
3004:  DS - No to się umówimy, kiedyś obejrzymy sobie razem.
3006:  KMM - Nie czytałem też trylogii niegdyś Sienkiewicza.
3008:  KMM - Ja postanowiłem, że skończę wydział polonistyki, nie przeczytawszy Dziadów, Pana Tadeusza i trylogii Sienkiewicza.
3015:  DS - Aktorstwo na przykład w Polskim Wiedźminie też było dobre moim zdaniem.
3018:  DS - Aktorstwo było dobre.
3020:  KMM - Tak, ale smog nie był.
3021:  DS - No smog nie był, ale nie możesz mieć wszystkiego.
3023:  DS - To nie byłby wtedy polski film, wtedy oni by skończyli go robić, skończyliby montować, nagle pyk, język by się zmienił na angielski.
3029:  KMM - Chociaż Pucułowaty Zemachowski jako Jaskier nigdy mi nie pasował.
3032:  KMM - Ale ładnie śpiewa.
3033:  KMM - To prawda, ale zdecydowanie wolę Jaska gorowego, wiedźmińskiego, natomiast Jaskier z sześciopakiem w wersji Netflixowej, nie ma bardów z sześciopakami, nawet w danym filmie.
3043:  DS - Sześciopak był tyćko przesadzony, ale Jaskier jako postać był najfajniejszy.
3048:  KMM - Jeszcze Jaskier, przypominam, jest odwodniony do tego wszystkiego, co nie ma żadnego sensu, no bo nie jest Henrym Cavillem, który pakuje sobie po to, żeby lepiej śpiewać to second to a witcher, tylko chodzi sobie jakimiś randomowymi ścieżkami, nie pije nic, nie jest wygłodniały, ale ma odwodniony idealnie sześciopak na sterydach.
3066:  DS - Ale ty pamiętasz, że, znaczy w grze przynajmniej, nie pamiętam, jak było w książce, ale na pewno wy, moi drodzy, pamiętacie,
3072:  DS - że on przecież wyrywał jakieś tony kobiet.
3076:  DS - To może dlatego mu zrobili sześciopak.
3078:  KMM - On wyrywał kobiety dlatego, że pięknie śpiewał i miał niesamowitą osobowość.
3082:  DS - Myśleliśmy się, że nie podchodził do nich i mówił hej maleńka, chcesz zobaczyć mój sześciopak?
3088:  KMM - Mam nadzieję, że tak nie było.
3089:  KMM - Ale podejrzewam, że Gerard mi coś takiego powiedział.
3092:  KMM - Do płotki.
3095:  DS - Ale też szokował mnie ten sześciopak trochę.
3097:  DS - Ale wszystko było dobrze.
3098:  DS - Ta postać była spoko, spoko, spoko, spoko, a nagle sześciopak?
3101:  KMM - Bo to była jedna z nielicznych dobrych rzeczy w tym serialu.
3104:  KMM - No poza Helenem Cavillem.
3105:  KMM - Helen Cavill robi Larka.
3106:  DS - Oni jako duet w ogóle bardzo fajnie działali, nie?
3109:  KMM - W ogóle uważam, to jest też wątek, który warto poruszyć, że fantasy działa tak długo w formie ekranizacji, jak długo ludzie faktycznie robią larpa, czyli love action or playing game, tak?
3119:  KMM - To znaczy wychodzą w teren i grają RPGa i wcielają się w te role faktycznie i wierzą w to, a nie są na planie i zgrimsty nie udają.
3125:  DS - Teoretycznie na tym powinno polegać aktorstwo.
3128:  KMM - No jest taka słynna, o Boże, teraz chcę opowiedzieć anegdotę, nie znając nazwik, nie wiedząc o co chodziło.
3133:  KMM - No to witaj w moim świecie.
3135:  KMM - Nie, to był maratończyk.
3137:  DS - Pamiętacie, to Krzysztof, który nic nie pamięta.
3139:  KMM - I tam była scena bodajże z Dustinem Hoffmanem i kimś jeszcze i ten ktoś jeszcze, nie pamiętam nazwiska tego aktora.
3146:  KMM - Ktoś jakiś ten.
3146:  KMM - Właśnie powiedział, że do słynnej sceny wyrywania zębów on trzy dni i trzy noce nie spał, nie jadł i tak dalej, żeby się przygotować do tego, żeby wyglądać właśnie na takiego mizerowatego, wykończonego.
3157:  KMM - I na to Dustin Hoffman powiedział, ale wiesz, że aktorstwo polega na tym, że właśnie jesteś najedzony i grasz tego wymizerowanego, tak?
3167:  KMM - Na tym polega aktorstwo.
3168:  DS - To jest ta ciekawa dyskusja, która się toczy o tym aktorstwie metodycznym i tym drugim, które nie wiem, czy ma nazwę, tradycyjnym.
3175:  S04 - Nie wiem, nie znam nawet tej pierwszej.
3176:  DS - Masz mi z wrażenia, torba ze statywu spadła.
3178:  DS - Nie znasz aktorstwa metodycznego?
3180:  DS - No to chodzi o to, że właśnie aktor stara się robić te rzeczy, które robi jego postać i jak najbardziej się wcielić w rolę.
3188:  DS - Na przykład, nie wiem, jeśli załóżmy będzie grał narciarza, to strasznie dużo jeździ na nartach, ale też nie tylko w tym prostym ujęciu samych czynności, tylko na przykład strasznie był przy Morbiusie, była aferka o to, że Jared Leto, który grał Morbiusa, no i chciał się tak bardzo wejść w swoją postać, która jest niepełnosprawna i chodzi o kulach, że tam
3210:  DS - chodził wcześniej miesiąc o kulach i na planie i w ogóle i do toalety nawet chodził z tymi kulami.
3215:  KMM - Nie pomogło to Morbiusowi.
3217:  DS - To jest długa dyskusja na temat Morbiusa.
3219:  DS - Uważam, że ma znacznie zaniżone oceny.
3221:  KMM - Ja też tak uważam, tak.
3222:  KMM - Zdecydowanie, jeżeli porównamy to na przykład z innymi arcydziełami kultury, jak na przykład Wings of Power albo Bieguni, to tak, zdecydowanie ta ocena jest zaniżona.
3229:  KMM - Ja Morbiusa potraktowałem tak jak każdy film superbohaterski.
3232:  KMM - To jest film o ludziach, którzy ganiają w trykotach w świecie, który jest z papieru, więc nie ma to żadnego znaczenia.
3237:  KMM - Dla mnie...
3239:  DS - Dla mnie był fajniejszy niż niektóre filmy, na przykład Multiverse of Madness.
3246:  DS - Bardzo słabo się nad tym bawiłam, a przy Morbidzie się w sumie obejrzałam, był ciekawy.
3250:  KMM - Doktor Strange mnie oburzył, że nawet w dzisiejszej kulturze magowie są tak znienawidzeni, że nawet w momencie, w którym Doktor Strange czarował, to wyczarowywał sobie miecz.
3261:  KMM - Przepraszam najmocniej.
3262:  DS - No i Yennefer, która się tymi też biła na chyba sztylety.
3265:  KMM - Tak, sztylety, oczywiście.
3266:  KMM - No bo ona nie jest w stanie zrobić kuli ognia, którą się poznaje w pierwszym roku Akademii Pomniejszych Czarów.
3273:  KMM - Ona nie jest w stanie w ten sposób się bronić.
3275:  KMM - To jest denerwujące, że powinno to być intuicyjne dla Maga, że używa zaklęcia.
3280:  KMM - Tak samo jak dla mnie jest intuicyjne na przykład to, że popadam w dygresję, bo to...
3285:  KMM - Zawodowo robię.
3285:  KMM - Bo to ćwiczysz na wykładach.
3287:  KMM - Więc to jest dla mnie intuicja.
3288:  KMM - Ja to robię nawet nie patrząc, kiedy to robię.
3291:  KMM - Więc tak samo Yennefer powinna czarować w momencie, w którym... Ale ona generalnie nie jest czarująca.
3295:  DS - Ale jest to dość ciekawe, no bo Yennefer lata ze sztyletem i później ma latać z mieczami.
3300:  DS - Galadriela lata z mieczem.
3303:  DS - Doktor Strange lata z mieczem.
3305:  DS - Nie wiem dlaczego.
3307:  DS - Smutne to.
3307:  S04 - Nie.
3310:  DS - Przynajmniej w Carnival Row ta elfka robi to, co powinna robić jako elfka.
3313:  KMM - Tak, ale generalnie jeżeli miałbym wymienić jednego maga w kulturze, który podobał mi się faktycznie na ekranie, to miałbym bardzo duży problem.
3322:  DS - Doktor Strange był super w tym... Na początku.
3324:  DS - Tak, tak.
3325:  KMM - Na początku było to rewelacyjne, ale czy też dlatego, bo kiedyś robiłaś ten materiał o podróży bohatera.
3329:  KMM - To było tam zrobione dokładnie tak, jak powinno być zrobione według Campbella.
3332:  KMM - Zresztą generalnie ten model się sprawdza.
3335:  DS - Dumbledore w filmie jest całkiem fajny.
3337:  DS - Jak tam w piątej części wyczerwuje te wielkie jakieś ognisy.
3341:  KMM - Absolutnie, to jest przepiękne.
3343:  KMM - Nie znam nazwy tego zaklęcia, nigdy nie zostało podane w lore, ale druga scena, która zachwyciła mnie w podobny sposób, była w drugich fantastycznych zwierzętach, nie wiem dlaczego są przez ludzi potwornie znienawidzone,
3354:  KMM - Przecież tam jest scena z protego diabolika, którego używa Gellert Grindelwald.
3359:  KMM - Ona jest rewelacyjna i później, żeby ją powstrzymać trzeba kilku magów.
3363:  DS - A wiem, ale to w tym amfiteatrze tam było?
3366:  KMM - Tak, to było w amfiteatrze na cmentarzu w Paryżu i to było przepięknie zrealizowane.
3370:  KMM - To jest jedyna scena, dla której ważne zobaczyć ten film.
3373:  KMM - Ale przede wszystkim, to jest Johnny Depp.
3376:  KMM - On właśnie roleplayuje.
3377:  KMM - Ja czuję, że on się wcielił w rolę Gellerta Grindelwalda, natomiast później wchodzi Mads Mikkelsen i gra smutnego księgowego.
3386:  DS - To chyba była decyzja bardziej po prostu reżyserska, ale dla mnie trochę za bardzo zrobili szalonego tego Grindelwalda w pierwszych częściach.
3395:  DS - Potem poszli w drugą skrajność i to też było złe.
3397:  DS - Powinno być po prostu coś, co było na środku.
3400:  DS - Bo on już ten Grindelwald grany przez Deppa był takim po prostu szaleńcem.
3405:  DS - A ja sobie go zawsze wyobrażam jako takiego geniusza.
3408:  KMM - Tak, ale być może należało zostać przy, to był Colin Farrick, tak?
3411:  KMM - No chyba Colin Farrick go grał na początku.
3413:  KMM - Trzeba było przy nim zostać.
3415:  KMM - To znaczy w tej dokładnie kreacji, w której on został przedstawiony jako szef makuzy, powinien był zostać przez całość, ale stwierdzono, że właśnie to jest ten problem, który się pojawia, że będzie...
3426:  KMM - verdict expectations.
3427:  KMM - Och, nie spodziewacie się tego, więc to zrobimy.
3430:  KMM - I później spodziewamy się tego, że coś będzie, na przykład wszyscy wiedzieli, że Halbrand będzie Sauronem, wyjąwszy The Hollywood Reporter, który dzisiaj opublikował artykuł o tym, że nawet aktor grający Halbranda nie wiedział, że jest Sauronem.
3443:  DS - A może po prostu potrafił w aktorstwa, więc grał najpierw kogoś, kto nie jest Sauronem, a potem kogoś, kto jest Sauronem.
3449:  KMM - Ja im napisałem w komentarzu na fejsie, że to jest...
3452:  KMM - Hollywood Reporter ma fejsa z jakiegoś względu.
3454:  KMM - W każdym razie napisałem im, że najwyraźniej to jest duże osiągnięcie, ponieważ prawdopodobnie jest jedyną osobą na planecie, która nie zorientowała się.
3462:  KMM - No, w każdym razie to było słabe.
3465:  KMM - Wszyscy wiedzieli doskonale od samego początku, kim on jest.
3467:  DS - Mnie bardzo rozbawił ostatni odcinek Pierścieni Władzy, ponieważ miałam wrażenie, że oni tam się starali odhaczyć wszystkie checkboxy tego, kto może być Sauronem.
3476:  DS - Tak.
3477:  DS - No bo najpierw, no nie wiem, spoilujemy, nie?
3479:  DS - Bo już tyle spoilerów było.
3482:  KMM - Naprawdę, jeżeli ktoś nie widział Pierścieni Władzy... To nie warto, nie oglądajcie.
3486:  KMM - Naprawdę, no szkoda czasu.
3487:  KMM - Można na przykład pójść do zoo i oglądać surykatki.
3490:  KMM - Można również wystrugać posążek z drewna.
3493:  KMM - Pogłaskać jamniki.
3494:  KMM - Tak, pogłaskać jamniki albo zacząć podróżować wokół świata na monocyklu, krzycząc tu dwa ucha, tam dwa ucha, tu dupa, która słucha.
3501:  DS - Można poćwiczyć szermierkę.
3502:  KMM - O, to będą wszystko bardzo produktywne czynności.
3505:  KMM - Tak.
3506:  KMM - Zwłaszcza ta jazda na monocyklu.
3508:  DS - Widziałam ostatnio człowieka na monocyklu, co wygląda... Tak?
3511:  DS - Ktoś w Krakowie jeździ na monocyklu i jeśli to jesteś ty, to napisz w komentarzu.
3516:  KMM - Tak, tak.
3517:  DS - Bo ja już dwa razy widziałam kogoś, kto sobie po prostu ma ten monocykl z takim siodełkiem, wsiada i jedzie.
3522:  KMM - Teraz subverting expectations.
3523:  KMM - Tak naprawdę to jestem ja, tylko przebrany za kogoś.
3526:  KMM - To jest Sauron.
3527:  KMM - Nic się nie spodziewał.
3528:  KMM - Tak naprawdę jest to Sauron.
3529:  KMM - Tak?
3530:  DS - No ale w każdym razie, w tym ostatnim odcinku, najpierw nam pokazują, że Hodor sprzeztworzy, jak ty to mówisz, a ja go ostatnio chrzciłam panoremiksem, więc, że to on jest Sauronem, nie?
3540:  DS - No oczywiście wszyscy od razu jesteśmy pewni, że to nie on jest Sauronem, no ale nieważne.
3544:  DS - Potem Halbrond jest Sauronem, ale potem jeszcze jest taka scena, jak Galadriela z takim chciwym wzrokiem patrzy na te pierścienia, ponieważ tu ludzie już ileś razy się podszywali pod innych ludzi, zmieniali wygląd i w ogóle, to jeszcze się można było zastanowić, czy to Galadriela nie jest w
3559:  KMM - Pierścień nawet mógłby być Sauronem.
3561:  KMM - Wszystko jedno.
3561:  KMM - Zresztą te pierścień wyglądają jak chińskie podróbki ze Stadionu Tysiąclecia.
3565:  DS - Ja nie wiem dlaczego, zwłaszcza ten biały pierścień, ten srebrny, ma taki gigantyczny kamień.
3570:  KMM - No ale dlatego, że te pierścienie mają być duże, z dużymi kamieniami, bo to jest duży budżet.
3578:  DS - Dlatego jest.
3580:  KMM - Absolutnie.
3581:  DS - Zostało im trochę za dużo pieniędzy, więc musieli kupić większy sztuczny kamień.
3585:  KMM - Tak, tak.
3585:  KMM - Ja bym powiedziała, niania, okto, faluszywa teoria.
3587:  KMM - Tak.
3592:  KMM - Sprawdźcie, w którym komentomie, albo ja nie pamiętam oczywiście.
3594:  DS - Wierzę ci, to brzmi jak coś, co mogłaby powiedzieć Daniela.
3597:  KMM - Ale to jest talent też PW-ca, czyli Piotra Wacholewy, który tłumaczy wszystkie Pratchetty i robił to genialnie, do tego stopnia, że w którymś momencie pojawiła się inna tłumaczka, no ona dobre przykłady robiła, nie pamiętam, których powieści, one były chyba o wolnych ciut ludziach, z tego co pamiętam.
3614:  KMM - Tak, tak, tak, a chwila dokuczliwa.
3616:  KMM - Później przemianowana na Tiffany Obolałą.
3618:  KMM - I Tiffany Obolała już była PW-ca.
3621:  KMM - No i niestety, PW zwycięża, jeżeli chodzi o te jego przykłady.
3624:  KMM - Do tego stopnia, że jak porównywałem wersję oryginalną Pratchetta z Polską, to Polska ma lepsze dowcipy czasami.
3629:  KMM - Ale fun fact, wiesz skąd pochodzi 100 lat?
3633:  KMM - Ha!
3633:  KMM - To jest moja ulubiona anegdota.
3635:  KMM - Sto lat pochodzi z tego, że kiedyś Pratchett i Piotr Wucholewa byli w Polsce, bo w Krakowie, żeby było śmieszniej, żarli pierogi.
3644:  KMM - Z tego wziął się Überwald, ponieważ Pratchett stwierdził, że można sobie wyobrazić, że w Polsce są takie kopalnie tłuszczu i wydobywa się ten tłuszcz, żeby te pierogi były takie tłuste, więc mamy Überwald i kopalnie tłuszczu.
3654:  KMM - Ale w którymś momencie ktoś, nie pamiętam kto to był, ale to powiadam mu znajomy,
3658:  KMM - znaczy Pratchett potężnie kichnął i ktoś się przemówił i powiedział 100 lat i powiedział, sorry, bless you.
3664:  KMM - I na to Pratchett mówi, stop, co to było?
3666:  KMM - Co to było?
3667:  KMM - Jak to chce, nie?
3668:  KMM - I mamy równinę 100 lat, która jest rzeczywiście tak w oryginale.
3671:  KMM - Ja uwielbiam Pratchetta.
3671:  KMM - Piękna.
3672:  KMM - Bardzo go brakuje wśród nas.
3674:  DS - No, w tym roku w ogóle...
3676:  KMM - Mam wrażenie, że Pratchett jakby się wypowiedział na temat tych wątków dotyczących rasizmu w światotwórstwie fantastycznym albo tego, że stygmatyzuje się fanów, którzy po prostu coś krytykują, nazywa się ich faszystami albo rasistami, Pratchett by bardzo ostro zareagował, bo on pokazywał w swojej całej twórczości praktycznie od samego początku progresywne idee i bronił ich w stu procentach, ale równocześnie nie pozwalał sobie na spójnościowe bzdury, na które sobie dzisiaj ludzie pozwalają bez żadnego problemu.
3705:  DS - U niego przecież jest bardzo multikulturowy Ankh-Morpork, nie?
3710:  DS - Tam są te wszystkie rasy możliwe wymieszane, ale świat jest jak najbardziej spójny.
3715:  KMM - I front wyzwolenia golemów, nie zapominajmy, o tym jest nawet.
3718:  KMM - Tam jest absolutnie wszystko.
3721:  KMM - Stygmatyzuje każdą ksenofobię i inne fobie, ale nie zmienia to faktu właśnie, że ten świat, nie mam problemu, żeby się w niego zatopić, wiesz?
3730:  DS - Zresztą mówiliśmy chyba i ty i ja, że na przykład my nie mamy problemu z postaciami czarnoskórymi, jeśli one, tak jak rozmawialiśmy o Rodzie Smoka, tam są postacie czarnoskóre i jak najbardziej pasują do tego serialu, mają swoją rolę i wręcz pomagają stworzyć lepszą historię.
3748:  KMM - Tak, mają rolę w serialu, oczywiście w książce nie do końca ma to sens, ponieważ to jest wtedy chodzący spoiler, bo tam chodzi o to, że jednak zawiłości dynastyczne są ważne, więc myślę, że każdy, kto zna minimalnie genetykę wie, że jeżeli spotka się partner czarnoskóry i białoskóry, to dzieci będą rozpoznawalnego odcienia karnacji i można wtedy domniemywać, aha, to ja rozumiem już w takim razie, kto tutaj został zbastardyzowany, a kto nie, więc cały sekret narracyjny idzie wtedy w gwizdek.
3777:  KMM - Ale w serialu ma to sens w ten sposób, że jesteśmy w stanie odróżniać właśnie postacie postaci.
3782:  KMM - Co więcej, jest to zrobione konsekwentnie.
3785:  KMM - To znaczy nie ma tak, że wśród wylarionów jedna osoba jest czerwonoskóra, jedna jest czerwonoskóra, jedna jest żółtoskóra.
3790:  KMM - Mamy całe spektrum Netflixowe wszystkich możliwych odmian, które nie ma sensu w odniesieniu do tego świata.
3797:  KMM - akceptujemy, drogi widzu, że wszyscy w Larianowie są czarnoskórzy.
3800:  DS - Ale bardzo to pomaga, bo jednak, tak jak mówiliśmy, mimo że znamy te rody, bo oglądaliśmy Grę o Tron, no to i tak jest się łatwo pogubić w tych postaciach, które są w Rodzie Smoka, a tutaj łatwo możesz zidentyfikować.
3812:  DS - Teraz ja.
3813:  DS - Łatwo możesz zidentyfikować, że ci są z tego rodu, ci są z tego rodu.
3817:  DS - No i tak jak mówisz, też widać skutki tego, no bo jednak jeśli księżniczka Renyra ma dzieci, które mają jasną cerę i ciemne włosy, to cały ten problem jest jak najbardziej sensowny, że wszyscy mówią, że to chyba jednak nie są jej dzieci.
3833:  KMM - Zresztą u Tolkiena też nigdy nie pamiętam, że to jest wrun, bo Harad z kolei jest oparty na kulturach semickich, więc to nie jest prawda, że Tolkien jest światem w łączy ludzi białych.
3845:  KMM - Po prostu ludzie, którzy to mówią, nie znają w stu procentach legendarium Tolkiena.
3850:  KMM - To, że oczywiście Tolkien opisywał w Ładce Pierścieni z perspektywy ludzi akurat z tego kręgu kulturowego,
3857:  KMM - powinno być asumptem dla każdego, kto chce opowiedzieć inną historię, żeby osadził to w innym regionie świata albo siedem wieków później, znaczy nie siedem wieków, a siedem tysiącleci później, kiedy mamy już, nie wiem, hipotetycznie rewolucję industrialną i przemysłową w świecie Tolkienu, byłoby interesujące.
3873:  DS - A ja ci powiem, że widzę jeszcze jedno rozwiązanie, które byłoby dobre.
3876:  DS - No bo na przykład jak oglądasz sobie Romeo i Julia, załóżmy, że byś chciał, no i masz klasyczną historię Romeo i Julia, a masz Romeo i Julię, które się dzieje na przykład wśród gangów, nie?
3887:  DS - Więc ja na przykład tak samo mogłabym zobaczyć najpierw trylogię Jacksona, a potem na przykład wersję, gdzie historia z Władcy Pierścieni dzieje się wśród wyłącznie czarnoskórych osób.
3899:  DS - To byłoby ciekawe, byłoby bardzo fajne rzeczy do obejrzenia, a też byłoby spójne, bo byliby wszyscy czarnoskórzy, a zakładamy, że tam oni aż tak nie podróżowali i właśnie się te rasy aż tak nie mieszały.
3911:  KMM - Mam wrażenie, że problem jest z tą losowością.
3913:  DS - Nigdy nie, na przykład tego pomysłu nie chcę zrealizować.
3917:  KMM - No też można byłoby zadać sobie jeszcze inne pytanie, które jest już bardziej kontrowersyjne, to znaczy dlaczego akurat w Hollywoodzie jest tak, że dywersyfikacja rasowa i diversity, różnorodność jest dobra wtedy, kiedy pojawiają się ludzie czarnego koloru skóry, ale już nie dotyczy to Polaków, Chińczyków albo Japończyków, prawda?
3934:  KMM - Więc to jest obłuda pewna, którą trzeba też czytać na różnych poziomach i zdawać sobie sprawę z tego, że w momencie, w którym ktoś będzie w czambu bronił, znaczy w czambu potępiał fanów, a równocześnie
3946:  KMM - psychopatycznie wręcz bronił produktu Bezosa, że jednak broni i produktu korporacji, która jest cyniczna, która robi to w sposób wyrachowany, po studiowaniu rynku, po zorientowaniu się, co im się bardziej opłaca, czy w tym roku się bardziej nie opłaca promować Chiny, czy też potępiać Chiny.
3960:  KMM - I potem zauważ, że nie mamy dyskusji w ogóle rasowej w odniesieniu do innych seriali, ale tutaj ją mieliśmy tylko dlatego, że Amazon ją rozpoczął.
3969:  DS - To prawda.
3970:  KMM - I mnie to przeraziło.
3972:  DS - W Bridgertonach to było fajnie rozwiązane.
3973:  DS - Oglądałeś?
3975:  KMM - Początek tylko, ale za mą jest tam magii, żebym się wciągnął.
3979:  DS - Jak to?
3980:  DS - Cały ten serial jest taki fantastyczny przecież.
3983:  DS - No, świat alternatywny.
3985:  KMM - No tak, ale chodzi o... No nie, no magii nie było, wiem.
3988:  KMM - Trochę się droczę tylko.
3989:  KMM - Ja mam ten problem, że ja muszę mieć jednak taką twardą, światotwórczą fantazję.
3993:  DS - Ale byłem ciekawa, co to za serial, więc obejrzałam pierwszy sezon, a potem obejrzałam drugi, zrobiłam z niego recenzję.
4001:  DS - Ale tam było ciekawe rozwiązanie światotwórcze, ponieważ tam były osoby o białym kolorze skóry i osoby czarna skóra, prawda?
4011:  DS - I one były wymieszane.
4013:  DS - Ale było to uzasadnione.
