PRZEtłumacze #117 - Twórca światów: Krzysztof M. Maj o narracji i języku
🔗 https://www.youtube.com/watch?v=GHjPYClqMBk
KW (Kacper Wawrzak, Diuna Language Services)
KMM (Krzysztof M. Maj)

2:  KW - Podcast napędza Biuro Tłumaczeń DUNA.
2966:  KMM - Ale zróbmy też coś więcej, coś co zaangażuje młodszych odbiorców, coś co będzie bardziej atrakcyjne wizualnie i coś co nie trzeba daleko szukać robi od dawna i Metropolitan Opera i teatry broadwayowskie.
2978:  KMM - Wystarczy po prostu zainspirować się tym jak świat się zmienia i zacząć świat otworzyć na wszystkich możliwych poziomach naszej rzeczywistości.
2984:  KMM - Tak zawsze wracam do tego światotwórstwa.
2987:  KW - Czy znajdziemy tam walor edukacyjny w tych światach?
2991:  KW - Tak, oczywiście.
2993:  KW - Może spróbuj też to w kontrze ustawić do takiego klasycznego spędzenia wieczoru z książką na podobny temat.
3001:  KMM - Mamy takie wrażenie, że literatura rozbudza wyobraźnię, chociaż nie ma żadnych badań pokazujących to, bo tego się nie da zbadać.
3009:  KMM - Rozbudzanie wyobraźni nie jest mierzalnym parametrem naszego mózgu.
3013:  KMM - My nic nie wiemy o naszym mózgu i o tym, jak on funkcjonuje, praktycznie wobec tego, co powinniśmy wiedzieć.
3019:  KMM - Przekrojenie go nic nam nie mówi o funkcjach, które się tam dokonują.
3022:  KMM - To jest wciąż wielka tajemnica.
3024:  KMM - A zatem trzeba się raczej zastanowić nad tym, co sprawia,
3028:  KMM - że ktoś jest w stanie być przykuty przez pięć godzin przed ekranem gry wideo na przykład.
3033:  KMM - I od razu spieszę do niej, że to nie obraz atrakcyjnie wyświetlający się na OLED-zie.
3038:  KMM - Nie.
3039:  KMM - Uzależnienie.
3040:  KMM - Tak, albo to właśnie, to jest też problem.
3043:  KMM - Tylko inne parametry.
3044:  KMM - Nie mówimy o w ogóle kategorii uzależnienia od książek, mimo że teoretycznie powinno istnieć, a po drugie strasznie jest nadużywane to słowo i mnie to mocno denerwuje, ponieważ uzależnienie wiąże się z zespołem odstawienniczym,
3057:  KMM - Jest badane przez lekarzy i wiąże się z reakcjami psychosomatycznymi, które są bardzo poważne.
3063:  KMM - Jeżeli porównujemy sytuację, że ktoś gra godzinę dłużej niż miał w grę wideo z sytuacją, gdy ktoś wpada z powrotem w uzależnienie po tym, jak przestał brać, to jest obrzydliwe w odniesieniu do osób, które się z tym zmagają.
3078:  KMM - I mam wielkie pretensje do WHO, że wpisało granie w gry wideo na listę uzależnień, ponieważ zrobiło to bez konsultacji z groznawcami.
3085:  KMM - Zrobiło to natomiast w konsultacji z psychologami, którzy pracowali na bardzo wątłej reprezentacji gier wideo.
3090:  KMM - No ale co ja mogę z tym zrobić?
3092:  KMM - Mogę tylko, jak ten klasyczny, memiczny starzec, wygrażać pięścią i krzyczeć.
3096:  KMM - To jest wszystko, co mi pozostało.
3098:  KMM - To jest właśnie przykład takiej reakcji bardzo politycznej, obliczonej na szybki poklask wśród ludzi, którzy widzą, że problem jest jakiś, nie rozumieją go, nie starają się zrozumieć, co może właśnie sprawiać, że ktoś jest przykuty do dzieła sztuki nagle, na tyle godzin.
3113:  KMM - I wybierają najprostsze rozwiązanie.
3115:  KMM - Oczywiście też alternatywa jest taka, bo nie oszukujmy się, nie wszyscy grają w gry narrative driven.
3120:  KMM - Jeżeli ktoś cały czas pyka w Fortnite'a i nic mu z tego nie przychodzi wartościowego, no to jedyne, co można zrobić w takiej sytuacji jako mądry rodzic, to podsunąć inną wartościową grę.
3129:  KMM - To jest przypadkowo coś, co robili moi rodzice w domu, w którym były książki.
3134:  KMM - Do dzisiaj jest ponad 6 tysięcy książek i to był dom, w którym ja dostałem od taty Neverwinter Nights i mi powiedział, słuchaj, to jest wartościowe, zagraj sobie w to grę.
3141:  KMM - I dostałem od niego grę Pretorians o czasach starożymskich, gdzie ćwiczyłem umiejętności taktyczne, które dzisiaj mi się przydają, jak gram w Warhammera Total War i ludzie mnie pytają w ogóle, jak ja to ogarniam.
3151:  KMM - To jest wartość dydaktyczna.
3152:  KMM - Do dzisiaj pamiętam słowa triarii, hastati i princeps, które odnoszą się do trzech szeregów w armii republikańskiej, dlatego, że grałem w grę w Total War, a nie dlatego, że nauczyłem się tego na lekcji historii.
3164:  KMM - Jasne, to dalej jest ta wiedza bezużyteczna, słynna, ale jednak wiedza, która trzyma się bardzo długo mnie.
3168:  KMM - Jeżeli chcemy wskazać na najbardziej efektywny model nauczania, to zawsze on będzie multisensoryczny i nazywa się on też, ma swoją nazwę, to znaczy immersive learning, nauczanie imersyjne.
3181:  KMM - Czym jest?
3181:  KMM - Znowu się nam ta imersja pojawia, zanurzenie.
3184:  KMM - To jest ten sam moment, który mamy, jak wyjedziemy na granicę, posługujemy się językiem, którego nie znamy.
3191:  KMM - Ale nagle coś klika.
3193:  KMM - Nagle jesteśmy w tej pralni i zanieśliśmy rzeczy i myśmy się już nie zastanawiali nad tym, czy użyliśmy drugiego conditionala czy trzeciego, tylko po prostu powiedzieliśmy.
3200:  KMM - I potem ktoś do nas po prostu coś powiedział i myśmy mu po prostu odpowiedzieli, a potem poszliśmy do łóżka i zaczęliśmy śnić po angielsku.
3206:  KMM - To jest immersive learning.
3208:  KMM - Tego się nie uczy z fiszek.
3210:  KMM - Wpruwając słówka z kategorii dzisiaj robimy kuchnię i wpruwamy fiszki.
3216:  KMM - Tak się nie uczymy języka naturalnego.
3218:  KMM - Rodzice nie mówią nam, to dzisiaj kategoria różne rodzaje kabli, albo dzisiaj kategoria różne zwierzątka, ale tylko w Afryce.
3226:  KMM - To później będzie w Ameryce Północnej.
3227:  KMM - To jest abstrakcja, to jest przykład takiego myślenia mocno racjonalistycznego, modernistycznego, świeceniowego, które stało po stronie tworzenia systematyk, typologii, klasyfikacji, mnemotechnik.
3238:  KMM - Dzisiaj mnemotechniki nie działają z bardzo prostego powodu.
3241:  KMM - I nie wiem, dlaczego się o tym w ogóle nie mówi, bo to możemy zaobserwować nawet na własną rękę.
3245:  KMM - Jeżeli otwieramy Twittera i przeciągamy palcem po ekranie, czy my zapamiętujemy czytane informacje?
3252:  KMM - To byłoby szkodliwe dla nas, gdybyśmy je zapamiętywali przecież.
3256:  KMM - Nasz mózg uczy się je odfiltrowywać.
3258:  KMM - Jak możemy oczekiwać, że ten sam mózg
3261:  KMM - w tych samych czasach będzie przełączał się w inny tryb, w szkole, na uczelni czy w pracy i będzie miał, a, to teraz ten tekst, który się przesuwa przed moimi oczami, to teraz on jest ważny.
3271:  KMM - To ja się teraz skoncentruję i go przyswoję.
3273:  KMM - No to polecam wszystkim, którzy wierzą w moc koncentracji, zdanie, nie będę myśleć o różowym słoniu.
3278:  KMM - To jest klasyczna pułapka językoznawcza.
3281:  KMM - No nie da się w ten sposób zrobić.
3282:  KMM - My nie mamy władzy psjonicznej nad naszymi mózgami.
3287:  KMM - Nie jesteśmy w stanie mu rozkazać, że teraz oto będziesz bardziej chłonny niż wcześniej.
3291:  KMM - I niestety to prowadzi tylko do tego, że ludzie się w sztuczny sposób dopalają.
3295:  KMM - Zawsze się denerwuję na to, ale z drugiej strony rozumiem, że studenci z jednej strony dopalają się energetykami, żeby dłużej się uczyć do sesji, a potem zażywają sobie meliskę, żeby szybciej zasnąć.
3306:  KMM - To równanie nie ma sensu.
3307:  KMM - Znaczy zażywamy substancje o przeciwstawnym działaniu.
3311:  KMM - Ale robimy to dlatego, że to nie jest naturalny proces dla nas w tym momencie.
3315:  KMM - Nauczanie się stało bardzo szczęśliwe.
3318:  KMM - sztuczne i niedostosowane do współczesnych realiów.
3321:  KMM - I co więcej, to naprawdę nie jest tak, że to zawsze tak funkcjonowało.
3325:  KMM - Ja dzisiaj sobie żartuję, że jakby Flaubert żył w naszych czasach, to by siedział cały czas na Messengerze.
3329:  KMM - Ten człowiek pisał 6 godzin dziennie listy.
3332:  KMM - Więc to, że on napisał sobie parę powieści i tylko parę w życiu, to też jest kwestia innych czasów, bo dzisiaj, żeby pisarz się utrzymał, musi pisać co najmniej tyle powieści, co Remi już mróz, który nie ma czasu na to, żeby 6 godzin pisać korespondencję z innymi pisarzami.
3347:  KMM - Bo to jest fizycznie niemożliwe.
3349:  KMM - Więc ta dynamika życia jest kompletnie nie połączona, wydaje mi się, z tym w jaki sposób modernizujemy nasze sposoby uczenia się.
3356:  KMM - I to nie chodzi tylko o szkołę czy uniwersytet, tylko chodzi też o nasze własne sposoby uczenia się.
3360:  KMM - Nauczanie, krótko mówiąc, to jest moja stała teza, którą zawsze przekazuję studentom, to jest coś, co się dzieje przy okazji.
3367:  KMM - Jeżeli jesteśmy zanurzeni w jakimś filmie historycznym chociażby, przyswoimy wtedy znacznie więcej informacji dotyczących tego, bo się dobrze bawimy, jesteśmy zrelaksowani.
3375:  KMM - Więc tak samo jeśli ktoś uwielbia czytać i będzie czytał w taki sposób, że nie będzie zastanawiał się nad tym, ile czasu płynęło,
3383:  KMM - To znaczy, że ma osiągnął imersję i to znaczy również, że zapamiętał obrazę z takiej książki o wiele lepiej.
3389:  KMM - Paradoksalnie to jest coś, co ja robiłem na studiach, jak miałem się nauczyć z jakiegoś skryptu.
3393:  KMM - Włączałem sobie muzykę i czytałem jednokrotnie i potem odstawiałem książkę.
3398:  KMM - Nigdy nie robiłem czegoś takiego, żeby czytać akapit po akapicie i uczyć się na pamięć.
3401:  KMM - Nigdy.
3402:  KMM - Zawsze
3403:  KMM - Koncentrowałem się na jakichś obrazach, starałem się poszerzyć sobie pole poznawcze.
3406:  KMM - Przykład szybki, do dziś pamiętam Jerozolimę Wyzywoloną, Torquado Tasso.
3411:  KMM - Nie dlatego, że wprułem na pamięć, tylko dlatego, że obejrzałem w trakcie czytania tego Królestwo Niebieskie film, swoją drogą bardzo dobry, polecam, Ridleya Scotta z muzyką Harry'ego Gregsona Williamsa.
3422:  KMM - I potem, to jest ciekawe, jak powtarzałem sobie ten rozdział przed egzaminem, włączyłem sobie muzykę z tego filmu.
3427:  KMM - To jest kwestia świadomego sterowania tymi procesami poznawczymi, które mamy i dostosowywania rzeczywistości do naszych potrzeb.
3435:  KMM - Jeżeli jest rzeczywiście tak, a jest, z tym się nikt nie kłóci, że smartfony, ekrany wciągają nas bardziej, to zastanówmy się, co w nas tak konkretnie pociąga.
3445:  KMM - To są bardzo precyzyjne mechaniki, które wpływają na uzależnienie,
3450:  KMM - ale nie determinują tego, że telefon uzależnia.
3453:  KMM - Mianowicie, pierwsza mechanika to jest infinite scrolling, czyli nieskończone przewijanie, które bazuje na naszej najbardziej pierwotnej, atawistycznej potrzebie.
3461:  KMM - Ciekawość tego, co jest za najbliższym widnokręgiem.
3464:  KMM - No nie da się z tym walczyć, bo musielibyśmy przekodować nasz kod DNA i to, w jaki sposób funkcjonujemy i to, do czego się przyzwyczailiśmy gatunkowo,
3473:  KMM - I cofnąć ewolucję.
3474:  KMM - Nie da się tego zrobić.
3476:  KMM - Druga rzecz, która jest równie niebezpieczna, to jest FOMO, czyli Fear of Missing Out.
3480:  KMM - Strach, że coś przegapimy, jeżeli na coś nie spojrzymy.
3484:  KMM - No to też jest bardzo znacząca sprawa, no bo jeżeli człowiek jest wykluczony z jakiejś społeczności, to się boi, że go obgadują chociażby.
3491:  KMM - Albo boi się, że coś przegapi, jak będzie w innym miejscu, będzie w korku, nie zdąży na jakieś spotkanie.
3496:  KMM - No nie da się z tym walczyć i teraz z tym można walczyć, to żeby aplikacje były projektowane w taki sposób, żeby nie wykorzystywać tych mechanik.
3504:  KMM - Ale tego niestety ani WHO nie zrobi, ani rządy, ponieważ lobbyści działający na usługach Mety, Google'a, Alfabetu, Amazona i tak dalej, i tak dalej, mają zbyt dużo pieniędzy.
3515:  KMM - Bo to są mechaniki te same, które są wykorzystywane w kasynach,
3518:  KMM - Ile jest krajów europejskich, które walczyły z lootboxami, czyli mechanikami w grach wideo, które pasożytują na naszych pieniądzach, bardzo często oddziałują na młodszych odbiorców, bo randomizują otrzymywanie przedmiotów potrzebnych w rozgrywce.
3533:  KMM - Oczywiście bardzo często wymagają tego, żeby zapłacić trochę więcej pieniędzy.
3537:  KMM - A no Holandia zabroniła tego.
3539:  KMM - A pozostałe kraje europejskie robią dokładnie to, co my w odniesieniu do problemów edukacji.
3543:  KMM - To znaczy bawią się w trzy małpki z NIPO, zakłaszczają oczy, uszka i usta, nic nie mówią i odwracają wzrok.
3549:  KMM - Jeżeli rzeczywiście chcemy walczyć z uzależnieniem, trzeba zacząć od mechanik, od tego w jaki sposób my jesteśmy programowani jako ludzie.
3556:  KMM - I co więcej, w jaki sposób odbiera nam się kontrolę nad tymi światami.
3562:  KMM - Najprościej wyjaśnić to w ten sposób.
3564:  KMM - Kto ostatnio otworzył Instagrama i wcisnął lupkę i spróbował coś wyszukać, albo na TikToku, albo na YouTubie, a ile osób po prostu weszło na stronę główną i kliknęło w pierwszą rzecz, która została podsuflowana przez algorytm.
3578:  KMM - To jest proces odbierania nam władzy.
3580:  KMM - Jedynym sposobem na przywrócenie nam władzy nad naszym czasem, nad naszymi zdolnościami poznawczymi i kognitywnymi jest danie większej swobody użytkownikom.
3588:  KMM - Póki tego nie zrobimy, to będziemy mogli sobie mówić o uzależnieniu nie tylko od smartfonów, od gogli VR, od smartwatchy, następnie od komputera pokładowego w samochodzie, od GPS, od Google Maps.
3599:  KMM - Możemy sobie tworzyć...
3600:  KMM - Nowe kategorie uzależnień, ale w dalszym ciągu nie rozwiążemy tego samego problemu, będziemy tylko przylepiać plaster na ropiejącą ranę i nie zauważymy nawet, kiedy infekcja dojdzie aż do kości.
3613:  KW - Krzysztof, poruszyłeś w trakcie tej godziny naprawdę wiele, wiele tematów i ja wiem, że na twoim kanale jest jeszcze więcej.
3620:  KW - Dużo, dużo więcej.
3622:  KW - Na koniec, powiedz naszym słuchaczom, słuchaczkom, czego można spodziewać się po twoich materiałach, które wrzucasz bardzo często i bardzo regularnie i w dużych ilościach na YouTube'a.
3635:  KMM - Jest kilka kategorii.
3637:  KMM - Jest kategoria najspokojniejsza i to są vlogi, trochę utrzymane w tym tonie, w którym teraz rozmawiamy nawet bardzo, a także rozmowy z zaproszonymi gośćmi, tam nie ukrywam, staram się raczej zapraszać ludzi, którzy albo są pisarzami, którzy mówią coś ciekawego, albo edukatorami, nauczycielami, tymi z progresywnego skrzydła pedagogiki.
3657:  KMM - Ale taką główną i flagową serio jest dla każdego coś przykrego, gdzie należy ten tytuł traktować całkowicie dosłownie.
3663:  KMM - Znaczy tam ma być przykro i ma być przykro wszystkim.
3666:  KMM - I to jest mój sposób całkowicie autentyczny, bo nigdy nie montuję tych filmów, one są nagrywane na jednym ujęciu.
3671:  KMM - Upuszczenia jadu, który gromadzi się w człowieku będącym w takim, a nie innym systemie, bo pracuję w szkolnictwie publicznym, wprawdzie na najlepszej uczelni świata, jaką jest Agiech.
3681:  KMM - I tu absolutnie nie przesadzam, bo pracowałem też na innych i mam porównanie.
3685:  KMM - ale równocześnie zanurzonej w środowisku akademickim, które jest zamienione w terror algorytmów, punkcików, władzy biopolitycznej, opresji systemowej i które absolutnie nie różni się pod tym względem od szkolnictwa, którego doświadczamy my wszyscy.
3703:  KMM - Więc o tym jest głównie ta seria.
3705:  KMM - Czasami też jest o jakichś bardziej emblematycznych przykładach snobizmu w kulturze, który też mnie bardzo denerwuje, bo cierpię niesamowicie z tego tytułu, że fantastyka, science fiction czy gry wideo były traktowane jako gorsza córa teatru, opery i literatury tak zwanej wysokiej, jak ja nie znoszę tego określenia.
3722:  KMM - No właśnie, nie znoszę tego określenia i o tym mógłbym zrobić cały film, a w zasadzie zrobiłem już.
3727:  KMM - Takie rzeczy można tam odnaleźć, a oprócz tego, i te materiały są najczęstsze, ale cieszę się, że dzięki temu się utrzymuje iluzja regularnych wrzutek na kanał, są zapisy streamów z gier wideo, podczas których prawda jest taka, że dzięki temu, że to jest tak niesamowita społeczność, która się zgromadziła przez te trzy lata na kanale, my wcale nie tylko gramy i zgłościmy się jak przeciwnik, wygrywamy, przegrywamy,
3747:  KMM - tylko rozmawiamy o najróżniejszych rzeczach.
3750:  KMM - Najczęściej jest to współczesna kultura i różnego rodzaju bolączki edukacyjne, a czasem to są porady coachowe, życiowe, które absolutnie nie biegną wyłącznie ode mnie i to jest właśnie piękno tej społeczności, ale są wymieniane między ludźmi wzajemnie i wiele razy zdarza mi się spojrzeć na czat, na którym
3767:  KMM - siedzi te 800-900 ludzi niezainteresowanych pono kulturą i pomagających sobie nawzajem.
3773:  KMM - I też najciekawsza rzecz tych live'ów wiąże się z moim prywatnym odkryciem.
3777:  KMM - Myślałem mianowicie, że jak będę robił live'y z gier, to będzie tam najwięcej ludzi.
3782:  KMM - No otóż najwięcej ludzi przychodzi jak rozmawiamy o literaturze i kulturze i to są comiesięczne Q&A, na których pojawia się regularnie jakieś 1400-1300 osób, co dla mnie było nie ukrywam szokiem, bo
3793:  KMM - Tam jest tylko moja twarz, kiedy ja mówię i ewentualnie pokazuję różne rzeczy, ale sedno to są pytania od ludzi niesamowicie interesujące, na które aż przyjemnie jest znajdować odpowiedzi, więc tym bardziej się cieszę, że ten kanał jest prowadzony pod moim imieniem i nazwiskiem, a nie w jakiś bardziej wyrafinowany sposób nazwany, bo wtedy wydaje mi się, że to wciąż jest bardziej autentyczne.
3815:  KW - Tym bardziej.
3816:  KW - Ja jakby dopisuję się do tej listy twoich fanów.
3819:  KW - Tak to trzeba nazwać.
3820:  KW - Bardzo dziękuję.
3822:  KW - Wielkie dzięki za tę rozmowę i mam nadzieję, że mogę powiedzieć do zobaczenia.
3826:  KW - Pytałem cię, czy my się naprawdę spotkaliśmy dzisiaj, czy to miejsce, które nas dzisiaj tutaj ugościło, ten wirtualny pokoik istniał.
3834:  KW - Jestem przekonany i czuję, że tak było, że doszło do tego spotkania.
3838:  KW - Tak samo jak dochodzi do twoich wykładów, tak to można też nazwać, w sieci.
3844:  KW - Wszystkim je polecam.
3846:  KW - No i powtórnie wielkie dzięki i wszystkiego dobrego.
3849:  KMM - Bardzo dziękuję za zaproszenie.
3850:  KMM - Na pewno się ja nie pojawię i pozdrawiam serdecznie wszystkich słuchaczy.
3856:  KW - Wszystkim Wam po drugiej stronie mikrofonu bardzo dziękuję za uwagę i zapraszam do wysłuchania kolejnych odcinków podcastu Przetłumaczę.
3863:  KW - Do usłyszenia.
