Cyberpunk: Edgerunners DOWIOZŁO! | Dyskusja ze spoilerami
🔗 https://www.youtube.com/watch?v=Yz8qP7bMYiU
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)

1:  BFP - Dobra.
3017:  BFP - Ja mam poczucie, że trzeba spełnić trzy warunki, ale może nie wszystkie łącznie, bo w ten sposób zamykałbym drogę adaptacji The Last of Us, która będzie od HBO, do tego, żeby była znakomita, jednak wierzę, że będzie znakomita.
3031:  BFP - Po pierwsze, staraj się opowiedzieć swoją historię.
3034:  BFP - Nie próbuj opowiadać tego, co zostało nawet nie opowiedziane, ale do doświadczenia
3040:  BFP - graczowi w interaktywnym medium, jakim jest gra.
3043:  BFP - Mnie nie opowiedziano historii w Cyberpunk 2077.
3046:  BFP - Ja ją współtworzyłem.
3048:  BFP - Ja byłem jej autorem, ja byłem jej aktorem.
3051:  BFP - I nie da się tego przenieść.
3053:  BFP - Można wykorzystać postaci, które znam z gier, tak jak zrobiono w przypadku Castlevanii, tak jak zrobiono w przypadku Arkane, ale zrobić coś, czego ja nie widziałem jeszcze w grze.
3064:  BFP - Bo to jest inne medium, które rządzi się innymi prawami.
3066:  BFP - Natomiast mogę to zrobić trzymając się reguł, które wynoszę z pierwowzoru i świata, który czerpię z pierwowzoru, czy jest przeniesiony w zasadzie jeden do jednego.
3076:  BFP - Muszę rozumieć jego reguły.
3078:  BFP - Muszę rozumieć lore.
3080:  BFP - Muszę szanować ten świat.
3083:  BFP - Najlepiej, żeby przenosił to ktoś, kto po prostu...
3085:  BFP - czuje miłość do tego świata i miał ochotę go zgłębić i jest uwrażliwiony na takie rzeczy, na jakie uwrażliwieni są wszyscy na tych czatach w tym momencie.
3096:  KMM - Ja też myślę, że to jest kwestia tego, że ludzie dobrze czują jako odbiorcy czy jako fani, kiedy faktycznie obcują ze sztuku, a kiedy obcują ze sztukopodobnym produktem korporacyjnym, który jest obliczony na uzyskanie określonych wrażeń, określonych reakcji medialnych, określonych trendów na Twitterze itd.
3117:  KMM - W momencie, w którym mamy do czynienia ze sztuką i oceniamy ją jako dzieło artystyczne, jako dzieło artystów, nad którymi, jak Tomek zresztą słusznie napisał na czatach, nie siedzą i nie dyszą im w kark księgowi i marketerzy, to wtedy możemy rzeczywiście toczyć taki totalnie niezaangażowany politycznie i stronniczo spór i będziemy się zastanawiać, co zostało dobrze zrobione, co może być lepiej zrobione, ale na pewno gigantyczną zaletą tych produkcji jest też to, że przez wzgląd na to, że nigdy w zasadzie nie wiadomo, czy będą pieniądze na kolejny sezon,
3145:  KMM - Nie obiecuje się nam, no będzie siedem sezonów i nagle pierwszy sezon się kończy i nie wiadomo w zasadzie, czym się kończy.
3152:  KMM - Tutaj mamy spójną, świetnie opowiedzianą historię, która mówi jedno i z jednym pozostawia widza.
3159:  KMM - Może jest więcej takich historii w Night City.
3161:  KMM - Może będziesz chciał wrócić do Night City i poczuć to jeszcze raz, a może jakaś jeszcze inna tajemnica się tam kryje.
3167:  KMM - I to jest dobra machina marketingowa, tylko że ona wymaga długofalowego projektowania, a nie krótkofalowego.
3174:  BFP - To jeszcze zaznaczył na czatach SSS88art.
3179:  BFP - Znam się zresztą i bardzo propsuję pracę, bo to jest fantastyczny ilustrator, który pracuje w GameDevie, ale napisał, mam wrażenie, że te produkcje dobrze wyszły, bo twórcy, tudzież ojcowie tych marek mają duży wpływ na proces kreatywny i to oni są często zleceniodawcami, a nie tylko udostępniają licencję i całkowicie to się
3200:  BFP - Zgadza z tym, jak było w przypadku Cyberpunk Edgerunners i jak było w przypadku Arkane, gdzie no właśnie ojcowie czy twórcy gry mieli na to wpływ jako producenci, ale także kreatywny bezpośredni jako współscenarzyści i kłania się nam tutaj Neil Gaiman i Sandman również.
3217:  BFP - Nie wiem jak było w przypadku Castlevanii, trzeba by sprawdzić, ale rzeczywiście te adaptacje, które ostatnio tak wychwalamy,
3225:  BFP - I to nie tylko growe, bo mówię jeszcze o Sandmanie, mówię o Dune'ie.
3229:  BFP - Nie no, Dune'a, tam nie było Franka Herberta, który by to nadzorował, ale... Ale był człowiek, który czuje science-fiction.
3235:  BFP - Który kocha.
3236:  KMM - Człowiek, który kocha... Denis Villeneuve wie, jak to dobrze zrobić.
3240:  KMM - Jak zrobił sequel Blade Runnera, co się wydawało absolutnie niemożliwe wszystkim,
3245:  KMM - i to jeszcze zrobił go tak, że jest on par z oryginałem, o ile nie lepszy miejscami, to ja już jestem spokojny o jego kolejne produkcje.
3252:  KMM - Prawda jest taka, że musimy mieć tego mistrza za kierownicą, jakiegoś masterminda.
3257:  KMM - To może być producent, to może być reżyser, to może być scenarzysta,
3260:  KMM - ale musi być ktoś, kto ma wizję artystyczną i w tę wizję artystyczną mu nikt nie wchodzi i mówi, ale słuchaj, bo my tutaj mamy taką agendę i ją trzeba sprzedać.
3269:  KMM - Jedyna agenda, jaka powinna być, to jest świetnie opowiedziana historia, która, zauważmy, jakie porusza problemy, prawda?
3276:  KMM - Jeżeli byśmy mieli sobie odhaczyć różne problemy polityczne i społeczne, które są ważne dla dzisiejszego świata, niezależnie od tego, o jakich stronnictwach politycznych będziemy mówili, to znajdziemy ich całą listę w Ed Runners i to jest wartość niesamowita.
3288:  BFP - Tak, dobrze jest dostać produkcję, która nie jest merchandizem ani akcją promocyjną gry czy czegoś innego, tylko po prostu samoistnym dziełem kultury.
3303:  BFP - Bo to również jest moim zdaniem koronny dowód na to, że anime jak najbardziej może być kategoryzowane nie tylko jako popkultura, ale także sztuka.
3311:  BFP - I nie wcale w aspekcie wizualnym, ale także swojej poetyki w sposobie opowiadania historii.
3318:  BFP - Domykając naszą rozmowę, ja jestem przekonany, że będzie kolejna produkcja od tego samego studia i również zatytułowana Cyberpunk, po prostu nie Edge Runners.
3329:  KMM - Oby.
3330:  KMM - Co więcej, z tego co wiem, CD Projekt Red nie krył się też z tym, że myślą o filmie w obrębie całej swojej franczyzy, tylko że oni to mówili w raportach giełdowych, które przeglądałem w roku 2019, więc wtedy już było zapowiedziane Edge Runners, długo nad tym pracowali razem ze studiem Trigger, w zasadzie studio Trigger współpracowało nad tym razem z CD Projekt Red, bo taka jest kolejność rzeczy, więc nie ukrywam, że bardzo bym chciał zobaczyć kolejne elementy tego uniwersum.
3360:  KMM - Oby, mam nadzieję, że tego doczekamy.
3362:  KMM - Na pewno to jest rzecz, której drugi sezon bym powitał z radością, ale właśnie w formie takiej antologii, żeby nawet nie muszą się pojawiać postaci, które już kojarzymy.
3370:  KMM - Chociaż nie powiem, historię Lucy pociągniętą dalej bym chętnie zobaczył, ale na pewno jeżeli by to była antologia historii różnych z Night City, to byłoby coś, co bym oglądał.
3381:  BFP - Wydaje mi się, że to nie będzie antologia.
3383:  BFP - Gdyby miała powstać antologia, to byłaby realizowana z innym studiem.
3387:  BFP - A raczej próbuje się kontynuować formułę, która się sprawdza.
3393:  BFP - Więc przypuszczam, że będziemy mieli za dwa lata może kolejny sezon stworzony we współpracy CDPR i Studio Trigger.
3404:  BFP - Ale inaczej zatytułowany.
3406:  BFP - Kolejne 10 odcinków opowiadające cudzą, inną historię, która podobnie może jak ta historia Edgerunners w połączeniu z Cyberpunk 2077 będzie miała te zbliżone bity, podobne akcenty fabularne, czyli guns blazing, albo jesteś kimś, albo jesteś nikim w tym mieście.
3425:  KMM - Tak, i bardzo porządne, wnikliwe podejście do krytyki kapitalizmu, takiego turbokapitalizmu, który doprowadził do absolutnej katastrofy i który musi zostać przepracowany, ponieważ krzywdzi absolutnie wszystkich, wyłączając słynne, cytując Mr. Robot, top 1% of the 1%, które chyba w realiach cyberpunkowych są najbardziej wyraziste.
3451:  BFP - Dziękujemy Wam bardzo za to, że dołączyliście do naszej dyskusji i omówienia.
3457:  BFP - Oczywiście zachęcamy Was też niezależnie od tego, żebyście sprawdzili nasze osobne recenzje, które są bezspoilerowe, ale Wam to już nie robi żadnej różnicy, bo większość z Was jednak jest już po obejrzeniu i tam skondensowaliśmy też trochę te nasze przemyślenia, które dzisiaj tutaj
3473:  BFP - rozwinęliśmy.
3475:  BFP - Dzięki serdecznie też za wszystkie uzupełnienia związane z faktografią tego uniwersum i tego świata, a także tym, co wy obejrzeliście podobnie jak my, ale może bardziej uważnie i także za wasze opinie, bo to są te momenty, kiedy naprawdę cieszymy się, kiedy możemy zrobić coś spontanicznie, nawet nie do końca przygotowani, nawet jeszcze z tak świeżymi myślami, że nie zostały do końca ułożone,
3499:  BFP - Ale z dużą radością, bo to nie jest po prostu rozmowa dwóch osób, tylko to jest rozmowa w tym momencie 234 osób, czyli tych dwóch plus 232, które są na czatach.
3510:  BFP - Dziękujemy wam bardzo serdecznie, a jeżeli macie ochotę, to dołączcie jeszcze do mojego streama, który będzie za 5 minus The Last of Us Part 2.
3517:  BFP - Nawet jeżeli nie jesteście fanami The Last of Us, nawet jeżeli nie interesuje was fabuła, to zróbcie to właśnie dla wspaniałych czatów, które tam będą i wspaniałego towarzystwa.
3525:  KMM - A poza tym dobrze jest mieć ten handicap przed serialem HBO, który wyjdzie, żeby wiedzieć właśnie w jakim świecie będzie.
3532:  BFP - Tak na 3-4 lata przed, biorąc pod uwagę, że adaptacja drugiej części pewnie nastąpi znacznie później niż pierwszej.
3541:  BFP - A i jeszcze wyniki ankiety.
3542:  BFP - Chciałem jeszcze tylko wyniki ankiety.
3544:  BFP - 394 głosy.
3546:  BFP - I w zasadzie nie zmieniło się od naszej rozmowy przedtem.
3550:  BFP - 53% na wspaniale, 37% na udane, czyli dziwnie się tu składają te procenty, bo to daje 90%.
3556:  BFP - Bo to jest YouTube.
3559:  BFP - Więc 11% na meh i nie, a 90%, co daje łącznie 101%, 90% na wspaniale bądź udane, czyli na tak.
3568:  BFP - Cieszymy się, że wam się podobało tak jak nam.
3570:  BFP - Do zobaczenia i dziękuję przyjacielu za wspaniałą rozmowę.
3573:  KMM - Sama przyjemność.
3574:  KMM - Do zobaczenia.
