Recenzja 2. sezonu "Love, Death + Robots" – triumf czy niewypał? Analiza odcinek po odcinku
🔗 https://www.youtube.com/watch?v=mQlqJRe0Kms
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)

0:  BFP - Love, Death and Robots, czyli Miłość, Śmierć i Roboty, drugi sezon.
2976:  BFP - I można to było rozwiązać, mówiąc o jakimś wzbogaceniu tej formuły, w taki sposób, że dowiadywałbyś się, że on na przykład podczas tej bitwy spadł, rozbił się, był ranny, albo nie wiem, musiał naprawić statek i miał droida, który mu pomógł.
2993:  BFP - Jego droid mu pomógł.
2995:  BFP - Był jego jedynym przyjacielem, z którym spędził trzy tygodnie w tym miejscu.
3000:  BFP - Zawdzięcza mu tyle, ale coś się poprzestawiało mu w stykach i teraz musi go zabić.
3005:  BFP - No oczywiście.
3006:  KMM - To od razu zwiększa ciężar fabularny.
3009:  BFP - Nagle masz jakąś stawkę.
3010:  KMM - Dokładnie to było w Szczęśliwej Trzynastce.
3013:  KMM - Szczęśliwa Trzynastka jest na podstawie opowiadania Marko Klossa.
3016:  BFP - Szczęśliwa Trzynastka to jest arcydzieło w porównaniu.
3020:  BFP - Masz po prostu znacznie gorszą washed up w wersji Szczęśliwej Trzynastki.
3023:  BFP - Dla mnie to jest 2 na 10.
3026:  BFP - I teraz zastanawiam się dlaczego dałem 1 punkt.
3029:  BFP - Czy 1 punkt więcej, bo 1 na 10 to jest najniżej w skali.
3032:  BFP - Michael B. Jordan.
3034:  BFP - Tam gra znany, świetny aktor.
3035:  BFP - Michael B. Jordan.
3037:  BFP - który kompletnie, no nie licząc kilku momentów, gdzie rzeczywiście może zagrać twarzą i okazać ból, nie ma możliwości się wykazania, a to jest naprawdę niezły aktor.
3050:  BFP - I to jest tak zaskakujące, że jeden, jedyny znany aktor, którego wzięli,
3056:  BFP - w całej antologii zagrał w takiej szmirze, no ale że to jest Michael B. Jordan to daje 1 na 10.
3064:  BFP - No przepraszam, no?
3065:  KMM - U mnie są dodatkowe punkty za Harlona Ellisona, którego lubię i mam względem niego, jestem bajast, za animację, której styl lubię, ja lubię ten styl animacji, bo on mi pasuje, teraz się wytłumaczę dlaczego, to znaczy on mi bardzo pasuje do
3081:  KMM - obecnego rozwoju science fiction, to znaczy science fiction jest już wystarczająco, zwłaszcza takie space opery, bo to jest w sumie space opera, tak, i jest ono wystarczająco odrealnione, żeby mi nie przeszkadzała hiperrealistyczność i lubię to, lubię tę stylistykę,
3099:  KMM - I mimo wszystko te klaustrofobiczne zmagania z robotem, patrząc przez bardzo właśnie ten… Ale to jest klisza.
3107:  KMM - Wiem, że to jest klisza, ale to ma być klisza.
3109:  KMM - To nie może nie być klisza.
3109:  KMM - Tysiące razy to widziałem, ale może być.
3111:  KMM - Właśnie pokazałem ci jak.
3112:  KMM - Dobra, ale musiałbyś wtedy wziąć inne opowiadanie, więc dlatego mówię, jako ekranizacja jest super, bo nie możesz… Możesz zrobić, co chcesz.
3121:  KMM - Wiem, ale przy adaptacji jednak masz pewien problem, to znaczy natrafiasz na fanbase Ellisona i oni ci mówią, to jest niezgodne z tym, przecież cały problem z Potterami na przykład polegał na tym, że Legion fanów Pottera mówił, że, swoją drogą, Legion fanów Pottera mówił, że to nie jest tak, jak ma być w książce, więc ludzie postrzegają wciąż adaptację jednak jako coś, co nie daje ci swobody artystycznej, więc moje rozwiązanie tego jest takie, super, twist proponujesz zajebisty, niemniej umiem sobie wyobrazić, że jest...
3150:  KMM - Są opowiadania fantastyczno-naukowe z tego roku, z zeszłego itd., które dają ci tego rodzaju historie.
3156:  KMM - Więc jako adaptacja u mnie wyżej stoi.
3160:  BFP - Teraz ja troszkę zacznę od Drowned Giant, bo czekałem na ten moment od samego początku naszej rozmowy, bo to jest absolutnie mój ulubiony odcinek z tej serii i jest jeden z najlepszych w całej serii Love, Death & Robots.
3174:  BFP - I cieszę się, że obejrzałem ten sezon właśnie do tego odcinka.
3178:  BFP - obok Automated Customer Service, czyli pierwszego i obok Popsquad, czyli naszego Blade Runnera w ciekawym świecie.
3185:  BFP - Drowned Giant jest arcydziełem.
3188:  BFP - Zacznę od tego, że byłem negatywnie nastawiony do tego odcinka od pierwszych kilku sekund, bo animacja nie jest piękna.
3197:  BFP - To jest znowu ta mocno realistyczna animacja, ale jak spojrzałem na twarze ludzi, to ja miałem wrażenie, że to wszystko zostało zrobione na silniku Simsów czwórki.
3206:  BFP - I jak ja widziałem ludzi, ten tłum ludzi, ja naprawdę miałem wrażenie, że ktoś wziął silnik z Simsów 4 i zrobił z tego animację.
3212:  BFP - I to nie jest komplement.
3215:  KMM - Zwłaszcza, że to było na tle, bo to nie były renderingi na samym początku, to były po prostu wszyte, faktyczne zdjęcia i połączone ze stylem animacji.
3224:  BFP - Ale to jak już się pojawia ta mieścina, wioska angielska, to już robi się lepiej.
3231:  BFP - Natomiast powiem tak, jaka jest fabuła?
3236:  BFP - A że pewnego dnia na brzeg został wyrzucony gigant, olbrzym, wielki człowiek.
3243:  BFP - I nikt nie wiedział dlaczego.
3245:  BFP - Nikt nie znał odpowiedzi.
3248:  BFP - I o tym jest cała historia, jak ten gigant przemija w naszej świadomości.
3253:  BFP - I to jest przepiękna, refleksyjna elegia i opowieść egzystencjalna, która ma najgłębsze przesłanie ze wszystkich odcinków, bo...
3261:  BFP - Mówiłeś o tym, że ja negatywnie oceniam te odcinki, które nie mają Love, Death & Robots.
3265:  BFP - Nie ma ani Love, ani Death, ani Robots, a mimo to ma potężny impakt, ma potężny przekaz i pokazuje czym mogłaby być ta seria, gdyby zdecydowała się na jakiś kierunek.
3278:  BFP - Pick your choice.
3279:  BFP - Albo idziesz w tą stronę, albo w tą.
3280:  BFP - Zaraz o tym pomówimy.
3282:  BFP - I mimo, że nic się tam nie dzieje, tam nie ma akcji, tam leży ten gigant na plaży i marnieje.
3290:  BFP - I mamy przemyślenia głównego bohatera, który jest naukowcem, który go obserwuje i myśli o życiu.
3296:  BFP - Popada w rozterki egzystencjalne, ale przekaz jest potężny.
3300:  BFP - On pokazuje przemijanie i marność i to, jak
3307:  BFP - Ludzie trafiają na coś majestatycznego, na coś, co jest nie do pojęcia, jakby prawa natury pokazywały, że to nie jest możliwe.
3314:  BFP - To jest znacznie ciekawsze niż obcy.
3317:  BFP - To jest ciekawsze niż potężna sztuczna inteligencja.
3321:  BFP - Mamy wyrzuconego olbrzyma, który wygląda tak jak my, więc widzimy podobieństwo do niego.
3325:  BFP - I co się dzieje?
3327:  BFP - Ludzka cywilizacja powoli go wchłania, przetrawia i nie pozostawia po nim śladu.
3333:  BFP - Najpierw w pierwszej reakcji w zasadzie ludzie zaczynają po nim skakać, bawić się i ten naukowiec widzi jak ten majestat i ta majestatyczność zostaje strawestowana.
3344:  BFP - Ludzie wymalowują graffiti.
3348:  BFP - wykrawają sobie kawałki z tego olbrzyma.
3351:  BFP - Mijają kolejne dni, ten olbrzym dosłownie marnieje, bo zaczyna gnić, zapadają mu się policzki, zaczyna się zmieniać ton i kolor jego skóry, coraz bardziej przestaje przypominać człowieka, przestaje być czymś, do czego chcielibyśmy aspirować.
3365:  BFP - Gdybyśmy mogli być olbrzymami, to bylibyśmy władcami świata.
3369:  BFP - A tu widzimy, jak on przemija na naszych oczach.
3372:  BFP - Potem widzimy, jak ukrawane są jego kolejne kawałki.
3375:  BFP - Potem już zaczyna przestawać przypominać nie tylko olbrzyma, on przestaje przypominać człowieka, tak?
3379:  BFP - No przecież jakby jest dużym człowiekiem.
3382:  BFP - Więc zostaje jakimś...
3386:  BFP - wykrojonym od środka kawałkiem mięsa, który jeszcze tego bezdomni zjadają.
3391:  BFP - Bo tam jest jakiś bezdomny, który gotuje chyba sobie kawałki.
3394:  BFP - Jedyne co mu pozostaje to są jakieś fragmenty porozrzucane po całym kraju, kości, jego penisa, który jest w cyrku.
3403:  BFP - Ale najpotężniejsze jest to jedno.
3405:  BFP - Ludzie zapomnieli, że kiedyś został wyrzucony na brzeg gigant.
3409:  BFP - Że kiedyś ludzie trafili na cud świata.
3413:  BFP - Na coś tak nieprawdopodobnego, ale cywilizacja go tak wchłonęła, tak przetrawiła, że wszyscy o tym zapomnieli.
3422:  BFP - I to pokazuje, co może się z nami stać.
3425:  BFP - I pokazuje to, jak działa też... To, że pamięć ulatuje, to jest jedno.
3430:  BFP - Ale to, że coś tak wspaniałego może przeminąć, jeżeli się o to nie zatroszczymy.
3434:  BFP - Jeżeli postąpimy tak, jak wiemy, że postępujemy.
3437:  S02 - Mhm.
3437:  BFP - Tak jak postępują ludzie, kiedy dowiadują się, że jest promocja 1 zł na hamburgera w galerii handlowej, to tak możemy też postąpić z czymś najbardziej nieopisanym, na co moglibyśmy natrafić nie tylko w naszym życiu, tylko w historii ziemi.
3451:  BFP - I to jest potężny przekaz.
3454:  BFP - To jest potężne.
3455:  KMM - No, to jest też jedyna, powiedziałeś elegia w punkt, ale to też jest jedyna baśń… Świetne słowo.
3463:  KMM - Z narracją, prawda, która się… Właśnie tutaj nie ma fabuły z narracją i ta narracja jest na pierwszym planie.
3468:  KMM - Odwrócony Gulliver.
3470:  KMM - Odwrócony Gulliver i taka baśń, ona mi przypomina to, co robił Gaiman z baśniami.
3478:  KMM - Ja nie znajduję w swoim słowniku lepszego porównania czegokolwiek, co ma krótką formę,
3484:  KMM - Dunila Gajmana, który jest mistrzem grudzkiej formy.
3486:  KMM - To, co Niel Gajman zrobił na przykład w opowiadaniu, to inni uważam za szczyt tego, do czego można dojść w opowiadaniach.
3492:  KMM - Wspomniane wcześniej Nabokow jest tu, a to inni Gajmana są tu.
3496:  KMM - I ja mam... Rzeczy, które mnie poruszają tak głęboko i emocjonalnie, poruszają do tego stopnia, że nie zdobędę się na tak elokwentną interpretacjach w twoim wykonaniu,
3509:  KMM - Mnie zostają obrazy.
3510:  KMM - To też jest powód, dla którego ja się lubię patrzeć na to wszystko, na popkulturę od strony światotwórczej, bo mój mózg też tak działa, ja pamiętam obrazy.
3519:  KMM - Pamiętam jeden obraz z tego filmu, znaczy nie, nie filmu właśnie, odcinka, który bardzo, bardzo się wydobywa z tej całości, Loved by a Robot, więc dlatego postrzegam go jako film, mikrofilm.
3531:  KMM - Może nawet etiudę filmową.
3533:  KMM - która by spokojnie mogła na jakimś festiwalu typu Off Camera zdobyć pierwsze miejsce bez najmniejszych problemów.
3540:  KMM - Pamiętam malusieńki pet w wielkim oku, olbrzyma, rzucony przez ludzi, którzy tam byli.
3548:  KMM - To była scena, nikt nie zrobił tandetnego zbliżenia na to oko, nikt.
3553:  KMM - Naprawdę trzeba się przyjrzeć, żeby to zobaczyć i w jednym i drugim oku jest rzucony pet.
3560:  KMM - I dla mnie to nawet było potężniejsze niż te graffiti, które się tam pokazały.
3564:  KMM - Po prostu grafity jak grafity, ale ten rzucony pet z pogardą przez ludzkość, która nie potrafi docenić piękna, nawet wtedy, kiedy piękno zwali się im wielkim cielskiem na próg ich domów.
3577:  KMM - To nie potrafią tego docenić.
3579:  KMM - I jeszcze jest jeden element, to znaczy tego zduszania fantastyczności.
3583:  KMM - Ja na to spojrzałem jako absolwent uczelni, która zduszanie fantastyczności powinna mieć jako dywizy nad prawem wpisane.
3591:  KMM - Pozdrowienia dla Uniwersytetu Jagiellońskiego.
3594:  KMM - Mianowicie to przyrodzenie, które się pojawia tam później jako w gabinecie osobliwości, nawet nie mówią, że to jest giganta, oni mówią, że to jest wielorybie.
3603:  KMM - Bo właśnie to, co powiedziałeś, że ta wiedza o tym, że był Olbrzym została zatarta, wymazana z kartki historii, bo ludzie po prostu to znormalizowali i stwierdzili, okej,
3614:  KMM - To było coś takiego i teraz to na pewno są jakieś bajania, jakieś bajendy sobie opowiadają tutaj, jakieś fantasmagorie, a tak naprawdę to przecież był wieloryb.
3625:  KMM - I w zasadzie każda scena, która tam się pojawia, ona też pokazuje upływ czasu.
3631:  KMM - To jest dla mnie też opowieść o czasie, przepiękna absolutnie, jak z tego olbrzyma, który wydaje się, że wypełnia cały kadr.
3639:  KMM - i czasem wykracza poza ten gaz, zostaje z niego coraz mniej, coraz i coraz i coraz mniej, aż zostaje sama opowieść tego narratora, która jest nam zaserwowana.
3647:  KMM - Och, przepiękne to było absolutnie.
3650:  KMM - To jest jedna z tych narracji, która pozostaje w nas.
3654:  KMM - Zgadzam się w zupełności, że i w pierwszym, i w drugiej antologii niewiele jest takich narracji, które we mnie do tego stopnia pozostały.
3661:  KMM - To jest absolutne mistrzostwo.
3663:  KMM - Ale to jest też ballard.
3666:  KMM - To jest James Graham Ballard.
3668:  KMM - Ja uważam, że opowiadania Ballarda powinno się po prostu przeczytać.
3672:  KMM - Rzadko to mówię, ale naprawdę powinno się przeczytać.
3675:  KMM - Ten człowiek pisał takie rzeczy, ale animatorzy zrobili z tym opowiadaniem coś absolutnie przepięknego.
3683:  KMM - Ten kontrast tej
3685:  KMM - małej, angielskiej, bardzo przypomina właśnie taką angielską, takie Sunderland na północy Anglii, gdzie pachnie ta ryba z frytkami i słychać mewy.
3697:  KMM - Kontrast tego z tym czymś całkowicie out of place, tym Gulliverem, prawda, jest niesamowicie zrobiony.
3705:  BFP - Pomimo tego małego potknięcia, o którym mówiłem na początku, że to wyglądało jakby było na średniku Simsów 4, to jednak były fenomenalne kadry.
3713:  BFP - Jeden z moich ulubionych kadrów, poza tym, o którym wspomniałeś, czyli właśnie ten pet wokół, który tak pięknie wyraża i symbolizuje, jak człowiek potrafi zniszczyć piękno.
3723:  BFP - I inność.
3724:  BFP - Tak, i inność.
3727:  BFP - To jest ten kadr, który jest z wewnątrz giganta, który już jest rozkrajony.
3731:  BFP - To jest niesamowity kadr.
3732:  KMM - To jest naprawdę... Nie mam przypomniał, te rozkrajane wieloryby.
3736:  BFP - Tak, tak, tak.
3737:  KMM - Niesamowicie to było zrobione.
3740:  KMM - Te maszyny, które... I najważniejsza rzecz.
3744:  KMM - Tam nie ma pochówku.
3744:  KMM - To jest właśnie to, co się pojawia wiele razy, na co zwrócił uwagę Orson Scott Card, mówiąc, że mówimy o genocydzie, o ludobójstwie, nie mówimy o ksenocydzie, o obcobójstwie.
3755:  KMM - Bo obcy nie ma prawa do pochówku, bo przecież pochówek to jest coś humanitarnego, a przecież to nie jest człowiek, to jest olbrzym, to jest potwór.
3765:  KMM - To jest atrakcja.
3765:  KMM - To jest atrakcja turystyczna, tak, w gabinecie osobliwości.
3770:  BFP - Krzysztof, zobacz, znaczy dla mnie to jest arcydzieło dziesięć na dziesięć.
3773:  BFP - No tak, u mnie też absolutnie.
3774:  BFP - Które będzie we mnie rezonować jeszcze długo.
3776:  BFP - I po to oglądam, po to poświęcam swój czas na popkulturę, po to założyłem bloga bez schematu, który szuka esencji.
3782:  BFP - To była esencja.
3782:  BFP - Zobacz, ile trwała nasza rozmowa o tym odcinku.
3785:  BFP - I zobacz, jakie emocje w nas wyzwoliła.
3787:  BFP - To jest niezwykłe.
3789:  BFP - I do tego zmierzałem.
3791:  BFP - Ja tego oczekuję od Love, Death & Robots, jeżeli do czegoś aspiruję.
3795:  BFP - Więc widzę dwie ścieżki, bo tobie zostawię ostatnie zdanie.
3799:  BFP - Z mojej perspektywy Tim Miller, który razem z Davidem Fincherem zainicjował ten projekt, a ostatecznie został sam Tim Miller, o ile się nie mylę, jako producent wykonawczy, ma dwie możliwości.
3811:  BFP - Albo ruszy głową i trochę się wysili i rzeczywiście wejdzie w rolę producenta wykonawczego, który oczekuje pewnego poziomu od materiałów, które powstają.
3824:  BFP - Mam na myśli to, żeby nie było tak, że o jednym mówimy 2 na 10, 5 na 10, 6 na 10, 4 na 10, 7 na 10, 10 na 10.
3828:  BFP - Tylko żebyśmy mówili w skali od 8 do 10.
3835:  BFP - I albo wyegzekwuje koncept love, death and robots.
3839:  BFP - Idziemy do studia i mówi słuchajcie, zapraszamy was do tej zabawy.
3843:  BFP - Zróbcie swój show i pokażcie co możecie.
3845:  BFP - Tylko musicie wpisać się w trzy elementy.
3848:  BFP - Love, death and robots.
3850:  BFP - No jak studio mówi, no mamy, ale nie ma robotów.
3854:  BFP - To ty Miller mówi, sorry, to wróćcie jak będziecie mieli roboty.
3859:  BFP - A jak mają i patrzy i nie jest wystarczająco dobry, mówi, to jest niezłe, ale pomyślcie, jak do tego inaczej podejść.
3865:  BFP - Tak jak producent muzyczny, naprawdę dobry, słucha zespołu i mówi, to jest fajny kawałek, ale on nie ma refrenu.
3872:  BFP - Słucha innego kawałka i mówi, to jest fajny catch, to jest sam refren, ale tu nie ma struktury.
3877:  BFP - To jest za długie, to jest za krótkie, tu nie ma punchline, tak działa prawdziwy producent.
3882:  BFP - Gdzie jest producent w Love, Death & Robots?
3886:  BFP - który puszcza wszystko, co powstaje, więc albo pójdziecie w Love, Death and Robots i rzeczywiście będzie fajna seria, która ma różne reinterpretacje tych trzech słów.
3895:  BFP - Zawsze o tym marzyłem, od początku pierwszego sezonu.
3900:  BFP - Pierwsze trzy odcinki, które widziałem, mówiłem to jest to, a potem w cały świat.
3904:  BFP - Jakieś Dracula, jakieś Wilkołaki, nie miało to większego sensu, ale nawet jakby jogurt było zajebiście.
3910:  BFP - Teraz próba była mniejsza i tych dobrych i świetnych odcinków było znacznie, znacznie mniej.
3916:  BFP - A takich, które szły w cały świat, nieproporcjonalnie za dużo.
3921:  BFP - I jest alternatywna ścieżka, która mówi dajmy sobie więcej przestrzeni.
3928:  BFP - To nie musi być Love, Death & Robots.
3929:  BFP - Niech to pozostanie jako trademark, ale niech to jakoś rezonuje w nas.
3934:  BFP - Tu nie chodzi o to, żeby pokazać tylko coś, co jest ładne.
3937:  BFP - Tu chodzi o to, żeby to był jak, i to myślę jest najlepszy benchmark, jaki mogę podać.
3941:  BFP - Niech każdy odcinek w serii będzie jak short Pixara przed głównym filmem w kinie.
3948:  BFP - To są shorty, które wygrywają nagrody dla short movies.
3951:  BFP - Normalne nagrody na festiwalach.
3954:  BFP - Bo tak rezonują jak Drowned Giant i tylko Drowned Giant miał predyspozycje do tego.
3959:  BFP - Ale najgorsze, co mogę zobaczyć, jest kolejny sezon, który będzie wyglądał dokładnie tak samo, a mianowicie
3966:  BFP - Jak zbiór reklamówek, które przygotowały studia animacji, nad którymi nie było żadnej kreatywnej i jakościowej superwizji, a które po prostu chcą się popisać technicznie przed dużymi wytwórniami, które mogą je potem wynająć.
3982:  BFP - To nie działa, to mnie nie przekonuje.
3985:  BFP - Nie o takie love death and robots walczyłem.
3987:  BFP - Na razie ta seria dla mnie traci i traci, jak już mówiłem, także retrospektywnie, że mam wrażenie, to w sumie czym ona mnie zachwyciła poza kilkoma odcinkami, skoro Black Mirror niemalże każdym odcinkiem mnie zachwycał do ostatniego sezonu.
4002:  BFP - To jest my final review i my final verdict.
4004:  BFP - Twój?
4006:  KMM - Powiem tak, ja swoją recenzję zatytułowałem, ach, celowo, jak to bywa z tytułami recenzji, bo to jest rzeczywiście pierwsza rzecz, która się ze mnie wydobyła, jak o tym pomyślałem i co charakterystyczne, wydobywała się po obejrzeniu The Drowned Giant.
4025:  KMM - Uważam, że dobrze, że są takie odcinki, na tle których jakiś może lśnić.
4029:  KMM - Miałam z tym problemu, że każdy z nich to nie jest 8 na 10, 9 na 10 itd., bo ciężko jest przebić taki materiał źródłowy, jednak będę cały czas podkreślał, że materiał źródłowy jest kluczowy.
4041:  KMM - Odcinki też, które najsłabiej oceniałeś, mają po prostu kiepskich pisarzy za sobą,
4047:  KMM - mają na swoim koncie 3-4 powieści albo parę opowiadań i nie jest to poziom Ballarda na przykład, nie jest to poziom Bacigalupiego, którzy też mają, mieli w wypadku Ballarda nieprawdopodobną wizję i myślę, że potrzebujemy na pewno po pierwsze większą próbę
4066:  KMM - bo jest dużo takich odcinków, które bym z pierwszej serii ocenił na też trzy, cztery, pięć, ale próba była większa i przez to było więcej takich momentów jak przy Drone Giant.
4078:  KMM - Nie aż tak, ale na podobnym poziomie.
4081:  KMM - I mam takie swoje trzy, cztery ulubione odcinki z tamtego sezonu.
4086:  KMM - Tutaj już mam trudność z wyborem i paradoksalnie wskazuję na też te, na które ty wskazujesz, jako też moje ulubione i najlepsze w tym sezonie, absolutnie.
4096:  KMM - Natomiast moja próba obrony tej wizji brała się włącznie z tego, że dostrzegam tu jakby problemy też techniczne, dostrzegam to, że Netflix mógł wkroczyć, tak jak to ostatnio bywa z dziełami popkultury, że wkraczały księgowi producenci, mówią za drogo, to się nie uda, to nie wyjdzie i przez to cierpi na tym wizja artystyczna.
4115:  KMM - Absolutnie Tim Miller powinien, mam nadzieję, że dalej z Davidem Fincherem jednak, wziąć dupę w troki i
4122:  KMM - zaangażować więcej studiów i zadbać właśnie o jakąś synergiczną wizję i jakoś między nami widzę takie rozwiązanie, zostawmy trademark Love, Death & Robots, dajmy podtytuł, dajmy antologii trochę ducha, żeby to rzeczywiście była antologia, żebym czuł, że ktoś mi opowiada jakąś historię albo że przedstawia mi jakieś światy, różne światy i niech np.
4143:  KMM - trzeci sezon Love, Death & Robots zaprowadzi nas do świata
4147:  KMM - steampunk'a na przykład, widzianego różnymi, przez różne, różne, absolutnie różne soczewki.
4154:  KMM - Bo wiemy, że możemy mieć steampunk w postaci Dishonored i w postaci nakręcanej dziewczyny.
4158:  KMM - Chcę zobaczyć to spektrum.
4160:  KMM - Myślę, że widownia na tyle dojrzała, Love the Wind Robot, żeby coś takiego zaproponować.
4163:  BFP - Fajne.
4164:  BFP - To ja bym zarekomendował co innego.
4166:  BFP - To już stawiam wszystko na stole teraz.
4168:  BFP - Ja bym powiedział tak.
4169:  BFP - Uwolnij się od tych cholernych opowiadań.
4172:  BFP - Twórzcie sobie coś od zera.
4174:  BFP - Znajdźcie po prostu dobrych pisarzy, jest ich masa.
4177:  BFP - dobrych scenarzystów, ale jak ja bym był producentem wykonawczym, takim jak ty, Miller, to bym poszedł do studiów, zebrał ich wszystkich na Zoomie i powiedział tak, słuchajcie, chłopaki i dziewczyny, temat wygląda tak, macie zrobić taką historię i taki short, jakbyście walczyli o to, żeby zrobić pełnometrażówkę.
4198:  BFP - A publika będzie potem głosowała obejrzeniami i wysyłała informację Netflixowi, który pójdzie do produkcji jako pełnometrażówka.
4205:  BFP - Tak zaprojektujcie świat i tak przedstawcie bohaterów, jakbyście chcieli poświęcić im 120 minut, a nie 5.
4214:  KMM - No, ładnie.
4216:  KMM - Podoba mi się.
4218:  BFP - Podzielcie się swoimi komentarzami.
4220:  BFP - Super dyskusja, w sensie bardzo Ci dziękuję, ale też chętnie, znaczy wiesz, że nasze paliwo to jest zawsze komentarze ludzi i to co pozostali, którzy oglądali już Love, Death & Robots powiedzą na vlogu pod spodem, czy może się z nami nie zgadzają z tymi ocenami, czy może...
4242:  BFP - który z tych kierunków, które zaproponowaliśmy jest obiecujący dla serii, a może taka formuła dla Was się sprawdza, to chętnie byśmy się o tym dowiedzieli.
4249:  BFP - Subskrybujcie bez schematu.
4251:  BFP - Jak robicie to na vlogu, to też pamiętajcie, żeby kliknąć dzwoneczek.
4255:  BFP - Oglądajcie vlog Krzysztof M. Maj, bo...
4259:  BFP - Krzysztof znacznie szybciej niż ja produkuje materiały i one są bardzo lekkostrawne, to znaczy in-depth to sobie często robimy tutaj, a Krzysztof potrafi esencję Wam przekazać 4-5 minut tuż po jakimś dziele albo mając ciekawe przemyślenia, nie tylko w temacie popkultury, więc jakby, no tak, no pewnie, że promuje swojego kumpla, ale naprawdę polecam Wam śledzić kanał Krzysztofa.
4283:  KMM - A ja się cieszę, że mam przestrzeń, gdzie mogę rozwinąć skrzydła i porozmawiać dłużej, gdzie jestem szlifowany pod kątem.
4290:  KMM - Jesteś challenge'owany.
4291:  KMM - Tak, jestem challenge'owany i moje ostrze krytycyzmu dzięki temu się nie stępia.
4296:  BFP - Także pozdrawiamy was rozmnażacze, rozradczacze, jak to było, jak ty powiedziałeś, rozmnażacze, a ty zaproponowałeś... Rozpłodnicy, bo ja fantazjowałem na punkcie rozwodników i chciałem ich... Tak bardzo bym chciał, żeby powstał fanklub bez schematu, w którym wszyscy tytułowaliby się jako rozpłodnicy.
4316:  BFP - Wtedy mój vlog wirusowo naprawdę mógłby się jeszcze, jakoś jeszcze miałby szansę.
4321:  BFP - Dzięki serdeczne i w ogóle poczekajcie na jeden z nadchodzących odcinków, który przygotowaliśmy z Krzysztofem i z Radkiem Pisulą, naszym kumplem, bo to będzie petarda.
4330:  BFP - To będzie petarda, szczególnie dla wszystkich, których z Was interesuje światotwórstwo i ciekawe światy, które są inspiracją, a które można rozkładać na czynniki pierwsze, żeby być lepszym projektantem światów przedstawionych.
