LOKI oczarował. Recenzja serialu i rozkmina nad przyszłością filmowego Marvela (z Krzysztofem Majem)
🔗 https://www.youtube.com/watch?v=TzMwu9poJVM
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)

0:  BFP - Loki.
3126:  BFP - I będzie Ben Affleck jako Batman i będzie Michael Keaton.
3129:  BFP - Jakby jeszcze tam Christiana Bale'a wrzucili, to już byłby nerdgas.
3132:  BFP - Jeszcze Val Kilmer mi się pojawił.
3134:  BFP - George Clooney, dajcie mi wszystkich, tak?
3137:  BFP - Adama Westa mi dajcie z lat 60.
3139:  BFP - Ale nie zdążę, bo pierwszy będzie Spider-Man i to, co zobaczymy, będzie...
3144:  BFP - Czymś nowym, to będzie nowa jakość, tak jak Avengers było nową jakością w pewnym momencie, bo pokazało tak, ten ensemble, to zgromadzenie, to zebranie bohaterów i połączenie ich w logiczny sposób w jednym filmie, bo rozrzucaliśmy okruszki wcześniej, ma sens i 1 plus 1 daje 11, mamy tę synergię.
3165:  BFP - I teraz będzie zupełnie nowy poziom tego ukłonu w stronę fanów i dania im naprawdę przepysznego deseru w postaci, no to teraz zobaczcie co się stanie, jak weźmiemy postaci, które znaliście sprzed lat, może sprzed dekad, zanim my, i tak jak powiedzieliśmy, wprowadziliśmy porządek do naszych własności intelektualnych i możecie sobie zobaczyć różnych Spider-Manów.
3187:  BFP - Kto wie, może ktoś położy takie pieniądze na stole,
3190:  BFP - że pojawi się znowu Hugh Jackman jako Wolverine, co jest po prostu moim wielkim marzeniem.
3196:  BFP - Ale gdyby tak się stało, gdyby się pojawiło obok Deadpoola i to, co od lat, no wiadomo, że chciałby tego Ryan Reynolds i Hugh Jackman tego chciał, to nie było możliwe, bo prawo należało do Fox i tak dalej.
3207:  BFP - Teraz wszystko ma Marvel w swoim ręku i jeszcze do tego bardzo fajnie fabularnie to uzasadnia przez, no bo Sylwii zabiła tego gościa i przez to mamy multiwersum.
3218:  KMM - Wszystko jest uzasadnione światotwórczo i jeszcze do tego wszystkiego te różne media, które współtworzyły dotąd Marvel Cinematic Universe, przede wszystkim oczywiście komiksy, filmy i seriale mają rzeczywiście szansę tworzyć taką synergiczną opowieść i dla mnie też z perspektywy widza, odbiorcy,
3236:  KMM - Ważne jest właśnie to, że ja oglądając seriale będę doświadczał dokładnie takiej samej satysfakcji albo ekscytacji, jakiej doświadczałem pod koniec sam rozwoju trzeciej fazy MCU, jak zobaczyłem, że z portali do wojny z Thanosem stają wszyscy bohaterowie z innych filmów, które cierpliwie oglądałem i zostałem wynagrodzony tym jako widz.
3257:  KMM - I teraz jestem...
3259:  KMM - czy potencjalnie będziemy wynagradzani właśnie za to, że obejrzeliśmy Lockiego, że obejrzeliśmy Wanda Vision, jak ja obejrzę, to też dołączę do tego zaszczytnego grona, bo właśnie będziemy widzieć reperkusje w tych głównych, bo chyba one pozostaną główne, produkcjach filmowych właśnie z tych seriali.
3275:  KMM - I też znaczące jest to, że Marvel rozpoznał, jak coraz większe znaczenie mają seriale i produkcje streamingowe.
3283:  KMM - I to jest znaczące, że debiut tak ważnego wątku właśnie przypadł na serial, a nie film.
3288:  KMM - Film, który otwiera czwartą fazę uniwersum Marvela, czyli Black Widow, nie jest dobry, ale serial, który otwiera, jest znakomity.
3295:  BFP - Dokładnie, to jest znamienne, że zdarzenia, które mają duży wpływ na wszystkie kolejne filmy w uniwersum Marvela, które będą miały swoją premierę w ciągu najbliższych dwóch, trzech lat, są w jakiś sposób ukierunkowane przez to, co się dzieje w serialu.
3313:  BFP - A jednocześnie okazuje się zdecydowanie za późno, i to nie o rok za późno, o 4-5 lat, film, który jest jednak nie dzisiejszy z perspektywy tego, jakie są stawki w tym Marvel Cinematic Universe i okazuje się całkowicie irrelevantny z perspektywy MCU.
3330:  BFP - Tak, jego mogłoby nie być w tym momencie, w tej fazie, tak.
3333:  BFP - pomimo, że jest blockbusterem, czy jest stworzony jako blockbuster, a serial, który jest zrobiony jako kameralna, autorska wizja i jak już jeszcze raz użyję tego słowa off-beatowy, po prostu nie wiem, czasem mam wrażenie, że to jest jakaś taka trupa teatru improwizacyjnego, która sobie pomyśla, a to będzie fajne, jak sobie wymyślimy na szybko
3353:  BFP - Na podstawie sugestii, które nam rzucają widzowie to zrobimy sobie taką fabułę i nagle się okazuje, że ma takie przełożenie na wszystko co się wydarzy.
3360:  BFP - Ja jeszcze z tego miejsca bardzo cię zachęcam i zachęcam też wszystkich innych, którzy jeszcze nie mieli okazji pomimo, że Disney Plus nie jest w Polsce.
3370:  BFP - to to, żeby dać szansę Falcon and the Winter Soldier, bo o ile stawki tam z perspektywy tego, co widzimy w Loki są najniższe, najmniejsze i to jest zdecydowanie najbardziej przyziemny serial, to jest to kawał dobrego filmu.
3384:  BFP - Ja byłem fanem Captain America Winter Soldier i potem Captain America Civil War, to były dwa moje ulubione filmy zanim, Marvela, zanim pojawiło się Infinity War i Endgame i ten, powiedziałbym taki thinking man's
3402:  BFP - entertainment to jest, który trochę nawiązuje właśnie do starego, dobrego kina w stylu, nie wiem, Podsłuchu, Francuskiego łącznika, czy Trzech dni Kondora, to są takie klasyczne filmy, które wybrzmiewały w Winter Soldier.
3418:  BFP - To nie jest przypadek, że Robert Redford się tam pojawił.
3422:  BFP - Bracia Raso sprzedali mu ten swój film.
3425:  BFP - To tutaj właśnie jakieś takie reperkusje polityczne i społeczne związane z tym, że część ludzi wyblipowało, a jak już się pojawili z powrotem, to się okazało, że część z nich na przykład nie ma domów.
3438:  BFP - Powinni być repatriatami, ale nie są.
3440:  BFP - Próbują stworzyć swoją własną ojczyznę.
3442:  BFP - Jest ten wątek tego serum super żołnierza i dlaczego na przykład Falcon go nie przyjmie.
3447:  BFP - To są naprawdę ciekawe wątki.
3449:  BFP - Ten Baron Zemo też ma swoje bardzo ciekawe racje do przedstawienia chociażby do tej pory antagonistą.
3454:  BFP - Jeszcze raz.
3455:  BFP - Rozrywka dla myślącego człowieka, to jest jakby Loki był wysmakowany, przepyszny, cudowny, ale Falcon and the Winter Soldier to jest podobnie jak poprzednie części Kapitana Ameryki, jest rozrywka, która angażuje szare komórki i mówi, a co gdyby to się rozgrywało w realnym świecie, a nie w takich fajnych światach fantazy, jakie sobie stworzyli twórcy Lokiego, czy jakie widzieliśmy w Thorze i Asgard.
3477:  BFP - czy nawet Guardians of the Galaxy więc naprawdę bardzo Ci polecam daj szansę temu serialowi i również tak jak fantastyczna była dynamika między Locke'im a Mobius'em i Locke'im a Sylvie tak samo cały Falcon and the Winter Soldier stoi na dynamice między trzema postaciami czyli Falconem i Winter Soldier'em czyli Buck'im oraz na Baronie Zemo który do nich dołącza jako trzeci polecam naprawdę polecam
3507:  KMM - będzie oglądane.
3509:  KMM - Musi być.
3510:  BFP - Dajcie nam znać w komentarzach, jeżeli, no chyba oglądaliście już Lockiego, zresztą widziałem sporo moich znajomych, którzy dzielą się opiniami raczej pozytywnymi o Lockiem, więc pewnie podzielicie się fajnymi komentarzami.
3521:  BFP - Możecie też pobawić się z nami trochę w grę na temat prognoz tego, co czeka Marvel Cinematic Universe, chociaż ponownie, ja mam wrażenie, że raz jeszcze, ten serial jest tak fajnie odrębny, specyficzny, wyrazisty, a mimo to tak bardzo odkrył karty.
3536:  BFP - które gdzieś tam ma ułożone w swoim biurze Kevin Feige, jeżeli chodzi o przyszłość Marvel Cinematic Universe.
3542:  BFP - I swoją drogą, przepraszam, a jeszcze to muszę powiedzieć, bo ja nie mogę się doczekać z Mahershalą Ali nowego Blade'a.
3549:  BFP - Blade zawsze był dla mnie w ogóle...
3553:  BFP - Film Blade pierwszy i drugi z Wesley Snipesem był jedną z najlepszych rzeczy jakie stworzył Marvel obok Spidermana 2 przed czasem tego Marvel Studios, prawda?
3563:  BFP - I teraz gdzieś pojawiła się plotka, bo Wesley Snipes był doskonałym Blade'em, jakby on się urodził, żeby zagrać Blade'a i pojawiła się plotka, że może, że może znajdzie się sposób, żeby Wesley Snipes pojawił się też jako alternatywny Blade.
3577:  S00 - No bo co?
3578:  BFP - Mamy multiversum, tak?
3580:  BFP - No więc byłoby naprawdę fantastycznie.
3581:  BFP - Więc jak macie takie smaczki, to wrzucajcie je w komentarzach.
3584:  BFP - Mam nadzieję, że bawiliście się tak dobrze jak my podczas tej rozmowy, bo to była naprawdę fajna rozmowa o fajnym serialu.
3590:  BFP - Nie wymagała od nas takiej rozkminy intelektualnej jak Handmaid's Tale, tylko takiej czystej fanowskiej uciechy.
3597:  BFP - Pamiętajcie, żeby sprawdzić kanał Krzysztofa.
3599:  BFP - Pamiętajcie, żeby sprawdzić inne polecane analizy i recenzje, aby tak już...
3605:  BFP - się złożyło, że pewnie znowu się zobaczymy bardzo niebawem
