🔴 Odpalamy live'a i Krzysztofa jednocześnie || Q&A Bez/Schematu #1
🔗 https://www.youtube.com/watch?v=4VFsqqQ8tk4
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

1:  KMM - Chyba trzeba dwa razy dać też na YouTubie.
6230:  KMM - w waszych pomysłach także na odcinki na Bez Schematu, a niezależnie oczywiście zostawiamy wszystkie te wątki dyskusji o kulturze, o filmach, o serialach, o anime.
6242:  KMM - Być może nawet możecie się spodziewać tego, że zostaną dołączone kolejne tematy z uwagi na fakt, że społeczność Bez Schematu skupia się także wobec aspektów, które dotąd przez eskapistów holistycznych rozważane nie były.
6255:  BFP - I jeszcze informacje dla wszystkich, bo tutaj wiem, że jest z nami wiele fajnych osób, które są już na Discordzie.
6261:  BFP - Informacje dla tych, którzy są z Bez Schematu, ale nie byli jeszcze na Discordzie.
6264:  BFP - Krzysztof, gdzie będziesz wrzucał linka?
6266:  KMM - Będzie link w komentarzu tutaj pierwszym pod naszym live'em, ale niezależnie też zamieścimy link w karcie społeczności.
6274:  KMM - Wystarczy tylko w niego kliknąć i już będziecie na miejscu.
6277:  BFP - To jeszcze nie koniec announcements, jeszcze będą, a teraz jedziemy z kolejnym pytaniem.
6280:  KMM - Jedziemy, absolutnie.
6281:  BFP - Bo time clocks.
6283:  KMM - Po Ani Nowak mamy Marka Molendę, który pyta o najlepszy musical.
6287:  KMM - Jeśli go brak, najlepszą piosenkę musicalową z animacji Disneya.
6292:  KMM - Filip, zanim zgorszę wszystkich czat i świat, odpowiedz tak, jak ci w duszy gra.
6298:  BFP - Dobra.
6300:  BFP - Dla mnie najlepszym musicalem absolutnie jest La La Land.
6302:  BFP - To jest jedno z tych dzieł, do których kocham wracać, żeby poczuć się lepiej.
6305:  BFP - Absolutnie kocham ten film, kocham wszystkie utwory, które tam są.
6309:  BFP - Uwielbiam.
6311:  BFP - South Park był całkiem niezłym musicalem i zgadzam się z tym, co tutaj napisał sam
6316:  BFP - Wit czy Wit.
6318:  BFP - Ale jeżeli chodzi o piosenki Disneya, których jest dużo znakomitych, to powiedziałbym, że Moana.
6328:  BFP - Kojarzycie Moanę?
6329:  BFP - To jest ciekawe.
6330:  BFP - Ma najlepsze piosenki.
6331:  BFP - W ogóle w polskiej wersji językowej też maleńczuk, który wykonuje jedną piosenkę jest fenomenalny.
6335:  BFP - Natomiast ciekawostka, jeżeli chodzi o Moanę.
6338:  BFP - Moana, która jest moim zdaniem lepszym tytułem, została w Polsce przetłumaczona na Wajana.
6344:  BFP - Jako, że okazało się,
6346:  BFP - I ktoś nie zrobił researchu, że Moana była znaną włoską aktorką porno w latach osiemdziesiątych.
6354:  BFP - Moana od Moan, czyli jęczeć.
6356:  BFP - I nikt tego nie sprawdził.
6358:  BFP - I ludzie doszli do wniosku, że jak dzieciaki będą wklepywały na tabletach Moana, żeby posłuchać swoich piosenek, to będą trafiały na Moanę z włoskiego klasycznego kina twardszej erotyki.
6372:  BFP - Więc Vajana Moana to jest, tam będzie to są moje ulubione piosenki disneyowskie.
6376:  Dziękuję.
6379:  KMM - Opowiem wam pewną historię.
6383:  KMM - Omoanie.
6387:  KMM - To byłaby dobra historia.
6388:  KMM - Mianowicie, jak dostawałem pierwsze kasety VHS i wciąż się zgadza.
6394:  KMM - Od rodziców mniej się zgadza.
6397:  KMM - To były właśnie filmy Disneya.
6400:  KMM - Właśnie ujawniłem przy okazji swój wiek, ale wszyscy wiedzą, że jestem stary byk.
6405:  KMM - W każdym razie...
6408:  KMM - Ale tego wszyscy nie wiedzieli, a teraz wiedzą.
6410:  KMM - No teraz już zdupiłem, no.
6412:  KMM - I rzeczone kasety VHS miały taką cudowną funkcję, wiecie jaką?
6417:  KMM - Mianowicie można było w niesłychanie hałaśliwy sposób przewinąć je dalej.
6421:  KMM - I ja, mając te 6-7 lat, jak siedziałem nad tymi kasetami, oglądałem filmy Disneya, za każdym razem, ale to za każdym razem, jak pojawiała się wstawka śpiewana, to Krzysztof robił coś takiego.
6435:  KMM - Gwałtownie do pilota i na pilocie tylko wyszukiwał ten przycisk, który mógł się przesunąć dalej.
6440:  KMM - Mój żenadometr, z niewiadomych względów, zawsze jak jest występ śpiewany w jakimkolwiek filmie, wyskakuje na orbitę, zbija szkiełko i gwałtownie wyje, przechodząc na DEFCON 2.
6453:  KMM - Ja nie jestem w stanie z jakiegoś względu ich zdzierżyć i to nie jest coś, co się wiązało jakby z moim niewyrobieniem smaku artystycznego czy czymkolwiek tym innym.
6462:  KMM - Nie, po prostu nie znoszę.
6464:  KMM - I niestety oberwało się także Disneyowi, więc wszyscy, którzy cytują różnego rodzaju piosenki Disneya, no we mnie nie mają zrozumienia.
6471:  KMM - Z jednym wyjątkiem była taka piosenka z Kazy, której nie przewijałem, ponieważ było tam dużo zielonego ognia, więc nie miałem serca.
6480:  KMM - Ale tak, większość piosenek musicalowych out.
6484:  BFP - A zaznaczmy, że poza całą tą skazą, see what I did there, poza całą tą skazą musicalową, to Krzysztof przecież ma problem z ogarnięciem tej kuwety muzycznej, która polega na tym, że tu jest muzyka i tu jest głos.
6497:  BFP - Jak to się wszystko połączy, to co się dzieje?
6499:  BFP - Dwie półkule się rozjeżdżają.
6500:  BFP - Absolutnie.
6502:  BFP - A jeszcze tylko zaznaczę Vajana, ale kurde, Pixar i Coco
6508:  BFP - Koko, poza tym, że to jest, znaczy w ogóle wszystkie filmy Pixara wyciskają ze mnie łzy, to są żenujące sytuacje.
6514:  BFP - Ja raz byłem z moją byłą i jej mamą na filmie Pixara i zapłakałem tak głośno, to było coś takiego, była totalna cisza, ja zrobiłem coś takiego...
6525:  BFP - że przyszła ochrona i myślałem, że mnie zabiorą stamtąd, żeby mnie straszył dzieci.
6531:  BFP - I Koko jest filmem, przy którym ryczę najbardziej.
6534:  BFP - Ale Koko ma też przewybitne piosenki.
6537:  BFP - Naprawdę przewybitne.
6539:  KMM - No tak, to jest, widzicie, to jest ten właśnie element, w którym się pięknie różnimy, bo ja takich doświadczeń nigdy nie miałem i zawsze one były dla mnie dość egzotyczne, natomiast od razu powiem, bo widziałem na czatach, Palitka wspomniała o Fineaszu i Ferbie.
6552:  KMM - Ja znam, ja znam jedną piosenkę z Fineasza i Ferba.
6556:  KMM - To jest piosenka, która towarzyszy reklamie telewizyjnej.
6559:  BFP - I teraz ją zaśpiewam.
6560:  KMM - Tak, tak zrobię.
6562:  KMM - Piosenka brzmi następująco.
6565:  KMM - Cegła, cegła, cegła, cegła, cegła, fajna rzecz.
6568:  KMM - Koniec.
6570:  KMM - Przechodzimy dalej, zanim wyprowadzi mnie ochrona.
6574:  KMM - Tyle dobrych porównań do tego, co się właśnie... Te wszystkie są tak bardzo niecenzuralne.
6580:  KMM - Jest pytanie od Maćka, które wybawi mnie od tej sytuacji, mianowicie po każdej książce Terry'ego Prechetta dziękujemy Maćku za trybut.
6589:  KMM - Mam kaca, co teraz czytać.
6590:  KMM - Czy można stworzyć równie wciągające doświadczenia w innych mediach?
6596:  KMM - Powiem tak, jest holistyczna agencja, ale nie eskapistyczna na Discordzie, tylko detektywistyczna Deka Gentiego.
6603:  KMM - Jeżeli lubisz humor Pratchetta, to polecam ten serial, naprawdę.
6607:  KMM - Gra tam Elijah Wood i gra w zupełnie inny sposób niż zwykle gra Elijah Wood, więc...
6613:  KMM - Daj temu szansę, możesz nie być rozczarowany.
6616:  KMM - Względnie też muszę wyznać, że taka ekranizacja Piekła Pocztowego, która była swoją drogą z Davidem Satchetem, świetny aktor znany z serialu Puerro, który kocham, Miłością Niezmierzoną, też trzymała dobry poziom.
6628:  KMM - Ale pytanie, i to pytanie do mnie, dlatego się wyświetla tak długo.
6632:  KMM - Krzysztof od Maćka.
6634:  KMM - Uszeregły proszę książki od najciekawszego do najmniej ciekawego literackiego projektu światotwórczego.
6641:  KMM - P.A.
6642:  KMM - na temat Wirikonium, Miasto Szaleńców i Świętych, Dworzec Perdido.
6645:  KMM - I oczywiście z krótkim uzasadnieniem, nie z pogardą.
6649:  KMM - Właśnie to zrobiłeś.
6651:  KMM - Znaczy, uszerogowałeś książki od najbardziej ciekawego projektu światotwórczego do najmniej.
6657:  KMM - Dworzec Perdido bardzo szanuje za to, co tam China Meville zrobił, ale proza China Meville jest bardzo specyficzna i jednak mnie bardziej przekonuje to, co zrobił Neil Stevenson, ale że mówiłem o Panatomie, to teraz jeszcze tylko dopowiem, o co chodzi.
6668:  KMM - Mianowicie, Neil Stevenson w Panatomie ma takie założenie, że są matemy, z których wypuszcza się co paręset lat naukowców.
6675:  KMM - Założenie jest takie, że osiągnie to
6678:  KMM - praktyczną nieśmiertelność, a wypuszcza się ich dlatego, że głównie są trzymani w zamknięciu i izolacji po to, żeby nie doprowadzili do straszliwych wypadków.
6686:  KMM - Prawdopodobnie chodziło o wojnę termonuklearną.
6689:  KMM - I świat się odwraca od nauki całkowicie.
6691:  KMM - I w którymś momencie na nieboskłonie pojawia się zjawisko, nie będę spoilował jakie, które powoduje, że muszą zwrócić się do tych zamkniętych naukowców.
6699:  KMM - I odkrywają, że wytworzyły się zupełnie nowe społeczeństwa.
6702:  KMM - I to jest tak ponura metafora tego, co się dzisiaj dzieje, że może przejdziemy do następnego pytania, chyba że Filip chce coś dodać.
6715:  BFP - Przepraszam, bo czy w ogóle jestem strasznie jakiś taki poruszony tym, że...
6721:  BFP - że łączą się społeczności bez schematu i społeczności, które znają KMM, vloga i są na Discordzie.
6728:  BFP - I to dla mnie jest bardzo poruszające, bo to dla mnie też jest bardzo ważne, żeby osoby, które do tej pory śledziły Krzysztofa, nie śledziły bez schematu, były zainteresowane tym, co robimy razem na bez schematu.
6742:  BFP - Więc jest to przejmujące, jak jeszcze widzę, że są trybutariusze i pierwsze wpłaty, a będziemy jeszcze o tym dzisiaj coś mówili, to jest to dla mnie poruszające, tylko tyle.
6751:  BFP - Ale chciałem powiedzieć, jeżeli pozwolisz mi Krzysztof na anonsmenty, też możesz dorzucić zaraz do nich, bo wszystko co mówimy to też jest ustalone między nami, to są nasze wspólne plany.
6761:  BFP - My sami we dwóch siedzimy, sami we dwóch.
6764:  BFP - Siedzimy i wymyślamy te rzeczy.
6765:  BFP - My, my rzeczy te wymyślamy.
6768:  BFP - My, my.
6769:  BFP - Jak to możliwe?
6770:  BFP - Mamy tytuły doktora i możemy wymyślać.
6773:  BFP - To jest to, że na pewno będzie ten format live'owy, o którym już powiedzieliśmy, format, z którym będziemy eksperymentowali, na pewno będą materiały Krzysztofa solo, na pewno będzie więcej shortów,
6786:  BFP - Zaczynamy z tym eksperymentować.
6787:  BFP - Wczoraj zrobiłem shorta, którego Wam polecam, bo w jedną minutę polecam film The House, który możecie obejrzeć na Netflixie.
6793:  BFP - Cudowny, odpalony, zrobiony w stop motion, film inspirowany Lynchem, więc będziemy starali się robić więcej shortów i niektóre z nich są naprawdę dobre.
6803:  BFP - Na przykład wyobraźcie sobie short, w którym w jedną minutę Krzysztof tłumaczy Wam, czym jest immersja.
6809:  BFP - Więc takich shortów będzie pewnie więcej.
6812:  BFP - Będziemy mieli wciąż te wszystkie nasze spotkania, debaty, dyskusje na temat popkultury, dzieł popkultury, które wychodzą.
6819:  BFP - Ale jest również pomysł, mam nadzieję, że to się sprawdzi, na razie potraktujemy to eksperymentalnie, abyśmy z Grzegorzem, Grzegorzem Montrobą, który jest tym trzecim w naszej Radzie Muszkieterów i który wydaje Okiem Deva, które jeszcze raz serdecznie Wam polecamy, jeżeli interesuje Was branża gier, ale także samorobienie gier, bo Grzegorz jest devem, on naprawdę programuje te gry, on uczestniczy w procesie i on ciekawe komentarze dorzuca do tych newsletterów, to chcielibyśmy raz w miesiącu
6848:  BFP - Na podcaście bez schematu, ale tylko na podcaście, nie będzie tego na YouTubie, na razie chcemy zrobić taki eksperyment.
6854:  BFP - Dłuższe, bo godzinne, dwugodzinne pogadanie, ja, Grzegorz i Krzysztof, jeżeli będzie miał czas, żeby do nas dołączyć, plus jakiś gość z polskiego GameDevu, a już mamy jednego gościa, a nawet...
6868:  BFP - She, czyli gościnie.
6872:  BFP - I będziemy pogłębiali tematy, które były w newsletterze, na przykład właśnie o przejęciu Activision Blizzarda przez Microsoft, albo na przykład o tym, dlaczego czasami gry wpadają w tak zwany limbo.
6883:  BFP - I nie mówię o grze limbo, która jest znakomita, mówię o dziwnym, ciemnym miejscu, w którym znajdują się gry, które nie mogą...
6890:  BFP - wyjść.
6891:  KMM - Teraz ja się muszę wtrącić, ponieważ Filip tokuje, a tutaj trybuty się nam pojawiają.
6897:  KMM - Krzyszton Off trybutuje i pyta co do trybutu i piosenek Złoto, Złoto, Dłoto, więc domniemy wam, że po pierwsze aluzja, a po drugie entuzjastyczna zgoda z tematyką musicalową.
6909:  KMM - Dziękujemy ci Krzysztof za trybut.
6911:  KMM - I Liwia trybutuje takoż.
6912:  KMM - Dziękujemy ci serdecznie Liwio.
6915:  KMM - Krzysztofie brzmi jak dużo pracy.
6917:  KMM - Czy możesz nam obiecać, że się nie wypalisz, mimo że wypalenie kojarzy się z gruntu dobrze?
6921:  KMM - Oczywiście, że wypalenie się kojarzy dobrze, ale powiem wam całkowicie szczerze, że wypalenie zawodowe to ja już za sobą miałem i to był bardzo zły okres w moim życiu i m.in.
6931:  KMM - Filip mnie z niego wyciągał, więc jestem w dobrych rękach.
6934:  KMM - A pamiętajcie o tym, że zawsze kluczem do wszystkiego jest odpoczynek i odpoczynek.
6939:  KMM - Odpoczynek to jest coś, czego zażywam regularnie i mógłbym tego uczyć, ale uczę innych rzeczy.
6945:  KMM - A może kiedyś mi się zdarzy, żeby coś o tym więcej powiedzieć.
6949:  KMM - Kiedyś robiłem vloga o odpoczynku, ale mam wrażenie, że wciąż jest bardzo dużo w tym temacie do powiedzenia, więc też nie słuchajcie tak przesadnie, to będzie bardzo złośliwa uwaga, ale większość youtuberów robi karierę z tego, że jęczy straszliwie nad tym, jako to jest straszne wypalenie zawodowe,
6965:  KMM - Ale mam wrażenie, że jeżeli dla kogoś pierwszą karierą, czy pierwszym zajęciem właśnie nie jest tworzenie treści, tylko inne rzeczy i tworzenie treści jest pewną logiczną częścią tego ekosystemu, to takiego ryzyka nie ma.
6978:  KMM - Ale to jest z drugiej strony smutna uwaga, bo ja mogę ze swojej strony powiedzieć, że obrywałem po dupie w życiu, że naprawdę najgorszy komentarz, jaki kiedykolwiek można dostać i jakie widziałem wiele razy screenshotowane przez różnych youtuberów zagranicznych, to jest pikuś w porównaniu z tym, co słyszałem na wydziale polonistyki
6995:  KMM - UJ.
6999:  KMM - teraz Q&A, Q&A, Q&A, tak, tak, Q&A, Q&A, moi kochani.
7006:  KMM - Konrados pyta, powiedzcie, za co w zasadzie lubicie kino superbohaterskie, zwłaszcza ty, Filip?
7011:  KMM - O!
7012:  KMM - Czy jest to jakiś rodzaj guilty pleasure, czyli winnej przyjemności?
7016:  KMM - Jesteście mi bliscy w swoim guście, również filmowym, natomiast nie w tym aspekcie.
7020:  KMM - Przyznam, że nie do końca rozumiem, a chciałbym zrozumieć, od czego najlepiej zacząć i spróbować się przekonać.
7025:  KMM - Filip, podłoga jest twoja.
7029:  BFP - Z mojej perspektywy jest to dość proste z poziomu psychologii.
7035:  BFP - Komiksy superbohaterskie miały na mnie przemożny wpływ.
7039:  BFP - Jak miałem 6 lat, zacząłem je czytać i czytałem tak do wieku 10-12 lat.
7043:  BFP - Oczywiście potem wróciłem do nich i dalej czytam komiksy, ale te superbohaterskie to naprawdę wyglądało tak, że wszystkie oszczędności kieszonkowe, jakie miałem, to raz w miesiącu
7053:  BFP - Po prostu polowałem, czy już się pojawił, czy już się pojawił, bo czasami nie dojeżdżały te komiksy TM Semic i kupowałem Batman, Superman, Spiderman, Punisher, Mega Marvel, co tam jeszcze było, jakieś giganty, Spawn potem zaczął wychodzić, wszystko co było do kupienia.
7070:  BFP - Kochałem, po prostu kochałem te komiksy i pochłaniałem.
7073:  BFP - Oczywiście Batman był dla mnie najważniejszy, absolutnie.
7076:  BFP - I...
7078:  BFP - Ja dalej jestem chłopcem, tak?
7079:  BFP - To się nie zmieni.
7080:  BFP - Znaczy mam w sobie ten pierwiastek dziecięcy, który będę hodował, podlewał i chronił przed światem jeszcze przez najbliższe, daj Boże, 50 lat.
7090:  BFP - Mówi to ateista, więc nie brzmi szczerze.
7095:  BFP - I myślę, że nigdy mi się nie znudzi kino superbohaterskie, bo sam fakt, że ktoś zmaterializował tych bohaterów, to wiecie, Spiderman No Way Home
7106:  BFP - To było spełnienie moich dziecięcych marzeń.
7109:  BFP - I to jeszcze nie takich, kiedy w 2002 roku oglądałem Spidermana Samaraimiego z Tobim Maguirem.
7115:  BFP - To było spełnienie moich marzeń, gdzie ja w 1996 roku czytałem Spidermana i jego klon, Ben Rayleigh.
7122:  BFP - Jego klon stał się szkarłatnym pająkiem, czyli Scarlet Spider.
7126:  BFP - I widziałem dwóch Spidermanów, którzy wyglądali niemalże tak samo, tylko drugi miał tlenione włosy.
7130:  BFP - I pomyślałem...
7131:  BFP - Wow, jakbym ja kiedyś zobaczył dwóch Spidermanów na ekranie naraz.
7134:  BFP - I to się stało z Into the Spider-Verse, który jest jednym z moich ulubionych animacji.
7138:  BFP - To się stało, znaczy moja odpowiedź jest następująca.
7141:  BFP - Słyszysz ton mój głosu.
7143:  BFP - Widzisz błysk w moich szalonych, różnokolorowych oczach.
7148:  BFP - To jest moja odpowiedź.
7149:  BFP - To nie musi być racjonalna odpowiedź.
7151:  BFP - To jest po prostu emocjonalna odpowiedź.
7152:  BFP - Ona wystarczy.
7154:  KMM - A ja od siebie dorzucę, że nie ma czegoś takiego jak guilty pleasure dla mnie.
7158:  KMM - Przyjemność to przyjemność.
7159:  KMM - Jeżeli czujecie jakiekolwiek ugryzienie winy, że zajmujecie się czymś, co być może ktoś inny ocenia jako coś gorszego lub mniej artystycznego, wysublimowanego,
7171:  KMM - Pieprzcie coś takiego, róbcie co chcecie i róbcie co wam się podoba.
7175:  KMM - Dziękujemy serdecznie Oskarowi za trybut z Krety.
7178:  KMM - U mnie Filip Krecha, zalane łaczoski, ale generalnie was uwielbiam, wstrętne lewaki.
7183:  KMM - W takim razie, Oskarze, mamy nadzieję, że to jest jedyna słuszna krew, a...
7187:  KMM - Piosenka o cegle ląduje na wieczność w legendarnym zestawie.
7190:  KMM - Będzie słuchane, oglądane.
7191:  KMM - Cieszymy się bardzo.
7192:  BFP - To jest dla mnie w ogóle tak piękne.
7194:  BFP - Odnieś się do tego, Oskar, bo my dyskutowaliśmy w komentarzach.
7198:  BFP - W ogóle kochamy dyskutować z wami w komentarzach.
7200:  BFP - Często się z wami nie zgadzamy.
7203:  BFP - Ale to, że jesteś tu z nami dzisiaj, po naszej dyskusji w komentarzach, to, że robimy sobie żarty z tego, że lewaki, może mamy różne spojrzenie na pewne rzeczy, ale jesteśmy tu i możemy ze sobą rozmawiać, a ty jeszcze rzucasz nam...
7219:  BFP - donate'a.
7220:  BFP - Po to robię bez schematu.
7221:  BFP - To jest wspaniałe.
7223:  BFP - Jeżeli jest jakaś platforma, na której mogę rozmawiać z ludźmi, którzy mogą poszerzyć moje spojrzenie, nawet jeżeli się z czymś z nimi nie zgadzam, mogę wysłuchać ich argumentów, oni wysłuchają moich.
7233:  BFP - Dziękuję.
7235:  KMM - No to jest budujące i ja mam taką perwersyjną przyjemność w tym, że to się dzieje na tym YouTubie, który jest odrzygnywany w Polsce zwłaszcza od najgorszego i od siebie dodam, że przypominam sobie to, jak wielu YouTuberów zwraca się do swojej społeczności w zupełnie inny sposób.
7254:  KMM - Myślę, że wiecie do kogo konkretnie aluduję.
7257:  KMM - Nie do końca mi się to podoba.
7259:  KMM - Ja osobiście, jeżeli ktoś zwraca się do społeczności na takiej zasadzie, że no tylko komentujecie, tylko macie pretensje i tak dalej i tak dalej.
7270:  KMM - Wiesz, też miałem na myśli Gonciarza, ale jak już tak rzucamy nazwiskami, nie?
7274:  KMM - Bo to jest trochę bezsensu.
7276:  KMM - Ja rozumiem, że się może pojawić taki moment właśnie wypalenia, frustracji i tak dalej, ale tak jak mówię...
7283:  KMM - Myślę, że przeciętny uczeń w czwartej klasie szkoły podstawowej słyszy gorsze rzeczy na co dzień i nie ma do kogoś pójść i nie ma się u kogo poskarżyć i nie dostaje za to pieniędzy z dobrych dealimi reklamowych.
7295:  KMM - O, dobra, szybko idziemy do Q&A, bo grząski temat polskiego YouTuba.
7302:  KMM - Szymon Półtorak pyta.
7306:  KMM - Szymon pyta, ile razy trzeba było przypomnieć Krzysztofowi o tym live'ie.
7314:  KMM - Filip, błagam cię, opowiedz historię z niedzieli, bo to może być mroczne.
7319:  BFP - No dobra, mogę.
7320:  BFP - Ja chciałem w ogóle tym razem na poważnie powiedzieć, że
7325:  BFP - To Krzysztof przypominał o tym live'ie.
7326:  BFP - To Krzysztof był naprawdę, znaczy obaj byliśmy napaleni na tego live'a i w ogóle to jest coś cudownego.
7333:  BFP - Ja Krzysztofowi powiedziałem, 300 osób to będzie max, jest 350 osób.
7337:  BFP - Robimy drugą godzinę, rozmawiamy i to jest coś pięknego, ale to Krzysztof przygotował całe te sceny, które widzicie, że wygląda to ładnie.
7348:  BFP - podpiął wszystko, to on w obie się ogarnął klucz, to on prawie zawalił to, że nie wystartował.
7354:  BFP - Tak było, nie zmyślasz.
7355:  BFP - Więc zaskoczę was.
7359:  BFP - Nie musiałem przypominać Krzysztofowi, to Krzysztof przypominał o live.
7363:  KMM - Filip bardzo dba o to, żeby Marka bez schematu, ma cały czas uzasadnienie merytoryczne, że spodziewacie się jakiejś wypowiedzi, to znaczy spodziewacie się, że ten Krzysztof nie pamięta, a tu...
7375:  KMM - Nie, ale to prawda.
7376:  KMM - Zapominam rzeczywiście często.
7378:  KMM - Ale kluczowa kwestia we współpracy w takich chwilach to jest komunikować to otwarcie całkowicie.
7383:  KMM - I ja to robię.
7383:  KMM - Teraz już się nauczyłem, że jak zaczynam współpracę, to mówię, ale wiecie, na co się piszecie, tak?
7389:  KMM - To znaczy, ja jestem tym człowiekiem, który sprezentował serdecznemu przyjacielowi książkę o Gwiezdnych Wojnach danego dnia, jak jedliśmy steki.
7397:  KMM - I na następny dzień przyjechał do niego na picie rumu, ponieważ akurat się znalazł rum.
7403:  KMM - I musiałem przyjechać w związku z tym.
7405:  KMM - Podszedłem do półeczki, wyciągnąłem książkę o Gwiezdnych Wojnach, którą ode mnie dostał.
7410:  KMM - Kuba, słuchaj, skąd ty masz tę książkę?
7412:  KMM - Zajebista, nikt o niej nie wie.
7413:  KMM - Więc mając to w świadomości swej, ostrzegam, przestrzegam wszystkich o tym.
7419:  KMM - Przed tym i przede mną.
7422:  KMM - Maciej Grzyb pyta.
7424:  KMM - Mam pytanie.
7424:  BFP - Ile zostało nam pytań tak z ciekawości?
7426:  KMM - Trochę.
7428:  KMM - Jako fan postaci Supermana, czy uważacie, że możliwe jest, aby w końcu powstał film lub ewentualnie gra, która oddawałaby esencję tej postaci, a nie był tylko nielogicznym kinem akcji czy science fiction jak Stan of Mill, przepraszam, Man of Steel, Zacka Snydera?
7446:  S03 - Ja czy ty?
7447:  KMM - Ja myślę, że...
7449:  KMM - Jest problem z Supermanem duży, to znaczy taki właśnie jak z każdym innym uniwersum, które nie jest zarządzane przez kompetentnego lormistrza i w DC Extended Universe, nawet nie wiem, czy to się wciąż nazywa DC Extended Universe, bo ktoś już mnie poprawiał, że nie, mam wrażenie, że po prostu takiej osoby nie ma.
7468:  KMM - Jeżeli chodzi o gry wideo superbohaterskie, tutaj się różnimy też z Filipem w ocenach, ja wciąż nie mam takiej, która mi się podobała,
7475:  BFP - No bo nie masz PlayStation, nie grałeś Spidermana.
7478:  KMM - No właśnie, więc... Albo Arkham City, Arkham Asylum.
7482:  KMM - Dobra, dobra, okej.
7483:  KMM - Arkham, nie, nie.
7484:  KMM - To seria Arkham jest znakomita.
7485:  KMM - To jest bez dwóch zdań.
7487:  KMM - Natomiast jeżeli chodzi o takie... Ale umówmy się, że Batman to jest Batman, to jest osobna klasa.
7493:  KMM - Ale jeżeli chodzi o śmiesznych ludzi, którzy latają w rajtuzach i strzają laserami, to byłoby ciężko z grą wideo.
7498:  KMM - Wiecie, dlaczego byłoby ciężko z grą wideo?
7500:  KMM - Ponieważ taki superbohater zbyt przypomina maga.
7503:  KMM - A producenci gier wideo nie znoszą robić gier o magach, ponieważ społeczność graczy wtedy mówi, że on jest overpowered.
7508:  KMM - Ale istotą postaci Supermana jest to, że on jest overpowered, więc jedyny tryb, w jaki sobie jestem w stanie wyobrazić, to byłaby nieznienawidzona przeze mnie narracja, czyli Superman traci swoją moc.
7519:  KMM - O nie, o nie, to się nigdy nie starzyło.
7525:  BFP - Odpowiem kontrowersyjnie, a co jest esencją Supermanu?
7528:  BFP - bo to jest nieprawdopodobnie nieciekawy bohater na tle większości innych.
7534:  BFP - Każdy Spiderman
7537:  BFP - Młody student, ledwo wiąże koniec z końcem, stracił wujka, musi utrzymywać swoją ciocię.
7546:  BFP - Nie radzi sobie z dziewczynami.
7547:  BFP - Batman, smutny miliarder, biały człowiek, który ubiera się w nocy, żeby spuścić wpierdy osobom będącym niżej na drabinie społecznej.
7559:  BFP - Punisher, człowiek, który żyje wyłącznie zemstą i dokonuje okropności, tłumacząc sobie, że to za rodzinę.
7565:  BFP - Każdy jest ciekawy.
7566:  BFP - A kim jest Superman?
7568:  BFP - Superman, jestem Bogiem, tak?
7571:  BFP - Trochę.
7572:  BFP - Trzeba było wymyślić kryptonit, żeby nie był tak nieciekawy, żeby miał chociaż jakąś słabość.
7579:  BFP - Ja nie uważam, że Man of Steel jest tak złym filmem.
7582:  BFP - Uważam, że fajnie by było pokazać, po pierwsze, podoba mi się to, że Superman zabija na koniec,
7587:  BFP - co jest całkowitym złamaniem jego kodeksu moralnego, ale musi to zrobić, bo Zod mówi mu, pozabijam wszystkich.
7594:  BFP - Nie spocznę.
7595:  BFP - Nic nie mam już do stracenia.
7597:  BFP - I dwa, podoba mi się to, jak bardzo epicka jest ta walka i jak bardzo zniszczone zostaje miasto i na czym potem jest budowany Dawn of Justice, czyli druga część, która jest fatalnym filmem.
7607:  KMM - Ale z genialną sceną początkową.
7609:  BFP - Tak, że czy jest miejsce do takich istot jak Superman?
7612:  BFP - jeżeli tyle złego robią, chcąc zrobić coś dobrego.
7616:  KMM - Tak, tam była ta scena, która mnie urzeka jako człowieka, któremu zawsze przeszkadzało to, że świat jest traktowany jako płótno, na którym sobie możemy rozlewać farby w nieskończoność.
7626:  KMM - I przypominam sobie, że pierwszy raz w życiu właśnie wtedy zobaczyłem komentarz kogoś na ekranie do tego, ale zaraz, to, że on się właśnie władował w wieżowiec, żeby zniszczyć półboga, to jest dokładnie 9-11.
7638:  KMM - I dlaczego jest tak, że my...
7640:  KMM - widzimy zło w samolocie uderzającym w wieżowiec i zabijającym ludzi, a lekce sobie ważymy to, że to samo robią półgubogowie w pelerynach.
7649:  KMM - I to jest najpiękniejsza i jedyna dobra scena filmu Dawn of Justice, czyli Świt Sprawiedliwości.
7655:  BFP - To jest skrobnięcie tylko powierzchni, biorąc pod uwagę czym jest Watchmen.
7661:  BFP - Alan Moore podjął ten temat jakieś 20 lat wcześniej i znacznie głębiej i to był tylko punkt wyjścia.
7667:  BFP - Bo w Watchmen była ustawa, która zdelegalizowała superbohaterów ze względu właśnie na to, że są loose cannons, czyli tak naprawdę nie ma nad nimi kontroli.
7676:  BFP - Także Filip, co sądzisz o anime?
7678:  BFP - Krzysiu lubi.
7680:  BFP - Jest szansa, aby anime stało się popularne w Polsce?
7682:  BFP - Jeśli tak, to co może wpłynąć na wyrost popularności?
7685:  BFP - Z dzichu.
7688:  BFP - Anime jest rzeczą, co do której zaczynam się coraz bardziej przekonywać.
