Wszystkie warstwy "Squid Game" – recenzja i analiza
🔗 https://www.youtube.com/watch?v=z18DRhSJYzQ
KMM (Krzysztof M. Maj)
GW (Grzegorz Wątroba, Okiem Deva)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

0:  BFP - Zebrałem super team.
3211:  KMM - i z zewnętrza systemu.
3212:  KMM - Czyli coś, czego my nie mamy, niestety, na co dzień w rzeczywistości, w której my jesteśmy zanurzeni.
3217:  KMM - I to jest takie dobre.
3218:  GW - To co, może wolno... Jeszcze tutaj bym tylko nawiązał istotną rzecz, która nie jest spoilerowa, a jeszcze byłaby taką klamrą a propos tego...
3228:  GW - jeżeli chodzi o odbiór widza z perspektywy zachodniej, a jakby to się odbijało kulturowo.
3235:  GW - Dlatego, bo tutaj cały czas ta mechanika psychologii społecznych, tych różnych zależności jest jak najbardziej i dla nas też uniwersalna, bo to bardziej wynika z naszej właśnie ewolucji niż z kontekstu kulturowego.
3252:  GW - Ale trzeba też wziąć pod uwagę to, jak koreańskie społeczeństwo rosło w czasie i z czego się wywodzi i jakie tutaj mamy wartości, które są różne od tego, co mamy na Zachodzie.
3266:  GW - Bo już mówiliśmy tutaj o wysokiej wartości rodziny.
3270:  GW - ale mamy cały kolektywizm, który się przebija wszędzie w kulturze wschodu, w Chinach, w Japonii, właśnie w Korei, który też odbija się chociażby w tym, że taki prosty przykład, który też został mi kiedyś opowiedziany, że jak pójdziesz do apteki u nas, no to farmaceuta po prostu stwierdzi, to jest lek dla ciebie, tak, ten będzie ci pasował albo ten zamiennik i tyle.
3299:  GW - Na wschodzie, jak pójdziesz do apteki, to trzy osoby się zbiorą i się zastanawiają w grupie, czy to jest najlepsze wyjście.
3307:  GW - I to się odbija właśnie, to takie kolektywne myślenie, wszędzie.
3310:  GW - Później mamy kwestię tego, jak się podchodzi do starszych.
3315:  GW - U nas
3316:  GW - Różnie z tym bywa.
3318:  GW - Natomiast ten wielki szacunek do hierarchii jakiejkolwiek, który też z konfucjanizmu wynika, z tego, to się li chyba nazywało, czyli ten rytuał taki, to poszanowanie, powiedzmy, tradycji,
3333:  GW - też się tam odbija, jak wygląda to przejście z tej tradycyjnej filozofii, w której szanuje się starszych za mądrość, za to doświadczenie życiowe, które, powiedzmy, w spoilerach trochę bardziej omówimy, które faktycznie ma tutaj sens, ale też jest takie pojęcie,
3360:  GW - które wiąże się bardzo mocno z kulturą, kulturą krańską, musiałem sobie to zapisać, , czyli twarz, twarz społeczna.
3371:  GW - Jak istotne jest to, jak cię postrzegają.
3374:  GW - Tam jest taka dobitna scena, w której właśnie bohater, żeby oddać powiedzmy szacunek o sobie starszej, robi coś, tak, i
3388:  GW - Później to jest niestety złamane, ale to też omówimy w spoilerach.
3392:  GW - Natomiast jest tutaj ileś takich drobnych rzeczy, które rezygnują w tym serialu, które są ponad te nasze uniwersalne pojmowanie świata z perspektywy Zachodu.
3408:  GW - I to jest piękne, że
3413:  GW - myślę, motywuje do tego, żeby się dowiedzieć, dlaczego to jest inne.
3417:  GW - I warto, myślę, to zgłębić.
3420:  GW - To tak jeszcze, żeby domknąć dyskusję niespoilerowo.
3426:  BFP - To przejdźmy, teraz włączmy już ten tryb spoilerów.
3429:  BFP - Wszyscy, którzy nas słuchają, którzy nie widzieli, to...
3435:  BFP - Bądźcie ostrzeżeni, ci, którzy tutaj wchodzicie, bądźcie ostrzeżeni, że teraz będzie gęsto od spoilerów i gęsto od rzeczy, które pojawiają się tak naprawdę na samym końcu serialu, albo na początku i na końcu.
3450:  BFP - Gdzieś tam jeszcze w głowie mi się kołacze to wszystko, co teraz powiedziałeś o tym kolektywizmie, bo ja przyznam, że też od samego początku do samego końca miałem jakąś taką głęboką nadzieję,
3464:  BFP - że właśnie to poczucie zbiorowości, dobra wspólnego wybrzmi w Squid Game i nie będzie jak w Hunger Games na zasadzie there can be only one.
3474:  BFP - Nie, że wygra grupa osób, jakaś drużyna i oni się podzielą tymi pieniędzmi, więc byłem naprawdę zaskoczony, że tak się nie stało.
3481:  BFP - To jest piękny pierwszy podstawowy symbol.
3483:  GW - Filozofia zachodu i kapitalizm łamie tę koreańską tradycję kolektywizmu.
3489:  BFP - Czyli nawet to może być celowe, tak?
3492:  BFP - Tak, dokładnie to jest celowe.
3493:  BFP - Ciekawe.
3494:  BFP - No tak straumatyzowało głównego bohatera, że musiał zmienić sobie fryzury na gwiazdę K-popu.
3499:  BFP - Na koniec.
3501:  BFP - Natomiast jak już jesteśmy przy spoilerach, to ja chciałem tylko powiedzieć o trzech rzeczach, które mi się nie podobały w tym serialu.
3508:  BFP - Krzysztof, wspomniałeś o tym detektywie, który pojawia się ze względów czysto osobistych, znaczy szuka swojego brata.
3516:  BFP - Tak.
3517:  BFP - który, jak wiemy, jest frontmanem.
3524:  BFP - W ogóle bardzo mi się podobało, jak logicznie to wszystko było poukładane.
3527:  BFP - Czytałem trochę krytykę tego, że Bullsquid to był potwór w Half-Life'ie, który pił kwasem.
3536:  BFP - Jak Squid Game ma dziury logiczne, ja się nie do końca z tym zgadzam, to znaczy właśnie nawet takie drobiazgi jak to, że detektyw wie, że gdzieś tu powinien albo, że zginął jego brat, skąd wie?
3548:  BFP - Bo usłyszał, że brakuje nerki.
3550:  BFP - Albo skąd jego brat wie, że jego brat detektyw jest tu gdzieś na tej platformie, czy na tej wyspie, bo odłożył słuchawkę w inny sposób niż on odkłada.
3557:  BFP - Zawsze jest jakieś wyjaśnienie tego, dlaczego dana postać zmieniła swój kierunek, wektor,
3562:  BFP - postępuje trochę inaczej.
3563:  BFP - Ale generalny problem z detektywem mam taki, że ja nie do końca wiem, po co była jego historia.
3569:  BFP - W sensie on fabularnie tak de facto, czy nawet z poziomu generalnego ciężaru emocji niczego nie wniósł.
3577:  BFP - Oczywiście odważne jest to, że gościu ginie i nic nie wskurał.
3581:  BFP - Nic nie udało mu się wskurać.
3582:  GW - Tragedia rewolucjonisty, który próbuje przełamać system i jednak system go zgniecie.
3588:  BFP - Tak.
3588:  BFP - I oczywiście może być tak, że się pojawi jakiś kolejny sezon.
3591:  BFP - Nie liczyłbym na to, bo naprawdę długo, długo powstawała ta seria, ale z drugiej strony gdzieś tam ostatnie sekundy serialu pokazują, że jest otwarta furtka na sequel, który byłby trochę inny.
3604:  BFP - Natomiast może są materiały, które wysłał na swój posterunek i rzeczywiście coś z tego dotarło, ale generalnie tak jak oglądam całą jego historię, to jest tak zwany red herring.
3616:  BFP - Red herring to jest coś, co miało odwrócić twoją uwagę.
3619:  BFP - Czyli myślałeś, że to jest nić fabularna, która zostanie rozwiązana, ale nie było rozwiązania.
3625:  BFP - Albo rozwiązanie było nagłe.
3627:  KMM - Trochę tak, chociaż myślę, że z perspektywy takiej czysto scenopisarskiej, czy właśnie narratologicznej jest to właśnie uzasadnione tym, że w serialu, w którym jednak pokazujesz historię z perspektywy różnych postaci, nie miałbyś pretekstu, żeby pokazać te wszystkie rzeczy, które są za kulisowo, no bo trzeba byłoby wtedy robić to z perspektywy...
3646:  KMM - tych ludzi zarządzających grą, a to by zepsuło całą tę aurę tajemniczości.
3651:  KMM - Więc ja to kupiłem, natomiast mnie się bardzo nie podobała jedna rzecz.
3655:  KMM - Ona mi się wściekle nie podobała.
3656:  KMM - Znaczy, mnie się nie podobało właśnie to, że ten człowiek Iluzja był bratem tego policjanta.
3661:  KMM - To mi się wściekle nie podobało, bo to była ta jedna, jedyna rzecz, którą widziałem from mile away, jak ja nigdy takich rzeczy nie widzę, ale to widziałem.
3668:  BFP - Zgadzam się z tym, że ja jedyna funkcja, jaką widzę z perspektywy scenariopisarskiej, żeby wprowadzić detektywa, to jest wprowadzić kolejny point of view, który pokazuje teatr, czy też zakulisowo ten teatr.
3683:  BFP - Ale mam taki problem z tym, że dokładnie tą samą funkcję pełni człowiek iluzja, czyli frontman, zanim się pojawi detektyw.
3689:  BFP - Czyli widzieliśmy, już mieliśmy przebitki na to, jak wygląda jego control room.
3693:  BFP - Widzieliśmy, jak przechodzi z pokoju do pokoju.
3695:  BFP - Równie dobrze można było opowiedzieć tę historię z perspektywy tej jednej postaci, nie wprowadzać detektywa.
3701:  BFP - Bo detektyw nic nie zmienił w życiu pozostałych bohaterów.
3707:  BFP - Zauważcie, z perspektywy protagonistów, oczywiście detektyw był jednym z protagonistów, tą siódmą postacią, ale nic nie zmienił.
3716:  BFP - Nie pomógł im w żaden sposób, nie posunął fabuły naprzód, miał swój odrębny wątek fabularny, który był poboczny.
3723:  BFP - i swój łuk postaci, który skończył się rozplaskiem, że tak powiem, dosłownie i w przenośni, ale równie dobrze można było obsłużyć tą inną perspektywę ze strony tego illusivemana czy tego frontmana.
3738:  BFP - I to od razu jeszcze, jak jestem przy głosie, to dwie rzeczy, które mi się nie podobały.
3744:  BFP - jest ta jedna kobieca postać, która jest nieprawdopodobnie wkurzająca.
3748:  BFP - Życzysz jej śmierci po prostu.
3751:  GW - Jak za każdego bohatera z tych 456, może poza gangsterem, jeszcze tak po prostu trzymasz kciuki, że jednak przeżyje to tej jednej i życzysz śmierci.
3760:  GW - Dosłownie tak, jakby to była ta jedna wkurzająca postać w każdym filmie Allena po prostu.
3766:  GW - No nie.
3768:  BFP - Zgodzę się z tym, co niektórzy mówią, że to jest właśnie, co idzie z dobrodziejstwem inwentarza nazywanego tą poetyką i wrażliwością koreańską.
3776:  BFP - Czyli no musi się trafić taka postać rozkrzyczana i taka nadekspresyjna jak z reklam koreańskich, prawda?
3781:  BFP - Na szczęście nie aż tak jak z japońskich, ale jak z koreańskich.
3784:  KMM - No to w anime musi być zawsze taka jedna postać, która jest tym takim dzieciaczkowatym, dziwnym.
3789:  BFP - Tak, to była bardzo postać w stylu anime, z całą tą jej ekspresją, krzykliwością, tylko ja mam jeden problem.
3795:  BFP - Znaczy dużo mam problemów z tą postacią, ale nawet bym kupił tę postać.
3799:  BFP - Nawet bym powiedział okej, w porządku, gdybym ja na koniec dowiedział się, przepraszam, że powiem to brzydkie słowo, a o chuj jej chodziło.
3807:  BFP - No naprawdę, jakby od samego początku do samego końca nie wiadomo o co jej chodzi, bo to jest jedna z tych postaci, które
3815:  BFP - upozorowało się jako jedną z tych bohaterek, ale nie widzieliśmy jako jedynej z tych postaci, bo widzieliśmy nawet tego złego, prawda, tego gangusa, widzieliśmy jakiś background.
3824:  BFP - U niej nie mieliśmy żadnego backgroundu.
3826:  BFP - Nie wiadomo, po co były jej te pieniądze, co ona chce zrobić ze swoim życiem, co ona tutaj robi, co ona chce osiągnąć wewnątrz tych rozgrywek grupowych, nie wiadomo.
3835:  BFP - Wydana konformistka.
3838:  BFP - Ja miałem taką głęboką nadzieję, że ona właśnie prowadzi swoją własną rozgrywkę, że ona ich naprawdę rozegra, że ona rozstawi tutaj te piony i dzięki temu, że jest taką manipulantką, to wyjdzie na jej i przeżyje dłużej na przykład.
3851:  BFP - Ale nie, nie wykorzystano zupełnie potencjału, jaki miała ta postać, a tym bardziej nie uzasadnia to tej nadekspresyjności i nieprawdopodobnej...
3860:  GW - takiej irytacyjności.
3862:  GW - Ale to nie tylko u nich, bo sposób właśnie, to jest generalna wada całego kina koreańskiego, że z racji tego, że tam promuje się kulturowo duży stoicyzm, to filmy idą w dwa kierunki, w dwóch kierunkach, jeżeli chodzi o to, w jaki sposób ekspresywne są postacie.
3884:  GW - Albo są dokładnie takie, jak publicznie się koreańczyków postrzega, czyli stosunkowo stonowanych,
3890:  GW - I przez to w wielu filmach, zwłaszcza dramatach rodzinnych czy coś takiego, jest to wszystko, bywa nudnawe i to tempo jest takie obniżone, co nie każdemu pasuje.
3900:  GW - A drugie to właśnie, żeby to skontrować, to często dzieje się to wszystko w sposób bardzo przerysowany.
3905:  GW - I to na przykład, w jaki sposób bohaterowie mówią pomiędzy grami, ten taki przeciągany końcówka,
3915:  GW - takie nagłe podnoszenie głosu, to nie jest, no właśnie, to jest
3922:  GW - To jest właśnie ten element, który ma silnie jakby zaznaczać stan emocjonalny, ale dla nas z racji tego, że mimo wszystko wydaje się, że my kulturowo jesteśmy bardziej ekspresywni, to może drażnić.
3939:  GW - Ale to jest jakby wspólna cecha całego ukraińskiego.
3943:  BFP - To a propos tego drażnienia, to rzeczywiście ta jedna rzecz w serialu, która...
3949:  BFP - była dla mnie nie do przełknięcia znacznie bardziej niż ta postać i niż cały wątek detektywa, który moim zdaniem miał rozczarowujące rozwiązanie.
3957:  BFP - To jest po szóstym odcinku, który jest najwybitniejszym odcinkiem tego serialu i tu jest zgoda co do tego, czyli Gun Bull, następuje odcinek siódmy, który jest odcinkiem najsłabszym.
3967:  BFP - I to co się dzieje, to jest wprowadzenie tak zwanych VIP-ów.
3971:  BFP - Dobry Jezu.
3973:  BFP - To było tak, jakby scenarzysta napisał wszystko, ale wziął jakiegoś gościa z ulicy, Amerykanina i powiedział napisz mi dialogi tych postaci.
3981:  BFP - Znaczy jak na tak zniuansowany, głęboki serial, produkcję, która mówi o wojnie klas, o...
3990:  BFP - instytucjach totalnych, o dynamice wewnątrz plemion, społeczności, roli jednostki społeczności.
3999:  BFP - Traktat filozoficzny, to wszystko jest tak głębokie i nagle mamy wprowadzenie postaci, które są tak, kurwa, archetypowe i stereotypowe.
4006:  BFP - Do tego w maskach postaci z Hotline Miami.
4009:  BFP - Tak, albo z Bioshocka, tak.
4012:  BFP - I są posadzone sześciu multi jakiś tam miliarderów, którzy są znudzeni swoim życiem i przyszli tu na rozgrywki i rzucają najbardziej banalne, głupie teksty, jakie mogą być.
4022:  BFP - Ja zgrzytałem zębami, jak słyszałem te dialogi.
4024:  BFP - One były straszne.
4026:  BFP - One były przerażające.
4028:  BFP - I na moje nieszczęście, znając angielski, wiedziałem jak bardzo są złe, bo nawet tłumaczenie Netflixowe tego nie ratowało, ale w ogóle jakby to, że przyjechali sobie, siedzą, palą cygara, piją whisky, obnoszą się wobec innych z pogardą i z wyższością,
4046:  BFP - Obstawiają, kto sobie poradzi, a kto sobie nie.
4048:  BFP - To jest tak wyświechtane, tak banalne, tak nudne.
4052:  BFP - Żałuję, że pojawiły się postaci VIPów, bo na tym tle postać gracza numer jeden, który okazał się nie tylko VIPem, ale i hostem, bo jesteśmy już w sferze spoilerów.
4063:  BFP - Krzysztof, zrobiłeś taką minę, jakbym powiedział coś za dużo.
4066:  BFP - To na tym tle gościu, którego pieniądze zmęczyły, znudziły i powiedział, ja chciałbym poczuć to, co czułem w dzieciństwie.
4073:  BFP - Ja chciałbym poczuć zapach gotowanego ryżu, który czułem w alejce, gdzie mieszkałem, kiedy mama mnie wołała, kiedy musiałem wrócić z zabaw z chłopakami, jak graliśmy na podwórku.
4083:  BFP - To jest zniuansowanie jakiejś postaci, więc on jako jeden, jedyny VIP by mi wystarczył.
4088:  BFP - Wolałbym w ogóle nie widzieć tamtych VIP-ów, którzy również nic nie wnieśli fabularnie.
4092:  BFP - I to był niestety bardzo duża i głęboka rysa na tym
4095:  BFP - na tej pięknej konstrukcji.
4099:  KMM - Ja też bym trochę się bawił w Adwokata Diabła, to znaczy, żeby się wybiła ta postać hosta i gracza numer jeden, musisz mieć tych VIP-ów, do których może się wybijać, nie?
4108:  KMM - Ale zgodzę się, że mogłyby lepiej wyglądać te ich dialogi, które są... Znaczy, nie trzeba z każdego nadętego kapitalisty robić od razu niedorozwoja, maniaka seksualnego, erotomana i idiotę.
4122:  BFP - Ja przepraszam, ja tylko zacytuję jeden dialog.
4125:  BFP - Ja jestem za tym graczem.
4126:  BFP - Czemu?
4126:  BFP - Bo ma numer 69.
4127:  BFP - Ha, ha, ha.
4128:  BFP - Zginął.
4129:  BFP - A ty za kim jesteś?
4130:  BFP - Za 96.
4131:  BFP - Czemu?
4131:  BFP - Bo już nie ma 69.
4131:  BFP - A to jest odwrócone.
4134:  BFP - To jest autentyczny dialog z siódmego odcinka.
4140:  GW - Dlatego ten VIP dostał później najbardziej w ciry, tak?
4144:  BFP - Tak.
4145:  BFP - Otarł się stu dolarówkami potem, więc myślę, że nie było tak źle.
4150:  BFP - Ale nie, przyjmuję ten argument, że rzeczywiście, żeby ten jeden VIP, żeby znowu mieć to Tao Yin Yang, że mamy biel, ale jednak z kropką czerni i w drugą stronę, to ten VIP, z którym empatyzowaliśmy, ale który ostatecznie okazuje się straszny, jednak rozumiemy trochę jego motywację, rozumiemy, czemu wziął w tym udział i tu
4169:  BFP - To wam otworzę przestrzeń do dyskusji.
4172:  BFP - Ten ostatni wymiar interpretacyjny, który mnie został, czyli nie tyle wojna, ile zakład o ludzką duszę.
4181:  BFP - Czyli to, że od samego początku tak naprawdę czujemy, że to był zakład, czy znajdzie się jeden sprawiedliwy, albo ktoś, kto wygra grę na własnych regułach, kto nie ulegnie temu hiperkapitalizmowi, nie będzie oszukiwał, nie stanie się tym, kim stał się przyjaciel głównego bohatera, który stał się w grze dokładnie tym, kim był w realu, kiedy zdefraudował pieniądze.
4204:  BFP - Czyli wykorzystał życie innych ludzi do tego, żeby się wzbogacić, żeby być górą.
4210:  BFP - A główny bohater pozostał wierny swoim wartościom.
4212:  BFP - Może był biedny, może był sukinsynem, ale przynajmniej był człowiekiem prawym i miał silny kręgosłup moralny.
4219:  BFP - I gracz numer jeden, który jest VIP-em, tak naprawdę na koniec zakłada się z nim po raz ostatni.
4224:  BFP - Mówi, no to zobaczmy, czy ktoś podejdzie i uratuje tego bezdomnego.
4227:  BFP - który zaraz zamarznie i on ironicznie wygrywa, ale on o tym się nie dowiaduje, że jego kantowskie przekonanie co do dobra, że dobrym trzeba być bez żadnych warunków, bez żadnych odstępstw, bez żadnych wyjątków, jest górą.
4241:  BFP - I cały serial i cała konstrukcja gry tak naprawdę do tego się sprowadza, żeby odpowiedzieć sobie na pytanie, czy ludzie w każdych warunkach, czy w dowolnych warunkach są w stanie stać się źli,
4251:  BFP - Czy może zawsze znajdzie się ktoś, kto pozostanie dobry, ale czy może być wtedy górą?
4255:  BFP - To jest właśnie to, co zostaje jako otwarte pytanie moim zdaniem, bo wszystko jest tutaj takie w różnych odcieniach szarości, ale jednak mamy zwycięstwo dobra, pomimo że zostało okaleczone.
4267:  BFP - To jak wy odbieracie to zakończenie, jak wy odbieracie symbolikę, jak wy odbieracie ten główny motyw filozoficzny, czyli czy znajdzie się prawy człowiek?
4276:  S03 - Hmm.
4277:  BFP - Krzysztof kmini nad tym, co powiedziałem.
4279:  BFP - Mówi, że to dobrze.
4283:  GW - No, moim zdaniem, no to jest tak, że każdy człowiek ma w sobie pierwiastek dobra i zła.
4289:  GW - To jest tylko kwestia kontekstu, co z niego będzie musiało wypłynąć w danym momencie.
4297:  GW - Bo tutaj właśnie widać, to się przebija też i chociażby na przykładzie relacji jednego z głównych bohaterów, czyli Giuna i wtedy jeszcze nie wiedzieliśmy, kogo do końca, czyli Oillnama,
4313:  GW - czyli tego starca.
4314:  GW - Gracz numer jeden.
4315:  GW - Swoją drogą, to jest zestawienie.
4316:  GW - Ostatni gracz, numer 456 i pierwszy gracz.
4321:  GW - Swoją drogą, Oil nam po koreańsku znaczy człowiek numer jeden.
4325:  BFP - Ja też zaznaczę, to jest backstage, teraz będziecie mieli behind scenes.
4331:  BFP - Mam na to dokumenty.
4333:  BFP - Grzegorz odgadł zakończenie Squid Game, bo oglądał jako ostatni z naszej trójki, zanim dotarł do ostatniego odcinka.
4341:  BFP - I mamy udokumentowane to na Messengerze.
4343:  BFP - I właśnie dzięki temu, że sprawdziłeś, co po koreańsku znaczy Will Nam, wywnioskowałeś na tej podstawie, że ten gracz numer jeden tak naprawdę może być kimś, kto dołącza do gry zupełnie dobrowolnie, ale na innych zasadach.
4358:  GW - Znaczy ostatecznie odpowiedzią dla mnie było to, że było ujęcie takie z tyłu, gdzie widać było, że ten host to jest starzec i tak od razu jakby, no dobra, to musi być on, bo to w takim razie musi być najbardziej popoprany koleś, skoro bawi się we własną grę.
4375:  GW - Poza tym no takie motywy, właśnie te, te w których, to jest też, przebija się często w koreańskim kinie, że masz takie
4385:  GW - No nie, to nie może być aż tak popieprzone, a jednak jest.
4388:  GW - Tak więc stwierdziłem, że to był mój zakład, taki sam ze sobą i się okazało, że jednak tak.
4396:  GW - No w każdym razie tutaj relacja tego i jak się przebija kontekst kulturowy.
4401:  GW - Mamy to, że na pewnym etapie jest gra, w której
4405:  GW - Tak naprawdę ten dziadek pomaga wszystkim, bo jest przeciąganie liny i starzec opowiada strategię tego, bo właśnie to były w ogóle wszystkie gry, które ten Faust grał w dzieciństwie.
4419:  GW - Tak.
4420:  GW - Wszystkie gry znał na wylot i opowiadał po prostu, jak wyglądała jego strategia na zwycięstwo przy przeciąganiu liny, gdzie grupa, w której grał właśnie Giun i Olina,
4433:  GW - były w zasadzie fizycznie najsłabsze, ale wygrali sposobem.
4439:  GW - I tutaj właśnie było pokazane to, jak Giun, tam wszystkim kłócącym się w grupie, jak jechali na miejsce kaźni, okazało się zamknąć i wysłuchać, co starzec ma do powiedzenia.
4450:  GW - To przebija się właśnie ten szacunek dla starszych.
4452:  GW - No i faktycznie dzięki strategii wygrali, a nie dzięki sile.
4456:  GW - Później pokazuje się ten cały motyw, gdzie
4461:  GW - o ile nam zaznacza, że on umiera, maguza mózgu, w pewnym momencie zmoczył się w nocy.
4471:  GW - I Giun, żeby ochronić jego właśnie tą twarz społeczną, daje mu swoją bluzę, żeby się przepasał, żeby
4478:  GW - no, jakby... Zachował jego autorytet starszego mędrca.
4483:  GW - Tak, dokładnie, tak, tak, tak, żeby mu oszczędzić wstydu.
4487:  GW - No i później, mimo to, mimo tego jego głębokiego szacunku, w szóstym, w szóstym odcinku, gdzie jest gra, no to tam, zapomniałem, jak się nazywało to określenie?
4499:  GW - Ganbu.
4500:  GW - Ganbu, czyli właśnie dobrali się w parę, bo myśleli, że będą współpracowali,
4506:  GW - w trakcie gry w kulki, gdzie tam starzec opowiada, że w momencie, kiedy się grał, to zazwyczaj grał się w dwójkach i wtedy ten drugi przyjaciel jakby, z którym mieli wspólne kulki, nazywa się Ganbu.
4518:  GW - No i okazuje się, że niestety osoby dobrane w parę muszą ze sobą wzajemnie wygrać i w obliczu śmierci główny bohater, mimo tego całego szacunku, który się objawiał wcześniej,
4534:  GW - oszukuje starca wykorzystując jego guza mózgu, jego chorobę po to, żeby wygrać.
4543:  GW - No tam było kilka takich motywów, gdzie właśnie to było kim naprawdę jesteśmy w obliczu śmierci.
4549:  BFP - A ile on nam o tym wie?
4550:  BFP - Chociaż my nie wiemy, że on o tym wie.
4553:  BFP - Zresztą główny bohater się nie cieszy, bardzo cierpi z tego powodu i nie uważa, że to jest dobre rozwiązanie.
4559:  BFP - A widz razem z nim.
4562:  BFP - Tak, znaczy głosował, ale się nie cieszył, zupełnie jak Gowin.
4565:  BFP - Także widać, że pozostaje do końca wierny swoim wartościom, ale dlatego, że dotarł do ściany.
4572:  BFP - No bo co innego może zrobić?
4573:  BFP - Może się zabić.
4575:  BFP - Jedyne co mu zostaje, no to trudno, no to została mi ostatnia kulka, nie wykorzystam tego, nie oszukam starca, po prostu umrę.
4583:  BFP - Więc robi coś, to już jest w zasadzie instynkt zwierzęcy, no musi postąpić w taki, a nie inny sposób, ale robi to z wielkim bólem, więc wciąż moim zdaniem w duszy pozostaje dobrym człowiekiem i nie racjonalizuje tego tak jak jego przyjaciel, który w tym momencie jest kontrastem dla jego zachowań.
4603:  BFP - Tak.
4603:  BFP - Krzysztof?
4606:  KMM - Dla mnie to był bardzo przejmujący odcinek, jeden z najbardziej poruszających rzeczy, jakie zobaczyłem w telewizji przez ostatnie lata, znaczy w streamingowej oczywiście.
4616:  KMM - I muszę powiedzieć, że to było też dla mnie duże zaskoczenie, bo ja tego starca, gracza numer jeden, cały czas postrzegałem jako taką klasyczną, animkową postać, takiego złośliwego staruszka, który jest tak...
4627:  KMM - i będzie postawiał na swoim.
4631:  KMM - A tu się okazuje, że jednak zupełnie co innego.
4634:  KMM - Podoba mi się bardzo, że ten serial nie usiłował w żadnym momencie, wydaje mi się, kłaść mi do głowy jakiegoś moralizatorskich bredni dotyczących tego, co się powinno zrobić, a co nie.
4646:  KMM - Ba, nawet ta ostatnia scena, w której gracz 1 i gracz 453 konfrontują się już po tych całych rozgrywkach,
4653:  KMM - Patrząc z okna na sytuację na ulicy, która się dzieje, dokonując tego ostatniego zakładu, czy ten pijak, który jest na ziemi, którego też w Polsce każdy by założył, że to jest pijak, a nie ktoś, który ma zawał serca na przykład, czy ktoś mu pomoże, czy ktoś się zatrzyma, zwłaszcza, że to okolica jest... W zimowy jest czas, wiadomo, że jest zimno i pojawia się pytanie, czy właśnie zostanie ten człowiek pozostawiony samemu sobie, czy też nie.
4679:  KMM - Co byłoby ostatecznym dowodem na to, że ta gra jest mniej cyniczna, jakkolwiek nie okrutna, od gry, która się dzieje w życiu.
4688:  KMM - I on umiera, zanim się zdoła przekonać, czy faktycznie przegrał, czy wygrał.
4693:  KMM - Jest pozostawiona ta nutka niepewności.
4696:  KMM - Nie wiadomo, czy widział kątem oka, czy nie.
4699:  KMM - Już wybijała ta godzina 12, kiedy miał się zakład skończyć, nasz bohater triumfalnie patrzy, ale już patrzy w martwe oczy.
4706:  KMM - No to mi się wściekle podoba, ponieważ bardzo często brakuje takiego niedomówienia właśnie i dlatego też ten serial może się zakończyć nie wulgarnym cliffhangerem, tak jak Plemiona Europy i dziesiątki innych serii Netflixa,
4719:  KMM - tylko, no właśnie, w całkowitym zawieszeniu, ale interpretacyjnym, a nie zawieszeniu fabularnym.
4725:  KMM - Może być drugi sezon?
4726:  KMM - Świetnie, będę się bardzo cieszył.
4728:  KMM - Chętnie się czegoś dojem więcej o tym świecie i przede wszystkim o innych rozgrywkach w innych częściach świata, no bo właśnie jest na to okazja.
4735:  KMM - Taka mała.
4736:  KMM - Ale jak nie będzie tego drugiego sezonu, mnie to w zupełności wystarcza, bo nie mam rozrysowanej żadnej granicy wyrazistej między dobrem a złem, jest cienka czerwona linia, a całość tej gry ma właśnie ten metapoziom, o którym Filip cały czas mówi w tej rozmowie.
4753:  KMM - To znaczy, to tak jak gra z filmem z Michaelem Douglasem pod tytułem Gra, czyli film o tym, że larpy są szkodliwe.
4763:  KMM - To jest też film, który zawiesza w nas w niepewności co do tego, jak interpretować ten metapoziom.
4771:  KMM - I strasznie mi się to podoba.
4773:  KMM - I to samo mam tutaj, i w stu procentach to akceptuję.
4776:  KMM - Jedna jedyna rzecz, która mi się nie podobała, żeby też była zachowana równowaga względem tej znakomitej końcówki, pierwsza scena, początkowa,
4787:  KMM - tej gry Squid Game, która jest pokazana w czarno-białych barwach.
4792:  KMM - Nie lubię takiego rozwiązania narracyjnego strasznie.
4794:  KMM - To tylko dlatego mi się nie podobało.
4798:  KMM - Uważam, że cały ten serial mógł się obyć całkowicie bez tej początkowej sceny, bo i tak
4807:  KMM - jak wprowadza Squid Game, w którymś momencie pokazuje jej reguły.
4810:  KMM - Ale rozumiem, po co to było na samym początku.
4813:  KMM - Dość tylko, że nie lubię takiego narzędzia narracyjnego, bo ono po prostu zbyt dużo odkrywa kart, jak na poziom narracyjny tego serialu.
4822:  BFP - Było ciekawe i było fajne jako klamra, dlatego że tak naprawdę na koniec oglądamy, myśleliśmy, że to było z perspektywy głównego bohatera, a tak naprawdę to mogło być
4831:  BFP - z perspektywy Oil Nama.
4832:  BFP - To był ten thrill, za którym on tęsknił.
4836:  BFP - I to jest ta moc sprawcza, która tchnęła życie w tę serię rozgrywek, które się odbywały.
4842:  BFP - Grzegorz, jakieś słowa na zakończenie?
4847:  GW - A, to już nie będę szastał tutaj cyzjatami z Biblii, ale cóż, tutaj wydaje mi się, że taka jeszcze myśl filozoficzna przebija się
4861:  GW - Tak, właśnie to już też co chwila wspominaliśmy a propos tego, jakim naprawdę jesteś człowiekiem w kryzysowej sytuacji, ale też ile jest warte ludzkie życie.
