Czy podział na literaturę wysoką i masową ma sens? - dyskusja z @KrzysztofMMaj
🔗 https://www.youtube.com/watch?v=9sO7jV7tUyA
KMM (Krzysztof M. Maj)
TLM (Tadeusz Lemiesz-Wrocławski)

0:  TLM - Jeszcze puszczam tutaj na Facebooka.
3344:  KMM - Co wiem, bo to zrobiłem w większości przypadków.
3347:  KMM - nie dowiemy się nic na temat ościennych perspektyw.
3351:  KMM - I to jest coś, co jest dla mnie niepokojące, bo bardzo często jest tak, że konserwatywny światopogląd łączy się trochę z tym myśleniem o kanoniczności i bardzo często też to, co wyczytujemy z powieści, które np.
3367:  KMM - powstały w czasach chwalby dla kapitalizmu, determinuje nasz późniejszy osąd kapitalizmu jako czegoś oczywistego i naturalnego, co nie poddaje się krytyce.
3376:  KMM - Mój niepokój względem kanonów wynika z tego, że one nie uczą nas myślenia krytycznego.
3380:  KMM - One pokazują nam coś na piedestale, z czym się możemy albo zgodzić i przyswoić tę wielowiekową interpretację, która obrosła wokół nich, uginając się przed autorytetem, albo możemy się z tym nie zgodzić.
3393:  KMM - I dla mnie takie zero-jedynkowe podejście do kultury jest niebezpieczne, ponieważ ono prowadzi
3399:  KMM - Albo do tego, że cementuje się wąska elitarna grupa, która ją docenia i poszerza się coraz bardziej szeroka egalitarna grupa, która nie jest w stanie jej już zrozumieć i docenić.
3412:  KMM - I bardzo często nie jest w stanie jej zrozumieć i docenić dlatego, że reaguje nerwowo na ten argument o tym, że jak tego nie poznasz,
3420:  KMM - to będziesz gorszy.
3422:  KMM - I myślę, że można zdecydowanie lepiej przyswajać utwory z klasyki, że odwołam się do ulubionego przykładu growego.
3430:  KMM - Nie znam osoby, której by się nie spodobał obrzęd dziadów w Wiedźminie III.
3436:  KMM - Znam bardzo dużo osób, które nie były w stanie przejść przez dziady, włącznie ze mną.
3441:  KMM - Mimo, że miałem do tego przygotowanie wszelakiego autoramentu.
3444:  KMM - Nie byłem w stanie przez to przejść, ponieważ politycznie się kompletnie z tym nie zgadzam i widzę duże problemy z przyswajaniem polonocentryzmu w dzisiejszych czasach przez Polaków.
3453:  KMM - I tak, to jest ten problem, ten problem blokady takiej czysto ideologicznej wartościującej, który dostrzegam w kanonie.
3461:  TLM - Tutaj przeproszę cię, bo widzę, że już czas na moją tutaj sekcję pytań.
3468:  TLM - W ogóle to tak bardziej wyszła ta luźna dyskusja, natomiast się znacznie przeciąłem.
3473:  TLM - No tutaj większość już pytań poruszyłem, może resztę jakoś tam...
3477:  TLM - wtrącę w dalszym ciągu, natomiast jeśli chciałbyś teraz mieć czas na swój segment, ten cross-examination, to jak najbardziej zapraszam, albo jeśli chcesz, możemy ciągnąć po prostu ten już format luźnej wymiany, bo...
3493:  KMM - Mam wrażenie, że te nasze repliki i supliki właśnie zmierzały do takiej cross-examinacji, bo większość rzeczy, które chciałem wypytać, wypytałem.
3502:  KMM - Natomiast może bym spytał o jedną rzecz, to znaczy, czy dostrzegasz potrzebę poszerzenia, a jeśli tak, to o jakie pozycje?
3513:  KMM - kanonu o przykłady z literatury albo mniejszości, albo wykluczonej, albo popularnej, albo fantastycznej, która jednak właśnie obrosła już przez laty docenianymi przez ciebie opracowaniami teoretycznymi, literackimi, krytyczno-literackimi i powinna do tego kanonu trafić.
3531:  KMM - Ale mówimy o kanonie elektroszkolnych?
3534:  KMM - Mam wrażenie, że myśmy cały czas mówili o tym kanonie literatury zachodu, o tym kanonie klasyki.
3541:  TLM - To jak dla mnie, on nie jest wybrakowany.
3546:  TLM - Jest prawdą to, co powiedziałeś, że on przedstawia dosyć jednoraką perspektywę, jeśli chodzi o historię Europy i wpływy Europy na świat.
3555:  TLM - Natomiast ja bym się nie spodziewał bogatej, wielorakiej perspektywy ze strony kanonu explicite literatury zachodniej, a szukałbym tego w kanonie literatury światowej.
3569:  TLM - Są inne kanony, literatury afrykańskie, azjatyckie itd.
3572:  TLM - No i kiedy mówimy o już wybitnych dziełach, to znaczy to też jest ważne.
3579:  TLM - Nie uznałbym, że te dzieła wytworzone przez jakąś mniejszość czy jakąś dyskryminowaną grupę powinny się znaleźć na tej liście, w tym kanonie, wyłącznie z tego względu, że
3592:  TLM - są takie represjonowane, nie powinniśmy na siłę szukać, okej, no to coś mamy za mało tutaj queerowych autorów w tym kanonie, no to musimy jakiegoś tam wyskrobać, żeby dorzucić.
3602:  TLM - Albo jeszcze gorzej, powinniśmy zacząć interpretować, reinterpretować w queerowym kontekście już istniejących autorów, jakoby, nie wiem, każdy autor miał podtekst, tym się zajmują, no może tutaj się nie znam, ale wydaje mi się, że tym bardzo dużo publikacji na Zachodzie, w Ameryce szczególnie, jest właśnie o tym, żeby
3620:  TLM - wyobrażać sobie, że w tych pracach klasyków są te wątki queerowe i niejako doszukiwanie się ich na siłę.
3629:  TLM - Więc generalnie, jeśli mówimy o tym kanonie zachodnim, no to tak jak mówiłem, według mnie on stanowi uczciwą reprezentację tego, jak wyglądał, jakby to jest taka
3641:  TLM - klisza, jakby zamrożone w czasie, jak wyglądało społeczeństwo przez te dekady, przez te lata i w momencie, kiedy spróbowalibyśmy przemienić to w taki sposób, żeby zawrzeć na przykład więcej autorów z jakiejś mniejszości, czy więcej z jakiejś seksualności innej, to wtedy niejako byśmy robili rewizjonizm historyczny, jakby wynosząc ich wyżej niż być może
3667:  TLM - wynosząc ich tak, jak my uważamy, że powinni być wyniesieni, ryzykujemy to, że nasze mniemanie jest tutaj zakłócone i że przyszłe pokolenia będą miały po prostu skrzywiony obraz patrzenia na rzeczywistość.
3678:  TLM - Więc oczywiście możemy patrzeć na kanon i wytykać jego wady, wytykać, że jest homogeniczny i że przedstawia jednoraką narratywę i to jest rola wielu postmodernistycznych krytyków kanonu itd.,
3689:  TLM - Natomiast nie powinniśmy posuwać się do tego, żeby przedstawiać przyszłym pokoleniom jakiś zrewidowany kanon, tak żeby nie mogli oni wyciągnąć tych samych wniosków co my.
3699:  TLM - I tak samo to się aplikuje według mnie do kanonu literatury polskiej, że okej, przedstawiamy go w tym samym skostniałym, po prostu pełnym dinozaurów, w tej formie,
3710:  TLM - kompletnie oderwanej być może momentami od tej rzeczywistości teraźniejszej.
3716:  TLM - Natomiast pozwalamy uczniowi właśnie poprzez może te negatywne emocje, ale zachęcić do takiego podejścia do tych dzieł kultury na bardziej osobistym stopniu, no bo jednak jeśli nie lubi tych lektur, no to wykształca jakiś osobisty stosunek.
3731:  TLM - Nie jest mu ona obojętna, tylko aktywnie
3734:  TLM - ma negatywne emocje co do tego, co też jest według mnie pozytywem.
3737:  TLM - Dobrze jest nie lubić książek i wiedzieć, z jakich powodów się ich nie lubi.
3742:  TLM - Więc taka byłaby moja pozycja tutaj.
3745:  KMM - To ja czegoś nie rozumiem.
3746:  KMM - To znaczy nie rozumiem tego, którym krytykom literackim, teoretykom literackim, literaturoznawcom ufasz.
3753:  KMM - To znaczy ufasz selektywnie tym, którzy wybierają te utwory, z którymi ty się zgadzasz, czy ufasz im na zasadzie...
3760:  KMM - Tym, którzy nie żyją teraz.
3763:  KMM - To ci martwi mówili o dziełach, których nie ma w kanonie literatury.
3769:  KMM - Nie rozumiem problemu.
3770:  KMM - To znaczy np.
3772:  KMM - Tadeusz Bojżeleński jako żywo nie żyje, a wszystkie tezy, które byłyby jego na temat literatury się nie zgadzają z tym obrazem, o którym mówisz.
3781:  KMM - Więc wydaje mi się, że mocno jest to takie zawężone.
3785:  KMM - określenie i mam też wrażenie, że ono się bierze z tego, że powstała taka, jest taka stygma na współczesnych literaturoznawcach, że ulegli jakiejś politycznej obsesji i zaczęli zajmować się innym typem literatury, ale przypomnę, że literatura queerowa to jest jedna z wielu literatur, które są dyskryminowane w kanonie, bo literatura fantastyczna, o której mówię najczęściej, jest skalarnie
3812:  KMM - skalarnie represjonowana najbardziej, ponieważ jest czytana przez bardzo dużo ludzi.
3818:  KMM - A dorzućmy do tego romanse, i nie uwierzę, że nie ma dobrego romansu, uwierzę, że jest bardzo dużo złych romansów.
3825:  KMM - Świetnie, nie ma problemu.
3827:  KMM - Jestem w stanie...
3829:  KMM - Otóż to.
3830:  KMM - Ale jest też wiele takich, o których nie mówimy, a które były uznawane za absolutnie wybitne.
3835:  KMM - I właśnie tutaj mój opór się pojawia.
3838:  KMM - To znaczy czytamy wyselekcjonowanych teoretyków literatury i historyków literatury i zgadzamy się z tymi, którzy mówią to samo.
3845:  KMM - Natomiast pomijamy bardzo dużą liczbę krytyków, którzy mówili coś zupełnie innego.
3850:  KMM - Tylko na przykład nie zgadzali się z daną linią polityczną albo podobały im się inne rzeczy.
3854:  KMM - I jest dla mnie niezrozumiałe i teraz może przejdę do drugiego etapu,
3858:  KMM - To znaczy niezrozumiałe jest dla mnie jedno.
3861:  KMM - Ten moment przepisania tego ogólnego kanonu klasycznego na kanon szkolny, który ma już troszeczkę inny wymiar.
3869:  KMM - I w moim przekonaniu, jeżeli ja miałbym się wypowiedzieć na temat kanonu szkolnego, jego rola jest bardzo prosta.
3874:  KMM - Zapoznać uczniów z wszystkimi rodzajami literatury i gatunkami literackimi.
3879:  KMM - Tego kanon nie robi.
3880:  KMM - Nigdy nie robił.
3881:  KMM - Zwłaszcza polski.
3883:  KMM - Więc kształcimy rok rocznie ludzi, którzy znają jedną czwartą kultury.
3888:  KMM - I to jest coś, czego nie rozumiem.
3889:  KMM - Bo jakkolwiek jeszcze jestem w stanie zrozumieć, bo czytam te narracje, jakie przesłanki stoją za kształtowaniem tego klasycznego kanonu ogólnoświatowego,
3898:  KMM - Tak nie jestem w stanie zrozumieć tego, jaka przesłanka może stać pozapolityczną za tym, że uczy się uczniów czegoś, co nie zgadza się z obiektywnym obrazem historii literatury i obiektywnymi wartościami języka polskiego, literatury.
3914:  KMM - Jeżeli ktoś nie umie czytać kryminałów i fantastyki, to jak oceni jako dziennikarz magazynu książki, które są dobre, a które są złe?
3926:  TLM - Tutaj bym powrócił, odpowiadając do tego wymogu, który przedstawiłem wcześniej i po prostu powiedział, że niekoniecznie jest tak, że owa fikcja gatunkowa czy wszelkie inne formaty mediów, które często wymieniasz w swoich filmikach,
3941:  TLM - Są eksplicyte, dyskryminowane, powiem tak, mogą być dyskryminowane instytucjonalnie w taki sposób, w jaki mówisz, ale jednocześnie ta dyskryminacja nie jest kompletnie nieufundowana, gdyż tak jak mówiłem, dla mnie...
3958:  TLM - Naprawdę, książka musi przejść przez 50 lat, może 70, może 100 lat po prostu trwania w tym substracie, zanim można uznać, że ok, jest sprawdzona, jest przetestowana, jesteśmy na tyle pewni, że w niej się znajduje jakaś uniwersalna wartość, że przekażemy tą książkę przyszłemu pokoleniu przez nauczanie w szkołach.
3980:  TLM - Natomiast jeśli byśmy teraz chcieli, no bo nie możemy też udawać, że te gry wideo, książki fantasy, kryminały i tak dalej nie stanowią istotnego elementu współczesnej kultury, natomiast to był jeden z moich pierwszych argumentów, że
3998:  TLM - To, że są teraz aktualne, są ważne, stanowią część tej kultury, nie jest wystarczającą przyczynką, żeby wynosić je właśnie w ten status, w ten echelon, powiedzmy, tego kanonu.
4011:  TLM - Przede wszystkim z tego względu, że ci młodzi ludzie, te dzieci, tak czy tak będą miały styczność z tymi mediami.
4018:  TLM - I to jest też kuriozalny punkt, który jest w twoich filmikach.
4022:  TLM - Tutaj chyba nawet mam cytat zapisany z jednego filmiku,
4027:  TLM - Matura zamyka rozdział życia, w którym mamy najwięcej styczności z kulturą.
4032:  TLM - Nie mamy na przykład seriali ani gier wideo.
4035:  TLM - I ja się chciałbym zapytać, jaki młody człowiek kończy swoją styczność z kulturą popularną po maturze?
4043:  TLM - Przestaje grać w gry wideo?
4044:  TLM - Przestaje oglądać seriale?
4046:  TLM - w dalszym ciągu swojego młodego i dorosłego potem życia, to jest bardzo kuriozalne stwierdzenie, szczególnie jeśli proponujesz np.
4054:  TLM - w wywiadach, żeby dzieci oglądały na lekcjach polskiego filmy Disneya, gdzie jestem naprawdę na 90% pewien, że już widziały te filmy Disneya w swoim wolnym czasie, czy rodzice im mogą je pokazać, jak sobie te dzieci dorastają.
4072:  TLM - Jestem pewien, gdyż są to wysoce popularne filmy i są puszczane w telewizji.
4076:  KMM - To nie są dane.
4077:  KMM - Moje dane polegają na tym, że przez moje ręce rocznie przychodzi 400, 500, 600 młodych ludzi, od których dostaję bezpośrednie informacje z pierwszej ręki o tym, co się robi w szkole.
4087:  KMM - To są moje dane.
4088:  KMM - To są duże dane.
4089:  KMM - Z każdego roku mam ich więcej.
4091:  KMM - I na podstawie tych danych mogę od razu powiedzieć, że to nie jest tak, że kultura jest przyswajana w domach.
4098:  KMM - Bardzo często jest tak, zakładamy, że wszyscy mają Netflixa.
4102:  KMM - Nie, nie wszyscy mają Netflixa.
4104:  KMM - Nie wszystkich stać na kulturę, nawet tak ogólnodostępną.
4108:  KMM - I szkoła ma dać szansę zapoznania się z tym.
4111:  KMM - Nie rozumiem dlaczego wyrwałeś tam trochę z kontekstu to co powiedziałem, bo ja mówiłem o tym z oczywistych względów, że to gier wideo i seriali nie ma na maturze i nie ma w szkole, więc ta jedyna okazja kiedy ludzie mogą się z nimi zetknąć,
4127:  KMM - określonym kontekście dodajmy jeszcze to, prawda, interpretacyjnym zostaje zaprzepaszczona i w ten sposób masz samosprawdzającą się przepowiednię.
4135:  KMM - Ludzi nie uczymy jak czytać anime, jak czytać gry wideo, jak czytać filmy, w związku z powyższym traktują to jako czczą rozrywkę i w to graj, bo to ma być traktowane jako czcza rozgrywka właśnie, prawda, a ja bym chciał, żeby ludzie mieli możliwość pogłębionej refleksji nad wszystkimi przyjawami kultury, które ich otaczają, ale nie dostają do tego żadnych narzędzi.
4156:  KMM - Narzędzia, które dostajemy do rozpracowywania literatury są przestarzałe.
4160:  KMM - Ludzie umieją charakterystykę postaci, plan wydarzeń i analizę poezji.
4164:  KMM - Nie umieją analizować prozy.
4165:  KMM - Wspomniałeś mama na samym początku.
4167:  KMM - Nie ma żadnych informacji na temat jakiejkolwiek analizy z zakresu teorii narracji, koniecznej do zrozumienia tego, co Mann wyprawia w swoich powieściach, że wspomnijmy Czarodziejską Górę na samym początku, bo jedyne informacje na temat teorii powieści, jakie się pojawiają w szkole, to jest świat przedstawiony wedle definicji swoją drogą fenomenologicznej, przestarzałej już kompletnie, narrator,
4189:  KMM - narrator trzeciodrugoosobowy i powieść szkatułkowa.
4192:  KMM - Koniec.
4193:  KMM - To są wszystkie informacje.
4194:  KMM - Jak ty chcesz, żeby człowiek podszedł do strumienia świadomości Ulyssesa, kanonicznego nawiasem mówiąc, z wiadomościami ze szkoły.
4201:  KMM - Są one redukcyjne całkowicie i mówimy o literaturze.
4206:  KMM - A jeżeli chodzi o analizę komiksu, gry wideo, która podobno jest na liście lektur, ale żaden polonista nie umie je zanalizować, anime, serialu, serialu nowej generacji także.
4216:  KMM - Naprawdę będę długo walczył z każdym, kto będzie uważał, że Mr. Robot czy Dynastia to są dzieła kultury popularnej i niestety jako takie są przyswajane, bo czytane są po powierzchni.
4229:  KMM - I to uważam za największy grzech polskiego szkolnictwa właśnie i tego kanonu, który zacementował nas wyłącznie w literaturze, bo nie dość, że nie obejmuje on wszystkich przejawów literatury, to jeszcze wytwarza w nas sztuczne przekonanie, że wszystko co literaturą nie jest, jest czczą rozrywką.
4246:  KMM - To nie jest prawda.
4250:  TLM - Tutaj, chwileczkę, w jakiej tutaj może kolejności?
4253:  TLM - No dobra, najpierw bym powiedział coś takiego, że jeśli chcemy zawrzeć te gry wideo, te wszystkie inne media, komiksy, anime i tak dalej i to się zgodzę jak najbardziej, że uczniowi po wyjściu ze szkoły nie ma jeszcze w pełni wykształconego, powiedzmy, aparatu krytycznego, żeby przeanalizować tą narratywę i dojść do jakiejś konkluzji, czy to jest dobra narratywa, czy ona niesie za sobą coś wartościowego.
4278:  TLM - Jednak lekcje polskiego w taki sposób, w jaki się odbywają, są z braku czasu, być może z braku środków, dosyć schematyczne i raczej uczą po prostu interpretacji narzuconej.
4288:  TLM - Natomiast tak jak mówisz, jakby nauczyciel nie potrafił analizować gry wideo w taki sposób, to nie przekaże niejak tej wiedzy dzieciom.
4296:  TLM - Natomiast jeśli nawet byśmy, no to jest trochę takie marzycielskie, ale gdybyśmy wyuczyli dzieci formowania tych własnych opinii, doszukiwania się wątków narratywnych i oceniania ich w jakiś silący się na obiektywność sposób, systematyczny sposób, no to wtedy
4316:  TLM - gdyby nawet były wyposażone w ten aparat, to jakich dzieł kultury im dostarczyć, ażeby został ten aparat dobrze wykorzystany.
4325:  TLM - I według mnie, w ogóle tak nawiasem mówiąc, wydaje się, że można wykształcić ten aparat krytycznego podejścia do sztuki na samej literaturze.
4334:  TLM - gdyż ona jest różnorodna i myślę, że są narzędzia potrzebne do analizy trudnej prozy na przykład, które są na tyle uniwersalne, że aplikują się też do innych mediów.
4344:  TLM - Natomiast jeśli już mamy takie narzędzia, które się nie aplikują, na przykład w analizie komiksu byłoby to jakaś analiza graficzna, wizualna, czy w filmie kompozycja ujęcia, blokowanie, gra aktorska i tak dalej, to już nie do końca są domeny
4363:  TLM - języka polskiego wtedy, to może powinny być wprowadzone przedmioty, albo są właściwie przedmioty wiedza o kulturze, gdzie być może powinno się mówić o, nie wiem, technikach filmograficznych, czy właśnie o technikach tego wzornictwa, czy rysowanie komiksów i tak dalej.
4380:  TLM - Natomiast nie jest to domena języka polskiego.
4383:  TLM - Język polski zajmowałby się narratywami, fabułami i tak dalej.
4389:  TLM - I jakby jeśli mamy już ten aparat wykształcony do analizowania tych narratyw, to wtedy
4396:  TLM - Właśnie skąd mamy wiedzieć, że dane dzieło kultury, załóżmy to alternatywne, czyli ta manga, anime, serial i tak dalej, są odpowiednie dla tych dzieci i że te dzieci wyciągną coś wartościowego z tych godzin spędzonych na uczenie się i interpretowanie danego dzieła.
4412:  KMM - Proste.
4412:  KMM - Po prostu odnosisz się do prac literaturoznawczych i teoretycznych i filozoficznych na ten temat.
4419:  KMM - Na zachodzie powstają one od lat 60. w górę.
4422:  KMM - W Polsce zaczynają być przyswajane od ostatnich kilkunastu lat.
4426:  KMM - Między innymi moim staraniem i moich kolegów.
4429:  KMM - Dopiero teraz, bo wcześniej beton uniwersytecki tego nie przepuszczał, więc nauczyciele nie mogli tego wiedzieć, więc nauczyciele uczą właśnie takiego podejścia, jak w tym momencie to, które reprezentujesz.
4440:  KMM - Nie mam oczywiście ci zazwań, nie możesz tego wiedzieć, ale problem polega na tym, że ten obraz jest z gruntu fałszywy.
4448:  KMM - Od mniej więcej lat 80. w górę od prac m.in.
4452:  KMM - Williama Michela mówi się o zwrocie ikonicznym,
4456:  KMM - w naszej kulturze i czyta się filmy, obrazy, komiksy i wszelkie animacje językiem wykształconym przez literaturoznawstwo.
4464:  KMM - Fakt, że nie ma tego w szkołach jest wyłącznym wyborem polskiego szkolnictwa.
4469:  KMM - Na Zachodzie nie jest niczym dziwnym włączenie ze sobą różnych mediów.
4473:  KMM - Gdyby to nie było dziwne, to by nie rozwijała się od lat 80. analiza multimodalna.
4478:  KMM - Albo transmedialna teoria narracji, która mówi o tym, że są aspekty narracyjne tzw.
4483:  KMM - medium specific, charakterystyczne dla jakiegoś medium i medium free, niezależne od jakiegoś medium.
4488:  KMM - Więc te rzeczy są, wystarczy tylko do nich sięgnąć i to nie są rzeczy wprowadzone wczoraj albo dwa dni temu, albo dwa lata temu.
4495:  KMM - zostały wprowadzone bardzo dawno temu i odpowiadają właśnie na te wyzwania szkolnictwa, które się pojawiają na całym świecie, bo weźmy pod uwagę, że ta dostępność do kultury, która jest w tej chwili, ona jest niedawna, to znaczy to się zaczyna bardzo gwałtownie w tej chwili rozwijać, ale dzięki temu, że te tendencje zostały rozpoznane wcześniej przez humanistów, Zachód był na to przygotowany, natomiast my niestety nie i nie tylko my, bo to jest kwestia, w ogóle to też jest zabawne, że ta kategoria literatury wysokiej
4524:  KMM - I specyficzne oddzielanie od siebie klasyki i fantastyki i popkultury jest właściwe dla wszystkich krajów bloku sowieckiego.
4531:  KMM - Jeżeli się wyjedzie 300 kilometrów w dowolnym kierunku na zachód, to człowiek się nagle dowiaduje, że nikogo nie dziwi w Stanach Zjednoczonych konferencja, wiem, bo byłem na takich, na których równocześnie mówi się o
4542:  KMM - Nie wiem, Chestertonie, Hemingwayu, Faulknerze, Ursuli Le Guin i Stanisławie Lemie.
4547:  KMM - To było zabawne, był taki moment, że o Stanisławie Lemie więcej mówiło się za granicą niż w Polsce, co też wiele mówi o naszych literaturoznawcach.
4555:  KMM - Więc to jest pewien fantazmat, w którym my cały czas żyjemy w bloku posowieckim.
4561:  KMM - Jak rozmawiałem z badaczami z Rosji, z Czech i tak dalej, to mówili mi, że tak, że mamy u siebie ten sam problem, jak spotykamy się z kolegami z zachodu, to oni otwierają szeroko oczy, bo my mówimy o represjonowaniu, mówimy o mniejszości, oni w ogóle nie rozumieją o co chodzi, bo na zachodzie mniejszości są właśnie o charakterze genderowym, seksualnym, etnicznym, rasowym i tak dalej, i tak dalej.
4584:  KMM - Ten problem, który my mamy, tam nie zaistniał, ponieważ fandom tam zawsze był, czyli fani fantastyki, kultury popularnej,
4591:  KMM - Byli tymi, którzy opowiadali się po stronie ludu, opowiadali się po stronie obywatela przeciwko na przykład ciemiężącemu kapitaliście.
4600:  KMM - Dlatego w Stanach Zjednoczonych włączenie na przykład Olivera Twista na listę lektur włęzałoby się z tym, że mielibyśmy długą, godzinną lekcję na temat opresji kapitalistycznego systemu.
4612:  KMM - U nas będzie to na temat tego, o jaka jest piękna XIX-wieczna, och, och, Wielka Brytania, zobaczcie jak tam biedne dzieci pracowały, ale bez tego do powiedzenia.
4622:  KMM - I musimy mieć to na uwadze, jak mówimy o tych wątkach, wydaje mi się, bo cały czas wracamy do terminów, prawda, ale równocześnie do historii.
4631:  KMM - Te utwory, znaczy nie te utwory, te prace naukowe, które pozwoliłyby na wykształcenie stosownej metodologii do analizowania dział kultury są, ale fakt, że się z nich nie korzysta jest wyborem intencjonalnym.
4645:  KMM - To nie jest kwestia tego, że ktoś zdecydował, nie, to jest bezwartościowe, nie będziemy z tego korzystać.
4650:  KMM - Nie, to jest tak, że po prostu uznano, że w Polsce nie jest to odpowiednie do właśnie tego, w jaki sposób rozumiemy kulturę i sztukę.
4662:  TLM - To bym powiedział, że może się wiązać z tym, że jak każda dziedzina nauki, kiedy się rozwija, jest w swojej fazie formacyjnej, no to nie spotyka się jeszcze z szerokim uznaniem być może i z akceptacją z całej strony środowiska naukowego, a już w szczególności ten system szkolnictwa, on jakby musi być naprawdę całe dekady w tyle za odkryciami naukowymi, gdyż przedstawia się dziecku jednak, czy tym młodym ludziom,
4690:  TLM - niejako uproszczoną wersję, niejako taki po łebkach się idzie przez te wszystkie tematy i za dużo by komplikowało, jakby zyski są mniejsze niż koszta przedstawiania realiów sceny naukowej tak jak się teraz odbywa.
4706:  TLM - Na przykład, nie wiem, na biologii naucza się o klasycznym darwinizmie, a nie o
4710:  TLM - nowej syntezie darwinistycznej.
4712:  TLM - Na fizyce korzysta się z fizyki newtonowskiej, a o tej einsteinowskiej, prawda, relatywistycznej dopiero na studiach na przykład.
4721:  TLM - Więc tak samo wydaje mi się, że... Nie uważasz tego za problem?
4724:  KMM - Nawiasem mówię, nie uważasz tego za problem?
4725:  TLM - Nie, to jest pragmatyzm.
4727:  TLM - To jest jeśli po prostu dany uczeń czuje, zobaczy na czym mniej więcej polega dany przedmiot i odczuje wobec niego pasję, no to potem, no to jest jakby, to się wiąże z każdą może zmianą fazy życiowej, że się wchodzi w
4743:  TLM - nowe stadium swojego życia i się nagle odkrywa, że okej, to co do tej pory myślałem, że jest prawdą, tak naprawdę jest tylko jakąś taką bajeczką, tak jak dowiedzenie się, że święty Mikołaj nie istnieje, prawda?
4754:  TLM - Do tego bym porównał przejście z liceum na studia.
4756:  TLM - To są kompletnie różne realia i wydaje mi się, że to jest takie szlachetne kłamstwo być może.
4763:  TLM - Albo tak jak powiedziałem, że to uproszczenie
4765:  TLM - jest z tego względu, że i tak mamy o tyle ograniczony czas, o tyle ograniczone środki nauczycieli, środki w szkół do prowadzenia tego wykształcenia, że jest po prostu pragmatycznie prościej przedstawiać te prostsze narratywy.
4781:  TLM - Natomiast po to jest wykształcenie wyższe, żeby kontynuować i jakby zaznajomić tego ucznia, studenta z tym, jak faktycznie się sprawy mają.
4790:  KMM - Ok, sugerujesz, że dziady są prostsze niż Potter.
4794:  KMM - Bo jeżeli twoja analogia jest uprawniona, to znaczy prostsze modele fizyczne są prowadzone w szkole, bardziej skomplikowane są prowadzone na studiach, to mówisz dokładnie o takim wykształceniu polonistycznym, jak ja bym chciał.
4805:  KMM - Nie, mówię o tym, że jest zakrzywiony obraz danej dziedziny przedstawiony w tych... Nie, to nie jest zakrzywiony obraz danej dziedziny, to są podstawy danej dziedziny.
4815:  KMM - I jeżeli mówimy o podstawach danej dziedziny, to nie jest rzeczą przypadku, że na matematyce tłumaczą ci, że 2 plus 2 równa się 4, a nie dodają w zbiorze liczb rzeczywistych.
4823:  KMM - Bo to jest uproszczenie.
4825:  KMM - Natomiast na lekcji języka polskiego takie uproszczenie nie zachodzi.
4828:  KMM - Znaczy dowiadujesz się podmiot, orzeczenie fajnie, a potem musisz przyswoić trudny tekst napisany w XIX wieku.
4833:  KMM - To nie jest logiczne.
4834:  TLM - Tak, to jest trudne, ale można powiedzieć o każdym przedmiocie, że jest trudne, że nie wiem, jak logarytmy się wprowadza, to są trudne w matematyce.
4841:  KMM - Nie, bo wprowadziłeś analogię, która jest niebezpieczna.
4843:  KMM - Pamiętaj, że ja pracuję na AGQ.
4845:  KMM - I mam kontakty z ludźmi, którzy, no, wykładają przedmioty techniczne i ścisłe.
4850:  KMM - I są wyjątkowo wrażliwi właśnie na to, że rokrocznie ludzie przychodzą z wiedzą, która coraz bardziej odstaje od tego, czym oni się zajmują.
4857:  KMM - I coraz większa jest potrzeba wprowadzania roku zerowego na studiach, żeby w ogóle nadrobić to wszystko, w czym szkoła nie domaga.
4865:  KMM - A mówimy o przedmiotach, które są wykładane właśnie w o wiele bardziej logiczny sposób niż język polski.
4870:  KMM - Bo język polski nie jest wykładany logicznie, nie jest logiczne
4874:  KMM - pokazywanie trudnych zjawisk z zakresu gramatyki dla młodego człowieka, który przyswaja TikToki.
4880:  KMM - Zgódźmy się, że to zaczyna język polski być językiem obcym.
4884:  KMM - Nie z uwagi na gry wideo, tylko z uwagi na social media i z uwagi na content wideo i z uwagi na inne sposoby przekazywania komunikacji i zmiany kognitywne w naszym mózgu mniej przyswajamy coraz bardziej informacji, a bardziej odsiewamy.
4897:  KMM - I człowieka konfrontujesz z trudnym tekstem dlatego, że Harold Bloom powiedział, że on jest ważny.
4903:  KMM - I on był ważny dla Harolda Bluma, który w tym momencie już zaraz będzie odchodził z tego świata, o ile już nie odszedł, nie śledziłem szczerze powiedziawszy jego losów od bardzo dawna.
4911:  KMM - I problem polega na tym, że w momencie, w którym młody umysł skonfrontuje się z czymś takim, to jest dla niego jak spinaczka alpejska.
4919:  TLM - Oczywiście nie od razu, oczywiście wprowadzanie jest stopniowe.
4922:  KMM - Tak, to znaczy wpierw się daje teksty dla dzieci pisane w XIX i XX wieku, racja.
4927:  TLM - Nie, no ja pamiętam jeszcze moje lektury z pierwszych klas podstawówki i to były takie współczesne powiaski, jakieś Karolcia i Niebieski Koralik, Wielkie, Większe, Największe, to były takie proste powiaski.
4938:  KMM - Lata 80., 70., XX wieku.
4939:  KMM - No tak, tak, tak.
4940:  KMM - No.
4940:  KMM - Ale teraz mamy lata, jak to się mówi ładnie, XX-XXI wieku, czyli 50 lat później.
4947:  TLM - No tak, czyli to jest to, o czym cały czas mówię, że 50 lat na sprawdzenie się danego dzieła, że jest odpowiednie dla tych małych dzieci.
4954:  TLM - Natomiast to, co...
4955:  KMM - Stop.
