Cyberpunk 2077: jest jak jest VS jak mogło być || Dyskusja Bez/Schematu
🔗 https://www.youtube.com/watch?v=XbH9VgGem-A
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)
MG (Marcin Giełzak)

0:  BFP - Znaczy panowie, no powiedzieć, że o Cyberpunk 2077 jest teraz głośno, to nie powiedzieć nic.
3066:  BFP - Zauważył, że trzeba uważać z tą przesadą.
3069:  BFP - Ale kiedy mówię inna gra, to mam na myśli produkt innej jakości niż ten, który był promowany.
3074:  BFP - Tak jakby była stosowana fałszywa reklama.
3077:  BFP - I to jest moim zdaniem niemoralne w przypadku CD Projektu, bo oni wiedzieli w jakim stanie jest ta gra.
3082:  BFP - Oni wiedzieli w jakim stanie jest gra na PlayStation 4, a mimo to nie zdecydowali się opóźnić premiery na przykład na konsolę starej generacji.
3090:  BFP - Mało tego...
3091:  BFP - złapano ich na tym, że tygodnie, tygodnie przed premierą, czyli wtedy, kiedy już można było poprawić wszystko, a przynajmniej mówili, że teraz crunchują, żeby poprawić wszystko, mówili, nie, no działa to w najlepszym razie tak, jakbyśmy tego oczekiwali po PlayStation 4.
3105:  BFP - Wiadomo, że to nie wygląda i nie działa tak jak na pececie, czy na konsolach nowej generacji, ale wygląda bardzo dobrze, jesteśmy zadowoleni z tego, jak to działa.
3113:  BFP - A więc kłamali.
3115:  BFP - Albo był naprawdę bardzo zły przepływ informacji tam.
3118:  BFP - I to jest uważam poważny kryzys, który może uderzyć rykoszetem w ogóle w zaufanie spółki gamedevowe w Polsce.
3125:  BFP - Bo to Wiedźmin 3 sprawi, że ludzie zaczęli inwestować w spółki gamingowe na giełdzie papierów wartościowych.
3133:  BFP - I życzę, trzymam kciuki za CD Projekt Red.
3136:  BFP - Ale ten case pokazuje, że budowaną renomę przez 10 lat, która jest naprawdę potężną renomą w świecie graczy i jakby to, jak podchodzi się do gier City Projectu, no to jest niemalże kult.
3148:  BFP - I to nie tylko w Polsce, na całym świecie.
3150:  BFP - Można zaprzepaścić w tydzień.
3153:  BFP - I przykre, że to zarząd podjął takie decyzje, więc nie korpo, po prostu zarząd i konkretni ludzie.
3158:  BFP - I przykre tym bardziej, że przykrywa to wspaniałą pracę bardzo wielu artystów i twórców, którzy włożyli w tę grę całe swoje serce.
3165:  BFP - Więc kibicuję CD Projekt Red, ale uważam, że musi stawić czoła konsekwencjom swoich działań, a przede wszystkim działań swojego zarządu.
3172:  BFP - Marcin?
3174:  MG - Kojarzycie, w grze jest taki wątek, jest dzielnica, która nazywa się Pasyfika.
3178:  MG - Ona jest zaludniona przez imigrantów z Karaibów.
3180:  MG - Otóż w Pasyfice wielka korporacja miała zbudować największe w Night City centrum handlowe z wszystkimi możliwymi atrakcjami, co miało podnieść tą biedną dzielnicę i zrobić z niej park rozrywki dla Ameryki.
3197:  MG - I w pewnym momencie, już nie pamiętam za sprawą czego, po prostu porzucono tą produkcję, porzucono tą budowę w połowie i zostaje takie centrum handlowe widmo, które szybko po prostu pochłaniają slumsy.
3210:  MG - No i w pewnym sensie to jest los cyberbanka.
3212:  MG - porzucono mnóstwo pracy w trakcie, nie ukończono.
3217:  MG - I my jesteśmy tymi, którzy teraz biegają między tymi korytarzami tego budynku widmo.
3223:  MG - Ale czy źle się bawimy?
3225:  MG - Moim zdaniem nie.
3226:  MG - Moim zdaniem bawiły się świetnie.
3228:  MG - Tylko musimy wiedzieć, co to jest.
3230:  MG - To, co im wyszło w praktyce, być może także z uwagi na presję marketingową, to jest taki feel good game.
3236:  MG - W tej grze chodzi o to, że masz Porsche 911 Carrera, Johnego Silverhanda, jak się postarasz, że masz elektryczną katanę, że masz kuloodporny garnitur, że masz... Jakie tylko whisky chcesz, możesz zamówić.
3248:  MG - Więc pewien paradoks, ale gra, która chce potępiać złe korporacje, została w dużej mierze
3255:  MG - wykrzywiona przez to, że korporacja chciała, żeby była bardziej komercyjna i żeby wyszła wcześniej.
3262:  MG - I gra, która potępia konsumpcjonizm w dużej mierze polega na tym, że się świetnie bawisz kupując drogie samochody, drogie zabawki i drogą broń.
3270:  BFP - Tak.
3270:  BFP - Ciekawe to, co powiedziałeś na koniec.
3273:  BFP - Trochę mi raziło w marketingu i wciąż razi mnie w tej grze, a mimo, że gdzieś to jest tam właśnie ten fajna zawartość ukryta, która trochę się od tego odrywa, to jest ta krzykliwość, ta takie...
3286:  BFP - źle rozumiane rockmeństwo i to, że nazywasz to feel good game, ja bym powiedział strzelaj, ciachaj, pij i rozrabiaj i to jest takie w stylu GTA, a jednak... I sceny seksu z pierwszej osoby, no hedonizmu w tej grze jest dużo.
3304:  BFP - Panowie, zaraz nam się skończy czas, bo jesteśmy na bezpłatnej wersji Zooma, CD Projekt Red, jeżeli to słyszycie, zrobimy jeszcze jeden odcinek, w którym będziemy Was chwalili, tylko kupcie nam lepszą wersję.
3314:  BFP - Dziękuję Wam bardzo, że uczestniczyliście ze mną w tej dyskusji, to nie jest na pewno ostatnia dyskusja, którą mamy razem.
3320:  BFP - Prosimy wszystkich o komentarze i opinie na temat i sytuacji CD Projektu, i Cyberpunka.
3326:  BFP - Pamiętajcie, żeby subskrybować bez schematu, jeżeli robicie to na YouTubie, to także
3331:  BFP - Dzwoneczek, tak?
3333:  BFP - Tak.
3333:  BFP - A widzisz, kurwa, prowadzisz swojego vloga i wiesz, co trzeba mówić.
3337:  BFP - Bardzo dobrze.
3337:  MG - Zapiszę cię dzwoneczek w telefonie.
3339:  BFP - Co prawda zareagowałeś jak postać z cyberpunku, kiedy pojawia się bug i nie reaguje na twoje kwestie dialogowe, ale było całkiem w porządku.
3346:  BFP - Dzięki, panowie.
