Matura: Krytyczna analiza | Co w zamian? (@KrzysztofMMaj)
🔗 https://www.youtube.com/watch?v=SYSQgtHDJzo
RM (Rafał Masny)
KMM (Krzysztof M. Maj)

0:  RM - Dzień dobry, witam.
2866:  KMM - I wtedy wymuszasz to, że ktoś musi być na bieżąco.
2870:  KMM - Dajesz powieść, która została wydana w zeszłym tygodniu.
2872:  KMM - Nie będziesz mieć opracowania do tego.
2873:  KMM - Nie ma szans.
2874:  KMM - Jeżeli nie masz wtedy narzędzi, jeżeli nie wiesz, kim jest narrator, jeżeli nie wiesz, w jaki sposób zanalizować poezję, nic nie zrobisz bez tej wiedzy.
2882:  KMM - I równocześnie, jeżeli czegoś nie pamiętasz, nie pamiętasz tej definicji, jak powiedzmy symplokę albo epiplokę, zaglądasz sobie i idziesz sobie do analizy wiersza i wtedy wiesz, o co chodzi.
2893:  KMM - Nikt nie wymaga od ciebie, żebyś zapamiętywał jakieś starogreckie nazwy środków retorycznych.
2897:  KMM - To jest abstrakcja kompletna.
2899:  RM - Uczyłem się w liceum jerów.
2903:  KMM - Żartujesz?
2904:  KMM - Ja to miałem na studiach, na staroteryce jednosłowiańskim.
2907:  RM - Pilnowała mnie pani, która była doktorantką i spojrzała na naszą klasówkę i powiedziała, a ja miałem to niedawno.
2914:  RM - Ja omawiałem pana Tadeusza pięć miesięcy.
2918:  KMM - Niesamowite.
2919:  KMM - A jakie to było doświadczenie?
2920:  KMM - Także cię spytam z ciekawości.
2922:  RM - Powiem tak, miałem panią nauczycielkę, która kiedyś nas zapytała i od razu zorientujesz się, jaki to jest typ nauczyciela.
2930:  RM - Klasa humanistyczna, rozszerzone Polski, ósme liceum w Warszawie.
2934:  RM - Pozdrawiam.
2936:  RM - Trzeba było powiedzieć, jakie lektury... Nie, co czytamy poza lekturami.
2940:  RM - Ja tam mówię, jakaś tam mistrza Małgorzata, a pani mówi, no fajnie, ale to jest w uzupełniających, więc...
2945:  RM - Nie.
2946:  RM - Jedna dziewczyna powiedziała, a ja czytam Erika Fromma.
2949:  RM - Trzeba było wstać mówiąc.
2951:  RM - I pani powiedziała, tak Kasiu, a co rozumiesz z Fromma?
2956:  RM - I ona się po prostu spojrzała i usiadła.
2963:  RM - Wtedy zrozumiałem, że tak nie powinno się robić.
2967:  KMM - To jest pedagog, który miał tego człowieka, który był taki nadmuchany, napompowany wiedzą, dumny, szpileczka i wszystko tak oklapło.
2979:  KMM - I najgorsze jest to, że ludzie sobie nie zdają sprawy z tego, że to może mieć reperkusje przez 20 następnych lat.
2984:  KMM - Więc wiesz, wracając do tego wątku, im więcej będziemy mieć czasu na dyskusję, na pytanie, na traktowanie nauczycieli lub prowadzących jako przewodników, tym lepiej.
2995:  KMM - Im więcej będziemy czasu marnować na to, żeby oni wykładową metodą ci mówili, co ty masz wiedzieć, podczas gdy może to być podcast,
3002:  KMM - tym gorzej.
3002:  KMM - I jeszcze jest jedna ważna rzecz.
3004:  KMM - My podcastów, wiesz, jak słuchamy podcastów, to set leci w tle.
3007:  KMM - Więc ludzie siłą rzeczy nie będą z tego zapamiętywali dużo, ale będą zainteresowywali się na przykład jednym fragmentem, który ich interesuje, przychodzą wtedy i dyskutują na ten temat.
3017:  KMM - A jak chcą się pouczyć do matury, na przykład z tego przedmiotu historii literatury, to wtedy sobie mogą odsłuchać podcastu i się uczyć już w taki tradycyjny sposób, albo przeczytać książki
3024:  KMM - Cokolwiek, co i tak robią, ale wydaje mi się, że zmarnowany ten czas, cenny właśnie, który mamy na to, żeby w czasach scyfryzowanych być w społeczności, dyskutować jako społeczność, uczyć się pracy w grupie projektowej.
3037:  KMM - Ludzie nie znoszą pracy w grupie w Polsce, ona jest fundamentalna dla nas.
3041:  KMM - I mówię to, na wszelki wypadek zaznaczę, jako człowiek nienawidzący pracy innej niż samotnicza.
3047:  KMM - A nauczyłem się pracy w grupie i da się to robić absolutnie.
3050:  KMM - Wystarczy dobrze rozdzielać zadania i przede wszystkim dbać o to, żeby samemu nie robić za dużo.
3054:  KMM - To jest bardzo ważny skill, który pomaga przetrwać w pracy, zwłaszcza jeżeli ma się menadżera, który uważa, że osiągnięcia dnia poprzedniego są normą dnia następnego.
3064:  KMM - i praca w takich warunkach jest bardzo ciężka, można się szybko wypalić i właśnie to jest kolejny moment, kiedy szkoła polska może dać przyszłym obywatelom bezcenne narzędzia właśnie do funkcjonowania w życiu, w społeczeństwie, w normalnej pracy, nie na uczelni, nie na studiach.
3081:  RM - Okej, dobra, to a propos takiego narzędzia, bo myślę, że to, czego uczy polska szkoła,
3088:  RM - całkiem nieźle, to jest umiejętność zmuszenia się do czegoś, czego nie chcemy robić.
3094:  RM - Ale to jest umiejętność, która według mnie jest dość istotna w życiu, żeby nie tracić zapału, bo jak jesteśmy prawnikiem, jak jesteśmy kucharzem,
3104:  RM - Zawsze na początku dostaniemy zajęcia, które są jednak takie nudne, które robią jacyś po prostu interni i tak dalej.
3111:  RM - I pytanie, czy to nie jest cenna umiejętność w życiu, no bo jednak nie zawsze będziemy mogli sobie odpalić podcast i nie wszystko będzie tak fajnie zgamifikowane czy urozrywkowione.
3121:  RM - Więc pytanie, czy właśnie szkoła, ucząc nas na przykład tej takiej nudnej biurokracji czasami i na przykład tego, że trzeba usiąść i tą gównianą pracę domową zrobić,
3131:  RM - Czy ona trochę nie uczy nas takiego prawdziwego trudu życia?
3134:  KMM - Oczywiście, że gdyby szkoła uczyła nas biurokracji, to ludzie nie mieliby problemu z uzupełnieniem podstawowych druków urzędowych, to jest jedna kwestia.
3142:  RM - Tego, że biurokracja istnieje i jest wolna, ale nie jak działa.
3146:  KMM - Masz rację, że to jest ważna umiejętność.
3148:  KMM - Ja się tu absolutnie zgadzam i jestem głęboko przekonany, że zawsze będziemy mieli, niezależnie od tego, jak przygotujesz system, zawsze się znajdą w tym systemie ludzie, którzy będą w ten sposób pracować.
3159:  KMM - Nie jesteś w stanie zmusić kogoś, żeby zmienił w stu procentach swoje metody nauczania i na pewno to ci mogę zagwarantować, że wprowadzenie bardziej liberalnego systemu edukacyjnego absolutnie nie wyeliminuje tego, że większość ludzi nie będzie w ten sposób myśleć.
3173:  KMM - To jest raczej kwestia taka, że
3176:  KMM - Musimy dać maksymalnie dużo swobody ludziom, którzy są wybitni.
3180:  KMM - Ja jestem po stronie bardzo takiego, tu jest jedyny moment, kiedy się zgadzam z Amerykanami, bardzo dużego nacisku na wyłanianie talentów.
3191:  KMM - I wyłuskiwanie talentów, bo to są ludzie, którzy realnie przesądzają o tym, że zwiększa się wzrost gospodarczy, że są innowacje, że przede wszystkim nie ma takiego dużego procentu ludzi uciekających za granicę, żeby robić tam rzeczy, zakładać firmy.
3208:  KMM - Więc wiesz, to jest wypływ kapitału.
3209:  KMM - Wbrew pozorom ma bardzo duże reperkusje to, że my nie mamy systemu wyłaniania talentów poza olimpiadami przedmiotowymi.
3216:  KMM - To jest jedyne takie miejsce, gdzie faktycznie masz swobodę, gdzie zauważ również, jest duża współpraca środowiska akademickiego i nauczycielskiego.
3225:  KMM - W komisjach zasiadają nauczyciele i nauczyciele akademicki.
3228:  KMM - I ten model się sprawdza od lat i to jest taka jedna rzecz, która rzeczywiście mogę powiedzieć w 100%, zgadzam się robić tego więcej.
3235:  KMM - Jeszcze fajniej byłoby, żeby większa liczba ludzi uczestniczyła w olimpiadach i zobaczyła, jakie to jest super.
3240:  KMM - To jest mój przekaz od lat, ale...
3242:  KMM - w samej szkole jest bardzo dużo nauczycieli, którzy uciekają do szkolnictwa prywatnego i oni nie uciekają wyłącznie z uwagi na zarobki.
3249:  KMM - Oni uciekają dlatego, że system nie pozwala im rozwinąć skrzydeł.
3255:  KMM - Nauczycielom, ale również uczniom.
3257:  KMM - Jeżeli nauczycielowi nie pozwolisz rozwinąć skrzydeł, to uczniowie pod jego skrzydłami też ich nie rozwiną.
3262:  KMM - Nie będą wiedzieli nawet, że jest taka alternatywa.
3264:  KMM - Dlatego też, wiesz, jeżeli dajesz większy margines swobody, to po prostu będziesz miał większą pulę zachowań.
3269:  KMM - Aktualnie
3271:  KMM - że ludzie, którzy w tym systemie funkcjonują w największej mnogości, to są, no brzydko powiem, tacy wyrobnicy planu pięcioletniego.
3280:  KMM - Trzeba zrobić plan czteroletniego, trzeba przygotować do matury i elo.
3285:  KMM - I to się zaczęło bardzo dawno temu.
3287:  KMM - Ja pamiętam moją polonistkę, która była bardzo niesztampowa, ale powiedziała do moich rodziców, no pani syn jest najlepszy spośród wszystkich uczniów moich i dlatego nie zda matury.
3298:  KMM - I to było przerażające, bo wtedy weszły testy.
3301:  KMM - A wiesz, ona, ja szanuję ją bardzo za to zdanie, bo ona wtedy obnażyła pewną rzecz, która już wtedy mnie gotowała niesamowicie.
3308:  KMM - To znaczy, jak myślisz właśnie w schematyczny sposób, podługo pracowałeś, no to sobie poradzisz.
3313:  KMM - Natomiast jeżeli nie myślisz w schematyczny sposób, to sobie po prostu nie poradzisz.
3316:  KMM - No ja faktycznie sobie nie poradziłem wtedy na próbnej maturze.
3319:  RM - Ja mam pytanie, czy to jest, ale na próbnej maturze, bo słyszałem o tych dwudziestu... Dwadzieścia trzy procent, moje słynne, tak.
3325:  KMM - To było z próbnej matury robione przez OKE w Krakowie.
3328:  KMM - Okej, ale finalnie... Nie no, finalnie nie podchodziłem dla tego, nie.
3331:  KMM - Okej.
3332:  KMM - Co ty, ja poszedłem na olimpiadę, właśnie byłem, nie wygrałem, absolutnie, dlatego mówię ludziom, żeby szli na olimpiadę, wystarczy się dostać do Warszawy, do centrum, czyli przejść przez dwa etapy eliminacji, szkolny i wojewódzki.
3342:  KMM - Okej.
3343:  KMM - I elo, i masz indeks na studia, które są związane z tą olimpiadą.
3347:  KMM - Okej, idź na olimpiady.
3348:  KMM - No dokładnie, jak dostaniemy... Ja nie miałem pojęcia, myślałem, że trzeba wygrać.
3351:  KMM - No tak, a jak dostaniesz laureata i wygrywasz, to wtedy masz na wszystkie studia wstęp.
3355:  KMM - Uuuu.
3356:  KMM - Więc to jest mega istotne i mnie to uratowało, bo mam po prostu 100% wtedy z matury wpisane rozszerzonej i podstawowej od razu, bo mnie się jeszcze wtedy zdawało dwie naraz, to też było idiotyczne, że musiałem zdać i podstawową i rozszerzoną.
3373:  KMM - Wymyślają różne rzeczy, w zależności od tego jak chcą skrzywdzić dane pokolenie.
3377:  KMM - Więc to jest wentyl bezpieczeństwa, który jest dobry i chciałbym strasznie, żeby trochę z tego myślenia weszło do szkół i wbrew pozorom jest to dość proste, to znaczy receptury pedagogiczne są od Marii Montessori w górę cały czas te same.
3390:  KMM - Więcej dyskusji, więcej debaty, więcej demokracji, więcej zabawy w szkole, ale takiej mądrej zabawy, kiedy rzeczywiście uczysz się bawiąc, to jest najskuteczniejsza metoda pedagogiczna, jaką wymyśliliśmy kiedykolwiek.
3402:  KMM - więcej ruchu.
3403:  RM - A jak wtedy motywować do działania, jeżeli uczysz się gdzieś przez zabawę?
3407:  RM - No bo myślę, że wielu ludzi naprawdę oceny te liczby są tak już chyba elementarnym, czy centralnym fragmentem naszej edukacji, że myślę, że wielu ludzi w ogóle nie jest w stanie sobie wyobrazić, jak zmotywować dziecko do tego, że ma się uczyć, jeżeli nie na przykład tą szóstką, czy tą jedynką, którą dostanie.
3428:  RM - Jak wtedy dawać feedback?
3430:  KMM - Część pedagogów, na przykład dr Marzena Żelińska, która prowadzi fundację Budząca się Szkoła i rejestruje tam szkoły, które chcą zmieniać się w obrębie tego systemu tak, jak to jest możliwe, mówi, że oceny są uzależniające.
3441:  KMM - To znaczy one ci dają strzała dopaminowego.
3445:  KMM - Tak, dlatego właśnie mamy w Polsce słowo grywalizacja, tu szanuję cię, ponieważ powiedziałeś gamifikacja wcześniej, bo jest gamification po angielsku, a myśmy sobie już utworzyli z tego grywalizację, ponieważ dobrze wiemy, co działa w Polsce, co działa rywalizacja bardzo mocno.
3459:  KMM - Co jest też, żeby usprawiedliwić, bo ja bardzo nie lubię ojkofobów, my mamy szczególną sytuację, to znaczy jesteśmy młodą gospodarką kapitalistyczną, w związku z powyższym dla nas wciąż ten duch rywalizacji kojarzy się z czymś bardzo dobrym, utopijnym i prowadzącym na sam szczyt.
3475:  KMM - Natomiast pokolenie, które miało się okazję, tak jak pokolenie milenialsów reprezentowane nolens wolens przeze mnie, przekonać jak to działa long term,
3483:  KMM - dobrze wie, że w którymś momencie organizm mówi stop i to jest po prostu niebezpieczne.
3488:  KMM - To nie jest koń wyścigowy, na którego ja bym stawiał.
3491:  KMM - Zdecydowanie bezpieczniej jest robić te 80%, a nie te 140%.
3496:  KMM - Mimo, że jasne, fajnie jest rozwinąć się bardzo szybko, ale nigdy nie wiemy, jaka będzie tego konsekwencja.
3500:  KMM - No, ale wracając do tego oceniania.
3503:  KMM - Problem polega na tym, że oceny funkcjonują w takiej synergii oczekiwania rodziców, aspiracje uczniów
3511:  KMM - Prostota nauczania nauczycieli.
3513:  KMM - Czyli dajesz oceny, masz średnią, wszystko jest jasne dla rodzica, ale realnie, jak jesteś uczniem, nie wiesz nic.
3521:  KMM - To, że jesteś uczniem piątkowym, super, szóstkowym, super, czwórkowym, co to sprawia?
3527:  KMM - To nie sprawia, że wiesz, ok, ja muszę zrobić to, to i to, i to, żeby było lepiej, tylko ty wiesz...
3533:  KMM - I ze mną jest coś nie tak.
3534:  KMM - A jak zaczynasz być uczniem trójkowym, to zaczynasz w siebie ładować jeszcze bardziej.
3539:  KMM - A jak nie przechodzisz, to słyszysz w szkole rzeczownik zagrożenie.
3544:  KMM - który jest najbardziej zjebanym rzeczownikiem w polskiej edukacji.
3547:  KMM - I w ogóle nie ma prawa paść, bo on robi z naszymi mózgami coś niedobrego.
3551:  KMM - Nigdy nie wiemy, czy osoba, która dostawała zagrożenia, czy osoba, która miała dostatecznie, przez to właśnie, że została kiedyś tak oceniona, nigdy nie będzie naszym przyszłym noblistą.
3561:  KMM - Nie wiemy tego i to jest zbyt duże ryzyko.
3564:  KMM - Więc wszyscy, a tu już absolutnie mogę autorytatywnie powiedzieć, pedagogowie mówią, włącznie z tymi, którzy przygotowywali ustawę o ocenianiu z 1997 roku z nowelami późniejszymi, że musi być informacja zwrotna.
3580:  KMM - I teraz informacja zwrotna jest obowiązkowa na poziomie podstawowym.
3585:  KMM - Musisz mieć ocenę opisową, nie ma ocen cyfrowych.
3587:  KMM - Oceny cyfrowe pojawiają się dopiero na późniejszych etapach edukacji, ale wciąż, o czym ja się dowiedziałem dopiero dzięki Stowarzyszeniu Umarłych Statutów, masz obowiązek ustawowy wystawienia jednej oceny wyrażonej cyfrą końcowej.
3600:  KMM - Nie ma nawet oceny śródrocznej wyrażonej cyfrą.
3602:  KMM - To jest fascynujące.
3604:  KMM - Też możesz mieć ocenę opisową na koniec semestru.
3607:  KMM - I teraz ocena opisowa to nie musi być, wiesz, elaborat na stronę A4, tylko to może być jedno zdanie, tak?
3613:  KMM - Musisz poćwiczyć bardziej ułamki.
3615:  KMM - Albo w twoich zdaniach cały czas pojawia się ten błąd.
3619:  KMM - Poćwicz go.
3621:  KMM - Ludzie bardzo często używają niewłaściwie imię słowów.
3624:  KMM - Używasz często niewłaściwe imię słowa, zobacz, to zdanie jest poprawne.
3626:  KMM - Tyle.
3627:  KMM - Ja piszę tego rodzaju komunikaty do moich studentów i ponieważ mam studentów 80 na przedmiot, 140 na przedmiot, a w sumie naprawdę to mi trochę zajmuje, ale wiesz, że mi zajmuje to mniej czasu niż rachowanie punkcików, podsumowanie, spojrzenie do tabelki wymagań programowych, która jest związana z krajowymi ramami kwalifikacji, czy student umie, czy student potrafi, bo to jest takim śmiesznym językiem pisanym, czy w tabelce ta umiejętność jest sparowana z tymi punktami, dobrze,
3652:  KMM - A teraz sprawdzam statut uczelniany, od ilu procent mam dostatecznie, od ilu procent mam plus dostatecznie i nagle się okazuje, że ja spędzam też bardzo dużo czasu na tej ocenie.
3661:  KMM - I druga kwestia, no my na uczelni możemy mieć jeden egzamin, a nauczyciele, no wiesz, robią pipsztylion kartkóweczek.
3668:  KMM - Ale po co ty je robisz?
3669:  KMM - Skoro nie musisz wystawiać tych ocen.
3671:  KMM - No po to je robisz, że chcesz wystawiać oceny, żeby rodzice mieli łatwą informację zwrotną, że tutaj ma tylko taki wykres, że tutaj były czwórki, piątki i tak dalej, ale on nic nie mówi ci realnie o tym, co twoje dziecko wie.
3681:  RM - Co więcej, ocena zawsze jest wyżej niż informacja zwrotna, bo pamiętam i myślę, że wszyscy tak patrzą na swoje jakieś wypracowanie na przykład, że nawet mogły być notatki na boku, ale zawsze patrzyło się, co jest na górze i kto to potem czytał tak na dobrą sprawę.
3696:  KMM - Tak, absolutnie.
3697:  KMM - A to jest w ogóle zabawne, bo nawet w takiej pierwotnej postaci nasze oceny mają formę słowną, bo każda cyferka się rozwija jakoś i były o to zresztą walki.
3706:  KMM - Natomiast znowu zainspirujmy się tym, jak to funkcjonuje gdzie indziej.
3709:  KMM - W społeczeństwach anglosaskich specjalnie są oceny literowe, żeby nie dało się z tego wyciągać średniej.
3714:  KMM - A u nas możemy tę średnią arytmetyczną wyciągać i to jest niebezpieczne.
3718:  KMM - Właśnie system generalnie nie służy temu, żeby dać wzorzec wszystkim.
3722:  KMM - System służy temu, żeby wyeliminować głupców.
3725:  KMM - No przepraszam, że to powiem, ale naprawdę nie trzeba wielkich kwalifikacji intelektualnych, żeby wystawiać cyferki i później je zrachować.
3731:  KMM - Można to zrobić kalkulator.
3733:  KMM - Natomiast informacji zwrotnej nie da ci dobrze każdy.
3735:  KMM - Co więcej, po informacji zwrotnej danej niewłaściwie rodzic ci może przyjść do szkoły i powiedzieć, przepraszam, dlaczego się pani tak odzywa do mojego dziecka?
3742:  KMM - Potem zostało napisane, że jesteś głupi, albo nie umiesz czegoś zrobić.
3745:  KMM - I dzisiaj na grupie Facebookowej, którą polecam, Umarłe Statuty, ludzie bardzo często dają screeny takich komunikatów, które się pojawiają w Librusie, nazywające na przykład zachowanie.
3755:  KMM - I rodzice idą do szkoły i mówią, że my sobie tak nie życzymy, żeby mówić do naszego dziecka.
3759:  KMM - Więc wiesz, to ci daje też większą możliwość jako rodzicowi kontrolowania faktycznie tego, co się dzieje w edukacji, no i równocześnie wiedzę na temat tego, no nie wiem, o czym pogadać z korepetytorem, tak?
3771:  KMM - Bo idziesz, przychodzisz ze szkoły, masz trójkę, no i zatrudniasz korepetytora, on ma mieć piątkę.
3776:  KMM - No ale korepetytor nie wie, co ma zrobić, więc co robi?
3778:  KMM - Robi zadania domowe za dzieciaka.
3779:  RM - No tak, chociaż dochodzimy, no zakładajmy, że korepetycje nie powinny być takim elementem oczywistym w edukacji.
3787:  KMM - No wiesz, nie powinny, ale są.
3789:  KMM - Rynek repetycji w Polsce od lat w zasadzie jest taką trzecią i czwartą nogą, która przytrzymuje ten dwunożny stół.
3797:  RM - Myślę, że YouTube może tutaj trochę pomóc.
3799:  KMM - Oczywiście.
3801:  KMM - Ja zawsze powtarzam, że gdyby za moich czasów była patomatma, to ja nie miałbym problemów z matematyką.
3806:  KMM - Ja potrzebowałem, żeby ktoś mi to przedstawił w sposób satyryczny, bo moje przygody z matematyką to zawsze był problem.
3813:  KMM - A to też jest zabawne, bo ja jestem takim pierwszym dyplomowanym humanistą w rodzinie, w tym sensie, że wszyscy zawsze szli w jakąś medycynę, prawo i tak dalej, a że też środowisko akademickie u mnie zawsze było silne, no to nam była taka miękka presja, żeby iść w stronę tych przedmiotów ścisłych i pamiętam frustrację mojej biednej mamy, która nie była w stanie zrozumieć, dlaczego ja pewne rzeczy nie rozumiem, a potem mi tłumaczyła coś i pokazywała na przykład trójkąt Pascala na ładne zwizualizowanie sobie wzorów skróconego mnożenia.
3837:  KMM - Ja przychodzę radośnie do szkoły, rysuję sobie trójkąt Pascala i słyszę, że to nie jest w programie i nie mam tego robić.
3841:  KMM - No szlag może człowieka trafić, nie
3843:  KMM - Zresztą do dzisiaj używam z matematyki jedynego działania, którego nauczyła mnie moja mama, a nie nauczyła mnie szkoła, to znaczy proporcji.
3849:  KMM - Proporcja jest zbyt potężna.
3850:  KMM - To jest zaklęcie, które bypasuje za dużo działań matematycznych w programie szkolnym.
3854:  KMM - W związku z powyższym, za moich tak zwanych czasów się go nie uczyło, bo ja byłem w stanie rozwiązać tę większość zadań.
3860:  KMM - No i prawda jest taka, że do dzisiaj ją stosuję, nie wiem, jak mam podatki sobie obliczyć, czy cokolwiek innego.
3864:  KMM - Proporcja.
3865:  RM - Proporcja zbyt potężna?
3867:  KMM - Tak, ona była zbyt potężna jak na ten program.
3868:  KMM - Ale jaka to była?
3870:  KMM - najprostsza, nie?
3871:  KMM - Możesz liczyć procenty, chociażby 100% X i tam wyznaczasz sobie, ile tu będzie 20%.
3876:  KMM - Wydaje mi się, że to super.
3877:  KMM - I zawsze podawano alternatywne działania, które dla mnie były nielogiczne, a to wydawało mi się logiczne, bo ja też myślę wizualnie.
3883:  KMM - I widzicie, to jest kolejna kwestia.
3885:  KMM - Jak masz zestandaryzowane procedury oceniania, to nie masz szans rozpoznać, czy ktoś bardziej myśli wizualnie, czy trzeba zastosować inne tłumaczenie dla niego, albo w ogóle, no dlaczego ten człowiek dostaje cały czas 3?
3896:  KMM - No bo to jest pytanie, które musimy sobie zadać.
3898:  KMM - Jeżeli masz na przykład, a są ludzie, którzy robią takie próby i testy, że moi znajomi na uczelni coś takiego zrobili, że dawali cały czas to samo zadanie na kolokwiach.
3909:  KMM - I teraz najlepsze, ludzie nie mieli go rozwiązać.
3912:  KMM - Dosłownie, mogli się tego nauczyć na pamięć, miałeś sześć razy to.
3915:  KMM - I teraz ty zadajesz pytanie naukowe.
3917:  KMM - Co jest nie tak?
3919:  KMM - No i wyszło, że nie znali umiejętności podstawowych i działań podstawowych, które były bezwzględnie konieczne nie do rozwiązania tego zadania, do zrozumienia logiki tego zadania, z mechaniki czy z czegoś innego.
3928:  KMM - Więc wiesz, tego rodzaju testowanie jest ważne, żeby zobaczyć, gdzie leży tak naprawdę problem.
3935:  KMM - Dlaczego na przykład ludzie stawiają źle przecinki?
3938:  KMM - Ponieważ ludziom tłumaczysz, że przecinek stawia się przed wyrazem, że.
3941:  KMM - To jest głównoprawda.
3942:  KMM - Przeciwnik stawiasz przed orzeczeniem.
3944:  KMM - A orzeczenie wprowadzasz relatorami lub innymi funktorami zdań podrzędnych typu który, jaki, gdzie, że.
3953:  KMM - I teraz, jeżeli masz wyrażenie mimo że, to człowiek nauczony tego, że przecinek stawiasz przed orzeczenie, myśli sobie, nie no, mimo że nie ma żadnego orzeczenia, to nie stawiam przecinka przed że.
3963:  KMM - A wiesz, a po tradycyjnej szkole to mnie mózg imploduje, no jak to brak przecinka przed że, że tak się nie godzi, musi tam być przecinek.
3969:  KMM - Więc...
3970:  KMM - Ludziom trzeba tłumaczyć jednak w taki sposób, żeby to było dostosowane do ich umiejętności.
3975:  KMM - I tutaj trochę wracamy do tego języka polskiego.
3978:  KMM - Większość matematyków, fizyków i tak dalej posiekałaby się za możliwość logicznej nauki języka w miejsce interpretowania poezji w nieskończoność.
3988:  KMM - I z perspektywy państwa i sposobu zarządzania państwem, krytyczna umiejętność jest taka, żeby ludzie się umieli komunikować, nie jest krytyczną umiejętnością znajomość sposobu analizowania trenu dziesiątego.
3999:  KMM - Więc taka logika podejścia, wydaje mi się, też się da wytłumaczyć w odniesieniu do oceniania.
4006:  KMM - To jest logiczne, jeżeli komuś powiesz...
4009:  KMM - co ma też zrobić.
4010:  KMM - I jeszcze jest jedna fajna technika, ja staram się propagować, gdzie mogę, zielonego długopisu i nie chodzi o tusz, tylko chodzi o to, że piszesz ludziom nie tam, gdzie zrobili błąd, tylko piszesz tam, gdzie nie zrobili błędu, że to jest okej, rób tak dalej, a tam, gdzie zrobili błąd,
4024:  KMM - Dajesz wyjaśnienie, co mają zrobić, żeby go uniknąć na przyszłość.
4028:  KMM - Czyli w mojej pracy, na przykład jak ja robię redakcję pracy studentów licencjackiej, to ja nie piszę styl, albo ort, albo int, tylko piszę, tutaj jest link do słownika, tu jest zdanie przykładowe, tu jest wytłumaczenie.
4043:  KMM - Tak, zajmuje mi to więcej czasu, ale nie, nie zajmuje mi to więcej czasu.
4046:  KMM - Wiesz dlaczego?
4047:  KMM - Dlatego, że jak raz coś takiego zrobię, to nie muszę drugi raz.
4050:  KMM - A jeżeli raz poprawisz człowiekowi, że to jest błąd Jens, no co on wie z tego?
4056:  KMM - No następnym razem zrobi inny błąd, tego samego typu, z tej samej kategorii i też dostanie komunikat Jens, ale jego mózg nie wytworzy asocjacji, bo nie będzie mieć wyjaśnienia.
4067:  KMM - Co prowadzi do kolejnej znowu mojej analogii pedagogicznej.
4072:  KMM - Możesz dziecku, nie wiem, powiedzieć, nie masz tego robić i zakrzyczeć albo nie daj Boże jeszcze zrobić coś innego, bo mam nadzieję, że kary cielesne odchodzą w niebyt, ale na wszelki wypadek powiem, że też bywają.
4085:  KMM - Ale możesz też powiedzieć, dlaczego ma nie wkładać tej ręki do piekarnika.
4089:  KMM - Wyjaśnić.
4091:  KMM - Potraktować go jak człowieka.
4092:  KMM - I wbrew wszelkim pozorom, dzieciaki rozumieją bardzo dużo.
4096:  KMM - I traktowanie ich jak zwierząt, które trzeba tresować, to nie jest dobry pomysł.
4101:  KMM - I to się skaluje do tego systemu oceniania.
4103:  KMM - Po prostu musisz potraktować tego człowieka bardzo pragmatycznie.
4108:  KMM - Musisz mu wytłumaczyć, co jest nie tak.
4109:  KMM - I jeżeli będziesz miał kogoś, kto nie chce się uczyć,
4113:  KMM - i on będzie dostał taką informację zwrotną i będzie miał dalej wyjebane, to teraz wiesz na tysiąc procent, że ten człowiek się nie nadaje na studia.
4122:  KMM - Ale jeżeli dajesz komuś jedynkę i on ma na przykład ojca pijaka, którego tłucze i on dostaje jeszcze w szkole jedynkę za jedynką,
4129:  KMM - to ty teraz możesz go skrzywdzić i możesz nie spełnić tego obowiązku dydaktycznego, który ma szkoła publiczna, jakim jest danie szansy na rozwój i na wyrośnięcie na swoje, na wyrwanie się z toksycznego środowiska i znowu z pragmatycznej perspektywy państwa, byciem dobrym obywatelem, który nie obciąża na przykład systemu opieki zdrowotnej, bo później musi iść do psychiatryka na 40 lat, żeby wyjść z tego, tylko zakłada firmę i żyje sobie radośnie i wychowuje następnie pokolenie dzieciaków już lepiej.
4157:  RM - Okej, nice.
4159:  RM - Amen, ale na koniec chciałbym zapytać jeszcze, co teraz czytasz?
4164:  KMM - Skończyłem czytać nową książkę Kelkade, Los pokonanych.
4167:  KMM - Ja bardzo jestem zagłębiony w fantasy.
4170:  KMM - Zawsze literatura była dla mnie ucieczką.
4173:  KMM - Ona nigdy nie była dla mnie czymś, co ma mnie jakoś rozwinąć intelektualnie.
4178:  KMM - I jeżeli czytam jakiekolwiek rzeczy naukowe, ja to czytam zawsze w PDF-ach i fragmentarycznie.
4182:  KMM - To jest ciekawe, bo korzystam z tych książek bardziej niż je czytam.
4186:  KMM - A jeśli potrzebuję czegoś w rodzaju Harariego, to odpalam najczęściej jakieś bardziej ambitne kanały na YouTubie i tego słucham w formie podcastu.
4193:  KMM - albo odpalam dokument, zawsze to interesowało mnie bardziej.
4197:  KMM - Natomiast ja w sumie literaturę wybroniłem po studiach polonistycznych jako taki obszar czystej ucieczki, eskapizmu i takiej radości z poznawania sztuki.
4206:  KMM - Aczkolwiek jestem właśnie po tych studiach, które dały mi, wiesz, znajomość całej klasyki, więc nigdy nie miałem takiej potrzeby, żeby do niej wrócić, ale być może kiedyś wrócę, nie wiem.
4215:  KMM - Natomiast aktualnie siedzę w tym i też odpaliliśmy taką serię live'ów, gdzie po prostu rozmawiamy o fantastyce.
