Co robić gdy szkoła nie uczy? | Krzysztof Maj
🔗 https://www.youtube.com/watch?v=7F60yx2Jv2s
KMM (Krzysztof M. Maj)
SP (Szymon Pękala, Szymon Mówi, Wojna Idei)

0:  SP - Hej!
2907:  KMM - Mówiąc edukacja, każdy, który w jakimś momencie musiał się nauczyć produkcji wideo, jeżeli chciał startować na YouTubie,
2913:  KMM - jeżeli ktoś chce iść programować albo projektować strony internetowe, nie idzie do szkoły, tak?
2918:  KMM - Więc już mamy, już w tym momencie mamy takie gałęzi przemysłu, branży, biznesu, które powiedziałbym są całkiem intratne i już ludzie się muszą uczyć we własnym zakresie.
2929:  KMM - To samo, jeżeli chodzi o sferę artystyczną, muzyczną, tak, szkoła muzyczna daje podstawę, ale jeżeli chcesz być artystą, to znajdujesz sobie nauczyciela, który jest na przykład wybitnym muzykiem i on cię nauczy bezpośrednio, więc...
2942:  KMM - W moim przekonaniu, i tutaj zaczynamy mówić utopijnie, system, w którym ludzie sami zaczynają rozumieć, okej, mam bezmiar wiedzy w tym momencie w telefonie i w komputerze, ale ja nie wiem, od czego zacząć.
2954:  KMM - Ja nie rozumiem w ogóle, jak to sobie uporządkować.
2956:  KMM - Wtedy potrzebujesz nauczyciela.
2958:  KMM - Ale żeby ludzie sobie uświadomili, że potrzebują nauczyciela, a nie dostają nauczyciela i nie doceniają tego, że jest człowiek, który poświęcił lata edukacji na to, żeby teraz być ich przewodnikiem,
2968:  KMM - To jest zupełnie inne, to jest zmiana mentalności.
2971:  KMM - Tak samo wydaje mi się, zrozumieliśmy w którymś momencie, że potrzebujemy rzemieślników.
2975:  KMM - Cały czas jeszcze, jak ja pamiętam naukę, tak się mówiło, że o to będziesz kopać rowy albo będziesz tam strugać koszyki i wyplatać koszyki, a tymczasem teraz widzę, że po pierwsze jest to bardziej ekologiczne rozwiązanie, po drugie wspieramy lokalny biznes, po trzecie rękodzieło jest lepsze bardzo często jakościowo od tego, co dostajemy w masówce.
2994:  KMM - To jest coś, co sobie też sam uświadomiłem, więc takie wewnętrzne przekonanie, że potrzebujesz się czegoś nauczyć, myślę, że w ludziach jest.
3001:  KMM - I tu sporo ludzi, którzy reformują edukację, dla mnie, jak pewnie wszyscy wiedzą, bardzo inspirującymi jest Mikołaj Marcela, ale także Przemek Staroń i Anna Szulc i wielu innych.
3011:  KMM - Oni cały czas mówią, że szkoła
3015:  KMM - sprawia, że dziecko nie kończy swoich zdań pytajnikiem, tylko kończy je kropką, że szkoła zmienia pytajniki w kropki.
3024:  KMM - Więc ja nie wierzę w to, że tej ciekawości wiedzy w nas nie ma, ale myślę, że ona na jakimś etapie może być zabijana wręcz.
3030:  KMM - Tu jest to niebezpieczeństwo.
3032:  KMM - Może dlatego właśnie ludzie nie mają takiej potrzeby w sobie, okej, chciałbym się czegoś nauczyć.
3037:  KMM - Jest dużo takich ludzi nawiasem mówiąc.
3039:  KMM - Bardzo się ciężko z nimi rozmawia.
3041:  KMM - I może dlatego właśnie ludzie mają takie przekonanie, o nie,
3044:  KMM - nie będę nic czytał, albo ja nie będę niczego się uczył, bo już zrobiłem to swojego w tym czasie za dużo.
3050:  KMM - Może dlatego, ale to jest hipoteza.
3052:  SP - Znaczy właśnie z tym takim właśnie, że szkoła zabija w ludziach głód wiedzy i kreatywność, ja mam wątpliwości, że ona być może po prostu w niektórych się to, może u niektórych nie pozwala się tego wzbudzić, ale takie założenie, że ludzie sami by to wykształcili, mam wątpliwości.
3068:  SP - Natomiast ta wizja, którą pokazujesz, że to możliwe, że też jesteśmy po prostu na progu jakichś zmian, które
3073:  SP - które mogą rzeczywiście tego typu zmiany wywołać, ponieważ to, o czym mówiłeś o rzemieślnikach, w tym momencie jest niejako powrót tego, że ktoś może dalej sobie coś strugać osobiście i sprzedawać, bo przeszliśmy przez fazę, bo to zanikło, bo masowa produkcja była wydajniejsza, a wydajność była kluczem, kiedy chodziło o zaspokojenie podstawowych potrzeb.
3095:  SP - A w tym momencie z perspektywy historycznej wszyscy mamy tyle w porównaniu do naszych przodków,
3100:  SP - I nagle się okazuje, że zrobienie czegoś dokładniej, bardziej od serca, bardziej z czymś tam jeszcze niesie dodatkową wartość i znowu się to otwiera, prawda?
3108:  SP - Więc musi się po prostu pewien proces dokonać.
3111:  KMM - A dostępne, zauważmy, jest to dlatego, że mamy, nie wiem, Etsy, Allegro i tak dalej, wiele różnych.
3116:  KMM - za pośrednictwem którym masz to, czego nie miałeś w czasach buzującego kapitalizmu w XX wieku, czyli bezpośredni kontakt z tym, kto wytwarza towar.
3124:  KMM - Więc kwestia zmienienia łańcucha pośrednictwa dużo bardzo poprawiła i uważam, że dokładnie to samo może się stać w edukacji.
3133:  KMM - Tylko właśnie wymagałoby to tego, żebyśmy byli w stanie z łatwością znaleźć, no nie wiem, na przykład wizytówkę nauczyciela jakąś cyfrową i wiedzieć, czym on się zajmuje,
3142:  KMM - I to szczerze powiedziawszy już jest dyskutowane przez studentów, którzy na przykład mówią, że chcieliby się zapisać na zajęcia do kogoś konkretnego, ale nie ma wizytówki tego człowieka, który ja wykładam to, a to, a to, co się da zrobić technicznie, ale nie ma takiego niestety powszechnego myślenia, zwłaszcza u starszych pokoleń, że jest to potrzebne.
3160:  SP - Tak, i tutaj się akurat całkowicie zgodzę, że w perspektywie tego, co da się zrobić, często nie doceniamy tego, jak wiele może zmienić właśnie technologia nawet, umożliwiając nowe możliwości i nowe sposoby dojścia do siebie ludzi po prostu i jak wiele nowych drzwi to otwiera.
3178:  SP - Dobra, ja myślę, że to też jest dobry moment na zakończenie, także zapraszam raz jeszcze na kanał Krzysztofa, do którego link oczywiście będzie w opisie i w komentarzu, tak samo do tej platformy Cyfrowy Hit, zapraszam do komentowania wszystkich tych propozycji, które padły, bo być może coś do nich dodacie, coś od nich odejmiecie, bo być może za dużo dziś tutaj padło i dziękuję raz jeszcze w takim razie za rozmowę i oddaję jeszcze głos na koniec.
3199:  KMM - Dzięki serdeczne i za rozmowę i za poruszenie tego tematu, bo wydaje mi się, że bardzo potrzebujemy takiej debaty właśnie o edukacji, która byłaby z różnych perspektyw prowadzona i nie była afiliowana politycznie.
3212:  KMM - To jest coś, na czym mnie osobiście bardzo w tej mojej apolityczności mitycznej już zależy.
3215:  KMM - Więc dzięki serdeczne.
3216:  SP - Dzięki również raz jeszcze i do zobaczenia wszystkim.
3219:  SP - Hej.
3220:  KMM - Do zobaczenia.
3221:  SP - Dzięki za uwagę, a jeżeli jesteście zainteresowani dodatkowym fragmentem, w którym Krzysztof Maj odpowiada na pytanie, co myśli o bonie edukacyjnym oraz jak można próbować inicjować zmiany polityczne w naszym kraju, które mogłyby zmienić system edukacji, to zapraszam na grupę wyłącznie dla patronów, gdzie poza zadawaniem pytań do naszych przyszłych rozmówców, można także oglądać streamy wyłącznie dla patronów oraz przedpremierowo oglądać nowe odcinki.
3244:  SP - Do usłyszenia.
3245:  SP - Hej!
3247:  SP - Jeśli chcesz być informowany o kolejnych odcinkach, to kliknij dzwoneczek powiadomienia, żeby żadnego nie przegapić.
3253:  SP - A jeśli chciałbyś pomóc w tworzeniu takich filmów, to zapraszam do wsparcia nas na Patronite.
3258:  SP - Do usłyszenia.
