🔴 Raj dla maga, gdy gra domaga | BALDUR'S GATE 3 Livestream #2
🔗 https://www.youtube.com/watch?v=H6W_Fsw0jpE

28:  Cześć.
10983:  Czy jesteś uzależniony od magii?
10984:  No bo co się stanie, jeśli nie wchłoniesz tych artefaktów?
10986:  Wszystkie te rzeczy są ciekawe.
10988:  Zostawię ci najfajniejszych detali, ale... Zaczyna się z prostego, biologicznego zniszczenia.
10993:  Muscle spasms, dysorientacja, troszkę trzęsie w oczach.
10995:  I, nie za długo, katastrofa.
10998:  Było dni, od kiedy ostatnio skończyłem konsumowanie artefaktów.
11003:  Od czasu, kiedy byliśmy obdukowani.
11007:  Z tym powodem, to znaczy, że jest obowiązujące, że znajdę i skorzystam ze strzałów kwiatów w najprzedniej możliwej stopniu.
11013:  Już zrobiliśmy znalezienie.
11013:  W rzeczywistości, masz jeden w poszukiwaniu.
11037:  Wiesz sam, jak ciężka była taka rzecz, i nie będzie łatwiejsza, gdy jeszcze więcej muszą rozwijać moją chęć.
11048:  To jest bardzo dziwne zbliżenie.
11051:  Wielkie koszty.
11054:  Tego się spodziewałem.
11055:  Nie martw się, chętnie ci pomogę.
11057:  Nie mam ochoty uganiać się z artefaktami.
11059:  Tro-tro-trochę tak.
11061:  Jeśli w moje ręce dostanie się potężny przemian, nie mogę ci obiecać, że go oddam.
11064:  Dobrze, dobrze, bądźmy nad niego mili konsekwentnie.
11068:  Absolutnie nie zamierzam oddawać książki.
11079:  Dzie-dzie-dzie-dzie-dzie-dzie-dzie-dzie.
11090:  Chciałbym, że raz mógłbym dostać, dostać coś za tę charyzmę, którą, którą mam.
11095:  Rzuć ponownie.
11097:  Chociaż raz.
11099:  Chociaż raz.
11100:  Dzie, dziękuję.
11101:  Dziękuję.
11103:  Dziękuję.
11107:  Widzisz, drugi ćpun w ekipie, coś takiego, tak, tak, tak, tak, absolutnie.
11118:  Dziwne, że tu się dzieją.
11120:  Dobrze.
11123:  Ja nawet nie wiem już, czy ja położyłem się spać finalnie, czy nie.
11126:  Nie położyłem się.
11127:  No zobaczcie.
11128:  Mamy w tym momencie raz, dwa, trzy, cztery odpoczynki.
11133:  Nie ma nigdzie indziej zestawów obozowych.
11135:  To jest to, co zdobyliśmy.
11136:  Okej.
11137:  Wrzucę wszystko to, co zdobyliśmy w otwartym świecie, tak?
11142:  No nie ma tego wiele, umówmy się.
11158:  46 no niedobrze o czosnek tak lecz z czosnkiem czy ty masz czosnek a zadajesz się z wampirem nie inaczej
11178:  Dobrze, F5.
11181:  Good, mamy to.
11183:  Opuść obóz.
11188:  No dobrze.
11189:  Gdzie my jesteśmy?
11190:  Jesteśmy w tym miejscu.
11192:  Tutaj były te pająki.
11194:  No więc, moi drodzy, opcje są dwie.
11196:  Albo uciekamy stąd, w te pędy, bo jest to lokacja nie na nasz poziom.
11203:  Albo się męczymy.
11204:  Ja myślę, że uciekniemy w te pędy.
11205:  To znaczy, musimy tutaj wrócić, a będziemy mieli wyższy poziom, bo ewidentnie gra nam mówi, że to nie dla nas.
11213:  Co zabawne, może się to spektakularnie nie udać, ponieważ ja się gubię.
11217:  Ja nie wiem, jak stąd wyjść.
11219:  Bladego pojęcia, w którą stronę zmierzać.
11225:  Otóż bladego pojęcia.
11229:  Prawdopodobnie tędy?
11232:  Prawie.
11233:  Chyba tak.
11236:  Chyba, chyba tędy.
11238:  Szkoda, że nie mogę, nie mogę na mapie... O Jezu, można własny znacznik mieć, świetnie.
11242:  Chyba tędy, tak.
11247:  Dobrze.
11249:  Szkoda, że na lewie przejadą.
11251:  Krzysztof, tak, czosnek.
11252:  Czosnek, moi drodzy, mnie zabija.
11254:  Nie mogę jeść czosnku.
11257:  Tu jest w ogóle jakieś jeszcze wiadro dziwne rzeczy.
11260:  No będziemy tutaj długo przechodzić, a jeszcze... Okej, tu jest drugie wejście, przynajmniej tyle zobaczymy.
11266:  Jakim cudem mam zapamiętać, jak tu wrócić?
11270:  Czosnek istnieje tylko po to, żeby smakować jak łodygo, sałato, sos i okropnie pachnieć.
11279:  Niepodatność na obrażenia od ognia.
11283:  Dobrze, była tutaj druga ściana po prostu, którą możemy wyeliminować.
11286:  Tyle, moi drodzy.
11288:  Nic więcej.
11289:  Dobrze.
11292:  Aha, ale ja stąd nie mogę zejść, co zabawne.
11295:  To jest mało zabawne, że stąd nie mogę zejść.
11297:  Czemu stąd nie mogę zejść?
11300:  To po co ja w takim razie to zniszczyłem?
11302:  Ej, co się dzieje?
11303:  Dlaczego tu nie ma zejścia?
11305:  Eee?
11309:  Czy polecam na ten moment?
11310:  Bardzo.
11311:  Wciąż polecam.
11312:  Niech was nie zrazi to, że akurat natrafiliśmy na lokację, gdzie bardzo ciężko jest przejść.
11317:  Może zes... Wcale zapomniałem, że można zeskoczyć.
11319:  Czemu?
11320:  Czemu nie ma automatycznego zeskoku?
11323:  Aaaa!
11324:  Kto męczy?
11325:  Strasznie dużej liczbie rzeczy trzeba pamiętać, a nie jestem w to dobry, jak wiecie dobrze.
11331:  Skok.
11333:  Minus jeden punkt wytrzymałości.
11335:  No dobrze.
11336:  A reszta naszych postaci?
11337:  Aha, każdą muszę skoczyć?
11340:  No nie żartujcie sobie nawet.
11345:  Co?
11349:  Nie wiesz.
11351:  Nie, nie wiesz.
11352:  To jest powód, dla którego nie lubiłem nigdy drużyn.
11361:  Znaczy, ja lubiłem grać jedną postacią i pieprzyć drużynę.
11369:  Divinity jest o wiele bardziej intuicyjny Remigiuszu.
11374:  Absolutnie sami nie zaskoczyli.
11376:  Właśnie mieliście w tej chwili dowód, że sami nie zaskakują.
11378:  To jest jakiś drewniany kufer.
11383:  Minus jeden do pochwały inte... To nie jest w zasadzie interfejs w tym momencie, tylko to są mechaniki.
11391:  Dziwna rzecz, że tak to zaprojektowali, nie rozumiem idei, która się za tym kryje.
11398:  Zaczynam podejrzewać bardzo silnie, że wszystko jest podporządkowane tutaj temu, żeby było wszystko idealnie zgodne z mechanikami Dungeons & Tradycyjnymi, co jak dla mnie jest bardzo dużą wadą, ponieważ uważam, że gra komputerowa rządzi się innymi zasadami niż gra niekomputerowa.
11422:  O Boże, to było straszne.
11425:  Dobrze, czy ja to mogę zaznaczyć jakoś?
11427:  Chciałbym to zaznaczyć.
11429:  Dobrze, umieść własny znacznik.
11431:  Pajonki.
11433:  Chujnia.
11434:  Utwórz.
11435:  Będziemy wiedzieć, moi drodzy, że tu się dzieją złe rzeczy.
11440:  A w tak zwanym międzyczasie potrzebuję...
11453:  Zaatakuj gobliny.
11456:  Dobrze.
11458:  Potrzebuję się wyżyć.
11467:  Chyba nie krytyczne.
11468:  To chcemy widzieć.
11473:  Masz tam teleport nawet do tego miejsca, naprawdę?
11476:  Świetnie.
11477:  Doskonale.
11478:  Astarion, w takim razie wyżyj się w ten sposób, dobrze?
11482:  Ooo.
11483:  Dotarcie niemożliwe, świetnie.
11489:  Mhm.
11490:  Walnij w tego worga, on jest chyba najsilniejszy z nich wszystkich, dobrze.
11495:  Cóż ona może uczynić?
11496:  Ona może walnąć pociskiem wiodącym w tropiciela i chybić, oczywiście.
11501:  Już wiem, co się dzieje w tej grze.
11503:  Będę zawsze zakładał, że chybię.
11520:  Człowiek chce na spokojnie zaatakować wrogów niskopoziomowych, żeby zdobyć łatwe doświadczenie.
11528:  I obrywa jakimś losowym dziadostwem kompletnie.
11535:  No przecież można się rozindyczyć.
11540:  Teleport jest dopiero po pokonaniu pająków.
11542:  A!
11543:  Do dupa.
11548:  Kto tak w nas walnął i czym?
11555:  Dobrze.
11558:  Zaatakuj gobliny.
11561:  Czy teraz wreszcie będziemy mieli możliwość zaatakowania kopierwsi, czy nie?
11566:  Jest dokładnie to samo, co było wcześniej.
11570:  Mhm.
11571:  Dobra, to spróbujemy tutaj wejść.
11572:  Za mało punktów ruchu.
11575:  Rozdziel drużyny.
11577:  Nie chce mi się tego robić, szczerze powiedziawszy.
11582:  Wiecie, co ja zacznę robić?
11583:  Zacznę save scamować przed tymi atakami.
11585:  Nie żartuję.
11586:  Zacznę save scamować w momencie, w którym odkryję, że gra robi wszystko, żebyśmy chybiali.
11593:  Bo najwyraźniej tak jest.
11595:  Nie ma wątpliwości.
11596:  Nie ma wątpliwości.
11610:  Przeżywam szybko.
11611:  Muszę się leczyć.
11611:  Mów mi.
11611:  To pomoże mi z bólem.
11629:  A, siedem- sześć punktów to jest to ulec- no świetne uleczenie.
11634:  Znakomite uleczenie.
11639:  Może lepiej jest włączyć te kości karmiczne, ale one nic nie dawały nam, wiecie?
11645:  Te chybienia są od samego początku gry, tak czy siak.
11650:  Czy on naprawdę się zamachnął pochodnią?
11655:  Naprawdę się zamachnął pochodnią.
11668:  Dobrze, płonące dłonie, czyli chociaż raz będę w stanie wykonać atak, który zabije więcej niż jednego wroga.
11677:  Otóż nie.
11679:  Dziś ja nie mam szans.
11682:  Ja nie mam szans z tymi przeciwnikami.
11684:  Nawet się nie da ich zabić w skrycie.
11692:  W jaki sposób w lokacji początkowej mogą być tak trudni przeciwnicy?
11696:  Gratuluję przy zakładaniu, że za każdym razem chybić jest jedną z najważniejszych i z reguły pierwszych rzeczy, które się uczysz podczas Dungeons & Dragons.
11703:  Niedobrze.
11704:  Zaczynam dochodzić do wniosku, że gdyby pominięto wszystkie reguły Dungeons & Dragons i skupiono się na zrobieniu Divinity Resistance 3, to byłoby radośniej.
11713:  Mówiliście, żeby pójść do jakiejś stodoły.
11715:  Nie wiem, gdzie jest stodoła.
11716:  Czy to jest stodoła?
11717:  To wygląda na stodołę.
11718:  Że stodoła jest ważna.
11720:  To chodźmy do stodoły.
11724:  Zabić wpierw łucznika, który stoi po prawej.
11726:  Tak, tylko żeby do niego się dostać, musiałbym zrobić nie wiadomo co.
11731:  Nie ma poszonów, mam aż dwa.
11734:  I nie mogę kraftować nowych.
11738:  Zwykle w grach jest tak, że potkę zdrowia, taką nisko-levelową, się kraftuje z pierwszej napotkanej pokrzywy.
11758:  Okej.
11760:  Nie chcieliśmy przeszkadzać.
11770:  No generalnie rzecz biorąc powiem wam, że wpadamy z deszczu pod rynnę.
11782:  Niewidzialność.
11789:  Dobra.
11790:  Chytre zagranie.
11791:  To zapewne nie wyjdzie.
11793:  No, they don't.
11797:  Okej, wyszło.
11798:  Ukradkowy atak.
11803:  Ło, wreszcie! 91%!
11809:  Nooo!
11811:  Dziękuję, wąpierzu!
11816:  Dlaczego zawsze jest trafienie krytyczne we mnie?!
11820:  Jak ja nie mam się czym leczyć?!
11826:  Jak ja nie znoszę leczenia?!
11829:  Ooooo!
11835:  Walimy w tego, bo to będzie jeszcze większy problem.
11837:  Chyba nie.
11838:  Oczywiście.
11840:  Dlaczego mag jest na przedzie?
11841:  Bo jest szefem drużyny!
11849:  Hmm... O, dotarcie do celu niemożliwe.
11851:  Nie uleczę sześciu punktów z zabitych czterdziestu siedmiu tysięcy!
11856:  O nie!
11860:  No nareszcie!
11861:  Myśmy mieli trafienie krytyczne, nie wierzę!
11865:  Czym sobie na to zasłużyłem?
11871:  Wielka wada tej gry powstaje, aż twoja jest zawsze z przodu, bo przechodzi drużynie jako pierwsza, rozmawia z NPCami, przecież to zawsze jako pierwsza obrywa w walce.
11877:  Tak jest w każdym RPGu, gdzie jest wielu bohaterów, dlatego tego nie znoszę.
11882:  Ja zawsze lubiłem RPGi, w których jest jeden bohater, no ale co zrobimy?
11885:  W klasycznych RPGach zawsze macie drużynę.
11892:  Dobrze, że zrobiłem to sanktuarium, moi drodzy.
11894:  Bardzo dobrze, że zrobiłem to sanktuarium.
11897:  Teraz się wycofam magiem, bo mogę.
11899:  Wreszcie.
11902:  Tak?
11905:  Dobrze.
11907:  I teraz możemy walnąć magicznym pociskiem.
11914:  Uprzejmie dziękuję.
11917:  No i użyjemy mikstury, no bo nie mamy wyjścia.
11920:  Czy nie da się zmienić tej formacji?
11922:  Dało się zmienić w Divinity.
11925:  Ale nie wiem jak tutaj.
11930:  Zobaczymy czy wyssię.
11933:  Wyssana krew, dobrze.
11937:  Bardzo dobrze, to mnie cieszy.
11942:  Potrzebuję teraz jakiegoś soczystego levelu.
11946:  Chowaniec, atakuj.
11950:  Dobrze, bardzo dobrze.
11954:  Pani sobie naastroni niewidzialność?
11956:  No chętnie, tylko ja jeszcze nic nie wiem.
11960:  Zbroja Agatys, co to jest?
11961:  Tymczasowe punkty wytrzymałości.
11964:  To jest dla wszystkich?
11966:  Chyba nie.
11976:  Oczywiście, chybie nie.
11979:  I... ona niech wyleczy biednego niedomaga Jamnixa.
11983:  Znaczy wyleczy, przepraszam, doda 6 punkcików życia.
11991:  Zwykle NPC pochodzi do postaci, którą sterujesz, ten zawsze po walce automatycznie wybierany.
11996:  Można to zmienić?
11997:  Gdzie można to zmienić?
11998:  To jest pytanie.
11999:  Użyj potki, bo masz na magu, ale ja mam tych potek jedną sztukę, więc w tym momencie jest katastrofalna sytuacja, jeżeli nie zdobędę nowych.
12009:  Trzeba wybrać postać, kliknąć G na grupowanie, wtedy inna postać.
12012:  A, okej.
12016:  G. Nic nie rozumiem, ale okej.
12024:  Kwasowa strzała Milfa.
12026:  Bierzemy to.
12028:  Albo magiczny pocisk, bo jemu jakoś bardziej ufam.
12031:  Tak.
12040:  W opcjach to można zmienić, mówicie.
12042:  Opcje.
12043:  Rozgrywka.
12044:  Połączenie bezpośrednie.
12045:  Maksymalna liczba autozapisu.
12046:  Co?
12048:  Podsiedzenie podczas eksploracji.
12049:  System miar.
12050:  Kości karmiczne.
12051:  Automatyczny wybór postaci po walce.
12053:  Wybierz postać, która ma być zaznaczona po zakończeniu walki turowej.
12056:  Avatar.
12056:  Wybierz własny avatar.
12057:  Przywróć.
12057:  Wybierz ostatnią postać zaznaczoną przed rozpoczęciem walki.
12061:  Wyłącz.
12062:  Zachowaj wybór postaci zaznaczonej po zakończeniu walki.
12067:  Przywróć.
12067:  Ostatnia postać zaznaczona przed rozpoczęciem walki.
12070:  To brzmi sensownie.
12072:  W sumie pochodnia w dzień?
12074:  Bo jej nie wyłączyłem!
12075:  Oczywiście to się powinno robić automatycznie, ale... Jak zdobisz potki w tej grze?
12081:  Możesz tylko je znaleźć.
12082:  Totalnym przypadkiem.
12087:  Strzała wielu celów.
12091:  Czy rozumiem, że strzała działa w ten sposób, że to jest umiejętność do łuku, czy to jest kwestia, że to jest jedna strzała akurat?
12100:  Sprawdźmy to.
12102:  W przypadku Astariona...
12105:  Jest łuczek, tak?
12106:  Łuk krótki.
12107:  Dajmy mu łuk długi przede wszystkim.
12110:  Dobrze.
12112:  I teraz tak.
12113:  Zguba potworności.
12115:  Podwójne obrażenia potwornością.
12117:  Uniemożliwia celowi odzyskanie punktów wytrzymałości.
12120:  Albo obrażenia ogniste.
12131:  Do czego to mogę...
12134:  Jak działają strzały?
12135:  Jamniki dla Szymona, moi drodzy.
12136:  Ciśnienie G lub H.
12152:  GH nie działa, moi drodzy, dla strzału.
12154:  Co to jest?
12155:  To wyglądało... Instrument muzyczny?!
12158:  Tego się nie spodziewałem, absolutnie.
12160:  Tego się nie spodziewałem, czyli nie można dodać strzały.
12164:  Tak jak mikstury w walce?
12168:  O Boże, czyli to jest zużywalne!
12171:  O nieee, jaki kretynizm.
12175:  Kompletnie mi się to nie podoba.
12178:  No ale co zrobić?
12180:  Tak, sądziłem, że to było zbyt piękne, że było prawdziwe.
12183:  No więc teraz, moi drodzy, tutaj wszędzie powinny być mikstury.
12186:  A jest woda na przykład, o. Nie ma mikstury leczniczej.
12189:  Zawsze mam problem z miksturami leczniczymi, swoją drogą, zawsze.
12193:  W grach.
12194:  Przeciężko jest je zdobywać.
12197:  Magiczne strzały trochę jak skrole, czaje.
12200:  Czy wszystkich szukaliśmy?
12203:  Chyba tak.
12204:  Dlaczego mówiliście, że stodoła jest ważna, jak w niej się nic nie stało?
12207:  W zasadzie mieliśmy tylko jedną taką średnią walkę, powiedzmy.
12211:  Kęzło otrzyka, mikstura alchemiczna.
12213:  Dobrze, to się przyda.
12214:  To się przyda.
12215:  Czy to nie jest właśnie to, czego potrzebowaliśmy do stworzenia mikstury leczenia?
12219:  Tak, kęzło otrzyka.
12221:  Nie, solę z kęzła otrzyka.
12222:  Jezus Maria, gdzie mam to zdobyć?
12226:  I zawiesina.
12228:  Czy pewnie jakaś woda.
12231:  Nie mogę stworzyć żadnej mikstury, moi drodzy.
12234:  Żadnej.
12236:  W tej chwili.
12240:  Mogę stworzyć solę z bylicy.
12247:  Otóż utworzyłem.
12248:  Zawiesiny.
12250:  Żabulcowa surma.
12251:  Użyj.
12254:  Antidotum teraz możemy stworzyć, ale mikstury leczenia dalej nie możemy.
12259:  No nie jest dobrze.
12262:  Nie jest dobrze.
12265:  Dobrze.
12268:  Okej.
12270:  Co nam teraz pozostaje?
12272:  Tu mamy sztylet plus jeden, wejdźmy tutaj chociaż.
12278:  Chodzi tylko o to, że zostali złapani w dwuznacznej pozycji.
12281:  Okej.
12283:  Rozumiem.
12284:  Czyli dlatego stadoa była ważna.
12290:  Ja też mam tak, Bell, że zawsze zbieram potki, nigdy ich nie używam, ponieważ panicznie się boję, że nie będę mieć w krytycznej walce dostępu do nich.
12302:  Zbadajmy mięso.
12303:  Być może wyciągnięcie sztytu wymaga jakiegoś sposobu.
12308:  Zauważyłaś, że kawałek jest odrębny do mięśni.
12310:  Jeśli porównujesz kawałek z mięśnią...
12326:  To jest hełm jak z Elden Ringa, dosłownie, z Akademii Rai Lucarii.
12330:  Ojej, niech już będzie Elden Ring, swoją drogą.
12332:  Ustaw sztylet równolegle z włóknami mięsa i pociągnij.
12340:  Proszę bardzo.
12341:  Mamy sztylet plus jeden.
12342:  I teraz pytanie, czy ten sztylet... Ooo, on jest lepszy.
12348:  On jest lepszy od naszego.
12350:  No wreszcie!
12351:  Wreszcie dostałem coś, co jest w miarę użyteczne!
12355:  Dziękuję!
12357:  Pieczone mięso.
12358:  Weźmy to.
12361:  Bylica.
12362:  Tej bylicy jest bardzo dużo za to.
12364:  Wszystkiego innego nie jest dużo, ale bylic jest dużo.
12370:  Chciałbym wciąż otrzymywać rzeczy, które dają mi potki.
12372:  A gdzie jest reszta naszej drużyny?
12375:  Dlaczego ja się poruszam tylko jednym z nich?
12378:  Grupowanie drużyny G, okej.
12381:  Czyli to jest coś podobnego jak ten łańcuch, który spinał postaci w Divinity.
12386:  Czaję.
12389:  Dobra.
12392:  Tu jest jakiś most.
12395:  Moja rada jest następująca dla siebie samego.
12399:  Idziemy na razie tutaj.
12402:  Chociaż kusi mnie, żeby oczyścić tę wioskę wpierw.
12406:  Co tu się dzieje?
12412:  O mój Boże, co to za miejsce?
12416:  Podróż do zakończenia?
12426:  Albo droga do zakończenia?
12427:  Aby powiedzieć, że twoja podróż jest tylko początkiem.
12436:  Skąd się tutaj pojawił Rafaello?
12439:  Właściwie słowa do laluby.
12442:  Małpka uśmiechnęła się, kawałek kawałek wyrzuciła.
12447:  Potem zniknęła kawałek, a to?
12450:  To było miłość.
12454:  Wiem, że oni wiedzą, jak je napisać w Cormierze, nie?
12460:  Dobrze poznanych, jestem Raphael.
12465:  Bardzo dziękuję za waszą służbę.
12469:  O, miło cię poznać, jestem Astana.
12470:  Ej, fajne jest to, że... O Boże, ja już wiem!
12475:  Czaty.
12477:  Przez to, że tutaj można dowolną postacią rozmawiać, bo teraz się zorientowałem, że mamy Astariona, a nie do Magii Amnix jest obok.
12485:  Dlatego nie ma voice actingu dla postaci wiodącej, bo oni musieliby nie tylko nagrać te wszystkie kwestie gracza dla naszej postaci wybranej, męskiej, żeńskiej i niebinarnej, czyli trzy razy tam, nie wiem, pip stylion do potęgi pierwszej, ile jest tych kwestii, ale jeszcze dla wszystkich innych postaci.
12507:  Więc to jest nie do zrobienia.
12509:  To znaczy, to można byłoby zrobić tylko AI-em w tym momencie.
12512:  I ja stawiam tezę, że chcę, żeby było to zrobione AI-owo w kolejnych grach.
12518:  Nie mam z tym najmniejszego problemu.
12521:  Tak, jest niebinarna postać, można grać w tej grze niebinarnej.
12523:  Znaczy, tutaj jest tyle opcji kustomizacji, jest ich więcej niż w Cyberpunku.
12528:  Czemu?
12529:  Nigdy.
12529:  Masz paranoidę, nie?
12529:  Musi być z powrotem, raczej błyskawiczny i samotny.
12531:  Czujesz się tak wypożyczony.
12552:  Raffaello ma jeszcze więcej do powiedzenia niż tysiąc słów.
12558:  Boże, my nie jesteśmy w stanie z siedmiu metrów przejść bez jakiejś przygody tutaj.
12572:  Co się dzieje? !
12584:  Wcale nie podejrzane organy.
12587:  Powiedział każdy w kostnicy.
12591:  Zabierz mnie z powrotem.
12592:  Natychmiast.
12593:  Czy możesz wyrażać się konkretniej?
12596:  The House of Hope, where the tired come to rest... Bierzemy całe to jedzenie ze sobą, moi drodzy.
12602:  To jest osiem nocy w obozie.
12605:  Go on, don't take.
12606:  Enjoy your supper.
12608:  After all, it might just be your last.
12615:  Nie.
12620:  To znaczy w tym momencie masz tak, że aktorzy są drodzy, więc się ich nie używa.
12629:  Czyli gracz traci i aktorzy tracą, bo nie zarabiają.
12632:  A w momencie, w którym wykorzystujesz modele językowe AI,
12636:  Aktorzy dalej nie chcą mieć tej kwestii, albo wyziąć tej fuchy, albo studiów growych i tak nie stać na ich opłacenie, więc aktor wciąż nie dostaje pracy, ale za to gracz ma lepiej, ponieważ dostaje voice acting.
12650:  To jest jedyna różnica.
12651:  Jeżeli...
12652:  mihojo odpowiedzialny za Genshin Impact nie jest w stanie zapłacić za szansowny voice acting, to już w tej chwili mamy problem z nieopłacaniem aktorów, okej?
12661:  Więc ten problem nie pojawi się nagle, jak będą prowadzone modele językowe.
12664:  Problem był już wcześniej.
12666:  Dokładnie taki sam, jak ze scenariuszami i scenarzystami.
12669:  Jeżeli scenarzystom płacono beznadziejnie, to powinni byli protestować, zanim zostaną prowadzone modele językowe, bo jak zostaną prowadzone modele językowe, to każdy, kierując się pobudkami biznesowymi, je wybierze.
12679:  Każdy.
12681:  Osiem nocy w obozie, optymista, nie przerażajcie mnie nawet.
12687:  Czy to przedstawienie będzie miało jakąś puentę?
12690:  Zignoruj go i zacznij nakładać sobie jedzenie na talerz!
12697:  Tak!
12698:  Uuuu, Diaboł!
12714:  Czy tylko ja myślę, że to jest przepięknie zaprojektowana postać?
12741:  Pan Miko pisze, że jego zdaniem aktorzy głosowi nawet chętniej będą sprzedawać licencję na swój głos do gier filmu.
12746:  Dzięki temu mogą robić miliony kwestii dialogowych.
12749:  Więcej w tym samym czasie.
12752:  Bodajże nie Harrison Ford, ale Tom Hanks sprzedał prawa do swojego wizerunku.
12758:  Można używać po jego śmierci go do wszystkich możliwych modeli językowych, AI-owych, takich jak żywnie się podoba.
12767:  Dobra decyzja moim zdaniem.
12772:  Skąd pewność, że potrzebuję ratunku?
12774:  Nie obchodzi mnie, czym jesteś, obchodzi mnie tylko to, czego chcesz.
12777:  Dlaczego miałbyś mi pomóc?
12779:  Dlaczego miałbyś mi pomóc?
12780:  Bo moja uroczystość jest bezwzględna.
12782:  Przeżywam wśród potrzebnych, dając mi przyjemność gdzie mogę.
12789:  I jesteś w niesamowitym potrzebie.
12791:  Jeden twarz, dwóch tenantów i żadnego rozwiązania.
12796:  Mogłabym to wszystko zakończyć.
12799:  Tak.
12799:  O, to przerażające.
12801:  Najlepiej, gdy moich klientów pojawią się w walce.
12819:  Tylko zdawać sobie sprawę, że zwycięstwo nigdy nie było opcją.
12825:  Próbuj się ulepszyć, kształtuj się, proszaj, zbieraj i strzelaj.
12829:  Przeżyj każdą możliwość, aż nikt nie zostanie.
12832:  I kiedy nadzieja została skończona w bardzo szaleństwie, to wtedy będziesz przyjechał krzyczeć na moje drzwi.
12846:  To mi przypomina ten quest z jednym z boostów deadlycznych ze Skyrima.
12851:  Okej.
12860:  A jeśli zechcę pójść na ten układ, jak cię znajdę?
12863:  Będę tam, patrząc na Ciebie, jak kwiat, jak kwiat, przez miękkie, miękkie mózgi.
12870:  Wszystkie te małe, małe symptomy, zniszczone ciało, zniszczone głowy, jeszcze nie pojawiły się.
12878:  Czy to tak?
12879:  Mogłoby się powiedzieć, że jesteś paragonem szczęścia.
12884:  Będę tam, kiedy to wyjdzie.
12890:  Ale zajebiste.
12892:  Wścieknę mi się.
12893:  GDZIE JEDZENIE?!
12894:  JEDZENIE MOJE!
12900:  Gdzie jest moje jedzenie?!
12908:  Moje jedzenie!
12913:  Moje jedzenie...
12915:  Remigiusz Bębnista pisze, czy sztuczna inteligencja dałaby radę przeczytać ten dialog tak samo jak aktor grający Rafaela?
12921:  Wątpię.
12922:  Odpowiem ci tak.
12924:  A czy Ikea byłaby w stanie wykonać ten regał?
12926:  Nie.
12928:  Dlatego zatrudniałem stolarza.
12931:  Na tym polega postęp technologiczny.
12934:  Ludzie będą mówili, a...
12937:  Sztuczna inteligencja nie jest w stanie przeczytać tego dialogu dobrze, to kupię usługi aktora, a aktor powie, okej, chcesz moich usług, to zapłać więcej niż płacisz sztucznej inteligencji.
12952:  W ten sposób mamy profit dla wszystkich.
12957:  Nie podoba mi się, że nie mamy jedzenia.
12961:  Prześwietnie oddaje arygancję takiej potężnej postaci.
12963:  Rozpływam się.
12965:  Jest to dobrze zrobione, moi drodzy.
12967:  To była jedna z fajniejszych rzeczy, jaka nam się dzisiaj przydarzyła.
12970:  Ale może poruszajmy się biednym niedomagiem i amniksem, dobrze?
12974:  Czy możemy się tutaj przenieść?
12976:  Oczywiście, że możemy przeskoczyć.
12977:  Pewnie tak.
12978:  Tak, i wtedy się dostaniemy wreszcie do Klingi Pogranicza.
12982:  Czyli, moi drodzy, do spustoszonej wioski sobie wrócimy, wybijemy wtedy gobliny i wybijemy pająki.
12988:  Tak będzie.
12989:  Nie zmyślam.
12995:  Hop.
13004:  Nikt inny nie zna ich biznesu.
13006:  Będę w porządku.
13007:  Czy to wynika z tego?
13030:  Dobrze.
13030:  Dla kogo jest ta gra i komu bym ją polecał?
13032:  Wiesz co, Maju?
13033:  Ludziom, którym brakuje naprawdę fajnych opowieści, fantasy, którzy w mniejszym stopniu stawiają na, wiesz, taką filmową akcję.
13042:  To jest bardzo tradycyjnie zaprojektowana gra RPG.
13054:  Lucyfer pisze, że rozumie używanie sztucznej inteligencji dla głosów NPC czy innych postaci w tle, ale jakby główny bohater miał głos AI i prowadził dialog z profesjonalnymi aktorami, to byłoby to... Słuchaj, czy to jest AI?
13063:  Tak.
13064:  Zgadzam się.
13066:  Wiecie co?
13066:  Może zrobimy tak, że Astarionem się zakradniemy.
13070:  W pierwszej kolejności.
13071:  Kiedy Dragon Age?
13072:  Nigdy.
13072:  Znaczy nie no, żartuję.
13074:  Wtedy, kiedy będzie wreszcie nowa część.
13081:  Teraz ukradkowy atak z dystansu.
13086:  Tak, dobrze.
13088:  Pięknie.
13090:  Otóż łopata się może ruszyć teraz.
13094:  Dobrze, dobrze łopata.
13096:  Przerażenie.
13098:  Przerażenie niestety nie zadziałało.
13100:  To niewidzialność.
13104:  Ciężka walka.
13105:  Ojej, co za odmiana.
13109:  Kipiący gniew.
13113:  Chybienie, dobrze.
13120:  Czemu to rozwiązanie by pomogło?
13122:  No to, że miałbyś różne głosy, dzięki czemu można byłoby wybierać między aktorami i sztuczną inteligencję i w ten sposób byłoby więcej pieniędzy na aktorów.
13135:  Proste.
13138:  Życie to wszystko, co ma znaczenie.
13165:  Dobra, ten jest prędszy do zabicia, mam wrażenie.
13173:  Drugi poziom.
13174:  Dziękuję uprzejmie.
13176:  Dobra, raz, dwa, trzy.
13180:  I czwarty tu.
13181:  Hmm, ładnie.
13185:  Udało się.
13189:  Koniec tury.
13191:  A czemu, czemu...
13193:  Wiecie co, spierniczone to jest, bo teraz cały czas mi pokazuje Astariona, zamiast... muszę wyłączyć te opcje jednak, jakby to był zły pomysł.
