🔴 Dom beznadziei | BALDUR'S GATE 3 Livestream #21
🔗 https://www.youtube.com/watch?v=FAr8-LxW6bI

11:  Dziękuje za oglądanie.
10394:  A, rozumiem, czyli RTG płuc jest niekorzystne, w związku z powyższym postanowiłaś popracować.
10400:  Mam nadzieję, że teraz zasłużony odpoczynek.
10404:  Potrzebuje informacji, nie doma jak jamnik, cały czas potrzebuje informacji, ponieważ wszystkie informacje, które pozyskuje, nutrycznie zapomina.
10411:  Wiem, że to, co ja wiem, zwykle przychodzi na koszty.
10414:  Ale powiedzmy, że zostawimy to na twojej tabliczce.
10423:  Lider jakiejś nowej drużyny, która jest w celu zablokować mnie.
10427:  Gdyby to był tylko drugi poprzednik, który nie lubił zapłacić podatków z drużyny, to wyraźnie.
10431:  Ale on i jego drużyna nie mają żadnych wymogów.
10433:  Nie zostawią żadnych przebywców, żeby przesłuchać msja.
10436:  Wszystko, co wiem, jest tak, że na każdym kawałku ziemi, który odbierze się od mnie, kult Absolu nagle rozpocznie się rozprzestrzenić.
10445:  Nie ma znaczenia.
10445:  Cokolwiek Bóg, ten kurwa, poświęci do tego, będę go wysłuchał do spotkania wkrótce.
10450:  Lord Kamień to ciekawe nawiązanie, pisze w tym spg do Baldur's Gate 1.2.
10456:  Może jednak Yahira i zrekrutować Lorda w tym spg.
10461:  Nie wiem.
10462:  Na pewno będę grał z Yahirą przy następnym playthrough, ale to off stream już.
10467:  Krzysztof wysiąkuje jamę nosową.
10469:  Ja nie jestem w stanie powstrzymać tego, co się dzieje z moim nosem.
10472:  Natomiast jestem w stanie pokazać wam coś, czego chyba nie pokazywałem dotąd, a jeżeli tak, to była inna kamera i nie mogłem tego pokazać w stu procentach.
10480:  Proszę bardzo!
10481:  Ostateczny dowód na to, bo mi się odbija moja druga lampka, ostateczny dowód na to, że jamnik...
10491:  to pionowa żyrafa, a żyrafa to poziomy jamnik.
10495:  Szukałem tego bardzo długo, jak graliśmy w Horizon Zero Dawn i nie udało mi się tego znaleźć.
10504:  Wyciąłem to z gazety kiedyś.
10506:  To było bardzo dawno temu.
10508:  Pokazywałem kiedyś, tak, ale pokazywałem, jak była inna kamera i wtedy odbijało się wszystko i nic nie było widać.
10513:  Dramat.
10517:  Jahira to moje największe pozytywne zaskoczenie w Balus Gate.
10519:  Czy mówisz Gancu?
10520:  Mówisz.
10524:  Czy to było z przekroju?
10527:  Bardzo możliwe, że z przekroju, tak.
10529:  Pionowe jamniki i poziome żyrafy.
10559:  Jakim cudem wiesz tak wiele o Kulcie Absolutu i jego przywódcach?
10562:  Tudzież... na Dżemnicy.
10565:  Dowiadujemy się dlaczego tu jest tylu najemników.
10567:  Nie mamy.
10569:  Zenterim pracuje dla mnie.
10572:  Czas był, gdybym załatwiła dwóch kłopców, gdybym ich włożyła w moje koło, ale... Czasy się zmieniają.
10578:  Gildo to wiele rzeczy, ale nie jest to żołnierz.
10582:  Jeśli Absolut ciągle wnosi się na nasze terytorium, to ja muszę troszkę odpocząć.
10588:  co sądzisz o nowej Antyszczujni TVP?
10590:  Pisze, że Asłajty moim zdaniem bardzo nie blisko do obiektywizmu.
10594:  Bardzo dobry komentarz na ten temat mają, no nie zgadniecie, dwie lewe ręce, więc mega polecam.
10599:  Wyważony, słuszny i daleki od hurra optymizmu komentarz.
10603:  Mój komentarz będzie inny jak zwykle, raczej apolityczny, mianowicie jeżeli ktoś naprawdę myśli, że języczkiem uwagi jest radio i telewizja, to znaczy, że
10615:  No, no, no, zdecydowanie nie urodził się po roku 2000 Tyle mogę powiedzieć Thieves, frauds and miscreants If it's just the watch warrants you're reading The guild isn't any one thing We're everything
10636:  Na Twitchu nie Jarosławiem, tylko YouTube.
10639:  Wiesz, słuchajcie, to jest tak niesamowite...
10660:  Długa wypowiedź.
10661:  To jest niesamowite, że Samuel Pereira, który się poniewiera, autentycznie skierował telefon na telewizor i transmitował to na YouTubie.
10670:  Znaczy, niech to wybrzmi.
10674:  Niech to naprawdę wybrzmi.
10679:  Ja do tego, żeby zacząć streamy, zanim wieża stała się tak profesjonalna dzięki waszemu wsparciu, ja do tego, żeby zacząć streamy, potrzebowałem kamerkę i mikrofon za jakieś 1500 złotych razem, a i tak można byłoby zejść z kwotą i to znacząco, i kompat za jakieś 5.
10698:  To jest wszystko, czego ja potrzebowałem.
10701:  Tu macie milionowe nakłady, milionowe nakłady i ludzi, którzy nie potrafią robić podstaw.
10708:  To jest przerażające wręcz.
10715:  Oczywiście, że musi być herbatka Marcinie na streamie.
10718:  Zawsze musi być herbatka.
10719:  U mnie jest herbatka bardzo adekwatnie się nazywająca, bo Laponia.
10726:  W ogóle jestem ciekaw, jak bardzo można byłoby zejść z kwotą utrzymania telewizji publicznej, gdyby to szło na YouTube'a.
10734:  Bardzo jestem ciekaw.
10736:  Albo na Twitch'a.
10739:  Bardzo.
10742:  Gdybyś preferował wierzyć w Obrachunkę, Kancelariusz, Parlamenty Północnych, to w każdym razie.
10748:  Często pijesz teleponię?
10749:  Tak, przez święta transmaniakalnie.
10762:  Ależ mają plany w tej gildii, powiem wam.
10764:  Przypomina mi się gildia w Riften, czyli w Pękninie.
10767:  Wciąż moja ulubiona gildia złodziei Ever.
10769:  Wciąż mój najulubieńszy quest z gildio złodziei Ever.
10774:  Gancu pisze, że się cieszy teraz, bo jak Krzysztof pokazuje się szerzej na kamerze, to nie pęka mu serce, ponieważ księga całości będzie w całości.
10782:  To ta.
10791:  Laponia zakupiona dla taty w ramach prezentu świątecznego?
10795:  Dobry prezent Filipie.
10801:  gdy nasze pokolenie będzie miało 80 lat, to u mnie telewizja przestanie istnieć.
10804:  Ja myślę, że raczej się wycofa trochę w taką niszę, jak się wycofał teatr.
10810:  I dobrze, bo w dalszym ciągu będzie do oglądania tam coś, co prawdopodobnie będzie tym typowo telewizyjnym kontentem.
10817:  Ja na przykład bym się nie obraził, gdyby telewizja zagarnęła formaty takie czysto rozrywkowe.
10823:  Zero do myślenia.
10824:  Wiecie, Fame MMA i podobne rzeczy.
10826:  Reality Show.
10827:  Wszystko niech to idzie do telewizji.
10829:  YouTuberzy, którzy robią takie rzeczy, bardziej się nadają do telewizji niż na YouTube'a.
10833:  O Jezus, co ja teraz powiedziałem.
10835:  Czy ja to powiedziałem na głos?
10836:  Oj, chyba tak.
10837:  Więc są urodzonymi prezenterami telewizyjnymi.
10840:  Świetnie.
10841:  Niech podpiszą sobie kontrakty na miliony złotych, będą mieć milionowe nakłady, milionowe widownie.
10846:  Świetnie.
10847:  Niech to będzie telewizja.
10848:  A YouTube niech wróci do tego momentu, kiedy siedzi gość lub gościujni z kamerą i rozmawia o rzeczach i dzieje się różnymi rzeczami, wiedzą pasją i tak dalej.
10856:  Super sprawa.
10859:  Teraz wyszedł z Krzysztofa użytkownik YouTube'a AnnoDomini2007, no ale taka prawda.
10868:  Czyli tak nas zachęcają do tego, żeby Yashirę tutaj przywlec.
10873:  Muszę porozmawiać z nią.
10876:  Wciąż jest w porządku z ziemią, oczekuję.
10879:  Mam informacje, które mogą pomóc w tym.
10881:  Więc zapraszam, żeby zapłaciła przyjacielowi wizytę.
10887:  Wszystkiego dobrego i dla Ciebie, Elf.
10889:  Wszystkiego świątecznego.
10890:  A, świąteczny jamnik.
10892:  Tak.
10893:  Pamiętajcie, w tym czasie Wasze potrzeby są też ważne.
10896:  Mądra uwaga, nie dajmy się szaleństwu świątecznemu.
10900:  Telewizja publiczna mówi na zasadzie tak, teraz ziomeczek na jednym pomieszczeniu na green screenie i tyle.
10904:  Prawda?
10904:  Prawda?
10906:  Nie trzeba nic więcej do po prostu przekazywania informacji.
10909:  Swoją drogą, podobało mi się to zdanie jedno, które powiedział ten prezenter, że telewizja jest od tego, żeby robić fotografię, a nie żeby odmalowywać rzeczywistość.
10916:  Oj, to bardzo mi się to spodobało.
10918:  Takie staroszkolne dziennikarstwo wyszło z niego.
10923:  Hmm.
10925:  No, możemy przyprowadzić Jachirę w takim razie.
10927:  Zrobimy, moi drodzy, wyjątek.
10930:  I could, but you wouldn't thank either of us for that.
10933:  Trust me.
10938:  Wybranie jednej platformy do nadawania publicznej telewizji byłoby niezgodne?
10940:  Nie, no tak, tak, tak, ale możesz, wiesz, chodzi o to, żeby po prostu stworzyć wtedy własną, ale żeby nie było to zrobione w sposób archaiczny.
10947:  Tutaj raczej nie chodzi o to, jak to zrobisz od strony technicznej, tylko o to, jak robisz to od strony logistycznej.
10954:  Bo logistyka tego jest powalona, to znaczy ja nie widzę powodu, dla którego należy wydawać miliony złotych na coś, co jest zrobione gorzej od czegoś, co może zrobić gość za 10 tysięcy miesięcznie.
10966:  Ja w tym momencie z podcastu Dwie Lewe Ręce dowiaduję się więcej miesięcznie, niż dowiadywałem się w ciągu roku, jak oglądałem TVN, czy TVP, czy Polsat.
10975:  Bo starałem się oglądać wszystkiego po trochu, jak jeszcze byłem u rodziców i była telewizja, to było bardzo dawno temu, miałem wtedy jakieś 12 lat.
10986:  No, 3 miliardy, to już nawet dajcie spokój.
10991:  Idę stąd, jeszcze nie grałem Asgard.
10992:  To zagraj koniecznie, dobra gra.
10995:  Choć większość moich doniesień tyczy się odwiedzin przybytku Helsik przy dobrze znanych mi patriarchów, arystokratów, którzy szantażem mogą być zmuszani do zachowania tych wizyt w tajemnicy, koniecznie muszę wspomnieć o pewnych gościach.
11008:  Handler z bronią Gortarz w towarzystwie znanego Belickiego przywódcy spotkali się wczoraj z Helsik i spędzili razem dłuższą chwilę.
11014:  Gdy wychodził z jej sklepu usłyszałem jak Gortarz powiedział I co?
11017:  Mówiłem?
11017:  Jeśli Helsik może doprowadzić nas do domu nadziei, to może nas też sprowadzić do Mephistar.
11022:  Patriarch.
11026:  Kim jest Patriar?
11027:  Nobility of Baldur's Gate.
11029:  Collectively referred to as the Patriar, moi drodzy.
11033:  Co nam w tym pomogło?
11035:  Ksenoencyklopedia.
11036:  Encyklopedia fantastycznego świata.
11039:  Tak jest.
11041:  O Boże.
11044:  Tego się nie spodziewałem.
11050:  No dobrze, czyli musimy tutaj wrócić z Yahirą rzeczywiście, ale czy my dostaniemy to w dzienniczku?
11057:  Czy nie?
11062:  Nie bardzo.
11065:  Nie lubię tego.
11066:  Czemu nie dostaliśmy tego w dzienniczku?
11069:  Ja będę musiał to teraz zapamiętać, przecież ja tego w życiu nie zapamiętam.
11073:  Dobra.
11074:  Nie, nie, nie smocza skała, chcę się przenieść do Wrót Baldura.
11080:  Dom Nadziei, piękna muzyka.
11082:  Mówicie, żeby teraz ogarnąć Dom Nadziei?
11086:  A nie, wyłączymy straż?
11088:  Może wyłączymy straż zgodnie z tytułem streamu, co?
11091:  Ewentualnie... Tu jeszcze nas cały czas kierują do tego podmiasta, nie wiem w jakim celu.
11098:  No, to jest jedna z ostatnich rzeczy, która nam została.
11104:  Wyłączymy straż.
11106:  Pierw Dom Nadziei.
11107:  Gdzie jest Dom Nadziei?
11110:  Wiedźma jest naszą... Gdzie jest dom nadziei?
11113:  Ja mam płonącą syrenę, spłonioną syrenę, przepraszam.
11119:  House of Hope.
11123:  No domyślam się, że House of Hope to jest dom nadziei, ale wciąż go nie widzę.
11127:  Nie wiem dlaczego nie wszystkie.
11128:  Rogata opłata?
11129:  To tam?
11131:  Okej.
11135:  Przypadkowo jest to niesamowicie daleko.
11141:  Oj, oj, oj, oj, no dobrze.
11142:  Zobaczymy.
11146:  Czy i tędy.
11149:  Okej.
11152:  Ale dobrze, dobrze.
11153:  Capslocki się przydają czasem.
11155:  Rada czterech Baldur's Gate lore od Joglola.
11158:  To był rząd, a także część przymierza lordów Waterdeep, Neverwinter i Silvermoon.
11163:  Zawsze najpotężniejsza osobistości w Baldur's Gate.
11165:  W Silvermoon nie byłem, ale chciałbym strasznie być we wszystkich tych miastach.
11170:  Czy planowany jest jeszcze podcast z Przemkiem?
11172:  Przemek Górczyk powiedział, że spoko, że bardzo chętnie bym jeszcze porozmawiał, no ale wiecie, to jest zajęty człowiek, on ma bardzo dużo gości, więc przypuszczam, że musi tam trochę tych gości przedefilować, zanim Krzysztof wróci, a Krzysztof wróci z wielką chęcią.
11186:  To są gołębie, należy je zabić, wierzcie mi, mieszkam w Krakowie i wiem, co mówię.
11194:  Patryk pyta, czy ktoś grał w Baldura na PS5, czy warto.
11197:  Przekazuje pytanie dalej.
11198:  Byłoby dużo lepsze, gdybyś znaleźł sposób, by zbudować ten silnik, Damon.
11202:  Nie przestałem próbować, ale wszystkie drogi mają do końca śmierć.
11207:  Przepraszam, nie oznaczałem tego.
11210:  Nieważne.
11211:  Cieszę się, że w każdym razie jesteś w porządku.
11220:  Gołębie to latające jamniki?
11225:  Johanna Waterman Muszę się z tobą nie zgodzić, wiesz, ponieważ Jamnik nigdy jeszcze mi nie nastrał na głowę, a gołąb wiele razy Czy możemy zobaczyć twoje towary?
11239:  Ja mam wrażenie, że ja go kiedyś zabiłem, wiecie?
11242:  Takie mam wrażenie, o
11245:  Takie mam wrażenie.
11247:  Co jest najbardziej wartościowe?
11248:  O Boże, to jest bardzo wartościowe.
11249:  Pierścień władcy krypty.
11251:  Stworzenie nieumarłego.
11252:  O, czarny diament.
11253:  Świetnie.
11254:  I rządza krwi.
11255:  To jest jakiś kiepski sztylet.
11258:  Zwój sfery niepodatności.
11260:  My tak tych zwojów nie używamy.
11262:  Kostrój miłej nekromancji.
11264:  Zbyt ładnie się nazywa, żebyśmy go sprzedali.
11270:  W Domu Nadziei jest najlepszy soundtrack w grze.
11272:  Dobrze.
11274:  Jestem przekonany.
11279:  Czy ja idę w dobrą stronę?
11281:  Tak.
11286:  Ja idę w bardzo dobrą stronę.
11289:  Dobrze.
11291:  Lecimy dalej.
11294:  Astarion jest chory?
11295:  Nieznacznie.
11296:  Przeżyje.
11300:  Czy to jest tu?
11307:  Kto to jest?
11310:  Z domu nadziei idziesz do piekła, to trochę zajmie czasu.
11313:  Wiecie jaki jest sposób na to?
11314:  Zmiana tytułu streamu.
11317:  Już to zrobimy.
11326:  Proszę bardzo.
11328:  Magia.
11328:  Wszystko zgodne z tytułem streamu.
11332:  Chciałbym zobaczyć, jakie masz kwiaty.
11333:  Po co zmarłem kwiaty?
11334:  Zawsze się zastanawiałem, po co zmarłem kwiaty.
11337:  Bez sensu zupełnie.
11343:  Proszę.
11348:  Miła nekromancja, to proszę i dziękuję za każdym wstrzeszeniem.
11365:  Co za rozmowa.
11375:  W ogóle, czy ktoś na czatach oglądał dzisiejszy koncert, który był Genshina?
11380:  Był coś o jakiejś 11, coś mi się takiego wydaje.
11384:  Jakie to było piękne.
11393:  Jeśli czegoś mnie nauczyły gry RPG, to tego, że na pewno to było coś istotnego.
11403:  Level Cup to dalej dwunastka, Marian, tak?
11405:  Jest.
11407:  Dobrze.
11408:  To ogarniemy sobie dłuższy wypoczynek i idziemy do tego domu bez nadziei.
11419:  Posępna Orin jest cudowna.
11423:  Wiecie co, aż wyłączę tyldę.
11427:  Wiecie co, aż odłączę posępną na moment od drużyny.
11431:  Posępna, pokaż się czatom pięknie.
11434:  Proszę bardzo.
11435:  Proszę bardzo.
11440:  Przecież ta kamera mnie nienawidzi.
11448:  Jest rewelacja absolutna.
11453:  Dominika Jamiko, twórczynik Klimczak, ma suchar o rudych morze, ponieważ jest ruda.
11458:  Dawaj.
11461:  Jak się nazywa ta whisky?
11462:  Buhahaha?
11463:  Bunahabyn.
11465:  Buhahaha.
11467:  Bunahabhain się pisze.
11470:  Antichorny kamera była.
11472:  No, ewidentnie.
11474:  Długi odpoczynek.
11477:  Z dziewczyną cmentarzu dosłownie w tej chwili pogadaliśmy, Jacku.
11485:  Astralianaw to przyodziej.
11488:  To też jest pomysł dobry.
11493:  Dominika dodaje, nie wolno ufać rudym i łysym.
11496:  Dlaczego łysym nie wolno ufać?
11497:  Ponieważ może być rudy.
11511:  Tak jest.
11516:  Tak jest.
11518:  Czy tutaj był ten dom bez nadziei?
11521:  Popatrzcie, jak zapamiętałem pięknie.
11525:  Pokaż mi swój towar, ten lepszy.
11528:  A. No dobrze.
11529:  A czy ja...
11549:  W tej grze nie działają kontuary.
11550:  Ludicrous speed.
11550:  Tak.
11573:  W życiu... w życiu goń się.
11584:  Perswazja.
11593:  Perswazja ułatwiona zaklęciem zapisu.
11598:  Aktorka koskowa Shadowhut grała również Latennę, Albinauryczkę z Elden Ring, robiłaś jej quest i go nie pamiętam Sandro?
11605:  Ale dobrze wiedzieć.
11608:  Czemu nie pokazywała nam posępnej?
11618:  O, kofie.
11618:  Karol pisze, że jechała dziś dwa razy na lotnisko, bo odwołali dwa loty.
11625:  O!
11636:  Rękawice możemy przynieść, to nie jest problem.
11640:  Wszystkiego ja mam niczego dla ciebie, Karo.
11642:  Strasznie to brzmi, to co mówisz.
11644:  Lore od Joglola zmierzamy do zewnętrznego planu.
11647:  Są to plany, w których bogowie są o wiele bardziej aktywni.
11649:  Można po prostu spotkać ich i wejść do ich boskich domen, jeśli chcą.
11653:  Proszę bardzo.
11654:  Dobra.
11655:  Robimy ten quest, moi drodzy.
11660:  Po pierwsze, nigdy nie byłeś tu.
11662:  Nigdy nie rozmawialiśmy.
11665:  Po drugie, zarządzasz własne prawa.
11669:  Chcę absolutnej nieprawidłowości.
11672:  O, weź też tę kluczkę.
11673:  Załatwia świątynię na dół.
11678:  Już została wyciągnięta świątynia.
11681:  Nie zapytaj, jaka jest świątynia.
11691:  Rytuały, instrukcje, rzeczy.
11698:  Tak.
11698:  Illidid Muminag to jest wróg nasz główny w tej grze.
11704:  To są władcy umysłów, najprościej tak ująć to.
11707:  Z tym wiąże się...
11709:  To drzewko, dlatego my jesteśmy częściowym ilitydem.
11713:  Tak samo jest posępna częściowym ilitydem, ponieważ pozwoliliśmy tym larwom, by drążyły nasze mózgi.
11718:  Cudowna sprawa.
11721:  Dobrze, moi drodzy.
11723:  Co powiedziawszy, wypiłem tak strasznie dużo, że muszę was na chwilę pozostawić, ale tym razem pozostaję was razem z piękną muzyką.
11731:  I to będzie oczywiście muzyka jamnicza.
11738:  O nie, nie ta muzyka jamnicza.
11740:  Ta muzyka jamnicza.
11892:  Ach, wspaniałości.
11896:  Udało się.
11899:  Mówiąc wspaniałości, miałem na myśli muzykę, a nie moje doświadczenia.
11909:  Krzychu Szambrownik ukradł Makowczyka.
11912:  Jesteś bardzo bliski, Metal Boy Prawdy.
11914:  Krzysztof wziął łychę masła orzechowego, mimo że bardzo nie powinien.
11922:  Bardzo niedobrze.
11927:  Moi drodzy, zagadka nielogiczna rozwiązana.
11935:  Wspaniałości udało się, wracając z kibla, tak.
11939:  Tak jest.
11943:  Babeczka od gegry idzie chować ściągi.
11946:  Ściągi to trzeba wyciągać, ponieważ w przeciwnym wypadku się nie nauczymy niczego.
11955:  Coś my tutaj znowu znaleźli, moi drodzy.
11961:  Okazuje się, że na Wybrzeżu Mieczy, jak pisze Marcin Mazurek, jest popularny paszczet z Gołębia.
11966:  Proszę bardzo.
11968:  Niech oni przyjdą, błagam, do Krakowa i zrobią porządki.
11982:  Myśmy tutaj raz byli, moi drodzy.
11988:  Byliśmy tutaj raz, Astarion.
11991:  Ogarnij te skrzynie.
11998:  Och.
12005:  Piekielny marmur?
12007:  Curious shot my arse.
12010:  This is an infernal item and hard to come by.
12014:  Peanut butter jelly time, powiadacie.
12017:  Czy próbowałem kiedyś klasyka peanut butter and jelly właśnie sandwich?
12021:  Byłem sceptyczny, spróbowałem, można się uzależnić.
12023:  Można się uzależnić, jest to prawda.
12026:  W Stanach jadłem oczywiście, gdzieżby indziej.
12029:  Illitici się wywodzą z tak zwanej domeny zewnętrznej.
12032:  Jest to przestrzeń pozadaną kosmologią i z niej też wywodzi się starożytna rasa aboletów, dodaje Joglol.
12040:  Podobno gołąbki nazywają się tak, bo kiedyś faktycznie były z gołębi, zawsze można do tego wrócić, pisze Matt Fanica.
12045:  Tak.
12046:  Proszę, niech zrobi ktoś to w Krakowie, bardzo proszę.
12050:  Ooo, po co mi ten cały śmieć alchemiczny, skoro i tak z tego nigdy nie skorzystam.
12054:  Pamiętnik!
12056:  Pamiętnik.
12059:  Ogarnijmyż.
12064:  Jak było w Stanach?
12065:  Okropne miejsce.
12066:  Paskudne miejsce, wstrętny świat, po pierwsze.
12071:  Trzeba mieć samochód, żeby tam się poruszać, albo pieniądze na samolot.
12075:  Pierwsza wada.
12077:  Druga wada.
12077:  Wszystko, co jest tam, zrobi... Wszystko.
12080:  rozpada się w ciągu pięciu sekund.
12082:  Otwieracie szafę, rozpada się.
12084:  Siadacie na krześle, rozpada się.
12086:  Uderzycie o ścianę, nie wiem, jakimkolwiek twardym obiektem, żłobicie w nim Rów Mariański, w ścianie Rów Mariański.
12095:  Co następnie?
12096:  Nie można nigdzie jeść dobrze, to znaczy albo macie cztery tysiące dolarów na European Cuisine, albo jecie coś, co jest gorsze od Maca i nie żartuję absolutnie, w American Restaurant
12108:  American restaurant.
12109:  Nigdy nie zapomnę, jak poprosiłem o stek z sałatką, dostałem dosłownie coś tej wielkości, to był stek, oczywiście przetłusty, a w formie sałaty dostałem główkę sałaty z sosem czosnkowym.
12120:  Główkę przekrojoną na dwie części.
12125:  A jeszcze nie dotarłem do innych wad.
12127:  Jak na przykład prywatnej edukacji, bo ja oczywiście tam byłem około uniwersytecko.
12132:  Dramat!
12133:  W każdym kraju mógłbym mieszkać, na świecie, w każdym, ale nigdy w Stanach.
12138:  Nigdy.
12139:  Podziwiam wszystkich.
12142:  Ale naprawdę najgorsze jest to, że tam się wszystko rozwala.
12145:  To jest niesamowite.
12146:  Tak kiepskiej jakości są domy i ich wnętrza, że ja się nie dziwię, że tam IKEA uchodzi za luksus.
12157:  Graj na dykcie zrobionej tylko dla bogatych.
12159:  No to jest bardzo dobra charakterystyka Gunii.
12161:  Ja byłem tam, żeby nie było, prawie miesiąc, o ile nawet nie miesiąc z hakiem, więc to jest duża próba, to nie jest tam trzy dni turystyczne.
12172:  Moja koleżanka przytuła 20 kilo na piersiach z kurczaka w USA.
12175:  Tak, i co ciekawe jest też to, że ludzie myślą, że tam się chodzi do Maca i KFC.
12181:  Mac i KFC to jest dobre jedzenie.
12183:  Tam jest gorsze jedzenie.
12185:  Wystarczy pójść do takiego typowego dinera i zamówić śniadanie i zobaczyć, co tam jest.
12189:  I to tak, 950 kilokalorii, tak krótko piszę, co najmniej.
12195:  W zachodnim Tajwanie.
12196:  Tam nie byłem i nie zamierzam jechać.
12198:  A szkoda, bo mają fajne zabytki.
12199:  No, pod warunkiem, że ich nie wysadzą, tak jak inni przedstawiciele cudownej kultury.
12204:  To nawiązuje tutaj do tego, co zrobiło ISIS z kolei.
12209:  Czy już jest dźwięk rozkoszniejszy nad brzęk monet w trzosie?
12213:  Przypomina się nam się Geralt podrzucający mieszek.
12216:  Albo...
12220:  Potrzeba złota!
12221:  Potrzeba więcej złota!
12223:  Za mało złota, mój panie!
12227:  Tak.
12229:  Let the bells scream, scream!
12234:  Wszędzie musimy się przełączać na Astariona.
12238:  Let's crack it open.
12239:  W tamtej okolicy Kanada jest o wiele fajniejsza, prawie każdym względem.
12242:  O, ja byłem w Kanadzie, to rzeczywiście nie widziałem takiej różnicy między Kanadą a Europą.
12247:  Była jakaś fajna burgerownia, zaliczona była przeze mnie w Montrealu, przepiękna sprawa.
12255:  Dobrze.
12256:  Narzędzia złodziejskie użyte.
12264:  Nienawidzę czasem tej gry, ja jej naprawdę czasem nienawidzę.
12268:  Złośliwość Larianów jest nieprawdopodobna wręcz.
12272:  No i to jest łóżko.
12290:  Bardzo ładny obrazek, muszę powiedzieć.
12293:  Udało mi się wszystko idealnie wykadrować.
12301:  Nie mnie ktoś powstrzyma dziś Nie mnie ktoś powstrzyma dzisiaj Dostałeś instrukcję, żeby otworzyć portal?
12308:  Naprawdę?
12310:  Gdzie jest ta instrukcja?
12315:  Helsik da nam precyzyjne instrukcje Mamy się do nich stosować w pomieszczeniu rytualnym Fajnie, fajna podpowiedź Świetnie
12329:  Myślicie, że to jest ta czaszunia?
12333:  Najnowsza.
12334:  Otwierając bramę piekieł.
12336:  Przeczytaj.
12337:  Aby otworzyć portal, trzeba umieścić rytualne artefakty w odpowiednich miejscach na namalowanej krwiołgwieździe.
12343:  Jazda, jazda, biała gwiazda.
12346:  Czaszkę należy położyć na szczycie gwiazdy w pobliżu ołtarza.
12352:  Monetę Mammona należy położyć na kolejnym...
12374:  Okej.
12374:  Może kiedyś, może kiedyś projektanci gier ogarną, że na przykład można sobie tutaj w bok ekranu dać taką karteczkę i byłoby fajnie.
12382:  Tak, w Cyberpunku jest w jednej misji, swojego drogu.
12384:  Czy wy widzicie gdzieś tę gwiazdę?
12385:  Okej, widzimy.
12389:  Mhm.
12392:  Nie żartujcie sobie w tym momencie ze mnie.
12396:  Tutaj nie ma żadnych Jezus Maria, tutaj nie ma żadnych oznaczeń, no przecież niech oni... Czaszkę na szczycie gwiazdy w pobliżu ołtarza.
12412:  Czy to jest ołtarz?
12412:  Czy to jest szczyt gwiazdy?
12414:  Tu jest strzałka.
12417:  Moim zdaniem tutaj.
12419:  Czaszka, rzuć.
12437:  Monetę Mammona należy na kolejnym szczycie w prawo.
12442:  W prawo.
12444:  Kolejny szczyt.
12445:  Moneta Mammona.
12450:  Moneta Mammona.
12453:  Rzuć.
12457:  Proszę bardzo.
12461:  Licząc zgodnie z ruchem wskazówek, należy ominąć
12466:  Jeden szczyt i położyć diament na kolejnym.
12473:  Ominąć.
12475:  Kolejnym.
12478:  Diament.
12481:  Czy to jest ten diament?
12489:  Godzidło należy umieścić na szczycie następującym po diamencie.
12497:  Kadzidło.
12498:  Jeszcze mirra.
12500:  A, i co teraz, skoro mam dwa?
12505:  Na koniec trzeba położyć piekielny marmur na środku gwiazdy.
12511:  Piekielny marmur.
12515:  Piekielny marmur.
12517:  Rzuć.
12528:  Tak i na końcu należy krzyknąć Hakuna Matata czary Absolutnie moi drodzy Ale jest jedno, jedyne Hakuna Matata kanoniczne Wiecie o czym mówię Oczywiście, że wiecie o czym mówię To jest film sprzed 16 lat
12557:  Nazywam się Stanisław Mąderek.
12559:  Przedstawiam parodię zwiastuna filmowego.
12570:  Imperium, atakowa ziemia.
12572:  Szukam Hakuna Matata.
12576:  Hakuna Matata jest tutaj powiedziane, nie żartuję.
12580:  Proszę bardzo.
12581:  Proszę bardzo.
12590:  Żaba parwał trapa.
12594:  Tak.
12596:  Znam ten śmiech.
12597:  A jak chcecie zobaczyć dalej, to polecam.
12602:  Aż wam dropnę linkiem.
12604:  Dobra rzecz.
12604:  Staszek Szybki jest.
12607:  Jak nie znacie.
12608:  Klasyka klasyk.
12610:  Wtedy jeszcze nie było internetu.
12611:  W ogóle.
12612:  Absolutnie.
12613:  Robimy, moi drodzy, gigantyczny zapis.
12615:  Nowy zapis.
12617:  Hutliwe.
12620:  Piekło.
12623:  Proszę bardzo.
12625:  Hutliwe piekło.
12626:  Jesteśmy.
12630:  Czy chcesz się udać do domu bez nadziei?
12631:  Tak.
12635:  Shakazum Hakuna Matata.
12642:  No i co?
12645:  I co?
12645:  Złe to piekło niby?
12646:  Nie słyszę.
12647:  Co z tobą?
12650:  Złe morze?
12665:  Czemu Carla chce z nami rozmawiać, jak my nie chcemy z nią rozmawiać?
12669:  Dobrze, moi drodzy, nie ma wyjścia, potrzebujemy czerwieni Potrzebujemy piekielnej czerwieni Jezus, jak tu jest pięknie
12679:  Zresztą nie mógł Jezus w takim miejscu.
12684:  Dziaba, dziaba.
12688:  Filar dusz.
12691:  Klikam.
12701:  Nie chciałbym wylądować w filaru dusz.
12705:  Piekielny ogar to oczywiście hot dog, tak Muzyka jest top Nie do magii, amnik wygląda jak Stańczyk Piekło, piekło i przestało, prawda?
12735:  Otóż chyba się nie da zniszczyć... Użyj Karla.
