🔴 Morderca bez serca w pamięć się wwierca | BALDUR'S GATE 3 Livestream #20
🔗 https://www.youtube.com/watch?v=9clKOnbf7Vw

6:  Dziękuje za uwagę.
4267:  Oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj,
4298:  Dobrze.
4298:  Jakie 45%?
4300:  Co to za bzdura?
4311:  Psyjoniczne przeładowanie, a walniemy sobie czemu by nie.
4315:  Czemu by nie.
4315:  Przeładowanie mocą synaptyczną i jeszcze lot.
4320:  Za mało zasobów szybkość ruchu, ble ble ble ble ble ble.
4324:  Magdalena pisze, czaty, dzisiaj poszerzyła się moja wiedza na temat gadżetów jamnikowych.
4329:  Otóż koleżanka z pracy pochwaliła się foremką do robienia kostek lodu o kształcie jamnika.
4333:  O Boże, oczywiście, pomarańczowa, prawda?
4336:  Mam też ją.
4339:  Dlaczego nie używam możliwości latania?
4340:  No właśnie dlatego, że ona zużywa i tak coś, nigdy nie wiem co.
4344:  Jakiś punkt ruchu, nie chcę.
4346:  Jakie chybienie.
4349:  No dobrze, teraz będzie zemsta.
4352:  Po pierwsze.
4353:  Głód krwi, po drugie.
4355:  Chacia-puk.
4361:  Nie pokazałem foremki.
4362:  No kto wam nie pokazałem foremki?
4364:  Co wy do mnie opowiadacie?
4389:  Proszę bardzo.
4390:  Foremka w jamniki, tak?
4393:  Tak.
4395:  Piękna foremka w piękne jamniki.
4401:  Co ja z nią teraz zrobię tutaj?
4410:  Czas zabijania.
4413:  Spopulając...
4417:  No dobrze, trudno.
4428:  Będziemy inteligentni.
4430:  Przemieścimy się tutaj.
4432:  Gdzie takie piękności można nabyć?
4435:  Podejrzewam, że w internecie.
4438:  Przepraszam, przepraszam.
4441:  Wściekły cios.
4445:  Ale nie pamiętam gdzie dokupowałem, już mówiąc serio.
4450:  Okaleczający cios.
4451:  Powiedzcie mi, że teraz zginie.
4454:  No co to ma znaczyć?
4460:  Przepraszam?
4463:  Co to w ogóle jest?
4465:  Ja nie mam takiej zdolności?
4468:  Czemu ja nie mam takiej zdolności?
4473:  Co za skandal.
4476:  To w takim razie walniemy w tym zaklęcie.
4479:  80% szans.
4480:  No come on!
4491:  Witamy Joe Woo, witamy.
4493:  Dzisiaj o 20 jest dyskusja na bez sematu o YouTube'ach, dlatego się trzeba wyrobić wcześniej moi drodzy.
4499:  To nie była zdolność, tylko konkretnie strzała wielu strzałów.
4502:  Użyłem tego raz i nie było to takie epickie.
4505:  Chyba wiem dlaczego.
4508:  Czy oni już nie żyją?
4513:  Nie, mam wrażenie, że żyją.
4516:  Że żyją i mają się dobrze, a ja nie mam już, no dobrze.
4518:  Mam natomiast inną rzecz.
4523:  Nielubiane przeze mnie zaklęcie, które ze smutkiem muszę jednak zauważyć, jest dość skuteczne.
4529:  Ponieważ ma duży area of effect, ale... Mmm... Ale mam... O!
4537:  Przyszywające... Nie.
4543:  Erum!
4546:  O!
4552:  Dobrze!
4553:  I teraz możemy, moi drodzy, użyć lotu.
4556:  Powoduje atak okazyjny.
4557:  A no jak to lot?
4558:  Jak to lot?
4562:  Skok też powoduje atak okazyjny.
4567:  No niedobrze, niedobrze.
4570:  Ale lepiej lecieć niż nie lecieć.
4578:  Nie lubię takich rzeczy.
4582:  Użycie strzały w dużym skopisku w rogu o Astarionem jest bardzo epickie i przekrójnicze.
4586:  Użyliśmy raz i jakoś nie wyszło to tak fajnie, jak mogło.
4591:  Przeszywający atak.
4593:  Czy to coś da?
4598:  Odparcie przeszywające atak.
4600:  No więc nic nie dało, jak zawsze.
4605:  Co to jest z tym parowaniem?
4608:  Astariona nikt nigdy nie parował.
4616:  Przepraszam.
4629:  No czemu?
4631:  Dobrze, chybienie.
4632:  Przynajmniej tyle.
4634:  Zauroczenie.
4635:  Czy teraz będzie walczył po naszej stronie?
4638:  Zaatakowałeś ścianę tym Sauronem?
4639:  Naprawdę?
4640:  Kompletnie mi to umknęło.
4645:  Księżycowy promień.
4648:  Wiecie co?
4649:  Tak.
4652:  Expecto promienium.
4658:  Biedny Astarion.
4663:  Tu w ogóle jest okrągły stół.
4665:  Ja wiem, że to jest okrągły stół i że to nie jest jakieś epickie spostrzeżenie, ale wiecie, Rycerze Okrągłego Stołu i te sprawy chyba nie krytyczne, jest krytyczne.
4673:  Odwet.
4676:  Bardzo dobrze.
4677:  Wszystkie Gityangi muszą zginąć.
4680:  Przestań niszczyć Karla.
4684:  Wiecie co?
4686:  Ja nie pozwolę, żeby Karla była niszczona przez jakieś brudne Gityangi.
4692:  Aha.
4692:  Chyba jednak będę musiał.
4708:  To pozostaje nas z jednym.
4714:  Mizerny występ.
4719:  Nie, lot się nie udaje.
4721:  W ogóle ten lot bronią to jest jakaś żenata kompletna.
4726:  Skoro jest tak odporna ta Gityanki na ataki Astarionowe, to będziemy walić magią.
4731:  Czy to jest jedyna opcja?
4739:  Żywiołowe wypaczenie.
4745:  I teraz z najwyższą starannością wybieramy cel.
4751:  Niedomagiamix powinien być odporny na płomienie.
4755:  Następna brudna gityanki.
4757:  Skoncentrowany wystrzał, aby rzucić ten... Nie.
4760:  Za trudne dla mnie.
4767:  Albo wiecie co?
4771:  Chyba pierwszy raz zaatakowałem ją używając zwykłej broni.
4780:  Gdy Magiamnix uleczony, dobrze.
4782:  Expecto Plumienium zawsze.
4789:  Powinna spłonąć za to.
4792:  Chybienie krytyczne jest, chybienie krytyczne doskonale.
4795:  Odwet.
4798:  Czemu ten odwet nie działa?
4801:  Czemu Karla jest bez przerwy atakowana?
4805:  Dobrze, koniec tego dobrego.
4814:  To po pierwsze.
4819:  Być może trójząb kiedyś dotrze na miejsce ataku.
4822:  Czyżby był robiony quest cesarza?
4824:  Myśmy chyba już zrobili quest cesarza.
4827:  Chyba, że to inny.
4833:  Dobrze.
4835:  Koniec.
4836:  Koniec z Gitiankami.
4841:  Nie, nie koniec.
4842:  O nie.
4847:  I knew it.
4850:  Dobrze, na szczęście mamy Saurona.
4852:  Gdy teraz wjedzie w kolumnę światła, mówię wam.
4862:  Mamy to.
4865:  Mamy to!
4869:  Nie do magii, Amix się kompromituje, idziemy odpocząć szybko.
4878:  Może nawet nie idziemy, że to można zrobić od razu.
4881:  Długi odpoczynek, wybór automatyczny, świetnie.
4887:  Ozzy14 pisze, że przyszedł w Child's Eye of Pi, gratulacje!
4893:  Mówią, że dom, gdzie człowiek może być swoim prawdziwym samym.
4894:  Bez kłopotu.
4895:  Bez pretensji.
4895:  Dobrze zrobiłeś, żeby zobaczyć od Githyanki, który zniszczył mój.
4897:  I teraz, że widziałeś, od gdzie ja przychodzę, wiesz wszystko, co o mnie trzeba wiedzieć.
4910:  Przynajmniej wszystko, co ma znaczenie.
4922:  Słodycze mojego ulubionego soku Fiddleheada.
4926:  Gdybyś chciał je doświadczyć sam.
4931:  Garmenty, z którymi się skończyłem i później stworzyłem moją postawę jako Imperator.
4939:  Mówiliśmy o moich relacjach z księgiem Berlinem Stillmanem.
4943:  Mówiłem o tym nikomu innym.
4948:  Nie mam od Ciebie więcej sekretów.
4949:  Nie ma potrzeby, by się odwiedzić.
4955:  Teraz pracujesz w kierunku zwykłego celu.
4960:  Do tego.
4960:  Z potrzebą, a nie designem.
4961:  Ale jestem szczęśliwy, że podobałeś się wielkości moich doświadczeń.
4964:  Twoje było nieco bardziej ekscytujące.
4973:  Ale nawet z całym twoim doświadczeniem, nie było to łatwe.
4982:  Jedynym sposobem, w jaki będziemy mogli dotrzeć do mózgu, aby go zniszczyć, jest to współpraca.
4987:  Ale niewielu wierzy w mindflayer.
4990:  Więc zrobiłem to, co musiałem, by Cię przekonać.
4993:  Przeczytałem Cię, Twoje motywacje, Twoje działania, Twoje życzenia.
4998:  Przeczytałem najlepsze sposoby, aby porozmawiać Twoje celi ze swoimi.
5010:  Z tego, co mówisz, wychodzisz z tym jakimś eksperymentem.
5012:  Czego się dowiedziałeś?
5013:  Niedomagiamnik zachowa godność oprócz uśmiechu na tej wspaniałej bollywoodzkiej paszczęce.
5018:  Że jesteś kompleksem i pełnym kontradikcji.
5019:  To nie było łatwego zadania, ale musiałem przetrwać.
5030:  Potrzebowałem twojej absolutnej dedykacji do powodu.
5034:  Oczekiwałem na wyzwanie i oczekiwałem na twoją rezydencję.
5043:  Ale widzicie, przynajmniej nie ma sutków.
5045:  YouTube się nie może przyczepić.
5049:  Nie ma sutków, nie ma piersi.
5052:  Proste.
5059:  Od razu cię przejrzałem, kłamał nie do magii, a mniks.
5068:  Ktokolwiek napisał tę scenę potrzebuje terapii pisze Karol.
5076:  Deeper.
5086:  W tym żadnym wypadku dziwolągu.
5097:  Przepraszam, ale to jest zbyt zabawne.
5143:  Podobało ci się to?
5147:  Prawda?
5147:  To była alternatywna relacja, którą moglibyśmy mieć.
5148:  Nie jesteś szczęśliwy, że skończyłem moje metody?
5156:  Ale poza tym, że wierzyłeś w moją krawędź, pozwólmy, żebyśmy byli głupi.
5164:  Jesteś moją krawędzią.
5165:  Nie bój się, bez mnie nie będziesz mógł.
5166:  Przejdziesz mnie do mózgu, ponieważ nie masz żadnego innego wyboru.
5170:  I kiedy będziemy tam, zrobisz dokładnie to, o czym mówię.
5184:  Jaki toksyki manipulator!
5191:  Nawet niedomagiamniks się oburzył po niedomagowojamniksowemu, to znaczy... To jest wszystko, co był w stanie zrobić niedomagiamniks.
5208:  Wiecie co?
5208:  On nie zasługuje na swój kolor.
5211:  Przepraszam, myślałem, że zasługuje.
5213:  Pomyliłem się.
5216:  Nareszcie maska opada, a tyle włożyłeś w to wysiłku.
5219:  Urwę ci głowę przy pierwszej nadarzającej się okazji, łupieszce umysłu.
5231:  Skandal.
5233:  A była taka ładna jako krasnoludzica.
5235:  I co?
5239:  Proszę, nie patrz na mnie.
5240:  Proszę.
5267:  To było bardzo kocie.
5271:  Skwarek.
5277:  Po co ci obieraczka do kota?
5280:  Jestem bardzo zaniepokojony tym, co ten kaszoja tknuje.
5285:  Moi drodzy, nie oszukujmy się, do obozu przychodzimy po to, żeby podziwiać przyrodzenia Astariona.
5291:  Dumnie wypięte.
5293:  Czy to wszystko?
5294:  Chyba tak.
5297:  Dobrze, możemy opuścić obóz.
5300:  Malowanie Eldarów w Warhammerze 40.
5302:  Vatjega.
5304:  Pochwal się koniecznie, na holistycznej twórczości nadchodzą jamnikołajki, a kto wie, wtedy być może wpadniemy na holistyczną agencję, prawda?
5313:  Buty psjonicznego umysł.
5315:  Bierzemy wszystko, co jesteśmy w stanie rozłożyć.
5318:  Księga długu, włotek i ciężka skrzynia.
5329:  Tam jest jakiś wie... gdzie my jesteśmy?
5330:  Gdzie jest ta wieża?
5333:  Wejdź do nagrobków!
5334:  Tak!
5335:  Czy to jest tam?
5336:  Powiedzcie mi, że to jest tam.
5338:  Tak!
5339:  Dobrze!
5340:  To jeszcze tylko oszabrować resztę gitianek obrzydliwych, wrednych, paskudnych, odrażających, ohydnych.
5349:  I będzie dobrze.
5353:  Czy jesteśmy w stanie w jakiś sposób zdeprawować, zmasakrować dodatkowo to ciało?
5357:  Nie.
5359:  Ale widzicie, plus jest taki, że Gityanki umarły od razu blisko cmentarza.
5363:  Gdy okazja się nadarza, umieraj niedaleko cmentarza.
5367:  To sobie powtarzały Gityanki i udało się.
5372:  Czesie Meriu, nowy kadr jest konfundujący.
5374:  Przypatrz się mu uważniej.
5378:  Siepacz, weteran.
5380:  Coś jest?
5381:  Nic.
5383:  Zaraz, zaraz, zaraz.
5384:  Tutaj była kusza.
5385:  Może ona jest lepsza od tej Astarionowej?
5387:  Nie.
5388:  To jest cały czas ta sama kusza Gityanki.
5391:  Jesteśmy w karczmianie cmentarzu.
5393:  W piwnicy elfie pieśni.
5394:  Naprawdę?
5395:  A może to jest elfia pleśń?
5399:  Dobrze, idziemy tutaj w takim razie.
5402:  Ale to wspominaliście, żeby bezwzględnie pójść do Elfiej Pleśni.
5408:  Elfia Pleśń powstaje wtedy?
5410:  Nie wiem, kiedy powstaje Elfia Pleśń.
5412:  Myślałem, że będę mieć dobrą anegdotę, ale nie mam.
5417:  Dobrze.
5417:  Przycisk numer dwa.
5422:  Otóż przechodziłem przez beczkę.
5424:  To jest zupełnie jak do domu Hufflepuffu, moi drodzy.
5432:  No przecież nie będziemy zabijać szczurków!
5440:  No nie robi się takich rzeczy.
5443:  Jał Krzysztof zabijając szczurki.
5448:  Jak to nie można znaleźć drogi?
5450:  Za bzdury.
5464:  nieszczęśni klan bracia, moi drodzy.
5466:  Ja jestem zmartwiony.
5471:  No dobrze.
5472:  Karla może tutaj wbiec.
5475:  Jeśli wbiegniesz między szczury... O!
5477:  I teraz, moi drodzy, użyjemy ataku oszczepem!
5485:  Oszczepiem zagłady!
5489:  Proszę bardzo.
5490:  Czy jesteście dumni?
5492:  Mam nadzieję.
5501:  To zagęszczenie przeciwników wprost krzyczy kula ognia.
5504:  Oczywiście, że tak.
5505:  Problem polega na tym, że niestety niedomagi Amnix nie dysponuje Fireballem.
5512:  Co za żenada.
5515:  Chyba, że.
5516:  Chyba, że.
5517:  Tak!
5523:  Ale challenge musimy objąć wszystkie.
5528:  Pozdrowienia dla Ikita Clow.
5537:  Dobrze, i ty tutaj przechodzisz radośnie.
5541:  I walniesz.
5543:  O właśnie.
5548:  No przecież wspaniałe to było.
5550:  Oczywiście, że zuczyliśmy niepotrzebnie bardzo duży zakręt i wysokiego poziomu, ale co tam.
5555:  To jest to jak na wino.
5563:  Na pewno jest coś tajemniczego.
5566:  Przycisk.
5566:  Czyli stałem już dwa razy ten przycisk.
5574:  Trzy razy.
5575:  Cokolwiek się stało, się już nie odstanie.
5582:  Fireball jest ustawowo wymagany do wykonywania zawodu maga.
5585:  Tak.
5589:  Karczma!
5590:  Elfia pleśń!
5595:  Moi drodzy, co robimy, znalazłszy się w karczmie w dowolnym settingu fantasy?
5601:  Przychodzimy natychmiast do karczmarza i mówimy, karczmarzu, piwa.
5608:  Karczmarzu, piwa.
5617:  Czekam na nocleg.
5621:  Zmawiamy zupę z elfa i cebuli.
5622:  Jeśli zostaniesz tam, może ludzie się spokoją i zrozumieją, że nie ma co się martwić.
5633:  Kiedy pojeździmy metem w Cyberplanku, pyta Fetson wspierający od 14 miesięcy, za co dziękuję.
5638:  Jak tylko wrócimy do Cyberplanka, mamy specjalnie jeszcze questy pozostawiane.
5642:  Bardzo dobrze.
5643:  Dałem mu to cholerne złoto.
5646:  Jak zagrozisz Kaczmarzowi z Panko za darmo, nawet ja nie jestem aż tak skąpy.
5658:  Czy musimy porozmawiać z każdym z tych postaci?
5661:  Mówisz o szanowności Twojej ordynacji.
5663:  Co z moją szanownością?
5664:  Zrobiłem poradę.
5665:  Stugg, jeśli chcesz wziąć się w Wigilant Noites, musisz przestać zabijać ludzi.
5668:  Moja siostra Gerva mówiła mi, żeby wziąć się w jej świętej ordynacji, ale mam pracę, żeby to zakończyć.
5688:  Przełknięcie krzyżów dla kościoła nie jest prawdziwą pracą, ale musisz.
5691:  Wtedy to dostaniesz.
5692:  Ale już zabrałem za to pieniądze z Oktaru, więc muszę przejść przez to.
5696:  To coś w sensie obowiązku.
5698:  I wiem, że rozumiesz obowiązki, Skurva.
5700:  Co będę mówiła na bieżąco, Nightstug?
5702:  Że przełkasz krzyżów dla krzyżów?
5709:  Helmsgaze, brzmiesz jak sędziołowiec.
5711:  Musisz myśleć, że jestem śliczny.
5737:  Mhm.
5738:  No więc nie mamy z tego żadnego questu.
5741:  Ona wygląda zupełnie jak... Ślad za traktorka.
5746:  Jest wszystko wszędzie naraz.
5767:  No przecież nie przypomnę sobie, to jest jakiś dramat.
5769:  Beczka śmiechu już otwarta?
5773:  Czym jest beczka śmiechu?
5777:  Snapy dresser, that Willoughby.
5779:  No, he should lose the monocle.
5780:  Boże, ja nie mam monokla.
5787:  I should speak up.
5789:  Michelle Yeoh, tak jest, Caro.
5791:  I'm Willoughby, a comedian.
5792:  And we got a little contest here called a laugh riot.
5797:  Chcesz grać razem?
5800:  Wszystko dotyczy Bofo-Joks.
5801:  Widzimy, że możesz opowiadać najmocniejsze historie, a zwycięzca otrzyma przywódcę.
5806:  Hej, hej, hej!
5806:  Najpierw pokażę ci, jak to się robi, a potem zobaczysz, czy możesz mnie zabić.
5828:  Cześć, Baldery!
5830:  Wiesz, nie byłem tu wczoraj, oprócz tego, że moja żona uciekła z akambionem.
5836:  Tak, mam zonę fiendów.
5837:  Mieliśmy komedianta drowskiego.
5841:  Musiałem jej zapytać, żeby przestała wyrażać Tasha's hideous laughter na audiencie.
5846:  Potem zapytałem, ile drowskiego to wymaga, żeby wyświetlić torbę, a ona powiedziała, że żadne.
5852:  Mamy ciemną wizję.
5857:  Więc ją zabiłem.
5859:  Patroni z Elf Songu myślą, że to jest śmieszne.
5863:  Czy jeszcze jest dla ciebie szansy?
5865:  Twoja rada, mądre rzeczy!
5866:  Zabij je!
5867:  Ale nie praktycznie.
5868:  Rozumiem?
5872:  Ja wiem, że ja opowiadam suche dowcipy, ale w tej konkurencji nie mam szans.
5877:  Nie mam najmniejszych szans w tym miejscu, moi drodzy.
5880:  Najmniejszych.
5881:  Studio, jajo, co oni tu nat... Czemu mi to przypomniałeś, Cassian?
5887:  Jak tak można?
5889:  Panie i panowie, komik Willoughby.
5892:  Czy opowiadał dobre dowcipy, czy go po prostu śmiesznie pachniał?
5897:  Jaka jest różnica między piwem a oczem?
5899:  Jakieś 20 minut.
5901:  Dlaczego w Waterdeep wiedzą się nie?
5905:  Okej, to ostatnie jest zabawne, bo grunt to zdrowie.
5910:  Chociaż pierwsze mnie kusi.
5916:  Tak jest Natalio, nowy kadr mamy.
5924:  Jamnik jest widoczny, ale jak się... Wiesz, czego najbardziej pachną wampiry latem?
5930:  Pragną zimnej krwi.
5932:  O Boże.
5933:  Dlaczego w Waterdeep mają okrągłe domy?
5935:  Bo nie chcą, żeby psi się śkał im po kątach.
5937:  O Boże, to jest bardzo stare.
5941:  Zaprosiłem kiedyś nekromantkę na randkę, ale nie była zainteresowana, bo podobno jestem mało nekromantyczny.
5985:  Jak się nazywa pełen, pełen pokój, pełen ludzi, którzy nie biją brawo?
5989:  Kostnica.
5998:  Tak.
6005:  Jak to?
6010:  Dlaczego kościotrupy nie mogą grać muzyki kościelnej, bo nie mają organów?
6016:  Brakuje Dominiki, a mnikotwórczyni to jest jej quest.
6018:  To prawda.
6019:  Tak.
6020:  Musimy rzucić zaklęcie przywołania Dominiki.
6023:  Dlaczego alkohol trzeba pić z głową, bo inaczej wylewa się za ko...
6028:  Nie żałuj o religii, mężczyźni.
6030:  Cześć, krzyki i aplauzy.
6067:  Tymczasem uśmiech nie domaga Jamnixa.
6074:  Jest niesamowity.
6075:  To jest jedyny człowiek, który potrafi mieć twarz martwą, jak zanosi się od śmiechu.
6081:  Jakie są ulubione chipsy Krajodawlika?
6083:  Cran chips.
6087:  Oberwaliśmy za obrazę uczuć religijnych.
6090:  Dobrze, moi drodzy, zrzuć swoje brzemię.
6095:  Czy to jest Ciri?
6097:  To jest Ciri.
6105:  To jest dowcip tej klasy, co pisze Lon.
6108:  Jeden bilet poproszę.
6109:  Normalny?
6110:  Nie.
6110:  Pojebany.
6110:  Tak.
6111:  Absolutnie.
6120:  Jestem Clovia Throkes.
6121:  Cieszę się, że spotkałam się z wami.
6122:  Nasz syn Gasper wreszcie znalazł sobie odpowiednią drogę.
6141:  Krawiec?
6142:  Dobra, uczciwa praca, tak jest, moi drodzy.
6162:  Pozdrowienia dla wszystkich krawców, jeżeli kiedykolwiek będą oglądać ten strumyk.
6166:  Uważam, że to jest profesja, która powinna zostać przywrócona na masową skalę, ponieważ to, co się dzieje w przemyśle włókienniczym i w ogóle w wszystkich ciuchowych sklepach, to jest jakaś po prostu zbrodnia i abominacja.
6178:  Dostajecie jakiś łaszek, nie?
6183:  75% poliestru ze szlachetną domieszką poliamidu, 750 zł, ponieważ tylko ma jakiś glif jakiegoś Ralfa Lorena czy innego srancuziałego typka.
6193:  Koszmar absolutny, gdyby tymczasem moglibyśmy mieć krawca, który uczciwie stworzyłby na przykład taką porządną szatę.
6198:  Ja nie mam szaty, tak?
6200:  Kształcenie kształtów kwiatów?
6201:  No to w porządku dla niektórych, ale nie dla nas, Gaspers.
6230:  O!
6233:  Mamy krawcowe na czatach za to.
6235:  Magda Mieden i Emeliu piszą, że mamy krawcowe.
6240:  Chloe, obrzmi, żebyś podziwiała tamie.
6244:  Czy jesteście blisko ze sobą?
6246:  Zainteresował się Jamnik, który, jak dobrze wiemy, ma deficyt i to straszliwy relacji o charakterze intymnym.
6255:  Niezrozumiały, czyż nie?
6256:  Blaszki, plumbubble, mogły być na moją głowę.
6259:  Ale myślę, że czas na to, żebym opowiedział.
6261:  Niezrozumiały, że szyję z łuku, to jest wyższy poziom krawiectwa.
6263:  Niezrozumiały, że szyję z łuku, to jest wyższy poziom krawiectwa.
6265:  Niezrozumiały, że szyję z łuku, to jest wyższy poziom krawiectwa.
6267:  Tylko arcymistrzowie to potrafią.
6268:  Tylko arcymistrzowie to potrafią.
6269:  Tylko arcymistrzowie to potrafią.
6270:  Tylko arcymistrzowie to potrafią.
6271:  Tylko arcymistrzowie to potrafią.
6273:  Tylko arcymistrzowie to potrafią.
6274:  Tylko arcymistrzowie to potrafią.
6277:  Tylko arcymistrzowie to potrafią.
6281:  Tylko
6283:  Boże, dlaczego w każdej grze nie ma takiej mimiki twarzy?
6286:  Wyjąwszy mimikę, nie domagają nixa.
6289:  Koleś jednak Astarion z wąsem?
6292:  Ej, faktycznie.
6295:  Faktycznie.
6300:  Nike'a złapano na zniszczeniu gotowych, ekskluzywnych butów prosto z fabryki, tylko po to, żeby utrzymać wysokie ceny.
6307:  No, to jedna z wielu historii, które słyszymy o patologicznym przemyśle włókienniczym.
6312:  Jest to po prostu odrażające, nie znoszę.
6315:  Dlatego zawsze, jak mam możliwość i jestem przy pieniądzach, to wolę kupić cokolwiek, co jest uszyte w Polsce albo jest zrobione właśnie przez polskich krawców.
6323:  Nieźli ładować w jakieś ciuchowe marki.
6331:  No dobrze, moi drodzy, chyba zwiedziliśmy wszystko, co było w tej tawernie, ale zostało nam wciąż badanie sprawy Morders, co chce uczynić niezmiennie.
6341:  Więc musimy wyjść stąd.
6343:  Achyżo.
6348:  Jamniki wsparcia dla Pana Jogurta, absolutnie.
6351:  To nie jest łatwa sytuacja.
6357:  Serdeczny jamnik dla ciebie i znajdź kogoś, z kim będziesz mógł porozmawiać na ten temat, żebyś nie był z tym sam.
6371:  Jest jeszcze jedna taverna-mieście, jakby coś z interesującą właścicielką Kusikasyan.
6378:  Dobrze, idę we właściwą stronę.
6381:  Czy dalej idę we właściwą stronę?
6383:  Tak.
6385:  Dlaczego cały czas za nami przemieszcza się znacznik?
6388:  Moi drodzy, co się dzieje?
6391:  Przemieszcza się... Ściga mnie znacznik.
6394:  Zdobądź pochodnie odesłania, co?
6399:  Czy byłem już u Gortarza?
6401:  Na samym początku warto iść do niego zanim się skończy questa na morderstwa.
6404:  Aaa!
6406:  A to tego nie wiedziałem.
6409:  Ale my nie chcemy rozważyć oferty Gortasza, niech on spieprza, jest nadętym, jest nadętym narcyzem.
6417:  Mmm, na grobki Cant Halloa, proszę bardzo.
6422:  Na samym początku byliśmy u Gortasza, tak.
6425:  Przed tym jak ruszyliśmy do Baldura.
6429:  Mmm... Okej, niewidzialność, rzuć na siebie.
6436:  Jak to brak miejsca?
6437:  Co to jest za bzdura?
6443:  Powinno się teraz udać.
6451:  Nie ma tak niewidzialny Astarion.
6459:  I nikt nie zauważył!
6462:  Ostatnio razem zdobyliśmy pochodnię, która rozwiąże problem malarza w domu Lady Yanaf.
6466:  Aaa, ale gdzie jest dom Lady Yanaf?
6473:  Zobaczmy co to robi.
6491:  Metalowa straż jeszcze kluchta, albowiem niewyłączona, Natalio.
6496:  Percepcja porażka, percepcja porażka, percepcja nie porażka.
6500:  Motyl na czaszce.
6502:  Przepraszam?
6504:  Chyba motyw.
6510:  Aaa, takie buty.
6515:  Cikiriki upapach, pisze Lucyfer.
6517:  Nie mam zielonego pojęcia, co to znaczy, ale ostatnio dowiedziałem się wreszcie, jakie są słowa, Boże, teraz zapomnę, do jednej z piosenek, która mnie bardzo męczyła.
6531:  Czy ja sobie przypomnę te słowa?
6538:  Wiem.
6539:  Sypiam na dworcu.
6543:  Sypiam na dworcu.
6545:  Tak.
6546:  Tak.
6547:  Ja wiem.
6548:  Jeżeli ktoś kojarzy Cyber Mariana sprzed 9 lat, też wie.
6557:  Nie, nie, nie, nie, nie, Nadia Lewin.
6559:  To była inna piosenka.
6566:  48 sztuk złota.
6566:  Trzeba zachować pozory.
6569:  Zgadzam się.
6570:  Urzędniku Drowicz.
6573:  Proszę pamiętać, że Pańskim zadaniem jest dopilnować, aby nagrobki Cant Hallowa wyglądały jak autentyczna placówka handlowa.
6579:  Wszystkie ceny należy utrzymywać na poziomie o połowę wyższym niż normalnie, aby nie sprzedawać za dużo towaru.
6583:  Nie traktuje Pan sklep jako pewien rodzaj scenografii.
6586:  Niźli prawdziwy interes.
6589:  Ukryty polski megamix.
6590:  Tak jest, nie mam pomysłu na sen.
6592:  Tak jest.
6595:  Proszę, nie mówcie już Snape, Snape, Severus Snape.
6602:  Bo wszyscy to usłyszymy.
6612:  Te słowa brzmią dosyć znajoma, spróbuj przypomnieć sobie ich historyczne źródło, wypowiedz hasło Sicarius.
6620:  Widzicie, dzieją się rzeczy niemożliwe.
6624:  No i koniec.
6625:  Snape, Snape.
6627:  Severus, Snape.
6629:  Snape, Snape.
6631:  Severus, Snape.
6632:  Dumbledore, Snape.
6634:  Snape.
6635:  Severus, Snape.
6637:  Co jest na tym pergaminie?
6639:  Na tym pergaminie jest namalowany pergamon.
6642:  Ron Weasley!
6643:  Ron Weasley!
6648:  Metalowa zbroja jest metalowa.
6650:  Nie jesteśmy tu mile widziani, moi drodzy.
6653:  Jest czerwono.
6655:  Nie ma trupów, proszę.
6657:  Zatrzymaj ten trup.
6661:  Nie zaczekaj.
6686:  Szczęście wszyscy ominęli tę pułapkę.
6696:  Będzie się działo, to dobrze, Jacku.
6698:  Krzysztof chce, by się działo, ale jest jeden problem.
6703:  Myśmy tu już byli.
6706:  Dlaczego tutaj zatem była pułapka, tego nie wiem.
6711:  Tu się nie da przejść.
6716:  Poznań mi dobrze z twoich przyjaciół.
6755:  Nie obchodzi mnie czego chcesz, odsuń się.
6757:  Jasne.
6775:  Pokonaliśmy tak przerasażających przeciwników, że nic nam nie jest już straszne.
6781:  No chyba, że to jest akcja dodatkowa.
6785:  Mija trzeci miesiąc, jak nie mogę odnowić wsparcia, ubolewa Jakub Korczak.
6789:  Support YouTube'a nawet nie odpowiedział mi na bug report.
6792:  Wie ktoś jak to naprawić, czy to jest problem samej apki YouTube'a?
6795:  Nie mam zielonego pojęcia, nie spotkałem się z czymś takim jeszcze nigdy.
6805:  Odparcie, uderzenie Zephiru.
6808:  To chyba niedobrze.
6817:  To chyba bardzo niedobrze.
6818:  Przeszywający atak.
6822:  Zwód.
6823:  Eee, da się ich zabić.
6840:  Ale mocne obrażenia dają.
6842:  Są mocni, to prawda.
6850:  Wiecie co jest mocniejsze?
6851:  A my powiem, co jest mocniejsze.
6853:  Eee... Po pierwsze możemy przywołać żywiołaka, ale... Ala, przywołajmy żywiołaka.
6864:  Żywiołak wody, żywiołak ognia, easy.
6871:  Dobrze.
6874:  A ja mogę jeszcze niedomaganym amniksem coś zrobić.
