🔴 Mucha, to nawet nie jest ona — THE THAUMATURGE Livestream #2
🔗 https://www.youtube.com/watch?v=APtadCvjLRY

16:  Dziękuje za uwagę.
3895:  Nie mam pojęcia, szczerze powiedziawszy, nie sprawdzałem, czy Mats masz coś wspólnego z tym tytułem, bo tak zaczynam dedukować, ponieważ wiecie, ta gra wyzwoliła we mnie pokłady dedukcji, intelektu, zdolności do łączenia kropek ze sobą w linię, a jak wiadomo, linia jest śladem punktu biegnącego znikąd donikąd.
3914:  I po dwóch stronach tej linii można ustawić na przykład dwie grupy zwalczających się ludzi, którzy jak się...
3920:  Moja ojczyzna karma wróciła do niego.
3922:  Śmierdząca śmierć w powrócie do tego rodzaju człowieka, którego był.
3926:  Jestem pewien, że słyszeliście.
3928:  No, na pewno.
3928:  Nie ma nic, co nie powstrzymało mnie, jak słyszeć, że Szulski spotkał się z Anderem na drodze.
3949:  Wiecie, gdzie kucharek sześć, tam nie ma co jeść.
3951:  A Epic Games było to info?
3952:  Nie zauważyłem.
3984:  Proszę, powiedzcie mi, że będziemy się teraz bić.
3987:  Karolina Kutz pisze, że winyl jest w stanie uchwycić częstotliwości solfeżowe i płyta CD zawsze coś zmaści.
3991:  Ale ciekawe, nie wiedziałem tego.
3994:  Muzyka się podoba, tylko czasem nie pasuje do tego, co się dzieje.
3996:  Ej, ale funkcją muzyki w grze jest to, że ona ma pasować właśnie do tego, co się dzieje, no.
4001:  Come on!
4003:  Zwłaszcza, że ona się strasznie często powtarza i są bardzo krótkie utwory, przez co są zapętlone i to wywołuje takie wrażenie rutyny i powtarzalności.
4014:  A rutyna to nie jest dobra rzecz w grach.
4017:  Kurier codzienny.
4019:  Tragedia na Marszałkowskiej.
4021:  Zawalona kamienica przyczyną śmierci kilku osób.
4025:  W tym szanowanego warszawskiego przedsiębiorcy Stanisława Szulskiego.
4031:  Nikt nie wie, co było przyczyną katastrofy.
4035:  Zła konstrukcja budynku?
4037:  Czy może... Planowany atak.
4042:  W redakcji zastanawiamy się nad tym, ponieważ nie mamy niczego innego do roboty.
4047:  Wiadomo tylko, że nie można było tego przewidzieć.
4051:  Nie tego, że się zastanawiamy.
4053:  Tylko tego, że nie mamy nic do roboty.
4055:  Szok i niedowierzanie.
4057:  Kamienica zamieszkiwana była przez cztery rodziny.
4060:  Dziś wiadomo, że...
4065:  Dzięki Jurek za prompter.
4066:  Trzy z nich są w żałobie z powodu straty bliskich.
4069:  Bogusławscy stracili córkę, małżeństwo Grodeckich straciło życie, a my straciliśmy pieniądze z budżetu państwa.
4077:  Pod gruzami zginął również Franciszek Końskowolski, właściciel składu fabrycznego wózków dziecinnych i pościeli.
4084:  Sprawa jest badana przez stołeczną policję, a mieszkańcom zalecana jest ostrożność w spacerach ulica i miasta.
4092:  Dla czatów...
4094:  Redaktor!
4095:  Pios Pokraśko!
4103:  Spis rachunków, Alojzy Gajewski, Jan Mazur, Rudy, Jan Landau, wszyscy są czemuś winni albo komuś coś winni.
4111:  Prosta sprawa.
4113:  Gitarowi, rockowi, metalowi, wykonawcy, których słuchasz lub cenisz?
4116:  Ja nigdy nie umiem wykonawców, nie lubię PKS-ów, wiesz?
4119:  Ja raczej umiem zespoły w kompozytorów i tak dalej.
4125:  ale ludzi, którzy są w stanie wymieniać poszczególnych wokalistów i wykonawców, Boże, podziwiam.
4137:  Bloodborne miał trzech kompostorów muzyki, bo tam jest inny problem z Czerwony List, to znaczy ta muzyka jest zbyt długa, żeby to jedna osoba ogarnęła, tak?
4147:  W Wiedźminie, nie?
4150:  Czy lubię muzykę klasyczną?
4151:  Wolę określenie instrumentalną, ale generalnie tak, bo klasyczna mam wrażenie, że nas czasowo blokuje.
4158:  Na jakimś XIX wieku.
4159:  XX, powiedzmy.
4160:  I wiecie, co jest wspaniałe?
4176:  Nie mam zielonego, ale to zielonego i bladego pojęcia, co teraz zrobić, ponieważ zapomniałem, jaki jest system walki.
4186:  Dobra, bierzemy naszego Upera.
4188:  Rozwiń.
4191:  Rozwiń.
4197:  Czy mamy jeszcze, czy mamy jeszcze jakieś punkciki?
4199:  Jeden akurat.
4200:  A, koszt dwa.
4203:  Potem się okaże, że... Dobrze, cecha dla upyra.
4207:  Zaatakuj upyrem.
4208:  Tutaj zaatakuj bukaweczem.
4210:  Dobrze.
4213:  Stań do walki.
4217:  Teraz tak, czy ja się mogę między nimi przełączać?
4219:  Bo to mi ktoś powiedział ostatnio, że mogę... Tak, mogę się między nimi przełączać.
4222:  Dobrze.
4229:  Liberum cuveto.
4231:  Tak jest.
4232:  I rozproszenie.
4236:  Umiejki na leczenie, one chyba są już załadowane przy upyrze właśnie.
4246:  Połowy nie słyszałem przez kłócących się rodziców politykę.
4248:  Bardzo współczuję, JJ straszliwy, bardzo.
4251:  Jak unikać walących się budynków w mieście?
4253:  Wyprowadzić się na wieś?
4254:  W ten sposób zawali się na ciebie kurierze inkwizytorze?
4256:  Budynek na wsi.
4257:  Prosta sprawa.
4259:  Zadawniona rana.
4260:  Obniża skupienie.
4267:  A walmy mu jeszcze raz in liberum veto, albo... czekajcie, moment, moment, moment.
4272:  Albo dobra.
4274:  Zadawniona rana.
4283:  Ten tłum walka wygląda komicznie, faktycznie.
4287:  Teraz zauważyłem, że oni w zabawny sposób skaczą.
4290:  Katusze.
4291:  Cierpienie.
4296:  Krwawa pokłuta, zadaje obrażenia, przywraca punkty życia.
4304:  Zwróć uwagę na paski akcji u góry ekranu.
4306:  Ja ich nie rozumiem, wiesz?
4308:  Kompletnie ich nie rozumiem krakanie z jeziorza.
4312:  Ostatnio o tym dyskutowaliśmy, że dla mnie ten interfejs u góry jest w walce totalnie nieczytelny.
4319:  Co to w ogóle teraz jest?
4322:  Tutaj zapowiadają nam prawdopodobnie jakieś ataki, tak zakładam, ale o wiele czytelniejsze były po prostu portrety postaci, tak?
4330:  Nie wiem, we wszystkich grach turowych.
4337:  Dobra, dajemy tę zadawnioną ranę.
4344:  Dobrze.
4350:  Słyszałem powiedzenie, że jak ktoś ma szczęście, to mu w drewnianym kościele cegła na głowę spadnie.
4354:  To byłbym ja.
4357:  5-6, szybki atak.
4358:  Czy to go zabije już, czy nie?
4362:  Wstrząs mózgu go zabije, no to wiadoma sprawa.
4368:  Dobra, przywracałem mu zdróweńko.
4377:  Co jest?
4378:  Czemu on nie zaatakował?
4382:  Aha, zaatakował.
4386:  Okej.
4387:  Tego musimy zaatakować bukaweczem, żeby go uśpić.
4393:  Bukawecz.
4395:  Zaatakuj.
4398:  Bardzo wolna.
4399:  Krwawe gody.
4400:  Ta umiejętność usypia cechę wroga.
4401:  Dobrze.
4405:  Obniżę skupienie celu dodatkowo.
4408:  Okej.
4412:  Cześć księżyc, witamy serdecznie.
4414:  TV Gry zrobiło materiał o Reksiu, no proszę bardzo.
4418:  Czy nie macie też wrażenia, że Bukawecz nie zaatakował?
4422:  Już rozumiecie, dlaczego go nie używam.
4427:  No co mi z tego, że ja będę mu obniżał cechy, skoro tylko upyr nas... Jezus.
4433:  Skoro tylko upyr nas regeneruje.
4449:  Okej.
4455:  No dobra, teraz weźmiemy upyra.
4470:  Rzeczy tutaj się dzieją niestworzone i tajemnicze, moi drodzy.
4474:  Kompletnie nie rozumiem tego systemu walki.
4478:  Tu się dzieją naprawdę losowe rzeczy.
4480:  Dobrze, przynajmniej... O, i on nas regeneruje.
4483:  Tyle dobrze.
4490:  Dobra.
4491:  To teraz jeszcze dawalniemy mu wstrząs mózgu i będzie kaput.
4497:  Przywraca punkty życia.
4499:  Good.
4502:  Aha.
4506:  Upyr.
4506:  Zaniechane działanie.
4508:  Nie podoba mi się to, co tutaj widzę.
4510:  Upyr.
4513:  Bardzo proszę, upiorne ukojenie.
4522:  To animacja, co ciąga takie same... No niestety, Matthew.
4528:  Niestety.
4532:  Okej.
4533:  Leczonko.
4536:  No, no, no.
4537:  Dobrze, dobrze, dobrze, dobrze.
4538:  Bardzo dobrze.
4540:  Szkoda, że się nas nie wyleczyło.
4542:  Nie wiem, dlaczego nas nie wyleczyło.
4544:  Kompletnie nie wiem, dlaczego nas nie wyleczyło.
4548:  Może teraz nas wyleczy?
4549:  Teraz nas wyleczyło.
4550:  Dobrze.
4553:  Bukowcem warto atakować tylko jak przeciwnie ma mniejszą połowę życia.
4555:  Normalnie należy używać umiejętności powodującej cierpienie.
4562:  Jesus Christ.
4564:  Wiecie, teraz tak, to jest najlepsze.
4566:  Ja nigdy nie wiem, kto atakuje.
4568:  Dobra, teraz widzę, że atakuje on.
4572:  Jeżeli wydam rozkaz, tak, to atakuje upyr i teraz zaczynam zauważać, w której rundzie.
4579:  Czyli to będzie atak w drugiej rundzie, a to jest atak w bieżącej rundzie.
4582:  Ten obniżający skupienie.
4588:  Okej.
4595:  Jesus Christ.
4604:  Wstrząs mózgu.
4607:  Robimy to.
4610:  Dobrze, bardzo dobrze.
4614:  No i udało się.
4619:  Te pojedynki drętwe, emocje jak na grzybobranią swiodrogą.
4621:  Poszłam na grzybę, pisze Mariusz Kocielowski.
4625:  To jest prawda.
4627:  Ale walka z bossem była perfekcyjna.
4629:  To najlepszy sposób, żeby zacząć ten wieczór.
4634:  Na barie Niedżidza.
4634:  Jeśli chcemy zabawić się, to zróbmy to dobrze.
4637:  Część dla wszystkich.
4638:  Cześć, pisze Cherries.
4638:  Nie lubię Warszawy.
4639:  Nie jesteś sam.
4644:  Zwróćcie uwagę, moi mili, że nie mówimy, że nie lubimy warszawiaków, tylko Warszawy.
4648:  Chodzi o aurę tego miasta.
4650:  Tutaj.
4651:  Polska, czysta, matka wszystkich libacji.
4659:  O Jezu, zaczyna się.
4664:  Przydałaby się postać z takimi minionkami jak Furina, tylko Pyro?
4666:  O Jezu, tak, absolutnie.
4667:  W Gęszcinie to by... W ogóle w Gęszcinie nie ma dobrych postaci supportujących Pyro.
4672:  Pomijając oczywiście Xiangling, której nie używam, ponieważ... Ja mógłbym wyjść, zrobić sobie herbatę, następnie rozegrać tutaj trzy pojedynki, a Xiangling by się wciąż nie naładował ult.
4684:  Co mówisz, Wiktor?
4685:  Wygląda na to, że mam dużo pracy do roboty.
4694:  Oraz snobizmu jest tutaj w Krakowie.
4696:  To jest dlatego, że się odróżnia Paulo Kraków od Krakówka.
4703:  Staramy się wytrzebić Krakówek z Krakowa, ale jest to trudne.
4706:  Hey everybody!
4707:  From this day forth the London Bar will be known as The Demon's Dead!
4725:  Myślałem, że powie coś innego.
4734:  Paula pisze, że starają się wytrzebić Warszawkę z Warszawy.
4749:  Też to jest trudne.
4750:  No właśnie.
4753:  Trzeba przyjąć więcej ludności napływowej.
4756:  barszcz, bulion, zupa owocowa.
4758:  W tej właśnie kolejności.
4759:  To wygląda jak menu ślubne.
4761:  Zauważyliście, że jeżeli macie nieszczęście być zapraszanym na śluby, zwłaszcza ludzi, to... To było niepotrzebne do powiedzenia.
4775:  O nie.
4777:  To dokładnie tak wyglądają wszystkie menu.
4779:  Wszystkie.
4781:  I w tej kolejności, która się wam w ogóle nie zgadza.
4783:  I myślicie sobie, ale jak to deser i potem zupa, nie?
4787:  Zawsze tak jest.
4788:  To jest nieprawdopodobne absolutnie.
4790:  Gdzie bym dał upadłego anioła w rankingu?
4792:  Wysoko.
4795:  Lub głęboko, w zależności od tego, z której strony patrzymy.
4799:  Kawa czarna mokka, kumpot, bo zawsze był kumpot, krem z czekoladą.
4804:  Mówiłem?
4805:  Kompot i krem z czekoladą.
4806:  Jaki sens ma kompot, a potem krew z czekoladą?
4812:  O nie.
4815:  Poszłoby się na ślub jamników, prawda?
4817:  Jestem przekonany, że w Japonii coś takiego mają.
4834:  Nie rozumiem tego, co się dzieje w tej książce.
4838:  Proszę bardzo, moi drodzy.
4840:  Obłapiliśmy słup i dostajemy za to doświadczenie.
4842:  Krople krwi wgniknęły w drewno, konserwując wspomnienia odciętego ludzkiego ucha.
4847:  Ręka, która rzucała nożem, była kierowana przez jasny cel.
4850:  Ucho odcięte w szaleństwie.
4852:  Dynia 125.
4853:  Jamnik z uśmiechem na ustach przez umysł głuchy na refleksjach.
4857:  Nie znacie powieści Ucho Dynia 125?
4859:  To poznajcie, ponieważ w niej występuje żółty jamnik.
4865:  Proszę bardzo, brudna szmata.
4868:  Ale można powiedzieć, na przykład, nie wiem, no, nieuprzejma niewiasta.
4872:  Nie trzeba od razu używać wulgaryzmów.
4875:  Materiał zbroczony jest świeżą krwią.
4877:  Krwią ostateczną, wypływającą ze śmiertelnej rany, niedbale uprzątnięta, stanowi... Bo oczywiście nie jest.
4884:  Jest ostatnią pamiątką po niedawnej bójce, mającej tragiczne zakończenie.
4891:  To jest... Coś tutaj jeszcze jest, moi drodzy.
4895:  Krew z czekoladą w piach.
4900:  W Enderingu będziesz grać od nowa, czy od zakończenia gry?
4902:  Nie no, myślę, Oliwierze, że ma sens granie od... Oliwerze, przepraszam, od zakończenia gry, żebyśmy zrobili sobie kontynuację po prostu przygód nie do Maga i Amniksa.
4910:  Mam wrażenie, że to jest całkiem rzeczowe i sensowne.
4914:  Czy czytałem może Lo od Aleksandry Bracken?
4916:  Nie Mario.
4917:  Właśnie dostałem w ramach wymiany książkowej od mojej przyjaciółki.
4919:  Bardzo polecam.
4920:  Ale się w ogóle cieszę, że jest coś takiego jak wymiana książkowa.
4923:  Super sprawa.
4924:  W Japonii można wziąć ślub z samym sobą.
4926:  To jest kolejny powód, żeby wylecieć do Japonii.
4928:  Chociaż nie jest to tak do końca ślub w naszym rozumieniu.
4932:  Tim Toruń czy Tim Brzydgoszcz?
4934:  Z dwojga złego już wolę Toruń.
4935:  Jezus.
4937:  Ja się narażam dzisiaj.
4940:  Wiersz!
4942:  Do oczu!
4944:  Liście szemrzą, w rzece mokną, nigdzie już nie dotrą.
4947:  Z oczu twych patrzą cienie mych wspomnień.
4950:  Zamknij je!
4952:  I patrz tam, tam, tam, w dal, w dal, w dal, w dal.
4955:  Widzisz?
4956:  Widzisz?
4957:  Na horyzoncie jutrzenka zwiastowanie dnia.
4961:  Nie!
4963:  Dla ciebie noc przecież wiecznie trwa.
4968:  Widzę cię bez ustą, z włosami długiem i przeszłością.
4973:  Ciałem jesteś ciepłym w pamięci.
4976:  Rozkładasz się, choć figułkami bujnie kwitniesz.
4980:  Zrywam je i oddaję w twe objęcia.
4985:  Karmiony niczym nic nie afirmuję i czekam, czekam.
4991:  Epifania nie przychodzi.
4993:  Kroty, twych oczu puste, szukam ich spojrzenia, ale w dłoni tylko oko, nie me w patrzeniu.
5006:  Mam nadzieję, że byłem w stanie przeczytać to w tak wybitny sposób, jak byłbym w stanie holubek.
5016:  Zabawne zdjęcie.
5019:  Aha.
5020:  Czy to jest alternatywna rzeczywistość, w której Harry Potter nie ma wady wzroku, a Ron Weasley jest Ronem Weasley?
5029:  Czemu Krzysztof tak sapie?
5030:  Ja nie umiem błędnie czytać po polsku, tak jak polscy aktorzy, więc staram się przedłużać samogłoski w wygłosie, co robią notorycznie.
5038:  Jak jesteście zainteresowani tym, jak to można zrobić dobrze, to polecam wszystkie live'y z Cyberpunka, gdzie mieliśmy okazję słyszeć, jak Mirosław Baka wspaniale, doskonale i rewelacyjnie czyta w ten sposób kwestie bohatera, który się tam pojawił.
5058:  Nóż nosi w sobie pamięć poezji recytowanej w różnych sytuacjach.
5061:  Widzicie?
5063:  Jakiś aktor to recytował i skończyło się to dramatycznie.
5068:  Wybite okno.
5069:  Proszę bardzo.
5071:  Ja już umiem odtworzyć, co tutaj się stało.
5073:  Był wieczorek poetycki i niestety przyszedł aktor, który przedłużał samogłoski w wygłosie.
5081:  W którymś momencie
5083:  Ta niewinnie wyglądająca kelnerka stwierdziła, ja już nie strzymie.
5088:  Ja nie strzymie tego Ladaco.
5090:  I ona wzięła wtedy nóż od tego jego mościa, którego w tym momencie zasłaniam.
5096:  Proszę bardzo, widzicie?
5097:  On udaje, że nawet nie wie, że o nim mówimy.
5100:  I następnie nożem zaciukała tego poetę.
5105:  A potem wszyscy z tej karczmy tak się niesamowicie uradowali, że wyrzucili go przez okno.
5112:  Więc myślę, że rozstrzygnąłem już to, co się wydarzyło i możemy kończyć ten quest.
5118:  Odnajdź osobę ze skazą.
5121:  Aha, nie możemy jeszcze skończyć tego quest'a, bo nie znaleźliśmy osoby ze skazą.
5128:  To jest wieczór, a nie jakiś wieczorek poetycki.
5130:  To się nazywa wieczór poetycki, prawda?
5134:  Otóż nie ma tutaj osoby ze skazą.
5135:  Tutaj wszyscy są bez skazy, bez zmazy.
5141:  Ślad po kuli.
5142:  Kula szpiegula.
5144:  Jakie miasto ma najlepszą starówkę?
5146:  O, jakby się na ciebie obrazili wszyscy spoza Warszawy, Bartku.
5152:  Ja bardzo lubię, no krakowsko jestem tutaj strasznie bajast, natomiast potem Gdańsk chyba w największym stopniu.
5161:  Ale Gdańsk poszedzam o Malbork nieuczciwie.
5165:  Bardzo lubię wrocławski rynek też.
5168:  Tak.
5170:  No i cały Zamość praktycznie.
5172:  W pierwszej kolejności zawsze spodziewałem się, że za kulą został jakiś strach, zwątpienie, złość.
5176:  On mówi jak Magda Gessler.
5178:  Magda Gessler wymawiała przecinki, zauważcie.
5183:  W końcu ktoś strzela, ot tak, traktując to jak zabawę.
5185:  Właśnie ktoś, kto wystrzelił tę kulę z lekkim sercem, widząc w broni wyłącznie narzędzie uciechy.
5192:  Bar londyński.
5194:  Nie mógłby należeć do ktokolwiek innego niż do Magdy Gessler.
5197:  Idealnie odzwierciedla bowiem charakter Abaurycego.
5199:  Imprezy, jakie mają tu miejsce, często wymykają się spod kontroli.
5203:  I kończą się dla improwizowiców źle.
5204:  Mówiłem.
5205:  Mówiłem, że tutaj został zaciukany poeta.
5207:  To miejsce pachnie krwią, głupotą.
5209:  Mówiłem.
5210:  I lekko myślnością, a wszystko to podlane jest alkoholem.
5221:  Upyr!
5227:  Opisał właśnie Rosję.
5234:  Wiadomości trybutowe pominięte.
5236:  Przepraszam, zaraz nadrabiam, moi drodzy.
5241:  Kto jesteś?
5247:  Bravado?
5258:  Jestem jeszcze wykrzyknięty na jedną z postaci.
5259:  Tak, moi drodzy, ale teraz, ponieważ wcistałem klawisz Windows, a tego nie mogę zrobić w tej grze, nadrabiam trybuty.
5266:  Zerin pisze, mówienie polskiego po angielsku jest tak złe.
5269:  BTW, ślub pingwinów w Chesterzo był piękny.
5271:  Na moim ślubie świadkiem był sznauter, taki większy jamnik.
5274:  Żartuję, ale to wspaniałe to, co piszesz.
5277:  Gothic... Gothic... Nie, ja to muszę przeczytać dobrze.
5280:  Gothic Oman...
5282:  Omanomen.
5283:  Dobrze, przeczytałem.
5285:  Wspiera od 7 miesięcy, za to bardzo dziękuję.
5286:  Kolejny miesiąc dalej bez pracy nie mogę znaleźć.
5288:  Moi drodzy, czy możemy dla Gothic Omanomen poprosić o mnóstwo jamników i ja sam je wyślę.
5295:  Żeby wiadomo było, że kciuki są trzymane, jak widzicie, w przypadku Marty się nam udało, więc to działa.
5300:  Ja nie chcę nic mówić, ale to działa absolutnie.
5306:  Czy ja mogę wznowić?
5307:  Dziękuję.
5307:  Dziękuję.
5311:  Jak jeszcze raz to się stanie?
5313:  Dobrze, musimy teraz porozmawiać z wykrzyknikiem.
5317:  Jest!
5318:  Porozmawiaj z osobą ze skazu, którą interesuje się Salutor.
5321:  Dowiedz się więcej o Abba Maurycym.
5326:  A mogę jakoś z kimś innym porozmawiać?
5327:  Czy to mi będzie progresowało quest?
5329:  Zobaczymy!
5334:  A to jest Abba Maurycy.
5336:  Wtedy wyjaśnia.
5338:  Podziel się spostrzeżeniami, zapytaj o bar londyński wpierd... Work my ass off?
5350:  To jest fraza, której potrzebujemy w języku polskim.
5357:  O-obrabiałem swą dupę nie brzmi bowiem.
5360:  Adekwatnie.
5370:  Brzmi jak coś, co mógłby powiedzieć szalony proktolog, więc nie.
5374:  Potrzebujemy, moi drodzy, ogłaszam nieformalny konkurs na przekład frazy work my ass off, ale musi zawierać słowo dupa.
5381:  To jest ważne.
5383:  Nie ma innej opcji.
5386:  Złóż kondolencje.
5390:  Urobiony potyłek.
5393:  Zdzieram swoją dupę w pracy.
5395:  Proszę bardzo.
5397:  Za dupcam, tak!
5399:  Tak!
5402:  Mamy dwie propozycje, które moim zdaniem są idealne.
5408:  Jeszcze zarobiony w dupę, o!
5410:  Ale zarobiony w dupę, wiesz... Też może być dwuznaczne.
5415:  Czemu my rozmawiamy o tym?
5416:  Nie wiem dlaczego.
5423:  Zadupianie jest?
5424:  A to ja nawet nie zjedziałem.
5425:  Proszę bardzo, człowiek się zawsze czegoś nauczy.
5427:  Wreszcie mogę powiedzieć, że zadupiam w pracy.
5429:  Doskonale.
5437:  A co jeśli tym poetą jest Abaurycy i dlatego te dialogi z nim są tak niesamowicie nudne?
5444:  Zacznij temat Kozaków.
5458:  Zadupiać Śląskie jest?
5459:  No to tym gorzej, że nie znam, biorąc pod uwagę, że połówka mojej rodziny i to po mieczu z tamtych stron.
5467:  Podziel się spostrzeżeniami.
5471:  Co by nie mówić, ładną mamy broszę, moi drodzy.
5475:  Wtedy jednak ubiór jakoś wyglądał.
5479:  Powiedzcie mi, że nie wolelibyście w ten sposób się nosić.
5481:  No przecież to jest rewelacja.
5482:  To są piękne czasy.
5483:  Wszyscy nośli kapelusze na przykład.
5485:  Kapelusz to jest rewelacyjna rzecz.
5487:  Kapelusz jest podręcznym generatorem cienia.
5491:  Ja nie wyobrażam sobie na przykład nienoszenia panamy w upał.
5495:  Panamy są super.
5497:  A wtedy było społeczne przyzwolenie na ubieranie się tak, jak w świecie steampunkowym, więc rewelacja absolutna.
5504:  Zapytaj o zakrwawioną szmatę.
5505:  Wreszcie się dowiemy coś o kelnerce.
5513:  Wiecie, tej morderczyni, która zabiła poetę w naszej historii.
5518:  Cylindry Fall The Wind.
5519:  Ha!
5520:  Szapoklaki, składany cylinder, jest najzabawniejsza rzecz ever.
5525:  Ubiór dzisiaj jest nudny?
5526:  No, bardzo.
5527:  Jest prosty i funkcjonalny na pewno, więc pasuje do naszych czasów zapierdolu.
5533:  I to jest smutne, bo bardzo dobrze widać właśnie i w historii ubioru, i w historii języka, jak ludzie dawniej dawali sobie czas.
5541:  Jest taka piękna scena w Szogunie właśnie, kiedy jeden z bohaterów mówi do drugiego, który jest nawiasem mówiąc jego wrogiem, chodź obejrzeć ze mną,
5550:  Wschód słońca.
5552:  Wyobraźcie sobie, że, nie wiem, na jakimś szczycie jakiegoś gigantycznego biurowca CEO mówi tak do CFO i dwóch menadżerów.
5561:  Przecież oni już by wtedy wiedzieli, że stracili szansę zrobienia co najmniej dwóch milestone'ów.
5566:  To jest strasznie smutne.
5569:  Skąd się wziął ślą... Nie, nie, wpierw wybite okno mnie interesuje, historia naszego poety.
5575:  Jak długo to trwało?
5575:  Dwa dni, myślę.
5577:  Ten jeden rosyjski Bigwig mnie bardzo zaskoczył, więc zrozumiałem, że... Co jeszcze będzie?
5580:  Powiedz mi.
5580:  Jestem na twojej serwisie.
5581:  Zmarł ktoś z tej płyty, która została zamknięta w postu?
5598:  Szybki błąd wychodzi na każdą stronę.
5601:  To jest atmosfera.
5602:  Ktoś się zabił?
5603:  Pewnie.
5604:  Ale to nie jest bardzo niezwykłe.
5607:  Patrzcie, jak mi pomagają.
5608:  Przejdźcie dalej.
5613:  Wstawanie z telefonem w ręku też nie pomaga mindfulness.
5615:  Ja nie mam wrażenia z X, że ktokolwiek wstaje z telefonem w ręku, ale to jest swoją drogą inna rzecz, że powinno się projektować swoją przestrzeń w taki sposób, żeby to było niemożliwe.
5626:  Prawda jest taka, że większość ludzi wstaje z telefonem w ręku dlatego, że nie używa budzików, które są inne niż telefon, to po pierwsze, więc siłą rzeczy wtedy chwytasz po telefon, jeżeli masz z tym problem, prosta sprawa, kup sobie budzik.
5636:  Uwielbiasz się wyjeżdżać tutaj, co?
5637:  Często jesteś tym, kto otrzymuje kawałek szalików?
5639:  Wiesz, kiedyś miałem kawałek szalików.
5641:  Ten mały kawałek szalików spadał pod barą.
5658:  Znowu rasizm w grze.
5659:  Budzik świetny, tego nie znam, Lon.
5661:  Czym on?
5678:  Super wiadomość, od jutra wchodzi prawo konfiskata pojazdu za jazdę po pijanemu.
5681:  Krzysztof, nie musisz się martwić, ty nie jeździsz.
5683:  To prawda.
5684:  Natomiast powiem wam, kto jeszcze się nie musi martwić.
5686:  Politycy, ponieważ ich to nie będzie dotyczyło, a to oni głównie powodują tego rodzaju problemy na drogach.
5691:  Przynajmniej z tego, co pamiętam, jakieś ostatnie paręnaście historii na ten temat.
5696:  Jak często tutaj ktoś umiera?
5698:  Nie, wróćmy wpierw do szczeniaczka.
5699:  Szczeniaczek ważny.
5700:  Czy to... Butylerek?
5706:  Tak.
5707:  Okej, jakim cudem Romeo zmienił się w Boodlerka?
5722:  Telefon można też przechować w pomieszczeniu z wężami i pająkami.
5725:  To byłoby, gdyby Indiana Jones miał dzieci.
5728:  Coś, coś... patrzy dookoła... Co ty nazywasz lotem?
5733:  Trzy miesiące na zwycięstwo.
5736:  Po polsku z fujem na łby się pozamieniał jest lepsze.
5739:  Poza tym powinno być with a dick for his head, żaden Anglik by nie powiedział
5759:  Z piłką w miejscu, w którym jego głowa powinna zostać położona.
5768:  Wydaje mi się.
5769:  Co ty cholera powiedziałeś?
5771:  Jesteś bez twojej cholerniej myśli!
5774:  Znaczy, jego imię jest Lelek.
5777:  No tak, piłka, kwiaty, trzask.
5780:  Uwielbia smak śmierci i cieszy się ryzykiem i błędnością, które też zbiera.
5785:  Więc chodźmy zabrać Lelek!
5789:  Yeah, come on.
5790:  Let's go, Lelek, on Powązkowski Cemetery, near Ulica Grabarska.
5798:  Whoever's with us is with us, and whoever's against us, fuck them.
5803:  Come on.
5804:  I'll show you places even the philosophers never dreamed of.
5807:  Skaveni wracał do Age of Sigmar?
5808:  Żartujesz Blitz?
5810:  Czy to znaczy, że będę lubił Age of Sigmar?
5814:  Jaceku, dzięki za wsparcie od trzech miesięcy.
5816:  Czerw je.
5817:  I sra, a ludzie mówią na to przyprawa.
5818:  To się nazywa obieg materii w ekosystemie planety Arrakis.
5824:  Czy nie brzmi to od razu lepiej?
5828:  Aha.
5829:  Więc musimy wyjść stąd, moi drodzy.
5831:  Tyle było tego naszego baru londyńskiego.
5835:  Wiktor, relasz.
5845:  No nareszcie.
5847:  True face of Abaurycy!
5854:  Czy oglądając Szogunów masz zadawkę na chodzenie po Krakowie w kimonie z tamtej ery?
5858:  Tak.
5859:  W ogóle, wszelkiego rodzaju szaty powinny wrócić.
5862:  Byłyby bardzo przewiewne.
5865:  Ręka, która użyła butelki jako broni, kierowana była premedytacją i pragnieniem dobrej zabawy.
5869:  Nie ma w tym agresji, ni chęci wyrządzania krzywdy, tylko czysta głupota.
5873:  To brzmi jak coś, co mógłby powiedzieć Janek Śpiewak.
5876:  Miałby rację.
5878:  Uwielbiam to, że za każdym razem, jak się pojawiają jakieś informacje dotyczące, nie wiem, różnych pijackich zachowań, to Janek przypomina, że fajnie byłoby uregulować ten problem w Polsce.
5888:  Pamiętam, jak wszyscy oburzali się strasznie na to, że zgwałcenie wolności ludzi, jak Norwegia i kraje skandynawskie generalnie wprowadzały te obostrzenia, że po prostu nie można kupić alko przez, jak chcesz, większą część dnia.
5901:  Żyją, mają się dobrze, nie zginęli, nie do wiary.
5907:  Antoni Leśniewski ma zaszczyt zaprosić wielbicieli sztuki malarskiej, czyli wiecie, żadne tam concept arty, żadne digital arty, tylko prawdziwa sztuka, taka w ramach.
5917:  No może być białe płótno, które się będzie nazywało Nietrwałość Pamięci, będzie o Krzysztofie, ale nie będzie tam Krzysztofa, ponieważ to jest sztuka i to jest białe płótno i to należy do interpretacji widza.
5927:  Znaczy nie, przepraszam, nie widza, tylko konesera.
