🔴 Łowczyni łowi ładnym łukiem łżące łosie | HORIZON: ZERO DAWN Livestream #3
🔗 https://www.youtube.com/watch?v=k3QOwNxingg

46:  Dziękuje.
9188:  O bogowie.
9195:  To był niebezpieczny przeciwnik.
9198:  A myśmy chyba sobie go prali... Pradziliśmy sobie z nim, dobrze.
9204:  Spieprzaj, spieprzaj, spieprzaj, spieprzaj.
9207:  CO JEST?!
9207:  O my cholerny Mikkelson!
9212:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie.
9215:  F, F, F, F, F, F. Jezus Maria, nie mogę tego, że... W jednej grze jest animacja picia mikstury!
9228:  W drugiej grze kliknę dwa razy przez przypadek przycisk i zużywam wszystkie mikstury!
9234:  Chryste jezu!
9236:  Czy naprawdę devowie nie mogliby wypośrodkować pomiędzy tymi dwoma skrajnościami?
9243:  Pomiędzy!
9261:  Co?
9261:  Co jest?
9263:  Stop, stop, ku... A teraz by się przydało jakieś... Okej, tak możesz być, stój.
9271:  Bardzo dobrze, stój, stój.
9273:  Jesteś blisko, więc moja celność się zmniejsza.
9278:  Dobrze.
9281:  Można było stealthować?
9283:  Podobno, ale ja jeszcze nie umiem tego robić z ludźmi.
9286:  Za każdym razem, jak to próbuję robić...
9290:  To jest problem, ale chyba teraz się uda.
9294:  Oni zobaczyli mnie zupełnie z jakiejś nonsensownie dużej odległości.
9307:  Brakuje Wiedźmińskiego Ognia.
9308:  Tell me more!
9311:  Nie!
9312:  Co jest?!
9316:  Któryś raz mierzę headshot i strzał leci nad głową.
9327:  Widzicie, to ja też wolę maszyny już.
9328:  Tak.
9329:  Okej.
9338:  Żebym ja przynajmniej miał zwrotkę za te strzały, które tak nadużywam.
9348:  O, brak amunicji.
9349:  A propos... Dobrze.
9356:  Muzyka trochę przypomina mnie Assassinową z późniejszych Assassinów, zwłaszcza z trójki.
9361:  Assassin's Creed 3 nie był aż tak złą grą.
9365:  Często się mówi o nim jako jednej z najgorszej części.
9370:  Nie był aż tak zły.
9377:  No i oczywiście, no i oczywiście.
9379:  Jest blisko, jest blisko i co?
9381:  Nie jestem w stanie trafić.
9384:  Na czym to polega?
9392:  Tak, ja panikuję, jak mam kogoś blisko i przez to nie jestem w stanie trafić.
9397:  Czy to nie dlatego, że po nim był Black Flag, który był wybitny?
9401:  Trochę tak, chociaż jak pamiętam recenzję, mówiło się, że Black Flag to nie jest Assassin's Creed, ale jest to świetna gra.
9408:  I złośliwsi dodawali, że to jest świetna gra, dlatego że to nie jest Assassin's Creed.
9412:  O Boże.
9419:  Dobrze, jest tutaj jakieś... O, proszę, skrzynka darmowych próbek, lecimy.
9424:  Weźcie mi z tymi glitchami.
9428:  Pakiet szybkiej podróży zawsze będę brał.
9432:  Na wszelki wypadek.
9433:  Wywaruj pułapki.
9434:  No, fajnie byłoby teraz wziąć wywiar regenerujący, ponieważ tak się składa, że ciupineczkę...
9442:  Jak to brak miejsca w ekwipunku.
9445:  Sprzedaj.
9446:  Co możemy sprzedać?
9449:  Handel z kupcami, sprzedaż zaokrągłym metalu, lecimy.
9462:  Dobra, suczewka czujki.
9474:  Dlaczego jest tak, że mam wrażenie, że... Okej, sprzedaję cały czas topsy.
9480:  Okej.
9487:  Krzysztof zaśmiał się, aby sam nie był tym złośliwcem.
9489:  Nie, wiecie, szczerze?
9490:  Assassin's Creed Black Flag akurat mi się bardzo podobał, ale fakt, też to mówiłem.
9495:  Bo prawda jest taka, że tych elementów stealthowych ściśle, no naprawdę tam nie było.
9502:  Umówmy się.
9504:  Co jest MVP, czy nie wiem, system sellerem, whatever, Black Flag?
9512:  Statki, strzelanie ze statków, kanonada z dział, pływanie po morzu, ulepszanie statku, to jest powód, dla którego gram w tę grę.
9521:  Nie to, że mogę asasynować kogokolwiek, ba, w momencie, w którym walczyło się między statkami, można było się na linie kolebać do innego statku, no cóż z tego, skoro tam i tak się wyciągał wtedy rapier, prawda?
9534:  Liczba miksu jest z góry ograniczona.
9535:  Aaa... Więc tak, to była świetna gra i zauważcie, że mało komu się udało ją przebić.
9542:  Teraz była zapowiadana przez Ubisoft już od dłuższego czasu Skull & Bones, prawda?
9547:  I wciąż nie wyszło.
9550:  Szanty!
9550:  O Boże, tak!
9552:  Ale to ulepszanie statku... Najwspanialsza rzecz.
9555:  Jak ktoś mi da możliwość ulepszania, jestem tak szczęśliwym człowiekiem.
9559:  Gdzie jest żyraf?
9560:  Tu jest żyraf.
9561:  Musimy iść do żyrafa, moi drodzy, ale wpierw... Wpierw tutaj.
9564:  Czyli tak, idziemy do kupca.
9566:  Tu jest nowa misja, nawiasem mówiąc.
9569:  Więc weźmiemy ją przy okazji.
9573:  Mam nadzieję, że tutaj niczego nie pomijam.
9577:  O Jezus, pomijam.
9579:  I to jak bardzo.
9582:  Ekran.
9583:  Racja.
9586:  Jak zawsze, Skull & Bones ma wyjść w tym roku ostatecznie, ale już było tyle razy zapowiadane,
9594:  Modern, assassiny, te RPG warto.
9596:  Wiesz co, Kingo, ja bardzo lubię Odyssey, ale to dlatego, że mitologia, nie?
9600:  Więc jeżeli ktoś lubi grecką mitografię, czyli opisy mitów, jeżeli ktoś lubi ten typ historii, to bardzo polecam.
9608:  Ale na przykład odbiłem się, mimo że kocham starożytny Egipt, bardzo się odbiłem, od... Otóż odbiłem się mocno od Origins.
9623:  Niestety.
9627:  Ekran tyran.
9628:  Tak, to jest zabawne.
9629:  Mam trzy ekrany i tak nie zauważyłem, że nie zmieniłem Wam sceny.
9633:  To jest żenada.
9634:  Czyli ewidentnie nie jest to kwestia technologii, moi drodzy.
9637:  Nie jest to kwestia stanowiska Steamers.io, które ulepszyłem i ulepszam cały czas dzięki hojności Trybutariuszy.
9642:  Nie.
9643:  To jest po prostu mój mózg, którego nie ma.
9645:  Nie oszukujmy się.
9647:  Nauka mówi, że trzeba w sytuacji laboratoryjnej przetestować.
9652:  Przekonać się.
9653:  Ja już to zrobiłem.
9655:  Wszystkie możliwe czynniki zewnętrzne zostały wyeliminowane.
9658:  Jest dużo ekranów, są trzy streamdecki, kamera, mikro... wszystko jest.
9663:  Nawet na kamerze mam jeszcze podgląd dodatkowy.
9666:  Wszystko jest.
9667:  Tylko mózgu nie wymieniłem jeszcze.
9669:  To jest ta ostatnia rzecz.
9671:  Więc, kochani, czekam cały czas na cyberpunka, ale w naszej rzeczywistości, żebym wreszcie mógł sobie zrobić implant.
9677:  Jeszcze jeden ekran i będzie lepiej.
9679:  Ale to jest tak, to jest usprawiedliwienie wszystkich gadżeciarzy, że ja bezwzględnie potrzebuję... Wiecie, jak bardzo bezwzględnie potrzebowałem tego mikrofonu?
9689:  Bardzo.
9690:  Czemu Origins nie siadło?
9692:  Mnie osobiście z tej nowej trylogii Origins najbardziej przypadł do gustu.
9694:  Ja ci powiem dlaczego, Katokamasz.
9696:  Mianowicie grałem w Origins po Odyssey i to był straszny błąd.
9699:  Powinienem był zrobić w odwrotnej kolejności to.
9702:  Jak się gra w Origins po Odyssey, mam wrażenie, jest tak, że się odczuwa duży regres technologiczny.
9710:  Którą ideologię lubię najbardziej, grecką, nordycką czy egipską?
9713:  Z tych wszystkich... grecka w drugiej kolejności egipska.
9717:  Zawsze lubiłem grecką.
9720:  Natomiast lubię też mitografie, które są mniej znane, jak sumeryjska chociażby.
9727:  Od Valhallis jeszcze nie odbiłem, bo nie próbowałem wciąż, a to dlatego, że mam ograniczone zaufanie do Ubisoftu i nie kupiłem finalnie tej gry.
9739:  FIFA 23 będzie ostatnia, bo nie dogadaliście o licencji?
9742:  Nie wierzę.
9743:  Nie wierzę, że gra o kopaniu w piłkę się skończy.
9747:  Ta seria jest nieśmierna.
9748:  Czemu nie lubię mitologii nordyckiej?
9753:  Trudno powiedzieć, wiesz, to nawet nie mam wyjaśnienia chyba żadnego.
9756:  Za dużo barbarzyńców, mam wrażenie, i za mało, za mało magii, trolle i tak dalej, a artefakty magiczne spoko, nie?
9763:  Ale... mmm... Zeus rzucający piorunami zawsze będzie lepszy.
9768:  Jasne, jest dużo takiego fajnego mroku w mitografii nordyckiej, dlatego lubię jej przetworzenia, tak?
9773:  Gaiman robi to w Amerykańskich Bogach, super sprawa, ale Edda Poetycka mi nigdy nie siadła.
9783:  Katokamasz pisze, że grała w wieśka po Valhalla i nie dało się.
9786:  Poruszanie się w trzecim wieśku to dla mnie tragedia do dziś.
9789:  Czuję się, czuję się błędy Wiedźmina III.
9792:  To może być wspaniała gra narracyjnie.
9794:  Sam krytykowałem ku wielkiemu oburzeniu czatów niektóre mechaniki.
9800:  Boże, wyobrażacie sobie po Red Dead Redemption 2 zagrać w Wiedźmina i jeździć konno na płotce?
9804:  O Jezus Maria, nie.
9807:  To jest powód, dla którego bardzo się cieszę, że nie mam w planach prędko ogrywania Wiedźmina, bo po Red Dead Redemption 2 bym klał, na czym świat stoi.
9817:  Atomic Hatch odniesie sukces?
9818:  Trudno powiedzieć na tym etapie.
9820:  Kiedy Genshin?
9821:  Bardzo możliwe, że będzie w streamie wośpowym w ramach naszej agendy, bo twierdza już jest na 1000%, to znaczy twierdza wygrywa w szrankach bez żadnego problemu, ale zawsze mam zwyczaj, że biorę 2-3 tytuły, na które było najwięcej głosów, więc pewnie tak, no i niezależnie na 75 tysięcy subów, ale to wtedy, wiecie, tak konkretnie robimy serię.
9843:  Istnieje szansa, że na 75 tysięcy subów będzie już Fontaine.
9846:  Nie spodziewam się, żeby to jakoś szybko było.
9849:  Proszę, nie przyspieszajcie tego procesu.
9852:  Najlepiej nie mówcie nikomu o tym, że znaleźliście taki fajny kanał, dobrze?
9856:  Niech to będzie nasza tajemnica, że tu się gromadzimy co tydzień, dobra?
9861:  No.
9862:  I niech to będzie jak najpóźniej.
9863:  W każdym razie istnieje szansa, że wtedy już wyjdzie Fontaine i wtedy sobie będziemy to zwiedzać razem.
9868:  Natomiast na woźpowym wychodzi nowy region w Sumeru i sobie ten będziemy eksplorować.
9875:  Bo zgodnie z moim postanowieniem nie zamierzam promować hazardu w Genshinie.
9880:  Więc żadnych wishowań, moi mili.
9884:  Aha, ognisko.
9885:  Ja wiem, że to jest ognisko!
9889:  Skrzynia z zapasami.
9890:  I człowiek.
9898:  Gdzie obiecana na 50 tysięcy subów tierlista najlepszych tierlist?
9902:  To jest dobre pytanie.
9904:  Chyba nie miałem Veny.
9906:  To jest tak, to jest chyba najlepsze wykluczenie.
9908:  Nie miałem Veny.
9914:  Trzeba było biegunem jechać?
9916:  A, może, ale właśnie to jest problem, no znam Red Dead Redemption, no nie jestem w stanie zdzierżyć tej jazdy kochanej w wielu grach.
9926:  Kiedy Rexxio?
9926:  Rexxio na 100 tysięcy jest, to jest na szczęście bardzo odległa perspektywa.
9931:  Sea of Thieves?
9932:  Słyszałem dużo dobrego o tej grze, ale jest grafika trochę nie w moim stylu, bo jeśli pamiętam dobrze, ona jest taka... To jest animacja bardziej, nie?
9940:  Tu chyba mamy quest dodatkowy, tak mi się wydaje.
9944:  Są dwa wykrzykniki, bierzemy obydwa.
9945:  Słyszałam, że mówisz o Trouble i Banukach.
9952:  Czy to jest głośno?
9953:  Głowy musiałyby się odpocząć od tych długich paliw.
9958:  Ale słyszeliście dokładnie.
9960:  Jestem z powrotem z Kut.
9961:  Szukam lepszego skarbu i lepszych szardów.
9963:  Wydaje mi się, że nie znaleźliście ich tam na górze.
9966:  Nie, z Banukiem, który krzyczy o nowych maszynach, mówi o duchach, a ich koszty są zamknięte.
9972:  Co to za ruta w zakupie bez zakupu?
9973:  To tylko... ruta.
9974:  Jest ruta w zakupie.
9976:  Myślałam, że Banuq zostawi do siebie.
9977:  Oseram i Banuq są przyjaciółmi.
9979:  Co to za parę gór wśród przyjaciół?
9981:  Mam parę przyjaciół, które wciąż próbują znaleźć życie na górze, ale...
10002:  Mówią, że nic się nie łączy.
10003:  Wszystkie te niebezpieczne kłopoty i maszyny nie pomagają.
10006:  O Boże, F-11.
10006:  Potrzebujemy jakiegoś powiększenia tego.
10010:  Tak się nazywa ten gość.
10011:  Daniel Veya.
10033:  I on napisał, gdzie tu jest sos.
10040:  Widzicie?
10040:  Widzicie już, że ja to mam nie tylko w grach, tak?
10047:  Jezus Maria.
10048:  No mastery without mystery.
10051:  Świetna gra słów.
10052:  Dark Souls and the Ludic Sublime.
10055:  To jest tekst, od którego zawsze polecam studentom zaczynanie, jak chcą coś zrobić o Souls-like'ach albo o Dark Souls.
10063:  To jest analiza filozoficzna, żeby nie było narracyjna.
10066:  Lore jest tutaj ruszony, ale przede wszystkim chodzi tutaj o raczej integrację lore z rozgrywką.
10072:  Dobrze to jest zrobione.
10077:  Natomiast same babania nad lore to jest rzadkość raczej.
10080:  Ja się tym zajmowałem od strony fikcyjnych encyklopedii i pól odniesienia, ale niewiele osób podejmowało ten wątek.
10088:  Czy mam tak mało słów?
10089:  Ja nie zwracam na to uwagi, Kishi, wbrew pozorom.
10091:  Znaczy, ile będzie, ile będzie.
10093:  To jest kwestia tylko docierania... Ja bardziej się cieszę z tego, jak film, który jest przynajmniej dla mnie ważny, albo który porusza ważny wątek, jest oglądany przez sporo ludzi, bo zauważcie, że jest dużo kanałów, które mają, nie wiem, 10 milionów subskrypcji, a ich filmy są oglądane przez na przykład tyle samo osób, co moje.
10114:  I to się zdarza i jest bardzo częste, wbrew pozorom.
10118:  I to byłoby dla mnie trochę niepokojące, bo to by znaczyło, że moja grupa odbiorcza nie akceptuje czy nie lubi jakoś tego, co ja dostarczam, więc trzeba byłoby coś zmienić.
10127:  To jest raczej statystyka, którą należy rozważać.
10130:  Nie liczba osób.
10131:  Wszystko jedno.
10136:  Jeśli chodzi o mitografię, najbardziej lubię mitografię jakucką.
10138:  O kurcze!
10139:  To ja w ogóle nie znam Jakubie.
10140:  Bo mnie zainteresowanie nią zaczęła książka fantastyczna z opowieści o sezonach w sieci mitów.
10144:  No proszę.
10145:  Czy wygodnie jest mi na angielskim?
10146:  Chodzi o dubbing angielski?
10148:  Tak, zawsze.
10149:  Wiecie, to jest kwestia tego, że ja ćwiczę w ten sposób angielski.
10152:  A kiedy mamy to robić?
10155:  Nie jeżdżę już tak, jak kiedyś jeździłem po świecie.
10158:  W tym roku się to może udać, ponieważ jest przerwa w roku akademickim, niestety, w Krakowie.
10164:  I chyba wtedy też wypada Pyrkon, tak mi się wydaje.
10167:  Tutaj kupiec ma pakiet szybkiej podróży.
10169:  Dobra, będziemy to ogarniać.
10170:  Maszyny i duchy.
10171:  Jakie były te nowe maszyny i duchy?
10174:  Szczerze mówiąc, nawet nie wiem.
10176:  Chodząc przez liczbę świąt Banuqa, powiedziałbym, że to rodzaj, od którego się odpoczywasz.
10180:  Nie jest to naprawdę mój styl.
10181:  No, jeśli dotrzesz do mojej starych wieków, to lepiej byś odpoczął po świątach w Sundome.
10185:  Jest tam też cieplej.
10189:  Co to za miejsce?
10190:  Kut.
10190:  Kiedy Carja wziął sordy i zniszczył się na brzegu ziemi Banuqa, zostawili kut za sobą.
10219:  Więc to warzywa z wojny.
10222:  Jak świątynia na zewnątrz świętej ziemi.
10226:  Mhm.
10226:  Świątynia na zewnątrz i na południu będzie cię tam otrzymała.
10230:  Jest otwarta na wychodzących, ciężkich, takich jak ty.
10232:  Tylko nie oczekuj zbyt wielkiego witania.
10234:  Szczególnie nie teraz.
10236:  No to jak Tomek spisze, mitologia słowiańska przepadła, kościoły ją zniszczyły, szczególnie jeden, a Słowianie nie mieli zapisów pisanych z własnej ręki.
10244:  Tak.
10245:  I rekonstrukcja, którą mamy, to jest doba romantyzmu.
10249:  W dużej mierze ta książka Janion, niesamowita słowiańszczyzna, to jest historia właśnie tego całego procesu.
10258:  No i na przykład takie rzeczy, jak macie wydawane wydawnictwa Bosch bodajże, Mitologia Słowiańska i tak dalej, autorów Bestiariusza Słowiańskiego i tak dalej, no to to są rzeczy, które są w zasadzie taką fantazją, no.
10273:  Czy maszyny i duchowe duchy?
10274:  Nie myślałem o tym, tylko patrzę na Ciebie.
10275:  Nie mów, że nie byłeś oczekiwany.
10276:  Jest kawałek przejścia przez Górne Wschodnie Górki.
10278:  Przejdź przez to, co nazywamy Grave Hoard.
10280:  Nie zapomnisz się tego.
10281:  Znajdziesz to, co przychodzi do miasta po drugiej stronie.
10299:  Może ktoś tam może ci to wyjaśnić.
10301:  Może.
10302:  Może nie.
10304:  Dzięki za informacje.
10306:  No, Faurin, właśnie dlatego rozróżniamy mitologię od mitografii, bo archeologia pozwala nam dowiedzieć się o wierzeniach, czyli teoria mitu, mitologia, ale mitografii jako takiej nie ma.
10316:  Nie ma historii spisanych.
10318:  Właśnie dlatego to rozróżnienie jest ważne, bo jeżeli chodzi o historie greckie, to mamy głównie mitografię plus mitologię oczywiście, no bo wiemy też, jak te wierzenia faktyczne miały miejsce.
10329:  Jak się przedstawiały?
10333:  Celtycka.
10336:  Znam głównie Zimki Tolkienowi, celtycką mitologię.
10341:  Głównym ośrodkiem mówił, że ostatnio byłeś na Meridianie.
10344:  Co mogę oczekiwać na drodze?
10346:  Nic dobrego.
10347:  Większość maszyn cały czas.
10349:  Nasze skuteczni również opowiadają o korupcji w ten sposób.
10353:  Tak dużo, żeby wycofać rzeczy.
10358:  Ależ właśnie to robimy, balanie.
10361:  Chociaż może mógłbym cię nazwać balonem, biorąc pod uwagę to, że mówisz oczywiste rzeczy.
10368:  Okej, Królestwo Słońca, o tym się chętnie dowiemy.
10374:  Ojej, dużo lore, moi drodzy.
10377:  Nie ulegasz nostalgii, bo nie pamiętasz niczego.
10379:  To proste.
10379:  Nie no, na przykład do twierdzy miło wracam wspomnieniami, ale to nie jest tak, że uważam, że ona jest lepsza od współczesnych strategii dla tego, żeby była kiedyś.
10388:  Czy badaczek jest jakimś, miałeś styczność, pyta Szymon Rogowski, lubią tak po prostu grać w gry?
10393:  Chodzisz na pole bitowe.
10395:  Niestety nie i oto mam beef z wieloma badaczami gier, to znaczy...
10400:  Long story short, ludzie, którzy są groznawcami, nie do końca lubią tendencję w społeczności graczy do tego, że jeżeli ktoś dużo gra, to uważa się za znawcę i eksperta.
10410:  A jak dobrze wiecie, 90% społeczności graczy tak ma.
10413:  I popełniają najgorszy błąd z możliwych, to znaczy zamiast konfrontować się i pokazywać, że są alternatywy, a robię nieustannie, inaczej bym nie mówił, że to jest źle zaprojektowane, a coś mogłoby być lepiej,
10424:  no to odcinają się kompletnie.
10426:  I moim zdaniem to jest wylewanie dziecka z kąpielą i jest to niesłuszne.
10429:  No i też sporo osób mówi, że na przykład woli wyłącznie grać w gry indie, bo tam są ciekawe problemy badawcze.
10435:  Tak, są tam ciekawe problemy badawcze, ale jeżeli nie znamy gier AAA, to efektywnie nie wiemy, w co gra 80% ludzi.
10442:  No i jest to pewien problem.
10443:  Plus jeszcze, dla mnie jest to o tyle ważne, że w grach wysokobudżetowych, kierowanych do powszechnego odbiorcy i tak dalej, i tak dalej,
10452:  No wyższy nacisk się kładzie na to chociażby, żeby były one dostępne, przystępne, żeby stosować w nich takie rozwiązania interfejsowe, jakie się stosuje do aplikacji, więc minimalne interfejsy raczej i upraszczanie pewnych mechanik, a nie utrudnianie ich na siłę i koncentrowanie się na tym, co faktycznie komunikuje poziom trudności, a nie sztucznego podwyższania i tak.
10475:  To są dla mnie ważne rzeczy.
10477:  I moim zdaniem, jeżeli nie gra się na bieżąco, no to...
10482:  groznawstwo, nie siedzi mi to.
10486:  Nawet gry, w które nie gram, nie zagram w nie nigdy, ponieważ nie wiem, mam problem z jumpscare'ami, tak, nie jestem w stanie grać w horrory, no to znam je, tak, znaczy oglądałem tyle gameplayów, ile mogłem, czytałem na ich temat, tak, chociażby nie grałem wciąż, niestety jeszcze, w całą serię Arkham, ale z pewnością do niej w całości wrócę, bo jest tam, po pierwsze, zbyt dużo ciekawych rozwiązań, a po drugie, no chciałbym to przetestować, nie?
10510:  W takiej samej zasadzie grałem w Detroit Become Human.
10512:  Znałem wszystkie filmy i zapisy rozgrywek, jakie mogłem, ale nie grałem nigdy.
10518:  I z tej perspektywy teraz mogę powiedzieć, że no przez to, że nie grałem, to na przykład nie miałem takiej potrzeby, żeby coś o tym napisać.
10526:  Tak.
10527:  Dużo rozgadałem się.
10531:  A propos płotki, pisze Faurin.
10533:  Walczyłem z golem 10 poziomów wyżej ode mnie na koniu.
10535:  Pierwsze zdenerwowanie w tym roku zaliczone.
10537:  Ojej.
10539:  Moja największa wada, jak się chwilę zastanowię... Nie muszę się nawet chwilę zastanawiać.
10543:  Jestem bardzo, ale to bardzo uparty.
10548:  Co czasem jest zaletą, ale czasem też jest wadą.
10550:  Dobra.
10551:  Lore, moi drodzy.
10551:  Co to jest dokładnie?
10553:  Data oznacza południe terytorium Carja.
10557:  Przeglądy, stacja drogi.
10559:  Jedna z najgorszych reputacji wśród waszych ludzi.
10561:  Podczas wieku ostatniego młodego króla, wiele Nora było zabitych.
10566:  Ciekawe, czy będą inspiracje kulturą astecką w takim razie.
10570:  Mitologia chrześcijańska, no to uznamy wszyscy, nie?
10584:  Patrycja pisze, że mitologia słowiańska ma swoją współczesną grupę wyznawców, czyli rodzimowierców.
10587:  Tak, no stąd kojarzyłem Konrada Lewandowskiego przecież, którzy rekonstruują słowiańskie wierzenia, m.in.
10592:  na bazie źródeł indoeuropejskich wierzeń.
10594:  Tak, jak najbardziej.
10598:  Co do mitologii celtyckiej jest miejsce na polecenie książki cykl Kroniki Żelaznego Druida.
10602:  O, to słyszałem o nich, często mówi się.
10606:  W. Okamik pisze, że na studiach na UJ...
10610:  Mieliśmy zajęcia o grach i na prezentację, przygotowałem prezentację o Davidie Cage'u, została ona zanegowana, bo nie traktowała o żadnym indie artyście.
10618:  Mówiłem, mówiłem, to jest problem groznawstwa.
10622:  Ja jestem naprawdę jedną z nielicznych osób w Polsce, która pisze o grach w AAA, co jest dla mnie trochę przerażające, bo taki Elden Ring powinien zostać przeanalizowany przez wszystkich w Polsce.
10632:  To jest ważna gra, nie?
10634:  Krytycy powiedzieli, że jest ważna, gracze powiedzieli, że jest ważna.
10638:  To jest ważny tytuł.
10639:  Kiedyś Luke Stevens powiedział słusznie, że dla niego gra, która jest istotna, ważna, to jest ta, do której się będzie porównywać inne gry.
10647:  Dlatego Wiedźmin 3 przy wszystkich swoich wadach jest grą ważną.
10650:  I Elden Ring również.
10652:  Przy wszystkich swoich wadach.
10655:  Oj, wiem, Patrycjo, wiem.
10658:  Dobra.
10659:  Karż... Karja?
10660:  Kar... Karja?
10661:  Ka... Już nie pamiętam.
10663:  Gdzie są między twoją rodziną i Nora teraz?
10666:  Święty król Awad chce spokoju.
10667:  Tak i matriarki, powiedziałem.
10669:  Ale wszystkie choroby są trudne do odczucia, a obydwie krainy są szczęśliwe.
10674:  Moje zadanie jest to, żeby nie było kolejnych prowokacji z Sunderlandu.
10677:  Szczególnie teraz, po... no... po to, żeby wasi ludzie odpoczęli od tego strasznego ataku.
10686:  Machmax pyta, czy ptlista dyplomowany musi rozwijać swoją wiedzę?
10690:  Tak, musi.
10691:  Musi albo może uważać, że zajmuje się bardzo wąską dziedziną.
10694:  Osoba badająca gry musi grać w gry, żeby mieć co badać.
10697:  Też się z tym zgadzam.
10698:  Żeby mieć pogląd, trzeba mieć przegląd, że zacytuję Grzegorza Wątrobę.
10702:  Subskrybujcie Okiem Deva.
10704:  Zaluna jako newsletter, jak i teraz YouTube.
10707:  Czekajcie.
10708:  Jak mówię, że trzeba coś subskrybować, to muszę tam wleźć.
10713:  Jeżeli jesteście zainteresowani newsami, które są branżowe,
10723:  to jest bit, który wita na okiem Deva, to subskrybujcie, moi drodzy.
10726:  Jest 1000 subskrypcji, zdecydowanie za mało jak na to.
10729:  Grzegorza możecie kojarzyć bez schematu, bo się udziela często.
10735:  I ja szczerze powiedziawszy w tej chwili głównie od Grzegorza się dowiaduję, jakie są istotne i nadchodzące gry, chociaż dostaję od niego newsletter, znaczy można się zapisać do tego newslettera też bez żadnego problemu,
10745:  Ale subujcie, subujcie.
10746:  Grzegorz potrzebuje wsparcia i subów, bo rozwija kanał i ja mu bardzo kibicuję, więc jak jesteście zainteresowani grami, a pewnie tak, skoro tu jesteście, to wbijajcie tam.
10756:  A, link.
10757:  Już daję link.
10759:  Czy tutaj... A, nie ma jeszcze... Widzicie, nie ma jeszcze linku customowego.
10762:  Ojej.
10764:  Tak.
10771:  Boże, ile tych dialogów tutaj jest!
10776:  Południk.
10776:  My jesteśmy tu dla jamników, pisze Grim Lucas.
10804:  To brzmi tak, jakbyś uznał nowego Króla Słońca.
10809:  On jest wybranym Królem Słońca.
10811:  I co potrzebuje Król Słońca po 10 latach wojny?
10833:  Mam nadzieję, że aktualizuje się nam jakaś encyklopedia na podstawie tych dialogów.
10851:  A Redel pisze, że nie jest zainteresowana grami, jest tu dla Krzysztofa, jak miło.
10857:  Natalia pisze, że Grzegorz już ma 1026 subów.
10862:  Super!
10863:  Cieszę się!
10866:  Prawda, że fajna inspiracja z Tłumem w Słońce?
10867:  Podoba mi się to też.
10869:  Pytamy o Osram, prawda?
10871:  Osram.
10875:  Trudno się w to wierzyć, ale jest prawdą.
10879:  Szalony król Słońca Jiran przygotowywał Azuram przez lata, gdy Bóg udał się otrzymać je na zewnątrz.
10884:  Mieliśmy pomoc, oczywiście.
10884:  Zresztą Azuram i jego księdze były większe niż życie.
10888:  Zbierali armię, aby ułatwić Meridian.
10890:  Ja walczyłem z nimi.
10891:  Skaliłem Piękny Klif ze swoim mężem i osiągnąłem Świątynię Słonecznego.
10895:  Przedzieliłem księdze i księdze Jiran.
10896:  Teraz Azuram jest wspólnym miejscem w mieście.
10902:  Nie dziwi mnie to.
10904:  Kłócą się o gwintowanie, na pewno.
10906:  Absolutnie tak jest.
10907:  Przypomina mi się, jak kiedyś Cejrowski robił taki cykl, to mnie wkurza, który, nie oszukujmy się, kliknąłem, bo zobaczyłem tytuł, który bardzo rozumiałem, a potem szybko odkliknąłem, ponieważ zobaczyłem, jak Cejrowski lutował jakiś bazar w poszukiwaniu żarówek, które byłyby nieenergooszczędne.
10927:  Boże, co za odwaga.
10930:  Patrzcie, jak on walczy z systemem.
10932:  Nie będę uszczędzać energii.
10935:  Zapłacę więcej za prąd.
10937:  Dla zasad.
10944:  Boże drogi, dlaczego my nie możemy mieć normalnych konserwatystów?
10949:  Co ja bym dał za... Coś w rodzaju partii republikańskiej, tylko bez polowań i broni.
10954:  Och.
10957:  Ach, albo system dwupartyjny chociaż, tak, jak jest w Wielkiej Brytanii.
10961:  O Boże.
10965:  Okej.
10984:  Chyba wiem, jaki może być mój miejscowy quest.
10986:  Nigdy nie widziałeś przed nami kobietę Nora, żołnierzu?
10989:  Miej trochę respektu.
10991:  Powiedz jej, a nie mnie.
10992:  Lakir zawsze stresuje powtarzanie, więc to to, co zrobiłem.
10995:  Czuję się strasznie, że zostawiłem ich.
10999:  A teraz, że drzwi są otwarte, mogę wysłać kogoś po nich.
11004:  Artur Rządkowski pisze, że odnośnie Horizon Zero Dawn i Forbidden West bardzo ciekawie przebija się motyw traumy kulturowej i pokoleniowej.
11011:  Red Raids, o których zaraz będziesz coraz więcej czytał w trakcie fabuły, jest poruszany przez samych Nora, Carja, Oseramów, Banuków, a potem przez nowe frakcje widoczne w Horizon Forbidden West.
11021:  No proszę.
11025:  Dobrze.
11026:  Odin!
11028:  Odrin!
11028:  Czy Oseram nazwany Olin przeszedł tutaj?
11032:  Myśmy go spotkali, nie?
11034:  Wszyscy idą... Dobrze, to my nie powinniśmy tam iść.
11038:  Ponieważ nie jesteśmy, moi drodzy... Owcami, które podążają za pasterzem.
11044:  Jesteśmy tymi owcami, które spadają z klifu.
11062:  Zobaczę, co mogę zrobić o twoich straconych mężczyznach.
11065:  Będę wdzięczny.
11065:  Ale nie tak wdzięczny, jak Walid.
11067:  Słyszałeś o tym, chłopaku?
