🔴 Kika! | HOLLOW KNIGHT Livestream #5
🔗 https://www.youtube.com/watch?v=fBBSlGPGQxA

32:  Dziękuje za oglądanie.
10844:  Jak zginiesz we śnie, to się budzisz.
10846:  To się dzieje.
10858:  Okej.
10862:  Niepokoją mnie te dźwięki.
10870:  Skocz w dół po lewej daszu i na arenę.
10885:  Dobrze, chyba wiemy już o czym mówicie.
10891:  Trzeba pod to iść.
10894:  Nie da się iść pod to.
10900:  W ten sposób.
10902:  Lost kin.
10910:  Here we go again!
10911:  Mhm.
10919:  Auu.
10921:  Dobrze, to, to, to potrwa długo.
10924:  To potrwa długo.
10926:  Przede wszystkim muszę się nauczyć spadać tam tak, żeby nie mieć problemu.
10930:  To jest kiln of the first men, moi drodzy.
10941:  There we have it.
10943:  Ja wiem, monsona, że mam nowy charm, ale ja nie wiem, w jaki sposób jest... jaka jest korelacja między tym, że mam nowy charm, a tym, że dostałem jakiś quest.
10956:  Au.
10958:  Au.
10962:  A możesz mi dać jedną sekundę?
10964:  Chociaż... Nie... Czy ja proszę o wiele?
10966:  Czy ja proszę o wie... Czy ja proszę o wiele?
10968:  Nie.
10978:  Papanada.
10980:  Szczęście, że nie zadaje pod wynagrodzenie.
10981:  Bez szans?
10983:  To brzmi jak challenge.
10995:  Aż mnie drenerwuje to, że on tak skacze.
11000:  No!
11003:  Niech!
11018:  Jezus, to one się materializują po prostu w... Idź do wioski na powierzchni do Grima.
11024:  Nie wiem kim jest Grim i nie wiem gdzie on jest.
11031:  Jak... Jak go założyć poprawnie?
11033:  Pojawią ci się znaczki na mapie, nie wiem o czym mówisz, posolona.
11036:  I nie wiem o jakich znajdźkach mówisz i przede wszystkim jeżeli chodzi o tę mapę, to ja pozwolę sobie stwierdzić, że jest ona cokolwiek nieskuteczna.
11045:  On ma 1200 życia, a nie 500.
11048:  Spokojnie, spokojnie, spokojnie.
11052:  Trzeba spróbować.
11053:  Zakładasz Grim Child, pojawiają się na mapie płomienie, gdzie powinieneś się udać.
11057:  Wiecie, na czym polega problem.
11059:  One się może i pojawią, ale nie będę mógł wtedy mieć kompasu, co oznacza, że i tak nie trafię.
11062:  W związku z tym, póki nie mam wielu noczy, to ja nawet nie mam co się wybierać do robienia jakichkolwiek questów.
11070:  Bo dla mnie brak noczy oznacza, że nie mam kompasu.
11086:  A mogę, mogę, mogę walczyć czy nie mogę walczyć?
11088:  Dziękuję.
11101:  Drażni to, że on skacze dalej niż ja.
11108:  To też mnie drażni.
11109:  Bardzo mnie, bardzo mnie drażni!
11113:  Tak, kolejne nocze to jest priorytet kapłanki od mniej więcej początku gry, czyli od wtedy, kiedy gra stwierdziła, że będzie mi walić we mnie amuletami za cztery nocze, kiedy ja miałem dwa!
11126:  To jest po prostu skandal.
11127:  A już to, że kompas jest amuletem, to jest podwójny skandal.
11153:  Czy mógłby przestać... No i... I to we mnie leci, oczywiście.
11167:  Masakra, absolutnie.
11170:  Musisz zdobyć ulepszenie dasha, kiedy będziesz mógł uniknąć kontakt damage.
11174:  A gdzie jest to ulepszenie dasha?
11179:  A że sprzedać itemy, to swoją drogą.
11184:  U puszystej sklepikarki się kupuje cztery nocze.
11187:  Ja potrzebuję ośmiu w tej chwili.
11195:  Można mieć i kompas, i czamna od płomień na mapie.
11198:  Aha, i potem będę mieć co?
11201:  Nie będę mieć żadnego innego do przeżycia.
11203:  Nie, nie, nie, to nie ma co.
11204:  Muszę mieć, muszę mieć przynajmniej cztery nocze ekstra.
11210:  No właśnie, jeszcze trzeba ulepszyć ten cholerny nail, to prawda.
11214:  Ale do tego trzeba rudy, zdaje się.
11219:  Ależ mnie drażni to, że on tak doskakuje.
11229:  Pięć sekund, ja nawet nie mam kiedy się wyleczyć.
11234:  Quest Grima daje 1 charm notch.
11236:  Okej, to jest jakaś pytanie.
11238:  Nie wiem, po co mi polecaliście tę walkę w takim razie, kompletnie nie wiem.
11242:  Poddaję się na razie, nie ma co.
11244:  Przede wszystkim muszę znaleźć moją ławeczkę, bo ja inaczej nie strzymię.
11251:  Ja nie mówię w tym momencie o noczach pod kątem tego bossa, bo ja tego bossa mógłbym teraz tłuc i cztery godziny, nie miałem z tym żadnego problemu.
11258:  Ja mówiłem o tym wyłącznie w kontekście tego, że nie będę robić żadnego questu, póki nie będę mieć noczy umożliwiających przeżywalność.
11268:  A dla mnie przeżywalność to jest kompas.
11271:  Muszę mieć kompas.
11275:  Czemu ten duszek teraz był na dwa strzały?
11278:  Tego to ja nie wiem.
11280:  No i widzicie, ja nawet nie wiem, gdzie ja jestem w tej chwili.
11282:  To jest przerażające.
11292:  Fuck.
11297:  Nie, to jest jeden duszek, ale on teraz jest na dwa uderzenia, a tamten był na jedno.
11301:  Nie wiem dlaczego.
11306:  Dobrze.
11308:  Przynajmniej dostajemy dużo pieniędzy.
11310:  Przyda nam się na kupowanie amuletów, których nie mogę założyć!
11319:  No i co teraz?
11321:  Teraz zrozumiecie, dlaczego ja potrzebuję kompas.
11336:  Teraz spróbujemy zrobić jedną rzecz tutaj.
11342:  Spróbujemy zrobić jedną rzecz, mianowicie... Mianowicie, po pierwsze... Po drugie... Tutaj się da... Jak ja to canceluję?
11353:  Chyba jak drugi raz kliknę ką... Yyy... Dobra... Fajnie... Dobrze... To teraz tak...
11369:  Teraz tak, wypieprzyć, wypierniczyć ten obrzydliwy, debilny Mark of Pride.
11375:  Won.
11377:  Kompas, dziękuję.
11380:  I teraz, co ja miałem tutaj jeszcze?
11384:  Long Nail miałem.
11386:  A potem sobie zmienimy na Mark of Pride, jak będzie Notch następny.
11390:  Dobrze.
11392:  Stag.
11397:  Więc możemy teoretycznie
11399:  Spróbować tutaj zejść jeszcze na dół.
11401:  Szybka podróż na prawo.
11405:  Załóż na szybko Gathering Swamp, to ci poniesie, to niesie kasę.
11408:  O czym wy mówicie?
11412:  Wiem, o czym mówicie.
11412:  Eee... I?
11424:  Okej.
11424:  Nie wiem, czy podniósł, czy nie.
11427:  W Palace Grounds na prawo jest stag.
11431:  Udam, że zrozumiałem.
11436:  Okej.
11441:  Będzie zbierać samogała, to wiem właśnie i to byłoby dość praktyczne.
11446:  Ale co my, ale co zrobimy?
11450:  Ale w ogóle tutaj można robić teraz ciekawe rzeczy, zobaczcie.
11454:  Oj, oj, oj, oj, oj.
11461:  O bogowie!
11464:  Ja teraz mogę faktycznie eksplorować!
11471:  Noo, dobra, ale tutaj trzeba w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w dół, w
11491:  Palace Grounds jest, dobrze.
11494:  To mi przypomina, jest taka kamienica w Krakowie, która się nazywa Pałac Bonerowskich.
11500:  Kiedyś widziałem, jak Amerykanie, wnosząc po uśmiechach i akcencie, fotografowali się z niesamowicie uchachanymi minami pod Kamienicą Bonerowską w Krakowie, a to z tego względu, że krakowska snoberia stwierdziła, że zamiast napisać Pałac Bonerowski, napisze złotymi zgłoskami na marmurze Boner Place.
11540:  Okej.
11541:  Pałac Wzwodowy, tak jest.
11544:  Ehm... Ooo!
11550:  O!
11554:  Hidden Station.
11558:  Perrrrfekcyjnie.
11560:  Tam trzeba 1800 esencji do tamtego, okej.
11572:  Jaka to jest stacja?
11573:  Zniszczona na całej drodze.
11576:  Zniszczona na całej drodze na dole świata.
11580:  Do momentu, kiedy usłyszałem dzwon, nawet nie wiedziałem, że tak głęboko przejeżdżamy.
11585:  Odkryłeś coś niesamowitego, mały.
11596:  No matter how old I grow, the world still keeps surprises like this stowed away.
11606:  Ławka musiała być tak ukryta, tak nawiasem mówiąc.
11616:  Dobra.
11620:  Teraz tak.
11621:  Gdzieś w pałacu pamiętam,
11626:  Nie wiem czy to jest przy King's Station, ale tam jest typu, którego się sprzedaje amulety.
11637:  Ja myślę o typie, który sprzedaje rzeczy.
11643:  Gdzie on jest?
11647:  On jest tutaj.
11649:  Czyli trzeba pójść do tej ławeczki, to jest City of Tears prawdopodobnie.
11656:  Czyli tu, w City Store Rooms prawdopodobnie.
11662:  W netcie jest doskonale wysokie jakość i spuszczenie Fenriri, to prawda, ale trzeba do tego założyć menadżera modów, a nie, nie mam do tego siły.
11671:  Zresztą tutaj przecież cały czas jest papanada, melemu.
11675:  To nie tutaj.
11679:  Stamtąd bliżej mówicie?
11682:  Do dupy.
11686:  Tam gdzie Cię odbijało dream nailem, potrzebujesz drugiego poziomu dream naila i w tamtej lokacji jest Path of Pain.
11690:  Aaa, to, to Path of Pain.
11692:  Okej.
11692:  Yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
11710:  Crystal Dash?
11712:  Ale wiecie, że jest pewien problem z Crystal Dashem.
11715:  Właśnie ten mianowicie.
11718:  Chyba, że tutaj.
11729:  Okej.
11732:  Melemu... Eeeem... Tak, dobrze.
11737:  Cały czas tędy.
11745:  Musisz uszczegółowić, Wintel, o co ci chodzi konkretnie.
11753:  Gucio, dziwny.
11754:  Dlaczego on... Leć, Adam, leć!
11757:  White Palace to będzie tortura dla Krzysztofa.
11760:  Wszystko jest torturą, moi drodzy, jeżeli jest tylko administrowane przez Feliksa Dzierżyńskiego.
11767:  Czy ja nie miałem tego otwartego naprawdę?
11769:  Może tu jest więcej rzeczy, których nie miałem pootwieranych, ponieważ ja dzisiaj starałem się odkryć rzeczy, zamiast żeby eksplorować.
11776:  To był duży błąd.
11777:  Eksploracja jest fajna.
11782:  Doskonały ruch.
11787:  Zwłaszcza, że teraz mamy podwójny skok mojej mini.
11790:  Streamer poprawnie zauważa przeszkodę i używa nabytych przez okres nauki umiejętności do eminięcia przeszkody w efektywny sposób.
11796:  Tak jest.
11797:  Nie inaczej.
11798:  Insect.
11803:  Mam wrażenie, że to już czytaliśmy.
11805:  Czy pokażę mapę na moment?
11807:  Robi się.
11808:  Jesteśmy tutaj.
11809:  Tutaj mamy jakiegoś aliena natomiast.
11811:  Nie wiem, kim jest ten alien.
11813:  Alien?
11814:  Italien.
11817:  Path of Pain to jest matura z WFF.
11820:  Ładny as, tam umieść dom z takimi zdobieniami, to jest przepięknie.
11823:  W ogóle ta gra jest śliczna, jest doskonała, jest wspaniała.
11827:  Nie mogę się jej nachwalić, a to jest dla mnie naprawdę turbo zdumiewające, bo ja nie znoszę platformówek.
11834:  Czy dobrze mówię, że tutaj jest ten nasz?
11836:  Nieźle mówię.
11839:  Nie umiem znaleźć kupczyka.
11840:  Głupi kupczyk.
11842:  Chyba on jest na górze.
11844:  Głupi kupczyku.
11847:  Głupi kupczyk.
11850:  Bellamy Artridge King's Idol, sprzedaj.
11858:  Each of the idols is something different.
11863:  There are fine engravings about that take some time to decipher.
11868:  I suspect each was tailored to the owner, a personalized symbol of King's omnipotence.
11874:  Bellamy Artridge
11880:  Wszystko sprzedaje.
11883:  Another Holowness seal?
11885:  Pass it over then, Vellamy Artridge.
11889:  Wunderous journal.
11891:  Ale będzie kasy.
11894:  Opal.
11896:  Vellamy Artridge.
11897:  Opal.
11899:  I might not offer a lot for each, but there are plentiful above the caverns and I doubt you'll find another willing to make trade for your Vellamy Artridge.
11908:  Warto pójść do kanału po odpowiedź na kwast.
11910:  Zapytam cię bardzo złośliwy człowieku w ten sposób, czy warto pójść, mając 1728 geo przy sobie, bo ja w tym momencie się wybieram do Dream Mouth i zamierzam tam kupować rzeczy.
11921:  A vermi artridge.
11923:  A wanderer's journal.
11924:  Yes, vermi artridge.
11925:  I will art it to the pile with the others.
11927:  Vermi artridge.
11929:  Nie wiem, czy będę mógł wyjaśnić ten, Wermi Artridge.
11933:  To długi, ciężki sposób przetłumaczenia wielu języków banków, które eksplorują te caverny.
11938:  Wermi Artridge.
11940:  Oh, Paul.
11949:  A wondrous journal.
11951:  You are knackered for finding these.
11953:  Corpses must be frequent on your journey.
11955:  No doubt your nails created many more.
11957:  Z najlepszych amerykańskich jestem w stanie się wykrztusić.
11960:  Vermi Aldrich.
11963:  Upgrade Naila też od razu robimy wszystko.
11966:  This journal is of traditional stone type.
11968:  Text endures well upon it.
11971:  In its declining age, this city switched from stone to parchment, woven of spider's silk.
11978:  The small tragedy about the moisture in these towers has rendered most of those texts illegible.
11986:  Vermi Archeage.
11988:  Bankowość może podwoić kasę.
11990:  Może, ale nie musi.
11992:  Bankowość to skwam, pisze Kubek.
11993:  Dokładnie to.
11994:  Ja się nauczyłem, że banki to są skamerzy.
11999:  Absolutnie tak było.
12000:  Mając Double Jump możesz wyjść ponad Crystal Peak, gdzie jest ruda do ulepszania.
12003:  Uuu, dobra wiadomość.
12006:  Ambergold?
12007:  Lepszy Ambergold od Amberheart.
12009:  O Paul...
12015:  Winter pisze, że Kiszak twierdzi, że gra musi przede wszystkim być rozgrywką, fabuła może stać na boczne planie, a czasem może w ogóle jej nie być.
12021:  Z więźniem mówiąc, gra to nie książka.
12023:  To jest coś, co ja sam mówię, twierdząc, że nie jestem w stanie grać w Disco Elysium, bo wolę sobie wtedy przestać książkę.
12029:  Natomiast prawda jest taka, że gra jest medium multimodalnym, w tym sensie, że masz tam wszystkie inne media.
12034:  Więc rozgrywka wszystko spaja, natomiast to, w jaki sposób komunikujesz treści, to już jest twój wybór.
12041:  Szkocki akcent?
12042:  O, szkocki jest trudne.
12043:  Muszę sobie wtedy przypomnieć, jak mówi Brian Cox.
12050:  Have you heard the saying about stone journals?
12053:  It's dark on the legs.
12054:  To nie jest szkocki, to jest dalej amerykański.
12055:  Close by.
12056:  Po szkocku to można mówić nazwy różnych whisky.
12059:  Bunerhaben.
12062:  And your nail has dulled with wear.
12064:  Just swing your journal at your foes with blunt and deadly flair.
12069:  Dobrze, już chcę ostatnią rzecz sprzedać!
12071:  Nie umiem mówić jak Sean Connery, tylko Sean Connery umie mówić jak Sean Connery.
12093:  Artur Morgan, bo dobry whisky właśnie.
12096:  Nie no, Brian Cox jest niesamowity, jeżeli chodzi o szkocki akcent.
12099:  Dobrze, moi drodzy.
12100:  Teraz tak, gdzie jest najbliższy stag?
12105:  Soul Sanctum, tam nie chcemy iść.
12107:  Nie, zrobimy dokładnie to, co wcześniej, Weremie Altridge.
12111:  Mianowicie tak.
12113:  Amerykański Sean Connery, tak.
12115:  Kiedy człowiek już zacznie mówić...
12118:  W jednym akcencie to jest tragedia, ale bym posłuchał chwilę Szkockiego, to byłbym w stanie tak mówić.
12123:  Bez problemu.
12125:  Zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz.
12127:  Tutaj nie ma żadnego miejsca, do czego się możemy odbić.
12129:  Niedobrze, bardzo niedobrze.
12134:  Nie podoba mi się to, co widzę.
12136:  Powrót do ławki serem?
12138:  Chciałbym!
12140:  Jezus, jesteście genialni.
12142:  Przecież oczywiście.
12145:  Czy jest wymiana russet egg na przyzwanie cienia?
12148:  Krzysztof nie wie.
12153:  Hinduski akcent.
12154:  To jest, to jest, to tego już totalnie nie umiem zrobić.
12158:  Hinduski akcent jest trudny.
12161:  Dobrze.
12162:  Doskonale.
12164:  Death mouth.
12165:  Idziemy do brudnoziemu.
12168:  Brudno usta... Ziemio usta.
12170:  Brudno ziemia usta.
12171:  Ziemio... Ziemio brusta.
12173:  Ziemio brusta.
12175:  Veremie Outreach.
12178:  Doskonale.
12178:  Teraz idziemy na niesamowite zakupy.
12181:  Hiro, your computer has a virus!
12184:  Hinduski akcent, to jest prawda.
12186:  Brudno buzia.
12188:  Huzia yuzia, brudno buzia.
12190:  Pata mascio!
12191:  Pata masin!
12192:  Mask shot.
12193:  Nie wiem, czy ja chcę mask shot.
12194:  Gdzie jest, przepraszam, najmocniej?
12201:  Gdzie są nocze?
12205:  Gdzie są nocze?
12211:  Ale kupić te czarmy mówicie?
12212:  To jest salubra, o Jezus.
12215:  Dobrze, to kupmy nocze w takim... znaczy kupmy amulety.
12219:  Czyli ten.
12221:  To jest Forgotten Crossroads, Jezus Maria.
12224:  Dobrze, to kupuję te dwa bezużyteczne Cusie.
12229:  Porobionet.
12231:  I Forgotten Crossroads teraz.
12236:  Viremi Altridge.
12238:  Nie ma to jak słuchanie chińskiego akcentu w poradnikach z matematycznego oprogramowania, ale to absolutnie, tak.
12242:  In order to destroy this virus by antivirus.
12246:  Tak jest.
12247:  Stradivarius.
12250:  Dobrze.
12253:  Dzień!
12254:  Forgotten Crossroads.
12256:  Jeremy Altridge.
12268:  Zaraz, zaraz, zaraz, zaraz, co tu się dzieje?
12274:  Jesus fucking Christ...
12300:  Zaraza w lokacji.
12302:  Zaraza w lokacji jest wynikiem nieostrożnej defekacji.
12308:  Tak, tak.
12309:  Dobrze, idziemy do papanady teraz.
12311:  Dobrze mówię, że to jest papanada.
12316:  Trzeba naokoło.
12320:  How about spierdalaj?
12323:  Dlaczego tam zalegają nabrzmiałe jądra?
12325:  To jest jedno z wielu pytań, które sobie zadaję.
12328:  Jeremy Altridge.
12336:  Ej, ale z drugiej strony farmimy i to nieźle.
12338:  Czy ja idę w dobrym kierunku?
12339:  Tak.
12341:  Jeremy Altridge.
12343:  To jest Jeremy Altridge, moi drodzy.
12352:  Jezus Maria.
12352:  Dwa tysiące.
12361:  Mmmmm.
12366:  Dobrze.
12369:  NIE DOBRZE, NIE DOBRZE!
12374:  Jeremy Altridge.
12375:  Von.
12375:  Potrzebuję 2137 Geo o 21.37.
12375:  Czy ja jestem w stanie to zrobić?
12378:  Nie.
12378:  To brzmi jak challenge, któremu nie podołam.
12395:  Dobrze.
12396:  Dalej w dół, dalej w dół.
12398:  Tędy, tędy, nie tędy.
12400:  Nie tędy, tamtędy.
12403:  WOKIN?!
12403:  Zresztą się porusza po tym crossroads, jakbym miał delikatny kwiat.
12413:  Miałem raz delikatny kwiat i skończyło się to źle.
12415:  Ej, tutaj będzie boss fight.
12419:  Oni mi to zrobią.
12421:  Oni mi to zrobią, naprawdę.
12437:  Co to było?
12452:  Mówicie, że nie ma już tam bossa.
12457:  Tam jest tylko poranna rosa.
12459:  Bez bossa.
12461:  Rany bosskie.
12466:  Jakaś chatynka.
12469:  Jeremy Aldrich, nie wiem dlaczego.
12471:  To nie tędy, prawda?
12472:  Tędy!
12475:  Uuu, uuu, uuu, uuu, uuu, uuu, uuu, uuu, uuu, uuu, uuu, uuu, uuu, uuu, uuu, uuu, uuu, uuu, uuu, uuu, uuu...
12496:  Komunistyczna partia, hu-hu-hu, najlepsza, hu-hu-hu, Kubuś Ruchatek lubi, hu-hu-hu, hu-hu-hu, Xi Jinping, hu-hu-hu, najlepsze imię i nazwisko, hu-hu-hu, ha-ha-ha, ho-ho-ho, he-he-he, hu-hu-hu, hu-hu-hu, hu-hu-hu, hu-ha-ha-ha, hi-hi.
12516:  Czarmnoć!
12519:  Och!
12524:  Wszystko kupuję, na wszystko mnie stać.
12526:  Quick Focus też kupuję, też mnie stać.
12532:  25 charmów potrzebuje?
12534:  Czy to jest jakiś cholerny żart?
12539:  To on dlatego się tak śmieje.
12542:  Nie stać cię na nic.
12555:  Jeszcze 5.
12558:  Ale za to... Ale za to... Możemy... Mieć dłuższego.
12564:  I to jest dobra wiadomość.
12565:  Proszę bardzo.
12567:  Dowód?
12569:  Niniejszym?
12572:  Co to jest Soul Eater?
12576:  Greatly encourages women to start farming.
12579:  Mark of Pride.
12580:  Pride of... Pride of Mike.
12583:  Mamy to.
12588:  Dobrze, i teraz tak, mówiliście o dwóch jeszcze rzeczach ważnych, to znaczy po pierwsze ścieki, musimy wróć, Soul Eater to jest ładne anime, a to jest prawda, ścieki, robaczki i jeszcze mówiliście o Crystal coś, że tam coś jest interesującego.
12607:  Nie pamiętam tylko gdzie to było, czy to było w Hidden, nie Hidden Station, chyba w Resting Grounds.
12613:  Quick Focus to jest szybkie leczenie, aha, szybkie.
12616:  Szybsze!
12618:  Szybsze!
12620:  W Colosseum można zdobyć Notch i Rudę do ulepszenia broni.
12622:  O!
12623:  Pytanie, gdzie jest Colosseum?
12625:  Czy to jest ten moment, kiedy użyję swojej gigantycznej mapy, która mi spojluje całą grę i ja na to kompletnie nie baczę, ponieważ i tak nie jestem w stanie jej zinterpretować?
12632:  Absolutnie w ten sposób zrobię właśnie.
12636:  Widzicie, ja nawet nie jestem w stanie w ten sposób sprawdzić, gdzie jest Koloseum.
12639:  Koloseum of Fools!
12642:  Jest tutaj.
12645:  Z Deathmouth do Crystal Peak jeszcze można.
12648:  Bo to chyba właśnie będzie w tej okolicy.
12653:  Na prawo od Koloseum of Fools.
12655:  Simple Key, tam jest potrzebny jakiś.
12658:  Nic nie rozumiem.
12659:  Jeszcze kwas.
12661:  Odporność na kwas, bo tam jest boss pokonany.
12663:  A, właśnie!
12664:  Jeszcze to było.
12665:  Tylko, że ja nie pamiętam, gdzie ja pokonałem tego bossa.
12667:  To jest problem.
12673:  To było w Hidden Station?
12675:  Mam wrażenie, że nie.
12676:  Mam wrażenie, że to było w Queen Station, będzie bliżej.
12680:  Ewentualnie...
12683:  Tutaj zrobimy.
12684:  King's Station, ścieki.
12686:  W Kolosseum można farmić po tysiąc, dwieście i trzy tysiące geo, jeżeli jest się kim.
12691:  Czyli można robić to, jeżeli jest się mną.
12696:  King's Station.
12697:  I teraz tak, szybciutko spra... A, wiecie, co możemy zrobić tutaj?
12701:  Tu gdzieś była taka możliwość, żeby można było wskoczyć, tylko ja już nie pamiętam.
12706:  Ja nie mogłem, zdaje się, tutaj wskoczyć wcześniej.
12711:  To nie było tu?
12714:  Widzieliśmy dzisiaj i były jakieś miejsca, których ja nie mogłem zoczyć.
12733:  No, tam coś jest u góry.
12735:  Mnie tutaj nie było ewidentnie.
12750:  Pa pa.
12753:  To się Krzysztof zdziwi.
12755:  Właśnie nie mogę zejść piętro niżej, nie wiem dlaczego.
12763:  Nie, tutaj byliśmy.
12767:  Chyba.
12770:  Krzysztof nie zbiera pieniędzy.
12773:  Nie, Krzysztof nie jest materialistą, to dlatego.
12777:  O, tu chcę przejść!
12779:  Jak tu wejść?
12782:  Może tędy po prostu?
12785:  Może to było prostsze niż myślałem.
12792:  Iiii... Proszę bardzo!
12796:  Proszę bardzo!
12798:  Wejdź na samą górę, bo jest tam szat jeszcze.
12801:  Sama góra.
12803:  To wygląda mi na samą górę.
12807:  Mhm.
12810:  Nie byłeś u samej góry.
12813:  No to idziemy.
12820:  Nie!
12821:  Wracaj!
12823:  Głupia winda.
12827:  Faktycznie.
12833:  Moi drodzy, więcej arystokracji do niszczenia!
12842:  Byczków, bzyczków dużo!
12845:  Ale Krzysztof, magia nie jest OP!
12848:  Popraw swoją igiełkę!
12859:  Haha.
12861:  Proszę bardzo.
12862:  Muminak, dzięki za wsparcie 26 miesięcy.
12864:  Sama góra u góra z kimś.
12867:  Sama to jest też tytuł honorowy, moi drodzy.
12869:  Honoryfikatyw.
12872:  Krzysztof sama.
12874:  Hollow Knight sama.
12876:  Porobionet.
12878:  I to jest potęga magii, moi drodzy!
12882:  Nigdy nie zapomnę, jak mój przyjaciel z Austrii kiedyś, w ramach prezentu, nie wiem do dzisiaj czy to był dowcip, czy to była złośliwość, przyniósł mi magii, butelkę magii.
12892:  Ale to nie jest tak, że on rozumiał polski, czy coś wiedział, że to jest magia.
12894:  Nie, nie, nie, on po prostu powiedział, że podobno w Polsce to lubimy.
12898:  Nie wiem, kto mu to powiedział, ale obarczam go niniejszą odpowiedzialnością moralną za to.
12905:  Czy pamiętam grę w Fable, czy bym zagrał?
12907:  Czy to jest ukochane dziecko Petera Moly?
12909:  Nie, dziękuję Ci, Gazanenko, za wsparcie od 29 miesięcy.
12913:  Kto wie?
12914:  Jeżeli będzie nowa wersja, to chętnie, bo te stare są... No cóż, stare.
12919:  Ale magii dobre, magii pyszne, zwłaszcza z zupką pomidorową.
12922:  Ja miałem kiedyś fazę dodawania do wszystkiego magii.
12925:  Zapomniałem, gdzie idę.
12928:  Zapomniałem dzi... Royal Waterways.
12930:  Już wiem, gdzie idę.
12933:  Oooohohohohoho.
12936:  Bravo!
12938:  Pięknie.
12940:  Lecimy.
12942:  Czemu nie zagram w starą wersję?
12943:  Bo są stare!
12953:  Ależ ja go chcę zabić w którymś momencie.
12956:  Nie macie pojęcia, jak ja go bardzo chcę zabić.
12959:  Crystal Dash for the win.
12960:  Wiecie co?
12960:  Tak, tak, ale... Popatrzcie, tutaj są miejsca, gdzie myśmy nie byli, ponieważ nie mieliśmy podwójnego skoku.
12968:  I kto wie, czy tutaj nie będzie czegoś interesującego.
12973:  Proszę bardzo.
12975:  Powiedz przyjacielu i...
12991:  Ja nie wiem, jak z nim walczyć!
12999:  Jak z nim walczyć?
13009:  Eee, whatever.
13015:  Trudno.
13017:  Nie, robaczek ważniejszy.
13028:  Teraz pytanie tylko, gdzie jest nasz cień?
13037:  Chyba niedaleko powinien być.
13041:  Come on!
13049:  Właśnie chciałem odebrać swojego ducha, ale nie wiem jak.
13059:  Z potomym przyczelnikiem już kiedyś walczyłeś?
13060:  Gdzie jest duch?
13064:  Heeej!
13066:  Ja muszę tam wejść po ducha?
13073:  Uderz w tarczę, lekko się wycofaj, uderz po jego ataku.
13078:  W środku jest cień?
13079:  Hehehehe.
13100:  Proszę bardzo, proszę bardzo.
13104:  I to lubię!
13108:  Nie powiedział nikt o podręczniku, to lubię.
13113:  Czym jest złoty mob?
13116:  Piszcie o złotym mobie, Krzysztof nie wie.
13119:  How about spierdalaj, Boże mnie denerwują ci przeciwnicy.
13125:  To w ogóle można gdzieś iść jeszcze w dół.
13128:  Ancient Basin, ale chyba nie tędy.
13135:  Pa pa!
13144:  Więcej pieniędzy.
13146:  Złoty mop to jest wart 420, to dużo.
13149:  Co to za podręcznik?
13150:  To lubię, nie znacie tego?
13152:  To jest podręcznik do języka polskiego, znaczy przepraszam, do historii literatury.
13158:  On był w czasach gimnazjalnych moich.
13161:  Boże, nie mówcie mi, że... Jest, proszę bardzo.
13164:  To lubię!
13166:  To lubię!
13168:  Tekst i zadania.
13169:  Książka ucznia.
13171:  Były takie grafiki, wiecie, takie elo elo 3 2 0.
13175:  Łooo, jakie to, jakie to nietypowe!
13179:  Łooo!
13182:  Jaka, jaka dziwna grafika!
13185:  Oj oj oj!
13186:  Sztuka!
13189:  Jesteśmy już blisko miejsca, do którego ja idę?
13190:  Tak.
13190:  Real Waterways.
13214:  No dobrze, jesteśmy, moi drodzy, w miejscu, w którym ja walczyłem z bossem.
13217:  Jest jeden zasadniczy problem.
13218:  Nie wiem, gdzie była walka z bossem.
13221:  I mówiliście jeszcze, że tutaj była inna walka z bossem, z innym bossem.
13226:  Czy ktoś pamięta koszmarnego Karoleka?
13228:  Co to za typiarz?
13228:  Znaczy, nie koszmarny Karolek, ale ja kojarzę.
13232:  Ale ten typiarz.
13233:  Mam wrażenie, że tutaj nie byłem.
13238:  Do ławeczki.
13241:  Czyli poszedłem w przeciwnym kierunku.
13247:  Ale wiecie co?
13248:  Nie żałuję.
13256:  Anusy rozdymki.
13258:  Ile tutaj rzeczy jest w tej grze?
13262:  Jezus, co tym razem?
