🔴 Ser w Koloseum | HOLLOW KNIGHT Livestream #13
🔗 https://www.youtube.com/watch?v=ZsDHsb9ogrg

38:  Bapa nada.
10655:  To muszę powiedzieć wprost.
10657:  Ja pisałem na każdy przedmiot humanistyczny zaliczenie w postaci pracy rocznej.
10661:  Każdy.
10664:  I jak zaczynaliśmy pisać licencja, to myśmy mieli takie...
10672:  Co za problem.
10674:  Autentycznie tak było.
10675:  To jest ta rzecz, na którą muszę bardzo pochwalić, gdzie o polonistyki ująłem.
10681:  Więc to, co pisze Asia, że 50 stron jest przerażające.
10684:  No, myśmy pisali po 130-140 stron pracy licencjackiej i nas to nie przerażało tylko dlatego.
10690:  Nie dlatego, że byliśmy genialni, bo to nie chodzi o to, tylko dlatego, że mieliśmy to wyćwiczone.
10694:  To jest dokładnie tak jak w Hollow Knight'cie czy w Dark Souls'ach.
10696:  Nie jest jakiś geniusz i boski skill, to są ćwiczenia.
10701:  A tak zupełnie nieironicznie, Bamber, ja ze studiów byłem zadowolony, póki nie poszedłem na studia doktoranckie.
10710:  Ale to tylko dlatego, że ja wiedziałem, na co się pisze.
10715:  Więc tak, oddaję, jeżeli chodzi o nauczenie pisania, do wieźni.
10721:  Trzeba zapisać to w kalendarzu.
10730:  Żeby nie było, to wcale nie był przyjemny proces, to nauczenie się pisania.
10734:  Myśmy kleli strasznie na te prace dyplomowe, ale potem mieliśmy tak, okej, dobra, to miało sens.
10740:  To był pierwszy raz, kiedy na studiach w ogóle pomyślałem, okej, coś w programie miało sens.
10747:  Nie miało sensu to, że się uczyliśmy tych wszystkich ramotek, wiecie, które się nie przydawały nikomu nawet, nawet literaturoznawcom, jak się potem okazało, bo to naprawdę były już takie ramotki, ramotek totalne.
10759:  Ale...
10761:  Ale ten skill się przydał.
10762:  Czyli wiecie, piszcie pracę z oświecenia, tak?
10764:  No nudne jak flaki z olejem.
10765:  Dla kogoś, kto się nie zajmuje literaturą oświecenia.
10767:  Ale!
10768:  No uczycie się wtedy pisać jakoś.
10776:  Autentycznie to jest jedyna strategia na te aspidy.
10779:  Trzy zaklęcia i leci.
10787:  U mnie też było, po 30 godzin pracy na 50 stron przekładania tkania.
10790:  No tak, tak, tak.
10792:  Jak się chce to robić porządnie, to tak to leci, niestety.
10795:  Znaczy wiesz, albo na szczęście, bo zobaczymy, jak to seminarium obecne, czy będą zadowoleni z tego, co się nam udało zrobić, bo ja mam takie poczucie, że przez to, że się dowiedzieliśmy w 3-4 seminarium, że jest krótsze, o 5 tygodni,
10812:  Ja nie miałem szansy nawet się jakoś przygotować do tego faktu.
10818:  I mam takie poczucie, że dałem ludziom mniej niż powinienem.
10826:  Nie, no naprawdę.
10834:  Ja po prostu nie widzę tych opaków.
10836:  Jeżeli zza przeciwnika wychodzi inny przeciwnik, w jaki sposób ja bym się na to przygotował?
10848:  Tylko w ten sposób, że będę to znał na pamięć.
10851:  Nie ma innej opcji.
10852:  Dune'a czytana, zwiadowcy nie.
10856:  Człowiek pisze, że podobnie miała, ucząc się do matury z polskiego, trzaskała horrendalne liczby wypracowań i dostała wiele korekt.
10862:  Przez to na samej maturze zacząłem pisać z automatu.
10863:  Tak!
10864:  To tylko chodzi o to.
10865:  I najlepsze jest to, że w ten sposób niesamowicie ułatwiamy pracę wszystkim zainteresowanym stronom.
10870:  Promotorzy mają łatwiej i łatwiej mają również dyplomanci.
10879:  Foksykłem przez całą grę mam ten problem, więc nie ma takiej możliwości, żebym przez całą grę wykonywał ten sam błąd.
10892:  Mi się marzy, żeby uczelnie nie wybalały studentów, którzy się nie starają.
10894:  Oczywiście, że tak, ale... Dobrze wiecie, jak jest.
10903:  Ludzie są zmuszani do studiów.
10905:  To się nie może skończyć dobrze.
10907:  Wyobraźcie sobie, że wszyscy jesteśmy zmuszani do tego, żeby przepracować 4 godziny w żabce.
10911:  Każdy z nas.
10912:  Jesteś prezesem korporacji?
10914:  Nieważne.
10914:  Jesteś profesorem?
10915:  Nieważne.
10916:  Pracujesz 4 godziny w miesiącu w żabce.
10920:  Myślicie, że to będzie najlepsza praca, jaką wykonuje każdy człowiek?
10922:  Czy będzie wykonywana właśnie tak, jak się spodziewacie?
10930:  No już zaczyna mi się, zaczyna mi się automatyzować wszystko.
10935:  Już to robiłem, FoxyGwen.
10937:  Robiłem to podczas tych live'ów.
10940:  Już mi się przestało chcieć udowadniać brak precyzji Hollow Knighta, bo jest już to nagrane.
10944:  Raz.
10952:  Nie mogę, nie mogę.
10952:  No i co, no i co teraz?
10971:  Jezus Chryste.
10978:  Och, jest.
10978:  Nie muszę nigdzie bać, to jest ta info na ostatnim roku studiów, że mamy 960 godzin praktyk do zrobienia.
10983:  No, no właśnie, no właśnie.
10986:  Taka bagatelka.
10988:  I oczywiście to są praktyki w takim miejscu, które jest zgodne w 100% z kierunkiem studiów i zostało wybrane przez studentów.
11008:  Dobra, mam dość już tego fragmentu naprawdę, denerwuje mnie potwornie.
11014:  Wmarnowanie czasu to jest.
11016:  A!
11022:  Najgorsze jest to, że nie dotarłem ani razu do tego fragmentu, który był dla mnie problematyczny i nie wiem jak się go nauczyć.
11031:  Tak, darmowe praktyki to w ogóle jest dramat Bartoszu.
11035:  To też wyrabia złe nawyki.
11036:  Potem ludziom się wydaje, że za pracę nie należy się płaca i wynagrodzenia.
11055:  Dobra.
11059:  Czy gra chce nie bardziej fabułę czy gameplay?
11061:  No jak widać po głosu w Tsushima musi być balans jednego i drugiego, żeby było dobrze.
11071:  Pa pa.
11073:  Dobra, co jest teraz?
11075:  Teraz jest ten etap, który mi najwięcej trudności przysparza ostatnio, znowu.
11080:  Ponieważ nie widzę przeciwników, którzy się pojawiają nagle.
11091:  O!
11093:  Szlak mnie trafił!
11112:  Dobra.
11115:  Leczonko.
11120:  Jaki jest cel tych praktyk?
11121:  W sumie wielu moich rówieśników robiło praktyki po znajomości i pisze... Wiesz co, cel praktyk jest taki jak wszystkiego na uczelni.
11132:  Jest to wpisane w program studium, ma się odbyć.
11134:  Ja pamiętam, że wywalczyłem dla ludzi praktyki, które były na podstawie pracy w zespole do spraw promocji.
11144:  Jezus.
11149:  Atak, który jest za ekranem.
11153:  Bardzo skillowy.
11174:  Dobra.
11177:  Teraz tak od razu w ten sposób.
11184:  Jak on się tutaj schowa, to jest najgorzej.
11189:  Dobra.
11197:  Jest.
11199:  Teraz tak, on.
11209:  Jezus.
11214:  Teraz uratował mnie ten błąd
11259:  Dobra.
11260:  Teraz unikam.
11264:  Tu troszeczkę many.
11267:  I teraz szybkie unikanie.
11277:  Chyba jest najlepsza sytuacja z maną do tej pory.
11296:  No przestań mnie kontakt demedżować, no!
11319:  Nie no, litość.
11326:  No jakby, no co miałem poradzić, no musiałem po prostu zobaczyć co tam będzie.
11331:  Unikanie tego, jak się nie wie, jak to będzie wyglądało, to jest dramat.
11336:  Znaczy, porada moja jest następująca.
11340:  Bardzo prosta.
11342:  Mianowicie, zobaczyć na YouTubie, jak ktoś to robi wcześniej, nauczyć się na pamięć i pójdzie.
11349:  To było najdalej Foxy Gwyn, jak dotarłem.
11351:  Pierwszy raz zobaczyłem te ataki.
11360:  Masakra absolutna.
11361:  To nie jest, Piotrze, pierwszy raz, kiedy tutaj podchodzę.
11366:  To nie jest pierwszy raz.
11368:  To jest któryś raz.
11374:  Nie bardzo tutaj jest sens jakiegokolwiek progresu, bo... No właśnie.
11382:  Potem będę ginął na najprostszych sekwencjach zawsze.
11402:  Jak ta próba nie pójdzie, a chyba nie pójdzie, to idziemy do Grima.
11421:  Się nauczyłem.
11425:  Się nie przestał spawnować tak, żebym nie był w stanie nic zrobić.
11441:  Fajnie, że on może atakować diagonalnie, a ja nie.
11461:  Ja wiem, że na końcu każdej próby jest boss.
11464:  Bez Dream Shielda nie zrobiłbym niektórych bossów.
11477:  Nie wiem czym jest Dream Shield.
11482:  Dwa razy naprawdę podwójny atak.
11495:  Ja mam wrażenie, że te pająki naprawdę tutaj pomagają.
11501:  Wbrew pozorom.
11509:  Dobrze.
11511:  Mamy to.
11516:  Czy... Nie uważacie, że trzy etapy z pająkami to jest troszeczkę za dużo?
11520:  To znaczy, że to jest nudne?
11525:  Może to jest po to, żeby się leczyć tutaj, ale to jest trochę bez sensu, gdyby na przykład po tej sekwencji był etap z pająkami, to byłoby super.
11545:  Nie mam ataku diagonalnego do góry.
11548:  Nie istnieje taki.
11561:  To by dużo ułatwiło, gdyby był.
11565:  Co teraz, co teraz, co teraz, co teraz?
11568:  A teraz to, okej.
11569:  Jezus, naprawdę.
11581:  Najzabawniejsze jest to, że jego ten atak mój... Bardzo zła próba.
11616:  Niby najpotężniejszy atak w grze, a jakimś cudem ich nie zabił.
11629:  Kinga Cikora, dziękuję za tą grę wspierających najserdeczniej i we Brave Minion petycja o atak diagonalny do góry.
11635:  No tak!
11636:  Wow.
11659:  Ostatnio poszedł nawet dobrze.
11664:  Dobra, gdzie on się pojawi teraz?
11665:  Pytanie.
11668:  W najgorszym możliwym momencie.
11690:  Jest.
11691:  Fuck!
11719:  Pan Niekończący się Hitbox widzę.
11723:  Pan Niekończący się Hitbox bardzo lubi korzystać z Niekończącego się Hitboxa.
11750:  Dobra.
11763:  Ile razy?
11769:  Dobrze.
11770:  Zdołamy zregenerować większość zdrowia.
11787:  Good.
11790:  Teraz musimy być możliwie najwyżej.
11821:  Może Festival Contact Damage, Festival Contact Damage.
11834:  Nie, poddaję się.
11835:  Poddaję się.
11840:  Dobrze, co trzeba zrobić, co trzeba zrobić, żeby był Grim?
11850:  To jest jakaś masakra, to koloseum.
11857:  Nie do zniesienia to jest.
11858:  Nie do zniesienia jest to, jak bardzo to jest zrandomizowane.
11862:  A, trzeba założyć charm.
11863:  Już wiem, dlaczego nie chciałem robić questu Grima.
11867:  Dobra.
11869:  Który to będzie?
11871:  Możemy wyeliminować pajączki, przynajmniej tyle.
11873:  Założ... On zajmuje pięć slotów.
11876:  Jezus, zajmuje dwa sloty.
11877:  Nie wierzę.
11879:  Ja nie wierzę.
11882:  Okej.
11883:  Gdzie są?
11883:  Okej.
11901:  Wspomniałem sobie, dlaczego nienawidzę Grima.
11903:  Znaczy, osoba, która zaprojektowała, że Grim zajmuje dwa sloty, powinna się smażyć w piekle.
11909:  Nie, nie żartuję.
11911:  Po prostu powinna się smażyć w piekle, bo jest kretynem, jest to klinicznie stwierdzony kretynizm.
11919:  Melemu!
11920:  Dzięki za wsparcie Jerzu z Ellenwaldu 18 miesięcy!
11927:  Dobrze.
11934:  Okej, tutaj zostawiamy sobie ten Dream Gate, absolutnie.
11938:  Krzysztof musi wyłączyć klimat, bo znowu zachoruję.
11957:  Nigdy nie skończymy tego Hollow Knighta.
11960:  Nigdy.
11960:  Najgorsze jest to, że przez to zajmuje się dwa sloty na walkę.
11963:  No to by... Umarłby ktoś, gdyby ten charm, który jest tylko questowy, był taki sam jak Voidheart?
11970:  To znaczy nic nie zajmował?
11972:  Umarłby.
11972:  Otóż umarłby.
11974:  Umarłby!
11980:  Ja może zrobię tak.
11988:  Ups.
11991:  Gdzie ja jestem?
11993:  Zresztą ja nie myślałem, żeby ustawić klimat cieplej.
11996:  Myślałem, ale to niestety nie działa.
12001:  Nie działa tak jak powinno.
12002:  Jest na 24 stopnia i tak zaczęło chłodzić w którymś momencie.
12007:  Żeby wszystko działało tak jak powinno, to byłoby cudownie.
12010:  Gdzie jest ten cholerny ul?
12014:  Dobrze, jesteśmy już w miarę blisko.
12019:  Cały czas w dół.
12022:  Przy okazji sobie odblokujemy ten Pantheon.
12023:  Nie wiem co się stało, ktoś nas chciał zaatakować chyba.
12028:  Zabawne.
12033:  Hollow Knight jest niesamowicie precyzyjny.
12035:  Precyzja jest niewiarygodna wręcz.
12041:  Powodzenia dla Asi.
12043:  Już sprawdzam dlaczego.
12045:  Asia pisze, że boi się pójść do CCC, żeby złożyć CV.
12050:  Nie, musi pójść do CCC, żeby złożyć CV, a boi się tam wejść i z nimi rozmawiać.
12057:  Pocieszę cię, że pewnie i tak będziesz rozmawiać z jakimś jednym menadżerem.
12061:  Nie ma tak, że będziesz rozmawiać z jakąś stertoludzi.
12064:  Więc na spokojnie.
12067:  Ale rozumiem cię dobrze.
12072:  No i tak to powinno wyglądać, tak?
12075:  Że tak szybko pokonujemy wrogów.
12078:  Jezus, jak tam zejść?
12082:  Proszę, jak tam zejść?
12086:  Jezus, jak tam zejść? !
12108:  Wracamy do bicia arystokratów, to mi się podoba.
12113:  Grima już raz pokonałem!
12116:  Teraz pokonujemy jego wersję dreamową.
12119:  Dream of Grim.
12123:  Chlup.
12127:  Dobrze.
12128:  Czy ja idę we właściwą stronę?
12130:  Kinda.
12133:  Nie.
12135:  Jezus, jak tam zejść?
12138:  Tutaj gdzieś było to zejście do Royal Waterways przecież.
12142:  Jest jeszcze quest z kwiatkiem?
12144:  Nie, to odmawiam.
12160:  Czy pokonałem Dunk Defender'a?
12162:  Tak.
12162:  Udało się.
12165:  Mamy jego drugą wersję.
12167:  Dobrze, chyba to jest tędy.
12168:  Gdzie jest pieniądze z banku?
12171:  Odebrałem.
12174:  Gdyby nie to, to bym nie mógł tego talizmanu roz... Dobrze, jesteśmy bl... Nie dotarliśmy tam, gdzie chciałem, ale dotarliśmy tam, gdzie chciałem.
12182:  Nie, czy ja spadam we właściwym kierunku?
12188:  Tak.
12194:  Nie.
12200:  Odebrałem, odebrałem, okazuje mi się, że to off-stream.
12204:  Bo uznałem, że to będzie tak ekstremalnie nudne, że zrobię to off-stream.
12208:  Bardzo się cieszę, że było ekstremalnie nudne.
12211:  Nie macie wrażenia, że to jest tutaj ten ogienek?
12213:  Chyba tak.
12215:  O tak, to zdecydowanie wygląda na miejsce, w którym jest ten ogienek.
12224:  To ja tutaj będę walczył.
12226:  Może tutaj będę z tobą walczył, co?
12228:  On zadaje obrażenia za dwa?
12231:  On zadaje obrażenia za dwa.
12232:  O, cudownie.
12250:  Ale irytujący dźwięk z tymi obrażeniami za dwa jest.
12254:  Jezus Maria, gościu!
12265:  Rany Bosk.
12284:  Dobrze, zapomniałem, że ja muszę zawsze, ale to zawsze, cholernej, pieprzonej, pierniczonej ławeczki, bo nie istnieją checkpointy.
12294:  Ja zapominam o tym, to nie jest... Mnie to męczy, tak szczerze, mnie to naprawdę męczy.
12299:  Męczy mnie to, że ja muszę nieustannie o wszystkim pamiętać, strasznie mnie to męczy.
12304:  Mi nie zdajecie sprawę z tego, jeżeli macie dobrą pamięć, nie zdajecie sobie sprawę z tego, jakie wasze życie jest proste.
12310:  To jest coś, za co ja bym dał bardzo duże pieniądze, żeby mieć wreszcie święty spokój z zapamiętywaniem.
12317:  Więc tu nieustannie, a to jest też tak upierdliwe przejście tu jest, że to się w głowie nie mieści.
12324:  No i no i znowu.
12331:  No nie!
12344:  Zegarmistrzowska precyzja.
12345:  Zegarmistrzowska precyzja.
12348:  Zegarmistrzowska precyzja.
12354:  Nie no, po prostu... horror.
12361:  Tędy nie.
12364:  Pan mi na szybę.
12365:  Nic nie da, muszę tędy przejść znowu.
12375:  Dobrze, gdzie teraz?
12380:  Chyba Ancient Basin?
12382:  Mi się wydaje.
12385:  Jest w każdym składzie łatwiejszy niż się wydaje.
12387:  Nic nie jest łatwiejsze dla mnie.
12389:  Dla mnie rzeczy, które są dla ludzi łatwe, są ekstremalnie trudne.
12392:  I odwrotnie.
12393:  Rzeczy, które są ekstremalnie dla ludzi łatwe, dla mnie są ekstremalnie trudne.
12397:  Gdzie jest tutaj ławeczka?
12399:  Aha, bo tutaj nie ma żadnej ławeczki po drodze.
12401:  No tak, oczywiście.
12406:  Quest z kwiatkiem można zchizować.
12408:  Jak?
12410:  Jak?
12418:  Quest z kwiatkiem, dodatkowa maska.
12419:  Okej.
12440:  Nie można cisować kwiatka.
12441:  Aha, okej.
12443:  Tu jest ławeczka, moi drodzy.
12444:  Nie, nie, ławeczka była w Kolosseum, ale tutaj jest kolejna, bo zakładamy wspaniałomyślnie, że za pierwszym razem mi się nie uda poradzić z tym nowym przeciwnikiem, który się teraz nagle pojawił.
12457:  Aha, czyścisz sobie mapę z potworów bez siadania na ławce.
12461:  Mhm, czyli to co... Czyli to co mi nie zawsze wychodzi, znaczy nie jest tak czasem, że jak się czyści mapę i przejdzie się do innej lokacji, to potwory się z powrotem spawnują, bo wydaje mi się, że właśnie tak jest.
12473:  Skutkiem czego cheese nie działa.
12475:  Mhm.
12480:  Ja wiem, że ja nie pamiętam wielu rzeczy w tej grze, ale nie jest aż tak źle.
12484:  A, nie wszystkie.
12485:  No dobrze, ale większość.
12493:  Dobra, co teraz?
12498:  Tu, tu.
12502:  I tu.
12505:  Dobra.
12512:  Jacku, dziękuję Ci za trybut.
12513:  Zdane uprawnienie budowlane do projektowania i kierowania robotami.
12519:  Specjalność sanitarna.
12521:  I to jest wiadomość.
12523:  Gratulacje najserdeczniejsze.
12529:  Tutaj gdzieś jest jakiś przeciwnik, gdzie mógłbym sobie przyfarmić, czy nie?
12533:  Czy jest tak jak zawsze?
12535:  Nie, przeciwnicy są wtedy, kiedy nie są potrzebni.
12538:  Ale kogoś tam widziałem po drodze, może będzie.
12542:  Chuj?
12543:  Nie.
12543:  Nie bardzo.
12546:  Ustaw gate point.
12551:  No bo ustawiony przy koloseum.
12560:  I szczerze wam powiem, że mi się nie chce wracać do koloseum, bo tam jest jeszcze gorsza droga niż tutaj.
12586:  Trudność walki z nim polega na tym, że on szarżuje spoza ekranu.
12610:  Na niego, Shadow Dash Więc fajnie, fajnie, fajnie, że nie działa Shadow Dash Shadow Dash działa w taki sposób, że się w niego wpieprzamy po prostu O mój Boże A ja zużyłem Shadow Dash, czyli Shadow Dash na niego działa, okej, przynajmniej tyle
12638:  Ale to jest kolejna rzecz tak swoją drogą, która jest bardzo upierdliwa, to znaczy ten brak sensownych checkpointów, bo jak widać ja wyłącznie z tego względu, że mi się nie chce wracać do cholernego Colosseum, nie robiłem tam tego Dream Gate'a, prawda?
12656:  Tylko dlatego.
12660:  Dobra.
12664:  Jak pójdziesz w lewo dalej w dół tramwaju, to nie rozumiem nadal twojej instrukcji.
12668:  Gdzie będę mieć bliżej ławeczkę?
12670:  Tutaj?
12671:  Nie jest bliżej.
12673:  Nie wydaje mi się, żeby to było bliżej.
12675:  Trzeba iść do góry.
12676:  A tutaj cały czas spadamy w dół.
12677:  Jak ja idę do góry, to się gubię wtedy bardziej.
12683:  Nine souls nie widziałem, Martin, nie widziałem.
12691:  Uff.
12698:  Dobra Dobrze No chodź, i teraz nie mam w ogóle many No doskonale po prostu
12723:  Teraz próbujmy tutaj... Nie, nie działa Shadow Dash na niego.
12728:  Nie działa Shadow Dash na niego w ogóle.
12734:  Nie, no litości.
12742:  Czemu są wprowadzane mechaniki, które potem nie działają, no?
12746:  Po co coś takiego?
12750:  No nie działa!
12756:  Błyzi w jego hitboxie na końcu.
12760:  Właśnie to mam na myśli, mówiąc o braku precyzji.
12764:  To jest chyba logiczne, że jeżeli używam Shadow Dash'a przed przeciwnikiem, to nie po to, żeby w nim wylądować, tak?
12770:  To jest logiczne.
12798:  Co to znaczy mieć precyzję?
12801:  Na czym polega mieć precyzję?
12803:  Może ja wam to narysuję, co?
12805:  Może ja wam to narysuję.
12808:  Okej.
12809:  Bo chyba czasę jedną rzecz wyjaśni, co do precyzji.
12815:  Będzie tradycyjny Paint.
12819:  Czy jest tryb ciemny w Paint'cie tak swoją drogą?
12821:  Fajnie by było, gdyby dało się to jakoś łatwo zrobić, ale oczywiście się nie da tego łatwo zrobić.
12828:  Dobrze.
12829:  Więc rozrzucujemy sobie precyzję.
12833:  Przeciwnik.
12836:  Tu się przeciwnik kończy, tu się przeciwnik zaczyna.
12841:  Precyzja polega na tym, że wiem, że tu się przeciwnik kończy, tu się zaczyna.
12846:  Czyli tutaj startuję z atakiem, a tutaj kończę z dashem.
12850:  Precyzja.
12851:  Jest jeden kuźwa problem.
12853:  Kiedy przeciwnik jest tutaj, a jego hitbox jest taki...
12859:  Wtedy precyzja przestaje mieć sens jako rzeczownik, ponieważ to nie jest już precyzja, tylko to jest pamięć, że ten przeciwnik kończy się tutaj, a nie tutaj.
12877:  To mam na myśli, mówiąc o precyzji.
12879:  Jeżeli jest precyzja, to hitbox się kończy precyzyjnie tam, gdzie kończy się sylwetka przeciwnika.
12884:  Tak nigdy nie jest.
12888:  To jest wtedy precyzja.
12890:  Alternatywnie robimy system jak w Sekiro, że jest parowanie i parowanie działa bardzo wspaniałomyślnie w stosunku do gracza.
12905:  Wtedy mogę być precyzyjny, chętnie.
12910:  Będziesz zrobić NF z tego rysunku, prawda?
12912:  To jest przepiękne NFT.
12918:  Tak, precyzja w nieprzewidywalne warunki.
12920:  Dokładnie, dokładnie.
12921:  Michał Pęksa jest Janem Nikołajem Szyk, który z Kawkoły wraca do wspierającej dzięki Michałowi.
12925:  Niuch.
12926:  Dziękuję najserdeczniej.
12928:  Czy możecie się pamiętać Hitboxa od przedmiotu widzenia ich?
12933:  Nie widzisz ich!
12936:  Jak masz zapamiętać coś, co jest niewidoczne?
12940:  To jest dokładnie ta dyskusja, którą zawsze miałem przy okazji z Dark Souls.
12945:  Jeżeli jest płyta chodnikowa przed twoim blokiem i za każdym razem wyjebujesz się na tej płycie chodnikowej, ale następnie zapamiętasz sobie, żeby ją przeskoczyć, to nie mówisz, nie, nie, nie, no to nie zgłaszamy problemu do zarządu, dróg miejskich, wszystko jest w porządku, ja się nauczyłem, że tam jest pęknięcie.
12965:  Nie!
12966:  Naprawiasz, jak jesteś normalnym człowiekiem, pęknięcie, żeby go tam nie było!
12970:  To, że ludzie są w stanie się nauczyć najdurniejszych rzeczy nawet, nie oznacza, że te rzeczy przestają być durne!
12984:  Jesus Christ!
12993:  Czy ja jestem w stanie go raz chociaż sięgnąć?
13001:  Raz.
13002:  Ja się nie dziwię, że tutaj są dwie maski za ten quest.
13021:  Jezu Chryste.
13026:  Długość ataków to też są hitboxy, tylko nasze.
13034:  Mam wrażenie, że tutaj nie da rady inaczej z tym questem, tylko będzie trzeba postawić Dream Gate.
13039:  Czarm miodowy?
13040:  Zadaje obrażenia razy dwa, no więc wiesz, to se możemy dawać czarm miodowy.
13045:  Wtedy ja mu będę zadawał jeszcze mniej obrażeń niż zadaje w tej chwili.
13054:  Jest hitbox on Nemo, który pokazuje tylko sylwetki hitboxów bez postaci.
13058:  Tak, widziałem go!
13060:  Widziałem, jest nieprawdopodobnie, to dopiero uświadamia, możemy to zobaczyć swego drogo, to dopiero uświadamia, jak bardzo absurdalne jest twierdzenie, że trzeba zapamiętać jakikolwiek atak.
13089:  Wiesz, unikałem jego ataków.
13092:  Bo zasadniczo on jest potężniejszy ode mnie.
13096:  Więc to nie była kwestia tego, że po prostu miałem taki fetysz, żeby biegać.
13100:  I jeżeli chodzi o znalezienie płaskiego terenu, to na nim walczyliśmy.
13104:  Czy zrobiłeś sobie Unbreakable Strength?
13106:  Tak.
13106:  Nic nie dał.
13108:  Dobrze, teraz sobie muszę przypomnieć, jakim sposobem się postawiało Dreamgate.
13117:  Chyba tak, więc już przepadło ułożenie do koloseum łatwiejsze.
13130:  A może w tę stronę?
13143:  Mieliście płaski teren, jeden... A!
13147:  To jest jedna z tych... nie samonaprowadzających rzeczy, które są samonaprowadzające.
13157:  Okej, w porządku.
13170:  Taki raz na 10 sekund, a przez resztę sekund jest nieobecny.
13183:  W jaki sposób miałem go zaatakować teraz, jak jest raz na 10 sekund?
13186:  Gdzie on niby jest?
13188:  Co to jest?
13190:  Raz na 10 sekund, tak?
13191:  Dobrze.
13192:  Raz.
13193:  Będę liczył.
13195:  Raz.
13197:  To jest jeden atak, tak?
13198:  Raz.
13199:  Dwa.
13200:  Dwie sekundy.
13202:  To tak a propos braku precyzji.
13207:  Udało mi się go zaatakować fizycznie raz w tym momencie.
13221:  Ja wiem, że się wpierniczyłem w wynurzającym się z niego postrzewskim.
13225:  Ja to wiem, kolra, niech wycisza trybut.
13227:  Ja to wiem.
13243:  Dobra.
13259:  Bo po dwóch sekundach.
13262:  A takie są co dwie sekundy.
13264:  Nie są co dziesięć sekund.
13268:  Następne dwie sekundy.
13271:  Aha, to jeszcze ma świetny taki powidok No dobrze, wreszcie Udało się
13302:  Udało się.
13307:  Jaki głupi take mam, złodziej uliczny?
13309:  Powiedz mi, czy mój głupi take jest taki, że ktoś pisze na czacie, że atak jest co 10 sekund, po czym atak jest co 2 sekundy?
13316:  Któryż to był głupi take?
13317:  Bo wiesz, jeżeli wypowiadasz się, że jakiś take jest głupi, to podajesz przykład wtedy.
13321:  Jak nie podajesz przykładu, to się narażasz na mój gniew.
13325:  A nie chcesz się narażać na mój gniew.
13328:  Ponieważ jak ja jestem rozgniewany, a nie złośliwy, to się robię wtedy wredny, a nie niemiły.
13332:  Więc oczekuję, że napiszesz mi na czacie niniejszym, jaki to był głupi take konkretnie, ponieważ ja mógłbym powiedzieć na przykład, że nie to graj się, jak byś głupia, a ja tymczasem zadaję sobie trud, żeby wskazać za każdym razem...
13345:  co można byłoby konkretnie zmienić, żeby, nie wiem, był sensowniejszy telegraf, żeby na przykład było to bardziej wygodne z perspektywy gracza, bo to nie jest kwestia skillu, że nie, nie wiem, nie możesz się teleportować w jakieś miejsce, to nie jest kwestia skillu, że nie możesz czegoś znaleźć na mapie, która wygląda jak dokładnie mój rysunek w Paint'cie w tym miejscu, to nie jest kwestia skillu, to jest kwestia wygody.
13369:  Więc czekam bardzo intensywnie tutaj, będę wyłapywał Twoje jakże światłe komentarze na czacie i chętnie przeczytam, jakież to były głupie take'i z konkretnymi przykładami.
13379:  I bardzo chętnie następnie zrepostuję każdy z nich.
13386:  Wkurwia mnie nieprawdopodobnie, że niektórzy gracze są skłonni do tego, żeby na ołtarzu, nie wiem, na ołtarzu, muszę cofnąć się do ławeczki, na ołtarzu obrony przegranej sprawy,
13399:  Zamiast, żeby po prostu zaakceptować fakt, że można mieć jakieś uwagi krytyczne do gry, całkowicie w ciemno iść w to, że każda gra jest idealna, że wyłącznie kwestią precyzji jest to, żeby się jej nauczyć.
13413:  Jeżeli ktoś, nie wiem, z czymś sobie nie radzi, to na pewno jest to jego wina.
13417:  Nigdy to nie jest wina dewelopera.
13418:  To jest nieprawdopodobne dla mnie.
13420:  Powtarza się to za każdym razem, wyjąwszy jeden typ gry.
13424:  To znaczy Warhammera Total War.
13426:  Czyli gry, w której akurat jestem dobry.
13428:  Tam akurat nie ma takich take'ów.
13430:  Kiedy mówię, że tu jest źle jedna rzecz, tutaj można byłoby coś zrobić nie tak, albo to jest nie w porządku.
13435:  Nie, tam nie ma, tam nie ma problemu.
13439:  Do czasu.
13439:  Wiecie do jakiego czasu?
13441:  Kiedy znajdzie się jedna osoba, która gra w multiplayerze i która używa konnicy i będzie mi tłumaczyć na czacie, że nie, to jest bardzo dobrze, po prostu trzeba się nauczyć walczyć konnicą.
13450:  To nie jest kwestia taka, że Creative Assembly po uwagach graczy do ruchu konnicy zwiększyła masę modeli jednostek, ponieważ konnica nie działała tak jak powinna i wwaliła w flankę przeciwnika
13465:  i ginęła na tej flance, zamiast żeby działała tak, jak konnica działa, to znaczy, jeżeli konnica walnie we flankę łuczników, to łuczników nie ma.
13471:  Potem zostało to zmienione.
13472:  Myślicie, czy ta osoba, która polemizowała ze mną, powiedziała, Krzysztof, sorry, miałeś rację.
13479:  Nie.
13488:  Dramat.
13495:  Czekam cały czas, złodziej uliczny.
13496:  Napisałeś, hitboxy są podobne do obrazka w grze.
13499:  Okej.
13500:  Hitboxy są podobne do obrazka w grze.
13502:  Dobrze.
13512:  To teraz jedziemy.
13513:  Hitboxy są podobne do obrazka w grze.
13521:  Czy ja mogę dostać Hollow Knighta?
