Szkoły łamią prawo?! TO NIEMOŻLIWE! 😱 | Dla każdego coś przykrego #43
🔗 https://www.youtube.com/watch?v=CEqkCMUCqnc

0:  Oczywiście, że w edukacji są różnego rodzaju problemy, ale to są wyjątki.
3185:  Nigdy jedna trzecia nie udostępnia prac pisemnych.
3187:  Wiecie, można sfałszować.
3190:  Bo jest zawsze w Polsce domniemanie winy.
3193:  A nie, przepraszam, jest domniemanie niewinności, musiałem sobie coś pomylić.
3196:  Za dużo pryszniców, za dużo sekwoi.
3199:  Nauczyciele stosują również karne kartkówki albo biorą do odpowiedzi niegrzecznych uczniów.
3203:  Czasami, zawsze, zazwyczaj.
3205:  Jak zawsze w tym badaniu będzie to bliska wartość 60%.
3210:  Tak samo ocenianie estetyki zeszytu.
3212:  Już w ogóle pominam, co to jest za kretynizm, jesteśmy w XXI wieku.
3217:  Wszyscy piszą na komputerze albo na klawiaturze telefon, wszyscy, jasne, pielęgnujmy sztukę kaligraficzną, bo już widzę ten komentarz.
3226:  Tak, oczywiście, świetnie, jeżeli ktoś jest podjarany, niech kaligrafuje, to jest wspaniała sztuka, uwielbiam kaligrafię.
3233:  Ale nie jest to coś, co się przydaje w życiu wszystkim w tym momencie, a przypominam, że mówimy o większości, mówimy o nauczaniu powszechnym.
3241:  Ja ostatnim razem pisałem ręcznie 12 lat temu, no naprawdę, a pracuję w zawodzie, który jest, no nazwijmy to umysłowy, tak, pracuję umysłowo, więc teoretycznie powinienem, nie, nie muszę.
3253:  Nie używam tego, nie nanoszę poprawek także na pracach, nie jestem wariatem ręcznie, tylko po prostu w trybie śledzenia zmian w Wordzie, no na miły bug nie mam zielonego pojęcia, dlaczego wciąż tego rodzaju rzeczy jak sprawdzanie estetyki...
3269:  Zeszytów się liczy, ale co ja mówię i dlaczego ja w ogóle zapominam o takich kwestiach, skoro dostałem sam na studiach najlepszej uczelni w tym kwadrancie wszechświata, wybitnej, przesławnej Wszechnicy Jagiellońskiej.
3285:  ocenę obniżoną za to, że napisałem nieestetycznie egzamin z literatury, z romantyzmu, w którym mieliśmy półtorej godziny na to, żeby opisać romantyzm wszędzie.
3298:  To znaczy nie w Polsce, ale w Rosji, w Anglii, we Francji, we Włoszech, w Hiszpanii i w Polsce.
3305:  I na to było półtorej godziny.
3308:  I napisałem to jakimś cudem, nie wiem jak, do dzisiaj.
3311:  Ale napisałem niestarannie.
3314:  Jest to stałą ocenę obniżoną na studiach.
3319:  To nie jest już w tym momencie dowód anegdotyczny, tylko jest kolejny dowodzik do koszyczka dowodów, które mamy w tym raporcie.
3326:  I tutaj ważna rzecz.
3327:  Kwestia oceniania próbnych egzaminów matur, egzaminu ósmoklasisty jest problematyczna z tego względu, że poza oficjalnymi próbnymi egzaminami taką formę przybierają zwykle kartkówki lub sprawdziany.
3336:  Trudno wyznaczyć linię demarkacyjną między tym, co jest próbnym egzaminem, a tym, co stanowi zwykłą formą oceniania.
3341:  Co z tego wynika?
3341:  Okazuje się, że co trzeci respondent, 34%, spotkał się z ocenianiem próbnych egzaminów czy testów diagnostycznych, a nigdy z taką sytuacją do czynienia nie miał 20%.
3349:  Nie powinno do takich sytuacji dochodzić.
3351:  Zresztą są zalecenia ministerstwa i kuratorium, już wiele razy formułowane, że nie wolno wpisywać oceny cząstkowej z próbnej matury czy z próbnego egzaminu ósmoklasisty.
3361:  I jeszcze było drugie pytanie dotyczące oceniania, to znaczy oceny niesprawiedliwe.
3365:  Ja nie wiem w ogóle, moi drodzy.
3367:  Umówmy się co do jednej kwestii.
3370:  Ja wiem, my się tutaj śmiejemy, mam nadzieję, że pijecie sobie coś dobrego, że jecie sobie coś smacznego, ale pójdźmy jeszcze z momentu poważnie.
3379:  Jest rzeczą fizycznie niemożliwą, żeby w systemie, w którym wystawia się obiektywne oceny i wylicza się arytmetyczną średnią, ktokolwiek był oceniany niesprawiedliwie.
3390:  No umówmy się, że to jest niemożliwe.
3393:  W ten sposób wyeliminowaliśmy nepotyzm, wyeliminowaliśmy stronniczość.
3397:  Nikt nie ocenia w sposób subiektywny.
3400:  Oceny są całkowicie i stuprocentowo obiektywne, wyrażone numerem.
3404:  Mhm.
3410:  Tak, więc wystawianie oceny wyższej i niższej również jest problematyczne, jak widać.
3415:  Zachowanie też nie powinno mieć wpływ.
3416:  O, ocena zależy od tego, czy nauczyciel lubi.
3418:  Nie, no mylą się.
3419:  To są, wiecie, to są jakieś atrapy, a nie prawnicy i naukowcy.
3423:  Oni się nie znają na tym kompletnie.
3424:  To jest niemożliwe.
3426:  Jeżeli wystawiacie numer,
3428:  to nie będzie tak, że kogoś lubicie, to wystawicie mu wyższy numer.
3431:  No da, absolutnie nie, no skąd?
3433:  Następnie, niezależnie od tego, jak się będą starać oceniać o to samo, to się bardzo często zdarza, ponieważ ludzie nie widzą progresu w ramach ocen numerycznych, nie widać progresu.
3442:  To znaczy, jaki jest progres, jeżeli dostajecie serię ocen numerycznych?
3446:  Może miałem powiedzieć cztery i pół po uniwersytecku.
3449:  4+, 5-, 5, 5, 5-, 4+, 3-, 4+, 5+, 6.
3458:  Co się stało po drodze?
3460:  Czy wiecie, co wiecie więcej?
3462:  Nie, po tygodniu od kolejnej oceny cząstkowej już zapominacie, co ona weryfikowała.
3467:  Tyle w temacie, jeżeli chodzi o to, w jaki sposób oceny numeryczne sprawozdają nam z postępów w naszym ocenianiu, bo tak wszystko jest łatwo, jeżeli sobie damy taki piękny wykresik tendencyjny, że o, na początku były jedneczki, a teraz są piąteczki, to jest postęp!
3484:  Albo w drugą stronę możemy też taki wykresik namalować, że na początku były szósteczki,
3489:  tylko równie puchyła.
3491:  Tylko problemik się zaczyna wtedy, jak mamy do czynienia z tym, czym mamy zwykle do czynienia w edukacji, czyli sytuacjami niejednoznacznymi, indywidualnymi.
3499:  No bardzo mi przykro.
3500:  I takich jest więcej.
3502:  Ponieważ krzywa Gaussa...
3506:  Nauczycieli nie interesuje więc postęp, jaki czynią ludzie.
3509:  Niektórzy uczniowie też są oceniani łagodniej, bo są sympatii, antypatii i tak dalej.
3513:  Następnie liczba zadań domowych i sprawdzianów pozwala na wygospodarowanie przez uczniów czasu na odpoczynek.
3518:  Dobrze wiecie doskonale zresztą jak to wygląda, bo ja to wiem z waszych historii, to znaczy...
3523:  Osiem do dziesięciu godzin w szkole, potem sześć godzin zadań domowych, jedzenie, spanko trzy godziny i wstajemy na czwartą na autobus, więc absolutnie jest ten czas na odpoczynek.
3532:  No i złe ułożenie planu zajęć.
3534:  Tutaj absolutnie, jeżeli chodzi o wszelkiego rodzaju wypowiedzi, to one będą po stronie najwyższej tego krańca spektrum.
3541:  Wszyscy będą mówili, że się zgadzają, nie zgadzają.
3546:  Ekstremalna mniejszość twierdzi, że to nie jest problem.
3550:  Być może w sytuacjach, które są bardziej miękkie, jak np.
3554:  to niezależnie od tego, jak się będziesz starał, będziesz oceniany tak samo, no tutaj się to oczywiście będzie rozkładało zupełnie inaczej, bo to jest bardzo subiektywna ocena i subiektywne pytanie.
3563:  Tak samo, jeżeli chodzi o ocenianie łagodne, ale tutaj się okazuje, że ludzie bardzo dobrze rozpoznają to, że hierarchie wpływają na to, że rzeczywiście są w jakiś sposób dzieleni, powstaje taka stratyfikacja społeczna, czyli podział tego mikrospołeczeństwa, o którym jest społeczność szkolna.
3577:  Moja ulubiona historia.
3579:  W nauczaniu indywidualnym moja nauczycielka z biologii wymagała potwierdzenia rodzica, że nie zamierza w przyszłym roku zdawać matury z jej przedmiotu.
3584:  Domyślacie się, o co chodzi.
3585:  To oczywiście chodzi o to, żebyśmy w rankingu wypadli, więc żeby taki
3590:  Brudny uczeń, który ma za mało punkcików z matury, nie brudził nam, nie kalał nam rankingu.
3598:  Perspektyw, za pochyda te perspektywy.
3601:  Wiem kiedyś film o tym studia bez perspektyw i chodziło właśnie o to, że to mają być studia bez fundacji perspektywy, która bruździ w polskim nauczaniu w sposób okropny i jest monopolistyczna.
3612:  Jeżeli chodzi o liczbę zadań domowych, które pozwalają na wykospodarowanie czasu na odpoczynek, chyba nie macie wątpliwości, że coś takiego jest absolutną fikcją.
3620:  Nie ma czegoś takiego jak czas na odpoczynek.
3622:  Tak samo jeżeli chodzi o ułożenie w lano zajęć itd.
3625:  Więc moi drodzy, ten raport generalnie miażdży wszystkie argumenty,
3631:  kiedykolwiek wysuwane przez ludzi mających z edukacją tyle wspólnego, że ją kiedyś mieli, że w szkołach jest wszystko w porządku i że te problemy, które ja na przykład nagłaśniam, ale nie tylko ja, bo także Mikołaja Marcela, którego często gościmy na kanale Dopaminalab, czy, spoiler alert, Szkoła Bez Ocen, w zależności od tego, kiedy wyjdzie ten film, to albo już wiecie, że ten live był, albo dopiero będzie,
3653:  to wszyscy ci ludzie działają od jakiegoś czasu już na rzecz tego, żeby uświadamiać, że to absolutnie nie jest tak, że mamy do czynienia z jakimś mikrym procentem, tylko że to jest w większość przypadków.
3664:  Potem przychodzą do tego świadectwa samych uczniów i ich historie, nie bez powodu na rozmowach, które mamy na kanale, gdzie nawiasem mówiąc przedstawiamy różnego rodzaju rozwiązania, nie jest tak, że Krzysztof tylko krytykuje.
3676:  to tam też takie historie właśnie można przeczytać bezpośrednio, no tylko, że wiecie, trzeba w to kliknąć, a nie czekać, aż algorytm podrzuci nas srebrnej tacy, bo nas szkoła nauczyła, że bierzemy tylko to, co nam się da, a sami nie szukamy, nie?
3690:  Ale oczywiście można powiedzieć, że Krzysztof tylko krytykuje.
3693:  No i wreszcie te kwestie różne, które też wiele razy memicznie przywoływałem, brak podstawowych artykułów higieny intymnej, czy higienicznej higieny intymnej, to nawet nie wspomnę.
3707:  Jest oczywistością w polskich szkołach, zasadnicą, no jeżeli mówimy o trzech czwartych, no to umówmy się, to jest już w tym momencie łamanie praw człowieka.
3714:  i naruszanie godności ludzkiej.
3716:  Jeżeli ktoś nie może się podetrzeć, jak się wysra, to jest to chore.
3720:  Jeżeli ktoś nie może umyć rąk, to jest to chore.
3722:  I mówimy o sytuacji po-covidowej, przypominam.
3727:  No i ten wgląd na terenie szkoły i inne tego rodzaju sytuacje, już nie chcę was zanudzać tymi poszczególnymi przypadkami szczegółowymi, chociaż ingerowanie w to, co uczniowie robią poza szkołą i w swoim prywatnym czasie też jest hitowe.
3739:  Przypominam, że w skrajnym przypadku dotyczyło to regulowania zachowań seksualnych uczniów poza szkołą, oczywiście uczniów pełnoletnich, dotyczyło to jednego z liceów krakowskich, o tym kiedyś zrobiłem shorta i była też interwencja Stowarzyszenia Umarłych Statutów w tej sprawie.
3754:  Natomiast najgorsza rzecz, którą chciałem tę analizę raportu dla was zakończyć, to jest zgłaszalność.
3760:  To znaczy 81% uczniów uważa, że ich prawa są naruszane.
3767:  Ale już tylko 50% reaguje.
3771:  A z perspektywy czasu mówi, że no w sumie żałuje, ale tylko 42%.
3776:  Cała reszta...
3779:  Nie jest w stanie określić, jest to im obojętne.
3781:  I myślę, że tu jest ten kłopot główny, który mamy z polską edukacją.
3785:  Ta obojętność, że ludzie w którymś momencie stwierdzają, ok, przetrwam to, pójdę na studia, nie będzie tego.
3793:  Będzie.
3794:  Pójdziesz do pracy, będzie.
3797:  Raz się dałeś, dałaś, dałoś wykorzystać.
3799:  Raz.
3801:  Zawsze będą cię wykorzystywać.
3804:  Jeżeli nie nauczymy się zgłaszać odważnie, bo tak wymaga to odwagi cywilnej, to nigdy nie wyrośnie nam kręgosłup moralny, który jest ciężko złamać.
3813:  Jeżeli nie będziemy bronić siebie asertywnie, to prędzej czy później uwierzymy w to, co nam się mówi, uwierzymy w to, że jesteśmy niewystarczający, uwierzymy w to, że jest coś z nami nie tak, a nie, że jest coś nie tak z tym systemem.
3826:  A jeżeli uwierzycie, że z wami jest coś nie tak, to wtedy wchodzicie już w pułapkę i w spiralę, z której się bardzo ciężko dostać.
3833:  Odpowiedzią wtedy zawsze jest terapia, do której ekstremalnie w takich sytuacjach zachęcam, bo to nie jest normalne, że człowiek nie wierzy w swoją wartość, ale jest to powszechne.
3844:  I fakt, że tak wysoki odsetek uczniów mówi, że nie czuje się dobrze, fakt, że powstają kolejne raporty, teraz akurat się zbiegło z czasem opublikowania raportu Stowarzyszenia Umarłych Statutów, następny raport, który został zatytułowany Młode Głowy i jest raportem zdrowia psychicznego wśród uczniów, polecam bardzo pobranie go i przeanalizowanie.
3868:  I żeby było śmieszniej, ten wskaźnik 80% przy Stowarzyszeniu Umarłych Statutów
3872:  Tu się pojawia też, tylko chodzi o 80% ludzi z problemami psychicznymi.
3878:  Jeżeli ktoś nie widzi korelacji bezpośredniej między jednym a drugim, to znaczy, że jest jedną z trzech małpek z NIPO.
3888:  Więc jeżeli możecie, proszę, niech chociaż ten mój rant na temat raportu coś da, wejdźcie do grupy Stowarzyszenia Umarłych Statutów na fejsie, co prawdopodobnie będzie wymagało od Was założenia tabgonda.
3902:  Jest w niej 50 tysięcy osób.
3904:  Przeczytajcie uczniowski poradnik prawny, jeżeli się uczycie, jeżeli jesteście studentami też, bo żeby było śmiesznie, to są bardzo podobne case'y.
3912:  I wklikajcie się w to wszystko, zobaczcie, czy wiecie, jakie jest polskie prawo, czy znacie polskie prawo, czy znacie swoje prawa.
3921:  Wreszcie, wejdźcie w zakładkę pytania, skorzystajcie z tego, że możecie anonimowo
3926:  zadać pytanie, upewnić się, czy wam się dobrze wydaje, że łamią wasze prawa, żeby nie było też później takiej sytuacji, że dajecie paliwo wszystkim ludziom nieczułym, nieempatycznym i po prostu głupim, bo tylko człowiek głupi nie chce się kształcić, tylko człowiek głupi jest ślepy na problemy innych.
3947:  że sobie wymyślacie, że nie wiecie o czym mówicie i że będziecie rzucać fałszywe oskarżenia, to żeby uniknąć takich pomówień, zadajcie pytanie, upewnijcie się, w tej grupie siedzą prawnicy, siedzą ludzie, którzy się zajmują aktywnie zgłaszaniem tego rodzaju nieprawidłowości, zapytajcie ich i jeżeli się okaże, że jest coś nie tak, stowarzyszenie będzie interweniować.
3970:  Ten raport nie powstał, moi drodzy, po nic.
3972:  On powstał dlatego, żeby udokumentować dla Was to, że ta praca Stowarzyszenia Umarłych Statutów nie poszła na marne.
3978:  Dostaliśmy publikację naukową, która dokumentuje nie tylko stan faktyczny, prawny w polskich szkołach, który jest tragiczny, nie tylko udowadnia, że ludzie, którzy wypowiadali się na temat edukacji, praktycy,
3990:  nie wyssali sobie z palca różnego rodzaju diagnoz, to jeszcze do tego wszystkiego on stanowi dla mnie dowód, że faktycznie stowarzyszenie działa.
3999:  Bo jednak coraz więcej statutów jest dostępnych, coraz więcej ludzi zdaje sobie z tego sprawę, ale to jest wciąż za mało.
4005:  Nie ma, moi drodzy, takiej sytuacji, że sprawę w Polsce zmieni jedna ustawa.
4011:  Nie zmieni sprawy w Polsce debata.
4013:  Przyjąłem zaproszenie do debaty z Małopolską Kurator Oświaty, organizowanej przez Stowarzyszenie Umarłych Statutów, z tą Małopolską Kurator Oświaty.
4023:  Czy myślicie, że w którymkolwiek momencie zostałem obrażony?
4027:  Czy myślicie, że w którymkolwiek momencie padły jakiekolwiek kontrowersyjne tezy, które mógłbym z radością zbijać?
4033:  Nie.
4033:  Bo na tym polegają debaty.
4035:  Debata polega na tym, że przychodzi jedna osoba, wygłasza swoje, przychodzi druga osoba, wygłasza swoje, kiwają sobie główkami, rozchodzą się w swoje strony, zadowoleni, że sobie zrobili PR i następnie wszystko jest tak samo.
4049:  Jeżeli nie będziemy wykorzystywać różnych narzędzi, żeby zgłaszać problemy, to będzie kłopot.
4054:  Rzeczone kuratorium otrzymuje 10% zgłoszeń o patologiach związanych w szkołach.
4060:  Wiecie, kto dostaje 70% i to też wynika z tego raportu?
4064:  Wychowawca.
4065:  Czyli osoba pierwsza zaufania.
4067:  Nie dyrektor nawet, nie rodzice, nie rada rodziców, nie rada... Wychowawca.
4072:  O patologiach, które są łamaniem polskiego prawa, o których należałoby natychmiast poinformować kuratorium, a w niektórych przypadkach prokuraturę.
4079:  Jeżeli jest naruszana np.
4081:  nietykalność cielesna, jeżeli jest podejrzenie molestowania, mobbingu, automatycznie trzeba tego rodzaju sytuacje zgłaszać organom ścigania, bo od tego one są.
4090:  A kuratorium jest od tego, żeby przestrzegać, czy jest w szkołach przestrzegane prawo oświatowe i nie zareaguje rzeczone kuratorium.
4098:  Jeżeli, nie wiem, zostanie po tym poinformowane, więc jeżeli o coś mogę was prosić, bo wiem, że oglądają mnie ludzie, no generalnie Błodzi, ale z różnych sfer edukacji, nazwijmy to, ale każdy z nas ma znajomych, każdy z nas ma członków rodziny, którzy albo jeszcze uczą się, albo mają dzieci, które się uczą, albo po prostu rozmawiają na temat edukacji, bo nie wiem, jakoś weszli na ten temat, gdyż
4122:  Magister Niełuki i Szkodnictwa Wyższego chlapną coś w mediach, więc o, to nagle będziemy rozmawiać o szkolnictwie.
4128:  Błagam, mówcie o tym.
4130:  Macie publikację naukową nie do zbicia, macie argumentację, macie narzędzia, które ułatwiają zgłoszenie tego i...
4138:  Możemy się zacząć bronić, bo jeżeli tego nie będziemy robić oddolnie, nikt za nas tego nie zrobi.
4144:  Wiecie dlaczego?
4146:  Bo bardzo mało osób chce, bardzo mało osób także chce zaryzykować, bardzo mało osób może zaryzykować i jeszcze mniej osób uważa, że to jest w ogóle konieczne, skoro prawie 50% z wszystkich, które nie zgłosiły nigdy patologii szkolnych, jest po prostu na ten stan rzeczy obojętne.
4166:  Ja obojętny nie jestem i może dlatego się wciąż tak wkurwiam.
4169:  Do następnego.
