🔴 Kiedy posłuszeństwo jest złe? (ft. Mikołaj Marcela) | ROZMOWA #3
🔗 https://www.youtube.com/watch?v=jnF68qvleqw
MM (Mikołaj Marcela)
KMM (Krzysztof M. Maj)

5:  S01 - muzyka
5869:  KMM - No i ja oczywiście jako rewolucjonista, oj Krzysztof, bo przyjdzie paka i ojojojojojo i będzie, po czym moje zajęcia są oceniane najlepiej, tak, nagle.
5878:  KMM - Ale ten straszak na ile osób by podziałał?
5881:  KMM - No na mnie nie podziałał, bo ja tak jak Mikołaj jestem rewolucyjny i zawsze starałem się iść pod prąd.
5886:  KMM - Ale ile osób nie pójdzie pod prąd, tak?
5888:  KMM - I ooo!
5889:  KMM - ojej, skontrolują mnie, to ja nie będę wdrażał żadnych innowacji i nie będę eksperymentować, tylko zrobię tak, jak robili to wcześniej.
5898:  MM - No niestety, a z drugiej strony ta historia, którą przeczytałeś, też pokazuje niestety, jaki mamy problem w ogóle z edukacją, że nawet kiedy wchodzimy w takie relacje mentorskie, relacje, które rzeczywiście mogłyby być relacjami, w których możemy się uczyć od siebie nawzajem, gdzie możemy czerpać z wiedzy mistrza, mentora, gdzie ta relacja
5925:  MM - mogłaby być takim momentem, w którym dyskutujemy o tym, jak rozwiązywać problemy, jak czerpać z tego doświadczenia mentora, to bardzo często takie relacje zamieniają się w relacje władzy i w relacje takiego wykorzystania właśnie, nie wiem,
5944:  MM - czyjejś pracy, czy nie wiem, rozkoszowania.
5948:  MM - To jest w ogóle problem z władzą.
5950:  MM - Ja się w ogóle boję władzy i jak tylko mogę, to się zrzekam jakiejkolwiek władzy nad kimkolwiek innym, bo jak zresztą słusznie zauważa psy analiza,
5962:  MM - Władza ma tę tendencję do tego, żeby nas skażać.
5966:  MM - My możemy być bardzo fajnymi ludźmi, ale w momencie, kiedy wchodzimy w struktury władzy i kiedy dostajemy się do hierarchii jakiejś i wchodzimy po tej drabince i nagle nam ktoś mówi, że my możemy właśnie komuś wydać jakieś polecenie albo że my mamy nad kimś jakąś władzę,
5982:  MM - to bardzo często w naszej głowie coś się przestawia.
5988:  MM - Zaczynamy abstrahować od tej pracy interpretacyjnej, która dla mnie jest kluczowa, jeśli chodzi o funkcjonowanie w świecie.
5995:  MM - I zaczynamy dopuszczać się czegoś, czego teoretycznie nie powinniśmy się dopuszczać.
6000:  MM - I myślę, że tutaj ta historia też to pokazuje,
6003:  MM - Jak bardzo to jest niebezpieczne i jak bardzo właśnie okazja do nauki, do czegoś, co mogłoby nas w jakiś sposób rozwinąć, sprawić, że poczulibyśmy się lepszymi ludźmi też pod tym kątem, że mamy większe kompetencje, lepiej rozumiemy, do czego jesteśmy zdolni, możemy użyć tej wiedzy do rozwiązywania jakichś problemów.
6020:  MM - No przecież to jest coś, kiedy czujemy się naprawdę fajnie, jak takie coś otrzymujemy.
6025:  MM - Tu tak naprawdę stało się okazją do tego, żeby pogorszyć jakieś mniemanie o własnej wartości, gorzej się poczuć i właściwie jeszcze, jak to w edukacji niestety takiej też systemowej, żeby pogorszył się nasz stan zdrowia i stan psychiczny.
6045:  MM - Więc tutaj strasznie smutna historia, ale to też pokazuje, tak jak mówisz, że niestety
6050:  MM - O tym była moja poprzednia książka z selekcji, że zwrócicie uwagę na to, jak bardzo szkoła reprodukuje stosunki społeczne, gospodarcze i polityczne i jak potem my bardzo często już w życiu dorosłym jako uczniowie,
6065:  MM - pracownicy, musimy się mierzyć z takimi relacjami, które bardzo często są wytworzone znów przez szkołę.
6074:  MM - To jest taki właściwie zamknięty obieg.
6077:  MM - Szkoła kształtuje nasze wyobrażenie o relacjach międzyludzkich, o tym, że są ludzie, którzy mogą ci wykazać, zrobić wszystko w określonym czasie i to musisz zrobić, albo cię czeka kara.
6088:  MM - I potem w życiu dorosłym część z nas wchodzi w rolę nauczyciela, część z nas wchodzi w rolę ucznia.
6096:  MM - I bardzo często jesteśmy przekonani, że kiedy stosujemy przemoc, czy kiedy stosujemy takie rozwiązania, które szkodzą innym, robimy to dla jego dobra.
6103:  MM - I to z kolei pokazuje eksperyment Milgrama, od którego zaczynam pierwszy rozdział Płat o posłuszeństwo, który bardzo dobrze pokazuje, że my właśnie myśląc w kategoriach takich
6117:  MM - podążania za autorytetem i za tym, że kiedy on nam mówi, że coś dla innego człowieka jest dobre, to my nawet możemy zadać mu przemoc.
6125:  MM - Jesteśmy na to gotowi, niezależnie od tego, z jakiej grupy się wywodzimy i kim jesteśmy, czy jesteśmy kobietą, czy mężczyzną.
6135:  MM - W polskich badaniach to, co było dla mnie ciekawe bardzo, że w polskich badaniach, kiedy był powtórzony eksperyment Milgrama,
6142:  MM - Paradoksalnie często zdarzało się, że niechęć do zadania takiej przemocy czy zadania komuś bólu za pośrednictwem wstrząsu elektrycznego wykazywali blokersi.
6158:  MM - To jest dla mnie dość ciekawe i zaskakujące, ale to znów do jakiegoś indywidualnego przemyślenia.
6165:  KMM - To jest znaczące.
6165:  KMM - Jeszcze pokażę ten fragment, w którym mówisz o tym.
6169:  KMM - To jest ten eksperyment Stanleya Milgrama, od którego zaczyna się cały pierwszy rozdział, więc przeczytacie o tym.
6175:  KMM - Zresztą nawiązywaliśmy do tego już jeszcze raz, ale jest po pierwsze trybut, za który dziękuję, a po drugie pytanie od Tomasza Maleńczyka.
6182:  KMM - Trochę tak do Ciebie, Mikołaj, jako tutora, edukatora, co zrobić w sytuacji, kiedy jedyna osoba tutaj można się uczyć i de facto ma wiedzę i kompetencje, jest przy okazji toksyczna i przemocowa.
6192:  KMM - Na co zwracać uwagę, żeby tego nie powielać?
6199:  MM - Trudne pytanie.
6200:  MM - Trudne pytanie, bo...
6207:  MM - Ja się zastanawiam, czy miałem taką osobę w swoim życiu, która miała bardzo toksyczne zachowania, od której mogłem się czegoś nauczyć.
6217:  KMM - Ja tak, ale ja żyłem na UJ.
6219:  KMM - Ja myślę, że...
6228:  MM - Zawsze warto się oczywiście uczyć, tylko pamiętajmy, że my się uczymy przez obserwacje przede wszystkim i bardzo często to, co obserwujemy, jeśli gdzieś nam się zatrze pewna perspektywa, czy w pewnym momencie...
6244:  MM - stracimy, może tak, opowiem tak, że ja np.
6249:  MM - już wiem, jak na to odpowiedzieć.
6250:  MM - Ja dlatego boję się być np.
6252:  MM - człowiekiem uniwersytetu.
6253:  MM - Zresztą bardzo często to powtarzam, że ja pracuję na uniwersytecie, ale absolutnie nigdy bym z Ciebie nie zdefiniował jako człowieka uniwersytetu, jako człowieka, który jest w pełni związany z uniwersytetem.
6262:  MM - Przede wszystkim dlatego, że jednym z moich fundamentalnych założeń jest to, że nie chciałbym nigdy być związany z jednym konkretnym środowiskiem,
6271:  MM - pod tym kątem, żeby zawsze mieć pewien dystans, pewien inne spojrzenie, inną perspektywę, zobaczyć jak inni budują swoje relacje, jak inni podchodzą do rozwiązywania problemów, do kwestii na przykład hierarchii, do rozmaitych rzeczy, właśnie dlatego, żeby nigdy nie uznać czegoś za naturalne albo za coś, co powinno się powielać po prostu dlatego, że ktoś, kogo nie wiem...
6301:  MM - darzę jakimś autorytetem, czy szacunkiem, czy uważam za kogoś wartościowego, robi i dlatego ja to powinienem robić.
6310:  MM - Myślę, że kluczowym może być to, żeby cały czas gdzieś starać się, korzystać z każdej okazji, żeby zobaczyć, jak inni organizują dany proces, jak inni podchodzą do budowania relacji, jak patrzą na świat i wtedy myślę, że to może
6330:  MM - nam zapewnić jakąś taką zdrową postawę i podejście w tym, co robimy.
6336:  KMM - Jak najbardziej się zgadzam i ponieważ mamy dzisiaj dzień tematów i pytań trudnych, idę do kolejnego, który został przytoczony przez Menroffa i
6349:  KMM - Brzmi następująco.
6350:  KMM - Nie umiem powiedzieć, czy była to forma patoposłuszeństwa, czy po prostu toksycznej sytuacji, pisze Menroth, która nie miałaby miejsca, gdyby nie mój brak asertywności te sześć lat temu.
6360:  KMM - Więc to też jest ważne, bo na czatach się pojawiało określenie asertywność i wypracowywanie w sobie takiego przekonania, że są pewne granice, że jednak moje jestestwo, szacunek mój do samego siebie, to jest ta zbroja, która nas zmusi.
6375:  KMM - uodparnia nie, moi drodzy, znoszenie ciosów, ona nas nie uodparnia, ona właśnie robi z nas tego psa udręczonego z eksperymentu Milgrama, a uodparnia nas przekonanie o własnej wartości.
6389:  KMM - Wracając do komentarza Mędrowa.
6391:  KMM - Tym niemniej z odgórnego przymusu podjąłem ostatecznie nielubiony przeze mnie temat pracy dyplomowej.
6396:  KMM - Studencka kwestia.
6397:  KMM - Sądząc, że temat ten jakoś pokryje się z moimi osobiście zainteresowaniami naukowymi, zaufałem promotorowi i jego pomysłom.
6403:  KMM - W sumie to żyłem wtedy w cieniu złudnego obrazu tego profesora, sądząc, że to właściwie dla mnie jest miejsce.
6409:  KMM - Jednak tak nie było.
6410:  KMM - W konsekwencji napisałem coś, czego z premedytacją nikomu nie pokazuję.
6413:  KMM - Potem, choć miałem okazję podjąć swoje zainteresowania akademickie, wymagało to doktoratu,
6417:  KMM - na który po trzykroć się nie dostałem.
6419:  KMM - No więc zrezygnowałem, magisterstw zakopałem gdzieś w starych dokumentach i tyle tego było.
6423:  KMM - Morał z tego taki, nie warto wybierać promotora wyłącznie na podstawie osobistych upodobień światopoglądowych, czy tam jakichś ogólnych wyobrażeń i fantazji, warto przyjrzeć się temu, z kim się będzie najlepiej pracowało i kto zaoferuje największą wolność badawczą, nie wykorzystać się do budowy kapitału swojej katedry.
6435:  KMM - Od siebie, zanim oddam głos Mikołajowi, powiem następującą rzecz.
6439:  KMM - Jest straszną głupotą ze strony każdego naukowca narzucanie tematów prac dyplomowych i jestem skłonny powiedzieć to każdemu w twarz, że nie jest naukowcem, jeśli to robi, z bardzo prostego powodu.
6450:  KMM - Jak się wejdzie Google Scholar, moi drodzy,
6454:  KMM - to wiecie, co widzicie w Google Scholar w pierwszej kolejności, zaraz też to zobaczycie, bo pokażę Wam na wszelki wypadek, dla tych z Was, którzy nie korzystają często z tej wyszukiwarki.
6463:  KMM - Mianowicie, jak wpiszecie sobie Google Scholar w Google i wejdziecie tam, to wiecie, co się pojawi na pierwszej, dosłownie pierwszej stronie Google Scholar?
6472:  KMM - Otóż pojawi się coś takiego, tak?
6474:  KMM - Stań na ramionach olbrzymów.
6477:  KMM - To się pojawi.
6478:  KMM - I to ma robić naukowiec.
6480:  KMM - Naukowiec ma stawać na ramionach olbrzymą.
6482:  KMM - Naukowiec ma pokazywać, że przed nim byli lepsi i on przychodzi, żeby korzystać z ich doświadczenia.
6490:  KMM - I ma tego nauczyć swojego ucznia.
6493:  KMM - Więc jeżeli on narzuci swój temat, to on się stawia w roli olbrzyma.
6498:  KMM - Ale on się stawia w roli olbrzyma, na którego ramionach nie ma nikogo być.
6501:  KMM - On się stawia w roli olbrzyma, który będzie przygniatał stopą.
6506:  KMM - karła, który do niego podchodzi.
6508:  KMM - To jest właśnie najbardziej patologiczny objaw, moim zdaniem, właśnie tego patoposłuszeństwa w środowisku akademickim, gdzie już mamy do czynienia z młodymi naukowcami, którzy chcą badać rzeczy i których albo się traktuje jako właśnie karłów, którzy mają się czołgać w przyziemiu, albo robi się jeszcze bardziej patologiczne rzeczy, to znaczy wykorzystuje się ich pracę i dopisuje się jako nazwisko autora, nazwisko promotora.
6532:  KMM - To się dzieje w naukach technicznych.
6534:  S01 - No tak.
6538:  MM - Co ja mogę dodać?
6540:  MM - Według mnie w ogóle najwspanialsza rzecz, jeśli chodzi o jakąkolwiek pracę, to jest ta praca, w której my możemy podążać za ciekawością, rozwijać
6552:  MM - się poprzez badanie, czy poprzez tworzenie rzeczy, które są nam bliskie.
6557:  MM - Więc dla mnie w ogóle jakimś wypaczeniem idei uczenia się i edukacji jest seminarium, na którym rozmawiamy na z góry na rzucony temat przez promotora.
6569:  MM - Tym bardziej, że według mnie już
6572:  MM - w ogóle na seminarium jednym z najfajniejszych rzeczy dla promotorów powinna być możliwość nauczenia się czegoś nowego i sprawdzenia, w jaką stronę np.
6582:  MM - idą zainteresowania badawcze i też podchwycenie czegoś.
6585:  MM - Promotor to nie jest tylko osoba, która podrzuca literaturę, ale która też przy okazji może się czegoś nauczyć, żeby w przyszłości pomóc
6593:  MM - kolejnym rocznikom w ich zainteresowaniach naukowych i pod tym kątem dla mnie jak zwykle zresztą rola nauczyciela i promotora jest rolą służebną.
6609:  MM - Ja mogę służyć swoim doświadczeniem i to zawsze robię w czasie moich zajęć.
6615:  MM - Zresztą takie wiecie, sesje Q&A to jest standard na moich zajęciach ze studentami
6622:  MM - którzy chcą się na przykład czegoś dowiedzieć o rynku wydawniczym, czy chcą się dowiedzieć, jak pracować nad swoimi tekstami.
6629:  MM - Ja oczywiście nigdy nie mówię, że wiem, jak to zrobić, ale ja mogę się podzielić swoją perspektywą i swoim doświadczeniem pracy przy tych kilkunastu książkach i współpracy z kilkoma wydawnictwami.
6639:  MM - Natomiast ja też nigdy niczego nie narzucam i raczej dążę na każdym poziomie mojej pracy do tego, żeby tworzyć maksymalnie otwarte,
6649:  MM - zajęcia, w ramach których każdy będzie mógł realizować jakieś projekty, czy będzie mógł odpowiadać na swoje potrzeby, a już tym bardziej myślę, że jeśli jest w ogóle jakikolwiek sens istnienia uniwersytetu we współczesnym świecie,
6665:  MM - to wydaje mi się, że powinien nim być takie tworzenie przestrzeni do tego, żeby pracować nad projektem, który naprawdę ma dla nas sens, który jest próbą zmierzenia się z jakimś problemem, z jakimś wyzwaniem, które chcemy rozwiązać albo które chcemy zrozumieć i zaproponować jakąś narrację, żeby lepiej rozumieć ten problem.
6686:  MM - i tworzenie uniwersytetu po to, żeby tworzyć fikcyjne bardzo często prace, czy to licencjackie, czy magisterskie, które w jakiś sposób wpisują się w zainteresowania badawcze promotora, czy które po prostu odtwarzają stan rzeczy i tylko musimy zmusić kogoś, żeby napisał te 80 stron, czy tam 50 stron, czy 30 stron,
6712:  MM - na jakiś w ogóle nieinteresujący go temat, żeby on mógł skończyć te studia, no to równie dobrze możemy po prostu mu dać ten... Papierek.
6721:  MM - Dokument, nie?
6722:  MM - Ten papierek.
6722:  MM - Znaczy też żyjemy w takim świecie, w którym ten papierek coraz mniej znaczy i w którym...
6729:  MM - coraz więcej znaczy rzeczywiście podążanie za tym, co jest dla nas ważne i myślę, że to jest strasznie smutna historia, częsta historia na różnych wydziałach, na różnych uniwersytetach, na różnych kierunkach.
6746:  MM - Przykro mi, że spotkała tę osobę, tym bardziej, że
6751:  MM - widać po tej wiadomości, że chciała się rozwijać naukowo i myślę, że właśnie uniwersytet mógłby być dobrym miejscem, gdyby tylko trafiła na odpowiednie osoby, które potem by otworzyły tą przestrzeń.
6766:  MM - Także przykro mi, ale tak to niestety bardzo często wygląda.
6769:  KMM - Benroff jest z nami zresztą i pisze, że do tego wpisu by dodał jeszcze, że po tamtych studiach i pracy w firmie związanej z jego zainteresowaniami i studiami szczerze znienawidził to, o czym się zajmował.
6779:  KMM - Musiał sobie odpuścić na ponad rok, żeby zapomnieć.
6781:  KMM - Ja tak znienawidziłem czytanie, co się wydawało mi absolutnie niemożliwe, bo całe życie czytałem.
6786:  KMM - I to jest naturalne, nie martwcie się.
6787:  KMM - Czasem po prostu organizm potrzebuje odreagować.
6791:  KMM - Ja dlatego zawsze pytam studentów o to, jakie są ich zainteresowania i rzecz, która jest absolutnie dla mnie przerażająca, to fakt, że słyszę, nie wiem.
6800:  KMM - ponieważ ludzie myślą, że ja pytam ich o zainteresowania związane z nauką albo zainteresowania takie, jakie wypada przedstawić.
6808:  KMM - I to nie wiem.
6810:  KMM - Później się oczywiście ruguje, to znaczy rozpisuje się to, czym się ludzie zajmują na takiej karteczce, potem się okazuje, że jest tego mnóstwo, a naprawdę to się można tym interesować?
6819:  KMM - I a propos tego, jest znowu długa historia, ale takie już są...
6824:  KMM - Takie jest chyba prawo i natura tego rodzaju sytuacji, że nie da się jej opisać krótko, mam wrażenie.
6830:  KMM - Guess what?
6830:  KMM - Pisze.
6831:  KMM - I to będzie sytuacja rodzinna, bo staram się też tak dobierać komentarze, żeby różne sfery społeczne adresować i Was inspirować też do rozmowy na czatach.
6840:  KMM - Mam za sobą etap od dziecka, kiedy patrzyłam przez palce na różne rzeczy.
6844:  KMM - I w jej domu, albo w moim domu, tak zakładam, że w jej, to bardziej dzieci zajmowały się rodzicami, mimo że są dorosłymi, zdrowymi ludźmi, były różne patoposłuszeństwowe sytuacje.
6854:  KMM - Ale ciekawe się zrobiło, kiedy to osiągnęło już punkt krytyczny i nawet ja, weteran posłuszeństwa, się złamał.
6858:  KMM - Przepraszam, mi zgenderowałem.
6860:  KMM - Nie, nie mi zgenderowałem.
6861:  KMM - W owym czasie mieszkałam kontem u cioci, ciocia, trochę despotyczna kobieta, stwierdziła, że będzie naprawiać błędy wychowawcze moich rodziców i takie tam.
6869:  KMM - Z drobnych rzeczy.
6869:  KMM - Miał obsesję na punkcie czytania książek.
6871:  KMM - Nawet nie chodziło o samo czytanie.
6872:  KMM - Miałam czytać to, co ona uzna za wartościowe.
6877:  KMM - Kompletnie nam to nie przypomina sytuacji z gór literatury, ale z festiwala absolutnie nam to nie przypomina tej sytuacji.
6882:  KMM - Ale skąd?
6883:  KMM - W ogóle to nie jest ta sama sytuacja.
6887:  KMM - Oficjalne czytanie były tylko akceptowalne pozycje.
6890:  KMM - Były to książki, które mi się podobały, ale wyżerało mnie od środka poczucie, że ona myśli, że czytam dzięki niej.
6895:  KMM - Żeby nie było tak nudno, raz ciocia mnie zapytała, czy czytałam książkę tamtego dnia, na co zgodnie z prawdą odpowiedziałam, że tak, poszłam czytać u kawiarni u znajomego, ale jednak pomyliłam się, ponieważ roleta w pokoju była zasłonięta, więc nie mogłam czytać, bo w ciemności się nie da.
6908:  KMM - Moje tłumaczenia, że to kłamstwa nieodpowiedzialne i gówniare, też nie rozumiem, jak to już 21 lat miałam, to w sumie jedną nogą w grobie byłam.
6915:  KMM - Bez przesady, ja mam 33, nie mówi się takich rzeczy starym ludziom.
6919:  KMM - Drobna sytuacja i trochę śmieszna, ale ich natężenie było za duże, żeby funkcjonować normalnie.
6923:  KMM - Naoglądałam się, nasłuchałam awantur w życiu, ale nigdy nie czułam, żeby ktoś tyle nienawiści na mnie wylewał i odbierał tyle prywatności.
6930:  KMM - I szczerze, kiedy u niej mieszkałam, naprawdę siadała mi psycha, ale jak próbowałam się wyprowadzić, to były szantaże emocjonalne i dołowanie mnie, że sobie nie poradzę, że z głodu umreżniam prawa.
6939:  KMM - Skoro nie mogłam uciec, to zacząłem się powoli bawić w podwójne życie.
6943:  KMM - Plan był taki.
6944:  KMM - Posłusznie robić to, czego się ode mnie oczekuje, ale wyrolować ciotkę, tak?
6948:  KMM - Że poczucie kontroli, które miała pewnego dnia, okazałoby się tylko iluzją, bo przecież kiedyś drugie życie wychodzi na powierzchnię.
6955:  KMM - I zaczynało się od przebierania po wyjściu w mieszkania winne szaty, czytania książek po kryjomu, prób ukrywania obrazków, bo lubię rysować.
6961:  KMM - Plany były jeszcze poważniejsze.
6963:  KMM - Miałem odklejki, żeby uciec od tego wszystkiego, potrafiłem godzinami siedzieć na mrozie kilka razy w deszczu przy placu Piaseckiego.
6969:  KMM - Może zjebane, ale nie jakoś bardziej szkodliwe.
6971:  KMM - Jedyne co...
6972:  KMM - To łapy parę razy zostały odmrożone, ale przynajmniej cały ten stres schodził.
6976:  KMM - Całe szczęście koleżanka pomogła mi stamtąd się wyprowadzić i tym samym mnie uratowała.
6981:  KMM - Oczywiście mam obowiązek odgórny być wdzięczna cioci za to, że u niej mieszkałam prawie za darmo, szantaż ekonomiczny nawiasem i nie mam prawa złego słowa powiedzieć.
6989:  KMM - Wiem, że intencji złych nie mają, ale to wciąż toksyczne i trudne dla mnie.
6993:  KMM - A jeśli chodzi o Święty Graal, to przecież ja byłam tą dobrą dziewczyną, stawianą na piedestale, która nie pyskuje, nie kłóci się, jest mamą dla młodszej siostry, ale piedestał tylko od czasu do czasu był stawiany.
7004:  KMM - I tutaj się pojawiają jeszcze tej historii to powiedzenie ludowe pokiorne, ciele dwie matki się.
7011:  KMM - Ta mądrość ludowa coś pięknego słyszałam nieraz w sytuacji, kiedy posłuszeństwo było dosłownie sabotowaniem siebie samej.
7018:  KMM - Już przechodząc do zakończenia, pisze nasza bohaterka, że zakończenie jest na razie całkiem szczęśliwe, bo jak już mieszkam z koleżanką, to czuję się o wiele lepiej, nie wymiotowałem ani razu ze stresu.
7028:  KMM - Generalnie, jakby troszeczkę zejść z trybu hardcore do peaceful, z siotką to wyrwę, bo serio wolałbym, żeby tak ładnie, żeby było tak ładnie, że mogę być wdzięczna za pomoc, jaką mi okazała, ale dużo było w tej pomocy przemocy.
7042:  KMM - I nawet później, jak na przykład na urodziny kwiatuszki przynosiłem to z uśmiechem na ustach, musiała z każdym słowem mnie zaatakować, aż żałowałem, że w ogóle przyszłem.
7049:  KMM - Szczerze, to gdzieś w środku jest mi ciut nieprzyjemnie, że nie jestem w stanie posłusznie wypełnić tych oczekiwań wdzięczności.
7056:  KMM - Stwierdziłem, że przeczytam ten komentarz wam w całości, bo mnie ta historia przypomniała moje dziecięce lektury typu Frances Hodgson Burnett, Mała Księżniczka.
7066:  MM - Dla mnie to, co tutaj jest uderzające, to jest jednak to...
7072:  MM - To oczekiwanie od dorosłych, że dzieci mają być wdzięczne.
7079:  MM - To założenie, że my mamy generalnie dług do spłacenia, który spłacamy przez całe życie i tak go nie spłacimy.
7086:  MM - To jest w ogóle też podstawa posłuszeństwa, w ogóle kultury posłuszeństwa, że bardzo często formy organizacji, które funkcjonują w naszym świecie wychodzą właśnie z takiego założenia
7100:  MM - długu i wdzięczności za to, że zostaliśmy sprowadzeni na świat, że ktoś się nami opiekował i że to jest właściwie dług taki nie do spłacenia i można wobec nas właśnie zastosować jakieś miękkie czy nawet nie tak miękkie formy przemocy, a my powinniśmy to znieść dlatego, że
7120:  MM - że tak to już jest, że właściwie musimy to zrobić dlatego, że mamy jakiś właśnie dług wobec naszych rodziców.
7130:  KMM - A dług, jak piszesz w książce, odbiera nam wolność.
7134:  MM - Dług odbiera nam wolność i też dług, pamiętajmy, że tego typu dług to znów jest forma przemocy symbolicznej.
7145:  MM - To nie jest nic naturalnego, to nie jest nic rzeczywistego, można by było powiedzieć.
7153:  MM - To jest coś, co gdzieś funkcjonuje na poziomie pewnej narracji w naszej kulturze i co my uznajemy za coś znów absolutnie oczywistego i coś, co nie wymaga żadnego krytycznego namysłu.
7166:  MM - Czy my rzeczywiście jesteśmy dłużnikami naszych rodziców, czy rzeczywiście tylko dlatego, że jakby...
7175:  MM - możemy funkcjonować z nimi w domu, chociaż też wykonujemy rozmaite prace, chociaż też bardzo często ciężko pracujemy przez wiele godzin, chociażby w ramach tego obowiązku edukacyjnego.
7191:  MM - Czy my rzeczywiście w tym wszystkim jesteśmy, że tak powiem, winni pracy?
7198:  MM - I czy jesteśmy winni spłacenia tego długu?
7200:  MM - I czy powinniśmy się w ogóle godzić na takie sytuacje?
7203:  MM - I absolutnie myślę, że
7206:  MM - takie oczekiwanie wdzięczności przy jednoczesnym, nieustannym stosowaniu przemocy przy każdym kontakcie,
7215:  MM - Szczerze mówiąc dla mnie, ale to jest moja perspektywa i ja też tak stosuję taką perspektywę, jeśli ktoś tak się wobec mnie zachowuje, ja po prostu odcinam kontakt.
7226:  MM - Ja generalnie nie pozwalam sobie na tego typu rzeczy i też bardzo ostro i wyraźnie wyznaczam granice.
7239:  MM - próbuje, że tak powiem, wpędzić mnie w jakieś poczucie długu albo wdzięczności, albo ktoś żeruje na czymś takim i zakłada, że jakby wejdę w takie relacje toksyczne, no to właściwie musi się liczyć z tym, że albo
7257:  MM - zmienimy tę relację, albo ja generalnie nie będę w tej relacji, bo ja akurat nie wierzę w tą narrację.
7266:  MM - I pamiętajmy też jeszcze taka jedna rzecz, która myślę, że to jest bardzo istotne, że
7272:  MM - No my generalnie oczywiście wszyscy mamy tendencję do tego, żeby mieć o sobie różne historie i różnie o sobie opowiadać.
7282:  MM - To też nie jest tak, że mi się czasami nie włączy jakaś taka delikatna narracja
7290:  MM - czy rzeczywiście tego nie powinienem zrobić ze względu na coś, ze względu na właśnie poczucie wdzięczności.
7297:  MM - Bardzo często to oczywiście jest wobec moich rodziców, no teraz wobec mojego na przykład taty, no bo moja mama zmarła rok temu, natomiast to jest też całkiem naturalne, tak że my...
7310:  MM - jakoś też nie katujmy się, jak czasami mamy taką potrzebę, albo jak czasami nam się włącza jakaś taka potrzeba posłusznego zrealizowania i się zastanawiamy, czy to jest coś złego, czy coś negatywnego.
7325:  MM - Generalnie psychologia, przynajmniej niektóre koncepcje psychologiczne przekonują, że my mamy w osobie bardzo wiele narracji, a ostatecznie na to czym my jesteśmy, na tą naszą osobowość, na tą naszą tożsamość składa się powiedzmy kilkadziesiąt narracji, które z różnym natężeniem wracają w różnych okresach naszego życia i już nie potrafimy opowiedzieć.
7349:  MM - Myślę, że teraz to jest też kwestia pewnego przemyślenia tej narracji o sobie i zastanowienia się, kim ja dla siebie chcę być.
7359:  MM - Na ile chcę być w takiej relacji wdzięczności wymuszonej i chcę znosić to wszystko, a na ile jestem w stanie gdzieś się odciąć, może inaczej zbudować tą relację.
7372:  MM - Natomiast ja zawsze jak słyszę takie historie, to jest mnie niezwykle przykro, bo też dom jest takim miejscem, które bardzo mocno wpływa na to, jak my postrzegamy z jednej strony oczywiście siebie, ale z drugiej strony też jak postrzegamy właśnie takie kwestie niewidoczne na co dzień, chociażby właśnie kwestie wdzięczności, za co być wdzięcznym, na ile to może być wymuszone, ale na ile nie.
7399:  KMM - Znaczy, powiedziałeś coś absolutnie kluczowego, związanego właśnie z tym, co nie wiem, mógłbym nazwać sobie teraz, prawdopodobnie ktoś już o tym pisał, ale taką pedagogiką długu, że jest jakiś dług, który my mamy, wdzięczności, a tymczasem właśnie myślenie w takich kategoriach ekonomicznych zabija absolutnie.
7417:  KMM - Miłość, po prostu mówiąc, bez ogródek, rodzicielską, synowską, córczaną,
7424:  KMM - I myślę, że nie ma co też wstydzić się tego, jeżeli ktoś potem przestaje żywić uczucia w obrębie rodziny w sytuacji, gdy jest w ten sposób tormentowany i gdy cały czas oczekuje się od niego, że ma być za coś wdzięczny.
7440:  KMM - Wdzięczność to jest coś, co ma pochodzić, zresztą to na czatach też ludzie piszą słusznie, od nas, głęboko z nas, z naszego serca i ma się przejawić tym, że nie wiem...
7449:  KMM - Zrobimy jakąś przyjemną rzecz dla rodziców i nagle zupełnie nieproszeni o to, w ten sposób wyrazimy tę wdzięczność.
7456:  KMM - Natomiast ta sytuacja podległości, która przypomnę jeszcze w XX wieku wyrażała się tym, że syn czy córka klękali przed rodzicem i całowali go w rękę, jest sytuacją chorą, feudalną.
7469:  KMM - To jest ta przemoc symboliczna, o której cały czas mówi Mikołaj.
7473:  KMM - Tak można na to patrzeć, że to jest wyrażenie szacunku, ale to jest poniżenie człowieka, który w ten sposób wyraża sztuczną wdzięczność.
7482:  KMM - To nie ma nic wspólnego z autentycznymi uczuciami w tej sytuacji.
7486:  MM - Przy czym pamiętajmy, i to jest w ogóle bardzo ciekawy wątek, że najprawdopodobniej w ogóle taka przemoc symboliczna i posłuszeństwo swoje źródło mają w gościnności paradoksalnie i w takim poczuciu wdzięczności, bo jeśli zastanowimy się nad tym, skąd w ogóle bierze się posłuszeństwo, to najprawdopodobniej
7508:  MM - Ono bierze się z tego, że takie początkowe uczucie, taka początkowa gotowość do gościnności, do ogłoszenia kogoś, do podzielenia się tym, co mam z tą osobą i właśnie jakiegoś takiego właściwie
7525:  MM - początkowego skorzystania z tego poczucia wdzięczności, z dłuższym czasem, im dłużej ta relacja gościnności i wdzięczności trwa, tym szybciej ona się zamienia w taką relację władzy.
7541:  MM - Czyli z jednej strony mamy osobę, która właśnie gości,
