🔴 Co zrobić, gdy szkolny statut łamie prawo (ft. Dopamina Lab) | ROZMOWA #5
🔗 https://www.youtube.com/watch?v=PClVgzFe-b0
KMM (Krzysztof M. Maj)
AD (Anna Dęboń, Do!Pamina Lab)
RS (Robert Strzała, Do!Pamina Lab)

11:  S07 - Muzyka Muzyka
3410:  KMM - Jednocześnie syn może przemieścić się z szatni do klasy tylko po tym, jak zadzwoni dzwonek na przerwę.
3417:  RS - Wiecie, moim zdaniem to są problemy natury zwyczajnie organizacyjnej, no bo szkoła ma zapewnić dziecku opiekę, bezpieczeństwo i tak dalej, no więc...
3426:  RS - Z jednej strony, gdzie miałby ten uczeń w tym czasie być?
3429:  RS - Bo ja rozumiem, że to się dzieje w szkole podstawowej i on jest po prostu nieletni.
3434:  RS - I teraz nie wiem, kto go tak naprawdę ma pilnować.
3438:  RS - Woźnak, pani szatniarka itd.
3442:  RS - To są chyba po prostu zwyczajnie względy bezpieczeństwa tego ucznia.
3448:  AD - Ale też zwyczajne sytuacje i historie, które są właśnie do przegadania.
3453:  AD - No właśnie.
3454:  AD - Jeżeli pojawia się ta sytuacja, jeżeli
3460:  AD - Nauczyciele o tym mówią, no szkoda, że mówią, bo tak rozumiem, że mówią tylko do ucznia, czyli do dziecka.
3467:  AD - No i jedną i drugą stronę zapraszam do spotkania się, do wyjaśnienia sobie i do ustalenia rozwiązania wspólnego, które będzie jedną i drugą stronę satysfakcjonowało, bo myślę, że to jest do zrobienia i do ustalenia.
3486:  AD - Nie wiem, jak wam się prawnie do tego odnieść, bo to jest to, co mówi Robert.
3489:  AD - Są pewne zasady bezpieczeństwa, które są w szkole ustalone i one są.
3499:  AD - A z drugiej strony rozumiem, że ktoś chce być wcześniej w szkole.
3502:  AD - Więc spotkajmy się i o tym porozmawiajmy.
3505:  AD - I znajdźmy dla nas dobre rozwiązanie.
3508:  KMM - Mnie strasznie martwi to, że w ogóle musimy o takich rzeczach rozmawiać.
3514:  KMM - Rozmawiamy też z ojcem, należy domniemywać, albo matką.
3518:  KMM - I sytuacja jest taka, że prościej jest napisać komentarz w internecie,
3524:  KMM - niż porozmawiać z ludźmi w szkole, czyli ewidentnie jest to z jakichś psychologicznych względów trudniejsze lub cokolwiek w tym stylu.
3531:  KMM - Tak to czytam w każdym razie i niepokoi mnie to, bo ja pamiętam bardzo analogiczną sytuację w moim gimnazjum, brak pozdrowień dla gimnazjum szesnastego, które na szczęście nie istnieje, ale z innych powodów.
3540:  KMM - w Krakowie, gdzie właśnie miałem tego rodzaju sytuację, że moja matka mi wprost powiedziała, że ona nie pójdzie do gimnazjum z interwencją, póki ja go nie ukończę, żeby się na mnie nie mszczono.
3550:  KMM - To tak dla kontekstu, żeby w zasadzie jakiekolwiek interwencja, więc takie rzeczy też się niestety zdarzają.
3557:  KMM - Tutaj wchodzimy na temat, który będzie ciekawy.
3559:  KMM - Klawy Fumfel pyta, czy szkoła może zabronić pełnoletnim uczniom palenia wyrobów tytoniowych na wycieczkę lub spożywania alkoholu.
3567:  KMM - Liczy się fakt korzystania z tych substancji, czy też zachowania, które są nimi powodowane?
3571:  KMM - Czyli rozumiem, że tutaj pytanie jest o zagrożenia ewentualne, które mogą być tu prokurowane.
3576:  KMM - No ja mam w tej kwestii wyrobioną opinię, a jak u was?
3580:  RS - No też mamy wyrobioną.
3582:  RS - Naszym zdaniem tak może zabronić.
3586:  RS - No niestety, tak niestety, ale może.
3590:  RS - Zresztą też na przykład, nie wiem, popatrzmy też z takiej perspektywy.
3594:  RS - Na przykład organizowaliśmy warsztaty dla młodzieży, część tam było osób pełnoletnich, część nie i też oni zobowiązywali się do tego, że nie będą na tych warsztatach, wyjazdowych warsztatach, że nie będą na tych warsztatach pić, ponieważ my za nich ponosimy odpowiedzialność, a wiadomo, że
3614:  RS - odpowiedzialność człowieka pijącego spada wprost proporcjonalnie do ilości wypitego.
3620:  RS - Bardzo ładnie ujęte.
3623:  RS - Więc myślę, że w tym kierunku.
3625:  RS - Poza tym tak naprawdę wycieczka szkolna to jest wciąż wycieczka szkolna i to jest w jakiś sposób przeniesienie.
3633:  AD - No i też ważne, chociaż osoba pełnoletnia uczestniczy
3638:  AD - i realizuje obowiązek dobrowolnie i jest uczennicą szkoły dobrowolnie, to jednak
3646:  AD - ze zgodą na obowiązujący tam regulamin czy zasady.
3650:  AD - No to tak jak z pracą.
3652:  AD - Też się umawiamy, że jesteśmy pełnoletni w pracy, ale w pracy alkoholu nie spożywamy i tam nie robimy też pewnych rzeczy, jak jesteśmy w pracy.
3661:  AD - Więc tutaj na zasadzie dobrowolności oczywiście, ale szanowania zasad, na które się zgadzamy, tak?
3667:  AD - Bo skoro chodzimy do szkoły, jedziemy na wycieczkę szkolną,
3673:  AD - dogodzimy się też na to, że na tej wycieczce szkolnej w tym czasie nie spożywamy alkoholu ani innych używek.
3680:  RS - A twoje zdanie jest inne?
3682:  RS - Czy nie?
3683:  KMM - Ja potrzebuję dwóch zdań, żeby je wyrazić.
3686:  KMM - To znaczy, po pierwsze, każda firma, każda instytucja może sobie tego rodzaju rzeczy ustalać, moim zdaniem.
3694:  KMM - Właśnie z uwagi na dbałość o porządek i tak dalej, ale
3697:  KMM - W przypadku jednym i drugim jest kwestia, moim zdaniem, dbałości właśnie o dobro drugiego człowieka, który może nie odpowiadać to, że ktoś alkoholizuje się przy nim, a on na przykład, nie wiem, stara się być trzeźwy.
3711:  KMM - I ja tutaj mówię z szerokim uśmiechem do tych wszystkich imprez branżowych, na których wypada się, no wypadaś, napijesz się z nami, no a jak to Krzysztof nie pijesz dzisiaj, ojojoj.
3723:  KMM - No właśnie, o to chodzi.
3725:  KMM - Więc możemy się, jeżeli tutaj byśmy byli bardzo liberalni i ja nie jestem podobnie jak wy, to możemy się natknąć na miecz obosieczny.
3733:  KMM - Tylko, że dlatego potrzebowałem dwóch zdań, że w drugim zdaniu dopowiadam świetnie, w takim razie zlikwidujmy hipokryzję, że...
3741:  KMM - dyro sobie z woźnym wódeczkę strzeli w kantorku, nie?
3746:  KMM - Albo właśnie, nie wiem, jest jakaś rada wydziału i potem spotykamy się na lampkę wina, tak?
3752:  KMM - Przepraszam, to ja w takim razie też chcę ze studentami się spotkać na moim wykładzie, strzelimy sobie lampkę wina i później lecimy z wykładem, tak?
3759:  KMM - Więc o to chodzi, tak?
3761:  KMM - To znaczy, jeżeli rzeczywiście w obrębie instytucji jest zakaz i spożywania alkoholu tudzież palenia,
3769:  KMM - to niech on będzie konsekwentny po prostu, więc tylko o to mi chodziło, bo myślę, że tego rodzaju wątpliwości właśnie, które się pojawiają, mogą się brać z tego, że ktoś natrafił na taką sytuację i zastanowił się, no dobra, ale ja też jestem dorosły, więc w zasadzie dlaczego?
3785:  RS - Ja mam nadzieję, że się już nie rozgrywają takie rzeczy, jak picie dyrektora z woźnym w kantorku.
3790:  RS - Nie wiem.
3791:  RS - To, co Ania mówiła wcześniej, nie mam wszelkiej możliwej wiedzy.
3794:  RS - Natomiast myślę, że to już jest, wiecie, to już jest takie trochę stereotypowe tak naprawdę myślenie.
3799:  RS - To już się dawno skończyło.
3800:  RS - Mam taką nadzieję, że to się tak dzieje.
3803:  RS - Ania, czy chciałaś coś powiedzieć?
3806:  AD - No nie, też myślę, że to, o czym ty mówisz,
3811:  AD - o studentach, bo już to jest też trochę chyba inna i o takim życiu uczelnianym, niż ja myślałam o szkole średniej, tak?
3825:  AD - Gdzie na tej wycieczce mogą być pełnoletnie i niepełnoletnie osoby.
3828:  AD - Na przykład tej jednej i tej samej, więc... Tak, tak, oczywiście.
3831:  AD - Więc jakby...
3833:  AD - No ale zasady są jasne.
3836:  AD - Decydujesz się na kontynuowanie nauki jako pełnoletni na zasadach dobrowolności, ale z szanowaniem zasad, które obowiązują w szkole, więc jeżeli obowiązuje tam zakaz picia alkoholu i spożywania i palenia tytoniu, to ten zakaz ciebie też obowiązuje, nawet jeśli jesteś pełnoletni.
3857:  KMM - Popatruję jeszcze na komentarze, które mamy.
3859:  KMM - Jest jeden, który bym wybił z czatów.
3861:  S05 - Marek Zbawieński.
3862:  KMM - Weronika pyta, czy legalne jest zabranianie uczniom pełnoletnim opuszczenia terenu szkoły w czasie przerw lub okienek?
3870:  KMM - Dużo razy ten temat był u nas na lekcji poruszany i niezbyt wytłumaczony.
3874:  KMM - Czyli znowu jesteśmy cały czas w tym temacie bezpieczeństwa i wprowadzania różnych rozporządzeń pod lub pozorami zapewnienia bezpieczeństwa lub faktycznie rygorem.
3889:  AD - Jakby jest to...
3893:  AD - W tym zakresie organizowania bezpiecznych, no bezpieczeństwa i tej higieny szkolnej, to są kompetencje dyrektora.
3903:  AD - I rzeczywiście, jeżeli jest, bo to jest też z praktyki, Robert może powiedzieć, jeżeli nie ma dyżurów na zewnątrz, jeżeli są takie zasady, że nie opuszczamy tej szkoły w trakcie zajęć, no to tego nie robimy, bo takie są zasady, tak ustaliliśmy.
3918:  AD - Tym bardziej, że za każdym razem, nawet jeżeli nauczyciel
3921:  AD - dyrektor, ktokolwiek, nauczycielka wyraża zgodę na to, żeby dana osoba opuściła szkołę, bo coś tam chce załatwić w przerwie, iść do sklepu, to nawet jeżeli to jest osoba pełnoletnia, to ponosi w tym czasie za niego odpowiedzialność.
3940:  AD - Czyli wiecie, no wiadomo, że nikt... Huchamy na zimne,
3947:  AD - Więc raczej unikamy takich sytuacji, bo cokolwiek się wtedy wydarzy, no to jest odpowiedzialność tej osoby, która zgodziła się na takie wyjście.
3955:  AD - Więc jeżeli zasady są takie, że nie opuszczamy szkoły w trakcie zajęć, to po prostu tego nie robimy.
3960:  RS - Wiecie, bo teoretycznie oczywiście wszyscy byśmy powiedzieli, że dlaczego, że jesteśmy pełnoletni, że możemy wychodzić i tak dalej.
3966:  RS - I to jest w pełni zrozumiałe.
3969:  RS - To o czym mówiła Ania przed chwilą, bo patrzmy na to też czasami z drugiej strony, z drugiej perspektywy.
3975:  RS - No jeżeli prawo obliguje do dyrektora i pilnuje go, że nie wiem, ja wyjdę sobie, mam 19 lat i wyjdę tylko na chwilę do sklepu i po drodze mnie, nie wiem, ktoś napadnie albo mnie trzaśnie samochód i ten dyrektor za to będzie odpowiadał prawnie, no to sorry, ale jak ja bym był tym takim dyrektorem,
3992:  RS - to też bym chyba się niestety po prostu zwyczajnie bał takiej odpowiedzialności.
3996:  RS - Nie chciałbym tej odpowiedzialności mieć na sobie.
3998:  RS - Gdybym miał taką odpowiedzialność w siebie zdjętą, no to wychodźcie sobie do oporu.
4003:  RS - Natomiast z takiej perspektywy, na jakiej nakłada dyrektora prawo, obowiązki i odpowiedzialność, no to kurczę, po prostu naprawdę bym się chyba nie zgodził na to, żeby wychodzić.
4014:  KMM - A czy może rozwiązaniem byłoby w takim razie to, żeby po prostu szkoła i nauczyciele nie byli obarczeni odpowiedzialnością za to, co się dzieje z ludźmi poza murami szkoły?
4025:  KMM - Bo wydaje mi się, że to jest logiczne.
4026:  KMM - Ja kiedyś zostałem, tak wiem, cały czas się odwołuję do doświadczenia uniwersyteckiego, ale jest ono bardziej kuriozalne w tym przypadku, to znaczy byłem konieczny do opieki nad grupą studentów podczas wyjazdu integracyjnego, bo było zbyt dużo ludzi na jednego wykładowcę.
4044:  KMM - Ja miałem wtedy takie, co?
4046:  KMM - Wiesz, to są dorośli ludzie, dlaczego w zasadzie, nie?
4050:  KMM - I wydaje mi się, że to musi być jakiś przepis, który odgórnie narzuca coś takiego na instytucie edukacyjne w takim razie.
4057:  KMM - Chyba.
4060:  RS - Jest rozwiązanie, ono bardzo będzie brzmiało absurdalnie, bo to są takie wybiegi trochę prawne, ale ponieważ uczeń pełnoletni ma prawo sam się zwolnić z lekcji i ma prawo sam się usprawiedliwić, to może sobie na przykład napisać zwolnienie na długą przerwę.
4080:  RS - w której bierze za siebie odpowiedzialność.
4082:  RS - I tego już uczeń ma po prostu prawo pełnoletki sam się zwalniać i sam się usprawiedliwiać.
4088:  RS - Jak on się zwolni między godziną 11.30 a 11.50, to wtedy dyrektor odpowiedzialności za niego nie ponosi.
4098:  KMM - To jest odpowiedź na pytanie palitkę usza od razu.
4103:  KMM - Właśnie pytał o to, co z sytuacją, kiedy uczeń wypełnia pismo, że bierze na siebie odpowiedzialność.
4108:  KMM - Rozumiem w takim razie, że to jest w prawie oświatowym przewidziane.
4112:  RS - Tak, bo możemy się zwalniać i usprawiedliwiać, więc to na jedno wychodzi.
4118:  RS - A jak rodzic zwalnia przecież ucznia, dziecko, to tam pisze, że bierze pełną odpowiedzialność za jego powrót do domu albo za coś, a uczeń pełnoletni bierze za siebie pełną odpowiedzialność.
4129:  AD - Jeżeli jest potrzeba po prostu i jesteśmy pełnoletni, to się zwalniajmy i usprawiedliwiajmy.
4137:  KMM - Przy czym tak, nie we wszystkich niestety szkołach, to jest standard po tym, co czytam na czacie, ale ja już jestem przyzwyczajony do tego, że czytam straszne rzeczy na czacie, więc na wszelki wypadek przejdę z powrotem do komentarzy, które mamy wcześniej.
4150:  KMM - To jest temat, który mnie bardzo triggeruje.
4154:  KMM - I Am Freedom 66 pyta, czy szkoła może nakazywać uczniom określony sposób ubierania się w zależności od płci?
4161:  KMM - Anekdota, moja podstawówka sobie wymyśliła, że jeżeli chłopak ma długie włosy, to musiał obowiązkowo nosić marynarkę.
4171:  KMM - Jak wiemy dobrze, tego rodzaju przepisy mogą mieć gorsze konsekwencje, to znaczy dla osób niebinarnych chociażby i
4180:  KMM - Zastanawiam się właśnie, czemu takie przepisy są wprowadzane, no bo to jest wprowadzenie automatyczne problemu i potencjalnie dyskryminacji genderowej.
4189:  AD - Ja też się bardzo zastanawiam, po co są takie przepisy wprowadzane.
4194:  AD - Szkoła może ustalić sposób ubierania się, jakiś dreszkot, który obowiązuje wszystkich taki sam, może wprowadzić mundurki i wtedy może.
4207:  AD - ustala, że mamy taki w szkole dreszkot, on z czegoś wynika jeszcze z jakichś określonych zasad.
4213:  RS - Bo jest np.
4214:  RS - szkoła mundurowa.
4215:  AD - Bo tak jest u nas w szkole i tak ustalamy i to obowiązuje wszystkich równo.
4221:  AD - Natomiast nie można wprowadzać zapisów właśnie tego typu, czyli różnicować tego, jak ktoś jest ubrany ze względu właśnie na płeć, ani zakazywać noszenia
4235:  AD - pewnych rzeczy, czy też ingerować w wygląd osoby uczniowskiej i uzależniać od tego oceny zachowania, co oczywiście najczęściej idzie w parze, minusowe punkty oraz inne tam rzeczy, za fryzury, bluzkę na ramionczkach lub coś w tym stylu.
4254:  KMM - Właśnie.
4254:  KMM - Wprost piszecie, że jest niedopuszczalne prowadzenie do statutów zapisów mogących naruszać wolność wyznania, sumienia różnicujących sytuację osób uczących się ze względu na płeć.
4264:  KMM - Wyraźnie nie można, więc myślę, że takie przypadki, bo tutaj też mamy...
4269:  KMM - które pomijalne są w tym kontekście, to znaczy czy szkoda można nakazać zmianę obuwia?
4273:  KMM - No tak, jeśli jest dress code, prawda?
4276:  KMM - Więc tego rodzaju przepisy możemy nazwać porządkowymi.
4279:  KMM - Natomiast trzeba je odróżnić od przepisów, które są dyskryminacyjne i niezgodne z prawem oświatowym.
4285:  KMM - No bo wiecie, to jest tak samo zła sytuacja... Z konstytucją, nie tylko z prawem oświatowym.
4290:  KMM - O właśnie.
4291:  KMM - No tak samo jest zła sytuacja, myślę, jeżeli się mówi komuś, że nie ma nosić spódnicy, jak sytuacja, w której się zabroni potencjalnie nosić czadoru, tak?
4300:  KMM - Bo tak, możemy mieć, oczywiście będą wtedy nagłówki w całej Polsce, jeżeli będzie muzułmanin się uczył w szkole, bo wiem, to jest u nas zawsze egzotyka i ojej, trzeba o tym powiedzieć, ale nie rozumiem, po co są wprowadzane właśnie zapisy, które wywołuje po prostu problemy później.
4315:  KMM - Zupełnie jest to niepotrzebne.
4318:  RS - To świetnie tam jest zrobione, właśnie w tym statucie nie umarłem, tam jest taki zapis, tam jest taki zapis dotyczący właśnie ubioru, wyglądu, no i tam przede wszystkim też chodzi o to, że szkoła może oczywiście, że moim zdaniem też powinna, no zakazywać jakichś takich symboli, które, czy jakichś znaków, które nawołują do nienawiści, tak?
4337:  RS - Wiadomo, że no nie wiem, nie będziemy chodzić ze swastykami po prostu po szkole, no bo jak najbardziej...
4344:  RS - nie powinno to mieć miejsca w ogóle w przestrzeni publicznej, w ogóle nie powinno to mieć miejsca.
4348:  RS - No i to jest też taka kwestia, tutaj jeszcze mówię o butach, rozmawialiśmy wczoraj o tym, mieliśmy spinę, może nie spinę, ale taką różnicę zdań dotyczącą butów, butów zmienne.
4361:  RS - Słuchajcie, no przecież to jest tak, nie wszystko musi być zapisane w statucie, nie wszystko tam po prostu ma być, każdą rzecz,
4369:  RS - Nie każdą rzecz trzeba po prostu rozpisać ze szczegółami.
4372:  RS - Zmieniam buty na przykład nie dlatego, że mam zapisane to w statucie, ale zwyczajnie dlatego, że pracują panie sprzątaczki i po to, żeby, albo też chodzimy tutaj do szkoły, żeby nie nanosić tam błota, żeby nie nanosić tam śniegu, nie nanosić tam gówna wszelkiego rodzaju, no to po prostu zmieniam buty, żeby wszystkim było lepiej i nie muszę mieć tego kłopotu.
4392:  RS - takiego zapisu do tego.
4394:  RS - Nie musimy mieć zapisu, że ludzie powinni sobie mówić dzień dobry i tak dalej.
4400:  RS - Nie wpadajmy też w taką paranoję.
4403:  AD - Niestety właśnie to, czytając te statuty niektóre, a szczególnie te tabelki punktów zachowania minusowych i plusowych, to idzie w tą stronę.
4416:  AD - Naprawdę takich typowych, zwyczajowych, powszechnych
4424:  AD - zasad kulturalnego, społecznego i wzajemnego zachowania się, musimy się uczyć w ten sposób.
4431:  AD - przez punkty, przez to, że to jest zapisane i potem egzekwowane jakimiś naganami, karami i awanturami.
4440:  AD - No to jest coś tak naturalnego i coś tak prostego, ale to się dzieje już w przedszkolu.
4444:  AD - Te wszystkie serduszka czarne, za to, że ktoś nie posprzątał po sobie, u moich dziewczyn w przedszkolu były takie praktykowane, nazywało się czarnuch to serduszko.
4458:  AD - Dziecko wychodziło z takim czarnym sercem wspaniałym, przyklejonym.
4466:  AD - To było wiadomo, że albo nie zjadło obiadu do końca, albo nie posprzątało po sobie zabawek.
4473:  AD - Co to w ogóle jest?
4474:  AD - No i potem pojawiają się takie punkty karne w szkole za rzeczy, które są absurdalne, takie właśnie jak zmienianie butów.
4486:  AD - No i my się uczymy.
4488:  AD - Czego my się uczymy wtedy?
4491:  AD - O czym to jest?
4493:  AD - Co jest celem?
4495:  KMM - Ludzie się załamali na to, zupełnie się załamali, a ja też.
4503:  KMM - Mogę tylko dodać od siebie, że ja diagnozuję w tym taki tępy legalizm, to znaczy takie przekonanie, które też bardzo często widzę w takich prawdopośrodkowych, zdroworozsądkowych, łopskorozumowych, moich ulubionych komentarzach.
4517:  KMM - które nigdy nie mają żadnych źródeł, ale mają w sobie bardzo dużo pewności siebie.
4521:  KMM - Myślę, że potrójny profesor Uniwersytetu Stanforda z laureatem Nobla z zakresu fizyki teoretycznej ma w sobie mniej pewności siebie niż przeciętny, prawdopośrodkowy, zdroworozsądkowy komentator.
4534:  KMM - I za każdym razem czytam w tych komentarzach, że to jest potrzebne, bo inaczej się cały system rozpadnie.
4539:  KMM - Jest takie przekonanie, nie będzie właśnie w zapisie, że należy powiedzieć dzień dobry, ludzie przestaną mówić sobie, ludzie przestaną się witać w ogóle, nie oszukujmy się.
4546:  KMM - I jest to przerażające, bo to właśnie może w taki sposób eskalować.
4551:  KMM - Jak damy już precedens prawny, że regulujemy jedną rzecz, to zawsze znajdzie się jakaś grupa społeczna, która powie, o, ale moja rzecz nie jest uregulowana, to jeszcze dorzućmy ten jeden zapis.
4561:  KMM - I dokładnie w ten sposób pępęcznieją moim zdaniem właśnie te wszystkie nieszczęsne rzeczy.
4567:  KMM - regulaminy.
4568:  AD - Nie rozumiem tego oburzenia na czacie.
4570:  AD - Naprawdę nie spotkaliście się z czymś takim, jak tablica motywacyjna w przedszkolu?
4574:  KMM - Ima słowo chodziło.
4575:  KMM - Tego nie możesz używać.
4578:  KMM - Ja się nie spotkałem z tablicą motywacyjną i bardzo się cieszę, ale miałem czarne kółka.
4584:  AD - Przepraszam bardzo, ale to słowo użyłam dlatego, że to było słowo wymyślone przez dzieci.
4590:  KMM - Jasne.
4591:  KMM - Nie, nie, to po prostu chodzi o to, że algorytmy YouTube'a mają taką tendencję, że jak wysłyszą tego rodzaju pojęcia, które są na live'ach, to lubią je banować, ale spokojnie.
4601:  KMM - Wypikaj.
4602:  KMM - Tak, czaty nie wiedzą o tym, że Krzysztof jeszcze nie przegrał żadnego boju z YouTubem, to znaczy mam starą zasadę, to znaczy jeżeli jest jakiś copyright strike na YouTubie, to piszę pasywną, agresywną angielszczyzną na stronę A4, co myślę na temat ludzi, którzy to zrobili.
4617:  KMM - W ciągu dwóch dni maksimum wszyscy się wycofują, więc działa za każdym razem.
4623:  KMM - Może... Aha, oddawanie telefonu przed lekcją, to zaadresowaliśmy już.
4628:  KMM - W jaki sposób szkoła powinna zmieniać status?
4631:  KMM - Statut, jak rozumiem.
4633:  KMM - Czy ma obowiązek informować o tym jakoś uczniów?
4636:  KMM - Pyta Just Another Person.
4638:  KMM - Ostatnio spotkałem się z sytuacją, w której statut podczas roku szkolnego dostał kilka zmian i zastanawiam się, dlaczego uczniowie o tym nie wiedzieli.
4648:  RS - Po pierwsze, to jest bardzo ważne pytanie, bo statut nie jest raz na zawsze dany.
4657:  RS - Statut można zmieniać w ciągu roku i teraz kto może go zmienić?
4663:  RS - W każdej szkole istnieje na pewno coś takiego jak komisja statutowa i do tej komisji statutowej każdy, czy rodzice, czy uczniowie, czy nauczyciele,
4672:  AD - Pojedyncza osoba także.
4674:  RS - Tak, pojedyncze osoby mogą zgłosić swoje uwagi i na przykład powiedzieć, proszę, proponuję wykreślenie, zmienienie tego i tego punktu na taki i taki zapis.
4683:  RS - No i potem ta komisja statutowa.
4685:  AD - Najlepiej z uzasadnieniem.
4686:  RS - Tak, oczywiście, najlepiej z uzasadnieniem.
4689:  KMM - A co to jest komisja statutowa?
4690:  KMM - Bo jest pytanie od razu na czatach od Maćka.
4693:  RS - Najprawdopodobniej, najczęściej to jest komisja, którą tworzą nauczyciele,
4698:  RS - ale ona, powiem tak, ja się nie spotkałem jeszcze z sytuacją, żeby uczniowie albo rodzice zgłaszali jakieś zmiany do statutu,
4707:  RS - Prędzej to nauczyciele zgłaszali, ja na przykład zgłaszałem sporo takich zmian, takich zapisów i potem ta komisja statutowa to opiniuje, ale ja dostałem uzasadnienie, takie bądź inne.
4720:  RS - Te zmiany, które akurat proponowałem, były zaopiniowane pozytywnie, więc nie miałem z tym żadnego problemu, ale podejrzewam, myślę, że tak to wygląda, trochę podejrzewam, nie wiem, czy ty to wiesz,
4731:  RS - że musi być uzasadnienie odmowy takiej zmiany.
4737:  RS - No i kto to potem opiniuje?
4738:  RS - No potem opiniuje to Rada Pedagogiczna, potem Rada Pedagogiczna to przegłosowuje, ale też opiniuje to Rada Rodziców i opiniuje to samorząd uczniowski.
4750:  RS - Tak, bo jest wysłany ten projekt, projekt statutu, projekt zmian musi być wysłany do Rady Rodziców, musi być poinformowana cała społeczność uczniowska i mogą się znowu odnieść do tych zmian, które tam wszyscy mogą się odnieść i powiedzieć, że na to się zgadzają, bo dzisiaj nie zgadzają.
4767:  KMM - Czyli rozumiem, że też do tych zmian statutu będzie dobrze wykorzystać raz raport, żeby była podkładka, dwa jest ten wzorzec w postaci nieumarłego statutu.
4777:  RS - To jest rewelacyjny, to jest ten po prostu gotowiec stowarzyszenia umarłych statutów, ten statut nieumarłych, to jest coś pięknego.
4785:  KMM - Dla przypomnienia, dla przypomnienia, to jest moi drodzy do pobrania dla wszystkich, tutaj na tej stronie Stowarzyszenia Umarłych Statutów, pobierz ebooka, jest w wersji doc, jest w wersji pdf, więc, tak jak mówię, gotowiec, rzadko się zdarza, swoją drogą, żeby w polskim porządku prawnym było coś takiego.
4804:  KMM - Pytanie do mnie się pojawiło, ojej, co za odmiana, co myślę o zwracaniu się do nauczycieli w niektórych liceach per profesor.
4812:  KMM - Powiem tak, ja nigdy nie spotkałem się z tym w swojej edukacji, żeby to było wymuszone, raczej było to coś zwyczajowego, natomiast bardzo zabawne było to, jak mnie uczył w historii doktor w liceum i wszyscy wiedzieli, że to jest doktor, ale wiecie, ale to był taki prawdziwy doktor.
4834:  KMM - I to było piękne, bo wszyscy sobie zdawali sprawę z tego bullshitu, ale w dalszym ciągu zwyczaj był kontynuowany, więc ja z perspektywy kogoś, kto stroni od używania tytułów akademickich, a już na pewno wymuszania ich na kimkolwiek, patrzę trochę dziwnie na te zwyczaje, to znaczy...
4853:  KMM - Powiem w ten sposób i nie wiem, czy nasi goście się ze mną zgodzą, ale jeżeli nauczyciel mówi po imieniu do ucznia od pierwszych klas szkoły podstawowej, no to automatycznie już jeżeli wprowadzamy w drugą stronę per pan, to już jest zwiększenie tego dystansu.
4872:  KMM - Więc jeżeli jeszcze bardziej zwiększamy ten dystans, no to się prosimy o kłopot, moim zdaniem przynajmniej, bo nie wszyscy będą w stanie zadzierżgnąć kontakty takie, które zniwelują tę przepaść, więc być może nie warto byłoby tej przepaści pierwszej kolejności otwierać, a mówię to jako ktoś, zaznaczę, kto na początku swojej kariery akademickiej bardzo lubił swój tytuł naukowy, ale mu przeszło.
4898:  KMM - Jak zmądrzał.
4902:  RS - A, żeby my tutaj wyciągnąć jedną rzecz?
4904:  KMM - Ale pewnie, pewnie, jasne.
4906:  RS - O samorząd uczniowski tutaj się pojawi.
4907:  RS - Widzisz to?
4908:  AD - Lindor.
4911:  RS - Już widzę.
4911:  KMM - Samorząd uczniowski.
4912:  KMM - Serio, byłem cały liceum i nic nie mogłem zrobić.
4915:  KMM - Nawet nie wiem, ile pomysłów dałem i sposobów na ich wykonanie.
4919:  KMM - Zero.
4920:  KMM - Przepraszam, ale nie wierzę w samorząd.
4924:  RS - No tak.
4925:  AD - No właśnie.
4926:  AD - I jesteśmy znowu w tym punkcie.
4929:  AD - Rozmawiajmy i słuchajmy się i szkoła jest nasza.
4934:  AD - I dla mnie to jest też ważne z tego punktu widzenia, że właśnie pozorna lub też brak demokracji, brak tej samorządności jakby powoduje, że no zwyczajnie potem w dorosłym życiu i później
4949:  AD - Nie mamy tych kompetencji i nie jesteśmy sprawczy, nie czujemy, że możemy być sprawczy i nie działamy, nie robimy różnych rzeczy.
4964:  AD - Ale też, co chciałam powiedzieć, to jest ważnym wątkiem i o tych statutach, i o tych regulaminach, i o tych zasadach, które ustalamy.
4969:  AD - Jeżeli zrobimy to wspólnie, jeżeli w tym procesie ustalenia tych naszych wspólnych zasad
4975:  AD - będą brać udział wszystkie strony uczniowie rodzice nauczyciele i się tam dogadamy i zrobimy to w zgodzie z prawem i oświatowym i z aktami nadrzędnymi jeżeli wszyscy się pod tym podpiszą no to
4995:  AD - Będzie fajnie.
4996:  AD - Odejdą te wszystkie sytuacje, kiedy się zaczynamy w tym cały czas przepychać i przerzucać tymi argumentami, paragrafami, bo poświęciliśmy ileś tam tego naszego czasu na ten nasz kontrakt.
5010:  AD - na to coś naszego wspólnego, dzięki czemu nasza społeczność, nasza szkoła działa w ten właśnie określony sposób, bo to jest nasza szkoła, my chcemy, żeby tak działała, na takich zasadach i wszyscy się pod tym podpisujemy i każdy pełnoprawnie w tym procesie ustalania tych zasad uczestniczy, no to mamy te zasady i one są, działają, wszyscy się do nich stosują.
5036:  KMM - Ja powiem jako ktoś, kto się nigdy i całkowicie intencjonalnie nie pchał do samorządu, że moim zdaniem głównym problemem jest to, że ludzie jak zawsze nie są głupi, są chytrzy i sprytni i wiedzą, że to nic nie daje.
5053:  KMM - W związku z powyższym, po co się ma do tego pakować?
