🔴 Co robić, gdy nauka i praca nas przytłacza? (ft. @BezSchematu) | ROZMOWA #4
🔗 https://www.youtube.com/watch?v=eueWEwF4KCo
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)

6:  S05 - Muzyka Muzyka
8004:  KMM - Naprawdę dobrze jest to zrobione.
8006:  KMM - Dwa pytania są, które chciałbym wyciągnąć z czatu, żeby jeszcze nam skomplikować już i tak bardzo trudne tematy, ale widzę, że jest duże zapotrzebowanie na to.
8014:  KMM - Dajcie jakieś wskazówki, jak rozpoznać, pisze Alice in Poland, granice między ambicją a pracoholizmem.
8021:  KMM - Powiem tak, odwołując się do innych izmów,
8026:  KMM - alkoholizm przejawia się tym, że masz już nie wewnętrzną potrzebę, znaczy masz wewnętrzną i kompulsywną potrzebę sięgnięcia po kieliszek, a nie, że po prostu traktujesz to jak, nie wiem, kupienie sobie paczki chipsów raz na jakiś czas, albo zamówienie pizzy, albo pójście na spacer, albo, nie wiem, oglądanie TikToków z jamnikami, cokolwiek.
8048:  KMM - Uzależnienie się pojawia wtedy, kiedy wychodzi to...
8051:  KMM - poza twoją kontrolę trochę i mniej więcej tak jak jest z ambicjonalnym podejściem.
8056:  KMM - Ten mój kazus, który wam przytoczyłem, bardzo osobisty, związany z priorytetyzowaniem kartkówki ponad śmierć w rodzinie de facto, jest skrajnym przejawem tego, do czego może doprowadzić pracoholizm.
8068:  KMM - Pracoholizm więc rozpoznacie, niestety, jak wszystkie inne izmy, albo w porę, albo za późno.
8075:  KMM - Więc lepiej rozpoznać w porę i zastanawiać się za każdym razem, czy to, nad czym pracuję w tej chwili,
8081:  KMM - jest absolutnie i w 100% warte wysiłku, który w to wkładam.
8087:  KMM - I czy na pewno jest to coś, co chcę robić?
8091:  KMM - Jeżeli to jest coś, kto nam ktoś narzucił, no to sprawa jest prosta, ale też można się w to wpakować, tak?
8096:  KMM - Ktoś tam zleca różne rzeczy i wy mówicie, tak, zrobię to, oczywiście, zrobię to, zrobię to, zrobię to.
8102:  KMM - I wszystko robicie zawsze i wiecie, czym to się kończy?
8105:  KMM - To się nigdy nie kończy.
8106:  KMM - Zawsze będziecie słyszeli, że możecie zrobić jeszcze jedną rzecz, ponieważ ktoś już rozpozna schemat, tak?
8112:  KMM - No tak, zawsze jak proszę o to, żebyś coś zrobiła, to to robi.
8117:  KMM - No to bardzo dobrze, ja mam z takim naiwniakiem do czynienia, myślę sobie niestety bardzo często ludzie wtedy, to proszę bardzo, zrzucimy na głowę.
8125:  KMM - Ba, może się zdarzyć tak, że w zespole będzie ktoś, kto będzie na przykład bardzo asertywnie komunikował, nie no, panie szefie, ja tu mam rodzinę, ja mam chorą matkę, ja mam wyjazd, ja mam to, ja mam tamto, i on powie, nie no, przecież Stefan ma tyle rzeczy w rodzinie,
8139:  KMM - A Krzysztof nie, no to Krzysztofowi to damy, nie?
8144:  KMM - I to jest właśnie to niebezpieczna rzecz, to przejście między ambicją a pracoholizmem.
8147:  KMM - Ono się może przytrafić, kiedy nawet się nie zorientujemy.
8151:  KMM - I bardzo często przytrafia się właśnie ludziom, którzy po prostu chcą solidnie podchodzić do pracy.
8156:  KMM - Ale pamiętajcie, że praca nie jest wartością etyczną.
8160:  KMM - To jest po prostu coś, co zajmuje nam czas i daje nam pieniądze.
8163:  KMM - Zatem się różnią od innych rzeczy, które zajmują nam czas i nie dają nam pieniędzy.
8167:  KMM - Więc pracujmy tylko tyle, ile musimy, żeby...
8171:  KMM - Zarobić oczywiście, ale równocześnie mieć przestrzeń, żeby się rozwijać i na przykład zmienić tę pracę.
8176:  KMM - To trochę jak w IT, nie?
8178:  KMM - Ludzie w IT nie siedzą cały czas w jednym miejscu, tylko skaczą po różnych miejscach.
8183:  KMM - A mogliby siedzieć w jednym.
8185:  BFP - Jutro o godzinie 20.10, jak będę robił taki stream tematyczny właśnie o cnotach i wartościach, planowałem dokładnie pogłębić to, o czym mówił w tym momencie Krzysztof.
8194:  BFP - I opowiem wam też, bo tutaj nie mamy na to czasu, kilka swoich historii z życia zawodowego, kiedy po prostu trzeba było robić dobrą robotę, ale pytanie, zadając sobie ustami i słowami Agnieszki Chilińskiej, nie, to nie wiem, czy to była Chilińska, czy warto było spalać się całe życie?
8211:  BFP - Ja ci nie pomogę.
8212:  S00 - No tak, do kogo ja się zwracałem?
8215:  BFP - Nie, to nie była Chilińska, to był ktoś inny, ale nieważne.
8222:  BFP - Ja miałem takie błędne przekonanie, z którego na szczęście wyszedłem przez jakiś czas, że można przekraczać te granice ambicji i nawet nadmiernej pracy, nie chcę używać jeszcze słowa pracoholizmu, ale to zrobię, że
8242:  BFP - Pracoholizm jest usprawiedliwiony wtedy, kiedy pracujesz dla siebie, a nie dla kogoś innego.
8248:  BFP - Tak?
8248:  BFP - Że jeżeli robisz dla kogoś innego, kto zarabia na twojej pracy, więcej niż się od ciebie oczekuje, to to nie jest okej.
8258:  BFP - Ale jeżeli jesteś pracoholikiem, bo jesteś na swoim, to to już jest okej.
8262:  BFP - Nie.
8262:  BFP - Pracoholizm nie jest okej, kropka.
8265:  BFP - Taki jest mój pogląd.
8266:  BFP - Też tak uważam.
8266:  BFP - Pracoholizm nie jest okej i kropka.
8270:  BFP - Obawiam się, że jeżeli są osoby, które jeszcze tego nie czują, a znam osobiście takie osoby.
8274:  KMM - Po, aby Mr. Bisto w ostatnim swoim wywiadzie mówił, że wprost się przyznał do pracoholizmu.
8280:  KMM - I jakby nie miał żadnej reakcji ze strony rozmówcy.
8283:  KMM - Rozmówca mówił, to mów dalej, mów dalej, jaki jesteś fajny i ile zarabiasz.
8288:  KMM - On nie powiedział, nie, no to może byś wybrał się do tej swojej dziewczyny w RPA.
8292:  KMM - Zdobisz sobie miesiąc off, skoro masz już firmę, taką redystrybucję środków, bo to jest geniusz biznesowy, prawda?
8298:  KMM - To nie jest tak, że on zarabia na YouTubie, tylko on ma milion firm.
8301:  KMM - No to masz już ludzi, którzy się tym zajmują, nie musisz być na miejscu.
8304:  KMM - Nie powiedział tego dziennikarz, czy YouTuber, który go wywiadował, tylko
8307:  KMM - O rany, rany, pokaż, pokaż, pokaż ile masz subów, pokaż jak dużo zarobiłeś w ostatnim miesiącu.
8313:  KMM - To jest właśnie ten element kapitalizmu, którego ja nienawidzę.
8316:  KMM - Kapitalizm cyferek i wykresów.
8320:  BFP - Więc to jest jeszcze trudniejsza lekcja, czy to wyczucie granicy, niż kiedy mówiliśmy o prokrastynacji versus moim samopoczuciu i samoocenie.
8335:  BFP - Bo tutaj mówimy o tym, czy przekraczam pewne granice i popadam w pracoholizm, czy coś co nazywam ambicją zmienia się w obsesję.
8343:  BFP - I ja powiem tak, ja musiałem przejść wypalenie zawodowe, żeby odebrać tę lekcję.
8348:  BFP - Ja musiałem zmarnować parę rzeczy w swoim życiu, więc być może, jeżeli usłyszycie przykre słowa od kogoś bliskiego, albo zobaczycie, że straciliście coś bezpowrotnie, to to będzie ten moment, kiedy wyczujecie granicę i już nigdy nie stracicie jej z oczu.
8362:  BFP - Tego wam życzę, w sensie nie traumy i nie krzywdy, ale tego, żebyście jak najmniejszym kosztem, jak najmniejszym bólem dostrzegli tę granicę.
8370:  KMM - Ja już od razu chciałem powiedzieć, że fakt, że jest z was tutaj tak dużo, to jest o tyle pozytywny, że myślę, że widzimy jakiego wyboru wszyscy dokonaliśmy, prawda?
8380:  KMM - To znaczy jesteśmy tutaj razem wszyscy i rozmawiamy o rzeczach, które żeby nie było, my nie wychodzimy z pozycji autorytetów, tylko dokładnie się z tym zmagamy też, tak?
8390:  KMM - I Filip tak się składa i ja.
8392:  KMM - Jesteśmy w branży kreatywnej, nazwijmy to ogólnie i musimy sobie sami organizować czas i
8397:  KMM - Jak współpracujemy ze sobą, to też wyszły różnice między nami, to jak trudno było to ze sobą zsynchronizować.
8402:  KMM - Oczywiście Krzysztof był w stu procentach winny tutaj.
8405:  KMM - Ciężko jest współpracować z kimś, kto pracuje totalnie chaotycznie, nie?
8409:  KMM - No nie, nie, to jest jak z twoją pamięcią.
8413:  BFP - Ja wiem, że troszeczkę na pokaz dokonujesz autodeprecjacji, ale to jest nieprawda.
8417:  BFP - Krzysztof jest dobrze zorganizowaną osobą, ma po prostu inny styl pracy, bo my współpracujemy.
8424:  BFP - Może nie zarządzamy czymś dużym na co dzień, ale dogrywamy się, mamy pewne kalendarze, mamy pewne koncepcje.
8431:  BFP - Prawdopodobnie zrealizujemy w życiu w przyszłości jeszcze kilka fajnych projektów razem.
8435:  BFP - I uczymy się stylów, które sobie dogrywamy, ale to też właśnie, żeby nie było tego, wiesz, można to obrócić w żart, ale to nie jest prawda.
8443:  BFP - Nie jesteś złą chaotyczną, bo streamy są robione o konkretnych godzinach, wywiązujesz się ze swoich obowiązków na uczelni, więc też nie przesadzajmy.
8450:  BFP - Ale przepraszam, że Ci się wciąłem, bo teraz jest pora na moją Olgę.
8455:  BFP - A dokładnie chodzi mi o Dominikę i nie naszą Dominikę, nie tą wspaniałą Dominikę, która jest ilustratorką, tylko o Dominikę Kulczyk.
8463:  S04 - Panie, lecisz, lecisz.
8466:  BFP - Otóż jest głośno o tym, co niedawno powiedziała Dominika Kulczyk, która jak widać wyznaje całkowicie odmienną filozofię od mojej.
8474:  BFP - I jak rozumiem też mogła przechodzić ciężkie wypalenie zawodowe, no trudno jest ich nie przechodzić, jeżeli ma się miliardy na koncie i zaczyna się kolekcjonować dzieła sztuki w wieku 19-20 lat, jak sama wspomniała, bo tak powiedziała, że zaczęła budować swoją kolekcję w bardzo wczesnym wieku, tak jak zazwyczaj my wszyscy.
8492:  BFP - Natomiast powiedziała właśnie w tym wywiadzie nieszczęsnym, że ja nie rozumiem tych młodych ludzi, którzy po prostu wybija im godzina wyjścia z pracy i wychodzą.
8504:  BFP - I tak się nigdy nie zbuduje wielkiej rzeczy.
8506:  BFP - Wiecie co?
8506:  BFP - Ja bym wam powiedział komuś, kto nie ma jej stanu konta.
8511:  BFP - Kogoś, kto tak bardzo nie jest zdelegitymizowany do tego, żeby to mówić, czyli jako miliarderka, która odziedziczyła większość majątku po swoim zmarłym mężu.
8522:  BFP - który dorobił się tych pieniędzy, również nie do końca czysty sposób, biorąc pod uwagę kontakty jego ojca ze służbami bezpieczeństwa i jak się ustawił i że miał milion dolarów na start jego syn, ale to nieważne, to nie ma znaczenia.
8536:  BFP - Nawet gdyby to nie była miliarderka,
8538:  BFP - to gdyby ktoś coś takiego powiedział, to bym polemizował z tą osobą, bo każdy ma prawo zdecydować, czy chce skończyć pracę o tej godzinie, czy nie i po to mamy prawo pracy, po to mamy kodeks pracy, żeby ludzie, i to jest bardzo ważne, co dzisiaj wybrzmiewa w naszych rozmowach i w waszych komentarzach, mogli realizować się na innych polach.
8557:  BFP - Ktoś może być matką bądź ojcem, chce spędzić więcej czasu ze swoim dzieckiem.
8561:  BFP - Ja pracuję z moim przyjacielem Kasprem, dla którego tak obudowaliśmy pracę, żeby faktycznie pracował około tych 8 godzin dziennie, choć faktycznie efektywnie pracujemy 5 godzin dziennie, ale żeby miał czas tak, żeby jako samotny ojciec mógł zajmować się swoją córką, z którą po prostu chciał spędzać czas, bo nie chciał przegapić tego czasu.
8579:  BFP - W momencie, w którym zda sobie sprawę, kurde, żałuję, że spędziłem za mało czasu ze swoją córką, kiedy dorastała.
8584:  BFP - I to, że ktoś jest w stanie wyjść i powiedzieć właśnie w taki sposób deprecjonujący innych, stygmatyzujący, że no zobaczcie do czego ja doszłam, jak ja się dorobiłam, ale by tego nie było, gdybym wychodziła z pracy wcześniej.
8600:  BFP - To ja powiem tak i to jest moja dewizja od lat.
8604:  BFP - Ja nie zapierdalam, ja po prostu pracuję mądrze.
8606:  BFP - I tego wam wszystkim życzę.
8608:  BFP - A Dominicy Kulczyk?
8609:  BFP - Nie wiem czego życzyć.
8610:  BFP - Może więcej empatii, może więcej solidarzy społecznego.
8612:  BFP - Grażyna, czaty podpowiadają, że Grażyna Kulczyk to powiedział.
8616:  BFP - Grażyna, przepraszam serdecznie.
8618:  KMM - Chociaż pamiętajmy, że to z jednego gniazda wszystko.
8623:  KMM - Natomiast ja dorzucę, zresztą dokładnie to samo mówi Matczak przecież, podobno profesor, ale ja używam tego odniesienia wyłącznie do ludzi, którzy zapracowali sobie na to stanowisko.
8633:  KMM - W każdym razie, w jednym i w drugim przypadku mamy do czynienia z człowiekiem, który zresztą w przypadku Olgi wywołanej też, mamy do czynienia z ludźmi, którzy nie rozeznają swoich przywilejów.
8645:  KMM - I nie rozumieją, że sytuacja, w której się urodzili, jest sytuacją przywileju.
8649:  KMM - Ja rozumiem.
8650:  KMM - Zresztą powiedziałem to w wielu swoich filmach.
8653:  KMM - Ja jestem w sytuacji uprzywilejowanej, że mogłem się skoncentrować na nauce, że mogłem sobie gromadzić, rodzice mieli na to pieniądze, żeby gromadzić mi bibliotekę.
8662:  KMM - Mogłem sobie na to wszystko pozwolić, tak?
8663:  KMM - W związku z powyższym staram się maksymalnie oddać ludziom to, co mnie było dane.
8668:  KMM - I to jest jeden z głównych powodów, dla których jestem w nauce i w edukacji.
8672:  KMM - Ale...
8673:  KMM - Tego rodzaju określenia właśnie zauważcie, że one bardzo wrezonują w nas mocno, bo mamy właśnie ten syndrom oszusta, o którym mówi naprawdę te moje segłeje dzisiaj, o którym mówi Tomek W., mamy w sobie i cały czas nam się wydaje, że nie robimy dość dużo, że nie robimy wystarczająco i dlatego to na nas tak działa.
8692:  KMM - Ten kapitał, który się ma, niezależnie od tego, czy to jest finansowy, czy kulturowy, czy społeczny, czy jakikolwiek inny,
8700:  KMM - jest nie do przecenienia w niektórych przypadkach, ale na pewno nie powinien być używany do tego, żeby układać nim innych ludzi po głowie.
8707:  KMM - No bo potem jest tak, jak pisze Tomek, jak pokonać sobie wewnętrzny syndrom oszusta.
8711:  KMM - Mam jakiś plan lub cel, wykonam jeden kroczek w jednego kierunku, za chwilę przychodzą myśli, po co ja to robię, nie nadaję się do tego, za głupi jestem.
8717:  KMM - Ja powiem, jak bardzo jest to szkodliwe w edukacji i w nauce.
8722:  KMM - Nawet powiem w nauce bardziej niż w edukacji.
8724:  KMM - Dlaczego?
8726:  KMM - Dlatego, że nauka polega na tym, że macie być na barkach olbrzymów.
8732:  KMM - Mają być kolejne pokolenia.
8734:  KMM - Cały czas budujemy na tych, którzy przyszli przed nami.
8738:  KMM - I żeby cokolwiek zbudować, jasne, korzystamy z doświadczenia innych, którzy są mądrzejsi, może bogatsi od nas pod wieloma względami, ale my musimy też coś zbudować.
8750:  KMM - To nie jest tak, że patrzymy i o Boże, jaki ten olbrzym jest duży, Boże, ja nigdy nie będę taki duży jak ten olbrzym, bo to niczego nie doprowadzi.
8759:  KMM - Bo ten olbrzym też kiedyś był mniejszy, prawda?
8762:  KMM - Też urósł w toku edukacji, w toku doświadczenia, przez wyciężenia trudności.
8768:  KMM - Więc jeżeli startujemy do nauki z automatycznym, czołobitnym trybem i mówieniem, że autorytet ma rację, to nic nowego nie wytworzymy.
8778:  KMM - Skopiujemy to, co zrobił autorytet.
8780:  KMM - I to jest problem.
8781:  KMM - To jest to przepisywanie podręcznika idiotyczne, które się uprawia w szkole.
8785:  KMM - I to samo robią bardzo często polscy naukowcy, że przepisują to, co było za granicą.
8789:  KMM - Zdajecie sobie sprawę z tego, że jeden z ojców polonistyki napisał literalnie książkę, teorię literatury za granicą.
8797:  KMM - Znaczy, no, no, no, gdzie, gdzie tu jest innowacja, tak?
8801:  KMM - Gdzie tu jest jakaś nowa myśl?
8802:  KMM - No, gość zebrał to, co powiedzieli za granicą i przetłumaczył.
8805:  KMM - Jasne, w czasach, w których był trudny do tego dostęp.
8808:  KMM - Ale Steel zebrał to, co powiedzieli za gramaniczni, przetłumaczył i tyle.
8813:  KMM - I to dostał habilitację z tego.
8816:  KMM - To nie jest to, do czego powinniśmy dążyć.
8820:  BFP - Czekałem na ten komentarz i już wcześniej mówiłem, że obiecuję się do niego odnieść, ponieważ jego istota nie jest w pierwszym zdaniu, jego istota jest w ostatnim zdaniu.
8829:  BFP - Uważam, że jest to błędna autodiagnoza.
8832:  BFP - A po co ja to robię?
8833:  BFP - Nie dodaję się do tego, za głupi jestem.
8834:  BFP - To nie jest syndrom oszusta, to jest po prostu problem z niską samooceną i poczuciem własnej wartości.
8840:  BFP - I to również jest kwestia, którą warto by było skonsultować ze specjalistą, a konkretniej z terapeutą.
8847:  BFP - Absolutnie.
8848:  KMM - I nie mam nic więcej do dodania.
8850:  KMM - Przy czym ja jeszcze dodam mimo wszystko, że pamiętaj Filip, że to nie jest tak, że ludzie wpadają sami na taki pomysł, tylko ludziom się to mówi.
8858:  KMM - I jedna z najczęstszych rzeczy, która wynika z systemu oceniania, to jest to, że albo uważasz, że jesteś zajebisty i wygrasz wszystkie konkursy, albo uważasz, że jesteś nikim.
8868:  KMM - Więc ja musiałbym wysłać, nie wiem...
8873:  KMM - rok za rokiem studentów na terapię w defekcie, ponieważ to, co w tej chwili przeczytaliśmy, to jest zdanie, które ja słyszę notorycznie.
8881:  KMM - Ja wtedy wpadam w szał, krzyczę, mówię, że ludzie nie mogą tak mówić, rozmawiamy ze sobą, dyskutujemy.
8887:  KMM - Ile razy mi się zdarzyło, że ktoś oddał pracę
8890:  KMM - dosłownie, przed oddaniem pracy.
8893:  KMM - Panie doktorze, po pierwsze, nie musisz, panie doktorze, tak?
8896:  KMM - No dobrze, ta praca jest zła, ona jest beznadziejna.
8900:  KMM - Ja powiedziałem, okej, to teraz rozważmy dwie rzeczy.
8904:  KMM - Po pierwsze, podobno się tak mówi dlatego, że ja jestem autorytetem, tak?
8907:  KMM - No tak.
8908:  KMM - no to z drugiej strony podważasz mój autorytet, bo z nas dwóch, ja jestem, mam kwalifikacje do tego, żeby ocenić, czy to jest dobre, czy złe.
8915:  KMM - I ludzie się zwykle wtedy śmieją, ale to pokazuje, zauważcie, absurd sytuacji, tak?
8919:  KMM - Sami się autodiagnozujemy się, nie czekamy, aż ktoś inny to zrobi, tylko sami się udupiamy, ponieważ ktoś inny nas wcześniej udupił, ktoś inny nam wcześniej powiedział, że jesteśmy idiotą i my w ten sposób tego człowieka teraz dowartościowujemy ex post, powtarzając jego słowa na nasz temat.
8938:  KMM - To jest złe.
8939:  KMM - Jeżeli jest to coś, co sobie internalizowaliśmy, co uwewnętrzniliśmy, a co słyszeliśmy kiedyś od kogoś, to to jest mega złe.
8949:  KMM - I nie zawsze to wyjdzie na terapii, jeżeli sobie tego wcześniej nie uświadomicie, że ktoś kiedyś wam coś takiego powiedział.
8956:  KMM - Więc też trzeba być tego świadomym i zastanowić się, kiedy po raz pierwszy usłyszeliście, że jesteście głupi i się nie nadajecie i od kogo i w jakich okolicznościach.
8964:  KMM - Bo jeżeli usłyszeliście to w okolicznościach szkolnych, to powiem wam o tym nauczycielu dokładnie to samo, co o tym terapeucie, który diagnozował.
8971:  KMM - To znaczy, że nie powinien być nauczycielem.
8972:  KMM - Powinien zostać zwolniony z dnia na dzień, bo tego nauczyciel nie ma prawa powiedzieć i tego nie mówi.
8981:  KMM - Tak, to jest rzecz, która mnie wyjątkowo denerwuje, bo stykam się z tym co roku praktycznie.
8985:  KMM - Jeżeli ktoś będzie moim studentem w przyszłości, proszę, nie mówcie o sobie, że jesteście głupi albo że się nie nadajecie, tylko...
8995:  KMM - Jeżeli już ktoś wam to kiedyś powie, to przynajmniej miejcie świadomość, że to pochodzi z zewnątrz, a nie od wewnątrz.
9001:  BFP - Tak, ja jeszcze zaznaczę, że wiem, widziałem też już, że sporo osób tutaj to pisało, to co też czasami się pojawia na czatach podczas streamów bez schematu.
9011:  BFP - Społeczność ma wielkie znaczenie i ja wiem, że część z was nie uda się do terapeutów, chociaż powinna.
9021:  BFP - Ale przynajmniej to już naprawdę w wersji minimum zderzenie swoich doświadczeń z doświadczeniami innych ludzi.
9032:  BFP - Poczucie, że są inni, którzy zmagają się z podobnymi problemami i stopniowe przekonywanie pozostałe, że są pewne rzeczy, które mi pomogły.
9042:  BFP - Albo nawet moja historia i nawet historia Krzysztofa, gdzie mieliśmy trudne momenty, gdzie naprawdę cała moja rodzina myślała, że już sobie nie poradzę, że że straciłem trzy lata studiów i studiowałem bardzo wiele razy i nic nie rysowało się dobrze na mojej drodze i miałem problemy z epizodami depresyjnymi.
9060:  BFP - Ale jakoś z tego wyszedłem.
9062:  BFP - To nie było magiczne, to nie jest tak, że znalazłem jedno panaceum, to nie jest tak, że ktoś przyszedł i dotknął mnie magiczną różdżką mojego czoła i to się wszystko zmieniło.
9071:  BFP - Nie, to wymagało pracy, to wymagało doświadczeń, ale wiecie skąd najlepiej pozyskiwać doświadczenia, wiedzę, dobre praktyki i również kształtować swoje postawy.
9082:  BFP - od innych ludzi.
9083:  BFP - I ta społeczność, która tu jest w tym momencie, jest błogosławieństwem.
9086:  BFP - To, co robi Krzysztof, jest bardzo wartościowe.
9090:  BFP - I warto być w tym gronie i warto słuchać pozostałych bardzo uważnie i czuć, że nie jesteśmy sami.
9096:  BFP - Nie jesteśmy sami z tymi problemami, z którymi się zmagamy.
9100:  BFP - Ale niestety na bardzo dużą część tych pytań odpowiedzią jest, nie będziemy nawet próbowali udawać, że możemy wam pomóc, ale są ludzie, którzy zrobili to już teraz dla wielu innych ludzi i biorą za to pieniądze, to jest ich profesja.
9114:  KMM - Wiecie, też powiem, że ten syndrom impostora to jest coś, co jest wpisane w DNA mojej pracy, bo nigdy nie ma tak, co też wam usiłuję cały czas tłumaczyć, krytykując egzaminy, krytykując ten bardzo
9132:  KMM - W zasadzie akademicki system nauczania, który jest w Polsce, bo jeżeli polska szkoła do czegoś przygotowuje, to na pewno przygotowuje do pracy akademickiej, bo tam jest wszystkiego dwa razy więcej.
9141:  KMM - Dwa razy więcej mobbingu, dwa razy więcej stresu, dwa razy więcej punkcików, wszystko jest dwa razy więcej.
9146:  KMM - Jeżeli ktoś to przetrwał, to tak, to może być dobrym naukowcem.
9150:  KMM - Ale problem polega na tym, że zawsze macie w sobie takie poczucie, ale ktoś jest lepszy ode mnie.
9157:  KMM - Ja mogłem wyjechać na Oxford, miałem taką propozycję.
9160:  BFP - Mogłem robić tam karierę.
9162:  BFP - Krzysztof, lepiej.
9165:  BFP - Spójrz na swoich przyjaciół.
9167:  BFP - No zobacz, oni już mają dzieci, oni mają swoje własne mieszkanie.
9171:  KMM - No, no, no.
9172:  BFP - Zobacz jak wygląda ich praca, zobacz na pewno ile zarabiają.
9174:  BFP - A nie słyszałeś, jak ten sobie ładnie poradził, wyjechał, można wyjechać z kraju, można zamieszkać, można sobie poradzić.
9180:  BFP - Masz rację, to nie jest ograniczone do środowiska akademickiego, masz absolutnie rację.
9183:  BFP - Nie, to jest naprawdę bardzo silnie także usadzone i myślę, że wszyscy na czatach teraz przyklasną ze smutkiem, ale nasi rodzice najbardziej nas kształtują.
9193:  KMM - No tak, tak.
9196:  KMM - Ja miałem akurat w tym obszarze szczęście, ale jeżeli bym spojrzał szerzej, to nie, to zdecydowanie.
9202:  KMM - Im szersze kręgi zataczam od tej mojej małej komórki rodzinnej, tym jest gorzej, jeżeli chodzi właśnie o tego rodzaju opresję wywieraną na najróżniejsze sposoby.
9212:  KMM - Absolutnie tak, zgadzam się.
9214:  KMM - Cezary Wódkowski pisze coś, co myślę, że będzie ciekawe, szczególnie do poruszenia na tym kanale, gdzie pesymizm jest...
9222:  KMM - sztuką przeze mnie cały czas pielęgnowaną.
9225:  KMM - Leśna, dziękuję ci serdecznie za chujny trybut.
9227:  KMM - Bardzo dziękuję.
9229:  KMM - To ja dziękuję.
9230:  KMM - Mianowicie Cezary pisze tak, że mam problem z brakiem wiary w to, że jego czyny rzeczywiście przyniosą coś dobrego mnie czy moim bliskim i bliskim mi ludziom.
9239:  KMM - Obserwując to, co się dzieje na świecie, wojny, zmiany klimatyczne, nierówności społeczne, faktycznie też trzeba brać pod uwagę, ja cały czas mówię swoim uczonym kolegom i równie uczonym w piśmie, naukowcom, akademikom, mianowicie weźcie pod uwagę może, że ostatnie pokolenie miało na głowie pandemię, wirusa, oprócz tego wojnę pieprzoną naszych gręb, odpuśćcie troszeczkę może w tym kontekście.
9262:  KMM - No więc dalej w temacie tego, co pisze Cezary, zarówno w skali makro i mikro zaczynam tracić wiarę w to, że warto starać się zrobić coś dobrego dla siebie lub innych.
9270:  KMM - Po co starać się, skoro i tak wszystko szlak trafi?
9273:  KMM - Jak poradzić sobie z rosnącym pesymizmem i trzymać kurs na niepewnych czasach?
9276:  KMM - I to jest moment, kiedy ja się zamykam, bo cokolwiek powiem zabrzmi potwornie niewiarygodnie i oddaję głos Filipowi.
9284:  BFP - Wiecie, jak ja byłem na terapii, to byłem zaskoczony tym, do czego doszliśmy, że jednym z czynników, których samemu diagnozując siebie na pewno bym nie rozpoznał, który miał wpływ na moje samopoczucie, było bardzo głęboka niezgoda na to, co dzieje się w naszym kraju w sferze politycznej i także społecznej.
9308:  BFP - I takie poczucie, że
9311:  BFP - Coraz bardziej jest mi wstyd być Polakiem.
9314:  BFP - Przepraszam, że to mówię, ale mam nadzieję, że tutaj na tym kanale mogę sobie na to pozwolić, że czułem coraz większy niesmak i coraz większe takie poczucie wstydu, rozgoryczenia tym, że coś zbudowano i zacząłem bardziej utożsamiać się z byciem Europejczykiem niż Polakiem.
9331:  BFP - I jakaś bardzo głęboka niezgoda, biorąc pod uwagę mój background ze studiowałem stosunki międzynarodowe i dziennikarstwo,
9337:  BFP - trochę się udzielałem w pewnych środowiskach intelektualnych, w sensie nie, że tam są ludzie z monoklami w cylindrach i z fajkami, tylko w środowiskach, które próbowały prowadzić jakąś polemikę intelektualną w dyskursie politycznym.
9351:  BFP - I to, i jeszcze jak się nałożył do tego kryzys uchodźczy wtedy, jeszcze wcześniejszy, z Białorusi, czy przez Białoruś przechodzący, i jak widziałem ludzi, którzy są zatrzymywani na granicy, ja po prostu...
9365:  BFP - Nie miałem świadomości, jak bardzo niedoceniam wagi tego na moje samopoczucie psychiczne.
9372:  BFP - I gdzieś do tego wtedy doszedłem, że tak, po prostu ma to na mnie wpływ.
9376:  BFP - Więc to, co pisze Cezary, doskonale rozumiem.
9380:  BFP - Właśnie takie poczucie, że to, co ja robię, ma znaczenie.
9384:  BFP - Przecież są poważne problemy.
9385:  BFP - Ludzie, którzy mają naprawdę duże, duże problemy, z którymi muszą się zmagać.
9391:  BFP - A to, co robię ja, czy to ma sens?
9393:  BFP - Czy warto pielęgnować tylko ten swój ogródek?
9396:  BFP - I to jest jedno z najtrudniejszych pytań, które zostało tutaj dzisiaj, jedno z najtrudniejszych pytań, które zostało zadało.
9402:  BFP - Jak poradzić sobie z lasnącym pesymizmem i trzymać kurię w niepewnych czasach?
9405:  BFP - Mamy różne poziomy empatii i są również różne rodzaje empatii.
9410:  BFP - Może być właśnie empatia społeczna, czyli obejmująca szersze grupy ludzi.
9414:  BFP - Może być wyższa świadomość życia społecznego, kulturowego, politycznego.
9421:  BFP - Morany.
9422:  BFP - Jedyne, co ja usłyszałem i co ja nie wiem, czy mogę doradzać, ale co mogę zasugerować, to jest rzeczywiście z jednej strony może być ograniczenie pewnych sygnałów, co dla mnie jest ciężkie, bo ja lubię być na bieżąco, jeżeli chodzi szczególnie o politykę i życie społeczne, a z drugiej strony, to jest może trochę bardziej zdrowsze, w jakiś sposób budowanie zdrowego dystansu do tego i
9448:  BFP - Jeżeli nie chcesz deprecjonować pewnych idei i wartości, o których też jutro będę mówił o 20.10, jak się zobaczymy, właśnie takich jak... Dyskretny product placement numer 3.
9462:  BFP - Bo to 20.10 tak wybrzmiewa, jak 9.99.
9466:  BFP - Więc jeżeli chodzi o to, żeby nie deprecjonować takich wartości, jak np.
9469:  BFP - dobro wspólne, albo np.
