Niedomag Iamnix jest szczęśliwy | ELDEN RING Livestream #5
🔗 https://www.youtube.com/watch?v=b-IJ3UyPu6w

26:  Dziękuje.
16217:  Okej.
16218:  Po pierwsze z tyłu, to racja.
16221:  Dobra, tutaj jak tutaj zbiegniemy, mam wrażenie, że nie będziemy mogli wrócić.
16225:  A tutaj?
16226:  Tu chyba też nie będziemy mogli wrócić.
16229:  Chociaż ja wiem.
16230:  Dobra, spróbujmy.
16238:  Witamy Karola na czatach.
16240:  Witajcie serdecznie, przybywający.
16242:  Jesteście w najpiękniejszej lokacji z nami teraz.
16245:  Czy to był cenny przedmiot?
16246:  Aaa!
16249:  Skeksis!
16250:  Niebiańska rosa.
16252:  Ja mam zielonego pojęcia, co to jest, ale skoro piszą mądrzy gracze, że cenne, ewidentnie jest to cenne.
16261:  No i teraz pytanie, czy jesteśmy w stanie zeskoczyć tam bak.
16266:  Uuu, nie, pierwej tu.
16274:  Przed tobą śmierć.
16276:  Po pierwsze z tyłu.
16278:  Jeżeli przed nami śmierć, to się natychmiast wycofujemy na strategiczne pozycje, czyli tak zwane z góry upatrzone.
16286:  Nie no, ja nie chcę nic mówić, ale jeszcze ani razu nie zginąłem od grawitacji!
16290:  Roses do przebaczenia grzechów.
16291:  Aaa, okej, okej, nie jestem zainteresowany.
16302:  Plama krwi, utracona łaska?
16305:  Nie wiem.
16307:  Czasami te wiadomości są zbyt kryptyczne, jak na mój gust.
16313:  Patrz, jasny punkt.
16317:  Nie ucieknę od śmierci?
16318:  Ucieknę.
16320:  Taki jest plan w każdym razie.
16324:  Muszę też pochwalić bardzo level design, to znaczy jest o wiele bardziej inteligibilny, zrozumiały.
16331:  Nie wiem dlaczego w pierwszej kolejności przyszło mi do głowy słowo inteligibilny.
16337:  No ale najwyraźniej tak się stało.
16340:  Przede mną motyl.
16342:  Młody motyl.
16346:  Przed tobą łajno.
16353:  No tak, Bruxo, tak, zginęliśmy w kraterze, przy okazji witaj na czatach, bo cię nie wyłapałem wcześniej, ale tutaj, w podziemnym mieście jeszcze nie zginęliśmy ani razu.
16367:  Mówił Jamnix do obrazu, a obraz ani razu.
16375:  Dobrze, i teraz tak, co się tutaj znajduje?
16377:  Niebezpieczne rzeczy.
16389:  Ej!
16398:  Poszedł.
16410:  To się napij!
16415:  Potrzebny przedmiot, dlatego spróbuj na wprost.
16419:  Co sądzę o Jordanie Petersonie?
16420:  Dwudziesty raz się pojawia to pytanie i ja odpowiem na nie tak jak zawsze.
16423:  Dobry coach, kiepski filozof.
16430:  Odkąd zobaczyłem, że te czarne łzy potrafią transformować się we wrogów, stwierdzam, że najlepiej wszystkie wyeliminować od razu.
16439:  Teraz, kochanek, dlatego... Jaka trawa!
16446:  Jaka trawa!
16449:  Zachowaj spokój, szkielet.
16458:  Nikt nie opowiadał Krzysztofowi, dlaczego Radan... Nie, tak, była opowieść, dlaczego Radan uczył się magii grawitacyjnej, żeby konia nie zmiażdżyć pod sobą.
16466:  Sam Wit opowiadał dzisiaj i ja to zapamiętałem.
16470:  Dobrze, co tu się dzieje się?
16473:  Nie wiem, czy możemy tutaj zeskakiwać, czy ma to sens, czy nie ma to sensu.
16476:  Chyba nie mamy innego wyjścia teraz.
16479:  Tak.
16481:  Tymczasem gracze gier From Software... A, umiem tutaj doskoczyć!
16484:  O, zobacz, jaki jestem dobry!
16487:  Ja nie umiem.
16492:  Okej, to wygląda jak walka z dziekanami w katedrze.
16505:  To jest naprawdę piękna gra.
16506:  Czarne ostrze.
16519:  Coś dostałem, nie wiem co.
16521:  A, już wiem.
16522:  Zdrówko, którego nie potrzebujemy.
16524:  Cześć, Falcon14.
16525:  Ostatnio widziałem dużo jamniczków na Instagramie.
16527:  Ja nieustannie.
16528:  Nie nieustannie.
16529:  U mnie na Instagramie, w feedzie, są wyłącznie obrazy fantasy i jamniki.
16534:  O co chodzi z tymi dziekanami?
16535:  Deacons of the Deep.
16537:  Tak naprawdę diakoni Katedry Głębin w The Souls of Dark Souls.
16546:  Potrzebny przedmiot dla tego klucz kamiennego miecza.
16548:  Szkoda tylko, że nie mamy klucza kamiennego miecza.
16551:  Znaczy jest chyba, ale ostatni.
16554:  Nie wiem, czy nie jest głupotą zużywanie ostatniego klucza.
16560:  Mam wrażenie, że to może być głupota.
16564:  Cholera jasna, to jest empec.
16566:  Chyba.
16582:  To nie jest ten hec.
16587:  O nie, o nie, o nie, o nie, o nie... Ej!
16602:  Moje zaklęcie!
16621:  Co tu się dzieje?
16626:  Aaa, dlatego mówicie, że to jest najlepszy summon, bo łzy na śladowcy, czyli będziemy się mogli zmienić w Niedomaga i Amniksa, z którym walczyliśmy wcześniej.
16635:  Rozumiem.
16640:  To jest 10 na 10, Simon.
16641:  Najlepszy ser w tej grze.
16646:  A dla was to najgorszy, Simon.
16648:  Chaty jak zawsze zgodne.
16654:  No dobrze.
16657:  To wygląda na bezpieczne miejsce.
16659:  Dlatego też... Ponieważ woda przerwa.
16664:  Zarządzam krótką przerwę czaty.
16667:  Tradycyjnie, jak to bywa przy streamach Elden League'owych, puszczam na tę okoliczność muzykę oraz animacje Dominiki, jamnikotwórczyni Klimczak.
16674:  Tak będzie, nie zmyślam.
16678:  Tak będzie, nie zmyślam.
16682:  Tak zaraz będzie, nie zmyślam.
16690:  Naprawdę tak będzie, nie zmyślam.
16703:  © PTA & TVP
16835:  © PTA & TVP
16944:  Witam!
16945:  Witam po przerwie!
16947:  Jamnik wita czaty!
16950:  Rozpisurmanione czaty!
16954:  Jaki jamnik, jaki jamnik.
16959:  Wracamy do Eldeninga, moi kochani.
16961:  Witam się po krótkiej przerwie.
16965:  Utracona łaska, dlatego koniec przerwa.
16978:  Plot tu jest za każdym razem, kiedy Krzysztof wychodzi, tak naprawdę siedzi przy włączonym ekranie i czyta, co my tu nie bawlamy.
16983:  Tak, i mamy taki kanister pod sobą.
16987:  Na tę okoliczność.
16994:  Dobrze, moi kochani, dobrze.
16997:  Czy to przedmiot?
16998:  To nie jest przedmiot.
17001:  Potrzebujemy światełka.
17004:  Światełko w tunelu.
17007:  Wychodek to w ogóle bardzo ładne słowo, nie?
17009:  Miejsce, do którego się wychodzi.
17013:  Uuu, drabina.
17015:  Zaraz, zaraz, zaraz, zaraz, zaraz, zaraz.
17018:  To jest jajo!
17024:  To jest jajo!
17026:  Czy tam jest wróg?
17027:  Tak.
17033:  Niedomagiamniks się nie boi.
17034:  Niedomagiamniks ma strasznie zarośniętą twarz.
17037:  Zaraz, zaraz, zaraz, zaraz.
17041:  Zaraz, zaraz, zaraz, zaraz.
17045:  Jajo jest wrogiem?
17073:  Kto?
17074:  Ja?
17075:  Gdzie?
17107:  Tam była łaska następna?
17113:  Nie!
17116:  Nie!
17120:  Nie!
17122:  Ja już nie wiem, jak tam dotrzeć!
17126:  Ja już nie pamiętam!
17134:  Naprawdę nie pamiętam!
17143:  Nie... No nie... Dobra.
17148:  Szybko.
17159:  Z grubsza wiem jak iść.
17169:  Tak, tak, tak, tak, tak, tak.
17172:  Dzisiejszy stream jest sponsorowany przez 5G.
17178:  To znaczy pięciokrotna śmierć od grawitacji z rzędu.
17186:  Ja nic nie mówię.
17191:  Nienawidzę skakania w grach.
17194:  Skakanie w grach jest traumatogenne.
17215:  Nie!
17216:  No nie!
17217:  Jak to? !
17219:  Jak to?!
17221:  Przecież wszystko było w porządku!
17224:  Nie!
17225:  Nie!
17227:  Nie!
17229:  Czemu ja... To wszystko przez przerwę.
17231:  Nie powinienem był wyjść na przerwę.
17233:  Powinienem być w stu procentach skonstruowa... Skonstruowany.
17237:  Tak, Krzysztof, skupiony.
17241:  A tak jestem skonsternowany.
17246:  Nie, nie, nie, nie, nie.
17249:  O nie!
17250:  O nie!
17250:  I to się zmieniło teraz!
17259:  No nie!
17265:  A to i tak nie ma znaczenia w tym momencie.
17273:  Won mi stąd!
17273:  Won!
17274:  Won!
17274:  Won!
17275:  Won!
17277:  Won!
17289:  Zirytowałem się.
17292:  Dobra, gdzie tutaj szyszło?
17295:  Chyba tędy.
17300:  Okej.
17303:  Nie jest aż tak daleko, jak myślałem.
17315:  I teraz tak, gdzie jest ta następna łaska?
17318:  Ja tego jaja przecież nie pokonam w życiu.
17320:  Dobra, chyba stąd musimy strzelać.
17327:  Wstrętne jajo!
17365:  Bajo jajo!
17367:  Tak jest!
17373:  Nasz news.
17375:  Wykładowca AGH układa drewnianym mieczem kobietę w bieliźnie, zobacz zdjęcie.
17378:  No tak było, tak było.
17380:  Gdyby tylko Bloodborne wyszedł na PC, o i tak by, zagrałbym.
17386:  Horizon na streamach.
17388:  Ja wiem, Jadwigo, że fakt, że nadużywam łuku może stwarzać takie wrażenie.
17399:  Kurwa, w czas, ale nie, nieplanowane jest na razie.
17415:  Gdzie jest ta łaska niby?
17417:  Z łaski na uciechę, łaski bez.
17422:  Nie snoszę ławek wstrętnych, brzydkich ławek!
17433:  No jeszcze czego?!
17434:  Nie można sobie ławek poniszczyć w spokoju!
17438:  Musi jakaś mauretańska dziewoja mnie atakować!
17445:  Aaaa!
17449:  Spróbuj uników może.
17461:  Jezus, tutaj była łaska.
17463:  Nie wierzę.
17469:  O nie, nie, nie.
17472:  O nie, nie, nie.
17473:  Pierwej łaska.
17476:  To jest proboszcz broniławek.
17478:  Ewidentnie.
17481:  Ciach, ciach.
17483:  Znaczy nie, ziu, ziu.
17490:  Przetestuj Samona.
17495:  Ja mam chyba go nie... nie mam go pod skrótem.
17498:  Obawiam się.
17503:  Ale zaraz to zmienimy.
17527:  Jakie wrażenie z Elden Ringa?
17529:  Olśniewająca gra.
17550:  Ok, zacząłem rozumieć, te łzy zmieniają się w wybraną rzecz.
17555:  Ciekawe.
17559:  To jest olbrzym rzecz.
17577:  Dzięki za oglądanie!
17606:  Dobra.
17606:  Mówicie, żeby przetestować.
17608:  Teraz tak, to jest ciekawe, bo teoretycznie to się powinno udać, ale to się nigdy nie udaje.
17616:  Dobra.
17617:  Teraz tak, spróbujmy.
17619:  Z shiftem i z... Jak to teraz?
17625:  Shift i E. Tak.
17632:  A, X działa, V. Okej, chyba Z, dobra.
17640:  Przetestujemy teraz.
17651:  Aha.
17651:  Teraz nie przyzwę, ale to właśnie jest dziwne, bo powinien... Nie, nie, nie, to nie ma znaczenia, czy mam innego, czy nie.
17659:  Ta łza nieulepszona będzie słaba pewnie, to prawda.
17663:  Co to za post, Joanno?
17666:  Co są te o twórczości Lovecrafta?
17668:  Mało czytałem Lovecrafta, ale to, co czytałem, jest bardzo dobre.
17673:  Nie przyzwę, bo przeciwnicy pokonają.
17677:  Poczekajcie, to teraz se sprawdzimy.
17678:  O. Jest.
17686:  Co z moim życiem?
17690:  Ej!
17694:  No łzo naśladowcy, chodź.
17697:  Nie łza być lzoł.
17700:  No zaatakuj.
17705:  Jesteś magiem!
17706:  Ooo!
17707:  On używa zaklęć!
17712:  On używa zaklęć jak ja!
17714:  A niech też używa tyle HP, ile ja chcę!
17721:  Samonowanie łzy nie kosztuje many?
17725:  Zostawiamy to na stałe!
17729:  Co więcej... Co więcej... Nie wiem, co zrobimy.
17739:  Tutaj damy rycerza.
17740:  Aha.
17744:  O tak.
17746:  Ej!
17749:  Gdzie jest moja łza?
17772:  Igni.
17776:  Jan napisał Igni.
17777:  Igni jest ważne.
17778:  Wiecie co?
17783:  Zanaśladowca jest dobra,
17786:  Dobra, ale chyba wymaga ulepszenia.
17789:  Teraz, czy my jesteśmy w stanie to zrobić stąd?
17791:  Czy nie możemy się tutaj przenieść?
17793:  Będziemy mogli tutaj wrócić, nie?
17797:  Ten sam on ma moje zaklęcia i nieskończoną manę?
17800:  No właśnie, trzeba ulepszyć.
17803:  Ale pytanie, czy ja będę mógł tu wrócić, nie?
17805:  Chyba mogę.
17806:  Y się przełączało?
17807:  Tak, chyba mogę.
17808:  Mi się wydaje.
17811:  No to nie, to ulepszamy, to nie ma co po prostu.
17815:  Ale to nie jest ten dzień.
17846:  Mogę to usłyszeć zza dźwięku.
17848:  Powinieneś utrzymywać swoje... Wiem, że... Czuję, że naprawdę przychodzę do połączeń z tłumaczeniem dźwięków dźwięków.
17855:  Mogę zobaczyć, jak i dlaczego istnieje istotna esencja.
17859:  Dźwięk pod podłogą złota.
17861:  Mogę zrozumieć ich żywienie.
17864:  To, do czego się przyjmują.
17865:  W rzeczywistości, mistrz Hug powiedział o tym sam.
17871:  Proszę bardzo.
17872:  Czemu nie mogę?!
17873:  Za mało!
17874:  Za mało ról!
17898:  Za mało!
17900:  Chcę więcej.
17901:  Mam więcej!
17909:  O, tak.
17909:  O, tak.
17916:  Dobrze!
17918:  Teraz jesteśmy bezpieczni.
17921:  Szanowni Wiedźmiak, to będzie nowa saga.
17924:  Prawdopodobnie będzie to trylogia, ale to mam niepotwierdzone.
17928:  Dobra, wracamy wtedy do miejsca, z którego się teleportowaliśmy i było to... Czy wy widzicie te piękne chmury?
17939:  Może tu?
17942:  Może tu?
17944:  Idź do pokoju obok kowala jeszcze raz?
17945:  Czemu?
17948:  Coś ważnego?
17949:  O nie, nie tutaj.
17956:  Zaraz, zaraz, zaraz.
17960:  Zaraz, zaraz, zaraz.
17966:  Mapa jest gigantyczna, absolutnie, Krzysztofek.
17974:  Eee... Gdzie jest to miejsce, z którym byliśmy?
17979:  Łza Naśladowcy?
17980:  Nie.
17981:  Brzeg Rzeki?
17982:  Nie.
17982:  Święta Ziemia?
17983:  Nie.
17983:  Las Przodków?
17984:  Nie.
17985:  Święta Ziemia Nocy?
17989:  Pod studnią.
17991:  Pod studnią?
17996:  Nie żartujcie sobie nawet ze mnie.
18008:  Jezu, się tak przestraszyłem.
18012:  Boże, cudowne!
18014:  W nieskończoność może mi tego życia upływać, wszystko mi jedno.
18018:  Dobrze, niech nasz Magus tutaj walczy.
18028:  A sam pisał, że tutaj jest pod koniec przedmiot, więc ja tylko tam już się szybko przeflancuję.
18043:  Uuu, teleport.
18051:  Myślę, że w polskiej edukacji cokolwiek się zmieni na lepsze, jeżeli dostatecznie dużo ludzi uświadomi sobie, jak bardzo jest świetnej chwili.
18059:  To tak, ale tylko wtedy.
18079:  Zostaw moją łzy na śladowcy.
18085:  Biedny mak.
18090:  Świetnie.
18092:  Walcz dalej, bananku.
18095:  No dobra, moi mili, to tutaj z tego, co widzę, jest już chyba wszystko.
18100:  I to oznacza, że możemy użyć tego radosnego teleportu.
18104:  Użyjmy radosnego teleportu.
18108:  Chociaż, chociaż.
18110:  Co to jest?
18116:  Łzama nieskończoną, ona miała też Estus, ale jej usunęli, bo była za bardzo OP.
18119:  O nie!
18121:  Jak można czynić magów mniej OP?
18125:  Niech nastanie magia, ale dziura.
18132:  Drużujemy.
18138:  Tu?
18141:  Czemu tu?
18146:  Ej, a ja myślałem, że będzie boss.
18149:  Dobra, to poszukiwanie obelisków w takim razie, bo podejrzewam, że one zaprowadzą nas do bossa.
18158:  Let their magic be.
18163:  Sadzaweczka.
18166:  To są wielkie słupy.
18168:  Przypomina to tę lokację, która była kiedyś w Dark Souls, ale jeden.
18174:  Oglądałem o niej na kanale, oczywiście w Atividia, bo gdzieżby indziej. ...
18199:  Ej!
18204:  Trzeba się jakoś wycwanić, no nie wiem jak.
18210:  Okej, mamy duży problem.
18216:  Myślę, że jednak lepiej będzie walczyć, wbrew pozorom, poza koniem.
18220:  Z nią.
18222:  Z wilkiem.
18231:  O, come on.
18231:  Ten ma zbyt długi gust.
18242:  Samo naprowadzające się.
18246:  Come on!
18248:  Nie, mamy jeszcze świetnie.
18259:  Okej, on się tak ukrywa, że chyba tylko to.
18265:  Nie, ciężko.
18272:  Ciężko, bardzo ciężko.
18275:  Mozilla Firefox, tak.
18284:  Bo są Mariki, tak.
18287:  Dobra, czekajcie.
18288:  Grawitacyjny ma zbyt długi kast, więc... Ale z drugiej strony to jest chyba najlepsze, co możemy zrobić.
18295:  Nie możemy tam przywołać Samona.
18297:  Co?
18298:  Za bzdura znowu.
18303:  Bez sensu.
18309:  Latające szkielety można kupić u żółwia, szkielety można kupić u żółwia, one są, one wyglądają na dobre.
18320:  Okej, tak, siak, szybko.
18322:  Trzeba zebrać runy.
18328:  To nawet nie był ćwierć boss, Joanna, to po prostu, po prostu coś, co nam zagraża w tym świecie, ale kiedyś walczyliśmy z takim bossem, faktycznie.
18340:  Zrobimy chytrze może.
18341:  Może tak się uda.
18348:  Przynajmniej zadamy mu na początku jakieś obrażenia.
18350:  O nie.
18378:  Dużo odnoszenia zadaje.
18379:  Bardzo dużo.
18396:  Jezus Maria.
18399:  Przerażająco to jest.
18405:  Nie, że się opłaca walczyć.
18409:  Trzeba inwestować HP.
18412:  Ale równocześnie inteligencja.
18417:  To jest dokładnie boss z Akademii Railu Kari.
18419:  Tak, zauważyłem, że Elden Ring robi w ten sposób, że jak już się nauczymy jakiegoś bossa, to wstawia go jako przeciwnika do świata gry.
18428:  To jest wyjątkowo wredne.
18438:  Dobra, ale ta taktyka, żeby go wpierdziel na nic łuku, nie była zła.
18447:  Potem trzeba się przełączyć chyba od razu na ten czar grawitacyjny, jak on zaczyna podbiegać.
18458:  O tak.
18465:  Zadaję.
18475:  o no
18504:  Ej!
18506:  Nie, nie, nie, nie, nie.
18518:  Fuck!
18520:  Jakie to jest silne!
18525:  Strasznie silne jest!
18527:  On ma więcej zaklęć, ten z Akademii, swego drogu, z tego co widzę.
18530:  Co się z okiem dzieje?
18535:  Zbiórka się wypełniała 100%, dajcie spokój, wspaniała wiadomość, lecimy na dalej.
18540:  Dzięki wam, kochani jesteście, naprawdę cieszę się bardzo.
18543:  To już druga skarbonka, którą tak zapełniamy.
18552:  To nie jest ważne, czy dropi, czy nie dropi, nie po to się walczy.
18557:  Walczy się po to, żeby się naumieć setu ruchów, ponieważ prędzej czy później się to przyda.
18571:  No, jest.
18602:  To jest piękna walka.
18625:  Proszę bardzo, z takiego niby starcia jest taki minibossik sympatyczny.
18632:  Więc potrzebujemy więcej zdrówka.
18634:  Następnym razem obawiam się.
18637:  Okej, praca.
18644:  Ej!
18647:  Nie no, co to jest?
18659:  Ogie... ogienek zapalony.
18670:  Dobrze.
18670:  Lecimy dalej.
18673:  Przydałaby się tutaj też jakaś łaska, nie ukrywam.
18691:  To są aż dwie.
18715:  Zobaczcie, co się dzieje w tym miejscu.
18751:  Come on!
18759:  Na 13 tysięcy?
18761:  Uuu, tu widzę, że jest... Ważny Skarabeusz.
18769:  Jak nazywa się ten przeciwnik?
18771:  Nie mam zielonego pojęcia.
18775:  Gra nie do końca mówi, jak się nazywają przeciwnicy.
18779:  Naprawdę w tym momencie miał mnie zabić szczur?
18782:  Nie!
18783:  Nie!
18784:  Nie!
18789:  Szczury są groźne.
18790:  Nie należy ignorować szczurów.
18798:  Ogień uspokaja.
18804:  Okej.
18837:  Wiesz, co ja mam?
18838:  Snajperze?
18842:  Otóż to.
18847:  Jak znajdujesz duchy danych wrogów do przyzwania, to wtedy masz jej nazwę.
18850:  Okej.
18851:  Okej, to jeszcze nie.
18855:  Co tu się dzieje się?
18859:  Czy wy to widzicie?
18861:  Czy wy to widzicie, co tu się dzieje się?
18867:  Tam jest jakaś... Myślę, że to jest duch, a to jest po prostu przeciwnik.
18880:  Ok.
18880:  Szukajmy tego ostatniego ogniska do zapalenia.
18890:  Meduzy się szybko denerwują, zauważyłem.
18895:  Grzewa, głupie!
18901:  No ma jakiś dziwny atak, powiedział Krzysztof, rzucając kolorowymi kamyczkami.
18905:  Co chcecie od kolorowych kamyczków?
18906:  Kolorowe kamyczki są piękne.
18910:  Dobrze, trzeba niszczyć na raz je.
18924:  Przestań, przestań na mnie rzygać znowu.
18929:  Jeszcze tak cieszyłem się, że ty na mnie nie rzygasz.
18933:  Ten śpiew jest hipnotyzujący, to prawda.
18934:  Jest przepiękny.
18936:  Ale ten widok!
18937:  Jeszcze piękniejszy.
18939:  Stare kiełło.
18941:  Czy ktoś się zachwycił tym widokiem?
18946:  Nie wiem.
18948:  Nikt się nie zachwycił tym widokiem.
18951:  Witamy, Tomeks!
18957:  Po co tyle agresji?
18957:  Jakiej agresji?!
18965:  Okej, okej.
18967:  Mam podejrzenia, że będziemy drugi raz walczyć z tym najpiękniejszym bossem wszechczasów.
18977:  Nakrapiony na szyjnik plus jeden.
18978:  Co on daje?
18986:  Znacząco zwiększa krzepę, niewrażliwość i skupienie.
18989:  Szczątkowy róg.
18990:  Wyznawcy przodków uważają, że rogi tego długowiecznego zwierzęcia odrastają jak poroże.
18994:  Raz za razem, aż pewnego dnia zwierzę staje się duchem przodków.
19002:  Okej.
19003:  Tam chyba nie warto iść.
19006:  Tak.
19007:  Jestem absolutnie pewien, że nie warto tam iść.
19017:  Co to jest?
19018:  A, następna.
19022:  Napotnienie!
19024:  Masz rację, żółwik.
19024:  Bardzo dużo masz racji.
19026:  I znaczącą.
19026:  Niech tylko ubije meduzę.
19029:  Będzie meduzy z pyłytetowym.
19038:  Jak mam robić live'y z Hadesu, a, kochani, jak jest Elden Ring?
19042:  Jak?
19043:  Jak to jest możliwe?
19045:  Ja powiem wam, jak to jest możliwe.
19046:  To jest po prostu niemożliwe.
19047:  Nie da się.
19048:  W tę grę nie da się przestać grać.
19053:  Wyeliminujmy tę przeciwniczkę.
19086:  Jako to jest część fabuły?
19087:  Trudno powiedzieć, Jurko.
19088:  Naprawdę trudno powiedzieć.
19089:  Ja na pewno nie jestem w stanie odpowiedzieć na to pytanie.
19092:  Może ktoś na chatach będzie wiedział.
19094:  Dużo jelonków.
19097:  Boss nie stoi na twojej drodze, dlatego nie tutaj.
19101:  Dobra, potrzebujemy ewidentnie gdzieś jeszcze zapalić ognisko.
19109:  To wszystko to jest opcjonalny quest, nieźle.
19112:  Tam jest zapalone, tak.
19115:  Mam wrażenie, że z tej strony nas nie było.
19121:  Oj, oj, oj, jeszcze dwa musimy.
19128:  Wejdźmy w tryb szybkiego zapalania ognisk.
19133:  Ile jeszcze przed nami?
19135:  Wiele, wiele streamów, myślę.
19140:  To ognisko było łatwe do znalezienia.
19145:  O, to nie syreny, ale to jest piękniejszy śpiew.
19148:  To jest zdecydowanie piękniejszy śpiew na drodze.
19152:  Okej, jedno ognisko jest, drugie ognisko jest, czyli na pewno nie w tych stronach to będzie.
19157:  Ale spróbujmy podążać tą drogą na przód.
19167:  Nie.
19169:  O rany.
19170:  To mamy zapalone?
19171:  Czy nie?
19172:  Nie mamy zapalonego.
19174:  No i pięknie.
19179:  Dobrze.
19184:  No to nurzę.
19191:  Jak jest z naszymi... Dobra, jak jest z naszymi rzeczami?
19194:  Dwa, pięć.
19195:  Hmm.
19197:  No może.
19202:  Jak tę grę można przejść w 19 minut?
19203:  Ale to speedrunnerzy to śmieje mają, nie?
19209:  2kło pisze, że tak ogólnie jest 35% gry ukończone.
19213:  Bardzo mi to odpowiada.
19215:  Zmierzam opóźniać ukończenie.
19221:  Okej.
19223:  Szykujmy się.
19242:  Dzięki za oglądanie!
19274:  Zobaczcie, co się dzieje.
19305:  Wsadzam!
19356:  Dziękuje za oglądanie.
19415:  Wiecie co?
19418:  Nie będziemy tutaj przyzywać maga.
19420:  Musimy tu przyzywać rycerza.
19422:  To jest z przepiękności po prostu ta scena.
19425:  Jaka muzyka.
19426:  Ach, wspaniałe.
19432:  Wspaniałe.
19434:  No, skupienie weszło absolutnie.
19436:  To jest to ho, ho, ho, ho.
19437:  Dobra, i teraz tak.
19439:  Gdzie ja mam rycerza?
19440:  Rycerza mam pod zetką.
19441:  Dobrze.
19442:  Tak mi się wydaje w każdym razie.
19444:  Musimy mieć kogoś, kto będzie skupiał uwagę na nas, znaczy na nim.
19455:  Nawet kosztem magii.
19476:  Dobra, i u Gloretty.
19479:  Ta walka jest przecudowna.
19487:  O nie, za daleko.
19504:  Jeszcze postawiam dyskusję.
19618:  Przepiękna walka.
19620:  Przepiękna.
19629:  Jest i guziec.
19630:  Z pozdrowieniami dla stalowego guźca z czatów.
19633:  Dajcie spokój.
19635:  F dla mamy Bambiego.
19636:  Spoczywaj w pokoju duchu królewskiego przodka.
19639:  Był przepiękny.
19641:  Był absolutnie przepiękny.
19648:  Tak, zgadzam się.
19657:  Absolutna piękność.
19658:  Witaj, Aleksandrze.
19669:  Wspaniała walka.
19671:  Chciałbym ją jeszcze trzeci raz.
19674:  No jest takie wrażenie smutku.
19676:  Tak.
19689:  Zostawiłem Ci na moment naprawić buga w kodzie, to już Bambiego ośrodziłeś.
19693:  No, tak jest.
19696:  Sprawdźmy
19700:  Czy dostaliśmy jakiś wizerunek?
19707:  Nie umiem ich znajdować, jedna rzecz mnie na prawdę konfunduje.
19711:  Nie mam pojęcia gdzie to jest.
19728:  Nie, tutaj ewidentnie tego nie ma.
19732:  Wizerunki są pierwsze z okazji.
19733:  Czemu wizerunki nie są tam, gdzie są runy?
19735:  Nie jestem w stanie tego zrozumieć.
19742:  Jest.
19742:  Królewski przodek.
19746:  Moc jego imiennika może zostać odblokowana dzięki czytającej z palców.
19749:  Duchy przodków to zjawisko istniejące poza zasięgiem złotego drzewa.
19753:  Życie kiełkuje ze śmierci tak samo jak z narodzin.
19755:  Tak samo jest już z żyjącymi.
19762:  A, są przepiękne.
19765:  Mam nadzieję, że jeszcze będziemy wracać wiele razy do tego miejsca.
19771:  Bo jest przepiękne.
19772:  Uwielbiam podziemia w tej grze.
19774:  Są po prostu wspaniałe.
19781:  Piękne, majestatyczne stworzenie zabite przez ślepego dziada z bananem na głowie.
19785:  Tak.
19792:  Warto brać talizman za ten wizerunek.
19794:  Czy pod mostem byłem?
19795:  Pod tym mostem, na którym jesteśmy?
19798:  Nie wydaje mi się.
19799:  Nie wydaje mi się.
19809:  Zaraz, zaraz, zaraz, zaraz!
19813:  Tam jest coś ciekawego!
19816:  Krzysztof chce iść pod most.
19822:  Jakkolwiek tam dotrzemy.
19825:  Na górze mapy jest przejście do następnej lokacji.
19832:  Idziemy pod most.
19833:  Jakkolwiek to można zrobić.
19835:  Nie mam zielonego pojęcia jak, ale będziemy próbować.
19838:  Być może tędy.
19841:  Oczekuję, że dostanie drogowskaz.
19843:  Tędy pod most.
19849:  Okej, już wiem.
19851:  Już wiem.
19852:  Won, won, won!
19858:  Level, dużo run.
19860:  Racja.
19861:  Tylko nie możemy w tej chwili się teleportować, wiecie.
19864:  To jest walka!
19873:  Ja już z dwojga złego wolę jechać w kierunku, do którego i tak mamy jechać.
19885:  Tak, wciąż jest jeszcze aktywowane to.
19891:  Dobra, teraz możemy.
19898:  To to co teraz?
19899:  Teraz chyba żywotność, tak myślę.
19904:  Chociaż będziemy mogli tylko raz zapewne, ale, ale jest sporo też run w ekwipunku i wykorzystamy to teraz.
19920:  No, dużo.
19922:  Status, 22 tysiące czterysta, 23 tysiące sześćset czterdzieści.
19927:  Jezus Maria, już dużo.
19931:  Zaraz, może to wystarczy.
19933:  Aaa, nie, oczywiście, że nie.
19939:  40 zabrakło!
19944:  porady dla nowiców o Warhammerze pierwszym?
19947:  Pierwszy grałem tak dawno, że nawet nie pamiętam.
19950:  Ale grałbym imperialnymi.
19951:  Na pewno.
19952:  Najłatwiej jest tak zacząć.
19961:  Miecz z Necronu jeszcze.
19964:  Nie interesują mnie miecze, dlatego je ignoruję konsekwentnie.
19974:  Eee, nie wiem jaki miecz z nekronu.
19981:  Nie widzę, szczerze powiedziawszy.
19985:  Nie, nie widzę.
19991:  Eee, aha.
19994:  Item kluczowy to jest?
19995:  Okej, to za moment jak dostaniemy się tam gdzie mamy się dostać.
19999:  Bo ja zdekoncentruję się i nie będę wiedział gdzie jechać.
20003:  A, chodzi o to, żeby się przemieścić w stronę następnego bossiwa.
20008:  Mit z Necron jest do quest'a, w kluczowej przyniosę... Jaki to jest bałagan.
20029:  No nie wierzę.
20035:  Nie widzę tego.
20044:  Chyba, że ostrze zabójcy palców.
20047:  Ciekawe.
