🔴 Niedomag Iamnix w Królestwie Cienia(sów) — ELDEN RING: SHADOW OF THE ERDTREE Livestream #2
🔗 https://www.youtube.com/watch?v=cyUdPUnJe74

1:  Taki jest sens banana.
14850:  Oho.
14851:  Bardzo złe przeczucia, bardzo złe przeczucia, bardzo złe przeczucia.
14857:  Dobra, muszę, muszę się uzdrowić, to nie da rady.
14859:  Dobra.
14871:  To zaklęcie naprawdę jest MVP w tym momencie.
14876:  Czy powiedzą coś o Filipa Kynreda-Dicka?
14879:  Ma ciężkie pióro, ale można zacząć od, co tam... No chyba Androidy Marzącą... Elektrycznych Owcach.
14890:  Stygmaty Palmera Eldritcha, nigdy nie wiem czy 3 czy 6, chyba 6.
14895:  Ubik może.
14897:  Od tego bym zaczynał.
14899:  Jakie eseje, książki czy ogólnie prace Foucaulta czytałem?
14902:  Oj dużo, dużo.
14903:  Historia seksualności na pewno.
14905:  Nadzorowa dzikaraś, narodziny więzienia, narodziny kliniki.
14909:  Rozwaliło mnie to, że narodziny kliniki Foucaulta były w bibliotece Instytutu Pielęgniarstwa Collegium Medicum.
14913:  To jest socjologia i filozofia, to nie pasuje do Instytutu Pielęgniarstwa, ale spoko.
14919:  Więc pozdro dla bibliotekiarzy Uniwersytetu Jagiellońskiego, którzy nie wiedzieli o czym są narodziny kliniki Foucaulta.
14926:  Ooo, szkoda byłoby, żeby ktoś was zabił, ale poczekajcie, tutaj potrzebujemy Ternę Magikę do tego.
14949:  Kocham, jak to się dzieje, wiecie?
14952:  Jak moje zaklęcie na przykład nie przenika przez mur.
14955:  Kocham.
14964:  Tak, ten esej o heterotopiach też czytałem.
14967:  O!
14967:  Nie zgadzam się z tym, co pisałeś o heterotopiach.
14969:  Dawaj.
14971:  W czym rzecz?
14975:  Polemika naukowa na czacie.
14976:  Tego jeszcze nie było.
14980:  Ktoś tu rzęzi, jaka już widzę.
14987:  Good.
14987:  Psiuncio.
14994:  1563, ładnie zadaje, ładnie.
14997:  O, jest jeszcze jeden.
14998:  Co?
14999:  To nie zginęło.
15003:  Zmieniam zdanie, nieładnie zadaje obrażenia.
15007:  Nieautentycznie będę musiał skorzystać z tego, z tej regeneracji many.
15010:  To jest wzięte z DSów dwójki.
15013:  Przedmiot regenerujący many.
15014:  Odrażające.
15019:  Chyba, że... Byś był na dnie rzeki, to jest tam pieczara, jak jedno rzeki.
15032:  Możecie mi powiedzieć, co się stało z tą...
15033:  CO?!
15036:  Gdzie to przeleciało?!
15040:  Zajrzymy do Filipa też, Janku.
15042:  Dobrze, że przypominasz.
15042:  Filip zaczął streamowanie, moi drodzy, podstaweczki Elden Ringa.
15047:  Jeżeli ktoś jest na streamie u Filipa, dawajcie znać, jak będzie mieć jakąś walkę z bossem, to sobie przyjdziemy chętnie.
15054:  To odłamki gwiazd były jeszcze w podstawce.
15056:  Musiały być, bo mam sporo nafarmione ich, a pierwszy raz zauważyłem.
15064:  O nie, o nie, o nie, o nie, o nie.
15067:  No i, no i, no i dupa, no.
15069:  Co mam powiedzieć?
15070:  No dupa, dupa zbita, dupa blada.
15073:  Dupa blada się nie nada.
15078:  Okej, szczęście, on jest kretynem, więc możemy poczekać, aż się odwróci i go wtedy zestaggerować.
15083:  Chyba, że on będzie miał bardzo daleki... Bardzo daleką smyczkę.
15089:  Ma smyczkę daleką, czy nie?
15092:  Osobiście uważam, że powieszenie poszczególnego tematu, ale konkretnie o co Ci chodzi Tomaszu z tymi heterotopiami?
15101:  Dziękuję Szylmutko za przypomnienie.
15102:  Właściwie myślę, że odwiedzimy film wtedy, kiedy będzie Ci coś tam działo ciekawego.
15106:  Dzięki za wsparcie od 10 miesięcy Szylmutko.
15114:  Okej, on się teraz memicznie cofa.
15117:  On nas jeszcze widzi, dobra, nieważne.
15118:  Zobaczymy sobie tutaj, czy czegoś nie opuściliśmy.
15121:  Chyba nie.
15123:  Kostrót straty do lewej ręki dla większych dmg.
15125:  Jaki kostrót straty?
15126:  O czym ty mówisz do mnie?
15127:  O czym ty do mnie mówisz?
15129:  Jaki kostrót straty?
15132:  Jak na razie wszystkie kostury, które widziałem, generują mi...
15137:  Kostur górnika, karyjskie berło królewskie.
15141:  Co daje karyjskie berło królewskie tak w ogóle z prawdą?
15143:  Wzmacnia czary pełni księżyca, okej.
15150:  Wzmacnia czary niewidzialności.
15152:  Eee?
15154:  Co ty mówisz?
15155:  Kostur ten wyróżnia się tylko podczas rzucania czarów niewidzialności.
15162:  Eee?
15168:  Nie rozumiem.
15168:  Poza tym, jak dorzucę sobie drugi kostur, to będę mieć rolę za... Będę mieć fatrol wtedy.
15175:  Zresztą z terapią nie jeszcze... Ale co jeszcze?
15177:  Zaczęliśmy o 16.
15179:  Co to jest w ogóle 4 godziny gry?
15183:  Gra się 8 godzin!
15185:  Wystarczy, że masz go w drugiej ręce.
15188:  No ale jak go mam w drugiej ręce, to to jest ciężar, tak?
15191:  I to wpływa na rolę.
15198:  Okej.
15199:  To nie jest strategia dobra.
15205:  O. Kocham.
15210:  Kocham to po prostu.
15215:  Merdanie mi cholerną kamerą!
15221:  Jak już sobie drugi raz dziś pisze Saiko.
15222:  Nie!
15223:  To było wczoraj!
15226:  To było wczoraj!
15231:  Przedmiot?
15232:  Nie wierzę, ja też nie wierzę.
15234:  Nie domagam się, ja mam niezwykłe na to, abyś się zasadzał do stolca.
15241:  Jak grałem 8 godzin, to myślałem, że przestałem i myślałem, że nie przeżyję.
15244:  Serio?
15246:  Nie, u mnie 10, 12, spokojnie.
15251:  Dobra.
15252:  Nie mam wyboru w tej chwili.
15257:  Walimy go Alzurem.
15264:  Otóż to.
15271:  Dobra, dobra decyzja to była.
15280:  Ten przeciwnik się odradza, domyślam się.
15284:  Nie no, potem koło niego przebiegniemy już, myślę.
15288:  Chciałbym, żeby tutaj był jakiś wreszcie spawning point, cokolwiek, nie?
15294:  Marika albo łaska.
15299:  Jak przytrzymasz czad ciemnej komety, to daje ona większe wrażenie za ten sam koszt many.
15304:  Jak go przytrzymać?
15308:  Chodzicie o nocną kometę?
15317:  To było kamehameha, tak jest.
15321:  Jest łasunia!
15325:  Łasunia, łasunia, łasunia, łasunia.
15328:  Łasunia, łasunia, łasunia.
15331:  Łasunia, łasunia, łasunia, łasunia.
15334:  I została mi cała mana i nie musiałem używać brudnych consumables.
15341:  Brudne stoły, brzydliwe stoły, paskudne krzesła.
15345:  To krzesło wygląda dokładnie tak samo jak to, które jest w Radzie Miasta Krakowe projektowane Matejko.
15349:  Ups.
15352:  Ale to... to musi być wybitne!
15353:  Przecież... Matejko!
15356:  M-M-Matejko!
15359:  Powiedziała moja ciotka z malarką, bo Matejko nie miał gustu i nie miał perspektywy.
15364:  To dobrze, mogę powtarzać po malarce.
15368:  Good.
15369:  Łasunia to imię dla jamniczki?
15371:  Zajebiste, sajko, absolutnie.
15375:  Może być oczywiście także Kleopatra.
15380:  Trzeba dłużej trzymać przycisk mieszki i wtedy jest inna danosna kometa?
15383:  Zobaczmy.
15392:  Ej, czy tak jest dla wszystkich zaklęć?
15405:  Nie wiem.
15408:  Ciężka sprawa.
15410:  Mój kolega miał nazwisko Matego, a wybitny nie był.
15412:  Widzicie?
15412:  Point proven.
15424:  To może wyjaśniać różnicę w demedżu.
15427:  Tak, tak, dokładnie, to może wyjaśniać różnicę w demedżu.
15431:  Zaklęć.
15433:  Zawsze były i Krzysztof kiedyś to wiedział.
15435:  Okej.
15436:  Okej.
15437:  Krzysztof kiedyś to wiedział.
15444:  Ej, to będzie główny?
15467:  Oczywiście, że nie ma Staggera po tym.
15491:  Powolny boss.
15493:  Znaczy ataki ma szybkie, ale jest więcej o otwarciu.
15499:  Lecimy.
15503:  Co będzie na niego dobre?
15504:  Co będzie na niego dobre?
15505:  Na pewno widzę już jedną rzecz, to znaczy musimy inaczej administrować buteleczkami.
15513:  Butelki, przydzielenie ładunków.
15519:  Naprawdę w całym DLC nie można zwiększyć ładunków?
15522:  Ej, a tak w ogóle, ja mam jakieś ziarna jeszcze.
15526:  Te w podstawce.
15530:  Ze się do czegoś wykorzystywało te ziarna, nie?
15532:  Czy one właśnie nie były do tego, moi drodzy?
15535:  Wiecie, o których ziarnach mówię?
15539:  Gdzie one są, Jesus Christ?
15547:  Będą w przedmiotach kluczowych.
15549:  O!
15549:  Złote ziarno.
15550:  Zwiększa liczbę użyć świętej butelki.
15554:  Ziarna są do estuzów.
15554:  No dokładnie.
15555:  Gdzie się to zrobiło?
15563:  Już są maksymalnie ulepszone i bardziej się nie da?
15566:  Naprawdę?
15568:  Ale to głupie.
15575:  O, Tomasz Gimenez ma wyjaśnienie.
15577:  Czekajcie, bo to jest ciekawe, tylko muszę zrobić tak.
15582:  Mnie moim problemem jest nie to samo, co pisałeś o konkretnej heterotopii, a raczej to, jak stosujesz Pukota i Derrida w swoich rozważaniach, to ja bym się traktował filozofią jako metodę analizy.
15588:  Bo trochę tak jest dla mnie.
15590:  Zauważam to w tym, że jak idąc za Derrida, który dla mnie był hermeneutą,
15594:  To ciekawa interpretacja.
15595:  Nie zauważą wikłania w język, co jest jednak kluczowym ogniwem, które jednak mimo wszystko łączy heterotopię z tym, co zależy z naszym światem.
15601:  Ale w tym momencie opisujesz principle of minimal departure, Mary Lou Ryan, czyli to, że nie jesteś w stanie tworzyć świata z niczego, w związku z tym zawsze używać języka, ale to jest redundantne, ponieważ w tym momencie nas nie interesuje to, jak użyłeś tego języka do wykreowania świata, którego nie ma, tylko interesuje nas to, co wykreowałeś w tym świecie, co różni się od naszego świata.
15620:  Tu jest kluczowa kwestia.
15621:  Znaczy, dyskusja na temat tego, że używamy na przykład, wytwarzając świat Eldeniga, ooo, bo tu jest krzesło i tu jest stół i nie da się od tego odejść, tu jest zieleń, a tu jest ciepło i tak dalej, jest o tyle bezsensowna, że wtedy byśmy nigdy nie zaczynali dyskutować o fantastyce.
15634:  I to jest właśnie to, czego duża liczba filozofów nie rozumiała w odniesieniu do fantastyki, dlatego ja to połączyłem z narratologią i z tym, co Ryan twierdzi, że jak masz, z Atolkienem zresztą, principle of minimal departure zakłada, że w minimalny sposób odchodzimy od naszego świata tak, jak trzeba.
15649:  I kreujemy i skupiamy się na tym, co jest właśnie nowe, obce i inne.
15658:  Więc tutaj o to bardziej chodziło.
15660:  Ale tak, masz rację, ja bardzo funkcjonalnie podchodzę do filozofii.
15663:  Raczej lubię tworzyć własną i odbijać się od tego, co inni wymyślili wcześniej.
15671:  To jest ona, ta rycerka tutaj, mówicie?
15674:  Tak, Relana, to jest ta Relana!
15678:  Bardzo szybko trzeba zrobić tego rola.
15681:  Jak ja mam się uchylić przed tym zaklęciem?
15697:  Okej, tak.
15720:  Zastanawiam się, czy iść po te runy.
15722:  No, to już nie pójdę.
15726:  A, udało się!
15726:  Sto tysięcy, no!
15730:  Sto tysięcy to warto.
15734:  Wiecie co, mam problem z tym pewien.
15736:  Sto tysięcy to jest dużo, to jest cholera dużo.
15742:  To jest dużo.
15746:  Błogosławieństwo przy łasce użyte.
15748:  Nie mamy wystarczającej ilości błogosławieństw.
15753:  Spróbujmy co.
15758:  W ogóle te błogosławieństwa to jest dupa naprawdę.
15768:  Chyba ci mnie irytowało, nie ukrywam.
15774:  No spróbujemy tak.
15776:  Jezus Maria!
15796:  No, był rol.
15797:  Widzę, że atak Elden Bista wleciał.
15814:  Ale, ale połączenie.
15817:  Piruety.
15835:  No ma Staggera przy tym lekkiego.
15843:  Au, nie zauważyłem tego.
15870:  Nie no, litości.
15872:  Nie w takim momencie.
15878:  Drodzy, to jest do porobienia.
15882:  Nie za tym razem.
15887:  Ale jest do porobienia.
15888:  Schodzi prawie do połowy już.
15896:  Czy w eleningu jest taki sposób na ulepszanie zakleś?
15902:  Dobre.
15905:  Dobre.
15905:  Znaczy, musisz być wrogiem, żebyś... Ale piękny projekt, prawda?
15909:  No i tutaj nie mam poczucia, że jestem niesprawiedliwie traktowany.
15914:  Poza tym, że muszę biec po runy, ale to wiecie.
15917:  No takie życie.
15922:  Tutaj ładnie uniki będą wchodzić.
15945:  Muszę wyczuć te uniki.
15960:  Już trzy weszły, nie?
15963:  Nadrabiam śmierci.
15968:  Ale rozumiem, że to nie jest główny boss, tylko poboczny boss tym razem.
15973:  Kurwiają mnie te runy, naprawdę.
15974:  Mnie to psuje przyjemność z walki.
15978:  Ja się stresuję tym niepotrzebnie.
15985:  Widzicie?
15986:  Wszystko przez to, że pierdolone runy staram się odzyskać, ile tracę.
15994:  No może ja po prostu to oleję, nie?
15996:  I...
16016:  Ale zczytuję Estusy.
16019:  Ale zczytuję Estusy.
16020:  Jest w Smalia.
16038:  Dziesięć tysięcy to jest dziesięć tysięcy, to nie jest dziesięć tysięcy, to jest sto tysięcy jack of bas.
16042:  To jest sto tysięcy run.
16043:  To jest połowa mojego levelu.
16046:  To jest połowa mojego levelu.
16049:  Więc się dlatego martwię.
16091:  Strasznie trudna w agonii pięciu.
16099:  Miano litości, no.
16106:  Lepiej poeksplorować, dofarmić.
16109:  A co myśmy robili przez cały czas, przepraszam najmocniej?
16112:  Gdzie, gdzie mam to doeksplorować?
16113:  Cufnąć się do podstawki?
16114:  Przecież tutaj jest zupełnie inny, inny level skalowania.
16119:  Zawsze można wejść na arenę, zebrać nudy i wyjść z gry?
16126:  Ja tego nie zdążę zrobić.
16132:  Tego nie zdążę zrobić.
16143:  Ja nie jestem taki szybki.
16144:  Okej, złapał Staggera na tym.
16158:  Good!
16163:  Not good.
16168:  Very not good.
16172:  Ja kuźwa nienawidzę spamienia tymi samymi atakami!
16178:  I zajebi... Ale nie, myślałem, że nie zebrałem tego runy.
16181:  Wszystko jedno.
16185:  No psuje sobie walka przez te runy, strasznie sobie psuje.
16188:  No idiotyczna jest ta mechanika, że to zawsze musi być na arenie bossa, a nie przed nią.
16208:  Gdzie one są?
16209:  No dobra.
16211:  Tam są.
16211:  Okej, czy to już jest koniec moich run?
16224:  Chyba tak.
16246:  Masz też taki amulet jak gałązka poświęcenia, czy jakoś tak podnieś runy i zostaną one po śmierci?
16251:  O Jezus, dziękuję, zapomniałem o tym w ogóle.
16253:  No to to jest ten problem, że człowiek nie pamięta totalnie podstawowych mechanik, ale przede wszystkim ja nigdy nie wiem, gdzie są moje przedmioty, bo jest taki potworny, potworny bałagan jest na jakimś punku.
16265:  To się po prostu nie da, no.
16268:  No jak ja mam to kuźwa znaleźć?
16270:  I gdzie?
16271:  Nawet nie wiem, gdzie tego szukać.
16273:  Powinno być w Consumer Boost, tak?
16278:  Sprawiały wzmacniające?
16280:  Nie.
16281:  Kluczowe?
16285:  Nie.
16292:  Jezus mój.
16292:  Naprawdę nie można, bo w Baldur's Gate 3 zrobili wyszukiwanie tego, tak?
16298:  Wystarczyło się kuźwa zainspirować.
16305:  30 godzin później.
16306:  Może znajdę, a może nie.
16318:  To jest talizman?
16328:  Okej.
16335:  Jesus Christ, po prostu.
16338:  Okej.
16343:  To idziemy do moga, pod farmie zrobię level i walczymy.
16352:  Bo 100 tysięcy to jest coś, czego nie chcę stracić.
16366:  Ktoś tu nagle używa słowiańskiego kostura?
16368:  Nope.
16371:  Dobra.
16372:  To było na inteligencję, tak?
16373:  Dobra.
16374:  To tak.
16376:  Idziemy teraz do MOGA.
16379:  Jezus, nie tędy.
16382:  Nigdy nie wiem, do której gramy, Aniu.
16384:  I nigdy tego nie mówię.
16386:  Mog, mog, mog, to jest Y, tutaj.
16391:  Gdzie jest najlepszy farm spot?
16399:  Dobrze.
16400:  Teraz tak, trzeba tylko zamiast tego dać talisman, który zwiększa nam... Wiecie, co zwiększa.
16411:  Im ja to znajdę, to minie następna godzina.
16419:  Zwiększa liczbę runu, dobrze jest.
16420:  Okej.
16443:  Numer jeden.
16445:  Za to jest ile?
16446:  Sporo.
16447:  To co pamiętam.
16448:  On spadł czy nie spadł?
16450:  Spadł.
16452:  O, dziesięć tysięcy.
16453:  Nie jest dużo.
16455:  Tutaj więcej będziemy mieli.
16459:  Skoro miałem... W jakiś sposób miałem te runy przy łasce, użyłem tej gałązki, czyli amuletu.
16468:  Gałązka z amuletem, więc wiesz.
16472:  Amulet niszczy się w momencie, w którym go użyjesz.
16476:  Jest dobre.
16479:  Ja, moi drodzy, celowo nigdy nie mówię, kiedy kończę.
16482:  Z bardzo prostego powodu, to znaczy uważam, że jesteśmy wszyscy niewolnikami kalendarzy i czasu.
16488:  I to jest mój sposób na walkę z tym.
16491:  Wszyscy mnie zmuszają do tego, żebym pisał na deadline.
16493:  Wszyscy mnie zmuszają do tego, żebym robił rzeczy na czas.
16496:  W związku z powyższym ja nie robię nic na czas ostatnio i w ogóle.
16500:  Takie było moje postanowienie.
16502:  Nawet jeżeli to jest zabawa, nawet jeżeli to jest, nie wiem, spacer, nigdy nie zakładam, ile będę coś robił.
16508:  Nigdy.
16510:  Dwie minuty i będziemy mieli całość.
16513:  Jest to dla mnie straszne.
16520:  Co do inspiracji, mimo wszystko Elden jest do adiastyczku, Azjaci robią głównie gry pod siebie, ale a propos czego to jest Karasu?
16534:  A propos tego Baldur's Gate'a, tak?
16536:  Że się powinni zainspirować?
16538:  Ale wiesz, równocześnie jest tak, że zainspirowali się mocno innymi grami,
16544:  Więc to nie jest tak, że ignorowali wszystko, bo gdyby wszystko ignorowali, to dalej Elden by wyglądał tak jak Daxos 3, więc to nie jest tak, że oni ignorują.
16551:  Po prostu myślę, że nie dociera do nich dużo feedbacku.
16564:  Tomasz pyta, czy używają w heterotopii zjawiska pozytywne.
16566:  Sam myślę, że ustanowienie naszego świata tego rzeczywistego, a jego drugiej strony, jak jest to jakąś allotopią, świetnym punktem deterioralizacji.
16573:  Wiesz co, ja mam dla Ciebie tekst na ten temat.
16575:  Fajnie, bo się temat filozoficzny wkradł, moi drodzy.
16579:  I myślę, że to jest tekst, który odpowiada na wątpliwości Tomasza.
16582:  Ja na niego natrafiłem niedawno, już po tym, jak pisałem swoją książkę o allotopiach.
16586:  I to jest tekst, który porównuje model Foucaulta z allotopiami jako takimi,
16591:  i używa określenia allotopii nie tyle do określenia innego świata, tylko do określenia specjalnego miejsca, czyli troszeczkę tak jak w przypadku heterotopii, która jest dla niewiedzących co to znaczy, to jest miejsce wyłączone, jak cmentarz, jak muzeum, gdzie panują inne zasady trochę niż poza tym miejscem, ale jednak jest częścią naszego świata.
16610:  No i to jest komentarz, w którym allotopie zostały przeinterpretowane.
16614:  Boarding schools as special places are allotopias.
16617:  Totalnie randomowa rzecz.
16618:  Napisał to
16620:  Filipe Santos.
16625:  Filip walczy z bossem w edelningu.
16627:  Tak?
16628:  To dobrze, że mamy przerwę.
16630:  Bez życia.
16631:  Wbijamy, moi drodzy, do bez życia.
16636:  No i gdzie jest ta walka z bossem?
16639:  Ja chyba wiem, co to jest.
16643:  Jamnik napiszę.
16644:  Trzeba napisać jamnik, moi drodzy.
16646:  Napisamy imanik.
16647:  Jamnik.
16649:  Kinmai.
16651:  Ja wiem, co to może być.
16653:  Pamiętam tę arenę.
16656:  Aaa, taaaak.
16660:  To jest ten boss, który ma takie erratyczne ruchy bardzo.
16667:  O tak, czyli ma za mało zdrowia, żeby z nim walczyć teraz.
16672:  Jezus Maria, walczenie z tym mieczem.
16676:  To jest jakiś dramat absolutny.
16680:  Biedak tutaj spędzi cały dzień.
16685:  Oho.
16687:  Ale jest ładne okno do obrażeń za to.
16691:  Nie będzie stagera, nie będzie stagera, nie ma szans przy tym.
16696:  No jest diabelstwo moi drodzy.
16700:  Dziękuję za pisanie jamnik, bardzo dobrze.
16704:  Oho.
16706:  Oho.
16708:  W imię więcej skrałatnych łez niż ja w tym momencie, to jest ciekawe.
16717:  Ja go nie zablokował.
16721:  Zablokować zaklęcie się da?
16723:  Jak?
16724:  Długo żyje?
16725:  No długo, długo.
16727:  W złym miejscu, w złym, w złym miejscu.
16729:  Tak właśnie, złe miejsce jest.
16733:  On się stresuje, ale nie dziwię się, bo ta walka jest straszna.
16738:  Ja go wziąłem kometą Azura i tyle.
16740:  Tyle widzieli diabelskie drzewo.
16742:  Poza tym... Ładnie.
16745:  To jest do zrobienia.
16747:  Poza tym powiem wam, że to było o wiele później niż walczy Filip.
16751:  Musiał spaść od razu po walce z Magritte'em.
16754:  Krwawe cięcie.
16755:  Ładna katana jest.
16761:  Grit isn't good.
16763:  Wymądrzał się Krzysztof, który też jest chciwcem.
16765:  Też chce jak najszybciej pokonać.
16767:  Dobrze jest!
16768:  Ładnie!
16771:  G fucking G!
16774:  Napisałem?
16775:  Napisałem?
16776:  Fucking ma być.
16778:  Co się dzieje?
16780:  Krzysztof inwejduje Filipa?
16783:  Kinmaj.
16784:  Ale przecież Krzysztof gra cały czas.
16786:  Filip nic nie rozumie.
16789:  Biedny Filip.
16789:  Moi drodzy, zostawcie Filipowi lajka.
16792:  Dobrą robotę zrobił.
16794:  Dobrą robotę.
16797:  A ja tymczasem wracam do hańbiącego farmienia.
16806:  Ta szora potem ogarniemy.
16807:  Nie lubię...
16811:  Ale to jest strasznie smutne, że to jest jedyne zaklęcie, które staggeruje.
16816:  Nie wiem dlaczego napisałem sucking zamiast fucking, ale co tam.
16824:  No autentycznie, na nich się szybciej to farmi.
16828:  Musi ich więcej.
16836:  Tatsura z Epsuli już nie spada?
16837:  Nieprawda, spada, przetestowałem.
16839:  Myślałem też, że z Epsuli, ale trzeba w specyficznym momencie go zaatakować, wtedy spadnie.
16845:  Ja się nie zaciąłem, ja chcę nie mieć 100 tysięcy run w Ezaster, wiesz?
16850:  Mnie to denerwuje.
16851:  Nie jestem w stanie się skupić na walce, jak mam runy.
16854:  Drażni mnie to bardzo, wiesz?
16857:  Nie lubię.
16862:  Teraz przegram.
16872:  Jak naraz wskoczą z różnych stron, to jest katastrofa.
16881:  Już nie ma run.
16882:  Nie no, spokojnie, spokojnie.
16887:  Spokojnie.
16889:  Teraz tylko uważnie.
16892:  I po kolei.
16904:  I wiecie co?
16905:  Zrobimy tak, że walniemy tę Remagikę i pozdejmujemy ich nocnymi kometami.
16935:  Dobra.
16950:  Mhm, tam już nie dolatuje.
16969:  Dobra.
16974:  Sorry, bo ludzie.
16975:  Nie pamiętam jak oni się nazywają.
16977:  Ale to jest osobna rasa, która została tutaj wymyślona.
16990:  Mamy level.
16994:  Kraucu pisze, że przy zjebanym kalamicie odpuścił dopiero.
16999:  Tak, się nie dziwię.
17000:  Albinaurycy to byli, macie rację, albinaurycy.
17005:  Dobrze, levelik i wracamy do walki.
17008:  Iii... tak jest, dobrze.
17012:  W ten sposób się nic nie zmarnowało.
17016:  Good.
17018:  I to była co?
17023:  Zamkowa komnata władcy chyba.
17026:  Ak strzeda.
17028:  Tutaj klawiatura.
17029:  Input reading do tego, co robimy.
17031:  Rozwiązały się problemy nadmiaru run.
17033:  Tak jest.
17033:  Tak jest, moi drodzy.
17034:  No i teraz można spokojnie walczyć.
17040:  Jest broń do strzelania ogniem, nie na manę?
17042:  Naprawdę?
17049:  Ale to... Susy robi!
17054:  Fajne opóźnienie jest.
17068:  Dobra, nie ma co mieczem.
17069:  Miecz zawolny.
17079:  Bardzo chciałem pożenić Delezaj, ale dopiero chcę wiedzieć, co ty uważasz, pisze Tomasz.
17082:  Wiesz co?
17083:  Delezaj miał takie zdanie, ono jest chyba w 1000 plateau.
17093:  Że to, co wirtualne, posiada pełną wartość tego, co realne.
17096:  Teraz wszystkie światy fantastyczne czy wyobrażone, one są realistyczne i na tym polega ich paradoks.
17101:  Myślę, że tu się to łączy, tu możesz szukać punktu wspólnego.
17106:  Czy planuję wszystkich bossów robić solo?
17108:  Wszystkich, których jestem w stanie.
17109:  Na pewno... Tutaj się warto uczyć.
17117:  Oj, za, za, za wcześnie, za wcześnie.
17122:  Za wcześnie było.
17127:  Łojojoj!
17128:  Dlaczego to nie poleciało wcześniej?
17139:  Ale zemsta.
17154:  Hehehe.
17174:  Jeden HP.
17179:  Przy ścianie, przy ścianie, przy ścianie!
17188:  Czy ta arena naprawdę nie może być okrągła?
17193:  Aaa, talizman zmienić, Jezu, racja, zapomniałem o tym zupełnie.
17198:  Bo jest silny?
17198:  Każdy boss tutaj jest silny.
17200:  Piękny anima... prawda?
17202:  Śliczna animacja ruchu jest.
17204:  Nie jest jakoś strasznie ciężka do uników, co ja tu zmieniałem.
17209:  A właśnie, do szybkiego castu był.
17211:  No, tutaj się bardzo o to przyda.
17216:  Kalasubic się dopuścił dlatego, że Kalamin ma zjebany Mufset.
17219:  Zgadzam się, ja o wiele lepszy mam Mufset Midir.
17221:  Za duża halę przez co walka zmienia się w szachę na wyniszczenie.
17223:  Tak, 100% zgody.
17226:  Tromso to nie umie smogi?
17227:  Tutaj przestałem mieć 100% zgody, bo uważam, że Midir jest zrobiony świetnie.
17246:  Ale bejtuję tym atakiem!
17281:  Ale nie lubię tego input readingu do leczenia, bardzo tego nie lubię, bardzo tego nie lubię.
17287:  Bardzo tego nie lubię.
17299:  Wodia, no i snówkim przypomina nam ich, rasa podwodnych, człowiekokształtnych ryb, które dzięki kończynom krocznym potrafią chodzić.
17305:  Rasa ta pojawia się w opowiadaniu o drogach poświęcenia.
17307:  Wiedmujolbul pojawia się także w Wiedźminie I.
17349:  Jezus Chryste!
17361:  Tak szybko dałem uni, jak się tylko dało po leczeniu, ale nie da się.
17380:  Ten banan zasłania bossa, jak jest daleko.
17382:  Tak.
17393:  To, co piszesz, Tomas, to jest bardzo fajny pomysł na licencjat.
17396:  Jeżeli piszesz na wydziale filozofii, a tak brzmisz, to może być bardzo ciekawe.
17401:  Dziwi mnie nagrody za bossów.
17402:  Dziękuję!
17403:  Ktoś wreszcie!
17404:  Zabiłem legendarnego 2, mam 120 tysięcy.
17406:  Teraz zabiłem minibossa, mam 400 tysięcy.
17408:  Dziękuję!
17409:  Ktoś coś.
17420:  746 to zadaje?
17422:  Bardzo mało.
17427:  Może ja potrzebuję Księżyca Ranali dla niej, nie?
17471:  No nie, come on!
17480:  Będziesz mieć trzeci raz input, jak użyję flaszki?
17483:  Tak.
17489:  Czwarty raz.
17496:  Niezmiennie uważam, jak nie pozwalacie mi już używać flaszek, to wyłączcie je na czas walki.
17501:  Po prostu.
17511:  Jezus, jaki to jest moveset długi.
17518:  Elixiry nie używam, dlatego że on nie zapewnia mi nietykalności.
17523:  On zapewnia mi 10 sekund kastowania zaklęć, a ja z 10 sekund kastowania zaklęć 9 sekund unikam, a jedną sekundę kastuję zaklęcia.
17535:  Tomasz?
17536:  Jesteś w liceum Tomaszu?
17537:  Jezus, szacunek jeszcze większy dla Ciebie w takim razie.
17540:  Wow.
17542:  Inspiracja pojawiła się przy spotkaniu Ciebie na Śląskim Festiwalu Nauki.
17545:  Zanim mam podpisanego najomnika.
17547:  Ale miło mi to słyszeć.
17548:  Oj, idź w tym kierunku.
17549:  Masz smykałkę.
17552:  Polecę taki książkowiec, gdzie jest dużo smoków.
17554:  Coś innego niż Aragon.
17554:  Jest taka seria smoki Tremire, czy jakoś tak?
17558:  Jak to się nazywa?
17559:  Najominowik w każdym razie.
17561:  Czekajcie, bo ja niego nie mam na półce.
17564:  Najomi Nowik, Smoki... Smoki Temeraire.
17571:  Wiedziałem, że jakoś podobnie.
17575:  Więc tam bardzo.
17577:  Dobra, możemy spróbować użyć tej butelki teraz, ale... No niewiele to dało, powiem wam.
17595:  Widzicie?
17595:  Już się zaczyna... Teraz się zaczyna już unikanie i już tracę czas eliksiru.
17602:  No.
17603:  Dlatego go nie używam.
17622:  Ależ to się rusza!
17654:  Jezus!
17655:  To jeszcze zapomniałem.
17672:  Nie umiem jeszcze tego unikać w ogóle.
17674:  Boże, mnie wkurwia to przełączanie się między flaszkami po prostu!
17678:  Wkurwia mnie to!
17679:  Muszę wypieprzyć stamtąd wszystkie rzeczy.
17681:  Będę się kółeczkiem przerzucał między jednym a drugim.
