🔴 Baśń o dwóch Rannich, co ukradły księżyc — ELDEN RING: SHADOW OF THE ERDTREE Livestream #5
🔗 https://www.youtube.com/watch?v=K2IKluPDI78

144:  Dzięki za uwagę!
15191:  Kto tam?
15191:  Kto tam, kipototam?
15192:  Ja przepraszam, że kłopotam, ale chęć mam na kąpiel z błota.
15195:  Żreć i ciamkać złego gracza.
15197:  Nie krzycz na mnie, taka praca.
15199:  Będę na niego krzyczał, ponieważ zasługuję.
15201:  Pankrat wszakże ma rację, że przynajmniej nie rzyga.
15213:  Ile HP?
15213:  Ponieważ to jest boss z Genshin Impact, a nie z Dark Souls.
15231:  W sumie on jest blisko nas często, więc można byłoby... Można byłoby zrobić jedną rzecz, to mi przyszło do głowy teraz.
15241:  No Azura nie mam szansy użyć tutaj, ale... Chociaż nie, mam szansę użyć, w jednym miejscu mam szansę użyć Azura, ale tutaj nie mam szansy użyć tego na pewno, więc zamiast tego mogę wziąć charyjską falangę.
15258:  Spróbujemy od tego zacząć w ogóle.
15275:  Świetnie.
15279:  Dużym młotem magicznym.
15281:  Masz Marcinie jakieś zaklęcie, które wolniej się kastuje?
15286:  Liczba fajnych bossów wynosi 1?
15288:  Na razie tak.
15295:  Uniki w tył posolana w tej grze nic nie dają.
15299:  W tej grze się unika albo do przodu, albo w bok.
15304:  Co powiedział, że właśnie uniknąłem go do przodu.
15314:  1200 zadaje karyjska falanga, jest do dupy.
15340:  Wiecie, co jest zabawne?
15342:  Że nie mogę przechodzić, jak klikam klawiszem Windowsa, nie mogę przejść na drugi ekran.
15360:  Heee, mam!
15365:  Widzieliście?
15366:  Patrzcie.
15370:  Jak ładnie przeskoczył model postaci!
15374:  Łoooł!
15375:  Taka korekta mała, jak w DS-ach 2.
15378:  Taka malutka korekta, żeby na pewno się udał grabataczek.
15383:  Ale nie, to ja źle unikam, tak?
15386:  To mój błąd, skillisiu.
15390:  Dosłownie trzech klatek tutaj nie ma w tym momencie, w tej animacji.
15394:  Trzech klatek!
15407:  Brawa.
15409:  Brawa dla projektantów.
15413:  To jest obowiązkowe, boss.
15416:  Stoi na wejściu, dosłownie.
15424:  Dlatego to unikanie, wiecie, to...
15486:  Każda chęć spanishowania jego ataku, każda, jest momentalnie penalizowana.
15494:  Momentalnie.
15502:  Pierwszy atak mi się udało spanishować i już nie wiem.
15513:  Każde zaklęcie ma długi kast, to ma najkrótszy.
15516:  Czy donjon to społecznie donjon?
15518:  Nie, donjon to jest specyficzny element architektury, moi drodzy.
15522:  Muszę tam sprawdzić.
15523:  Wydaje mi się, że to jest coś podobnego do barbakanu.
15525:  Nie, to znaczy okrągła wieża, no więc źle pamiętałem.
15528:  To jest donjon, moi drodzy.
15530:  Tak wygląda donjon.
15534:  W Lublinie na zamku jest bardzo ładny dążon zachowanowy, a właśnie to jest dążon w Lublinie.
15570:  Może mi ktoś wytłumaczy co to było?
15589:  Brzdliwy jest ten projekt.
15590:  Widzicie, jak się rozciąga mu tekstura w paszczęce?
15593:  To jest brzydkie do tego wszystkiego.
15602:  No teraz nie byłem wcale w niego paszczęce.
15604:  Skąd?
15604:  Przelatuje się przez model u niego.
15607:  Cały czas ma ten sam spamowany atak.
15620:  To jest nieprawdopodobne, absolutnie.
15626:  Już nie uważam, że Donjon Cienia to dziwny przykład Shadow King.
15629:  No, to powinna być Cienista Twierdza raczej.
15634:  Nie wiem, co to jest Carrion Slicer, Annie of Astora.
15659:  Nie mogę znieść tego, w jaki sposób zabija mnie bez przerwy kamera w tej grze.
15669:  Czy to było normalne, to co ja przed sekundą widziałem?
15676:  No ale to, że ciężko u niego wyłapać, gdzie się zatrzyma hitbox, to jest błąd w designie, tak?
15681:  To nie można, to jest nie do usprawiedliwienia to, co tu się dzieje.
15685:  To jest nie do usprawiedliwienia absolutnie.
15692:  Proces za wolno.
15704:  Zatrzymaj się!
15759:  Ja nie wiem, Jakubie, czy to jest do poprawienia.
15761:  Jak mówię, ta walka jest do wzięcia z powrotem na stół montażowy, że tak tu ujmę, i do zaprojektowania od nowa.
15783:  Nie widzi, że on to zrobi, to nie wiem.
15812:  A po co Kacprzem miałbym pójść na zlot absolwentów UJ?
15814:  Nie wiem.
15816:  Szukam Guza.
15819:  Ja mam dwie znajomości z UJ-tu może.
15823:  Z czego jedna zrezygnowała ze studiów.
15831:  Chyba te gwiazdy będą lepsze dla niego, wiecie, bo one przynajmniej trafiają.
15843:  Już dwa razy leczyłem, nie
15871:  Ciekaw jestem w jaki sposób macie uniknąć czegoś, co na was skacze z góry i nawet nie widzicie gdzie jest.
15879:  Nie ma żadnego sensownego lore'u tego bossa, on po prostu tu jest, bo jest i tyle.
15888:  Te gwiazdy można jeszcze ładować.
15890:  Możecie przestać robić takie fajne dowcipy.
15893:  Ładowanie zakręć trwa, przypominam.
15915:  Więc ładowanie zaklęć trwa.
15916:  Ja w tej grze nie mam czasu na wypicie jednego Estusa, ponieważ wtedy wypadam z sekwencji roli.
15934:  Mam wrażenie, że można przeciwko niemu wy... Nie widzę, gdzie jestem.
15941:  Można przeciwko niemu wykorzystać te jego... W sensie, ja jestem... Zjebane hitboxy mianowicie.
15958:  Ale człowiek wpierw musi wiedzieć, gdzie jest.
16002:  O!
16004:  Proszę, proszę, wystarczy za granicę pójść.
16008:  Wystarczy pójść za granicę, nie?
16010:  I od razu nie ma.
16011:  Epickie, wybitne.
16013:  Proszę, proszę.
16026:  Okej.
16029:  Są czasy, kiedy muszę uciekać od spotkań z bossami, zanim się zaskoczę.
16034:  To nigdy nie było prawdziwe dla finalnego bossa Shadow Archery.
16037:  Tak, tak, tak, finalny boss, czyli nic konkretnego.
16043:  There is a point at which this becomes one-dimensional and as such pointlessly maddening, especially if this is the final boss encounter.
16052:  Okej.
16053:  Spojlują niepotrzebnie, dobra, nieważne.
16056:  Zastanawiałem się, czy będzie wyjaśnione na przykład to, jak są ocenione walki z bossami.
16063:  To jest nieprawdopodobne, absolutnie. ...
16074:  A zdajesz sobie sprawę z tego Mr. Woru, którym możesz w zasadzie przyjąć w tym momencie pejczek od FromSoftu za bycie ich akolitą, że... Bo trochę słabo być akolitą, wiesz, takim, który czepia się spódnicy mamusi i broni.
16089:  Trochę słabo być nie za pieniądze, więc mam nadzieję, że ci dobrze płacą.
16092:  Więc jeżeli ktoś krytykuje na przykład to, że zaklęcie działa w środku bossa, to być może krytykuje również to, że nie powinno.
16099:  i pokazuje absurd designu walki.
16102:  Design walki nie jest zły, ptysiu różowy, tylko wtedy, kiedy ci nie wychodzi.
16106:  Design walki jest zły także wtedy, kiedy ci wychodzi.
16109:  Więc mam nadzieję, że pejczek od FromSoftu poszedł.
16111:  I to taki konkretny.
16118:  Niech ktoś go spamuje, jeżeli mamy modelatora.
16122:  Nie chcę mieć tutaj ludzi, którym płaci FromSoft.
16132:  Jesus Christ, naprawdę.
16135:  Przez bezmyślnych fanboyów właśnie takich jak ty mamy potem problem z grami wideo.
16141:  Bo twórcy projektują ich właśnie po to, żeby sklepiać bezmyślnym fanboyom.
16146:  Jesus Christ, naprawdę.
16148:  Gra, w której ja widzę model postaci od środka.
16153:  I ktoś ma czelność mówić, że to jest dobrze zaprojektowane.
16159:  Ja w takich sytuacjach wierzę głęboko w to, że redaktor Mazurek może każdą bzdurę wam wtłoczyć.
16166:  Jeżeli macie dowód naoczny, że coś nie działa i ktoś jest w stanie powiedzieć, nie, to działa.
16172:  Czego potrzebujesz więcej?
16174:  Potrzebujesz, żeby Miyazaki ci napisał krwią własną, wytoczoną z przedramienia, tak, racja, no, rzeczywiście, nie włożyliśmy w to wysiłku.
16184:  Czego potrzebujesz więcej?
16188:  To jest nieprawdopodobne absolutnie.
16193:  Przeraża mnie to, mnie to absolutnie przeraża.
16195:  Ja w tym momencie się nie gnijam na jedną osobę, ja się gnijam na wszystkich, którzy coś takiego robią, bo potem mamy niestety to, co mamy.
16201:  Że firma będzie projektować grę, w której będzie walić 1840% HP-ków i nawet się nie postara o to, żeby model postaci był bezkolizyjny.
16212:  To jest przerażające absolutnie.
16218:  Tak, zagłuszanie krytyki to jest przyzwolenie na dalsze praktyki tego rodzaju.
16222:  Nieważne w tym momencie, czy krytykuje ktoś, kto jak Kiszak jest e-sportowcem i one-hituje każdego bossa, ponieważ jest w stanie w ciągu 16 sekund wychwycić taktykę, czy krytykuje ktoś, kto zasiadł do gry po raz pierwszy.
16238:  Jesus Christ.
16246:  Miałem czasu na lipostę jedną w tej walce.
16253:  Ja nie chcę obejść bossa, ja chcę go pokonać!
16257:  On w tym momencie mi już tak zalazł za skórę, że muszę go pokonać!
16266:  Wiesz, to jest satyryczne, jak ja go omijam w momencie, w którym wykonuję rol za wcześnie!
16271:  Tak nie powinno być!
16276:  Tak nie powinno być!
16286:  Ja wiem, że gracze narzekali, że podstawka była za łatwa i macie.
16298:  Dany boski.
16310:  Bieganie w kółko też nic nie da.
16352:  Czy on ma ten sam mówcyt, co takie psy z wielkimi głowami?
16354:  Może.
16356:  Nie chcę salmonów, moi drodzy.
16358:  Nie chcę cały czas salmonów robić, ponieważ to jednak psuje frajdę i to mocno.
16373:  No NRO, konstruktywna krytyka na czacie tak, ale konstruktywna krytyka nie wygląda w ten sposób, że to jest dobry design, jak ty jesteś we wnętrzu bossa.
16379:  To nie jest konstruktywna krytyka, to jest fanbojstwo.
16384:  To jest niewiarygodne, absolutnie.
16407:  Jaki sens jest uczyć się roli, skoro później musicie się oduczyć roli, ponieważ jeden przeciwnik wymaga dodżowania później?
16416:  To jest nieprawdopodobne absolutnie.
16425:  Jesus Christ.
16436:  To jest giga trudne w tym momencie, żeby wszystkie swoje przyzwyczajenia wyeliminować.
16449:  Jeszcze są asynchroniczne te.
16455:  Używaj tej mikstury, co daje boosty.
16457:  I ile stracę sekund, Michał, na to?
16459:  I co mi to da?
16461:  Mam pełen pasek many.
16464:  Mój problem nie polega na tym, że nie mogę zużyć many na zaklęcie, a mój problem polega na tym, że nie mam openingu na trafienie.
16471:  Na tym polega.
16479:  Dobra, wrócę do tego.
16490:  Ja powinienem mieć...
16493:  Podskok nie dał nic.
16496:  Świetnie.
16522:  A, okej, oczywiście.
16558:  Ja nie wiem, co się dzieje.
16569:  Po mojemu źle rollowałem, okej.
16571:  To mnie trafiło, oczywiście.
16577:  Teraz też źle rollowałem na reszcie, mówiąc.
16583:  Jeden opening na atak i prawie mnie to kosztowało całe życie.
16625:  Da się bez samolotu.
16629:  Najgorsza walka z bossem w historii gier From Software.
16634:  Oficjalnie jest to gorsze od... Czekajcie, jaka była najgorsza walka w Dark Souls 2?
16640:  Najgorsza walka w Dark Souls 2 to była chyba Pajęczyca, nie?
16643:  Więc to jest gorzej zaprojektowane.
16649:  Podstawowym zaklęciem.
16652:  Boże, jakie... O, Otłamek Ostrogrzewa!
16654:  Da się, da się!
16657:  Jezus Maria, jaka katastrofa, naprawdę.
16661:  Gorszy od Bed of Chaos.
16662:  Tak, tak uważam.
16663:  Wiecie dlaczego?
16664:  Bo Bed of Chaos nie miało glitchy.
16666:  Bed of Chaos nie ma glitchy i Bed of Chaos jesteście w stanie zserżyć, jeżeli chcecie.
16676:  Ale czy boss główny, ostatni, o którym cały czas mówicie, ma fizyczne błędy w teksturze?
16682:  Ma błędy w projekcie modeli postaci?
16685:  Jeżeli tak, to okej, to zgodzę się, że jest gorszy.
16688:  Ja nie twierdzę, że wiecie, on może być gorszy, bo ma bardziej bullshitowe ataki, tak?
16692:  Ale to wcale nie musi oznaczać, że jest źle zaprojektowany.
16704:  Nie, bo to co było, to co było, moi drodzy, na tych, wiecie, że mój model postaci idzie o 5 cm w prawo, nie robi się takich rzeczy.
16714:  Jesus Christ.
16717:  Finalny boss ma undodgeable damage.
16719:  Założę się, że znajdzie się ktoś, kto to zdodgeuje i później będzie się twierdził, że jest idealnie.
16723:  Mam 8 tych błogosławieństw i 4.
16725:  Nie wiem, na co się to przekłada.
16731:  Spadki do 5 fpsów?
16733:  Panie boskie.
16736:  Możecie mi powiedzieć, po co tu jest łaska druga?
16741:  Nie mam pojęcia, 278 było.
16744:  Strasznie... strasznie bezsensowne.
16748:  Strasznie bezsensowne.
16751:  Większość, jak nie wszystkie bestie i duże stwory w Elden miały takie... Nie miałem ani jednej walki w podstawce Elden Ringa, gdzie byłoby coś takiego.
16759:  Okej, może drzewo.
16762:  To wiecie, zgniłe drzewo, ten zgniły aspekt drzewa, nie pamiętam, jak to się nazywało.
16765:  Może to.
16772:  Daje resistance, zwiększa damage, ale jaka jest tego wartość, tego nikt nie wie, okej.
16776:  Aby dojść do okejbosa z tego dziedzinica z hipciem w lewo, prosto do czerwono-czapkowego i na górę.
16781:  Nie rozumiem w ogóle, o czym do mnie mówisz, joglol.
16784:  Nie mam zielonego pojęcia, o czym do mnie mówisz.
16786:  Ja po prostu zamierzam ten donjon zwiedzić w tym momencie.
16794:  O ile w ogóle ta droga mi cośkolwiek otworzyła.
16797:  Ja już nie wspomnę, jak ta arena jest zaprojektowana, nie?
16799:  Z tymi kolcami.
16801:  To wygląda cool, ale ta arena jest znowu za mała.
16806:  Tędy, jak na tego rodzaju ataki.
16808:  Jesus Christ.
16811:  Ale nie miałbym satysfakcji, gdyby to było z Samonem, moi drodzy.
16814:  Ja jednak chcę naprawdę Samony zachowywać na sytuację, kiedy wiem, że jest... Nie, jest naprawdę totalnie źle.
16825:  Na ostatnim bossie spadało FPS-y poniżej 20 momentami, mniej niż 5 przyszedło ofery.
16829:  Bardzo niedobrze.
16832:  Jakie są pozytywne aspekty tego dodatku?
16836:  Przedłużenie doświadczenia gry w Elden Ringa, tak mogę powiedzieć na razie, Aniowastora, wiesz?
16841:  Piteras, dzięki za odnowienie wsparcia.
16843:  Ile w tej grze jest bossów?
16844:  Wiesz co, wydaje mi się, Bartłomieju, że zdecydowanie mniej w DLC-ku, to znaczy w podstawce się o nich potykasz.
16850:  Natomiast tutaj jest bossów znacznie mniej.
16856:  Ona jest porównywalna z jaskinią runicznego miszka na płaczącym półwyspie, który ma bardzo podobne mówce, nawet jest przestronniejsza.
16861:  Dla mnie te kolce, które wystawiały, były bardzo problematyczne.
16865:  Won.
16872:  Jesus Christ.
16881:  Pa pa.
16881:  No to, że finalny boss ma ostrzał...
16884:  orbitalny, to wiecie, ja generalnie jestem na to przygotowany po tym, co zobaczyłem przy Bale'u.
16889:  To mnie przeraziło absolutnie.
16893:  Na 20 bossów tylko jest 5 unikatowych?
16895:  Okej.
16896:  Tańczący lew był superbossem.
16900:  Design tak, gameplay mniej.
16906:  Gameplayowo też, po pierwsze, były spadki FPS-ów, pierwsza kwestia.
16910:  Druga kwestia, też był problem z modelem postaci, chociaż nie taki jak tutaj absolutnie, ale tam główny problem polegał na tym, że z jakiegoś niewiadomego dla mnie względu kompletnie, rzeczony boss skakał nad nami tak, że ja po prostu nie wiedziałem, co się dzieje.
16931:  Są dwie wersje całkowitej liczby bossów w DLC.
16934:  55 albo 78.
16934:  Okej.
16935:  Dobra, i tak miałem wrócić, że po więcej flaszek many.
16948:  Jezus.
16950:  Czy zmienne końcówki typu ona i jenu są jakoś wytłumaczalne?
16954:  Nie pytam prowokacji, nie pyta Pat.
16955:  Pat, chcesz się po prostu dowiedzieć, doedukować, bo po prostu dla mnie to jest nowość.
16960:  Są wytłumaczalne.
16960:  Jeżeli chcesz się doedukować, jest dla Ciebie taka strona, którą Ci mogę polecić.
16964:  Tylko czekajcie, muszę znowu zrobić escape, żeby wejść.
16967:  Zainki.pl, tam masz to wyjaśnione, wszystko.
16972:  Więc są materiały, teksty, cokolwiek chcesz.
16975:  Generalne założenie jest takie, że jest mnóstwo różnych form, które możesz używać, a te, które wymieniłeś akurat, to są tak zwane dukaismy.
16983:  Dukaj je wymyślił w perfekcyjnej niedoskonałości na oznaczenie ludzi, którzy transgresowali swoją cielesność w hipotetycznej przyszłości, nie?
16992:  Ja zawsze ludziom, którzy mają problem z tym, tłumaczę, no wyobraźcie sobie sytuację znowu hipotetyczną, że medycyna jest postęp medyczny taki, który umożliwia nam porzucenie naszej cielesności, tak?
17001:  I wtedy te granice między męskością a kobiecością momentalnie będą rozmyte, tak?
17007:  Zresztą to widać bardzo w grach, jak roleplayujemy.
17010:  Bardzo mało osób roleplayuje bez żadnego genderbendingu.
17014:  Sporo osób kombinuje.
17016:  Bardzo dużo osób.
17018:  I...
17019:  Myślę, że to jest naturalne w tym sensie.
17020:  No więc te zaimki są generalnie po to, żeby każdy mógł się wyrażać tak, jak chce.
17025:  Ja osobiście, jako, nie wiem, wykładowca, no jeżeli ktokolwiek mnie prosi o to, żeby się do niego zwracać jakkolwiek, to ja się do niego tak zwracam.
17034:  Chyba tak było najlepiej.
17035:  Nie, nie, nie.
17036:  Życie pięć.
17037:  Dziewięć tych.
17038:  Tak.
17044:  Tędy.
17052:  z tym naginaniem w graniu wcześniej pomyślałem, bo dużo osób niestety, która mówi o o zaimga, o osobach trans, o feminizmie i tak dalej, stosuje radykalne przykłady, które totalnie nie korzystają z tych doświadczeń, które ma fandom, które mają gracze, które mają fani fantastyki, dla których, nie wiem, wszelkie możliwe futurystyczne koncepty raczej nie stanowią jakiegoś niesamowitego odkrycia i tajemnicy.
17080:  Ale problem polega na tym, że właśnie dużo ludzi, którzy mają wiedzę jakąś na temat, wymienione wcześniej, no niestety, nie mają wiedzy na temat fantastyki, haha.
17094:  Tak, ja powinienem mieć wiedzę na temat tego, że jeżeli Miyazaki, jeżeli Miyazaki, to taki atak, tak?
17100:  To jest prosty rachunek.
17102:  Hipopotam ubity w The Daily Fire, to jest najgorsza walka w historii FromSoftu.
17108:  Nie żartuję.
17109:  Znaczy, nie widziałem gorszej walki nigdy jeszcze.
17116:  A grałem w Dark Souls 2.
17117:  W Dark Souls 2 bywały walki, które były komicznie złe.
17126:  No nie no, litości.
17127:  Natomiast nie były to walki, które były... Właśnie się pożegnałem z wszystkimi runami za tamtego bossa.
17139:  którego tak bardzo starannie starałem się ubić, ale to i tak nie ma żadnego znaczenia, ponieważ w tym dodatku system levelowania jest inny.
17146:  Nie ma się co przejmować runami.
17148:  Nie mają żadnego znaczenia runy.
17154:  Dominika pisze, że ostatnio NSS studentek powiedziała, że Feminatywy to bezsensowna moda.
17165:  Jak to było?
17181:  No chociażby tutaj, nie?
17184:  Proszę bardzo.
17186:  Biblia Jakuba Wójka.
17189:  Prorokini.
17191:  Tyle w temacie.
17192:  Proponuję pokazywać ludziom fakty w takich sytuacjach.
17200:  Jak mówią, że to jest moda, pokażcie im fakty.
17203:  Było używane w XVI wieku.
17205:  Było używane w XV wieku.
17207:  Przestało być używane za komuny.
17212:  Tyle, nie ma się co kłócić.
17214:  Jeżeli wypowiada się na ten temat, bo zakładam, że nie studiujesz językoznawstwa, jeżeli się wypowiada na ten temat studentka, która studiuje farmację, to ona się nie ma na ten temat wypowiadać.
17223:  To jest bardzo proste.
17226:  Jeżeli się wypowiada na temat językoznawstwa człowiek, który językoznawcą nie jest, no to...
17232:  No generalnie nie możecie się spodziewać rewelacji do takiej argumentacji.
17237:  Czy grasz na Nowej Grze Plus?
17239:  Ej, cieszę się, że to ktoś powiedział.
17240:  Nie, po prostu tutaj obrażenia wyglądają jak na Nowej Grze Plus.
17251:  Terminatyw od marynarza?
17252:  Marynarka.
17253:  Dokładnie tak samo, jak będziesz mieć klucz, który jest zarówno do zamku, jak i klucz ptaków.
17258:  To się nazywa polisemia.
17272:  Czy lubię perfekcyjną niedoskonałość?
17273:  Pewnie.
17275:  Chociaż moim zdaniem najlepszy dukaj to są inne pieśni.
17285:  W ogóle język polski akurat ze słowotwórstwem naprawdę nie ma problemów.
17289:  Ostatnio sobie uświadomiłem, jak o wiele lepszym słowem jest pajęczyca od spider's web.
17294:  Przecież... Boże, pajęczyna.
17297:  Swoją drogą, pajęczyca to dobry feminatyw.
17299:  Przecież spider's web brzmi jak... No to jest sieć pająka, nie?
17303:  A mamy pajęczyna.
17304:  Jakie zajebiste.
17307:  Doskonałe.
17310:  Eee...
17314:  Bralczyk tutaj dużo złego zrobił.
17315:  Bralczyk jest normatywistą językowym, czyli Bralczyk uważa, w odróżnieniu od osób, które mają wiedzę na temat języka, w tym feminatywów, że należy narzucać ludziom to, jak mają mówić.
17326:  I najzabawniejsze jest to, że jedyne osoby, które narzucają ludziom, jak mają mówić, to są ludzie, którzy są przeciwnikami feminatywów, którzy mówią, że ich nie wolno używać.
17336:  Grabol pisze, że prace nad kosturem zaczną się w lipcu.
17338:  Nie wiem, o czym mówisz, ale dziękuję ci za wsparcie od 16 miesięcy.
17347:  Jak dla mnie sednem tego, że coś poszło nie tak w tym DLC-ku jest to, że ja się kompletnie nie martwię runami, a mnie to przyprawiało o panikę w jedynce.
17366:  Mówisz o tym Krzysztofie, że porzucając ciało, porzucając przynależność do płci biologicznej.
17369:  No tak, to jest sama siła płciowa, ona zostaje, ale ona może być, ale ona właśnie na tym rzecz polega, to jest argument, nie?
17375:  To jest główny argument właśnie podałeś na temat różnicy między genderem a płcią biologiczną.
17379:  Znaczy, jeżeli porzucasz swoje ciało i wymieniasz je na robotyczne części, to co zostaje?
17385:  No zostaje twoja tożsamość.
17387:  Czyli precyzyjnie to, czym jest gender.
17388:  Dlatego język angielski rozróżnia seks od gender.
17391:  Natomiast język polski nie, język polski ma płeć po prostu i dlatego mamy problem intelektualny z akceptowaniem tego.
17396:  Tyle.
17401:  Kto we mnie strzela?
17403:  I czym?
17404:  Patrzcie, ja go nie mogę... Dobra, teraz go mogę dopiero namierzyć.
17407:  A nie mogłem go wcześniej namierzyć w ogóle.
17410:  Ale on mógł mnie namierzyć.
17411:  No genialne, nie?
17413:  Ale to magowie mają zasięg na pół, tak, w magowie mają zasięg na pół mapy.
17418:  Absolutnie.
17428:  Wypuszczenie strzały zajmuje mu mniej niż mnie dwóch pocisków.
17441:  Znikający punkt.
17446:  Genialne, nie?
17450:  Fajne jest to, jak on wypuszcza to.
17452:  Sekunda, raz.
17454:  Dwa.
17455:  Trzy.
17456:  Zwiększył poziom trudności.
17457:  Ja proponuję, żeby to było co pół sekundy.
17464:  Zajebiste.
17466:  Oczywiście nie kończą się strzały w kołoczanie, no ponieważ realizm.
17471:  Realizm działa wyłącznie wtedy, kiedy trzeba wytłumaczyć, dlaczego rol nie ma klatek nieśmiertelności, kiedy powinien mieć klatki nieśmiertelności.
17479:  Wtedy wjeżdża tłumaczenie z realizmem, ale jeżeli przeciwnik wypuszcza strzałę co jedną sekundę, ciężką strzałę z ciężkiego łuku i robi to cały czas, non-stop, bez zmieniania pozycji, to wtedy wszystko w porządku.
17491:  Ten tekst oferuję na temat psychologii społecznej.
17494:  No właśnie, Dominiko, coś tak czułem, że nie był na językoznawstwie.
17501:  Panie boskie.
17504:  To jest moja niezmienna teza.
17507:  Niech ludzie się wypowiadają w granicach swoich specjalizacji.
17510:  Jest wtedy git.
17516:  Słyszałem na fuzu, że wywalili duka z listy lektor, a jestem za tym, żeby wywalić całą listę lektor.
17520:  Wtedy nie będziemy mieć dyskusji na temat tego, co na niej jest, a czego na niej nie ma.
17525:  To jest bezproduktywna i która nie popycha w ogóle naprzód rozmowy na temat kultury.
17529:  Zresztą świadectwem tego bardzo dobrym jest fakt, że w dalszym ciągu trzymamy się wyłącznie książek.
17534:  O!
17537:  Brakowało mi was, brakowało mi!
17539:  Tak, tak, bardzo, bardzo, bardzo.
17543:  Zatruwają, oczywiście, że zatruwają.
17545:  Hi, hi, hi.
17546:  Hi, hi, hi.
17550:  Dobrze, dużo tutaj tego jest.
17553:  A, oni tu są absolutnie wszędzie.
17557:  Starzy znajomi.
17559:  To są starzy... Ja ich skądś pamiętam.
17561:  Oni nie byli w DS-ach w dwójce?
17565:  Chyba tak.
17573:  Dobra.
17574:  Chyba wszyscy.
17579:  Fluconek pyta, co sądzą zbrodnikarze.
17581:  No przeciętny kryminał.
17584:  Agata Christie pisała lepsze.
17586:  Na przykład zabójstwo Rogera Ackroyda.
17588:  Ostatnio poleciłem komuś zabójstwo Rogera Ackroyda, który mi przekonywał, że o, ale strój, że zbrodnia nie kara git.
17597:  No i później powiedział, o Krzysztof, no faktycznie podobało mi się.
17600:  Czy wy widzicie, co tutaj jest jeszcze?
17604:  On by nas zaatakował w momencie, w którym ja bym zaczął walczyć z tamtym wrogiem.
17608:  Wiecie o tym, prawda?
17610:  Wiecie o tym.
17614:  Dobra, walimy go kometą.
17615:  Nie ma to tamto.
17619:  No Agatha Christie absolutnie top.
17626:  Nie będę ryzykował.
17629:  Nie będę ryzykował.
17631:  Ale to chyba nie był miniboss.
17632:  Myślałem, że to był miniboss.
17635:  Ale to nie był miniboss.
17636:  To był po prostu niesamowicie dobrze ubrany Rycerz Ognia.
17646:  Co oznacza, że możemy skompletować jego strój.
17648:  To wiadomość dobra dla wszystkich, którzy lubią kompletować stroje.
17661:  Tu jeszcze coś jest.
17662:  Co to jest?
17666:  Ach, to po prostu dwa się tak ustawiły, okej.
17671:  W pobliżu jest drabina w dół, która odblokowuje wyjście ukryte do dalszej części mapy, okej.
17681:  Jeszcze sprawdzę ten miecz.
17682:  Tak, ja będę pewien, że nic mi nie zagraża.
17687:  Dobra, to jest fajna rzecz, którą wprowadzono, naprawdę, że można od razu mieć info.
17694:  Pobłogosławiony inkantacją płomienia.
17698:  Niestety nic więcej o nim nie wiemy, ale ładnie wygląda.
17712:  Nie, nie zauważyłem tych drzwi.
17716:  Czy kojarzę książkę Remigiusza Mroza?
17718:  A kojarzę, kojarzę.
17719:  Chór Zapomnianych Głosów kojarzę zwłaszcza, bo to była jego książka SF, której mało kto wie.
17726:  To ja sobie tu odpocznę i wiecie co zrobię potem?
17728:  Po prostu przebiegnę między nimi i zginę.
17731:  Taki jest plan.
17736:  Właśnie w ten sposób.
17738:  Miniboss to jest małe do miniboss, nie inaczej.
17747:  Okej.
17748:  Tutaj jeszcze coś może być.
17749:  Znaczy, mnóstwo wrogów.
17752:  Ooo, właśnie.
17753:  Mhm, mhm, mhm.
17769:  God!
17771:  Porobieni.
17772:  Ktoś jeszcze?
17773:  Taak!
17775:  To jest w ogóle zabawne, żeby hobbity stały się skażone przez Sarumana, chwyciły kocy i stwierdziły, robimy bunt kosynierów.
17784:  Tutaj w lewo jest drabina?
17786:  Tu?
17788:  Nope.
17790:  Co tu jest napisane?
17792:  Przed tobą kłamca.
17793:  To już nawet nie muszę sprawdzać.
17797:  W lewo drabina.
17799:  Chyba, że to było wcześniej.
17804:  A tu jest nasz jegomość, co szanowny.
17810:  Może to były hobbity z Rings of Power, ta.
17813:  Jak one się nazywają?
17814:  Harfuty.
17818:  Ale Krzysztof Harfuty istnieli.
17824:  Dobra, kinematografia podobno też istnieje.
17827:  Przy łódkach jest drabina.
17828:  Okej, teraz zauważyłem.
17832:  Z zupełnie innej strony zauważyłem.
17835:  Gdzieś tutaj.
17836:  Nie.
17838:  No jest jakoś giga skitrana.
17841:  Tu jest mnóstwo informacji.
17843:  Przed tobą ukryta ścieżka, okej.
17845:  Prowadzą nas do tego nawet ładnie.
17849:  Dobra.
17850:  Jest drabina, jest.
17853:  Co by się stało, gdyby Kościuszko i Neagle dobrali się do Hobbitu, prawda?
17857:  Lewo może spróbuj tego.
17860:  Wow!
17862:  Ale super!
17865:  No to mi się podoba.
17868:  Ej, jest satysfakcja, moi drodzy, po pokonaniu tamtej przeciwności losu, powiem wam.
17872:  Poprawił mi się humor.
17873:  Potrzebowałem sklepać kogoś, kto mnie skrzywdził.
17878:  Nie poddawajcie się w grze, nigdy się nie poddawajcie.
17880:  Nawet jeżeli będzie jakiś straszny bullshit, pamiętajcie, że zawsze można użyć Samona, ale wcześniej się wypróbować, nie?
17889:  Ja myślę, że z summonem tak powyżej 100 śmierci.
17892:  Mmm, obraz.
17894:  Nie mam zielonego pojęcia, jaka jest funkcja tych obrazów w grze.
