Na ratunek Ciri wszyscy się rzucili — WITCHER 3 Livestream #25
🔗 https://www.youtube.com/watch?v=agVyy0IDZ2I

3:  Ostatni raz.
8527:  Nic się nie zmieniliście.
8529:  Wszyscy.
8531:  Takich was zapamiętałam.
8539:  Co?
8544:  Siostrzyczko...
8545:  Co?!
8549:  Co? !
8562:  Przecież myśmy romansowali z Triss!
8565:  Na 1000% była Triss!
8565:  Dobry zapis, wszystko jest okej, ja nie rozgrywam niczego w tle!
8594:  Nie!
8596:  Chcecie chwilę dla siebie?
8599:  Przepraszam, nie chcieliśmy cię... Wiem, po prostu pytam.
8603:  Chcecie chwilę dla siebie?
8604:  Co tu się dzieje?!
8614:  Jeśli naprawdę nie masz nic przeciwko... Nieźle to przyjęła.
8624:  Mam pojęcie, co tu się wydarzyło!
8626:  Mam kolczyk!
8627:  Wreszcie Triss!
8651:  Ej, znasz dziki gon jak nikt inny.
8653:  Wiesz coś o magii, którą się posługują?
8662:  Nawigatorzy potrafią otwierać portale, które można kontrować magią lub Dwimerytem.
8664:  Wykorzystują też zimno pochodzące z pustki, przez którą podróżują.
8680:  Yennefer włada błyskawicami.
8682:  Jest fulgomantką.
8688:  Absolutny zapis.
8691:  Zapis jest ważny.
8700:  Witamy Kamila w gronie trybutariuszy.
8703:  Trybutariusze spuśćcie jamniki ze smyczy na przywitanie.
8709:  Czy Zoltan chce z nami gadać?
8710:  Chcę!
8712:  Pomyślałem sobie, że przed bitwą trzeba będzie naostrzyć miecze i wyklepać pancerze.
8719:  Dobry pomysł.
8720:  Dzięki, Zoltan.
8722:  Prócz tego zamierzam przygotować moją specjalność.
8726:  Mahakamski koktajl.
8728:  Bardzo wybuchowy i bardzo przydatny podczas oblężeń.
8734:  Nie wiem, co mnie bardziej ucieszyło.
8735:  Widok jamników na czatach na powitanie Kamila, czy też sformułowanie, machakamski koktajl i wybuchowy.
8744:  Czy mógłbyś coś dla mnie wykonać?
8746:  Jasne.
8747:  Pod warunkiem, że masz schemat.
8750:  Nie, chcę ci obchnąć rzeczy.
8751:  Nie możemy nic obchnąć, ale możemy naprawić i to zrobimy.
8762:  Porozmawiamy później.
8766:  Bardzo mnie cieszą jamniki we wszystkich postaciach na chatach.
8772:  Vigi.
8773:  Jest!
8775:  Hjalmar!
8779:  Nie możemy porozmawiać z Hjalmarem.
8782:  Szkoda.
8783:  Nie ma jeszcze nikogo innego?
8785:  Żebym nie pominął czasem.
8789:  Dobra.
8793:  Proszę, proszę, Myszowór!
8796:  Myszowór bardzo, bardzo rozmowny jest.
8805:  Follan?
8806:  Nawet nie wiem, kto to jest, ale... Roche jest, chyba.
8809:  Leto też powinien być.
8822:  Leto też powinien być, ale ja... Powiem w swoim... Ja w swoim pierwszym playthrough nie oszczędziłem leto, więc trudno mi powiedzieć.
8834:  Okej.
8844:  Ale pytanie, gdzie jest leto i rożbo?
8846:  Diabli wiedzą gdzie.
8850:  Ja przynajmniej nie wiem.
8853:  Keira Mec też jest, pięknie, bardzo dobrze.
8857:  Stęskniłem się za Keirą.
8862:  Tutaj nikogo nie ma.
8866:  W środku są, mówicie?
8867:  No tak.
8868:  Boję się, że w środku się odpali jakaś cutscena.
8871:  Bo ja oczywiście nie pamiętam, czy ona się odpala, czy nie, więc sprawdzam szybko tutaj.
8889:  Powstaje pytanie tylko następujące.
8891:  Gdzie tutaj jest dziedziniec?
8892:  Ponieważ tutaj nikt nie opisuje, gdzie jest dziedziniec.
8895:  Czy to jest dziedziniec, czy to jest dziedziniec?
8897:  Są trzy dziedzińce.
8907:  Łokieć wyżej.
8908:  Jest na dobrej wysokości.
8910:  Proszę bardzo, jest Wes.
8911:  Cieszę się, że jesteście.
8913:  Wyruszyłem sam, ale Wes mnie wytropiła.
8916:  No jest.
8916:  Mmm.
8940:  Marcin pisze, cześć Marcinie, że kupił Total War 2 i przyszedł właśnie kampanię.
8943:  W sumie tylko dlatego, że u mnie widział i mnie zaciekawiło.
8946:  Plus 5 punktów marketingowych do mojej postaci.
8949:  Dziękuję.
8949:  Zawsze więcej punktów w buildzie.
8951:  Dobrze.
8959:  Jeden.
8960:  Muszę uratować Ci za wszelką cenę.
8963:  Ale to miał już do czynienia z Gonem.
8964:  Nie.
8965:  Ja nie kwestionuję jego umiejętności.
8967:  Po prostu mu nie ufam.
8968:  Jesteś...
8970:  Leto nie zdradzi.
8971:  Leto walczy!
8972:  Leto radzi!
8973:  Leto nigdy nas nie zdradzi!
8974:  MMORPG?
8974:  Nie mój gatunek, Kamilu, niestety.
8976:  Nie mój.
8976:  Ja jestem człowiekiem singlowym.
8997:  Wes, Wes to jest osobowość, która mi absolutnie odpowiada.
9000:  Jak nastroje przed walką?
9002:  Pamiętam, jak walczyliśmy z nimi pod Drzewem Wisielców.
9005:  Tym razem też damy radę.
9007:  Dobrze, dobrze.
9014:  Kompletnie... Ale to kompletnie nie pamiętam tego, co tu się teraz dzieje.
9023:  Nie będę ani wczytywał po to, żeby wy przeklikacie inaczej przez dialog.
9029:  Bez przesady.
9030:  Roleplay to roleplay.
9035:  Dobra.
9043:  Zło to prawdziwe?
9047:  No niech wam będzie.
9048:  Nie wiem, czy to było tutaj, ale niech wam będzie.
9053:  Powiedzmy, że jestem dziś zbyt łaskawy.
9056:  To macie jakiś dialog, który jest... Uma zniknęła!
9083:  Jaka muzyka.
9087:  F dla Umy.
9089:  Warto było... Przyznajcie się, że dlatego o tym mówiliście, że chcieliście Umę.
9095:  A. Tylko jest jeden problem.
9098:  To nie jest ten sejf.
9104:  Czy to jest ten sejf?
9108:  To prawdopodobnie jest ten sejf.
9113:  Aż słucham tego drugi raz.
9114:  Przepiękna sprawa.
9115:  Dobrze, Lambert za nami.
9136:  No proszę.
9142:  Co ten skurwysyn tutaj robi?
9148:  Będzie nam potrzebny.
9150:  Może ty zapomniałeś o tym, co zrobił, ale ja nie.
9158:  Będę miał leto na oku.
9160:  Obiecuję, że będę grzeczny.
9162:  Jeśli będziesz pilnował zdrajcy, nie upilnujesz wroga.
9165:  Czemu królowójca jest aż tak ważny?
9168:  Ten Eredin jest królem, czyż nie?
9171:  Pierdolcie się.
9172:  Obaj.
9176:  Zostaniemy i pomożemy ci.
9177:  My nie chcemy mieć go za plecami.
9182:  Okej, chat.
9183:  Okej.
9183:  Przyznaję.
9184:  Przyznaję.
9185:  Dobrze.
9187:  Parsknąłem.
9191:  Jest dobrze.
9193:  Jest dobrze.
9198:  Dobra riposta to jest coś, co jest w stanie mnie skłonić do loadu.
9204:  Szybciej tylko loadowałbym, gdybyście mi powiedzieli, że przegapiłem moment w grze, w którym można było rzucić Igni.
9214:  Dobrze, czas nam do wiedźmińskiego siedliszcza.
9219:  Geralt ma problem z drzwiami, jak zawsze.
9222:  Dobra, ponieważ wiem, jak to bywa w tej grze.
9232:  Cieszę się, że jesteś.
9243:  Dobrze cię znów widzieć.
9244:  Myślałem, że przybędziesz wcześniej.
9249:  Na początku nie miałam takiego zamiaru, ale zawróciłam.
9253:  Gdzie jest ten artefakt od Cady?
9257:  Z pewnych rzeczy kobieta nigdy nie powinna się tłumaczyć.
9260:  A czarodziejka w szczególności.
9265:  Dobrze, teraz czas odnaleźć Triss.
9267:  Gdzie jest Triss?
9269:  A, oczywiście, wiedziałem, że to się stanie.
9280:  Zbierz wszystkich.
9281:  Zaczynamy naradę.
9296:  Malowała się dla Lamberta, o tak, tak.
9307:  Dobrze, chciałbym mieć władzę nad grą i iść do Triss.
9314:  Dziękuję, że jesteście.
9317:  Niebawem zjawi się tutaj dziki Gon.
9319:  Przyjdą zabrać Tilly, a my ich powstrzymamy.
9323:  Skąd pewność, że Gon się zjawi?
9325:  Zawsze wiedzą, gdzie się teleportowałam i błyskawicznie przenoszą się z miejsca na miejsce.
9330:  Więc jaki jest plan?
9335:  Jest nas mało, ale na każdym można polegać.
9338:  Jeśli uda nam się zgrać, to pokonamy Gonu.
9342:  Na początek Jen otoczy twierdzę magiczną kopułą.
9345:  Będą musieli wylądować na zewnątrz.
9348:  Jeśli rozproszą się w lesie, moglibyśmy zapulować na małe grupki.
9352:  To co ma lepszego obwodnika do wypadku.
9356:  Ja jestem drugim.
9357:  Pojadę z wami.
9359:  Zawsze lepiej wyjść do wroga niż czekać.
9361:  Gon będzie próbował przedostać się w obręb chmurów przez portale nawigatorów.
9368:  Na ten rodzaj magii nic nie poradzę, więc podczas wyprawy do lasu musicie znaleźć i pozamykać jak najwięcej przejść.
9374:  Lambert zrobi dla nas pociski z Dwimeryty.
9376:  Pamiętasz jeszcze formułę?
9377:  Tak, jasne.
9379:  Świetnie.
9380:  Znak Irdent też powinien zadziałać.
9383:  Dodatkowo dam wam amulety.
9384:  Kiedy je przełamiecie, staniecie się niewidzialni.
9387:  Przynajmniej dopóki nie zaczniecie wykonywać gwałtownych ruchów.
9390:  Pamiętajcie, że w czasie walki wróg będzie was widział.
9394:  Oprócz tego będzie można was wywęszyć lub usłyszeć, więc jeśli natraficie na duży oddział, nie atakujcie.
9400:  Dajcie znak Triss i otrzymacie wsparcie.
9404:  Będę wypatrywała sygnałów.
9405:  Gdy dacie mi znak, spuszczę na las deszcz ognia.
9407:  Pamiętajcie, jest nas mało i musimy sobie wzajemnie pomagać.
9422:  Jeśli coś pójdzie nie tak, Gon zepchnie nas do defensywy.
9425:  W takim wypadku będziemy musieli wycofać się pod bramę twierdzy.
9429:  Wewnętrzny dziedziniec jest ostatnią linią obrony.
9432:  Jeśli nie zatrzymamy tam wroga, to przegramy.
9438:  Pamiętajcie, że w tym wszystkim najważniejsza jest team.
9441:  To nie chcę dostać Gony.
9442:  Musimy jej bronić za wszelką cenę.
9445:  Co mam robić?
9446:  Zostaniesz w twierdzy.
9448:  Gdyby przedarli się do środka, wszyscy przyjdą ci z pomocą.
9451:  Nie mam łowy.
9452:  Potrafię o siebie zadbać.
9454:  Nikt w to nie wątpi.
9456:  Ale pamiętasz, co jest najważniejsze podczas polowania na potwora?
9460:  Wyczekiwanie na dogodną okazję.
9463:  Po naradzie dam ci amulet.
9465:  Jeśli go użyjesz, w miejsce, w którym stoisz, spadnie kula ognia.
9468:  To tak na wszelki wypadek.
9469:  Tak, tak, ogień, ogień, kula ognia, deszcz ognia... Wreszcie!
9477:  Tyle czekałem!
9478:  Ale i tak wiemy, że najpotężniejsze zaklęcia będzie rzucał Geralt.
9482:  No dobra, Triss też.
9483:  Co jeszcze mamy za nadrząb?
9484:  Skoro zamierzacie zapolować nargon w lesie, to mógłbym przygotować wilcze doły w stylu niebieskich pasów.
9490:  Czyli?
9491:  Głębokie jak skurwysyn, z dnem najeżonym ciosanymi parami.
9494:  Przywiozłem mahakamską mieszankę.
9497:  Pali się jak cholera i przylepia do wszystkiego.
9500:  To tak, to najlepiej.
9502:  Baryłki można ustawić w wąskim przejściu i podpalić, jeśli zajdzie potrzeba.
9508:  A wiecie, że pod nogami macie złoża gazu?
9513:  Tak przyjdzie to, dlaczego mógłbym otworzyć szczeliny w gruncie i wywołać eksplozję.
9517:  Dajcie mi się tylko przygotować.
9520:  Możemy wykorzystać laboratorium i warsztat.
9524:  Pamiętaj, że mamy ograniczone zasoby i niewiele czasu.
9527:  Trzeba zdecydować, jakiej broni przede wszystkim potrzebujemy przeciwgonowi.
9531:  Ogień!
9532:  Racja.
9533:  I w warsztacie, i w laboratorium możemy przygotować po jednej rzeczy.
9540:  Wszyscy planują plan bitewny, pisze Ravan, a Myszowór wbija z propozycji obudowę w gazociągu.
9545:  Po prostu Myszowór jest tak naprawdę szpiegiem Putina.
9548:  Wszystko jest jasne, absolutnie.
9550:  Wiecie, co mogłoby sprawić, że ta scena byłaby jeszcze lepsza?
9553:  Gdyby od ulepszania Wiedźmińskiego Siedliszcza, trochę tak korwobianko, zależałoby to, czy wygramy grę, czy nie.
9561:  Czyli taki moment z Mass Effecta i Normandii.
9566:  Kto potrzebuje dostępu do laboratorium?
9569:  Zacząłem już przyrządzać eliksiry.
9572:  Chciałbym dokończyć robotę.
9575:  Ja mógłbym przygotować więcej wiedźmińskich pułapek, ale będę potrzebował wszystkich sprzętów.
9578:  Myszowór myśli przyszłościowo, tak.
9580:  Wywęszył biznes.
9582:  Cadwen Stream 2, budowane w 1253.
9584:  Pułapki!
9591:  Pułapki.
9593:  Jest nas mało, więc musimy przygotować jak najwięcej pułapek.
9598:  Pewnie, że murujemy wyrwę.
9628:  Przede wszystkim musimy załatać wyłom w murze.
9632:  Wiele więcej nie zdążymy zrobić.
9636:  Wszystko ustalone?
9642:  Wycofuję się z pułapek.
9643:  Jednak zróbmy inaczej.
9646:  Co chcesz zmienić?
9650:  W laboratorium powinno powstać coś innego.
9656:  Zawsze polegaliśmy na eliksirach.
9657:  Powinniśmy uważać jak najwięcej, a do tego potrzebny będzie cały sprzęt, jaki mamy.
9662:  Pomówmy jeszcze o warsztacie.
9665:  Warsztat jest spoko.
9668:  Przede wszystkim musimy załatać wyłom w murze.
9670:  Dobra.
9671:  Wszystko ustalone?
9676:  Tak, ustalone.
9676:  W pułapkę mógłbym wpaść ja.
9677:  Mamy mało czasu, więc bierzmy się do roboty.
9680:  Podsumujmy.
9682:  Yennefer tworzy magiczną barierę i zatrzymuje główne natarcie.
9686:  Spycha siły nieprzyjaciela do lasu.
9689:  Geralt, Lambert i Leto czekają w lesie.
9692:  Za pomocą Dwimerytu zamykają portale nawigatorów, by jak najmniej wojowników dostało się do środka twierdzy.
9699:  Triss wypatruje sygnału i urządza piekło.
9704:  Tak!
9704:  Wszyscy pozostali czekają, aby odeprzeć tych nieprzyjaciół, którzy przedostaną się w obręb murów twierdzy.
9710:  Jeśli coś pójdzie nie tak, porzucamy zewnętrzny dziedziniec i cofamy się do twierdzy.
9721:  O tak.
9722:  Pamiętajcie, co jest najważniejsze.
9724:  Ciri nie może dostać się w ręce Eredina.
9728:  Teraz spójrzcie na plan twierdzy.
9730:  Porozmawiamy o szczegółach.
9731:  No, mapa, mapa, ma... MAPA!
9734:  MAPA!
9734:  Jak ja kocham mapy.
9737:  Mapy w grach.
9742:  Mam wrażenie, że przeoczyliśmy coś ważnego.
9745:  Nie myślę o tym.
9754:  Co udało się przygotować?
9756:  Nie mieliśmy dużo czasu, więc nie wiele.
9761:  Tutaj masz eliksiry.
9766:  Dzięki za wszystko.
9769:  Idę osiodłać konie.
9771:  Przyjdź, gdy będziesz gotowy wyruszyć do lasu.
9774:  Weźmiemy ze sobą leto.
9775:  Wiesz, co o tym sądzę.
9776:  Czy my naprawdę dostaliśmy eliksir grom?
9793:  To są jeszcze wzmocnione przedmioty.
9796:  Dobrze.
9796:  Czy teraz możemy porozmawiać z Ciri?
9799:  Nie z Ciri, z Triss.
9801:  Gdzie jest Triss?
9803:  Triss?
9805:  Nie ma Triss.
9806:  Ciri!
9808:  Masz chwilę?
9809:  Oho, poważna rozmowa.
9823:  Im chodzi o ciebie, cokolwiek by się działo, nie możesz się narażać.
9828:  Mam siedzieć i czekać, gdy inni ryzykują dla mnie życie?
9831:  Nie wiem, o co chodzi z Bastianem, Nadio.
9832:  Nie pamiętam.
9837:  Ten jeden raz posłuchaj mnie i nie rób nic na własną rękę.
9843:  Nie traktuj mnie jak dziecko.
9846:  Nawet gdy byłaś mała, nie traktowałam cię jak dziecko.
9852:  Lubię, gdy się uśmiechasz.
9868:  No, warto było.
9871:  Sprawdzimy jeszcze Triss w takim razie, bo bardzo chciałbym z nią porozmawiać w sprawie tego nieszczęsnego kolczyku.
9877:  Nadia mówi, że bastion jest na zachód od twierdzy.
9879:  Powiedzmy, że w nieznaczny sposób mi to pomaga.
9887:  To ta misja o pogromie w Kermolen, to myśmy tego nie robili kiedyś?
9893:  Byliśmy w jakiejś jaskini tutaj, pamiętam, ale nie wiem, czy to jest to.
9899:  Wieża!
9907:  Geralt w milczeniu wspinał się po wieży.
9912:  Dobrze.
9913:  Czy jest tu Triss?
9917:  Nie matriz.
9918:  Fatalnie.
9921:  Która z kreacji Ciri jest najlepsza?
9923:  Nie.
9923:  Jeżeli chodzi o kreacje serialowe, jak na razie nie podobała mi się żadna z wyłączeniem kreacji Geralta Henry'ego Cavilla, bo widać, że jest fanem i Wiedźmina, i gier, i to z tej postaci aż bije.
9940:  Cała reszta obojętne.
9944:  Czasami się tak dzieje w Wiedźminie, że muzyka znika.
9947:  W razie czego zrobimy load.
9949:  Bo to pomaga wtedy.
9950:  Dobrze.
9955:  Och, och, och, och, och.
9957:  Cóż za piękny moment.
9974:  Ja nie wiem, czy będziemy mieli możliwość zrobienia tego questu.
9982:  Bo tutaj są przecież... No.
9989:  Sekwencje fabularne.
9997:  Dobry wieczór.
9997:  Witamy wszystkich przybywających.
9999:  W dobrym momencie przybywacie.
10004:  Czuć napięcie, nie?
10005:  Czuć.
10019:  Oho.
10020:  Oho.
10047:  Widzisz?
10048:  Zaczęło się.
10049:  Do lasu, już!
10062:  Lecimy.
10086:  Mówiłem, że flugomancja.
10115:  Winter is coming.
10119:  Co by zrobili ci wszyscy miecznicy bez magów?
10121:  Hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
10159:  Po wszystkim będę musiał pogratulować Yennefer.
10161:  To zaklęcie, to naprawdę była coś.
10165:  No i jeszcze niewidzialność.
10167:  Dobrze, dobrze.
10168:  Good spell!
10170:  Good!
10171:  Spelman, yes, yes!
10174:  On zawsze tyle gada?
10177:  Tak, zawsze.
10179:  Tylko jeśli jest zdenerwowany.
10182:  Swoją drogą, dobra robota z tymi petardami.
10184:  Celuj dokładnie w portal.
10186:  Nie mam już więcej dwi merytu.
10189:  Yennefer mówiła, że znak Yrden też może zamknąć szczelinę.
10194:  Są tu.
10195:  Chodźmy się przywitać.
10197:  Powoli.
10199:  Lepiej jeszcze chwilę zostać w ukryciu.
10201:  I dać Triss okazję, żeby się wykazała.
10204:  Tak, Triss, Triss, tak.
10206:  Ok.
10206:  Merigold potrafi wyczarować coś więcej niż motylki?
10211:  Zaraz zobaczysz.
10213:  Wreszcie!
10214:  Wreszcie!
10216:  Wreszcie!
10217:  Tyle czekałem!
10218:  Tak!
10219:  Tak!
10221:  Pięknie!
10222:  Więcej!
10224:  Wspaniale!
10225:  Wspaniale!
10226:  Ooo!
10226:  Ooo, tak!
10235:  I gdzie?
10237:  Triss?
10238:  Lepsza od... od Yen.
10241:  Proszę bardzo, jakie kratery zostawione.
10247:  Zapisuję.
10250:  Chcę mieć upamiętniony ten... Chcę mieć upamiętniony ten moment.
10255:  Nie?
10256:  Dobrze, proszę uprzejmie, zrobię screenshot.
10258:  Nie ma problemu.
10262:  Ooo.
10266:  Directed by Michael Bay.
10270:  Miecz Wojownika Dzikiego Ogonu.
10272:  Ło!
10272:  Ba, nie!
10274:  Dobra, do bomb dwimerytowych zatem.
10279:  Chaos, spalenie, pożoga, tak!
10281:  Wspaniały moment, cudowny, szkoda, że nie możemy zapisywać.
10286:  Jestem nieprzyzwyczajony.
10287:  Co to jest?
10287:  Mówiłem, że wpadnę w nie.
10295:  O, tak!
10297:  Straszny wojownik, straszny!
10300:  Jesteśmy straszniejsi!
10302:  Tak!
10304:  Ogień!
10307:  Oj, oj, oj!
10310:  Przybądźcie z czymś lepszym, kiepscy wojownicy Dzikiego Gonu!
10323:  Tak, w ogóle to nie mam jeszcze ostatniej rzeczy.
10326:  Teraz się uświadomiłem.
10327:  Odwar ze starożytnego Leszego, dobra.
10343:  Ooo, tak.
10347:  Więcej!
10348:  Więcej!
10349:  Więcej!
10359:  Nienawidzę portali.
10393:  Okej.
10393:  Okej.
10395:  Po co zamykać portal, jak jest dzięki temu więcej wojowników?
10399:  Śmiesznego dzikiego gonu.
10402:  Śmieszne ogary.
10407:  Boże, jak sobie przypomnę walkę pierwszą z ogarem dzikiego gonu.
10420:  Wywołaj mnie stąd, Gwen!
10460:  Pięknie.
10462:  Pięknie.
10465:  Świetnie.
10466:  Wspaniale.
10476:  Yrden.
10477:  Alternatywny Yrden.
10479:  Dziękuję.
10481:  Kolejny Yrden.
10482:  I zaczynamy!
10483:  Wtany!
10489:  Wypuchają!
10490:  Pięknie, ślicznie wypuchają!
10493:  Ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha,
10515:  Widzisz dowódcę?
10516:  Nazywa się Imlerit.
10518:  Pamiętam go z czasów, gdy podróżowałem z dzikim golem.
10521:  Psiakry.
10522:  Niewidzialność schodzi.
10523:  Nie szkodzi.
10524:  Będą nas widzieć.
10525:  Trzeba go zabić.
10526:  Nie ryzykujmy.
10528:  Mięczak.
10529:  Tak!
10530:  Dobrze leto mówisz.
10532:  Prawdziwy Geralt by się nie zawahał.
10540:  Co z Merigulet?
10542:  Zaraza.
10547:  Biedna Triss.
10559:  Uuuu, drugi front!
10561:  To lubimy!
10562:  Teraz niestety tylko obawiam się, że będziemy walczyć gorszą postacią.
10571:  Nie mogę cały czas się ukrywać!
10573:  Muszę stawić im czoła!
10574:  Natychmiast wracaj!
10576:  Nie!
10577:  Geralt dał sygnał z lasu, a Triss nie rzuciła zaklęcia.
10581:  Siakrew, leć do niej!
10584:  Tak, ratuj Triss!
10590:  Zoltan!
10593:  Pięknie!
10598:  Dam na skram!
10600:  wzbogaciłaś o kolejną urazę wobec dzikiego ogonu tym razem.
10609:  O nie, walczymy mieczem!
10611:  Nie pamiętam, jak się walczyło!
10615:  Kompletnie nie pamiętam.
10619:  Jak się walczyło!
10624:  A, już wiem.
10625:  Dobra.
10645:  Tak!
10647:  Tak!
10654:  Ciach, ciach!
10661:  Cholera!
10696:  Geralt, nie kompromituj się.
10698:  Walczysz magią.
10703:  Popatrz, jak to Eskel robi!
10705:  Proszę, popatrz!
10706:  Lambert!
10706:  Polewiam.
10713:  Geralt, Geralt, nie przynoś mi wstydu.
10747:  Wspaniałe.
10767:  Ja dlaczego nie mogę sobie popatrzeć na to jeszcze dłużej?
10772:  Czemu się muszę spieszyć?
10774:  Dużo ognia!
10774:  Bum!
10789:  Duży oddział zbliża się od strony lasu!
10792:  Musimy zamknąć bramę!
10794:  Zaraz przedostaną się do środka!
10804:  Wszystkie zaklęcia!
10806:  Wszystko potrzebujemy!
10808:  Dlaczego nie możemy odwaru ze starożytnego Leszego?
10820:  Wszystkich wymordować!
10823:  Dostań się na mury!
10825:  Lecimy!
10827:  Ku murom!
10829:  Nie blokuj mej drogi!
10844:  O tak!
10847:  Won mi z tym!
10851:  Co?!
10852:  Świetnie.
10860:  Złap go, wyrden!
10861:  Zamknij bramę!
10871:  Czemu nie możemy już filtru Bertiego użyć?
10873:  To jest coś, co mnie niepokoi to bardzo.
10883:  Zamknę zaraz!
10886:  Co za złapko w bramę!
10894:  Ciach!
10896:  Nie!
10898:  Żadnego... Tak!
10905:  Zamknij cholerną bramę!
10906:  Zamknę!
10909:  Vesemir jest jak...
10911:  Weselnie jest jak rodzic!
10912:  Obiad za 10 minut!
10915:  Zaraz!
10921:  Tak!
10930:  O, z pewnością go to powstrzyma.
10940:  będzie przerzucić Zoltana Chivaya.
10946:  Co, co, co, co, co, co?
10946:  Co?
10950:  Dobrze!
10952:  Świetnie, Kejro!
10954:  Bardzo dobrze!
10955:  Raz jeszcze przekonujemy się, że magia jest najpotężniejszą siłą w tym świecie!
10965:  Pięknie!
10969:  Tak, Kejro, nie poradziłbym sobie.
10977:  Ja nie muszę się nigdzie wycofywać.
10978:  Gdzie są moje te kokty?
10981:  Czemu nie mogę z... Czemu nie mogę eliksirów?
10984:  Chcę eliksiry!
10991:  O... Gelaglan!
10999:  Uuuu.
10999:  Uuuu.
11003:  Uuuu.
11003:  Uuuu.
11003:  Uuuu.
11003:  Uuuu.
11004:  Uuuu.
11004:  Uuuu.
11004:  Uuuu.
11004:  Uuuu.
11004:  Uuuu.
11005:  Uuuu.
11024:  Gellaglan!
11026:  Bardzo dobrze!
11029:  Tak!
11030:  Płań!
11031:  Ciach, ciach, ciach!
11032:  Odwrót!
11033:  Do bramy i na dziedzinie!
11037:  Żadnego odwrotu!
11039:  Never die!
11040:  Never surrender!
11041:  Nie chwili za wcześnie!
11042:  Wracaj na pozycję.
11042:  Pozdrowienie odwrotane!
11049:  Proszę bardzo!
11050:  Co robi Mak?
11052:  Prawdziwy!
11058:  Co się stało?
11060:  Co się stało?
11061:  Gdzie?
11062:  Co?
11063:  Jak?
11066:  Co się stało się?
11069:  Gdzie?
11069:  Beczki, znowu pieprzone beczki.
11072:  Nie używa się beczek.
11075:  Nie wolno używać beczek.
11078:  Chyba, że się zmnął.
11082:  O tak!
11083:  Tak można używać beczek.
11093:  Wszystko pięknie, tylko trzeba wiedzieć, gdzie są te beczki!
11105:  Heh, fajnie byłoby, gdyby Zoltan powiedział, gdzie one są!
11109:  Dobrze!
11111:  Przestać go!
11112:  Przestać, jest mój!
11116:  Tu jest główny dziedziniec, chodźcie za mną!
11118:  Powiedział nigdy Krzysztof!
11119:  Nigdy!
11128:  Zapomniałem o mahakamskim koktajlu, to prawda.
11133:  Gdzie są przeciwnicy?
11134:  Dajcie mi ich!
11136:  Złapię je w Yrden!
11143:  Dobrze.
11154:  Wszystko wybucha!
11156:  Wszystko!
11160:  Yrden?
11162:  Alternatywny Yrden?
11164:  Alternatywny Yrden powiedziałem!
11168:  Zostawcie Triss!
11172:  Taak!
11174:  Pięknie!
11185:  Chcę alternatywny Yrden.
11188:  Nie rzucę alternatywnego Yrdenu chyba nigdy.
11192:  Le to pomaga, świetnie.
11206:  Teraz alternatywny Gwen nie działa?
11208:  Dobra, działa.
11210:  Ulecz mnie!
11212:  Ulecz mnie!
11214:  Dziękuję, dziękuję!
11222:  Wszystko w porządku?
11232:  Dziękuję.
11233:  Gdyby nie wy, byłoby krucho.
11235:  Musieliśmy się wycofać.
11237:  Próbowali wejść przez główną obranę i następnym razem im się uda.
11244:  Co ze Skerem?
11245:  Musimy się wycofać!
11247:  Ma kłopoty!
11248:  Idę do niego!
11250:  Pamiętaj o kamieniu, który ci dałam!
11253:  Ooo...
11291:  Czemu nie mamy kostury?
11349:  Widzisz?
11350:  Też tak potrafię.
11381:  O, tak!
11382:  Wspaniałe!
11384:  Mieliście rację ze scrolle'em.
11389:  O, tak!
11390:  Będę wciskał wyłącznie scrolle!
11393:  Tak!
11400:  Aaaa!
11406:  Potężny miecz, potężna, potężna walka.
11409:  Drżyjcie i klękajcie narody.
11413:  Pozbawić Krzysztofa magii.
11435:  Biorę ich na siebie!
11466:  Ratujesz mi dupę, ale zdaje się, że miałaś siedzieć w zamku.
11469:  Tylko kto by ci wtedy uratował dupę?
