Każdy. Pytajnik. Na. Skellige — WITCHER 3 Livestream #16
🔗 https://www.youtube.com/watch?v=4pCo34gbPZU

3:  Moi drodzy, witajcie.
11791:  Przy czym było to na samym początku, więc mogę bardzo, bardzo niestety krzywdzić Path of Exile.
11798:  Jak się włącza tego builda?
11799:  Bo jak wchodzę do kategorii postać, to nie mam tego kółeczka.
11803:  Jakiego kółeczka?
11806:  Meczksio.
11807:  Muszę powiedzieć, że dajecie mi za każdym razem challenge, jak mam czytać wasze nicki.
11815:  Rozentuzjazmowana Konstantynopolitańczykowianeczka pyta.
11819:  Dziś właśnie podczas kompletnego rozpadu dysku zakupiłem nowy i zainstalowałem Windows 11.
11823:  Muszę przyznać, że jest genialny.
11824:  Uuu!
11825:  A to ciekawe, bo słyszałem podzielone opinie, ja niestety jestem nie Apple'owy, więc jak zobaczyłem, że to wygląda Apple'owo, przeraziłem się.
11837:  Czy planuję rozgrywki bez skupienia na fabule na przykład Survival?
11841:  Możemy sobie kiedyś coś takiego zrobić.
11844:  W sumie w Warhammerze nie skupiamy się specjalnie na fabule.
11847:  W środę dla was będę mieć pewną niespodziankę, jeżeli dobrze pójdzie, albo... Ale nie wiem, bo to może być Warhammer, albo może być niespodzianka.
11854:  Jeszcze się... Jeszcze się... Nie zdecydowałem.
11858:  Pawełu Pasiałkę, któremu witam swoją drogą na czatach, Mak Ognia spośród naszych trybutariuszy.
11864:  If I Good Remember też spotkałem, ojoj, ojoj, ojoj, ojoj, ojoj.
11872:  Ach, wiem o co chodzi.
11875:  Chodzi o te, o te rzeczy.
11878:  Tak, to jest dodatek krew i wino.
11880:  Wtedy zdobywamy mutageny, ale w przypadku nowej gry Plus, jak widać, i tak to nic nie daje.
11886:  Bo na przykład my nie możemy jeszcze aktywować niektórych mutagenów, ponieważ nie mamy większego czerwonego... Mutagen... A może mamy większy czerwony mutagen?
11895:  Ej, my mamy większy czerwony mutagen.
11903:  To było w alchemii?
11905:  Teraz nie możesz tego zrobić.
11911:  Okej.
11913:  A, nie mamy czerwonych mutagenów?
11915:  Mniejszy czerwony mutagen... Mmm... A, nie, nie, możemy!
11920:  Możemy to zrobić, dobrze.
11923:  Jak sobie radzę czasowo z tym, jak zacząłem w zeszłych rokach... Bymiński pyta Godziu, którego również witam serdecznie na czatach, TheDaddarius'a też czytam.
11929:  Witam na czatach serdecznie i Grzegorza.
11934:  Czy ciężko jest pogodzić z YouTube'a z pracą?
11935:  Nie.
11936:  Wiecie, ja miałem większe challenge'e w swoim życiu.
11939:  W najgorszym takim momencie, kiedy rzeczywiście trudno mi było się ogarnąć, jednocześnie byłem redaktorem naczelnym czasopisma naukowo-literackiego, prowadziłem fundację, byłem członkiem zarządu i robiłem co miesiąc konferencje naukowe i wydawałem książki, które redagowałem również.
11956:  Robiłem studia doktoranckie, zrealizowałem zlecenia graficzne i jeszcze coś.
11961:  To mniej więcej z tego okresu datuje się moja niedyspozycja zdrowotna.
11967:  Nie polecam.
11969:  Czy wiem coś może o grach przeglądarkowych?
11971:  Z gier przeglądarkowych uwielbiałem serwis Congregate, na którym grałem namiętnie w mój ulubiony tower defense i będę challenge'ował każdego, kto stwierdzi, że są lepsze, to znaczy GemCraft.
11984:  Nie ma lepszego tower defensa, ma rewelacyjny endgame,
11988:  dobrą fabułę jak na Tower Defense'a i przede wszystkim jest o magu, który tworzy kryształy i napieprza za pomocą kryształów do niekończących się fal wrogów.
11998:  Potem zostało to wydane na Steamie i oczywiście to mam.
12000:  Uwielbiam.
12005:  To jest niesprawiedliwe, że nie można alchemizować się na łódce, prawda?
12009:  Absolutnie się zgadzam.
12011:  Kingdom Rush?
12012:  Okej.
12013:  Ale widzę, że Tower Defense lubiane na czatach, to dobrze.
12016:  Polska górą, Poland Mountain!
12020:  Ojojoj!
12022:  Ojojoj.
12026:  Więc wiecie, u mnie też z YouTubem jest tak, że ja, żeby nagrać...
12031:  Taki 40-minutowy odcinek, albo nawet godzinny odcinek, zużywam na to dokładnie 40 minut albo godzinę, ponieważ nie montuję, znaczy montuję na żywo, więc to jest duża oszczędność czasu.
12043:  Rozumiem, że jeżeli ktoś by w klasyczny sposób youtubował, to mogłoby być to pewne wyzwanie, żeby to połączyć.
12050:  Uj, nasza marna łódeńka zaczyna marnieć.
12054:  Marna sośnina, lecz piechór niemarny!
12057:  Nie pamiętam, skąd to jest.
12059:  Czemu nie możemy zanurkować?
12062:  Nie no, co się dzieje?
12065:  Irytuje mnie to.
12068:  Czy to jest... Chyba to jest efekt tego, że są wrogowie?
12074:  No nie możemy zanurkować.
12075:  Nie, to nie jest kwestia tego, że są wrogowie.
12077:  Musimy odpłynąć.
12080:  Co myślę, dodatkowe zawartości do Skyrimu?
12082:  Nie obczajałem tego.
12090:  Okej.
12091:  Czemu nie możemy zapisać?
12093:  Dobrze.
12093:  Musimy wczytać jeszcze raz.
12096:  Ale jest irytujący ten bug.
12098:  Przepraszam.
12100:  Co?
12100:  Stop.
12118:  Kacperek pisze, mam newsa od mojej mamy, która mówi, że w jej szkole z pedagogiem szkolnym krytykuje się Squid Game, ponieważ występuje w nim agresja i zabijanie.
12127:  Jest popularny wśród uczniów i demoralizuje.
12140:  Rozumiem, że w odróżnieniu od takiego Quo Vadis, gdzie się opisuje ludzi, którzy są rozszarpywani przez lwy, to tam nie ma agresji.
12150:  Absolutnie nie ma tam żadnej agresji.
12152:  Rozumiem, że również cierpienia młodego Wertera, przez które 40 osób się zabiło, w dalszym ciągu jest gorsze od Netflixowego Squid Game, przez którego nikt się nie zabił.
12164:  I rozumiem, że ogniem mieczem, w którym się nabija na pal przez dupę,
12170:  też nie jest absolutnie okrutne.
12174:  Ponieważ jest książką.
12176:  A, i nie ma na tej książce napisane dla debila, który nie potrafi człowiekowi drugiemu polecić medium zgodnie z jego wiekiem i wrażliwością, nie ma tam napisane, że UWAGA!
12187:  Czytając tę książkę narażasz się na to, że będziesz czytał opis napijania na pal przez dupę!
12193:  Czego nawiasem mówiąc Squid Game nie było.
12196:  Ale rozumiem, rozumiem, że to jest popularne i rozumiem, że to jest serial, w związku z powyższym na pewno to jest złe.
12203:  Ja pierdolę.
12204:  Jakim trzeba być idiotą?
12213:  Dwa runty dzisiaj są.
12215:  Obfity stream mamy, ale przerażacie mnie autentycznie, przecież to jest niesamowite.
12220:  Ja nie jestem w stanie pojąć tego, co jest takiego w książkach, a przepraszam, nawet jeszcze nie dotarłem do tego, że dominująca religia w Polsce ma rozciągnięte, nagie ciało przybite gwoździami do krzyża w literalnie każdym miejscu w sali szkolnej.
12240:  Ja, ja, ja...
12242:  Co?!
12246:  Liczba rzeczy okrutnych, które się dzieją w Biblii, są bardzo zresztą sugestywnie opisane, jest gigantyczna i nikt nic nie mówi!
12256:  Założę się, że gdybym sobie bardziej przypomniał to, co się odpiernicza w lekturach szkolnych, to miałbym więcej przykładów niż przywołane przeze mnie ogniem i mieczem.
12272:  A, no macie rację, tak, oczywiście, oczywiście, głupi ja, głupi Krzysztof, głupi przecież film i serial i gra wideo, to jest rozrywka, no oczywiście, że tak, to nie jest sztuka, no przecież dlatego, no naturalnie, że dlatego.
12295:  Najgorsze jest to, że dużo ludzi, którzy, nie wiem, są krytykami popkulturowymi na przykład, nie tacy jak ja śledzę i cenię, ale dużo tak ma, oni jakby napędzają ten dyskurs, to znaczy mówią, że to jest tylko rozrywka, tylko co by się tam tym przejmował, kto by to analizował, nie, to jest sztuka.
12319:  O, proszę mi z jesionką.
12320:  Antygona Związki Kaziorodczej Ojcobójstwo.
12323:  Świetnie.
12324:  Świetnie.
12325:  Może trzeba zrobić taką listę różnych rzeczy, przestępstw seksualnych i innych, które się pojawiają w literaturze, w kanonie lektur i zadać pytanie i zrobić z drugiej strony tabelę wszystkich morderstw, które są w Squid Game.
12337:  Jestem bardzo ciekawy, kto wygra.
12339:  Przepraszam, nie jestem bardzo ciekawy, bo wiem, kto wygra.
12346:  Nie, przepraszam, Red13.
12348:  To, że w syzyfowych pracach był opis nauczyciela sadysty, który lał dzieci dyscypliną, czyli linijką, to jest akurat godne pochwały, bo w ten sposób, jak sama nazwa wskazuje, egzekwował dyscyplinę.
12363:  I wtedy były czasy, a teraz to nie ma takich czasów,
12367:  I wtedy młodzież ubierała się w mundurkach i nie miała tatuaży i piercingu i w ogóle było lepiej.
12372:  Więc rozumiesz, to było dlatego, że nauczyciele lali dzieci w szkołach.
12376:  Ja nie wiem, czego wy tu nie rozumiecie.
12378:  Więc to jest pozytywna sytuacja.
12380:  Nie należy jej piętnować.
12382:  I w ogóle wrócenie do kar cielesnych jest najlepszym sposobem na to, żeby poprawić to, co się dzieje w szkole.
12387:  Oczywiście oprócz wprowadzenia modelu prywatnego, dzięki któremu będziemy mieli do traum, które z tymi kończymy szkołę, jeszcze będziemy mieli kredyt hipoteczny do spłacania do późnej czterdziestki.
12398:  Myślę, że tak, zdecydowanie.
12403:  Literatura obozowa, medaliony.
12405:  O, o, ja wiedziałem, że czaty podpowiedzą.
12410:  Zbrodnia i kara.
12411:  Właśnie, następne.
12413:  Rozumiem, że zajumanie siekiery i zabicie staruszki brutalne kwalifikuje się jako lajtowa rzecz.
12421:  Jak ktoś mi powie, że no tak, ale w zbrodni i w karze to ma znaczenie, ponieważ w zbrodni i karze to ma wymowę, to przepraszam najmocniej, w Squid Game jest taka wymowa, że myśmy z Filipem, bez schematu, gadali o tym dwie godziny o wymowie tego serialu i z Grześkiem Wątrobą, swoją drogą z GameDevu.
12439:  Pozdrowienia dla Grześka.
12446:  Baladyna, cały XIX wiek, Jurand.
12450:  O, język urwali, oślepili.
12452:  Już w tym momencie wymieniliśmy więcej rzeczy niż jest w Squid Game, co jest o tyle oczywiste, że Squid Game podlega w odróżnieniu od wybitnej literatury pod różnego rodzaju regulacje.
12464:  Tu jest poselstwo...
12465:  Ej!
12467:  Poselstwo Skrajnej Wina było w innym miejscu.
12470:  Ciekawe.
12477:  Nie, serio, to jest nieprawdopodobne po prostu.
12481:  Widzę, że przychodzę w dobrym momencie, słyszę coś od przemocy.
12484:  Cześć Bartku, witaj na czatach.
12488:  w panu Tadeuszu zabijali, ale to był czyn heroiczny, bo ustawili się w tym czworoboku i strzelali do Rosjan, a jak wiadomo Rosjanie to nie ludzie, więc tak, trzeba, to można strzelać do Rosjan, tak, i bi, bi Ruska, tak, oczywiście.
12506:  Świetną literaturę mamy.
12507:  Potem ludzie się zastanawiają, dlaczego jest ksenofobia w Polsce.
12510:  Nie, nie mam pojęcia, nie, nie, nie, nie mam zielonego pojęcia, dlaczego jest ksenofobia i rusofobia w Polsce.
12515:  Pojęcia nie mam z...
12517:  Szkod... Ja nie, no gdzie?
12518:  Nie mam pojęcia.
12519:  Przez gry komputerowe, oczywista sprawa.
12522:  Które, nie zapominajmy, uzależniają i wywołują morderstwa.
12529:  A piękne jest to, wiecie, to tak jeszcze powiem anegdotycznie, jak rozmawiam z kimś, kto jest ze środowiska naukowego i nie może zrobić rzeczy, którą uwielbiają robić nauczyciele, to znaczy zanegować kompetencje osoby, która się wypowiada pozytywnie o grach wideo, bo wiecie, to jest taka strategia.
12543:  Nie bardzo mogą to zrobić ze mną.
12545:  Wiecie, jaka jest wtedy metoda?
12548:  Ja ją nazywam, to jest wybitny środek retoryczny, on się nazywa No tak, Krzysztof, ale... I po No tak, Krzysztof, ale... pojawia się dowód anegdotyczny z życia jednej osoby, która na przykład, nie wiem, przez całe życie ćpała i chlała i uzależniła się od gier wideo.
12566:  To ja sobie myślę, że mogłaby się uzależnić równocześnie na przykład od głaskania głośnika.
12571:  Bo ma inklinację.
12573:  Ale argument No tak, Krzysztof, ale... zwycięża zawsze.
12578:  Skup się, bo tam Geralt umiera.
12581:  Spokojnie.
12583:  Geralt, Geralt teraz umiera z wysiłku, ponieważ Geralt ma jakieś 201 na 170 przeciążenia.
12591:  Spokojnie, mam już plan.
12593:  Odkąd odkryłem, że łódeńka nie zatonie pod przyciężkim Geraltem, wyobraźcie sobie, aby to wyglądało pięknie, jakbyśmy to było realistycznie zrobione, żeby Geralt, jaka wielka kupa żelactwa.
12604:  Jak w przypadku, jak nie widzieliście, to obejrzyjcie gameplaya Legenda Total War ze Skyrima, gdzie Legend pokazał,
12612:  że ma zestaszowany w jednym ze swoich domów jakąś gigantyczną liczbę sztabek złota.
12620:  Cieszy się wujek Kenneth, że się podoba bardzo.
12623:  Cieszy się bardzo.
12625:  O, w Harrym Potterze to... No to wiecie, przecież Harry Potter to było całopalenie książek, żadna polska fundacja na to nie zareagowała wtedy.
12635:  Biblioteka Narodowa wykrztusiła wtedy krytykę, ale Olga Tokarczuk oczywiście, która jest jak wiadomo wielką obrończynią książek, które są niszczone, pod warunkiem, że są jej własne, nie zajęła wtedy żadnego stanowiska, no przecież obrywało się plugawej fantastyce, to może.
12658:  Starej baśni się dopiero dzieje.
12660:  To ja nawet nie pamiętam.
12661:  Stara baśń jest tak nudną powieścią, że byłem w stanie przeczytać... Jeżeli ja sięgnąłem do streszczenia, a nienawidzę streszczeń, to znaczy, że było bardzo źle.
12675:  I wiecie, co było najgorsze?
12677:  Myślałem, że umrę z nudów, jak czytałem streszczenie.
12681:  Więc nie chcę myśleć, jak było w oryginalne.
12683:  Znaczy wiem, jak było w oryginalne, bo przeczytałem pierwszą stronę.
12686:  W ogóle test dla was, jeżeli chcecie szybko przetestować, chyba mogłem o tym na którymś streamie mówić, ale zawsze jest ktoś nowy, kto nie słyszał.
12694:  Mianowicie, jak idę do księgarni i nie znam jakiejś książki, nie wiem, co to jest i co to za gatunek, to mam test pierwszej, ostatniej strony.
12702:  Sprawdzam pierwsze zdanie na pierwszej stronie, ostatnie zdanie na ostatniej stronie i na końcu sprawdzam losowe zdanie ze środka.
12708:  Zwykle, jeśli te trzy zdania mnie zainteresują, to powiecie,
12711:  Dobra.
12713:  Da się zwiększyć pojemność kieszeni Geralta, ale kosztem strasznie istotnych zdolności, które pozwalają nam na wypalanie wrogów.
12721:  Geralt to jest człowiek magnes, coś w tym jest.
12725:  Gwałty na nieletnich, mówicie, też były w lekturach?
12727:  Pięknie!
12730:  Nie ma co, ta nasza polska literatura to wybitna jest, naprawdę, no to jest tak, jakby rok powiedział, wybitny koleś, nie?
12740:  Tylko w tym wypadku wybitna literatura.
12745:  No ale bajki Andersona Baboyago przynajmniej się da czytać, nie?
12749:  Ale tak, racja, absolutnie.
12751:  Mam siostrzeńca, który ma 8 lat i obejrzał Squid Games wcześniej i mu zostało wszystko wyjaśnione, co ludzie są w stanie zrobić dla pieniędzy.
12757:  I pięknie, absolutnie się zgadzam.
12759:  Jak miałem praktyki, swoją drogą, pedagogiczne w podstawówce, to rozmawialiśmy o... Znaczy, rzuciłem hasło Wiedźmin, a byłem w drugiej klasie szkoły podstawowej, czyli to jest dokładnie tyle mniej więcej, 8 lat.
12770:  I też parę osób grało i wtedy nauczycielka tak na mnie spojrzała.
12774:  Nie.
12791:  O doktora Cytrusie możesz Discordem, maili nie lubię, najlepiej mnie wywołaj gdzieś na kanale Edukacja, to powiem.
12799:  Wiesz, zawsze jest tak, że przy okazji jeszcze ktoś, kto będzie mieć podobne pytanie, to od razu z tego skorzysta.
12806:  Ja zazdroszczę wszystkim, którzy umieją czytać streszczenia.
12808:  Ja mam tak, że przez moją złą pamięć, jak ja bym przeczytał streszczenie, to bym dalej zapamiętał z tego 5%, więc mnie się rachuje o wiele lepiej i kalkuluje przeczytać książkę i zapamiętać z niej 5% niż streszczenie i zapamiętać z niego 5%, no bo to będzie siłą rzeczy więcej.
12823:  To moje nieszczęście przez całe życie.
12825:  Wiecie, jak ja chciałem przeczytać streszczenia lektur?
12827:  Nie byłem w stanie, absolutnie.
12832:  A tu miał być spokojny z tymi spytajniczkami.
12834:  Przepraszam najmocniej, to jest bardzo spokojny z tymi spytajniczkami.
12837:  Ja jeszcze nie wszedłem na dziesiątkę w mojej skali w kurwu.
12845:  Miałem 12 lat, pisze Mikołaj, w RTV AGD babka nie chciała sprzedać Far Cry Primal.
12850:  No tak, to już co najmniej ja by się chciało popalać już, nie?
12854:  I popijać wódką w międzyczasie.
12856:  Też swoją drogą śmieszne, że alkohol jest od 80 roku życia, ale tak nawet nie będę zaczynał tego tematu, to jest temat rzeka.
12871:  Co myślę o pomyśle czytania baśni braci Grimm w oryginale na dobranoc dla dzieci?
12877:  Mnie rodzice czytali!
12879:  I teraz zależy od tego, czy uznacie, że to się bardzo źle odbyło na mojej przykice, czy wręcz przeciwnie.
12887:  Wasza decyzja.
12888:  U, jaki brzydki... brzydka flara tu się pojawiła.
12892:  Uciekajmy stąd, brzydka flara.
12895:  Jeszcze brzydszy topielec.
12901:  Czy ktoś powiedział alkohol?
12902:  To byłbym ja.
12905:  Co sądzę o książce Bestiariusz Słowiański?
12907:  Nawet znam autora, bardzo sympatyczny projekt.
12911:  Ubawiłem się tylko do łez w którymś momencie, jak wydawnictwo reklamowało tę książkę i zrobiło jakieś... A, i doradzili trzeci tom, który się nazywa coś... Bestiariusz... Bestie czy monstra?
12923:  Tak jakby ktoś nie obczaił, co znaczy słowo bestiariusz, bardzo mnie to rozbawiło.
12928:  Ale pierwsze dwa tomy super.
12930:  Trzeciego nie czytałem.
12932:  Natomiast pamiętajcie, że nie ma czegoś takiego jak mitologia słowiańska.
12935:  To jest sztuczny konstrukt, który został w XIX wieku obmyślony, bo polscy romantycy, nawiasem mówiąc, bardzo zazdrościli anglosasom, że oni mają swoją mitologię, więc stwierdzili, że będą próbowali odtwarzać mitologię słowiańską, a to nie jest proste, ponieważ
12949:  źródła na temat wierzeń słowiańskich ludów są znikome, zwłaszcza na ziemiach polskich, więc w gruncie rzeczy to są domysły i próba takiego amalgamatu, połączenia różnych wierzeń, różnych ludów słowiańskich, ale właśnie niekoniecznie tych, które są na ziemiach polskich.
12969:  Niemczech alkohol jest od 16 lat i to jest optymalne, nawiasem mówiąc.
12972:  Znaczy, w ogóle...
12975:  Robienie tego rodzaju podziałów jest... No, nie będę na... Ja nie jestem lekarzem, więc się nie znam.
12980:  Może jest tak, że rzeczywiście to wpływa na młody umysł i tak dalej, ale... Na pewno fakt, że w wielu krajach jest od 16 roku życia powinien nam dać do myślenia.
12988:  Ale w ogóle granica 18 lat jako granica dorosłości czy czegoś takiego jest dla mnie bardzo zabawna.
12998:  Czy mam jakąś opinię o Kierkegaardzie, którego się podobno czyta Kierkegor, co mnie kiedyś rozwaliło?
13007:  Trochę za... Jezu, jak powiem, że to jest za dużo religijnej smuty, to filozofowie na czatach albo tego słuchający po prostu mnie zabiją, ale taka jest moja opinia, co ja poradzę.
13018:  Wolę zdecydowanie Schopenhauera od Kierkegora lub Kierkegarda.
13024:  Nie tego memicznego, tylko tego faktycznego Schopenhauera, ale mój ulubiony filozof to wciąż jest Bernard Waldenfels.
13030:  Dlaczego nikt na mnie nie krzyczy, że płynę w złą stronę?
13037:  Prawda jest taka, że alkohol w każdym wieku jest szkodliwy i nie powinno się go pić, pisze Tobiacon.
13040:  W nadmiarze.
13042:  I regularnie.
13043:  To prawda.
13048:  Metodologia badań Kościoła w średniowieczu nad wieżami niemiecowian.
13051:  W jakich bogów wierzycie?
13052:  Łotamtych.
13052:  Zapisujemy.
13053:  Bóg tego ludu Łotamtych.
13054:  Trochę tak.
13056:  Moja polonijska, pisze Mateusz, ma jakiś kompleks wyższości podczas omawiania wystroju wnętrz pan... Nie.
13064:  Podczas omawiania czego?
13068:  Nie, proszę, jakie wystroje wnętrza w panu Tadeuszu?
13072:  Serio robi się takie rzeczy?
13074:  Po co?
13076:  Dobrze, czytam dalej.
13077:  Zaczęła wykład o tym, jak to książki nie robią z ludzi intelektualistów, jak gry nie psują pamięci.
13082:  O, no to, no to wiecie, no to, no to macie dowód, przecież Krzysztof nie pamięta, to już jest mem na tym kanale, że Krzysztof nie pamięta, no to, no to wiadomo już dlaczego, że to przez te gry wideło.
13097:  Video War, w które gra, to przez to tak nie pamięta.
13100:  Wcale, wcale nie dlatego, że... ...ja tak przez całe swoje życie absolutnie miał koszmarne problemy w szkole z uczeniem się wieczy na pamięć, a komputer miał pierwszy swój w wieku 12 lat i wcześniej pogrywał u kumpli.
13114:  Pewnie, pewnie, że gry Video War to zrobiły.
13118:  Absolutnie nie polski system szkolnictwa, nawiasem mówiąc, przeciążający potwornie pamięć.
13125:  Pamiętajmy, że kłady neuronalne to nie jest coś, co się ma.
13132:  Dostało się to w darze od istoty wyższej i ma się nieograniczoną pojemność.
13140:  Im dłużej... Nie będę szydził, ale to tak nie wygląda.
13145:  Po prostu mamy określoną pojemność mózgu i im jesteśmy starsi, tym jest mniej neuronów.
13149:  Proste, bo umierają.
13151:  Proste.
13153:  Póki nie znajdziemy sposobu na to, tylko ten sposób to jest medycyna, więc ja rozumiem, że dla niektórych nauczycieli, którzy na przykład są antyszczepionkowcami, to może być poważny i ciężki orzech do zgryzienia, no bo jakże to ufać lekarzom, nie?
13167:  Więc no rozumiem, że to może być problem, ale póki medycyna nie znajdzie sposobu na cofnięcie starzenia komórkowego, no to będziemy mieć problemy z pamięcią.
13177:  Proste.
13180:  A jest zupełnie... O dobra, a jak chcecie, bo jednak...
13184:  Za dużo dzisiaj szydzę.
13185:  A chcecie mieć konkretne wyjaśnienie problemów naszych z pamięcią?
13190:  Proszę uprzejmie, to jest wyjaśnienie naukowe.
13193:  Co robicie, jak wchodzicie w media społecznościowe, dowolne, albo w internet i przeglądacie feed?
13199:  Przeglądacie.
13200:  I teraz wyobraźcie sobie przez moment, że zapamiętujecie każdą informację.
13207:  I to jest model, który mieli ludzie przez lata, kształcony.
13211:  Gdybyśmy zapamiętywali wszystko, to mielibyśmy taki problem, jaki mają savanci, którzy zapamiętują faktycznie wszystko i muszą się uczyć odpamiętywania, zapominania, bo zobaczą jakiś ciąg cyfr i oni go pamiętają, a ludzki mózg ma ograniczoną pojemność.
13228:  Więc to jest główne wyjaśnienie tego, dlaczego ewolucyjnie zaczynamy mieć duże problemy i generacyjnie, może nie ewolucyjnie jeszcze, ale generacyjnie mamy problemy z pamięcią.
13238:  Nie, nie mamy problemów z pamięcią, po prostu to jest reakcja obronna organizmu.
13247:  Songs of Conquest?
13248:  Nie słyszałem.
13251:  Znowu nie płynę tam, nie tam gdzie trzeba.
13252:  Dziękuję, rozkojarzyłem się.
13255:  Jesteście, jesteście złoci, że jesteście tak wyrozumiali.
13258:  Tu jest pytajniczek, tak jest.
13261:  W prawo!
13263:  To może być ryzykowne.
13264:  Ja, wiecie, ja zawsze miałem problem ze słowem w prawo i w lewo.
13267:  One dla mnie nie są nieintuicyjne.
13270:  Ja uważam, że kierunki wyznacza się w bardzo prosty sposób.
13273:  Tu!
13275:  I tam.
13276:  Dobrze, jak jeszcze uczyłem się na prawo jazdy, to mówiłem instruktorowi, że dla mnie w prawo to jest tam, znaczy tu, a w lewo to jest tam.
13288:  Usiłowałem go przyzwyczaić do tego, żeby tak mówił.
13290:  Nie chciał.
13293:  Dawid, jak zwyciężył Filistynów, lekcja Biblii od serio życie, obciął zwłokom napletki w darze dla króla Saula.
13299:  Dostałem nagane, jak powiedziałem na religii, że w Biblii jest obcinanie fiutów.
13303:  No ale pamiętajmy, że to wciąż nie jest ten poziom, który jest w Squid Games.
13307:  Czy byłbym zwolennikiem czipa zapisującego wszystko, co widzimy, jak w odcinku Black Mirror?
13312:  No tak, tylko że przez to, że to jest odcinek Black Mirror, to wiemy również, jaka jest tego konsekwencja poważna, nie?
13318:  A jest straszna.
13320:  Ale w ogóle odcinek White Christmas Black Mirror to jest, słuchajcie, moja najbardziej przerażająca wizja piekła, jaką znam.
13328:  Obok Nila Gajmana i opowiadania To Inni, które obiecałem kiedyś przeczytam na czatach, znaczy na streamie i to zrobię.
13337:  Może nawet na najbliższym live'ie.
13339:  Przypomnijcie mi, ja bym zapomniał, a dobrze wiemy, że tak się stanie.
13343:  Nasza łódeńka jest w złym stanie.
13346:  I to jest dla mnie najbardziej przerażająca wizja piekła, to znaczy idziesz przez miasto i jesteś niewidzialny, jesteś nikim.
13355:  To jest niesamowite absolutnie.
13356:  Nie będę mówił nic więcej, żeby nie zrobić giga spoileru, bo i tak jest... jest to pewien spoiler, minor spoiler, ale było niesamowite.
13365:  Mnie poloniska podczas odpytanki z Pana Tadeusza pyta o obraz w domu Tadeusza, konieczność podawania dań na kolacji.
13372:  Wiecie co?
13373:  Widzę się jutro z rodzicami, wezmę, jak słowo daję, zrobię o tym odcinek, wezmę Akademię Antypatii z serii Niefortunnych Zdarzeń i zrobię odcinek o debilach nauczycielach, którzy odpytują z tego rodzaju szczegółów.
13387:  bo nigdy nie było na maturze pytania.
13390:  Chyba... Poprawcie mnie, ale czy kiedykolwiek było na maturze pytanie o rozmiar rękawiczki Łucji Łęckiej, czy o kolejność pieprzonych dań w panu Tadeuszu, albo tego rodzaju pierdołę?
13401:  Bo jeśli tak, to wycofuje się, znaczy częściowo się wycofuje.
13404:  Powiem po raz kolejny, że matury są do likwidacji, że robią je debile, ale... Chcę zobaczyć, czy jest uzasadnienie jakiekolwiek dla tej praktyki.
13412:  Nie było, mówi Husiek.
13414:  No więc w ogóle, i Rudy to samo mówi.
13416:  Proszę bardzo.
13420:  Co ja powiedziałem?
13423:  Pomyliłem nazwisko jakiejś postaci fikcyjnej?
13425:  Straszne.
13426:  Jakby to było z Warhammera, to moglibyście mieć do mnie pretensje.
13429:  Dobrze, chcę powiedzieć, że jest nieźle z naszymi pytajniczkami, ale... Ale... Tu mamy nieodkryte miejsce.
13439:  Fatalnie.
13440:  A mamy równocześnie naszą łódeńkę w złym stanie.
13442:  Czas się teleportnąć gdzieś.
13445:  Czas na sklep, tak jest.
13450:  A wiecie jak sprawdzić, czy ktoś czytał lekturę?
13452:  Jakbym ja się do tego zabrał?
13455:  Nie wiem, może mnie wyśmiejecie, ale ja bym się do tego zabrał od strony rozmowy.
13459:  Znaczy ja sprawdzam, jeśli sprawdzam, czy ktoś coś czytał rozmawiając.
13465:  Prędzej czy później.
13467:  To nawet widać na streamach, nie?
13469:  Ja nie jestem w stanie was oszukać, że coś czytałem, bo prędzej czy później się okaże, że nie czytałem, bo zaczniemy o tym rozmawiać, tak?
13475:  I to jest dokładnie to.
13477:  To jest dokładnie to i nic więcej.
13479:  Po prostu trzeba rozmawiać i w toku... W toku tej rozmowy może wyjść, czy ktoś coś czytał, czy nie czytał.
13487:  Co?
13489:  Dlaczego?
13490:  Dlaczego oni nas zaatakowali?
13492:  Jaki strażnik klanu Heimei?
13501:  Myśmy nie mieli za...
13507:  Myśmy nie mieli zapisu przez ostatnie... 50 godzin.
13517:  Jezu, dobrze, że był autosejf!
13520:  Ja pierd... Jak ja się przeraziłem!
13528:  Ta łódka ma zginąć w tej chwili!
13533:  Ileś, ileś to razy na morzu miałem problem, ponieważ musiałem, zacumowawszy, odnaleźć księżniczkę.
13543:  Gdzie jest najbliższy sklep?
13549:  To będzie interesujące, jeżeli nie uda nam się przywołać płotki.
13554:  Dobra.
13555:  Może.
13563:  No proste, jak ktoś... A w ogóle po co sprawdzać, czy ktoś coś przeczytał?
13566:  Przecież to wyjdzie prędzej czy później, na egzaminie, nie?
13570:  Niech napisze cokolwiek na ten temat.
13572:  Jak sobie poradzi bez czytania?
13573:  Super.
13574:  Jak sobie poradzi przeczytawszy?
13576:  Jeszcze lepiej.
13577:  Ujdrążyć temat, no.
13582:  O, o!
13583:  Jest jakiś naiwniak, któremu sprzedamy całe to nasze żelazstwo.
13586:  W takich dniach solidna broń to móc.
13592:  Mus?
13593:  Nie graliśmy z nim w karty.
13596:  Kochani, mus czekoladowy, czy malinowy, czy truskawkowy?
13600:  Oczywiście, że malinowy.
13603:  Truskawkowy z drugiej strony.
13604:  Nigdy się nie mogę zdecydować, czy bardziej maliny, czy truskawki.
13609:  Waniliowy?
