Kraina tysiąca waśni — WITCHER 3 Livestream #24
🔗 https://www.youtube.com/watch?v=DnHkIKiOKjE

1:  Wiedźmin i sobota.
14887:  Dziękuję wszystkim, którzy trybutowali w trakcie, kibicowali.
14892:  Nie, ja, Piotrze, ja zawsze jestem uparty, ja wyznaję zasadę, zasadę Engriego Joe.
14901:  Never die, never surrender.
14904:  Znaczy, z tym pierwszym jest różnie.
14917:  Zapis!
14918:  Właśnie, bo teraz jest... Teraz może być jeszcze crush!
14949:  Najgorsze w tym wszystkim jest to, że Regis będzie wyklęty przez to ze swojego ludu.
14962:  Był ktoś na odczarowaniu mły?
14964:  Jamniki zwycięstwa, tak.
14966:  Jesteście... czaty.
14968:  Ja wytrwały to raz, ale wy jesteście wytrwali przede wszystkim.
14971:  Uff.
14976:  Czy po wielu próbach czuję satysfakcję, że udało mi się coś pokonać?
14980:  Tak średnio, szczerze powiedziawszy.
14981:  Więc Soulsy będą ciężkim przeżyciem.
14985:  Ile śmierci było?
15002:  Ale żeby to docenić, potrzeba odrobiny ogłady.
15006:  Nawet najdoskonalsza szata może pokryć tylko ostatni urody, ale nie braki w wychowaniu.
15013:  Tak, zasłużyliście na rękopis, to prawda.
15017:  Niech dialog leci, a ja coś wybiorę.
15020:  Zasadniczo nie mam w zwyczaju dyskutować o gustach.
15024:  Ani to ciekawe, ani produktywne.
15026:  Obecny tutaj Wiedźmin organicznie nie cierpi formalnych okazji, a taka właśnie niebawem go czeka, co jest dla niego źródłem nieustannej zgryzoty.
15038:  Nie bierzcie, mistrzu, do siebie jego zachowania.
15041:  Jest trażliwy, bo zżera go trema.
15044:  Trapi się, że nie będzie umiał godnie zachować się w obliczu książęcego majestatu.
15050:  Ha, nie dziwię się.
15054:  Tak czy inaczej order vitis vinifera, najwyższe odznaczenie Toussaint, wymaga odpowiedniej oprawy.
15062:  A nie można oczekiwać, że księżna udekoruje nim utytłany pancerz.
15067:  W pałacu przywiązuje się ogromną wagę do formy.
15070:  Tradycja, etykieta.
15073:  Tradycja, nakazująca doceniać w pierwszej kolejności pozory.
15078:  Wielkopański blichtr i źle ulokowana hojność.
15082:  Blichtr, jakie piękne słowo.
15085:  Piszecie, że Żaba i Mak Powietrza to był festiwal zgonów.
15089:  Dajcie spokój, ja do dzisiaj pamiętam ten stream.
15093:  O, ten filozoficzny ton to pewnie dlatego, że tobie nie zasponsorowano nowego ubrania, co?
15100:  Bynajmniej w taki ton wpadam zawsze, kiedy myślę.
15105:  A zdarza mi się, to wyobraź sobie całkiem często.
15108:  Jamnik bliktr.
15109:  Poza tym nowy strój wcale mi nie jest potrzebny, bo na uroczystość się nie wybieram.
15115:  A to dlaczego?
15117:  Bo w przeciwieństwie do ciebie nie muszę.
15119:  Zacznę pakować moje rzeczy.
15121:  Rozumiem, że dołączysz do mnie bogatszy o order i nowe doświadczenie.
15127:  No, Regis jest bardzo kaustyczny.
15130:  Duch Olgierda?
15132:  Szczerze?
15133:  Duch Olgierda mniej mi zapadł w pamięć niż ten przeklęty mag, bo to był mag.
15137:  To była najwyższa kompromitacja.
15140:  Wiesz, sporo się ostatnio nasłuchałem o hojności i innych cnotach.
15148:  Mnie to też nie daje spokoju.
15150:  Ostatnia z cnut, współczucie, to jedyny element układanki, który się nie zgadza.
15158:  Chcesz mi powiedzieć, że nagle uwierzyłeś w teorię pięciu cnut?
15163:  Po tym wszystkim, co odkryliśmy?
15165:  To nie jest kwestia wiary, guseł czy innych podań ludowych.
15170:  Tu chodzi o czystą logikę.
15173:  Syjana miała wszystko zaplanowane z góry.
15176:  Gdybyśmy jej nie otrzymali, czterema telewizorami pacho, coś w tym jest.
15185:  Ale to już nie ma znaczenia.
15188:  Wypytałem posłańca, kiedy mi wręczał zaproszenie na ceremonię.
15192:  Sjana trafiła do pałacu i siedzi w odosobnieniu.
15196:  Pod naciskiem dworzan księżna zamknęła ją w wieży.
15200:  Nie chcesz się przekonać, kto jeszcze jej wadził?
15203:  Przed uroczystością zdążylibyśmy porozmawiać z tym Urwisem Pucybutem.
15209:  To on dostarczał Detlafowi listy z nazwiskami.
15213:  Może coś przeoczyliśmy?
15214:  W ten sposób wróciliśmy do Pucybuta.
15218:  Właściwie czemu nie?
15220:  Możemy iść razem.
15222:  O ile to już skończone.
15224:  Z mojej strony tak.
15226:  Teraz wszystko zależy od tego, czy będziesz w stanie godnie zaprezentować moje dzieło na uroczystości.
15233:  I czy go przedtem nie zniszczysz.
15236:  Idziemy do płucy buta wyczyścić buty po calineczce.
15239:  Tak jest.
15241:  Tak jest.
15242:  Tylko pytanie, bo jeszcze trzeba z Sianą porozmawiać.
15248:  O, pan z mieczami!
15250:  Witam, witam!
15251:  To co, pucowanko?
15253:  Brudne buty uwłaczają powadze profesji.
15256:  Zapraszam!
15259:  Chcemy o coś zapytać.
15260:  Znowu?
15262:  O, proszę bardzo, ja popieram wolność słowa i wszelką informacją chętnie się podzielę.
15267:  Ale czemu by nie wyczyścić bucików przy okazji?
15270:  Po calineczce, tak jest, musimy.
15273:  Może i rzeczywiście przydałoby się pastowanie.
15277:  W takim razie ja również skorzystam.
15279:  Mój znajomy mawiał, że buty powinny być zawsze tak czyste, jak dusza... Tu się przeklikałem przez dialog, bo go pamiętamy.
15287:  Nawet ja go pamiętam.
15288:  Buty są zwierciadłem duszy!
15290:  To doskonałe hasło!
15292:  No to jak kurwa będzie?
15299:  Robimy interes?
15300:  Jak mawiał mistrz Talar.
15304:  Znowu będzie walka na pięści, o wielkie nieba.
15306:  No dobrze, nie narzekam.
15307:  Byłoby jeszcze lepiej, gdyby niektórzy, oprócz pogaduszek, korzystali także z moich usług.
15316:  Te listy, które dostarczałeś mężczyźnie w surducie.
15319:  No pewnie, przecież ja młody jestem.
15321:  To jest ten moment, kiedy nas obraża, to znaczy mnie.
15325:  Medalion drży to miejsce mocy.
15328:  Że bracy przynosili.
15332:  Ci żebracy.
15334:  Wiesz coś o nich?
15336:  Ilu ich było?
15338:  No... czterech.
15340:  To zakończenie różni się za moment.
15342:  Tego na pewno nie dostałeś?
15344:  No przecież umiem liczyć.
15346:  Wiesz coś jeszcze?
15348:  A co może ich łączyć?
15349:  Przecież... A wiem już co ich łączy.
15354:  Wszyscy nie mają domów.
15356:  Mały, bo stracę cię.
15361:  Ci żebracy.
15362:  Pamiętasz, jak wyglądali?
15364:  No pewnie.
15366:  Ja mam dobrą pamięć.
15367:  Mówiłem, byli obdarci... Jest bezlitosny wobec mnie.
15373:  Geralt, pozwól, że ja zadam pytanie.
15376:  Posłuchaj, Borcze.
15378:  Chętnie przygotuję dla ciebie dodatkową beczułkę tego środka do polerowania.
15383:  Ale skup się i odpowiedz najlepiej, jak umiesz.
15387:  Wiesz, gdzie ich znaleźć?
15390:  Ja już zapomniałem.
15392:  Nawet nie denerwujcie, że wyjdzie to samo.
15396:  F5, F5, F5, F5, F5, F5, F5... Dziękuję.
15396:  W ten oto sposób zatoczyliśmy moim mili dzisiaj koło.
15422:  Przejdźmy już do walki na pięści.
15428:  Tak, tak, to było, dlatego przewijam.
15433:  Przepraszam, co?
15437:  To byłoby bardzo zabawne, gdybyśmy tuż po walce z Detlafem teraz przegrali z przebrakami w walce na pięści.
15443:  Ostrzegam, to jest możliwe w moim wydaniu.
15446:  Jezus, dupę chlizał.
15451:  Pies!
15451:  Okej.
15452:  Gorzej, gdyby to był Detlaf na przykład.
15455:  Tak, właśnie użyłem dekokturafarda białego.
15462:  Dobra, tu przynajmniej możemy kontrować.
15477:  O mój Boże, kompozycja klamrowa.
15479:  Coś w tym jest.
15480:  Dzięki.
15481:  Moi drodzy.
15501:  Okej, to też było.
15505:  Pokwalił się swoją pamięcią Krzysztof.
15511:  Właśnie, Geralt bez uszu, Geralt został... Geralt został po prostu odarty ze swojej tożsamości.
15517:  Straszne.
15525:  Dobra.
15526:  To jest ostatnia scena, którą przewijamy i lecimy dalej.
15546:  Załóżmy wpierw nasze... ...odzienie.
15555:  Wewnątrz pralin jest nadzienie, ciemne tylko ich odzienie.
15560:  Nie wiem czemu ja wpadam na takie rzeczy.
15562:  Uszy!
15564:  Dobrze.
15566:  I teraz tak.
15568:  First things first.
15571:  Czyli... Damien to raz i ceremonia to dwa.
15582:  Opcjonalnie porozmawiały z Cyaną.
15584:  Dobrze, to od razu się udajemy do rozmowy z Cyaną.
15588:  Dobranoc, Miłoszu, dobranoc.
15591:  Ktoś spytał, kiedy pójdę spać.
15593:  Mignęło mi na czatach.
15594:  Moi drodzy, przyzwoity mag chodzi spać o 4-5 nad ranem.
15600:  Znaczy wieczorem.
15602:  Czasami jeszcze gubi mnie leksyka dominująca.
15608:  Geralt bez uszu jest nagi, marznie.
15610:  Czemu to przewijaliśmy?
15611:  Barciński jest na początku streamu, wiesz, nie chciałem, żeby dwa razy było to samo.
15616:  Niektórzy bowiem w odróżnieniu ode mnie pamiętają rzeczy.
15620:  Idziemy do Siany.
15622:  Okej.
15627:  To swoją drogą jest bardzo dobre miejsce.
15632:  Jest piękne.
15634:  Do tego, żebyśmy oddali się lekturze.
15642:  rękopisu znalezionego w Smoczej Jaskini.
15648:  Ja przy okazji odpocznę po ciężkich przebiegach.
15653:  Syreny.
15655:  W mitologii greckiej były córkami rzecznego bożka Achelusa i jednej z muz.
15661:  Były towarzyszkami zabaw Persefony, a za karę za to, że nie przeszkodziły w porwaniu tej ostatniej przez Hadesa, zostały zamienione w potwory.
15670:  Pół kobiety, pół ryby.
15672:  Nakazano im mieszkać na skalistej wyspie, skąd swoim słodkim śpiewem wabiły przepływających tam żeglarzy.
15679:  Biada jednak temu, kto oczarowany głosem syren poważył się wylądować na ich ostrowiu.
15685:  Ginął rozczarpany na sztuki.
15689:  Gdy odpływał z wyspy, czarodziejka Kirkę ostrzegała mężnego Odysa tymi słowy –
15696:  Ty w kraj syren zajedziesz czarownić, co zdradzą tych wszystkich, jacy tylko o nich tam zawadzą.
15701:  Szaleniec, kto się zbliży i syren tych śpiewy usłyszy.
15705:  Ten nikt nigdy, póki żywy, ni małżonki, ni dziatek, ni ziemi rodzonej, tak go zczaruje śpiew tych syren.
15711:  Słodko-płynny, które siedzą na łące, a wkoło nich gnaty, ludzkie leżą stosami i ciał wyschły chrzmaty.
15718:  Ty ich mijaj i zalep uszy towarzyszy, woskiem miodnego plastru niech żaden nie słyszy.
15726:  Homer!
15729:  Odyseja!
15732:  Sztuka!
15736:  Przełożył Lucjan Siemieński, wybitny tłumacz.
15742:  Syreną, choć słodkowodną, była też słynna Lorelei.
15746:  Siadając na skalę przed terenem, prawy brzeg, przy Saungurhausen, w połowie drogi między Moguncją a Koblencją, zabawiała się tym sposobem, że śpiewając i czesząc złote włosy, dekoncentrowała żeglarzy, których statki i łodzi rozbijały się na ostrych porochach, a oni sami tonęli.
15765:  Niemiecka sztuka.
15791:  tym, których dziwi zestawienie powyższych morderczych potworów siadujących pośród gnatów i zatapiających łodzie z małą ręką Andersena.
15801:  Wyjaśniam, mówi Andrzej Sapkowski, że winę ponosi zubożona polska nomenklatura.
15806:  Syrenami przyjęło się w języku polskim określać również rodzaj morskich nimf, kobiet z ogonem grybim, które w odróżnieniu od klasycznych greckich syren wcale nie są krwiożercze.
15818:  mermaids lub merjungene frauen w oryginalu Andersen, a den ille hauwe frue.
15827:  Miłe i sympatyczne panno o długich włosach i kształtnych biustach w zasadzie powinno nazywać się nie syrenami, lecz rusałkami lub pannami wodnymi.
15837:  Występują tak chociażby w Czechach, gdzie Czesi nazywają je morskimi wiłami, te same wiły co u Pottera.
15845:  Takie właśnie morskie wiły, rusałki i syreny są bohaterkami licznych legend, w których, ze skutkiem mniej tragicznym aniżeli Wandersena, pozbywają się ryb i ich ogonów i zostają żonami żeglarzy lub rybaków.
15860:  Małżeństwa takie zazwyczaj są nietrwałe i kończą się źle.
15863:  Podobnie jak w podaniu o meluzynie, związki ludzi z syrenkami gubi zawiść, ciemnota i ksenofobia otoczenia.
15872:  W tym momencie patokonserwatyści i nacjonaliści unsubscribe!
15878:  Bajki te, jak łatwo stwierdzić, rozejrzawszy się wokół, nic nie straciły na aktualności.
15884:  Znają syrenki i inne mitologie.
15887:  A Targis, kobieta ryba, była obok Dagona czczona przez Fenicjan z Ashkelonu jako bogini płodności.
15895:  W legendach nohedyckich znajdziemy Mazguger o długich włosach i wielkich piersiach.
15901:  Wiele wspólnego z syrenkami mają też Selki, występujące od Bretanii po Wyspy Owczej.
15907:  I Islandię.
15915:  Piękna sztuka.
15918:  Podeślij demo do Ramsztajna.
15928:  Czemu ten rękopis tak drogi?
15929:  A Michał, a czemu nie wejdziesz na holistyczną agencję skapistyczną i do zakładki fantastyka, gdzie jest w przypiętym pościgu na Discordzie naszym rękopis znaleziony w Smoczej Jaskini i w PDF-ie.
15944:  Ostatnio zacząłem, pisze Gilmajman2137, którego serdecznie witam na czatach, sezon burz, trochę tym zwlekałem ze względu na mieszane opinie, jestem w połowie jak na razie pozytywnie, zaskakuje, można z tego zrobić niezły scenariusz pod RPG.
15957:  Tak, jakbyśmy to rozpatrywali jako taki fanfic Sapkowskiego do własnej twórczości, to jest okej, jest okej.
15965:  Jamniki syrenki koniecznie, o właśnie, nie mamy takiej, znaczy patowróżka w sumie jest.
15972:  Ale to jest najrzadziej przez was używany, używany jamnik.
15975:  Patowróżka.
15976:  Mam takie, mam takie niejasne wrażenie.
15989:  Czemu?
15992:  Co?
15994:  Co?
16000:  Sherlock jest najmniej używany.
16001:  A to prawda, to prawda, Sherlock jeszcze rzadziej.
16004:  To wiecie, to dlatego, że ja nigdy na żadne pomysły nie wpadam.
16009:  Takie Sherlockowe typowo.
16010:  Raczej powinien być Watson w moim przypadku.
16015:  Patowróżka jest z pelerynką, tak.
16023:  Ale Szmerlock Szolms rzeczywiście.
16028:  Czy myśmy tutaj nie byli kiedyś?
16034:  Myśmy tu byli.
16038:  Tak!
16041:  Teraz właśnie, halt.
16044:  Sejf był.
16062:  Chcę z nią porozmawiać.
16064:  To ważne.
16066:  Rozmawiać, to se możesz, wiesz, z własną babą, a nie z taką, co u księżnej pod kluczem siedzi.
16072:  Bez rozkazu nie wpuszczę i już.
16075:  Odkryłem ważne fakty w jej sprawie.
16077:  Muszę to pilnie wyjaśnić.
16078:  A, no to... Dobra.
16083:  Wyście są ten wiedźmin, co sprawy rozwiąza.
16086:  To jesteście upoważnieni.
16088:  Ale macie tylko parę minut.
16090:  Będę się streszczał.
16093:  RedFox pisze, czemu poleciłeś Sojang?
16095:  Bo dobry jest Sojang.
16097:  Zabawna sprawa, nie mogłem sobie dzisiaj odpalić Sojanga tylko, ponieważ zgubiłem zapalarkę.
16106:  Więc niestety nie mam zapałek, nie jestem analogowym człowiekiem.
16110:  Dobrze, jest zapisane.
16114:  Jest zapisane.
16119:  Ferdynand Magellan pisze... Niezmiennie zachwyca mnie tutaj ten światłocień.
16122:  Aaa, to jest ta scena!
16145:  To jest ta scena.
16146:  Przyszedłeś sprawdzić, jak się miewam?
16149:  Dobrze, dziękuję.
16150:  Wstążeczka od Artoriusa spisała się wybornie.
16153:  Wielka szkoda, że mi nie zamiana.
16155:  Wiem, kim miała być piąta ofiara.
16157:  Okej, zmiana mała.
16158:  Matko, to twoje węszenie jest chyba kompulsywne.
16162:  Ja siedzę w więzieniu.
16164:  Detlaf nie żyje.
16166:  Może byś już odpuścił?
16168:  Sianna, przestań udawać, że ci wszystko jedno.
16171:  Wiem, że to tylko poza i zaczyna mnie to już naprawdę męczyć.
16174:  Okej, nie mam pojęcia, co tutaj wybieraliśmy ostatnio.
16178:  Czemu chciałaś ją zabić?
16180:  Taki świetny śledczy, a pytał rzeczy oczywiste.
16182:  No, czemu, Geralt?
16185:  Czemu?
16193:  Moim zdaniem trzy.
16196:  Ale to jest moje zdanie.
16198:  Ooo!
16200:  Ooo!
16202:  Ooo!
16205:  Czaty mówią trzy!
16207:  Dwie trzecie!
16209:  Dzięki!
16209:  Dzięki, Ewulina, dzięki!
16211:  Dobra, czaty, ufam, ufam czatom.
16214:  Bo odwróciła się od ciebie, a potem wykreśliła cię z pamięci.
16217:  Dzięki, Dominika, cztery jest bardzo pomocne.
16219:  Brawo, Geralt!
16220:  Kolejna zagadka rozwiązana, a twoja niezdrowa ciekawość zaspokojona.
16230:  Co teraz?
16231:  Podzielisz się swoim odkryciem z Anną Henriettą?
16234:  Jej życie nie jest już co prawda zagrożone, ale może dołoży ci jakąś premię do nagrody.
16240:  Pewnie się podzielę.
16242:  Niekoniecznie ze względu na pieniądze.
16244:  To czemu?
16246:  Powinna wiedzieć.
16247:  Bo jeśli kiedyś cię uwolni, pewnie znowu spróbujesz ją zabić.
16255:  Pewnie tak.
16258:  Ginnajman2137, rozumiem, że papajamnik będzie przez ciebie nadużywany.
16266:  Po mojemu jeden.
16268:  Dwa?
16271:  Dwa!
16272:  Uuu.
16275:  Krzysztof by znaścił.
16281:  Dwa.
16285:  A może po prostu przestałabyś wreszcie rozpamiętywać swoje liczne krzywdy i jej wybaczyła, co?
16315:  O, usiadł koło niej, to dobrze wróży.
16316:  Tak.
16345:  Wiesz, jak to jest.
16346:  Czas potrafi wypaczyć wspomnienia, a potem w głowie zostaje tylko to, co było złe.
16356:  To czemu się mnie wyrzekła, skoro mnie tak kochała?
16359:  Co?
16372:  Jak przeniesiesz ikonę komputera do kosza, to komputer znika, jak spalisz swój akt urodzenia, znikasz ty, piękny kupczony.
16380:  Pian przeludnie przepiękne.
16382:  Chaty, chaty widzę, zdecydowanie są za drugą opcją.
16391:  Chociaż...
16403:  Siana.
16405:  Ile ona miała lat, kiedy cię wygnano?
16407:  Dwanaście?
16408:  Trzynaście?
16409:  Była dzieckiem.
16413:  Co miała zrobić?
16414:  Dokonać zamachu stanu?
16416:  Wykraść ojcu pieczęć i sfałszować twoje ułaskawienie?
16422:  Była bezsilna.
16424:  Nie wyparła cię z pamięci dlatego, że byłaś jej obojętna.
16427:  Tylko dlatego, że tak bardzo przeżyła twoje wygnanie.
16431:  Zapomniała, bo tylko tak mogła poradzić sobie z bólem.
16440:  Naprawdę byś chciał, żeby ta historia się dobrze skończyła.
16443:  Tak!
16446:  Wszyscy żyli długo i szczęśliwie.
16450:  Idź już, Wiedźminie, bo jeszcze przepadnie ci ten medal.
16454:  Szkoda by było.
16457:  Bywaj, Sianna.
16477:  Witamy kluchenmuchen na czatach.
16480:  No Aleksandro, przemowy Geralta są spoko.
16487:  Jako świeczkę Sojanga polecam najbardziej.
16490:  No jak wejdzie zapomnienie do oferty, to jest bardzo fajny, że jest taki męski zapach.
16495:  Podobny trochę do tej wody Givenchy Gentleman, którą ja lubię swoją drogą.
16501:  A normalnie, zwykle, dietetycznie stosuję błogość z uwagi na to, że to jest świeczka o zapachu czekoladowym i dzięki temu nie muszę jeść czekolady w takich ilościach, jak zwykle muszę.
16515:  Muszę jeszcze coś załatwić.
16517:  Dajesz!
16521:  Zróbmy zapis.
16525:  Może nie.
16532:  Bobajaga pisze, że nigdy nie potrafiła zrozumieć wieloletniej życiowej żądzy zemsty.
16536:  Myślę, że trzy lata na polonistce na Uniwersytecie Jagiellońskim i byś zrozumiała.
16541:  Tam 90% ludzi albo pała takim rodzajem zemsty, albo chce pałać.
16551:  Geralt oczywiście spadł ze schodów, tradycyjnie.
16561:  Miałem nadzieję, że tutaj są inne te freski, ale nie.
16569:  Okej.
16572:  Rozmawiamy z Damienem.
16573:  Czy można zostać doktorem bez magistra?
16575:  Tak, jest taka procedura.
16577:  Jeżeli praca magisterska jest napisana wybitnie, to można wnioskować w wyjątkowym trybie o uznanie magisterium jako doktoratu, ale potem i tak trzeba napisać magisterium.
16589:  Trochę szybciej się awansuje wtedy, ale wtedy się pisze tę pracę magisterską na odwalsie, nie oszukujmy się.
16597:  Wiesz, jeżeli ktoś jest na tyle dobry, żeby jego magisterium przeszło jako doktorat... Ja znam takie trzy przypadki.
16604:  Ale znam.
16605:  Z czego jeden sprzed paru lat, więc... da się to zrobić.
16615:  Chcę tu wejść!
16624:  Hahaha!
16629:  Nie, Redzi mają momenty.
16633:  Mam wrażenie, że nigdy tędy nie schodziliśmy.
16644:  Jaka wojna najamniki.
16647:  Jaka wojna, najamniki.
16649:  A z tego co wiem, zapomnienie dalej chyba można zamawiać przez formularz na stronie.
16654:  Ale nie jestem pewien.
16655:  Najlepiej się skontaktować z właścicielką na insta.
16657:  Czyli soyank.pl.
16658:  Eee... Dobra.
16665:  Damien!
16668:  Damien Dylatur!
16669:  Jak to nie piekę zający?
16670:  Gdzie tu były zaje... Gdzie, gdzie jest zając?
16672:  Gdzie jest zając?
16675:  Gdzie... Zając!
16679:  Geralt Igni.
16682:  Geralt Igni!
16684:  Jak to nie mogę tego teraz zrobić?
16691:  Gdzie jest Igni?
16697:  Oszustwo i skandal.
16700:  Nie robić zbiegowiska!
16704:  Damien.
16705:  Geralt, najwyższy czas.
16708:  Gotowy na ceremonię?
16712:  Nie.
16712:  I teraz tak.
16714:  I teraz tak.
16720:  Dwa, jak rozumiem.
16722:  Mamy mieć idealne zakończenie.
16724:  Deloadować!
16726:  Ma być kanoniczne zakończenie.
16730:  Perfekcyjne!
16731:  Wspaniałe!
16733:  Haha, trzecie to opcja romansowa.
16742:  Technicznie to jest państwo miasto.
16772:  Natychmiast postawię swoich ludzi w stan gotowości.
16775:  Trzeba zwiększyć straż przy księżnej i dobrze pilnować Sylwii Anny podczas przesłuchania.
16780:  Zajmę się tym osobiście.
16783:  Dzięki za czujność, Wiedźminie.
16785:  Doceniam twoje zaangażowanie.
16789:  W takim razie zaczynajmy ceremonię.
16791:  Przebierz się szybko w ceremonialny strój i chodź ze mną.
16794:  Księżna czeka.
16809:  Geralt nie ma wolnej woli.
16811:  Nie mógł sam się przebrać.
16814:  Tak, jaśnie oświecona.
16815:  Do pożaru doszło, kiedy potwory wdarły się do magazynu.
16818:  Błagam o pomoc.
16841:  Członek straży pałacowej zostanie wysłany, aby zbadał zgliszcza.
16846:  Jeżeli jest tak, jak mówisz, odpowiednia rekompensata będzie wypłacona z książęcego skarbca.
16853:  Dziękuję.
16854:  Jaśnie oświecona.
16860:  Wasza miłość.
16861:  Przybył Geralt z Rivi.
16864:  Moi drodzy, przechodzimy teraz do kolejnego punktu.
16867:  Spośród wszystkich obowiązków, jakie spoczywają na mnie jako księżnej, ten jest najmilszy memu sercu.
16876:  Zostanie teraz przyznany Order Vitis Vinifera.
16881:  Najwyższe odznaczenie tu są.
16882:  Niech wystąpi Wiedźmin Geralt Srivi, zabójca bestii z Boklenu.
16892:  Ale nie ma większej liczby strażników przy niej.
16896:  Jestem rozczarowany.
16897:  Życiem naszym jest uhonorować Wiedźmina, który ocalił Bokler przed straszliwą bestią.
16909:  Niechaj ten symbol przypomina wszystkim, że Wiedźmin na zawsze pozostanie przyjacielem Bokler.
16923:  A prywatnie, bardzo ci dziękuję, Geralt.
16926:  Damien przekaże ci nagrodę za doskonale wykonane Wiedźmińskie Zewy.
16929:  Czy dostaniemy więcej?
16932:  Dziękuję.
16934:  Oprócz tego, mam dla ciebie jeszcze niespodziankę.
16937:  Postanowiłam przekazać ci kilkanaście beczułek Sangreal.
16940:  Wina przeznaczonego wyłącznie na książęcy stół.
16945:  Witis Winifera to winorośl właściwa?
16948:  No ja.
16948:  Piękne.
16949:  Cieszysz się?
16957:  Moim zdaniem dwa.
16963:  Moim zdaniem bardzo dwa.
16966:  Myślcie, że dwa.
16968:  Musi być dwa.
16970:  Nie będziemy psuć nastrój biednej Annie Henriettcie.
16977:  Obojętne.
16977:  Mówicie na standard.
16980:  Czuję się wielce zaszczycony tym wyróżnieniem.
16983:  Dziękuję.
16987:  Ufam, że zrobisz z tego dobry użytek.
16994:  W rozbieranego gwinta Geralt by przegrał.
16998:  Za moment będę rozmawiała z Sianą.
17000:  Czy możesz mi towarzyszyć?
17002:  Tak, Regis jest najbardziej poskodywaną postacią teraz.
17005:  Ale też dzięki tobie wiem, co ma na sumieniu.
17010:  Jako głowa państwa muszę ją sprawiedliwie osądzić.
17014:  Ale z drugiej strony, na boków, przecież to jest moja siostra.
17023:  Jeśli moja obecność w czymś pomoże, to oczywiście zostanę.
17029:  Proszę wszystkich o uwagę.
17032:  Odbędzie się teraz przesłuchanie osoby zamieszanej w morderstwa, które miały miejsce w Bokler.
17040:  Kapitanie de la Tour, proszę wprowadzić Sylwię Annę.
17044:  Marta F. pyta, czy to love-hate relationship, że nagle ją lubię.
17047:  Nie, ja ją lubię dlatego, że polubiłem Sianę, a kluczem do szczęścia Siany jest to, żeby siostra jej przestała robić sister issues.
17068:  Myślałem, że to zakończenie się różni.
17070:  A nie różni się.
17072:  Wiedźmin będzie brał udział w tej rozmowie?
17076:  Czemu Regis jest poszkodowany?
17078:  Bo wśród wampirów wyższych jest taka niepisana zasada, czy pewnie pisana, że nie mogą atakować się wzajemnie.
17085:  Na tym polega problem.
17086:  I Regis musiał zaatakować Zetlafa, bo on inaczej by się zregenerował.
17089:  Geralt nie był w stanie go zabić.
17095:  Księżna poprosiła mnie o to.
17098:  Zła opcja?
17099:  Jak to zła opcja?
17101:  Jak to zła opcja?
17103:  Co?
17104:  Jaka zła opcja?
17128:  Mówiliście, że nie ma znaczenia.
17137:  Sjana jest rozgoryczona.
17140:  Teraz mamy inne opcje dialogowe niż poprzednio.
17144:  Choć oczywiście potępiam jej metody.
17151:  O czym on mówi, Sjano?
17153:  Dobrze wiesz o czym.
17155:  Było ci na rękę, że mnie wypędzili.
17157:  Bo wiedziałaś, że dzięki temu tron przypadnie tobie.
17161:  Chociaż to ja jestem starsza.
17165:  Mogę zrozumieć, ministrów.
17166:  Oni nienawidzili mnie od dziecka.
17169:  I uważali, że nie będę się nadawała na księżną małżonkę.
17174:  Nawet naszych rodziców rozumiem.
17177:  Zawsze czułam, że oni po prostu się mnie bali.
17179:  Bo ja miałam odwagę być wolna.
17182:  Wydumana klątwa była im wszystkim na rękę.
17184:  Ale ty... Na tobie się najbardziej zawiodłam.
17192:  A przecież byłaś moją ukochaną siostrzyczką.
17195:  Teraz rozumiesz, Wiedźminie?
17197:  Ona mnie zdradziła.
17206:  Byłyście wtedy dziećmi.
17208:  Jaśnie oświecona i ty.
17209:  Nie miałyście żadnego wpływu na to, co się działo.
17213:  Mylisz się, Wiedźminie.
17215:  Ona miała wpływ.
17217:  Pamiętasz, moja droga siostro?
17220:  Ten dzień, kiedy mnie wypędzili z pałacu?
17223:  Owszem, to ja wtedy wpadłam na pomysł, żeby obrzucić Nilfgaardzką delegację rybimi pęcherzami, które dla śmiechu wypełniłyśmy zjełczałym łojem.
17234:  Ale to ty w ostatniej chwili postanowiła się podpalić.
17237:  Chciałaś mi zaimponować.
17239:  I zaimponowałaś, przyznaję.
17241:  Trafiłaś go prosto w tę obleśną łysinę.
17245:  W życiu się tak nie uśmiałam.
17249:  Ale kiedy przyszło do szukania winnych, nie pisnęłaś nawet słowem.
17255:  Cała odpowiedzialność i cała kara spadły na mnie.
17262:  Tak, to był przedni prank studencki w trybie pęcherza.
17266:  Nie stanęłam w twojej obronie.
17269:  Za bardzo się bałam.
17274:  Rada była jednogłośna.
17276:  Wyliczyli wszystkie moje straszne przewinienia.
17279:  Ucieczki z pałacu, rzekomo okrucieństwo i nieodpowiednie przyjaźnie.
17284:  Wypędzili mnie.
17288:  A ty, jedyna osoba, która mnie rozumiała.
17292:  Stworzyłaś i w ogóle mi nie pomogłaś.
17296:  Ani przedtem, ani potem.
17298:  I nigdy nie próbowałaś mnie odnaleźć.
17301:  To nieprawda.
17303:  Szukałam cię.
17305:  Słałam za tobą rycerzy.
17307:  Zbierałam informacje.
17308:  To ty nie chciałaś być znaleziona.
17316:  Odkąd zniknęłaś,
17320:  Żyję ze świadomością, że cię zawiodłam.
17325:  Przepraszam, siostrzeczko.
17326:  Wybaczysz mi.
