Wszystkie drogi prowadzą na Skellige — WITCHER 3 Livestream #10
🔗 https://www.youtube.com/watch?v=sIOwatSu__w

2:  Witajcie.
11668:  Udaj się do kwatery Yennefer.
11673:  I załóż odświętny strój.
11675:  Gra ewidentnie zachęca nas do tego, nie ma problemu.
11678:  Odświętna skelikska koszula.
11680:  Skelikskie?
11682:  Skeligijskie.
11682:  Powinno być skelikskie.
11684:  Odświętne meszty.
11685:  Nie wiem, co to są meszty.
11686:  Skeligijskie.
11687:  Powinno być skelikskie.
11688:  O kolorowe pludry.
11690:  Wspaniale.
11690:  Wygląda... Geralt wygląda teraz jak kretyn.
11694:  I teraz ważna rzecz.
11701:  Gdzie jest dziób?
11704:  No!
11709:  Tak!
11710:  Teraz wyglądamy odświętnie!
11712:  Tak właśnie należy żyć!
11716:  200 punktów doświadczenia, no proszę.
11721:  Geralt wzu bambosze!
11726:  Wielkie nieba.
11732:  Zaraz zasnę.
11734:  Pola, Wiedźminie!
11735:  Nie szukasz aby zajęcia?
11737:  Słuchaj, Wiedźminie.
11739:  Mamy tu problem z Mujry Diebl, z utopcami.
11743:  Problem, który twoim srebrnym mieczem można by pewnie rozwiązać.
11752:  Niech zgadnę.
11753:  Rwą sieci, wyjadają ryby, a czasem atakują samotnych żeglarzy i tych, co nocą wracają nad brzeżem z tawerny.
11760:  Przypomnienie o mapach.
11763:  Dziękuję.
11763:  Są jacyś świadkowie?
11781:  Ruryk, mój uczeń.
11783:  Był na łodzi, na którą mój Red Diable napadł.
11787:  Jestem z Tobą, który jest mężem.
11789:  Mieszka tu niedaleko, wyżej.
11793:  Wybacz, ale nikogo więcej nie kojarzę.
11795:  Ci, co mają do czynienia z tymi potworami, rzadko kiedy wracają żywi na ląd.
11804:  Dobrze, porozmawiajmy o nagrodzie.
11805:  Rozmawiajmy wpierw o nagrodzie.
11807:  Coś za skromne.
11809:  Pff, widział Geralt wyglądając jak idiota.
11816:  Drogo, ale może warto.
11819:  Nice, wiedziałem, że się zgodzi.
11820:  Niech będzie, zapłacę ile mówisz.
11823:  Ojej, nawet nie mówcie o najnowszym trailerze Matrixa.
11827:  Jeżeli chodzi o trailer Matrixa, to już wszystko ściągam, macie fantazję i fetysz w postaci rozebrania biednego Geralta.
11841:  Więc jeżeli chodzi o trailer Matrixa, to myślę, że najlepiej, a jeszcze kusza, że najlepiej opisał sprawę Marcin Łukański w Nagałęzi.
11851:  W profesjonalny sposób wyjaśnił, dlaczego ten trailer jest po prostu bezpieczny, nakręcony tak jak klon Johna Wicka i wszystkich filmów superbohaterskich, kompletnie niepasujący do uniwersum Matrixa.
11864:  Pożegnalna uczna.
11866:  Jamir, zwany Starem, zaprasza wojnów klanu Arkraid na pożegnalną ucztę.
11871:  Skradziony miecz.
11872:  Olaf, pierwszy strażnik Kertrolde, ogłasza, co następuje.
11876:  Ze zbrojniowni rodu Ankraid skradziono miecz, zwany Kulju.
11879:  Odzyskamy go.
11881:  Duch lasu.
11882:  Ho, ho!
11884:  Walka na pięści.
11885:  O nie!
11885:  Lekcje u Myszowora.
11886:  Przyjmę uczniów na lekcje gry w gwinta.
11889:  Mmm... Wymagam dyscypliny, logicznego myślenia i chęci uczenia się.
11893:  Mile widziane osoby utalentowane.
11894:  Wszystkie muszą być chłopcami z imieniem zaczynającym się na A. W trakcie lekcji gwinta pijemy dziwne dekokty, jemy piegi i wywołujemy halucynacje.
11904:  Zlecenie Diabły Morskie.
11906:  Jesteś żądny chwały i pieniądza?
11907:  Nie.
11908:  Wyłącznie ognia.
11912:  Gdzie jest jen?
11915:  Yen jest niedaleko.
11922:  Okej.
11924:  Czyli wszystko po drodze.
11929:  Gerard z rodu Żurawia idzie się teraz przebrać.
11940:  Okej.
11941:  Megaskop jeszcze.
11941:  Oczywiście, że to było nawiązanie do Pana Kleksa.
11944:  Do Yen pojechać windą?
11947:  Sprawdzenie Max Kellige.
11951:  Jesteście...
11968:  Bardzo cierpliwi.
11971:  Gdzie są te przeklęte mapy?
11972:  Tu!
11982:  Boże, ile tych map.
11984:  A cóż to była za książeczka?
11986:  Zapiski profesora Zygmunda Glogera.
11991:  Okej.
11992:  Nie mam teraz cierpliwości na zapiski profesora Zygmunda... Przecież my mamy to wszystko!
11998:  No tak.
11999:  Nie sądziłem, że kiedyś założę coś takiego.
12012:  Nie no, Yen chciała, żebyśmy byli na czarno... Ale to jest ciekawe, bo Yen chciała, żebyśmy byli na czarno-biało, a nie możemy być na czarno-biało, bo jest tylko i wyłącznie to coś.
12023:  Czarne pludry.
12029:  Niebieski jest w dechę, no.
12034:  Tak, teraz jest perfekcyjnie.
12039:  Absolutnie tak.
12040:  Oj, Geralt, Geralt.
12041:  Ty nie myśl, to ci nie wychodzi.
12044:  Stopniujemy napięcie.
12057:  To znaczy, zanim pójdziemy do Yen, karczmasz Jonas.
12062:  Tak, Yen jest koleżanką.
12064:  W Sadze pisał miła przyjaciółko do Yen.
12065:  Przepiękne.
12066:  Yen potem odpisała mu jadowicie miły przyjacielu.
12085:  Żywiołach Ziemi?
12087:  Uuu.
12089:  Eredin.
12092:  Pożoga.
12093:  Poroniec.
12094:  Czyli głównie są rzeczy, które nas nie interesują na tym etapie.
12098:  Zagrajmy w Gwinta.
12103:  Friends with Benefits.
12104:  Tak.
12104:  Tak.
12118:  W przypadku Yen wprawdzie benefitem głównym było to, że można było słuchać niekończącego się narzekania i złośliwości.
12127:  Ja nie wiem, czy Geralt lubi złośliwości równie jak ja.
12132:  Nie chcemy mieć... Może nie chcemy mieć Vesemira?
12136:  O, dobra karta!
12143:  Dobrze.
12145:  Potrzebujemy jakiegoś szpiega.
12160:  Ekima.
12162:  Aaa, proponuję więcej.
12165:  Proponuję jeszcze więcej.
12177:  Kiedy Gerard przegrywa w karty, zwykł był zapuszczać do oponentów dyskretnego żurawia.
12184:  Tak, tak Marto, gwint.
12185:  Gwint, gwint.
12190:  Nooo, ja drżę.
12193:  Drżę ze przerażenia.
12202:  Na potwory potrzebny mróz?
12207:  Czegoż my nie potrzebujemy?
12208:  Dostaliśmy najbeznadziejniejszą kartę świata.
12215:  No potwory to się przydaje pożoga.
12237:  Mhm.
12239:  So it begins.
12246:  Piękna scena przy Helmowym Jarze.
12258:  68.
12258:  Jeszcze jeden i jesteśmy zgubieni.
12269:  Świetnie.
12271:  Akurat dla naszej artylerii w sam raz.
12278:  To jest ten moment, kiedy żałuję, że nie mamy pogody.
12282:  Boże, 78, wielkie nieba.
12295:  Okej, się może udać, może się też nie udać.
12309:  Wyższa matematyka.
12312:  16, 16 tutaj, tak.
12330:  Psiakrew!
12336:  Wiem, co zrobimy.
12343:  Czy to coś da?
12345:  Nie no, nic nie da.
12363:  Nie ma takiej możliwości.
12365:  Wredny karczmasz!
12367:  Wredny karczmasz!
12369:  O nie!
12375:  Oczywiście, że będziemy rozmawiać z Yen!
12381:  To jest ten moment, chyba że zmienimy dowódcę.
12389:  Chciałbym zmienić dowódcę.
12390:  Czy jestem w stanie zmienić dowódcę?
12394:  Enter.
12395:  Nie jestem w stanie zmienić dowódcy.
12397:  Świetnie!
12403:  Pożogę mamy, tylko nie wylosowaliśmy.
12407:  Nooo, teraz wylosowaliśmy, no dobrze.
12417:  Now we're talking.
12427:  X to zmiana dowódcy, okej, dowidział na przyszłość, i tak zapomnę.
12433:  Dobrze.
12436:  Świetnie, użyj tej karty.
12438:  Z rozkoszą ją wezmę z powrotem.
12445:  Jak mi idzie Malazańska?
12448:  Nie byłem w stanie się zabrać, bo miałem eseję z oceny.
12454:  Na proseminarium.
12457:  A jak wiecie, mam wybrać między książką a granie w Wiedźmina.
12461:  Z całym szacunkiem zawsze wygrę granie w Wiedźmina.
12473:  Okej, teraz wystarczy nam zagrać cokolwiek za sześć.
12480:  Easy.
12483:  I teraz on jest w takiej sytuacji, jak ja byłem wcześniej.
12486:  Bardzo dobrze.
12488:  Szybiek!
12492:  Krzysztof, jak nabuzowana wiewiórka, nie czyta ani czatu, ani menu, gdy trzeba.
12497:  Wiecie, jak to jest ze mną.
12498:  Jak ja się czymś zajmę, to od razu, we wszystkie strony.
12504:  Jak to w Welen nie zdobyliśmy karciążków?
12507:  Zdobyliśmy praktycznie wszystkie, które się
12519:  A wiecie co?
12523:  Bądźmy złośliwi.
12536:  No właśnie, pas, nie?
12544:  Lodowy gigant.
12546:  HIGANTE!
12554:  Dobrze, że zmarnował róg.
12556:  Bardzo mi się to podoba.
12558:  Boże, ta talia potworów jest nieprawdopodobna.
12562:  Cały czas się coś dobiera.
12570:  Poczekajmy z tym.
12572:  Na razie legendy wykładamy.
12578:  Czy uratowałem kupca?
12581:  Czego kupca?
12591:  Krzysztof, bądźmy złośliwi, przeciwnik.
12593:  Oh no, anyway.
12599:  Bardzo sobie życzę, żeby tam się pojawiła jakaś dwunastka radosna, to wtedy rozpierniczymy wszystko pożogą.
12612:  Okej, bardzo dobrze.
12613:  Kolejna dwunastka, świetnie.
12616:  Nice.
12630:  Trzaskający mróz.
12631:  Noś go sobie jak paciorek.
12633:  I mówicie, że będzie więcej walk z taliami potworów?
12651:  Co?
12654:  Boże, to będzie bardzo łatwe.
12678:  Moja karta.
12683:  Wyskakuj z karty, karczmarzyno.
12692:  Wieża oblężnicza.
12695:  Wspaniale.
12698:  F5.
12699:  Dobrze, gdzie jest Yen?
12703:  Gdzie jest?
12703:  Gdzie?
12704:  Co?
12711:  Przecież miało być, mieliśmy się udać do jakiegoś pokoiku z Jen.
12715:  Pokoiku z Hadzek.
12721:  Czegoś nie rozumiem znowu.
12727:  Winda?
12728:  Jaka winda?
12730:  Tu jest winda?
12734:  Ja zawsze się gubiłem w... ...Kertrolde.
12752:  I?
12755:  Nothing happened.
12765:  Tu jest wi- Faktycznie jest winda!
12769:  No to powiem wam, że bardzo mnie zaskoczyliście, bo ja zawsze tam drałowałem... ...na moich małych Geralcich pęcinach.
12781:  Geralt, użyj, użyj, użyj.
12786:  Oto Geralt.
12787:  Mistrz Gerard z Klanu Żurawia.
12789:  Dumnie.
12791:  Z uniesionym dziobem.
12795:  Zmierza w górę.
12810:  Nie jestem w stanie poważnie traktować Geralta.
12813:  Wiecie, co by się stało?
12814:  A, widzę, że jest zablokowane zapisywanie na wypadek, gdybym... Ja się specjalnie nie ruszałem, bo wiedziałem, jak to wyjdzie.
12830:  Już wystarczająco, myślę.
12833:  Obrzydziliśmy Geralta.
12835:  Zrobienie mu jeszcze irokeza byłoby zbyt okrutne.
12845:  Czy Geralt wreszcie jest we właściwym miejscu?
12849:  Bran!
12851:  Braniec połamaniec!
12853:  Gra o tron!
12855:  Bran był wielkim władcą i potrzebuje godnego następcy.
12860:  Mówisz pani jakbyś miała na myśli kogoś konkretnego?
12863:  Problem z Keligę polega na braku monarchii dziedzicznej.
12866:  Byle chłystek może zostać królem i pogrzebać dorobek poprzednika.
12871:  Ciabnij ją w oko.
12872:  To nie brzmi fajnie.
12872:  Nie.
12872:  Nie.
12872:  Coś mi nie stało.
12898:  Widzę, że wybrałeś strój.
12900:  Oczywiście wiesz o tym, że będziemy pasowali do siebie jak falbanki do munduru.
12909:  Każdy ma swój styl.
12915:  Chodźmy, bo wszyscy się upiją i nie będzie z kim rozmawiać.
12920:  Racja.
12921:  Nie wiem, czego chce Krach, ale na to spotkanie trzeba przyjść z jasnym umysłem.
12926:  Ha!
12926:  A z tyłu wojak!
12944:  Masz rację, Aleksandro, że coś tutaj śmierdzi.
12947:  Zdecydowanie myślę, że partia Picie i Skellige jest silna na wyspach.
12954:  Co przywieźliście na pożegnalną ucztę?
12955:  Chleb?
12956:  Owczy ser?
12956:  Bo nasz wóz to cały wyładowany... Wiesz, Geralt, nurtuje mnie pewna kwestia.
12957:  Twoja broda.
12970:  Skąd ten to?
12970:  W zasadzie nie wiem.
12970:  Naprawdę?
12971:  Do twarzy ci z brodą.
12973:  Co cię nurtuje, Jen?
12974:  Moja broda.
12976:  Ja myślałem, że co innego, ale spoko.
12980:  Ale tu pięknie.
12984:  Pani Yennefer, panie.
12984:  Witaj, Arnwaldzie.
12987:  Piszcie, dopiero my tu będziemy.
12988:  Moim towarzyszą jest Geralt Srivi.
12991:  Zaszczycony jestem.
12996:  Chcieliśmy porozmawiać z Krachem Uncraid.
13000:  Jarl wkrótce do nas dołączy.
13001:  Tymczasem wyznaczył wam zaszczytne miejsce przy stole, tuż obok swojej córki, Cels.
13007:  Proszę za mnie.
13011:  Tutaj nas posadzono.
13013:  Sama o to poprosiłam.
13015:  Chciałam... W sam raz czas na... w szamanie kremówek.
13018:  Poznałaś mnie, nie pamiętasz?
13020:  To były dawne czasy.
13021:  Kiedy odwiedziłeś naszego ojca, ja i Hjalmar byliśmy dziećmi.
13025:  A teraz pozwolicie, że przedstawię wam spółwie siadników.
13029:  To Halbjorn, syn Holgera Czarnej Ręki.
13032:  To Lugos Sinny, pierworodny Lugosa Szalonego.
13035:  A ze sztokfiszem walczy otryk Anhindar.
13046:  To się nie dzieje.
13050:  Już pamiętam nasze spotkanie sprzed lat, ale nie mogę sobie przypomnieć twojego imienia.
13056:  Cerys Ancreight.
13058:  Ojciec Krach i brat Hjalmar zowią ją przepióreczką.
13062:  Cerys z zazdrości, bo ten z nas, który wykaże się największym czynem zostanie królem.
13068:  Wszyscy wiemy, że czyny są tylko na pokaz.
13071:  Będzie tak jak ustalą wasi ojcowie.
13073:  Myślicie, że o czym gadali z Krachem?
13079:  Gościu, ty nie potrafisz nałożyć khełmu na twarz.
13099:  Ja chyba poparłem Cerys w pierwszym playthrough.
13103:  Mój brat zawsze kroczy własnymi ścieżkami.
13107:  A wracając do wyścigu, mogę się ścigać z każdym, choćby i z Wiedźminem.
13112:  Czad nie pominął 21.37, bynajmniej.
13114:  Zgadzacie się?
13117:  To zależy, czy Wiedźmin się zgadza.
13119:  Geralt?
13127:  Proszę bardzo.
13129:  Jakie są zasady?
13131:  Wygrywa ten, kto pierwszy wyrwie topór Hjalmara z pniaka na szczycie.
13135:  Jeśli ktoś zejdzie ze szlaku, przegrywa.
13139:  Super.
13140:  Emocje... Podniebiosa.
13148:  Jesteśmy na miejscu.
13150:  Stąd ruszycie na szczyt tamtej góry.
13154:  Geralt, ubierz się.
13155:  Jest za zimno.
13156:  Kto pierwszy wyrwie z pniaka topór Hjalmara, ten zwycięży.
13160:  Jestem gotowa.
13179:  Ta konkurencja ma w sobie dodatkowo warstwę trudności dla mnie, ponieważ wymaga niezgubienia się.
13193:  Geralt w tych swoich bamboszach tymczasem.
13200:  Nie odwracamy się.
13202:  F5, nie można zapisać, fatalnie.
13206:  Czuję się jak przy podejściu na wysoki Hrodgar w Skyrimie.
13212:  Hop!
13212:  Hop!
13215:  Hop!
13217:  Hop!
13220:  Zaraz tutaj będą jakieś... Geralt!
13223:  Gdzie twoja tężyzna fizyczna?
13226:  Wspinasz się jak ja w podstawówce.
13229:  Hop!
13231:  Hop!
13234:  Niestety nie możemy zawołać chłop... chłopki.
13237:  Tak!
13238:  Płotki!
13240:  Wygrałem.
13241:  Tylko włos.
13243:  Nie ma czegoś takiego.
13245:  Jest zwycięstwo albo przegrana i ja przegrałam.
13248:  Wracajmy lepiej na stypę.
13249:  Chodźmy.
13257:  Widzę, że stypa już się rozkręciła.
13260:  Straciliśmy was z oczu, kto zwyciężył?
13264:  Przegrałam.
13265:  Przegrałaś z Wiedźminem, przepiórku.
13267:  Każdy z nas by przegrał.
13270:  Dosyć tego gadania, napijmy się!
13275:  Jak się wspina dzisiejszy Krzysztof?
13276:  Nie wspina się, to proste!
13280:  Oczywiście, że się pi... No naturalnie.
13282:  Napijmy za Ceres.
13283:  Naturalnie, bez wahania.
13285:  Zawać winę i kieli!
13293:  Nie, nie.
13293:  Geralt się nie spina lepiej ode mnie.
13295:  Ja się najbardziej spinam zawsze.
13313:  No co?
13314:  Tyle?
13315:  Mało picia!
13318:  Ja chcę więcej picia!
13320:  Co to za impreza?
13321:  Przepraszam najmocniej.
13323:  Proszę bardzo.
13325:  Lager.
13326:  Champion.
13328:  Stout.
13330:  Crick czymkolwiek jest.
13332:  Jeszcze jeden Champion.
13335:  I słoik miodu.
13338:  O!
13340:  To jest znajomy widok.
13343:  Tak właśnie.
13346:  Kogut się pojawił.
13347:  Ja nie wiem, czy ten kogut jest tutaj naprawdę, czy nie jest.
13352:  Tak właśnie to ma wyglądać.
13360:  O. O, Trykan Hinnar.
13363:  Nie wiem, kto to jest.
13367:  Poznaj z Jefem na osobność.
13371:  O nie, to na pewno jest gra wideo, nikt nie trzeźwieje tak szybko.
13374:  Pozwólcie, że przedstawię wam Geralta z Rivi, Wiedźmina.
13385:  A to Jarlowy, Donaran Hinder i Lugos zwany Szalonym.
13389:  Nazwanie Lugosa Szalonym jest obrazą szaleńców.
13392:  To zwykły zjeb.
13393:  Nazwij mnie jeszcze raz zjebem, a oderżnę ci łeb, nasadzę na żerć, a dziurę w szyi zalewiesz szczynami.
13396:  To jest, to jest obelga porządna.
13398:  Czas to rozstrzygnąć, czuj teraz!
13401:  O, Krieg to belgijski piwo do produkcji, którego używa się dzikich szczepów drożdży, no proszę.
13407:  Słyszałem, że w czasie biesiad na Skellige panuje zawieszenie broni.
13418:  Znam uświęcone obyczaje, ale niech Lugos wie, że nie pozwolę pustoszyć Kindertjau.
13424:  Nie boję się ciebie, Donar.
13426:  Niebawem przypłynę, wychędorze kapłanki, napiję się z twojego kubka i nasram na twój stół.
13433:  W tej właśnie kolejności!
13436:  Cesarz ucieszyłby się, gdyby usłyszał waszą rozmowę.
13440:  Zapraszamy jego cesarskomość bardzo serdecznie.
13444:  Niech przypłynie.
13446:  My się czarnych nie boimy.
13449:  Rejzy na nabrzeżne wsie to jedna, a regularna wojna z cesarstwem to inna, paracirzem.
13454:  Patrzcie, jaka wyszczekana.
13456:  Idź wiedźmą mieszać w kotle i przecinać szczyraki.
13459:  Nie gadaj o rzeczach, o których nie masz pojęcia.
13471:  Wiesz co, Lugos?
13473:  Wyszło właśnie, że ja też mam gdzieś święte prawa gościnności.
13478:  No nareszcie!
13479:  Wreszcie coś się zaczyna dziać, a już myślałem, że się pożygam z...
13483:  Przeproś?!
13483:  Chodź tu, przybłędo!
13485:  Pokaż, z jakiej kliny jesteś urodziony!
13488:  Przeproś.
13489:  Odsunąć ławy!
13490:  Będą się po mordach okładać!
13494:  Przecież nie mogłem sobie podarować przyjemności oklepania... Ociekaj, teraz z ucierkotniego skurwysynamu, jak nie to ja... Boże drogi, dlaczego on jest taki silny?!
13502:  Niech wreszcie ktoś pokaże temu wojewózowi,
13508:  Ja myślałem, że będę mógł zabić!
13522:  I co?
13523:  Na nic twoje mutacje, czy jak to tam nazywacie.
13527:  Na Skellige mamy swoje metody.
13530:  Trzeba się tu urodzić, zreć i pić.
13533:  Co daje ta ziemia?
13535:  I oddychać naszym powietrzem.
13538:  Krzepa przychodzi sama.
13541:  A i dziewki lubią mocnych chłopów, dobrze?
13545:  Nie lubię prostaków.
13546:  I czas, żebyś się o tym dowiedział.
13550:  Twoja strata.
13553:  Wiedźminie, napij się ze mną na dowód, że nie szybisz urazy.
13558:  I obierz mnie kiedyś!
13559:  Koniecznie!
13559:  Jolant już od dawna jęczy, żeby sprowadzić Wiedźmina do nawiedzonej latarni.
13567:  Pogadasz sobie z nim przy kufelku piwa w tawernie pod Arrynbiorn.
13573:  A potem wpadniesz do mnie i poprawimy czymś mocniejszym.
13576:  Za nasze spotkanie!
13582:  Ale!
13583:  Proszę bardzo!
13585:  Dzięki temu się poczuł lepiej.
13596:  Ja się nigdy nie nauczę parować, to jest niemożliwe.
13607:  A, jeszcze pijemy!
13610:  Jeszcze pijemy, dobrze!
13614:  A teraz pogadajmy również z innymi gośćmi Kecha.
13628:  Idziemy do Yennefer.
13632:  Co teraz?
13634:  Teraz złożymy wizytę w laboratorium Myszewora.
13638:  Nie wspominałaś, że nas zapraszał.
13641:  Bo nie zapraszał.
13647:  Nie idź z jen, przecież objektyw brzmiał!
13649:  Idź z jen!
13651:  Rozumiem, że my Szowora nie zastaniemy.
13654:  Nie zastaniemy.
13656:  A jaki jest cel wizyty?
13659:  Szukamy przedmiotu, maski uroborosa.
13661:  Będzie nam potrzebna.
13665:  Chodźmy, Geralt.
13669:  A teraz opowiesz mi, do czego ci potrzebna maska uroborosa.
13671:  Dziękuję.
13672:  Owszem, ale wszystko w swoim czasie.
13675:  Rozumiem, że ty zadecydujesz, kiedy nastąpi ten czas.
13678:  Witaj, Geralt.
13682:  Teraz po śmierci Bran'a to ty jesteś najstarszy wśród Jarlów, tak?
13687:  I oby jak najkrócej.
13691:  Nikt cię już chyba nie prześcignie.
13693:  Hehehehe, wróciła za nami, haha.
13699:  Piękne.
13702:  Romansik z Jem Martyno będzie.
13705:  Cierpliwości.
13715:  Oczywiście, że, że, yyy... Jenefer, haha.
13725:  A do tego jeszcze zalągł nam się Ulf Hedin.
13730:  Słowem lepiej być nie mogło.
13731:  Właśnie z Triss zmieniliśmy już romans, ale wszyscy mi mówią teraz, że to co zrobimy z Yen nie wpływa w żaden sposób na romans z Triss, z Keligijczyk.
13743:  No cóż.
13747:  Cerys.
13747:  Możemy chwilę pogadać?
13751:  Przykro, gdy ktoś taki jak Bran umiera.
13753:  Wszyscy mówią, że był dobrym królem.
13756:  Bo o zmarłym nie godzi się mówić inaczej.
13758:  To znaczy, że się z tym nie zgadzasz?
13760:  Bran całe życie spędził na morzu.
13762:  A jak go nie było, odżywały zaparcie, wytyczyły wyspy od środku.
13766:  I ostatnie życzenie.
13767:  Wtedy ludzie pomstowali, że nie ma komu rozsądzać sporu.
13771:  Ale potem Bran wracał z łupami, urządzał uczty, miód lał się strumieniami i ludzie znowu go kochali.
13780:  Byj, byj, bywaj.
13781:  Powiem wam, że nie są zbyt pasjonujące te rozmowy.
13784:  Geralt, poznaj Holgera, zwanego Czarną Ręką.
13788:  Birne wdowe pobranie i naszą gospodynię... Powinien być zwany Okiem z Bielmem.
13795:  Obowiązkiem wdowy jest być przy mężu.
13797:  Obowiązkiem wdowy jest zadbać o królewskiego syna.
13798:  Nie takie są nasze zwyczaje.
13804:  Wasze zwyczaje to barbarzyństwo.
13811:  Oczywiście, że jeden ma rację.
13812:  To prawo, które nakazuje wdowie samobójstwo jest zbyt surowe.
13817:  Cudzoziemcy.
13819:  Może dasz nam przykład odwagi i pokażesz jak wchodzisz w płomienie.
13823:  Jestem pewna, że zorganizujemy trochę drewna.
13827:  Nazywasz mnie tchórzem?
13829:  Uspokój się, Holger.
13830:  Jesteś na pogrzebie i rozmawiasz z wdową.
13837:  Słyszałem wiele dobrego o branie.
13841:  Będzie mi go brakowało.
13843:  Nie byłam jego pierwszą żoną, ale to ja urodziłam mu pierworodnego i ja wyprawiłam go w ostatnią podróż.
13852:  Przeżyliśmy razem wiele lat.
13859:  Chodź, Mijel.
13861:  Na nas też już czas.
13862:  Chodź, Svanvigel.
13867:  Ta Birna to podstępna suka.
13869:  Jeszcze do niej nie dotarło, że jej władza się skończyła.
13872:  Bran umiał trzymać ją w ryzach.
13875:  Uczcimy jego pamięć.
13881:  Zabrana.
13887:  Mieliśmy iść.
13888:  Poczekaj, piję za zdrowie twojej i twojej czarnej ręki.
13897:  A teraz wypijemy za to, żeby cesarzowi Nilfgaardu Kutas nigdy więcej nie stanął!
13904:  Żeby nie doczekał się potomka!
13905:  Godny... Godny toast.
13909:  Chodźmy.
13913:  Dobrze, idziemy dla pracowni Mishawora.
13916:  Ileż można?
13921:  Chcę móc biegać.
13929:  Widziałem skawenę w lepszym stanie niż ten typ.
13932:  Coś w tym jest.
13934:  Nie cham, tylko człowiek, któremu zablokowano możliwość biegania.
13937:  Każdy się wtedy stresuje.
13953:  No moje głównie.
13961:  Kwacze.
13961:  Przepraszam?
13963:  Dzień dzieje?
13963:  Aaa.
13994:  A żuraw dzwoni.
13999:  A lis pisze pierdoły na Twitterze.
14011:  Jamnik.
14013:  Do tego byśmy potrzebowali więcej niż jednego słowa.
14022:  O, okno.
14024:  Był nikt nigdy.
14033:  Trudno będzie to otworzyć.
14035:  To jeszcze nie koniec niespodzianek.
14038:  Widzisz te kruki?
14040:  Trudno ich nie zauważyć.
14041:  Szpiegują dla myszowora.
14046:  Myszowo tak naprawdę jest posłańcem z Westeros.
14064:  No dobrze.
14067:  Wcześniej to okno było zamknięte.
14068:  Just saying.
14069:  Widywałem w życiu brzydsze widoki.
14072:  Romantyczna wersja Geralta z Rigi.
14077:  Co?!
14078:  Czemu my tak nie możemy?!
14082:  Ale flex!
14084:  Wstrętny, czarodziejski flex.
14089:  Czy to jest tu?
14089:  Nie.
14089:  To jest tu.
14090:  Interesujący hobby.
14097:  Zwłaszcza dla druida.
14099:  Myszowór musi bardzo kochać naturę.
14106:  Tyle po kolekcji myszowora, bardzo im przykro.
14112:  Nie ma nic gorszego niż wypchane zwierzęta.
14116:  Spalić do cna.
14130:  Powiedział nikt nigdy, widząc wypchane zwierzę.
14135:  Gdyby jakiś myśliwy zobaczył tego jelenia w lesie, posłałby mu strzałę.
14140:  One nie są wypchane?
14141:  Nie żartujcie nawet.
14144:  W Kermoren mieliśmy podobnego.
14146:  Proszę cię.
14150:  A potem będzie tak, że w serialu zrobią i wszyscy będą mówić, nieprawda, tak nie było.
14155:  W książkach tak nie było.
14158:  Dobra.
14161:  Zapalmy sobie ogienek.
14166:  Zbadaliśmy już całą komnatę za pośrednictwem wiedźmińskich zmysłów, zapaliliśmy wszystkie latarnie, dzięki czemu jest jasno.
14173:  Co jeszcze mam zrobić?
14174:  A, okej.
14177:  Da fuck!
14194:  Boże, one są wszystkie z czaszką!
14197:  Zginiemy!
14206:  Czemu wszystkie są z czaszką?
14213:  Boże, drogi, jak ja nie lubię, jak się w różnych narracjach pojawiają takie tripy.
14218:  W Panukleksie było tak, że były takie właśnie animowane wstawki, które wyglądały jak najgorsze tripy narkotyczne.
14227:  Na kwasie, grzybkach i całej reszcie.
14231:  Do spółki.
14236:  Won!
14238:  To nie są prawdziwe wilki.
14239:  Gdyby były prawdziwe, już dawno byśmy nie żyli!
14250:  Geralt, ale wyciągnij może miecz, co?
14252:  Bo jesteś niszczony przez wstrętne zwierzęta.
14257:  Czy my możemy użyć petardy?
14265:  Możemy, tylko nie działa.
14266:  Aj, aj, aj, aj!
14273:  Yennefer musi mieć niezły ubaw patrząc na to.
14278:  To potrwa jeszcze.
14284:  Zdecydowanie potrwa.
14299:  Nie mamy możliwości wyciągnięcia mieczy niestety w tej scenie.
14302:  W ogóle jej nie pamiętam.
14314:  Dobra, zaczynam bić pięściami, bo to chyba będzie efektywniejsze.
14336:  Oczywiście wszystko jest napisane w taki sposób, żeby walka na pięści była priorytetyzowana nad magię, jak zawsze.
14347:  To najdziwnaczniejsza scena, jaką widziałem.
14352:  Dobrze, wybiliśmy wszystko, co żyje.
14357:  Geralt?
14358:  G-Geralt?
14360:  Masz dziób, on cię powinien chronić przed zarazą.
14365:  Co się dzieje?
14367:  Miałeś halucynacje.
14369:  Zaczęło się rąbać wszystko dookoła.
14371:  Musiałam cię uspokoić.
14372:  Może oboje zapomnimy o tym incydencie?
14378:  Oczywiście.
14397:  Drzwi są otwarte.
14399:  Jak tylko pozbierasz trofea z pokonanych potworów, możemy iść dalej.
14402:  Dzwony kościelnej od głosu umierającego niedźwiedzia, po to żyję, pisze Nadia.
14406:  Coś w tym jest.
14408:  Bardzo dziwne echo bez muzyki.
14413:  Muszę powiedzieć, że zabezpieczenia, które wprowadził Myszowór są przerażające.
14417:  Musimy natychmiast medytować, żeby odnowić wszystkie eliksiry.
14423:  Ależ tutaj jest rzeczy.
14425:  Oto i pracownia naszego trójnia.
14427:  Powinniśmy się dokładnie rozejrzeć.
14429:  Lubi też rozrywkę.
14431:  Trup z Nowigradu.
14433:  Autorka Sasha Heidy.
