Ostatnie życzenie — WITCHER 3 Livestream #14
🔗 https://www.youtube.com/watch?v=noK_qMwf7TI

2:  Sobota.
11121:  Więc to było takie ostre grillowanie.
11122:  Wyobraźcie sobie, nie jeden profesor na egzaminie, ale trzystu na przykład.
11127:  I każdy uważa, że jest najmądrzejszy.
11130:  No i potem zwykle była jakaś dyskusja i przyznawano oficjalnie tytuł.
11136:  Natomiast teraz to zostało zmienione i nie ma tego niestety.
11140:  Na początek chcę porozmawiać z twoją siostrą.
11141:  Ocenia się tylko publikację.
11143:  Brit miała z Nielsem ulubione miejsce przy klifach na północ od wsi.
11147:  Od czasu jak zaginął ciągle tam przesiaduje.
11151:  Dzięki.
11152:  Pójdę do niej.
11153:  Targowaliśmy się, targowaliśmy się, coś tam utargowaliśmy wyżej.
11158:  I ta ocena dorobków w tej chwili jest dość dziwna, ponieważ jest anonimowa.
11162:  Wiecie, teraz jest taka obsesja anonimowości, ona jest nie tylko w odniesieniu do na przykład kodowania nazwisk na maturach, ale także i w tym przypadku.
11172:  Ja mam zabawną sytuację, bo jak będę robił habilitację, to jest tak, że recenzenci są losowani z puli.
11179:  Musi być 15 recenzentów wylosowanych.
11181:  Wiecie, na czym polega zabawna rzecz?
11183:  Mianowicie, w Polsce nie ma piętnastu profesorów zajmujących się grami wideo.
11189:  Myślę, że ciężko byłoby zebrać piętnastkę, nawet gdybyśmy policzyli wszystkich ludzi, którzy mają habilitację i doktoraty w tym temacie.
11196:  Czyli to oznacza, że przynajmniej kilka osób będzie totalnie nieprzygotowanych do tego, żeby oceniać mój dorobek, więc może być zabawnie.
11203:  Może być tak, że wasz biedny arcymagus nigdy nie zostanie profesorem przez to.
11208:  Wcale bym się nie zdziwił.
11210:  Muszę z tobą porozmawiać.
11213:  Zostaw mnie.
11220:  Widziałaś, jak zginął Nils?
11224:  Widziałam.
11225:  Cień, wielkie skrzydła, jakby chmura szła po niebie, a potem usłyszałam krzyk.
11234:  To coś go porwało i uniosło w stronę jaskin na wybrzeżu, ale on żył.
11240:  Krzyczał moje imię.
11244:  Sprawdzę to.
11246:  Profesora Zagremanico?
11248:  Nie, ani.
11252:  Robienie z tak zwanych słowackich profesur, czyli to polegało na tym, że się wyjeżdżało na Słowację, gdzie są 60 tysięcy razy niższe wymagania.
11261:  Brało się tam profesurę, potem nostryfikowało się dyplom i było się już profesorem w Polsce, gdzie jest to znacznie, znacznie trudniejsze.
11267:  Byli tacy mistrzowie.
11269:  Więc, ale nie...
11271:  Na razie jestem w dobrej myśli.
11272:  Ja generalnie rzecz biorąc bardzo się opierałem przed wyjazdem za granicę, bo ja uważam, że jest robota w Polsce do zrobienia, jeżeli chodzi o badania nad grami wideo.
11283:  Na zachód ja bym wyjechał, to oczywiście byłbym celebrowany i fajnie i wszystko super i głaszczemy się i klepiemy po główkach, ale nic by się nie zmieniło.
11292:  Natomiast zmiana jest ważna w Polsce.
11295:  Nie miałem szansy kiedyś zostać za granicą na uczelni i zrezygnowałem całkowicie świadomie.
11302:  Mignęło mi jeszcze pytanie o rocznik, 8.9 u mnie, 8.9.
11305:  Czyli pierwszy, jeden z pierwszych roczników, na których zaczęto się te radosne eksperymenty z testami, punktami i innymi tego typu wspaniałymi rzeczami.
11318:  Anonimowością, pseudoanonimowością oczywiście, a ściśle mówiąc biopolityką pod pozorem anonimowości, dręczeniem uczniów kodami kreskowymi i innymi pierdołami.
11335:  Młoda dupa, młoda dupa.
11337:  Bardzo miło to usłyszeć.
11339:  Jak patrzę na 32, to myślę sobie, że to już blisko do 35, a od 35 to już blisko do 40, więc... Ja jestem klasycznym typem człowieka, który patrzy na szklankę i zawsze widzi, że ona jest w połowie pusta.
11354:  Teraz tradycyjna płotka w formie konika morskiego i równocześnie szachowego.
11365:  Pierwszy był 87, tak, ale to prawda, 87 był... Chyba to był pierwszy rocznik tak zwanej nowej matury, która była pierwszą nową maturą wtedy.
11374:  Dzięki profesorowi Huntkemu, od tego się wszystko zaczęło.
11381:  Jak to, co Konikowi robię?
11384:  Nie pytajcie, co Konikowi ja robię, tylko co Konik robi mnie!
11393:  O, 86 był pierwszy.
11395:  Widzicie, to zawsze tak jest, że po prostu wszyscy jesteśmy z roczników, które miały przerąbane w edukacji, bo zawsze było przerąbane w edukacji.
11408:  Jak to jest, że w Skyrimie jazda po górach wygląda nieco... No tak, no tak jest.
11413:  Uuu, ależ tu cuchnie padliną.
11415:  Problem Red Engine'a.
11418:  Kto na uczelni i według jakich zasad uznaje kogoś za profesora?
11422:  Obrono doktorska i habilitowana, czyli tytuły naukowe jako pracę rozumiem.
11425:  A, rozumiem.
11426:  No bo jest jeszcze ta profesora uczelniana tak zwana.
11429:  I to zależy od statutu danej uczelni.
11431:  To znaczy są różne rzeczy, które trzeba spełnić.
11433:  Zwykle to są granty, wypromowani doktorzy albo magistrzy.
11439:  Każdy ma inne zasady.
11440:  Ale profesora uczelniana to jest jakby...
11442:  stanowisko, natomiast profesora taka, która się liczy faktycznie, to jest ta, która jest nazywana habilitacją.
11454:  Przykro mi, teraz jedyny moment, kiedy będziecie widzieć cokolwiek, to ten, w którym będziemy rzucać potworne zaklęcia magiczne.
11462:  O tak!
11462:  O tak!
11462:  Ogień!
11468:  Za dużo było tych ataków na nas, zdecydowanie.
11471:  Nie podoba mi się to.
11479:  Dobrze.
11481:  Czy ja tam widzę więcej utopców?
11482:  Tak.
11483:  Absolutnie tak.
11485:  Nie lubisz serda, co?
11488:  Przypominam, że w języku polskim szlanka pełna pusta zależy od tego, czy wcześniej nalano lub odlano ciecz.
11493:  To prawda.
11494:  To mi przypomina zadanie z matematyki, które rozwiązał Miś Paddington.
11501:  Zadanie było bardzo skomplikowane.
11502:  Chodziło mianowicie o to, że w wannie to było zadanie z termodynamiki, więc wpierw była woda ciepła o takiej temperaturze, potem była woda o innej temperaturze dolana i trzeba było stwierdzić, jaka jest finalnie.
11514:  No i Miś Paddington podumał, podumał, po czym stwierdził,
11518:  No nie ma w ogóle żadnej wody.
11520:  Ale jak to nie ma żadnej wody?
11521:  On by powiedział, no trzeba było wcześniej wylać tamtą z wanny, a nikt tego nie zrobił w zadaniu.
11526:  To jest sposób, w jaki ja zawsze podchodziłem do matematyki.
11529:  Bardzo mi się to podobało.
11533:  O nie.
11536:  Musimy coś oglądać.
11537:  Kota nie lubię.
11546:  I to nie tylko dotyczy szlachetnych zwierząt, nie żartuję, nie jestem tak głupi, żeby w polskim internecie powiedzieć, że nie lubię kotów.
11552:  Natomiast chodzi mi o eliksir.
11555:  Dziwne ubarwienie łusek.
11556:  To nie jest zwykła syrena.
11559:  Takie same łuski jak na ołtarzu.
11560:  Kult Meluzyny nie wziął się znikąd.
11564:  Pewnie Echidna żyła tu w domu.
11567:  O, wreszcie poziom.
11569:  Warai Otoko jeszcze dopytuje o te profesury i mówi o zagranicy.
11574:  W Niemczech jest dokładnie taki sam system, też są habilitacje.
11578:  To po prostu zależy od tego, czy w kraju jest habilitacja.
11580:  Jeżeli nie ma w kraju habilitacji, w takim kraju są na przykład Stany Zjednoczone, tam nie ma habilitacji.
11585:  Tam jak ma się doktora, to już jest dla nich profesor.
11589:  Bo tam o wiele bardziej się liczy od tego, czy ktoś ma tytuł, to czy mamy tak zwany tenure.
11594:  Tenure to jest w zasadzie pozycja na uczelni, która daje bardzo zbliżone prawa jak profesor.
11600:  bycie politykiem w Polsce, to znaczy do pewnego stopnia jest immunitet zachowany i inne tego typu z tym związane rzeczy, no i na pewno nie można zwolnić kogoś, kto ma tenure, tak od.
11611:  Więc to się bardzo różni od naszych realiów.
11616:  Dużo utopców!
11618:  Wszystkie spłoną.
11625:  Czy Meluzyna to nie jest postać z Panakleksa?
11629:  Coś mi się mgliście kojarzy.
11636:  Ach, przez przypadek użyłem miecza.
11646:  Och, jaka nuta!
11664:  Cóż za urocza kałuża krwi.
11669:  O, już widzę, że stąpam po bardzo cienkiej linie z tymi kotami.
11673:  Przepraszam was bardzo.
11675:  Wróćmy do tej narracji, w której po prostu wielbiejam Niki.
11681:  Co tu się dzieje?
11683:  O nie, o nie, to jest beczka, która wybuchnie.
11687:  Geralt, troll pośród trolli.
11690:  Dlaczego nie wybuchła?
11693:  Wiecie, to się mogło bardzo źle skończyć tak swoją drogą.
11698:  Czy jestem zainteresowany drugim zjazdem Batmana?
11701:  Wiecie, Robert Pattinson nie jest dla mnie Batmanem.
11704:  Nie wiem, co on musiałby zrobić, żeby stać się Batmanem.
11708:  Więc średnio.
11710:  Znaczy, pójdę, zobaczę na pewno.
11716:  To pewnie Nils.
11717:  Jakieś stworzenie upuściło go z dużej wysokości.
11719:  A więc Brit nie kłamała.
11726:  Ooo, syreny.
11728:  Straszne.
11730:  Jamniki mają problemy z plecami?
11732:  Oczywiście, tak samo jak ja.
11734:  Dlatego się utożsamiam.
11738:  Jest i meluzyna.
11739:  Dobrze.
11740:  Meluzynę należy odstrzelić.
11744:  Dlaczego meluzyna nie ląduje?
11747:  Nie mówcie mi, że musimy użyć tego idiotycznego rogu.
11753:  Idiotyczny rogu, gdzie jesteś?
11757:  Idiotyczny rogu?
11759:  Idiotyczny rogu, jesteś.
11770:  Ej!
11771:  Ona nie ląduje!
11774:  Co to się dzieje?
11775:  Dlaczego nie ląduje?
11776:  Ląduj!
11781:  To potrwa.
11790:  Aaaa!
11792:  Płonie!
11794:  Dobrze!
11796:  Giń!
11799:  Giń, ptaszydło!
11805:  O, niestety Melusynie pospieszyła na pomoc grawitacja.
11809:  Najpotężniejszy wróg Geralta.
11814:  Poza wilkami, bandytami i całą resztą.
11818:  Teraz musimy poczekać, aż Melusyna do nas zleci, co może się okazać nigdy.
11833:  Mamy za krótki zasięg.
11853:  Musimy poczekać niestety, aż nas dziabnie i wtedy.
11856:  A!
11858:  Dobrze!
11867:  Czy naprawdę my nie możemy jej zlutować jeszcze do tego wszystkiego?
11879:  Przykro mi to mówić.
11879:  Myślę, że Kluchenmugan by tu się lepiej sprawdził.
11881:  Art.
11883:  Wiecie, na razie ma... Dzisiejszy stream jest streamem bugów.
11888:  Jak wyobrażam sobie system edukacji bez podstawy programowej?
11893:  No...
11907:  Po prostu.
11909:  Po prostu.
11909:  To jest mniej więcej tak, aby zapytać, jak sobie wyobrażamy jeżdżenie samochodem, a nie dyliżansem.
11922:  No po prostu.
11929:  Ja na przykład nie mam nigdy podstawy programowej.
11931:  Mogę tak znowu powiedzieć po sobie, żeby nie było, że jestem apodyktyczny.
11938:  I patrząc po sobie, ja nie mam podstawy programowej, tak?
11940:  I co roku siadam, co roku i zastanawiam się, w jaki sposób wejść na tę skałę.
11947:  Co roku siadam i zastanawiam się, co w tym roku będę opowiadał.
11950:  Czy będę robił to samo, co w zeszłym roku?
11953:  Czy to zmodyfikuję?
11954:  Jeżeli tak, to co zmodyfikuję?
11958:  Tak wygląda nauczanie w momencie, w którym nie ma się podstawy programowej.
11963:  I moim zdaniem tak powinno wyglądać nauczanie, bo każdego roku się zmieniają różne rzeczy i każdego roku przychodzą ludzie, którzy są zupełnie inaczej nastawieni do nauki i tak dalej.
11974:  Przysięgam, jak ja nie będę w stanie tam wyjść, to... Jedź, Płocka.
11985:  Hmm, to było bardzo trudne do przewidzenia, że ktoś spadnie, jak będzie walka obok krawędzi urwiska.
11993:  To było bardzo trudne do przewidzenia, ja wiem, ja wiem.
11998:  Projektowanie gier wideo jest trudne.
12011:  Po co ci koń?
12011:  A dlatego, że Geralt ma problemy z wchodzeniem po górach.
12021:  Kusza na lepszą.
12022:  Macie rację swoją drogą.
12024:  Gdzież jest ta nowa kusza, którą otrzymaliśmy?
12030:  Przepraszam?
12032:  Ta nowa kusza zadaje minus cztery obrażeń względem tej, którą my mamy.
12041:  Aha.
12043:  Aha.
12051:  Jeszcze mi mignęło pytanie dotyczące odpalitki o wymaganej liczbie straszliwej moim zdaniem, to znaczy 50 lektur zamiast 5.
12062:  Mogę mieć na ten temat tylko jak najgorsze zdanie.
12069:  Właśnie, nie dalej jak... To było w czwartek?
12072:  Chyba w czwartek, tak.
12073:  Miałem wykład z Introduction to Video Game Studies i wspomniałem, że wrzucę książki i publikacje w PDF-ach na Teamsy.
12083:  I tyle.
12085:  Ktoś chce je przeczytać?
12086:  Może.
12086:  Ktoś nie chce?
12087:  Nie musi.
12087:  Tyle.
12091:  I uważam, że... Ale to jest moje zdanie.
12094:  Uważam, że jeżeli z grupy 100 osób dwie wezmą te książki, przeczytają i zainteresują się tematem, to wychodzi dokładnie na to samo.
12103:  Ja bym zmusił wszystkich do przeczytania, też by wzięły dwie, te same osoby, nawiasem mówiąc zazwyczaj, i zainteresowały się tematem.
12110:  Różnica polega na tym, że pozostałe 48 nie znienawidzi tego tematu w ogóle.
12117:  Na tym polega różnica.
12118:  Ja jestem zawsze paradoksalnie po stronie nauczania, które stawia na dobrze pojęty elitaryzm, ale równocześnie jest egalitarne, czyli jest dla wszystkich dostępne, ale
12133:  ukierunkowane jest na tych ludzi, którym po prostu zależy, którzy chcą, nie?
12139:  Nie ma co się kopać z koniem.
12140:  Jeżeli ktoś nie chce się czegoś nauczyć, to się nie nauczy, więc zmuszanie ludzi, zmierzam do końca powoli po miliardzie dygresji, do tego, żeby czytali książki, dlatego, że to jest najwybitniejsze medium, nawiasem mówiąc, nie jest na świecie, nie ma sensu.
12154:  Bo jak widzicie, i tak jest bardzo dużo osób, które się zniechęcają do literatury i rzekłbym, że więcej jest ludzi, którzy się zniechęcą do literatury na amen, niż tych,
12163:  którzy się zachęcą wskutek tego, że ten system został tak, a nie inaczej rozpisany.
12173:  Ten cyklop nas nienawidzi.
12178:  I ja powiem wam, to jest zabawne, zwykle mam odwrotną sytuację, to znaczy dostaję same pytania od zainteresowanych studentów i nie tylko, bo też mnie czasem pytacie na czatach czy na Discordzie o to, jakie bym polecał książki.
12193:  I to jest moment, w którym się je poleca.
12195:  Nie ma sensu robić jakiegoś wielkiego, jak to na uczelniach, sylabusa, ooo, lista wymaganych lektur do zajęć i potem będziemy odpisywać, odpytywać z tych lektur na egzaminie.
12206:  No, czyli wszyscy zakują, zdadzą i zapomną.
12211:  Dobranoc mi sięzionko.
12216:  Dobranoc.
12216:  O, czyżbyśmy się zbliżali już?
12219:  Tak, prawie, prawie.
12223:  O nie, o nie, o nie.
12226:  Albo... Będziemy dzielni.
12232:  Co sądzę, by zamiast lektur szkolnych była alternatywa w postaci opisu straszenia wybranej książki.
12237:  Jeżeli naprawdę musimy mieć lektury szkolne, to zróbmy tak, jak było w międzywojniu, to znaczy jest osobny przedmiot historia literatury i osobny przedmiot język polski.
12245:  Wszyscy będą zadowoleni.
12247:  Na historii literatury będzie się można uczyć, uczyć o tym, że tak, że, że Adam Mickiewicz jest wybitny, dlatego, że napisał to, to, to, a to i chodziło mu o to, o to, o to i tamto.
12258:  i wszyscy będą zachwyceni, będą szczytować, o, jak dużo, jak dużo wiemy na temat Mickiewicza, cudownie, wspaniale, jak wspaniale, jak świetnie, a na języku polskim można się skupić na tym, na czym powinno się skupiać na języku polskim, to znaczy dajmy na to nauce języka, pisania, czytania, a na wyższym poziomie, proszę bardzo, niech są inne tak zwane, nie lubię tego określenia, teksty kultury, czyli to, co się i tak obecnie, aktualnie ogląda, to, co się wgra, czyta,
12288:  I problem rozwiązany.
12293:  Dlaczego wilki od nas uciekły?
12295:  Co tu się w ogóle dzieje?
12297:  Ta walka jest bez sensu.
12300:  Znaczy, nie żebym szlochał jakoś, szczególnie z tego powodu, że się rozproszyły.
12308:  Absolutnie nie szlocham z tego powodu.
12314:  Dobrze, płoną, płoną, płoną, płoną, świetnie.
12317:  Ich jest za dużo.
12320:  Zostaw te wilki!
12321:  Dlaczego?!
12323:  Wilki są ważne!
12325:  To jest... to jest mój sposób na ćwiczenie cierpliwości.
12330:  Chyba.
12338:  Jak jest arcywróg?
12340:  To cóż robi arcymak?
12342:  Musi walczyć z arcywrogiem, nie ma innej opcji.
12345:  Dobrze, teraz, teraz jest... Teraz, teraz jest niedobrze.
12349:  Potrzebujemy quena leczniczego.
12351:  Niech nas natychmiast jakiś wilk zaatakuje, dobrze.
12360:  Aaa!
12364:  Zregenerowaliśmy się.
12366:  Biedne wilki!
12368:  Przepraszam, co?
12370:  Przepraszam, co?
12371:  Jak to wilki są biedne?
12373:  Gdzie i w którym miejscu i w jakim wszechświecie?
12384:  Dobrze, no nie mówię, żeście nie ostrzegali.
12403:  Wyciągnąłem lekcję.
12408:  Piękny powrót na czat.
12409:  No tak, no tak.
12410:  No tak, no tak.
12418:  Myślę, że to jest ten moment, w którym trzeba będzie powrócić do głównego wątku fabularnego.
12422:  Jeszcze tylko zdamy zlecenia nasze, które mamy.
12424:  Mamy ich zdaje się dwa.
12427:  Tak, chyba tak.
12430:  Tym razem jej omijamy, tak, tak, tak, absolutnie.
12433:  Sam niech powie, whatever.
12435:  Dobranoc, Mike Smith, dzięki serdeczne.
12459:  Za trybut.
12460:  A nie masz co dziękować za polecenie grupki, bo cieszę się, że się udało.
12466:  Bywaj.
12475:  Dla kontekstu Mike Smith mówi o grupie beta-readingowej na Facebooku, do której serdecznie zachęcam, żeby dołączać, jeżeli ktoś chce pisać albo już pisze i szuka właśnie dobrych dusz, które by pomogły w czytaniu tekstu.
12490:  Dobrze, moi mili.
12492:  Widzę, że cały czas jesteśmy nachalnie, nachalnie przez grę zmuszani do tego, żeby zmierzać w kierunku wątku głównego.
12499:  Nie zrobimy tego, ponieważ mamy parę zleceń jeszcze do zdania.
12503:  To znaczy zlecenie Zaginiony Syn,
12506:  Morskie diabły?
12507:  Uuuu... Jesz... Jeszcze jest to?
12509:  Przepraszam najmocniej, jeszcze to zlecenie nas czeka przed wątkiem głównym.
12521:  Alice in Poland pisze, że za każdym razem jak widzi ten synchroniczny taniec wspomnienia w mojej głowie, w jej głowie odtwarza się początek piosenki Backstreet Boys, You Are My Fire.
12530:  Tak.
12535:  Tak.
12537:  Gdzie jest znacznik?
12540:  Czy on jest tutaj?
12540:  Tak.
12548:  Przepiękne jest w Wiedźminie to, że każda postać coś robi i czymś się zajmuje i nie tylko i wyłącznie nie stoi przy, nie wiem, przed domem czy przed jakimś palem w oczekiwaniu na zlecenie i w oczekiwaniu na to, jak się gracz nim zainteresuje, tylko po prostu zajmują się sobą.
12564:  To jest strasznie miłe.
12569:  Niezmiennie to doceniam.
12573:  Tu jest wieś Larvik.
12574:  Strasznie daleko.
12580:  Czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo, czo
12603:  Jak to nie dostaję doświadczenia za te wilki?
12607:  Jak to nie dost... Przecież musi być doświad... Nie przerażajcie mnie nawet.
12615:  Nie prze... Jak to nie dost... Muszę dostawać... Zmartwiłem się.
12629:  Dobrze, z kim mamy porozmawiać?
12631:  O Wiedźmina zapytam.
12632:  On ci powie, że potwory pułapek nie zastawiają.
12635:  O co chodzi?
12637:  Słyszał to, kto żeby potwór drogę wozem zastawił i czekał przyczajony psi syn?
12642:  Przecież one za głupie na to.
12645:  Głupie nie głupie, ale ten paru naszych rozniósł nas w trzępy.
12650:  A myśmy ledwo z życiem uszli.
12653:  Już miałem taką sytuację, że chciałem pograć w grę, a ona nie działała ze względu na zbyt dobry system operacyjny i sprzęt.
12660:  A tak, tak, to bardzo często, to starsze gry mają to do siebie niestety.
12663:  Pretorians, moja ukochana gra z modem Imperial, Imperial Mode, tak on się nazywał, wprowadzającym Kartaginę, Spartę oraz Macedonię.
12675:  Jest wiele set tysięcy razy lepsza od wersji oficjalnej Eidos Interactive i Pyro Studios, jak również lepsza od tej wersji HD.
12685:  Nie kupujcie jej, na Steam jest beznadziejna.
12690:  Operatoriańsków kocham.
12691:  Boże, ile ja w tym grze spędziłem czasu.
12696:  Nie będziemy szydzić z wojowników.
12698:  To powiecie mi, co się stało?
12700:  Pytaj.
12703:  Co będzie z wynikami konkursu Zderzenie Światów?
12705:  To pytanie do organizatorów.
12711:  Dostaję się za walkę mniej niż za questy.
12714:  A nie, to spoko.
12716:  Bo już się przeraziłem, że walczyłem bez sensu.
12720:  Jeszcze bardziej bez sensu.
12722:  Gdzie dokładnie wpadliście w zasadzkę?
12725:  Niedaleko stąd, na drodze do Lofoten, przy lesie, wóz trakt zastawiał.
12732:  Edwin, po wierzchni, coś zaszurało w gęstwinie i sziu!
12737:  Tylko mi krew bryznęła w oczy.
12739:  Przecieram, patrzę, Einar leży.
12749:  Ciemno było.
12750:  Kaspar zmyśla, że coś tam widział, ale... Bo widziałem!
12762:  A on ma z kolei błyskawicę Harry'ego Pottera na czole.
12766:  Co tu się dzieje?
12769:  Co tu się dzieje?
12773:  Dobrze, szukamy bestii Schindarsfjall.
12780:  Krzyczy w języku Huffanów Gotit Kluhenmuchen i się nie dziwię, ale ma być podobno, ma być... Znaczy, to nie jest nawet remaster, tylko... To jest, zdaje się, w ogóle reedycja całkowita.
12794:  Zobaczymy.
12797:  Mam plan wtedy wreszcie zagrać.
12802:  Harry Potter is dead!
12806:  Najgorsze chwile aktorstwa Ralph'a Fiennesa.
12812:  Kto wpadł na pomysł?
12816:  O, mam pomysł.
12818:  Potrzebujemy, żeby Voldemort jest ucieleśnieniem sadystycznego naziolstwa, obsesji na punkcie czystości krwi i jednoznacznie negatywną postacią.
12830:  Potrzebujemy go jakoś uczłowieczyć.
12833:  Co zrobimy?
12833:  Może będzie trzymał konia na biegunach?
12836:  Nie, nie, nie.
12837:  A może będzie kupował burgera w maku?
12840:  Nie, nie.
12840:  Mam pomysł.
12841:  Niech się zaśmieje.
12842:  He, he, he.
12846:  Tak wyglądało zebranie w Warnerze.
12849:  Tak sobie to wyobrażam.
12855:  Dobry wieczór, fantastyczna książki.
12856:  Dziękuję za przypomnienie o nadwodnieniu.
12858:  Na szczęście się dzisiaj nawadniam regularnie, bo rozmawialiśmy dużo na temat Olgi Tokarczuk.
12868:  O, nawiedzona.pl na pierwszym streamie, to witam tym serdeczniej.
12877:  A Tullusie z drakonem też.
12879:  Nie, nie, ta cała scena z Voldemortem w Deathly Hallows Part II była idiotyczna.
12887:  Czego ja znowu nie widzę?
12888:  Tutaj, o. Geralt.
12895:  Geralt zawsze on point, jeżeli chodzi o jego robotę detektywistyczną.
12901:  Widzicie sobie, nie wiem, detektyw Monk, Sherlock Holmes.
12905:  True detective.
12908:  Geralt.
12909:  Mistrz dedukcji.
12910:  Iluś jest wspierających?
12924:  Wiecie, trudno powiedzieć, ponieważ to się staje się resetuje co miesiąc, ale z tego co wiem już na pewno będzie setka, więc bardzo to jest naprawdę budujące i zawsze mam takie poczucie, że nie wszystkich zdołam wyczytać na streamach, ale zawsze się staram.
12943:  Taka moja drobna forma podziękowania, poza jamnikami.
12953:  Tak coś czułem.
12955:  Tak coś czułem, że to jest bardzo możliwe.
12961:  Nekery!
12963:  Co się robi z nekerami?
12965:  Wypala się nekery mianowicie.
12971:  O tak, część trzecia fantastycznych zwierząt absolutnie.
12974:  Jestem w tej małej grupie fanów Pottera, które bardzo lubią nowe części.
12986:  Mam pewien problem z walką w grze, która stara mi się powiedzieć, że wybór tej szkoły, którą ja lubię i tej magii, którą ja lubię, jest niewłaściwy i próbuje mi to powiedzieć na każdym kroku, nawet projektem przestrzeni i level designem, który ewidentnie, rzekłbym, faworyzuje w takich okolicznościach wszystkich tych, którzy używają innych znaków wiedźmińskich niż takiego, który wybucha otoczenie.
13020:  O, widzę, że klasyczny film z Draco Malfoyem jest znany na czatach.
13025:  Wasza erudycja YouTubowa jest godna podziwu.
13032:  Sam Wit pisze, że fantastyczne zwierzęta były spoko, dopóki nie powstała druga część, ale wciąż będę... Teraz się zachowuję jak fan, a nie krytyk, to od razu mówię.
13042:  Wciąż będę cieszył się z uwagi na scenę, która była pod sam koniec, to znaczy mam na myśli to zaklęcie Grindelwalda.
13049:  No jest po prostu niesamowite, absolutnie.
13051:  Więc tak, mówię jak typowy fan.
13055:  Aaa, neckery!
13056:  Dobrze, dobrze, dobrze, dobrze, bardzo dobrze.
13059:  Neckery, proszę się zgromadzić i taniec synchroniczny.
13064:  Bardzo dobrze.
13067:  Przynajmniej, przynajmniej potrzebujemy trójki.
13075:  Dziękuję Tobiaszu za, jak zawsze, on point trybut o kremówkowej godzinie.
13085:  Tobiasz ma jeszcze drugą supermoc, mianowicie wstrzeliwuje się z trybutami w środek walki, co i tym razem się udało.
13106:  Mhm.
13106:  Chyba mam towarzystwo.
13109:  Okej.
13110:  Geralt obnażył miecz, który wygląda jak... miecz świetlny niemalże w tych oto licznościach.
13119:  Ha... Ha... Habugman.
13121:  To przypomina mi się, jak widzę Habugman spod z udziałem wybitnego.
13127:  wybitnego profesora, profesora Jana Hartmana, który postanowił, że sposobem na dotarcia do, widzicie, takiej młodzieży, nie wiem, ludzi, którzy oglądają te jakieś wstrętne, o, co mi tutaj tak śmierdzi, a już wiem, superbohaterstwo mi śmierdzi, no i nakręcił taki sport jeszcze, spot, jak był dla ruchu Palikota, że w Nowym Jorku jest Spiderman,
13155:  W Gotham City jest Batman, a w Krakowie jest Hartman.
13162:  Głosujcie na mnie.
13165:  Oczywiście jest profesorem Uniwersytetu Jagiellońskiego.
13170:  Jedną z osób, która w moim osobistym przekonaniu robi polskiej lewicy jak najgorszą robotę.
13177:  Jest to człowiek, który posługuje się tak obelżywym i plugawym językiem, że absolutnie rozumiem każdą osobę, która ma konserwatywny światopogląd i powie, że aha, rozumiem, że to jest ta mowa o tolerancji.
13189:  Tak.
13190:  Hartman robi złą robotę, dlatego z niego też z rozkoszą szydzę, jak tylko mogę.
13197:  Mnie ten sport totalnie nie przekonał.
13200:  Jeszcze Spiderman, kuźwa, jako wymowa, no naprawdę.
13207:  Naprawdę.
13212:  Ale niewątpliwie jest już w klasyce memów politycznych obok nie mów nie, bo nie, bo nie.
13225:  Mam wrażenie, że to jest moja ulubiona walka dzisiejszego wieczoru.
13230:  Jest dostateczna liczba płomieni, jest dostateczna liczba nekerów.
13234:  Ilość płomieni, liczba nekerów.
13237:  I jest... jest Habugman.
13241:  Czy była już mowa o reklamie Koli?
13244:  Nie.
13247:  I uważam, że nie powinno być mowy o tej reklamie przez wszystkie dni do skończenia świata.
13252:  Kolejny, 2137 przypadek tego, w jaki sposób gracze są stereotypizowani.
13258:  Uważam, że za komentarz absolutnie wystarcza to, co powiedział Bartek Filip Malinowski na swoim Facebooku, bez schematu w tej sprawie.
13268:  Zrobił pełną analizę tego, dlaczego to jest złe.
13272:  A mnie to strasznie boli, bo ten stereotyp gracza jest... Naprawdę, były parę dzieł popkultury,
13279:  w których on był w jakiś sposób, fachowo mówiąc, dekonstruowany.
13284:  Na przykład Underwood, tak?
13286:  Frank Underwood szedł sobie do domu i normalnie grał w Call of Duty.
13291:  Prezydent, nie?
13292:  No ale potem z Frankiem Underwoodem się stało to, co się stało.
13303:  Oj, Adam, jeżeli chodzi o przeklęte dziecko, to ja w ogóle uważam, że to nie jest w moim headcanonie.
13311:  Przeklęte dziecko jest przeklęte i jest już... Znaczy, datuje się na ten moment... Dlaczego tam są cały czas jakieś znaczniki?
13319:  Datuje się na ten moment twórczości J.K.
13321:  Rowling, na którym chętnie osunął zasłonę milczenia.
13326:  O co chodzi z reklamą Coli?
13327:  Już wyjaśniam, gazowane mleko.
13328:  Rzecz polega na tym, że zrobiono taką reklamę, w której się naparzają gracze w czymś, co przypomina...
13341:  Co przypomina... Może ja użyję Quena.
13344:  Z czymś, co przypomina bardzo silnie World of Warcraft albo Warcrafta samego.
13351:  Quen był dobrym pomysłem.
