Mag prochowy wyrusza na Zachód | RED DEAD REDEMPTION 2 Livestream
🔗 https://www.youtube.com/watch?v=ksSGS9kAvK4

4:  Witajcie świątecznie dalej.
8997:  Jest łatwiej, jeśli zrobimy to razem.
8999:  Będę cię rozczarował.
9000:  Czas.
9001:  Zawsze jesteś ten z żartów, czy nie?
9003:  Chodź.
9004:  To nie jest dla mnie zadanie dla człowieka z zimną ręką.
9007:  Zobaczymy się później.
9008:  Ty rozczarowałeś tą ręką, którą zniszczyłeś na stoku.
9013:  Chodźcie, nie pozwólcie mi obudzić tych dwóch.
9016:  Nie zbyt źle, panie Morganie.
9017:  Tak.
9043:  Zawsze mówili, że jesteś budżetnikiem.
9046:  Wiesz, możesz sprzedawać czy sprzedawać te rzeczy w jakichkolwiek miastach.
9051:  Jeśli chcesz zrobić pewnego rodzaju pieniądze, oczywiście.
9054:  Teraz tylko chcę wyjechać z tej góry żywych.
9056:  No, jeśli znalazłeś coś innego, to daj mi to.
9059:  Oczywiście.
9064:  Łukasz Skrobek proponuje, którego witamy na czatach, proponuje modyfikację powitania, niech będzie odpalony z uwagi na magię prochową.
9088:  Czy grałem w Darkwood?
9089:  Nie flipie.
9093:  Było niebezpieczne parę tygodni, ale... Dutch jest Dutchem, a on zajmuje się planami.
9100:  Dutch jest Dutchem, a te plany wymagają roboty i marzeń.
9104:  Teraz widzę, że zapraszasz go do twojej innej pasji.
9113:  Będę chciał, żebyś pokazał mi pewnego respektu, panie Morganie.
9118:  Zajmij się, przewodniczący.
9123:  Wciąż tu jesteś?
9126:  O, tak.
9126:  No, a ty mnie zapłacisz.
9130:  Ale na razie, po prostu odpocznij.
9131:  Arthur!
9131:  Myślę, że czas na samolot.
9135:  Chcesz, żebym przyjechał?
9136:  Oczywiście, że chcę, ale... Spójrz na Ciebie.
9141:  Zawsze byłem głupim, Dutch.
9143:  To tylko kawałek.
9144:  Nie bój się, synku.
9145:  Cześć, Abigail.
9146:  Dutch.
9147:  Jackie.
9148:  Chłopak chciał Cię zobaczyć, John.
9152:  Widziałeś mnie teraz.
9154:  Albo co mi zostało.
9155:  A ty?
9156:  Myślałam, że zobaczę korps.
9160:  Zobacz, ile czasu.
9161:  Widzisz ich dużo.
9162:  Jesteś błaganym człowiekiem, John Marson.
9164:  On jest idiotą, Abigail.
9165:  Wszyscy o tym wiemy.
9167:  Teraz...
9169:  Mężczyźni po drodze.
9172:  Bill, zacznij przed nami i założ się na podwórze.
9174:  Przed tunelą.
9175:  Nie ma problemu.
9176:  Dlaczego robimy to?
9177:  Ciepło się zniszczyło i moglibyśmy uciec.
9179:  Myślałem, że zostaniemy na górze.
9182:  Chodź!
9183:  Co chcesz od mnie, Hosea?
9184:  Nie chcę, żeby więcej ludzi umarło, Dutch.
9185:  Żyjemy, Hosea, żyjemy.
9187:  Spójrz na mnie.
9188:  Żyjemy.
9188:  Nawet ty.
9189:  Ale potrzebujemy pieniędzy.
9190:  Wszystko, co mamy w Blackwater.
9193:  Chcesz pójść tam?
9194:  Nie.
9198:  Słuchaj, Dutch, nie próbowałem Cię zaskoczyć, tylko... Chciałem połączyć się z planem, który miał być niskim, a potem wrócić na wschód.
9206:  A teraz... Niestety, wytrzymaliśmy samochód.
9210:  Jaki wybór mamy?
9212:  Leviticus Cornwall nie jest żartem, Dutchie.
9214:  Kto jest Leviticus Cornwall?
9216:  To jest wielki magnet ruchu, sprzedawca cukru, mężczyzna... Cóż za dobry dla niego.
9222:  Wygląda na to, że ma więcej niż wystarczy.
9224:  Szanowni panowie, czas, żeby zrobić coś z sobą.
9230:  Przygotujcie się, mamy pociąg do robienia!
9232:  Szanowni panowie?
9235:  W porządku, zacznijmy!
9246:  Zanim ruszymy, Miłosz Koenig pisze, jeżeli tak się czyta, jeśli nie, to przepraszam.
9252:  Cokolwiek można powiedzieć o Sapkowskim, to jednak jest subtelny w swoich tekstach.
9256:  Pierwszy odcinek Wiedźmina to prawdziwa sieczka idealnie wyważonego klimatu, sensu i uchwytych znaczeń.
9263:  A, bo wróciłeś z drugiego sezonu Wiedźmina.
9265:  Jak mówi klasyk, look how they massacred my boy.
9269:  No niestety.
9272:  Planeta Mroku, niewidziana, Gustawa.
9274:  A gdzie jest krakowskie RTTC?
9276:  Ja się nie ruszałem z domu od dwóch lat, przy Landrowidzu.
9282:  Wypaczam Jakubie, że musisz zniknąć.
9283:  Wypaczam.
9284:  Popatruję jeszcze, czy czegoś nie pomijam.
9288:  Chyba nie.
9298:  No pewnie, że emoji śpiurkającego jamnika jest wspaniała.
9303:  Glukon-Mukan, pewnie, że jest.
9306:  Dobra, nadrabiamy nasz gang.
9309:  Proszę, jak na nas czekają karnie.
9311:  Co robisz?
9311:  Bądź blisko.
9312:  Tak jak o tym mówiłem, pojeżdżamy po południu z Big Valley.
9320:  Zabieramy je po południu, po przejściu do Grisli.
9332:  Jest tam miejsce, które powinno nam dać dobre oczekiwania.
9337:  Charles, bądź na bieżąco.
9341:  Nie ma nic nowego.
9342:  Nie ma nic nowego.
9349:  Tu jest przepięknie.
9354:  Będę w porządku.
9356:  Dobrze.
9357:  Wezmę kierowcę i inżynierę, którzy ruszają w punkcie.
9358:  Gotowi?
9358:  Jestem tu.
9359:  Wy dwóch weźcie przednie samochody i porozmawiajcie z żołnierzami.
9360:  Arthur i Micah, wychodźcie na zewnątrz.
9366:  To to, za czym jesteśmy.
9372:  Panie Cornwallu, prywatne samochody.
9373:  Ty i ja, Morgan.
9374:  Ej, masz z tym problemy?
9376:  Nie, jeśli trzymasz głowę na razie.
9377:  Zastanawiasz się o siebie, co?
9379:  Wystarczy!
9385:  Ale rzeczywiście, że Sapkowski troluje, mówiąc, że serial jest spoko, ma to napisane w klauzuli w umowie.
9390:  Jeszcze musi i tyle.
9397:  Jak podpisywał umowę z Redami, to nie miał takiej klauzuli, więc mówił, że Gramunda robiła smrodu i gówna i tyle.
9404:  Tymczasem jest dokładnie odwrotnie.
9411:  Nie, że też chcę taką zimę, no.
9412:  Absolutnie.
9418:  Będzie się wyświetlało, że jest nowy wpływ w dzienniku?
9420:  Dzięki, dzięki, Antlen, dzięki.
9424:  Co tu się dzieje?
9424:  Jaka to jest piękna paleta!
9427:  Czuję się jak w Lasach Sylwanii.
9432:  Na południowo-wschodnim skraju imperium w Warhammerze Fantasy.
9437:  O Boże, jak tu jest pięknie!
9438:  Wreszcie z dniem.
9439:  Wydaje się dobrze, czy nie?
9439:  Ale musimy to zrobić szybko.
9441:  Teraz jest czas, zanim ktoś się tutaj pobierze za nami.
9447:  O, patrzcie, chłopaki!
9452:  Widzicie?
9453:  To jest to, co nazywam drużyną.
9455:  Micah Bell, Charles Smith, Arthur Morgan, Javier Escuela, a co z młodym Lennym tutaj?
9463:  Zawsze pierwszym człowiekiem na swoim rowerze.
9467:  Tylko szczęśliwy, że wróciliśmy do niego, Dutch.
9469:  Jesteś pewien, że jesteś gotowy na to, chłopie?
9471:  Oczywiście, że jestem gotowy.
9472:  Tylko zostań spokojny.
9474:  Zostaw oczy ostrożne.
9478:  To dla wszystkich.
9479:  Nie ma błędów.
9482:  Jeszcze nie.
9482:  Więc robimy to, a potem wracamy do Blackwateru, by zbierać.
9487:  Ile razy będziesz pytał tego samego pytania, Micah?
9494:  Nie ma po prostu pieniędzy, żeby odpocząć za za długo.
9496:  Byłoby niesamowite, gdybym wrócił do tego miejsca.
9498:  To miejsce będzie wstępne z Pinkertonami.
9522:  Wracamy, kiedy mówię, że wracamy.
9526:  I to jest koniec.
9527:  Dzieci są bezpieczne.
9529:  Musisz mi po prostu wierzyć.
9532:  I jeśli odryskali się raczej, to będzie kawałek podróżnych na tym samochodzie.
9538:  Dobre pieniądze, gdy zrozumiemy, jak je zapłacić.
9542:  A teraz wszyscy, uśmiechnijcie się i zróbcie sobie sprawę.
9547:  Nie podoba mi się te przerwy w dźwięku.
9549:  Uuu, jest klasycznie, jest!
9558:  Czy uważam, że klasyczny konsulent popkultury, który bawił się przy Pulp Fiction powinien obejrzeć nowego Matrixa?
9565:  Jeżeli chodzi o opinie na temat nowego Matrixa, poczekajcie, za parę dni będzie rozmowa moja na bez schematu.
9572:  Jeżeli się wahacie, to poczekajcie może.
9580:  Tak generalnie to odradzam.
9584:  Sprawdź jak radzi sobie Bill.
9593:  W jaki sposób mam to zrobić?
9600:  Już wiem w jaki sposób.
9603:  Tak jest.
9604:  Nie umiem obsługiwać jeszcze tej gry w pełni, ale się uczę.
9613:  Chciałbym tę lorneteczkę.
9620:  Aha.
9620:  Nie ma lorneteczki.
9621:  Hmm.
9621:  To jest dobry miejsce.
9625:  Tak.
9625:  Muszę pamiętać, że dziękuję Colmu O'Driscollowi za to, że tak dobrze planowałeś to dla nas.
9632:  I za to, że dałeś nam wszystkie eksplozje.
9634:  Różny generał ten człowiek.
9636:  Czego czekasz?
9643:  Jest!
9649:  Kiedyś się przyzwyczaję.
9654:  Czego zaczął czytać Dukaja?
9656:  Ja zacząłem od Czarnych Oceanów.
9674:  Jak się masz?
9676:  W porządku.
9676:  Jesteś pewien?
9681:  Oczywiście.
9716:  Ekstenza jest trudna, Jakubie.
9717:  Nie wiem, czy od niej bym zaczynał.
9722:  Ale można też od ekstenzy.
9723:  Mnie ekstenza na przykład odrzuciła, co ciekawe.
9728:  O czarne oceany Dukaj pisał, jakby był najmłodszy.
9735:  O boi, co tu się dzieje?
9738:  Opowiadania są dobrym pomysłem Abakaba, tak.
9747:  Przecież nie wiem, czy katedra.
9748:  Katedra jest lepsza jako animacja Bagińskiego.
9751:  To w czasach, kiedy Tomek Bagiński przejmował się jeszcze czymś takim jak materiał źródłowy.
9774:  Bardzo mi się podoba, że ta gra wymusza słuchanie dialogów.
9779:  Nie stawia na prymitywnie podsuwane obiektywy.
9787:  Znaczy, Bagiński się teraz przechwalał, że ma już o wiele więcej do powiedzenia w przypadku Wiedźmina, bo kiedyś nie miał.
9792:  Eee...
9818:  Szanowni, jest czas.
9822:  Dobrej szczęśliwości.
9828:  Do zobaczenia.
9828:  Wszyscy wiecie, co robić.
9853:  Zeskocz na pociąg?
9873:  Oh boi, to się na pewno nie uda.
9883:  To nie ja!
9883:  Nie ja spadłem!
9888:  To nie ja spadłem!
9892:  A ja już się cieszyłem.
9895:  Gdzie jesteś?
9897:  Gdzie jesteś?
9906:  Ja go zrzuciłem?
9910:  No wciągam, wciągam!
9911:  Hej!
9918:  Co jest?!
9922:  Co?!
9924:  Wciska mi nie działa!
9930:  Myśleliście, że nie będzie F w Red Dead Redemption.
9932:  Otóż będzie.
9935:  Spamować, oczywiście, że tak.
9939:  Przepraszam, to było ewidentne!
9942:  To było ewidentne, że w grze, w której... Krzysztof, dlaczego nie rozumiesz, że na interfejsie teraz trzeba maszować przycisk jak wcześniej trzeba było przyciskać mocno?
9957:  Przecież to oczywiste.
9986:  Dobra, teraz robimy zapis, bo robią się poważne rzeczy.
9993:  Przynajmniej subpunkty.
9994:  Okej, potrzebujemy gwałtownie jedzonka.
10013:  Solone podroby.
10018:  Niech i to będzie.
10022:  I ma to jak sobie przekąsić solne podroby podczas... No, co mi się dzieje?
10035:  Nie, lutujemy.
10048:  Cicho.
10048:  Właśnie.
10048:  Słuchaj, co ci mówi JP Morgan?
10049:  Eee, co teraz?
10049:  Ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
10076:  Musimy się uratować!
10078:  Musimy zatrzymać ten samochód!
10080:  Tak to robimy, chłopie!
10094:  Idę!
10094:  Musimy zatrzymać ten samochód!
10097:  Masz go?
10105:  Leć.
10141:  Bardzo mi się podoba ten tryb.
10144:  Będę go teraz nadużywać.
10152:  Co jest?
10155:  Jest główeczka, pięknie.
10161:  Pana, z rewolwerem to się lepiej sprawdza, mam wrażenie.
10178:  Z rewolwerem to się lepiej sprawdza.
10180:  Bardzo mi się podoba.
10181:  Dobrze, teraz snajpimy.
10183:  To może być dużo.
10187:  Headshot or nothing.
10207:  Bystra obserwacja, Watsonie.
10212:  To ementalerne!
10224:  Gdzie jesteś, dzikie?
10264:  Ile tu jest trupów do ograbienia, wielkie nieba.
10270:  Czemu nie mogę wskoczyć?
10270:  Mogę wskoczyć, dobrze.
10276:  Klatkuję?
10278:  To spróbujcie przeładować stream, nie powinnam.
10281:  Obizmij cały czas wskazuje 60 fpsów.
10284:  YouTube niestety tak ma, moi mini.
10285:  I co ja z wami poradzę?
10288:  Niestety często się zdarza.
10294:  No i?
10298:  Tyle.
10302:  Dlatego mówię, wystarczy przeładować sobie Steam, odświeżyć.
10310:  Dobrze, teraz ważny moment.
10311:  Okej.
10322:  Olej z węża.
10324:  Nadweręża!
10328:  No, bardzo proste, lutuję wszystkich.
10334:  Nie, w rozgrywce mam cały czas stabilnie na szczęście.
10342:  Czy da się ocenić jak Rockstar tworzy uniwersy na podstawie ich gier?
10345:  Rockstar nie tworzy tych uniwersów, to jest jeden, jedyny błąd, który popełniają moim zdaniem, a mogłoby być naprawdę jeszcze super.
10351:  Wyobraźcie sobie serial, który by rozszerzał historię z Red Dead Redemption, a mieli naprawdę dłużo czasu na odkrycie tego, jaki to jest silny IP.
10370:  W opcjach można zmienić Quick Time Event, ale jest ok, przyzwyczaję się do tego kapsa.
10387:  Poczekajcie, muszę jedną rzecz zrobić, zaraz wrócę.
10416:  Świeczka już dawała się we znaki, więc musiałem ją wyeliminować.
10421:  Rockstar niestety uledł pokusie łatwej kasy na online.
10424:  O tak, nie no, to bardzo był krytykowany tryb online do tej gry.
10430:  Bardzo, a bardzo.
10431:  Lootujemy dalej.
10435:  Nie, to była zmyłka, ja tylko na krótko odszedłem w mojej mini, ale to dlatego, że odczuwam bardzo przemożną pokusę uzupełnienia płynów.
10454:  O tak.
10459:  Metro Exodus?
10461:  Odpada pod horror, moim zdaniem.
10463:  Postapo też.
10464:  Nie jestem szczególnym fanem przez to Postapo.
10467:  Wasze zdrowie.
10471:  Jedna jedyna pociecha, że to dobre na gardełko.
10474:  Prawda, że piękny dźwięk?
10476:  Dźwięk odkorkowywanej butelki to jest zawsze piękna sprawa.
10480:  Nie rozumiem korków plastikowych.
10484:  Połowę przyjemności... Ojej, jak tu jest pięknie.
10487:  Połowę przyjemności likwidują.
10491:  My nigdy wszystkich nie zlutujemy.
10498:  Dobra.
10506:  Płotka za nami cały czas radośnie podąża.
10510:  Proszę, jak ja uwielbiam to, że gra się domyśla, że chce zejść i nie muszę nic przyciskać przy drabinie.
10530:  Jeszcze nie.
10531:  Daję wam moje słowa, ale uwierzcie mi, że będziemy.
10534:  Pracuję za Leviticus Cornwall!
10537:  Chodźcie, chłopaki!
10538:  Mamy nasze urządzenia!
10541:  Ok, zapytałeś o to.
10542:  Pięć!
10543:  Cztery!
10543:  Trzy, dwa, jeden!
10545:  Wygląda na to, że nasi przyjaciele uciekli.
10550:  Wypchnij ich trochę!
10559:  Nie mogłem, kluchenmuchen, zmienić rank na YouTube, bo się nie da.
10562:  Niestety, jak jest już program ogarnięty raz, to nie można edytować.
10568:  To wystarczy!
10569:  Panie Williamson, dajcie panu Morganowi i panowi Smithowi trochę dynamitu.
10573:  Tych dwóch chłopaków, pójdźcie otwierać tą drzwi.
10577:  Teraz, nie zależy to na nas, ale tych chłopaków, które tam są, możecie chcieć wrócić.
10586:  Wygląda wystarczająco dobrze.
10589:  Teraz wyświetlaj fuzelkę.
10590:  Abyś nie chciał śmierci, wróciłbym, chłopaki.
10597:  W porządku, chodźmy!
10598:  Chodźmy stąd!
10614:  Nie możemy ich zastrzelić, co za smutna sprawa.
10640:  Spójrz na to miejsce!
10642:  To jest jak miasto!
10643:  A teraz widziałem wszystko.
10645:  O, wy dwójkę masz samochód?
10646:  Zobaczę resztę.
10647:  O tak.
10647:  Powinno być łatwe jak kawałek.
10649:  Będziemy tam stawać, chłopie.
10672:  Jak będę przy koniu, to będzie kapelusz?
10675:  Dobra.
10697:  Dobra, Brandy.
10699:  Szanuję.
10700:  Chociaż Brandy... Lepsze whisky.
10715:  Cygara.
10716:  Boże, jesteśmy w moim świecie.
10723:  Jak w Orient Expressie, nie?
10728:  Dzięki Bogu.
10730:  Chodź.
10756:  Dear La Rictus,
10761:  Thank you for the telegram and for your... A, można czytać, dobra.
10766:  Drogi lewitikusie, dziękuję ci za telegram niesłabnący zainteresowanie spółką wydobywczą Jameson.
10772:  Jednakże wszelkie informacje związane z złym zarządzaniem Cichodacz czy problemami finansowymi kopalni w Anesburgu, które do ciebie trafiły, są nieprawdziwe.
10781:  Prosiłbym o zweryfikowanie twych źródeł.
10783:  Przemysł węglowy diametralnie różni się od przemysłu naftowego Cichodacz.
10788:  Chętnie odbędę spotkanie biznesowe w dogodnym dla Ciebie terminie, abyśmy mogli wymienić się pomysłami i wiedzą na temat dziedzin naszych specjalizacji.
10795:  Z radością gościłbym Cię w Annesburgu i osobiście poprowadziłbym Cię po kopalni i po krewnych placówkach.
10800:  Z niecierpliwością wyczekuję odpowiedzi.
10804:  Archibald Jameson.
10808:  Dobrze.
10810:  Odłóż?
10811:  Dlaczego odłóż?
10813:  Okej, wzięliśmy to na szczęście.
10817:  Bierzemy cygaro, oczywiście.
10818:  Bierzemy platynowy zegarek kieczonkowy.
10820:  Wszystko bierzemy.
10823:  Tutaj coś jeszcze idzę.
10824:  Następny list.
10830:  Czemu nagle czytanie jest RMA, a nie Spatio?
10832:  To jest troszeczkę niekonsekwentne, żegłbym.
10838:  Szanowny Panie Cornwall, oczekujemy na wypłatę 2 tysięcy dolarów na pokrycie pierwszej fazy eksploracji rezerwatu Indian Wapiti w Abmarino, zgodnie z ustaleniami kontraktu zawartego pomiędzy Cornwall, Kerenesee and Tah oraz spółką Leland Oil Development 9 listopada 1898.
10858:  Po otrzymaniu płatności przejdziemy do realizacji fazy drugiej i trzeciej oraz przedstawimy Panu szczegółowy raport w ciągu miesiąca.
10866:  Co to było?
10869:  Co znaleźłeś?
10870:  Te... łączenia.
10870:  Dostają się do czegoś?
10872:  O, zdecydowanie.
10879:  Łącznice.
10880:  Myślę, że możemy je praktycznie łatwo sprzedawać.
10886:  Dobrze zrobione.
10887:  Teraz, czy możesz wyrzucić to wszystko?
10889:  Kolej?
10890:  Tak, wyrzuć to stąd.
10892:  A co z nimi?
10893:  Co myślisz?
10894:  Nie wiem.
10898:  To twoje.
10899:  Zabij ich, zostaw ich tutaj, weź ich z tobą na samochód.
10902:  Zastanów się, że nie wysyłają żadnych ludzi po nas.
10905:  Okej.
10905:  Widzimy się z powrotem w sklepie.
10907:  Kiedy wrócisz, przejdziemy dalej.
10910:  Wszyscy z tobą!
10911:  Chodźmy!
10911:  Chodźmy do Rohana!
10913:  Mord!
10927:  Pozbądź się strażników, a... Dobra, zanim się pozbędziemy strażników... Panowie!
10932:  Panowie tu poczekają, dobrze?
10935:  Ponieważ my musimy zlutować waszych zmarłych towarzyszy.
10938:  Mam nadzieję, że to nie stanowi żadnego problemu.
10947:  Dziwny dźwięk.
10954:  Kacper pisze, że fragmenty zamieszczone w podręcznikach książek.
10958:  300 stron podręcznika i 150 fragmentów.
10960:  To też jest fajne, nie?
10961:  Bo tak uczy, że... A, tam książki, nieważne.
10965:  Możemy se fragment przeczytać.
10969:  To był ryk jelenia.
10971:  Niech ryczy z bólu ranny ło... Łoś.
10975:  Zwierz skądś.
10976:  Przebiega, przebiega, przebiega, przebiega, przebiega, przebiega.
10988:  Z drów przebiega, tak, skądś.
10990:  Z drów.
10994:  Krzysztof i jego pamięć.
10998:  Krzysztof i jego legendarna pamięć.
11006:  Ja w ogóle, gdyby nie Mieciu, to ja bym w ogóle połowę polskiego kina nie znał.
11012:  I z drugiej strony, gdyby nie mieciu, istnieje ryzyko, żebym znał część z polskiego kina i nie wiem, co gorsze.
11023:  Rozumiem.
11024:  Jest fall damage.
11026:  Nie taki, jak w wypadku w Dark Souls, ale wciąż.
11031:  Tu nic nie ma.
11036:  Uważam, że nie ma czegoś takiego pod kulturalna ściana, jak dobry polski film.
11041:  Nigdy w życiu takiego nie zobaczyłem.
11049:  Bo żeby był dobry film na przykład, to... Wiecie, dźwięk powinien być dobry, a w polskim filmie jest taki dźwięk i jakby ludzie nie umieli mówić do mikrofonu,
11068:  To raz.
11069:  Dwa, co jest w polskich filmach jeszcze?
11071:  W polskich filmach jest PowerPoint, to znaczy statyczny obraz.
11076:  Numer jeden.
11078:  Statyczny obraz numer dwa.
11080:  Pół godziny mija.
11081:  Statyczny obraz numer trzy.
11082:  Pół godziny mija.
11083:  Nawet JP Morgan miał facepalm z tego tytułu.
11088:  I... Słyszycie, co jest teraz?
11095:  Bo nie starczyło kasy na kompozytora, ojo, jak mi przykro!
11100:  A, czyli jest film, który wygląda jak prezentacja PowerPointa, a aktorzy nie umieją mówić, nie ma muzyki.
11105:  To proszę, czekaj, czekaj, czekaj, jakby... Jak ja mam się tym cieszyć?!
11110:  To jest niemożliwe, literalnie.
11118:  Kto uciekł?
11120:  Uciekli bandyci?
11121:  A niech se uciekają, whatever.
11130:  Dla mnie istotna jest jedna rzecz.
11132:  Zlutowanie wszystkich i wzięcie kapelusza.
11135:  Nie mam innych priorytetów obecnie.
11141:  Nie oszukujmy się, byliśmy przekonani, że coś takiego się w którymś momencie stanie.
11146:  A!
11147:  Mój koń!
11147:  Mój koń!
11148:  Mój koń!
11148:  Mój koń!
11152:  Tak, palę cygara.
11154:  Mam taki zwyczaj, że odpalam zwykle przy jakichś fajnych okazjach.
11158:  Mówiliście, że przy koniu zrespi się kapelusz.
11162:  Mam ogromną nadzieję, że tak będzie.
11181:  Gdzie jest kapelusz?
11183:  Nie ma kapelusza.
11188:  Jestem bardzo zasmucony.
11202:  No nic.
11217:  Spokojnie, odczyszczasz kapelusz.
11219:  Wiecie, ja jestem zmartwiony.
11225:  Mam kapelusz w kółku?
11228:  Co wy mówicie, że mam kapelusz w kółku?
11231:  R. Nie ma.
11238:  Na koniu tab?
11239:  Próbujemy dalej.
11249:  Mm-mm.
11249:  Obawiam się, że nie.
11257:  W tej misji Artur kanonicznie... Okej.
11260:  To była kanoniczna utrata kapelusza.
11262:  Nie martwcie się, wszyscy, którzy macie obsesję na punkcie Fedor.
11268:  Dobra, wsiad... Wskakujemy do pociągu.
11292:  Ciekaw jestem, czy zareagują na to, że uciekli nam zakładnicy.
11297:  Kapelusz wróci.
11299:  Panika na czatach, gdzie jest kapelusz?
11302:  Tak.
11315:  O!
11317:  Właściwa rada.
11323:  Więc, czy wychodzimy z tego cholera?
11326:  Spróbujemy, wieża wygląda stabilnie.
11328:  I po prostu zabraliśmy tren Leviticus Cornwall.
11330:  Mamy pieniądze w naszych kocach, najgorsze jest za nami, panowie.
11335:  Więc pytanie jest, gdzie teraz?
11336:  Wiem trochę o tym kraju.
11337:  Powiedziałem ci, że powinniśmy zbudować camp w Horseshoe Overlook, w pobliżu Valentina.
11343:  Będziemy mogli się tam uciekać bez problemu, tak jak utrzymamy nasze nosy.
11347:  No to chodźmy, czyste nosy i wszystko inne.
11351:  Arthur, ty jesteś w tym.
11352:  Co tu się muzycznie dzieje?
11422:  Lenny!
11422:  Micah!
11422:  Chodź tu!
11423:  Tak, szefie.
11424:  Tych dwóch wychodź przed nami.
11426:  Upewnij się, że nie ma zaskoczeń.
11428:  Mamy wystarczająco tych.
11429:  Ja?
11429:  Z chłopakiem?
11430:  Po prostu idź.
11431:  Chodź, chłopie.
11432:  Możesz mi kupić whisky.
11435:  Co tu się dzieje?
11469:  Nie wierzę w to, co tu się dzieje.
11471:  Wyłóż nas z tłoczku!
11476:  Hej, uważaj za rogiem!
11486:  Musisz nas utrzymywać, ale spokojnie!
11487:  Cholera!
11488:  Ok, popatrzmy na to.
11492:  Wszystko wygląda dobrze?
11496:  Co się dzieje?
11497:  Zniszczyłem samochód.
11500:  W porządku.
11501:  Zatrzymamy go.
11502:  Potrzebujesz pomocy?
11504:  Myślę, że możemy to uratować.
11506:  W porządku, Charles, ty i ja zatrzymamy to, a ty spróbujesz zatrzymać samochód.
11509:  Jesteś wciąż silny, by zatrzymać samochód?
11512:  Złap się.
11513:  Mówiłem ci.
11513:  Powiedz mniej.
11514:  Zatrzymaj samochód.
11528:  Nie wierzę, nie wierzę.
11537:  Widzisz?
11538:  Nie jesteś zbyt nienawidzony.
11541:  Tak, oczywiście.
11542:  Co myślisz?
11555:  Gdyby oni chcieli kłopotu, nie widzielibyśmy ich.
11561:  Biedni chłopaki.
11563:  Naprawdę się tutaj zniszczyliśmy.
11564:  Chodźmy.
11564:  Musimy nie podpisać się na szczęście.
11568:  Co się stało?
11569:  No... wejdźcie.
11571:  Powiem ci.
11572:  Chłopie, o chłopie.
11580:  Nie za daleko teraz.
11582:  Zostawcie się na tej drodze.
11586:  Przejdźmy po rzekę, a potem na wschód, na wschód.
11592:  Tak, chodźcie tam, to będzie łatwiej.
11596:  Więc?
11597:  Tak, indyjczycy w tych częściach wysłał bardzo rzadki związek.
11600:  To jest to miejsce, na które idziemy.
11604:  Dobrym farmacjom i grzesznym kraju, stracili to wszystko.
11608:  Zabrali i odpłynęli od nich, to było, każda kawałka drzewa.
11612:  Zabrali, czy zniszczyli do rezerwacji, w środku, czy gdziekolwiek.
11616:  I jak to jest inaczej niż gdziekolwiek innym?
11619:  No, może nie.
11620:  Słyszałem tylko, że część armii tutaj była szczególnie... nieprzyjemna.
11626:  Nieprzyjemna?
11629:  Jak wyrabiasz i zabijasz ludzi z przyjemności?
11635:  My nie, mimo że tylko rozmawiamy.
11636:  Obawiam się, że próbowałem skomplikować coś bardziej skomplikowanego w ramach naszego blokowanego kierowcy.
11643:  Hej, nie błagaj mnie.
11647:  Nigdy nie zapomnijcie, że to jest charakterystka, Charles.
11653:  Urodzony i urodzony.
11655:  Tylko to, że brzmi fajnie, nie oznacza, że wie, o czym mówi.
11658:  Więc, co się stało z twoim traktatem?
11661:  Nie wiem nawet, czy mam go.
11662:  Przynajmniej nie wiem, czy pamiętam.
11665:  Mój ojciec był kolorowym człowiekiem.
11672:  Powiedział mi, że żyje z naszą ludzką przez chwilę.
11675:  Niesamowicie wielu wolnych ludzi, ale... Kiedy musieliśmy się przenosić z naszego kraju, trzech z nas uciekło.
11682:  Byłem za młody, żeby pamiętać o tym.
11684:  Całe życie byłem na biegu.
11686:  Kilka lat później, niektórzy żołnierze zniszczyli moją matkę.
11689:  Zbierali ją gdzieś.
11691:  Nigdy nie widzieliśmy jej znowu.
11693:  Przestrzeliwaliśmy się.
11695:  Był bardzo smutny człowiek, a piwo miało na nim głod.
11699:  Ok.
11699:  13 lat.
11701:  Po prostu wyjechałem sam.
11702:  To było około tego wieku, jak znaleźliśmy młodego Arthura.
11705:  Może troszkę młodszego.
11707:  Młodszego, którego nigdy nie widziałeś.
11708:  Ale on się uczył szybko.
11710:  Nie tak szybko, jak Marston.
11713:  Czekaj.
11714:  Nie rozumiem.
11716:  Jaki jest problem między tymi dwoma?
11719:  Arthur?
11721:  To długa historia.
11725:  Co się stało z Mass Effectem?
11726:  Nie, muszę zatrzymać.
11729:  Jest przepięknie.
