🔴 Somehow, Dachshund Returned | JEDI: SURVIVOR Livestream #1
🔗 https://www.youtube.com/watch?v=FPAyUrL6j2s

37:  Dzięki.
11630:  Ale się stęskniłem za Jedi Fallen Order, naprawdę.
11635:  Skanowanie.
11636:  To jest nowy przeciwnik, moi drodzy.
11639:  Szeregowy jeździec.
11641:  Będzie trzeba potem, moi drodzy.
11644:  Żadne potem.
11648:  Szeregowy jeździec.
11649:  Szeregowi jeźdźcy przemierzają Koboch i wykorzystują swą, bo nie cudzą siłę, by dręczyć każdego, kogo uznają za
11662:  intruza.
11664:  Uzbrojeni w piki energetyczne zadają trudne do zablokowania ciosy z dystansu.
11672:  Mimo, że brakuje im wytrzymałości stanowią większe zagrożenie niż droidy, którymi dowodzą.
11682:  Czytała Krzysztofa Czubówna jak zawsze dla czatów.
11687:  Czy... Co się dzieje?
11692:  A, więc o Koboch.
11693:  Proszę bardzo.
11695:  Surowa planeta Koboch była niegdyś granicą ekspansji wielkiej, bo nie małej republiki, ale teraz jest zaledwie cieniem na pograniczu zewnętrznych rubieży.
11706:  Nie wiemy, jakim cudem może być cieniem, skoro jest planetą, czy w okolicy jest Słońce, które rzuca ten cień za pośrednictwem planety, na przykład na pobliski księżyc.
11721:  Krystyna Majówna nie czyta metafor.
11724:  Po odejściu Republiki Koboch stał się domem dla społeczności poszukiwaczy, którzy marzą o wzbogaceniu się na surowcach naturalnych i zapomnianych skarbach planety.
11735:  Jednak Kobo opisuje, obfituje, pardon, jedynie w napady bandytów, więc pozostaje jedynie zankurzonym i w dużej mierze zapomnianym peryferium galaktyki.
11749:  Najsilniejsze entuzjasta stanowią.
11753:  Tak.
11754:  Jest przepiękny mem zrobiony na Discordzie.
11756:  Jeżeli ktoś odkopie ten mem, to wejdziemy do Holistycznej Agencji specjalnie, żeby go zobaczyć.
11762:  Z Kubusiem Puchatkiem mówiącym stanowi i stanowi o posiadaniu.
11766:  Jest to cudowne.
11768:  Podsłuchiwać droidy piszecie?
11770:  Absolutnie.
11775:  Okej.
11776:  Skanowanie.
11779:  Moi drodzy, rzeczy zdobywamy.
11781:  Zmiażdżony poszukiwacz.
11784:  Jezus Maria, co to jest?!
11790:  Musimy sobie przyświecać mieczem świetlnym, moi drodzy.
11794:  To jest planeta archeologów i geologów.
11797:  Pozdrowienia dla wszystkich wydziałów archeologicznych i geologicznych.
11803:  Jakby się cofnął do zwłok, pierwszych dwóch droidów też będzie wpis do lore o droidach.
11806:  Zdobyliśmy ten wpis do lore, był.
11810:  Te robale były na Korribanie?
11812:  Hej, nie kojarzę ich.
11814:  E, zbadaj.
11818:  Ale znowu pewnie będzie niesamowicie dużo backtrackingu, jak znam życie, prawda?
11822:  Czy z wcześniej na bywaniu drogą kupna?
11823:  Och, a uwielbiam absolutnie.
11828:  Jeszcze, jeszcze piękniejsze niż akwen wodny.
11834:  Podczas gdy aquem po prostu oznacza zbiornik wodny.
11837:  Tylko że... no bo to jest oto aqua łacińskiego, nie?
11841:  Co ja z tym mogę zrobić?
11842:  Czy ja tutaj mogę... Otóż... Otóż nie wiem.
11846:  Ale coś mi mówi, że to się zakończy spektakularną porażką.
11849:  To są pnącza, po pnączach... Dobrze, udało się.
11860:  Cudowne.
11890:  Oh, tak to było.
11890:  Jakie widoczne.
11893:  Zgadza się.
11893:  Powinieneś znaleźć miejsce, żeby je wytworzyć.
11918:  Odkryto nowe nasiono, widzicie?
11920:  Jak zawsze, trzeba jak ostatni kretyn wszystko siec i niszczyć.
11925:  W ten sposób zdobywa się punkty.
11928:  To dotyczy także zdawania różnego rodzaju egzaminów.
11932:  Wystarczy bezmyślnie wpisywać wszystko, co wam przyjdzie do głowy i prędzej czy później traficie.
11942:  Dobrze, dobrze.
11945:  Czy my jesteśmy...
11952:  On jest jakaś... Jeźdźcie z chaosu.
11966:  Au!
11966:  Au, au, au, ku...
11980:  Jeszcze też wariant niszczyciela separatystów.
11987:  No dobrze.
11989:  Ta walka mogła pójść nam znacznie lepiej.
11991:  Co tutaj się dzieje natomiast?
11992:  Zobaczmy.
11993:  Otóż tutaj możemy przeskoczyć, zróbmy to.
11997:  Mówicie, że Jamnestis jest poszukującym nasienie.
12001:  To się nie może skończyć dobrze.
12005:  Widzicie, co jeszcze się nie może skończyć dobrze?
12007:  Ten skok z rury!
12008:  Aaa!
12010:  Fuu!
12011:  Co to jest?
12011:  R, skanowanie.
12014:  Jakie skanowanie?
12015:  Co mogę zrobić?
12024:  Au!
12024:  I?
12024:  Czy ja dalej tonę?
12028:  Co z tego, że one... Co to było?
12037:  Krzysztof opuszczał lekcję walki z druidami na rzecz lekcji walki z klęszczakami.
12041:  Tak.
12043:  Trzeba rzucić w tamę?
12046:  Gdzie wy widzicie tamę?
12047:  Ach, tu wy widzicie tamę.
12052:  Au.
12052:  Nie umiem tego zrobić.
12068:  Bully throw, to właśnie to robiłem.
12089:  Eee, fuu!
12093:  Dlaczego tu jest tyle glutu w jakieś obrzydliwe rzygi znowu?
12100:  Zatrzymałeś samochód, co?
12101:  Powiedz mi o nim.
12101:  Chciałbym, żebyśmy mogli pomóc.
12130:  Okej.
12130:  Okej.
12134:  Właśnie wróciłem z biegania przy Monday's E. Jakiegoś typa helikopter z parku zabrał.
12137:  Co się stało?
12141:  No dobrze.
12143:  Droid niewiele mi pomógł.
12147:  Niestety nie mogę go zabić.
12151:  Jest mem?
12152:  Moi drodzy.
12153:  Jeżeli jest mem... Czekajcie, czekajcie.
12155:  Poważne sprawy.
12157:  Jeżeli jest mem...
12159:  To trzeba zobaczyć mem.
12161:  Ten mem jest ważny, bo jest kontekstowy.
12164:  Czy Discord jest w stanie się odpalić, czy to jest niemożliwe?
12167:  Discord jest w stanie się odpalić.
12173:  Dobrze, dobrze, dob... Dobrze!
12177:  Tak!
12180:  Mówiłem, że jest dobry mem.
12184:  Tak!
12185:  Chociaż jeszcze był wariant z Kubusiem Puchatkiem, był cudowny absolutnie.
12192:  Wiem, że jest mem.
12194:  Stanowi o posiadaniu, Jezus Maria.
12200:  Jeżeli chcecie widzieć częściej takie rzeczy, moi drodzy, to Holistyczna Agencja Eskapistyczna, link w opisie.
12205:  Tam ludzie robią niesamowite rzeczy.
12208:  Dzień dobry, witamy w tym memicznym momencie.
12218:  Oooooooo Czy ja widzę Czy ja widzę możliwość Nowe Okej, fryzura Broda Aha
12245:  Ta broda się absolutnie nie różni od tamtej.
12248:  Z Gultenkopper, synu, właśnie, prawda?
12251:  Ja oczywiście poszukuję jedynej słusznej koziej bródki.
12254:  S, badaj.
12258:  Ok.
12263:  Mam ochotę wcisnąć R, żeby zrobić REVELIO, ale to nie ta gra!
12269:  Oho, jest następny droid, moi drodzy.
12275:  Otóż droid nic nie mówi.
12283:  A jednak mówi.
12285:  Biedny droid.
12288:  Poczekamy z kustomizacją, aż zdobędziemy więcej opcji.
12295:  Super, ja miałem w pierwszych sekundach streamu.
12297:  To jest, Maćku, dzieło jedynej i najwspanialszej Dominiki Jamnikot, twórczyni Klimcza, która też podkreślała wszystkie nasze emoji.
12305:  Nie widzisz tego, ale jesteś droidem.
12306:  Nie musisz tego robić.
12310:  Inny w widzeniu.
12312:  To ty!
12324:  Jakim cudem?
12327:  Ależ oberwaliśmy.
12330:  O Boże, ja nawet nie wiem, gdzie my jesteśmy.
12332:  Ja nawet nie wiem, gdzie my jesteśmy.
12336:  Ale za to możemy zainwestować w umiejętność jakąś.
12339:  Umiejętność F.
12342:  Miecz świetlny.
12344:  Konsekwentnie, moi drodzy.
12346:  Wir ostrzy.
12347:  Przytrzymaj prawy i lewy przycisk myszy, aby rzucić się do przodu.
12353:  Absolutnie.
12357:  Jamnik pisze Paweł Dąbrowski w trakcie 12 miesięcy.
12360:  Bardzo dziękuję.
12360:  Moi drodzy, w ogóle Paweł mi przypominał ważnej rzeczy.
12363:  Nie witaliśmy się jeszcze dzisiaj z jamnikiem.
12365:  Jak to jest w ogóle możliwe, żeby się nie witać z jamnikiem?
12368:  Tak trzeba.
12369:  I tak należy.
12372:  Dobrze, mamy nową umiejętność, ale teraz będzie trzeba wrócić tam, co nie będzie takie proste, ponieważ zabradziażyłem, spieprzyłem sprawę.
12380:  Uuu, ale coś tutaj widzę.
12381:  Moi drodzy, tutaj coś jest, coś jest.
12384:  Jesteśmy w innym miejscu niż wcześniej.
12387:  Wyczuj echo.
12389:  Vir Palpatina, prawda?
12391:  Uwaga na rakietki z nadgarstka.
12394:  Właśnie ta rakietka nas zniszczyła, moi... Moi drodzy.
12405:  ŚWIŃSTWO This is the way Prawda?
12415:  Ktoś jeszcze?
12415:  Ktoś jeszcze?
12416:  Co to jest?
12417:  Skanowanie Obywaliśmy z rakietki, tak Poważne rzeczy, moi mili
12429:  Wciąż nie mamy tego poślizgu Jedi i bardzo mnie on martwi, bo był super.
12435:  Gdzie myśmy byli wcześniej?
12436:  Tu jest jakaś winda.
12439:  Tutaj nie byliśmy, prawda?
12442:  Bo ten teren zawsze się da eksplorować dość swobodnie.
12449:  Jakie this is the way masz na myśli?
12450:  Tak karze obyczaj, nie denerwujcie mnie z tym tak karze obyczaj.
12454:  Strasznie mnie to nie przekonuje.
12456:  Czy ja idę w dobrym kierunku?
12458:  Otóż nie wiem, czy idę w dobrym kierunku.
12461:  To jest właśnie jeden, jedyny problem, który ja mam zawsze.
12464:  Nigdy nie wiem, w którą stronę iść.
12468:  Chyba tej windy nie odblokowaliśmy jeszcze wcześniej.
12482:  Czy to jest ten moment, w którym sobie przypominam, że jednak byliśmy w tej windzie?
12486:  Tak, to jest ten moment, w którym sobie przypominam, że jednak byliśmy w tej windzie.
12490:  Tak.
12495:  Dzemu, to nie działa!
12500:  Nowy event w Genshinie, bardzo fajny.
12502:  Wreszcie prowadzili jakieś eventy fabularne.
12505:  Nie wierzę.
12508:  Więc mówicie, że dobrze szedłem, a zatem, a zatem tędy, tak?
12511:  Mówicie.
12513:  Możliwe, że tędy.
12517:  A, tak, tak, tak, tutaj były te dwa droidy, dobrze.
12523:  Racja, racja, tędy.
12526:  Ej, naprawdę jest lepiej zrobione teraz i... Mechanika wspinaczki.
12537:  Ja nawet nie wiem, gdzie ja teraz jestem.
12544:  Nie wiem, co tu się dzieje.
12545:  Aha, tutaj byliśmy.
12551:  No jest lepiej, jest lepiej, ale ze mną nie jest lepiej, moi drodzy, więc wiecie, to poważna sprawa.
12559:  Boże, i myśmy tam mieli... Czy wy to widzicie?
12562:  Myśmy tam mieli ognisko.
12567:  Dosłownie tam mieliśmy ognisko.
12569:  A spaprałem całą tę walkę przez to, że przycisnąłem zamiast przyciągnąć.
12577:  Co to jest?
12578:  O Boże, tutaj jest coś strasznie wielkiego.
12581:  A ja go nie mogę przyciągnąć, okej.
12587:  Au, au, au, co jest, co jest?
12595:  Jezus Maria, kół, kół!
12605:  Dobra, bo uciekam.
12607:  Uciekam.
12622:  Dobrze, dobrze, dobrze.
12624:  Co to w ogóle tutaj się podziało?
12631:  Po pierwsze... Nie wiem, jak rakiety się odbija.
12651:  Co jest?
12652:  Jak się odbijało rakiety?
12653:  Tego nie pamiętam, to było jakieś strasznie nieintuicyjne.
12657:  Bo pchnięcie mocy nie zadziałało, nie wiem dlaczego.
12669:  A, dobrze, teraz zadziałało.
12671:  Dziękuję.
12675:  Au.
12678:  Dobrze.
12682:  Chcę już pchnięcie mocy, które jest silniejsze.
12691:  Dobrze, mamy to.
12696:  Wyczuj echo.
12698:  To jest miejsce, w którym zginęło dużo ludzi.
12703:  Czy czytam weird fiction znanym Ligotiego?
12707:  Nie.
12709:  Współczesna literatura grozy i weird fiction nie jest mi znana.
12712:  Lubię natomiast new weird, tak?
12714:  Na przykład... Nowe Corbuson, Boże, jak to się nazywa?
12720:  Coruson, Chiny Meville albo Neil Gaiman.
12725:  To jest taki ładny farm spot, powiem wam.
12730:  Zacznijmy.
12730:  Patrzcie na to!
12759:  Ja... Dlaczego?
12762:  To bardzo nie wyszło, to bardzo nie wyszło.
12767:  Au.
12767:  Ta rakieta jest samonaprowadzająca?
12782:  Au, au, au.
12785:  Ta rakieta jest samonaprowadzająca.
12795:  Stróbujmy tego nowego ruchu.
12797:  Ooo, jaki super!
12803:  Witamy Dominika Mionika, otwórczynię Klimczak, która pyta, gdzie wasze jamniki?
12806:  Jednak to nie jest zbyt dobry farm spot, ponieważ mało doświadczenia tutaj dostajemy.
12811:  Farm spot dla droidów, jest to prawda.
12822:  Ale ładnie.
12824:  Ech... Już trzeba, moi drodzy, spożyć... ...to nieco.
12835:  Tak, elektryczne pałki chaty poprawiają, że były... Znaczy, precyzują, że były... ...gwarant generała Gliwesa.
12842:  Widziałem, że ktoś nas zaatakuje, byłem tego w 100% pewien.
12848:  Otóż nie wiem, czy idę w dobrym kierunku.
12851:  To jest ciekawe.
12857:  Dzień dobry.
12859:  Czemu on nie chce z nami rozmawiać?
12862:  Oscynujące.
12863:  Teraz możemy rozmawiać.
12866:  Kto jesteś?
12867:  Nie ma problemu.
12870:  Jesteśmy przyjaciółmi.
12873:  Co się stało?
12874:  Byliśmy zablokowani przez Raiderów.
12878:  Przeszedłem.
12881:  Nie wiem, gdzie są inni.
12881:  Co tutaj robią raiderzy?
12886:  To, co zawsze robią.
12887:  Uderzają i zabijają ludzi, chcąc po prostu przetrwać na tej górze.
12892:  Szybko szukają tego samego spotkania.
12894:  Mam nadzieję, że rolają się ich myśli i wyrzucają je.
12898:  Tak, i mam nadzieję, że nie wyrzucają nas.
12902:  To za niebezpieczne dla Ciebie tutaj.
12904:  Powinieneś iść.
12905:  Będę iść, jak będę wiedział, że jest bezpiecznie.
12910:  Widzicie co, my możemy tutaj zejść, bo mówicie mi, że mijam skrzynkę i macie słuszność.
12913:  Ja już przestałem liczyć, ile razy zginąłem od grawitacji.
12941:  Za to i tyfaliczne rośliny są jak zawsze.
12945:  Powinny nie otwierać od tej strony.
12953:  Może tędy możemy zejść?
12959:  Już tędy też nie możemy zejść.
12965:  Tak, to było stanowczo problematyczne, że ostatnio nie wliczałem śmierci Yamanestisa od grawitacji.
12972:  W zasadzie powinien być osobny licznik.
12974:  Smoła to jest lawa, logiczne, nie?
12978:  Coś tak czuję, że będziemy mogli to zniszczyć.
12981:  Moje przeczucia jak zawsze były słuszne.
12987:  No dobrze.
12994:  A tego to ja się nie spodziewałem.
12995:  Tu jest stół montażowy, niepotrzebny nam do niczego absolutnie.
13001:  Tu jest winda, która nie działa, bo ta winda się otwiera od drugiej strony.
13005:  Dobrze, czyli tędy nie ma co iść.
13012:  Ależ mi się ten wiru-wiru podoba.
13015:  Moriarty się mylił mówiąc, że upadek nie zabija, prawda?
13020:  Niektóre klawisze pisze kierowca, a bombowce są przypisane na twarde.
13022:  Jak zacznę grać na wsadzie, połowa klawiatury będzie wystawać przez okno.
13026:  Kolejny dowód, czy potrzebujemy już ich naprawdę na tym etapie, że powinno się dawać możliwość do customizacji pełnej sterowania.
13035:  Nie jestem w stanie zrozumieć, dlaczego twórcy gier tego nie robią.
13041:  Potrzebujesz bomby, która zniszczy te ściany ze skrzynką, okej.
13044:  Ooo!
13049:  Ależ tego cholerstwa tutaj jest.
13052:  No to wiadomo, że jest dużo robactwa.
13059:  Tak, to ewidentnie wygląda jak na coś, co będziemy mogli niszczyć.
13064:  Viru, Viru!
13070:  Cudowne.
13075:  Dlaczego to rzyga?
13078:  Może się dowiemy tego.
13083:  Przez brak konserwacji i niszczące dzieła nieupływającego czasu wiele tam w wąwozie jest tu i w niebezpiecznym stanie.
13094:  Pęknięcia i przecieki są widoczne na całych ich starzejących się powierzchniach.
13104:  Coś możemy zeskanować, a już nie widzę co.
13106:  Aha.
13107:  Otóż
13111:  Poczekajcie, to jest jakaś podpowiedź.
13118:  Umiejscowienie tej rury przepływowej w poprzek dwóch zbiorników smoły wskazuje, że była ona wykorzystywana do kontrolowania umysłu ruchu smoły między dwiema temami, by utrzymać ją na poziomie bezpiecznym dla pracy poszukiwaczy.
13133:  Pracy poszukiwaczy.
13134:  Śmieszny rym.
13136:  Rym tym tym pararam.
13137:  Co tutaj jest?
13138:  Tędy nie możemy przejść.
13139:  Oczywiście.
13141:  Oczywiście.
13170:  Łooo, jakie wiru-wiru, piękne wiru-wiru!
13174:  I to rozumiem.
13177:  To jest ładna walka.
13182:  To jest, moi drodzy, ładny styl walki.
13185:  Ależ mi się podoba to, jak usprawnieni
13192:  Walka podwójnym mieczem świetlnym, wspaniałe to.
13199:  Au, au!
13200:  Au!
13226:  To jest jakaś bombka, moi drodzy.
13229:  Dwa miecze w życiu, moi drodzy.
13233:  Droidminy z ciekawostką z Kaboch zostały zbudowane do wykorzystania na tej planecie, aby wysadzać w powietrze skały i gruz.
13239:  Nieliczni, którzy pamiętają jeszcze czasy ich powstania twierdzą, że zaprojektował je pewien dobroczynny wynalazca, jeden z pierwszych poszukiwaczy na Kaboch, ale informacja ta nie została potwierdzona.
13250:  Mogłem poczekać, jest to prawda.
13254:  Macie wrażenie, że niszczenie podpór nie jest dobrym pomysłem?
13267:  Udało się.
13271:  Ty!
13272:  Ja byłeś... Zbierany.
13273:  Blaster.
13281:  Moi drodzy, ta informacja była dla nas absolutnie kluczowa.
13287:  Czy to właśnie Toastmo Amazon oblepiał drzewa w pierścińcach niedobładu?
13291:  Jest to możliwe.
13293:  Ej, teraz sobie zmienimy.
13299:  A, okej.
13310:  No to są droidy, moi drodzy, które były w Clone Wars.
13341:  Droidy B1 i B2 służyły jedynie jako podstawowa piechota armii separatystów, ale maszyny z serii BX miały bardziej wyspecjalizowane przeznaczenia używane do infiltracji i eliminacji.
13352:  Uzbrojone w wibroostrza, odporne i zwinne roboty z zaawansowanym oprogramowaniem są znacznie bardziej niebezpieczne niż inne modele.
13360:  Dobra, weźmiemy podwójny miecz.
13369:  Uwielbiam przyświecanie sobie mieczem świetlnym.
13371:  Nie wiadomo jaki cel nam przyświeca jedynie.
13375:  Uuu, co tu się dzieje?
13383:  O nie.
13386:  Moi drodzy, to nie wygląda dobrze.
13390:  Eee, niemożność otwierania skrzynek, które będziemy otwierać później, ponieważ backtracking.
13397:  O Boże, jak ja tego nie lubię.
13406:  Hmm, anodowany metal, świetnie.
13409:  Każdy metal jest dobry.
13412:  A co tutaj?
13417:  Siedem odłamków priorytu, moi drodzy.
13419:  To są priorytetowe odłamki.
13423:  Jisu zamknięto od drugiej strony.
13425:  Pozdrowienia dla wszystkich fanów FromSoftu.
13431:  Right.
13442:  Ok Szalony przeciwnik jest szalony
13452:  Najlepsze są metale nieżelazne.
13453:  Uwielbiam to.
13454:  Wydział metali nieżelaznych.
13455:  Już mnie to bawiło.
13458:  Zakładam, że tędy.
13461:  Wiecie, co mnie niepokoi?
13462:  Dawno nie było żadnego ogniska, który nie jest ogniskiem.
13465:  Co to jest?
13471:  Au.
13485:  Czy ja zawsze muszę mieć za mało steamów?
13493:  Dostaliśmy taktyczną kurtkę, moi drodzy.
13495:  Czy to oznacza, żeby nasze umiejętności strategiczne wzrosną?
13499:  Wątpię.
13504:  Ja... Ja chcę ognisko.
13519:  Nie, nie, nie, nie.
13523:  Ile tego jest?
13533:  Okej, już wiem co mamy zrobić.
13537:  Wiem co mamy zrobić, wiem co mamy zrobić.
13568:  Dobrze!
13572:  Udało się, moi drodzy.
13574:  Jest parę takich miejsc.
13576:  Poproszę wskazówkę, okej.
13578:  Hmm...
13585:  Tutaj była kolejna... A, tam jest Tama.
13589:  Dobrze, idziemy.
13591:  Tamagotchi.
13592:  Chodź.
13595:  Śmieszna mina się... za nami wspina.
13598:  Dobrze, chodź śmieszna mina, chodź.
13600:  Dobra mina, dobry.
13602:  Jamnik na smyczy.
13604:  Przylewa czarę goryczy.
13611:  Spektakularne... spektakularne spieprzenie taktyki.
13618:  Chodź.
13621:  Jamnik, jamnik.
13623:  Dobrze, dobrze.
13624:  Chodź, chodź, chodź, chodź.
13625:  Grzeczny jamnik.
13628:  Tutaj.
13629:  Tutaj chodź.
13630:  Do smoły.
13633:  Dobrze.
13635:  Teczakula robi bum-bum.
13636:  Świetnie.
13640:  Jest.
13641:  Jest.
13643:  Mamy to, moi drodzy.
13648:  To naprawdę nie jest przyjemne.
13654:  Biedny Amnestys, jak ja mu współczuję.
13656:  Łażenie w smole.
13660:  Tymi minami się też da wmiotać przeciwników?
13662:  Super.
13692:  Masz moc, idioto.
13693:  Prawda, to jest Star Warsowy Żyraf.
13696:  Absolutnie.
13696:  Nie ma to tam, to trzeba wstać.
13712:  Więc moi drodzy, co może być piękniejszego niż połączenie Gwiezdnych Wojen i Dinożarłów?
13717:  Ja się pytam.
13722:  Dobrze, więcej nasienia, świetnie.
13724:  Ponieważ dawno nie było sucho, dlaczego Hrabia Duku nie rozwiązuje skomplikowanych zadań?
13728:  Ponieważ nie ma do niej głowy.
13734:  Spoiler z Zemstysitów.
13737:  Ja znowu nie wiem, czy tutaj byłem, czy nie.
13741:  Aha, to jest coś czego jeszcze nie możemy zrobić.
13744:  Świetnie.
13747:  Oj, tych nie lubię.
13771:  O nie, o nie, o nie, o nie, o nie, o nie, o nie, o nie.
13808:  Stop hiding.
13811:  O Boże.
13811:  Mogliśmy tego użyć.
13819:  Dlaczego ja nigdy nie mogę mieć Steama?
13823:  O, Krzysztof, to dlatego jest Origin.
13825:  A nie, przepraszam, teraz jest EA Up.
13826:  EA Up.
13842:  Okej.
13847:  Dobrze, co teraz?
13849:  Ja oczywiście nic nie rozumiem, jak zawsze.
13853:  Zakładam, że trzeba uczynić tchnięcie mocy.
13857:  Czy to coś da?
13858:  Nie, absolutnie nic to nie dało.
13861:  Dobrze, tu mogę wejść.
13864:  Zmienia się muzyka, nie wiem dlaczego.
13867:  Ho, okej.
13869:  Coś mi mówi, że jednak nie tędy.
13878:  Fajnie, że teraz moc jest nieograniczona.
13880:  A kiedy potrzebujemy szmocy, to wtedy jej nie... ...to wtedy jej nie ma.
13887:  Udało się?
13888:  Fun Fact Origin to była nazwa studia, które jej ciągało po sądach i potem wykupiło, jak zbankrutowali.
13893:  I jej w ogóle jest rekordzistą i to takim... ...niemiłym rekordzistą, jeżeli chodzi o liczbę studiów, które zbankrutowali.
13899:  Między innymi jest to moje ulubione studio... ...które stworzyło gry z serii Command & Conquer.
13911:  Okej, tędy by... tędy przeszliśmy, tędy przeszliśmy.
13917:  Okej, dobrze, wszystko jest w porządku, wszystko jest w porządku.
13920:  Teraz na pewno na 1900 milionów procent będziemy mieli ognisko.
13927:  RIP Westwood, właśnie, to było Westwood Studios.
13932:  Za... tego, tego nigdy nie wybaczy EA.
13935:  Od czego pochodzi termin szmoc?
13937:  Seiki obejrzyj gwiezdne jaja, czyli Spaceballs.
13941:  To jest stamtąd.
13942:  Ostrzegam tylko, to jest specyficzne poczucie humoru, ale dobre poczucie humoru.
13949:  O co zakład, że to będzie niewystarczające?
13953:  Absolutnie i stuprocentowo tego pewien.
13957:  Tak, to jest właśnie tak zrobione.
13964:  Uda się, uda się.
13976:  Czemu nie przypomina Star Wars Visions?
13977:  Według mnie nowy sezon zapowiada się bardzo ciekawie i kreatywnie.
13980:  Star Wars Visions ma momenty estetyczne, natomiast są tam strasznie bzdury ze względu na lore.
13986:  Znaczy, jak zobaczyłem przerzucanie miecza z rąk Jedi'a do Sif'a i ten miecz zmieniał spontanicznie kolor, w zależności od tego, czy trzymał go ktoś zły, czy ktoś dobry, nie szanuję takiego światotwórstwa.
14005:  Ej, to są Diddy Cracky, na pewno źle to przeczytałem.
14009:  Ale te śmieszne, skaczące, teleportujące się rzeczy w Cold War's Legacy.
14013:  A wiecie co jest jeszcze śmieszne, skaczące i teleportujące się?
14015:  Yamnestis, który w ten sposób się przemieszcza po ścianie i nawet nie żartuje.
14019:  Myślę sobie, że górnicy...
14022:  na Śląsku spokojnie mogą zastosować tę taktykę.
14025:  Tak na tysiąc procent, moi drodzy.
14028:  O, jest ognisko.
14033:  Mamy tu umiejętność.
14036:  Miecz świetlny.
14040:  Bezmierny huragan.
14042:  Kontynuuj naciskanie, żeby dodać kolejny atak i to z serii podwójny miecz.
14046:  Są ciekawsze rzeczy.
14048:  Naciśnij tuż przed trafieniem, żeby odbić do dwóch pocisków blasterów z rzędu.
14052:  Wypad sięga dalej.
14054:  No nie są interesujące te rzeczy.
14055:  Co ja na to poradzę, że to jest bardziej interesujące?
14058:  Bezmierny huragan.
14064:  No dobrze, ale wolność twórcza nie oznacza bzdury światotwórcze, które są bez sensu.
14081:  Gbiliwan to tak naprawdę jamnik.
14082:  To jest najlepszy jamnik, jakiego tutaj mamy, moi drodzy.
14085:  Niestety nie ma innych, nad czym bardzo ubolewam.
14088:  Coś tutaj możemy zrobić, kiedyś indziej będziemy mogli.
14092:  No mówię, że to są Diri Kraki, które na pewno inaczej się nazywa.
14095:  Była taka wycięta scena w walce Anakina z Kaun Duhu, gdzie spuszcza miecz, chwała po go w powietrzu.
14099:  Uuuu.
14101:  Nie rozumiem, jak można wycinać sceny walki mieczem świetnym, a zostawiać jakiekolwiek inne.
14119:  Dobrze, teraz zajmijmy się wycinką.
14122:  No i to mi przypomina te wielkie zbiorniki, które są w Liyue.
14127:  Na przykład I don't like sand, prawda?
14129:  Zresztą jest taki piękny mem, gdzie pokazują, że została wycięta naprawdę świetna scena dialogu Obi-Wana z Amidalą, która pokazywała, że Obi-Wan wiedział.
14138:  Tak, pewien papież.
14139:  A równocześnie zostało zostawione... I don't like sand!
14151:  Są mody do Hogwarts Legacy dodające nawet czary.
14153:  Ja chcę dodatek do Hogwarts Legacy!
14157:  Cała sprawa, prawda?
14158:  Czy twoje pojeźdźce zniknęły, prezydent Gorge?
14163:  Tak, mieliśmy trochę... technicznych problemów.
14167:  Prawdopodobnie spotkaliście się wtedy z Bedlam Raidami.
14170:  Atakowali nas tak szybko, jak zniknęliśmy.
14174:  Cieszę się, że jesteście w porządku.
14175:  Co robicie w tych miejscach?
14176:  Znalazłem starego przyjaciela.
14177:  Gryzdrytus?
14179:  Chaotyczni złodi śliczni.
14181:  Co ona trzyma?
14182:  Czemu ona trzyma topór?
14183:  O, minęło cię ostatnie 2000 lat rozwoju technologii?
14184:  Co tu się dzieje?
14202:  Dostajesz osiągnięcie Wróg Lasów Deszczowych.
14205:  Nie jest Doma Dendra.
14210:  Doma Dendra jest Dendro Alchontem.
14215:  Widok jest bardzo Westworldowy, nie uważacie?
14222:  Śmieszne konstrukcje.
14224:  Śmieszna konstrukcja jest śmieszna.
14226:  Naprawdę nie widzę tego raytracingu.
14229:  Było niewiele tafli wody, gdzie moglibyśmy to obserwować, ale still.
14234:  Dobrze, gdzie jest nasza... O Boże, dlaczego to jest wielkie i czerwone?
14239:  That's what she said.
14241:  Co tutaj jest?
14242:  Tam mamy jakąś skrzyneczkę, idźmy do tej skrzyneczki, ale tu jest równocześnie zwierzu.
14246:  Ładny zwier... Boże drogi, to wygląda jak wielki bubr, który jest równocześnie strusiem.
14255:  To, co wyczynili w Episodzie II jest okrutne.
14272:  Midela w Senacie mówiąca, że po co wojsko, to tylko zaognij konflikt.
14275:  Dzień później Jar Jar sprawia, że mamy milionową armię.
14279:  Nie robi się takich rzeczy.
14281:  A zostawili naprawdę kiepskie dialogi.
14284:  Nie chcę myśleć, jak to było w Zemście Citu.
14288:  Zemście Citu to były wycięte rzeczy, ale chyba te najbardziej znamienne i memiczne kwestie zostały wycięte z Ataku Klonów.
14299:  A, wciąż Atak Klonów jest lepszy od czegokolwiek, co było w trylogii sequeli.
14306:  Coś mi się tutaj podoba.
14308:  Jedyne, co mnie bardzo martwi, to fakt, że nie mamy naszego skoku mocy cudownego.
14314:  Co tu się toczy?
14317:  Au!
14317:  Au!
14317:  R.
14343:  Dramlik Gdy do dramlików zbliża się zagrożenie, stworzenie próbuje je odstraszyć, wysuwając kolce, pokrywając całe kuliste ciało.
